-0.00440402+0.00545895j -0.00575605-0.00496718j -0.00646752-0.00304363j 0.00309148-0.00604037j 0.00255875+0.00161326j -0.00344811-0.00287992j 0.00268652-0.00522046j 0.00548527+0.00135885j 0.00084318-0.00274815j -0.00084343+0.00109742j -0.000438741-0.00492668j 0.00388746+0.00165236j -0.00240048+0.00179822j -0.00406846-0.00117104j 0.00240584-0.00303581j -0.00241042+0.00207447j -0.00277407-0.000644671j 0.00136144+0.00333344j -0.00267749-0.000474905j -0.00144734-0.00469003j -0.000827846+0.00213078j 0.000686617-0.000750758j 0.00499457+0.00126169j 0.000543543-0.00245946j -0.000583708-0.000802635j 0.00350138-0.00259281j -0.000885383-0.00191226j -0.000306303-0.0014419j -0.00458999+0.000975381j -0.000126314-0.00108955j -0.0010218+0.00347194j 0.00225344+0.00126057j 0.00119508-0.00172393j -0.000544357+0.00150093j 0.000252368+0.00239704j 0.000181825+0.00233732j -0.000942022+0.00151276j 0.000691985+0.0020121j 0.00100311+0.000186402j 0.0033383-0.00116302j -5.14254e-05+2.86135e-05j 0.00152958-0.00224245j 0.00109832+0.000694142j -0.00252372+0.000656008j 0.00324162-0.000507134j -0.00106847-0.00264313j -0.000546885+0.00235203j -0.00291762-0.00310565j -0.00406703-0.000332354j 0.00317523-0.00874175j 0.0113265+0.00315653j 0.00200007+0.0053768j -0.00471367+0.00991144j 0.00978663+0.0019567j 0.018621+0.0154513j 0.014988-0.0179281j 
0.00268144+0.00143833j 0.00014248-0.00122937j -0.00383027-0.00410216j -0.00224921+0.0063106j 0.00197082-0.00322044j 0.00188722+0.00257147j -0.00203861-0.00312824j 0.00115085-0.00156853j -0.00105483+0.00211677j 0.00506966+0.00302953j -0.000711702-0.00233802j -0.00383453+0.000347143j 0.000587835-0.00398806j 0.000488335-0.00383985j -0.00271265-0.000931155j 0.0104161+0.00261622j -0.00211984-0.00362244j 0.00248335-0.0026657j -0.00130597-0.00107918j 0.0109827+0.000179286j -0.00302464+0.00219943j 0.00640565+0.00191723j 0.00284943+0.00437982j 0.0085236+0.00580978j 0.00714219-0.000474413j 0.000175776+0.00146736j 0.00296153+0.00944517j 0.00402846-0.0041551j -0.0040971+0.00221093j -0.00666738-0.000129118j -0.000275921-0.00201686j 0.00273045-0.00331647j -0.0139066-0.00909987j 0.00688357+0.00184075j -0.00134574-0.0065467j -8.38462e-05-0.00813191j -0.000323261-0.00223639j 0.0050246+0.00202108j 0.0133818-0.00231728j 0.00329898-0.00344918j 0.00140256+0.00284868j -0.00375935-0.0106147j 0.00461892+0.00464865j -0.000205674+0.00238512j -0.00231808+0.000896637j -0.00141635-0.00542067j 0.0020764-0.00435116j 0.00646841-0.00343093j 0.0025753-0.00169147j -0.000982667-0.00219678j -0.00299371-0.00126625j -0.00245213+0.00405392j 0.00476857-0.00250674j 0.00165379+0.00117718j -0.00180777+0.00203279j 0.000312136-0.00166445j 
-0.00212431-0.000625453j -0.000985841+0.00204515j -0.00146162+0.00135988j 0.00145473+0.000782153j -0.00253588-0.00101291j -0.00432791-0.000330146j 0.00173945+0.000884026j -0.00398803-0.00332641j 0.00401658-7.58508e-05j -0.00331239+0.00267709j 0.00561116+0.00508526j -0.00409374-0.00459384j -0.00493371+0.00221047j -0.00503586+0.00198019j 8.22856e-05+0.00805919j 0.00666348-0.00539832j 0.00413459-0.00621977j 0.00758615+0.00284288j 0.00297977-0.000915508j 0.00111328+0.00594203j -0.00556908+0.00300842j 0.000513997+0.000211589j 0.00776875-0.00427266j -0.00198782-0.00698651j -0.00141199-0.00100478j -0.00190987-0.0085068j -0.00935144+0.000530655j 0.00808292-0.00367932j 0.00261158+0.00601865j -0.005336+0.00690529j -0.00492526-0.00770671j 0.00919387+0.00267811j -0.00940047-0.00477075j -0.0067451-0.00560024j 0.00190887+5.45775e-05j -0.00346604-0.000532325j -0.00785741+0.00307979j -0.00251389-0.0113261j 0.00458941-0.00524366j 0.00156484+0.000755444j -0.000611999+0.000281319j -0.0052127-0.00187754j -0.00320226-0.00262418j -0.00459072-0.000182657j -0.00257993-0.00399383j -0.00236439+0.00109769j 0.00626271-0.00126521j 0.00231412-0.00071071j -3.57592e-05+2.95374e-05j -0.00116235+0.00166683j 0.00270974+0.000461557j 0.00124751-0.000913204j -0.00264433+0.00167419j -0.00186694-0.00176256j 0.00257703+0.00226249j -0.00113706+0.000649305j 
-0.00285-0.00123517j 0.000915669+0.000390407j 0.00246251+1.36387e-06j 0.00217093-0.00303516j -0.000618991+0.00286588j 0.000701439-0.00229895j 0.00231323+0.000741079j -0.00485703-0.00139718j -0.0023254-0.00116953j -4.80206e-05-0.00573045j 0.00274952-0.00304724j -0.00401475-0.00207793j -0.00404776-0.0031795j 0.0053372+2.23842e-05j -0.00379953-0.00686097j 0.0038792+0.00497377j 0.00461054+0.00771151j 0.00205004-0.00251571j -0.00358594-0.000853108j 0.00350097-0.000524317j -0.009613-0.00492113j -0.00942255+0.000469673j -0.0143761-0.00356184j 0.00934224+0.00053259j -0.00732952+0.00215628j 0.0101344+0.00535776j -0.00238903+0.0035608j 0.00803635+0.00520204j 0.00171433-0.000784819j -0.00857258-0.0112051j 0.00330924+0.00283146j 0.00449694+0.00811641j -0.0142992-0.00906406j 0.00941292+0.000487236j 0.00659959+0.0021625j -0.00366507-0.00435104j -0.0045212+0.000832143j -0.00258415-0.00481246j -0.000104362+0.000880534j 0.00216426-0.000709228j -0.00119943+0.00291568j -0.000791186+9.74498e-05j -0.00367057-0.00173001j 0.00288292+0.00480482j 0.000539882+0.00368204j -0.00474056-0.0014945j -0.00161184-0.000990668j -0.00528786-0.00344432j 0.00538847+0.00287268j 0.000113904+0.00044585j 0.000266331+0.000794686j 0.000827902-0.00210481j -0.00142068+0.000516388j -0.00228602-0.000360189j 0.00345603-0.00251276j 0.000315607+0.00214527j 
0.00156013+8.53491e-05j 0.00185979+0.00352911j 0.000944789+0.00531761j 0.0025269-0.00341045j -0.0038766+0.00180983j -0.00192576-0.00035881j -0.00320236-0.000530456j 0.00219489+0.0046999j -0.00180831+0.00586383j -0.00102279-0.00268133j -0.00327077-0.000181507j 0.000534158+0.00223332j -0.00171277+0.000422957j 0.00198072+0.000913501j -0.00129076-0.00219617j 0.00837121-0.00366761j -0.00150806-0.00310029j -0.00190332-0.00790246j 0.00652962+0.00418302j 0.00749128-0.00270685j 0.0121753+0.00390525j -0.00396874-0.00239778j 0.00668324+0.00428215j -0.00563838-0.0107757j 0.00616262+0.000419855j -0.0089104-0.00187236j -0.00538355+0.0066159j -0.00180677-0.00368121j 0.0023244+0.00604147j 0.00932309+4.45114e-05j -0.0101471-0.00104259j -0.00220529+0.000798102j -0.00514737+0.00873384j 0.0012843-0.00922606j 0.00235014-0.000528867j 0.00424535+0.00337225j 0.00199841+0.00147226j -0.0041608-0.0084918j 0.00278094-0.00491312j 0.00731529+0.0045633j -0.000987733-0.00325148j -0.00639867-0.00672275j -0.00518038+2.21155e-05j -0.00675019-0.00349507j 0.00190954-0.000831513j 0.00344382+0.00142982j 0.00448274-0.00537856j -0.00198906+0.000500953j 0.000681276+0.00479161j -0.0023349-0.00207783j -0.00106084+0.00541532j 0.00517815-0.00287917j -0.00307435-0.00130754j -0.000141247-0.00204619j 0.00197322-0.00116695j 0.00115276-0.000790027j 
0.00396647+0.00325537j -0.000875707-0.000152195j 0.00201669+0.00134438j -0.00426155-0.00314031j 0.000258561+0.000782105j 0.00323151+0.00275928j 0.00195271+0.00079739j 0.00136247-0.00194554j -0.0070991+0.000462621j 0.00232296+0.00402805j -0.00268815-0.00262453j -0.00372088+0.000861358j -0.00648149+0.000642918j 0.0028166-0.00494195j -0.00193312+0.00333658j -0.00310691+0.00435574j -0.00707015+0.000364022j -0.00367566+0.00149032j -0.00189284-0.00852644j -0.00219127+0.0023886j -0.011205+0.00453835j -0.0007538+0.00521329j -0.000891382+0.00106121j 0.00250727+0.00376382j -0.00202379-0.00156587j 0.00211514+0.000283886j 0.00155763-0.00498645j 0.00559974+1.84096e-05j 0.0047535+0.00888567j -0.00197115+0.009482j 0.00325013-0.00281286j 0.00704043-0.00389901j 0.000216221-0.0011877j 0.00880199-0.00411257j 0.00983881-0.00675149j -0.0010426-0.00477324j 0.000374003+0.0073084j 0.00162084+0.00665386j 0.0155312-0.0112109j -0.00198799-0.00198442j -0.00832163+0.0048537j 0.00367192-0.00667341j 0.00336646-0.00156227j 0.00585944-0.0040395j -0.00177527+0.00507949j 0.00551471-0.00148346j 0.00508279-0.00225735j 0.00403799+0.00447987j 0.00305518+0.000870617j -0.00209317-0.000165712j -0.000559237-0.00461307j -0.00416715+0.00328068j 0.0026623-0.00426328j 0.00163936-0.000141576j 0.00140088-0.000937596j 0.00391259-0.00290226j 
-0.000610059+0.000487011j 0.00100393+0.00213493j 0.000867366+1.41869e-08j 4.01618e-05-0.00302157j 0.0023412+0.00321313j 0.00409987+0.00117206j -0.00128816-0.00278611j 0.00344447+0.00187339j -0.00064688+0.00443224j -0.00275041-0.00281049j 0.00205631+0.00268067j 0.00749118+0.00131885j -0.0103464-0.00345288j -0.00404902-0.00254348j 0.00376796-0.00302635j 0.0100404+0.00163447j 0.00854997+0.00650026j 0.000373086+0.00509742j 0.00600429+0.000619715j -0.00277167+0.00184881j -0.00587839-0.0121433j -0.00421745-0.000634594j -0.00252572-0.00106825j 0.0186546+0.00990202j -0.00733303-0.00867588j -0.00154725+0.00115027j -0.00544634+0.00560021j 0.00353852-0.000664023j 0.00829353+0.00701787j 0.00342127-0.0101111j 0.00141673-0.00639105j -0.00603799+0.00339981j -0.002466-0.0127215j -0.00313331-0.00185357j 0.00272461-0.00057967j 0.00298597-0.00787621j 0.00282773-0.00595243j 0.00505693-0.00866877j 0.000981069-0.00338176j 0.00177511+0.00964331j 0.00488705+0.00640034j 0.00127324-0.00842258j -0.00188267+0.00365394j -0.00375161-0.00468618j 0.00274184-0.00590885j 0.000847343-0.00344066j 0.00128609+0.00168075j 0.00247824+0.000498247j 0.00335365+0.00301585j -0.00160302-0.000745781j -0.00238273-0.000811035j -0.00141723+0.000487697j 0.000355092-0.000169241j -0.000265837+0.000692621j 0.00116439-0.000358085j 0.000124634+9.15624e-05j 
0.0024286-0.00177612j 6.91657e-06-0.00511202j -0.00182627-0.0054776j -0.00356021+0.00462812j 0.00401311-0.00243201j -0.000488196-0.0016083j -0.00204323+0.000456421j -0.00108412-0.00155262j 0.000578626-0.00170444j -0.00290901-0.00148521j -0.00344901-0.00533819j -0.00243909+0.00152178j -0.00303911-0.000441267j 0.00178287+0.00717736j -0.00390786-0.00376983j 0.00415866-0.00499282j 0.009623+0.00269033j 0.00353622-0.00262666j 0.00673282-8.19513e-05j -0.000598832-0.0103979j -0.00724464+0.00590783j 0.000917663+0.00503712j -0.000925976+0.00377258j 0.000804655-0.000598892j 0.00385106+0.00275182j -0.000779249-0.00476354j 0.00463673-0.00210988j 0.00233998-0.0046433j 2.28193e-05-0.00912913j -0.0068163-0.00517732j -0.00448551+0.00130251j 0.00837097-0.000501751j -0.000158233+0.00415519j 0.00207931-0.0037394j 0.00172933-0.00411846j 0.00426628+0.00271042j 0.00188611+0.00224235j -0.00465046-0.00144119j 0.0110261+0.00684825j -0.00314806+0.000658761j -0.00490944+0.00340984j 0.000179271-0.000288182j -0.00444712+0.0057615j -0.00434621-0.00173084j 0.00700366-0.0018734j -0.00388117+0.00419038j 0.00102104-0.00145312j -0.00271056-0.00411841j 0.0030336-0.000833845j -0.00160238+0.00185306j -0.00074306+0.00192623j -0.000101822+0.000528288j -8.28189e-05-0.0015593j 0.00144751+0.00282253j -0.00296028-0.00102346j -0.00369686-0.00305067j 
-0.00141828-0.000963683j -0.00150863-0.000914511j -0.00162981-0.000674872j -1.18236e-05+0.00125178j -0.000223066-0.00272427j 0.00122253+0.000904982j -0.00223129-0.00265076j -0.00250694-0.0031019j 0.00268762-0.000417524j -0.00497253-0.00542564j 0.00287532+0.000473958j 0.00333449+0.00365052j -0.0128738-0.00706734j 0.000934467+0.00105413j -0.00730479-0.00361252j -0.00434426+0.000515769j 0.0035055-0.00295864j -0.00485879-0.00418317j -0.00570915-0.000132026j 0.00219585+0.00178974j -0.00659424+0.00238884j 0.00557538+0.00262671j 0.00313678+0.000224766j 0.00812698-0.00343382j -0.0111731-0.0054246j 0.00260456-0.00418489j -0.0116456-0.0143332j 0.00636536+0.00325625j 0.00305449+0.000282485j 0.00914802+0.0142128j 0.00499923+0.0025693j -0.00584666-0.00563841j 0.0106107-0.00126253j 0.000345057-0.00500272j 4.32527e-05-0.000514318j -0.00158607-0.00369226j 0.000778755-0.00354784j 0.00891347-0.00575815j -0.0056462-0.00388456j -0.0133641+0.00457461j 0.00668064+0.00274015j -0.00565632+0.00291204j 0.00445578-0.00176334j 0.00660112-0.00236727j -0.000394354-0.00296191j -0.000298778-0.00184086j -0.00130072+0.00327287j 0.00216546-0.00431154j -0.000874556-0.00182843j 0.00109233+0.00187565j -0.00173474+0.000871215j -0.00025336+0.000422245j -0.00454273+0.00162764j 8.08489e-05+0.000840588j 0.000971654-0.000396314j -0.00223089+0.000576675j 
0.0022412-0.00166753j -0.0016825-0.00108342j -0.00432331+0.00151113j 0.000591314+0.00150094j 0.00133262-0.000506346j 0.00165891+0.000100521j -0.00235397+0.00155889j 0.00191119-0.00208662j 0.00110022+0.000258429j 0.00340767-0.000624099j 0.000360471+0.00435888j -0.0082719-0.00364846j 0.00107428+0.00286803j 0.00391023+0.000560355j -0.00517127-0.00511096j -0.0026875-0.00183323j -0.000330177-0.00190723j 0.00228812-0.0038937j 0.00465493-0.00463107j -0.00321865-0.00202979j 0.00352669-0.00460962j -0.000549985-0.000597667j 0.0139317-0.00478661j 0.00225244-0.00366889j 0.00204931-0.000740079j -0.0062743+0.00284308j 0.00313049+0.000950786j -0.00195171+0.00265062j 0.00173985+0.00712176j -0.00247292-0.0062334j -0.0070489+0.00434382j -0.00443521+0.0093535j 0.0115285-0.00732991j -0.00128319-0.00183205j 0.00476334-0.00195141j 0.0091755-0.0137826j 0.00245477+0.00350576j -0.00189934+0.00420601j 0.000949262-0.00663828j -0.0057885+0.00269186j 0.00509175+0.000603513j -0.00629011+0.00579609j 0.00703733-0.00210379j -0.00326988-0.0036786j -0.000499798-0.00345301j 0.00410383-0.00502897j 0.00148501-0.00304955j 0.00212649-0.00647057j -0.00165702+0.00133782j -0.00293916+0.00144438j -0.000822116+0.00244239j 0.00185868+0.00112225j -0.00411666-0.000827514j 0.00230091+9.63342e-05j 0.00202878+0.00102413j -0.00200223-0.00207857j 
0.00406616+0.00121414j 0.000326627-0.00215376j -0.00200393+0.000218827j 0.000365819+0.00338764j -0.00327961-0.00168693j -0.00244586+0.00180424j 0.00197453-8.52748e-06j -0.00548698-0.00394389j -0.00608368-0.00163496j -0.00337489-0.00181576j 0.000868724+0.0039719j 0.00723837-0.000288759j -0.00153252+0.000250608j -0.00140826-0.0010199j 0.00196366-0.000741676j 0.00923074+0.00472232j -0.00638193-0.00629126j -0.00147234-0.000792276j 0.00268784-0.00069665j -0.0101519-0.0014475j -0.00378872-0.000440008j -0.00289908-0.00688337j -0.000435065-0.00181031j 0.00228004+0.00384764j -0.00220674-0.00114477j 0.00432432+0.00477478j -0.00511794+0.0014298j 0.00271926+0.00497885j -0.00767492-0.000138197j 0.00167311-0.000351187j 0.00286268+0.00668923j -0.00234412+0.00133077j -0.00113252-0.00596116j -0.00548336+0.00381841j -0.00503949+0.0109976j 0.00330221-0.00308886j -0.00226763-0.0069856j -0.000607148-0.00306276j -0.00475163+0.0021868j 0.00308528-0.00437647j -0.00420368+0.00274207j 0.00509064-0.00167805j -0.00214113+0.000626183j -0.00353063-0.00306631j 0.00107417-0.00104752j -0.00362696+0.00705398j -0.0017736+0.000737865j 4.08158e-05+0.0022813j -0.00742684+0.00105264j 0.00262092+0.00122369j 0.00247949-0.000955647j 0.000871294+0.000903069j 0.00269519-0.00180429j 0.00233685-0.000260786j -0.00211879+0.000302805j 0.001152-0.00232358j 
-0.000366658+0.000995115j 0.00384938+0.00206241j 0.000486086+0.000806385j 0.00153557-0.000139703j -0.00322494+0.00191575j -0.00427845-0.00124766j -0.00378299+0.000272695j 0.00184258+0.00367224j 0.000982583+0.006439j 0.00170161+0.00117887j -0.000139183+0.00584968j 0.00437982+0.0059024j 0.00600468+0.000926056j -0.00917189-0.00723508j 0.00204795+0.00262368j 0.002704+4.01888e-07j -0.000806597+0.00272068j -0.00127348+0.00723526j -0.00157145-0.00586555j -0.0021043+0.00332569j 0.00548153+0.000471065j 0.00563911+0.00929109j -0.00360994+0.00664931j -0.00420411+0.00496352j 0.00519628-0.00116616j -0.0027985-0.00157401j -0.00111381-0.0101452j 0.00171709+0.00158705j 0.0015684+0.00195174j 0.00331587+0.00585455j 0.00127681-0.00365413j 0.00913698-0.00908262j -0.00298677+0.000203906j -0.00676369-0.0148314j 0.0011005-0.0147798j -0.00397079-0.000206381j 0.00796291+0.00366243j -0.00468881+0.00495745j -0.00052943-0.0108943j -0.0106181-0.000738919j -0.00295784+0.00469177j -0.00404147-0.00200225j -0.00596218+0.0045118j -0.000144061-0.000934109j 0.00585602-0.00245535j 0.00248922+0.00173086j -0.00164518+0.000811249j 0.00109101-0.000347502j 0.00192161+0.000517914j -0.0053842+0.00135838j -0.00335876+0.00530749j -0.00109648-0.00176263j -0.000674787-0.000772053j -0.00101915+7.41425e-05j -0.00100938-0.000549513j -0.000387109+0.000178235j 
0.000508449+0.00143318j 0.00189249+0.000801518j -0.00183899+7.08244e-06j 0.000480623+0.00173106j 0.000152028-0.000734583j -0.00111195-0.000629924j -0.000591176-0.00196546j -0.00153524-0.00226866j -0.00297236+0.00166572j -0.00172074+0.00223211j -0.00176337+0.00474921j 0.0026323+0.00136534j 0.00692783+7.61404e-06j -0.00354204-0.00495101j 0.000181208+0.00137044j 0.00280107+0.00555604j -0.00379472+0.00115113j 0.00294099-0.000286588j 0.00272566+0.00252505j 0.000175501+0.00508541j -0.00141419+0.00282893j 0.00396097+0.000271303j -0.000697511+0.00696979j -0.000573127+0.00402981j 0.00233478+0.00747905j 0.00316341-0.00771617j 0.00922273-0.00838886j -0.00186663+0.00374636j -0.0034293+0.000246468j -0.00516797-0.00671734j 0.00551965-0.0110605j 0.0068739-0.000972322j -0.000228374-0.0136934j 0.00878709-0.00422958j -0.00203674-0.00550797j -0.00526706-0.00306317j 0.00195833+0.00310273j 0.00726572+0.00521308j 0.00476107+0.003134j -0.00167774+0.00604663j 0.00414324-0.00204447j 0.00186229-0.00368541j 0.00512346-0.0046267j 0.00563709-0.00308661j 0.000835108-0.00101435j 0.00663283+0.00387657j 0.00429753-0.000258777j 0.00631784+0.000264794j -0.00295049-0.000887701j -0.00174537+0.00255923j -0.00397249-0.00101706j -0.00145183+0.00202721j -0.00103639-0.000507283j 0.00116167+0.000249229j 0.00059558-0.000475573j 0.00160618-0.00132585j 
-0.00313328+0.00114791j 0.00217916+0.00272565j 0.0021905-0.000114328j -0.0029056+0.000903444j 0.0010506-0.00331425j 0.000299538+0.00184624j 0.00467058+0.00201681j 0.001923+0.00235031j -0.00331173-0.00124835j 0.00332876+0.00442929j 0.00500903-0.00165604j -0.00624857-0.00269289j 0.00499874+0.00488833j 0.0021379-0.00379714j 0.00106899-0.00206585j -0.0080616+0.00291549j -0.00808034-0.000214048j -0.00986687+0.00271121j 0.000667426+0.0156623j -0.00674201-0.00317579j 0.0113162+0.00371585j -0.00737216-0.00347018j 0.00451703+0.00144328j -0.00222559-0.000975949j -0.00264578+0.00417395j -0.00244306+0.00106994j -0.0117113+0.0014546j 0.00351709+0.000179286j 0.00155215-0.00283327j 0.00465693+0.00240064j 0.000264777+0.00403527j -0.00230113-0.00133093j 0.0114178-0.00583162j -0.00346092+0.00193813j 0.0102518-0.000296922j 0.000440111-0.00191366j 0.000842822-0.00529792j -0.00362857-0.0005472j -0.00156097-0.00650706j -0.00605621+0.00228944j -0.000626034+0.0007437j 0.00234305+0.00760685j -0.00251312-0.00236506j 0.00110252-0.000331178j -0.00420281+0.00218113j 0.00309047-0.00282414j 0.00160863-0.0033631j -0.0014126-0.00201245j 0.00361309-0.00196314j -0.00216786+0.00264672j 0.00109976-0.00383814j -0.00514517+0.00219395j 0.00074459+0.00300255j -0.00158419+0.00419302j 0.00296633-0.00114129j -4.84656e-05+0.00146183j 
-0.00149841-0.00284865j -0.00241404+0.00187285j -0.000324397+0.00118666j -0.0014183-0.000552639j 0.00139029+0.000325929j -0.00310219+0.00318873j 0.00314521+0.0020156j 0.00171588+0.000470307j 0.000194225+0.00275793j -0.00460089-0.00386394j -0.00240264+0.000304377j 0.00288895+0.00381152j -0.0044898-0.00686976j 0.00575928+0.00372954j -0.00306633+0.0087853j -0.00393562+8.76162e-05j 0.0034087+0.000732016j -0.006344-0.00454981j -0.000955539-0.00891069j -0.00551307+0.00104102j -0.00370577-0.00278165j -0.00403339+0.00375395j 0.00474315-0.00585351j 0.000131559+0.00674598j 0.00183522-0.00441198j -0.00106695+0.00124281j 0.0116523-0.00140788j -0.00657481-0.00331863j -2.83045e-05+0.00370211j -0.0137963+0.000678074j -0.00536315+0.00753008j 0.0113168-0.0015491j 0.00145385-0.0018392j 0.0031603+0.00355337j 0.00598587-0.00307499j -0.00478695+0.00395761j -0.00349501+0.00406551j 0.0013631+0.0157981j 0.0161278+0.000413546j -0.00691703+0.000125802j -0.00881724+0.00603326j -0.00466535-0.00559121j 0.00106432+0.00813284j 0.0109074+0.00516353j 0.00183783-0.00497539j 0.00247538+0.00268353j -0.0016865+0.000273845j 0.0012858+0.00685161j 0.000336919-0.00187861j 0.000474088+0.00300513j 0.00349378-0.00323337j -0.00381373+0.00462073j 0.000284805-0.00214317j -0.00181734-0.00340812j 0.00178286+0.00440861j -0.00105815-3.34983e-05j 
0.00324245-0.00265531j -0.00593405-0.00113267j -0.00183616-0.000930514j -0.00182991+0.00274211j 0.000699888-0.00222402j 0.00157594-0.00242627j -2.06047e-05-0.000258117j -0.000535401-0.0016628j -0.00187387+0.000737702j 0.00246228+0.00542496j -0.00552285-0.000139603j 0.000404709-0.00295712j 0.00619745+0.0015545j -0.00217182+0.00552079j -0.0048069-0.00374598j -0.0014209-0.00305217j -0.000755643+0.00698813j 0.00707146+0.00233873j 0.00481972+0.00775263j 0.00110127-0.00134065j -0.00276526+0.00913852j 0.0062714-0.0110646j 0.00554453+0.00536147j 0.00131382-0.000981906j -0.00736788+0.00628623j 0.00116269+0.000727878j -0.00603591-0.00160354j 0.0039373-0.000117831j -0.000544465-0.000578664j 0.0086097+0.00491404j 0.00265239+0.00146626j 0.00179975-0.00822693j 0.00291088+0.00980489j 0.0055742+0.00337605j -0.00319316+0.0102216j -0.0111372+0.0094498j -0.000393979-0.00148792j 0.00293052-0.000270982j -0.000711847-0.00895255j -0.00323431+0.00148286j -0.00353359+0.00777058j -0.00487958+0.00561306j 0.000357813+0.00356531j 0.00708405-0.00657707j 0.00562245-0.00135257j 0.00519378+0.00155093j -0.00036966+0.00446607j 0.00906656-0.000861429j -0.00408579+0.000386481j 0.00235502-0.000121802j -0.00179188+0.00188402j 0.00199443+0.00171162j -0.00348471-0.00151788j -0.000609029-0.00373077j -0.000986694+0.00422341j -0.00118833-0.00164301j 
-0.000520806+4.27742e-05j 0.000976263+0.00146723j 0.000159411-0.000500895j -0.00137572-0.000592113j 0.00523688+0.00397984j -0.00140708+0.00236336j 0.0035022-0.00193572j -0.00445844+0.0011399j -0.000539429+0.00617243j -0.00557558-0.00210698j -0.00703947-0.0018239j -0.00202633-0.00135334j 0.00431567-0.00309701j 0.00701078+0.00204824j 0.00608217-0.00446771j 0.0012527-0.00283497j 0.00155708+0.00245025j 0.0118602+0.00213853j -0.0087147-0.0112243j 0.00590932+0.00320016j 0.00184079-0.00141322j 0.00203735+0.000948701j -0.0072406-0.00685627j -0.00135991+0.00333557j 0.00627257-0.00536422j -0.0048628-6.9399e-06j -0.0133027-0.0115615j 0.00360206+0.00292871j -0.0101168+0.000184772j 0.00849202+0.0136733j -0.000179237+0.00213034j -0.00990633-0.00912796j 0.00189013-0.00214593j -0.00155528-0.0016736j 0.00199102+0.0013521j 0.0164552+0.00142311j 0.00762003+0.00455624j -0.000600268-0.00376027j -0.00210813-0.00709546j 0.00380827-0.000714563j 0.00407641+0.00372359j 0.0023807-0.000683177j 8.12376e-05+0.00336346j -0.00356111+0.0018115j -0.000753206-0.00327351j 0.00608107+0.000291914j -0.00233323-0.00512119j 0.00397756+6.98365e-05j 0.00254624+0.00102495j 0.00136404+0.00164743j -0.000208373-0.00327901j -0.00153899+0.000728602j 0.00189642+0.000532994j -0.000650093+0.000355827j 0.000590469+0.000535156j 0.000673556+0.000141193j 
-0.0013168+0.00132529j 0.000908992+0.00172162j 0.000107779-0.00186742j 0.00100978+0.00195531j -0.00283084-0.000101084j 0.00673855-0.00194861j -0.00204332+0.0024048j -0.00206552-0.00201602j -0.00446252-0.00193226j -0.000469051+0.000225734j 0.00203485+0.00137396j 0.00420767-0.00107789j -0.0107129+0.011424j 0.00473754-0.0021421j 0.00434194-0.0018975j -0.00758615+0.00484726j 0.00170754+0.000450429j 0.00433038+0.00830412j -0.00716866-0.00273829j 0.00110604-0.000736246j 0.00921383-0.000586919j 0.0047+0.00369839j -0.00051486-0.00653697j 0.0080737-0.00482356j 0.00192942+0.00801569j -0.00605764+0.00263297j -0.00271287+0.00131084j -0.00364487-0.000470258j 0.00478391-0.00858815j -0.00404753-0.00373233j -0.00559434-0.000187515j -0.0023528-0.00480761j -0.00295569+0.00180276j -0.00263766-0.00378794j 0.00339498-0.0101162j 0.00688438+0.00548805j -0.00200759+0.00558155j -0.00312614+0.00485039j 3.68341e-05-0.00235721j -0.000241106+0.00287902j 0.0078181+0.0034242j -0.0105655+0.00674604j 0.00169208-0.00144567j -0.00196179-2.94318e-05j 0.00123518+0.0020138j -0.000899614-0.00291394j -0.00273444+0.00459812j -0.000363632-0.00290854j 0.000884529+0.00155861j -0.00454064-0.00264501j -0.00101042-0.000242171j -0.00385405+0.00208534j 0.00044042-0.000515602j -0.000633542-0.000423123j 0.00343581-0.0023868j 0.000445502-0.000644508j 
-0.00182847-6.22555e-06j 0.0029356-0.00294719j 0.000628016-0.000439373j 0.00448712+0.00177232j -0.004319-0.00515353j 0.00370182-0.00511459j -0.00388444+0.0037255j 4.52934e-05-0.00608772j 0.00905106-0.00569307j 0.00286954-0.0031528j 0.00283935+0.00137592j -0.00332618-0.000651015j 0.00271871-0.00609957j -0.00235218+0.00546586j 0.0147228-0.00632489j 0.0013515-0.004253j -0.00660857-0.0026018j -0.00773485+0.00218539j 0.00071402-0.00170566j 0.00517814-0.00280039j -0.00228249-0.00706385j 0.00364109-0.000168609j 0.00184146-0.00148755j -0.00438215+0.00598847j 0.00747157-0.00918155j -0.0122585+0.00618742j 0.00555314-0.0063406j -0.00747786+0.0106032j 0.00867021-0.000240692j 0.00516078+0.00628455j -0.00314326+0.00977893j 0.00565602-0.00761395j -0.000732549+0.00601204j -0.00604835-0.000745768j -0.00357375-0.000121608j 0.00888011-0.00442699j 0.00766615+0.000747072j 0.0116041+0.000772671j 0.0100369-0.00343803j -0.00134398-0.00502653j -0.00217418+0.00706335j -0.0024973+0.0010112j 0.00198476+0.00679691j -0.00152759+0.00273825j 0.000663655-0.00118376j -0.00369038-0.00447109j -0.00268203+0.00180541j 0.000284574-0.00822714j 0.000191794+0.00419815j -0.00335179-0.00511293j -0.00401486+0.00524036j 0.00438715+0.000744858j -0.00315897-0.000837753j 0.0010901-0.00188017j 0.000335438-0.00204158j -0.000392455+0.000722418j 
