-0.00440402+0.00545895j -0.00575605-0.00496718j -0.00646752-0.00304363j 0.00309148-0.00604037j 0.00255875+0.00161326j -0.00344811-0.00287992j 0.00268652-0.00522046j 0.00548527+0.00135885j 0.00084318-0.00274815j -0.00084343+0.00109742j -0.000438741-0.00492668j 0.00388746+0.00165236j -0.00240048+0.00179822j -0.00406846-0.00117104j 0.00240584-0.00303581j -0.00241042+0.00207447j -0.00277407-0.000644671j 0.00136144+0.00333344j -0.00267749-0.000474905j -0.00144734-0.00469003j -0.000827846+0.00213078j 0.000686617-0.000750758j 0.00499457+0.00126169j 0.000543543-0.00245946j -0.000583708-0.000802635j 0.00350138-0.00259281j -0.000885383-0.00191226j -0.000306303-0.0014419j -0.00458999+0.000975381j -0.000126314-0.00108955j -0.0010218+0.00347194j 0.00225344+0.00126057j 0.00119508-0.00172393j -0.000544357+0.00150093j 0.000252368+0.00239704j 0.000181825+0.00233732j -0.000942022+0.00151276j 0.000691985+0.0020121j 0.00100311+0.000186402j 0.0033383-0.00116302j -5.14254e-05+2.86135e-05j 0.00152958-0.00224245j 0.00109832+0.000694142j -0.00252372+0.000656008j 0.00324162-0.000507134j -0.00106847-0.00264313j -0.000546885+0.00235203j -0.00291762-0.00310565j -0.00406703-0.000332354j 0.00317523-0.00874175j 0.0113265+0.00315653j 0.00200007+0.0053768j -0.00471367+0.00991144j 0.00978663+0.0019567j 0.018621+0.0154513j 0.014988-0.0179281j 
-0.00256371+0.00107001j 0.00305597+0.00334145j -0.00384236+0.00488858j -0.0017272-0.00434097j -0.00104729+0.00852134j 0.00289785-0.0110195j -0.000491523-0.00719857j 0.00498455-0.0134374j -0.00573108+0.00776035j -0.0120407-0.00333326j 0.0162627+0.005025j 0.00205207-0.00243876j 0.0109094-0.00933534j -0.00842813-0.0106013j -0.00408251+0.00725276j 0.0069466-0.00584396j -0.00745546-0.0015471j 0.00546729+5.31155e-05j -0.00238888-0.00833452j -0.00368432-0.00282498j 0.00417609+0.00244358j 0.00315249+0.000994886j -0.00302605-0.0027907j -0.00400041-0.00268186j 0.00235999+0.00269687j 0.0016325+0.0100536j -0.00213635+0.000633245j -0.00228964+0.00512483j -0.00426424+0.00190792j 0.00269833+0.000658031j 0.000148079+0.00279312j 0.00477025-0.00269584j -0.000804033-0.00129001j -0.00193578-0.00156889j -0.0032965-0.00438743j 1.28839e-05-0.00291283j -0.00143941+0.00683692j 0.000425782-0.00357482j -0.00293233+0.00284554j -0.00156534-0.00219835j 0.00111231+0.000300254j -0.00568281-0.0066556j 0.00125275-0.00186637j 0.000616214+0.00256693j -0.00414256-0.00340427j -0.000300276+0.00295784j 0.00121776+0.00366795j -0.000231242-0.00161235j 0.00106483+0.00034889j -0.00200023+0.00155772j -0.00405432+0.00199994j 0.0012184-0.00497794j 0.00293161+0.00428673j 0.00429731-0.00239479j 0.000925659+0.000269698j 0.00413338+6.32472e-05j 
-0.00238881-0.000312455j 0.00285897-0.000485075j 0.00191164-0.00652084j 0.0061232-0.0015264j -0.00548029+0.00684779j -0.0040132+0.0125078j -0.000147112-0.00983697j -0.00422609+0.00250865j -0.000476262+0.0193285j -0.00579306-0.00178119j -0.00198721+0.0125819j -0.0056905-0.0116748j -0.00192161+0.00245011j 0.000220928-0.00131188j 0.00348986-0.00413657j -0.00369259-0.00544822j -0.000952174-0.00464977j 0.00454267+0.00467925j -0.00204862+0.000302013j -0.00518725-0.000272713j 0.00118331-0.00475263j -0.00189623-0.000555141j -0.00222193+0.000799872j -0.00142204-0.00358508j -0.00279929-0.00866631j -0.00280022-0.00172949j -0.00186913-0.00455913j -0.00231563+0.00517439j 0.00406867+0.000719745j 0.00354295-0.00599467j -0.00212944+0.000548121j 0.00514922+0.00360282j -0.00287972+0.00334221j -0.00361034-0.00192979j -0.000267903+0.00160017j -0.00397176-0.00260843j 0.00563233-0.00281856j -0.000587104-0.00227348j -0.00154684+0.0020678j -0.00223379-0.00210011j 0.00540115-0.00254492j 0.0018681+0.00113117j -0.00101241-0.00261375j 0.00466743+4.46162e-05j -0.000646817+0.000685071j 0.00394558-0.00437652j -0.000954577+0.00252125j 4.90248e-05-0.00209943j 0.000110839-0.00188339j 0.00287308-0.00137149j 0.00381931+0.00032403j -0.00041879+0.00463525j -0.000176307-0.00255569j -0.00406448-0.000716652j -0.000678453-0.00169737j 0.000214249+0.00216642j 
-0.000330044-0.00202956j 8.97476e-06+0.000708944j -0.00302884-0.00383392j 0.00632681-0.00467408j -0.00699789+0.00710636j -0.000491082-0.0129255j -6.0016e-05+0.00383566j -0.00541002-0.00449965j -0.00211021+0.0142888j 0.000997657+0.0100293j -0.00269104-0.0171198j 0.0227339-0.00398068j -0.00416187-0.00425328j -0.00359046+0.0102936j -0.00863861+0.00449089j -0.000878633+2.77325e-05j -0.00201322+0.0107694j 0.000345247-0.00595804j 0.00189899+0.00197517j 0.00805503+0.000957608j 0.000187204-0.00426922j 0.000695812-0.00717667j -0.00179321+0.00234373j -0.00103777-0.00161187j 0.00344326-0.000482677j 0.00514311-0.00208628j 0.00293774+0.00331483j 0.00590917-0.00126468j -0.00339831-0.00222495j -0.000889601-6.54477e-05j 0.00371696+0.00198877j -0.00466384-0.00276341j -0.00251152+0.000975362j -0.00290165-0.00104519j 0.000749559+0.00348203j -0.00307755-0.0011796j -0.00135537+0.00252498j -0.00521328+0.00182766j 0.00109337-1.91591e-05j -0.000443574-0.00091608j -0.00341614-0.000534441j -0.00218672+0.00282889j 0.000180257+0.0018876j 0.00249307-0.000968915j -0.00248341+0.000959548j 0.00524499+0.000218223j 0.00259704-0.00193968j 0.00250078+0.00130734j 0.00139491-0.000773667j -0.00073253+0.00168172j 0.00241906+0.00129044j -0.003081-0.00190855j 0.000807561-0.00113478j -0.00129011-0.00453715j 0.00220765+0.000829747j 0.000567567-0.00162718j 
-0.00482042-0.00233847j -0.00343048-0.00151146j -0.00556926-0.0040573j 0.00782468-0.0124863j 0.00337236-0.0202175j -0.000499075+0.00861383j -0.00465901+0.00922138j -0.0115639-0.00229505j -0.0195649-0.00444579j -0.00634945-0.00512748j -0.00929018+0.0059607j -0.00825394+0.00116634j 0.00726989-0.00729993j -0.000272632-0.00341838j -0.000897665-0.00317522j 0.00331627-0.00557497j 0.00362643+0.000409239j -0.00261506+0.00542776j -0.00444878-0.00250386j 0.000713534-0.00279173j 0.00157915+0.000305898j 0.0018125-0.00084391j 0.0024406+0.00192205j 0.000263018-0.00360958j 0.00288087+0.00120895j 0.00275313+0.00151715j 0.00296399-0.000900879j -0.00461537+0.00265082j 0.00185386+0.00253338j -0.00339475+0.00208635j 0.00100747-0.00178525j -0.00282524+0.000806266j 0.00324461+0.000747454j 0.00268467+0.000326866j -0.000463445-0.000348769j -0.0013524-0.00177539j -0.0030157+0.0056018j 0.000897932+0.00208934j -0.00708959+0.00127745j 0.0066699+0.0015749j -0.00216922+0.00663112j 0.00168187-0.00171396j -0.003287-0.000454113j 0.00237725+0.000973959j -0.00165587-0.00337951j 0.00234506+0.000531521j -0.00163984-0.00360982j 0.00299337-0.000808564j 0.00719879+0.00010963j 0.00119474+0.00476283j -0.00305174+0.000962726j -0.00219928+0.000949406j -0.0012127-0.000672101j -0.00217463+0.000665992j 0.00283123-0.0034797j -0.00290791+0.00119908j 
0.00473121-0.00136974j -0.00256206+0.00675645j -0.000370474-0.000763747j 0.00522374-0.0056108j 0.00474394-0.0104226j -0.00313813+0.00555485j -0.00708241-0.00871624j -0.0019554+0.00921379j 0.0183624-0.00958149j -0.0004059-0.00983389j -0.00273221-0.00952879j -0.00100149+0.00155044j 0.000244314-0.00132488j -0.000713386-0.00257122j 0.00346793-0.00164762j 0.00195942-0.0040412j -0.00340098-0.00427639j 0.00165901-0.00843582j -0.00301979+0.00479708j -0.00310459+0.00132014j -0.00140757-0.00149268j -0.00139432+0.00366233j 0.000389893+0.00419868j -0.00513281+0.000318737j -0.00488413+0.00471124j -0.000546181-0.00136411j -0.00150054+0.00310418j -9.87639e-05+0.00257674j -0.00323597+0.000891698j -0.0031652-0.00343534j 0.00339012+0.00083422j -0.00102249-0.00206472j -3.84498e-05-0.00136081j -0.00674769-0.00229276j -0.00157451-0.00177638j -0.000915517+0.0012082j -0.00473754-0.00149991j 0.00164685-0.00391798j 0.00151109-0.00429081j 0.000139683+0.00326773j -0.00264257-0.00374946j -0.000462065+0.0014378j 0.00130321-0.000932899j 0.00391507+0.00129002j 0.00113568+2.73624e-05j -0.00400475+0.0023593j 0.00415395+0.000507933j 0.00469314+0.00264987j 0.0025056+0.00633772j -0.00202021-0.00117005j -0.00153044+0.000554704j -0.00430718-0.000956171j 0.00407742-0.00290648j -0.00516956-0.00287321j 0.00201526+0.000556832j 0.00208578-0.00144896j 
0.00289615-0.00512255j 0.00112054+0.00281746j -0.000869847+0.00314663j -0.00179623+0.00271242j 0.00567767+0.00946806j 0.00542304+0.00437755j -0.00775606+0.0145074j -0.00823786-0.00203348j 0.0154561+0.00803007j 0.00445299-0.00871145j 0.000954506+0.000863768j -0.00481233-0.0134509j 0.00513672+0.0075899j 0.00313753-0.000413855j 0.00527541-0.00224514j 0.000960131+0.009679j -0.00251731+0.000621376j 0.00198942+0.0038331j 0.00117971-0.00603375j -0.00125133+0.00168861j -0.00157516+0.00198666j -0.00206593-0.00579565j -0.0022113+0.000167698j -0.00261179-0.00865783j -0.00735665-0.00698844j -0.00243435+0.00197295j -0.00106202-0.00254776j 0.000620912+0.00027568j -0.00308771+0.0017521j -0.00158113-0.00259065j 0.00367731-0.000239754j -0.000534891-0.00080788j 0.00305317+0.00338126j 0.00187659-0.00213069j 0.00221114-0.000162815j -0.000833335-0.000444421j -0.00100809-0.00539236j -0.00303472+0.00275655j 0.00108552-0.00229641j -0.00480023+0.00166054j -0.00490934+0.00063618j -0.000660787-0.00194278j -0.000404571-0.000426132j 0.00187497+0.0024773j 0.00218462-0.00162001j -0.00145265-0.00792572j 0.00591312-0.0020547j -0.00310559+0.00452959j -0.000251636+0.0016748j -0.00241377+0.00279986j 0.00116185-0.00641875j -0.000769871+0.000428746j -0.00114741+0.00186361j -0.000277966-0.00119232j -0.000199981-0.00305642j -0.00511303+0.0031213j 
-0.00310182+0.00300411j -0.00844699+0.00185286j -0.00678931-0.0045111j 0.00530197-0.0055074j 4.93711e-05-0.00244636j 0.00217788-0.00706496j -0.00659383+0.0047034j -0.0162939+0.00054607j 0.00338258+0.00482112j 0.00891863+0.00659291j -0.00209696-0.000934796j -0.00848933+0.00182536j -0.00762105-0.00183829j -0.00498443+0.00326993j 0.00895011+0.00456575j -0.00562781+0.00585068j 0.0042357+0.000150619j -0.000448338-0.00388182j -0.00486181-0.00571718j -0.00440188+0.00416538j 0.00019826-0.00248765j 0.00166828-0.00449603j 0.00476408+0.00352845j -0.000874716+1.60791e-05j 0.00290224-0.00438044j 9.09633e-05+0.0010117j 0.000845824-0.000291235j -0.00226592+0.000791099j 0.00470582+0.0002516j 0.00170432-0.000321795j -0.00129941-0.0035523j -0.00249136+0.00166384j 0.000855248+0.00105123j -0.00270817-0.000879498j -0.000662985+0.00150808j -0.00586594-0.00107308j -0.000255685-0.000856697j 0.000646561+0.000731783j -0.000365036+0.00215082j 0.00130332-0.00122038j 0.00255039+0.00254036j 0.00169864+0.00261735j -0.00368511+0.000263357j 0.00143635-0.00134586j -0.000117042+0.00128291j -2.37455e-05-0.00151997j -0.00139302-0.0024649j -0.00129109-8.07789e-05j 0.00170864-0.00159934j 0.000876506-0.00108436j -0.000652332-0.000497007j -0.00112709+2.0569e-06j 0.000410749+0.00202823j -0.000518815+0.00127742j -0.00111244-0.00127669j -0.000948916+0.00159017j 
-0.00522308+0.00501158j 0.0083105-0.00584122j -0.00164656+0.00336117j 0.00389126-0.00787817j 0.00487146+0.00622584j -0.0123089+0.00697531j 0.00643187+0.0067763j 0.00531357+0.0114173j -0.00115803-0.00038075j 0.00300499+0.00530214j -0.00174079+0.00518951j -0.00370769+0.00540498j -0.0028074-0.000123805j -0.00373812+0.00309645j -0.000261357-0.00073868j 0.00053273+0.00278099j 0.0050427-0.00118708j -0.00019427-0.00452328j 0.00539213+0.00438652j 0.00502962+0.00601593j 0.00115411+0.00165924j -0.00297582-0.000613884j 0.00118229-0.00470642j -0.000994006+0.00175527j -0.000831496-0.00012049j -0.00201906+6.66279e-05j 0.000699197-0.000208805j 0.000994125+0.00183872j 0.00308141-0.00172893j 0.00120444-0.000222502j -0.000183356+0.000610332j -0.000803662+0.00148394j -0.000647323-0.00156472j -0.00357081+0.00341172j 0.00169515+0.00081285j -0.00143878+0.00274729j 0.000908485-7.06547e-05j 0.00350755-0.00119568j 0.000119412-0.0012033j -0.00236843-0.00118375j 0.00133796-0.00109748j -0.00127155+0.000100733j -0.0010876+0.00123939j 0.000917758-0.00120693j -0.00433988+0.000859207j -0.000301631-0.000233967j -0.00224506-0.000399782j 0.00197803-0.000738312j 0.00241716+0.000121187j -0.000202672+0.000708595j 0.000706429+0.000277811j -0.000740078+0.000938086j 0.00253588-0.0024029j -0.0020272+0.000185042j -8.23861e-05+0.000886116j 0.00457499-0.00136119j 
-0.00842277+0.00460145j 3.84009e-05+0.00299626j -0.00314901+0.00625256j -0.00529584+0.0137968j -0.0141674+0.0160056j -0.00485799-0.00934021j -0.0143209-0.00485407j 0.00783279+0.000966129j -0.00261456-0.00479156j -0.0051944-0.00654991j 0.00467335+0.000196597j 0.00261872-0.000981639j -0.00240621-0.0023978j 0.00183821-0.00619306j -0.00891467-0.00452449j 0.000136175-0.00798364j -0.000799233+0.00421263j 0.00100737+0.000172298j -0.00223475+0.00211826j -0.000429545+0.00255563j -0.00284669+0.00116765j 0.00399258+0.00427279j -0.000358513-8.08178e-05j -0.00246299+0.000231112j -0.00209017+0.00198958j -0.000447423+0.000594959j -0.00130842-8.67218e-05j -0.000276659+0.000248324j -0.00355441+0.00373634j -0.00142305-0.00245798j 0.00242127+0.00217977j 0.00199578-0.00199263j 0.000256767+0.00114322j -0.00266171-0.00210574j -0.00568226+0.000687941j 0.000619982-0.00122764j -0.00195018+2.43546e-06j 0.00121293+0.000488443j -0.000257402-0.00178054j 0.00177016+0.00241263j -0.00263295-0.00218976j 0.00111841-0.00110066j 0.00264815-0.000332878j -0.00245082+0.00276828j 0.00134824-0.00598665j -0.000269139+0.000955064j 0.00100187-0.000574608j 0.00261283-0.000224118j 0.000577316+0.00224057j -0.00303101+0.00227627j -0.00110604+0.00063976j -0.0016985+0.00138636j 0.00226004-0.00146902j -0.000139023+0.00136723j 0.0012595-0.000873373j 0.000169049+0.000360576j 
-0.0034665+0.00515969j 0.0020952-0.00366882j -0.00128791+0.0205848j -0.00888476+0.000768485j 0.0033495-0.00990527j -0.0155077+0.00786167j 0.00211814+0.0183779j -0.0124705+0.00643687j 0.00246678+0.00719944j -0.00377408+0.000147619j 0.00182598-0.0079949j -0.00193674+0.0058201j -0.00308252-0.00246037j 0.000190476-0.00433836j 0.000703729+0.00549779j -0.00359278+0.00088266j 0.00205221-0.00582095j 0.00634122+0.00294646j 0.000920729+0.0106709j -0.000965816-0.00249196j 0.00103239+0.00158275j -0.00176489-0.00355435j 0.000273994-0.000197711j -0.00509962+0.000625392j 0.000117289-0.00109013j -0.00105558-0.00019611j 0.00149436-0.000574849j 0.00146106+0.00465768j -0.00505352-0.00168708j -0.00178979+0.00148654j 0.0039978-0.0014283j -0.00169774-0.000288012j -0.000589971-0.00507875j -0.0015577+0.0014014j 0.00131993-0.00155858j -0.00329584+0.00268176j 0.000677585-0.000884708j -0.000375328+0.00162555j 0.00250279+0.000186011j -0.00284503-0.00209343j 0.00145189+0.00442903j -0.00541525-0.00131495j 0.00108167-0.00126181j -0.00170315+0.00128087j -0.000322732+0.00345663j -0.000148547-0.00472585j 0.00066117+0.000835653j -0.00115194+0.00492718j -0.00576819+0.00190974j 0.00136569+0.000510891j -0.000489001+0.0027129j -0.00125178-0.00504622j 0.00281753+0.00181413j 0.00270443-0.00405131j 0.000291434-0.00333627j -0.0015881+0.00194951j 
0.0108657-0.00923823j 0.00270679+0.00832735j 0.00173425-0.0066001j -0.00323919-0.00148404j 0.0123535-0.0168726j -0.000285875-0.00703935j -0.00426829-0.020461j 0.00144989-0.0142124j 0.00569183+0.00630625j 0.00387322+0.00272693j -0.0065497+0.00378991j 0.000437446-0.00692652j -0.00310919-0.00112273j -0.000477731-0.00434844j 0.00496082+0.00540095j -0.00645531-0.006564j 0.00662674-9.90377e-05j -0.00421327+0.00272811j -0.000874756+0.00535417j -0.00699769-0.00269134j 0.00143433-0.00292534j 0.0050259+0.000522418j 0.000705244+0.00495445j 0.00599695-0.00179433j 0.00258303-0.000418088j 0.000115514-0.00382921j -0.00433718+0.00088428j -0.00246182+0.00311045j 0.00275547+0.000826206j -0.00140744-0.00016578j 0.00109634+0.00114983j 0.00230219+0.000553487j -0.00201913+0.000738531j 0.000103761-0.00279909j -0.000506156-0.00108138j 0.000611204-0.0040969j 0.00235178+0.00505791j 0.00114085-0.00448751j -0.000415028+0.00170208j 0.00320845-0.00371601j 0.00155794-0.00102095j 0.000314194-0.000876057j 0.00299844+0.000344991j 0.00133335+0.000490717j 0.000149007-0.000870569j 0.000987166+0.00435392j -0.00101156+0.00313965j -0.00128265-0.00263529j -0.000450786+0.00105099j 0.00285454-0.00194731j -0.000951625+0.00479824j -0.00389766-0.00405449j 0.00117556+0.000726963j 0.00232656-0.00176571j 0.00208664-0.000191072j -0.00170886-0.00274039j 
-0.000522216+0.0109096j -0.0109903+0.0114262j 0.00036328+0.00314025j -0.00225825+0.0201329j -0.00861623+0.00736388j -0.00205358-0.0276549j -0.0106421+0.00666625j -0.010611-0.00833003j 0.0048741-0.0106944j 0.0048774+0.000307849j 0.00885333-0.00560099j 0.00145841-0.00544331j -0.000116809-0.00125383j -0.00200948-0.000615442j 0.00115809+0.00566859j -0.00106844+0.000911965j 0.00349829+0.000530774j -0.00145058+0.000340117j -0.00184373+0.00384637j -0.00139135+0.000422602j -0.00115522+0.00248792j -0.000143068-0.0046991j 0.00353129+0.00101936j 0.000538742+0.00178216j 0.00476269-0.00115368j -0.00081846-0.00127164j 0.000533765-0.000417529j -0.000803517-0.000228143j 0.0012907+0.00323661j 0.00151742-0.000455359j -0.00205819-0.00228786j -0.00153472+0.00228502j -0.00142097-0.000255238j 0.0011099-0.00166448j 0.00125957+0.00495807j -0.0035464+0.000889379j 0.00449952+0.00266886j 0.000285906+0.00104608j -0.00238622+0.00275732j 0.00316811-0.00247767j 0.00380141+0.00434979j -0.00224226+0.00114949j -0.00213187+0.000762481j 0.000127842+0.00253785j 0.000119433-0.00330753j 0.00400665+0.00080566j -0.00242921-0.002485j -0.000650029-0.00166592j 0.00109405-0.001063j 0.00133593+0.00229479j -0.00188356+0.00391839j -0.00144547+0.000544981j 0.000625476-0.000418992j -0.00116989-0.000250624j 0.00205976-0.00114324j -0.00110223+0.000853688j 
0.00620298-0.00767346j 0.000770093+0.00462806j 0.00244986-0.00553651j -0.00501539-0.00136903j 0.00508362-0.00308459j 0.0278468-0.00792362j 0.00745281+0.0108753j 0.00377694-0.00450214j 0.00906027-0.000672301j -0.012679+0.0093801j 0.0034227+0.00341021j 0.000683503+0.00579098j 0.00586135-0.00200484j -0.00361037-0.000818629j -0.00996882+4.26584e-05j 0.00168309+0.00919725j -0.00381036+0.00585051j 0.00439347+6.53403e-06j -0.00555996-0.000635931j -0.000243242+0.00404249j 0.00127844+0.00291194j 0.0017965-0.00697045j -2.15316e-05-0.00226319j -0.00708493+0.00116595j -0.000729867-0.00148736j 0.00381759+0.00212588j -0.00215286+0.000762904j 0.00388576-0.000896393j 0.00188048-0.00155268j -0.00365946+0.00119824j -0.000797397-0.00204001j -0.000442727-0.00417059j 0.0046328-0.00225895j 0.00316798-0.00105987j 0.000648706+0.00143317j 0.000427074+0.00118496j -0.00161982-8.68218e-05j -0.00388946+0.00344905j -0.000358658+0.00177615j 0.0023202-0.00216129j -0.00262238+0.00286072j -0.00193218-0.00473523j -0.00200109-0.00227011j 0.000581018-0.00126187j -0.00190282-0.000845827j -0.00278478-0.00122146j 0.00332447-0.00145174j -0.00337108+0.000627875j 0.00252846-0.00298266j -0.000277408-3.10908e-05j -0.000245333-0.00418607j 0.0030411+0.00146856j -0.00308727+0.00313429j 0.00124933+0.0022934j -0.0027281+0.000201666j -0.00146598+0.00239178j 
0.00265907-0.00252823j -0.00435577+0.0117682j 0.000978609-0.00135873j -0.00536158-0.00281143j -0.0143556-0.00647799j 0.0118711-0.0108646j 0.0199815-0.0030713j 0.00675847+0.0185022j 0.00769922-0.00283894j 0.000297872-2.74083e-05j -0.00933948+0.0057123j 0.00988439+0.0052799j 0.00301477+0.000714095j 0.00330669-0.00121376j -0.00276914+0.000913058j 0.00759836-0.00134342j 0.00399781+0.00177598j 0.0041077-0.00216322j 0.00118134+0.00466558j 0.00227184+0.00281016j -0.000896771+0.00191604j -0.00353278+0.00176368j 0.00151521-0.0042602j -0.00133721+0.00217082j -0.000167769+0.00134503j -0.00211545-0.0028071j 0.00142432-0.000438619j -0.000384236-0.00358218j -0.000411954-0.00354465j 0.00302489+0.00153196j -0.000627889+0.00149621j -0.000893738+0.00441917j -0.00245493-0.00196701j 0.000616325-0.00209519j 0.00328683-0.00184494j 0.00100997+0.00228012j -0.000850893-0.00398903j 0.0063413+0.00428752j 0.000299028+0.00106456j 0.00111952-0.00201836j 0.00475749+0.00222189j -0.000897978+0.0036793j -0.00151412+0.00276134j -0.000287506-0.00116748j 0.00202562+0.000383143j -0.00510633-0.000398306j -0.0031362-0.00270098j 0.00507996+0.000289726j 0.000542173+0.000486551j 0.0025301-0.00134272j -0.00231757+0.00254894j -0.002288+3.69851e-05j 0.001874-0.0001605j -0.00474185+0.00104793j 7.19809e-05-8.69386e-05j 0.00200016+0.00106579j 
-0.000904491+0.000400076j -0.00319528+0.0053502j -0.00180234+0.000426273j -0.00544076+0.00112069j -0.0263918-0.00783726j 0.00576968+0.0141854j -0.0169696+0.00133658j 0.000900994+0.00548464j 0.000348517-0.00196147j -0.00364692-0.00566668j 0.00237236+0.0115385j 0.00465675+0.00579285j -0.0022142+0.00599323j -0.00115192-0.00467633j -0.00136622-0.00796826j -0.0078757-0.000217621j -0.00513465-0.00835527j 0.000720107+0.0041354j 0.00569215+0.000818448j -0.000807435+0.00504025j -0.00575745-0.000516376j 0.00244564+0.00088418j 0.0030376-0.00219248j -0.00144858-0.00132527j 0.000998039-0.00168996j -0.00483665+0.00198917j 0.00357043+0.00146505j 0.00195772+0.00298879j -0.00138174-0.000133597j 0.0024238+0.00120999j 0.00055973-9.12344e-05j 0.000294221-0.000795923j 0.000172424+0.00191048j -0.00123458+0.0023243j -0.000724845+0.00115877j -0.00249269-0.000139297j 0.00282172-0.00318996j -0.00261937-0.00256195j 0.000838343-0.000708984j -0.00291849-0.00239193j -0.00185032-0.00434799j 0.00170874-0.000630982j -0.00189797-0.000149144j 0.00308409+0.000220451j 0.000833858-0.00151745j 0.00280092-0.00296796j 0.00490292+0.00228411j -0.00178841-0.000409044j 0.00382884-0.00177216j -0.00103087+0.00014878j 0.0052027+0.000650924j -0.00304721+0.00446032j -0.00256837-0.00229856j -0.00329402+0.00204851j -4.55257e-05-0.00436976j -0.00409331+0.00183206j 
0.00459712-0.0110004j 0.00361561-0.000568349j 0.0131978-0.00251614j 0.00353139+0.0177674j 0.000501578-0.0149789j -0.00192398-0.000374486j 0.00771782+0.00184983j -0.00639372+0.00123499j -0.00481458-0.00615321j -0.00354604-5.07307e-05j -0.00748775-0.00527619j -0.00309481+0.00923768j -0.00654498+0.00101365j 0.00330616+0.000885545j 0.00217571-0.00838056j 0.000723569+0.00128499j -0.00331723+0.00280606j 0.00274034+0.00251629j -2.26244e-05+0.00260989j -0.00318769+0.00193373j 0.00248888-0.00427448j 0.000385063-0.000207717j 0.000561901+0.0025525j -0.00245895-0.00129142j 0.0017436+0.000818019j -0.00242351-0.00380279j 0.000715805+0.000758631j -5.32627e-05-0.00110511j 0.00141015+0.00132075j 0.00144302+0.00147431j 7.99622e-05-0.000975741j -0.000151866+0.00118735j -0.00288584-0.000732998j -0.000668115-0.00619513j 0.00139888+0.00280143j 0.00083993-0.00301718j 0.00220398-0.00126561j 0.00169428+0.00389821j 0.00035613-0.001945j -0.000823347+0.000233167j 0.0038813-2.06124e-05j -0.00369945+0.00222673j 0.00124964-0.0022241j 0.00309902+0.00478243j 4.27735e-05-0.00276625j -0.00198095+0.00289383j 0.0016061+0.00147042j 0.00200833+0.00545468j -0.00138101+0.00437482j 0.00220843-0.00343388j 0.0041023+0.00495918j -0.00420457+0.000162504j 0.00168512+0.00127537j 0.0012215-0.00625169j -0.0056026+0.000751148j -0.0019207+0.00755811j 
