8.9339e-14-1.32874j -3.69268e-14+0.488651j -2.27469e-14+0.579764j -2.35887e-14+0.0114767j 5.59046e-16+0.0608219j 9.61566e-15-0.149945j -3.85549e-15-0.0739345j -6.8733e-15+0.0989739j 2.30139e-15-0.0735307j 2.66674e-15+0.0040947j 5.95824e-15-0.0846501j 6.93687e-17+0.0360477j 5.29802e-15-0.0386807j 1.88164e-15-0.0428527j -4.50785e-17-0.00477583j -9.693e-15+0.023766j 9.17155e-16-0.00487226j -5.06682e-15+0.0509985j -4.36391e-12-0.0393424j -3.56999e-15+0.000464565j -1.37796e-15-0.0297555j -9.8408e-15-0.0427032j -7.1128e-15+0.00360666j -7.2299e-15-0.0116434j -1.95338e-15+0.0191989j -3.6351e-16+0.0611673j 9.0904e-15-0.0115333j -4.25016e-15+0.0285096j -6.08844e-15-0.00263277j 1.09928e-14-0.0317267j 3.8186e-15-0.0448829j 2.42073e-17-0.0240058j -9.12318e-15+0.0438813j 1.83993e-15+0.0448215j -1.83959e-15-0.049102j 1.85573e-15-0.0157746j -5.19041e-15+0.0190321j -2.84484e-15+0.0286039j -8.98387e-17-0.03404j 8.02168e-15+0.0184065j 9.67773e-15-0.00191009j 1.00174e-14+0.0328375j 1.692e-15-0.042982j -1.79331e-15+0.0805206j 5.82807e-15-0.0205688j 2.17112e-15-0.0535647j 7.32722e-16-0.0138225j -2.33519e-15+0.0246706j -3.8907e-16-0.083213j -8.13748e-15+0.0579283j -7.86282e-16+0.0693668j 9.39404e-16-0.0251214j 8.37332e-15-0.0476043j 3.20779e-15-0.123804j 9.32669e-14+0.162999j 2.98525e-14-0.042065j 
2.84147e-15-0.00797766j 1.2821e-14+0.105864j 1.58937e-13+0.716898j -8.42575e-14-0.397973j -4.01884e-14-0.167382j -3.62701e-15-0.0259103j -9.04255e-14-0.399674j -1.32023e-14-0.0370498j -6.61336e-14-0.283178j -1.33625e-14-0.0688331j -6.77323e-15-0.0355659j 2.94374e-14+0.153396j 2.9494e-14+0.116131j 1.32913e-14+0.0603174j 1.87888e-14+0.0923915j -1.1015e-14+0.0317946j -2.83654e-14-0.0893166j -1.93991e-14-0.015417j -1.24448e-11-0.111717j -2.68131e-14-0.0771141j -1.86525e-14-0.0804079j -2.12833e-14-0.0395751j -1.68186e-13+0.139082j 6.0976e-15-0.000601528j 6.2376e-15+0.0263028j 1.14702e-14+0.0422383j 1.98319e-14-0.00119004j 3.34432e-15+0.0844633j 1.57635e-13+0.0518108j 1.38541e-14-0.0968534j -2.68741e-15-0.0445167j -3.10514e-14-0.138626j 5.33144e-15+0.0766252j 2.44879e-14+0.0862559j -1.33518e-16+0.0138963j -2.77523e-14-0.136941j 3.21344e-15+0.0312477j -2.62528e-15-0.0507067j -5.20556e-15-0.0924363j -5.46257e-14-0.046027j 7.7545e-14+0.0477609j 9.65795e-14+0.120305j 1.18274e-14+0.066438j 5.88542e-14+0.295631j 2.26998e-14+0.102836j 1.45841e-14+0.0763107j 5.73957e-14+0.246588j 2.14523e-16+0.0226105j -1.43712e-13-0.588189j -2.79403e-14-0.135722j -1.78631e-14-0.0700356j 1.26036e-13+0.53327j 1.46841e-13+0.616844j -1.46134e-13-0.660736j -7.77428e-14-0.0274254j -1.06534e-13-0.374385j 
7.81205e-16+0.130858j 1.23056e-14-0.0726389j 4.22474e-15-0.235143j -5.07836e-15-0.132118j -4.46448e-15+0.195902j 1.28772e-15-0.235815j 1.6099e-15+0.215841j -3.01876e-15-0.0329082j 5.00649e-17-0.00859343j 1.20463e-15+0.0386911j 4.92646e-16+0.046754j 2.81158e-16-0.028921j -2.81183e-15-0.165543j 3.0433e-15-0.140507j 3.50629e-15-0.0925669j 1.16343e-14-0.0126068j 9.44968e-15+0.0685572j -5.69792e-15-0.00639943j 2.61176e-13+0.00237533j 7.75391e-15+0.0590003j -1.68459e-15-0.0441148j -1.08885e-14-0.0414492j 7.3598e-14-0.0574313j -2.54341e-14-0.0481908j -1.19724e-14-0.0512632j 9.03836e-15+0.0235226j -2.17933e-14+0.0940566j 1.06681e-14-0.022277j 2.57579e-14+0.0034832j -2.62235e-14+0.106465j -4.078e-15-0.0913648j 3.3957e-15+0.0825765j 4.90253e-15-0.0521463j -1.09092e-14-0.0821317j 4.88739e-15+0.0496185j -4.79312e-15-0.00220843j -3.02912e-15-0.00694604j -2.08276e-14+0.0853588j -1.7079e-14+0.0828581j 2.40792e-14+0.0377761j 1.881e-14+0.00452724j 2.13436e-14+0.0551689j 3.63572e-16-0.0052567j 5.00014e-15-0.0902904j -5.91837e-16-0.069175j 2.24478e-15-0.0752555j -4.70074e-16+0.0953238j 9.28431e-16+0.0688191j 1.73212e-15-0.000626689j -1.71418e-15+0.0595467j -8.35898e-16+0.114743j -4.18161e-15+0.0313532j 5.10046e-15+0.406916j -1.21872e-14+0.137717j -9.85375e-13-1.45776j -1.75171e-13-0.335032j 
-2.00067e-14-0.0613852j -1.25715e-14-0.112005j -5.4185e-14-0.276225j 4.57592e-14+0.211245j 5.32161e-14+0.252717j -9.14559e-15-0.0742372j -1.55611e-14-0.0547701j 3.02912e-14+0.122303j 2.23703e-15+0.00909774j -3.56931e-15-0.0139028j 9.65207e-15+0.0492899j 2.0049e-14+0.102695j 4.37169e-15-0.000303445j -9.62885e-15-0.0543666j 1.20138e-14+0.043386j -2.35902e-15+0.00783798j 1.21555e-15+0.000911185j -2.79848e-14-0.00910731j -1.12253e-11-0.100778j 2.76221e-14+0.0776561j -1.98959e-14-0.0928202j -2.6942e-15+0.00448759j -6.51649e-14+0.0541458j 1.43277e-14+0.0265828j -8.83779e-16-0.0121755j 2.83631e-15+0.0207269j -3.93464e-17+0.0510183j 2.04164e-14+0.069691j -6.25241e-14-0.0227484j 1.03678e-16+0.0499385j -3.18351e-15-0.0160972j -1.63263e-15+0.00514622j -3.86111e-15-0.000843206j 2.1471e-14+0.0366163j 2.12893e-14+0.0553105j 2.89797e-14+0.109638j 2.00382e-14+0.112207j -7.57643e-15-0.0137865j 6.99061e-15+0.0158484j 3.11898e-14+0.0438085j 3.74301e-14+0.0121348j 4.63495e-14+0.068917j 2.0334e-14+0.0752018j -8.83866e-15-0.0626557j -7.99881e-15-0.036384j -2.08275e-14-0.095331j 1.92712e-14+0.0775646j -2.64407e-14-0.10199j 6.97399e-15+0.0360865j 8.494e-15+0.044966j 5.14731e-15+0.0314071j 4.48187e-14+0.177104j -4.84982e-14-0.175687j 8.72715e-14+0.414415j 1.61664e-13+0.39116j -3.22403e-13-1.50918j 
4.95309e-16+0.0665447j 8.81742e-16-0.0193886j 1.05356e-15-0.0433209j -1.72174e-15+0.235176j 2.85827e-15+0.630948j 1.87476e-15+0.039753j -9.04508e-16+0.0618208j 7.82877e-16+0.0390932j -4.6624e-16-0.144063j 5.03177e-15+0.0654398j 1.75697e-15+0.210315j 5.16603e-15-0.109016j 1.98211e-15-0.0338071j 4.37589e-16-0.165639j -1.29797e-15+0.0118112j 3.9903e-15-0.0215265j 5.69042e-16-0.0155109j -4.65815e-15+0.0113691j -6.96318e-15-6.32413e-05j 1.17294e-14+0.084835j 1.41713e-15-0.0495973j -2.37877e-15+0.000610992j -1.14995e-14+0.0102866j 2.66182e-15+0.0282768j 3.3403e-15-0.0342331j -5.85787e-16+0.00405983j -2.88159e-14+0.0738603j 1.63499e-14+0.00227783j -1.81091e-13-0.0704586j -2.07983e-14+0.079875j -1.25904e-15+0.0278161j -4.86212e-15+0.0336298j -9.85926e-15+0.0201051j 7.1043e-15+0.0252552j 4.62436e-15+0.000178081j 4.41096e-15+0.100382j -3.83769e-15+0.0612979j 6.97368e-15-0.0135776j 3.83427e-15-0.0213167j -4.50076e-15-0.00255194j -1.59189e-14-0.044702j -1.61335e-14+0.000510593j 2.39107e-15+0.0496572j 1.91761e-15-0.123289j 1.68692e-15+0.0325426j 1.86934e-15-0.15178j 4.16009e-16-0.0228505j 2.72547e-16-0.0825222j 5.15621e-15+0.194823j -2.8346e-16-0.0171695j -3.14906e-15+0.168497j -1.89618e-15+0.117104j 1.03995e-15-0.19245j 7.3104e-15+0.125512j 2.64021e-13+0.35014j 5.93196e-14+0.346412j 
-3.7045e-15-0.0141798j 1.14817e-14-0.121622j -1.24143e-16-0.00770362j 4.46187e-16-0.0103415j 1.88875e-15+0.191878j -3.30084e-16+0.48412j -3.26332e-15+0.0739693j 4.48902e-16+0.019984j -1.58493e-15-0.117923j 5.60687e-15+0.0645228j 1.32882e-15+0.14792j 6.24972e-15-0.16542j -3.31665e-15-0.0707663j 2.79584e-15+0.0574069j -2.42761e-15+0.0914273j 6.20977e-15-0.0570387j -1.44254e-14-0.0931853j 1.9324e-14+0.0268352j 1.04274e-11+0.0937862j -4.61201e-15+0.0214823j -2.27434e-15-0.0646414j -4.19177e-15-0.0180792j 2.22756e-14-0.0181795j -8.84076e-15-0.00803133j -5.77155e-15-0.07977j 1.33859e-15-0.0132227j -2.73054e-14+0.0603342j 1.1713e-14-0.0493281j -1.15234e-13-0.0460941j -8.33287e-15+0.0307321j -1.55536e-15+0.0249662j 1.2657e-15-0.00383239j -1.99493e-15+0.0146352j -4.15701e-15-0.0369273j -3.77969e-15-0.00960607j -4.10397e-15-0.00144514j -1.60983e-15+0.0961314j -4.98462e-15-0.0168222j 1.52349e-15+0.015438j -5.58972e-14-0.0866398j 8.48131e-15+0.0272165j 1.75962e-14-0.00228513j 1.52232e-15+0.0668094j 2.68277e-15-0.0596362j 2.07064e-16+0.0290262j 1.33978e-15-0.0431664j 1.31307e-16-0.0108816j -1.01219e-16+0.015664j 5.00126e-15+0.186422j 1.51954e-15-0.0112198j -7.07762e-16-0.0374501j 2.37744e-15+0.283055j 1.86341e-15-0.180394j 7.13811e-16+0.0936665j -3.88076e-13-0.570934j -8.87374e-14-0.19523j 
3.67879e-16-0.112957j -3.41937e-15+0.0148719j 1.41011e-16-0.023634j -1.4826e-15+0.116667j -5.49423e-16-0.0399323j -1.84993e-15+0.0939473j -2.00666e-15+0.452703j 1.50314e-15+0.00397677j 9.28355e-16+0.0289784j 2.41981e-15+0.0832258j 1.4627e-15+0.0257025j 5.11224e-15-0.180661j -4.13466e-15-0.187782j 5.09513e-15-0.0253263j 1.9966e-15-0.0897674j 2.02649e-14-0.0549728j -9.55159e-16+0.0279024j 2.1286e-14+0.0211041j 1.20362e-11+0.108256j -6.71838e-15-0.00566592j -5.06835e-15-0.00475221j -2.01348e-15-0.0109087j 1.23735e-13-0.0920784j -2.21808e-14-0.0455825j -9.86058e-15-0.0763411j 5.40053e-15-0.0246031j -1.49054e-14+0.0316656j 7.21656e-15-0.0517308j -9.27502e-15-0.00558762j -1.29084e-14+0.0375285j -4.24844e-15-0.0319817j 3.53873e-15+0.06029j 4.54227e-15-0.010948j -1.33318e-14-0.0846052j -3.95754e-15-0.0239538j -7.56785e-15-0.0143609j -3.63752e-18+0.027528j -2.12398e-14+0.0752461j -1.33416e-14+0.0521055j -1.3483e-14-0.032446j 1.69883e-14+0.0796649j 2.47446e-14-0.0210825j 2.40674e-15+0.00774404j 3.98744e-15-0.0690464j -6.83648e-16-0.0814059j -3.7544e-17-0.046648j -6.16634e-16-0.0139984j -1.4874e-15+0.110684j -1.04676e-15+0.0452812j 3.32992e-16+0.135509j 4.38816e-16-0.0983496j 3.93711e-15+0.0315829j 3.21093e-15-0.378052j -7.26682e-16+0.0343853j 2.72866e-13+0.573222j 5.5327e-14-0.673058j 
1.94724e-15+0.024804j -8.26022e-15+0.0818517j -1.26404e-15+0.027563j 1.29386e-15-0.0299254j -1.60989e-15+0.164186j -1.12078e-15-0.13297j 4.17836e-16+0.141948j 5.00696e-15+0.318319j 2.36265e-15-0.103245j -2.47816e-15-0.0551284j 6.96992e-16+0.0898999j -2.3588e-15+0.116601j -5.29367e-15-0.245891j 2.45487e-15-0.0381113j 1.21826e-15+0.0310501j 1.17061e-15-0.00273392j 1.02832e-14+0.0257953j -2.01361e-14+0.0186595j -8.88595e-12-0.0799499j 1.13402e-14+0.0888421j -6.369e-15-0.144006j -1.20029e-14-0.0272959j -2.19113e-14+0.00751026j -1.83046e-14-0.0327045j -7.91806e-15-0.0559715j 7.49591e-15+0.0438546j -1.66546e-14+0.0747501j 9.1017e-15-0.0151103j -1.09109e-14-0.0101524j -1.80993e-14+0.0647629j -2.05005e-15-0.0422217j 3.67745e-16+0.0443467j -3.41632e-15-0.00122746j 4.69592e-15+0.0119995j 4.40155e-15-0.00949383j 1.3384e-15+0.0742575j -3.64665e-15+0.0876963j -7.49997e-15+0.0305998j -2.06148e-15+0.00360513j -8.11986e-15-0.00391748j 4.34532e-14+0.0318814j 5.04234e-14+0.0875407j 1.99008e-15+0.0417589j 1.76211e-15-0.0543865j 2.04839e-15+0.0127938j 8.65011e-16-0.146595j 1.15764e-15+0.0611879j 1.81447e-15+0.0195637j 3.6982e-15+0.0531475j 7.81719e-16+0.119742j -1.85564e-15+0.065937j -3.52164e-15+0.130608j 2.82661e-15-0.239992j 1.58402e-15-0.366311j 4.01512e-13+0.51756j 8.69329e-14+0.518152j 
-1.65219e-15+0.052111j 1.78177e-15-0.00758074j 2.11064e-16-0.111382j 7.30287e-17+0.0155941j 3.61838e-16+0.0107487j -7.48023e-16+0.0446689j -4.21554e-16-0.00969328j 2.8072e-17+0.0698688j -9.75511e-16-0.204632j 1.061e-15+0.0144816j 9.97042e-16-0.0731463j -1.2009e-15+0.0225483j 6.10329e-16+0.0316126j 8.96504e-16+0.0919139j -2.73409e-15+0.0846221j -2.37852e-15-0.0202687j -1.31373e-14-0.0907252j -1.13154e-14-0.00438881j -7.26395e-12-0.0653347j -2.45741e-16-0.000319599j -3.36045e-15-0.0714235j -8.50719e-15-0.028324j -3.55867e-14+0.022452j 1.75217e-15+0.0150033j -3.96681e-15-0.00116355j 1.66954e-15+0.0502514j 9.32724e-15-0.0406343j -5.70275e-15-0.0354873j -1.13408e-15-0.00161991j 8.10111e-15-0.0436952j 7.57264e-17+0.0268712j -1.11882e-15-0.0431417j -1.90299e-15+0.00866194j 7.7779e-15+0.0451407j 4.66619e-16-0.0249238j 2.0073e-15+0.0289673j -4.9128e-15+0.0859227j 3.13088e-15-0.047737j 8.09621e-15-0.00909746j -2.37139e-14-0.0268125j 1.53188e-14-0.0122882j 1.80844e-14+0.0491345j -1.79509e-15-0.0207261j -1.98582e-15+0.0732012j 2.01943e-15+0.0614531j 1.46509e-15+0.00330447j -1.85636e-15-0.0705696j 3.57572e-16-0.0500039j 5.16388e-16-0.00114807j 5.70483e-16-0.0472752j -1.03593e-15-0.0462512j -5.67446e-16+0.0641292j -1.27771e-15+0.0933939j 5.94661e-16-0.136475j -8.53271e-14-0.150268j -2.05404e-14+0.0646105j 
-2.10529e-15+0.00934963j 5.54101e-15-0.0606578j 3.35695e-16+0.0558576j 2.66103e-16+0.0827654j 1.82142e-16-0.0547039j 3.95152e-16-0.0157137j 1.24703e-15+0.0183141j 5.98443e-16+0.0176871j -1.55096e-15+0.037664j 6.30465e-15+0.21766j 3.42163e-15+0.0273518j -1.2607e-15-0.00450667j 1.74015e-17-0.0427984j -2.31697e-16-0.0717325j 4.48954e-15-0.0511285j 2.28636e-14-0.085805j -7.8036e-15-0.0131606j 8.50555e-15-0.0305845j 4.77255e-12+0.0429858j -4.96588e-15-0.0417273j -2.71955e-15+0.0440141j -7.51704e-15-0.0382775j 8.02149e-14-0.054761j -9.36859e-16+0.008342j -6.41858e-15-0.0615034j 2.71704e-16-0.0467754j -1.60713e-15+0.0183686j 1.24399e-15+0.0190978j 7.35378e-14+0.026058j -6.78362e-15+0.0340393j -2.79438e-15-0.0295947j -1.82324e-15+0.0448738j -3.59807e-15+0.00663937j -4.37239e-15-0.0181549j 1.12296e-16+0.00449251j -4.15876e-16-0.0157605j 8.51123e-16-0.0280753j -6.99409e-15+0.0392812j -6.12019e-15+0.00458006j 2.84512e-15-0.00109836j 1.56404e-14+0.0494953j 1.75351e-14-0.00193595j 1.09805e-15+0.0237785j 7.26302e-16-0.0263504j 1.08541e-15+0.0385155j -1.58387e-16-0.0400918j -1.05114e-16+0.00207214j -7.59751e-16+0.0580271j 1.14442e-15+0.0189761j 2.67624e-16-0.0278019j -6.09736e-16-0.0407332j 1.58644e-15-0.0481556j -2.1182e-15+0.0324764j 1.35201e-15+0.06014j 5.06678e-14+0.0614709j 7.89729e-15+0.0725519j 
5.97223e-16-0.0595436j 2.23125e-15-0.0276895j -1.57311e-17+0.018765j -7.54565e-17-0.00790069j -8.56662e-16-0.016693j -4.95995e-17+0.0135479j 1.86673e-16+2.63657e-05j -2.22652e-16+0.0218367j 5.35031e-16+0.0505888j 4.70124e-16-0.0345053j -6.89574e-16+0.198114j 1.11067e-15-0.04232j -2.16907e-15-0.000902424j -1.40671e-15+0.0123401j 3.55149e-15+0.0327898j 1.3854e-14-0.0541907j -9.15443e-16-0.00553558j -7.34249e-15-0.0313329j 2.65855e-12+0.0239864j 1.84425e-14+0.126216j 1.18013e-15-0.0482307j 3.21583e-16+0.0169854j 3.70389e-15-0.00490829j -4.1974e-15-0.00825693j -3.34455e-16-0.0406768j -7.11019e-17-0.0407741j -1.6508e-14+0.0468887j 5.93739e-15-0.0286641j -1.12203e-14-0.00681417j -1.09069e-14+0.0436305j -2.38584e-15+0.0264836j 5.80551e-16+0.0449289j 8.44749e-16-0.0201817j 8.63593e-16-0.0159922j 5.127e-15+0.0134862j 3.19579e-16+0.0609755j 2.35524e-15+0.0200624j 1.10781e-16-0.0114449j -3.76466e-16+0.0211653j -1.43343e-15-0.00231802j 1.60742e-14+0.032474j 1.8195e-14+0.0112716j 2.06346e-15+0.0691253j 1.7028e-15-0.112314j -4.93039e-16+0.0142707j 3.27528e-18-0.0344928j 2.63498e-15+0.0706071j 1.43546e-15-0.0123157j 3.48274e-15+0.149822j 2.106e-15+0.0950668j -4.42484e-16-0.0320465j 5.78812e-16+0.139355j 1.86639e-16-0.152104j -1.75998e-15+0.00291369j -1.07715e-13-0.150559j -2.37766e-14-0.102202j 
1.03523e-15+0.0224418j 3.18811e-15-0.0331998j -1.0211e-15-0.037468j -1.09045e-15-0.0331434j 3.05869e-15+0.0568535j 2.10222e-16-0.00418448j -1.17889e-15-0.0412471j -1.00276e-15-0.0195297j -2.33941e-15-0.0220875j 2.50662e-15+0.0367679j -2.64003e-16+0.023823j 1.41786e-15+0.181612j 4.11051e-15+0.0694588j -3.24199e-15+0.00262495j 5.24778e-15-0.00345224j 9.59384e-15-0.034321j 2.72583e-15+0.0181447j -2.55145e-14-0.05446j -1.25294e-11-0.112607j 8.90643e-16-0.0254935j 1.10844e-15-0.040947j -2.08811e-15+0.0132983j -9.58769e-14+0.0704591j 1.49364e-14+0.0300102j 5.95968e-15+0.00385784j -4.95319e-15-0.0250969j 1.01233e-14-0.0095239j -2.63141e-15+0.0531182j 4.3344e-14+0.0170001j 1.75844e-15-0.000214187j 2.61921e-16+0.0100264j -4.72488e-15-0.000330507j -4.83078e-15+0.0206025j 9.65748e-15+0.0485995j 4.43977e-15+0.0105604j 4.68825e-15+0.0360798j -1.03954e-15+0.00153215j 9.22831e-15-0.0371174j 5.6294e-15-0.0327911j 6.12227e-16+0.00722213j 6.34171e-15-0.00265617j 6.04938e-15+0.0182986j 4.47047e-17+0.0260551j 1.87871e-15+0.0150994j 3.77576e-15+0.0660916j 2.64122e-16-0.00709172j 5.736e-17+0.019296j 1.00792e-16-0.0261392j -1.41447e-15-0.00466227j -3.94944e-15-0.0702712j 3.44324e-17+0.0104582j -1.04394e-15+0.00978802j 5.25857e-15+0.159048j 5.30116e-16+0.0178719j -1.58061e-13-0.281685j -2.13358e-14+0.211268j 
4.87445e-16-0.012735j -4.60487e-15+0.0370542j -1.40747e-16+0.0263935j 5.42129e-16-0.0188432j -2.50632e-16+0.0125781j -1.61754e-16-0.0358123j -7.23634e-17-0.0207321j 3.99668e-16-0.0219397j -5.96918e-16+0.00201694j 4.23527e-16+0.0151897j -1.54165e-16-0.0148303j 3.6509e-15-0.0816969j -1.86476e-15-0.0872124j 2.85009e-15-0.00117234j -4.18312e-15+0.00206872j -1.32389e-14+0.0515291j 4.7248e-15+0.00985976j 6.80066e-15-0.0173824j 3.88727e-12+0.0350244j -1.73258e-15-0.0109392j -9.58097e-15-0.0359439j -8.0549e-15-0.0478366j 1.32598e-13-0.0963615j -2.35492e-14-0.0358741j -1.13758e-14-0.0356137j 7.36232e-15+0.0365174j -1.13588e-14+0.0281839j 6.09205e-15-0.0243603j -1.82772e-14-0.00952327j -7.51833e-15+0.0255139j -5.17413e-16-0.0265644j 2.66068e-15+0.00917875j -2.69434e-16-0.0190803j -4.14506e-15-0.0299479j -3.03843e-16+0.0161978j -1.56971e-15-0.0301684j -8.65477e-16+0.0234065j -1.63457e-14+0.0439706j -8.84516e-15+0.0465153j 3.31537e-15+0.000910348j 1.89947e-14+0.0420647j 2.11794e-14+0.0116515j 6.2635e-16+0.0224509j 1.13273e-16-0.0247204j -2.46542e-16-0.0407209j 3.67707e-16-0.0339535j -1.84643e-16+0.0174589j -6.77317e-16+0.0595979j 1.24638e-15-0.00810443j 1.63651e-16+0.118773j -4.13371e-17-7.66842e-05j -5.23238e-16+0.0219516j 1.34192e-15-0.0752961j 1.34882e-15-0.160944j 1.42404e-13+0.204967j 2.9541e-14+0.0903593j 
6.5073e-16-0.0400881j -4.56383e-16+0.00724815j 4.45687e-16-0.0253705j -7.52545e-16+0.0248866j -2.09683e-16+0.0599107j 4.19367e-16-0.0262193j 1.74261e-16+0.0205983j -7.68662e-17-0.0234463j -3.72613e-16-0.0380034j -6.80688e-16-0.0305007j -2.00203e-15-0.0021041j -1.35581e-15+0.00361108j 6.65587e-17+0.0797926j -1.76869e-15+0.097633j 5.69791e-16-0.00214209j -1.88305e-15+0.00959518j -9.14973e-17+0.0101392j 1.44251e-15+0.00397689j -2.31572e-13-0.00211549j -3.0043e-15-0.0243093j 6.4538e-15+0.0718973j 1.62423e-14+0.0681767j -1.04528e-14+0.0113909j 1.78022e-14+0.0427957j 9.20727e-15+0.0438881j -5.13874e-15-0.0100671j 1.86651e-14-0.088309j -7.72494e-15-0.0386753j -5.85566e-15+0.00167958j 1.29546e-14-0.0667314j 3.91168e-16+0.0543785j -1.55492e-15-0.0165854j 2.24464e-15+0.00561846j -4.86731e-16+0.0130618j -3.20983e-15-0.0336343j -2.14431e-15-0.0129174j 3.11586e-15-0.0434808j 6.18511e-15-0.0418863j 1.56319e-15+0.0163078j 9.68181e-15+0.0158502j -2.16064e-14-0.0503454j -2.69001e-14-0.014663j -9.92901e-16-0.0680179j -2.17084e-15+0.0428352j -5.73446e-16+0.00631354j 1.44855e-15+0.0543462j -1.0007e-15-0.0622865j 6.8691e-17-0.057621j -1.03318e-15+0.00381468j 6.28703e-16-0.0438419j 2.17161e-16-0.0204567j -1.41782e-15-0.0724177j -4.55328e-16+0.0554931j -2.07008e-15+0.169402j -6.51508e-14-0.0423473j -1.14267e-14-0.274563j 
1.8876e-16+0.0055749j -1.69465e-15+0.0232243j 4.38672e-16+0.025665j -3.11045e-15+0.0194849j 3.36403e-16-0.0199082j 1.45886e-15+0.0156651j 9.44714e-16-0.0370531j -2.26713e-15+0.047714j -1.07978e-15+0.0165678j 1.54343e-15-0.011355j -1.13839e-15+0.00846884j -2.29195e-15+0.0163866j -7.35982e-16-0.00477434j -6.91406e-16-0.00305073j 2.54425e-15-0.0489609j 1.04492e-14-0.0160233j -3.34362e-15-0.00154273j 1.76737e-15+0.0168281j 1.61831e-12+0.0145431j -1.48647e-15+0.0213897j -4.15675e-16-0.0111326j 2.64978e-16+0.00763316j 1.63025e-14-0.0116155j 9.53246e-16+0.0131206j -2.86888e-16-0.0347029j 2.36788e-15-0.018472j -2.77872e-15+0.016963j 1.89139e-15+0.0121522j 1.6114e-14+0.00535865j -3.17468e-15+0.0136025j -1.50319e-15-0.0249887j -1.29161e-15+0.0290563j -2.58293e-16+0.00747572j -4.52534e-15-0.0185815j -1.53872e-15-0.0147299j -3.09563e-15-0.0119541j 2.66712e-15-0.0196208j -2.60504e-15+0.0204327j -3.10493e-15+0.00807056j 1.22552e-14+0.0161903j 1.34715e-14+0.0366151j 1.35141e-14+0.00278059j 6.91867e-16+0.0157819j 1.96415e-15-0.00569661j -1.62108e-15-0.0211756j -9.73102e-16-0.00583976j -8.90646e-16+0.0554685j 1.06875e-15+0.0285249j -2.01774e-15-0.0181936j -1.6107e-15+0.0478132j 1.35522e-15+0.0146632j 1.24666e-15-0.0293698j 1.20874e-15-0.0540511j -1.51635e-15-0.03173j 4.54488e-14+0.0671979j 1.20819e-14+0.0183331j 
9.50537e-16+0.00226356j -6.80259e-15+0.0524824j -3.63106e-16+0.0226298j 4.30153e-15-0.0552468j -1.20759e-16+0.008694j -9.51617e-16+0.0486943j -4.75171e-16-0.017393j 2.73396e-15-0.0259726j 5.80287e-16-0.0105863j -9.44951e-16+0.0237229j 2.00949e-15-0.0204579j 1.80354e-15-0.0224048j 6.72976e-16-0.0225296j 1.44784e-15-0.00659856j -6.50239e-15-0.0274879j -2.26604e-14+0.069135j -1.33212e-15-0.0339294j 3.62672e-15+0.00535455j -1.10001e-12-0.00992229j -2.32625e-15-0.0443903j -1.39355e-15-0.0129971j 7.76828e-16+0.00198541j 8.21601e-16-0.0014242j -2.75415e-15+0.0026025j -2.59623e-15-0.0124632j 8.68075e-16+0.0237411j -6.57852e-15+0.0278525j 6.95751e-16+0.0400043j -4.31303e-14-0.0166189j 3.57833e-15-0.000740708j 1.5651e-15-0.0248342j 2.10919e-15-0.0128848j -3.07115e-15+0.015318j -4.20827e-15-0.00614323j -4.1631e-15-0.00931176j 4.62068e-16-0.0378865j -8.3548e-16-0.000535103j -2.45505e-15+0.0186048j -1.26987e-15-0.00133865j 1.89599e-15-0.00335412j -1.08366e-15+0.0212916j 4.47642e-16-0.0222634j -9.18596e-16+0.0174368j -1.5481e-15+0.0288717j 8.13714e-16-0.0383527j -7.35494e-16-0.00695262j 1.24408e-15+0.0171088j -2.47138e-15+0.0509377j 2.13272e-15-0.0591208j 5.52214e-16+0.0129533j 8.46381e-16+0.035936j -1.14129e-15+0.00696106j 1.65065e-16-0.0456404j 2.6502e-15-0.0661549j 5.57908e-14+0.0661891j 7.96948e-15+0.0875404j 
