8.9339e-14-1.32874j -3.69268e-14+0.488651j -2.27469e-14+0.579764j -2.35887e-14+0.0114767j 5.59046e-16+0.0608219j 9.61566e-15-0.149945j -3.85549e-15-0.0739345j -6.8733e-15+0.0989739j 2.30139e-15-0.0735307j 2.66674e-15+0.0040947j 5.95824e-15-0.0846501j 6.93687e-17+0.0360477j 5.29802e-15-0.0386807j 1.88164e-15-0.0428527j -4.50785e-17-0.00477583j -9.693e-15+0.023766j 9.17155e-16-0.00487226j -5.06682e-15+0.0509985j -4.36391e-12-0.0393424j -3.56999e-15+0.000464565j -1.37796e-15-0.0297555j -9.8408e-15-0.0427032j -7.1128e-15+0.00360666j -7.2299e-15-0.0116434j -1.95338e-15+0.0191989j -3.6351e-16+0.0611673j 9.0904e-15-0.0115333j -4.25016e-15+0.0285096j -6.08844e-15-0.00263277j 1.09928e-14-0.0317267j 3.8186e-15-0.0448829j 2.42073e-17-0.0240058j -9.12318e-15+0.0438813j 1.83993e-15+0.0448215j -1.83959e-15-0.049102j 1.85573e-15-0.0157746j -5.19041e-15+0.0190321j -2.84484e-15+0.0286039j -8.98387e-17-0.03404j 8.02168e-15+0.0184065j 9.67773e-15-0.00191009j 1.00174e-14+0.0328375j 1.692e-15-0.042982j -1.79331e-15+0.0805206j 5.82807e-15-0.0205688j 2.17112e-15-0.0535647j 7.32722e-16-0.0138225j -2.33519e-15+0.0246706j -3.8907e-16-0.083213j -8.13748e-15+0.0579283j -7.86282e-16+0.0693668j 9.39404e-16-0.0251214j 8.37332e-15-0.0476043j 3.20779e-15-0.123804j 9.32669e-14+0.162999j 2.98525e-14-0.042065j 
-1.89812e-16-0.0305913j -8.69798e-16+0.00306061j 1.35597e-16-0.0140576j -2.76552e-16+0.0149833j 1.25099e-16+0.0105467j 4.67539e-17+0.0161479j -9.78703e-17+0.0114444j -2.38583e-16-0.00771728j -5.97697e-17-0.0283505j 6.82428e-17+0.00163427j 2.83125e-16-0.0331372j -2.79537e-16-0.0119428j 4.38175e-16+0.00675344j 3.29342e-16+0.015944j -1.54706e-15+0.0197343j -5.43628e-15+0.0157612j -9.22253e-16-0.00844786j -1.9349e-15+0.0104132j -1.65027e-12-0.0148672j 3.51036e-17+0.00228815j 7.28845e-16-0.0032682j 1.08247e-15+0.000495386j -1.31847e-14+0.00936685j 7.11505e-16-0.00277015j 8.10034e-16+0.027519j 2.41159e-16+0.0218882j 2.05671e-15-0.0185055j -8.90888e-17-0.0165149j -4.52064e-14-0.0156819j 6.6754e-16-0.0123558j 1.11675e-15+0.0199069j -1.04391e-17-0.0298888j 3.61809e-15-0.00854037j 3.67673e-15+0.0227417j -3.21268e-15-0.0383855j -6.83799e-16+0.0152064j -1.90544e-15+0.0263893j 2.24701e-15-0.0150478j 8.25048e-16+0.00680815j -1.46926e-14-0.0248259j -3.21607e-14-0.0524162j -3.25336e-14-0.0333474j -1.36772e-15-0.043575j -5.23627e-17+0.0294766j -5.67958e-16-0.0104072j 6.09032e-16-0.0217159j -1.69193e-15-0.147777j -6.61782e-16-0.000703028j -6.86018e-16-0.0146637j -5.53413e-16-0.00355059j 6.23362e-16+0.0056041j 1.54181e-15+0.0410992j -6.34348e-16+0.0605227j -3.74746e-16-0.031601j -5.67918e-14-0.0860876j -1.30309e-14-0.016569j 
4.4605e-16-0.00171249j -2.2321e-15+0.0200675j -1.43258e-16-0.0274193j 1.72496e-16-0.0351575j -1.95303e-16+0.00737586j 4.30746e-16-0.0173821j 1.94306e-16-0.0291943j -4.41282e-16-0.00706635j 5.86822e-17-0.0269295j -9.10991e-16-0.0362954j -6.84164e-16-0.00932097j -6.31368e-16+0.0209993j 3.31295e-16+0.0418998j -1.00537e-15+0.0253404j 1.50726e-15+0.0176182j 3.17321e-15-0.0118015j 1.67193e-15+0.0110724j -5.73056e-15+0.0117676j -2.7713e-12-0.0249473j 4.24264e-15+0.0300319j 1.89438e-15+0.000284748j 2.32394e-15+0.0137112j -3.70599e-14+0.0265958j 5.53715e-15+0.00761985j 3.70376e-15+0.0322554j -1.76675e-15+0.0146538j 6.86473e-15-0.0313478j -3.91827e-15-0.0187797j -4.62767e-15-0.000648367j 5.09485e-15-0.0307932j -2.15383e-16+0.028227j -8.46513e-16+0.000575924j -3.71407e-16+0.00944759j 3.11146e-15+0.0141044j 1.84078e-15+0.00422493j 2.77087e-15+0.0366033j -3.60074e-16-0.00542951j 1.07161e-14-0.0424025j 7.90467e-15-0.0219728j 1.90263e-14+0.0364786j -7.92573e-15-0.0464599j -1.24843e-14+0.0196539j -2.108e-16-0.0476564j -1.1497e-15+0.0269029j 2.1713e-16-0.00322809j -4.59779e-16+0.0520365j 5.4448e-17-0.016927j 5.72417e-16-0.125954j -2.71915e-16+0.0328649j 1.29749e-16+0.024855j 3.03297e-16+0.0231255j -1.58686e-16+0.013881j 7.11659e-16-0.0330804j 2.98384e-16-0.0925267j 6.95356e-15-0.000392979j 1.378e-15+0.051351j 
-6.21202e-16+0.0662907j 3.13641e-15-0.0178203j 4.35152e-16-0.0784919j -6.21346e-16+0.034868j 2.61882e-16+0.0571499j -1.3374e-16+0.00746469j -1.38458e-16+0.0257962j 2.33725e-16+0.0113893j -4.20718e-16-0.00540318j 1.17125e-15+0.0210782j -6.59209e-18+0.0445197j 3.88428e-16-0.0085124j -4.45869e-16-0.00537049j -4.28485e-16-0.00924288j 2.75996e-15+0.0205278j 1.11764e-14-0.0425064j 6.57603e-16+0.0102249j -4.45166e-15+0.00215259j -3.58399e-13-0.0032207j 6.56814e-15+0.0505619j -2.26134e-16-0.0191141j -1.94331e-15+0.000672664j -4.04786e-15+0.00202376j -7.46699e-16-0.00545389j 2.97767e-17-0.00879527j -3.68673e-16-0.0174836j -5.78738e-15+0.0179178j 3.19997e-15-0.00979827j -6.50375e-15-0.00339939j -1.1177e-14+0.035157j -1.90565e-15+0.0216851j -1.58228e-15+0.0309496j 5.01553e-16-0.0170933j 5.54174e-15+0.0117616j 5.0582e-15+0.00516267j 3.16934e-15+0.0810838j -7.83412e-16+0.0301145j 6.88456e-15-0.0333603j 4.72777e-15-0.00776704j -9.8461e-15-0.0104477j -1.00469e-14-0.0379812j -8.52449e-15+0.0115809j 1.00039e-15-0.0160291j 1.83583e-15-0.111058j 7.03806e-16+0.0759087j 2.51821e-16-0.00408869j 1.13712e-17-0.0498421j 8.49456e-16-0.0471387j 1.8702e-15+0.159848j 7.62709e-16+0.00690435j 1.72958e-16-0.0135077j 2.13632e-16+0.0221534j -5.78737e-16+0.0697979j 9.92599e-17-0.0365094j -3.22198e-15-0.0116525j -3.18588e-16+0.0305025j 
1.71329e-15+0.0345641j -8.45971e-15+0.0899819j -2.91111e-16+0.0357873j 1.23892e-15-0.0786571j 1.56899e-16-0.0100578j -7.38268e-17+0.0162793j 7.41712e-17-0.0513459j -2.26441e-16-0.0150822j -2.39206e-16-0.0436231j -6.71608e-17+0.00129899j 1.0187e-16-0.0275641j -1.85843e-15+0.0346637j 9.70388e-16+0.0428519j -6.56503e-16+0.00750654j -1.23697e-15+0.0239523j -4.03845e-15+0.00782802j -3.19128e-15-0.023345j -5.2864e-15+0.00441135j -4.15674e-12-0.0374127j -1.03163e-15-0.0160126j 1.93385e-15+0.000771217j -1.17878e-15-0.00717258j -7.0989e-14+0.0510738j 8.81736e-15+0.0103456j 4.3583e-15+0.0406659j -2.29206e-15+0.00838241j 1.02458e-14-0.0243546j -5.38374e-15+0.035069j 7.47668e-16+0.00229272j 1.0213e-14-0.0340918j 2.13485e-15+0.0211341j -1.56476e-15-0.041944j -4.58136e-15+0.031189j 4.27909e-15+0.046689j -2.91379e-15-0.0100864j 3.81158e-15-0.00394929j -2.99596e-15+0.00350109j 1.46949e-14-0.0451239j 9.39175e-15-0.0477432j 2.44279e-16+0.00957857j -2.10881e-14-0.0711407j -2.63525e-14+0.00611092j -2.61479e-15-0.0160605j -4.22671e-15+0.141775j 2.19044e-16+0.0941769j 5.53203e-17+0.0504859j -5.45613e-16-0.046766j 3.43337e-16-0.00819889j -1.96377e-15-0.030769j 1.14646e-15-0.265718j 2.36132e-16-0.00185772j -2.88334e-16+0.00133351j 3.42497e-16-0.030658j 9.89269e-16-0.0346999j 4.49151e-14+0.0689988j 1.01861e-14+0.0115503j 
-8.28008e-16+0.0537748j 5.90003e-15-0.0453926j -2.42916e-16-0.0213247j 1.81133e-16-0.0487317j -5.86446e-16-0.0500151j 6.0295e-16+0.0339376j 2.56611e-17+0.0123463j -6.40989e-16-0.0319836j -9.00619e-17-0.00267865j 7.97629e-16+0.0190089j 7.78372e-16+0.010055j 1.54868e-16-0.0158641j -4.51839e-17+0.00562359j 5.46976e-16+0.0154339j -2.00264e-16+0.0111266j 2.13438e-15-0.0142212j -5.71034e-15-0.0297993j 5.15923e-15-0.0109341j 2.67208e-12+0.0240532j -3.37549e-15-0.0212038j -6.19036e-16-0.0078326j -9.74169e-16-0.00137668j -1.2283e-14+0.00756637j -1.12462e-15-0.0125069j -8.69236e-16-0.0111506j -4.99539e-16-0.0253251j 7.67516e-16+0.000454049j -1.31276e-15+0.00318301j 2.85704e-14+0.0104758j 1.62937e-15-0.00763914j 6.56368e-16+0.0276439j -7.95e-16-0.0172231j 1.91611e-15-0.0056736j 2.86504e-15+0.00250774j -9.19387e-18-0.005076j 2.55872e-16+0.00283853j 5.88288e-17+0.00666461j 7.01671e-15-0.0262561j 5.85808e-15-0.0439299j -3.52984e-14-0.0571297j -1.42289e-14+0.0210323j -1.12384e-14-0.053932j -1.90498e-16+0.046876j -8.36107e-16-0.018441j 1.80459e-15+0.0731674j 1.64425e-15+0.0839277j -1.16292e-15-0.0491997j 1.67916e-15+0.026309j -3.47786e-18+0.0409396j 1.09758e-15-0.0284317j -8.91389e-16-0.299763j -7.99337e-16-0.00464552j 7.6201e-17+0.0151707j -3.15716e-16-0.0374918j -8.85439e-15-0.0300361j -9.15606e-16+0.0811348j 
1.95192e-16-0.0423453j -7.91098e-16-0.000925191j -8.34743e-17-0.0143989j 3.72965e-16-0.0348385j -4.86243e-16-0.0672561j -1.83487e-16-0.0443824j 2.23912e-16+0.000200588j -2.84529e-16-0.0471504j 1.55736e-16+0.0228408j -7.34929e-16-0.00360707j -5.08868e-16-0.0551817j -1.06973e-15+0.00135794j 6.68032e-16+0.0243606j -5.61533e-16+0.0180184j -3.07787e-16-0.0291079j -8.34513e-16+0.00938832j -1.35425e-15+0.00246781j 6.47981e-15+0.00145904j 1.97816e-12+0.0177877j -5.93787e-15-0.0436944j -1.66886e-16+0.0306041j 3.3171e-15+0.00678588j 1.33209e-14-0.0100051j -6.8479e-17-0.00675849j -1.58175e-15+0.00910355j 1.51158e-15+0.00261671j 1.21226e-14-0.0354685j -7.04178e-15-0.00114129j 6.7219e-14+0.0261309j 1.05445e-14-0.043179j 2.6065e-16-0.0151755j 1.57567e-15-0.0209132j 4.10476e-15-0.00832001j -4.07625e-15-0.0201186j -3.88951e-15-0.003804j -1.95634e-15-0.056787j 1.34324e-15-0.0426398j -3.36455e-15+0.010732j -1.94776e-15+0.00326522j -1.594e-15-0.00459501j -6.48573e-15-0.00706117j -7.04485e-15-0.00948987j -2.45374e-16-0.0855846j -1.54965e-15+0.0547228j 4.62415e-16-0.0123431j -1.99331e-16+0.113711j -1.88335e-15-0.0433911j -2.08434e-17+0.104149j -2.32644e-15-0.0445669j -9.55765e-16-0.00735396j -1.34195e-15-0.0286876j -4.53352e-16-0.372016j -3.02198e-16+0.0332828j -1.05132e-16+0.0311543j -3.98871e-14-0.0538611j -8.47637e-15-0.0413476j 
1.93217e-15+0.0124955j -9.53614e-15+0.0948969j -5.74188e-16+0.0119371j 9.99622e-16-0.0707847j -3.0713e-16-0.0432457j 3.50377e-16-0.0515643j 7.0055e-16-0.0530645j -5.45407e-16-0.0396846j -2.91103e-17-0.0138774j -4.20809e-16+0.00642034j 5.88156e-16-0.06663j -2.21363e-15+0.0371899j 1.63451e-15+0.0422858j -5.17205e-16+0.0142638j 1.66101e-16+0.00183063j -1.55042e-15+0.00432335j -3.66236e-16-0.000868612j -1.09205e-15+0.0125805j -2.42067e-12-0.0218015j -4.04632e-15-0.0284222j -1.56318e-16+0.0133337j -1.73752e-15-0.0106751j -2.30038e-14+0.0157781j 7.41968e-16-0.00885543j -2.22275e-16+0.0255752j 7.8059e-16+0.0143409j 1.30599e-14-0.0292018j -7.24272e-15+0.0134642j 6.58246e-14+0.0252331j 1.06848e-14-0.038952j 7.16941e-16-0.0112745j -1.30424e-16-0.0365864j 4.05214e-16+0.00664227j 3.75207e-15+0.0264552j 1.09931e-17+0.00151114j 2.0246e-15-0.0168611j -2.38562e-15+0.00357848j 2.16508e-15-0.00330205j 4.13606e-15-0.0298014j 2.59519e-15+0.00723623j 1.43148e-14+0.00982752j 1.40183e-14+0.0281147j -8.36069e-16-0.0286168j -2.52745e-15+0.0941218j 6.52481e-16-0.000241267j 1.1547e-16+0.0371659j -8.30931e-16+0.0212893j -7.54304e-16-0.0432212j -4.00444e-15-0.261581j -1.59181e-15-0.0583721j 5.40302e-17-0.0288238j -1.38692e-15-0.0515129j -4.23671e-15+0.42235j -4.73445e-16-0.0701607j 3.03472e-14+0.0529875j 6.58066e-15-0.0242349j 
6.16784e-16-0.0904466j -2.97149e-15+0.00812986j -1.51791e-16+0.0582938j 3.93411e-16+0.0107155j 2.21818e-16-0.0299672j -1.24137e-16-0.000584074j -3.49713e-16+0.0212666j 1.89511e-17+0.0468691j 3.7414e-16-0.0232163j -4.98014e-16-0.0275501j 3.14085e-17+0.0013836j 9.99004e-16-0.019847j -1.5853e-15-0.0526476j 1.57715e-15-0.000233695j -2.5574e-15-0.000333351j -5.2427e-15+0.0185484j -1.28676e-15-0.0193217j 3.12869e-15+0.0136091j 1.33894e-12+0.0120308j -1.52233e-15+0.00830967j -3.55133e-15-0.0523601j -2.22289e-15-0.00562546j 1.94382e-14-0.0169993j -1.26168e-14-0.0202067j -4.74005e-15-0.0362325j 3.69988e-15+0.0178312j -1.0211e-14+0.0339057j 3.60329e-15+0.000891974j -3.04774e-14-0.013045j -1.99659e-15+0.0105231j 1.91796e-16-0.0314234j 2.58679e-15+0.00738117j -7.67809e-16+0.00786786j -5.69001e-15-0.027093j -2.04979e-15-0.00944305j -2.96064e-15-0.0182495j -5.77544e-16+0.0379195j -1.1218e-14+0.0354807j -4.82554e-15+0.0222453j -6.58232e-15-0.0131361j 2.39877e-14+0.0555431j 2.77015e-14+0.013497j 1.51378e-15+0.0308201j 1.54241e-15-0.023503j -3.80497e-16-0.0650398j -2.38495e-16-0.0365307j 8.31901e-16+0.0801949j -3.46519e-16+0.107336j 2.30844e-15-0.0574067j -1.51936e-16+0.213774j -2.73793e-16+0.0168169j 2.16612e-16+0.204219j 1.81429e-15-0.0911316j 2.10201e-15-0.472948j -1.90482e-14-0.0203368j -4.04865e-15-0.0451729j 
-1.28984e-15-0.0989796j -6.49797e-15+0.0300051j -5.183e-16+0.0336703j 1.05478e-15+0.0729336j -1.20789e-16+0.00397617j -1.76232e-17-0.0269841j 1.71192e-15+0.0632026j 7.10819e-16+0.0407715j 9.63465e-16+0.0106004j -8.29659e-16-0.00446388j 9.12414e-17-0.0161633j -1.09501e-16-0.044874j -7.02343e-16-0.0475502j 1.80698e-15-0.00583901j -1.61751e-15-0.0192786j -1.30635e-15+0.0113701j 6.22741e-16+0.00506101j 6.9137e-15+0.0251763j 3.15872e-12+0.0283687j -1.17786e-15+0.00852102j -1.07995e-15-0.00045466j 3.9708e-15+0.0118494j 4.52826e-14-0.033189j -5.70012e-15-0.00610033j -7.4235e-16-0.00644931j 6.80867e-16+0.0091151j -1.67182e-15-0.0109837j 9.27515e-16-0.0149054j -5.06016e-14-0.0177628j -6.47796e-16-0.00686023j 5.31574e-16+0.00297502j 8.49725e-16+0.0177372j 2.85034e-16+0.0047094j -4.07411e-15-0.0117154j -4.444e-15-0.0401867j -2.11564e-15+0.0055236j 8.23927e-16-0.00447448j -3.35718e-15+0.0156096j -2.61537e-15+0.010472j 4.32805e-15+0.001566j -9.90721e-15+0.00523151j -1.13581e-14-0.0278877j 3.93456e-16-0.0214557j -7.7119e-16-0.0237259j -8.48959e-16-0.0448243j 8.11764e-16-0.013941j -1.63552e-15-0.0389976j -3.11841e-16+0.0213163j 1.5324e-15+0.0328777j 8.98177e-16+0.0918259j -1.99158e-15-0.0236086j -9.71208e-17-0.0365103j -2.968e-15-0.279571j 5.61137e-15-0.0289367j 3.92706e-13+0.650141j 6.77577e-14-0.198586j 
4.53141e-15+0.0298934j -7.82147e-15+0.0989413j 6.6832e-16+0.0718854j -1.05212e-15-0.0379493j 1.92616e-16+0.0123208j 3.61018e-19-0.0356997j -1.44686e-15-0.0429932j 2.86722e-16+0.0441617j -7.5686e-16-0.0190681j 3.13065e-16+0.00985091j 6.46679e-16-0.0165593j 1.5329e-16+0.0332852j 2.12725e-16-0.0369942j -1.84782e-16-0.0281388j -4.48802e-16+0.000756264j -3.28106e-15+0.0115776j 2.10557e-15+0.00434619j 3.2184e-16+0.0166771j -1.26952e-12-0.0114361j -2.81163e-15-0.0114723j -3.79021e-15-0.0144344j -8.12395e-15-0.0367532j 1.74529e-14-0.0137858j -1.09141e-14-0.0229556j -4.78029e-15-0.0102616j 4.53705e-15+0.0286468j -3.81135e-15+0.0250699j 2.30198e-15-0.004838j 1.97855e-14+0.00483011j -3.52483e-15+0.0147081j -7.28317e-16-0.0394492j -2.22074e-17+0.00216508j -2.261e-15+0.00873244j -5.31907e-16+0.00446438j -8.45835e-16-0.00737315j -4.97003e-16-0.0198764j -1.40918e-15-0.000413844j -3.32962e-15+0.0320563j -2.44257e-15-0.0116539j 2.32606e-15+0.00468184j 1.07545e-14+0.00333353j 1.26167e-14+0.0266587j 4.59573e-17-0.0151018j 9.39518e-16+0.0253699j 1.18583e-15+0.00491041j -7.86766e-16-0.0491922j 1.04412e-15+0.0123618j 1.03977e-16+0.0378062j -2.04396e-15-0.0570642j -1.33552e-15+0.0302517j 1.51915e-15+0.0830696j 3.39365e-16-0.0271351j 6.42369e-15+0.0258796j -4.23509e-15-0.28341j 2.07428e-13+0.199065j 6.27916e-14+0.651854j 
