7.65443e-12+2.22109j 4.47455e-13+0.226717j 2.77412e-15-0.651811j 1.50969e-14-0.25973j 3.42504e-15+0.0755905j -1.72967e-15+0.15762j 1.96706e-15+0.012852j 6.89322e-16-0.0473221j 8.01535e-16-0.0475349j -4.42208e-15-0.0289113j 6.92922e-15+0.0686067j -1.35605e-15-0.0167539j 1.42739e-17-0.0247508j 1.46721e-16+0.0165511j -5.4912e-16-0.0189997j 2.13919e-16-0.0171791j -4.47781e-15+0.0326807j -1.12765e-15-0.0284984j -3.19267e-15+0.0056348j -3.1839e-16-0.0255962j 1.22545e-15+0.0111611j -2.82426e-16+0.0183473j 2.01941e-15+0.00919084j 2.0836e-15+0.036882j -4.64378e-16-0.00820215j -4.0784e-15-0.0162344j -2.10443e-15-0.00167349j 2.11885e-15-0.00908934j 4.67953e-17+0.0169179j -3.08529e-15+0.00281053j 8.46124e-16+0.0129203j 8.78844e-15-0.00522947j -1.84867e-13+0.0186142j 1.48347e-15-0.0174145j 5.10274e-16+0.00726465j 8.01617e-14+0.00997903j 5.67764e-15+0.00317258j -8.24258e-15-0.0237115j 2.9064e-14-0.0288299j 7.90957e-16-0.000816655j 3.62792e-16-0.00662787j -1.8397e-14+0.0202206j -1.73272e-15-0.00769922j -1.44764e-15+0.0160538j 3.33957e-15-0.0174464j -4.66509e-15+0.0262521j 7.49769e-15-0.0145682j 1.34645e-15-0.00642323j -8.27744e-17+0.00156621j -6.01915e-15+0.00571403j -4.11966e-15-0.0372495j -1.7359e-15+0.0120186j 1.07408e-15-0.00382653j 9.6522e-15-0.0130153j 2.57264e-15-0.0250546j 2.64791e-15+0.011816j -3.97492e-13-0.0426269j -2.9795e-15-0.0257536j -2.97368e-15+0.00227628j 9.45438e-16+0.00910115j 1.90007e-16+0.00458016j -3.80766e-16+0.00392484j -5.51269e-16+0.0109021j -7.88719e-17-0.00703806j 1.7865e-15+0.0496502j 1.22562e-15-0.039059j -4.65535e-16+0.000677556j -1.60133e-14-0.0255114j -4.18256e-16-0.00086685j -8.10016e-16-0.0420286j 8.58635e-16+0.0413838j 1.10045e-15+0.0200639j 2.13702e-18+0.0330564j 1.72865e-15-0.0322548j -4.14156e-15-0.0521552j 7.41814e-15+0.0434863j -9.04161e-14-0.0514597j 
1.52788e-14+0.00344695j 8.80365e-15+0.00595281j 3.58133e-14+0.0251898j -5.49988e-14-0.0376484j -4.18284e-14-0.0297065j 1.04129e-14+0.00745482j -6.57712e-14-0.0524274j 4.087e-14+0.0204937j 4.16007e-14+0.0247717j -9.0408e-14-0.0587578j 6.30849e-14+0.0416752j 1.62174e-13+0.119374j -1.28318e-13-0.0997817j -5.63742e-14-0.0445518j 1.02085e-13+0.0606279j 7.77537e-14+0.0456533j -8.60526e-14-0.0300061j 1.08572e-13+0.0786055j -1.76064e-13-0.117823j 1.17622e-13+0.0989222j 4.25056e-13+0.25174j 6.14041e-13+0.426484j -3.15462e-13-0.233656j -9.01022e-14-0.0649095j -1.20372e-13-0.108402j 3.03671e-13+0.196223j -1.02101e-12-0.710566j -2.35256e-13-0.266555j 3.03e-13+0.14157j 8.56536e-13+0.460693j -1.20022e-13-0.0563506j 1.0257e-12+0.453695j -5.14006e-12+0.627878j -2.48856e-13-0.234698j -2.51496e-13-0.305756j 1.52753e-12+0.165931j -5.61594e-13-0.293163j 6.16484e-13+0.354396j 1.94232e-13+0.339902j 1.98386e-14-0.156382j -3.38949e-14-0.078873j 4.78659e-14+0.0420523j -3.38441e-14-0.000533188j 1.06683e-13+0.0805335j -1.80736e-13-0.117151j 9.55265e-14+0.0687403j -2.33969e-14-0.0351j -1.27867e-13-0.0876838j -3.78522e-14-0.0254611j -2.90344e-13-0.123537j 1.40882e-13+0.0958514j 8.1664e-14+0.020604j 4.59795e-14+0.0310918j 2.02136e-14+0.015968j 1.63167e-13+0.101971j -1.12446e-13-0.0730177j 6.67088e-13+0.0621503j -1.48986e-14-0.0156148j 2.15301e-14+0.0111963j 4.39978e-14+0.0239647j 1.63977e-14+0.0211925j 7.11133e-14+0.0454016j 6.82083e-14+0.0453178j 2.01998e-14+0.0140974j -6.83193e-14-0.0471653j -6.15321e-14-0.0438581j -8.47577e-15-0.0105135j -1.48785e-14-0.00645971j -5.21987e-14-0.0360732j 1.41661e-14+0.0098411j 8.00835e-14+0.0550687j 2.061e-15-0.000762575j 2.20813e-14+0.01733j -1.19705e-14-0.00882459j -3.38806e-15-0.00521258j 3.79801e-14+0.0275559j 2.07034e-15+0.00231535j 
2.2733e-15+0.00177306j -7.25473e-16-0.00786867j 2.70185e-15-0.00620046j 6.98875e-15+0.00214914j 4.91612e-15-0.0189967j -2.01451e-15+0.00670457j 1.87093e-14-0.0465633j 1.21714e-14-0.0325264j 6.27338e-16+0.00644569j -2.63959e-15+0.0324432j -5.95389e-15+0.0259411j -2.01173e-14+0.03677j 3.9283e-14-0.0750154j 4.017e-15+0.0242515j 2.59858e-14-0.107678j 2.29035e-14-0.0161421j -2.631e-14+0.04863j -2.14813e-14+0.0668395j -6.62675e-15+0.0614558j 8.9977e-15-0.0066126j -3.17123e-14+0.045272j -4.47667e-14+0.0855427j 2.79668e-15+0.073137j 4.25204e-14-0.190669j -2.64194e-14-0.0862274j 3.8709e-14-0.780032j 2.98899e-14-0.101642j 4.04663e-13-0.432191j 1.89896e-13-0.33684j -1.47654e-13-0.548537j 1.69908e-13-0.121375j 2.98646e-13+0.132998j -6.79761e-12+0.671073j 5.50729e-14-0.226117j 6.11932e-14+0.00667642j -8.30961e-14-0.00296334j -4.43657e-14+0.204053j 4.29453e-13-0.197698j -1.18964e-12+0.604117j 2.31084e-14+0.0147651j -4.15379e-14+0.119903j 1.50735e-13-0.113029j -7.47725e-14+0.0900836j -1.33052e-14-0.0113662j -3.50749e-14+0.0607336j -1.26139e-13+0.140634j -7.18577e-14+0.0502837j -5.20268e-15+0.163083j 3.54755e-15-0.029837j -8.03893e-14-0.0594536j -3.22876e-14-0.0638619j -3.56524e-14-0.0274917j 8.99463e-15-0.0339186j 2.97854e-14-0.0404081j -4.92314e-15+0.0348407j 1.13657e-14-0.0100359j 1.23881e-13+0.0129056j 1.91319e-14-0.0327771j 1.54964e-14-0.0405139j 7.03454e-16+0.00522681j 1.55807e-14-0.043637j -1.91658e-14+0.0136221j 1.3705e-14-0.048297j 8.14524e-16-0.00827155j 1.22832e-14-0.0388206j 1.36907e-14-0.0335452j 9.67026e-16+0.00602716j -5.23308e-15-0.00547482j 5.77155e-15-0.00528044j -1.31593e-15+0.000889885j -8.74337e-15-0.00229965j 3.11411e-15-0.0216498j 5.49311e-16+0.00683028j 2.56449e-15+0.00445549j 9.72967e-15-0.0236969j -7.38304e-15+0.0094034j 1.63657e-14+0.013578j 
-2.15258e-14-0.0068708j -2.19155e-15+0.00884056j 7.00063e-16-0.00301136j 2.61974e-15-0.0274554j 2.29366e-15+0.00645357j -2.12608e-15-0.0240006j 1.0418e-14-0.0394742j 9.68267e-15-0.0435135j 2.34846e-15-0.00483969j -2.34082e-15-0.0609807j -3.64435e-15-0.0722344j -1.18371e-14+0.0515467j 2.37126e-14-0.0878601j 3.04698e-15-0.030937j 1.00921e-14+0.00980245j 1.31325e-14-0.0518775j -3.27053e-14+0.115951j -2.56942e-14-0.0306427j 3.03227e-14-0.0564895j 1.24609e-14+0.136947j 1.57161e-14+0.172701j -1.17177e-14-0.0345595j -4.20556e-14+0.195332j -2.44317e-16-0.205689j -2.32021e-14+0.531239j 4.41696e-14+0.254396j 5.65756e-14-0.161129j 1.08216e-13-0.0891222j 8.12265e-14-0.256712j 1.99594e-13+0.126129j -1.57578e-14-0.574822j 4.47261e-14-0.124046j 1.13793e-12-0.131443j 1.7688e-13+0.175367j 5.07013e-13-0.93809j 3.28497e-12+0.406247j 1.23324e-13+0.116993j -3.37155e-14+0.195551j 9.88725e-14-0.00158944j -5.48601e-13+0.425954j 1.13066e-13-0.39075j 3.89705e-14-0.063556j -2.80324e-14+0.0862138j -1.4298e-14+0.00675803j -2.93386e-14+0.122973j -2.05701e-14+0.00306306j -5.41429e-14+0.097213j -1.31225e-14-0.159001j 2.835e-14-0.00410656j 7.10222e-14+0.0149516j 4.3438e-14+0.17327j 5.25701e-14+0.0521048j 5.82122e-15-0.0341264j 2.63478e-14-0.0465125j 1.28615e-14-0.0302281j 2.15011e-15-0.0232059j 4.90169e-14+0.0064488j -9.95018e-15-0.121401j -6.53319e-15-0.0381681j -8.56899e-16-0.0284793j 1.55557e-15+0.0329763j 3.71051e-15+0.0602395j -5.0104e-15+0.0018523j 7.86057e-15+0.0213298j 1.67289e-15-0.0360159j -4.39885e-16+0.00508858j 9.99569e-15-0.0580073j 2.82989e-14+0.0468805j 2.19206e-15-0.0400737j 7.48739e-16+0.0257135j -8.93356e-16+0.0420914j 1.44097e-15-0.0237921j -2.42509e-15-0.00373789j 1.13244e-16-0.0250443j 2.85389e-15-0.0222392j -1.2912e-15+0.00233831j 6.00716e-15+0.00554292j 
-1.01631e-13-0.0299205j -6.24047e-15-0.00470911j -1.74425e-15+0.0262219j -2.30943e-15+0.0103515j -3.45026e-16-0.0193905j 2.85522e-15-0.0230086j -6.54927e-15-0.00709168j -8.02086e-15+0.0256497j -1.6369e-15+0.0417801j -1.04918e-14-0.0306365j -8.13009e-15-0.0861863j 9.7249e-15+0.00230942j -1.18205e-14+0.0272631j -2.46743e-15+0.038115j -8.63261e-15+0.0171501j -3.82743e-15+0.0377417j 5.16855e-15-0.00581804j -1.20032e-14-0.0147231j 2.1964e-14-0.0732687j -1.93069e-14+0.193204j -3.0004e-14-0.219639j 1.8101e-14-0.182041j 1.00296e-14-0.0413212j -2.62589e-14-0.19014j -2.01298e-14+0.180184j 3.04371e-14+0.0311077j -8.74721e-14+0.0173568j 2.42075e-13-0.497453j -1.70757e-14+0.502356j -1.16918e-13-0.212353j -4.354e-14+0.0624976j -2.66567e-13+0.757449j 4.21919e-12-0.381774j 5.37512e-14-0.142495j 8.75271e-14-0.223465j -4.15232e-12-0.51323j -7.35114e-14-0.199704j -8.03846e-14-0.0974022j 2.31213e-13-0.139874j -4.22299e-13+0.265911j -1.10667e-13+0.166253j 6.23817e-13-0.650631j 5.92958e-14-0.206598j 3.52211e-14-0.285188j -8.39141e-15+0.0307939j 2.10127e-14-0.184365j -3.64562e-14+0.105064j -9.61828e-16+0.132136j 1.48808e-14-0.00230636j 7.77315e-14-0.00200488j 3.88719e-14+0.219788j 1.92029e-15-0.03279j 1.13575e-15+0.106892j -3.75898e-14-0.0154201j -1.53866e-14+0.0743691j 2.54319e-15+0.0617969j 1.0942e-12+0.118906j 2.2316e-15-0.0124009j -5.31112e-16+0.0399491j -7.55339e-15+0.00922794j -3.92082e-15+0.0461091j 1.11338e-14-0.0200475j 2.50756e-17-0.00702063j 5.24826e-16+0.0517038j 8.58726e-15-0.0856129j -2.7873e-15+0.027132j -9.22116e-15+0.0167614j 2.43926e-14+0.0405464j -2.55908e-16-0.0190017j -9.77112e-16+0.025889j -2.55849e-16-0.00175612j -3.43815e-15-0.0262673j 2.0855e-15+0.000710764j -1.03194e-16-0.00675091j -1.82763e-15+0.019135j 3.33506e-15-0.0142167j -2.48597e-14-0.0170311j 
4.88775e-14+0.0127088j 2.58296e-16+0.0102695j -5.72803e-16+0.0069369j 1.23711e-14+0.0293789j -1.37851e-14-0.0467582j 9.57288e-15+0.0106799j 1.15786e-14+0.0206396j 1.05833e-14+0.0506482j -1.04527e-14-0.0339043j -9.13392e-15-0.00598511j 1.67109e-14+0.0422513j -2.38633e-14-0.0233162j 3.05383e-14+0.144119j -2.01844e-15-0.0211436j 1.97975e-14+0.0957832j 9.44979e-15+0.0555733j 6.04351e-15-0.013636j 1.02281e-14+0.070181j 1.52226e-14+0.0235441j -2.84184e-14-0.0746002j -3.95108e-14-0.0771003j -1.50602e-14+0.0739273j -3.29506e-14-0.228701j 9.8939e-15+0.129767j -3.86501e-14-0.150972j 4.33247e-14+0.107658j 4.85758e-14+0.179313j 1.09618e-13-0.175244j 9.77227e-15-0.123797j -8.45867e-14-0.0251602j 2.77828e-14-0.0020768j -2.95776e-13-0.37693j 2.16753e-12-0.24002j -1.18852e-13-0.392106j 6.92335e-14+0.302282j 1.89506e-12+0.25079j -4.43817e-13-0.778478j -2.62968e-13+0.00252468j 3.90157e-13-0.276723j 1.59104e-13-0.042595j -5.95874e-14-0.128637j 3.16833e-13-0.300839j -2.34287e-13-0.686741j 1.06507e-13+0.357094j -1.01223e-13-0.157882j -5.63774e-14-0.111093j 9.24551e-14-0.0755221j 8.53847e-14+0.0302798j 2.00079e-15+0.0923209j -1.9647e-13-0.0993969j -1.05705e-13-0.218536j 2.12894e-14+0.0839283j 2.19544e-14+0.0493076j -1.87363e-14+0.0995412j -4.79615e-14-0.118859j 1.69502e-14-0.0495101j 1.57597e-13+0.0155129j 2.81539e-14+0.113249j 2.10202e-14+0.0599343j 8.00637e-15+0.0348182j 1.87168e-16+0.0546957j 1.45043e-15-0.0039063j 1.0768e-14+0.0589375j -3.60357e-15-0.0349309j 3.06796e-14+0.0918823j 1.23894e-15-0.000986969j 1.90628e-16+0.0404751j -2.59931e-14-0.0384033j 5.12008e-15+0.0325705j -7.6637e-15-0.0253742j -1.11968e-14-0.0182495j -2.84248e-15-0.00606954j 1.50738e-14+0.0369437j 1.31245e-14+0.0297168j 4.05142e-15+0.0168747j 2.45282e-15+0.0069605j -4.37076e-14-0.0229675j 
-3.54195e-14-0.0106004j -1.38714e-15+0.0130727j 9.42294e-16-0.0052378j -6.49205e-15-0.00349917j 9.39734e-15-0.0105908j -2.32596e-15-0.00204202j -4.38295e-15-0.0549359j -5.81943e-15-0.0171617j 3.99887e-15-0.0373826j 2.03727e-15+0.0314556j -1.01542e-15+0.0121334j 9.04913e-15+0.0899524j -1.75609e-14+0.0637845j 4.47026e-15-0.0533478j -9.13093e-15+0.0154919j 6.74995e-15+0.14055j -3.0446e-14+0.0440508j -3.6378e-14+0.0326763j -1.12443e-14-6.41914e-05j 1.43375e-14-0.0962941j 2.38627e-14+0.070787j 5.59999e-15+0.306506j 1.51715e-14-0.0131426j -5.9696e-15+0.116045j 1.89844e-14-0.104162j 1.28933e-14+0.1766j -2.73398e-14+0.0981177j 3.98244e-14+0.0795648j -9.24726e-16-0.365662j -1.52023e-14-0.272742j 2.05144e-14-0.127102j 7.26654e-14+0.44854j 3.77973e-14+0.0181887j -2.25304e-14+0.0141735j -1.62079e-13+0.111223j 1.28027e-12+0.153148j 5.78016e-15+0.00458366j 1.7081e-13+0.769999j -5.31019e-13+0.715763j 2.63594e-15+0.0386906j 9.01928e-14+0.0882757j 3.26348e-13-0.305851j 7.0134e-14-0.0364632j 2.13208e-14-0.0567273j 1.71014e-14+0.508588j 2.73432e-14+0.0866862j -3.42498e-14-0.104151j -7.97645e-14+0.329439j 1.41298e-14+0.413302j -1.03938e-13-0.092318j 6.32176e-14+0.0483747j 5.89125e-14+0.176147j 1.25638e-14-0.12133j 5.68425e-15+0.0652834j 2.62512e-14-0.0737208j -1.44672e-14-0.29221j 2.76966e-13+0.0290575j -3.7e-15+0.0510876j -9.83484e-16+0.0537201j -7.34739e-15+0.0162264j -1.05735e-14+0.0281237j 2.43788e-14+0.129927j -8.0483e-15+0.00137386j 5.11594e-15-0.0541234j -6.71312e-15+0.0296134j -5.77174e-15-0.0579717j -6.17058e-15+0.0121034j -1.73856e-14-0.0313141j -3.4071e-15+0.0379229j 6.80601e-15+0.0279434j 7.37041e-15+0.045587j 4.40524e-15-0.0137074j -8.2458e-15+0.00459206j -5.4305e-15-0.00426396j 1.01994e-16+0.00431044j 8.83661e-16+0.0123603j 2.56797e-15+0.00140076j 
4.7012e-15+0.00576893j -2.92232e-14+0.0107349j -1.63653e-14+0.00464881j 6.65493e-14-0.0259244j -9.27494e-14+0.0366147j 7.3541e-14-0.0270426j 4.89853e-15-0.00400677j -1.93635e-14+0.00274336j 1.3581e-14-0.006075j -8.85432e-14+0.0329198j -7.15193e-14+0.025404j -3.13922e-14+0.0170946j 8.4759e-15-0.0109731j -2.63435e-14+0.00727344j 1.32631e-14-0.00964402j 1.36198e-14-0.0117143j 1.82165e-13-0.056478j 1.18801e-13-0.0434759j -2.26506e-14+0.00613565j -5.5883e-14+0.0198775j 9.53599e-14-0.0278867j 4.86842e-14-0.00598083j 1.13293e-13-0.0267448j -3.2476e-13+0.115583j -1.03666e-14+0.0110654j 1.32675e-13-0.0376039j -4.29079e-14+0.00781864j 4.10289e-13-0.103345j 1.48189e-13-0.0678453j -1.29443e-12+0.577473j 7.03207e-14-0.0955607j -6.43092e-13+0.193596j 4.31447e-12-0.331013j 2.07434e-13-0.0148243j 1.19523e-14-0.020121j 2.39526e-12+0.444557j -5.69698e-13+0.288068j -3.92893e-13+0.111075j 2.90953e-13-0.056061j 3.18035e-12-0.77007j -9.39842e-13+0.333646j 1.45364e-12-0.38582j -1.22162e-13+0.094719j -2.07037e-13+0.021453j -3.35495e-13+0.139785j -9.88225e-13+0.34689j 1.34348e-13-0.0317402j 1.92465e-12-0.662984j -1.23693e-13+0.0518999j 1.71064e-13-0.12863j 6.17666e-14-0.0366109j -9.56405e-15-0.000218974j 1.80902e-14-0.0112649j -3.12885e-13+0.0962313j 5.13013e-14-0.0272469j -1.0203e-14+0.00551405j -2.2221e-13-0.0306981j 4.97479e-14-0.0196622j -4.55407e-14+0.00696663j 7.26958e-14-0.0309131j 1.55717e-13-0.0549815j 7.41979e-14-0.0263312j 1.43262e-14-0.00644619j -3.16505e-14+0.0109892j 3.78349e-14-0.0129632j 5.33878e-14-0.0183088j -7.83238e-14+0.0213733j 6.5659e-14-0.0299237j -1.68973e-14+0.00568702j -6.84562e-16+0.00158122j -1.23075e-14+0.00592236j -6.79236e-14+0.0244153j 8.78111e-14-0.0334004j 6.51066e-14-0.0247883j 3.8393e-15-0.00240481j -2.70863e-14+0.0100447j 1.14247e-14-0.00693094j 
7.50138e-14+0.0196088j 8.28883e-15+0.010438j -4.98781e-15-0.0218059j 8.11217e-15+0.0324129j -9.6391e-15-0.0392538j -1.48931e-15-0.00602285j 9.51812e-15+0.0276101j 9.00459e-15+0.0364965j -9.63119e-16-0.0279475j 1.3146e-14+0.0391697j 1.05839e-14+0.0364867j -1.74792e-15+0.00416815j 1.98161e-14+0.100585j -4.08298e-16-0.0193734j 1.48138e-14+0.0806746j -6.52237e-15-0.0140282j -7.3841e-15+0.0485188j 2.6678e-14+0.0698687j 1.4278e-14+0.0707953j -1.46271e-14-0.117776j -1.92535e-14+0.021264j -1.30234e-14-7.54844e-05j 9.73835e-15-0.0906691j 1.00997e-14+0.100563j 2.05763e-14+0.116105j 3.70133e-14+0.0483077j 1.74106e-14+0.150485j 4.63449e-14-0.159978j 4.31701e-14-0.0242182j 1.86143e-15+0.00780262j 2.73388e-14-0.0136215j -5.27463e-14-0.279212j -1.03755e-12+0.0891517j -2.36401e-14+0.389191j -1.9095e-13+0.546601j 1.81958e-12+0.216674j 1.52807e-15-0.145037j -2.41127e-13-0.0735381j 2.24726e-13-0.276224j 5.75268e-14-0.0718851j -9.75666e-15-0.789384j 2.28949e-13-0.351928j -1.02993e-13-0.346367j -8.92345e-14-0.453904j -8.95184e-14-0.391733j 2.42579e-14+0.14333j 9.12093e-14-0.102434j -1.36429e-14-0.0140561j -2.32117e-14+0.159688j -2.87772e-13-0.111725j -1.4895e-13-0.301512j -1.00567e-14+0.0921568j -6.55366e-14-0.20125j 3.53748e-14+0.0597372j -5.99487e-14-0.265579j -1.84537e-15-0.0452492j -8.14833e-13-0.086178j 1.90585e-14+0.0878691j 3.6951e-15+0.00035728j 2.33108e-14+0.0558812j 7.92718e-15-0.00529514j 1.73218e-14+0.0297702j 1.3992e-14+0.0725038j 4.15638e-15-0.0394707j 3.64021e-14+0.12746j 6.16211e-15+0.0330745j 6.27729e-15+0.0510908j 1.00556e-14+0.00153086j 1.87557e-15+0.0247071j -1.76018e-14-0.0507387j -1.11598e-14-0.0266144j -4.28685e-15-0.0190525j 8.87292e-15+0.0396796j 5.89033e-15+0.0270208j -3.41534e-15-0.00760636j 1.29614e-15+0.00426206j -3.16649e-14-0.0166808j 
6.65321e-14+0.0195962j 4.46476e-15-0.00451061j -8.44613e-16-0.0141348j 1.0655e-15-0.0114048j -5.54235e-16-0.00892846j -1.51333e-15+0.0318229j 4.54931e-15-0.0175063j 3.33121e-15-0.034065j -5.41182e-17+0.019228j -8.7217e-16-0.0354696j 7.57969e-15+0.0159339j -1.63656e-15-0.0157407j -5.55676e-16-0.100416j 1.19485e-15+0.0308754j 1.2064e-17-0.0201768j -4.99593e-15+0.00879054j -2.66559e-14+0.0653905j -8.52284e-15+0.0219004j 7.33761e-15+0.0355609j 7.00016e-15+0.051531j 4.81773e-14+0.147192j -2.88047e-15-0.0249118j -7.57901e-15+0.050959j -4.72713e-15-0.0338635j -8.81007e-15+0.0889317j 1.3483e-14+0.0236057j 3.24968e-14-0.173807j -6.68058e-14+0.136488j 1.50206e-14-0.0696473j -8.21007e-14-0.146371j 7.28255e-14+0.0951834j 6.21913e-14+0.0470172j -1.77589e-12+0.184656j -1.13637e-14-0.273124j -4.99177e-14+0.225453j 5.08696e-12+0.624467j 1.22297e-13+0.0274881j -3.65395e-14+0.105681j 1.95668e-13-0.0800968j -4.483e-13+0.375375j 3.38967e-14-0.261626j -2.8772e-13+0.363663j 2.98329e-15+0.363598j -2.028e-14-0.139593j -4.09588e-14+0.636227j -5.98637e-14+0.467948j -1.19507e-13+0.0347703j -3.03026e-14+0.149805j -1.872e-15-0.745945j -3.8852e-13-0.215906j -1.21397e-13-0.263016j -1.98732e-14+0.0329268j 1.83261e-14+0.202246j 6.80033e-14-0.195515j 1.95123e-14+0.0125592j 1.64713e-14+0.138729j -1.43624e-12-0.149742j -2.18051e-14-0.171551j -1.65783e-14-0.0629281j 3.67448e-15+0.0337938j -6.31301e-15+0.0193797j 1.40906e-14+0.065192j -5.53646e-15+0.0275485j 1.33731e-14+0.0011508j 1.2649e-15+0.0241209j 5.40702e-15-0.0337897j 1.2681e-14-0.0717279j 1.92929e-14+0.0286601j 3.25437e-16-0.0380694j -2.08435e-15-0.0230495j 3.88015e-17+0.0259612j 1.66941e-15+0.0215289j -7.33679e-16+0.0274945j 5.20302e-16+0.00235921j -2.3918e-15-0.0261976j -3.65359e-15+0.00590841j 4.69701e-14+0.0279067j 
2.19452e-14+0.00662187j 1.87434e-15-0.00610943j -1.10057e-15-0.0280633j 1.12221e-15+0.022748j -7.42262e-16-0.00166167j -2.81431e-16-0.0182471j -1.94225e-15+0.049902j 1.5092e-15+0.024515j -4.84299e-16-0.0333001j 1.41585e-14+0.0334971j 7.82466e-15+0.0596675j -1.0609e-15+0.000293612j -2.44154e-15+0.0171827j -5.22463e-15-0.0205345j 5.94064e-16+0.004782j 4.71158e-15-0.0455225j 2.52507e-15-0.0442392j 8.73904e-15+0.0481005j -3.3323e-15+0.0579275j 2.14091e-15-0.0982708j 6.12681e-15+0.0116227j 2.59127e-15-0.0732369j 1.26892e-14+0.0366381j 4.20451e-15+0.00177938j -9.24269e-15+0.0525635j -7.58123e-15-0.0496013j -1.35595e-14+0.104204j 7.02465e-15-0.0766835j 9.1699e-15+0.0271994j -1.0801e-13-0.223079j 3.16339e-14-0.0392593j -5.96223e-16-0.141399j -3.10214e-13+0.0243499j 9.36642e-16-0.0387443j -1.96925e-14+0.0579042j 7.56813e-13+0.0891323j 1.39516e-13+0.398971j -2.30532e-14-0.137924j -4.95604e-14-0.0103321j 4.19162e-13-0.323487j -6.44234e-15-0.210183j -3.81206e-13+0.450786j -1.12891e-13-0.838866j 3.46454e-14-0.309225j -2.05599e-15+0.285448j -3.87712e-14-0.0485981j -2.56587e-13+0.582943j -7.83737e-14+0.17094j -4.04206e-14-0.132904j 2.88403e-13+0.294019j 2.11045e-14-0.254347j -1.8624e-13-0.294829j -5.03306e-14-0.494184j -1.57799e-14+0.122865j -1.67495e-14-0.186443j -1.83716e-14+0.0499428j -1.88785e-12-0.201753j -7.29093e-15+0.110529j 1.37213e-15+0.0145392j 1.47863e-14+0.0395087j 6.07141e-15-0.0902606j 6.85867e-15+0.0343143j -1.2955e-14-0.0228217j 4.18315e-15+0.0320079j -5.60678e-15+0.0821865j -1.1935e-14+0.0483732j -3.81188e-15+0.0447791j -2.72115e-14-0.048103j -6.49946e-15-0.014065j -9.89086e-16-0.0417841j 3.81759e-15-0.038373j -2.40918e-15-0.0185982j 1.91616e-15+0.00671051j -6.96658e-16+0.0281776j -3.32414e-15-0.00650764j 6.23847e-16-0.0116912j 1.76176e-15+0.000357425j 
-5.33149e-14-0.0154844j 1.193e-15+0.00939322j 2.9612e-15+0.0256538j 3.38006e-15+0.010577j -6.22082e-15-0.0123656j 1.69815e-15+0.0213281j 7.17376e-16+0.00415827j 3.05018e-15-0.000880321j -7.27964e-16-0.00276111j 7.44851e-15+0.00796263j 7.76329e-15+0.00737203j 6.40742e-15+0.0443046j -2.21112e-15-0.0276296j 7.36061e-16-0.0196276j -3.68719e-15-0.0451821j 2.89866e-15+0.0248423j 6.32978e-15-0.0402901j -4.36647e-15-0.0022579j 7.45118e-15-0.0348812j 6.73505e-15+0.0278796j -6.61499e-15-0.00882189j -5.63021e-15+0.0104591j 2.74052e-15+0.00744719j -3.56622e-15-0.0303307j -3.29299e-15-0.0434932j -2.93827e-14+0.00253078j 2.98876e-14+0.0575957j 2.23458e-14-0.0976654j 1.80333e-14-0.0283532j -1.57526e-13-0.196504j 4.59595e-14+0.0797667j -1.3872e-14+0.122597j 1.04572e-12-0.103355j -4.64545e-15-0.0209745j 4.10589e-14-0.0755127j 8.85177e-13+0.105154j -5.0123e-15+0.0573703j 3.32933e-13-0.213918j -8.55429e-13+0.565992j 2.19533e-14-0.036335j -4.64044e-14+0.161583j -2.71257e-14+0.0095367j 3.7214e-15+0.00692938j 1.88105e-15-0.0868458j 5.39019e-14+0.222379j 3.56783e-14-0.594185j 3.98391e-14-0.162113j 3.63254e-14+0.534354j 1.63616e-14+0.0812832j -8.4458e-13-0.602007j -2.25492e-13-0.004306j -3.48936e-13-0.856018j -9.65868e-14-0.0561473j -2.39083e-14-0.133847j -3.74521e-14+0.0655844j -9.15783e-15-0.0858057j 4.15498e-13+0.0437404j -1.59526e-14+0.002282j 2.28631e-14+0.0944019j 1.21772e-14+0.0359732j 5.70451e-15+0.0633993j 9.90859e-15-0.00523632j -7.05424e-15-0.088692j 6.60265e-15+0.0313631j -4.51552e-15-0.0654504j -7.29916e-15-0.0315549j 8.42924e-15+0.0305142j -2.52714e-14-0.0280018j 1.88714e-15+0.00172778j 5.53729e-17+0.0317693j 5.96691e-15+0.0357469j -5.05226e-15-0.0141122j 4.72187e-15+0.017989j 7.89184e-16+0.00345146j -7.04847e-16+0.00761081j -1.23592e-17-0.00568771j -9.71113e-15-0.00472746j 
