0.038166+5.06672e-14j 0.0694875+2.59678e-14j -0.0705848+4.60061e-16j 0.213623-1.70816e-16j 0.0899743+8.1799e-16j -0.175608-4.28801e-15j 0.165095+2.71862e-15j 0.406243-9.63494e-14j 0.265296+2.87379e-14j 0.0332557-2.21865e-14j 0.186415-7.26776e-15j -0.0989029+5.90277e-16j 0.0403127-7.50534e-15j -0.184143+1.54196e-14j 0.382717-8.44327e-15j -0.14771-1.31485e-14j 0.00362404-2.72248e-15j -0.106107+2.29698e-16j 0.0818664+1.55216e-14j 0.171023+6.92099e-17j 0.0267717-3.59258e-15j -0.259744-8.45186e-14j -0.276446-1.45171e-14j 0.0648002-2.6955e-14j 0.269649-3.98842e-15j 0.212461+8.90821e-15j 0.151662+4.68019e-15j -0.0700434+2.4656e-15j 0.140833-2.5444e-14j -0.0505858+3.70916e-13j 0.0233468+1.81514e-13j 0.137035+5.99406e-15j -0.0417959+2.47974e-14j 0.0197943+1.84217e-15j -0.0270895-5.99879e-17j 0.0257354-3.61324e-16j -0.016425+2.51963e-16j 0.024588-2.24897e-16j -0.0107269+1.70936e-16j -0.00460907-4.34152e-17j -0.00473969+1.10516e-16j 0.00644385-2.59169e-16j -0.00232031-8.77444e-15j 0.00169366-9.28649e-17j 0.000139396-3.24933e-17j -0.000352926-2.30696e-16j 0.000981582-2.3182e-16j 0.00106524-5.15287e-17j -0.00132594-5.44112e-17j -0.000644912-1.50493e-16j 0.000638555+8.48977e-16j -0.00564697-2.75023e-16j 0.000872553+1.44634e-17j -0.000321634-5.48869e-17j -0.00307756+3.42631e-16j 0.00134288-5.65179e-16j 0.00128316-6.50117e-16j -0.000989403-3.43724e-16j -0.0024372-1.1799e-16j -0.00130387-3.3118e-17j -0.0013934-2.18966e-16j -0.00737259-1.00137e-16j -0.00125042+9.28353e-17j 0.0143213+4.96343e-17j -0.0265258-5.81224e-16j -0.0184368-1.72836e-16j -0.0192882-3.965e-18j -0.00613935-1.78388e-16j 0.0302373+5.39945e-16j 0.0148905+5.48075e-16j -0.0183304+1.04003e-14j 0.0134049-3.09215e-14j 
-3.14444e-18-9.69997e-20j -2.67931e-18-2.28491e-19j 1.31788e-17+5.39466e-20j -3.98868e-17-1.63241e-19j -2.00383e-17-1.35794e-20j 3.71109e-17+6.05606e-20j -3.60216e-17-3.76388e-20j -9.37461e-17-5.5832e-21j -6.05188e-17-1.56019e-20j -9.97817e-18+3.87945e-20j -4.39838e-17+1.38964e-20j 2.44058e-17-2.56036e-20j -8.25595e-18-1.8387e-20j 4.27088e-17-1.13668e-21j -8.81316e-17-8.41888e-21j 3.519e-17-1.67769e-20j -1.52636e-18+1.17064e-20j 2.7172e-17-4.43078e-20j -1.81715e-17-1.33956e-20j -4.10588e-17+2.47864e-20j -7.38899e-18+2.02642e-20j 6.14934e-17-2.2904e-20j 6.58629e-17-3.14521e-20j -1.88366e-17+6.52637e-20j -6.60459e-17+6.13867e-20j -5.03306e-17+1.92682e-20j -3.32093e-17-3.25599e-20j 2.18776e-17-9.63857e-20j -2.83236e-17-7.30709e-20j 1.52044e-17-5.94609e-20j -5.05963e-18-5.90824e-21j -5.08278e-17+3.25301e-19j 2.8485e-17-3.20392e-19j -5.91202e-18+2.26286e-20j 1.78672e-17-1.97521e-19j -2.79454e-17+3.74559e-19j 1.12929e-17-1.27592e-19j -2.92236e-18-4.72161e-20j 1.90225e-17-2.81756e-19j -8.95426e-18+1.70732e-19j 3.21966e-18-3.61527e-20j 2.59398e-17-4.67341e-19j 1.0656e-18-9.00003e-21j 2.34456e-17-4.06111e-19j -3.44238e-18+5.80958e-20j -6.22495e-18+1.07443e-19j -1.01355e-18+1.33947e-20j -5.2045e-18+8.44634e-20j -7.78547e-18+1.37867e-19j 8.58587e-18-1.43728e-19j 1.20344e-17-2.07541e-19j -3.54167e-17+6.2565e-19j 1.11826e-17-1.93954e-19j -9.2649e-18+1.59109e-19j -6.53196e-18+1.23422e-19j 5.07416e-18-9.17431e-20j 5.66043e-18-1.01496e-19j -7.04357e-19+1.5903e-20j -2.41966e-17+4.21837e-19j -5.46536e-18+9.82539e-20j 1.94888e-17-3.26521e-19j -5.9498e-18+1.30449e-19j 1.30596e-17-2.17556e-19j 1.12641e-17-2.48399e-19j 5.73249e-19+9.48813e-20j -1.12441e-17+2.64294e-19j -1.60643e-17+3.49772e-19j -1.90568e-18+5.66864e-20j 1.4843e-17-3.72161e-19j 7.5677e-18-1.87671e-19j -1.26806e-17+2.88347e-19j 7.07776e-18-1.73464e-19j 
5.62885e-05+6.95346e-17j 0.000118145+1.58766e-17j -6.62326e-05+6.34052e-18j 0.000200443-1.80625e-17j 6.77676e-05-9.59915e-19j -0.000142547+3.25908e-18j 0.000128188-1.96756e-18j 0.000289155-6.91653e-17j 0.000192441+1.99315e-17j 1.18219e-05-1.22066e-17j 0.000127718-3.32345e-18j -6.22576e-05-2.63424e-18j 3.40769e-05-7.42427e-18j -0.000129962+1.0696e-17j 0.000273363-7.14757e-18j -9.94594e-05-1.138e-17j -9.69312e-07+1.53993e-19j -6.17094e-05-4.84896e-18j 6.19747e-05+8.90591e-18j 0.000113539+3.09883e-18j 1.28273e-05-2.30032e-20j -0.000176888-6.02228e-17j -0.000186127-1.31571e-17j 2.61535e-05-8.21878e-18j 0.000172281+5.44732e-18j 0.000144527+8.29041e-18j 0.00011715+8.6055e-19j -2.0469e-05-7.78236e-18j 0.000121715-1.9293e-17j -1.78467e-05+1.54661e-16j 1.83044e-05+1.09228e-16j -1.22774e-06+4.1126e-17j 6.71402e-05-7.57221e-17j 7.17617e-06-3.44128e-19j 4.0456e-05-2.16786e-17j -9.48564e-05+4.4292e-17j 2.68931e-05-1.50779e-17j 3.16522e-05-4.99499e-18j 7.74624e-05-2.97878e-17j -5.47999e-05+1.90886e-17j 7.55941e-06-1.31387e-18j 0.000145635-5.49844e-17j 1.0749e-06+2.89365e-18j 0.00012379-5.01565e-17j -1.74386e-05+9.47897e-18j -3.26833e-05+8.65454e-18j -3.34885e-06-2.89643e-18j -2.4743e-05+1.14346e-17j -4.2556e-05+8.00449e-18j 4.29305e-05-2.26227e-17j 6.3102e-05+5.44422e-18j -0.00019286+5.39002e-17j 5.91658e-05-2.35373e-17j -4.82576e-05+2.52499e-17j -3.9435e-05+2.09111e-17j 2.86446e-05-1.16172e-17j 3.15463e-05-1.58027e-17j -5.50074e-06-1.0431e-18j -0.000129064+4.66057e-17j -3.05824e-05+1.71684e-17j 9.75804e-05-3.45665e-17j -4.45954e-05+1.36644e-17j 6.47884e-05-2.42135e-17j 8.51178e-05-2.78753e-17j -4.7412e-05+9.18021e-18j -9.28284e-05+2.876e-17j -0.000119234+3.8607e-17j -2.14562e-05+5.5523e-18j 0.00013374-3.85471e-17j 6.71888e-05-1.8146e-17j -0.000100014+8.25776e-17j 6.18488e-05-1.70076e-16j 
1.16558e-17+1.2958e-18j 1.39515e-17+3.05236e-18j -3.91322e-17-7.20661e-19j 1.18436e-16+2.1807e-18j 5.76137e-17+1.81404e-19j -1.07677e-16-8.09016e-19j 1.03933e-16+5.02809e-19j 2.6794e-16+7.45847e-20j 1.73302e-16+2.08422e-19j 2.74334e-17-5.18247e-19j 1.25257e-16-1.85639e-19j -6.90096e-17+3.42033e-19j 2.40899e-17+2.45628e-19j -1.21967e-16+1.51846e-20j 2.5198e-16+1.12466e-19j -1.00058e-16+2.24118e-19j 4.03738e-18-1.56383e-19j -7.63956e-17+5.91898e-19j 5.22762e-17+1.78948e-19j 1.16601e-16-3.31116e-19j 2.05481e-17-2.70705e-19j -1.75025e-16+3.0597e-19j -1.8727e-16+4.20161e-19j 5.2008e-17-8.71843e-19j 1.86968e-16-8.20051e-19j 1.43238e-16-2.574e-19j 9.57599e-17+4.34961e-19j -5.98367e-17+1.28759e-18j 8.29204e-17+9.76139e-19j -4.17924e-17+7.94325e-19j 1.46157e-17+7.89268e-20j 1.36223e-16-4.34563e-18j -7.25364e-17+4.28005e-18j 1.6264e-17-3.02291e-19j -4.55932e-17+2.63864e-18j 6.95019e-17-5.00366e-18j -2.87413e-17+1.70447e-18j 9.64918e-18+6.30749e-19j -4.65716e-17+3.76392e-18j 2.08719e-17-2.28077e-18j -8.20047e-18+4.82956e-19j -6.12153e-17+6.24311e-18j -2.79581e-18+1.20229e-19j -5.57786e-17+5.42514e-18j 8.23183e-18-7.76089e-19j 1.48201e-17-1.43531e-18j 2.52599e-18-1.78937e-19j 1.25385e-17-1.12833e-18j 1.84391e-17-1.84174e-18j -2.05639e-17+1.92003e-18j -2.86556e-17+2.7725e-18j 8.39226e-17-8.35792e-18j -2.65971e-17+2.59098e-18j 2.20796e-17-2.12551e-18j 1.52566e-17-1.64877e-18j -1.19656e-17+1.22558e-18j -1.33715e-17+1.35586e-18j 1.57365e-18-2.12445e-19j 5.74901e-17-5.63523e-18j 1.29036e-17-1.31255e-18j -4.66696e-17+4.36193e-18j 1.34e-17-1.74264e-18j -3.13083e-17+2.90628e-18j -2.53291e-17+3.3183e-18j -4.25276e-18-1.2675e-18j 2.48339e-17-3.53065e-18j 3.62467e-17-4.67253e-18j 3.8811e-18-7.57261e-19j -3.21409e-17+4.97162e-18j -1.64443e-17+2.50706e-18j 2.82742e-17-3.85196e-18j -1.54363e-17+2.31726e-18j 
-4.30057e-05-5.97178e-17j -6.15128e-05-4.63703e-17j 0.000120119+3.91586e-18j -0.000363545-1.39515e-17j -0.000170968-2.83212e-18j 0.000322671+1.3268e-17j -0.000309595-8.32913e-18j -0.000789969+1.86899e-16j -0.000512018-5.59716e-17j -7.73663e-05+4.58107e-17j -0.000367821+1.5694e-17j 0.000201046-3.64584e-18j -7.26218e-05+1.29201e-17j 0.000359266-3.02494e-17j -0.000743198+1.54541e-17j 0.000293317+2.39101e-17j -1.08505e-05+7.18132e-18j 0.000221139-4.47669e-18j -0.000155225-3.20728e-17j -0.000341346+2.38301e-18j -5.87342e-05+9.08816e-18j 0.000513655+1.64977e-16j 0.000548974+2.61555e-17j -0.00014741+6.2193e-17j -0.00054541+1.4777e-17j -0.000420323-1.58166e-17j -0.000285059-1.07628e-17j 0.000167698-1.20967e-17j -0.000250846+5.04233e-17j 0.000117829-8.36662e-16j -4.3592e-05-3.74189e-16j -0.000372323+1.79951e-17j 0.000185112-1.38585e-16j -4.59001e-05-6.04154e-18j 0.000116698-1.70888e-17j -0.000171333+3.71028e-17j 7.32901e-05-1.29771e-17j -3.26474e-05-3.31436e-18j 0.000112058-2.38537e-17j -4.62506e-05+1.54044e-17j 2.09336e-05-6.1243e-19j 0.000138632-4.40721e-17j 7.43395e-06+2.71294e-17j 0.000128081-4.12026e-17j -1.90664e-05+8.48721e-18j -3.40712e-05+6.64585e-18j -6.24648e-06-2.88213e-18j -2.94011e-05+9.83611e-18j -4.20175e-05+4.55054e-18j 4.77547e-05-1.94847e-17j 6.58976e-05+9.82127e-18j -0.000191399+3.95622e-17j 6.10457e-05-1.93904e-17j -5.0847e-05+2.23904e-17j -3.39304e-05+1.77451e-17j 2.70627e-05-8.14163e-18j 3.03342e-05-1.21019e-17j -3.21646e-06-6.68907e-19j -0.000131719+3.74919e-17j -2.92451e-05+1.55135e-17j 0.000108349-2.65637e-17j -2.78325e-05+1.09647e-17j 7.28191e-05-1.96125e-17j 5.24476e-05-2.24859e-17j 2.10039e-05+8.53864e-18j -4.95687e-05+2.32862e-17j -7.55624e-05+3.07934e-17j -6.37305e-06+4.71668e-18j 6.14656e-05-3.15022e-17j 3.16921e-05-1.52475e-17j -5.75575e-05+5.16086e-17j 2.99911e-05-9.33008e-17j 
-5.96858e-05-8.47077e-17j -0.000123065-4.41295e-17j 7.55766e-05-2.26944e-19j -0.000228723-6.00481e-19j -8.10249e-05-7.22011e-19j 0.000167591+4.29255e-18j -0.000152203-2.7323e-18j -0.000350373+8.30474e-17j -0.000232127-2.5952e-17j -1.7791e-05+1.99365e-17j -0.00015621+6.03564e-18j 7.78194e-05-4.05388e-19j -3.97166e-05+6.44526e-18j 0.000157801-1.31622e-17j -0.000330958+7.43888e-18j 0.000122177+1.14263e-17j 1.36348e-07+1.66156e-18j 7.88155e-05-2.69809e-19j -7.40119e-05-1.28326e-17j -0.000139973-2.45274e-19j -1.7365e-05+2.90915e-18j 0.000216676+7.05351e-17j 0.000228645+1.1795e-17j -3.75325e-05+2.00591e-17j -0.000214503+2.30603e-18j -0.000177085-7.44045e-18j -0.00013926-5.20392e-18j 3.33993e-05-3.53861e-18j -0.000141202+1.53152e-17j 2.69373e-05-2.25673e-16j -2.16863e-05-1.38819e-16j -2.74057e-05-4.69748e-18j -5.30103e-05+3.0604e-17j -1.07178e-05+2.32236e-18j -3.15452e-05-9.19791e-19j 8.18305e-05-1.08238e-18j -2.12993e-05+3.32721e-19j -3.42136e-05-3.48042e-19j -6.89676e-05-2.40951e-18j 5.13302e-05+4.92973e-19j -5.96147e-06-2.63315e-18j -0.000135205+1.24176e-18j -5.04869e-07-1.78312e-18j -0.000114137+3.23558e-18j 1.6e-05-2.57099e-18j 3.0115e-05+3.43924e-18j 2.87377e-06+4.1251e-18j 2.25212e-05-1.58013e-18j 3.93923e-05+7.21292e-18j -3.93262e-05+5.64751e-18j -5.81344e-05-2.70978e-17j 0.000178447+1.65837e-17j -5.45652e-05+1.14989e-18j 4.4424e-05-6.39522e-18j 3.68883e-05-6.25854e-18j -2.66089e-05+1.10759e-18j -2.92636e-05+3.9426e-18j 5.26214e-06+2.70975e-18j 0.000119139+1.73281e-18j 2.83819e-05-5.39794e-18j -8.94029e-05-2.66329e-18j 4.2526e-05+1.23665e-18j -5.92912e-05-7.37354e-19j -8.12199e-05-6.19567e-19j 4.91031e-05+1.70251e-18j 8.91642e-05+1.51065e-18j 0.000113613+1.45106e-18j 2.10003e-05+9.19834e-19j -0.000129226-3.98205e-18j -6.48586e-05-3.25329e-18j 9.57466e-05-4.76185e-17j -5.96409e-05+1.44449e-16j 
9.83853e-18-5.63676e-18j 1.93865e-17-1.32779e-17j -1.46321e-17+3.1349e-18j 4.4283e-17-9.4861e-18j 1.7084e-17-7.89113e-19j -3.43112e-17+3.51924e-18j 3.17089e-17-2.18723e-18j 7.55529e-17-3.24446e-19j 4.96791e-17-9.06643e-19j 5.06991e-18+2.25439e-18j 3.42018e-17+8.07538e-19j -1.7628e-17-1.48785e-18j 8.00389e-18-1.06849e-18j -3.41427e-17-6.60535e-20j 7.12672e-17-4.8923e-19j -2.69368e-17-9.74922e-19j 3.40056e-19+6.80272e-19j -1.84337e-17-2.57478e-18j 1.5574e-17-7.78431e-19j 3.10359e-17+1.44036e-18j 4.39292e-18+1.17758e-18j -4.7555e-17-1.33098e-18j -5.0412e-17-1.82771e-18j 1.01724e-17+3.79254e-18j 4.83002e-17+3.56725e-18j 3.88831e-17+1.1197e-18j 2.90718e-17-1.89209e-18j -1.02614e-17-5.60108e-18j 2.82126e-17-4.24623e-18j -7.69915e-18-3.45534e-18j 4.50074e-18-3.43334e-19j 1.61919e-17+1.89036e-17j 1.34406e-18-1.86183e-17j 3.03083e-18+1.31497e-18j 5.83181e-19-1.14782e-17j -5.86336e-18+2.17661e-17j 5.76023e-19-7.4145e-18j 5.90446e-18-2.74378e-18j 6.01264e-18-1.63732e-17j -5.70512e-18+9.92141e-18j 1.47303e-19-2.10088e-18j 1.4471e-17-2.71577e-17j -1.74974e-19-5.23002e-19j 1.18501e-17-2.35995e-17j -1.62437e-18+3.37601e-18j -3.11747e-18+6.24363e-18j -1.98314e-19+7.78383e-19j -2.20153e-18+4.90826e-18j -4.16228e-18+8.01162e-18j 3.96298e-18-8.35219e-18j 6.01384e-18-1.20605e-17j -1.88199e-17+3.63572e-17j 5.67129e-18-1.12709e-17j -4.57928e-18+9.24602e-18j -4.07704e-18+7.17221e-18j 2.85524e-18-5.33129e-18j 3.12118e-18-5.89802e-18j -6.35356e-19+9.24142e-19j -1.24348e-17+2.45134e-17j -3.03294e-18+5.70964e-18j 9.01642e-18-1.89745e-17j -5.07374e-18+7.58053e-18j 5.94773e-18-1.26424e-17j 9.71378e-18-1.44347e-17j -7.61805e-18+5.51365e-18j -1.09291e-17+1.53584e-17j -1.35151e-17+2.03256e-17j -2.7496e-18+3.29411e-18j 1.61831e-17-2.16267e-17j 8.09441e-18-1.09058e-17j -1.15926e-17+1.67562e-17j 7.41514e-18-1.00802e-17j 
8.64626e-05+1.22582e-16j 0.000193916+5.3448e-17j -7.16688e-05+3.17066e-18j 0.000216885-8.40615e-18j 5.25391e-05-4.09446e-19j -0.000126499+1.94358e-19j 0.000105353-4.84624e-20j 0.000198021-4.7185e-17j 0.000137726+1.59881e-17j -1.13985e-05-1.04175e-17j 7.92901e-05-2.08312e-18j -2.92444e-05-1.57791e-18j 3.21936e-05-4.73877e-18j -8.71799e-05+7.0984e-18j 0.000188775-5.04015e-18j -5.87718e-05-7.67772e-18j -6.50259e-06+1.14601e-18j -1.95302e-05-2.47986e-18j 4.8536e-05+5.32224e-18j 6.42766e-05+2.05577e-18j -1.46258e-06-2.69535e-21j -0.000107989-3.66502e-17j -0.000109957-7.20582e-18j -1.49452e-05-9.70216e-19j 8.56537e-05+4.7729e-18j 8.7956e-05+4.93338e-18j 9.53628e-05+3.20248e-18j 3.43308e-05-1.25204e-18j 0.000118683-1.70749e-19j 1.7655e-05-6.17982e-17j 1.53103e-05+4.31586e-17j -0.000163339+2.2088e-17j 0.000205389-1.39766e-16j -6.4593e-06-7.60036e-18j 0.00012599-9.93088e-18j -0.000251163+2.68045e-17j 8.18983e-05-9.25854e-18j 4.49585e-05-1.69128e-18j 0.000193057-1.18197e-17j -0.000122292+9.51157e-18j 2.31647e-05+4.22417e-18j 0.000331798-3.19623e-17j 5.22186e-06+1.88639e-17j 0.00028646-3.34662e-17j -4.07969e-05+1.02093e-17j -7.5742e-05-1.6008e-18j -8.95264e-06-9.2248e-18j -5.89011e-05+9.38044e-18j -9.76069e-05-9.56205e-18j 0.000100788-2.30579e-17j 0.000146286+5.42587e-17j -0.000442769-2.40796e-18j 0.00013684-1.50807e-17j -0.000112068+2.62651e-17j -8.82834e-05+2.30093e-17j 6.5172e-05-7.59051e-18j 7.20032e-05-1.52434e-17j -1.16586e-05-5.28976e-18j -0.000297877+2.2214e-17j -6.97329e-05+1.98905e-17j 0.000229003-1.33162e-17j -9.52778e-05+5.20109e-18j 0.000152428-1.19072e-17j 0.000181562-1.4063e-17j -7.94111e-05+2.61099e-18j -0.000194709+1.30085e-17j -0.000255239+1.82234e-17j -4.28054e-05+1.51976e-18j 0.000276218-1.41194e-17j 0.000139119-4.43192e-18j -0.000211576+1.21094e-16j 0.000128416-3.24504e-16j 
-1.54416e-17+6.0997e-18j -3.32267e-17+1.43683e-17j 1.61967e-17-3.39236e-18j -4.90162e-17+1.02652e-17j -1.5208e-17+8.53921e-19j 3.30382e-17-3.80827e-18j -2.91588e-17+2.36687e-18j -6.31742e-17+3.51092e-19j -4.24338e-17+9.81105e-19j -1.30378e-18-2.43954e-18j -2.73673e-17-8.7386e-19j 1.27234e-17+1.61005e-18j -8.02619e-18+1.15624e-18j 2.82744e-17+7.14784e-20j -5.98269e-17+5.2941e-19j 2.11169e-17+1.05499e-18j 5.94862e-19-7.36142e-19j 1.19908e-17+2.78624e-18j -1.394e-17+8.42362e-19j -2.39215e-17-1.55866e-18j -2.13018e-18-1.27429e-18j 3.77837e-17+1.44029e-18j 3.95161e-17+1.97782e-18j -3.55828e-18-4.10402e-18j -3.55186e-17-3.86022e-18j -3.08531e-17-1.21166e-18j -2.65878e-17+2.04749e-18j 1.29985e-18+6.06109e-18j -2.89102e-17+4.59497e-18j 1.93887e-18+3.73912e-18j -4.18119e-18+3.71532e-19j 1.09299e-17-2.04561e-17j -2.51277e-17+2.01474e-17j -8.21601e-19-1.42297e-18j -1.52873e-17+1.24208e-17j 3.2941e-17-2.35537e-17j -1.00406e-17+8.02345e-18j -8.4429e-18+2.96912e-18j -2.611e-17+1.77179e-17j 1.7534e-17-1.07362e-17j -2.83176e-18+2.27342e-18j -4.70441e-17+2.93882e-17j -5.29156e-19+5.65955e-19j -4.02783e-17+2.55377e-17j 5.70314e-18-3.65328e-18j 1.06416e-17-6.75641e-18j 1.16857e-18-8.42311e-19j 8.15862e-18-5.31137e-18j 1.37895e-17-8.66961e-18j -1.40632e-17+9.03815e-18j -2.05491e-17+1.3051e-17j 6.25206e-17-3.93432e-17j -1.92462e-17+1.21965e-17j 1.57279e-17-1.00054e-17j 1.26362e-17-7.76125e-18j -9.24717e-18+5.76915e-18j -1.01989e-17+6.38242e-18j 1.71957e-18-1.00004e-18j 4.19425e-17-2.65267e-17j 9.88271e-18-6.17857e-18j -3.19599e-17+2.05329e-17j 1.39906e-17-8.20311e-18j -2.12447e-17+1.36807e-17j -2.66843e-17+1.56202e-17j 1.34384e-17-5.96648e-18j 2.88851e-17-1.66198e-17j 3.74391e-17-2.19949e-17j 6.53215e-18-3.56465e-18j -4.13331e-17+2.34029e-17j -2.07881e-17+1.18014e-17j 3.12387e-17-1.81323e-17j -1.91591e-17+1.0908e-17j 
-7.36304e-05-2.7537e-16j -0.000176389-4.40952e-16j 3.38254e-05+9.03976e-17j -0.000102349-2.74065e-16j 1.90763e-06-2.25533e-17j 2.40628e-05+1.02028e-16j -6.87913e-06-6.34575e-17j 5.40808e-05-2.22742e-17j 2.55629e-05-2.55855e-17j 3.64513e-05+6.40068e-17j 3.82443e-05+2.14903e-17j -3.51646e-05-4.2254e-17j -9.18281e-06-3.17009e-17j -2.75061e-05+5.61857e-19j 4.83715e-05-1.46828e-17j -3.50078e-05-2.94355e-17j 1.0074e-05+1.71136e-17j -5.14646e-05-7.39659e-17j 8.87318e-07-1.86114e-17j 4.49074e-05+4.07401e-17j 2.03971e-05+3.27109e-17j -5.61774e-05-5.63317e-17j -6.55623e-05-5.6443e-17j 6.25998e-05+9.57187e-17j 8.90039e-05+9.8362e-17j 4.63863e-05+3.39865e-17j -4.67414e-06-5.70314e-17j -8.8748e-05-1.64334e-16j -3.9289e-05-1.44565e-16j -5.58138e-05+2.27437e-16j -1.45054e-06+6.64628e-17j 0.000285183+5.43909e-16j -0.000267431-3.77372e-16j 2.13191e-05+4.9429e-17j -0.000165062-3.31795e-16j 0.000309306+6.19605e-16j -0.000106469-2.10827e-16j -3.49732e-05-8.02524e-17j -0.000231425-4.75835e-16j 0.00013863+2.85652e-16j -3.018e-05-6.76525e-17j -0.00038036-7.75302e-16j -7.67776e-06-4.3651e-17j -0.000331089-6.67028e-16j 4.74187e-05+8.91001e-17j 8.76085e-05+1.88421e-16j 1.107e-05+3.38169e-17j 6.90649e-05+1.35873e-16j 0.00011229+2.50653e-16j -0.000117356-2.23145e-16j -0.000169235-4.2303e-16j 0.000509634+1.08992e-15j -0.000158115-3.1957e-16j 0.000129766+2.46013e-16j 0.000100252+1.88046e-16j -7.46566e-05-1.51031e-16j -8.2622e-05-1.59162e-16j 1.2832e-05+3.35335e-17j 0.000343812+7.07263e-16j 7.99742e-05+1.47661e-16j -0.0002666-5.5217e-16j 0.000105365+2.20605e-16j -0.000177678-3.64215e-16j -0.000200594-4.15347e-16j 7.35821e-05+1.6146e-16j 0.000212969+4.44109e-16j 0.000282584+5.86729e-16j 4.53626e-05+9.66281e-17j -0.000299271-6.30025e-16j -0.000150966-3.20631e-16j 0.000232608+3.67925e-16j -0.000139589+5.33381e-17j 
3.33913e-17-8.2365e-18j 6.89276e-17-1.94018e-17j -4.20908e-17+4.58075e-18j 1.27382e-16-1.38612e-17j 4.50027e-17-1.15306e-18j -9.31728e-17+5.14236e-18j 8.45699e-17-3.19602e-18j 1.94456e-16-4.74085e-19j 1.28863e-16-1.3248e-18j 9.76585e-18+3.29414e-18j 8.66512e-17+1.17998e-18j -4.31154e-17-2.17407e-18j 2.20918e-17-1.56129e-18j -8.7569e-17-9.65182e-20j 1.8369e-16-7.1487e-19j -6.77563e-17-1.42457e-18j -1.08054e-19+9.94023e-19j -4.36165e-17-3.7623e-18j 4.11103e-17-1.13745e-18j 7.76099e-17+2.10468e-18j 9.58073e-18+1.72069e-18j -1.20182e-16-1.94484e-18j -1.26801e-16-2.67068e-18j 2.06483e-17+5.54172e-18j 1.1887e-16+5.21251e-18j 9.82206e-17+1.63612e-18j 7.73732e-17-2.76475e-18j -1.82684e-17-8.18437e-18j 7.85628e-17-6.20465e-18j -1.47845e-17-5.04898e-18j 1.20512e-17-5.01684e-19j 1.43089e-17+2.76222e-17j 3.03047e-17-2.72054e-17j 5.88528e-18+1.92146e-18j 1.80526e-17-1.6772e-17j -4.64485e-17+3.18049e-17j 1.21731e-17-1.08342e-17j 1.91176e-17-4.00925e-18j 3.90534e-17-2.39247e-17j -2.89583e-17+1.44973e-17j 3.40836e-18-3.06983e-18j 7.63258e-17-3.96832e-17j 3.05079e-19-7.64217e-19j 6.44644e-17-3.44839e-17j -9.04002e-18+4.93307e-18j -1.70097e-17+9.12327e-18j -1.63187e-18+1.13738e-18j -1.27319e-17+7.17202e-18j -2.22424e-17+1.17067e-17j 2.22219e-17-1.22043e-17j 3.28362e-17-1.76229e-17j -1.00761e-16+5.31257e-17j 3.08178e-17-1.64691e-17j -2.50935e-17+1.35104e-17j -2.08128e-17+1.04801e-17j 1.50205e-17-7.79016e-18j 1.65208e-17-8.61826e-18j -2.96425e-18+1.35037e-18j -6.72838e-17+3.58193e-17j -1.60225e-17+8.343e-18j 5.05179e-17-2.77258e-17j -2.39609e-17+1.10768e-17j 3.35058e-17-1.84733e-17j 4.57605e-17-2.10922e-17j -2.75125e-17+8.05662e-18j -5.02133e-17+2.24419e-17j -6.40175e-17+2.97001e-17j -1.1811e-17+4.8134e-18j 7.27443e-17-3.16012e-17j 3.65128e-17-1.59357e-17j -5.39328e-17+2.44843e-17j 3.35779e-17-1.47293e-17j 
