0.038166+5.06672e-14j 0.0694875+2.59678e-14j -0.0705848+4.60061e-16j 0.213623-1.70816e-16j 0.0899743+8.1799e-16j -0.175608-4.28801e-15j 0.165095+2.71862e-15j 0.406243-9.63494e-14j 0.265296+2.87379e-14j 0.0332557-2.21865e-14j 0.186415-7.26776e-15j -0.0989029+5.90277e-16j 0.0403127-7.50534e-15j -0.184143+1.54196e-14j 0.382717-8.44327e-15j -0.14771-1.31485e-14j 0.00362404-2.72248e-15j -0.106107+2.29698e-16j 0.0818664+1.55216e-14j 0.171023+6.92099e-17j 0.0267717-3.59258e-15j -0.259744-8.45186e-14j -0.276446-1.45171e-14j 0.0648002-2.6955e-14j 0.269649-3.98842e-15j 0.212461+8.90821e-15j 0.151662+4.68019e-15j -0.0700434+2.4656e-15j 0.140833-2.5444e-14j -0.0505858+3.70916e-13j 0.0233468+1.81514e-13j 0.137035+5.99406e-15j -0.0417959+2.47974e-14j 0.0197943+1.84217e-15j -0.0270895-5.99879e-17j 0.0257354-3.61324e-16j -0.016425+2.51963e-16j 0.024588-2.24897e-16j -0.0107269+1.70936e-16j -0.00460907-4.34152e-17j -0.00473969+1.10516e-16j 0.00644385-2.59169e-16j -0.00232031-8.77444e-15j 0.00169366-9.28649e-17j 0.000139396-3.24933e-17j -0.000352926-2.30696e-16j 0.000981582-2.3182e-16j 0.00106524-5.15287e-17j -0.00132594-5.44112e-17j -0.000644912-1.50493e-16j 0.000638555+8.48977e-16j -0.00564697-2.75023e-16j 0.000872553+1.44634e-17j -0.000321634-5.48869e-17j -0.00307756+3.42631e-16j 0.00134288-5.65179e-16j 0.00128316-6.50117e-16j -0.000989403-3.43724e-16j -0.0024372-1.1799e-16j -0.00130387-3.3118e-17j -0.0013934-2.18966e-16j -0.00737259-1.00137e-16j -0.00125042+9.28353e-17j 0.0143213+4.96343e-17j -0.0265258-5.81224e-16j -0.0184368-1.72836e-16j -0.0192882-3.965e-18j -0.00613935-1.78388e-16j 0.0302373+5.39945e-16j 0.0148905+5.48075e-16j -0.0183304+1.04003e-14j 0.0134049-3.09215e-14j 
1.18523e-17-2.8131e-18j 2.64376e-17-6.6265e-18j -1.01733e-17+1.56451e-18j 3.07867e-17-4.73417e-18j 7.80042e-18-3.93818e-19j -1.84135e-17+1.75633e-18j 1.55043e-17-1.09157e-18j 3.00014e-17-1.61919e-19j 2.07118e-17-4.52473e-19j -1.21946e-18+1.12508e-18j 1.22257e-17+4.03013e-19j -4.77931e-18-7.42534e-19j 4.64696e-18-5.33245e-19j -1.32557e-17-3.29649e-20j 2.85597e-17-2.44157e-19j -9.14745e-18-4.86549e-19j -8.33185e-19+3.39499e-19j -3.55066e-18-1.28498e-18j 7.19486e-18-3.88487e-19j 1.00892e-17+7.18833e-19j 4.5166e-20+5.87686e-19j -1.67033e-17-6.64244e-19j -1.71149e-17-9.12147e-19j -1.40898e-18+1.89272e-18j 1.38187e-17+1.78029e-18j 1.36127e-17+5.588e-19j 1.4054e-17-9.44275e-19j 3.9427e-18-2.7953e-18j 1.70615e-17-2.11914e-18j 1.89707e-18-1.72443e-18j 2.24737e-18-1.71346e-19j -2.05166e-17+9.43411e-18j 2.69679e-17-9.29175e-18j -6.82537e-19+6.56256e-19j 1.65297e-17-5.72834e-18j -3.32054e-17+1.08627e-17j 1.07555e-17-3.70031e-18j 6.2054e-18-1.36932e-18j 2.56045e-17-8.17125e-18j -1.63213e-17+4.95142e-18j 3.04132e-18-1.04847e-18j 4.42283e-17-1.35534e-17j 6.74369e-19-2.61011e-19j 3.81501e-17-1.17777e-17j -5.42983e-18+1.68485e-18j -1.00863e-17+3.11597e-18j -1.18302e-18+3.88463e-19j -7.83165e-18+2.44954e-18j -1.30058e-17+3.99831e-18j 1.34115e-17-4.16828e-18j 1.948e-17-6.01894e-18j -5.89941e-17+1.81446e-17j 1.82246e-17-5.62488e-18j -1.49219e-17+4.61436e-18j -1.17803e-17+3.57939e-18j 8.68804e-18-2.66066e-18j 9.5969e-18-2.94349e-18j -1.56091e-18+4.61206e-19j -3.96766e-17+1.22338e-17j -9.29486e-18+2.84948e-18j 3.04735e-17-9.4695e-18j -1.27499e-17+3.78317e-18j 2.02807e-17-6.30938e-18j 2.42987e-17-7.20385e-18j -1.08093e-17+2.75167e-18j -2.60857e-17+7.66484e-18j -3.41514e-17+1.01438e-17j -5.75347e-18+1.64397e-18j 3.70424e-17-1.07931e-17j 1.86536e-17-5.44268e-18j -2.83302e-17+8.3624e-18j 1.72154e-17-5.03065e-18j 
-3.44049e-05-4.97589e-17j -6.04824e-05-3.44348e-17j 6.88449e-05+2.23924e-18j -0.000208359-7.97016e-18j -9.00512e-05-1.50751e-18j 0.000174342+7.28928e-18j -0.000164707-4.58155e-18j -0.000408907+9.67066e-17j -0.000266538-2.95405e-17j -3.51058e-05+2.41735e-17j -0.000188322+8.05294e-18j 0.000100673-1.90432e-18j -3.98356e-05+6.62901e-18j 0.000185503-1.55986e-17j -0.000385095+8.04945e-18j 0.000149461+1.23735e-17j -4.13663e-06+3.43514e-18j 0.000108706-2.46086e-18j -8.1893e-05-1.63838e-17j -0.000173273+1.21145e-18j -2.78051e-05+4.66916e-18j 0.000262548+8.42683e-17j 0.000279725+1.31307e-17j -6.79758e-05+3.09096e-17j -0.000274124+7.28846e-18j -0.000214777-8.0287e-18j -0.00015139-6.18231e-18j 7.45504e-05-7.14384e-18j -0.000138799+2.29096e-17j 5.34188e-05-3.90476e-16j -2.32676e-05-1.8566e-16j -0.000151538+1.03445e-17j 5.54156e-05-4.89514e-17j -2.08763e-05-1.29615e-18j 3.54954e-05-9.78155e-18j -4.14929e-05+1.95119e-17j 2.18473e-05-6.78764e-18j -2.28001e-05-2.07986e-18j 2.25186e-05-1.40799e-17j -2.45701e-06+8.60837e-18j 6.2767e-06-1.55898e-18j 1.2942e-05-2.35225e-17j 2.71107e-06+9.77815e-18j 1.51801e-05-2.09141e-17j -2.55598e-06+3.35975e-18j -4.11198e-06+5.17943e-18j -1.54553e-06+3.22438e-19j -4.58478e-06+4.56615e-18j -4.39706e-06+5.95209e-18j 6.62565e-06-7.94288e-18j 7.98636e-06-7.39778e-18j -2.0327e-05+2.94628e-17j 7.18572e-06-9.99588e-18j -6.29176e-06+9.06595e-18j -2.03234e-06+6.78947e-18j 2.46218e-06-4.16298e-18j 2.92783e-06-4.98447e-18j 3.35217e-07+7.88463e-19j -1.50852e-05+2.12043e-17j -2.77218e-06+5.81466e-18j 1.49799e-05-1.58625e-17j 2.00115e-06+6.52448e-18j 1.03052e-05-1.09955e-17j -4.0951e-06-1.25237e-17j 2.27698e-05+5.20264e-18j 7.57905e-06+1.33338e-17j 4.88236e-06+1.7473e-17j 3.82612e-06+2.93108e-18j -1.49786e-05-1.88346e-17j -7.19337e-06-9.62445e-18j 6.47173e-06+9.90319e-18j -6.28799e-06+4.70346e-18j 
3.31797e-05+4.00565e-17j 4.45523e-05+2.34934e-17j -9.96993e-05-1.89667e-19j 0.000301746+2.32156e-18j 0.000143952+1.60978e-18j -0.000270551-7.65658e-18j 0.00026025+4.82653e-18j 0.000666987-1.5813e-16j 0.00043192+4.6226e-17j 6.65958e-05-3.63583e-17j 0.000311093-1.24803e-17j -0.000170623+1.62066e-18j 6.07373e-05-1.19674e-17j -0.000303455+2.54909e-17j 0.000627395-1.35131e-17j -0.000248264-2.11407e-17j 9.54282e-06-5.47164e-18j -0.000188197+1.22796e-18j 0.000130662+2.63756e-17j 0.000289086-6.10914e-19j 5.02601e-05-6.53223e-18j -0.000434549-1.40884e-16j -0.000464654-2.3974e-17j 0.000126608-4.91374e-17j 0.000462613-9.08538e-18j 0.000355608+1.44887e-17j 0.000239692+7.08164e-18j -0.00014475+4.51552e-18j 0.000209486-4.75434e-17j -0.000101438+7.14019e-16j 3.66243e-05+3.1767e-16j 0.000324978+3.53488e-18j -0.00016671+1.04699e-16j 3.94976e-05+6.85741e-18j -0.000104953+2.97649e-18j 0.000156827-9.9888e-18j -6.60284e-05+3.69703e-18j 2.60436e-05+2.46295e-20j -0.000103762+3.70191e-18j 4.45891e-05-3.1524e-18j -1.885e-05-1.85502e-18j -0.000132213+1.05032e-17j -6.56975e-06-2.45163e-17j -0.00012132+1.18453e-17j 1.79836e-05-4.13503e-18j 3.22538e-05+9.3533e-19j 5.70917e-06+3.66144e-18j 2.75655e-05-3.64638e-18j 3.99499e-05+4.91005e-18j -4.4985e-05+8.84624e-18j -6.23738e-05-2.32896e-17j 0.000181904+4.42301e-18j -5.78362e-05+5.37412e-18j 4.80946e-05-1.05248e-17j 3.26522e-05-8.59513e-18j -2.58264e-05+1.68033e-18j -2.8905e-05+4.78731e-18j 3.23138e-06+1.75992e-18j 0.000124902-7.24964e-18j 2.78803e-05-8.09295e-18j -0.000102079+3.35129e-18j 2.77297e-05-1.63499e-18j -6.85436e-05+3.99395e-18j -5.23375e-05+4.65895e-18j -1.46667e-05-1.62236e-18j 5.04208e-05-4.3304e-18j 7.51415e-05-5.75213e-18j 7.21781e-06-6.38817e-19j -6.39609e-05+4.82348e-18j -3.28421e-05+1.77565e-18j 5.79466e-05-3.15425e-17j -3.09456e-05+8.25942e-17j 
1.76926e-17+4.91557e-18j 3.94586e-17+1.1579e-17j -1.52016e-17-2.73381e-18j 4.60036e-17+8.27241e-18j 1.16704e-17+6.88151e-19j -2.75341e-17-3.06898e-18j 2.31908e-17+1.90739e-18j 4.49101e-17+2.82935e-19j 3.09981e-17+7.90644e-19j -1.80531e-18-1.96596e-18j 1.83096e-17-7.04219e-19j -7.16816e-18+1.29749e-18j 6.94706e-18+9.31785e-19j -1.98448e-17+5.76024e-20j 4.27505e-17+4.26637e-19j -1.37028e-17+8.50188e-19j -1.24119e-18-5.93236e-19j -5.3386e-18+2.24535e-18j 1.0764e-17+6.78836e-19j 1.51168e-17-1.25608e-18j 7.8198e-20-1.02691e-18j -2.50174e-17+1.16069e-18j -2.5638e-17+1.59387e-18j -2.0752e-18-3.30731e-18j 2.07191e-17-3.11084e-18j 2.03888e-17-9.76439e-19j 2.10224e-17+1.65001e-18j 5.85201e-18+4.88446e-18j 2.55036e-17+3.70296e-18j 2.80892e-18+3.01325e-18j 3.3613e-18+2.99407e-19j -3.05441e-17-1.6485e-17j 4.02045e-17+1.62363e-17j -1.00996e-18-1.14673e-18j 2.46423e-17+1.00096e-17j -4.95139e-17-1.89812e-17j 1.60348e-17+6.46587e-18j 9.26503e-18+2.39273e-18j 3.81837e-17+1.42783e-17j -2.43444e-17-8.65203e-18j 4.53408e-18+1.83208e-18j 6.59672e-17+2.36831e-17j 1.00485e-18+4.56087e-19j 5.68999e-17+2.05801e-17j -8.0983e-18-2.94407e-18j -1.50434e-17-5.4448e-18j -1.76403e-18-6.78794e-19j -1.16801e-17-4.28028e-18j -1.93981e-17-6.98659e-18j 2.00025e-17+7.28359e-18j 2.90538e-17+1.05174e-17j -8.79894e-17-3.17056e-17j 2.71816e-17+9.82882e-18j -2.22556e-17-8.06306e-18j -1.7571e-17-6.25457e-18j 1.29584e-17+4.64919e-18j 1.43139e-17+5.14341e-18j -2.32844e-18-8.05904e-19j -5.91769e-17-2.13771e-17j -1.38634e-17-4.97913e-18j 4.54494e-17+1.65469e-17j -1.90189e-17-6.61065e-18j 3.02472e-17+1.10249e-17j 3.62462e-17+1.25879e-17j -1.61323e-17-4.80822e-18j -3.89132e-17-1.33934e-17j -5.09431e-17-1.77251e-17j -8.58353e-18-2.87265e-18j 5.52593e-17+1.88597e-17j 2.7827e-17+9.51045e-18j -4.22607e-17-1.46123e-17j 2.56815e-17+8.79047e-18j 
4.70016e-05+6.29756e-17j 9.59501e-05+2.65899e-17j -6.18399e-05+2.083e-18j 0.000187151-5.24784e-18j 6.77915e-05+1.3472e-19j -0.000139123-1.44065e-18j 0.000126935+9.47419e-19j 0.000294942-7.01087e-17j 0.000195001+2.11637e-17j 1.62952e-05-1.53396e-17j 0.00013205-4.62687e-18j -6.64138e-05-5.34369e-19j 3.2834e-05-6.06679e-18j -0.000132959+1.1057e-17j 0.000278492-6.53506e-18j -0.00010348-1.01901e-17j 2.8023e-07-1.07573e-18j -6.78842e-05-1.31858e-18j 6.18905e-05+1.04049e-17j 0.00011874+1.04383e-18j 1.5311e-05-1.76887e-18j -0.000183286-6.04563e-17j -0.000193657-1.11079e-17j 3.38174e-05-1.50078e-17j 0.000182754+5.09781e-20j 0.000149814+6.96111e-18j 0.000116204+3.10977e-18j -3.13862e-05-5.35802e-19j 0.000116473-1.62298e-17j -2.46969e-05+1.99318e-16j 1.80676e-05+1.18799e-16j 3.40632e-05+1.52961e-17j 3.38394e-05-3.05808e-17j 9.79163e-06-6.96347e-19j 1.99054e-05-6.19531e-18j -5.62874e-05+1.37357e-17j 1.3635e-05-4.6396e-18j 2.72257e-05-1.41057e-18j 4.85846e-05-8.01963e-18j -3.7475e-05+5.56281e-18j 3.80141e-06+6.55124e-19j 9.81155e-05-1.71339e-17j 1.21525e-07+5.64848e-20j 8.24354e-05-1.64294e-17j -1.15167e-05+3.86484e-18j -2.17408e-05+1.22441e-18j -1.96861e-06-2.53251e-18j -1.61198e-05+4.06343e-18j -2.85285e-05-4.21458e-19j 2.8275e-05-9.07175e-18j 4.19641e-05+1.24185e-17j -0.000129196+9.72297e-18j 3.94162e-05-7.5554e-18j -3.20499e-05+1.01228e-17j -2.69068e-05+8.82779e-18j 1.93173e-05-4.03981e-18j 2.12243e-05-6.43018e-18j -3.89575e-06-1.43714e-18j -8.6118e-05+1.33722e-17j -2.0591e-05+7.29522e-18j 6.42871e-05-9.43036e-18j -3.14184e-05+3.62352e-18j 4.26005e-05-7.00584e-18j 6.00308e-05-8.16517e-18j -3.81589e-05+2.0037e-18j -6.61861e-05+8.0615e-18j -8.38949e-05+1.10873e-17j -1.57761e-05+1.28488e-18j 9.62913e-05-9.98388e-18j 4.82987e-05-4.10836e-18j -7.0919e-05+4.54075e-17j 4.43832e-05-1.13351e-16j 
5.51437e-18+7.44927e-18j 1.21809e-17+1.75474e-17j -5.02195e-18-4.14293e-18j 1.51977e-17+1.25364e-17j 4.12427e-18+1.04285e-18j -9.45491e-18-4.65086e-18j 8.09261e-18+2.89054e-18j 1.63219e-17+4.28772e-19j 1.11523e-17+1.19818e-18j -2.83542e-19-2.97929e-18j 6.81056e-18-1.0672e-18j -2.86108e-18+1.96628e-18j 2.35553e-18+1.41207e-18j -7.24711e-18+8.72931e-20j 1.5507e-17+6.46543e-19j -5.15858e-18+1.28841e-18j -3.39503e-19-8.99016e-19j -2.37464e-18+3.4027e-18j 3.79552e-18+1.02874e-18j 5.75153e-18-1.90352e-18j 2.24257e-19-1.55623e-18j -9.34347e-18+1.75896e-18j -9.65233e-18+2.41542e-18j -1.26273e-19-5.01205e-18j 8.14787e-18-4.71431e-18j 7.6206e-18-1.47974e-18j 7.35098e-18+2.5005e-18j 1.20281e-18+7.40212e-18j 8.59366e-18+5.61162e-18j 4.49866e-19+4.56641e-18j 1.16858e-18+4.53734e-19j -7.99519e-18-2.49821e-17j 1.15651e-17+2.46051e-17j -1.49686e-19-1.73781e-18j 7.07748e-18+1.5169e-17j -1.44364e-17-2.8765e-17j 4.61435e-18+9.79865e-18j 2.92227e-18+3.62605e-18j 1.12015e-17+2.1638e-17j -7.22764e-18-1.31117e-17j 1.30407e-18+2.77642e-18j 1.95396e-17+3.58904e-17j 2.79469e-19+6.91174e-19j 1.68248e-17+3.1188e-17j -2.39174e-18-4.46157e-18j -4.44751e-18-8.25128e-18j -5.1384e-19-1.02867e-18j -3.44311e-18-6.48653e-18j -5.74148e-18-1.05878e-17j 5.90525e-18+1.10379e-17j 8.58929e-18+1.59385e-17j -2.60405e-17-4.8048e-17j 8.03787e-18+1.4895e-17j -6.57824e-18-1.22191e-17j -5.21481e-18-9.47845e-18j 3.83888e-18+7.04558e-18j 4.23894e-18+7.79454e-18j -6.95413e-19-1.2213e-18j -1.75032e-17-3.23958e-17j -4.106e-18-7.54559e-18j 1.34184e-17+2.50758e-17j -5.67488e-18-1.00181e-17j 8.92771e-18+1.67076e-17j 1.08172e-17+1.90762e-17j -4.96588e-18-7.28658e-18j -1.16361e-17-2.0297e-17j -1.5197e-17-2.68614e-17j -2.58229e-18-4.35334e-18j 1.65546e-17+2.85808e-17j 8.33388e-18+1.44125e-17j -1.26244e-17-2.21441e-17j 7.68878e-18+1.33215e-17j 
9.31977e-05+1.24879e-16j 0.000189825+5.30201e-17j -0.00012366+4.0503e-18j 0.000374243-1.01451e-17j 0.000136205+3.07621e-19j -0.00027906-3.03504e-18j 0.000254862+1.99008e-18j 0.000593342-1.41027e-16j 0.000392122+4.25596e-17j 3.33335e-05-3.09255e-17j 0.00026588-9.3581e-18j -0.000133986-9.99159e-19j 6.58023e-05-1.21555e-17j -0.000267529+2.22537e-17j 0.000560207-1.31156e-17j -0.000208438-2.04492e-17j 7.29092e-07-2.23116e-18j -0.000137208-2.53411e-18j 0.000124334+2.09968e-17j 0.000239254+2.02215e-18j 3.10918e-05-3.62396e-18j -0.000369094-1.21678e-16j -0.000390081-2.22962e-17j 6.89619e-05-3.05332e-17j 0.000368568-1.24164e-19j 0.000301698+1.3963e-17j 0.000233343+6.2866e-18j -6.45096e-05-8.83729e-19j 0.000233311-3.27846e-17j -5.05296e-05+4.05914e-16j 3.62686e-05+2.39906e-16j 7.31277e-05+2.98986e-17j 6.35614e-05-5.80015e-17j 2.00202e-05-1.265e-18j 3.7261e-05-1.1968e-17j -0.000107962+2.65291e-17j 2.56321e-05-8.95396e-18j 5.41114e-05-2.73497e-18j 9.37742e-05-1.54712e-17j -7.29893e-05+1.07432e-17j 7.13802e-06+1.28897e-18j 0.00019081-3.31287e-17j 1.17446e-07-3.35535e-19j 0.000160126-3.17719e-17j -2.23513e-05+7.4831e-18j -4.22254e-05+2.3312e-18j -3.77173e-06-4.93269e-18j -3.12405e-05+7.8593e-18j -5.54529e-05-8.64727e-19j 5.48601e-05-1.7574e-17j 8.15017e-05+2.42183e-17j -0.00025111+1.86636e-17j 7.65671e-05-1.46058e-17j -6.2238e-05+1.9599e-17j -5.2394e-05+1.71166e-17j 3.7571e-05-7.84262e-18j 4.12702e-05-1.24845e-17j -7.61373e-06-2.81266e-18j -0.000167314+2.5821e-17j -4.00419e-05+1.41301e-17j 0.000124736-1.82157e-17j -6.13721e-05+6.98819e-18j 8.26407e-05-1.35274e-17j 0.000117275-1.57705e-17j -7.5436e-05+3.8302e-18j -0.000129435+1.55579e-17j -0.000163858+2.14137e-17j -3.09411e-05+2.46737e-18j 0.000188484-1.92371e-17j 9.45273e-05-7.88844e-18j -0.000138618+8.85935e-17j 8.68498e-05-2.21584e-16j 
-1.92425e-17-5.27446e-18j -4.2084e-17-1.24244e-17j 1.85432e-17+2.9334e-18j -5.61168e-17-8.87638e-18j -1.61389e-17-7.38393e-19j 3.61266e-17+3.29305e-18j -3.1342e-17-2.04665e-18j -6.52971e-17-3.03592e-19j -4.42665e-17-8.48369e-19j -1.22775e-20+2.10949e-18j -2.7727e-17+7.55633e-19j 1.22337e-17-1.39222e-18j -8.90257e-18-9.99814e-19j 2.90998e-17-6.18079e-20j -6.19448e-17-4.57785e-19j 2.11867e-17-9.1226e-19j 1.01479e-18+6.36548e-19j 1.08369e-17-2.40928e-18j -1.48259e-17-7.28397e-19j -2.38022e-17+1.34778e-18j -1.49987e-18+1.10189e-18j 3.81527e-17-1.24543e-18j 3.96448e-17-1.71024e-18j -1.42733e-18+3.54878e-18j -3.44977e-17+3.33797e-18j -3.1135e-17+1.04773e-18j -2.8518e-17-1.77048e-18j -1.9682e-18-5.24107e-18j -3.23017e-17-3.97331e-18j -4.2451e-20-3.23325e-18j -4.51178e-18-3.21267e-19j 2.24278e-17+1.76886e-17j -3.68912e-17-1.74217e-17j -7.01422e-20+1.23045e-18j -2.25332e-17-1.07404e-17j 4.68023e-17+2.03671e-17j -1.47263e-17-6.93794e-18j -1.03214e-17-2.56742e-18j -3.65776e-17-1.53208e-17j 2.39293e-17+9.28371e-18j -4.15904e-18-1.96584e-18j -6.45207e-17-2.54122e-17j -8.54199e-19-4.89386e-19j -5.54467e-17-2.20827e-17j 7.87124e-18+3.15902e-18j 1.46542e-17+5.84232e-18j 1.66398e-18+7.28353e-19j 1.13067e-17+4.59279e-18j 1.89425e-17+7.49668e-18j -1.94256e-17-7.81536e-18j -2.82998e-17-1.12853e-17j 8.59032e-17+3.40204e-17j -2.64908e-17-1.05464e-17j 2.1669e-17+8.65174e-18j 1.72581e-17+6.71122e-18j -1.26783e-17-4.98863e-18j -1.39939e-17-5.51893e-18j 2.3179e-18+8.64743e-19j 5.77015e-17+2.29378e-17j 1.35567e-17+5.34266e-18j -4.41426e-17-1.77549e-17j 1.88951e-17+7.09329e-18j -2.93603e-17-1.18298e-17j -3.60247e-17-1.35069e-17j 1.71054e-17+5.15927e-18j 3.88383e-17+1.43713e-17j 5.05872e-17+1.90192e-17j 8.67723e-18+3.08238e-18j -5.53686e-17-2.02366e-17j -2.78642e-17-1.02048e-17j 4.20893e-17+1.56792e-17j -2.56978e-17-9.43226e-18j 
4.62998e-05+7.15546e-17j 0.000128347+2.65999e-17j 2.08731e-05+2.75122e-18j -6.3195e-05-8.74892e-18j -7.34587e-05-1.64395e-18j 0.00011446+6.33574e-18j -0.000123989-3.93193e-18j -0.000378986+8.9658e-17j -0.000237345-2.43112e-17j -6.43479e-05+2.09069e-17j -0.00018788+8.44491e-18j 0.000115158-2.62409e-18j -2.24681e-05+5.82591e-18j 0.000174902-1.48813e-17j -0.000354356+6.81952e-18j 0.000153766+1.0852e-17j -1.33616e-05+5.44322e-18j 0.000137842-3.03388e-18j -6.59562e-05-1.70949e-17j -0.000182587+2.20331e-18j -4.24916e-05+5.32075e-18j 0.000264792+8.44965e-17j 0.000287825+1.36059e-17j -0.000116616+3.93793e-17j -0.000306819+1.14005e-17j -0.000217043-7.73127e-18j -0.000115613-3.02748e-18j 0.00014799-4.59042e-18j -7.09913e-05+3.90096e-17j 9.82628e-05-6.3843e-16j -1.70368e-05-2.23994e-16j -0.000405613+1.5275e-17j 0.000311484-2.04187e-16j -3.79083e-05-1.21336e-17j 0.000193278-1.0519e-17j -0.000342301+3.02927e-17j 0.000123837-1.06693e-17j 1.68602e-05-1.37025e-18j 0.000249336-1.25632e-17j -0.000140593+1.03569e-17j 3.51698e-05+5.18231e-18j 0.000390675-3.49278e-17j 9.83251e-06+3.61793e-17j 0.000343178-3.74226e-17j -4.94536e-05+1.19672e-17j -9.08831e-05-2.32982e-18j -1.2299e-05-1.08749e-17j -7.27136e-05+1.0812e-17j -0.000115794-1.24191e-17j 0.000122631-2.66003e-17j 0.000175594+6.56443e-17j -0.000525828-6.84725e-18j 0.000163838-1.68729e-17j -0.000134776+3.06766e-17j -0.000101876+2.63909e-17j 7.66192e-05-7.66268e-18j 8.49552e-05-1.67025e-17j -1.25667e-05-5.97261e-18j -0.000355827+2.40525e-17j -8.21835e-05+2.33735e-17j 0.000278525-1.34644e-17j -0.000103784+5.52109e-18j 0.000185881-1.29972e-17j 0.000197357-1.53188e-17j -5.54964e-05+3.37454e-18j -0.000206965+1.41226e-17j -0.000278729+1.95645e-17j -4.23263e-05+1.71074e-18j 0.000287394-1.52704e-17j 0.000145263-4.87544e-18j -0.000227485+1.28328e-16j 0.000134604-3.43426e-16j 
-2.41532e-18+3.53407e-18j -1.00731e-17+8.32479e-18j -9.25491e-18-1.96548e-18j 2.80127e-17+5.94748e-18j 1.78337e-17+4.94748e-19j -3.10819e-17-2.20645e-18j 3.13317e-17+1.37133e-18j 8.66171e-17+2.03417e-19j 5.52572e-17+5.68436e-19j 1.13841e-17-1.41343e-18j 4.15467e-17-5.063e-19j -2.40369e-17+9.32837e-19j 6.64462e-18+6.69909e-19j -3.96633e-17+4.14134e-20j 8.12553e-17+3.06732e-19j -3.35511e-17+6.11245e-19j 2.05865e-18-4.26509e-19j -2.76297e-17+1.6143e-18j 1.61129e-17+4.88051e-19j 3.9433e-17-9.03062e-19j 7.96495e-18-7.38302e-19j -5.82771e-17+8.34481e-19j -6.27984e-17+1.14592e-18j 2.10526e-17-2.3778e-18j 6.46133e-17-2.23655e-18j 4.77268e-17-7.02014e-19j 2.90031e-17+1.18628e-18j -2.55827e-17+3.5117e-18j 2.22465e-17+2.66225e-18j -1.73658e-17+2.16639e-18j 4.36672e-18+2.1526e-19j 6.50069e-17-1.1852e-17j -4.40203e-17+1.16731e-17j 6.72542e-18-8.24447e-19j -2.74223e-17+7.19644e-18j 4.64968e-17-1.36466e-17j -1.74833e-17+4.64866e-18j 1.14781e-19+1.72026e-18j -3.3123e-17+1.02654e-17j 1.76857e-17-6.2204e-18j -4.97225e-18+1.31718e-18j -4.97363e-17+1.7027e-17j -1.48268e-18+3.27905e-19j -4.40585e-17+1.47962e-17j 6.38471e-18-2.11665e-18j 1.16768e-17-3.91455e-18j 1.67594e-18-4.88021e-19j 9.46771e-18-3.07732e-18j 1.47958e-17-5.02303e-18j -1.58601e-17+5.23656e-18j -2.25647e-17+7.56152e-18j 6.72239e-17-2.27948e-17j -2.10281e-17+7.06646e-18j 1.7335e-17-5.79696e-18j 1.28397e-17-4.49674e-18j -9.74693e-18+3.34255e-18j -1.08265e-17+3.69787e-18j 1.5271e-18-5.79407e-19j 4.56191e-17-1.53691e-17j 1.04675e-17-3.57976e-18j -3.60156e-17+1.18964e-17j 1.26861e-17-4.75275e-18j -2.40657e-17+7.92639e-18j -2.40959e-17+9.05011e-18j 4.68297e-18-3.45688e-18j 2.4951e-17-9.62925e-18j 3.41181e-17-1.27435e-17j 4.88238e-18-2.0653e-18j -3.42161e-17+1.35592e-17j -1.7331e-17+6.83757e-18j 2.76048e-17-1.05056e-17j -1.60959e-17+6.31994e-18j 
