-0.157256-1.1906e-13j -0.205106-2.5615e-14j 0.0665602-5.24315e-17j -0.182613-4.07021e-17j 0.0836601-1.44934e-15j -0.220712-6.28852e-15j -0.0713585-3.16011e-16j 0.0749904+1.82303e-16j 0.190652+1.16244e-15j -0.0226511+2.38291e-15j 0.0878392-4.51443e-15j -0.212734-7.82055e-16j -0.0725448+3.17994e-15j -0.135854-1.11747e-15j -0.205725+1.26215e-14j -0.129948+5.32478e-15j -0.0519708+1.76111e-14j 0.124848-7.72792e-14j -0.116131-1.64801e-14j 0.116987-7.09508e-15j 0.0445731-6.29826e-15j 0.0643649+5.11546e-15j 0.168745-6.55713e-15j 0.0490827-7.60558e-15j -0.229662-3.14161e-15j 0.0212594+1.57966e-16j -0.224216+1.01476e-14j -0.0699204+4.25973e-15j 0.0667619-6.31816e-14j 0.217238-3.68919e-15j 0.0511039+7.05457e-15j -0.108734+4.98026e-15j -0.199724+5.41313e-15j 0.00960863+1.73832e-16j 0.0447678-1.43357e-14j 0.0593331+1.30452e-14j -0.217743-3.15495e-14j -0.00781307-5.65676e-14j -0.0420896-4.26781e-14j -0.122533-6.37834e-14j 0.117277+3.48241e-14j -0.0827441-2.84594e-13j 0.137081+5.20304e-15j 0.112145-1.06052e-15j 0.217382-5.85483e-16j 0.0982757+2.11425e-15j -0.0206176+2.75962e-15j -0.0391818+3.03908e-15j 0.117945+1.99636e-15j -0.177483+2.43908e-16j -0.159172+6.2763e-15j 4.61254e-05+1.75596e-15j 0.123969+1.34058e-16j 0.147876+2.25421e-16j -0.171919+5.23273e-15j 0.17691-2.36644e-14j 
0.000323851+2.55754e-16j 0.000487473+5.20631e-17j -5.55391e-05-7.33611e-18j 0.000468325-5.36093e-18j -0.000268096+9.4851e-18j 0.000548511+1.07188e-17j 3.97934e-05+1.16364e-17j -0.000102866-6.69912e-18j -0.000574764+1.02018e-17j 5.19445e-05-3.16764e-18j -0.000115599+3.15461e-18j 0.000509394-4.15509e-18j 0.000341407-1.93219e-17j 0.000243321+4.25595e-18j 0.000517277-2.6031e-17j 0.000416279-3.08731e-17j 3.82172e-05-3.08926e-17j -0.000323083+2.01685e-16j 0.000335182+2.02882e-17j -0.000165414-9.21456e-18j -1.19625e-05-1.56016e-18j -0.00027495+1.6528e-17j -0.00054769+1.9994e-17j 5.10022e-05+4.73789e-17j 0.000622235+9.617e-18j -9.95302e-05+2.71193e-18j 0.000522677-2.66952e-17j 0.000161809+2.06617e-18j -0.000145243+1.36616e-16j -0.000461487+6.7922e-18j -0.000144172-4.88955e-19j 0.000119891+5.30024e-18j 0.000608539-2.27151e-17j 0.000139268-4.27626e-18j -0.000205905+5.84283e-17j -0.000175108-3.21061e-17j 0.000595982+7.36049e-17j 4.3776e-05+1.09646e-16j 2.63309e-05+8.24836e-17j 0.000298207+1.58888e-16j -0.000140523-1.01157e-16j 0.000245473+7.52772e-16j -0.000340814-1.16356e-17j -0.000401539+1.3625e-17j -0.000480252-8.86664e-19j -0.000309197-2.11181e-19j 4.92101e-05-7.01068e-18j -5.74564e-05+3.26614e-18j -0.000322909+2.36721e-19j 0.00049745-7.88165e-18j 0.000303494-7.64027e-18j 7.84748e-05-1.09468e-17j -0.000220457-4.67406e-18j -0.000417497+7.09884e-18j 0.000355596-9.80153e-18j -0.000421223+5.72115e-17j 
-0.000625312-4.40964e-16j -0.000561147-9.50151e-17j 0.000583423+8.02042e-19j -0.000365467-1.86473e-18j -4.1893e-05-6.64133e-18j -0.000510224-1.57293e-17j -0.000702691+3.01913e-18j 0.000499796-3.10374e-18j 4.60379e-05+5.65866e-18j -6.93604e-05+1.67176e-17j 0.000604552-1.59087e-17j -0.000567192-1.45399e-17j 0.00046219+2.07421e-17j -0.000682721-1.62255e-17j -0.000452074+6.87605e-17j 6.44874e-05-1.58646e-17j -0.000475668+6.58652e-17j 0.00023852-1.55322e-16j -8.63825e-05-9.43607e-17j 0.000760378-9.03636e-17j 0.000489335-5.35247e-17j -0.000300761+8.36959e-17j -0.000111605-5.59725e-17j 0.000789732+1.45702e-16j -0.000329646+3.51953e-17j -0.000133414-4.33667e-18j -0.000653358+2.48002e-17j -0.000208379+6.11463e-17j 0.000235154-2.24577e-16j 0.000808656-1.01782e-17j 5.10133e-05+7.32153e-17j -0.000839088+4.08606e-17j -2.31096e-05+2.88807e-17j 0.00066003+3.73623e-17j -0.000266536+2.17346e-17j 2.9049e-05+1.75988e-17j -0.00028892-5.62031e-17j 7.71693e-05-2.43192e-16j -0.000403292-2.12728e-16j -0.000307935-1.38034e-16j 0.00086117+6.26317e-17j -3.55326e-05-4.60377e-16j 0.000316334+5.86429e-18j -0.000220987-8.36954e-18j 0.000737026-8.83466e-18j -2.67854e-05-4.42522e-18j -5.55925e-05+6.80858e-18j -0.000695882+2.4339e-18j 0.000156185+5.68049e-18j -0.00018991+4.82991e-18j -0.000727932+2.88161e-17j 0.000307349+3.74135e-18j 0.000629172+1.57459e-18j 0.000146382+2.23079e-18j -0.000677557+1.54611e-17j 0.000481029-6.94223e-17j 
-0.000601239-4.60078e-16j -0.000823458-9.91369e-17j 0.000205276-8.216e-19j -0.000753857-1.95255e-19j 0.000377676-4.99959e-18j -0.000900565-2.57529e-17j -0.000208156-1.27085e-18j 0.000255591+9.65257e-19j 0.000838836+5.02902e-18j -8.97989e-05+7.98586e-18j 0.000296432-1.79778e-17j -0.000856371-1.39727e-18j -0.000393234+1.00115e-17j -0.000497412-2.15372e-18j -0.000843041+4.50997e-17j -0.000586546+2.54455e-17j -0.000157175+6.8364e-17j 0.000517144-3.18699e-16j -0.000501952-5.89371e-17j 0.000401711-1.80117e-17j 0.000122241-2.01214e-17j 0.00033202+1.0434e-17j 0.000765966-1.96009e-17j 9.58802e-05-5.70401e-17j -0.000968151-1.9919e-17j 0.000114924+1.63044e-18j -0.000894016+4.10881e-17j -0.000278078+9.43383e-18j 0.000259931-2.45697e-16j 0.000839083-1.49162e-17j 0.000218879+2.01504e-17j -0.000352942+1.64048e-17j -0.00088263+1.87484e-17j -5.92494e-05-5.7991e-18j 0.000239783-6.64346e-17j 0.000258784+5.53794e-17j -0.000921549-1.31861e-16j -4.65795e-05-2.13588e-16j -0.000124503-1.56192e-16j -0.000496161-2.6183e-16j 0.000387436+1.44244e-16j -0.00036166-1.19201e-15j 0.000559413+2.23547e-17j 0.00053171-2.65865e-18j 0.000850778-1.25997e-18j 0.000440195+1.05126e-17j -8.29012e-05+1.11779e-17j -6.64358e-05+1.38333e-17j 0.000499228+8.27867e-18j -0.000758197-1.68569e-19j -0.000593896+2.36601e-17j -4.72386e-05+6.82126e-18j 0.000452946+7.00956e-20j 0.000633546+1.09198e-18j -0.000658234+2.0973e-17j 0.000710718-9.41545e-17j 
0.000936012+6.92473e-16j 0.00110085+1.50189e-16j -0.000546479+2.83903e-18j 0.000916867+2.99845e-18j -0.00032134+6.4185e-18j 0.00114046+3.48515e-17j 0.000622281-3.99234e-18j -0.000541417+2.80417e-18j -0.000799023-1.22157e-17j 0.000125058-1.75544e-17j -0.000643199+2.85062e-17j 0.0011348+1.11527e-17j 7.78373e-05-1.69574e-17j 0.000875821+1.02696e-17j 0.00105194-8.2015e-17j 0.000499406-1.01609e-17j 0.000436186-1.05372e-16j -0.000621491+3.86889e-16j 0.000514215+1.14133e-16j -0.000835516+7.46287e-17j -0.000412469+5.37429e-17j -0.000120606-6.45554e-17j -0.00063537+4.76144e-17j -0.000572502-3.25126e-17j 0.0010918-2.57859e-19j -2.37685e-05-2.78663e-19j 0.00122224-5.2358e-17j 0.000383333-4.60171e-17j -0.000383081+3.6362e-16j -0.00126702+2.06027e-17j -0.000232412-6.42556e-17j 0.000838983-4.35381e-17j 0.0008252-3.04442e-17j -0.000350402-1.31409e-17j -5.68437e-05+4.47821e-17j -0.000255607-6.28604e-17j 0.001024+1.58674e-16j -4.53296e-06+3.46157e-16j 0.000361771+2.7213e-16j 0.000644788+3.25935e-16j -0.000884224-1.676e-16j 0.000354114+1.37937e-15j -0.000708061-2.50984e-17j -0.000353026+3.39507e-18j -0.00123383+6.71987e-18j -0.000388054-9.42875e-18j 0.000110275-1.43596e-17j 0.000487881-1.82149e-17j -0.000554527-1.27386e-17j 0.000813173-9.49507e-21j 0.000992209-4.0853e-17j -0.000145114-6.38835e-18j -0.000802117+5.29735e-19j -0.000671935-4.78693e-18j 0.00102043-2.95383e-17j -0.00094811+1.28374e-16j 
0.00117203+8.63609e-16j 0.00136555+1.89687e-16j -0.000700413+9.73919e-18j 0.0011298+7.89579e-18j -0.000383404+2.63734e-18j 0.00140943+4.68971e-17j 0.000800401-1.32233e-17j -0.000688143+8.03149e-18j -0.000964449-2.53304e-17j 0.000155543-2.22562e-17j -0.000818307+4.09861e-17j 0.00140683+1.68442e-17j 5.94615e-05-9.62614e-18j 0.00110388+9.43363e-18j 0.00129866-9.97587e-17j 0.000595909-2.40176e-18j 0.000559791-1.36944e-16j -0.000765145+4.73784e-16j 0.000624871+1.49452e-16j -0.00106114+1.03011e-16j -0.000532274+7.46017e-17j -0.000122833-9.28298e-17j -0.00075596+4.96889e-17j -0.000746961-3.88606e-17j 0.00133756+4.58971e-18j -1.87279e-05-3.58438e-18j 0.00151837-6.33e-17j 0.000476466-5.94785e-17j -0.000478141+4.54215e-16j -0.00158371+2.71522e-17j -0.000283311-8.47574e-17j 0.00107113-6.38155e-17j 0.00099424-2.76058e-17j -0.000470238-7.54555e-18j -4.86713e-05+4.49922e-17j -0.000309586-7.983e-17j 0.001253+2.0253e-16j -1.11556e-05+4.36129e-16j 0.000464937+3.38395e-16j 0.000798296+4.03915e-16j -0.00112717-1.97893e-16j 0.000428547+1.69727e-15j -0.000875019-3.30011e-17j -0.000408279-5.66031e-18j -0.00153849+9.09025e-18j -0.000464763-1.71675e-17j 0.000136745-1.75572e-17j 0.000638244-3.20282e-17j -0.000678516-1.98237e-17j 0.000992102+6.56578e-18j 0.00124721-5.48289e-17j -0.000197255-2.57193e-18j -0.00101127+4.38654e-18j -0.000819008-1.19077e-17j 0.00127743-3.86119e-17j -0.00117592+1.57741e-16j 
0.000167993+1.2918e-16j 7.4921e-05+1.49428e-18j -0.000251744-7.00149e-17j -9.31304e-06-4.41879e-17j 0.000122891+6.27238e-17j 2.75668e-05-4.00833e-17j 0.000313647+8.71666e-17j -0.000194361-4.62458e-17j 0.000199863+1.09427e-16j 1.24617e-05-7.6676e-18j -0.000238499-5.64691e-17j 6.93066e-05-1.83291e-17j -0.000347902-1.41924e-16j 0.000225893+5.26988e-17j 1.23756e-05-6.72197e-17j -0.000190554-7.88368e-17j 0.00020797+4.1654e-17j 1.27942e-05+2.94986e-17j -8.86805e-05-2.26855e-17j -0.000292261-2.87363e-17j -0.000224482-4.25078e-17j 0.000246725+5.6593e-17j 0.000263236+1.51513e-16j -0.000389374-2.11483e-16j -8.53741e-05-1.05331e-16j 0.000100802+4.15075e-17j 0.00010453-1.84454e-17j 3.52227e-05-3.38384e-17j -5.41392e-05+4.95217e-17j -0.000200807-1.62356e-17j 3.16567e-05-1.06935e-17j 0.000346647+7.45104e-17j -0.000223608-1.31298e-16j -0.000362654-1.40955e-16j 0.000204104+4.97787e-17j 5.3857e-05+3.73003e-17j -9.43273e-05-8.74745e-17j -5.29919e-05+5.11207e-17j 0.000178664+1.20483e-16j 2.92867e-05-1.57215e-17j -0.000349038-8.48234e-17j -7.79283e-05-1.21707e-16j -1.68054e-05+2.8752e-17j 0.000258143+1.16299e-16j -0.000160044+4.5019e-19j 0.000131652+7.20094e-17j 7.06935e-06-2.95429e-18j 0.000347922+1.10435e-16j 5.12732e-05+4.35885e-17j -0.000102723-7.79386e-17j 0.000223879+2.98873e-17j -0.000174121-5.87008e-17j -0.000209631-4.2819e-17j 9.23009e-05+6.41628e-17j 0.000180223+1.85727e-17j -6.29343e-05+3.08344e-17j 
0.000388578+2.79787e-16j 0.00041264+6.33435e-17j -0.000282451+7.91125e-18j 0.000317737+6.03473e-18j -6.80866e-05-3.21428e-18j 0.000409385+1.69807e-17j 0.00033139-1.12756e-17j -0.000259921+6.62542e-18j -0.000207538-1.6312e-17j 4.83055e-05-8.44931e-18j -0.000311533+1.7456e-17j 0.000422499+9.17225e-18j -9.85854e-05+4.86308e-18j 0.000388442+1.86151e-18j 0.000372887-3.29909e-17j 0.000105974+1.15988e-17j 0.00022799-4.87949e-17j -0.000213031+1.30826e-16j 0.000148011+5.80383e-17j -0.000398334+4.89309e-17j -0.000225656+3.37764e-17j 4.70088e-05-4.75859e-17j -0.0001273+1.22992e-17j -0.000341349-3.22591e-17j 0.00035149-3.04677e-19j 2.81385e-05-3.11328e-18j 0.000465865-1.73922e-17j 0.000146992-2.63916e-17j -0.000153746+1.4659e-16j -0.000516373+9.52256e-18j -6.99444e-05-3.67813e-17j 0.000419221-3.08687e-17j 0.000208117-1.85827e-18j -0.0002539+7.79919e-20j 5.39221e-05-3.00144e-18j -7.00373e-05-2.32819e-17j 0.000324506+6.19417e-17j -2.07562e-05+1.48842e-16j 0.000191328+1.15454e-16j 0.000236412+1.16977e-16j -0.00043593-4.73458e-17j 9.58292e-05+4.60084e-16j -0.000254056-1.04099e-17j -3.02595e-05-9.08125e-18j -0.000490005+4.30829e-18j -8.82823e-05-8.33669e-18j 4.11776e-05-4.99977e-18j 0.000296719-1.66364e-17j -0.00017566-9.31258e-18j 0.000247632+6.82751e-18j 0.000428475-2.14878e-17j -0.000113806+3.74468e-18j -0.000356747+4.22205e-18j -0.000201938-8.69753e-18j 0.000422567-1.34312e-17j -0.000354813+4.7048e-17j 
-0.00196005-1.42159e-15j -0.00207605-3.07525e-16j 0.00143146-2.45254e-18j -0.0015951-6.13334e-18j 0.000335533-1.64863e-17j -0.00205725-6.30818e-17j -0.00168043+8.89499e-18j 0.00131534-7.52882e-18j 0.00103183+2.23799e-17j -0.000243224+4.33208e-17j 0.00157681-5.56194e-17j -0.00212527-3.26968e-17j 0.000513128+4.77797e-17j -0.00196237-3.37829e-17j -0.00187318+1.90077e-16j -0.00052228-8.58516e-18j -0.0011557+2.14744e-16j 0.00106912-6.74511e-16j -0.000738665-2.62863e-16j 0.00201549-2.09598e-16j 0.00114484-1.35763e-16j -0.000248872+1.88606e-16j 0.000625601-1.31377e-16j 0.00173437+2.31013e-16j -0.00176065+4.65269e-17j -0.000146536-5.33233e-18j -0.00234487+9.62435e-17j -0.000739982+1.36338e-16j 0.000774882-7.37319e-16j 0.00260351-3.84423e-17j 0.000349598+1.744e-16j -0.00212321+1.06728e-16j -0.0010335+7.48861e-17j 0.00129384+6.5006e-17j -0.000281377-2.57937e-17j 0.000348913+9.95798e-17j -0.00162468-2.66853e-16j 0.000106982-7.40583e-16j -0.000970068-6.10481e-16j -0.00118872-5.77726e-16j 0.00220724+2.86017e-16j -0.000477183-2.28216e-15j 0.00127667+3.82416e-17j 0.000138555-1.50414e-17j 0.00246898-1.97887e-17j 0.000436496+5.69673e-18j -0.000207149+2.64063e-17j -0.0015081+2.54297e-17j 0.000879453+2.29903e-17j -0.00123821+6.30166e-18j -0.00216331+8.75831e-17j 0.000580542+1.2638e-17j 0.00180237+1.39259e-18j 0.00100928+8.80485e-18j -0.00213137+5.62539e-17j 0.00178504-2.4732e-16j 
8.85745e-05+5.21988e-17j 8.58607e-05+2.55783e-17j -7.46541e-05+3.76674e-17j 6.0805e-05+2.47749e-17j -3.45096e-06-3.20452e-17j 8.14784e-05+2.50298e-17j 8.9038e-05-4.88077e-17j -6.57438e-05+2.65402e-17j -2.4363e-05-6.12166e-17j 1.03437e-05-1.63365e-18j -7.92377e-05+3.49733e-17j 8.73256e-05+1.57035e-17j -4.66598e-05+7.0028e-17j 9.31355e-05-2.23503e-17j 7.32054e-05+1.42006e-17j 5.42843e-06+5.24607e-17j 6.06372e-05-4.1002e-17j -4.02485e-05+7.84577e-18j 2.16421e-05+4.34078e-17j -0.00010031+5.01059e-17j -6.14936e-05+4.23843e-17j 2.86535e-05-6.34865e-17j -3.8004e-06-6.21217e-17j -9.69668e-05+4.89069e-17j 6.13162e-05+4.05735e-17j 1.34368e-05-2.06227e-17j 9.85159e-05+5.01646e-18j 3.12618e-05-5.2529e-18j -3.40688e-05+3.40362e-17j -0.000115927+1.11327e-17j -1.10394e-05-2.14284e-17j 0.000108665-5.5112e-17j 2.25936e-05+6.20164e-17j -7.79117e-05+6.08111e-17j 2.66156e-05-4.40701e-17j -9.29847e-06-2.06344e-17j 5.53803e-05+5.42078e-17j -8.21889e-06+4.46685e-17j 5.12142e-05+1.61483e-18j 4.81113e-05+3.2419e-17j -0.00011209+3.84485e-17j 1.23869e-05+1.0665e-16j -5.054e-05-1.52774e-17j 1.4592e-05-6.02054e-17j -0.00010759+3.18676e-18j -6.6686e-06-3.6091e-17j 8.53585e-06+2.16811e-19j 8.50381e-05-5.93742e-17j -2.99613e-05-2.50046e-17j 3.98253e-05+4.04237e-17j 0.00010073-2.50522e-17j -3.58391e-05+3.12574e-17j -8.5708e-05+2.26665e-17j -3.18005e-05-3.56814e-17j 9.61267e-05-1.38047e-17j -7.37104e-05-1.62669e-19j 
-0.000197912-1.7086e-16j -0.000396583-3.23412e-17j -8.96828e-05+1.08167e-17j -0.000426083+8.31029e-18j 0.000309105-1.13278e-17j -0.000477702-6.1279e-18j 0.000138162-1.74065e-17j -1.53263e-05+1.02452e-17j 0.000627414-1.74028e-17j -3.97761e-05-7.74506e-19j -2.83574e-05+3.09928e-18j -0.000419398+9.45365e-18j -0.000499771+2.16288e-17j -9.34264e-05-2.36948e-18j -0.000458053+1.28865e-17j -0.000479809+4.23416e-17j 8.09772e-05+1.48705e-17j 0.000297474-1.85393e-16j -0.000350429+4.26262e-18j -1.3398e-05+3.66581e-17j -0.000113731+1.83256e-17j 0.000383936-4.41516e-17j 0.000638223-1.29674e-17j -0.00026176-8.55887e-17j -0.000606592-1.64695e-17j 0.000145353-3.49255e-18j -0.000411804+2.39338e-17j -0.000125898-1.79983e-17j 0.000100519-9.35502e-17j 0.000303419-4.18659e-18j 0.000147133-1.93885e-17j 8.44723e-05-2.02858e-17j -0.000670938+2.27715e-17j -0.000326274+2.24205e-21j 0.000298245-7.38975e-17j 0.000187248+2.98348e-17j -0.000587962-6.391e-17j -6.87305e-05-5.80236e-17j 7.54096e-05-3.86093e-17j -0.000251781-1.40154e-16j -6.72541e-05+1.00001e-16j -0.000263839-7.15994e-16j 0.000296996+1.03532e-17j 0.000504042-1.7633e-17j 0.000342889+3.43911e-18j 0.000350903-1.37736e-18j -4.03086e-05+6.12859e-18j 0.000244574-8.72492e-18j 0.000318655-3.56965e-18j -0.000504059+1.06248e-17j -0.000148625-5.80236e-19j -0.000167087+1.36235e-17j 8.1894e-05+6.52512e-18j 0.00042642-1.11613e-17j -0.000219662+6.01833e-18j 0.000343685-4.64242e-17j 
-0.000430605-3.43753e-16j -0.000872492-1.02148e-16j -0.000207192-7.61165e-17j -0.000940698-4.6635e-17j 0.00068671+6.23571e-17j -0.00105326-7.32297e-17j 0.000316462+8.98922e-17j -4.09768e-05-4.66795e-17j 0.00139204+1.21561e-16j -8.73263e-05-3.41803e-18j -7.13603e-05-7.95252e-17j -0.000923052-1.57517e-17j -0.00111579-1.45222e-16j -0.000197878+5.95432e-17j -0.00101046-3.46005e-17j -0.00106594-4.14029e-17j 0.000186368+1.15799e-16j 0.000656989-3.61726e-16j -0.000776653-7.08008e-17j -4.03236e-05-2.04237e-17j -0.000259262-5.27544e-17j 0.000856416+4.19484e-17j 0.00141823+1.55758e-16j -0.000592026-3.64732e-16j -0.00134188-1.54686e-16j 0.0003245+4.82913e-17j -0.000904996+2.91309e-17j -0.000276557-4.69029e-17j 0.000219851-2.08659e-16j 0.00066225-3.45501e-17j 0.000325885-1.17344e-17j 0.000199184+8.65925e-17j -0.00148897-1.24661e-16j -0.000733424-1.73363e-16j 0.00066573-5.04076e-17j 0.000415234+1.11808e-16j -0.00130109-2.5911e-16j -0.000153637-1.53726e-16j 0.000173002-9.98004e-18j -0.000554598-3.3562e-16j -0.000161272+9.05864e-17j -0.000585154-1.64818e-15j 0.000654846+6.02226e-17j 0.00112191+1.23488e-16j 0.000750858+2.19264e-18j 0.00077928+9.35149e-17j -8.87001e-05+1.01e-17j 0.000552573+1.36484e-16j 0.000705151+5.60175e-17j -0.00111623-8.52307e-17j -0.000319773+5.41739e-17j -0.000375165-5.43165e-17j 0.000173024-4.61642e-17j 0.000944496+6.90596e-17j -0.000478157+4.35868e-17j 0.00075619-7.39362e-17j 
-0.00139867-1.01651e-15j -0.00138604-2.01501e-16j 0.00114099+4.72318e-17j -0.00100301+2.65925e-17j 9.89891e-05-5.45282e-17j -0.00133026-1.24826e-17j -0.00135622-5.44671e-17j 0.0010142+2.69147e-17j 0.000469303-6.14472e-17j -0.000165796+3.43405e-17j 0.00122091+3.13084e-18j -0.00141206-9.68533e-18j 0.000647626+1.30799e-16j -0.00145376-5.9875e-17j -0.00119945+1.7282e-16j -0.000154764+4.58207e-17j -0.000925559+1.11041e-16j 0.0006662-4.47464e-16j -0.000386343-1.58783e-16j 0.00154892-1.22842e-16j 0.000933964-6.1838e-17j -0.000386332+8.98345e-17j 0.00015298-1.94171e-16j 0.00146056+3.1467e-16j -0.00103756+1.08192e-16j -0.000186288-3.28449e-17j -0.00158395+7.43288e-17j -0.000501926+1.16827e-16j 0.000541579-5.14142e-16j 0.00183715-1.34176e-17j 0.000192402+1.25693e-16j -0.0016676+1.98808e-17j -0.000448372+1.41059e-16j 0.00115643+1.4405e-16j -0.000367474-4.41903e-17j 0.000171408+3.59595e-17j -0.000943038-1.07157e-16j 0.000116926-5.21571e-16j -0.000780692-4.87087e-16j -0.000781021-3.56081e-16j 0.0017231+2.39022e-16j -0.000230465-1.34513e-15j 0.000825246+3.6108e-18j -0.000151195-9.11851e-17j 0.00171407-1.38594e-17j 0.000154908-4.75994e-17j -0.000137924+1.89366e-17j -0.00127867-6.11496e-17j 0.000510276-1.55209e-17j -0.000690155+5.87378e-17j -0.00157933+3.68254e-17j 0.000529442+4.88275e-17j 0.00133722+3.08164e-17j 0.000554621-3.87855e-17j -0.00151865+2.33583e-17j 0.00119038-1.80896e-16j 
-0.000484763-4.35048e-16j -0.000835279-3.89764e-17j -4.91553e-05+1.42629e-16j -0.000850707+9.46179e-17j 0.000556754-1.29139e-16j -0.000973534+5.90518e-17j 0.000114305-1.88798e-16j 7.03055e-05+1.0325e-16j 0.00115587-2.2712e-16j -8.63489e-05+3.6699e-18j 6.70942e-05+1.08703e-16j -0.000878171+5.96908e-17j -0.000822581+2.80083e-16j -0.000305073-8.66675e-17j -0.00092618+1.13371e-16j -0.000864329+2.40475e-16j 5.44402e-05-6.24528e-17j 0.000590656-4.278e-16j -0.000657522+8.92073e-17j 0.000125092+1.75528e-16j -0.00011162+1.38389e-16j 0.000642608-2.37189e-16j 0.00114462-2.5993e-16j -0.0003231+8.3904e-17j -0.0011736+1.20996e-16j 0.000239437-7.58495e-17j -0.000881241+7.76113e-17j -0.000271113-1.33924e-17j 0.000229992-2.10113e-16j 0.00071368+2.14737e-17j 0.000278972-6.06491e-17j -1.06629e-05-1.91052e-16j -0.00123091+2.61543e-16j -0.000466536+2.19194e-16j 0.000492711-2.70424e-16j 0.000347974+1.82896e-18j -0.00113154+1.67817e-17j -0.000110448-1.19196e-16j 5.85014e-05-2.01594e-16j -0.000520793-2.50932e-16j 4.64792e-05+3.55066e-16j -0.000489246-1.31928e-15j 0.000605092-2.56649e-17j 0.000877836-2.33049e-16j 0.000771733+1.13676e-17j 0.000636126-1.2167e-16j -8.46139e-05+1.67194e-17j 0.00031015-2.06519e-16j 0.000613175-8.38696e-17j -0.000958698+1.5365e-16j -0.000414861-6.38568e-17j -0.000244947+1.29205e-16j 0.00027346+8.65393e-17j 0.000808224-1.35003e-16j -0.000534795-2.32685e-17j 0.00072283-1.33008e-16j 
0.000400704+8.11082e-17j -2.78749e-05+2.1446e-16j -0.000859273+5.1615e-16j -0.00031505+3.40788e-16j 0.000597237-4.46842e-16j -0.000232557+3.05722e-16j 0.00108827-6.73941e-16j -0.000627285+3.6737e-16j 0.00105486-8.34767e-16j 1.29099e-05-1.41527e-17j -0.000776136+4.55466e-16j -6.09855e-05+2.17919e-16j -0.0014393+9.73064e-16j 0.00065452-3.05915e-16j -0.000267618+2.49853e-16j -0.000926412+7.68495e-16j 0.000714475-4.69142e-16j 0.00023993-3.78442e-16j -0.000516319+5.26613e-16j -0.000936786+6.85956e-16j -0.000788841+5.65136e-16j 0.0010405-8.80545e-16j 0.00126329-8.69768e-16j -0.00141149+5.32711e-16j -0.000677458+5.13729e-16j 0.000417394-2.79434e-16j 5.59221e-05+1.30204e-16j 2.74637e-05-7.49275e-17j -0.00010452+1.24689e-16j -0.000434184+1.31148e-16j 0.00019908-2.82993e-16j 0.00115706-7.42474e-16j -0.00115941+8.75094e-16j -0.00136989+8.14883e-16j 0.000847777-7.23526e-16j 0.000296434-1.96293e-16j -0.000693397+5.41487e-16j -0.000214279+3.30203e-16j 0.000617713-1.7478e-16j -7.57253e-05+4.92682e-17j -0.00115311+7.5092e-16j -0.000424168-3.89345e-16j 0.000145643-1.74368e-16j 0.00115722-8.29486e-16j -0.000278332+4.43703e-17j 0.000653053-4.77167e-16j -4.5653e-06+1.96241e-17j 0.00126838-7.93733e-16j 0.000376277-3.31574e-16j -0.000663833+5.53911e-16j 0.000611142-3.13493e-16j -0.000664717+4.3994e-16j -0.000610622+3.1121e-16j 0.000578728-4.89316e-16j 0.000424958-1.59341e-16j 3.04855e-05-1.38778e-16j 
0.000348572+2.45874e-16j 0.000301907+5.11033e-17j -0.000338874-5.44749e-18j 0.000188278-2.11134e-18j 3.93945e-05+8.06772e-18j 0.000268682+5.40759e-18j 0.000409649+4.50001e-18j -0.000287239-1.54534e-18j 4.83356e-06+4.73684e-18j 3.77772e-05-9.70182e-18j -0.000347933+4.49143e-18j 0.000304237+6.76563e-18j -0.000289792-2.14626e-17j 0.000386678+1.27468e-17j 0.000236329-4.22073e-17j -6.08401e-05+3.7152e-18j 0.000276677-3.23928e-17j -0.000121913+8.24319e-17j 3.2075e-05+4.97958e-17j -0.000436506+4.79314e-17j -0.00028614+2.63934e-17j 0.000191498-4.23814e-17j 9.57303e-05+4.15805e-17j -0.000465691-9.73071e-17j 0.000158763-2.74863e-17j 8.37042e-05+5.40203e-18j 0.000354004-1.43296e-17j 0.000113175-3.62807e-17j -0.000129785+1.23841e-16j -0.000448413+4.22375e-18j -2.19184e-05-4.11469e-17j 0.000485159-1.71338e-17j -2.01417e-05-2.50696e-17j -0.000394557-3.09561e-17j 0.000167617-9.847e-18j -7.33253e-06-6.07321e-18j 0.000136347+2.25197e-17j -4.76527e-05+1.34944e-16j 0.000234915+1.24028e-16j 0.000163975+7.06859e-17j -0.000496959-3.81274e-17j 7.23748e-06+2.24649e-16j -0.00016654-7.86027e-19j 0.00015175+1.289e-17j -0.000405391+4.92793e-18j 3.2815e-05+7.79501e-18j 2.9859e-05-3.78578e-18j 0.000411041+6.77507e-18j -7.36662e-05+1.00081e-19j 8.37707e-05-8.24223e-18j 0.000409846-1.34624e-17j -0.000184484-6.13094e-18j -0.000356558-3.92419e-18j -6.26847e-05+3.34699e-18j 0.000377436-6.88226e-18j -0.000258617+3.90354e-17j 
