-0.157256-1.1906e-13j -0.205106-2.5615e-14j 0.0665602-5.24315e-17j -0.182613-4.07021e-17j 0.0836601-1.44934e-15j -0.220712-6.28852e-15j -0.0713585-3.16011e-16j 0.0749904+1.82303e-16j 0.190652+1.16244e-15j -0.0226511+2.38291e-15j 0.0878392-4.51443e-15j -0.212734-7.82055e-16j -0.0725448+3.17994e-15j -0.135854-1.11747e-15j -0.205725+1.26215e-14j -0.129948+5.32478e-15j -0.0519708+1.76111e-14j 0.124848-7.72792e-14j -0.116131-1.64801e-14j 0.116987-7.09508e-15j 0.0445731-6.29826e-15j 0.0643649+5.11546e-15j 0.168745-6.55713e-15j 0.0490827-7.60558e-15j -0.229662-3.14161e-15j 0.0212594+1.57966e-16j -0.224216+1.01476e-14j -0.0699204+4.25973e-15j 0.0667619-6.31816e-14j 0.217238-3.68919e-15j 0.0511039+7.05457e-15j -0.108734+4.98026e-15j -0.199724+5.41313e-15j 0.00960863+1.73832e-16j 0.0447678-1.43357e-14j 0.0593331+1.30452e-14j -0.217743-3.15495e-14j -0.00781307-5.65676e-14j -0.0420896-4.26781e-14j -0.122533-6.37834e-14j 0.117277+3.48241e-14j -0.0827441-2.84594e-13j 0.137081+5.20304e-15j 0.112145-1.06052e-15j 0.217382-5.85483e-16j 0.0982757+2.11425e-15j -0.0206176+2.75962e-15j -0.0391818+3.03908e-15j 0.117945+1.99636e-15j -0.177483+2.43908e-16j -0.159172+6.2763e-15j 4.61254e-05+1.75596e-15j 0.123969+1.34058e-16j 0.147876+2.25421e-16j -0.171919+5.23273e-15j 0.17691-2.36644e-14j 
0.00112171+8.4174e-16j 0.00139618+1.79819e-16j -0.000558507-3.35281e-18j 0.00120783-1.51334e-18j -0.000498352+1.35909e-17j 0.00147782+4.035e-17j 0.000619052+5.57609e-18j -0.000587865-2.69623e-18j -0.00117286-3.02282e-18j 0.00015613-1.89505e-17j -0.000693613+2.86699e-17j 0.00144421+7.3039e-18j 0.000320269-3.14803e-17j 0.00100648+1.32986e-17j 0.0013713-9.70599e-17j 0.000774234-3.29405e-17j 0.000441374-1.21632e-16j -0.000822782+5.12957e-16j 0.000729747+1.22305e-16j -0.000912011+6.33728e-17j -0.000399924+4.91509e-17j -0.000312873-4.82524e-17j -0.000998069+6.09794e-17j -0.000506293+2.05965e-18j 0.00148487+5.81469e-18j -9.43892e-05+2.11299e-18j 0.00153675-6.91156e-17j 0.000480444-4.22086e-17j -0.000468247+4.43528e-16j -0.00153506+2.42569e-17j -0.000324543-6.10668e-17j 0.000882441-3.64854e-17j 0.00122207-4.65878e-17j -0.000231886-1.68491e-17j -0.000202548+8.55108e-17j -0.000368876-8.24633e-17j 0.0014016+2.0277e-16j 2.72974e-05+4.07313e-16j 0.000362201+3.1824e-16j 0.000826927+4.23687e-16j -0.000940252-2.32989e-16j 0.000513115+1.85141e-15j -0.000917705-3.19284e-17j -0.000624731+1.42741e-17j -0.00151712+5.69309e-18j -0.000591307-8.37323e-18j 0.000140132-1.87081e-17j 0.000421358-1.3753e-17j -0.00075913-1.14335e-17j 0.00113048-6.51359e-18j 0.00116033-4.38511e-17j -8.10192e-05-1.45955e-17j -0.000920057-3.3259e-18j -0.000938784+1.2868e-18j 0.0012247-3.48681e-17j -0.00120347+1.63289e-16j 
0.000391072+2.33351e-16j 0.000140854+7.06274e-17j -0.000628074+5.19172e-17j -6.92461e-05+3.72042e-17j 0.000335477-4.16158e-17j 1.57175e-05+3.4011e-17j 0.000785392-7.38083e-17j -0.000479042+4.20517e-17j 0.000559171-8.96448e-17j 2.62784e-05-1.56554e-17j -0.000588868+5.4341e-17j 0.000124581+3.81796e-17j -0.000908882+8.29718e-17j 0.000544652-1.44737e-17j -1.94555e-05-2.52279e-17j -0.000520242+1.12638e-16j 0.000519612-8.22803e-17j 6.37991e-05-5.36816e-17j -0.000255949+1.2621e-16j -0.000719287+1.62648e-16j -0.000563733+1.07086e-16j 0.000647773-1.7972e-16j 0.000716-3.80535e-17j -0.000984838-1.44528e-16j -0.000275707+1.18645e-18j 0.000263401-2.29669e-17j 0.00021192+9.91031e-18j 7.28094e-05-7.14992e-17j -0.000122033+1.20636e-16j -0.000460185+1.61669e-17j 9.37659e-05-1.00274e-16j 0.000860602-1.13256e-16j -0.00062223+6.88461e-17j -0.000926232+3.82944e-17j 0.000533763-1.39208e-16j 0.000152658-7.08268e-18j -0.000295669+4.07513e-17j -0.000137635+1.8223e-16j 0.000447029+1.29863e-16j 4.45295e-05+4.9434e-18j -0.000864599+9.28777e-17j -0.000220116-2.31639e-16j -8.95305e-06-1.12791e-17j 0.000688888-7.778e-17j -0.00035577+1.38575e-17j 0.000361543-3.79724e-17j 1.29763e-05+9.94047e-19j 0.000881158-7.64715e-17j 0.000160614-3.57418e-17j -0.000307158+5.16369e-17j 0.000533698-5.09227e-17j -0.000445848+4.52859e-17j -0.000505966+3.04034e-17j 0.000273111-5.24259e-17j 0.000418744-2.14481e-17j -0.00011717+8.0699e-18j 
0.000203391+1.46511e-16j 0.000261213+4.05269e-17j -9.11803e-05+2.37718e-17j 0.000230423+1.55056e-17j -0.000102219-1.88211e-17j 0.000279593+2.21644e-17j 9.89871e-05-3.01218e-17j -0.000100212+1.62834e-17j -0.000235206-3.94922e-17j 2.89655e-05-2.85034e-18j -0.000117688+2.63303e-17j 0.000270691+9.94587e-18j 8.18333e-05+4.14714e-17j 0.000177987-1.36665e-17j 0.000260232-1.87282e-18j 0.000158784+2.58347e-17j 7.1516e-05-4.25438e-17j -0.000157353+8.62373e-17j 0.000144203+4.11031e-17j -0.000156025+3.45856e-17j -6.26364e-05+3.09142e-17j -7.43527e-05-4.10631e-17j -0.000205745-3.45799e-17j -7.29823e-05+4.79479e-17j 0.000287714+3.1173e-17j -2.40139e-05-1.3389e-17j 0.000286188-7.27283e-18j 8.93202e-05-4.77037e-18j -8.58636e-05+8.22698e-17j -0.000280088+1.07174e-17j -6.36646e-05-1.75037e-17j 0.000147133-3.80973e-17j 0.000245997+3.42975e-17j -2.23632e-05+4.01416e-17j -5.07983e-05-9.70914e-18j -7.34343e-05-2.71826e-17j 0.000272404+6.76632e-17j 8.37577e-06+8.01633e-17j 5.82073e-05+3.86471e-17j 0.000155616+8.69127e-17j -0.000157991-1.29058e-17j 0.000102329+3.72827e-16j -0.000173642-1.53354e-17j -0.000134389-3.70656e-17j -0.000279121+2.17952e-18j -0.000120435-2.53955e-17j 2.62446e-05-2.695e-18j 5.93062e-05-4.07099e-17j -0.000147549-1.77141e-17j 0.00022131+2.53882e-17j 0.000207386-2.14147e-17j -4.96765e-06+1.78022e-17j -0.000162515+1.4174e-17j -0.000184202-2.25522e-17j 0.000222258-1.38952e-17j -0.000225257+2.3544e-17j 
-0.00029093-1.88195e-16j -0.000101767-3.6298e-17j 0.000471023+1.24627e-17j 5.57919e-05+5.51688e-18j -0.000254014-1.36426e-17j -7.33497e-06+5.33863e-18j -0.000589245-1.06315e-17j 0.000358764+4.10797e-18j -0.000424429-1.5059e-17j -1.93037e-05+1.24804e-17j 0.000441104+3.79038e-18j -8.93736e-05-9.69442e-18j 0.000685047+3.68002e-17j -0.000406873-2.2316e-17j 1.88141e-05+5.07436e-17j 0.000393917-1.5053e-17j -0.000389745+1.84583e-17j -5.05212e-05+1.74384e-17j 0.00019486-5.26178e-17j 0.0005386-6.91639e-17j 0.000423079-3.19579e-17j -0.0004885+6.24596e-17j -0.000541935-6.57913e-17j 0.000739701+1.97719e-16j 0.000212028+5.96956e-17j -0.000198536-1.15328e-17j -0.000154828+4.50805e-18j -5.33389e-05+5.68269e-17j 9.04241e-05-8.73218e-17j 0.000341691+9.83311e-19j -7.15603e-05+5.86435e-17j -0.000645051+1.70679e-17j 0.00047204+3.80469e-17j 0.000696427+6.01241e-17j -0.000402355+4.63757e-17j -0.000116021-1.85165e-17j 0.0002268+3.07176e-17j 0.000103674-1.21338e-16j -0.000335356-1.34238e-16j -3.10001e-05+1.11807e-17j 0.000647883-3.41173e-18j 0.000167232+2.13587e-16j 3.9473e-06-1.08252e-17j -0.000520394-2.50913e-17j 0.000263157-7.5476e-18j -0.000273915-2.11379e-17j -9.34041e-06+9.50164e-19j -0.000661925-2.27491e-17j -0.000123195-6.09706e-18j 0.000234622+1.71088e-17j -0.00039816+9.43036e-18j 0.000335323+9.38181e-18j 0.000378019+8.32258e-18j -0.000208413-8.86825e-18j -0.000311444+3.62084e-19j 8.45279e-05-2.00694e-17j 
0.000338174+2.49917e-16j 0.000385467+5.2535e-17j -0.000212798-3.43937e-18j 0.000313878-1.70672e-18j -9.80495e-05+6.21716e-18j 0.000394337+9.50459e-18j 0.000245013+4.02327e-18j -0.000205324-1.86667e-18j -0.00025437+2.60658e-18j 4.41845e-05-6.75593e-18j -0.000244683+6.37933e-18j 0.000396563+2.9507e-18j -8.04863e-06-1.50281e-17j 0.000323295+7.12676e-18j 0.000362423-3.32723e-17j 0.000152426-7.86855e-18j 0.000170553-3.41768e-17j -0.000212112+1.34558e-16j 0.000167693+3.9026e-17j -0.00031609+2.54116e-17j -0.00016406+1.66348e-17j -1.6749e-05-2.0151e-17j -0.000191845+2.67498e-17j -0.00023549-2.78438e-17j 0.000366341-7.58039e-18j 1.91459e-06+2.60815e-18j 0.000430108-1.92105e-17j 0.000135139-1.90249e-17j -0.000136943+1.29906e-16j -0.000455106+6.10675e-18j -7.66352e-05-2.39655e-17j 0.000322716-1.09133e-17j 0.000260984-1.90649e-17j -0.000156561-1.41396e-17j 8.83599e-07+1.7411e-17j -8.23803e-05-1.90379e-17j 0.000342166+4.87843e-17j -6.85318e-06+1.24695e-16j 0.000142074+1.03601e-16j 0.000224317+1.11022e-16j -0.000338489-6.26557e-17j 0.000113797+4.63131e-16j -0.000244795-6.7071e-18j -9.541e-05+8.59562e-18j -0.000439636+2.49591e-18j -0.00012008+1.46917e-18j 3.85697e-05-5.1377e-18j 0.000202292+7.60658e-19j -0.000185273-1.66944e-18j 0.000268938-4.98662e-18j 0.000363056-1.24815e-17j -6.72294e-05-5.87966e-18j -0.000296363-2.53321e-18j -0.000221485+2.34692e-18j 0.000368381-9.07142e-18j -0.000331827+4.6433e-17j 
0.000420722+3.04804e-16j 0.000406079+5.98681e-17j -0.000356798-1.56791e-17j 0.000286334-8.8556e-18j -1.38111e-05+1.76869e-17j 0.000384485+2.50537e-18j 0.000425811+1.80363e-17j -0.000313667-8.92407e-18j -0.000110816+2.07263e-17j 4.89891e-05-1.06593e-17j -0.000378132-2.265e-18j 0.00041287+2.87343e-18j -0.000226803-4.24432e-17j 0.000443369+1.94342e-17j 0.000345199-5.36646e-17j 2.178e-05-1.41394e-17j 0.000289876-3.20292e-17j -0.000189401+1.288e-16j 0.000100212+4.78269e-17j -0.000478499+3.81295e-17j -0.00029424+1.8471e-17j 0.000139938-2.7709e-17j -1.26595e-05+6.23037e-17j -0.000464682-1.04617e-16j 0.000287227-3.62556e-17j 6.53256e-05+1.08903e-17j 0.000466302-2.20329e-17j 0.000148012-3.71131e-17j -0.000161616+1.5346e-16j -0.000550266+3.48214e-18j -5.13878e-05-3.92724e-17j 0.000518952-4.99131e-18j 0.000102005-4.52388e-17j -0.000374359-4.73601e-17j 0.000129485+1.15622e-17j -4.27416e-05-8.70182e-18j 0.000259078+2.75972e-17j -3.97849e-05+1.57264e-16j 0.00024489+1.49389e-16j 0.00022729+1.01805e-16j -0.000535142-7.05282e-17j 5.68148e-05+3.75073e-16j -0.000238485+7.83712e-20j 7.3906e-05+2.99247e-17j -0.000510167+4.36687e-18j -2.87983e-05+1.62422e-17j 4.03628e-05-5.56728e-18j 0.000407646+2.10298e-17j -0.000140159+5.67853e-18j 0.000185613-1.93848e-17j 0.000479115-1.04445e-17j -0.00017235-1.57552e-17j -0.000408046-1.01792e-17j -0.000148007+1.29494e-17j 0.000456554-6.36392e-18j -0.000348587+5.37638e-17j 
-8.06653e-05-7.98998e-17j -0.000347821-3.27444e-17j -0.0002698-4.23326e-17j -0.000437583-2.52829e-17j 0.000400067+3.61891e-17j -0.000463556-3.67842e-17j 0.000362872+4.88539e-17j -0.000153771-2.49406e-17j 0.000776775+6.57904e-17j -3.13658e-05-6.28886e-18j -0.000198351-4.0035e-17j -0.000374891-4.75573e-18j -0.000752988-8.5765e-17j 6.62057e-05+3.7328e-17j -0.000454489-3.69403e-17j -0.000620859-1.79512e-17j 0.000229854+4.75699e-17j 0.000309979-1.6488e-16j -0.000417526-1.46498e-17j -0.000221467+1.30686e-17j -0.000274729-1.49636e-17j 0.000563849+4.86708e-19j 0.000832791+1.0103e-16j -0.000541756-2.42994e-16j -0.000674268-9.56612e-17j 0.000218727+2.79332e-17j -0.000342153+1.02672e-17j -0.00010228-4.2488e-17j 6.31541e-05-5.95334e-17j 0.000164035-1.66634e-17j 0.000171337-2.60993e-17j 0.000332045+3.70631e-17j -0.00083769-7.64225e-17j -0.000588-1.06254e-16j 0.000446857-3.53881e-17j 0.000227704+5.82974e-17j -0.000661793-1.30955e-16j -0.000107215-2.32996e-17j 0.000203375+4.91784e-17j -0.000233827-1.53857e-16j -0.00031633+3.62852e-17j -0.000322296-8.13027e-16j 0.000288439+3.22174e-17j 0.000693452+7.05241e-17j 0.000232955+3.60619e-18j 0.000448575+5.31741e-17j -3.57406e-05+3.97906e-18j 0.000494886+7.5133e-17j 0.000358776+2.96138e-17j -0.000582903-4.84623e-17j 8.94305e-06+2.2608e-17j -0.000292869-3.09047e-17j -6.63013e-05-2.59596e-17j 0.000496962+3.76046e-17j -9.3963e-05+2.03533e-17j 0.000302846-2.40456e-17j 
-4.6393e-05-4.34463e-17j -5.63237e-05+2.10852e-18j 2.48801e-05+3.01877e-17j -4.794e-05+1.9591e-17j 1.85191e-05-2.67974e-17j -5.90691e-05+1.63421e-17j -2.79439e-05-3.87895e-17j 2.54399e-05+2.09355e-17j 4.45309e-05-4.7964e-17j -6.34174e-06+1.26421e-18j 3.01133e-05+2.48211e-17j -5.81745e-05+1.07189e-17j -9.05274e-06+5.92472e-17j -4.24234e-05-1.99946e-17j -5.46714e-05+2.27979e-17j -2.8775e-05+4.18504e-17j -1.97577e-05-2.01122e-17j 3.25888e-05-3.46604e-17j -2.80847e-05+1.92605e-17j 3.93692e-05+2.79564e-17j 1.8284e-05+2.60694e-17j 9.8303e-06-3.9998e-17j 3.69076e-05-5.7834e-17j 2.42613e-05+5.2729e-17j -5.81533e-05+3.53277e-17j 2.68635e-06-1.69151e-17j -6.22282e-05+9.86884e-18j -1.94817e-05+3.82341e-18j 1.9197e-05-1.69559e-17j 6.3181e-05+6.64369e-18j 1.25726e-05-6.92134e-18j -3.87692e-05-3.8042e-17j -4.62367e-05+5.44249e-17j 1.30643e-05+5.27711e-17j 5.89385e-06-3.72848e-17j 1.41007e-05-1.05333e-17j -5.47466e-05+2.74196e-17j -5.24359e-07-8.45119e-18j -1.62983e-05-3.52371e-17j -3.31995e-05-8.94395e-18j 4.10938e-05+4.83788e-17j -1.95825e-05-5.32333e-17j 3.66777e-05-9.96244e-18j 2.21128e-05-4.93814e-17j 6.20356e-05+1.39793e-18j 2.21234e-05-2.8687e-17j -5.64834e-06+1.77347e-18j -2.04441e-05-4.62642e-17j 2.96496e-05-1.87514e-17j -4.38742e-05+3.29248e-17j -4.85209e-05-1.49286e-17j 5.06681e-06+2.59444e-17j 3.88139e-05+1.83365e-17j 3.63604e-05-2.82137e-17j -5.0619e-05-7.72332e-18j 4.8532e-05-1.5062e-17j 
-0.000494523-3.81346e-16j -0.000660125-7.55547e-17j 0.000190356+1.68489e-17j -0.000595707+1.10768e-17j 0.000285358-1.94124e-17j -0.00071592-1.01208e-17j -0.000199487-2.31749e-17j 0.000223833+1.26475e-17j 0.000641885-2.37387e-17j -7.24622e-05+7.31289e-18j 0.000261047+4.55448e-19j -0.000685557+4.51995e-18j -0.00027277+4.24233e-17j -0.000418743-1.38265e-17j -0.000668704+4.92021e-17j -0.000443207+4.20745e-17j -0.000147435+4.13533e-17j 0.000407945-2.6018e-16j -0.00038752-3.61981e-17j 0.000350334-1.04123e-18j 0.000121609-2.05131e-18j 0.000235513-1.17474e-17j 0.000577187-5.01814e-17j 0.000118993-4.92386e-18j -0.000756919+7.34705e-18j 7.98148e-05-8.75551e-18j -0.000719254+3.68693e-17j -0.00022402+1.1807e-17j 0.000211748-1.99568e-16j 0.000686427-7.53689e-18j 0.000169756+1.39865e-17j -0.000317749-8.13475e-18j -0.000673922+4.63968e-17j -6.76144e-06+2.78437e-17j 0.000167217-6.91928e-17j 0.000198887+3.52457e-17j -0.000719039-8.32023e-17j -3.10062e-05-1.71973e-16j -0.000118329-1.4406e-16j -0.000395992-2.02944e-16j 0.000345319+1.36279e-16j -0.000277657-9.23746e-16j 0.00044468+1.08784e-17j 0.000392319-3.08032e-17j 0.000691172-5.05316e-19j 0.000333878-9.04734e-18j -6.64053e-05+9.50717e-18j -9.10979e-05-1.6454e-17j 0.000389503-4.50592e-18j -0.000588804+1.90835e-17j -0.000494895+9.98056e-18j -1.8121e-05+2.01263e-17j 0.000381745+1.06989e-17j 0.000491286-1.53785e-17j -0.000540992+1.15814e-17j 0.000569556-8.06847e-17j 
-0.000174127-2.81667e-17j 1.68495e-05-1.00051e-16j 0.000379333-2.46346e-16j 0.00014362-1.62475e-16j -0.000266503+2.13429e-16j 0.000107898-1.45872e-16j -0.00048071+3.21285e-16j 0.000276341-1.75026e-16j -0.000471649+3.981e-16j -5.22455e-06+5.96172e-18j 0.000342024-2.16982e-16j 3.16898e-05-1.03053e-16j 0.000639427-4.6523e-16j -0.000287076+1.46952e-16j 0.000123106-1.21951e-16j 0.000413394-3.64536e-16j -0.000315485+2.22242e-16j -0.000109063+1.77782e-16j 0.000231356-2.47361e-16j 0.000412578-3.21958e-16j 0.000348602-2.66872e-16j -0.000462514+4.14931e-16j -0.000563534+4.17913e-16j 0.000624433-2.66291e-16j 0.000305254-2.48287e-16j -0.000185437+1.33678e-16j -1.98668e-05-6.20836e-17j -1.06378e-05+3.2038e-17j 4.48551e-05-5.45982e-17j 0.000187649-6.25061e-17j -8.93437e-05+1.30941e-16j -0.000510376+3.52177e-16j 0.000518177-4.18673e-16j 0.000606864-3.9153e-16j -0.000376679+3.40991e-16j -0.000132667+9.4764e-17j 0.000312057-2.60035e-16j 9.51302e-05-1.50072e-16j -0.000272821+9.11898e-17j 3.62444e-05-2.50859e-17j 0.000508438-3.56498e-16j 0.000189787+1.67296e-16j -6.7548e-05+8.37236e-17j -0.000515287+3.96203e-16j 0.000118579-2.0629e-17j -0.000291559+2.28391e-16j 2.47514e-06-9.35674e-18j -0.000561232+3.79103e-16j -0.000169335+1.58157e-16j 0.000298073-2.64604e-16j -0.000267342+1.48616e-16j 0.000294572-2.09866e-16j 0.000267883-1.48582e-16j -0.000259709+2.33351e-16j -0.000184554+7.58535e-17j -1.73882e-05+6.69704e-17j 
-0.000456852-3.11461e-16j -0.000364751-7.35268e-17j 0.000482901-1.60601e-17j -0.000202906-1.26072e-17j -9.71789e-05+9.68203e-18j -0.000307466-1.99011e-17j -0.000587845+2.45739e-17j 0.000400982-1.46224e-17j -9.29238e-05+3.12538e-17j -4.69939e-05+1.32547e-17j 0.000487055-2.58186e-17j -0.000364851-1.88623e-17j 0.000471093-1.58334e-17j -0.000524125-3.09535e-18j -0.000265239+4.30757e-17j 0.000150415-4.09647e-17j -0.000395335+6.14492e-17j 0.00012842-7.84621e-17j 3.61062e-06-8.77737e-17j 0.000607996-9.43851e-17j 0.000412977-5.99947e-17j -0.000318681+9.61251e-17j -0.000220633-1.53237e-17j 0.000682651+1.08693e-16j -0.000137117+1.44187e-17j -0.000136209+5.35797e-18j -0.000435004+1.13803e-17j -0.000139862+5.15054e-17j 0.000166414-1.60031e-16j 0.000580998-1.09065e-17j 1.02198e-05+6.69502e-17j -0.000685324+5.58116e-17j 0.000120162-6.97075e-18j 0.000592736+4.76525e-18j -0.000273743+4.90208e-17j -1.5547e-05+1.4468e-17j -0.000108548-4.85902e-17j 7.56173e-05-1.85679e-16j -0.000336577-1.50837e-16j -0.000193108-8.47461e-17j 0.000699345+1.03438e-17j 2.62032e-05-2.28012e-16j 0.000190456+7.92214e-18j -0.000279987+2.04595e-17j 0.000515832-8.54616e-18j -9.37856e-05+1.07061e-17j -3.59251e-05+3.6612e-18j -0.000604401+2.62615e-17j 5.85111e-05+1.45083e-17j -4.70668e-05-1.40617e-17j -0.000548712+3.11274e-17j 0.000279143-1.20448e-17j 0.000483883-8.85353e-18j 2.84539e-05+1.76424e-17j -0.000493945+1.5462e-17j 0.000311905-4.16036e-17j 
-0.000382295-2.95879e-16j -0.00039028-3.74999e-17j 0.000297537+6.93749e-17j -0.000290362+4.40953e-17j 4.3892e-05-6.42031e-17j -0.000380112+2.99518e-17j -0.000351862-8.76525e-17j 0.000268148+4.6738e-17j 0.000160279-1.07307e-16j -4.62476e-05+9.88826e-18j 0.000322235+4.96605e-17j -0.000398483+1.87166e-17j 0.000143274+1.44295e-16j -0.000390948-5.22867e-17j -0.000344293+8.15379e-17j -6.84253e-05+9.07347e-17j -0.000240889-1.67115e-17j 0.000193684-1.56021e-16j -0.000122472+3.94204e-18j 0.000410093+2.73859e-17j 0.00024125+3.75368e-17j -8.05726e-05-5.79479e-17j 7.69897e-05-1.55454e-16j 0.000372488+1.75593e-16j -0.000309825+9.38298e-17j -4.11214e-05-4.03544e-17j -0.000443645+3.43646e-17j -0.000140321+3.33885e-17j 0.000149391-1.39397e-16j 0.000504623+1.04672e-17j 5.94297e-05+1.40812e-17j -0.000437519-7.01279e-17j -0.00015721+1.36894e-16j 0.000288134+1.35289e-16j -8.04594e-05-7.99241e-17j 5.61493e-05-1.44986e-17j -0.000283689+3.42206e-17j 2.7094e-05-1.25757e-16j -0.00020278-1.72271e-16j -0.000221534-8.75994e-17j 0.000453225+1.42411e-16j -7.61843e-05-3.60986e-16j 0.000235845-1.94139e-17j -1.13492e-05-1.16468e-16j 0.000474229-3.54974e-19j 6.11093e-05-6.69093e-17j -3.88846e-05+7.28728e-18j -0.000325221-1.0427e-16j 0.000153533-4.02773e-17j -0.000211824+7.72643e-17j -0.000427405-2.16402e-17j 0.000130905+6.11907e-17j 0.000359378+4.25969e-17j 0.000171443-6.36441e-17j -0.000415361-1.05589e-17j 0.000335361-6.64403e-17j 
-0.000432805-2.42287e-16j -0.000553417-1.60789e-16j 0.000197071-2.86357e-16j -0.000486883-1.86346e-16j 0.000213939+2.45899e-16j -0.000591449-1.8802e-16j -0.00021464+3.66937e-16j 0.000215171-1.98282e-16j 0.000493705+4.61497e-16j -6.14391e-05+2.68162e-18j 0.000252871-2.60023e-16j -0.000573354-1.08267e-16j -0.000166968-5.42572e-16j -0.000380107+1.81054e-16j -0.000550263-1.42437e-16j -0.000332332-3.74704e-16j -0.000154751+2.8763e-16j 0.000332376-6.98785e-17j -0.00030327-2.7986e-16j 0.000334831-3.16888e-16j 0.000136268-2.87852e-16j 0.000152902+4.20331e-16j 0.00043034+5.06078e-16j 0.000160981-5.07124e-16j -0.000606666-3.42929e-16j 4.90186e-05+1.6029e-16j -0.000606718-4.03709e-17j -0.000189403-3.79434e-18j 0.000182423-1.84536e-16j 0.000595486-8.25796e-17j 0.000134021+1.13799e-16j -0.000316974+3.92591e-16j -0.000516104-4.84597e-16j 5.35265e-05-4.92141e-16j 0.00010385+2.89721e-16j 0.000154288+1.65445e-16j -0.000574152-4.21293e-16j -1.67894e-05-2.37442e-16j -0.000126115+8.87091e-17j -0.000329431-2.46105e-16j 0.000339967-2.8064e-16j -0.000214948-9.40684e-16j 0.000367315+1.20391e-16j 0.000279602+4.61566e-16j 0.000592737-1.78043e-17j 0.000252291+2.8121e-16j -5.55949e-05-2.33337e-18j -0.000131359+4.5366e-16j 0.000310989+1.88447e-16j -0.000466009-3.10099e-16j -0.000442214+1.77169e-16j 1.35045e-05-2.3693e-16j 0.000347125-1.72932e-16j 0.000387754+2.69065e-16j -0.000472896+1.01214e-16j 0.00047721+1.64223e-17j 
-0.000608806-5.01371e-16j -0.000483227-4.40727e-18j 0.000647084+2.74063e-16j -0.000266363+1.75321e-16j -0.000133689-2.45063e-16j -0.000405626+1.50198e-16j -0.000788054-3.46637e-16j 0.000536608+1.85469e-16j -0.000131792-4.31315e-16j -6.23931e-05+2.20711e-17j 0.000651909+2.21262e-16j -0.000483089+8.37465e-17j 0.000636176+5.48393e-16j -0.000700048-1.94832e-16j -0.00034937+2.41313e-16j 0.000206943+3.452e-16j -0.000529836-1.6519e-16j 0.000168251-2.43429e-16j 9.00848e-06+1.23451e-16j 0.000813524+1.77647e-16j 0.000553828+1.97661e-16j -0.000430902-2.87651e-16j -0.000302768-5.63063e-16j 0.000916356+6.56534e-16j -0.000176199+3.66914e-16j -0.00018395-1.5813e-16j -0.000577029+8.47867e-17j -0.000185603+8.71349e-17j 0.000221427-2.00775e-16j 0.000773628+6.04712e-17j 1.19175e-05-5.66183e-18j -0.000917819-3.155e-16j 0.00016875+5.06667e-16j 0.00079684+5.16856e-16j -0.000369763-2.70007e-16j -2.30311e-05-1.16348e-16j -0.000138202+2.84343e-16j 0.000101979-1.64082e-16j -0.000451164-4.16215e-16j -0.000255334-3.36196e-17j 0.000936371+3.98107e-16j 3.81999e-05-1.03698e-16j 0.000251247-9.97537e-17j -0.00038057-4.52377e-16j 0.000685981+4.95919e-18j -0.000129648-2.70692e-16j -4.75792e-05+1.48927e-17j -0.00081147-4.25148e-16j 7.44755e-05-1.69623e-16j -5.69549e-05+3.02233e-16j -0.000732282-1.23335e-16j 0.000375423+2.33298e-16j 0.000646352+1.67129e-16j 3.29806e-05-2.53485e-16j -0.00065817-6.92964e-17j 0.000413161-1.38229e-16j 
-0.000400458-3.1063e-16j -0.000599976-6.99813e-17j 7.21967e-05-8.86025e-18j -0.000575125-5.05844e-18j 0.000327378+3.92714e-18j -0.000674205-2.38778e-17j -5.38327e-05+8.70112e-18j 0.000129425-4.20799e-18j 0.000702862+1.61202e-17j -6.40034e-05+3.73415e-18j 0.000145763-1.94036e-17j -0.000626814-1.60844e-18j -0.000413879-1.05977e-17j -0.000302453+6.1808e-18j -0.000635598+2.12375e-17j -0.000508332+1.34629e-17j -5.0228e-05+5.31566e-17j 0.00039666-2.39178e-16j -0.000410324-4.0026e-17j 0.000207803-7.76125e-18j 1.82385e-05-1.52639e-17j 0.000333843+5.55328e-18j 0.000668605+7.88061e-18j -5.65014e-05-8.75989e-17j -0.000762981-3.24487e-17j 0.000120668+6.6252e-18j -0.000643687+2.85996e-17j -0.000199316-3.16014e-18j 0.000179266-1.69379e-16j 0.000570043-1.29013e-17j 0.000176596+6.89608e-18j -0.000152742+1.73699e-17j -0.000743975-3.15937e-18j -0.000165345-2.52853e-17j 0.000249703-5.09619e-17j 0.000214245+4.75358e-17j -0.000730592-1.11405e-16j -5.29361e-05-1.40859e-16j -3.51647e-05-8.94299e-17j -0.000366769-1.99935e-16j 0.000178124+1.00857e-16j -0.000300299-9.35127e-16j 0.000418908+2.09134e-17j 0.000489159+1.22318e-17j 0.000592449+2.73321e-20j 0.000377726+1.74163e-17j -6.05593e-05+8.01212e-18j 6.5084e-05+2.37927e-17j 0.000395839+1.11562e-17j -0.000609426-9.70129e-18j -0.000376335+1.95021e-17j -9.36462e-05-1.64468e-18j 0.00027411-5.07434e-18j 0.00051138+8.05946e-18j -0.000439646+1.75171e-17j 0.000518407-6.5428e-17j 
