-0.0122166+0.0812254j 0.085733+0.0150075j -0.0223654+0.0405073j 0.0322247+0.0304653j -0.00981371+0.00142165j 0.000609594+0.0124354j -0.017356+0.00615598j -0.0134462+0.0228753j 0.00416465+0.0152126j -0.0225637+0.00211352j -0.0117083-0.0019657j 0.00304832+0.00800878j -0.00965835-0.00706878j 0.000356331-0.00269704j 0.000733019-0.00351956j -0.00734536+0.016434j -0.000828631-0.000260196j 0.0109159+0.00238065j -0.00628646+0.0134634j 0.0160252+0.00502309j -0.00144829+0.00923205j 0.00701768+0.01724j -0.0107057+0.0264701j -0.00552344-0.00484304j -0.0178409-0.0212844j -0.00142861+0.00242045j -0.0251579-0.00353094j 0.00830119+0.0212541j 0.00595144+0.00980381j 0.00319361-0.0117619j 0.0111196-0.0111972j -0.0141048-0.000196625j -0.00907963+0.0138199j 0.00464082+0.0040742j -0.00656836+0.0100355j -0.0351113-0.000766357j 0.00219662+0.0166769j -0.00607815+0.019932j 0.0211561+0.00396574j -0.027974-0.0206744j 0.0223485-0.0101122j -0.00592235-0.0115526j 0.0128448-0.0265873j 0.000418343+0.0141201j 0.00728796-0.00682623j 0.0250479+0.0011426j 0.00480284-0.0064874j 0.0104894+0.00146957j -0.0267498+0.00875553j -0.0127717-0.0179121j 0.016821+0.00309166j 0.0114903-0.00878678j 0.0212844-0.00881278j -0.00951123-0.00103369j -0.0105436+0.0156908j 0.00366724+0.0378157j -0.00571817-0.00509895j 0.000703965+0.0027219j -0.00329543-0.00167937j 0.0143646-0.0212616j -0.00313037+0.00952736j -0.00804824-0.00364574j -0.011128-0.0181976j -0.0103997-0.0250117j -2.59735e-05-0.000295288j -0.00121649-0.000679404j 0.00209865+0.00255937j -0.0165249-0.0319267j 0.00667454+0.0166585j 0.000918661+0.00974288j 0.00172413-0.0181376j -0.00557256-0.00936669j 0.00032203+0.0153505j -0.00149626-0.0123016j 0.00509905+0.0129903j -0.0124474+0.00991776j 0.0107698-0.0401507j -0.0144593-0.000985168j 0.0175538-0.00433663j -0.00196049+0.0125986j 0.0187246-0.00415653j 0.0256671+0.0114314j 0.0334649-0.0153106j -0.00627021-0.000939671j 0.00470027-0.0107251j -0.00049231+0.00364902j -0.00229448-0.00829148j -0.0195193+0.00620586j -0.00981761+0.0256176j 0.000948431+0.00450069j 0.00971727-0.00229099j -0.037921+0.0300137j 0.0227018+0.04447j 0.0895634+0.0159411j -0.0162086+0.0866667j 
-0.000738367+0.000233139j 0.000586265-0.00142081j -0.00241597+0.00829341j 0.00765439+0.00361516j 0.00629125-0.00718616j -0.00174232+0.000445662j 0.00324706+0.00740885j -0.00153929+0.00128768j 0.00252687+0.00281122j -0.00176429+0.00316504j 0.00569623+0.00105229j 0.0017403-0.00670483j 0.00413668+0.0067484j 0.00206484+0.00211037j 0.0077693+0.00834363j -0.00062553+0.0101371j -0.00371127+8.58758e-05j 0.00837551-0.000880106j -0.00796437-0.00905091j -0.00929543+0.00208654j 0.000418445-0.00123466j -0.000682318-0.00465001j -0.000969678+0.00226775j 0.0044513-0.0030998j -0.00454183-0.000241712j 0.00189525+0.00463481j -0.00505041+0.00132096j 0.00389675+0.0106191j -0.00378143+0.00630568j 0.00129464+0.0101339j 0.00196608+0.00141107j 0.00707042+0.00691722j -0.00284518+0.00303587j -0.00494258-0.00743145j -0.0056503-0.00467091j -0.00387987-0.0026889j 0.00136235-0.00203422j 0.00182529-0.00120125j -0.00551609+0.00276268j 0.00340021-0.00111687j -0.00637169-0.000251052j -0.00231606+0.00141505j -0.00370386+0.00357222j -0.00451535+0.00424601j -0.000183002+0.00710212j 0.00470096+0.00302317j 0.00178776-0.00443716j 0.00407766+0.00377976j 0.00358118+0.000618725j -0.000432655-0.00224187j 0.0045904+0.00390552j 0.00772568+0.00276755j 0.000721483+0.00385196j -0.00606051+0.00448318j -0.000488833+0.000403774j -0.00360141-0.00181412j 0.00362937+0.00300921j 0.00659464+0.000196905j 0.00522371+0.00137465j 0.00046698-0.00405034j 0.000667925-0.000944108j 0.00480397-0.00131301j -0.00413024+0.00139179j -0.00359725-0.000681575j 0.00379258+0.000328197j 0.00387683-0.00311895j 0.00485122-0.00362527j 0.00241723+0.00480502j -0.00241573-0.00473283j 0.0070767+0.00475155j -0.00138604-0.0117842j 0.00125536+0.00208259j -0.00594178-0.00360263j 0.000527082+0.00194076j 0.000764204+0.00237041j 0.0033192+0.00111964j 0.00059584+0.00360211j -0.00172614+0.00228396j -0.00218153-0.00570626j -0.00144456+0.000952144j -0.00286997+0.00496352j -0.000629165-0.00758041j -0.00129468+0.00226771j 0.00106229+0.00236832j 0.00351533-0.00174705j 0.00210647-0.00136539j 0.00232684+0.000750066j 0.00166428-0.0011771j 0.000992737+0.00251062j -5.14834e-05+0.00410787j 0.00523965+0.000226848j -0.00484031+0.00375897j -0.00039811+0.00382184j 0.0019088-0.00119409j -0.00278217+0.00175434j 
0.000222482-0.000903442j 0.00112572-0.000577364j -0.000835984+0.00209488j -0.00178958-0.000958078j 0.00141864-0.00420413j -0.00299929-0.00208802j 0.00296182+0.0042993j 0.000480452-0.000385198j -0.00658704-0.00546401j 0.000547048+0.00433033j 0.000853686+0.0032746j 0.000973785-0.00424148j 0.00438884-0.00602561j -0.00144931+0.00375904j 0.00383293+0.00875288j -0.000678502+0.0116419j -0.00613453+0.00145929j 0.00600137+0.00432476j -0.00318143-0.00801761j 0.0067037+0.00114865j 0.00465354+0.00277355j -0.000457918-0.00572747j -0.00332671-0.00237047j 0.000739095+0.000956903j -0.00134584+0.00108416j 0.000187858+0.00419308j -0.00343321-0.00642358j -0.000208875-0.0006208j -0.00231343-0.00252597j 0.00225656-0.000114326j 0.000302634+0.00216359j 0.00187979+0.00545522j -0.00210113-7.69017e-05j -0.00132829+0.00200261j 0.00119271-0.0020917j 0.000960722-0.00496571j -0.00631302-0.000452967j 0.00451835+0.000743417j -0.00239393-0.00316823j -0.00278831-0.00109974j 0.000438584-0.00103528j 0.006073-0.00550256j -0.00048853-0.000515619j 0.00223091+0.00242453j -0.00138396+0.00147718j -0.00139772-0.00222314j -0.00156015-0.000837494j -0.00352421-0.00363503j 0.000703883-0.00119822j 0.000193781+0.00768097j 0.00150002-0.000679584j 0.000993438-0.00590807j 0.00207973-0.00416753j 0.00426021+0.00519245j 0.00199562-0.00332855j 0.00167963-0.000847806j 0.00606602-0.00104842j -0.00526932+0.00328896j -0.00629942+0.00319499j 0.00452637+0.00474094j -0.00131283-0.00273864j -0.00456297-0.000456949j -0.00176844-0.00970491j 0.0019591+0.00260488j -0.00277792+0.000691547j -0.000352271-0.00400499j -0.00178893+0.00213664j 0.00191096+8.89892e-06j 0.00238658+0.00683681j -0.00117496+0.00100361j -0.000510387+0.00882088j -0.00172322-0.00236659j 0.000541489-0.00261271j -0.00095641+0.00456536j -0.00095567+0.00547937j -0.00202962+0.0031388j 0.00115708+0.000176007j -0.00106727+0.000847466j -0.0037152+0.00565611j 0.00495779+0.000370083j -0.00245692-0.000725425j 0.000482491-0.00226874j -0.00224069-0.00159799j 2.27089e-05-0.00111902j -0.00193061-0.000716153j -0.00166486-0.00112034j 0.00409201+0.00330002j 0.00165945-0.00110764j -0.00780404-0.000313586j -0.00188523+0.00108734j 0.00195867+0.00168376j 0.00164378-0.00348258j 0.00346943+0.00293068j 0.000843277-0.00175794j 0.0022403+0.00325415j 
0.00225392+0.000376944j -0.000383412-0.000218988j -0.00044404-0.00562475j -0.00342202+0.00395287j -0.00341121-0.00178008j -0.00316427+0.00326798j -0.000647891+0.001436j 0.00212332-0.00468372j 0.00167771-0.00456811j -0.00663226+0.00464647j -0.00124226-0.00270837j 0.00228351+0.00104127j 0.00256935-0.00417021j -0.00880568+0.00299703j -0.000617237+0.00630128j 0.000818179+0.00533028j -0.000795035+0.000284885j 0.00376707-0.000476095j 0.00306684-0.00199498j 0.0100791+0.00278646j -0.00182037-0.000758892j -0.00417394+0.00368115j -0.00210009-0.00727267j 0.000669216+0.00405566j 0.00478169-0.00821971j -0.000624401-0.00347803j 0.000856174+4.93127e-05j 0.00158906-0.00598492j -0.00439578-0.00170262j 0.00149937-0.00446322j -2.34022e-05+0.00223454j -0.000124292-0.0026651j -0.00368034-0.00538311j 0.00432096+0.0050283j 0.00561863-0.00158148j 0.00652028+0.00207505j 0.00193888-0.00146417j -0.00595139+0.00458284j -0.00541329-0.00189927j -0.00599497+0.00292833j 0.00304133+0.000109371j 0.000592904-0.00199993j -0.000109367+0.00405234j 0.00157365-0.00357611j -0.00429883+0.00028746j -0.00169154-0.00359449j 0.00474343-0.00578084j 0.00250861+0.000882707j -0.00221351+0.00185793j -0.0075202+0.000433692j 0.00449296+0.00181126j 0.00451739-0.00208327j -0.00365495+0.000232959j -0.00162833+0.00504697j 0.00376272-0.00286j -0.000172997+0.00401225j 0.0031677+0.00622118j 0.00383723+0.00201581j -0.00279138-0.00752823j -0.00377966+0.00186839j -0.00084359-0.00251728j 0.00514477-0.00162303j -0.00167535-0.00717097j -0.00269227-0.000846249j 0.0002198+0.00788137j -0.0062631+0.00497777j 0.00174202-0.00112573j 0.00769242+0.00435731j -0.00101915-0.00121866j 0.00432257-0.00191459j -0.000817548-0.00411128j -0.00148471+0.000273642j -0.00487626+0.00220417j -0.00590421-0.00552764j -0.00160394-0.000526743j 0.00660387+0.00289925j -0.000381038+0.000658159j -0.000886948+0.00184029j 0.000735115-0.000728392j -0.00299457-0.00299528j -0.00648159-0.00296112j 0.00363178+0.00387806j -0.00411469+0.00443881j 0.00156602+0.00134396j -0.000161812+0.00144123j -0.00165472-0.000860938j 0.00661138-0.00249893j 0.000704918-0.00415341j -0.000815131+0.00246661j 0.00614123+0.00319901j 0.00486915-0.00499161j 0.00777762-0.0033386j 0.00244091+0.000206117j -0.000938758+2.54023e-05j 0.00469708-0.000535175j 
0.000551971-0.00598891j -3.54299e-05+0.00217579j -0.00322608-0.00474943j -0.00345136-0.00163714j 0.00277495-0.00361106j -0.0005123-0.000457248j 0.000799928-0.00299883j 0.0027399+0.00155884j -0.00510335+1.22122e-05j -0.00465145+0.0112394j -0.00177597-0.00245124j 0.00275831-0.00536313j -0.00427783+0.00441262j -0.00512684+0.00774501j 0.00518724+0.00408895j -0.000382731-0.000642153j -0.00219767-0.0032248j -0.00475914+0.00785114j -0.000600337+0.000123997j -0.00327674+0.00519762j -0.00274322+0.00203514j -7.39716e-05+0.00149792j 0.00182339-0.00256397j -0.000225278-0.00339504j -0.00407808+0.00541416j 0.0052934+0.0014831j 0.00359114-0.00408746j 0.00642211+0.000248154j 0.00305381+0.00428409j -0.00279318+0.00170705j -0.00739066+0.00317774j -0.0027983-0.00209679j -0.000316981-0.00291975j -0.000684212-0.00402708j 0.00150284-0.00301382j 0.00121291+0.00151271j 0.00285358+0.00822244j -0.00309156-0.000453242j 0.000367196+0.00268053j -0.000343245-0.00420365j 0.00456133-0.00719183j -0.00225549-0.00302077j 0.00561211-0.00505143j 0.00264062-0.0117302j -0.00142636+0.0010927j -0.00173585-0.000854656j 0.00168954-0.00247145j -0.000446858+0.00525004j 0.0021773-0.000344263j 9.4999e-05+0.00124244j -0.00108867+0.000678917j 0.00151075+0.00203408j -0.0018933+0.00301561j -5.11808e-05-0.0012618j -0.00121092-0.000183105j 0.00366909+4.09207e-05j 0.00119445-0.00271099j -0.000540423+0.00382267j -0.000559724+0.0067248j 0.00823827+0.000539546j 0.00527166-0.00266963j -0.00416741-0.00088164j -0.0107216-0.00633356j 0.0052049+0.00318282j -0.00473882-0.00420231j -0.00364828-0.00639697j 0.00375954+0.000463098j 0.00295475+2.76539e-05j -0.00343074+0.00106453j 0.00152-0.0049456j 0.00557725+0.00436471j -0.000223252+0.000981025j -0.00161075-0.000448527j -0.00118173-0.000611043j -0.00238891+0.0012563j -0.00108644-0.0012539j 0.000184516-0.00149243j 0.00328113-0.000955628j -0.00172283-0.0030195j 0.00385638+0.00497548j 0.00331276+0.00327594j 3.6419e-05+4.71806e-05j -0.00119724-0.00416616j -0.000803102+0.000972045j -0.00350986+0.000884067j 7.42608e-05+0.00535386j 0.000274915+0.00135933j 0.00495795+0.00335733j 0.000895852-0.00364394j 0.00700237+0.00104451j -0.00301424+0.000653223j -0.00719755+0.0010271j -0.00174932+0.00287795j 0.00677702-0.00601461j 0.00272786-0.00254171j 
-0.00166669-0.00178335j -0.0024328-0.000247671j 0.000703124+0.00017715j -0.000322656-0.00442536j 0.00143551-0.00739885j 0.00448372-0.000933408j 0.00486936-8.77985e-06j 0.0022326-0.00200202j -0.00271963+0.00237046j 0.00343137+9.82951e-06j 0.00231605+0.00414854j -0.000225664-0.000679404j 0.000325149+0.000533642j 0.00991471+0.00213903j -0.000463672-0.00458366j -0.00226597+0.00266468j -0.00030749+0.00134936j -0.00447204+0.00135797j -0.00706141-0.00144078j -0.00801918-0.00180455j -0.000796694+0.00125979j 0.00467286+0.000823048j 0.00154156+0.00662554j -0.00386811-0.0068536j -0.000251699+0.00303799j -0.00013636+0.00460816j -0.000711705-0.00172547j -0.000473339+0.00171226j 0.00154712+0.00159892j -0.00562889+0.00423975j 0.000207617-0.00322683j 0.00435675+0.00304083j 0.00256289+0.00278996j -0.00400658-0.00572731j 0.000672056-0.000597729j -0.00527443-0.0046896j -0.00793722+0.000823411j 0.000627387-0.00818687j 0.000410369+0.00316488j 0.000249178-0.0030124j -0.00481442-0.000971843j -0.0040218+0.00352943j 0.00485345-0.00551645j 0.000955582-0.00330526j 0.00261112-0.00136107j 4.37554e-05+0.00424061j 0.00681753+0.000352898j -0.00606005+0.00230049j 0.000603345-0.00379471j 0.00259224-0.0024986j -0.000146451+0.00534716j 0.0017767-0.00094729j 8.50183e-05-0.00387598j 0.000435968-0.00229154j -0.00277789-0.000725263j 0.00558359+0.000542027j 0.00876989-0.0031117j -0.00424357+0.00543828j -0.0050042-0.00299322j 0.00741292-0.00145784j 0.00299617+0.00207504j -0.00117026+0.00287602j -0.00488059+0.00454554j 0.00127267+0.00124324j -0.000927371-0.00291984j -0.000665522+0.00154714j 0.0027794+0.00652314j 0.00332427-0.000594668j -0.00060159-0.00487089j -0.00278034-0.00189325j -0.00329521+0.00297087j 0.00233608+0.00192696j -0.00206169-0.00238716j 0.00269458+0.00163408j -0.00122892-0.0010132j -0.00468166-0.00131537j -0.0025491-0.00835979j -0.00432855+0.00100996j 0.00126904+0.0044238j 0.00163153+0.00471296j 0.00130495-0.00098109j 0.000872226+0.00224626j 0.000144335-0.00561626j 0.00089923-0.00132675j -0.00129502+0.00268164j -0.000506704+0.0027466j -0.00680306-0.00334748j -0.00190409+0.00196523j -0.00126242-0.00224293j -0.00319326-0.00231084j -0.00538673+0.00230497j 0.00514607+0.00242335j 0.00353446-0.00256275j -0.00189118+0.000343355j -0.000762146-0.0018335j 
0.00231481-0.00651749j -0.00902536-0.000827903j 0.00130559-0.00414496j -0.00619409-0.00385565j 0.00555105+0.0045312j -0.00556546+0.0018642j 0.00176102+0.00385907j -0.000766624-0.000157126j -0.00542517-0.00952797j -0.0048915+0.00287417j -0.00382673-0.00543759j -0.00172626-0.00202128j 0.00613887-0.000771791j -0.00899186-0.000784322j 0.000462767+0.0115675j 0.00286894-0.00208466j 0.00380624-0.000190257j -0.006478-0.00297695j 0.00584148-0.00181979j 0.00180411+0.00018073j 0.00277229-0.00400064j -0.00462444+0.000300586j 0.000748879-0.00317207j 0.00486149+0.000674035j 0.00148476-0.000782285j -0.00628974+0.00199473j -0.00558283-0.00363636j 0.00599555-0.000946535j 0.000706035-0.00495546j 0.00418145-0.00265892j -0.00624704+0.00374157j -0.00170799+0.000459734j 0.00105528-0.00428811j 0.00835771+0.00183242j 0.00473707+0.00260946j 0.00101116+0.00501777j 0.00176606-0.00131148j -0.0066275+0.000821475j -0.00045337-0.00295171j 0.00491185+0.000635747j 0.000876552+0.00739356j -0.000648621+0.00189002j 0.000872687+0.00604677j -0.00524503-0.00425667j 0.00024645+0.000159635j -0.0018366-0.00360677j -0.000133735-0.00230472j 0.00302445+0.00351686j 0.00973656-0.00174327j -0.00271853+0.00295602j 0.000562829+0.000637351j -0.00446133+0.00529798j 0.00321859-0.000545225j 0.00179858+0.0014034j -0.0011726-0.00253184j 0.00430683+0.00171403j -0.00146392+0.00385765j 0.00804235-0.0040141j 0.00481246-0.00461489j -0.0082959-0.00297423j 0.00658493+0.00284973j -0.000230778+0.000299277j 0.0045856+0.0059699j -0.00582149+0.00395747j 0.00635839-0.0024836j 0.00600225+0.00736808j -0.000207658-0.00193819j -0.00186034+0.0062769j -0.0017456-0.00152769j -0.000964605-0.00431465j 0.000614467-0.00186839j -0.00108008+0.00160063j 0.00334606-0.0012437j -0.00327305-0.00750783j -0.00115184-0.00603178j 0.00183571-0.00107779j -0.00334517+0.00291041j 0.00535931+0.00197144j -0.00287673-0.00174714j -0.00245959-0.00125779j -0.00299822-5.014e-05j -0.00189952+0.0019678j 0.00385949-0.00283825j -0.00328132-0.00260436j -0.00259718-0.00300809j -0.00173268+0.00706669j -0.00722833-0.00223752j 0.000333862+0.000810569j 0.002784-0.00467261j 0.00118244+0.00246437j -0.00683144-0.00367627j -0.00222562-0.00140872j -0.01001-0.00397744j -0.00656951+0.00271648j -0.0016801-0.0117287j 
-0.0021524+0.00689728j 0.00575249+0.00477014j -0.00405836+0.00171375j 0.00240529-0.00944406j 0.0089661+0.0121784j -0.00579174+0.00313177j -0.00648079-0.000853222j 0.000366054+0.00508826j -0.00715518+0.00289061j -0.00743874+0.00594067j -0.00180088+0.000101046j 0.00657272-0.00413183j -0.00200932-0.00644617j -0.0132747+0.00675789j 0.00341041+0.00412525j 0.00369118-0.00823417j 0.00267775-0.00105046j -8.04402e-05+9.66479e-05j 0.00708142-0.00156569j 0.00235315+0.00482853j 0.00727927-0.00228534j -0.0025798-0.00647527j -0.00298003-0.00142737j 0.0066294+0.00129971j 6.43801e-05+0.00757868j -0.00675821-0.000542234j 0.0102605-0.00217422j 0.00487142-0.00155373j -0.00334397-0.002683j 0.00208026+0.0119486j -0.00851737-0.00215672j -0.00403898+0.00396704j 0.00122283-0.00693192j -0.00751559-0.00972806j 0.00308061+0.0010524j 0.00235984-0.00481405j 0.00407504+0.00126285j -0.00484386-0.00472422j -0.00936221-0.00533121j -0.0066294-0.00150737j 0.00452326-0.00411508j -0.00262821+0.00238907j -0.00506487+0.00498141j -0.00143923+0.00921142j 0.00364926-0.0042484j -0.00556195-0.0015482j -0.00183139+0.000527216j 0.00123603-0.00210143j -0.00396788+0.0028105j 0.000404382-0.00171835j -0.00496344+0.00386965j -0.00661161-0.00191683j -0.00403487+0.00215307j -0.000291678+0.00278047j -0.0018177+0.00162042j -0.00234791-0.00415604j -0.00555266-0.00318491j -0.00821837+0.00305102j 0.00140468+0.00178822j 0.00188492-0.00819282j -0.00291915-0.00137778j -0.00191638-0.00129542j 0.000829984+0.000826798j -0.00414029-0.00352526j 0.000142654+0.00851612j -0.00596653-0.000364935j -0.000771242+0.00141986j -0.00147743+0.00561944j 0.000227543+0.000246069j 0.00100207+0.0022502j 0.00108356+0.00505408j 0.000182866+0.00157427j 0.000444928+0.00615683j 0.00532999+0.00468234j 0.00772037+0.0132844j -0.00301895+0.000617388j 0.00349572-0.00193088j -0.00375426-0.00658928j 0.0089991-0.00195333j 0.00268895+0.00118375j -0.00305602-0.00492641j -0.00540119-0.00164869j -0.00102296+0.00106305j -0.00125383+0.00194408j 0.00200822-0.00117589j -0.00137731-0.00165723j -0.00164417+0.00162886j 0.000416198+0.00541662j -0.00297375-0.00392591j -0.000228536-0.00358426j 0.00194018-0.00377621j 0.00456855+0.00315316j -0.000593505-0.00878173j -0.000106307+0.00451877j -0.0058981+0.00224359j 
0.00152195+0.00058753j -0.00259212-0.00376613j 0.00158923-0.000861786j -0.0027839-0.00496947j 0.00059518+0.00309418j -0.00320365-0.0010474j -0.00151369+8.6332e-06j -0.00342048+0.00214823j -0.0038178-0.00200648j -0.0025989+0.00306896j 0.00307437-0.000761444j -0.00224573+0.00259424j -0.00115479-0.000670804j 0.00179534+0.00119398j 0.000282199-0.000778923j 0.00136515+0.00259744j 0.00170628+0.000907583j -0.00094799-0.00258867j 0.00112557+0.00199892j -0.000280191+0.00207052j 0.00365936+0.00128208j 0.00324877-0.0017552j -0.00410234+0.00128009j -0.00232962+0.00417439j 0.00351375+0.00241954j -0.00314978+0.00229318j 0.000772917-0.00517289j 0.00192269+0.00118122j 2.28025e-06+0.00117162j 0.00337406+0.00345625j 0.00218412-0.00234751j -0.00111189+0.00239354j 0.00237154-0.00106426j -0.00230265-0.00231265j 0.00283186+0.00281189j -0.00240118-0.000509898j -0.00427289-0.00062089j -0.000291801-0.00145873j 0.000403989-0.00514279j 0.00109267+0.00168543j -0.00027551+8.37861e-05j -0.00100733-0.000704788j 0.00788698+0.00246129j -1.68736e-05-0.00532093j -4.56559e-05+0.00138072j 0.00261954-0.0021096j 0.00540432+0.00251529j -0.00302236-0.00354755j 0.00355778-0.0011099j -0.00715316-0.00147186j -0.00131813+0.00415497j 0.00146061+0.00758383j 0.00258266-0.00113333j 0.00269858+5.24207e-05j -0.00521429-0.00329344j 0.00622412+0.00607321j 0.00400296+0.00343542j -0.00148783+0.000234251j 0.00135239-0.0037528j 0.00687445+0.00317207j 0.00727259+0.0087787j -0.00167226+0.00187396j -0.00463859-0.00518009j 0.00281438-0.00178509j 0.00739031+0.00200702j -0.00456815+0.0106799j 0.00395144+0.00117584j -0.000362881-0.00322215j -0.000105777-0.0065471j -0.00307343+0.00275493j 0.000995622+0.00384754j 0.00516876-0.00747471j 0.00114641+0.00149678j 0.0054863-0.00263548j 0.00522137-0.0042694j 1.68809e-05+0.00179016j -0.00298372+3.43562e-05j -0.00385531+0.00153582j -0.000746142+0.00512184j 0.000122635+0.00193752j -0.000308842+0.00040374j -0.00126754+0.00588036j -0.00101047-0.00320245j -0.0005896-0.002584j 0.00556579-0.00271345j 0.00459953+0.0108935j -0.00102761-0.0051927j 0.000808257-0.0069702j 0.000734567+0.00745257j 0.00306547+0.00831352j -0.0037876-0.00755153j -0.0023872-0.00046247j -0.00493929-0.00616282j 0.00119854-0.000613129j 5.85364e-06-0.000960726j 
-6.07207e-05+0.00134815j 0.0023273-0.000574774j 0.00332621+7.93266e-05j -0.00309428-0.00480861j 0.00102282-0.00609369j 0.00294199-0.00301566j 0.00392285+0.00273491j -0.000792479-0.00733271j -0.000176014-0.0011544j -0.00113138-0.00521075j 0.00109775+0.00221616j 0.000675027+0.00124791j -0.000873243-0.000113526j 0.00966719+0.00255266j -0.00332359-0.0018492j -0.00423556+0.00421579j 0.0044768+0.000912724j -0.00166092-0.00222617j 0.00110881-0.00430881j -0.00469484-0.00160903j 0.00111744-0.000446767j -0.000209926+0.000376869j 0.001263+0.00565955j -0.00557665+0.00219901j -0.000206465+0.00122929j 0.000477328+0.000169854j 0.000384159-0.00014099j 0.00384395-0.00863975j -8.19276e-05+0.00148993j 0.000254616-0.000366603j 0.00498763+0.000221311j 0.00141162-0.000505749j 0.00186357+0.00536933j 0.0018716-0.00307554j -0.000867339-0.00114531j -0.00300193-0.00524791j -0.00020923+0.00162228j -0.00232723+0.0014924j 0.00280687-0.0037235j 0.00107341+0.00428315j 0.00448207+0.00140326j -0.00046977-0.00258191j 0.0103565-0.00305332j -0.00200576-0.00535312j 0.00168627-0.000539629j -0.00308425-0.00499112j 0.00975019+0.00477857j -0.00564209-0.0028707j -3.21105e-05+0.000760136j -0.00216642+0.00551766j 0.000878443+0.00349049j 0.00475068+0.00148823j -0.00460373-0.000839784j 0.00330646-0.00333524j -0.00160453+0.000316528j 0.00156833-0.000374915j 0.00248794-0.00185044j -0.00126535+0.00230294j 0.00465957+0.0163026j -0.000873268+0.00295624j 0.00463246+0.000444991j -0.00180278-0.0012257j -0.00410794-0.00631649j -0.00825466-0.00163375j 0.00780508-0.00796298j -0.00520908-0.00344996j 0.00571009+0.00909436j 0.0010085+0.00232012j 0.00167563+0.00175538j -0.00062309-0.00670705j -0.00078099+0.00421072j -0.00281291-0.0013382j 0.00127474+0.00309244j 0.00323979+0.0008434j -0.000856052+0.00016012j 0.00265808-0.000673277j 0.000584873-0.00413256j -0.00177506-0.00164174j 0.00319705+0.00462086j -0.00334326+0.00478685j 0.00255742+0.00159659j -0.00335985+0.00896451j -0.00404351-0.00301495j -0.00243873-0.000241984j -0.0078231-0.00328502j 0.000624529+0.00392115j 0.000569513-0.00515531j -0.0012712+0.00229107j -0.00222936-0.00326068j 0.00686948+0.00333297j -0.00321304+0.000596969j 0.00253026+0.00099191j -0.00232773-0.00981701j 0.00172192+0.00311628j -0.00175148-0.000670586j 
0.00132329-0.000916244j 0.00436081+0.000167553j -0.00357288+0.00457082j -0.000614719+0.00121163j -0.00304742-0.00275493j 0.000837591-0.00131442j 0.00028167-0.00155945j 0.000141754-0.00130176j 0.00334324+0.000936167j 0.0045185-0.00426951j -0.00129349+0.00259417j 0.00102893+0.00047607j -0.00222301-0.00701245j 0.00201457+0.00373331j -0.00394824-0.00227323j -0.00202181+0.001681j -0.00118001-0.00340634j -0.00066967+0.000863414j 0.000416365-0.00364099j -0.00111913+0.000693224j -0.00298554-0.000848669j 0.000401727+0.000955119j -0.00103297+0.00245779j 0.00430644+0.00614025j 0.00334045-0.00458862j 0.00483399-0.000399721j 0.00568438+0.0049015j -0.00530041-0.00603748j 0.00163848+0.00360774j -0.00467565-0.00489884j -0.00322359-0.00178336j 0.000969281-0.00179438j -0.00584794-0.00171137j 0.00276802-0.0018125j -0.000920171+0.000558018j 0.000608012+0.00119092j 0.00390217-0.000760724j -0.00353946-0.00375655j 0.00642315-0.000192692j -0.00628702+0.00521861j -0.00349855-0.00343334j 0.00480534+0.00493929j 0.00262327+0.00299555j 0.00348197-0.00288744j 0.0029562-0.00618299j 0.0038207-0.00264115j 0.00123896-0.00469957j -0.00266259+0.00358295j 0.000767104-0.00385069j -0.00254095-0.00153337j 0.00178903+0.00176581j -0.00335706+0.00127699j -3.26979e-05-0.00639583j -7.54403e-05-0.00279563j 0.000980865-0.00408634j 0.00137276-0.00321655j 0.000693969-0.00470046j 0.00556061-0.00447122j 0.0061088+0.00238298j -0.0012582+0.0032089j -0.000933414-0.00752685j 0.00178964-0.000473655j 0.00573709+0.00116979j -0.00534653+0.000625144j 0.00134267+0.00268957j 0.00568439-0.00220443j 0.00398325+0.00174655j 0.00402494-0.000780649j 0.000382484-0.00194001j -0.00335419-0.000988812j -0.0041427-0.00208331j 0.00160221-0.0026218j -0.000975993-0.00202192j -0.001852-0.00218074j -0.00240763+0.000334208j -0.00584619+0.00610893j -0.00336596-0.00743385j 0.000980189+0.00352723j -0.0051821+0.00273175j -0.00233303+0.000606103j 0.00396464-0.00601496j -0.0046663+0.000686042j -0.00281419+0.00346652j 0.00022146-0.00112246j -0.00329938+0.00069673j -0.00128923-0.000657003j 0.00307829+0.00436869j -0.00221232-0.000407372j 0.00163356-0.00136286j -0.00163007+0.000657193j -0.0024063+0.00119909j -0.00703275-0.000859617j -0.00387566-0.00288168j 0.00105672+0.00121324j 0.000917698-0.00212549j 
