-0.0122166+0.0812254j 0.085733+0.0150075j -0.0223654+0.0405073j 0.0322247+0.0304653j -0.00981371+0.00142165j 0.000609594+0.0124354j -0.017356+0.00615598j -0.0134462+0.0228753j 0.00416465+0.0152126j -0.0225637+0.00211352j -0.0117083-0.0019657j 0.00304832+0.00800878j -0.00965835-0.00706878j 0.000356331-0.00269704j 0.000733019-0.00351956j -0.00734536+0.016434j -0.000828631-0.000260196j 0.0109159+0.00238065j -0.00628646+0.0134634j 0.0160252+0.00502309j -0.00144829+0.00923205j 0.00701768+0.01724j -0.0107057+0.0264701j -0.00552344-0.00484304j -0.0178409-0.0212844j -0.00142861+0.00242045j -0.0251579-0.00353094j 0.00830119+0.0212541j 0.00595144+0.00980381j 0.00319361-0.0117619j 0.0111196-0.0111972j -0.0141048-0.000196625j -0.00907963+0.0138199j 0.00464082+0.0040742j -0.00656836+0.0100355j -0.0351113-0.000766357j 0.00219662+0.0166769j -0.00607815+0.019932j 0.0211561+0.00396574j -0.027974-0.0206744j 0.0223485-0.0101122j -0.00592235-0.0115526j 0.0128448-0.0265873j 0.000418343+0.0141201j 0.00728796-0.00682623j 0.0250479+0.0011426j 0.00480284-0.0064874j 0.0104894+0.00146957j -0.0267498+0.00875553j -0.0127717-0.0179121j 0.016821+0.00309166j 0.0114903-0.00878678j 0.0212844-0.00881278j -0.00951123-0.00103369j -0.0105436+0.0156908j 0.00366724+0.0378157j -0.00571817-0.00509895j 0.000703965+0.0027219j -0.00329543-0.00167937j 0.0143646-0.0212616j -0.00313037+0.00952736j -0.00804824-0.00364574j -0.011128-0.0181976j -0.0103997-0.0250117j -2.59735e-05-0.000295288j -0.00121649-0.000679404j 0.00209865+0.00255937j -0.0165249-0.0319267j 0.00667454+0.0166585j 0.000918661+0.00974288j 0.00172413-0.0181376j -0.00557256-0.00936669j 0.00032203+0.0153505j -0.00149626-0.0123016j 0.00509905+0.0129903j -0.0124474+0.00991776j 0.0107698-0.0401507j -0.0144593-0.000985168j 0.0175538-0.00433663j -0.00196049+0.0125986j 0.0187246-0.00415653j 0.0256671+0.0114314j 0.0334649-0.0153106j -0.00627021-0.000939671j 0.00470027-0.0107251j -0.00049231+0.00364902j -0.00229448-0.00829148j -0.0195193+0.00620586j -0.00981761+0.0256176j 0.000948431+0.00450069j 0.00971727-0.00229099j -0.037921+0.0300137j 0.0227018+0.04447j 0.0895634+0.0159411j -0.0162086+0.0866667j 
0.000189072-0.0123808j -0.0126398+0.00174772j 0.00640808-0.0126054j -0.00632456-0.00500864j 0.0045341+0.00547694j 0.001264+0.00206308j 0.0042186-0.00783829j -0.000600183-0.00240344j -0.0027242-0.00411859j 0.00167606-0.0053964j -0.00203673-0.000328614j -0.00474749+0.00332951j 0.00525348-0.00208274j -0.00316126+0.00110674j -0.000609477-0.00149419j -0.000470072-0.00489065j -0.000530332+0.00337229j -0.00183885+0.000156577j -0.000867634+9.59987e-05j 0.00187757-0.00200121j -0.000203204+0.000326005j -0.00488378+0.00264861j 0.00379243-0.00196147j 0.000985489-0.00625177j 0.000600404+0.000985683j -0.00457696+0.00757345j 0.00472695-0.00191804j -0.0078604+0.00129561j -0.000898619-0.00644147j -0.00647466+0.000507407j -0.00892615-4.78769e-05j -0.000618249-5.04903e-05j 0.00317502+0.0072791j 0.0047115+0.00363387j 0.00957008-7.71751e-05j 0.00080362+0.00141546j -0.0100982+0.00470407j -0.00311752-0.00467422j -0.00396941+0.00333793j -0.00384127+0.000892064j -0.00126629+0.00245805j -0.00103119-0.00188759j 0.00158815-0.00528313j 0.000288144-0.0054128j -0.00423097+0.000756808j 0.00290606+0.000328064j 0.00237476+0.00148569j 0.000513039-0.000599561j 0.0081276-0.00462538j 0.00304599-0.00563284j -0.00634786+0.00352715j 0.00553993+0.000634782j -0.000211169-0.00800173j 0.00208423-0.00306887j 0.00379825-0.00232462j 0.00261762-0.00775722j -0.00106679-0.00389615j 0.00473875+0.00687743j 0.0057379+0.00766566j -0.000794031+0.00101053j -0.000857904-0.00971216j -0.000699776+5.51112e-05j -0.00410042-0.000758346j 0.00797303+0.000772262j 0.00393271-0.00487293j -0.00348551-0.00467827j -0.00385718+0.00597449j 0.00617925+0.00427754j -0.00403322-0.00369909j -0.00428811-0.00721837j -0.0035366+0.00614612j 0.00360207+0.00292401j 0.00419046-0.00604707j 0.00334256+0.0102924j 0.00107315-0.00704306j -0.00262637-0.00275637j -0.00848422+0.00938657j 0.0019678+0.000725081j -0.00162009+0.00771906j 0.00783356-0.00153463j 0.00034742-0.00270905j -0.0049469+0.00492377j -0.00747966-0.00172167j -4.76955e-05-0.00383601j 0.0018876-0.00310712j 0.00478122+0.00798031j -0.00119008-0.00152987j 0.00610715+0.00240575j -0.00192312-0.000859466j -0.00058766-0.00254517j -0.0115532-0.00446964j 0.0163846+0.00156897j -0.00147676-0.00612595j -0.0182085-0.00312413j 0.00556844-0.0114461j 
0.00103589-0.00562789j -0.00292473-0.00152125j 0.00166448-0.000757504j -0.000575232+0.00173234j -0.00376373-0.00231933j 0.00280705-0.0013344j 0.00464173+0.000686208j 0.00136924-0.000787902j 0.00295397-0.00225646j -0.00736407-0.00257599j -0.00213312-0.00318834j -0.0027511-0.00590844j 0.000388102+0.00218011j -0.000234704+3.65583e-05j -0.00622791+0.00119633j -0.00719016-0.00238357j -7.12616e-05-0.00242587j -0.00237562-0.00204063j -0.000856999+0.0006575j 0.002583-0.00187591j -0.00534264-0.00687868j -0.00307219-0.00423915j 0.00342749-0.00584528j 0.00303815-0.00476797j 0.004004-0.00329545j -0.00305987-0.00566934j -0.000376941-0.000788501j -0.00178589-0.00129081j -7.12188e-05+0.000865237j 0.00074228+0.00214785j -0.0063987+0.00365021j 0.00124109-0.00394166j -0.00234099+0.00337641j 0.00807585+0.00726001j -0.000210598-0.00688015j -0.000250639-0.0015772j -0.000277176+0.00220477j 0.00247214-0.0111245j -0.00111445+0.00159451j -0.00687945+0.00640773j 0.00865988-0.000430023j -0.00549105+0.00161545j -0.00466176+0.00335657j -0.00271795-0.00181214j 0.0062989+0.00229339j -0.00136324+0.0043152j -0.00341572+0.00149199j 0.000843292-0.00250762j -0.00102206-0.00744686j 0.000211466+0.00335736j -0.000775462-0.000969864j -0.000427528-0.0029846j 0.00548946+0.00410509j -0.000552414+0.00878543j 0.00433962-0.00581338j 0.00377065-0.00714495j 0.000265694+0.00311266j -0.00566456+0.00405657j -0.00296356+0.00677752j -0.00248898+0.00479192j 0.00138093+0.00264903j 0.000390228+0.00124523j -0.000242755-0.000195948j 0.00483611+0.00634867j 0.00042862-0.00287776j -0.0064857-0.00656466j -0.00227144+0.00118479j -0.00124904+0.00706603j 0.00487922+0.00257697j -0.00292995-0.00478722j 0.000861764+0.00840167j 0.00403472+0.00936888j -0.000106147+0.00391004j 0.000242404+0.00887476j -0.000428525+0.00260829j 0.0024784-0.00321665j -0.00526949-0.000730824j -0.00122126-0.00158813j -0.0002383-0.00104512j 0.00285496+0.000746496j 0.000117365+0.00348781j -0.00234162+0.00419735j -0.0109905+0.000383084j -0.000445138+0.00168982j -0.00292029+0.00159185j -0.00305637+0.000715904j 0.000892874+0.00888305j 0.00159792-0.00581534j 0.000277735+0.000741627j 0.00389603+0.00235142j 0.00605932-0.000263676j 0.00474295-0.00161386j -0.00335342+0.00254359j -0.00472577+0.00167871j 0.00663224-0.0020419j 
0.00539307+0.00236527j 0.0010108-0.0075327j 0.00180484-0.00542465j -0.00281717+0.000928132j 0.000829169-0.00226729j -0.00424189-0.00247202j -0.000446083+0.00277795j -0.000848461-0.000200802j -0.0043275-0.00228438j -0.00348034-0.0034979j 0.00192685-0.00242425j -0.000834107-0.0048726j -0.00450531-0.00156625j 0.00142806+0.000139328j 0.000465474+0.000913793j 0.000515637-0.00432718j -0.00263593-0.0030731j -0.00388029+0.00248648j -0.00441284-0.0022473j 0.00255881+0.00118548j 0.000185839+0.000168154j 0.00219745+0.0015746j 0.000179359+0.0026925j 0.00100041+0.00172846j 0.00402123-0.00307105j -0.00285515+0.00412661j -0.00560977-0.00399266j -0.00546195+0.00538357j 0.000121037-0.00710052j 0.00352335-0.00117094j 0.00084121+0.00518428j -0.000943508+0.0024376j 0.00242481-0.00339312j -0.00590079+0.00106301j 0.00277037-0.00371595j -0.00171213-0.00410604j -0.00576112-0.00047038j 0.00209009-0.00932219j -0.00325947+0.0063982j 0.00145092+0.00198319j -0.00486074+0.00194575j -0.00172669+0.00128354j 0.00116129+0.00356427j 0.00159532+0.00527738j 9.42334e-05+0.0047561j 0.00551646+0.00288437j 0.000247682+0.00174746j -0.0043311+0.00586248j 0.000914063-0.00694248j -0.000521666+0.000253662j 0.00239741+0.000625928j -0.00988137+0.0013317j -0.00329892-0.00704882j 0.00484594-0.00597719j -0.00596205+0.00236079j 0.00126657-0.00293248j 0.00591067-0.00616203j 0.00694268-0.00790498j 0.00390476+0.00787399j 0.00109921-0.00916057j 0.00365649-0.0058631j -0.00316248-0.00123018j -0.000484785+0.000612219j -0.00873666+0.00469595j -0.0142943-0.0143107j 0.00119368-0.0039205j 0.00880432+0.00111845j 0.00571771-0.00654671j 0.00838731-0.00599138j -0.00630893-0.00729629j 0.00225974-0.0131959j -0.00388798+0.0120644j 0.00906561-0.00310821j 0.00362345+0.00171166j 0.00860479+0.00185395j -0.00855766-0.00408304j -0.000434568-0.00464475j 0.00321063+0.00394382j -0.0100826-0.000796557j 0.000898625+0.00514456j 0.00286122-0.0058571j 0.00194872-0.00817941j 0.0104649+0.00185646j 0.0026741-0.000446132j 0.00142629+0.00861515j 0.00272168+0.00151522j -0.00571486+0.0064643j 0.0018811-0.00758552j -0.00224107+0.00792879j -0.0104711-0.00391535j -0.00444431-0.00672192j 0.00345704-0.0101494j -0.00814124+0.000148657j 0.00489636-0.000814633j 0.0047777+0.00869649j 
-0.00419073-0.00796441j -0.00941536+0.00156419j 0.0034216+0.00243031j -2.15575e-06-0.00927139j 0.0058898-0.00140253j -0.00193232-0.00942927j 0.00152581-0.00544842j 0.00137121-0.00388189j -0.00504726+0.00200385j 0.001025-0.000596213j -0.00209279+0.000962381j 6.29751e-05-0.00134713j 0.00121223+0.00152257j 0.0065729-8.05532e-05j -0.00349488+0.000728922j -0.000730792-0.00011065j 0.00418909+0.00220798j -0.00198027+0.000615355j 0.000832611-0.00217356j -0.0010544-0.00575554j 0.00294934+0.00284235j -0.00314439-0.00536377j 0.00247486+0.00409161j -0.0040556-0.00169181j -0.000274247+0.00896969j 0.00383973-0.000312666j -0.00358997-0.00623068j 0.00236808+0.0035621j -0.000944442-0.00369477j -0.00196854-0.00387652j -0.00333156+0.00297626j 0.0028657+0.000609068j -0.00102353-0.00203525j 0.00547212-0.00551493j -0.00132845-0.00251541j 0.00175844+0.00286306j -0.00575719-0.00483494j 0.00170404-0.00259529j 0.00260621-0.000426186j 0.000951323-0.00338778j -1.26301e-05-0.00610488j 0.00152101+0.00812522j 0.0037587-0.0011345j 0.00280538-0.00362781j 0.00585315-0.000743219j -0.00200716+0.000217999j 0.000612864-0.00281568j -0.00784584+0.00634395j 0.00958216+0.00421501j -0.00134252-0.000274296j -0.00781267+0.000713059j 0.00189289+0.00541104j -9.01493e-05-0.00293611j -0.00101202-0.00796612j 0.00229202+0.00279144j 0.00495733-0.00874489j 0.00910222-0.00958954j -0.000499252-0.00756842j 0.000545802-0.00805243j 0.00475317-0.00349021j -0.00370515-0.0013718j 0.000598565-0.00183902j 0.000959653+0.00556567j 0.0113061+0.00339633j -0.00710002-0.0110344j 0.0141666-0.00549077j -0.00678521+0.00789254j 0.000690236-0.00992076j -0.0068338-0.00947649j 0.00287653+0.00173445j 0.00222209-0.000920445j -0.00470628-0.00221454j -0.000423355-0.00456517j -0.00285263-0.000225241j 0.00754867+0.00399101j -0.0135019+0.00275824j -0.000300972+0.00353697j 0.00256894+0.0052529j -0.00736859-0.00136271j 0.00201958-0.00560159j 0.0036077-0.00457016j -0.00711524-0.0102477j 0.00469976+0.00945486j 0.00175877-0.00560033j -0.00634482-0.00107545j -0.000313145+0.00257226j -0.000968152-0.00449759j 0.00278563+0.0156283j 0.00122008-0.0120405j -0.0151124-0.00760195j -0.0100181+0.00557974j -0.00191023+0.00233055j 0.00770024-0.00496682j -0.00798298+0.00360723j 0.00116633-0.00819075j 
-0.000319063+0.00210503j 0.000119596-0.00110789j 0.00229755+0.000835852j 0.00241305-0.0011558j 0.000852844-0.000548646j -0.000252544-0.000331439j 0.000834698-8.42444e-05j 0.000448606+0.00284744j -0.000689217+0.000871613j -0.00375884-0.00116373j 0.00080362-0.0006027j -0.00202131-0.00155287j -0.00103646+0.00165374j 4.58066e-05+0.00113895j -0.000120998-0.00161485j -0.000652933-0.00135574j -0.000368086+0.000231578j 0.00102578-0.0023801j -0.00183969-0.000653858j -0.00182854-0.00217499j 0.000702483+0.000943447j -0.00245124+0.00237344j 0.00129056-0.000463118j -0.00438905-0.00247812j -0.00272171-0.000907201j 0.000966015+0.000514102j -0.00159669-0.000539731j 0.000464792+0.00022543j -0.000390399+0.00395394j -0.000411877+0.000660684j 0.0016343-1.43083e-05j -0.000292356-0.000967139j 0.000583303+0.00246793j -4.98059e-05+0.00131046j -0.000664843-0.000464263j -0.00014616+0.0012093j 0.0028422+0.00076167j -0.00488278-0.00224886j 0.000798069+0.00194821j 9.13181e-06-0.000157131j -0.00254217+6.45125e-05j 0.000607288-0.000567939j -0.00220334+0.0033419j 0.00122324+0.000332713j -0.000624364+0.000353992j 0.000221701-0.000324079j 0.00261751-0.00281743j 0.000343233+0.0015803j -0.00319871-0.00288707j -4.66864e-05+0.00204606j 0.00146224-0.0013139j -0.00412786-0.00255003j -0.00242605+9.60004e-05j -0.00334346+0.00172627j -0.00167089-0.00164117j 7.45659e-05+0.00185573j 0.00235821-0.00265271j -0.000550114+0.00132762j -0.00576419-0.00467493j -0.00344286-0.0020561j -0.00468202-0.0018914j 0.000569484-0.00101188j -0.00440783+0.0023066j -0.00443385+0.00145731j 0.000805559+0.00654979j -0.00144561+0.000463079j 0.0024083+8.65749e-05j 0.00221473+0.000450485j -0.000920511-0.00121607j -0.00529412-0.000731511j 0.000209898+0.000634102j 0.000331197-0.00074321j -0.000741577-0.00165878j -0.00126124-0.00310883j 0.00222403+0.00300731j 0.000959068+0.0032555j 0.00206603-0.00118037j -0.00150382-0.00128107j 0.00188258+0.00229619j -0.00131131+0.00102122j -0.00407686-0.00454505j -0.000325424+0.000723583j 0.00227385+0.00234503j 0.00168344-0.000517203j 0.000573756+0.00384842j -0.00461193+0.000127495j 0.00240605-0.000399169j -0.00432882-0.000282482j 0.00133702+0.00348753j -0.00303914-0.00161569j 0.00218631-9.66474e-05j 0.00236463-0.00151066j -0.00106275-0.00380825j -0.00139785+0.00172856j -0.00115216-0.00272852j 
-0.00444843-0.0162597j -0.0118818+0.000565872j -0.00378864-0.000669965j -0.00412551-0.00411544j -0.000196837+0.00627166j -0.00585224-0.00177747j -0.000478875-0.00457974j 0.000403188-0.0042312j 0.00659924+0.00402059j 0.0052583+0.00280586j 0.00841754-0.000689998j 0.00249288-0.00369228j -0.00152779+0.00265416j -0.00351126+0.000155434j 0.000737215+0.00137114j 0.00328061-0.00322901j 0.000874626+0.000702045j 0.0058709+0.00109586j -0.00259704-0.00339109j 0.00119775-0.00317876j 0.00408378-0.00152397j -0.00431234-0.000508984j 0.00154726-0.0062987j -0.00185659+0.00203825j 7.28829e-05+0.00542855j 0.000234205-0.00153969j -0.000332308+0.00489663j -0.00022117+0.00119384j -0.00158064+0.00254633j -0.00146438-9.71165e-05j -0.00338852+0.00151042j 0.00442667-0.000727138j 0.000163821-0.00501288j 0.00122086+0.000761009j 0.00158165-0.00359164j 0.00355249-0.00123708j -0.00603475+0.00156963j -0.0030096-0.00758035j -0.00264592-0.000349248j 0.00119755+0.00255928j -0.00403003-0.00661207j 0.000718533+0.00362319j 0.00228157+0.0088725j -0.000658597+2.65999e-05j 0.00135871+0.00105965j -0.00600356-0.00313602j -0.00427932+0.00548631j -0.000567862-0.00307669j 0.00517743+0.000297915j 8.73346e-05+0.00796126j 0.00228505-0.00316613j -0.000513954+0.00395161j -0.00876382-0.000186658j -0.00287422+0.000269123j 0.000517399-0.00439419j -0.0013746-0.00582375j -0.00328161-8.50115e-05j 0.00202644-0.0013145j 0.00392531+0.00655278j 0.0011389+0.00415474j 0.00121478+0.000487434j 0.00314146+0.00182803j -0.00115901+0.00366318j 0.00183591-0.00478269j 0.000285069+0.00482034j 0.00133453-0.00281604j 0.00301932-0.00451831j 0.00408142+0.00252375j 0.00350763+0.00292881j 0.000441689-0.00250786j 0.00240968+0.00393751j 0.00431649+0.00519877j -0.0011848-0.000870389j 0.00521205+0.00383153j -0.00311928-0.000622467j 0.00448595-0.000189449j -0.00386043+0.00293646j 0.00092594+0.00142573j -0.00397699-0.00496479j -0.00186591+0.000457093j -0.00151103+0.00748475j -0.00408688-0.00548656j -0.00591184+0.00538215j 0.000428352+0.00167808j -0.0039399+0.000125009j 0.00602295+0.000281341j -0.00161706+0.00229561j 0.00644304-0.000804841j 0.00445086-0.00292242j -0.000167824+0.00041069j -0.000958012+0.00401555j 0.00190684-1.34274e-05j 0.00102728-0.00118483j -0.0117258-0.00437425j 0.0055775-0.0157737j 
0.000884168-0.000284483j -0.00240062-0.000132976j 0.00496723+0.000495325j 0.00555311-0.00592043j 0.00466855+0.000567468j 0.00340961-0.00206578j -0.00310587+0.000439721j 0.00153029+0.000567934j 0.00512263+0.00773906j -0.0044805+0.000779681j -0.00121048+0.000755914j -0.00349612+0.00351929j 0.00537705+0.000476275j 0.000885535-0.00515422j -0.00425222-0.0025198j -0.00175951+0.00191917j -0.000230631-0.00126504j 0.000602292+0.00141049j -0.00431934-0.000717718j 0.000283493+0.00105863j -0.00344083+0.00351761j -0.00193431-0.00124448j 0.00561173+0.00412736j -0.00453607+0.00155027j -0.00265905-0.0008446j 0.00238356+0.000559865j -0.00383074-0.00269452j 0.00268734+0.00194354j -0.000405308+0.00280963j -0.00175052+0.000743712j -0.0016311+0.00208301j 0.00205975-0.00183983j -0.000693993+0.00533985j 0.00414458-0.00366124j -0.00290279+0.0034474j 0.00339254+0.00351813j -0.000475497-0.00217905j 0.00382947-0.00170004j 0.000783978+0.00293491j -0.00143825-0.000870112j 0.00121023-0.000692801j 0.00324191-0.00325376j 0.000548149+0.00438922j 0.0017532-0.00455501j -7.64558e-05-0.00245356j 0.00448364+0.00215009j 0.00500065-0.00307021j -0.00101056+0.000639573j 0.00691144+0.000350137j -0.000912026-0.00154074j -0.00187398+0.00170193j 0.00506564-0.00020548j -0.00207733-0.00219307j -0.00466959-0.00181135j 0.00396311-0.000386229j 0.00487997+0.00053539j 0.00499452+0.00223416j -0.00360576+6.63525e-05j -0.00367102-0.00376915j -0.0024352-0.00249479j 0.00152917+0.0025936j -0.00326538-0.00222866j -0.0035551-0.000328089j 0.000677513-0.0038135j 0.00114161-0.00566286j 0.00918003-0.00102961j 0.000337175-0.00178712j 0.00110277-0.00451047j -0.00230301-0.00785998j 0.00585906+0.00355393j -0.000443972+0.00424592j -0.000186999+7.62725e-05j -0.00210229-0.00535533j -0.00158251-0.000857064j 0.00308477-0.00123254j -0.00335817+0.00391842j 0.00102684+0.0033168j -0.00165533-0.000454492j 0.00121907-0.00297711j 0.000967473+0.00409131j 7.36863e-05+0.00364837j -0.00538174-0.00499972j 0.000428984+0.00673222j 0.00282998-0.000639777j 0.00457522+0.00020116j 0.000442477+0.00389622j -0.00307065-0.00469356j -0.000469389+0.00104424j -0.00148064+0.00304565j -0.00550008+0.00205316j 5.83307e-06+0.00123172j -0.00643679-0.00199785j -0.00109191-0.00326752j -0.000734385+0.00492596j -0.00352463+1.51034e-05j 
0.00250369+0.00249307j -0.00125466-0.00211399j -0.00278225+0.000796831j -0.000389154-0.000641986j 0.000960393+0.000171317j -0.00317024+0.000954781j -0.00374735-0.00038882j -0.00364954+0.00127004j -0.00115654+0.000382775j -0.00335128-0.00543036j 0.00137035-0.00298834j -0.00042835-8.63777e-05j 0.00164309-0.00244942j 0.000145215-0.000784736j -0.00209689-0.000426532j 0.00288758-2.94256e-05j 0.00255857-0.000809183j 0.000587315+0.000235026j -0.00110054-0.00580149j 0.000224466-0.00545894j 0.00041857+0.000690976j -0.00257587+0.000218196j -0.00263005+0.00172082j -0.00151086+0.000206192j 0.00436415-0.00288419j -0.00193041+0.00398915j 0.000947962+0.000304409j -0.00412556-0.000696506j 0.000774776-6.95177e-06j -0.00280491-0.00240264j 0.000802297-0.000453179j 0.00218737+0.00156799j -0.00366285+0.00220514j 0.000682868+0.00343875j 3.28621e-05-0.00588799j 0.000602472+0.00266485j 0.00198954-0.00161966j -0.00506991-0.00302784j 0.00160084-0.00111621j -0.00402514+0.0025726j -0.000144292+0.000110497j 0.00201429-0.000864589j 8.98307e-05+0.000825405j 0.00111174+0.00109558j 0.00191658+0.000363713j 0.000265577-0.00171529j 0.00507529-0.00572684j -0.0076814-0.000758859j -0.00153766-0.00454659j -0.0048063-0.00260649j 0.00211773+0.000900682j 0.000800837+0.00107249j -0.000814172+0.00111889j 0.00110385-0.00524566j 0.000511673-0.00276771j -0.00529082-0.000914275j 0.00451354-0.00528186j 0.00666004-0.00263424j 0.000852533+0.00615805j -0.001297+0.00086347j -0.00473666-0.00832461j 0.000562744-0.00261787j -0.00173906-0.00259745j -0.00336772-0.00122878j 0.00133712-0.00221054j -0.00182926-0.00407084j 0.00278151+0.000387523j 0.00154695-0.00140322j 0.00315495-0.00112891j -0.00536945-0.00705033j -0.0042256-0.00842754j -0.000741877-0.00294103j 0.00319884-0.00408378j -0.000780826+0.00151516j 0.00411818-0.00145808j -0.00175279-0.000123894j 0.000333923-0.00165811j 4.64544e-05+0.0011729j -0.0052569+0.00193514j -0.000669056+0.00379924j 0.00121623-0.00120199j -0.00389623-0.00144424j -0.000299805-0.00296452j -0.000237128+0.00013393j -0.00411018+0.000856148j 7.78447e-05+0.00553884j 0.00560427-0.00392787j -0.000229845-6.8374e-05j -0.00347787+0.000758932j -0.000740848+0.00307317j -0.000698727-0.00180894j -0.0042295-0.00468671j 0.000759229-0.00261716j -0.00124612+0.000378985j 0.0045381-1.15033e-07j 
-0.0019925-0.00346552j 0.00034919-0.000773474j -0.00374393+9.71606e-05j -0.00206369-0.00375691j -0.000534442+0.00146162j -0.00363388-0.000243291j -0.00361095+0.00105529j -0.000725845+0.00124074j -6.26326e-05-0.0032405j 0.00127892+0.00508703j -0.00465513-0.000680238j -0.00278745-0.000845649j 0.00845455+0.00471494j -0.000891883-0.000781129j -0.00309407-0.00470874j -0.00107707-0.00203332j 4.78484e-05-0.00120742j -0.000841934-0.00632334j 8.47728e-05+0.000652926j -0.00267215-0.00207182j 0.00592177-0.000841494j 0.00476148+0.000425008j -0.00116367+0.00775684j 0.00279394+0.00369687j 0.00205925+0.00344986j 0.00205028-0.000958747j 0.00163909-0.00231454j 0.00253055+0.00549476j 0.00720618-0.00177635j -0.0010548-0.00212472j -0.00385639-0.00446853j -0.00327154+0.00187908j -0.000289454-0.000923814j 0.00605375+0.00168757j -0.00808712-0.00153859j 0.00254419-0.00126038j 0.0115646+0.00403482j -0.0040865+0.00232744j 0.00708659+0.00890363j -0.00210784+0.0023464j 0.000324953-0.00438089j -0.000853335+0.00102412j 0.000470345-0.000157088j 0.000960334-0.00153076j 0.00166403+0.00564479j -0.000256854-0.00311549j 0.00250678+0.000897795j 0.00366679+0.00249582j 0.000108448-0.00337748j 0.00756896+0.00679551j -0.00387981-0.00149024j 0.00461517+0.0010282j -0.00105837+0.000165459j 0.00122522-0.000739923j 0.000328315+0.00165923j -0.00102653-0.00359649j -0.00226121-0.00466322j 0.0038377+0.00217495j -1.519e-05-0.000788437j 0.00227473-0.00301786j -0.0026766-0.000110041j -0.00240165-0.000270607j -0.0051329-0.00140371j 0.00186623-0.00334415j -0.00604968+0.000184676j -0.000480004+0.00503752j 0.00276102-0.00211149j 0.000421258-0.00262685j -0.00610355+0.00200531j -0.00380484+0.00175574j 0.00408399+0.00407331j -0.00105296+0.000716002j -0.00188601+0.00180925j -0.000552517+0.00179436j -0.00171171-0.00399582j -0.00140115-0.000169642j -0.000395071-0.0014002j 0.0021853+0.00144432j 0.00346817-0.000639835j 0.00328697-0.000930414j -0.000883278+0.00426629j 0.00307998+0.00201415j -0.0024274+0.00421788j -0.00212288-0.000734232j -0.00192929+2.59189e-05j 0.00244311-0.00226339j -0.00265171+0.00188446j -0.00520401+0.00136899j 0.00158099-0.000159589j 0.00512581-0.00323194j -0.00252974+0.00156399j -0.00465163-0.00167769j -0.000485602-0.00526039j 0.00105725-0.00437541j -0.00228402-0.00291931j 
0.00251377-0.000188198j -0.00170717-0.00145652j -0.000157546-0.00287522j -7.80354e-05+0.00223433j 0.000456452-0.00125416j -0.000661467+0.0019458j -0.000272034+0.00297159j -0.00193735-0.000924646j 0.000592283-0.000572919j -0.00297253-0.000223046j 0.00327889-0.0011437j -0.000192854-0.00209612j 0.000286568+0.000246408j -0.00213744-0.00431483j 0.00149817-0.00146437j 0.00114647+0.000741955j 0.000837225-0.000568988j 0.00141667+0.00334258j -0.00450073-0.00185038j -0.00246794+0.00370715j 0.00176531+0.00196022j -0.000697001-0.00238806j -0.00227769+0.00014757j -0.00370063-0.0022768j -0.00192198-0.00026261j -0.000924776-0.00245306j 0.000536693-0.00351103j 0.00213998+0.00089967j 0.00352865-0.00312131j 0.000739915-0.00315132j 0.00304953+0.00652566j 0.000332013+0.000511557j -0.00193354-0.00214084j 0.000836722+0.000465497j -0.000573588+0.000430458j -0.00210258+0.000822659j -0.0016945-0.0021277j 0.00469405-0.00154329j -0.00065136+0.00280795j 0.000112232-0.000340677j -0.00347254+0.00168578j -0.00339459+0.00259814j -0.00364184+0.0015408j 0.00283264-0.000808989j 0.0023331+0.00196962j 0.00013279+0.00227718j -0.00193649+0.00332586j 0.00249367+0.00170669j -9.0956e-05+0.00264196j 0.00785622+0.00244083j 0.00250518+0.00271712j -0.00133791-0.00191082j 0.00272992-0.0014111j 0.00341777+0.00115854j 0.00275644+0.00340215j 0.00163409-0.00131239j 0.000173311+0.00259031j -0.00531982-0.000310105j -0.00401908-0.00270815j 0.000335929-0.00241627j 0.00187617+0.00246524j -0.000648625+0.00271031j 0.00247225+0.00296065j 0.0043382+0.00438077j -0.00861019+0.000282265j -0.0031698+0.00178097j -0.00202586-0.00315389j -0.00547324-0.00263032j 0.00184686-0.000330649j -0.000721407+0.00320479j 0.00288714+0.000181737j 0.00410394+0.000502095j 0.000714566-0.00228173j -0.00124065+0.000275073j -0.00303444+0.00116214j -0.00260266-0.000369974j -0.000666026-0.00176173j 0.000745991+0.00344732j -0.000264023-0.00280635j 0.000469477-0.00205393j -0.000630461+0.00117389j 0.000836029+0.0023785j 0.00373043-0.000977922j -0.00228144+0.00283579j 0.000136539+0.00215171j -0.000321487-0.000701641j -0.00153464+0.00749591j -0.00431848-0.00297218j 0.00529721-0.00113182j -0.00429089-0.00174283j -0.000276742+0.00587414j 0.000136068-0.00133157j -0.00343757+0.00416669j 0.000590676-0.00205905j 0.00229701+0.00265915j 
