-0.00355142-0.0106392j 0.00618949+0.00517875j -0.0068018-0.0140311j -0.00263949-0.00855708j -0.00149951-0.00398777j -0.00274695-0.00174812j -0.00585335-0.0108134j -0.00621266-0.018653j -0.00718844-0.00852247j 0.00530489+0.0127593j 0.00775076+0.0114787j 0.00553916+0.00437862j 0.00386837+0.00422293j 0.00364125+0.00701497j 0.000123494+0.0143604j -0.00274263+0.00702685j 0.00660359+0.0276789j 0.00251701+0.00507566j -0.00447606-0.00528174j -0.00362038-0.023501j -0.00275184+0.00911531j -0.000109285+0.0106663j -0.00387919+0.004693j -0.0036993-0.00797871j 0.00992286-0.00172326j 0.0154498-0.00523632j 0.0127344-0.0168073j -0.012648+0.02917j 0.0195179+0.000190342j 0.00883371+0.00268126j 0.00775-0.0131211j -0.0129002+0.0109809j -0.00826873+0.000832821j 0.0119346-0.00533185j 0.00674448-0.0034503j 0.000130539-0.00362204j -0.0186658+0.00714916j -0.0025989+0.00209077j -0.00754262+0.00263178j -0.00758242+0.00201266j -0.00091266+0.00352166j -0.00438146+0.00424468j 0.00263102-0.00161939j -0.00383488-0.00176376j 0.00396061-0.00331654j 0.00563943-0.000407696j 0.000902212-0.00162456j 0.00648594+0.000157087j 0.00876168-0.00284647j -0.000589647+0.00648486j 0.0200626-0.00428157j -0.00324348-0.00224214j 0.0148551-0.00155125j 0.00886557-0.0040084j 0.0221767-0.00388094j -0.00795459+0.00114212j -0.00412869+0.00120773j 0.0155235+0.00293871j 0.00300534-0.00298603j 0.00334028-0.00352179j 0.00438406+0.00154905j -0.0136251-0.00370277j 0.00184963+0.00190362j 0.00363245+0.00361796j 0.00480283-0.0104127j -0.0136681-0.00849856j 0.0150301+0.00442541j 0.0177797+0.00387831j 0.00685082+0.00262482j 
-0.00161681-0.00252043j -0.000300728-0.00385916j -0.0127366-0.0100571j -0.00114956-0.0106944j 0.0118704+0.0222767j -0.00481843-3.14714e-05j -0.00863583-0.00910402j 0.00881694+0.012776j 0.00283411-0.0132523j -0.014251-0.0262361j -0.0161873-0.00996274j 0.0174462+0.0228176j -0.00756531-0.0210858j 0.00245265-0.0118695j -0.0196795-0.0627128j -0.0117032-0.0344347j 0.0244018-0.0196483j 0.00427402+0.00600985j -0.0221624-0.045987j 0.015412-0.00287263j -0.0261277-0.0224519j 0.0213477+0.00921735j -0.0345722+0.03777j 0.000613411-0.00929411j 0.0223883+0.000834114j -0.00308899+0.0111328j 0.0089731-0.0127494j 0.00428633+0.000971797j 0.00237207-0.00222629j 0.00125235+0.00534597j 0.000870285+0.00463735j 0.0065545+0.011249j -0.00054134-0.00146929j 0.00535045+0.00766305j 0.000352195+0.00577153j -0.00187715-0.00552183j -0.00525574+0.00374744j -0.00230707-0.0144512j -0.0035201+0.000335202j -0.000844237-0.0179279j 0.00274309-0.00145595j 1.23532e-05-0.00210291j 0.000539874-0.00117552j -0.00587917+0.0327356j 0.003958-0.000629822j 0.0117075+0.0150007j 0.00509297+0.0124368j -0.000224249-5.67714e-05j 0.000250784-0.000551037j 0.00286031+0.00229438j -0.00145812-0.0173939j 0.00529949-0.000677121j 0.0107766-0.000760483j 0.000955136-0.0141101j -0.00411924-0.0263538j 0.00526575-0.00567768j -0.00299722-0.0224525j 0.00625245+0.00876725j -0.00677135+0.0378816j 0.00403282-0.0101144j -0.000820761+0.0113091j 0.00165074-0.00421262j -0.0085813+0.0145858j 0.00125179+0.00483087j 0.00195866-0.00709282j 0.000760391+0.00407799j -0.00273018+0.00465463j -0.000553958-0.000116008j -0.000860823+0.00456708j 
0.00361946+0.00699109j -0.00339505-0.00541485j -0.00706206-0.00849144j 0.00285223+0.00247727j 0.000500658+0.00433815j 0.00209462-0.0102236j -0.00551967-0.000561792j -0.0105811-0.0156478j -0.0172921-0.0104771j 0.00586244+0.00918971j -0.00136375-0.0335724j -0.00109188+0.0163622j 0.000762498-0.000834019j -0.00463909-0.0460842j -0.00596915-0.030948j 0.00150083+0.0287973j -0.00759036+0.0172099j -0.0025224-0.00602333j 0.00450433+0.0360021j -0.029016-0.0394988j 0.0236901+0.0203255j 0.000579726+0.0138841j 0.00150695+0.0115477j -0.00514894+0.00284602j 0.000425719+0.0184412j -0.00976981-0.00568197j 0.00306478-0.00234578j 0.000104699+0.00160178j 0.00339048+0.00298788j -3.50036e-05+0.00129999j 0.00362995+0.0110062j 0.0044137+0.00584205j 0.00268792+0.00450155j 0.00276752+0.000908991j 0.000138862+0.00890818j -0.00269403-0.00584365j 5.2455e-05-0.00317491j 0.00282925+0.0136861j -0.002185+0.00111346j -0.00675072-0.0184657j 0.000539993+0.00253408j -0.00123788+0.00230306j 0.0083543+0.0202108j -0.00159753-0.0125531j -0.00299256-0.00793646j 0.00410278+0.00515559j 0.00301078-0.0311858j -0.00883204-0.015469j -0.00125099-0.0241374j 0.00119892-0.00272761j 0.0016508+0.0322626j -0.000615424+0.00277585j 0.00712706-0.0269634j -0.00391958+0.0319726j -0.000394206-0.0326614j -0.00536415-0.00484946j -0.00615141+0.0224124j 0.00354599-0.0132388j 0.00509854-0.0110735j 0.00304156-0.0102674j -0.000547207-0.00774508j 0.000879015-0.00101537j 0.000990393+0.000960884j -0.000507014-0.00143347j -0.0015233+0.00412388j 2.70466e-06-0.00275949j 1.01253e-05+0.00106948j 0.000620909+0.000903523j 0.00108758-0.00174551j 
0.00132766+0.00881355j -0.0027408+0.00436937j -0.000174104-0.00864j 0.000780449+0.00431382j 0.00248687-0.00846464j 0.0142961+0.0250134j 0.000748709-0.00921837j -0.00331561-0.011998j 0.00144817-0.0120871j -0.0119215-0.0210664j 0.00582087+0.0243678j -0.00128445-0.0214459j -0.015049-0.0507751j 0.00379941+0.000611915j -0.0139702-0.0191846j -0.00551355+0.00393372j -0.0105545-0.0235771j 0.0143964+0.0216156j -0.0177374+0.0095968j -0.0209841-0.0120585j -0.00553022-0.0111041j 0.00583318+0.0353704j 0.0318268-0.0259797j -0.0175136-0.0168358j -0.0166825+0.00232681j -0.00175911+0.000264215j -0.0055294+0.00208789j -0.00258421-0.00125488j -0.00267706+0.000782424j 0.00111187-0.0128874j 0.00565182+0.00578596j 0.00158737+0.00293823j 0.00178321+0.00544422j 0.00206247+0.00132144j -0.00873558-0.0171767j 0.00329237+0.010655j 0.00550104+0.00644357j 0.00110243-0.0058147j -0.00628757-0.0117307j 0.0077719+0.0115036j 0.000261594-0.00915767j -0.00212352-0.0161217j 7.5853e-05-0.00619761j 0.00148039+0.00148878j 0.0147577+0.0206302j -0.00177668+0.0105546j 0.00161219-0.0129926j 0.00495305+0.0286846j 0.00401847+0.00731172j -0.0117398+0.00532811j 0.00311431-0.0221348j 0.00132081+0.0096552j -0.00235662-0.00961845j 0.0103007-0.00605328j 0.00822621-0.0235858j -0.00297271-0.00702868j 0.005683-0.00393442j -0.00610438+0.0128519j 0.0070835-0.0198422j -0.00226538+0.00767242j 0.00385465-0.0220199j -0.00379562+0.00216863j 0.00491999-0.00515181j -0.00511972+0.000653433j -0.000969553+0.00237183j -0.00121776+0.000406705j -0.000967046+0.00016274j 0.00151142-0.00115708j -0.000678903-0.00170447j 
-0.00144003-0.000989327j -0.00262528+0.00117946j 0.00134908+0.000365707j 0.00285684-0.00450873j -0.00130157+0.0061846j -0.00321709-0.00547753j 0.00156738+0.000711211j 0.00475615+0.00541269j 0.00166081+0.00227832j 0.00672776-0.00227481j 0.00167647-0.00194356j 0.00131668+0.00772251j 0.0103231+0.00987179j 0.00897122+0.00356966j 0.00171592+0.000128389j 0.000478192-0.00688031j 0.00403731+0.0111583j 0.000270707-0.00727367j -0.0100728-0.00150565j -0.0232202+0.0318824j -0.0409655+0.0205544j -0.0326284+0.0185732j 0.0140914-0.0151505j -0.0479399+0.0370044j 0.0369544-0.0274394j 0.0176959-0.00324198j -0.0108021+0.0108678j 0.00385573+0.00110938j -0.002103+0.000719585j 0.00505986+0.00119154j 0.00308783-0.00543523j -0.00308532+0.00114332j 0.00315071-0.00425309j -0.00201914+0.00123474j 0.00132561+0.00137561j 0.00143751-0.0022891j -0.0013101-0.000440872j -0.00165539-0.00588742j 0.00308153+0.00160291j 0.00143642+0.002279j 0.000897863+0.00106513j 0.00220524+0.00596557j -0.00152542+0.00308124j -0.00250026+0.00446105j -0.00388154-0.00762869j 0.00568407+0.0127847j 0.00132051+0.00194656j -0.000209446-0.00920724j -0.00112629-0.0145899j -0.000240425-0.0141854j -0.00399408+0.0100093j 0.0069599+0.0384596j 0.00486932-0.0230111j -0.00260708+0.0144495j 0.00567511-0.0345314j 0.0018245-0.0145043j -0.00468516+0.0502343j -0.00500867+0.0236115j -0.00709665+0.00165252j 0.000997582+0.0440956j -0.00580673+0.00209959j -0.00227252-0.0156768j 0.00348298+0.00140456j 0.00298536+0.00552522j 0.00293346-0.00297938j 0.00136496-0.00659854j -0.000661219-0.00566868j 0.00148524-0.00177078j -9.07452e-05-0.00284967j 
-0.00726476+0.00188844j -0.00636777-0.00423853j 0.000482357+0.0061122j -0.000526204-0.0054948j 0.00563464+0.0120807j -0.0211856-0.00908915j 0.00714159+0.00435848j 0.0115911+0.0129232j 0.0116644+0.003032j 0.00897758-0.001887j -0.012479-0.0122484j 0.0136006+0.012382j 0.0122379+0.0111434j -0.0140839-0.00571321j -0.010752-0.0151054j -0.00405536+0.00137245j 0.0178794+0.0210674j 0.0373259-0.0379626j -0.0285965+0.0075063j 0.0150933+0.0111347j -0.0198405-0.0153008j 0.0059933+0.00299492j 0.0675764-0.0552728j 0.025317-0.0273191j -0.00221826-0.01378j 0.0130026+0.00623647j -0.0125221+0.0139706j -0.0016276+0.00814144j -0.00448426-0.000678742j 0.0130576-0.00200299j 0.00057954-0.0020029j -0.00148863+0.00237099j 0.000486546-0.00259929j -0.000941456-0.000825929j 0.00815385+0.00584763j -0.000795959-0.0077057j -0.00448729-0.00164001j -0.00343445-0.00400523j 0.00404535-3.59876e-05j -0.00275989-0.00728521j -0.00115506+0.000527509j 0.000746268+0.00350718j 0.000294746+0.00416574j -0.00241583+0.00903506j -0.00503505-0.000187929j 0.00708091+0.00084737j 0.00162114-6.7074e-06j 0.00213866-0.00109219j 0.00268665+0.00102011j -0.00314441-0.0218721j -0.00214005+0.0191691j 0.000548087-0.0196136j -0.000221241-0.00185656j 0.00419421+0.0269409j 0.00142853-0.0159557j 0.00514243+0.0160421j 0.00557298+0.000360189j -0.00114149-0.0381926j -0.000295536+0.00332676j -0.00686842-0.00368088j 0.00169873-0.0191799j -0.00674271-0.00113912j 0.00501896-0.0225074j -0.0019816-0.000718341j 0.00047491+0.0165782j 0.00044396-0.00789165j -0.00482355-0.00515608j 0.00178274+0.00515214j 0.00156428-0.00420478j 
-0.00887714-0.00600821j 0.00370871-0.000366225j 0.00990429+0.0113029j -0.0104542-0.00221122j 0.00749054+0.00160707j -0.00375229-0.00359667j -0.00653943+0.00382398j 0.013556+0.0171884j -0.00139279+0.0106511j -0.00456514-0.00871456j 0.0102159+0.0107191j 0.00523567-0.00216771j 0.0214018+0.0157556j 0.0586949+0.0175916j 0.0176383+0.00351759j -0.0547523-0.0191994j -0.00871234-0.000574992j -0.0157281-0.00677891j -0.0567389-0.00991006j -0.0424842+0.00997958j 0.0301562+0.00378712j 0.00613919-0.00218948j -0.00290372-0.00626299j -0.00822746+0.00637654j -0.00015324-0.00102818j 0.00800426-0.000518023j -0.00224055+0.000557774j 0.00281999-0.000133746j -0.00423343-0.00118892j 0.00724228+0.00309362j -0.00626989-0.00426972j -0.00672124-0.00747608j -0.00567133-0.00526154j -0.00100052-0.00203853j -0.000540637+0.00203315j 0.000285145-0.000572519j -0.00289669+0.0012156j 0.000885197-0.00424548j 0.00348526-0.00319879j 0.00327078+0.0109189j 0.000108955-0.00310645j 0.00241563+0.00324053j -0.00398524+0.00790044j 0.00193032+0.00145014j -0.00392639-0.00608771j 6.6711e-05+0.0194857j -0.00377905-0.0327078j -0.00117629-0.0211867j -0.00267119-0.0260899j -0.00139466-0.0150742j -0.00409497+0.00873886j -0.0034306+0.0265259j 0.00162237-0.00737554j -0.00160012+0.0177333j 0.00244583+0.00672708j -0.000312387-0.0249957j -0.00186971-0.0120921j 0.0052734-0.012672j 0.00443788-0.0194487j 0.000932957-0.00340333j -0.00414065+0.00871784j 0.001872-0.00139391j 0.000658377-0.00389613j -0.00150863+0.00119533j 9.68137e-05-0.00296383j -0.00041518+0.00191676j 0.00230373+0.000151922j 0.00137269-0.00053444j 0.00285693-0.000379464j 
0.00468345+0.006746j -0.00598212+0.00138611j -0.00433727-0.0136226j 0.010686+0.0027462j -0.0071194-0.00105527j 0.00145017+0.000789107j 0.00419453+0.000893951j -0.00974279-0.0197008j -0.00943618-0.00879863j 0.0238115+0.0127404j -0.0210969-0.0356653j -0.00824361-3.44036e-05j 0.00194585-0.0282821j -0.00549387-0.0130592j 0.0234659+0.0387231j 0.0192847+0.0206756j 0.0258989-0.0052059j 0.0180259-0.00144424j -0.00844905-0.0132999j -0.0436333+0.0287187j -0.00215029-0.00654667j 0.0200485-0.0153275j 0.000841567+0.00329563j -0.0153538+0.01464j 0.0155799-0.0112298j 0.00247991-0.00486619j -0.00345975+0.00406843j 0.00220034-0.000438972j 0.000163331+0.00344916j 0.000802737-0.00229321j 0.010098+0.00443742j 0.00231974+0.00652906j 0.00651082+0.00270762j 0.000442136+0.00193213j -0.00114811-0.00338677j 0.00154126-0.000880128j 0.00339654-0.000580923j 0.00422331+0.0139989j -0.00134439+0.00495757j -0.00500868-0.0136113j 0.000323381+0.00267772j -0.00517422-0.0178748j 0.00520859-0.00877163j -0.00138562-0.0216077j 0.00304659+0.00338562j -0.00173522-0.0151029j 0.00270855+0.0244115j -0.00143991+0.0384405j -0.000280449-0.0275839j -0.000417024-0.00477605j 0.00135237-0.0397562j 0.00249585-0.037607j 0.000122897+0.0239616j -0.000527525+0.0119557j 0.00460272-0.0254696j 0.000240426-0.00940822j 0.00156108-0.0179464j 0.000684639-0.010255j -0.00335058-0.0050641j 0.00112124+0.00946162j -0.00732196+0.0125563j -0.000186207-0.00963134j 0.00139257+0.00531135j 0.000280589+0.00804842j 0.000752416-0.0022948j 0.000641237-0.00357648j -0.00200492-0.000702153j 0.00214344-0.00390858j -0.00167043-0.00333992j 
0.00433399-0.00251244j -0.000410319+0.00461857j 0.00181046+0.000818284j 0.00251318-0.00098476j -0.00297736-0.0024413j 0.00372791+0.00451084j 0.00369448-0.00137703j -0.00387219+0.00490859j 0.00777621+0.0081105j -0.0107782-0.00984828j 0.0105981+0.0324634j -0.00559192+0.00534101j -0.00542453+0.00818997j -0.0277924+0.00422625j -0.0368416-0.0101721j 0.0227904-0.00848581j 0.0113018-0.00698889j 0.0147358-8.69531e-05j 0.0428656+0.0189612j -0.0254799+0.0410281j -0.00309971-0.00902323j 0.0336053-0.0145726j -0.00714644+0.00688495j -0.00628558+0.0193237j 0.0128679-0.0119716j 0.00458719-0.00107613j -0.00129892+0.00312499j 0.00276094-0.00114641j 0.000452812-0.000145641j -0.00446621+0.000675428j 0.00331832-0.00794422j -0.00239524-0.000380116j 0.00188688-0.00271852j -0.00193046+0.000360609j 0.00040857-0.00372749j 0.00143514+0.00223521j 0.000715528+0.00185998j -0.00308998-0.0102151j -0.000323231-0.00309316j 0.00440572+0.0114499j 0.000903623-0.00347854j 0.00364025+0.0111775j -0.00409435-0.00284772j -0.00157247+0.0183595j 0.000533856-0.00354682j 0.00460602+0.0291483j 0.000131498-0.013831j 0.00143365-0.00675637j -0.00130375+0.00201529j -0.00105943-0.0032954j -0.00769588-0.0123079j -0.000645726+0.0159541j 0.00158202+0.0100412j -0.00458656+0.0103077j 0.000427352-0.00428154j 0.00457032-0.0279876j 0.00197286-0.0277245j -0.00292984-0.00340013j -0.00684472+0.00094975j 0.000963389+0.00502848j -0.00577648+0.00876969j 0.00108788-0.00856156j 0.000515325+0.00520063j 0.00311723+0.00160683j 0.00111109-0.00441816j -2.04375e-05-0.000683117j 0.00063746-0.00167088j -0.00012314-0.00245835j -0.00190498-0.00053662j 
-0.00734872-0.00459472j -0.00256863-0.0049226j 0.0183156+0.0270852j -0.0131376+0.00302094j 0.0140136-0.00169386j -0.0366506-0.0108801j 0.00571135+0.0221859j 0.0206678+0.0349258j 0.0220183+0.0398646j 0.00267982-0.0143337j -0.0482258-0.0179412j 0.0218588-0.0169668j 0.0345281-0.0026134j -0.0313717-0.00744508j -0.0245052-0.0154867j 0.00385779+0.00389449j 0.0115986-0.0163966j -0.0469505-0.0110933j 0.0199771+0.000508538j -0.00735313+0.00335165j 0.0307267-0.00713489j -0.00764248+0.00967063j -0.00510083-0.00253194j 0.00528192-0.00294664j -0.00452213+0.000802218j -0.0028231+0.00379336j 0.00533073+0.00113978j 0.00338514+0.00390161j 0.00158749-0.000782279j 0.0048447+0.00183549j -0.00169672-0.00275068j -0.011449-0.016035j -0.00824983-0.00705995j -0.0021865-0.00314592j 0.0101384+0.00379367j 0.00257121-0.00195416j -0.00580423-0.00276834j -0.00226453-0.00790206j 0.00670015-0.00459644j -0.00188112-0.00622494j -0.00601241-0.0113883j -0.00339462-0.0225943j -0.0023022-0.00126929j -0.000104275+0.0115404j -0.00491101+0.00935941j -0.00394178-0.0162498j -0.000534631+0.0119761j -0.00071898+0.0163399j 0.00135096-0.0337286j -0.00155533-0.0163485j 0.00304699-0.0249726j 0.00130455+0.0030562j 0.000112079-0.0108048j 0.00939008-0.0126073j 0.00319773+0.00934437j 0.00159361+0.00319912j -0.00158498-0.00225996j 0.00262426+0.00857536j 0.00282907-0.00678754j 0.000768284-0.000384768j 0.0048182+0.00764241j -0.000349965-0.00355799j -0.00293102-0.00670931j -0.00243971+0.00369394j 0.00135198-0.00315255j -0.00257705+0.00803875j 0.000785603-0.000169031j 0.00231605+0.00239112j 0.000570185+0.000539998j 
0.00293438-0.00203911j 0.000593652-0.000546519j -0.00143547+0.0129443j -0.00642808+0.00216069j 0.00590847-0.0039276j -0.0052067-0.0105054j -0.00683168+0.0122192j 0.00679992+0.0150635j -0.0170721+0.00685753j -0.023966+0.0100259j -0.0146104-0.0066194j 0.00572433-0.0149962j -0.073517+0.0120494j -0.0158621-0.00780511j -0.0730268+0.00440111j -0.030939+0.00561253j -0.0715404-0.0197078j -0.0175866-0.0203772j -0.0193058+0.0201707j 0.0124821+0.00631462j 0.002259+0.0182499j 0.0110879-0.0206618j -0.00588206-0.00168443j -0.00787587+0.0160665j -0.000249325-0.00164339j 0.006027-0.0091848j -0.000297194+0.00577083j 0.00160677-0.00025356j 0.000423059+0.000986435j -0.00320818+0.00428266j -0.000582732-0.00498545j -0.000478872-0.00759417j -0.00294781-0.00195707j 0.000162859-0.00205477j 0.00216852+0.00455436j -0.000293702-0.000965084j -0.00453265-0.00679866j -0.000362717+0.00148711j 0.00208649+0.00252449j -0.00327771-0.00676256j -0.00323257+0.00366392j -0.00331246-0.00103961j 0.000709659-0.00696145j -0.000518352-0.00335847j -0.00377642+0.000426511j 4.1199e-05-0.0134923j 0.000185894+0.0228269j 0.000150251+0.0145386j 0.00202867+0.00299762j 0.00286988+0.00305551j -3.22052e-06-0.0111258j -0.00104073-0.0239083j -0.0034163+0.0126595j -0.00673806+0.000815108j -0.00392954+0.00306486j -0.00381995+0.00901324j 0.000131233-0.0036927j -0.00338286-0.00171859j -0.00393729+0.00816576j 0.00323249-0.00126503j -0.00467604+0.00194417j -0.000313962-0.0049229j 0.0031874+0.00212335j 0.00353293-0.0034063j 0.00176053+0.000786121j -0.00170152-0.00351508j 0.00368452-0.00166831j -0.000487388-4.89919e-06j 0.00214748-0.00183551j 
0.00422182+0.00631595j -0.00450958+3.64331e-05j -0.0168268-0.0138017j -0.00356765+0.000954793j 0.0137708+0.000711082j 0.0109319+0.0196047j -0.0121934-0.00361956j -0.0195166-0.0191469j -0.034775-0.0230997j -0.0107829-0.00118196j -0.0234299+0.00299154j 0.046547+0.0100895j -0.0128048-0.0213858j -0.0181547+0.00054732j -0.0555524-0.00450959j -0.0225156+0.00160789j -0.0151182+0.0302475j -0.0475454+0.0252056j 0.00276621-0.0209521j -0.00900594+0.00564621j 0.0346916-0.0363786j -0.0147576+0.019545j 0.00974598-0.00664529j 0.00745865-0.0113806j -0.00286689+0.00143511j -0.0144097+0.00931896j -0.000644798-0.00496653j -0.00346326+0.000742146j -0.00139079-0.00133163j -0.00299402-0.00519553j 0.00676008+0.00902994j 0.010716+0.00863583j -0.00353797+0.00636513j 0.00733851+0.00424564j -0.00751138-0.00986262j -0.00465455+0.00472167j 0.00375194+0.00691387j 0.00854497+0.023983j -0.00748172+0.00611832j -0.000882342+0.016638j 0.00986932+0.0124844j 0.00225952+0.0169169j 0.00467646+0.00363589j 0.00512861-0.0243568j 0.0048675-0.0154077j -0.00551269-0.00845396j -0.00175332-0.00422534j -0.000104133-0.0254587j -0.00795603-0.00165706j 0.00133827-0.00212197j 0.000316046+0.0220815j -0.00108377+0.00405287j -0.00674193+0.0109647j 0.00233249+0.00414472j 0.00733812+0.0307149j 0.00428045-0.00507596j -0.00222837+0.0153092j 0.00576846-0.0138515j 0.00436505-0.0184905j -0.00548421+0.0190892j 0.00110779+0.0141328j -0.00627079+0.0031882j 0.00131172-0.00253786j -0.00523679+0.00701402j -0.000663935+0.00110163j -0.00462259+0.00605185j -0.000711752+0.00276932j 0.00069705+0.00179485j 0.000878235-0.000390825j 
-0.00138852-0.00313862j 0.00436674-0.00513758j 0.00807728+0.000860163j 0.00850092+0.00431307j -0.0164893-0.00359555j 0.000872707-0.0111659j 0.00407061+0.00406155j 0.0125443+0.0126301j 0.0265925-0.00557151j -0.00137687+0.0104199j 0.0192248-0.0033941j -0.0533429+0.0106805j -0.0321007-0.00641147j -5.79089e-05+0.00755297j 0.0311541-0.0175264j 0.0265945-0.012171j -0.0593833+0.00928041j 0.0264815+0.013225j 0.0340067-0.0388625j 0.00731208+0.0138465j 0.0145583-0.0375291j -0.012363+0.0198896j 0.0238278-0.00477114j 0.0204757-0.0146185j 0.00588861+0.00222269j -0.0163736+0.0158932j -0.00113673-0.00533968j -0.0065984+0.00546209j 0.000734273-0.0009846j -0.00169117+0.00668842j -0.00779537+0.00193908j -0.00327099+0.000248205j 0.00373699-0.00268466j -0.00548305+0.000594882j 0.0020567+0.00830509j -0.000286337-0.00505247j -0.000297972-0.00116971j -0.00134244-0.00114055j 0.00402285+0.000246873j 0.000428192-0.00850461j -0.00281089+0.00691271j -0.000897671-0.00524012j 0.000695296+0.00940501j 0.000488761+0.0114461j -0.00595948-0.0115417j 0.000953009-0.00974708j -0.000472839+0.000253467j -0.00364338-0.0198388j -0.00222757-0.0268137j 0.00162774-0.0173316j -0.000250788+0.0185676j 0.00142771+0.00867723j 0.00278646-0.0195197j 0.00433043+0.0110137j -0.000686668+0.00716037j 0.00403324-0.000335126j -0.00289701+0.021296j 0.00738692-0.0126013j -0.00248586-0.00546239j -0.00562592-0.000543965j 0.00610843+0.00256163j -4.41095e-05+0.000466823j -0.00152721-0.00848589j 5.42103e-05-0.000642443j -0.00579426+0.00469522j 0.00197142+0.00616731j -0.00215007-6.08733e-05j -0.00224948+0.00493192j 0.00114832-0.000162932j 
0.00831753+0.00281859j 0.00165954+0.00585734j -0.00981917-0.00786721j -0.00117504-0.00454337j 0.0109228+0.00873704j 0.0185099+0.0229553j 0.00178743-0.00809916j -0.0236935-0.00178896j 0.0217195+0.0171155j -0.0337412-0.0380957j -0.0390232+0.017559j -0.0117889+0.000592093j -0.0200959-0.00182019j -0.0113697-0.0112348j 0.0413818-0.00966829j 0.0235709+0.00652605j -0.000908007+0.00421854j 0.00083402+0.00865254j -0.00852064+0.019015j -0.00989222+0.011234j 0.00289894-0.0186065j 0.00278242+0.0047363j 0.0043201+0.00571698j 0.00330685+0.000317314j 0.00265862+0.0046621j -0.00529981+0.00210991j -0.0016884-0.00335778j -0.00302622-0.00119399j 0.00121195+0.000781161j -0.00793207-0.00527685j 0.00228499-0.00110251j 0.0041422+0.00537177j -0.00108746-0.00143186j 0.00456697+0.00773262j -0.00441724-0.000630722j 0.00089151+0.00565186j 0.000978569+0.00997899j -0.00323383-0.0111415j -0.0101802-0.00987154j 0.00344915-0.00127998j -0.00126688-0.0092578j 0.00144208+0.0289395j -0.00374573-0.0315841j -0.00326463-0.0081211j 0.00150239+0.00472334j -0.00234395+0.00994205j 6.85756e-05+0.0146055j 0.00575687-0.0192787j 0.00147279-0.00661156j 0.00306972-0.00745051j -0.00309049-0.00349226j -0.000554092-0.0161468j -0.00369991+0.0259652j -0.0014006-0.0063687j -0.000335746+0.0127127j 0.00443193-0.00308216j 0.00304115-0.00471497j -0.0017588-0.00581983j -0.00489429+0.00788293j -0.00145975+0.00537819j 0.000317033+0.00418103j -0.000861594-0.000729573j 2.84551e-05+0.00209422j 0.000798069-0.003394j -0.000128987+0.000593043j -0.00175508+0.00109217j -0.000321968+0.00168652j -0.00134647-0.000486762j -0.00201446-0.000224037j 
-0.00487385+0.00190301j -0.00557774-0.00510855j 0.0143241+0.00235962j 0.00895339+0.00814022j -0.0173046-0.0114578j -0.0170533-0.0137748j 0.0121861+0.00718333j 0.00997594-0.000160359j -0.00369693-0.00821801j 0.0438647+0.0229571j -0.00346749+0.0087041j -0.0102901+0.00394795j 0.0225261-0.0030433j 0.0209045-0.0329132j 0.0330794-0.0390572j -0.00260306+0.0250483j 0.00819796+0.0166104j -0.000370436+0.0150471j -0.0125921+0.0415214j -0.022613+0.0232426j 0.0206029-0.0169754j -0.00621593+0.0132874j 0.000920229-0.00413656j 0.00307111+0.00152149j 0.00233157-0.0026434j -0.00757302+0.00829868j 0.000700111+0.00180384j -0.00116638+0.00497563j -0.00126443-0.00117275j 0.00705055-7.13122e-06j 0.00035782+0.00101838j -0.00617448+0.000599041j 0.00385703+0.00171988j -0.0050826-0.0046938j 0.00506917-0.00445075j 6.88019e-05-0.00226049j 0.000964818-0.00633564j 0.00323845+0.0099306j 0.00865557+0.0106875j -0.0046512+0.00416855j 0.0025786+0.0113366j 0.000314324-0.0154864j -0.00207023+0.00699992j 0.00407485+0.0235726j 0.00108034-0.00537499j -0.00102049-0.0253282j 0.00148723+0.0424995j 0.00433331+0.0348152j -0.00126928+0.0280656j 0.000493615+0.00656361j -0.00228242-0.0333974j 0.00400677-0.0250878j -0.000722433+0.018651j 0.00389447-0.0107427j 0.00100765+0.0182258j 0.00796593+0.00906891j 0.00505736-0.0166193j 0.00161106-0.00430252j -0.00397204+0.0128664j -0.00402541+0.0129539j 0.0017478+0.0119462j -0.000495806-0.00272626j -0.00144657+0.000234559j -0.00256942+0.00300291j -0.00285815+0.000936638j 0.00130984+0.00333522j -0.00256811-0.00213007j 0.00127409+0.00385635j 0.00064025-0.00232491j 
