-0.00355142-0.0106392j 0.00618949+0.00517875j -0.0068018-0.0140311j -0.00263949-0.00855708j -0.00149951-0.00398777j -0.00274695-0.00174812j -0.00585335-0.0108134j -0.00621266-0.018653j -0.00718844-0.00852247j 0.00530489+0.0127593j 0.00775076+0.0114787j 0.00553916+0.00437862j 0.00386837+0.00422293j 0.00364125+0.00701497j 0.000123494+0.0143604j -0.00274263+0.00702685j 0.00660359+0.0276789j 0.00251701+0.00507566j -0.00447606-0.00528174j -0.00362038-0.023501j -0.00275184+0.00911531j -0.000109285+0.0106663j -0.00387919+0.004693j -0.0036993-0.00797871j 0.00992286-0.00172326j 0.0154498-0.00523632j 0.0127344-0.0168073j -0.012648+0.02917j 0.0195179+0.000190342j 0.00883371+0.00268126j 0.00775-0.0131211j -0.0129002+0.0109809j -0.00826873+0.000832821j 0.0119346-0.00533185j 0.00674448-0.0034503j 0.000130539-0.00362204j -0.0186658+0.00714916j -0.0025989+0.00209077j -0.00754262+0.00263178j -0.00758242+0.00201266j -0.00091266+0.00352166j -0.00438146+0.00424468j 0.00263102-0.00161939j -0.00383488-0.00176376j 0.00396061-0.00331654j 0.00563943-0.000407696j 0.000902212-0.00162456j 0.00648594+0.000157087j 0.00876168-0.00284647j -0.000589647+0.00648486j 0.0200626-0.00428157j -0.00324348-0.00224214j 0.0148551-0.00155125j 0.00886557-0.0040084j 0.0221767-0.00388094j -0.00795459+0.00114212j -0.00412869+0.00120773j 0.0155235+0.00293871j 0.00300534-0.00298603j 0.00334028-0.00352179j 0.00438406+0.00154905j -0.0136251-0.00370277j 0.00184963+0.00190362j 0.00363245+0.00361796j 0.00480283-0.0104127j -0.0136681-0.00849856j 0.0150301+0.00442541j 0.0177797+0.00387831j 0.00685082+0.00262482j 
-0.00719991-0.00973695j 0.00470842-0.00172401j -0.0021517+0.0107415j -0.00540542-0.00886898j -0.0159152+0.00455596j -0.0695944-0.0507688j -0.0181757+0.00683012j -0.0375625-0.00770691j -0.00131893+0.0181218j 0.0136453-0.00093257j -0.00134488+0.00519971j 0.0322209+0.0315544j -0.0217298+0.00481717j -0.0051617+0.00779032j 0.0126223-0.0158691j 0.0233734-0.00909516j -0.00342738+0.00293934j 0.00497873-0.0114917j 0.00856752-0.0022758j 0.00160076-0.00103923j 0.00620438-0.00253921j -0.00106844+0.0044982j 0.00116702-0.00912775j 0.00429769-0.00627193j -0.00016391-0.00705052j 0.00352751+0.00515085j -0.00112508+0.00161637j -2.34897e-05+0.000571286j -0.00155685-0.00451161j 0.00176019+0.00407332j -0.0089265-0.00831254j 0.00023241-0.00351645j -0.00344458-0.00137251j -0.00815577-0.0150464j 0.0159774+0.00510335j -0.0109963-0.0209751j -0.00227534-0.00991107j -0.00329254+0.033974j 0.00514444+0.00769215j -0.00505826+0.00287289j -0.000320595-0.041129j 0.00655393+0.0199128j -0.000140293+0.0256666j 0.0040967-0.00104438j -0.00150082+0.0140657j 0.0012801+0.00758633j 0.00195597-0.0379751j -0.00121683+0.00885636j -0.00404369+0.0133324j 0.00138684-0.00927969j -0.000202332+0.0104517j -0.000343218-0.000134371j -0.00143405-0.00649044j 7.40493e-05+0.00584141j 0.000715681+0.00937961j 0.00173132+0.00290238j -0.00166503-0.000332993j 0.00151076+0.00174121j 0.00263416-0.00691527j 0.000773774+0.000258679j 0.00034091+0.00210555j -0.000937518-0.00103009j 0.00158546-0.00773541j 0.00185057+0.00435919j -0.000633122+0.00270003j 0.00127859-0.000258982j 6.32237e-06-0.00366367j -0.001438+0.0030305j 0.00148507+0.00280644j 
-0.00101198-0.00644295j 0.0100259+0.00600131j -0.0355565-0.00750929j -0.022307-0.0273654j 0.0385661+0.0383523j -0.0151518-0.0110922j -0.0587904-0.0262561j 0.019379+0.028833j -0.0401977-0.00978391j -0.012914-0.0208267j 0.00921686-0.00648443j 0.00765155+0.0136463j 0.000682654+0.0215873j -0.00262904-0.00739895j 0.00140627-0.010898j 0.00158144+0.000868675j -0.00546236+0.012682j 0.00947423-0.00950252j -0.00060499-0.000573809j 0.000586201+0.000659515j -0.00102964-0.00669065j 0.000316126+0.00729773j 0.00697331-0.00688366j -0.00247002-0.00718004j 0.00516539-0.00435715j 0.00529983+0.00433299j -0.00748352-0.00241118j -0.00288274-0.00324358j -0.0029982-0.00409955j -0.00353636-0.0035129j -0.00884142-0.00612955j 0.0131529+0.0102261j -0.0108375-0.00287075j 0.0084137+0.00357565j -0.00303207+0.00419851j -0.0139672-0.0154501j -0.0121916+0.00848229j -0.000126087-0.0269187j -0.000561907+0.0251214j 0.00458485+0.00429238j 0.00717626+0.00482829j -0.000698147-0.0416841j -0.00107521-0.00155108j -0.00349443-0.0542961j -0.0017596+0.00899973j -0.00540445-0.0227768j -0.00546241+0.0225567j 0.00204792+0.0144416j -0.00104705-0.00965704j 0.000896987-0.023006j -0.000196746-0.0033012j -0.00254514-0.00320018j -0.00832528+0.0120532j 0.000478248-0.0055366j 0.0055452+0.00843892j -0.00116859+0.00367831j 0.000106961-0.00531086j -0.000713451+0.00198762j 0.000160684-0.00222175j -0.000530813+0.00713865j -0.00380309-0.000379349j -0.0034377-0.00294056j 0.00251784-0.00469111j 0.000833292+0.0028283j 0.00196151+0.00386576j -0.00189897-0.00204683j 0.000872633-0.00159717j -0.00287402+0.0015096j 0.00129701+0.00361319j 
-0.000494989-0.00549745j 0.00665123+0.00252091j 0.00563661+0.00290842j 1.25758e-05+0.00329361j -0.0181009-0.0160574j 0.00895973-0.0311212j -0.0294679-0.00735337j 0.00108452+0.0203743j 0.0162484-0.014324j -0.0283031+0.024146j 0.016015+0.0215121j 0.00668078-0.0191199j 0.0181912-0.0339678j 0.00685136+0.00127706j 0.00812615-0.020481j -0.00503739-0.0101065j 0.0167364-0.0642761j 0.000149151+0.00736775j -0.00370344+0.00829814j -0.0086484+0.0157202j -0.00644259+0.0185279j 0.00867703-0.0088724j -0.00947499+0.010738j -0.0116555+0.0149939j 0.00257805+0.00363516j 0.00371874-0.00591623j 0.0011515-0.00114638j 0.00261297-0.00280848j -0.0017261+0.000717121j -0.00117633+0.00471554j -0.00606618-0.00722026j -0.00295145-0.00163731j 0.000674092-0.000730976j -0.00517315-0.00826594j 0.000356948+5.73893e-05j -0.00550703-0.00912235j -0.00348997-0.00640946j -0.00319765+0.00487019j 0.00264298+0.02145j -0.0058196-0.0177965j 0.00186572+0.0115561j 0.00480549+0.00857855j 0.00305732-0.0102909j -0.00289769-0.020898j -0.0110325-0.00171006j 0.000925742-0.00599251j -0.00174559+0.00303814j -0.00571406-0.0216249j -0.00391242+0.00229434j 0.00979359+0.00360021j -0.00215639+0.0281699j -0.00304989-0.0140322j 0.000738923+0.0106213j -0.0134252+0.0186081j -0.00493798+0.0048624j -0.00477769-0.00311971j -0.00239415+0.0127793j 2.89111e-05-0.00740082j -0.00504578+0.00323158j 0.0024457+0.00021344j -0.00539996+0.00891364j 0.00471467-0.0031879j -0.000423847+0.00844807j 0.00466683-0.00758437j -0.000815399-0.00302726j 0.00166165-0.00255396j 0.00298117+0.000572169j -0.000904634-0.00288025j 0.000903956-0.000253413j 
0.00473982-0.000194924j 0.00278398+0.00705508j -0.010726-0.0074245j 0.00163068-0.00764745j -0.00570689+0.0114225j -0.0116785-0.0154114j -0.0118986-0.00951829j 0.00102284-0.0058666j -0.0183713+0.0302445j 0.0155171-0.0296118j 0.0038768-0.0186501j -0.00104355-0.027576j -0.000274996-0.0293697j 0.00271984-0.0195661j -0.00631785+0.0457699j -0.00649631+0.0465036j -0.00641522-0.013431j -0.00339071+0.0303631j 0.0017753+0.0139342j -0.00781777+0.0119365j 0.0157342-0.016308j -0.00428567+0.00978917j -0.00200459+0.0084821j 0.000398137+0.0077568j 0.0011606+0.00780595j -0.00695455+0.00511382j -0.00211325-0.00426991j -0.00441968+0.000396945j -0.00284259-0.00109306j -0.00351637-0.00442043j -0.00241742-0.00837996j 0.00441869+0.00791378j -0.00165736-0.00112308j -0.000488021+0.00028717j 0.00230359+0.00112204j -0.00589923-0.00671909j -0.00420625-0.000306906j -0.00240554-0.017094j 0.00144461+0.00487468j 0.00124919+0.0036526j 0.00645134+0.00238756j 0.00857844+0.0217022j -0.00519462+0.00582426j -0.00133577+0.0352563j -0.0056913-0.0136105j 0.0100699+0.0209458j -0.00107675-0.000745279j 0.00168601-0.0364662j -0.0012569+0.024442j 0.00549519-0.0046209j -0.0100657+0.0220246j 0.0033095+0.0234108j 0.00431342-0.000846807j -0.00471872+0.0115035j -0.00402774+0.0111892j 0.0073056-0.0174062j 0.00127811+0.00525782j -2.0062e-05-0.00539036j -0.00829263+0.0190294j -0.00269433+0.012494j -0.000206495+0.00724377j -0.000241093-0.00104852j -7.45484e-05+0.00696109j 0.00240749-0.00762528j -0.00232326+0.00112704j -0.00145001+0.00183956j -0.00133828+0.00204795j -0.00148616+0.00206889j 0.000720967-0.0028598j 
0.0028334+0.00679297j -0.00552988-0.00610293j -0.00450651+0.00941904j -0.00136814+0.00434996j 0.0278936+0.0119123j 0.0173577+0.0192025j 0.0305916+0.0289965j -0.0274148+0.0152198j -0.0234466+0.01522j 0.0147112-0.0130526j 0.0218143-0.0446883j -0.00324052-0.00960708j -0.0161297-0.0414648j 0.0160411-0.0254756j 0.0111064-0.0457379j -0.00135429-0.0104294j 0.00711305-0.0358292j 0.0245339-0.0240543j 0.0102345+0.000161291j -0.0117099+0.0244395j 0.000546953+0.00759527j -0.00362674+0.00527114j 0.00893342-0.00589869j -0.0024661+0.0102006j 0.00775685-0.0121386j 0.00545059-0.00539827j -0.00368163+0.00863418j 0.000395229+0.00189031j 0.00241312+0.00338847j 0.00153148+0.000103276j 0.00515158+0.00655768j -0.000216427-0.00692079j 0.00113363-0.00275699j 0.00730122+0.0131882j -0.00201078+0.0125003j 0.0121424+0.0196985j 0.00761502+0.00285514j 0.00576331+0.00658189j -0.0014332-0.0203545j 0.00589012+0.0394114j -0.00259119+0.00873492j -0.00198035+0.0338136j -0.00707413+0.00681957j 0.00432979-0.0193002j -0.0034985-0.0261295j -0.00972126+0.00729668j -0.0060928+0.00111668j 0.0010718-0.0195776j 0.0012959-0.00112435j -0.000274696+0.00286971j 6.57157e-06+0.00492123j -0.0039523+0.0116283j -0.00869192+0.0121911j -0.00654765-0.00323198j 0.00285289+0.0307444j 0.000252077-0.00369401j 0.000431416+0.00460568j -0.00433944-0.00239019j -0.000219612-0.0150536j 0.000220906+0.0113415j -0.00400505+0.00522935j -0.000763913-0.00768832j 0.00266895-0.00266266j 0.00110942+0.000226278j 0.00231534+0.000699479j 0.000236621-0.00508422j 0.000118858-0.0052084j 0.000557436+0.000679352j 0.00050592-0.0023099j 
0.00132737-0.00123688j 0.000119019+0.00272152j -0.0211375-0.0148084j -0.0172665-0.0139976j 0.0676292+0.0424468j -0.0161526+0.017933j 0.0348059-0.00395913j 0.0133143+0.0253633j 0.0202687-0.0237988j -0.0145966+0.012543j -0.0157946+0.0249475j 0.00430165-0.028873j 0.00259676+0.00451453j 0.00413284+0.0304131j -0.00367856+0.0331075j -0.00599136+0.000922996j 0.00681986-0.00120647j -0.0138228+0.0272748j 0.000968225+0.0054448j 0.0012746-0.0181398j -0.00339289-0.00527691j 9.91081e-05-0.0105476j -0.00570357+0.00948164j 0.00102457-0.00561004j -0.00601346+0.0152471j -0.00193398-0.00109852j 0.00286997-0.00535026j 0.00187228-0.000760261j -0.00233408-0.00172921j 0.00130037+0.00236321j 0.00117463-0.00215409j 0.00909204+0.0184406j -0.00615201+0.00346765j 0.0212581+0.00644576j 0.00627596+0.0289664j 0.0018258-0.00947839j -0.00830664+0.00858984j 0.00249675+0.0116506j -0.00653204-0.0037375j -0.00533805+0.00753386j 0.00173399-0.00574945j -0.00242974+0.020228j 0.00023878+0.033532j -0.00305743-0.00297157j -0.000683096-0.0194029j 0.00648082+0.00408292j 0.00345514+0.00143285j -0.0054709+0.00458499j 0.00262983-0.00467293j 0.00463948-0.0056113j 8.23291e-05+0.00109098j 0.00101179-0.00924771j 0.00404575-0.00409578j 0.000148634+0.0104627j -0.00285603-0.0174084j -0.000102653-0.0055607j -0.00180429+0.00719362j 0.0032795-0.00473009j -0.000665157+0.0124574j -0.000455426-0.00793309j -0.000540327-0.000266461j -0.000151758+0.0089422j -0.00206489+0.00521147j 0.00235197-0.00758858j 0.000490395+0.00151333j -0.00176503-0.00174174j -0.00128186+0.0071615j 0.000272901-0.0016627j 8.78649e-05-0.000240588j 
-0.000571913+0.00505692j -0.00497561-0.00534063j 0.00273482+0.00285811j 0.0049579+0.00348421j 0.000985988-0.00814402j -0.00670494+0.0122683j -0.0117645-0.00401695j -0.00620999+0.0171027j 0.0226608-0.036037j -0.0381384+0.04731j -0.00168251-0.0590218j 0.00841188-0.00475509j -0.00672937+0.00828686j -0.00315002-0.0395021j 0.00440337+0.0118559j -0.00237752+0.0312375j -0.0123083+0.0265649j -0.00184938-0.0156565j -0.00595745-0.00188239j 0.00715165-5.20905e-05j -0.0052295+0.00390572j 0.000240893+0.0083622j 0.0075859-0.0140765j 0.00146642-0.00126302j 0.00222472-0.0104971j -0.00248284+0.00375205j -0.00259925+0.00595189j -0.00297947+0.00306673j 0.00173074-0.00102303j 0.000839001-0.00400438j 0.000654553+0.00597118j -0.000683585-0.000694889j 0.00236602+0.00185699j -0.000507798+0.0017301j -0.00121656-0.0125239j -0.00228633-0.00122922j 0.000533211+0.00263327j -0.00293556-0.00561955j 0.000111384+0.00239272j 0.00795326+0.0158058j 0.00188438-0.00779528j 0.00706449+0.00363337j -0.0047506+0.00799921j 0.00421752+0.0172373j 0.00606557+0.00197057j 0.00273841+0.0199158j -0.00324025-0.0204404j 0.00456373-0.00709846j -0.00266163+0.0302578j -0.00576195+0.000321887j -0.00532877+0.00528232j 0.00124224+0.0335577j -0.00284681-0.00561138j 0.00349345-0.00621855j 0.00352797+0.0118047j 0.00507082-0.00671863j 0.00159995-0.00948128j -0.00119433+0.00516768j 0.000913635-0.00131141j -0.00303321+0.0127518j 0.00260263-0.0035146j -0.00505444-0.00454406j -3.02175e-05-0.0037723j -0.00277084+0.00528163j 0.00147751+0.00281126j -0.00053861+0.000554455j -0.000467649-0.00552564j -0.00059799+0.00499594j -0.000278192+0.00011141j 
-0.00847101-0.0108625j 0.00850944-0.00583812j 0.0371828+0.0317401j -0.0120929+0.0100545j -0.0201567-0.00371171j 0.0224823-0.00732505j -0.0129346-0.0100779j -0.0650095+0.0560812j -0.050069+0.0288428j -0.0151045-0.0126799j 0.0217428+0.0108808j 0.0225899-0.0289146j -0.0467358+0.0329044j 0.000384966+0.00660808j 0.00213467+0.0117897j 0.000474123-0.00328552j -0.0139279+0.00941049j 0.0020851+0.0246945j 0.020303-0.0101247j -0.00763201+0.000106103j 0.0256942-0.0237587j -0.0155868+0.0117132j 0.00198819+0.00607904j 0.0114126-0.0107005j -0.00445435+0.0108356j -0.00909322+0.00908787j 0.00234215-0.00710297j -0.00433916+0.00323855j 3.277e-05-0.00328255j 0.000125925+0.0109959j -0.0103595-0.00616534j -0.0131903-0.0179127j -0.00463684-0.0109439j -0.0106222-0.00262906j -0.00102303-0.00452082j 0.00194608+0.00918623j 0.00591004+0.0167474j 0.00320168-0.00119427j 0.000544722+0.00841028j -0.00350563-0.0140034j 0.00111355+0.0210722j -0.00359187-0.0114408j 0.0067763-0.0108851j 0.000624093+0.0190721j 0.00367399+0.00285013j 0.00188288-0.0209959j 0.00288977+0.0087175j -0.000669902+0.00741366j -0.000237179-0.0170014j 0.00134159+0.00303918j 0.00537712-0.00715025j 0.00257339-0.00884046j 0.00816131-0.0145836j 0.00765677+0.00100256j -0.000948511-0.00512795j 0.00139171+0.0055799j 5.4915e-05+0.00273635j 0.00478611-0.00215221j 0.0014341-0.00192657j -0.00118118-0.00627038j 0.00383526+0.00578154j 0.00404099+0.00612316j -2.77551e-05-0.00520838j -0.0018347-0.00166214j -0.00313893-0.00161532j -0.00130332+0.0081516j 0.000442121+0.00365117j -0.00326616+0.00479136j 0.00330337+0.00122678j 
-0.0211768-0.00116605j -0.005205-0.0130672j 0.0826407+0.0329485j -0.0107425+0.0266943j 0.0314427-0.02794j -0.0211477+0.0147342j 0.00895511+0.0192715j 0.0586484-0.0200853j 0.00980631+0.00914367j -0.0315182-0.0106197j -0.00324194-0.00761291j -0.00861336+0.00166473j 0.0219165-0.0218057j 0.0096872-0.00578184j -0.00173142+0.0027974j -0.0117434+0.00957465j -0.00242738+0.00091588j -0.00680425+0.0027115j -0.00747861+0.00511531j -2.02233e-05+0.00514763j -0.00314541-0.00502859j 0.00213854+0.00378784j -0.00169219-0.00467924j -0.00366915-0.00124782j -0.00369872+0.00335409j 0.00338891+0.00270886j 0.000824919+0.00209074j 0.00356703+0.00413961j -0.00368863-0.00353997j 0.0188812+0.00341788j -0.00699897+9.70145e-05j -0.0309804-0.0104066j -3.88366e-06-0.0103547j 0.000818435+0.00149164j 0.00874944+0.00143526j 0.00375469-0.0018113j -0.00617235+0.0443978j 0.00141583+0.0062328j 0.00127276+0.0239255j -0.0025236+0.00127606j 0.00544248+0.0201685j 0.000155717+0.0189921j 0.00447642+0.00483209j -0.00069464-0.0107085j 0.00598689-0.00280438j 0.00470923-0.00691946j 0.00408111-0.00437739j -0.000146745+0.00715254j -0.00260098+0.0152999j 0.00481525+0.00685985j 0.00018786+0.00411099j 0.00137931-0.00802925j 0.00271215-0.000410654j 0.00382828+0.00598781j 0.00115974-0.00235895j 0.000479627+0.000227489j -0.000331323+0.00117865j 0.00583141-0.00464843j 0.000625171+0.00233693j -0.00354116+0.00576004j 0.00156639+0.0113524j 0.000794607+0.00720565j -0.00428795+0.00139152j -0.00230039-0.00363845j 0.000388818-0.00191453j 0.00141471+0.000847381j -0.000710627+0.0023363j 0.00263399+0.0039097j 0.00341014-0.00195958j 
0.0111298+0.0116434j -0.00449898+0.0045857j -0.0349532-0.0351203j 0.0349752+0.00857216j 0.012398-0.00982829j -0.0155729+0.0318739j 0.00552871-0.0108927j -0.0108241+0.00286254j 0.0344846+0.0350902j -0.0156721-0.0374939j 0.0131979+0.015887j 0.0059158-0.0088061j 0.00840422+0.0129778j 0.0108763+0.0103054j -0.000384482-0.000907217j -0.00418116-0.0163585j -0.00200712-0.00630555j 0.0035582-0.00270648j 5.55978e-05-0.010535j 0.00213712+0.0051688j -0.00712533-0.0110372j 0.00253926+0.00211079j 0.00575348+0.00171986j 4.15436e-05-0.00341205j 0.00173775+0.00183887j -0.000412573-0.00684827j -0.000979044+0.00235455j -0.00181547-0.00116807j 0.00144048+0.00323085j -0.00314094-0.00492291j 0.00836339+0.00785288j 0.0186168+0.0101225j 0.0142075+0.0218368j 0.00804764+0.00231104j -0.00298224-0.0203485j -0.00528607-0.0160046j 0.00274861-0.0272612j 0.00564512+0.0140295j 0.00578371+0.0298303j -0.00605196-0.00684713j 0.00663351+0.0261944j -0.0010062-0.0435204j 0.00900307+0.0312613j 0.00319829-0.0134949j -0.000345885-0.0159817j -0.00130066-0.029286j -0.00117608+0.0216741j -0.00582727+0.0242695j -0.0048759+0.0278711j -0.000942108+0.0157693j -4.59708e-05+0.0056485j -0.00155196-0.0146222j -0.00214357+0.00105186j -0.00165438+0.00953678j 0.000461514-0.00252877j -0.00199251+0.0103037j -0.000525577+0.00827586j 0.00184256-0.00991172j -0.000264274-0.00275105j -0.00262011+0.00234358j -0.00089861+0.00124392j -0.002506+0.00469067j 0.000798139+0.0012571j -0.000801541+0.00471845j -0.000547707+0.00297136j 0.00162632-0.00566638j -0.0010372+0.00179512j 0.00104261-0.00301704j -0.00137344-0.00303287j 
0.00742138+0.0183174j -0.0274586-0.00942809j -0.0130849-0.0357636j 0.0910104+0.0334824j 0.0219767-0.00228638j -0.00387906+0.0143938j 0.00389013+0.0349675j -0.0109488-0.00206503j -0.035828+6.16543e-05j 0.0191158+0.0222952j 0.000587391+0.0121161j 0.010537-0.0177382j -0.000553864+0.00868653j -0.00619786+0.00730317j 0.00162969+0.00715743j 0.00441061+0.000296819j -0.00152187+0.00157617j -0.0068001+0.00925286j 0.0015149+0.00109902j -0.000543664-0.000648644j 0.0111153-0.00219779j -0.00292937-0.00214576j -0.00189969+0.0037502j 0.00521623+0.00351655j -0.00301254+0.00378747j -0.00762874-0.00135673j 0.00583547+0.00131969j 0.00213513+0.00363381j 0.00433631+0.00369188j 0.00572694+0.00206173j 0.0230691+0.0165637j 0.0114556-0.00243277j 0.0315998+0.025035j 0.0147+0.0378443j -0.00229046-0.0147742j 0.00122586-0.0310199j 0.00874884+0.00639811j 0.00121351-0.0222774j -0.00498679+0.00579405j 0.00468987-0.0354695j -0.00351234-0.0201424j -0.000325665+0.0156199j -0.00349517-0.0120987j -0.00232856+0.00403225j 0.00206731+0.00965938j 0.00356384+0.0239291j 0.00186127-0.00895362j 0.00362537-0.010784j 0.000166524-0.00778904j -0.00222628-0.00775972j -0.000436608-0.0013149j 0.00180491+0.000899748j 0.000505384-0.000616653j 0.00209016-0.00583053j 0.000330298-0.00691315j 0.00244276-0.00383456j 0.000123915+0.000341742j -0.000445022-0.00323649j 0.000425894+0.00191254j 0.000892674-0.00324697j 0.00325087-0.00559145j -0.00028198-0.00325544j -0.000626881+0.00297025j -0.00295806-0.000245794j -0.0011749-0.000684818j -0.000192916+0.00218769j -0.00323126+0.000538501j 0.00317998+0.000480234j -0.000656662-0.00345943j 
0.00762096-0.00256817j -0.00347417-0.00426552j -0.0158989-0.000901327j 0.018026+0.00439468j 0.0119166+0.0036232j 0.0630677-0.0670418j -0.0179929+0.01421j -0.0318495-0.0216095j -0.0210881+0.00736302j -0.0495088+0.0257763j 0.00733439-0.00382022j 0.0012244+0.0270562j -0.0275926-0.00557823j -0.00328906+0.00161731j 0.00286635+0.00946327j -0.00484994+0.0122429j -0.00886605+0.00409349j -0.0023796-0.00133516j -0.00179662+0.00978432j -5.7113e-05-0.00136532j 0.00232794+0.00930078j -0.00349216-0.00343817j -0.00151813+0.000949721j 3.42711e-05+0.00729412j 0.00307144-0.00155009j -0.00637343-0.000518908j 0.0020634+0.00153329j -0.000570611+0.00245494j 0.00275663-8.20755e-05j -0.00552905+0.0108568j 0.00384767-0.00241321j 0.00452464-0.00247753j 0.00562356+0.00240959j 0.00892309+0.0143315j -0.00642644+0.0192534j 0.0067966-0.00361853j 0.00143445+0.00146131j 0.00234077-0.0238004j 0.00118788-0.00378101j 0.00292614+0.00977585j -0.00251147+0.0249201j -0.00799391-0.0245293j -0.00589344+0.0160769j -9.00605e-05+0.00751365j -0.00541192-0.0189153j -0.00269051-0.0153199j -0.00359823+0.0290424j -0.00157329+0.0158677j 0.00320592-0.00252363j -0.000925048-0.000743596j -0.00126074-0.0199544j 0.000139406+0.00794924j 5.00002e-05-0.00588868j -0.00119357-0.00836607j -0.00114962+0.00572196j -0.00127578+0.00243999j 0.000687117-0.00457107j -0.00260315+0.00464371j -0.00257798+0.00380916j 0.00129493+0.000978411j -0.000911243-0.000891931j 0.000534376-0.00776567j 0.000784298+0.00140192j 0.000295033-0.00047369j 0.000587826-0.00019794j -0.00227139+0.00145289j 0.00233221-0.002998j -0.0028498+0.00173668j 0.000258887-4.07048e-05j 
0.00455062-0.00427036j -0.00608137+0.00574602j 0.00514418-0.00657489j 0.0216084+0.0115877j 0.0202334-0.048059j 0.0584918-0.0408315j 0.0374414-0.0825043j 0.00505604+0.00673824j -0.00735448-0.00641137j 0.0036142-0.014667j -0.0171342+0.0138051j -0.0292705+0.0247398j -0.0194298+0.0112223j -0.00189789-0.00541089j -0.00382535-0.00552648j -0.00187872+1.73878e-05j -0.000351745-0.0154596j 0.00297949-0.00922722j 0.000890867-0.00598314j -0.000815727+0.00719432j -0.0057198+0.00964888j 0.00133348-0.000298j -0.00275828-0.00128536j -0.00392035+0.00267647j 0.00112285-0.000870146j 0.00231488-0.00339148j 0.00313926+0.00120251j 0.00423602-0.00155958j 0.00089034-0.000924698j -0.00217301+0.00173517j 0.00689814-0.012968j -0.00396806-0.000505269j 0.00563526+0.00650446j 0.00343975-0.00756786j 0.00320264+0.0108226j 0.00381303-0.0249579j 0.000145541-0.0122281j 0.000261458+0.0222669j 0.00244264-0.00499141j -0.00363388+0.00543541j -0.00497487-0.0261778j 0.00341781+0.0252991j -0.00315239+0.022565j 0.00202829-0.00147804j -0.00793792-0.002086j 0.0013641+0.00989514j 0.000806128-0.0209871j -0.00249145+0.00131089j -0.00121042+0.00442152j 0.00447712-0.00546293j -0.00244413+0.00547653j -0.00158587-0.00171495j -0.00140556-0.0018989j -0.00497658+0.00408957j -0.00239863+0.00686977j -0.00221676+0.000195256j -0.000979612+0.00305477j -0.00142901-0.000309458j -0.000888679-0.00322428j 0.00151897-0.00216137j -0.00123239+0.000834014j 0.00149036-0.0025604j 0.00152903-0.000928796j 0.000986711-0.000347808j -0.000200531-0.000558226j 0.000419434-0.00174476j 0.00195474-0.00127648j 0.000262384-0.00277033j -0.00212078+0.000305777j 
0.00450042+0.000833482j 0.00872792+0.00177655j -0.0296109-0.0157084j -0.0293972-0.0105253j 0.0152373-0.00149494j 0.0358948-0.0322133j -0.0479543+0.0264121j 0.0137091+0.0403422j -0.0234714+0.0635148j -0.027358+0.03042j 0.00679804-0.0130566j -0.0092798-0.0186056j -0.000993064+0.0434018j -0.00243054+0.0102129j 0.00777925+0.00759386j -0.00357369+0.00525385j -0.0124423+0.0271296j 0.00309835+0.00972159j 0.00134769-0.0134818j -0.00154709-0.00390593j 0.00751434-0.0263628j -0.00707859+0.0128964j 0.00567392+0.000673115j 0.00406193-0.0134627j 0.00140637+0.00596468j -0.0099734+0.00572418j -0.000320613-0.00477042j -0.0071899-0.000237587j 0.00264052-0.00213008j -0.00756989-0.00131515j -0.00439235+0.00676115j 0.0154254+0.0162535j -0.0101846+0.00592923j 0.0052525-0.013539j -0.0101152+0.0121857j -0.00307483+0.0209041j 0.00269392-0.00242981j 0.00561644+0.0496805j -0.0110428-0.014859j -0.000719298+0.0231587j 0.00655915-0.0236335j 0.00349723+0.0381342j 0.00357212+0.0211416j 0.00632892+0.0158022j 0.0159142-0.00657141j 0.00179892+0.0128569j 0.00733318-0.022669j -0.000316585+0.00148068j -0.00190812+0.0100729j -0.0027084+0.00848083j 0.00117453+0.000449389j 0.00271791-0.00449096j 0.00220819+0.00207861j 0.00777685+0.00332852j 0.00409605-0.00223659j 0.00399614-0.00278475j -0.000274277+0.000829154j 0.00686853-0.0018281j 0.00285333-0.00413418j -0.00534913+0.00494487j 0.0022695+0.00465322j -0.00366459+0.0107484j -0.00126517-0.00542475j -0.00426478+0.00688057j -0.000295588+0.00175365j -0.000867708+0.00405837j -0.0013797+0.00373829j -0.00298485+0.00390754j -0.000204519+0.00298426j 
