-0.016694+0.0345289j -0.0339862-0.0878547j -0.0172731-0.066473j 0.0110255-0.0289949j -0.00055948-0.0171903j 0.00147932-0.0621643j -0.000888143+0.0205832j 0.00559471-0.0336339j -0.00448678-0.0223009j 0.0165202+0.0079251j 0.00480637-0.0194758j 0.011053+0.0407226j -0.0394622+0.0486203j 0.10458-0.172876j -0.108606+0.0657477j 0.00630847-0.0504372j -0.0156437+0.00508862j -0.0197433-0.0251879j 0.0260181-0.0290491j 0.0131615+0.0205986j -0.0121175-0.0167564j -0.0259559+0.0250613j -0.0238254+0.0167897j -0.00984025-0.00454054j -0.0123405+0.00985563j -0.0131032+0.0467089j -0.00184848+0.00958523j -0.00117076+0.0113718j 0.0286257-0.0125657j -0.00794333+0.0203142j -0.000968571-0.0103875j 0.00376418-0.0140015j -0.00999187+0.0304629j 0.0156579-0.0285369j -0.025755+0.0512817j 0.185862-0.116249j -0.0969219+0.146486j 0.017751-0.0351883j 0.0128702-0.0457889j 0.0123973-0.027365j 0.00189497-0.0188296j -0.00778605+0.00607174j -0.00962186+0.023306j -0.0119224+0.0188318j -0.00258088+0.00765503j -0.0183572+0.0285635j 0.00343636+0.00347888j -0.00768411+0.000340989j -0.00346217+0.00278654j 0.000748461-0.00207891j -0.0121682+0.0126684j -0.00280578+0.00591628j -0.00562447+0.00275027j 0.00834311-0.00105325j 0.0135857-0.0153462j -0.00838468+0.0064313j 0.00300692-0.000259038j 0.000671001-0.00151995j 0.00902418-0.00410176j -0.00133917+0.00239277j 0.00414997+0.00115102j 0.00735198-0.00718424j 0.00614294-0.00512961j 0.00228043-0.000569594j -0.00394648+0.00111783j 0.00288582-0.00521088j 0.00251687-0.00334531j 0.00201003+0.00169613j 0.00354288+0.00182061j -0.00170246+0.00210592j -0.0121291+0.00655999j -0.00171789-0.00240298j 0.00659107-0.00804685j 0.00431025+0.00086338j -0.00653353+0.000934553j -0.00571486+0.00942065j -0.000727146-0.00238817j 0.00271792-0.0103061j -0.00249105+0.000523557j 0.0082051-0.00229389j 0.00277785+0.00302522j 0.012089-0.0115439j 0.0171003+0.000577631j 0.00297493-0.0050521j -0.0240803+0.00477516j 0.011731+0.0284941j -0.00499196-0.000699998j 0.00996401-0.0237257j 0.000985662-0.0146767j 0.00523327+0.0115195j -0.0101442+0.0081711j -0.0126625+0.0234417j 0.0280795-0.031367j 0.0626994-0.111949j 0.0921338-0.0485474j 
0.00687091+0.0502804j 0.0188314+0.214871j -0.0312841+0.0428931j -0.00486571-0.0672361j 0.00884603-0.000860887j -0.0550817+0.031741j -0.0106319+0.0125951j 0.0894489-0.0687654j 0.0857787+0.102108j 0.0729838-0.1391j -0.211724-0.125124j 0.0821099-0.00342161j -0.137676-0.0186804j -0.211884+0.00696925j -0.0307539-0.0473277j -0.0100297+0.0460461j 0.0321454-0.071657j 0.00980627-0.0109581j 0.0111308+0.00423767j 0.0119519-0.00702239j 0.00642877+0.00692375j -0.0152203-0.000544917j -0.0125127+0.0137285j -0.0031188+0.0196673j -0.00549191-0.0165216j 0.0143549-0.0124303j -0.0166238-0.0135229j 0.00934183-0.0173323j 0.00467768-0.0112182j -0.0150307-0.022241j -0.0222786+0.0318966j -0.00995475+0.0276748j 0.0234853-0.019707j 1.22298e-05+0.0131208j 0.00450868+0.0223449j 0.0306822-0.014087j 0.00303418-0.0242241j 0.0140745+0.00372988j -0.00248265+0.0238782j -0.00416148+0.0249661j -0.0012291+0.00186318j -0.00134996+0.00348161j 0.000141317+0.00426053j 0.00603398-0.00589325j -0.0064694+0.00310819j -0.000329807-0.00822182j -9.89384e-05-0.00505637j -0.00157176-0.0039888j -0.00595539+0.00473492j -0.00319454+0.00305307j -0.00740052+0.00923745j -0.00767218+0.00410162j 0.00829037-0.00312947j 0.000761581+0.000636096j 0.00370613+0.00469171j 0.00628379+0.00648967j 0.00360866-0.000389583j 0.0049775+0.000617505j -0.0047839+0.000761031j 0.00630176-0.00578796j 0.00431249-0.00471109j -0.0059551-0.0064281j 0.00802794-0.0128766j 0.00964092+0.000188177j 0.000711288+0.00496745j 0.00515619+0.00419388j 0.00158369+0.00882375j -0.00121958+5.78954e-05j 0.0155409-0.00252824j 0.00263665+0.0114233j 0.00580536-0.0133495j 0.00633698-0.00672725j -0.0045531+0.00750581j -0.0146599-0.00267119j 0.00484464-0.00178939j -0.0132629+0.0018157j 0.00226311+0.00256664j -0.00332812-0.00218927j -0.00562429+0.00680863j 0.0050896-0.00425077j -0.00412722+0.0112996j 0.0150544+0.0100078j 0.00413398-0.00133195j 0.00397321-0.00152607j -0.00194325+0.0253225j -0.00190567-0.00536296j 0.00303318+9.91525e-05j 0.00414162+0.00791521j -0.00769639+0.00470101j 0.00683208-0.0135809j 0.0193844-0.00414358j 0.00769905-0.00982752j 0.000262516+0.0165919j -0.0145567+0.0221323j 0.00237196-0.00367579j 
0.0515415+0.0142438j -0.00315263-0.0766351j 0.017369-0.0762358j 0.0112378-0.0229244j -0.0529497+0.00940936j 0.0203846+4.82784e-05j -0.00684499-0.0516917j -0.00309203+0.00139879j 0.210386-0.159136j 0.0455398+0.0519317j -0.184228-0.143938j 0.0794675-0.296887j -0.0798884-0.116876j -0.186178+0.024377j 0.0870398-0.255631j 0.0217452+0.00983924j 0.0147641+0.0247379j 0.00998352+0.0172407j 0.00662563+0.00436407j 0.00285549+0.00269626j 0.00560467-0.00756078j -0.0052264+0.00676324j 0.00188393+0.000917007j -0.00312178+0.00639175j 0.00205025+0.000510681j -0.00255638+0.000507053j -0.0146861+0.0154382j -0.0245166-0.0292643j -0.012113+0.00724428j -0.0158662+0.0357264j -0.0367727+0.0254313j -0.000918806+0.000359966j -0.0192581-0.040473j 0.0185465+0.0174834j -0.00846891+0.012636j -0.0125291+0.0289597j 0.0279692+0.0119294j 0.00164572+0.00658265j -0.00114741-0.0079618j -0.00153736-0.00538769j 0.00368076+0.00596464j 0.00376008-0.00124181j -0.0035167+0.00165586j 0.00127425+0.00314784j -0.00204205-0.00154676j 0.00111387+0.00239639j -0.00521071+0.00295773j 5.78128e-05-0.00188208j 0.00362535-0.00441934j 0.0006203+0.00268797j 0.00600212-0.00541665j 0.00288989+0.000364594j -0.00363336+0.000893563j 0.00134083+0.00318156j -0.000803833-0.000418605j -0.00353504-0.00819782j -0.00364154-0.0011154j -0.000631357-0.00765117j 0.00223688-0.000833899j -0.00378261-0.000172561j -0.000378243+0.000216325j -0.0022268+0.00551441j 0.000212673+0.00627405j 0.000354444-0.00723552j 0.00998479+0.000481732j 0.00215982+0.00395953j 0.00110017-0.0142059j 0.0221683+0.00548404j 0.010544-0.00293743j -0.0155804-0.00852092j -0.0051597-0.00690959j 0.00400891-0.0122668j -0.0089071-0.00305697j -0.0130898+0.00295544j -0.00085744+0.0065989j -0.00174324-0.00602596j 0.0146056+0.0181324j 0.00333502-0.00385608j 0.00529979+0.0169371j -0.0205999+0.00505791j 0.0177094+0.000737088j 0.00466121+0.0133684j 0.00939019-0.00728021j 0.00173433+0.00313667j -0.00416993-0.00184742j 0.00850412-0.0129602j 0.00182097-0.000932149j 0.00993834+0.000123263j -0.0010729-0.0036129j -0.00308078-0.00223119j 0.00231514+0.00414185j 0.00425856+0.00578841j -0.00257448+0.00938883j -0.00439852-0.00919661j -0.00383576+0.0184809j 
-0.0314111-0.123132j 0.0351063-0.0414206j -0.0263156-0.184135j -0.0338963-0.169155j 0.0813635-0.0591493j -0.155681+0.061959j -0.0802711-0.132844j 0.085976-0.125498j 0.0170821-0.0424455j -0.0548891+0.106966j 0.140804+0.138362j -0.348786-0.0748085j -0.0657611+0.243043j -0.15712+0.0101699j 0.147746-0.15429j -0.0133359-0.0463033j 0.00417128+0.0152333j 0.0261689+0.0427102j 0.0128883+0.00697422j -0.0138831-0.00832884j 0.00952483-0.0092499j -0.0246651+0.00418278j 0.00958309+0.0248663j -0.0089241+0.000928453j 0.00169351-0.0134809j -0.00267767-0.0196025j 0.00818012+0.00565065j -0.00945202+0.0115272j 0.0400548+0.00111333j 0.0139549+0.0063936j -0.0124657-0.0236824j 0.00174503-0.00172606j 0.0170771+0.0179841j 0.0228424+0.0071822j 0.0160553+0.0257242j -0.00834098+0.00368272j 0.00547911+0.0290236j 0.00400782-0.0121408j 0.00565696-0.00568892j 0.0026281-0.00668091j -0.00440859-0.00781008j 0.000432837-0.012678j -0.00359578+0.0112059j 0.00760213-0.00543486j -0.0023433-0.000553444j -0.00187921+0.000833001j -0.00400153-0.00677908j -6.27254e-05-0.00858156j -0.00239292-0.000944355j 0.0040201-0.000267115j -0.0116671-0.000758659j -0.00733356+0.0017255j 0.0080768-0.0017682j -0.0067195+0.00182242j -0.00453427-0.00199761j -0.0119479-0.00145299j 0.00117326+0.000627653j 0.00113531+0.000328113j 0.00947143-0.000530761j -0.00815746-0.00139313j 0.00976332+0.00420722j -0.00413205-0.00438083j 0.00524897+0.000705022j -0.0136556-0.00721443j 0.00219611-0.00175381j -0.00752974-0.0108128j -0.00453273-0.0115192j 0.000479649-0.00859176j -0.00649565+0.0110049j -0.010048+0.00661517j -0.00670237+0.0123767j 0.00253205-0.00545153j 0.00827735+0.000410692j 0.00954635-0.00236318j 0.00556958+0.00667645j 0.000338051-0.00967426j 0.0150778-0.00175449j -0.000610697-0.00165858j -0.0213796-0.00362912j -0.00771402-0.01497j -0.020758+0.0216698j -0.0259599+0.0083729j -0.00380823+0.0227257j -0.00443602+0.0153932j 0.0103373+0.00962466j 0.00563177-0.00287315j 0.00705372-0.00319553j -0.00922686+0.00922887j 0.0015863+0.00170691j -0.00335354+0.00356223j 0.00581341+0.000887078j 0.000551028-0.00890919j 0.00873659+0.00546731j 0.00186228-0.0207395j -0.00616721-0.00193999j 
-0.0627089+0.134323j 0.00245205-0.0741208j -0.0697902+0.0732128j 0.0297066-0.0318945j 0.0717587-0.144566j 0.0881264-0.0148466j -0.105884-0.214707j 0.104525-0.0530897j 0.0451891-0.105472j -0.0159171+0.0269094j -0.0729571-0.118888j 0.0546105-0.114254j 0.219321-0.0906659j -0.164018+0.150627j -0.195764-0.0871935j -0.0220319+0.0564654j -0.00522458+0.0384785j 0.0248534-0.0234172j 0.00976771+0.0141997j 0.0181883+0.0121389j -0.0250078+0.0318338j -0.0116855-0.0328191j 0.0104682-0.00735288j 0.00952765-0.0114326j 0.00410655-0.00152208j -0.0200176-0.0162258j -0.000809914+0.00836531j -0.0360518+0.00198495j 0.0266433-0.00574438j 0.0150414+0.0285173j -0.0320488-0.0114807j -0.0168054+0.0175791j 0.012661+0.0211972j 0.0230645-0.0336113j 0.0210212+0.00918657j 0.00718718+0.0095907j 0.00267218-0.00846785j -0.0125499+0.0128813j -0.000910586-0.00422417j -0.00252234-0.00735011j -0.000688821+0.0167778j -0.00296974+0.0112445j 0.000633877-0.00314924j -0.00269012+0.0021558j 0.000700466-0.00145797j 0.00231858-0.00114395j -0.00428022+0.0116044j -0.00272785+0.00925158j 0.00125959-0.000483929j -0.00501804+0.000434203j -0.00359902-0.000106687j 0.00104678-0.00695152j -0.0045981+0.0103588j -0.00920011+0.00668343j 0.00687039+0.00287968j 0.0102432+0.00167948j -0.00530577-0.00456778j 0.0115707-0.00194125j 0.00586094+0.0120045j -0.00203528-0.0084495j 0.00537312-0.00165662j -0.000792009+0.0116432j -0.00167989-0.00774281j 0.00342589-0.00642932j -0.00597834-0.00159032j -0.00649832-0.00685893j -0.00446116-0.000764357j -0.0084443+0.0122622j -0.00761562+0.000279993j -0.000836359-0.0242431j 0.0100855-0.00118528j 0.00392033+0.00456847j 0.000736161-0.0031181j 0.0162777-0.00090971j 0.00334395-0.00504627j -0.00570575+0.00703412j -0.00528184+0.0036004j -0.00460729+0.0111249j -0.00080742+0.00567861j -0.00200918-0.00938098j -0.0242072+0.00672052j -0.00145517-0.0016849j -0.0170915-0.00264468j 0.0039057-0.00526966j -0.00379158+0.00685417j -0.0140694-0.00775168j 0.00635863+0.00428968j -0.00848733+0.00406728j 0.00326581+0.00173651j -0.00180417-0.0138978j 0.00866802-0.00258196j 0.0028906+0.00542769j 0.00483865+3.74055e-05j -0.0113382+0.00433499j -0.0030738+0.019656j 
-0.0235762+0.0757932j -0.0369824-0.0319154j -0.0116595-0.00877776j 0.011574-0.136693j 0.191488+0.139096j 0.137585+0.190898j 0.167339-0.059668j -0.0711265-0.12177j -0.0888561-0.153376j -0.0678952+0.0651894j -0.232688-0.233854j 0.0555537+0.102909j 0.0116824+0.154519j -0.101475+0.202124j -0.293371-0.0316444j 0.0194145+0.0207965j -0.00645648+0.0107335j -0.0289928+0.00481934j -0.012076+0.00462938j 0.00144252-0.00166571j -0.00397254-0.0104424j 0.0191777-0.0253263j 0.0174956+0.0128791j 0.0154208+0.00781388j -0.00641068+0.00766993j -0.0297131+0.00284849j 0.00881623+0.0176568j -0.00617688-0.0249785j -0.0265647+0.00242367j -0.0142786+0.0284498j -0.0152397-0.0276622j 0.0247071-0.00887377j 0.0233141-0.0135091j -0.00938648-0.00168353j -0.00762527-0.0291073j 0.013487+0.00197258j 0.00169555-0.0139676j -0.00575409+0.00729719j -0.000370492-0.00570341j -0.0057386-0.00333443j -0.00300036+0.00780909j 0.0020157-0.00079549j 0.0093875-8.26213e-05j 0.00103108-0.00497889j 0.00284431-0.00325057j -0.000258147-0.0089791j 0.00365698-0.0106727j 0.00243863-0.00169523j 0.00513801-0.000800809j 0.00150689+0.00341507j 0.0032762-0.00749375j 0.00226053+0.0042109j 6.68688e-05-0.00184334j -0.0030826-0.00732031j -0.00573987+0.00974358j -0.000516595+0.00284407j -0.00162019-0.00479912j -0.0018734+0.00739194j -0.00124266+0.00639377j -0.000128648-0.0031428j -0.00687571+0.00599978j 0.00878261-0.00100433j -0.000313442-0.00544373j 0.00752807-0.00463299j 0.011521-0.0117085j 0.00162295-0.00223507j 0.0088198-0.00239648j 0.0165672-0.00828009j 0.0124944+0.00505347j 0.00080007+0.000874339j 0.00730086+0.00614815j 0.00591474+0.0044214j -0.00856716-0.000903008j -0.00704037-0.00789183j -0.00468971+0.00585548j -0.00122493-0.0139671j -0.0156171+0.00408224j -0.00681827-0.012116j -0.0108785-0.0204631j 0.00664754+0.00122291j -0.00863587-0.005529j -0.000324684-0.00897785j 0.0075228+0.0105618j 0.00937298+0.00153771j 0.0113076-0.00522001j -0.00339699+0.0151598j -0.000599742+0.00519978j -0.00200743-0.000872855j 0.00407445+0.00633194j 0.00557502-0.0088065j 0.00763063+0.000199381j -0.000525602+0.000193218j 0.00624114-0.0075544j -0.0082001+0.00750877j 0.00244027+0.0117103j 
-0.0955709-0.055324j -0.0825082-0.0739679j 0.0386127-0.0224633j 0.000136651+0.0403933j -0.0343287-0.00133706j -0.0663219-0.191296j 0.0370024-0.0588665j -0.0955638-0.130323j 0.257182-0.192195j -0.115159+0.0110854j -0.103558+0.0749574j 0.0512513-0.0824141j -0.121774-0.0795923j -0.0704137-0.16825j 0.109691-0.0177392j -0.0364096-0.0274721j 0.0190372+0.0281331j -0.0206067+0.00391647j -0.0137235-0.0114788j -0.00526292-0.0222293j 0.0168635+0.0152994j 0.00480685-0.0165783j 0.00720521-0.0190599j -0.0074306+0.014712j 0.0115741+0.0043476j 0.0352524+0.00445513j -0.00854807+0.0283958j -0.0255829+0.0138184j -0.00583883+0.00650342j 0.0225259+0.0425126j -0.0192559+0.015368j 0.00911928+0.0203953j -0.000931562+0.00144304j -0.0168553-0.00790296j 0.00360422-0.0197818j -0.0129533-0.0115383j -0.0178239+0.0152766j -0.00560403-0.00630346j -0.00674732-0.0128963j -0.00599837-0.0107422j -0.00992885-0.0050398j -0.00210391-0.000503541j 0.000479642+0.00647706j 0.0047604+0.00439625j 0.00472517-0.00458909j 0.00734939+0.00183941j 0.0135614-0.00750729j 0.000196458-0.00374131j -0.00671311-0.000318604j 0.00305224+0.000878861j -0.00462543-0.00398136j -0.00414049-0.00101644j 0.0101131+0.0110697j 0.00114854-0.00678056j -0.00279233+0.000234227j 0.00534941+0.00156316j 0.00680125-0.0132073j 0.00061379+0.000814262j -0.00164916+0.00280187j -0.00312449+0.0038179j 0.0132097-0.000726644j 0.000770606+0.0164262j -0.00763533+0.0137822j -0.00750963-0.0108252j -0.0120637-0.0158878j -0.00969672+0.00142149j -0.0134115-0.0177279j -0.0156877-0.0266985j -0.00352384-0.0118341j 0.0100557+0.00622053j 0.0173935+0.00223562j -0.0052978-0.00163688j 0.00604511-0.0065876j 0.000999624+0.0160643j 0.00853222+0.00416857j -0.0078163-0.00159848j 0.00609234-0.0165872j -0.00723141-0.00278256j -0.00333135+0.000912507j -0.00258828+0.013232j 0.00628113-0.00401962j -0.00271658+0.00536504j 0.00102767-0.00476665j -0.00292716+0.00121322j 0.00348684-0.0056451j -0.00491941+0.00685072j 0.00198554-0.00334381j 0.00295241-0.0104098j -0.00511066-0.00339535j 0.0117907-0.00211672j 0.00199095+0.00653795j -0.00334653+0.00834289j -0.00419909-0.010031j -0.00109531-0.0165894j -0.00465483-0.0034447j 
0.0294777-0.0319794j 0.0321582+0.04951j 0.0786741+0.0281498j 0.102092+0.0576792j 0.169014-0.105691j -0.0788758+0.0346299j 0.242488+0.254598j 0.158192+0.128079j 0.0779287-0.0376438j -0.137306-0.14731j 0.254763+0.116695j 0.0547105-0.0774831j -0.194803+0.0417811j 0.0667675+0.0968083j -0.178445+0.072155j 0.0257593-0.0238558j -0.0327463-0.0374124j -0.0205704-0.00946906j -0.0114455-0.0007484j -0.0219122+0.0176689j -0.0415568+0.00466864j 0.0129689+0.032828j -0.010301-0.00366294j -0.0332931-0.00638932j 0.0531406-0.00612889j 0.0105632-0.00643071j 0.0252693+0.0225538j 0.0312564-0.0381303j 0.00630577-0.00103439j -0.0261991-0.000665678j -0.0285537-0.0239598j -0.0167873+0.0124964j 0.00481768+0.00871503j 0.0017063+0.00312071j -0.00279252+0.00274285j 0.00749795-0.0115534j -0.015629-0.0185288j -0.00100562+0.00220387j -0.00373519+0.00434249j 0.00595812+0.00931871j 0.00636964-0.00419171j 0.00353115+0.00116843j 0.000822664-0.00389714j -0.000967443+0.00258422j -0.000157558+0.00287883j 0.00156612-0.00167191j 0.0032411+0.0014474j 0.0040075+0.00386675j -0.000946927-0.00215785j -0.00523222-0.00443765j -0.0102279+0.00245159j -0.000820635-0.00376625j -0.00357535+0.00331153j -0.0069221+0.00292497j -0.0129755+0.00266786j -0.00836828+0.00183575j 0.0137062-0.00130517j -0.00105182+0.000753564j -0.00249967-0.0114023j 0.0119708-0.00134928j 0.000480605+0.0102223j -0.00549158+0.00998228j 0.0074243+0.00736458j 0.0137057-0.00248757j 0.00161086-0.00951711j 0.00476858-0.0071249j 0.0060197-0.0233313j -0.00739059+0.00680053j -0.0121682+0.00574614j 0.00673231-0.0264498j 0.0169094+0.000877881j 0.0110278+0.00219763j 0.0139001-0.0103822j -0.00430008-0.00423435j -0.000441526+0.00270084j -0.00110484-0.0113589j -0.00535035+0.00374816j 0.0140288+0.00520282j -0.00872044+0.016352j -0.0125331+0.00521262j 0.00575555-0.000227321j -0.00917493+0.0139177j 0.00205516-0.0040432j -0.00260988+0.00436166j -0.000442859+0.00160292j -0.00506603+0.00263888j 0.00359249-0.00868366j 0.00593759-0.00231353j 0.00313164-0.00251696j -0.00664668+0.00679623j -0.0086582-0.00799385j 0.000899297-0.00349888j 0.00208282+0.00289782j 0.00406022+0.0157959j 0.010266-0.00785525j 
-0.0375673-0.0757394j 0.0966766+0.115317j -0.0729417+0.00421705j 0.111602-0.0469486j -0.125648+0.0277407j -0.17388+0.0314993j 0.111005+0.113585j -0.211001-0.0883802j -0.132607-0.25225j -0.043945-0.000905624j 0.0793722-0.116346j 0.179028-0.0341259j -0.0746291+0.0769449j 0.253199-0.133251j -0.0563975+0.172408j -0.027532-0.0263866j -0.0456148-0.0320679j 0.00958516+0.0118038j -0.0313339+0.00768432j -0.00617335-0.0145969j 0.0019289-0.0186792j -0.00963658+0.0241603j 0.0185387+0.0139253j 0.022788+0.00473247j -0.019507-0.00639547j 0.00713952-0.0244769j 0.0118019+0.0494456j -0.00751311+0.0268255j -0.000275395+0.0151515j 0.017693+0.0190973j 0.0154617-0.0195017j -0.000218541+0.00482415j 0.0130377+0.00539102j 0.0125767-0.011388j 0.0139926+0.0045561j 0.00598283-0.0159654j -0.0126049-0.00648513j -0.00195177-0.00700988j -0.00244133+0.0124789j 0.00615908+0.00956967j 0.002764-0.00638172j -0.00560549+0.000585932j 0.002648-0.00419074j -0.00148216-0.00187522j -0.00468281+0.00398859j 0.000758475+0.00115333j -0.00189833+0.00226009j 0.00103126+0.00943359j 0.00725514+0.000167969j -0.00778388-0.00207395j -0.0051767+0.00384472j 0.00322889-0.00454457j -0.00702499-0.00612767j -0.00484644+0.00238967j -0.00129132-0.00760988j -0.0116798+0.00653471j -0.00684172+0.0134886j -0.0127162+7.73813e-05j 0.000362587-0.000107697j -0.00419411+0.0176065j -0.00465867-0.0101232j 0.0107623+0.00144669j 0.0163876-0.0063889j -0.0245172+0.0130031j 0.0104351+0.010039j 0.00565717+0.00715716j -0.0150941-0.00862383j 0.00959317+0.0130156j -0.00108825-0.0177324j 0.00190768-0.00813119j -0.00274436+0.00357022j -0.00797317-0.00147213j -0.0174052-0.00990283j 0.015672-0.000945583j 0.00605249+0.00925194j -0.00294196-0.00139698j -0.000861865-0.00372809j -0.00439097+0.000352967j -0.00166611+0.00104688j -0.00104335-0.000593387j -0.00479805-0.00489657j -0.000329243+0.00963431j 0.00409326+0.00310683j 0.00830035+0.00919147j -0.00377205+0.00417413j -0.00616083-0.00682666j 0.000587561-0.000228762j 0.00222673-0.000397274j -0.00373777-0.00469305j -0.000565274+0.0104699j -0.00754045-0.000380527j 7.91971e-07-0.00353295j 0.00138292+0.00226436j 0.00229021+0.00578687j 0.00493763-0.0223205j 
0.0796024+0.116855j 0.0291237-0.110816j 0.0171295-0.112817j -0.0710526+0.135771j -0.0287113+0.0464307j -0.0193976+0.0272702j 0.0529921+0.00667322j 0.0811903-0.010369j 0.0509401+0.00559066j -0.0831461-0.0147303j 0.0231582+0.0636292j -0.0164597+0.0176935j 0.0308447+0.107058j 0.0350652+0.186554j 0.134673-0.14527j 0.0375234+0.0274892j -0.024837+0.0365553j 0.00465596+0.0128251j 0.012101-0.0274611j -0.00227027-0.00373476j 0.0183154+0.0140445j 0.0311319+0.00126392j 0.0286963-0.0130805j -0.00116512-0.0150201j 0.0242028-0.0123414j 0.0291925+0.0174716j 0.0197251+0.00727404j -0.00747339+0.0136681j 0.0100027+0.0259272j 0.00924625+0.0032194j 0.0102081-0.0102446j -0.0123868+0.0235377j 0.0048317+0.000132304j -0.00445055-0.00187743j -0.00753631-0.017889j 0.0070182-0.0146711j 0.00663476-0.00108286j -0.0145091+0.012274j 0.00200348-0.0082323j -0.00268522-0.0140289j 0.00418999+0.0171677j 0.00189563+0.00109305j 0.0011204-0.00875452j -0.0059097+0.00120355j -0.00715731-0.000469019j -0.00151512-0.000776452j -0.017847+0.00626881j -0.00928514+0.00356288j 0.00652059+0.00437392j -0.0015436-0.00793839j 0.00447263-0.000249795j 0.00143501+0.0020618j -0.00397752-0.00319956j 0.000224802-0.00243779j -0.00880754-0.00138064j -0.0027243-0.0113075j 0.0047914-0.00662512j -0.00373282-0.00947177j 5.7886e-05-0.000498271j 0.00095513-0.00195893j -0.00333603-0.000344143j 0.00440153+0.00251571j -0.0148068+0.00942548j 0.00465721-0.0075244j -0.00791489-0.00460173j 0.00206069+0.00508447j 0.00262819-0.00325949j 0.00392451-0.00982526j -0.00861217-0.00547059j -0.0145631+0.00052097j 0.000214477-0.00375735j 0.00325489-0.000562833j 0.00190213+0.00504943j -0.000490671-0.00280979j -0.00257798+0.0060378j 0.00189789-0.0020541j 0.00126924+0.00634225j 0.00173746+0.000383955j -0.00419196+0.00108891j 0.00351857+0.00430082j -0.00260409-0.000666879j 0.0023199-0.00213211j 0.00645907-0.00351334j 0.0139637-0.00503071j 0.0120629+0.00683412j -0.013903-0.00303214j 0.00249882+0.0030958j 0.000750701-0.00447582j -0.00456942-0.00103303j 0.00113978-0.00213785j -0.0054351+0.0117897j -8.28307e-05+0.00296667j 0.00496169+0.00132548j 0.00215808+0.000752261j -0.00155875+0.0100963j 
0.00682178-0.0267815j 0.0273255+0.0797406j 0.0943664-0.00479667j -0.0362139+0.131789j -0.0553805+0.168542j 0.0351179-0.13661j -0.123986-0.233962j 0.132591-0.0448736j -0.0240861+0.195435j -0.0366643-0.0312974j 0.0330791+0.234574j -0.0954947+0.194595j 0.0566971+0.0932454j -0.0247007-0.0924595j 0.00959808-0.0194889j 0.0074708-0.00770645j -0.0204556-0.0180384j -0.010268+0.017069j -0.000763219-0.00669245j -0.00800428-0.0301055j -0.0296951-0.0240834j -0.0196806+4.95347e-05j -0.0178118+0.00314767j -0.0134583+0.0263962j 0.00898244+0.0228378j -0.000825242-0.00546119j 0.0118538+0.000703803j 0.0108952-0.0119106j -0.00873389-0.0271852j 0.00525366+0.0125381j -0.00333705+0.0180079j 0.0150754-0.0066269j -0.0319242+0.021968j -0.00588078-0.0123518j 0.016437-0.00736925j 0.00127961+0.00629231j -0.00842974+0.00204539j -0.00635656+0.000103156j 0.000508745-0.00167831j 0.0042355+0.00440674j 0.00349689+0.000767041j -0.00181263-0.00218583j -0.000310631-0.00303987j -0.00709951-0.00246741j 0.00305072-0.00346125j 0.00123143+0.00925846j -0.00449237+0.00373633j 0.00288276+0.00629052j 0.00143981+0.00262006j 0.00720542-0.00405623j 0.00505688-0.00789001j 0.0128015-0.0128171j -0.0032859+0.0139807j -0.00998411-0.00296159j -0.00263499-0.00646265j -0.00124316-0.0117372j -0.0152659+0.00357287j 0.00479998+0.000217904j 0.0127394-0.000483851j -0.00916776-0.0102542j -0.0187318-0.000997217j 0.0150333+0.00533633j 0.00636431+0.0154191j -0.000476823-0.00508333j 0.00131834-0.00783442j 0.0057517+0.00606883j 0.00813799+0.00136875j -0.00601339-0.0100467j 0.00291067-0.00172636j 0.000409656-0.00544076j 0.0187259-0.00949835j 0.0145843-0.00155582j -0.0108672+0.0105718j -0.0149293-0.00320663j 0.00461347+0.00638117j -0.0149083-0.00592398j -0.00614391+0.0142335j -0.00144899-0.001225j -0.0107573+0.000122697j 0.00404857+0.0153251j -0.0141282-0.0112454j 0.00129036+0.00527888j -0.00342272-0.00213245j 0.00798137-0.00157859j 0.00359048+0.0102622j -2.76881e-05-0.000469377j 0.00148773+0.00275012j -0.00220297-0.000914476j 0.00425042-0.00063167j -0.00195219+0.00169088j 0.00102864+0.00461638j -0.00293773-0.000749054j 0.00128772+0.00014598j 0.000392049-0.00437301j -0.000472785+0.0027396j 
