-0.016694+0.0345289j -0.0339862-0.0878547j -0.0172731-0.066473j 0.0110255-0.0289949j -0.00055948-0.0171903j 0.00147932-0.0621643j -0.000888143+0.0205832j 0.00559471-0.0336339j -0.00448678-0.0223009j 0.0165202+0.0079251j 0.00480637-0.0194758j 0.011053+0.0407226j -0.0394622+0.0486203j 0.10458-0.172876j -0.108606+0.0657477j 0.00630847-0.0504372j -0.0156437+0.00508862j -0.0197433-0.0251879j 0.0260181-0.0290491j 0.0131615+0.0205986j -0.0121175-0.0167564j -0.0259559+0.0250613j -0.0238254+0.0167897j -0.00984025-0.00454054j -0.0123405+0.00985563j -0.0131032+0.0467089j -0.00184848+0.00958523j -0.00117076+0.0113718j 0.0286257-0.0125657j -0.00794333+0.0203142j -0.000968571-0.0103875j 0.00376418-0.0140015j -0.00999187+0.0304629j 0.0156579-0.0285369j -0.025755+0.0512817j 0.185862-0.116249j -0.0969219+0.146486j 0.017751-0.0351883j 0.0128702-0.0457889j 0.0123973-0.027365j 0.00189497-0.0188296j -0.00778605+0.00607174j -0.00962186+0.023306j -0.0119224+0.0188318j -0.00258088+0.00765503j -0.0183572+0.0285635j 0.00343636+0.00347888j -0.00768411+0.000340989j -0.00346217+0.00278654j 0.000748461-0.00207891j -0.0121682+0.0126684j -0.00280578+0.00591628j -0.00562447+0.00275027j 0.00834311-0.00105325j 0.0135857-0.0153462j -0.00838468+0.0064313j 0.00300692-0.000259038j 0.000671001-0.00151995j 0.00902418-0.00410176j -0.00133917+0.00239277j 0.00414997+0.00115102j 0.00735198-0.00718424j 0.00614294-0.00512961j 0.00228043-0.000569594j -0.00394648+0.00111783j 0.00288582-0.00521088j 0.00251687-0.00334531j 0.00201003+0.00169613j 0.00354288+0.00182061j -0.00170246+0.00210592j -0.0121291+0.00655999j -0.00171789-0.00240298j 0.00659107-0.00804685j 0.00431025+0.00086338j -0.00653353+0.000934553j -0.00571486+0.00942065j -0.000727146-0.00238817j 0.00271792-0.0103061j -0.00249105+0.000523557j 0.0082051-0.00229389j 0.00277785+0.00302522j 0.012089-0.0115439j 0.0171003+0.000577631j 0.00297493-0.0050521j -0.0240803+0.00477516j 0.011731+0.0284941j -0.00499196-0.000699998j 0.00996401-0.0237257j 0.000985662-0.0146767j 0.00523327+0.0115195j -0.0101442+0.0081711j -0.0126625+0.0234417j 0.0280795-0.031367j 0.0626994-0.111949j 0.0921338-0.0485474j 
-0.0491272+0.0261492j -0.001311+0.0581437j -0.00582306+0.00440767j -0.00982108-0.00922535j -0.0207423+0.0281001j 0.00897186+0.0183332j -0.00417226+0.00133798j 0.0210099-0.0151396j 0.0108361-0.00337875j -0.0351392-0.0105407j -0.00786537+0.026271j 0.0390076-0.0356867j 0.0525603+0.0239161j -0.00680473-0.0099992j -0.0145948-0.0229126j 0.0165376-0.0554371j 0.0231168-0.121124j -0.0189016+0.0444535j 0.00201956-0.0045564j 0.023162+0.0106022j 0.0333494-0.0541572j -0.0606777+0.00557645j -0.0124051-0.0134033j 0.0597425-0.0347264j -0.0222191+0.0146262j -0.00344674+0.0436503j -0.0318816-0.0320285j -0.0200308-0.0124203j -0.153454+0.0632293j -0.0127449+0.00209946j -0.0469757-0.000970281j 0.139162-0.0427414j 0.10151+0.101799j 0.036266-0.199938j -0.22405+0.0453464j 0.0133447-0.082708j 0.0840779-0.00230108j 0.0502687-0.0411197j 0.0194867-0.0771609j 0.000478137-0.00611844j -0.0162332+0.0137482j 0.0125003-0.00265963j -0.00425323-0.00332292j 0.0314752+0.0119735j -0.00366014-0.0131587j -0.0183216+0.0187026j -0.0081411+0.00344342j 0.00975324+0.00458385j 0.0116321+0.00768556j 0.00742591-0.00426695j 0.00187451-0.00168867j -0.00264814+0.0050209j 0.00150331-4.81102e-05j -0.00506474+0.00601467j 0.0124208-6.26228e-05j -0.01287+0.0101492j 0.00496993+0.00364584j -0.0018482-0.000100487j -0.000375289+0.00384255j -0.00200818-0.00506603j 0.00722301+0.0115416j 0.00964447+0.00961448j -0.004504+0.00708026j -0.00364985+0.00425879j 0.00447488-0.00169372j 0.00488778+0.011568j -0.00209546+0.0070971j 0.00267967+0.00634095j -0.00211758+0.00550988j -0.00744609-0.000261796j -0.00813658+0.0151097j 0.0101317+0.00815556j 0.00553825-0.000366722j 0.00818228-0.000915879j -0.00701427+0.0159064j -0.0154743+0.0222549j -0.0279791+0.00886036j -0.012427-0.0220554j -0.0182328-0.00540285j 0.0114696+0.00752702j 0.0246032+0.00714972j 0.017874+0.00696513j -0.0099944+0.00728193j -0.0438841-0.0328807j -0.00485122-0.00629196j -0.00207199-0.00656363j 0.0162334+0.00992142j 0.00800785-0.0111082j 0.0164305-0.0515888j 0.00273039-0.00983809j -0.00134384-0.00536765j 0.0484788-0.0532862j 0.0366537-0.0272902j 0.00298581-0.044389j -0.00487154-0.0211274j 
0.0256176+0.00577582j 0.00800507-0.0187514j 0.0114381+0.00221299j -0.00534314-0.00262465j 0.00446465-0.00156737j 0.0122017-0.0041163j 0.0160342+0.00712637j -0.0155089+0.0131006j 0.0213768-0.0113947j -0.00180392+0.000308909j -0.00670218+0.0453272j 0.0200671+0.0140135j -0.00594188+0.0222059j 0.00234605-0.0206331j 0.015592-0.0263042j -0.00753167+0.0817082j -0.0422148-0.00812927j 0.0451399-0.00819214j 0.0431832+0.0186206j 0.0429866+0.0106228j 0.0580143-0.0191469j -0.0149321-0.00489942j -0.000329821+0.021287j -0.0734124+0.00661196j -0.0904356-0.0321967j 0.0132926-0.0419095j -0.0788204-0.105696j -0.00399817-0.0374739j 0.181054+0.0312406j 0.00171265-0.035841j -0.15252+0.0957926j -0.0396091-0.0703855j 0.0546839+0.169467j -0.0537812-0.0713809j -0.0649211-0.00561266j 0.0170883+0.0276594j 0.00812899-0.137998j -0.0211133-0.0324845j -0.0465973+0.0556005j 0.00386963+0.00713198j 0.0106655-0.00795252j -0.00607671-0.00155934j -0.0188111-0.0213808j 0.0141739-0.00642599j -0.0125761-0.0104906j -0.00475701-0.00428458j 0.0010191+0.0041862j -0.00196047-0.00911655j -0.0123504-0.0119606j -0.012947-0.0091606j -0.00793006-0.0216763j 0.0037529-0.0112625j -0.00538391-0.0218037j 0.00393865+0.0170158j 0.00471607-0.00182027j -0.00638765-0.00332117j -0.00644558+0.00152162j -0.00758322+0.00903037j 0.00258497+0.000599404j 0.00598703-0.014915j -0.000885091+0.015068j 0.000743684+0.0152425j -0.004001-0.00333198j -0.000670934+0.00337516j -0.00089331+0.00327809j -0.00119084+0.0117613j -0.00305176+0.00254493j -0.00234518+0.00314824j -0.0106213+0.00945899j -0.00284152+0.00265662j 0.0126904+0.00048287j 0.0132979+0.00539328j -0.00470625-0.00419503j -0.0104784+0.0128759j -0.0166832-0.000321444j 0.0031132+0.0217715j -0.00656692+0.00664147j -0.0209517-0.00874472j 0.0188878-0.0292321j 0.00188657+0.0162979j 0.015269+0.013199j -0.0335558+0.0388478j 0.006004+0.0132169j -0.0144111-0.0450631j -0.000954384+0.000550775j -0.00519784-0.0172243j -0.00462183-0.0262644j -0.0288723+0.0125102j -0.0544519-0.0050507j -0.0144033-0.00762943j 0.00896493-0.0189566j -0.0126979-0.0127781j -0.0369513-0.0237923j 0.0343066-0.00771435j -0.0272878-0.0215769j 
-0.00389505+0.018599j 0.0231607+0.00554743j 0.0112026+0.0277729j 0.0223217+0.0112542j 0.00218343-0.0103809j 0.00925108+0.0196491j 0.0224352-0.00499892j -0.0204221-0.00577435j 0.0192189+0.0158703j -0.0342067-0.00467188j -0.0227483+0.0198178j -0.0196109+0.0251746j -0.0191892-0.0110301j -0.0151977-0.006022j -0.00324477-0.0260006j -0.00777852+0.0380327j 0.00078204-0.0284492j 0.0456252-0.0517535j 0.086645-0.0433935j 0.0262739+0.030599j -0.00989237+0.0331233j -0.12077+0.00289666j -0.131903+0.0551389j -0.101626+0.0674238j 0.0130867+0.00620518j -0.0148049-0.010711j 0.0509271-0.0545604j 0.0147316+0.0446751j 0.0240479+0.0605513j 0.0660811+0.138839j -0.0577646-0.200557j 0.0924037-0.0618578j -0.211244+0.0538048j -0.0247989+0.100014j 0.116354-0.104184j -0.0227562-0.0899239j 0.0124163-0.0239398j 0.00715714-0.0378388j -0.0140539+0.0136151j 0.0187967-0.012717j 0.00267848-0.00471383j -0.000352109-0.00273863j -0.0356885+0.015084j -0.00853987+0.00339002j 0.0211535+0.00228254j -0.015123-0.0232896j 0.00152909-0.00600982j -0.0018571-0.00253656j 0.00763275-0.00461457j -0.00260378-0.011104j 0.014859-0.00622252j 0.00752207+0.00663273j 0.00652959+0.00174992j -0.00654048+0.00426967j -0.00549515-0.000500404j 0.0110074+0.0214052j 0.00249495+0.00948306j 0.0023526-0.0122857j -0.00709548+0.0088167j -0.00184837-0.00248097j -0.00555681-0.00750074j -0.00547644-0.00820569j 0.00202682+0.0155769j -0.00891968+0.00109691j 0.000543857-0.0041138j 0.00434363-0.00735151j 0.00187057+0.00207154j -0.00497961+0.000733831j -0.012975-0.00460667j 2.03909e-05-0.00719048j 0.00355536+0.00746723j -0.00398905-0.000225366j 0.000979863-0.0153917j -0.0253861-0.00118577j -0.00379372+0.00414885j -0.00402474-0.00327324j -0.00301203-0.0142576j 0.003089+0.00103589j 0.0304405+0.0212637j -0.0201105+0.0200133j -0.027554+0.0124075j -0.0183771-0.0513376j 0.0147329+0.0136438j 0.01752-0.00964924j 0.0125879-0.0283791j 0.0287343-0.00980024j 0.0367434-0.0350197j -0.0146786-0.0309492j 0.00727421-0.0263358j -0.00548725+0.0104065j -0.0129076-0.000342385j 0.0458955-0.0225622j 0.0153462+0.0443904j -0.0392977-0.0289868j -0.0558369+0.0305605j 
-0.00883486-0.0228111j -0.0201559+0.0056685j -0.016153+0.0163834j -0.00355971+0.0322562j 0.00422425-0.00776076j -0.0180769+0.0070234j 0.00281251-0.0240577j -0.00174166+0.00206236j -0.0335779+0.00058148j 0.0275091-0.00484207j 0.0114123-0.0490496j -0.0303941-0.0166848j -0.0112548-0.0200234j 0.0237608+0.0270721j -0.00306387-0.00422018j -0.00806072-0.0481436j -0.0446753+0.0578065j -0.0743918+0.117962j 0.0433284-0.0316074j 0.0815764-0.0773597j -0.0130532+0.0278455j -0.0356909-0.0115555j -0.0971458-0.0598676j -0.0563755+0.0264236j 0.00415535+0.00309358j -0.0109272-0.0113827j -0.00317732+0.00525762j -0.0281734-0.0461193j 0.0268345-0.0481563j -0.141019-0.0482169j 0.183228+0.0278116j 0.0295185+0.140938j 0.0592089-0.204697j -0.0246864-0.0392119j 0.100429+0.129477j 0.00782189-0.0755446j 0.0718416+0.0469996j -0.0318658+0.0359211j -0.01783-0.00732277j -0.0075834+0.0266365j -0.0204741+0.0141024j 0.0220207-0.00911487j -0.00577766-0.0458788j 0.024969-0.00237868j 0.00280442+0.00936162j 0.0240126-0.00594415j -0.00137315-0.00527064j 0.00722817+0.00850782j 0.0239964-0.00344446j 0.0104385+0.000617049j 0.0102458+0.0164169j 0.0154312-0.00144064j 0.0205833+0.00563441j 3.17592e-05-0.0159421j -0.0188505+0.00826686j -0.000135115-0.00637973j -0.00903458-0.00265521j 0.0169172-0.00883493j -0.00939958+0.00376142j 0.00605547+0.00530331j 0.00974072-0.00142827j -0.00759222-0.00263977j -0.00860697-0.00220299j -0.00811766+0.000580902j 0.00550374-0.000732047j 0.00316193-0.00118296j -0.00287397+0.00296956j 0.00329945+0.000649661j 0.00143324-0.00186459j 0.00569994-0.00644221j -0.00532888-0.00249536j -0.0039534-0.000288465j -0.00666537+0.00618456j 0.00991542-0.00331566j -0.00988794+0.00194604j -0.00717398-0.0192755j 0.00592425-0.0162217j 0.0208785-0.0118388j -0.025513+8.32373e-05j -0.0109757-0.0133418j 0.00229021+0.00541108j 0.0462979-0.00389574j -0.0159298-0.0110247j -0.0118985+0.00381647j 0.0189684+0.0149503j 0.0170331+0.0193018j 0.043031+0.0516044j 0.00310536-0.0135248j -0.0406654-0.0134572j 0.00852916+0.00229527j 0.00212285+0.0167778j -0.0109199-0.0114479j 0.00122468-0.012114j -0.026646+0.0574724j 0.0211289+0.0163662j 
0.0054123-0.0213038j -0.00557833-0.0303121j 0.013276-0.00439396j 0.0167852-0.00509878j -0.00962622+0.00213687j 0.037072-0.00180415j -0.00934408+0.00772297j -0.00555742+0.0250511j 0.0103331+0.000674662j -0.0154912+0.0247723j 0.0325374+0.0354789j -0.0141742-0.0163623j 0.0420823+0.00749773j 0.00749229+0.00697517j -0.00183392+0.0242472j -0.0148713+0.109037j 0.00688844+0.0836686j -0.0572861+0.036624j -0.0338292+0.00548745j -0.00885098-0.0515839j 0.0128108+0.0250066j 0.0505188-0.0266758j 0.00695427+0.062142j 0.0354303+0.0821012j -0.00368334+0.0308256j 0.058035-0.0421806j 0.0386635+0.0253893j 0.0160056-0.0512612j 0.066285-0.127829j -0.0113475-0.0113217j -0.0925205+0.18453j -0.126198-0.0471232j 0.150347+0.0887036j -0.0933402+0.00428453j -0.0432157-0.0383719j 0.111844+0.0709332j 0.0916728+0.0239156j -0.00886129+0.0106404j -0.0466971+0.0722402j -0.0203137+0.0154291j 0.0081282-0.00775866j -0.00424903+0.000596408j 0.0489435-0.0201099j -0.0103264-0.0123214j -0.0242761+0.0145251j -0.00930588-0.0110247j 0.0110613+0.00584492j -0.0171103+0.000686517j -0.0198161+0.0202793j -0.0134628+0.0176585j -0.000506189+0.008588j 0.000717212+0.00271135j -0.00153206+0.0171678j 0.00393649-0.00858655j 0.00185772-0.00383236j 0.00612902+0.000717774j 0.0113318+0.00226774j 0.00215572+0.00638492j 0.00675694-0.0089602j -0.00700503+0.00323519j 0.00586315+0.00806976j 0.0130691-0.00515106j 0.010813-0.00238528j 0.00482132-0.00425794j -0.00728059+0.0152497j 0.00720289+0.000660389j 0.00924636-0.00668863j 0.00585885-0.00808496j 0.00814022+0.000751885j 0.00363204-0.00476982j 0.0203872-0.00944171j 0.0063845+0.000953796j -0.00815357+0.00438627j 0.00540475+0.00335937j 0.00898661-0.0101579j 0.0275198+0.00344572j 0.019463+0.00906462j -0.0016449-0.000307983j 0.000836077-0.00962928j 0.0153407-0.0111423j 0.012275-0.00323616j 0.00202318+0.0344472j 0.0183977-0.020081j -0.0219426+0.0179724j -0.00746504-0.000734211j -0.00793846+0.0135854j -0.0202439+0.0204283j -0.00177434+0.0277848j 0.00113299+0.0199908j -0.00346932-0.0187979j 0.0160295+0.00980717j 0.0128485-0.00904951j 0.00599294+0.0449422j 0.00522165+0.0291679j 0.0169039-0.0395591j 
0.00223979-0.000676331j -0.0100565+0.000197609j 0.00968094+0.00928737j 0.00847501+0.00212039j -0.00759226-0.00704441j -0.00616965-0.00569475j 0.00828534-0.00583221j 0.00605823+0.00958221j 0.0250174-0.00282393j 0.0135028-0.0271221j -0.0114715+0.00484485j 0.0294558-0.0205466j 0.0338124+0.00204628j 0.0087257+0.00670351j -0.019031-0.00866112j -0.0206289+0.00521513j -0.0167143-0.0606138j 0.0737392+0.0149531j 0.0137974-0.0686514j 0.00776333-0.0597191j -0.0605301+0.0122472j 0.00405628-0.0642422j 0.0424411+0.0301031j 0.010752+0.0591786j 0.0813848-0.0687308j 0.0423346+0.0302393j 0.147399+0.0133518j 0.0133047-0.0393271j -0.00622945-0.0697538j -0.0781894-0.00564193j 0.0470161-0.0577896j 0.0673452+0.109141j 0.00109413-0.05441j -0.0115363-0.0146983j -0.0341654+0.184895j -0.0303641+0.00847726j -0.0382863-0.0294998j 0.0198835-0.0379015j -0.01895-0.0150782j 0.0208876-0.012563j 7.67226e-05+0.0112783j 0.000474737-0.0123871j -0.0519398+0.0217001j 0.0243712-0.0131787j 0.00175367+0.0176082j 0.0303499-0.0123325j -0.0143975-0.00659772j 0.0176553+0.00380888j -0.0123018-0.0127022j 0.000988823-0.00107551j 0.00346+0.00740141j -0.00712688-0.0126529j -0.00115478-0.0163426j -0.000885752-0.00743724j 0.0120153+9.92095e-05j -0.0512324-0.00769096j -0.00495812+0.00684905j 0.0267238+0.0122532j -0.0142297-0.0117844j 0.0224649+0.00503082j 0.000851809-0.0224567j 0.0040741+0.000363866j -0.0196393-0.00392839j -0.0131444-0.0142472j -0.0103777+0.000853078j 0.0137851-0.00327505j 0.00671169+0.00826023j 0.0132584-0.00598061j -0.010273-0.00782868j 0.00628961+0.00445537j 0.0102878+0.00779349j -0.00106001-0.0272233j 0.00185202-0.00306943j -0.00659152-0.0111226j 0.00321302-0.00935876j -0.0051465+0.00206728j 0.00136099+0.026268j -0.00800022-0.000417449j -0.00268127+0.000462715j 0.00802744-0.00344204j 0.00377161-0.0166071j 0.00928042-0.0115581j -0.00150892+0.00541278j -0.0110873+0.0386086j 0.00788999-0.0113718j 0.011767-0.00385858j 0.0283759-0.0227023j 0.0118547-0.0168223j -0.00334788+0.0434679j 0.00299767-0.0010115j -0.009688+0.00870473j 0.0164954-0.0275445j 0.0108816+0.0329428j -0.0149613-0.00573159j 0.00550166+0.0124428j 
-0.00200203-0.00624074j -0.0277874-0.0118603j -0.00269928-0.00304033j -0.0066193-0.0164032j -0.00295091+0.00052329j 0.0128997-0.00130042j -0.0135339-0.0142165j 0.0370337+0.0242502j -0.0134458-0.0209874j 0.023035-0.0161529j -0.0204232-0.0302631j 0.0177304-0.0208773j 0.0158515-0.0202458j -0.000807101-0.00448893j 0.0199415-0.000344678j 0.0260428+0.0917886j -0.0199966-0.0851671j -0.0292157+0.0352223j -0.026357-0.00160108j -0.0191192-0.0446499j 0.0618906-0.0488247j -0.0472396-0.0308042j 0.0611673+0.0180187j 0.0129979+0.0137741j -0.0209543-0.0590566j 0.0273857-0.0330596j -0.0857564-0.0222309j 0.138698+0.0683776j -0.00162824-0.034278j 0.0937149-0.133002j 0.0641106-0.185062j 0.182914-0.080421j -0.0445259-0.0412329j 0.167812-0.0616868j -0.111585+0.0971565j 0.0086914-0.190133j -0.158702+0.0853743j 0.000667318-0.114283j 0.019942+0.0139941j -0.000613805-0.0175572j -0.0130138-0.0129771j 0.00893823-0.00427265j 0.00213509+0.007408j 0.0119803-0.0035034j 0.00402292+0.00980668j -0.0258511+0.00825961j -0.00584057-0.00325785j 0.00313701+0.00483069j -0.00334684-0.000334909j 0.000509538-0.00350406j 0.00563408+0.00397278j -0.000744858-0.00628241j 0.000977114-0.0111314j -0.00668127+0.000430376j 0.0052778-0.022506j -0.0132949+0.01724j -0.0096453-0.0109513j -0.0212087-0.00439293j 0.00319093-0.00311242j 0.00530725-5.32113e-05j -0.00319702-0.0116156j -0.00820008-0.00839742j -0.00794758-0.00238893j 0.00495044+0.00171462j 0.00839478-0.00684086j -0.00950176-0.0105335j -0.00942076-0.00732628j -0.0076038+0.00826632j -0.0079348+0.0114486j -0.00997262+0.00772256j -0.0123556-0.0141935j -0.00574458+0.00812566j -0.0123478+0.00686884j -0.00345432+0.0132039j -0.00967387+0.0188637j -0.0193757-0.0129941j -0.0106721-0.0180429j 0.0061088+0.0309465j -0.00228917+0.00195586j 0.0217203-0.00524048j 0.0103071-0.00659887j -0.03234-0.0103756j -0.00525179+0.0181473j -0.0041004-0.0145034j 0.000730467+0.00514341j -0.0212955-0.00792494j -0.0194324-0.0309619j -0.00807939-0.0178728j -0.0207508-0.0111169j -0.00260469+0.0160535j -0.0124407-0.00224223j -0.0169698+0.0170227j -0.0313509-0.0360557j 0.0403001-0.0251701j -0.013897-0.0577506j 
-0.00618679-0.00196037j 0.00914788+0.00373514j 0.0177141+0.0139924j 0.0391873+0.00025409j 0.00833493-0.00126228j -0.00379221-0.0172571j 0.0419198-0.00631807j 0.00236674+0.0250974j -0.0222347+0.0527659j 0.0036861+0.00124957j -0.0153772-0.0190999j 0.0270888+0.0285474j 0.0165126-0.00698414j 0.00728931+0.00649184j -0.0049418-0.00193487j 0.00780682+0.00774222j 0.00811352-0.0627833j 0.00499115-0.0347193j 0.0556314-0.0764189j 0.0808952-0.0304166j 0.0113523-0.0453798j -0.12812+0.143053j 0.0745421+0.0676323j 0.0366176+0.0653378j -0.0101315+0.071521j 0.0233065-0.0925753j 0.0837014+0.0402085j -0.107959-0.0737889j 0.027211+0.000405297j -0.0315059+0.24155j -0.0391158-0.0154201j -0.11615+0.133246j -0.020624+0.0936594j 0.191064+0.170681j -0.0645725+0.135143j 0.0643267+0.194911j 0.283563-0.0506636j 0.0141293-0.0278352j -0.00888812-0.0203068j -0.00445679-0.0163376j -0.0156442+0.0167409j 0.0157883-0.0153999j 0.00754991+0.0342259j 0.0313075-0.0142973j -0.00197373-0.0218622j -0.0259222-0.00174854j -0.00358054+0.00716296j -0.000732267-0.00952525j -0.000273108-0.00628596j -0.00333151-0.00334926j -0.0043816-0.0252815j -0.00978392-0.00596759j -0.00727738-0.00402145j 0.00372973+0.0230914j -0.0194703+0.00146968j 0.0176628-0.00550581j -0.00506061-0.00551432j -0.00548313-0.00297066j -0.000933323+0.0089381j -0.0124719-0.00592697j 0.00863618-0.0099472j 0.00686061-0.00564873j 0.00996553+0.00569273j 0.0048947+0.00546534j -0.00959643+0.00505793j 0.0094053-0.0102351j 0.00730478-0.00413733j 0.0161386-0.00688683j -0.000653843-0.00749672j -0.000405106-0.00525808j 0.00595033-0.0119146j 0.000525589-0.00965422j 0.0181966+0.000559555j -0.00779285-0.00208159j 0.00437511-0.0239451j 0.0036753-0.0131628j -0.00247789-0.00689113j -0.0140957-0.0115806j 0.0233987-0.000521049j -0.0396121+0.0006425j -0.0134811+0.00208688j -0.000700867+0.00625993j 0.00714745-0.0161667j 0.0210643+0.0193109j -0.00302829+0.0142523j -0.00498457+0.00672972j 0.0137545+0.0134919j -0.053145+0.00804971j 0.00124056-0.00335538j -0.00870158-0.0142626j 0.0160369-0.00343243j 0.00455477-0.0276628j 0.0382231+0.00561614j -0.0490573-0.0301644j -0.026134+0.036989j 
-0.0232325-0.0209542j 0.00308812+0.0272058j 0.0112487-0.0147786j 0.0180245-0.00101717j -0.0115697+0.0137804j -0.0388953+0.0260499j 0.0245229+0.0121634j 0.00835172+0.0290691j 0.018111-0.00224528j 0.00605563-0.0330704j 0.00497642+0.0347634j 0.0135628+0.0116196j 0.00434805-0.0341053j 0.0146145-0.0232174j -0.00326758+0.00691474j 0.038268-0.0255998j 0.0130013+0.0498323j -0.0530017-0.0505194j 0.0251903-0.0634205j 0.114206-0.175659j 0.00922107+0.10222j -0.0645909-0.0359357j 0.125639-0.0681237j 0.10112-0.163057j -0.00323833-0.0367236j -0.155209-0.0996733j 0.0575928-0.0854675j -0.00344413-0.0264577j -0.0234656-0.0646954j 0.0477553+0.00182372j -0.136274-0.165357j 0.0712202+0.0434947j 0.214853+0.166304j -0.00868873-0.0791922j 0.335707+0.0520784j 0.176278-0.0430667j -0.011046-0.132399j -0.0192389+0.041023j 0.0290969+0.00779709j -0.0104164+0.00422922j -0.0120255+0.0118821j 0.00620426-0.00813501j 0.0202465+0.0117426j 0.0162831-0.0429356j -0.00480314+0.00043852j 0.0042066-0.0198189j -0.00376813+0.0184315j 0.000267194-0.0134634j 0.00406239+0.0345923j 0.00650161+0.0110319j -0.0126414-0.0134311j -0.0043738+0.0183259j -0.00950605+0.0173474j 0.0058182+0.0265012j 0.00976303-0.00282794j -0.000817674+0.00649145j 0.0136055-0.0175841j -0.00236638-0.00121167j 0.00354478+0.0127387j -0.00728381+0.00639851j -0.00436467+0.0119534j 0.0101479-0.00312403j 0.00834373+0.00437278j 0.00707491+0.00292129j 0.0074292-0.00731925j -0.000192056+0.000311045j -0.00203947-0.00335729j -0.00270989+0.00362993j 0.0101873-0.0047707j -0.00331464+0.0024791j -0.0222128-0.000954607j -0.00184307+0.00453864j 0.0303642+0.000848694j 0.0040895+0.00149937j 0.000486241-0.00695846j -0.0142041-0.0114885j -0.0145822-0.015609j -0.00569111-0.00830048j -0.0029976+0.00257893j -0.039957+0.0044168j -0.0167589+0.0125259j 0.0243015-0.00130311j -0.0042356+0.011719j 0.0250083-0.0214549j 0.011796-0.00763802j 0.0106877-0.0132217j -0.031405+0.00720567j -0.0195735-0.0153692j -0.0213521+0.0150373j -0.00926005-0.00524644j 0.0133693-0.00844904j -0.0122426-0.0203911j 0.0435377-0.0265672j -0.0102166+0.0201516j 0.0117017+0.00536625j 
0.0125324-0.00258996j 0.00283537-0.0042355j -0.0041042-0.00412306j -0.00540685-0.00689503j 0.00749272+0.00353953j 0.013948+0.00510312j 0.0160291+0.00605026j -0.000514923+0.00212205j -0.0176995+0.00322417j 0.017015+0.00563343j 0.00691101+0.0444349j 0.0118815-0.00659108j -0.00428649-0.0163804j -0.00771318+0.0008284j 0.000814618-0.00104668j 0.0232436+0.00600758j -0.0466297-0.0904039j -0.0269318-0.0596478j 0.0280138-0.0126486j -0.0228217+0.0440242j 0.00455124-0.0448127j -0.00225214+0.0406592j -0.118975+0.00535775j -0.0237583-0.0894077j 0.0484216+0.141598j -0.00399002-0.000781431j -0.0724878-0.236602j -0.131602+0.15814j 0.0796631-0.0365984j -0.0164317+0.0256346j 0.0301602+0.0958893j -0.0195137+0.253062j 0.120861-0.0364185j -0.0727223-0.0684499j 0.12352-0.128533j -0.219031+0.0640051j 0.0680454+0.25473j -0.0589836-0.0344551j -0.0224335-0.0749072j -0.0204442-0.0278263j -0.0169397+0.00825995j 0.0089704-0.000496337j 0.0130371+0.0362091j -0.00759739+0.0138623j -0.00690121-0.0283174j 0.0216096+0.017427j 0.0119107+0.00658907j -0.00359554-0.00353505j 0.0108227-0.00107521j 0.00573693-0.00534125j 0.00350574-0.0083902j 0.00597724+0.0215312j 0.0121343+0.0333027j 0.0050101+0.0180753j -0.00052084+0.0193328j -0.0100426-0.0170089j -0.00718693-0.0101627j -0.000510736-0.0311199j 0.00136807+0.0264453j 0.00670058+0.00648045j 0.00136188-0.0149999j -0.00652579-0.00373435j -0.00581365+0.00187622j 0.00431776+0.0194502j 0.014933+0.00743639j -0.00312161-0.0199097j -0.00143056-0.00477933j -0.00647867-0.0196312j 0.00228542-0.000486974j -0.0120046-0.0174104j 0.0125093-0.020508j 0.0148983-0.00936674j -0.0067829-0.0153224j 0.00803972+0.00627998j -0.0152347-0.00397515j 0.0255487-0.0331263j 0.0136946-0.0200126j -0.0708285+0.00997919j -0.023027-0.018463j 0.00623247+0.0248187j 0.0376678+0.0324226j 0.0153674-0.0219641j -0.0286681-0.00860452j -0.0112156-0.0136131j 0.00627215-0.0126023j 0.0118414-0.0143746j 0.0203238-0.00710617j -0.00594988-0.00956272j -0.018779+0.0046284j 0.0112529-0.00357848j 0.0043248+0.0107847j 0.0150304+0.0203856j -0.0244122+0.000338852j -0.0230068-0.0516457j -0.0503161+0.0237445j 
