0.00225003-0.00466602j 0.00473304+0.00906536j 0.00106779-0.00740683j -0.00289407-0.00207899j 0.00157165+0.00144029j 0.00296326+0.00432777j 0.00186097-0.00630265j -0.00288607-0.00465223j -0.0027799-0.00262791j 0.00220512+0.00351907j -0.00163346-0.00301576j 0.00162121-0.00630365j -0.00272698-0.00400701j 0.00340105+0.0042708j -0.000573564+0.00104163j -0.000433802-0.00308134j -0.00254985-0.00256893j 0.00066922-0.00240895j -0.00201607-0.00430577j -0.00120942-0.00141197j 0.00174343-0.000694234j -0.00118662-0.00537775j -0.00186969-0.00361671j -0.00204689+0.00206624j 0.000176795-0.00268191j 0.00219457-0.000416405j 0.000116579+0.00208149j 0.000646123-5.2898e-05j 0.001128+0.000774355j 0.000396188+0.00213138j 0.000893813+0.000480019j 0.00181565+0.00268109j 0.00123725+0.00127304j 0.000439689-0.00283561j -0.000533563+0.0023146j 0.00044246-0.00133696j 0.000307797-0.00109275j 0.000789773-0.00215353j 7.30409e-05+0.000909254j -0.00194268-2.01471e-05j -0.000884169-0.00334829j 0.00050405-0.000659246j -0.002358+0.00261615j -0.000536262-0.00388238j 0.00226127-0.00253602j -0.00181366-0.00299449j -0.00347959-0.00130726j -0.000346281-0.00507616j -0.00122878-0.0049158j 0.000690918-0.00360253j 0.00171353+0.00244275j -0.00219837-0.00250378j -0.00246424-0.00102001j 0.00059116+0.00791345j 0.00239707+0.000722808j 0.00420243-0.00317061j -0.00230419+0.00447921j -0.00103392-0.000351524j 0.0173324+0.0120351j -0.00419724-0.0158451j -0.0153778+0.00569404j -0.00846453-0.0239063j 0.00509206+0.00393039j -0.0246052+0.00633482j 0.0101704-0.0284381j 0.0200288+0.0246748j 0.0189238-0.00299692j 0.0404845-0.00821236j -0.0573134+0.0148486j 0.00360341+0.0474112j 
-0.00233867-0.00957424j 0.00313299+0.00903922j 0.0112434+0.00500517j -0.0100359-0.019441j 0.010433+0.0156134j -0.00389207-0.0126639j -0.00930551-0.0359873j 0.0129979+0.0218648j -0.0103118+0.00823922j 0.00564098+0.0155249j 0.00735658+0.0279224j 0.0085317+0.000799233j -0.00550333+0.00750401j 0.00310597-0.0194589j -0.0115872+0.00908692j -0.00621977+0.0157449j -0.00330181-0.0121368j 0.00784045+0.00943015j 0.00824726-0.0254078j -0.00225925-0.00755084j -0.00389348+0.0211231j 0.00459212+0.0022124j 0.00302656-0.00135521j -0.00872667+0.0166392j 0.00430877-0.0135993j 0.00293581+0.00407731j 0.00175537+0.00955802j 0.00041471-0.00243519j 0.000610523-0.00500049j -6.64356e-05+0.00726356j 8.64722e-05+0.00287617j -0.000799849+0.000419499j 0.00279136-0.00331895j -0.00118529+0.00487216j 0.00170256-0.00512925j 0.00163407+0.00309888j -0.0022256+0.00368569j 0.0011474+0.000972838j -0.00224393+0.00531548j 0.00136141-0.00177846j -0.000966085-0.00169332j 0.0018558-0.00592047j 0.00134984-0.00594852j -0.000303571+0.00173624j 0.00235664-0.00526755j -0.000670893-0.00795284j -0.00380509+0.0143855j 0.000829473-0.00507385j -0.000882052-0.00547007j -0.00261927+0.00919802j 0.000502103+0.000482442j 0.00062757-0.00923498j -0.00113383+0.00218496j 2.99914e-05-0.000873066j -0.0034862+0.00598034j 0.000133054+0.00386129j -0.00309091+0.0118111j -0.00111663+0.00861265j 0.00126287-0.00261465j -0.00195077+0.00340265j 0.00234524-0.00831354j 0.00299251-0.00580627j 0.00502516-0.0126269j -0.00105298-0.00119683j -0.00173361+0.00669055j 0.00210071-0.00179712j 0.000986346+0.00813193j 0.00444373-0.00131133j -0.00617513+0.000777086j -0.00234601+0.00402553j 
-0.00206387-0.00587869j -0.00281618-0.00945763j -0.00882443-0.0159658j -0.00669461+0.00642159j 0.0111462+0.0142629j 0.00106741-0.001039j -0.00522361+0.000201914j 0.00908158+0.0336112j -0.0149787-0.0491043j -0.000728563-0.000546441j -0.000328133+0.00897374j -0.000707604+0.034367j -0.00361449+0.00290021j 0.00658802+0.00523477j 0.00402028+0.0123987j -0.00960683+0.0130639j -0.00242467+0.0299992j -0.00867219+0.00696403j 0.0039609-0.0302953j -0.00632961+0.0107481j 0.00944999-0.0106227j -0.000443229+0.00254216j -0.000412075+0.00621996j -0.000565446+0.00964376j 0.00121674+0.000348178j 0.00315314-0.0115859j -0.000166512-0.00758194j -0.00441345-0.00142009j 0.00176818-0.00491425j 0.000744781-0.00479241j 0.00118243+0.00467314j 0.000118132+0.00362003j -0.00111671-0.00380011j 0.000955543+0.00197192j -0.00251948+0.00140131j 0.000315038-0.0049873j 0.00316553-0.0033151j -0.000880003-0.00175915j 0.00147413-0.00128714j 8.83807e-05-0.00448355j -3.87759e-05-0.00133622j 2.19395e-05+0.000285719j -0.000557943-0.00192125j 0.000179319-0.00380952j -0.000412302-0.0030632j -0.00196592+0.00341592j -0.00169145+0.00185975j -0.000442738+0.000985005j 0.000616161+0.0033478j 0.00038437-0.00226034j -0.00145501+0.00315789j -0.00119038-0.000872428j -0.00202361+0.00349221j -0.00105586+0.00587492j 0.00287456-0.000675801j -0.000186012-0.00264738j 0.000427631-0.00290564j -0.00191553-0.00179368j -0.000699502-0.00157578j 0.00170764-0.00553468j -0.00249032+0.00263106j 0.00032068-0.00495324j -0.00301076+0.00506638j -0.000775165+0.00744444j 0.000753712+0.0025216j 0.000343189-0.00403661j -0.0026861-0.0013065j -0.000249789+0.00484038j -0.000244272+0.00466939j 0.00593988-0.00248623j 
0.0103155+0.0260556j -0.0052217+0.0012481j -0.00719951-0.018068j -0.00229352-0.0212042j -0.0113159-0.00384725j 0.0029246+0.0499977j -0.00404522-0.0386485j 0.00677727-0.000471609j -5.76698e-06+0.010536j -0.018041+0.020777j 0.0093168+0.0123371j -0.00428261+0.0143672j 0.0039905-0.00179362j -0.00344694-0.00279279j 0.000328608+0.00197623j -0.00254209+0.00847698j -0.00110022+0.00350425j -0.000760752-0.000589511j -0.001549+0.000721353j -0.00127225+0.00547518j -0.00281949-0.0020257j -0.000377636+0.00519177j 0.000906566+0.00418037j 0.00132469-0.000555573j -0.00141187+0.00375015j -0.0014064-0.000625702j 0.00135767-0.0025879j -0.000906356-0.00168158j -0.0013849-0.00237018j -6.26009e-05-0.00253602j 0.000784637-0.00490444j -0.000814529+0.000499897j 0.00023228-0.00100568j -0.00137363+0.00114192j 0.00108667+0.00322593j 0.00155451-0.00370103j -0.00039034-0.00228983j -0.0001424+0.00166993j 0.000599192-0.00608257j 0.00146825-0.000800832j -0.000340792+0.000530191j -0.00146295+0.00522596j -0.000193691+0.00108909j 0.00222341-0.00104787j -0.00177495+0.00228459j 0.00129688+0.00336625j 0.000398215+0.00104994j -9.69199e-05+0.0050619j 0.00241354+0.00513565j -0.00236746+0.00239935j -0.00163147-0.00189752j 0.00033518+0.00343932j 0.00014912-0.0035014j -0.000936893-6.00449e-05j -0.000191995-0.00504075j 0.00121873-0.00259925j 0.00356914-0.00985599j 0.00225777-0.00564671j -0.00125904-0.000629042j -0.000354158+0.00553317j 0.00196101+0.00328493j -0.000166781+0.00550243j -0.00512757+0.00755909j -0.0022624-0.00917687j -0.00800517+0.0001016j -0.00363897+0.0111476j 0.012721-0.00582721j -0.000523427-0.00308811j 0.000217691-0.00892037j -0.00942668-0.000844917j 
0.00437756-0.00235503j 0.010116+0.0248815j -0.0015837-0.0212532j 0.00436634+0.0153866j -0.011101-0.0602539j -0.00718836-0.0132729j 0.00976164-0.0158827j -0.00888527+0.00731545j 0.00886985-0.0289804j 0.001859+0.0169385j 0.0100281-0.0185272j 0.0137938+0.00195533j 0.00142587-0.00149136j -0.00170574+0.00636886j 0.00130569-0.00427668j 0.00295845+0.00150541j 0.000558845-0.000851391j -0.00252866+0.00592086j -0.000208543+0.00147744j 0.0018272+0.00221053j -0.000558205+0.00210823j 0.00130522-0.00203455j 0.000806929-0.00417323j -0.00119211-0.0017429j -2.17588e-05-0.00066091j 0.000493624+0.00431878j 0.000295091+0.0025101j 0.000235483+0.00344471j -0.00174029+0.00228608j -0.000277803+0.0010552j -0.000974253-0.00459103j 0.00106511+0.000576622j -0.000759346+0.000423746j 0.00086771+0.00367367j 0.000158221-0.00290905j -0.00078725+0.000238512j -0.000213925+0.00308203j 0.0002271+0.00138365j -0.00192871-0.00158601j -0.000467932+0.000920618j -0.000729723-0.000951161j 0.00100187+0.000502535j -0.00124314-0.000467421j -0.000446887-0.00303404j -0.000462082+0.00363558j 0.000207286-0.00320738j 0.00212531-0.00374461j 0.00086738-0.000868186j 0.000714875-0.0037057j -0.000102+0.00557995j 0.000514983-0.000720824j 0.000466823+1.31063e-05j -0.00219341-0.00041858j 0.000401492-0.00310703j -0.000775718+0.0049609j -0.000335384+0.00105495j 0.000110349-0.00180987j 0.000938101-0.000270522j -0.00151623+0.00636974j 0.00312912+0.000844494j 0.00097225-0.00374078j -0.00207953+0.00625457j -0.00237958-0.00228795j 0.000678364-0.00718364j -0.000720057+0.0108269j 0.00521685-0.0051244j 0.00233458+0.00265991j 0.0131904-0.00669079j -0.0101041-0.00194571j -0.000648753+0.00759718j 
0.00817619+0.00627577j 0.00607679-0.0103228j -0.00082769+0.00883953j -0.00745422-0.00263498j 0.0060117+0.00569752j 0.00402156+0.00328231j 0.00148945+0.00733885j -0.00337341-0.000636073j -0.000944039+0.00794638j 0.000363204-0.00738457j -0.00567156+0.00394696j -0.00172008+0.00557848j -0.00322997+3.09581e-05j 0.00315612-0.00114022j 0.000151103+0.000786094j -0.00213491-0.00214884j 0.00061902+0.00562494j 0.000572117+0.00108124j -0.00147205+0.00503554j -0.000202126+0.000455215j 0.00478615-0.00106557j -0.00353947+0.000198867j -0.00331485+0.000599897j 0.00401209-0.00472696j -0.00186504+0.00115361j 0.0013211-0.00082716j 0.000745035-0.00296476j 0.000821405-0.000804647j 0.00157596+0.000796097j -0.000708207-0.00291142j -0.00102269+0.000819773j 0.00603731+0.000656223j -0.000497112-0.00480388j -0.000373712+0.00163806j 0.000584556-0.00284917j -0.00174587-0.00046013j 0.00251607+8.28208e-05j -0.00242207-0.000867445j -0.00247264-0.00260661j -0.00189063+0.000113933j -0.00167037+0.00199248j -0.0039432-0.000638113j 0.000137417-0.0023993j 0.000594115+0.00275232j -0.000913337-9.07841e-05j -0.00114302+0.00109583j 0.00305752-3.92514e-05j -0.00246307+0.0047328j -0.00126973+0.00620235j 0.00262317+0.00127501j 0.00174589-0.00148011j 0.00242142+0.00104753j 0.00213077+0.00480565j 0.00135057-0.00484987j 0.00456069-0.00213191j 0.00275956+0.00253424j 0.0033397-0.000633901j -0.000781296-0.00249997j -1.70718e-05-0.0102731j -0.00242354+0.011279j 0.0036876-0.00643869j -0.00518993+0.00890346j -0.00701542-0.00155545j -0.017958+0.00920692j 0.0170416+0.0212592j 0.0155477-0.0399224j -0.0010152+0.0304792j 0.0626994+0.0120057j -0.0457233-0.0114617j 0.0374391+0.0273646j 
0.00557278-0.0106101j -0.00767413-0.00756406j 0.00696405+0.00243981j -0.00114325+0.00843388j 0.00217043+0.00146275j -0.00613696-0.00868401j 0.00481146+0.00801035j -0.000726901+0.00359334j -0.0016722-0.00489379j 0.0017754-0.0114302j 0.000217877-0.00161349j 0.00681252-0.0014314j -0.000695775+0.00556885j 0.000625744-0.00204577j 0.000238662+0.00193693j 0.00299664-0.00142998j 0.000671346+0.00132288j 0.00217909+0.00531631j 0.00228396-0.000757887j -9.252e-05+0.00102636j 0.00314424-0.0043227j 0.00518111+0.00340266j 0.00277687+0.00165794j -0.00247764+0.00256468j 0.00293067-0.00239618j 0.00209744-0.00119918j -0.00346993-0.000698088j -0.000173942-0.00131961j 0.000760894+0.000974343j -0.00177905+0.000454418j 0.000667382-0.0014794j 0.000194363-0.00388513j 0.00121368+0.0020316j 0.00162926-0.00102775j -0.000720986+0.00228665j 0.000209025-8.91427e-05j 0.00237824-0.000719209j 0.00138089+0.00224353j -0.00123508+0.00323827j -0.00342529-0.000282588j 0.00219907+0.00140985j 0.000381178-0.00101662j -0.00384825+0.000649187j 0.00379265+0.00034407j 0.00392216-0.00215939j 0.00276056+0.00270735j -0.00137785+0.000994065j 0.0043001-0.000254738j 0.0031818+0.0013951j -0.000380309-0.003705j 0.0030581-0.000498591j 0.00365238+0.00119711j -0.00091067+0.00164965j -0.00498431-0.00274767j 0.00198534+0.00110793j 0.00223119-0.000409472j -0.00440433-0.000316719j 0.00303945+0.00788542j 0.00357313-0.00750519j 0.00103711-0.00510218j -0.00323065+0.00764664j -0.000164434+0.00321753j 0.00828573-0.0106245j -0.0114109-0.0229965j -0.0331079+0.0347784j 0.0139571+0.0180825j 0.0578296+0.0155823j 0.000282102-0.0338711j -0.0390569-0.0300872j -0.0433705-0.0122241j 
0.00103358+0.00557825j 0.00844852-0.00188564j 0.00298088-0.00269609j -0.000151994+0.000140056j -0.00368201-0.00130827j 0.00899053+0.00433853j 0.00593738-0.00289198j 0.000969228+0.00488383j -0.0102522+0.00523802j -0.00431352+0.00548418j -0.00336659-0.000738698j -0.000865514-0.000656688j 0.00180208-3.00805e-05j -0.00302619-0.00390915j -0.00374859-0.000704874j 0.000342015+0.00252378j -0.00731151+0.0025196j 0.00284153-0.00236095j -0.00884725+0.00213459j -0.00290706-0.000712067j -0.00269443+0.0023865j -0.00128865-0.00180862j -0.000604207+0.00163671j 0.000585417+0.00307385j -0.00536469+0.00142871j 0.00200199-0.00251952j 0.00763997-0.000725098j -0.00019515+0.00111856j -0.00361521-0.00102175j 0.00243955-0.000592614j 0.00276835+0.00041996j -0.00116465+0.000879233j 0.00484393-0.00249002j 0.000454348+0.000764733j 0.00347456-0.00283265j 0.00589799-0.00125831j -0.00362039+0.00177171j 0.00674849-0.00415305j 0.00416137-0.00313677j -0.00424183-0.00119967j -0.00196746+0.00158575j -0.000847242+0.000677395j -0.00541382-5.75135e-05j 0.00435916+0.00282047j 0.00168762+0.0016927j 0.0056255+0.00452183j 0.00047721-0.000640368j 0.00067889+0.00679775j 0.00143387+0.0079936j -0.00695243+0.0059522j 0.00219682-0.0018702j -0.000890521-0.000526363j -0.00936016+0.00384298j -0.00100318-0.00148158j -0.00520391-0.00272567j 0.0153432-0.000230922j -0.00369027+0.000391262j 0.0317752-0.00138611j 0.024509-0.0169015j -0.0102421-0.0138318j -0.00100943-0.0183648j 0.0181962-0.0199778j 0.0712353-0.0123666j 0.0324844+0.0345901j 0.0199733+0.0205557j 0.0156965+0.0198445j -0.000600205+0.0306821j -0.0666614-0.0261143j -0.00960029-0.00550897j 0.0121459+0.00486372j 
0.00570387-0.00243885j -0.000705259-0.00406192j -0.00404517-0.00115029j 0.00564692-0.0037783j 0.00448603+0.00381048j 0.00245652-0.00187081j 0.000614034+0.000208639j 0.00712937-0.00215037j 0.0031554+0.00288167j 0.00535788-0.00323439j -0.00253514+0.00141705j 0.00113391+0.00188924j 0.00293434+0.00131708j -0.00661131-0.00378005j -0.0043865+0.00223459j 0.00124376+0.000694465j -0.00108841+1.37007e-05j 0.00312401+0.000268678j 0.00159616-7.69112e-05j 5.11017e-05-0.000431832j -0.00080941+0.00199513j 0.00413163+0.00178492j 0.00428985+0.000714405j 0.00466816+0.004128j 0.00554551+0.000173764j -0.00263642-0.00241799j 0.0013197-0.00199638j 0.00380838+0.000382248j -0.00212147-0.000765842j -0.0025986-3.83869e-05j 0.00216851-0.00054721j -0.00204733-0.00101882j 0.0048999-0.000202738j -0.00386743-0.000145735j 0.0045753-0.00109525j 0.00454512-0.00124134j -0.00635465+1.04435e-06j 0.00333415+0.00111147j -0.00183688+0.000711707j 0.00136873-0.00135207j 0.0038408-0.000771096j 0.00183993-0.00300623j 0.000162188-0.00377111j 0.00614673-0.0017723j 0.0090844-0.00384758j 0.00309218+0.00254044j -0.00861205+0.00580128j 0.00397743-0.000675676j -0.00182258-1.97157e-05j -0.00177978-0.000314087j 7.35759e-05+0.000587713j -0.00258998+0.00899748j 6.9149e-05-0.000802643j -0.00193246-0.000832033j -0.0148607+0.00741898j 0.000362193+0.000535322j -0.0120834+0.00947045j -0.0168566+0.0146808j 0.0363828+0.00890144j 0.045593-0.00813116j 0.0058522-0.0105178j -0.0132905+0.022706j -0.0326936-0.045574j 0.069516+0.00645871j 0.0394462+0.000671335j 0.0458634+0.0193783j -0.0531333-0.0186835j 0.00126603-0.021713j -0.00707223-0.00315694j -0.00924759-0.00479323j 
-0.00018452-2.56246e-06j -0.000544289+0.000352879j 0.00614723+0.00163575j -0.0074919+0.00460817j -0.0057879-0.000378178j -0.00440899+0.00313095j 2.95883e-05-0.00012777j -0.00181599+0.000924256j -0.00379037+0.000927369j -0.00266581+0.00152204j 2.39268e-05-0.000649691j -0.00248379-0.00130294j 0.000854742-0.00108317j -0.00254752+0.00236343j 0.00107365-0.000618714j 0.0104034-0.00239194j -0.00494317+0.00117289j -0.00138193-0.00111809j -0.00651685+0.00349305j -0.00151093-0.00064181j 0.00594742-0.00134244j 0.000832179-0.000493685j 0.00156104+0.000567121j 0.00624851-0.00285239j -0.0064686-0.000110934j 0.00102685+0.0020763j 0.00386891+0.00276636j 0.000497441-0.00155906j -0.00639237+0.000834953j 0.00489035+0.000735425j -0.00621309+0.00178314j -0.00779129-0.000592642j 0.00795961-0.000106342j 0.00420838-0.000484502j 0.00206195-0.000620574j 0.00109588+0.00117162j -0.00187582+0.00113075j 0.0112988-0.00235791j 0.00876268+0.000102007j -0.00642725+0.00168873j -0.00327463+0.00231497j 0.00333942-0.000304963j -0.00156871+0.00233646j -0.00334828+0.00543615j -0.0027764+0.00350807j 0.0117012+0.00255854j 0.0114106-0.00342197j 0.00513777+0.00143938j 0.00396623+0.00396336j 0.000107026-0.00115097j -0.00510246+0.00475802j -0.0036896-0.000197299j -0.043032+0.000458823j 0.00598479+0.00134912j -0.0164015+0.00929341j 0.0297586-0.00718353j 0.0190636-0.0334941j -0.0394565+0.00567261j -0.0060252+0.00146697j -0.0414302-0.0257717j 0.0154165-0.0125117j 0.0184559+0.0187548j -0.0534457-0.0132961j 0.0133376+0.013775j -0.0492603+0.000885673j 0.0326955+0.0355397j 0.0182081+0.00807501j -0.00828934-0.00462054j -0.00105622-0.00171654j -0.000970654-0.00136637j 
-0.00109376+0.00310914j 0.00558585-0.0012557j -0.00291178+0.00115987j -0.00440796-0.00047062j 0.00243259-0.00246327j -0.00496014+0.00208749j 0.00481946-0.00532604j 0.00164492-0.00124208j -0.00172449+0.00198113j -0.00446721+0.00332278j -0.00762107+0.00188412j 0.00323172-0.000249037j 0.00141578+0.00102614j 0.00521524-0.0011698j 0.0054924-0.00181632j 0.00403707-0.001349j -0.00146719+0.00010607j 0.0117639-0.00515398j -0.00316237+0.00064474j 0.000709104+0.00255932j 0.00527397+0.000385985j 0.00477252-0.000329229j -0.00183691-0.000328025j 0.00135984+0.00104183j -0.000333726+0.000529634j 0.00501323-0.000350038j -0.00248481+0.00240007j -0.000221161-0.00068055j 0.00797018-0.00274119j 0.00366758-0.00103097j -0.00529195-0.00024988j -0.00177649+0.00335282j 0.00507472-0.00175265j 0.00463688-0.00194836j 5.73629e-07+0.00185224j -0.00546184-0.00100871j -0.00061041+0.000956133j 0.00631154-0.00408276j 0.00346477-0.00413586j -0.0148443+0.00533959j 0.00288787-0.00193435j -0.00138827-0.000908342j 0.000424685-0.00273947j 0.00155928+0.0017704j 0.0107618-0.0035151j 0.000635085+0.00446202j -0.00436885+0.00174007j 0.00916083-0.00297119j -0.00545343+0.0121901j 0.00324852-0.0129218j 0.0250274-0.00407686j -0.0198821+0.00300229j -0.0241899+0.0241359j -0.0202063-0.00320904j 0.0471052+0.00762663j -0.0225797+0.0126296j -0.0491503-0.000395879j -0.045416-0.00424322j -0.0184922-0.0177523j 0.0159142-0.0248627j 0.0215305-0.00905421j -0.0450611-0.0112939j -0.0403698-0.0126043j -0.0389787+0.000290552j 0.0306619+0.0285574j 0.0279326+0.00166815j 0.0023917+0.00260022j 0.000557532-0.00113545j -0.00596687-0.00333521j 0.00659166+0.00319807j 
0.00611991-0.00202406j -8.59325e-06-0.00308775j -0.00104734+0.000708632j 0.000167858-0.00231284j -2.63864e-05+0.00251278j -0.00521365+0.00348174j -0.00337655+0.000998604j 0.000256498-0.00226316j -0.00015592+0.000998807j 0.00697776-0.00329393j 0.00175719+0.00121251j 0.000353124+0.00196266j 0.00206037-0.00075729j 0.00322073-0.00160292j -0.00294925+0.000752551j 0.00212531+0.00019312j 0.000871567+0.000179735j -0.00402583+0.00122919j 0.00234795-0.00171276j 0.00761718-0.000840024j 0.00418838+0.000684277j 0.00951817+0.0033177j 0.0022384+0.00208371j -0.00142243+0.00194973j 0.00760666-0.000500249j 0.00752594-4.08701e-05j -0.00410187+0.00115117j -0.00441054+0.000251743j 0.00360051-0.00119923j 0.00143522-0.000327269j -0.00817685+0.00243552j -0.00133477+0.000865452j 0.000144528+0.00237181j 0.00220985-0.00386554j -0.0040345+0.00412533j -0.00153531+0.000668783j 0.0104998-0.0030038j -0.00275638+0.003168j 0.000627547+0.00123809j 0.00441649-0.00079428j 0.00124372-0.000138827j 0.0152614-0.0050476j 0.00879776+0.00179615j -0.00854735+0.00437071j 0.00153559+0.00304235j -0.0116359+0.00391458j -0.00587991-0.00017192j 0.00990784-0.00619224j 0.00417748-0.0112148j 0.0344286-0.00127421j -0.0263638+0.00765395j -0.0160586+0.00313628j -0.0346491+0.00380062j 0.0190344-0.0170247j -0.0179011+0.0232689j -0.0365304-0.00157821j -0.00510564+0.00254844j 0.0617159+0.0258337j -0.0470252+0.00342448j -0.0250522-0.000743192j -0.0326846-0.0142012j -0.0230734+0.00328591j 0.0325241+0.00115771j -0.0298639-0.0299851j -0.0218668-0.000262168j 0.028422+0.00620425j -0.00791774-0.00369953j 0.00995301+0.00239601j -0.00478583-0.00223672j -0.004769-0.00248472j 
-0.00243038-0.00101919j -0.00451996+0.00254698j -0.00144312+0.00343075j -0.0053419+0.00312282j -0.00358808+0.00191391j -0.00478834-0.000112565j -0.00103145-0.00164358j 0.00308383-0.00156978j 0.0011469+0.0011734j -0.000637701+0.000547462j 0.00390871-0.00239426j -0.0126971+0.00308014j -0.00703317-0.00010763j -0.00520693+0.00326798j 0.00158349+0.0014571j 0.0137765-0.0028138j 0.000521486-0.00240418j 0.00259673+0.00138012j -0.00561258+0.00455466j -0.00787693-5.16792e-05j 0.0066352-0.00235908j -0.0115106-0.000579424j 0.000129081-0.00226984j 0.00862953-0.00453355j -0.00581134-0.00116468j -0.00960344+0.00360741j 0.000618002+0.00274039j 0.00272827+0.000557024j -0.0059895+0.00211182j -0.00114146+0.00251642j -0.00660441-0.000513639j -0.00151628-0.00514816j -0.00171104+0.00418926j 0.00875517-0.00219278j -0.00511171+0.00266526j -0.00875051+0.00360726j -0.0017343-0.00208968j -0.000728834+0.00407927j 0.00498778+0.00366157j -0.00746309+0.00488439j -0.00355902+0.000145973j -0.0106312+0.00371956j 0.0143091+0.000254965j -0.000890091-0.00331306j -0.0130843+0.00517413j 0.00845575+0.00372501j 0.0282498-0.00664033j -0.00640238-0.00499717j 0.0322061-0.00453089j -0.0104461-0.00279434j -0.0193682-0.013215j -0.0112595+0.0153035j -0.0080733-0.0183364j -0.0028665-0.00250653j 0.0339434+0.00401426j 0.00768252-0.00179136j 4.01316e-05-0.00809882j 0.0422662-0.0250435j 0.0261795+0.00455651j 0.0730844+0.0071816j 0.0294664+0.019915j -0.0551072+0.00381711j 0.000179281+0.0224901j 0.0303321+0.00633015j -0.0108016-0.00224752j 0.01101+0.00469617j 0.0136566+0.00189115j 0.00750549+0.0023314j 0.00573758+0.00273576j -0.00122432-0.000427464j 
-0.000355522+0.000240598j 0.000385319-0.000170955j -0.00192309-0.000115676j 0.000753442-0.0010484j -0.00153304+0.0012929j 0.00203288+0.00115667j -0.00813839+0.00118131j 6.109e-05-0.000775808j 0.00383012+0.00122563j 0.0104212-0.00163498j -0.00198486+0.0022698j 0.00111924-0.00124496j -0.00107626+0.000781888j -0.00380431-3.09603e-05j -0.000141931+0.0004469j 0.00344626-0.000336702j -0.00609073-0.0006161j -0.0104671+0.000656863j -0.00423225+0.000781642j -0.00423283-0.00157723j 0.00121318+0.000817423j -0.00468747+0.00235444j 0.00231017+0.00111418j 0.00953056-0.00177141j -0.00215373+0.00120801j -0.00445913+0.001813j -0.00349734+0.00268671j 0.00533265-0.00396455j -0.00066577+0.000824755j 0.00347288+0.00240828j 0.00908104-0.00173309j 0.00176139-0.00225799j 0.007225-0.00339022j -0.0088704+0.00188643j 8.52243e-05-0.000243476j 0.00451012+0.000319671j 0.0151826-0.00442249j -0.0191827+0.0094581j -0.0028375+0.00165752j -0.00409822+0.00121735j -0.00619096-0.00228629j -0.00246175+0.0043798j -0.0149324+0.0071381j -0.0113301+0.00239059j -0.0320526+0.00355654j 0.00613858+0.00641842j -0.00857866+0.00403976j 0.0272871-0.00760233j 0.0102819-0.0119629j 0.0280911+0.00400509j 0.0462453+0.00647678j 0.0137886+0.0128614j -0.0301737-0.00670553j -0.0602524+0.0137201j -0.00375497-0.0065929j -0.032105-0.0103006j 0.0607242+0.0107915j -0.0474909-0.00649563j 0.0216176+0.00870415j -0.030791-0.00273482j -0.00959737+0.0151892j -0.0247839-0.0131672j 0.00522823+0.00226238j 0.00554917-0.00100485j -0.0122836-0.00403242j -0.000689952+0.000310832j -0.00290715-0.00136557j 0.00241574+0.00192155j 0.00106263+0.00104378j 0.0017671+0.000705306j 
-0.00236886+0.00171945j 0.00255243+0.00027092j 0.000139678+0.00190383j -0.00894465+0.00298653j 0.00164199-0.00116762j 0.000447914-0.000741682j 0.00407212-0.00286687j -0.00412329+0.000242129j 0.000988887+0.00162211j -0.00534546+0.00140797j 0.00276414+0.000479044j 0.00604443-0.00443364j -0.00249347-0.000145007j -0.0017463+0.00267574j 0.00149047-0.00111162j 0.00467774-0.0032457j -0.00626219+0.000940243j 0.00376308-0.00190515j -0.0128289+0.0044088j -0.00626361+0.00109549j 0.000793558-0.00100119j 0.00125826-0.00495429j 0.00183503-0.00387251j -0.00299637-0.00140838j -0.00537951-8.26738e-05j 0.00359438-0.000545457j -0.0018548+0.000354263j 0.00169551-0.000585845j 0.00195658+0.00157166j 0.00826183-0.000148069j 0.00567656-0.00268382j -0.00478499+0.00328129j 0.00713664-0.00547861j -0.00405787+0.00101282j -0.00298185+0.00339112j 0.00163792-0.00185672j 0.00332174-0.00157358j 0.0137589+0.000279724j 0.0084117-0.00352374j -0.0223278-0.00294381j -0.0031694-0.0011629j 0.0137941-0.00574898j -0.0311792+0.00400731j -0.00130209-0.00115618j 0.0130619-0.00483267j -0.00890944+0.00513314j -0.000172677-0.0137017j -0.00173656+0.00659356j 0.0193654+0.0254128j -0.00172848-0.0100469j -0.0494224+0.00929714j 0.0487841+0.00361864j -0.012934+0.000606571j 0.042046+0.0198683j 0.0161661+0.0101721j -0.0464997+0.000294259j 0.0157442-0.0130103j 0.0238308+0.00303314j 0.0127825-0.00150381j 0.00424441-0.0218567j -0.0494932-0.0170002j -0.00418912-0.0103113j -0.015602-0.00228252j 0.00315847+0.00352515j 0.000732869+0.00253684j 0.00303367+0.00338025j 0.010289+0.00485082j -0.00319251-0.00153393j -0.00255146-0.00165006j 0.00410836+0.00200445j 
