-0.00382496-0.0206169j -0.0361295+0.0297113j -0.0126278+0.0745293j -0.0568508+0.0690908j -0.0644181-0.0118562j 0.127469+0.010468j -0.0237355-0.050502j -0.155684-0.0434449j -0.00134163-0.133848j -0.0232673+0.020449j -0.0863361+0.000173772j 0.0817807+0.212384j -0.0434556-0.259762j -0.218477-0.0364189j 0.120956-0.12474j 0.278404-0.141068j -0.0256191-0.1837j -0.0977779+0.195063j -0.00687729+0.0503295j 0.251851+0.0891993j -0.243402+0.105611j 0.120461-0.0840857j 0.042952+0.122704j 0.0170399+0.0132499j -0.0604426+0.165049j -0.263644+0.116325j -0.234912-0.0448192j 0.0226125-0.0326917j -0.034156+0.032542j -0.000667913-0.0102171j -0.0241248+0.0227579j 0.00249686-0.0152202j -0.0229536+0.0233923j -0.0131862-0.0328341j 0.0210918+0.010372j 0.00764649+0.00833902j -9.99495e-05+0.0489437j 0.0253526+0.00554356j -0.0100326+0.00403108j -0.00542509-0.0304895j -0.072507+0.0130429j 0.0376581-0.00764533j -0.0188872-0.0209095j -0.00302871+0.00342519j 0.00311741+0.0479534j 0.0407404-0.0121569j -0.0107534+0.00987302j 0.028148+0.0221395j 0.0193046+0.0392679j -0.0306342+0.0150376j -0.028908-0.0252216j -0.0290844-0.0333712j 0.0245623-0.0561027j 0.0231876-0.0307594j 0.0301671-0.00322174j -0.0035667-0.0121409j 0.00858706-0.018651j -0.000125393-0.00228849j 0.00775874+0.0110019j -0.0155586-0.0109415j -0.00777235+0.022534j 0.00831343+0.0161476j 0.0173942+0.00327203j 0.00567322+0.00828874j 0.0148481+0.0226948j 0.0403885+0.045974j 0.0406117-0.0383248j -0.00513894-0.0078114j 0.00805773-0.0110435j 
-0.00803655+0.00327598j -0.00659839-0.00875989j 0.00487735+0.00304662j 0.00718931-0.00651707j 0.00429608-0.00833525j 0.00292706-0.0026175j 0.00534103-0.00363354j 0.00316483+0.00182426j 0.00325868-0.0077051j -0.000905747+0.00191398j -0.001682+0.00646873j 5.74323e-06+0.00308564j -0.0011936-0.00765088j 0.00239629-0.00121712j -0.0029015-0.00121043j -0.000101003-0.000600767j -0.000960776+0.000522123j 0.00281689+0.00506777j 0.00175096+0.00338962j 0.00457309+0.00264247j 0.000159392-0.00226237j 0.00438398+0.00079232j -0.00150454-0.000224743j 0.00156374-0.00262479j -0.00142064-0.00222849j 8.35447e-05+0.000654063j -0.00025446+0.00384048j 0.00282963+0.00141913j -0.000787179+0.000284967j 0.00515121-0.00655603j -0.000379304-0.00123378j 0.00963193+0.00183249j -6.6e-05+0.010237j -0.00861507+0.00421018j -0.0162702-0.0103879j -0.000142276-0.0107615j -0.00906548+0.00561666j 0.0132825+0.00920842j -0.00405959+0.0116764j -0.0159957-0.0063546j -0.00673152-0.0177664j -0.00542447-0.0100926j -0.00135692-0.00330578j 0.0237381-0.017504j -0.00225432+0.00227845j -0.00221003+0.00324182j 0.00615767+0.00420427j -0.00295666+0.00200098j 0.00880245+0.00383642j 0.00172719-0.00941519j -0.01126-0.00502189j -0.00047762-0.00604213j 0.00197489+0.000506005j -0.000590612+0.00203661j -0.00462258+0.00407445j -0.00481979+0.000985001j 0.00359436-0.00171568j -0.00219741-0.000281268j -0.00287305-0.00765323j 0.00121794+0.00299403j 0.00885353-0.000237188j -0.000395921+0.00135667j 0.00470357-0.00284073j -0.00721877+0.00398733j -0.0074924+0.00411661j 0.000995778+0.000602129j 0.00132223+0.00474212j 0.00377161+0.00193354j -0.00344835+0.00206772j 
0.0100959+0.0185878j -0.0093027-0.00597849j -0.0104627-8.92031e-05j 0.0195657-0.00340713j 0.010082-0.00498623j 0.0105381-0.0116093j 0.0196069+0.0177576j 0.00383719+0.00115638j -0.00618512+0.0067424j 0.00206634+0.0109059j -0.00138247-0.00545739j -0.010144+0.00645563j 0.00423918-0.00791704j -0.00252987+0.00251928j 0.000629615+0.000690962j 0.000214113-0.000745205j -0.00491764-0.000793998j 0.00188958-0.00257611j 0.00135517-0.00109802j 0.00250311-0.000721953j -0.00287697+0.000948038j 0.00167435+0.000548813j 0.00407258+0.000933768j 0.0014039+0.00321927j -0.000804591+0.00448733j -0.000669543-0.00697838j 0.00183788+0.00842641j -0.00765531+0.00513787j 0.000779611-0.00250921j 0.0132736-0.000546861j 0.00124396-0.0125956j -0.00538271+0.00635621j -0.00613533-0.00230995j 0.00259435+0.0024834j -0.0064442-0.00409171j 0.00173453-0.00273963j -0.0125079+0.00509706j 0.015056+0.00589994j 0.00138065+0.00202005j 0.00500878+0.000739325j 0.00677651+0.00406851j -0.00030086+0.00657555j 0.000324415-0.00849682j 0.00482174+0.000505395j -0.00745964-0.00892757j -0.00608578+0.00522128j -0.0042408+0.00280686j 0.000212735-0.00555968j -0.00647798+0.00388039j -0.00279632-0.00227548j 0.00475401-0.00645759j -0.000333903+0.00235745j -0.00238625-0.00252833j 0.00334586+0.00495738j 0.00750811+0.00249749j 0.0016333+0.000704419j -0.0012688-0.000759693j -0.000913858-0.00237168j 0.000937586+0.00151333j 0.000617466+0.00284904j -0.00375196+0.00614618j 0.00144525-0.000565469j -0.00257305-0.00535318j 0.00504554-0.00517341j 0.000727718-0.00237534j -0.000228962+0.0059352j 0.00229575-0.00369676j -0.00181328+0.0011908j -0.00402685-0.00251232j 
0.0084266+0.00912428j 0.0074684+0.0196092j -0.0113644+0.00253262j -0.00295775+0.00204117j -0.00706637+0.0128557j 0.0209643+0.00472827j -0.0114682+0.0154438j 0.00936176-0.0103794j -0.0042697-0.00227109j -0.0106584-0.0111927j 0.00291702-0.0158009j -0.00280514+0.00438355j 0.00404597-0.00450213j -0.0017532-0.00176742j 0.000158539-0.00327279j 0.001973-0.00147591j 0.00881105-0.00364768j -0.00512622+0.000551908j -0.00501038-0.00534287j -0.0046494-0.00584992j 0.00486962+0.00180347j -0.00597238-0.000947327j 0.00214814+0.0053033j -0.00197488+0.00184965j 0.00271261+0.00214139j -0.00229189-0.0077806j -0.00157704-0.00194713j 0.00150698+0.00288043j -0.00999666+0.00594806j 0.00293385+0.00966713j 0.0149328-0.00298819j 3.65413e-05-0.00106761j 0.00529997-0.000652583j -0.00529213+0.00388679j -0.0054192-0.00316909j -0.00383594-0.00578245j 0.00417479-0.00310762j -0.00402722+0.00882543j -0.012016+0.00627431j -0.00550553+0.00413249j 0.00414046+0.00125188j -0.00255106-0.00834663j 0.00606822-0.00527502j 0.00252883-0.00333066j -0.00514631-0.00467506j -0.000506803-0.00454159j 0.00255084-0.00331058j 0.0024975-0.00486676j 0.00363805-0.00117194j 0.00284336-0.00583406j -0.00402436-0.00180183j 0.00137757-0.00508775j 0.00186543-0.000675751j 2.71278e-05-0.00706452j 0.00101073+0.00198494j 0.000612682-0.0029245j -0.00322323-0.00184488j 0.00275794+0.00592912j -0.00544409+0.00319781j 0.000842826-0.00117733j 0.00465586-0.00248246j -0.000999497-0.00490133j 0.00155648+0.00436135j -0.00530608-0.000929734j -0.0024785+0.00269222j 0.00126912-0.000938633j 0.00289142-0.00127141j -0.00124047+0.000330393j -0.000508385+0.00135959j 
0.00415587+0.00477736j -0.00378774+0.00707371j 5.86998e-05+0.00344503j -8.50084e-05+0.00261602j -0.00343902+0.00391219j -0.00408887+0.00399686j -0.00409645-0.00057685j -0.00338633+0.00190045j 0.00249727+0.00269936j 0.00271774-0.00161768j -0.00112-0.0058179j -0.00437789-7.24137e-05j 0.00328347+0.00259669j -0.00150829+0.00133629j 0.00304051+0.00128648j -0.000781746+0.00131231j 0.00273446-0.000632915j -0.000756986+8.26625e-05j -0.000427102-0.000256261j -0.00444187+0.00189613j 0.00164721+0.000951549j -0.00286857-0.000284561j -0.00131467+0.000183663j -0.00159575-0.000500849j 0.000741073+0.00394225j 0.000865749+0.000620514j 0.000583927-0.00294225j 0.00201523-0.00268807j 0.00127065+0.001221j -0.00395673-0.00224338j 0.00322763+0.00113724j 0.00348281+0.00999837j -0.00325341-0.00364624j 0.00116334+0.00459529j 7.34679e-05-0.010044j 0.00174755-0.00442917j -0.00977948+0.0026979j 0.00413904+0.00341744j -0.00336944+0.00346601j -0.00967298+0.00686732j 0.0125761+0.0110483j 0.0129336+0.0101402j 0.00516733+0.0071466j 0.000189577+0.00341491j 0.00152849-0.00923869j -0.00830393+0.00630433j -0.00391039-0.00306705j 0.000972314-0.000747946j -0.00694728+0.0102615j -0.00666692-0.0111196j 0.00332814-0.000814181j 0.00653136+0.00874647j -0.00610275-0.00277617j 0.000398616+0.00589578j 0.0110952-0.000559453j 0.00374801-0.00547602j -0.00401896-0.000825877j 0.00476513-0.00160231j 0.00581436+0.00466949j -0.00224309-0.000685256j -0.00165037+0.00457788j -0.00744922+0.00431162j -0.00395538-0.000803783j 0.00485049-0.00593791j 0.00422765-0.00484002j -0.00539978+0.00535653j -0.00197349+0.00121206j -0.000479448+0.00176452j -0.00330549+0.00144452j 
0.000518102+0.00427383j 0.00701875-0.0159265j 0.00220455+0.00317468j 0.000255606-0.0031127j 0.00535509-0.0108812j 0.00436407-0.00602501j 0.0125106+0.00518134j 0.002915-0.00330189j -0.00832011-0.000723868j 0.00147337+0.00569475j 0.000789048+0.00563314j -0.000724441+0.0014776j -0.000709591-0.00676713j 0.00342903+0.00477247j 0.000732811-0.000119947j 0.000291533-0.00194522j -0.00617351-0.00130972j -0.00169559-0.00140685j 0.0030768+0.000729005j 0.00347609-0.00315267j -0.00442477-0.00216024j 0.00235341+0.00314157j 0.000832366-0.000953207j 0.00129585+0.00338173j -0.00385631-0.00355764j 0.000898206-0.0060885j 0.000342067+0.00774252j -0.00752107+0.00699294j -0.00236947-0.00156656j 0.00687652-0.00377486j -0.00549465+0.00384884j -0.000696469+0.00236529j 0.00764857-0.00218179j 0.00785223-0.00528683j 0.00508673+0.00267885j -0.00186913+0.00905863j 0.0129634-0.017346j -0.00775896-0.0152845j 0.00170335+0.0161822j 0.00797722+0.0064969j 0.00430828-0.0103555j 0.00576868+0.00152331j -0.00398742+0.00456307j -0.00501655+0.00128j -0.0038872-0.000485375j -0.000872697-0.0100933j -0.00233962-0.0138879j 0.00463072+0.00211596j 0.000648219-0.000992551j 0.00760414-0.000319556j -0.00281713+0.00219452j 0.00914543-0.00160239j -0.00637962+0.00196358j -0.00518521-0.00307473j -0.00249685+0.00132828j 0.000245145-0.00156765j 0.000467213+0.00163463j 0.00252029+0.00247176j -0.000694534-5.19754e-05j -0.00189996-0.00206044j 0.00579248-0.00344092j -0.00271916+0.000312586j 0.00135549-0.00394395j -4.46614e-05+0.00133209j -0.00117849+0.00268752j -0.00486346-0.00103505j -0.00450796+0.00919804j 0.00439896-0.00193591j 0.00369911+0.00521717j 
0.0149632-0.0145427j -0.0016351+0.00652652j 0.00329351-0.00880135j 0.00392063+0.00302202j 0.00385152+0.00192252j -0.0159213+0.0042546j 0.00181493-0.00286135j -0.00444953+0.00145577j 0.00652866+0.00821878j -0.00142394+0.000505743j 0.00615262+0.00488428j -0.00732039-0.00216941j -0.00639647+0.00198407j 0.00566582-0.00156958j 0.00162895-0.00358417j -0.00203557+0.00117511j -0.00142356-0.000439776j -0.0018563-0.00722727j -0.000217785+0.0017796j -0.00624003-0.00165073j 0.000329854-0.00650123j -0.00319274+0.000852583j -0.000338058-0.00599004j -0.00152671+0.00211891j 0.000511999-0.00624987j 0.00444374+0.00714879j -0.00121233+0.00181749j -0.00270105-0.00171909j 0.00632996-0.00541222j -0.00758657+0.00607191j -0.00289525+0.00175965j -0.00754047+0.00635404j -0.00323234+0.00147409j -0.00661459+0.00810622j -0.010054-0.00451616j 0.00431563+0.00232414j -0.00225491+0.00506243j -0.000717393+0.00923408j 0.0140696-0.00732311j -0.0100881-0.00370439j 0.000625131+0.00201094j 0.000649256+5.97652e-06j 0.00550091-0.00214095j 0.0033324-0.000828954j -0.0128186-0.0112917j -0.0062157-0.00434271j -0.0105825-0.00520357j 0.00247887-0.0103598j -0.0033163+0.0010629j -0.00357125+0.00637135j 0.00048542-0.0104474j 0.00678959-0.00625355j 0.000958594+0.00409227j 0.00678915-0.00461714j 0.00604636+0.00807542j 0.00537717-0.0023834j 0.000156353+0.00297754j -0.0050074-0.00431802j -0.00461217+0.00892228j 0.00565752+0.00107442j 0.00581001+0.000312526j 0.00118763+0.000991284j -0.00138306-0.00122246j 0.00111434+0.000323038j -0.00435536-0.00226325j 0.00476616-0.00731304j -0.00441093+9.87655e-05j -0.00486439-0.00433954j 0.00305149-0.00209348j 
0.00858783-0.00573167j 0.0147562+0.00243676j 0.00651124-0.00578525j -0.00296595+0.00566206j 0.00413419-0.00470775j 0.00547239-4.92535e-05j 0.00716008-0.0023592j 0.000894501-0.00910162j -0.00370005+0.00390408j -0.000401131+0.00129393j 0.00347431-0.000252502j -0.000504286-0.00244741j -0.00187948-8.1087e-05j -0.000106161+0.00103551j 0.0028521-0.00049527j 0.00187656-0.000662381j -0.00337864-0.00154359j -0.00325209-0.00648752j -0.000875498-0.000177335j -0.00225542-0.00258547j -0.00194566-0.00194511j -0.00262494+0.00246277j 0.000337503-0.00383982j -0.000723923+0.00374725j -0.00158018-0.00554077j 0.00225842-0.00182868j -0.00267007+0.0031087j -0.00568891+0.00369855j -0.00293958-0.00124154j -0.00127362-0.000446421j -0.00720026+0.00220974j 0.00303283-0.00415167j 0.00947692-0.00980845j -0.01071+0.0100864j -0.0167432+0.00260275j 0.00257202-0.0171111j 0.00819522-0.00781701j -0.0216215-0.0129595j 0.0097026+0.00121719j 0.00236236+0.00408916j 0.00335937+0.00987627j -0.0074015-0.000238436j 0.000270822+0.00373857j -0.00971438+0.0023051j -0.003087-0.0122521j -0.00531872-0.00902734j 0.00507637-0.00466006j 0.00685924-0.0096416j 0.000135611-0.00564534j -0.000703785-0.000347457j 0.0037488+0.00963527j -0.0042387-0.00125004j -0.00197438-0.0109845j -0.00216455-0.00641018j -0.00354366+0.00549567j 0.00722484-0.00583645j -0.00871566+0.00260951j 0.0104641+0.0058132j -0.000801756+0.000981679j 0.000643191-0.00824803j 0.00500845-0.00478233j 0.000338557-0.00725986j -0.00129872+0.00769619j -0.0137587+0.00259463j 0.00225007-0.000729553j -0.0104143-0.00019055j 0.00225312+0.00505484j 0.00122585+0.00032518j 0.00322232+0.0076321j 
-0.00952243+0.0064841j 0.00953782-0.015857j 0.00120659+0.00332153j -0.00429965+0.006719j -0.00212688+0.00297633j 0.00546367+0.00608097j 0.000523974+0.00624632j 0.0015614+0.000378148j -0.00355944+0.0046686j 0.00181227-0.00465376j 0.00231208-0.00784909j -0.00245777+0.00464814j -6.5972e-05-0.00240127j -0.00324169-0.00413215j 0.00165246-0.00297891j 0.001618+0.000937528j 0.00553168-0.00324457j -0.00478752+0.000911635j -0.00174432-0.00450348j -0.00396114+6.65955e-06j 0.00212659+0.00281489j -0.00788937+0.000874196j -0.00259485-0.00114858j -0.00394487+0.000341225j -0.00136874+0.00193717j 0.00234819-0.000379908j -0.00321783-0.00180234j -0.00114036+0.00431903j -0.00502199+0.00188671j 0.0112091+0.00852512j -0.0161726+0.0330084j 0.00401458+0.00195672j 0.0032966-0.0148005j -5.95434e-05-0.0017771j 0.000802382-0.0106775j 0.0209996+0.00062833j -0.000391787-0.0132577j -0.000443554-0.0214806j 0.0177378-0.00686919j 0.0128705-0.000545207j -0.00913609-0.00623162j 0.00238066+0.0100381j 0.00430678+0.00196354j -0.0105049+0.000711741j -0.00600149-0.018056j -0.0106502-0.00713984j 0.0054913-0.0052374j 0.00566318-0.0140537j -0.0101796+0.0073533j 0.0101131+0.0050876j 0.00539381+0.000977198j 0.0013065+0.0021892j -0.0057379-0.00335964j 0.00815881+0.00763983j 0.00865969+0.00474984j 0.00698873-0.00519787j -0.00350924+0.00138512j -0.000680918-0.0102865j 0.00163496+0.00167251j -0.000426532+0.00568849j 0.00673254+0.000183837j -0.0024308-0.00279498j -0.0076848-0.00768261j -0.00632967+0.00113352j 0.00238723-0.00833144j -0.00439535+0.00765124j -0.00593741+0.002096j 0.00628695-0.00232606j 0.00093271+0.00437045j 
0.008104-0.0168073j 0.0159608-0.0123162j -0.00587102+0.00935662j 0.000471334-0.008637j 0.0100749-0.00467152j 0.00398426-0.00126117j 0.00748194+0.00780737j 0.00294464+0.00655118j -0.000317868-0.00309762j -0.00214365+0.00383181j 0.00304975-0.00162942j -0.00425917+0.00562874j 0.000848829-0.00276224j -0.00206372+0.00279213j -0.000729978+0.000337956j 0.000393258-0.00300654j 0.000427082+0.000733481j -0.00119805-0.000281253j -0.00347028+0.000923975j 0.00347363-0.000158659j -0.000582239+0.0026329j 0.00052488+0.000266912j 0.0057039-0.000179944j 8.14183e-05-0.00172166j -0.00261651+8.73336e-05j -0.00290582-0.00464647j 0.000935554+0.000718766j -0.00588059+0.00207872j -0.00104133-0.00385122j -0.0177018+0.0369473j -0.0165127-0.00335278j 0.00640017+0.00932544j 0.00765405+0.00593949j -0.000445696+0.00810336j 0.00930132-0.00811403j 0.00644648+0.00918463j 0.00953548+0.0129987j 0.00184739+0.0109969j 0.00879903-0.0246648j -0.0264041-0.00155481j -0.0134943-0.0053597j -0.00200097+0.00551559j 0.00630231+0.0083923j -0.000722854+0.00620856j -0.0027402+0.00449095j -0.00410387+0.00645553j -0.0022583-0.00755141j -0.00555821-0.00154099j -0.00182811+0.00810816j 0.000276095+0.00976229j 0.00371523-0.000457322j 0.00430653-0.00135494j -0.00264742+0.000265268j 0.0018014+0.00417482j -0.00112028-0.00456619j 0.000499268-0.000831551j 0.0040975+0.00448957j -0.00827553-0.00589435j 0.00282097+0.00463932j -0.000671699+0.00196514j 2.46541e-05+0.00467878j 0.00118952+0.0119553j -0.00360794-0.00359052j 0.00669738+0.00387512j 0.000808579-0.00317363j 0.00157999-0.00200603j -0.00317453+0.0104098j 0.00145877-0.005004j 0.00737514-0.00109227j 
0.0217357-0.0124381j -0.000630602+0.00587788j -0.00543376-0.00284598j -0.00212809-0.00501798j 0.0106124-0.00305582j -0.00728803+0.00264769j 0.00587887-0.00142266j 0.000450067+1.53136e-05j -0.000162084+0.00467184j 0.000164229+0.00838881j 0.000179589+0.00325491j -0.00375234-0.0026698j -0.00134412+0.000624504j 0.0020426+0.00407202j 0.000603468+0.00210076j -0.00213923-0.000383827j -0.00388159+0.00193582j 0.0018789-0.00587188j -0.000349657+0.00239776j -0.000561032-0.000961547j -0.000179847-0.00275697j 0.00245252+0.0016727j 0.00546062-0.00226506j 0.00127933+0.0021656j -0.00063642-0.00420964j 0.00192084-0.00296207j 0.00237044+0.00490107j -0.00305289-0.000762385j 0.00502757-0.00299302j -0.0230754+0.00615535j 0.00992499-0.0214146j -0.0156411+0.000849461j 0.0148844+0.00378423j -0.0153833+0.00202097j 0.0063271-0.020603j 0.00175885+0.00488488j 0.00912389+0.000160989j -0.0105792+0.00963244j -0.00815839+0.0047527j -0.00529496+0.00776946j 0.00789608+0.0202405j -0.00769659+0.00208412j 0.00623258-0.000458464j -0.0127343+0.0153945j -0.00624528-0.00217948j 0.00310579-0.000107003j -0.0148781-0.00859545j 0.00157818-0.00406205j -0.00373433-0.00471198j -0.00357635+0.00501942j 0.00724689+0.0052274j 0.00824629-0.00353206j 0.000481221+0.00537862j 0.0014319-0.0035673j -0.00847476+0.000546696j 0.0121715-0.00338137j 2.92512e-05+0.00382112j -0.000591321+0.00531759j -0.000928345+0.00455161j 0.00329118-0.00578466j 0.000103869-0.0100523j -0.00538091-0.0015125j -0.00455861+0.00778366j -0.000288646+0.00681484j -0.00152699-0.00293068j -0.00251204-0.0151624j -0.00954533+0.00607359j -0.00383481-0.00818921j 0.00816486+0.000877162j 
0.00276299-0.00112087j -0.0141988+0.00948963j 0.000305819-0.00917708j 0.00631121+0.00158432j -0.00575436+0.00721357j -0.012216+0.0035167j -0.00223859-0.00099001j -0.00292753-0.000186877j -0.00097233+0.00409388j 0.000640327+0.00147834j -0.00108995+0.000654527j -0.000837718-0.00278055j 0.00114255+0.00245707j 0.00342066-0.00246187j -0.000356677-0.000521524j -0.00447027+0.00321851j 0.00274994+0.000957967j 0.00402612-0.00124169j 0.00165216+0.000472613j -0.00540435+0.000601856j 0.00320707-0.00286857j -0.00187191+3.96327e-05j -0.00197749-0.00115936j -0.000429262+0.00200993j 0.00367706-0.000106413j 0.00550964+0.00532822j -0.000406988+0.00175127j 0.00406315-0.001517j 0.00280326-0.000664j 0.00562745-0.0103009j 0.0175226-0.00649539j -0.0122028-0.00230869j -0.0131661+0.00025711j 0.00790235-0.00970057j 0.0109057-0.00278292j -0.00466309+0.0148496j -0.0117717-0.00518817j 0.0162043+0.011238j -0.00499855+0.00979496j 0.00689674+0.00232388j 0.00391714+0.007387j -0.0005621+0.0067319j 0.00325496-0.00154902j 0.00816284-0.00194509j 0.00210823-0.00595003j 0.00122117+0.00141148j -0.0125029+0.0082652j 0.00197728-0.00853169j -0.00168444+0.00224376j -0.000699687-0.00560901j -0.000116216-0.00625652j 0.00758602-0.00845363j 0.00481764+0.00675733j 0.0137913+0.000468718j 0.0131017+0.00534247j 0.0166564-0.00382215j -0.000791884-0.00271381j -0.00601508-0.00230332j 0.0048682+0.0145979j 0.00804276+0.0066703j 0.00676989-0.00149241j -0.0029877-0.00750006j -0.00159141+0.00416763j -0.00349057-0.00228028j -0.00521376-0.01367j 0.0096733-0.00532212j -0.00503424-0.0177617j -0.00788003-0.00211792j -0.000776178-0.00756829j 
-0.00586413-0.00848127j 0.00155289+0.0184564j 0.00452281-0.0185277j 0.0144808+0.00769316j -0.00969846+0.00661464j -0.00310721-0.000795071j -0.00115336-0.00261971j -0.00152087-0.00575064j -0.00207717+0.00377913j -0.00174695-0.00378361j -0.00197124+0.00151494j 0.00521904-0.00381361j 0.00306636+0.00106273j 0.00274323-0.00117091j -0.00117938+0.000177313j -0.00318135+0.00182277j 0.0028973+4.46803e-05j 0.00523842-0.000824519j 0.00168023+0.00205544j -0.00308459-0.000442179j 0.00429772-0.00336362j -0.00137818-0.00130972j -0.00315942-0.00125605j -0.0020478+0.00111106j 0.00537993+0.00121126j 0.00424615+0.00702942j -0.00280612-0.000964512j 0.00194804-0.0018705j -0.00128587-0.00216375j 0.00713933-0.00279971j -0.00614198-0.0300001j -0.0040621-0.0354324j -0.0395829-0.00921954j 0.00693476-0.0153921j -0.00409999+0.0116716j -0.00441638+0.00192191j -0.0189259-0.0120344j 0.00158042-0.00587728j -0.0121189+0.0134824j 0.015397-0.00864381j 0.00199038+0.0086445j 0.00589709+0.00218409j -0.000230903-0.00717164j 0.00798549-0.00915092j 0.015885-0.00354775j 0.0175894+0.000642858j 0.0011002+0.0118962j -0.00500438+0.0116503j 0.00466307-0.0103093j -0.00832808-0.00830571j -0.0100073-0.00579882j 0.00190061-0.00582803j 0.0157319-0.00473309j 0.00241797-0.00841844j 0.00274905+0.00589195j 0.00839135+0.0034209j -0.0040769-0.00684733j -0.00157665+0.0101558j 0.00715083+0.0100565j 0.0092675+0.00189221j 0.00112328-0.00254137j 0.00233677-0.0112542j 0.00999009+0.0159781j -0.00556729-0.00546434j -0.00498163-0.00813336j 0.0087444-0.0114864j 0.0017951-0.0245637j -0.00854322+0.00308373j -0.00390323-0.0126635j 
0.0019398+0.0168402j 0.00532908+0.00733452j 0.0187768+0.00667448j -0.00277428+0.0155997j -0.00702381-0.000965236j 0.00181195-0.000596351j 0.00242655+0.00415669j 0.00622676-0.000426385j -0.00585116-0.000191562j 0.000900353-0.00733972j 0.000448744-0.005015j 0.00261868+0.00310957j 0.00333124-0.00294484j -0.00406352-0.00352114j 0.000370458-4.73569e-05j 0.00311826+0.00119759j 0.00500511-0.00172342j -0.00254836+0.00488219j -0.000191052-0.00432452j -0.000541884+0.0013766j 0.00172335+0.0050422j -0.0041163-0.00150073j -0.00418806+0.00180081j -0.00264626-0.00304005j -6.21875e-05+0.00484439j -0.00191403+0.00170349j -0.00226785-0.00550866j -0.00130373-0.00169178j -0.00154249+0.00156295j -0.00375532-0.0259931j -0.00529523+0.00233202j 0.0408634+0.00974888j -0.00239677-0.038706j 0.0101335-0.000439734j 0.00279089+0.0116238j 0.0160434-0.00225986j 0.00293585-0.0123565j 0.0063463-0.0176549j -0.00239395-0.0133876j 0.0097118-0.00255001j -0.0130786-0.00862153j 0.0111405-0.00107864j 0.00654322-0.00369463j 0.000817636-0.0117885j 0.00526377-0.0136381j -0.00404558-0.0174884j 0.0194949-0.000447052j 0.00600248+0.000898889j -0.00395579+0.00969936j 0.00617663-0.00865672j -0.00911491+0.00586053j -0.0107778+0.00259311j -0.0092369-0.00764703j 0.00556732+0.011457j 0.0109915+0.000243532j -0.00253525-0.00339735j -0.0117279-0.00196741j 0.0153482-0.0122736j 0.000198268-0.00606144j -0.00152267+0.0117937j 0.00285032+0.0112882j -0.00716618-0.00451986j 0.00261136-0.00740094j -0.0111139-0.0140077j 0.00700899-0.0013711j -0.000678681+0.0212415j 0.00658363-0.0152496j 0.0036303+0.0129512j -0.00709402+0.0022645j 
