-0.00382496-0.0206169j -0.0361295+0.0297113j -0.0126278+0.0745293j -0.0568508+0.0690908j -0.0644181-0.0118562j 0.127469+0.010468j -0.0237355-0.050502j -0.155684-0.0434449j -0.00134163-0.133848j -0.0232673+0.020449j -0.0863361+0.000173772j 0.0817807+0.212384j -0.0434556-0.259762j -0.218477-0.0364189j 0.120956-0.12474j 0.278404-0.141068j -0.0256191-0.1837j -0.0977779+0.195063j -0.00687729+0.0503295j 0.251851+0.0891993j -0.243402+0.105611j 0.120461-0.0840857j 0.042952+0.122704j 0.0170399+0.0132499j -0.0604426+0.165049j -0.263644+0.116325j -0.234912-0.0448192j 0.0226125-0.0326917j -0.034156+0.032542j -0.000667913-0.0102171j -0.0241248+0.0227579j 0.00249686-0.0152202j -0.0229536+0.0233923j -0.0131862-0.0328341j 0.0210918+0.010372j 0.00764649+0.00833902j -9.99495e-05+0.0489437j 0.0253526+0.00554356j -0.0100326+0.00403108j -0.00542509-0.0304895j -0.072507+0.0130429j 0.0376581-0.00764533j -0.0188872-0.0209095j -0.00302871+0.00342519j 0.00311741+0.0479534j 0.0407404-0.0121569j -0.0107534+0.00987302j 0.028148+0.0221395j 0.0193046+0.0392679j -0.0306342+0.0150376j -0.028908-0.0252216j -0.0290844-0.0333712j 0.0245623-0.0561027j 0.0231876-0.0307594j 0.0301671-0.00322174j -0.0035667-0.0121409j 0.00858706-0.018651j -0.000125393-0.00228849j 0.00775874+0.0110019j -0.0155586-0.0109415j -0.00777235+0.022534j 0.00831343+0.0161476j 0.0173942+0.00327203j 0.00567322+0.00828874j 0.0148481+0.0226948j 0.0403885+0.045974j 0.0406117-0.0383248j -0.00513894-0.0078114j 0.00805773-0.0110435j 
0.0014152+0.0023145j 0.000792113+0.000268278j 0.00316191+0.000622393j -0.000778508+0.0012553j -0.00181712-0.00146499j 0.00151526+0.00124598j 0.000597343-0.00131418j 0.00280967-0.000551365j -0.000825439+0.00229873j 0.00204412+0.000912492j -0.00361548-0.00432392j 0.00152917+0.00144859j 0.000847435+9.35842e-06j -0.000665734-0.00262931j 0.0011796+0.00272015j 0.00465128+0.00586493j -0.00388911-0.000591213j 0.00343419+0.00180646j -0.00272788-8.23698e-05j 0.00508385+0.000650445j 0.00404055+0.00311529j 0.000153183-0.00365469j 0.00118472-0.00139651j 0.0051843+0.00179743j 0.00402258+0.00701904j 0.00445856+0.0013905j -0.00193449+0.00171439j -0.000861196+0.00278693j -0.00489734+0.00395261j 0.00415997-0.00274259j 0.00262366+0.00487217j 0.00024422+0.00369284j 0.00468964-0.00155394j -0.00156227-0.000359358j 0.00206806-0.0046654j 0.00198526+0.000729948j 0.000520004+0.00196725j 0.000604365-0.00702223j 0.000545336-0.000954048j 0.00742477+0.00764362j -0.00145504+0.000431327j 0.00141547+0.00140058j 0.00639243+0.00636148j -0.015714+0.00477204j -0.00907759-0.00656712j -0.00154862-0.00558535j -0.0118293+0.0172597j -0.00266211-0.018831j 0.00917568+0.0162783j -0.00536764-0.00473219j 0.00479498+0.00846289j -0.00978217-0.00877936j -0.00679112+0.0115619j -0.0108405+0.00674805j -0.0124151-0.00275905j 0.00764115-0.0103284j -0.00594029+0.0110193j -0.0118724-0.00975293j 0.0163783-0.0174306j -0.00434817-0.00168204j -0.00598039-0.00386878j -0.00980424-0.00284625j -0.00735134+0.00900479j -0.00704639+0.00687697j -0.00336285-0.0102776j -0.0120298-0.00146128j -0.00861587-0.00421838j 0.0039037+0.000964342j -0.00457989-0.00244366j 
-0.00208016-0.000218201j -0.00333945+0.0021844j -0.00514198-0.00188016j 0.000598053-0.00179713j 0.00406699+0.000962715j -0.000328307-0.00208956j -0.00163662+0.000969136j -0.000221723-0.00182907j 0.00169226-0.00245913j 0.0013273-0.00297581j 0.00540239+0.00026209j -0.00501976-0.000489969j -0.00119751-0.000318523j 0.00136674+0.00368554j 0.00177125+9.72865e-05j -0.00192199-0.00411478j 0.00328095-0.0052619j -0.00267994+0.00321329j -0.000776462-0.00392192j 0.00203719-0.00432992j 0.00141753+0.00235553j 0.0108182+0.000941982j -0.00434444+0.00122715j 0.00401502+0.00209465j -0.000208085+0.00369852j -0.000370704+0.00237261j 0.00581086+0.0066825j 0.00230459+6.65989e-06j -0.00245722+0.00651325j 0.00130038+0.00244193j 0.00106344-0.00469976j 0.00465895-0.00449982j -0.00336958-0.00314822j -0.00775672-0.000326373j -0.00445354-0.00496952j 0.00396017+0.0039363j -0.000401118-0.000665972j 0.00540345+0.00369612j 0.00272502+0.000720699j -0.00306897-0.0117966j -0.00065424+0.00416387j 0.000596794-0.00228198j -0.00496881-0.00746319j 0.00929505+0.00152002j 0.00844533+0.0163748j -0.00212969-0.00780165j 0.000295663-0.013397j 0.00674851+0.00496502j -0.0101627+0.000756471j 0.00657095-0.00122875j 0.00515442+0.00236651j 0.00242575+0.00282067j 0.00798186+0.0105682j 0.0163998+0.00310137j -0.00985118-0.00464402j 0.00631621+3.05113e-05j 0.0111721-0.0226453j 0.0035569-0.00960453j 0.00561028-0.00515523j -0.00335193-0.00183558j -0.0031889-0.00810562j -0.00875245-0.00585742j 0.0160556+0.0148722j -0.0221687+0.0140704j -0.014638-0.00222808j -0.00699728-0.00886183j 0.00958277+0.00362994j 0.000481888-0.00361083j -0.00794678-0.00437108j 
-0.00462713-0.000256532j -0.00723469-0.000676572j -0.0139005+0.00131968j -0.00158268-0.00996817j 0.00696638+0.0108202j -0.000162654+0.00117739j -0.00444655+0.00134505j -0.00968708+0.0035264j 0.00657573-0.00763018j -0.00115672+0.00446926j 0.000898126+0.00599103j -0.00660246-0.0077315j -0.0023634+0.00377921j 0.00361236+0.000971062j 0.00530068+0.000811j 0.001584-0.00617973j -0.00466504+0.00638341j -0.00495977-0.00704739j 0.00524731+0.00321083j 0.00226212-0.00397111j -0.00786839+0.00143848j 0.00733794+0.013271j -0.00241283-0.000336468j 0.00521772+0.00592349j -0.00163196-0.00159983j -0.00657743-0.0129282j 0.00919869+0.00418748j 0.00316799-0.0102037j 0.00620113+0.00245323j 0.00541912+0.00856887j -0.00345718+0.0021895j -0.0108321-0.00616241j -0.00853152+0.0088282j -0.00341934+0.0055464j -0.0227244-0.00269029j -0.00181973-0.0043306j -0.00288309+0.0111285j -0.00674399-0.0115087j 0.0124903+0.00495562j 0.00534789-0.00514155j 0.00655871+0.0045181j 0.00758365+0.00301376j -0.00973168+0.00199011j -0.00315729+0.00706805j -0.0139817+0.0136382j -0.0125715-0.00333964j -0.0089916+0.00234986j -0.00316174+0.00163427j 0.00689598-0.00303105j -0.0139012+0.00656746j 0.0125085-0.0111392j -0.0126269+0.00593563j 0.00120868+0.0102928j -0.000338877-0.00169068j -0.0112487+0.0125595j 0.00445783-0.0141661j 0.0163846-0.00581295j -0.00712752+0.00805442j 0.0036656-0.0131649j -0.00158613-0.00879362j -0.0106862-0.00882073j 0.000550371+0.00189248j 0.0128954+0.0227578j -0.0100543+0.0181709j -0.0229136-0.00446888j -0.000919659-0.00161114j 0.0010008+0.00583375j -0.00374453-0.00216545j -0.00334836+0.00142439j 
0.000421423-0.000648171j 0.00930485+0.00254665j 0.00760858+0.00176347j 0.00303645+0.00481137j -0.00427184-0.00241803j -0.00131334-0.00319757j 0.00137448+0.00421798j 0.00200507+0.000193368j -0.000279888-0.00302148j 0.00271667-0.00169204j -0.00544745-0.000724913j 0.000425084-1.51958e-05j 0.00515824+0.000383493j -0.00129461-0.00108473j 0.00534611+0.00340937j 0.00493737-0.00468889j -0.00285869+0.00275099j 0.00488314-0.0043738j -0.000260377+0.00781405j 0.000381631-0.0059234j 0.00854304-0.00876947j -0.00510283-0.00374049j -0.00491484-0.00296353j 0.000563087+0.000132611j 0.00731974+9.16839e-06j 0.0111991-0.00393104j -0.00261148-0.00032844j -0.00412495+0.0111006j -0.00988668+1.64629e-06j 0.00495283-0.00214512j 0.000273893+0.00191188j -0.00472296-0.00115543j -0.00597342+0.00352952j 0.00493156-0.00435793j -0.00235116+0.0102381j -0.00354167-0.00408447j -0.0026992+0.00402937j -0.00430947-0.00462091j -0.00417941-0.00742933j 0.0114676+0.00424671j 0.00444505+0.00210105j 0.0032957-0.00106168j 0.00698822+0.0046125j -0.0147558-0.00203658j -0.00792501+0.00951553j -0.00441424-0.00609255j 0.00340261+0.00625672j -0.00971605-0.00130073j 0.00888598-0.0121896j -0.00720789+0.0056402j 0.00200711-0.00786098j -0.00133167+0.000765308j 0.00293254-0.0104911j -0.00564882-0.000302996j 0.0166144+0.0101643j -0.00743663-0.0152167j -9.24993e-05+0.000538136j -0.00408355+0.00483782j 0.00182068-0.00130425j 0.0123224-0.00214691j -0.00486655-0.00488857j 0.00432302+0.00465042j -0.00494536+0.00500342j -0.00148671-0.0183326j -0.00135634-0.00517636j -0.000315916+0.00636562j -0.011182-0.00620015j 0.00399333+0.000288509j -1.88512e-05-0.00335259j 
0.00261043+0.00294158j 0.00390856+0.00118795j 0.00625131+0.00145061j 0.000521713+0.00168195j -0.00363239-0.00194382j -0.00126201-0.00456054j 0.000660096+0.000686086j 0.00340344-0.00275523j -0.0011343-0.000465216j 0.00286043-0.00466092j 0.000779742-0.00190769j 0.00105838+3.39082e-05j 0.00204521+0.000404581j -0.00492372+0.00231676j -0.00236923-0.0043015j -0.00581595-0.0103756j 0.00829911-0.0064459j 0.00719866+0.00605839j 0.00280315-0.00494973j -0.0114919+0.000843004j 0.00354111-0.0118567j 0.0035789-0.00576772j -0.00830845+0.00361236j -0.00223856-0.00849461j 0.000845714-0.00704559j 0.00786413-0.00200068j 0.00400017+0.00338009j -0.00954646+0.0101067j -0.00606814-0.00183096j 0.00215417-0.000795644j -0.000459082+0.000216878j 0.00660067+0.00391648j -0.00204329-0.00423674j 0.00171784-0.0022646j -0.00154982+0.000907593j 0.000787111-0.00106566j 0.00420227+0.00894467j 0.00603018+0.00295436j -0.00660483-0.000728374j -0.00467159-0.00545621j 0.000987598+0.00210151j 0.00102028+0.00104463j 0.00564387+0.00842947j 0.00950869-0.0127287j -0.00431085+0.00570727j -0.00232058-0.00152682j 0.0124217-0.0100403j 0.00100214+0.0127161j -0.0179677-0.0228965j 0.0104978+0.00643742j -0.00314145-0.00463233j -0.0051963+0.0102887j -0.000964049+0.000365836j 0.0039107+0.0046856j 0.00475375+0.00343626j 0.0113065-0.00665697j 0.00920148-0.00818051j 0.016604+0.00919494j -0.00712806+0.0198781j 0.00423525+0.0155213j 0.0206183-0.00119229j -0.0106944-0.00281205j 0.00279386-0.000988502j -0.00684759-0.014566j 0.000612629-0.00276219j 0.00195259+0.00165934j 0.0025792+0.010602j 0.00384423+0.00234775j -0.00204864-0.00168843j 
-0.00212675+0.000212955j -0.00464188-9.80993e-05j 0.00209985-0.00375573j 0.00266636+0.00286199j 0.000329152-0.00166153j 0.00131351+0.00156599j 0.00247564+0.00276523j 0.00417759-0.00554714j -0.00133616-0.005251j 0.00660305-0.00766248j 0.00473156-0.00246599j 0.00314626+0.00581008j -0.00322074+0.00233344j 0.000273415+0.00398879j 0.00281174+0.00482248j 0.000266336-0.000403985j 0.0041486-0.00747272j -0.0223258+0.0108372j 0.00159648-0.0124084j 0.00365005-0.00622253j -0.0140102+0.013075j -0.00792288+0.00879741j 0.00178412-0.0120022j -0.0169217+0.0115026j 0.00413691+0.00597328j -0.0147317+0.0278226j -0.0144509+0.0136463j 0.0245311-0.01412j 0.0107589+0.0158309j -0.000702454-0.00308318j -0.00903825+0.00273939j 0.00512021+0.00359511j -0.000754111-0.00438314j 0.00303966+0.00132433j 0.00899579+0.00430279j -0.00192184+0.00334591j 0.0022321+0.000276634j 0.00139956+0.00434911j -0.00783627-0.00494804j 0.00103935+0.00463754j 0.0014727-0.00298012j -0.00152089-0.00015786j 0.00404388+0.00562823j -0.00487423-0.001554j -0.00604804+0.00311123j 0.00057868-0.00394563j 0.00257661-0.00243944j -0.00751692-0.00277712j 0.0012225-0.00818123j 0.00530818-7.13535e-05j -0.00571783-0.00870713j 0.00325048-0.000359071j 0.00709419-0.0056484j 0.00549648-0.00764233j 0.00631948+0.00400164j -0.000733699-0.0116788j -0.00348195+0.00598277j 0.00133429+0.00881375j -0.00220896+0.00556945j 0.0046374+0.0128578j 0.013507-0.00230565j -0.0127973+0.000219041j 0.00389129-0.00225825j -0.00397081-0.00416626j 0.000229651-0.00454959j -0.00203513+0.00293575j -0.00726587-0.00720815j 0.000350807+0.000396991j -3.93154e-05+0.00265411j 
0.00142282+0.00184236j -0.00305466-0.0021732j -0.00415734+0.00111524j -0.00347479-0.00247232j 0.00238911-0.000934969j -0.000939237-4.42498e-06j -0.000589386-0.0023242j -0.000714062-0.00149122j -0.00115467-0.000179202j -0.00243815+0.000760825j 0.00335511+0.00467768j 0.000843302-0.00246678j -0.00100864-0.00364416j 0.000366788-0.00164365j -0.0030954-0.00653498j -0.00578856-0.00083102j -0.00143683-0.0014302j -0.00427551+0.002037j 0.00244736-0.00411888j -0.00586535+0.00239294j -0.00359331-0.00528815j 0.0018807+0.00100259j 0.000563293+0.00185611j -0.00174346+3.76257e-05j -0.00501355-0.00674914j -0.00288809-0.00393156j 0.000798143+0.00072414j -0.00316985-0.00366549j 0.00638199-0.00453834j 0.00141132+0.000829565j -0.00204891+0.00232031j -0.00182911+0.00198128j 0.00524243+0.00144892j -0.00558604+0.00322749j -0.00334313+0.000454892j 0.000791161-0.00355438j 0.000221608+0.00129442j 0.00430214+0.00533615j -0.00134724+0.000464679j 0.00408449-0.00569686j 0.00389107-0.00696203j -0.00916503-0.00112504j -0.0106846-0.00703192j 0.00278318-0.00356324j 0.00241605-0.00595672j -0.00622531+0.00108805j -0.00513514+0.00278001j -0.00209274-0.00785613j -0.00920499-0.000475544j -0.000822827+0.0050522j 0.000903111-0.00630574j 0.00641994-0.00978683j -0.0140811-0.00539751j 0.00100441-0.00803306j -0.00927548-0.00556928j -0.00515468+0.0063629j -0.00369364-0.0110585j -0.00143565-0.0109326j -0.0056038-0.00193323j 0.0025979+0.000449531j -0.00512786+0.00335252j 0.00775786-0.00659028j -0.00623807-0.0056911j -0.00297834+0.00180632j 0.00371624+0.00470225j -0.000280284-0.00486597j -0.00249597+0.00260277j 0.00195732+0.000930749j 0.00176846+0.00106616j 
0.00991423-0.00312671j -0.002737+0.00163442j 0.00477372+0.00109512j 0.00210444-0.00323539j -0.00595876+0.00623954j 0.00599529+0.00848546j -0.00105758-0.00371367j -0.00214227+0.00630954j -0.00882795+0.00380649j 0.000500021+0.00883793j -0.00699458+0.00521325j 0.00264431-0.0104022j 0.00375712+0.000222397j -0.00220732+0.00264407j -0.00360201+0.00837802j 0.0100286+0.0022093j 0.00333307+0.0142242j 0.00614518+0.000292319j 0.0099834+0.00520924j 0.000961531+0.00482087j -0.0161305+0.00278266j -0.0167266+0.0137487j 0.00723019-0.00235062j 0.00108745-0.00664844j 0.00363394-0.00130371j -0.00724546-0.00526057j -0.0107162+7.28805e-05j -0.0112869-0.0083932j 0.0111329-0.0153583j 0.00932553-0.00228561j 0.00325137+0.00317105j -0.00290083+0.00137331j -0.00456611-0.00212125j 0.00641245-0.00186154j 0.00286412-0.00332771j 0.00320984+0.0108886j 0.00175114+0.00135589j 0.00150173-7.43403e-05j 0.00311888+0.00802943j -0.0111314+0.00429512j -0.00941092+0.000300155j 0.00483249+0.00332882j 0.0155265+0.00619004j 0.000903839-0.00276062j -0.0051839+6.22342e-05j 0.00175968+0.00318361j 0.00145759+0.0095025j 0.00239425+0.00748007j -0.00238695+0.00383465j -0.000685514-0.00444173j 0.00812242+0.0082546j -0.00460546+0.00709317j 0.000350095+0.0123647j -0.00380788+0.0198624j -0.0106679+0.00358525j 0.013417-0.0014759j 0.0122121+0.000841402j 0.00925909+0.00274484j 0.00722309+0.00937265j -0.013226+0.0211388j 0.0143143-0.000754014j -0.0158019+0.00543082j 0.005607-0.00318115j 0.0163137+0.00704383j -0.00168285-0.0043185j 0.00699668-0.000837727j 0.00846839+0.00176358j -0.0012509+0.00293948j -0.000819614-0.00317191j 
0.00774152+0.00134637j -0.000682848-0.00195637j -0.000175227+0.000158967j -0.00181987-0.00188265j -0.00227688-0.00304715j 0.00138159+0.000208719j -0.000447383-0.0027188j 0.000212517-0.000129482j -0.0059068+0.00187736j -0.00131393-0.000355943j 0.00117571+0.00650624j 0.00612367-0.00610887j 0.00613439-0.00564967j -0.0022762+0.00307215j -0.00287589-0.00209721j -0.0096537-0.00129345j 0.000565697-0.000784785j -0.0083222+0.0058138j 0.00483967-0.00166864j -0.00578918+0.00595852j -0.0145614-0.00695527j -0.0142123+0.00711918j 0.00145829-0.00284995j -0.0104878-0.00274968j -0.00521754-0.00992332j -0.00459291-0.000708845j -0.0113785+0.00409865j -0.00797535-0.0073933j 0.0174828-0.0142761j 0.00655266-0.00429553j -0.00459995+0.000655943j 0.000151342-0.00073299j 0.00339778+0.00282343j -0.00494723-0.000867418j 0.000845868+0.00651625j -0.00100536-0.00628411j 0.000396571-0.00395152j -0.00172302+0.00103819j -0.00412728-0.0124894j -0.00107315-0.00341689j 0.0113778-0.000884253j -0.00545752-0.00260347j 0.00158004-0.00130735j 0.00321262-0.00672875j 0.00243916+0.00473261j 0.00258165-0.00033752j 0.00550563-0.00988227j 0.0069967-0.00957068j 0.00598023-0.002405j 0.00307482+0.00197528j 0.00431178+0.0043742j 0.00748329+0.00373676j 0.00752919-0.00708973j 0.00644007-0.00220845j 0.00812919-0.00134238j -0.00249256+0.00196262j -0.00664495-0.00245611j -0.00292784-0.00473424j -0.00301947-0.00750225j -0.00231802-0.00579806j -0.00560531+0.00312943j 0.00216595-0.00429987j -0.00433402-3.95402e-05j -0.00394528-0.0128955j 0.00735905+0.00653168j -0.00891203-0.00728231j -0.002063+0.00109557j 0.00234653+0.00274598j 0.00292324+0.000614802j 
-0.00716166+0.00194414j -0.00419779-0.00314572j -0.00683458-0.00384503j 0.0035984-0.00505692j -0.00287337+0.00181989j 0.00491932-0.00275764j -0.00310995-0.00398254j -0.000787109-0.00202226j 0.00640415+0.00611827j 0.00245816+0.000813629j -0.00705376-0.00947049j 0.00248637+0.0041727j -0.00535571+0.00476391j 0.00173547+0.00238718j -0.00573832+0.00424688j 0.00240268+0.0104002j 0.0027294-0.0105417j 0.00677215+0.00138735j -0.00556463-0.00214446j 0.00380245+0.00424578j 0.00334628+0.0108798j 0.00276219-0.0056434j 0.00567506-0.000173323j 0.000932288-0.00749464j -0.00160692+0.00892961j -0.00112731+0.0123033j 0.00059833-0.00163311j 0.00336008+0.00133156j -0.00275292+0.00604661j -0.00316281+0.00491007j -0.00178753-0.00267952j -0.00237471+0.00136599j -0.000261859+0.0038154j -0.00123222-0.00111401j -0.00312617-0.00601708j -0.00251397+7.39294e-05j 0.000916038+0.004996j -0.0094341-0.00358307j 0.00945192+0.00918025j -0.00306592+0.00689887j 0.00262214+0.0048488j 0.007843+8.45975e-05j 0.00709931+0.00513445j 0.00595854+0.00431691j -0.00817988-0.00414509j 0.00438542+0.00208587j -0.00243268+0.00346209j 0.00508378-0.000106028j 0.0080229+0.000185039j -0.00252672+9.5665e-06j 0.00610194+0.00461588j -3.89554e-05+0.0116531j 0.00706444-0.00287035j -0.00217833-0.0084213j 0.00323639+0.00711059j 0.00841808-0.00472267j 0.0115553+0.00134111j 0.00610172+0.0155284j -0.00307992+0.00990625j 0.00208599+0.00157657j 0.0112378-0.00645038j 3.91963e-05+0.0069915j 0.00368547+0.00531682j 0.00334638+0.00327044j -0.00448037-0.0057364j 0.00258057+0.00275894j 0.000571538+0.0018045j -0.00181361+0.00147084j 0.000719867+0.00334162j 
-0.000891605+0.00105632j -0.00018069+0.000696976j -0.00157636+0.00376808j -0.00452073+0.00400894j 0.00622177-0.00353628j -0.00331762+0.0030831j -0.000212756+0.00374638j 0.000372537+0.00126059j 0.00263721-0.00772917j -0.00380113+0.00787136j 0.00429321+0.00114513j -0.00212596-0.00222431j 0.00724052-0.00617625j -0.00190786+0.00706646j 0.00871085-0.00556168j -0.000577759-0.000947179j -0.0024987+0.00678316j -0.00513392-0.00723175j 0.000546038+0.00618097j 0.00145751-0.00919857j -0.0010573+0.00165829j 0.00672079+0.00942558j -0.00547575+0.0059004j 0.00458525+0.00174678j 0.00206903-0.00290039j 0.0012704-0.0116709j 0.00530887-0.00538701j 0.00169489-0.00227087j 0.00178199-0.000160679j -0.00231795-0.00329514j 0.00208097-0.000221557j -0.00106059+0.000907246j 0.00604557-0.00271582j -0.00367728+0.00620628j 0.00199481+0.00129702j -0.00353277-0.00284517j 0.00280841-0.0101544j -0.00279439+0.00692209j -0.00895219-0.00595678j -0.00157444+0.000475058j 0.0102262-0.00358969j -0.00130911-0.00694849j 0.00773141+0.00676947j -0.000646406+0.00184873j 0.00070655+0.00687779j 0.00727849-0.00903716j 0.00412804-0.0272908j -0.00165709-0.00625787j 0.00450307-0.00722992j 0.0044068-0.00435171j 0.00141843-0.00247183j -0.012406+0.00270411j 0.0106892-0.00397509j 0.00013854+0.00438823j 0.0105167+0.0099134j -0.00574326-0.00811735j 0.000290605+0.0108395j 0.00031112+8.87435e-05j -0.00214311-0.00228492j -0.00759669-0.00206131j -0.00175976-0.0119769j -0.000812066-0.00202008j -0.000319558-0.00108439j -0.00210038-0.00859716j 0.00211005+0.000674597j -0.00580278-0.00120074j -0.00353798-0.00211967j 0.00029564-0.00208551j -0.000821359+0.00147604j 
-0.00150715+0.00442757j -0.000198079+0.00269554j -0.00240487+0.000929982j -0.00573023-0.00670981j 0.009195+0.011775j 0.00119572-0.000512314j 0.00181983-0.000912371j -0.00591838+0.000105827j 0.0011507-0.0115965j 0.00651128-0.00683158j -0.00476665-0.00254728j -0.00788753-0.00758942j 0.00192976+0.00509197j 0.00170163+0.00516956j 0.00093226-0.00288954j -0.0108826-0.019895j 0.0109562-0.0078365j 0.00312094-0.00162528j 0.00353867-0.00674572j -0.00915014+0.00264832j -0.00851874-0.000122111j 0.0150004+0.00829944j -0.0154363+0.00646196j -0.00221114-0.00214995j 0.00495879-0.00946306j -0.0089614-0.0119549j 0.0156894+0.00287101j -0.00444995-0.00436283j 0.000612669+0.00312185j 0.000508628+0.00455263j -0.00623949-0.000825011j -0.000662115-0.00377729j -0.00355395-0.00331369j -0.00297939+0.000525417j 0.000971375-0.0047624j 0.00126193-0.00341799j -0.0091004+0.00243456j -0.00719699-0.00355894j -0.00255496+0.00269974j -0.00394177+0.00269554j -0.00250428+6.69024e-06j 0.00273733-0.000488633j 0.0058029+0.000700293j -0.00384749-0.00028798j -0.000148342-0.00390281j 0.00702009+0.00964003j -0.00344824+0.0200946j 0.00610067-0.000450533j 0.0116136+0.00357132j -0.00205847+0.00468621j -0.00312431+0.0108413j 0.00908093+0.00543929j 0.00521062+0.000866539j -0.00930881-0.00536647j 0.00496317+0.000396185j -0.0044082+0.0125304j -0.00571734+0.0101695j -0.00324097+0.00838045j -0.00377669+0.00437693j -0.00812176-0.00286408j 0.00225722+0.00909052j 0.00338104-0.00578309j -0.00406047-0.00340065j 0.00361605-0.00327409j 0.0111206+0.000405222j -0.00400635+0.00271333j 0.00166654+0.000403832j 0.000279424+0.00245527j 0.00246225+0.00146873j 
-0.00423047+0.0067497j -0.000733035-5.62222e-05j -0.0104848+0.00554627j -0.002206-0.000146182j 0.00414929+0.00251586j 0.000453735+0.00170355j -0.00450775+0.00152765j -0.00391884+0.00870549j 0.00173835-0.0053763j 0.00433426+0.00509418j -0.00327578+0.00447303j -0.00491034-0.00491968j -0.00414178-0.00377209j 0.00247726-0.0127057j -0.00116286+0.0022177j 0.00815393-0.000538867j -0.0110921+0.00778557j -0.0191896-0.00538388j 0.00028623+0.0128456j 0.011901-0.00114556j 0.000591275-0.00532171j -0.00273609-0.00212062j -0.00447128-0.00937392j 0.00185225+0.00330293j -0.00329142+0.00956749j -0.00154182-0.00847455j -0.00535652+0.000739666j -0.000437789-0.000620907j 0.00284566-0.0012999j 0.00112778-0.00155073j -0.00653165-0.00613664j 0.00273338-0.00477504j -0.00194438-0.00302805j -0.0117167-3.78779e-05j -0.00545342-0.00364349j 0.00251204-0.0116782j -0.000608701+0.00768016j -0.0166876-0.00413235j -0.00861988+0.00441428j 0.00191822-0.0064467j 0.00619056-0.0063257j 0.00527578-0.00506644j -0.00133702+2.83111e-05j -0.00380333-0.003045j 0.00473613+0.00574208j 0.00571508+0.0142497j 0.00104363+0.0122739j -0.000102486+0.0002282j -0.00155177-0.00251142j -0.00165177+0.0186529j 0.00274261-0.00680125j 0.00606339+0.0112852j -0.00806115-0.0012163j -0.0114675-0.0206094j -0.000344622+0.00826668j -0.000126492-0.00505047j -0.00885882-0.0163902j 0.0106771+0.00499212j -0.010088+0.0104281j 0.00594202-0.000715095j 0.00461944-0.000473461j 0.00805081-0.0121735j 0.000784022+0.00612444j -0.0110675-0.00816468j 0.00654057-0.00343654j -0.00461689+0.00456899j 0.000731827+0.00269143j 0.00347188+0.00318153j -0.00100679+0.000718224j 
0.00397894-0.000234978j -0.000378685-8.1907e-05j 0.00437525-0.0006072j -0.00332015+0.00171189j 0.00151407-0.00275335j -0.00118184-0.00110415j 0.00244676+0.0013131j 0.00420932+0.00670875j 0.00237916-0.00394054j 0.000682932-0.00242566j 0.00132805-0.00297031j 0.00224127-0.00287663j 0.00432585-0.00851928j 0.00137209-0.0051855j 0.00795287+0.00275587j -0.00863266-0.00741472j -0.000612585+0.0024012j -0.00297349-0.0104051j -0.0157759+0.00190213j 0.0133122+0.00113861j -0.00503364+0.00683639j -0.00113277-0.00448789j -0.00284669-0.00577249j 0.00178955+0.00513104j -0.000217823-0.00279179j 0.00136575+0.000540893j -0.00093745-0.00177809j 0.00101122+0.000218777j 0.00129885-0.000602128j -0.00262633-0.000990456j -0.00225306+0.00245937j 0.0038164+0.00303906j 0.00232743+0.00255777j 0.0049537-0.00119673j -0.00437282+0.00238738j -0.00488324-0.00217429j 0.00157558+0.00100084j -0.0129204-0.0156699j -0.00545062-0.00321252j -0.000452891-0.00158503j 0.00386487-0.00615593j 0.00287302-0.000875195j 0.0036523-0.00909989j 0.000957462+0.00127971j 0.00418277+0.00783045j 0.00145012-0.0100802j 0.00416648+0.00101021j -0.00806673-0.0018512j 0.0129152+0.00224762j -0.0104728-0.00914791j 0.0157733+0.0060024j 0.00960036+0.00742241j -0.000296491-0.0179257j 0.0107612+0.00849121j 0.00218012-0.0196972j 0.00297543+0.00302385j 0.0213114+0.000945328j 0.00367305-0.000439575j 0.000249586-0.0200099j -0.0150716-0.000435653j -0.0072272+0.00814309j 0.00246865+0.00471936j 0.00214927+0.0061186j 0.000603891+0.00216712j -0.00322997+0.00114231j -0.00116995+0.00107524j -0.00217618+0.0010908j -8.55999e-05-0.000299694j 0.00188066+0.00170211j 
