-0.0302952+0.0111677j -0.0044894+0.0514552j 0.0389252+0.122719j 0.0654868-0.0825446j 0.0515781+0.0190857j -0.124739+0.0491021j -0.00615852-0.0556128j -0.0672394+0.00179187j -0.056149+0.043794j -0.00767645+0.0776326j 0.00828894-0.000669916j 0.0856071+0.114374j 0.0915177-0.00419077j 0.0293969+0.102467j -0.114027-0.0386741j -0.1054+0.0397781j 0.0300812-0.0291318j -0.0912798-0.0157029j 0.038979+0.0593227j 0.0350246-0.128256j 0.00689873-0.0394533j 0.0340427-0.101028j -0.275853+0.0359403j 0.107206-0.0932143j 0.20818+0.144996j -0.0607342+0.172313j 0.0933264-0.0447605j -0.0353427-0.0874656j -0.0109899-0.117675j 0.0615903+0.0426634j 0.1546-0.14627j -0.0244102-0.078641j 0.0428136+0.117272j -0.022465-0.0720313j 0.0288796-0.0795978j -0.191272-0.0460693j 0.106609+0.21425j -0.184521-0.00349343j -0.0362604+0.0902465j 0.0780019+0.0119009j 0.0389011-0.0276439j -0.0227417+0.0152082j -0.0359691-0.00469611j -0.0285895+0.0534062j 0.0107826+0.0502346j -0.0451854+0.010221j -0.00989588-0.0248292j -0.00917875+0.0463405j -0.00454946+0.00228095j 0.029357+0.00330329j 0.00127891+0.0226756j 0.0491267-0.0215733j -0.0489489+0.00980046j -0.0324829+0.0094325j -0.0305484+0.0181841j 0.0107459-0.0503497j -0.0243131+0.0164834j 0.0513443+0.0350287j -0.0156572-0.00591299j -0.00478145+0.0223408j -0.0188591-0.00542495j -0.00198717-0.0135213j 0.0402091-0.00443732j 0.0525199+0.00333557j -0.00133563-0.00819051j 0.0387489+0.054736j -0.0130059+0.0422674j 0.00724496-0.0111305j 0.00858466+0.0359316j -0.081079+0.00639427j 0.0135259+0.0151361j -0.0112487-0.0348915j 0.0246218+0.0461582j 0.0175775-0.0562639j -0.0128598-0.0286731j 0.0304626-0.0342511j 0.00585686+0.000708366j -0.0112076-0.000490799j -0.0472406-0.0111082j 0.0171039+0.0339164j 0.0226869+0.0150617j 0.0114725+0.00434202j 0.0307291-0.0111713j -0.0351442+0.0626653j 0.0119156-0.0357031j -0.00706996-0.020964j 0.000676783-0.0327883j 0.00703012-0.0331632j -0.0567574+0.112374j 0.123784+0.0376968j 0.0237285-0.0352425j -0.00185789+0.0331295j 
-0.0159497-0.0146232j -0.00120325+0.0206778j -0.0141562-0.0273565j -0.0525073+0.0138575j -0.029464-0.0236914j 0.0425597+0.00298219j 0.00963993+0.0438666j 0.0211943+0.0257584j 0.0109996-0.0124497j 0.0017774-0.0343364j 0.00942728+0.0269929j -0.0181484-0.0407823j -0.0366779+0.0221753j 0.0226195-0.0633635j 0.0525806+0.0579887j 0.0370642+0.012525j -0.0236252+0.00303619j 0.0644486+0.0195497j -0.0178138+0.011729j -0.00621909+0.0811827j 0.00166785+0.0411207j -0.0331216+0.0581794j 0.134541-0.00870932j -0.0318241+0.00519421j -0.0565496-0.0605171j 0.0523156-0.0685376j -0.0747993+0.0213324j 0.0136107+0.0120307j -0.0318987+0.0768283j -0.0420352-0.0016286j -0.0541409+0.0527235j 0.0360918+0.0234828j -0.0256519-0.0398722j -0.00644278+0.0318541j -0.00720903+0.0151363j 0.0850608+0.00515612j -0.0911785-0.0570032j 0.0635076-0.00949505j -0.00678842-0.0510077j -0.0115142+0.0347226j -0.0346618+0.0484542j 0.0165366+0.00479385j 0.0481329-0.0498765j -0.0433708-0.127135j -0.035115+0.00799993j 0.0434517-0.0621628j 0.0535779-0.0482442j -0.0167593+0.009729j -0.0359125+0.0124562j -0.0102866+0.0418567j -0.0384549+0.0420736j 0.0503253+0.00747645j -0.0501009-0.0300775j -0.0229599-0.0448918j -0.0193919-0.013404j 0.0822566-0.0406406j -0.0328153+0.0206606j 0.019031+0.0537448j -0.0254115-0.0270237j -0.00992398+0.0393556j -0.0185678-0.0150865j -0.0341255-0.00657432j 0.0995143+0.0111248j 0.0487523+0.0311356j 0.0517695+0.00490235j 0.022865+0.101722j -0.0257232+0.029375j 0.0328522-0.0112958j 0.0247989+0.059291j -0.111167-0.0438268j 0.0428585+0.0376024j 0.00337918-0.0358628j 0.0499214+0.104082j 0.0966771-0.0627603j -0.0919969-0.0646944j 0.0747472-0.0771905j 0.0219689+0.0294041j -0.0532854+0.0180927j -0.0444132-0.0479738j 0.0108833+0.0775938j 0.0536889+0.0382091j -0.00416441+0.00698449j 0.102099-0.0361004j -0.0836211+0.116603j -0.0385169-0.105655j -0.0788789-0.0664935j -0.00989157-0.060253j -0.0378735-0.00654396j -0.0209447+0.197505j 0.22313-0.0207017j 0.0384647-0.0390475j -0.0257492+0.0753998j 
0.00368133-0.018392j -0.0163645-0.0138754j -0.0633608+0.00372002j 0.0360746+0.0228325j -0.0286028+0.0529847j -0.0499978-0.0476444j 0.0160877+0.00301665j 0.0119334-0.0256585j -0.0403962-0.00692212j -0.0528883+0.00123191j 0.00289954-0.00782202j -0.0290915+0.0615064j 0.00596984+0.0148152j 0.0519359+0.0109992j -0.00193756+0.042304j -0.0342722-0.0113456j 0.0732895-0.0230184j 0.000403972+0.0520846j -0.0051691+0.0348364j 0.022205+0.0312094j 0.00628606+0.0424148j -0.0299117+0.000305538j -0.00548275+0.075935j -0.0187227-0.0642201j 0.101731+0.00272174j 0.0412557+0.0557734j -0.0236842-0.0093675j 0.0196135-0.0534938j -0.0691337+0.0459788j 0.00354816+0.0558847j 0.032383+0.0233098j 0.00477742+0.00706154j -0.0240752-0.00979225j 0.0359013-0.0210874j 0.0641097-0.0307138j -0.032257-0.0867299j -0.0762732+0.0506024j -0.0557414-0.0714818j -0.0153763+0.0289875j 0.0230497+0.0435171j 0.0330878+0.00102363j 0.0515358-0.0309153j -0.053499-0.119201j -0.0573693+0.0734185j -0.0144624+0.0479113j -0.0617602+0.0374792j 0.0267968-0.0598575j -0.0107629-0.0772543j -0.0349909+0.0168693j 0.0404173-0.0356123j 0.00778989+0.0104403j -0.050778+0.0489515j -0.0226366-0.0452474j -0.0747629+0.00599644j 0.0152739-0.0337329j 0.0313387-0.0141805j -0.0283377+0.0080836j 0.048246+0.0247485j -0.00823813+0.0134095j -0.0348418-0.0470154j 0.0997748-0.0230952j -0.023781-0.0484592j 0.0493171+0.0583981j -0.0570766+0.0406686j 0.0444998+0.0232118j -0.0291053+0.0386062j -0.0518169-0.0183865j 0.00122593-0.0438766j -0.0881633-0.0623752j 0.0225438-0.073969j -0.00282923+0.0748857j 0.0614203+0.112781j -0.0599703+0.0653006j -0.0157832+0.0349083j 0.122405-0.0115263j 0.0794451+0.0707962j -0.0311122+0.00665822j -0.115349+0.00266881j 0.0342819-0.0396163j 0.0247006-0.0238163j -0.00663694-0.0229578j -0.0202386-0.101902j 0.0316742-0.066685j 0.0601438+0.00173358j -0.150913+0.0224053j -0.0561686+0.0304599j -0.0173396+0.0803216j 0.0100292+0.0791774j 0.213086+0.0089475j 0.00545466-0.221939j -0.0289714+0.0957696j -0.0495652+0.0439009j 
0.0235842+0.036534j 0.0167694-0.025853j 0.0197717+0.0157573j 0.0302954-0.00897586j 0.0223752+0.00736009j 0.028673+0.018541j -0.0139318-0.00252434j 0.00361833-0.0121498j 0.0177175+0.0274593j -0.000785811+0.0124695j -0.0350875-0.0220386j -0.00222225-0.00178372j -0.00301801-0.0160356j -0.00959605-0.0464243j 0.00737747+0.00219207j 0.0117171-0.0193807j 0.010723+0.0123961j 0.00844528-0.0274579j 0.000351927-0.00488489j 0.0136217-0.0174199j 0.00995436+0.00577723j -0.0247712+0.0097757j -0.00751398-0.00650582j 0.0365873-0.00982214j 0.0154899-0.0134144j -0.0104835+0.00128766j -0.0574563-0.0174107j 0.00971898-0.0335287j -0.0108232-0.044607j -0.00671366+0.0177406j 0.0133519+0.0182995j 0.0507701-0.00104454j -0.0316982+0.0348396j -0.00985898-0.0293687j -0.00701498-0.0123094j 0.00816251+0.013998j 0.0210239+0.00415154j -0.00469578+0.0287574j -0.0309894+0.0254205j -0.0192911-0.0145823j 0.0144966+0.0141789j -0.0144101+0.0315587j 0.0362148+0.0476818j 0.0927772-0.0265317j -0.00313875-0.097213j 0.0182393-0.0173923j 0.0496298+0.0285051j 0.0132886+0.00736757j -0.0459199+0.00610529j -0.0848279+0.0946123j 0.0118583-0.126619j -0.0580175+0.00448316j -0.0852819+0.00569932j -0.0175192-0.0637735j -0.0980988+0.0219696j -0.0472389-0.0683479j 0.0343155-0.0381103j -0.170036+0.06798j 0.0900731+0.0660035j 0.0585245-0.0747979j -0.0351662-0.00037866j 0.0381406-0.0868268j 0.00280281+0.0010203j 0.0317715+0.0582539j 0.000640298-0.0578618j -0.0379422+0.0515743j -0.176879-0.146117j -0.00695561-0.0970412j 0.109062-0.165857j 0.0520789-0.0579479j -0.0170038-0.0710609j 0.0126811-0.0208539j 0.0788257+0.0565719j -0.0737873+0.0119603j -0.0792577-0.0138231j -0.0847483-0.0180623j 0.093164-0.160352j -0.182595-0.0195205j 0.115081+0.179126j -0.0575894+0.0647684j 0.120718-0.00508167j 0.0283761-0.0369915j 0.180926+0.0218988j 0.173175+0.00384744j -0.103683-0.0348979j -0.0833198+0.231255j 0.242368+0.0918113j -0.0733971-0.170483j -0.0125744-0.047304j -0.0704895+9.46579e-05j -0.0456296+0.0454969j -0.00557144-0.0580897j 
0.017898-0.00809471j -0.00662655-0.0279134j -0.0166055+0.0153162j 0.0148887+0.0171075j 0.0254715+0.0208783j -0.00447314-0.0068278j -0.0105723+0.00758655j 0.0153335+0.00229089j -0.00664213+0.00316253j 4.36448e-05+0.0043124j -0.0211123-0.0380207j -0.00477786+0.0232577j -0.00776015+0.00281266j -0.00164072-0.0245482j -0.00735563-0.0119282j -0.00510418-0.029222j 0.0123554-0.0156146j 0.00498881-0.00928664j 0.0156347+0.00577094j 0.00689776+0.0275711j -0.0128039-0.0119393j -0.0361488+0.0216356j -0.00302048+0.00902244j -0.0428346-0.0192792j -0.0339923-0.00239105j -0.0122233+0.0508843j -0.0245864+0.0455454j -0.0156179-0.00442832j -0.0334218-0.00932354j -0.0208475+0.00324362j 0.0166887+0.00715684j -0.0206646+0.017855j -0.0460465-0.0181555j 0.0124481-0.036199j 0.00679347+0.0291691j 0.0373651+0.00627118j 0.00607626+0.0174043j -0.0271172+0.00610977j 0.00387276+0.0169261j -0.0355614+0.0229129j -0.000650906-0.00639766j -0.00699088+0.00168522j -0.0512907+0.0308744j 0.0458639+0.0332897j -0.00574946-0.0993114j 0.0346179+0.00834316j 0.0589178-0.0160479j 0.00918039+0.0241272j -0.0167879-0.0290589j -0.0629698+0.00317481j 0.0540228-0.0634502j -0.0462693+0.0220884j -0.0184082-0.00417334j -0.0211508-0.0200253j -0.127848+0.00602073j -0.105139-0.00246305j -0.0202904-0.0443678j -0.0652595+0.0906216j 0.0213547+0.0937272j 0.0983606-0.117545j 0.153467-0.0731276j 0.051427+0.0184858j 0.104447+0.0467485j 0.0769917+0.0647696j -0.0881615+0.0106462j 0.0174498+0.0963427j 0.0670165+0.152064j -0.107545+0.0108283j -0.152518-0.0416333j 0.0291787+0.108726j -0.0391605-0.0798628j -0.100205-0.0218263j 0.0219983-0.0536162j 0.0359552+0.00195998j 0.0523327-0.152327j 0.0786245+0.134952j -0.115155+0.0557222j 0.0110704+0.0139455j -0.129721-0.140021j -0.162841-0.0603614j -0.126368+0.117984j 0.0809395-0.0081724j 0.081021+0.0549378j -0.0754916+0.177623j 0.00851699-0.0648508j -0.211685-0.0999476j -0.0192088+0.223546j 0.121816-0.0233201j 0.0432952+0.011118j -0.00518584-0.0199143j -0.0292744+0.0420728j -0.0360167+0.00340884j 
-0.0142379-0.0192054j 0.00536496+0.00358618j -0.0132539-0.0147995j -0.0215897-0.00647999j 0.0011353-0.00557154j 0.0265876-0.0092072j 0.0179012+0.0204015j -0.00885448-0.00416764j 0.00875644-0.00775872j -0.00609863-0.00348356j 0.00608825-0.00410971j 0.0129591+0.000819238j -0.0110545-0.000423581j -0.00324535-0.0140254j 0.01551+0.0314794j 0.0495726-0.0335791j 0.0117685-0.0153791j -0.00810982-0.00560842j 0.032045-0.00189252j -0.0100112-0.00174013j -0.00258553-0.00341587j -0.0110783+0.000614247j 0.0174332+0.000909434j 0.0107003-0.0245661j -0.0332995-0.0190624j 0.00134286+0.00479827j -0.00972338-0.0373944j 0.00676909-0.0215326j 0.0495637+0.0101212j -0.00410184-0.019964j -0.0108186-0.0122567j 0.0044924+0.0242948j 0.0100475+0.0075067j -0.0149614+0.00010856j 0.00612292+0.0156767j 0.0231363+0.00686248j -0.0238794-0.00161171j 0.00402989+0.0124585j 0.0139486-0.0022323j 0.0064276+0.00702766j -0.0071927+0.00997649j -0.0103268-0.000752297j -0.0290387-0.0569529j -0.0210938+0.0059021j 0.00292687-0.00226644j -0.0763485-0.0119692j -0.0102441-0.0265008j -0.00762826-0.0246135j 0.0194523+0.0492433j 0.0735805-0.0347636j 0.0509106+0.0101287j 0.0401637-0.0480744j -0.0959607-0.00489811j 0.0188366+0.00591333j 0.0222951+0.0613478j -0.146233-0.15434j 0.0566656+0.0224543j 0.138233+0.0867876j 0.0424707-0.123814j -0.217664-0.0682172j 0.0460732-0.08636j 0.152465+0.0787824j 0.12973-0.065326j 0.005864+0.123806j -0.0730285-0.0737844j -0.0781232-0.100909j -0.000669238+0.098428j 0.0132455+0.0274754j -0.046521-0.0253162j 0.0874611-0.195732j -0.0195208+0.0701686j 0.0203514-0.0382602j -0.376897-0.203121j 0.048254-0.171238j 0.0270587-0.148409j 0.038189+0.101517j 0.0747458-0.133147j 0.0940139+0.101608j -0.168583+0.0740836j 0.0593158-0.00612362j 0.0421459+0.182058j 0.144753-0.0880146j -0.161244-0.0146449j 0.030205-0.045622j 0.113697-0.0406686j -0.0857976-0.0113708j 0.00823846-0.0748302j -0.08757-0.0223977j -0.0472399+0.0298948j 0.0324451+0.0226483j 0.00642887+0.0207869j -0.0194285+0.00850552j 
-0.0102464-0.0147961j -0.00972696+0.0163582j 0.0139186+0.00503584j -0.0388563+0.00803803j 0.0108581-0.0179116j 0.000486562+0.000833823j 0.00054241+0.0197907j 0.0166429+0.0185398j -0.00119726-0.019297j -0.000330697-0.0141196j 0.0289977-0.00573478j 0.0127358-0.00289519j 0.00938946+0.00577328j -0.0263374-0.0173927j 0.00617813-0.00580062j -0.0053773-0.000903085j -0.000549436-0.0258695j 0.0323708+0.0222387j 0.00705622+0.0005529j -0.000917805-0.00395009j -0.0138542-0.0240323j 0.00133071+0.00716684j 0.0426953+0.0147429j -0.00263008+0.00873361j 0.0266081+0.0223312j -0.00431292+0.00410257j 0.0134329-0.00314635j -0.00336354+0.00011824j -0.0191636-0.0209076j -0.00592255+0.0312105j 0.0232997-0.0316402j -0.0301884-0.0265582j 0.00283021-0.0092263j 0.00275684-0.000687856j -0.0155555-0.00206649j 0.014451+0.0293498j -0.00824251-0.00130773j 0.00395891+0.00328125j 0.0154371-0.00970966j 0.0159007+0.00665126j 0.0030474-0.00171096j 0.0113024-0.00402107j -0.0188755-0.00491143j -0.0582174-0.0163829j -0.0202965-0.00444773j 0.0262865-0.0116714j 0.0188852-0.0184947j 0.0274535+0.0353403j -0.00399707+0.00227991j 0.0798197-0.050826j 0.080552+0.0779083j 0.144264-0.000901994j 0.022226-0.0203454j 0.0280561+0.011113j -0.0932384+0.0881506j -0.162794-0.0639336j 0.0295247+0.0109203j -0.00521002+0.0777887j -0.0172552+0.127509j -0.140111+0.102604j 0.0910075-0.0278504j -0.041876-0.0626385j -0.0728292+0.0844165j 0.10292+0.0550208j -0.0683077-0.0529335j 0.0332218+0.167386j 0.134383-0.258689j 0.120697+0.0867985j -0.0642191-0.0134302j 0.0822731+0.170686j -0.029829+0.121428j 0.0776322+0.0521309j -0.078921-0.0677175j -0.0311429+0.0802121j -0.275261-0.00497244j -0.0280775-0.297479j 0.140624-0.289184j -0.0497556-0.103542j -0.0150447-0.108953j 0.147033-0.0762743j -0.134021-0.052713j 0.105899+0.147637j -0.114325-0.106356j -0.0367378+0.0841354j 0.0539216+0.0584313j 0.0725405-0.0327934j -0.0404983+0.0390927j -0.0491156-0.0834699j 0.00757724-0.0608826j 0.0342395+0.0451347j 0.0361929-0.0136822j 0.0123513+0.0205211j 
0.00268561-0.0329802j -0.0343675-0.0207724j -0.0351904+0.0156658j 0.0169533+0.0202117j -0.00922175+0.0112159j -0.0402946+0.0105894j -0.0136697+0.0126283j 0.00975922+0.00831087j -0.038945+0.0104933j 0.00962438+0.000757979j 0.0220393+0.0137622j -0.0102438-0.00663092j 0.00640613-0.00368142j 0.0174868+0.00416026j 0.0260215-0.0240517j -0.0255426+0.00176077j 0.0248431-0.00256934j 0.0165745-0.0269537j 0.00956442-0.0238532j -0.00420326-0.00569778j -0.0163288+0.0379003j 0.0146631-0.0134487j -0.00220927+0.00924996j 0.00201985+0.00236293j 0.00751457+0.00539293j 0.00809701-0.0292553j 0.0115072+0.018123j -0.0213516+0.0133887j -0.0228291+0.0409816j -0.023285-0.0249469j -0.0231866+0.0267821j 0.012959-0.000354874j 0.00951624-0.0302145j 0.0175746+0.00547035j 0.00173195-0.00788146j 0.000915457-0.00813059j 9.46498e-05-0.00462058j -0.0252499+0.010234j 0.0158911-0.000360857j -0.00917002+0.0252119j 0.00471924-0.0197376j 0.0124457-0.00237029j -0.0453729+0.0304709j 0.0417087+0.0215139j 0.0420285-0.0549313j 0.133882+0.00781999j 0.0743291-0.044987j -0.0179325+0.0199612j -0.0601444-0.0722451j -0.160201-0.0220561j 0.00623329+0.129201j 0.0451436+0.0601106j -0.0111081+0.0225313j 0.0833487-0.0341377j -0.141477-0.0316231j -0.113203-0.0366754j -0.0788404-0.00796913j -0.0436186+0.0376469j 0.0920175-0.0661906j 0.196277-0.0109189j -0.0480248-0.00340722j 0.180318-0.0682564j -0.0418375-0.0526986j -0.182526-0.0263056j 0.0871522+0.00693689j 0.139722-0.16685j -0.147258+0.0676441j -0.0257391+0.133943j -0.1315+0.0171059j 0.032625-0.015477j -0.0421268+0.198279j -0.128625+0.245389j -0.0423499-0.113191j -0.117882-0.119314j -0.153264-0.0455792j 0.0679573+0.0142606j 0.0609288-0.104846j -0.117239-0.0820225j 0.215437+0.13386j 0.19928-0.258392j -0.00703344+0.00384655j -0.0716531-0.0536152j 0.0235359+0.0820604j -0.131455-0.0518915j -0.0442748-0.066085j -0.0201856-0.0189664j -0.0204347-0.0114316j 0.0307175+0.0802117j 0.0372028-0.0099821j 0.0269796+0.0200332j 0.012314+0.0181314j -0.00703286+0.0207926j 
-0.00607835-0.0172982j -0.0187826+0.0233583j -0.00573129+0.0267323j -0.0327661-0.0054936j 0.017188-0.00381676j -0.00150022+0.014504j -0.00654402+0.0107719j 0.00748853+0.0137168j -0.0224233+0.00118623j 0.010873+0.0166375j -0.0131077-0.00690978j -0.015024+0.00382955j -0.00361266+0.00814361j 0.00153955+0.0387897j 0.000453585+0.0129132j -0.0112133+0.0319768j 0.0107359-0.0284018j -0.0379903+0.0293786j 0.0164411-0.00470865j 0.013328-0.011203j -0.00810706-0.0124749j 0.0540067+0.0270801j -0.00469446-0.0078203j 0.00288062-0.0194516j 0.0211015+0.020647j -0.0247009+0.00753752j 0.0117761-0.00532923j -0.00032132-0.000878954j 0.0243006-0.00881023j 0.00925841-0.00265297j -0.0288771-0.0138955j 0.00109832+0.00351623j -0.00279114-0.00393239j 0.00319411+0.0046503j -0.00452145+0.00929046j 0.00814466+0.00862528j 0.00519514+0.000642062j -0.00415881+0.00857118j 0.0176569-0.0127534j 0.0139845+0.00674038j 0.00484286-0.011138j 0.0165232-0.0133332j -0.0462186+0.00189951j -0.00787704-0.0566583j -0.0214769-0.0268558j 0.0268471-0.036266j 0.0339737-0.0225095j -0.0222718+0.0470385j 0.00428896-0.0760102j -0.0330151+0.0167742j 0.0486111-0.0371117j -0.0263112-0.0650517j 0.058363-0.0800801j 0.11691-0.13824j 0.140226-0.0668386j 0.0873313-0.150044j -0.0120606+0.0562836j -0.120432+0.123007j -0.16716+0.0265365j -0.0819306-0.0358692j -0.105484+0.0525835j 0.0241036+0.116752j 0.069757-0.376143j -0.0475489+0.0979815j -0.0309318+0.172139j 0.304333-0.0406158j -0.00488518-0.0106164j 0.183434-0.0240672j -0.124484-0.167649j 0.060934+0.119199j 0.203292+0.167074j -0.0756262-0.0499708j 0.0327616+0.139106j 0.00135383-0.0514289j -0.033345-0.130338j -0.00481842+0.0196419j -0.00796855+0.0467363j -0.188616+0.253588j -0.0258758-0.00438307j -0.093847-0.0577534j -0.0387893-0.0774775j 0.0858414-0.0412341j 0.0081065+0.030329j 0.00225833-0.0614084j 0.0507502-0.0294241j 0.0386015-0.0416839j 0.0497723-0.0551545j 0.0263064+0.0179536j 0.0271345-0.0431219j -0.0129208+0.0335835j 0.0429896-0.037437j 0.0240277+0.0317571j 
0.000629581+0.00333335j 0.0196318+0.0171445j 0.043206-0.0101797j -0.0105762-0.0239431j 0.00474856-0.0049437j 0.0301411+0.0263482j -0.00939567+0.0155976j 0.0128295-0.0124713j 0.0357552+0.00311219j 0.00799623-0.00543593j 0.0226261+0.022834j 0.00711114+0.0225087j 0.00122086+0.0105013j 0.0236377+0.0177312j 0.00394877-0.0109705j 0.000176561+0.0214553j -0.0385892-0.00779949j -0.00936565+0.000997546j 0.00918109-0.00881467j 0.00949326-0.00827081j -0.00160495+0.0175052j 0.0399002-0.0164207j -0.0204994-0.00975335j -0.0245873+0.000461898j -0.00693157-0.0380734j 0.00295665+0.0208342j 0.00170361+0.0109934j -0.0153277+0.00761562j 0.00872786-0.0047125j 0.00142283-0.00176703j 0.0151359-0.000154743j 0.00116579-0.0124718j -0.00425576+0.0109479j -0.0136255+0.00383069j -0.0189688+0.00467285j 0.00719447+0.0158199j 0.00511177-0.00598609j 0.0140464+0.00450802j -0.000636726+0.00295181j 0.0049134-0.00792431j -0.00667244+0.0032402j -0.00425047+0.00342597j 0.0603265-0.0406826j -0.0574559-0.0215357j -0.0180336+0.00615056j -0.058107-0.0536851j 0.0219327+0.038148j 0.0939019-0.0170529j -0.0334272+0.0264044j 0.150322+0.0342316j 0.149221+0.0625323j 0.041565+0.0479746j -0.0101744-0.168032j -0.119603-0.0954523j -0.111121-0.107225j -0.0591581-0.017052j -0.0854935+0.104525j -0.072293+0.06667j -0.03013+0.0215637j -0.167247+0.258605j -0.183802-0.22559j -0.0271042-0.171981j 0.234612-0.0314699j -0.279194-0.012292j -0.0826594+0.0486303j 0.0127778-0.0355351j 0.0390286+0.0993905j -0.0688149+0.0146651j 0.052386-0.136043j 0.0125856+0.0635279j 0.189311-0.257534j 0.0630856+0.0473869j -0.00315123+0.0197702j -0.0702877-0.0153945j 0.181839-0.00420816j -0.110781+0.0692841j 0.204093-0.0840642j 0.129615-0.13575j 0.153477+0.109398j -0.119491-0.0370304j 0.0014565+0.00961047j 0.0300247-0.0170661j 0.00125924-0.0116786j 0.0353756-0.0349406j 0.035941+0.0707588j 0.0290457-0.0490159j 0.0314414-0.0306466j 0.0378569-0.0589853j -0.0321994-0.0360808j -0.0106981+0.0299658j 0.0172772-0.0203217j 0.0215676+0.0207644j 
-0.00302213-0.0154221j -0.0202619-0.0184148j -0.0156111-0.00540396j -0.0162923+0.0142426j -0.0120006-0.0150196j -0.00733159-0.0187232j 0.0107738-0.00759163j 0.0147784+0.0163485j 0.0236538-0.0149815j 0.000396741-0.0156487j 0.0063134-0.0059084j -0.0147021+0.000136968j 0.0280068+0.0233947j -0.0043497-0.00178412j 0.0125781+0.0215208j -0.018997+0.019053j -0.0359338-0.0258545j -0.00666003-0.0108417j 0.0204722-0.0393522j 0.00355235+0.00210573j 0.00309681+0.0215885j -0.0194202-0.00412986j 0.0474344+0.0329084j -0.00388485-0.0138124j 0.000372956+0.0154341j 0.0110799+0.00197433j 0.0171739-0.027347j -0.0077152+0.0188991j 0.00870069-0.00628246j -0.0165748+0.00592832j 0.00140893+0.0112534j 0.0113965-0.00849999j 0.000722737-0.0117454j -0.00177692+0.00903032j 0.000746795-0.00481191j 0.00744633-0.014246j -0.0102184-0.0083213j -0.00432923-0.000169067j 0.0111484+0.000222658j -0.0026403+0.00769962j 0.00642084-0.00270053j 0.015646+0.00907323j -0.057116-0.00125925j -0.0126517+0.0176259j 0.00723189+0.0365899j 0.0231949+0.0896711j -0.029019-0.0286901j -0.00906854+0.073774j 0.0416027+0.0246285j -0.0134521+0.0139179j 0.0292446+0.0101407j 0.00469607-0.115384j 0.172703+0.0844186j -0.0311641+0.18309j -0.130486-0.291622j 0.11677+0.0632817j -0.0495047-0.0421368j 0.0230119+0.113846j 0.105621-0.0416616j -0.0337104-0.217282j 0.0459829+0.0835963j 0.123445-0.192613j 0.0139595-0.023136j 0.05306+0.108394j -0.219212-0.110358j 0.162493-3.78797e-05j -0.0688973+0.0181794j 0.0378492+0.114385j 0.141149-0.192537j 0.043037+0.174643j -0.0535424-0.202073j 0.00510193-0.119868j -0.136019+0.0998673j -0.0832563-0.0327274j -0.0453121-0.105691j -0.00169301-0.055697j -0.202408-0.114769j 0.25048+0.107155j -0.0383462+0.0035144j -0.0793714+0.00757988j 0.101953-0.0785001j -0.0130511+0.0919504j 0.0182147+0.00883594j 0.0150712+0.0656203j -0.024142-0.070732j 0.00548737-0.00845234j 0.00222763-0.0217448j -0.0162791+0.0244678j 0.0269693-0.0096481j 0.074295+0.0405926j 0.0241152+0.0318617j -0.0218222+0.00857315j 
-0.0111746-0.00091494j -0.010932+0.00395273j -0.0340632+0.00988873j -0.0104371+0.00582586j -0.0150511+0.0337778j -0.00209486+0.0126577j -0.0037641-0.00922298j -0.00313764-0.0160056j -0.0199842-0.0639565j -0.00848402+0.0144132j 0.0102682-0.0165455j 0.0173575-0.0126651j -0.0205862+0.0376667j 0.0152069+0.000968599j -0.0134307+0.0304313j -0.0304952+0.0358929j -0.00442462+0.0134427j -0.0408344+0.0280175j -0.0330078-0.0224675j 0.00244904-0.00389671j 0.00973918+0.0425131j 0.000510637-0.00516767j -0.0113956+0.00245127j -0.00436273-0.0177578j -0.00802157-0.000555063j 0.00325209-0.00311313j -0.0217938+0.0193993j 0.0115782-0.0043636j 0.00565371+0.00921913j -0.00389-0.00863731j -0.00121791-0.00634982j -0.0140276+0.00397162j 0.00160361-0.00757089j 0.00212259+0.00485228j 0.00960642+8.65477e-05j 0.00304595-0.00553513j -0.00272306+0.00232208j -0.0042207-0.00588693j 0.00183622-0.00779802j 0.00233093+0.000490347j 0.00149814+0.00475516j 0.00104783-0.00967229j -0.062837+0.0131009j 0.026126-0.00552292j 0.0876575-0.0937331j 0.0264115-0.108664j -0.00945078+0.00375799j -0.0103544-0.00698536j -0.00411186-0.127468j 0.0132321-0.138366j 0.0753834-0.148661j 0.0796162-0.029995j 0.00153067-0.0291557j -0.141539+0.168939j -0.0311701+0.10954j 0.0203842-0.22415j -0.07137-0.272753j -0.216651+0.0139241j 0.0740092-0.118251j 0.0259921-0.00127658j 0.04288+0.08042j -0.143435-0.0644744j -0.00615802-0.112767j 0.0519147-0.0908555j -0.0861124-0.0139278j -0.0522344-0.300885j 0.0518513+0.252804j 0.0648843-0.148507j 0.313501+0.0422667j -0.0210225-0.189986j -0.00820203+0.0619021j 0.182333-0.0435794j -0.0600952+0.0267149j 0.0628324-0.161461j -0.0182502-0.0366905j -0.0341164-0.103207j 0.0616968-0.00216119j -0.0951746-0.0641575j -0.00668466-0.0175434j 0.0172936+0.0848254j -0.076967-0.0519618j -0.0271827+0.0103961j -0.026428-0.0263403j -0.00849836-0.0261741j -0.00373032-0.0708763j 0.0124801-0.0184642j -0.00423131-0.0356945j 0.00975387+0.0401561j 0.0445395+0.0179126j 0.0186572+0.0121609j 0.00617341+0.00561453j -0.00927994-0.00417354j 
