-0.0302952+0.0111677j -0.0044894+0.0514552j 0.0389252+0.122719j 0.0654868-0.0825446j 0.0515781+0.0190857j -0.124739+0.0491021j -0.00615852-0.0556128j -0.0672394+0.00179187j -0.056149+0.043794j -0.00767645+0.0776326j 0.00828894-0.000669916j 0.0856071+0.114374j 0.0915177-0.00419077j 0.0293969+0.102467j -0.114027-0.0386741j -0.1054+0.0397781j 0.0300812-0.0291318j -0.0912798-0.0157029j 0.038979+0.0593227j 0.0350246-0.128256j 0.00689873-0.0394533j 0.0340427-0.101028j -0.275853+0.0359403j 0.107206-0.0932143j 0.20818+0.144996j -0.0607342+0.172313j 0.0933264-0.0447605j -0.0353427-0.0874656j -0.0109899-0.117675j 0.0615903+0.0426634j 0.1546-0.14627j -0.0244102-0.078641j 0.0428136+0.117272j -0.022465-0.0720313j 0.0288796-0.0795978j -0.191272-0.0460693j 0.106609+0.21425j -0.184521-0.00349343j -0.0362604+0.0902465j 0.0780019+0.0119009j 0.0389011-0.0276439j -0.0227417+0.0152082j -0.0359691-0.00469611j -0.0285895+0.0534062j 0.0107826+0.0502346j -0.0451854+0.010221j -0.00989588-0.0248292j -0.00917875+0.0463405j -0.00454946+0.00228095j 0.029357+0.00330329j 0.00127891+0.0226756j 0.0491267-0.0215733j -0.0489489+0.00980046j -0.0324829+0.0094325j -0.0305484+0.0181841j 0.0107459-0.0503497j -0.0243131+0.0164834j 0.0513443+0.0350287j -0.0156572-0.00591299j -0.00478145+0.0223408j -0.0188591-0.00542495j -0.00198717-0.0135213j 0.0402091-0.00443732j 0.0525199+0.00333557j -0.00133563-0.00819051j 0.0387489+0.054736j -0.0130059+0.0422674j 0.00724496-0.0111305j 0.00858466+0.0359316j -0.081079+0.00639427j 0.0135259+0.0151361j -0.0112487-0.0348915j 0.0246218+0.0461582j 0.0175775-0.0562639j -0.0128598-0.0286731j 0.0304626-0.0342511j 0.00585686+0.000708366j -0.0112076-0.000490799j -0.0472406-0.0111082j 0.0171039+0.0339164j 0.0226869+0.0150617j 0.0114725+0.00434202j 0.0307291-0.0111713j -0.0351442+0.0626653j 0.0119156-0.0357031j -0.00706996-0.020964j 0.000676783-0.0327883j 0.00703012-0.0331632j -0.0567574+0.112374j 0.123784+0.0376968j 0.0237285-0.0352425j -0.00185789+0.0331295j 
-0.00699547-0.0112518j -0.00240971-0.0012008j -0.00719817-0.00860382j -0.00582233+0.000207181j -0.00168134+0.00435051j -0.00722028+0.001192j -0.00670749+0.00305912j 0.00178012-0.00075607j -0.00245189-0.00286542j -0.00336884-0.0010593j -0.00283409-0.00126097j -0.000562973-0.00194305j 0.00126755+3.84276e-05j 0.00540693+0.000635761j 0.0030181+0.00363979j -0.0028281+5.24486e-06j -0.00168498-0.00260109j 0.00279833+0.00169436j -0.00190993+0.00358819j -0.00439499-0.00155127j -0.00305533+0.00178425j -0.00336323-0.0025196j 0.00411931-0.00336221j 2.1709e-05+0.000368866j -0.00685936+0.00529732j -0.000914545-0.00131921j -0.00030021-0.00153595j 0.0027739+0.000815871j -0.00152825+0.00447303j 0.00215457-0.00467966j -0.00602076-0.00567268j 0.0111371-0.00157547j 0.00279571+0.00333542j 0.00183217+5.45226e-05j -0.0142964+0.00452333j 0.00637048+0.00246197j 8.20963e-05-0.00342266j 0.00649485+0.00451589j 0.00947793+0.00338317j 0.000622373-0.00457847j -0.00303388+0.00173406j -0.00155018-0.00156367j -0.0100307+0.00925273j 0.00526971+0.0102968j -0.00233792+0.00197374j -0.0031082-0.00858348j 0.0114397-0.0135996j 0.00475702+0.00144934j -0.00535042-0.00773745j -0.00993496-0.00432901j 0.00817842+0.00767871j -0.00515374+0.0140599j 0.0108978-0.00883348j 0.00195128+0.000791107j -0.000255324+0.00376302j -0.00224792+0.00310779j -0.00537236+0.00040154j -0.00571554+0.0153497j 0.00172904+0.000866258j -0.0014395-0.018645j 0.011298-0.00201454j 0.0137437-0.0120282j 0.00236183+0.0027417j -0.00699471+0.000338658j 0.00178658+0.00400343j -0.000478371+0.00732413j 0.000859597-0.00237866j -0.00866853-0.000293929j -0.0103728+0.00235709j 0.00934113+0.00893327j 0.00961744-0.00477008j -0.0100501-0.00182903j -0.00110108+0.00297083j -0.00100336+0.00222528j -0.0155796+0.000419988j -0.00402821-0.00480179j -0.0041384-0.0127274j -0.00328534-0.00884564j -0.00551139-0.0177359j 0.00495988+0.00453184j -0.00443855-0.00426802j -0.0109009+0.00308543j 0.0240575-0.00221771j -0.0111336+0.00751508j -0.00155379+0.000216016j -0.0160208-0.0029803j 0.00879852+0.0193011j 0.00511308-0.00404536j 0.00381622-0.00632337j 0.00940214-0.00869254j -0.015955-0.00336542j -0.001571+0.0170839j 
0.00441027+0.00163453j -0.00903179-0.0145301j -0.0102247-0.00233162j 0.0104234+0.00461232j -0.00765449+0.0103025j -0.000751944-0.0115275j -0.00475367+0.00413216j 0.00851051+0.000755391j -0.0098188+0.000994535j -0.00681325+0.00332426j 0.000245308-0.00433194j -0.00978622+0.00406392j -0.00201174+0.00194437j 0.00915211-0.00330231j 0.000406558+0.00729919j -0.00690759-0.00168029j 0.00512503-0.00299173j 0.00522412+0.00542604j -0.00540939-0.00217556j -0.00413038+0.00224578j 3.59037e-05+0.00107465j -0.00338212+0.00202525j 0.00438768+0.000391853j -0.00625146-0.00195602j 0.012201+0.000403908j 0.00288187-0.000644428j 0.00327025-0.00107688j 0.000686338-0.000289193j -0.000742075+0.00279799j -0.00102007-0.00713163j 0.00730962-0.0055368j -0.00377185+0.010622j -0.0118541+0.0112842j 0.00462295+0.0103556j -0.0189736-0.00690522j 0.0027734-0.0127365j -0.00784716-0.00535659j 0.0042159-0.0033476j 0.00291334-0.00220058j -0.015289-0.00411732j -0.00191363+0.00366729j -0.00225079+0.000555996j 0.00202615+0.0104279j 0.00552451-0.00164247j 0.000714979-0.00543536j 0.00449239+0.00800021j -0.00515108+0.00796309j -0.00431866+0.0058374j -0.00582225-0.0044006j -0.00151328-0.000510741j -0.0014386-0.00862326j -0.00718143-0.00268182j -0.00141934+0.00476808j -0.00241777+0.00201029j -0.00221931+0.00259751j -0.00493703-0.0037644j 0.00333661-0.00247132j -0.0105237-0.00364309j 0.00368702+0.00803674j 0.0106837-0.00420215j -0.00302795-0.00123425j 0.0028394-0.000295774j -0.0105269-0.00361772j 0.000271993-0.0035358j -0.0039747-0.00149321j -0.000400322-0.00709296j -0.00313372-0.00256321j 0.00687082-0.000904805j 0.0122509-0.00423896j 0.00190365+0.000317849j -0.00178387+0.00242411j -0.0051558-0.00101062j 0.0102417-0.0103854j -0.00615669-0.00251624j -0.00329408+0.00742424j 0.00261873+0.00778329j -0.00182393+0.00254994j -0.00197016-0.00192857j 0.015141+0.00600033j -0.00136669-0.00210504j -0.00261631+0.000875927j -0.000598345-0.0121803j 0.0147497+0.0116431j 0.00524345-0.015208j -0.01188-0.00714791j 0.00473726+0.0112183j 0.00659017+0.000877639j -0.00876711-0.000949378j -0.000540222-0.0125099j -0.0154243+0.00931517j -0.00909109+0.0100742j 0.0148269+0.0039813j 
0.00744795+0.0103029j 9.57822e-06-0.00183589j 0.00328445+0.00407112j 0.00510454+0.00583424j 0.00277041+0.00754123j -0.00339272-8.6124e-05j 0.00319793-0.00614691j 0.00790279-0.00437227j -0.00258724+0.0048277j -0.000327996+0.00189012j 0.00525846-0.00375566j 0.00224062+0.00766144j 0.00213781-0.000369518j -0.00300464+0.00419398j 0.00394941+0.00236399j -0.00472313-0.000354843j 0.00704931+0.000890499j -0.00669894+0.00179531j -0.00257416-0.000971477j 0.0101342-0.00124624j -0.000338251-0.00159126j -0.00128997-0.00128093j -0.00935153+0.00379209j -0.000952741-0.00471476j 0.0166946+0.00829188j 0.000790101+0.000609115j 0.00731236+0.00334049j 0.00183871+0.00497063j 0.00508942-0.00501357j 0.005409-0.00131171j 0.00721919+0.00283782j -0.0152674+0.00227447j -0.00662428-0.00318917j -0.0200248+0.0038115j 0.00570895-0.0185139j 0.00284103+0.0102223j -0.00646213+0.00390434j -0.00999956-0.0042123j -0.0115648+0.00166759j 0.00429474-0.000979307j -0.0019293-0.00487302j 0.000391084-0.00902902j 0.000641438+0.00246917j -0.000234272-0.0094814j -0.00597706+0.00017388j 0.000384547-0.00696698j 0.00314123-0.00531715j 0.00184922+0.00283585j -0.000243983-0.00271373j 0.000230135+0.0044249j 0.00309663-0.0030523j 0.00468455+0.0019079j -0.00102276-0.000667249j 0.00131184+0.000154915j -0.00122585+0.00472699j -0.000732969-0.00336443j -0.000443555-0.000446393j -0.0021102+0.00417764j -0.000230322+0.00257851j 0.000544859-0.000901826j -0.00407176-0.00102894j 0.00856857+0.000578745j 0.00226906-0.00752368j 0.00139274-0.00058013j -0.00118783+0.000884833j 0.00197503+0.0060589j 0.00186225-0.00296918j -0.00281772-0.00184061j 0.00205719+0.000683655j 0.00015907+0.00534428j 0.00601407-0.00154784j -0.00290639-0.0082921j 0.0123309+0.00617772j -0.00370993-0.00663962j -0.0172883-0.00303463j -0.00290741-0.00654841j 0.00318813-0.00513679j -0.000630537-0.00116341j 0.000144564+0.00485489j -0.00243316+0.00700546j -0.000890942-0.00920942j 0.00754438-0.000602136j 0.0165082+0.0210743j 0.00469397+0.014035j -0.00320842-0.00842446j -0.00258543+0.00892584j 0.00257331-0.00251646j -0.0048005-0.0138395j -0.0109945+0.00876618j 0.00926353+0.0110564j 0.0087937+0.00833921j 0.0111282+0.00118073j 
-0.00113041-0.00372536j -0.00212631-0.000992591j -0.00704127-0.000140212j 0.00120947+0.00433898j 0.000372501+0.000751058j -0.00584139+0.000883158j -0.00230219-0.00359682j -0.00188252-0.00149152j -0.000596775+0.000447821j -0.000916128+0.00131506j -0.00418173-0.0038449j 0.00265039-0.00127482j 0.00428951-0.00037861j 0.000439297+0.00280182j 0.00160223-0.000610652j -0.0044074-0.000451991j 0.00230766-0.00109139j 0.00119277-0.000469806j -0.00080381+0.000330523j 0.00311611-0.0049218j -0.00178105-0.0017473j 0.00110302-0.00317596j -0.00384246-0.00474917j 0.00234344-0.00136286j -0.0029279+0.00734825j -0.00153846-0.00113782j 0.00617684-0.00113008j 0.00215361+0.00455782j -7.92636e-05-0.00270683j 0.00347354+0.000443712j -0.00494133+0.00380186j 0.00339539-0.00104925j 0.0109908-0.00387249j -0.00886588-0.00683839j 0.00805882+0.00774902j 0.00232712+0.0165713j 0.00341447-0.00247207j -0.00223368+0.000257412j 0.00596751+0.00724203j 0.0104202-0.00560104j 0.000589936-0.0107219j 0.00345749-0.00281904j -0.00328371+0.0024721j 0.0161884+0.00434887j 0.00799125-0.00123469j 0.00540189+0.0123677j 0.00609087-9.83094e-05j -0.00431428+0.00276609j -0.0100936-0.00476879j -0.00878627-0.00369689j 0.00204976+0.00374531j -0.011441+0.0087665j 0.00206835-0.00683934j -0.00173437-0.001273j -0.00331728-0.000586935j 0.00145334-0.00135412j -0.00185272+0.00369559j -0.0108044+0.010366j 0.00221227+0.00554058j 0.00791134-0.0111723j 0.00255699-0.00596648j 0.00126969-0.00860358j -0.00588234+0.00305059j -0.000892038+6.60243e-05j 0.00224293-0.00266941j 0.00134743+0.00435004j -0.00886209+0.0037396j 0.00837749+0.000810961j 0.00510907+0.00763301j -0.000827245-0.000682358j 0.00607747+0.00593972j -0.00787836+0.00568275j 0.0137445-0.0039207j 0.00293953+0.00397036j -0.00399919+0.0123462j 0.0116633+0.00155578j -0.00885013+0.00109379j -0.00544129-0.00283237j 0.0155333-0.00473809j 0.00217758+0.00151785j 0.00786876-0.00946463j -0.00174508-0.0109223j 0.0103851+0.0060441j 0.00526129-0.00350789j -0.0156733-0.00158818j -0.0048386+0.00580137j 0.0108855+0.00334273j -0.00524244+0.00116366j 0.00583239-0.00544665j 0.0067995-0.0104289j -0.00863917+0.0131086j 0.00601429+0.0071592j 
-0.00196818+0.00297471j 9.23819e-05+0.000794769j 0.00128051-0.00604349j -0.00175497-0.000833796j -0.000710307+0.00274552j -0.00268914-0.00179572j 0.00300618-0.00228838j 0.00299887-0.00458525j -0.000597501+0.000328365j 0.00109962-0.00277559j -0.00233509-0.000831242j -0.00150754-0.000677439j -0.00306758+0.00071022j -0.00350999-0.000336302j -0.000583266-0.000487507j 0.00303409-0.00411803j -0.000671358+0.00187493j -0.00124562-0.000657786j 0.00226691+0.00131725j -0.00522706+0.00300128j 0.00363582+0.00180035j -0.000665951+0.00382876j -0.00395082+0.00138981j -0.000518267-0.00149332j 0.00440192+0.000895453j 0.00206971+0.00247528j -0.00209929+0.0020756j 0.00479075-0.00309741j -0.00254318-0.00308635j -0.00116474-0.00749636j 0.00352217+0.00014756j 0.000757607-0.00969598j -0.0030275-0.00242753j -0.00598309+0.00450178j -0.00644481-0.0169147j 0.00843033-0.00459584j -0.0110066+0.00155439j 0.00504763-0.00564155j -0.00984016+0.0070506j 0.00254455+0.00279613j -0.00426362+0.00408046j -0.00286798-0.00838214j -0.00267239+0.00157515j -0.000199735-0.00181101j 0.00522772+0.00637312j -0.0051544-0.00449318j -0.00146954-0.00374542j -0.00255904-0.00261174j 0.00568695+0.00540714j 0.00277438+0.00231728j -0.00127536+0.0113962j -0.00300743-0.000314683j 0.0045437+0.00351051j 0.00279455-0.00336393j 0.00496251-0.0044812j 0.00379619+0.00562137j -0.000123256+0.00502095j 0.00452953-0.00247289j -0.00270435-0.0131327j 0.00293986+0.00683254j 0.00145996+0.00840842j -0.0131707+0.00127062j -0.00397375+0.00460211j 0.00640839-0.00782157j 0.00427443-0.000834861j 0.00599166-0.000306443j -0.00308373+0.00962411j -0.00368348+0.00726357j -0.00704659+0.013271j -0.00678431+0.00629278j -0.00793528-0.0079411j -0.000365741+0.0125608j -0.0135549-0.000118504j 0.0106305+0.0085571j 0.0163724+0.000650404j -0.00190096-0.00658629j -0.00740265+0.00415616j 0.00974713-0.00991749j -0.0110821-0.0113428j 0.00928897+0.000328499j -0.00968289+0.0037133j -0.00401744-0.000668125j -0.0172374-0.0148347j -0.001067-0.0161511j 0.0257411+0.00407528j 0.000404579-0.0169059j -0.0117851+0.00840007j 0.0142579+0.0154661j -0.0109501+0.00210868j -0.0072588-0.0063861j -0.00665119-0.0134306j -0.00702421+0.0049996j 
0.00508583+0.0102522j -0.00110483-0.00293945j 0.00758425+0.00586944j 0.00806674-0.00452525j -0.00128765+0.000926685j 0.000559612+0.000162304j 0.0010237-0.00330822j 0.00356222+0.000140921j 0.00131913+0.0028517j -0.000504405-0.0024315j -0.0026408-0.000473231j -0.000336705-0.00220271j -0.00242046+7.12975e-06j -0.00195053-0.00182671j -0.00209841-0.00204843j 0.00116195-0.00265089j 0.000459744+0.000272083j -0.00184857-0.000915439j 0.00144987-0.00309014j -0.00265234-0.0008881j 0.00399687-7.58245e-05j 0.000140678+0.00443903j -0.00131478+0.000977746j 0.000676627+0.000190771j 0.00246419-0.00432181j 0.00405282+0.00248901j 0.00330023+0.00703791j 0.00139345-0.00360561j 0.0025132-0.00634352j -0.00160178+0.00319323j 9.86678e-06-0.00226262j -0.00114231+0.000255547j 0.000463451+0.0022295j 0.0059433-0.000598723j -0.00176921+0.00138171j -0.0013603-0.00141215j 0.00264894+0.00242831j -0.00132873-0.00205139j 0.00188837+0.00112081j -0.00266387-0.00506525j -0.00164415+0.00310148j 0.00359586+0.0124882j 0.0152676+0.00527821j 0.00462021-0.00923966j 0.00200599-0.00102364j 0.000984079-0.00199512j -0.00163708+0.00925354j 0.00606631+0.00479609j 0.00317145+0.00185938j 0.00599615+0.00350936j 0.000695701-0.000667792j -0.00204117-0.00617703j -0.00199306+0.00603521j 0.00584164-0.00281019j 0.00611833-0.00459344j 0.00955232+0.00440924j -0.00275175+0.0109865j -0.00261877-0.0136576j 0.00516964-0.00818596j 0.00605349+0.00833171j 0.00179466+0.00409225j -0.00512797-0.0124036j -0.00984792-0.000492485j 0.00977199-0.00674281j 0.00439825-0.000657188j -0.00277211+0.0119796j -0.0150777-0.00957022j 0.0021508+0.0120626j -0.00254851+0.00999943j 0.00745183+0.00817406j -0.0118453-0.003644j -0.00494236+0.00874935j 0.0293676+0.000904665j 0.000217933+0.012731j -0.0194899+0.00903157j -0.00886048+0.00251532j 0.000806732+0.00148688j 0.00356172-0.017427j -0.00162003+0.0115591j -0.00151404+0.00471011j 0.00253154-0.016918j -0.013129+0.00071826j 0.00463684+0.0145429j -0.00211283+0.00866138j -0.00781301-0.00273341j 0.0156845+0.011768j 0.00417772-0.0029115j -0.0109646-0.00149673j -0.00142363+0.00129021j -0.0120917+0.00461143j 0.00186543-0.0030209j 0.00129693-0.0100562j 
0.00284454+0.00223634j -0.000604735+0.00515769j 0.00435993-0.000283167j -0.000374805-0.00217046j -0.00175086+0.000398117j 0.000569345+0.000416482j 0.000733077-0.000897431j 0.00289143-0.00230929j 0.00268129-0.000334448j 0.000365851-0.00123016j 0.00112203-0.000635639j 0.00188764-0.00195919j 0.00117606-0.000271066j -0.000340982+0.00227916j 0.00133876+4.84084e-05j -0.000576652+0.000918143j -0.000374602+0.000455225j -0.00130702+0.000524753j -0.0012111+0.00312609j 0.000654131-0.00163076j -0.000807227+0.00189772j -0.000966871+8.03328e-05j 0.000584526-0.00137915j -0.000587668+0.00118137j -0.00314203+0.0022977j -0.00361607-0.00107813j 0.000637452+0.00120073j 0.00435175+0.00539195j -0.000181877-0.000816135j 0.00453196-0.00348027j -0.00166206-0.00247372j 0.00456445-0.00195819j 0.00568413+0.00131743j -0.00466919+0.00321106j 0.000778348-0.000815877j 0.00238439+0.00560297j -0.00319329+0.000569435j 0.00198888-0.00234816j 0.000476773+0.00019869j 0.000925769-0.00695645j 8.28041e-05+0.00132133j 0.00378973-0.00314704j 0.00690335-0.00403487j -0.00728291-0.0081936j 0.00674644+0.0011838j 0.000393845+0.00539352j -0.0115866-0.000443189j 0.00226529-0.00376092j 0.000737057+0.000806234j 0.00509767-0.00245647j 0.00555803+0.00150503j 0.00681515-0.00352784j -0.00130018-0.000588295j 0.00132054+0.00226389j 0.0033439-0.00529055j -0.00159337-0.00493334j 0.000938683+0.000916912j 0.00354662-0.00271623j -0.00316842-0.0035574j -0.00184866+0.00843673j 0.00639387-0.00531416j -0.00609565+0.00263518j 0.000688918-0.00313131j -0.000172834+0.00607215j 0.00205078+0.00692956j -0.00287962+0.00291427j -0.00102383+0.0044773j -0.00762402-0.00543167j -0.00410887+0.000237682j -0.00570969+0.0152379j -0.00224498+0.00305196j -0.0117846-0.00607948j -0.0078499-0.00247708j 0.00154023+0.00562601j 0.00207409-0.000293055j 0.00233553+0.00962533j 0.000409939-0.005631j 0.0193361-0.00467672j -0.00246116-0.00844648j 0.0102498+0.0128391j -0.00848688-0.0168175j -0.00610422+0.0154289j -0.00168863-0.0100056j 0.000990337-0.000547526j 0.0200808+0.00309826j -0.00197986-0.0052878j -0.0125508+0.00824572j 0.0100511+0.00785156j -0.0159758-0.00684007j -0.00161245-4.57995e-05j -0.00287229-0.00541086j 0.00524334+0.00317329j 
-0.00304889+0.000495186j 0.0105076+0.00699716j 0.0116794-0.00676293j -0.00966091-0.0156729j 0.00239014+0.00274804j -0.000481262+0.00481981j 0.00831725-0.000312832j 0.00181592-0.0103897j 0.00730321+0.00545642j 0.00200329-0.00685027j -0.00657472-0.00157003j 0.00637126-0.00300598j 0.00024781-0.00127428j -0.0071559+0.00210969j -0.000433389-0.00359208j 0.00383668-0.00450493j -0.000850414-0.00133758j -0.0045299-0.00146308j 0.00332429+0.0023092j -0.00197339-0.0068072j 0.00142242-0.00066361j -0.000320792+0.00144742j -0.00273018+0.00123724j 0.00410547-0.00237795j -0.00711583+0.0021984j 0.00854771+0.000307257j 0.000852947+0.00312132j 0.000916722-0.00445084j -0.00236032-0.0048817j -0.00108868-0.00133842j -0.00769613-0.00377094j 0.00162593-0.00500198j -0.00304255-0.00811712j 0.00353926-0.00149639j -0.0100331-0.00297907j 0.00888997+0.00943664j 0.00625189+1.15755e-05j 0.00467586+0.00918554j 0.00470122+0.00492358j 0.00313482-0.0101084j 0.00651799+0.0125131j 0.0060748-0.00500788j 0.00249008-0.00449555j 0.00104706-0.00722615j 0.00900601+0.01054j -0.0146696-0.00289229j -0.00441182-0.00445839j -0.00657108-0.00792163j 0.00668586+0.00567611j 0.00926348+0.00794051j 0.0038908+0.0127698j 0.00627162+0.00495525j -0.00409661-0.0109096j -0.00276386-0.00425063j 0.00819949-0.000815995j 0.0110632+0.000477188j 0.00434288+0.00931167j 0.0151818-0.00740316j -0.00179017-0.0073456j -0.0181221+0.00574505j 0.00135735+0.00151569j -0.00619004-0.00528473j 0.00268689+0.0014443j -0.00777163-0.000818673j 0.00694989-0.00130373j 0.00195189-0.000276452j -0.00140787-0.00711144j 0.00104271+0.00350753j 0.00433359+0.00335192j -0.00335241-0.0148164j -0.0105907+0.00730542j 0.0139405-0.00315807j -0.00377626+0.00573855j 0.00789111-0.00621435j 7.22853e-05+0.00989313j -0.0123969+0.00661502j -0.00134223+0.00415696j -0.00529472+0.0109086j -0.0133127+0.012386j -0.00403097+0.00206301j 0.00779758+0.00796166j 0.00321232-0.013867j 0.00459168-0.00853178j 0.00659638+0.00900777j -0.0136847+0.00120402j 0.0100839+0.0222824j 0.0195878-0.0282478j -0.028296-0.00661703j 0.00416383+0.0144041j 0.00317671-0.0134896j 0.000597243-0.00372763j -0.00390133+0.00385939j 
0.00615161+0.00277708j -0.000415129+0.000322229j 0.00371337+0.00241342j 0.00382706+8.58792e-05j -0.00026061+0.000937597j 0.00167826-0.00141511j 0.00217593-0.00241163j 0.00256375+0.000618024j 0.00338709-0.00203662j 0.00194778-0.00213818j 0.00674928+0.000946647j 0.00374829+0.000998678j 9.75898e-06-0.000976607j 0.00193605+0.00587296j -0.00285044+0.00150189j 0.00273624+0.00134007j 0.000167462-0.00123966j -0.0034394-0.0013617j -0.00402859-0.000528948j 0.00423802+0.000553482j -0.00259318+0.00113216j -0.00446465-0.00353325j 0.00585821+0.0055249j 0.000315853+0.0049743j -0.00269739-0.000161628j -0.00455005-0.00161057j -0.00283051+0.00633365j -0.00273853+0.00661343j 0.00494768+0.00135898j 0.0018286+0.00583236j 0.00304163-0.00509476j -0.00199844+0.00161233j -0.0024105+0.00295924j 0.00222023+0.00326554j 0.000637502-0.00133255j -0.00667492-0.000606309j 0.00355239-0.00110079j -0.00321124+0.00420567j -0.00280012-0.00573311j -0.00649885+0.00152026j -0.00192152+0.00358477j -0.00160841+0.00173678j 0.010114-0.00442149j -0.00691928-0.00774175j 0.00352458-5.96672e-05j -0.0046206+0.0053294j -0.0133096+0.000189989j 0.00317936-0.00766671j -0.00262939-0.00277872j 0.00923006+0.00208997j 0.00992531-0.00657608j 0.0148301+0.00263359j 0.00194037-0.0116709j -0.00218252-0.00206565j -0.00242752+0.00139994j -0.00318398-0.000799292j -2.59743e-05-0.00220197j 0.0103501-0.00701089j 0.00710619+0.0130397j -0.0143702+0.00422809j -0.000267703+0.00513535j 0.0042159+0.00549813j 0.0116042+0.0045515j 0.000555477+0.00887383j -0.00578991-0.0041099j -0.00484071+0.00453415j 0.0191596-0.00995358j 0.00166116-0.00227028j -0.0186007-0.00716064j -0.00632004+0.00538448j -0.0102971-0.0022152j -0.00366753-0.0114952j -0.0134892+0.00432501j -0.00630318-0.00429477j 0.0088533+0.00361474j -0.00573433-0.00321703j 0.00627195-0.0127984j 0.0139863+0.0195224j 0.00874517-0.00526004j -0.000929997+0.0123633j 0.0058925+0.00335505j 0.0102462+0.00381501j 0.00557625-0.0148493j 0.0103678+0.00987722j -0.00103019-0.00378186j -0.00729722+0.0149719j 0.00798434+0.00532695j -0.0104462-0.0132674j -0.00651476-0.00465272j 0.0107174+0.000650021j -0.000161193-0.00112334j -0.0018041-0.00199485j 
0.00100324+0.00553404j 0.00176571-0.00225802j 0.00512856+0.000968339j 0.00480252-0.0035206j -0.00146137+0.00472046j -0.00133586+0.00599047j -0.000922435-0.00255582j 0.00468286-0.00546386j 0.00162987+0.00090971j -0.00287421-0.00195282j 0.00154615+0.000796008j 0.00196825-5.25322e-05j -0.000184802-0.00327983j -0.00173455+0.00309762j 0.000506229-0.0001098j 0.00233729-0.0011575j 0.00132599-0.000524812j -0.00497321-0.000846783j 0.00297418-0.000861671j 0.000904618-0.00247276j 0.000133056-0.00126153j -0.0045107-0.00226426j 0.000345227+0.00392459j 0.00191024+0.00437001j 0.00188288+0.00381526j -0.00196988-0.00019123j -0.000257745+0.0108806j 0.00730036-0.00225777j 0.00403523+0.000367794j 0.00182505-0.000547731j -0.00273332-0.00442976j 0.0054557-0.00356372j -0.00057337-0.00230774j 0.00498456+0.000947269j -0.00203958-0.000237996j -0.00067941-0.000916867j -0.000878722+0.0028881j 0.000855806+0.00317908j -0.00110266+0.00384754j -0.0035947-0.00206404j 0.00540329+0.0055181j 0.00456479-0.000593679j 0.0145774+0.00323654j 0.00131513-0.00353636j 0.00324914+0.000295628j 0.000721184-0.00461016j -3.81973e-05+0.00316405j 0.00379909-0.00281106j -0.000576573-0.00447663j 0.0046268+0.00530714j 0.00189009+0.000917306j 0.00161403-0.000155419j 0.0107689+0.000985073j 0.00182984-0.00128732j 0.000574996-0.00143861j -0.0051009-0.00756272j 0.000415219-0.000824138j -0.00120622-0.00047303j -0.00294727+0.0103393j -0.00788714+0.0100845j 1.98744e-05+0.0108646j -0.000404293+0.000985613j -0.0031862-0.000904035j -0.000146301+0.00780071j -7.85843e-05+0.00479652j -0.00686181+0.00425536j 0.00907365-0.0160638j -0.0106727+0.0112966j -0.00416057-0.00598607j 0.00144604+0.0119871j 0.00235738-0.00576041j -0.00419871+0.00286995j 0.000853225+0.0219653j -0.0102048+0.0146475j -0.0127585+0.00225595j -0.00293812-0.00785507j 0.0044418-0.00742626j 0.00595328+0.000179217j -0.00494077+0.00255084j 0.0018545-0.00540275j -0.0113345-0.0081812j 0.00394861+0.00387259j 0.00536231+0.00399597j -0.00452173+0.00709211j -0.013872+0.000137986j 0.0143208+0.0118402j -0.00344404-0.00236464j -0.0127492-0.0122508j 0.00238754-0.00438127j -0.00742652-0.0056706j -0.00254782+0.000493178j -0.00272403-0.00270636j 
