0.0270515-0.00467855j 0.0130764+0.0420309j -0.00344671+0.0223507j -0.0368393+0.0101005j 0.0409312-0.0586849j -0.00251827-0.0629864j -0.0259699+0.0206935j -0.0712678+0.00962063j -0.000513745+0.0208647j -0.048113-0.0239509j 0.057527-0.0280541j 0.0650597+0.0138312j -0.0691249-0.0616678j 0.019926-0.0115764j 0.0109945-0.0123631j -0.01961-0.0208509j -0.00298689-0.00278122j -0.0531787+0.047153j -0.00670282+0.0510381j 0.0065024-0.0141667j -0.0019091+0.0279007j 0.0254231+0.0924781j -0.024026+0.0265409j 0.0374832-0.00700668j -0.0542386+0.0264529j 0.0287971+0.011931j 0.0349799-0.0679909j 0.0178887-0.0001267j -0.0388771+0.0030722j 0.0355076+0.0308045j 0.0210634-0.014131j -0.0532071-0.012671j 0.00193632-0.0147255j 0.0031908+0.0216151j -0.0323967+0.0115179j -0.014503+0.0755146j 0.00957976-0.0204851j -0.150874-0.0695905j -0.0385039+0.0339866j 0.0487923+0.0155389j 0.0132799-0.0696278j 0.0950211+0.0286309j 0.0439607+0.05106j 0.0503779+0.00714245j 0.00353767+0.0276637j -0.0261573+0.0646179j -0.0319906+0.0334025j 0.0808006-0.0842804j -0.0349369-0.0765855j 0.150427-0.059762j -0.0121491-0.0864126j -0.0229403+0.0839843j -0.0631148-0.043607j -0.032828-0.0562401j 0.087742+0.115072j -0.00429724+0.0282582j -0.0532305-0.0144986j -0.00678264-0.145284j 0.000330774-0.00592315j -0.0482195-0.0264016j -0.00669608+0.0467919j 0.0205671-0.0228579j -0.157603+0.054786j -0.0270923+0.100202j 0.096953-0.0196426j -0.0379349+0.00459718j -0.0118392-0.0768011j -0.00139661-0.113818j 0.0377632+0.0127399j 0.130599-0.084794j -0.023283+0.136732j 0.0852437-0.134205j -0.181198-0.15279j -0.0349546+0.0289809j -0.0176811-0.0948236j 0.0280789+0.00149352j 0.0165397+0.00542431j 
-0.00402182+0.00171873j -0.00168305-0.00125259j -0.000507981+0.00400839j 0.000495849-0.00640136j 0.00737225+0.00382341j 0.000434961-0.00545127j 0.00239814+0.00589482j -0.00713129-0.00558276j -0.00164003-0.00701581j -0.00431644-0.00774102j 0.00159867+0.00422034j 0.0108436+0.0102494j 0.0161065-0.00116782j 0.00172129-0.000271826j 0.00652736+0.00331219j -0.0021155-0.00278352j -0.0121077-0.00470059j -0.0105108+0.0154287j -0.01318-0.00224601j -0.005789-0.0127935j -0.029767-0.0156172j -0.0138103+0.0106409j -0.016716-0.00861733j 0.00196702-0.005584j -0.0191049+0.0227897j 0.00178207-0.00592132j -0.0181597+0.00486508j 0.00118787+0.0174065j 0.00134108-0.00627419j -0.0153464+0.00881282j 0.029649-0.00949655j 0.0116287+0.00657981j 0.00342451+0.00814795j -0.00395214-0.00453698j 0.026456-0.00834566j -0.0157218-0.0208207j 0.0251671-0.00430534j -0.0080246+0.00204797j 0.0265879+0.0113832j -0.00373283-0.0358999j -0.0287623+0.0242621j 0.016253+0.00546348j 0.0285849+0.00169263j 0.00727004-0.00582121j -0.0121107-0.000955898j -0.012405+0.014862j 0.00118138+0.020705j -0.00222361-0.00620471j 0.00231111+0.0319144j -0.0160515+0.00173222j -0.00995276+0.00378801j -0.00850109+0.0110711j 0.00828783+0.0335814j -0.00317738-0.0146686j 0.00359532+0.0195737j -0.000930454-0.00800158j 0.0212986-0.00604154j 0.00269117-0.00197836j -0.00736569+0.0270835j -0.00711397+0.0184072j 0.0118257-0.00392659j 0.0104062-0.010674j -0.00174848+0.00289327j 0.00130482-0.00342499j 0.000512201+0.00747191j 0.000584626-0.00918431j -0.000244995-0.00139451j 0.00113884-0.000452666j -0.0120978+0.00260417j 0.00185461+0.000615497j 0.00114711+0.00295041j -0.000164285-0.00581145j -0.00395833-0.00483734j -0.00262243+0.0013306j 0.000151699-0.00351707j -0.00205114-0.00272883j -0.00199386+0.00412593j 
0.00363649+0.00167136j -0.00343719+0.00472485j -0.0032432+0.00245914j 0.00520125-0.00278371j 0.0038578+0.00969215j 0.00489727-0.00386302j -0.00770013-0.00654194j 0.00725077-0.00260647j -0.0071112+0.00437779j 0.00553163-0.00385793j -0.00985948-0.00511355j 0.00438805-0.000786648j -0.00393116+0.00436193j -0.00133409-0.00416488j -0.0049278-0.018023j -0.00563639+0.0180598j -0.00252562+0.00983603j 0.00955296-0.0129323j -0.00250295-0.0259068j -0.0010484-0.00142868j -0.00585543-0.0115538j 0.00145044+0.000759466j 0.003236+0.00357735j -0.00310958+0.00990691j -0.0094909-0.0165244j -0.0266363-0.0213459j -0.0186626-0.00495322j -0.0154796-0.0262984j -0.0163107-0.0140123j 0.0105344-0.00850596j -0.0111364+0.00178204j 0.00191918-0.00322733j 0.034416+0.0173951j -0.0116846-0.00598914j -0.00521225-0.00260253j -0.00686039-0.0044548j 0.0013119-0.00819639j -0.0145401+0.00186464j 0.0179613-0.021306j 0.0165932+0.0181636j 0.0133066-0.000834761j 0.0241722-0.0129852j -0.0118813-0.000716786j -0.0104356+0.00577968j -0.00532156-0.0207997j 0.00157841+0.00375488j 0.044521+0.00517411j 0.0323413+0.0380332j 0.0101067+0.0091557j -0.000963339-0.0140872j -0.000619029-0.00493203j -0.00907759-0.00135924j 0.00815373+0.000704328j 0.0219135+0.00491794j -0.0221807+0.0223816j 0.0234133+0.00564863j -0.0089556-0.00912215j 0.00221449+0.00570329j 0.00593935+0.00531486j -0.0109297-0.0152486j -0.00228394-0.00997237j 0.00411409+0.0115155j 0.0171451+0.0115337j -0.00254041+0.00711188j -0.000173586+0.000843845j 0.00226657-0.0081795j -0.00112792+0.00465148j -0.00191324+0.000237488j 0.00250627-0.0059596j 0.00068117+0.00175587j -0.00448381+0.00308053j 0.00134132+0.000992836j 0.00508907+0.000152353j 0.00250282-0.000370341j 0.00325192-0.000678117j -0.000729195+0.00307765j 0.00264919+0.000953954j 
0.000298192+0.00195766j -0.000592035+0.0028183j 0.00157925+0.000658946j 0.0031052-0.0047375j 0.00876457+0.00105922j -0.000809314-0.00590287j -0.00128052-0.00210192j 0.00248089-0.00243626j -0.000897608+0.00621469j -0.00164353-0.0059534j 0.00199509-0.00784831j 0.00451762+0.0143091j -0.0071658-0.00589617j 0.0111318-0.00486307j -0.0120946-0.00596798j -0.0021012+0.0104758j -0.0133467-0.00218395j -0.00756034+0.00542253j -0.0118372+0.00418536j 0.00029962+0.00342716j 0.0170454-0.000911275j 0.0023156+0.0298884j -0.0104603+0.0270571j -0.00236875+0.00437444j -0.0110197+0.00167488j -0.0025452-0.038733j 0.00888567+0.00471494j -0.0108166+0.0122088j 0.0241408+0.00191955j 0.00406299-0.0240577j 0.00234491+0.00246893j -0.000584778+0.0107113j -0.0206487+0.00496719j 0.00971633+0.0173945j 0.00945575+9.83116e-05j -0.0256613-0.00295568j 0.00329927-0.00578522j -0.0020154-0.0112563j 0.000697662+0.0204625j -0.0106901-0.035142j 0.000980081-0.00888035j -0.0252986+0.014469j 0.0158239+0.0166773j 0.0100828+0.000979474j -0.0195062+0.0264353j 0.0097664+0.00769594j -0.000470098-0.0172769j 0.0210363+0.0177243j 0.0064115-0.00807094j 0.00272487+0.0124299j 0.0153622+0.00184353j 0.00196452-0.0275398j 0.0183301+0.00420237j 0.00190508+0.0114733j 1.75645e-05+0.0219152j 0.000229918-0.0145583j -0.0226345-0.0224143j 0.00227011-0.00792064j 0.0105571-0.00090309j -0.00807827+0.0119203j 0.00193257+0.00471211j -0.0108484+0.0217214j 0.00845845-0.00389724j 0.000928926-0.000555087j -0.00148314+0.00527584j -0.000604114-0.00257852j 0.00708569-0.000434066j 0.00185447-0.00618708j 0.00290173-0.000826074j 0.00278534-0.00691502j -0.00359959-0.00143152j -0.00522319-0.00106345j -0.00227103-0.00138068j 0.00217411+0.000171721j -0.0022406-0.000280393j 0.00118036-0.00240442j 4.67757e-05-0.00124927j 
-0.000182672-0.000901577j 0.00206582-0.00207051j 0.000254614-0.00298056j -0.00386389+0.00235074j -0.00530346-0.00600147j -0.00297887+0.00286612j 0.00277862-0.000328989j -0.00490537+0.00146431j 0.0020623-0.00373808j -0.00473435+0.00620795j 0.00248393+0.00470418j -0.00357293-0.0022695j -0.00632291+0.000917051j -0.00913012+0.00413169j -0.00356998+0.010177j -0.000552324+0.00380072j -0.0049977-0.0145034j 0.0085513-0.00714003j -0.0120772+0.0144493j 0.00398189-0.00304162j -0.00803115+0.00446425j 0.0133633-0.00770967j 0.000584644+0.0367582j -0.016914-0.000941232j -0.0212542+0.0337927j 0.014564+0.00820628j -0.0100546+0.015766j 0.00745397-0.0102539j -0.00386752-0.0334521j 0.0277042-0.0158464j -0.0260263+0.0195089j 0.000345782-0.02563j -0.0174805+0.000330434j -0.0135626+0.00599489j 0.0161828-0.0195147j 0.0254209+0.00463517j 0.00312049+0.00678111j 0.0103759-0.00175309j -0.0214726-0.0122805j 0.0015655+0.00248263j -0.0181356-0.00991484j -0.00284361+0.0145539j 0.0116986+0.0118121j 0.0177817+0.00666812j 0.00127189-0.0135186j 0.000610094-0.0204702j -0.00143367+0.0131446j 0.011352-0.000281957j -0.00914934+0.0165004j 0.0247937-0.0241312j -0.0172091-0.0171854j 0.014638-0.00962545j 0.024398+0.0118009j 0.00956068+0.0129535j 0.0117861+0.0194861j -0.00149458-0.0064582j 0.0209556-0.00582283j 0.00206144+0.00480763j 0.0173489-0.0125642j -0.00127915-0.0107266j 0.00847197-0.00576009j -0.00327019+0.00774171j 0.00234922-0.00767623j 0.00688008-0.00250679j 0.00662074-0.000606327j 0.00342018+0.00494688j 0.00134294-0.00394726j 0.00102907+0.00120937j 0.00319985+0.00327664j -0.00273984+0.00188669j 0.00372427-0.000728397j 0.00133221+0.00416383j -0.00321059+0.00345473j -0.00185857-0.00139325j -0.00240744+0.00435483j 0.00180881-0.000320544j -0.00042894-0.00309576j 
0.00193682-0.000363577j 0.000990963+0.00488844j 0.00520796+0.000236543j 0.00482089+0.000496389j 0.00726288+0.00063734j 0.000869629-0.00923672j -0.00375683-0.0119193j 0.00470886-0.00303736j -0.00976609+0.0128534j -0.011268-0.0114596j -0.00206803-0.0123078j 0.00379637+0.0163656j -0.0138146-0.0202737j 0.00968939+0.00146874j 0.00516261-0.0251788j -0.0136651-0.0214157j -0.00132698+0.0148375j -0.0254831+0.0124661j 0.0196305+0.00658062j -0.000201691-0.000604579j -0.0308464+0.00931922j 0.00237164+0.0157156j 0.00200614+0.0104442j 0.00122504-0.00790294j 0.00526751-0.0110734j -0.00625957+0.00550888j -0.00887064+0.01266j -0.0137408-0.0197349j -0.0148811+0.00153694j -0.0310111-0.0109405j -0.0065723+0.0222448j -0.0108164-0.0166118j -0.0319029+0.0160151j 0.00241122-0.00685533j -0.00128974+0.0202319j 0.00530885+0.00456103j 0.0234157-0.0047766j 0.0129114+0.0084707j -0.0104986+0.00590666j -0.00826465+0.0226421j -0.00224661+0.0182924j 0.0163072-0.00427924j 0.00829231+0.0283777j 0.00075304-0.00992115j -0.0180009-0.000846168j 0.0245419+0.0090234j 0.00987338-0.0136662j 0.000839757+0.00315386j -0.0119767-0.00821128j 0.0148018-0.0139969j -0.0042893+0.00651104j 0.0106045+0.0165654j 0.0074186+0.00766686j -0.0121297-0.0127893j -0.0110029-0.000139556j 0.000451301+0.00311246j 0.00444152+0.00191458j 0.00432211+0.00578638j 5.29051e-05-0.010192j -0.00964952+0.0110408j -0.00227232+0.00903259j 0.0112046+0.00594659j -0.00388619+0.00141546j -0.000890959+0.00773737j -0.00550943+0.0039871j 0.00132986-0.00690863j 0.0058777+0.00234375j -0.00477864-0.00200943j 0.00547076+0.00960801j 0.00606103-0.00319695j -0.00166041+0.00583657j 0.00102862-0.0034417j -0.00223836+0.000562606j 0.00741918+0.00352609j -0.00113819-0.006034j 0.00147189-0.0050225j -0.00215573-0.000604304j 
0.00318176-0.000482014j -0.000443068+0.00107039j -0.00242146-0.00107617j 0.00150307+0.00475746j -0.00652807+0.00192681j -0.000533818+0.00678167j 0.00322298+0.000503359j 0.00403714+0.00108969j 0.00113677-0.00496525j -0.000776586+0.0102186j -0.0017005+0.0117357j -0.0068817-0.00957324j -0.000269888+0.00150515j 0.0022948-0.0116792j 0.0154992+0.000662994j 0.00192779+0.0051824j -0.0198211+0.0040849j -0.0143055+0.0200495j 0.0264654+0.00517228j 0.0117264+0.0102948j 0.0117663-0.00945796j -0.00136792-0.00641555j 0.0281832+0.011393j 0.0132171+0.00285238j -0.0111338+0.00349023j -0.00892846+0.000395714j -0.00801709+0.0184112j -0.0303941+0.00682852j 0.00313893+0.0169743j 0.0109084-0.0175664j -0.0187544-0.0135211j 0.0175551-0.0188557j 0.0084971-0.0113142j -0.0201987-0.0302872j 0.0350666-0.0160812j -0.0248301-0.000579819j 0.0523398-0.0164044j -0.00220809-0.00356531j -0.011835-0.0177752j -0.00114786+0.0099107j -0.0103028-0.00432134j -0.0113999-0.0110282j 0.00835664-0.0218199j -0.0111284+0.049468j -0.00312183+0.00705243j -0.0231877-0.00870858j 0.000149748+0.00133702j -0.0208745-8.21613e-05j 0.00816311-0.00449778j 0.00137163+0.00413396j 0.00409111+0.0025037j 0.00362475-0.0129847j -0.0103574-0.00926609j 0.00342151+0.00124771j -0.00478442+0.0045263j -0.00696208+0.000121166j -0.00091121+0.0124625j -0.00748911+0.0126645j -0.00193694+0.00999519j -0.00857447+0.00258282j 0.00135571-0.00117003j 0.00787574-0.00765236j -0.00397951+0.00200415j -0.00287997-0.00051152j -0.00186589-0.00565702j -0.00214231-0.000536228j -0.00312608+0.00176549j -0.00764314+0.00532053j 0.00503098+0.000539927j 0.00127513-0.00168104j -0.00357051-0.00295517j -0.000588394+0.000824971j 0.00417038+0.00258762j 0.00528736-0.00377103j 0.000157019-0.00321612j 0.00179242+0.00303444j 0.00176183-0.00283869j 
0.00183809-0.000425045j 0.00303062-0.00138399j -0.00099744-0.00791934j -0.00542526+0.00269546j -0.00703226-0.00852545j -0.0112647+0.00339325j 0.00308219-0.00100716j -0.00386667-0.00305887j 0.00431868-0.00919909j 0.000155819+0.00435168j 0.00446787-0.00792475j 0.021316-0.0192866j -0.0247733-0.000205208j -0.000193775-0.0291748j -0.0171088+0.0154114j -0.0165661-0.0102367j -0.0171644+0.0171473j 0.0199476+0.0198644j 0.0141572-0.00729803j -0.00277495-0.0040779j 0.00394853+0.0020062j -0.00548337-0.0236195j -0.00521564-0.00105077j -0.00730042-0.028852j -0.0253953-0.00670724j 0.015225+0.0138372j 0.00737223+0.0147121j -0.0241896-0.00115856j -0.00117499+0.0134062j -0.00157833+0.0179698j -0.00464211+0.0133387j -0.0121265-0.00818221j -0.0121613+0.0152697j -0.0110363-0.000773418j 0.00790555-0.00416461j 0.0145211-0.00530995j -0.000577531-0.0018223j -0.00588019-0.0122315j -0.00729806-0.00636493j -0.0222081-0.0305642j 0.0160874-0.00561954j 0.00855054+0.00871524j 0.0194356+0.0300245j 0.0040714-0.0148818j -0.00280785-0.00582168j -0.0125116-0.00597241j 0.0162182+0.00695665j -0.00683428+0.00224709j -0.0112591+0.00213262j 0.00491355+0.0153538j 0.00565373-0.00981473j -0.0128534-0.000102121j -0.00444316-0.00504111j 0.00961711-0.00118444j 0.000805196+0.00621501j 0.00317527+0.0161967j 0.0022784+0.00796106j 0.00642924+0.00614516j -0.00119115+0.00176547j 0.0058303-0.00997498j 0.004445-0.0027132j 0.0031523-0.00445263j 0.00595046+0.00181519j -0.00778699+0.00402213j 0.00703045-0.00322824j -0.000587017+0.00644449j -0.00477363-0.00070083j -0.00282181-0.00568551j 0.00137703+0.0046563j -0.00534247+5.79339e-05j 0.00444384-0.00235037j -0.00505574-0.00357223j 0.00659607+0.00374911j 0.00639079-0.00179758j -0.00269244+0.000145476j 0.00367304-0.00198766j -0.00181198-0.00607597j 
-0.000431903-0.000832658j 0.00338395-0.00077717j 0.00285417-0.00290506j -0.0072857-0.00104048j 0.00709896-0.00441294j -0.0126351-0.000517291j -0.00525272-0.00252287j -0.0075616-0.000150382j -0.0115215+0.00217362j -0.013702+0.00275795j 0.000208639-0.00495066j 0.0118546-0.01205j -0.00493043-0.0130328j -0.0016986-0.000862452j 0.00573947-0.0152043j -0.00995513+0.00754732j -0.00386505-0.00643661j 0.0112044+0.0140679j 0.0075948-0.00751403j 0.0113971+0.0204994j 0.00198902+0.0386017j 0.00633052-0.0095685j -0.0161193-0.0114502j 0.00432589+0.0211639j 0.00928246+0.0215636j 0.0189809-0.00571808j -0.00152471+0.00761948j 0.0195921+0.000913129j -0.00780646+0.00208294j -0.00164589+0.0146368j 0.0215216-0.0218688j -0.0114428-0.0182272j -0.00493212-0.0101322j 0.00898981+0.0143369j 0.00185772-0.0108894j -0.0104611+0.00921947j 0.0272764+0.0207583j -0.00289061-0.0081745j -0.00320219+0.0145115j 0.0467155+0.0222926j -0.0319464-0.00980739j 0.0114657-0.0181095j 0.00100975+0.00515029j 0.00539704+0.012015j 0.000132236+0.000639748j -0.0195683+0.0094208j -0.00158179+0.00234592j 0.00683506-0.0187982j -0.00125193-0.000681076j 0.00318789+0.0136623j 0.00583919-0.00707477j -0.0017358+0.0115159j 0.00851648+0.00107016j 0.00379847+0.00530468j 0.00565275+0.00141473j 0.00253972+0.0105013j -0.00842013-0.00427648j 0.00774738+0.00290167j 0.000294736-0.00491529j 0.00537604-0.00609727j -0.00871186+0.00160145j -0.00740384+0.000736607j 0.00482498-0.00225745j -0.00445279+0.00540526j 0.00424566+0.000123333j -0.00129938+0.00689355j 0.00419005+0.00396325j 2.11204e-05-0.00432667j 0.00148668+0.00631391j -0.00477116-0.000337165j 0.00420683+0.00308185j 0.000831128-0.00135204j 0.000290349+0.00412962j 0.00176989+0.0040103j -0.00131036+0.00246565j 0.00152854-0.00470575j -0.00319008-0.00230568j 
0.00231133-0.000526996j -0.00122304+0.00228714j 0.0020912+0.00516603j 0.000153033+0.00488199j 0.00499417+0.00857151j -0.00411141+0.00576665j -0.00963005-0.00719383j -0.00172921-0.00274896j -0.0239784-0.00347217j -0.0154974-0.000782685j 0.00379728-0.0119466j -0.0147068-0.00755844j -0.00501088+0.016455j -0.0234925-0.00360464j 0.0212107+0.0124374j -0.0151675-0.00553012j 0.0312591+0.0363126j 0.0225709-0.00130013j 0.0170017+0.00101959j 0.00669879+0.0190601j -0.00975221-0.00829695j -0.0153255+0.0297173j -0.02041+0.0279614j 0.0143291-0.020239j 0.0317169+0.00495238j -0.0127579+0.0184929j -0.00901568+0.00994234j -0.0202391+0.00152254j 0.0035904-0.00673971j -0.036988+0.0189276j -0.0109949+0.00552347j 0.0165139+0.00491565j -0.00501437-0.000250005j -0.0152773-0.0214776j 0.0149966-0.0122211j -0.000186984-0.011596j -0.00392927+0.0186677j -0.0125843+0.0123454j 0.00229459-0.00754396j 0.0309962-0.015193j -0.0207373-0.0175037j -0.0117949+0.0059329j -0.000876812-0.000403336j -0.00964557-0.00778475j 0.00367076+0.0143026j 0.0117286+0.00301875j -0.00485786-0.00385819j -0.000839254+0.00499591j 0.00166167+0.00280701j -0.00856769+0.00111709j -0.00549253+0.0036798j -0.0117531+0.00991244j 0.00699306+0.00521027j -0.00312238-0.00171026j 0.0015066-0.00887488j 0.00577895-0.00591985j 0.00361495+0.000296248j -0.00557305-0.00780183j 0.00546114-0.00921953j 0.00892577-0.00795289j 0.00145669+0.00249202j -0.00334332+0.00384537j -0.00234174+8.07175e-05j 0.00246356-0.00219008j -0.00611057+0.00233053j 0.00251012-0.00231593j -0.0056773+0.000769808j -0.000915033-0.00217847j 0.00505075+0.0033117j 0.00672661+0.00014786j 0.000971642-0.00103324j 0.00600675-0.000493018j 0.00279852+0.00444494j 0.00492268+0.00288836j 0.0046716-0.00457229j 0.00107325+0.0017892j 0.00132642-0.000774268j 
0.00491648+0.00202651j -0.00049767-0.000323959j -0.00337304-0.0103349j -0.00285372+0.013839j -0.0193496-0.0273052j -0.00223489+0.0154804j -0.00413422+0.0260392j -0.0100377+0.0012854j 0.0116127+0.0191231j -0.0113697+0.0356957j -0.027247-0.00119503j -0.00674493-0.0104302j -0.0073954+0.0339327j -0.0246516+0.00431181j -0.0191551-0.0196158j -0.0113153-0.00169066j 0.0109635+0.00397741j -0.0277349+0.010565j -0.016016-0.00318272j 0.00721912-0.00592598j -0.0160227+0.000486247j 0.0143291+0.0139589j -0.0418588-0.00656781j 0.0167867+0.0139989j -0.0153991+0.0085457j -0.00717044-0.0127983j 0.0020444+0.0107693j -0.00552003-0.0124573j -0.00176581+0.00101763j -0.0086168-0.0116661j 0.00313675+0.00938765j 0.00349301-0.0228832j -0.0256029-0.00261992j 0.00417795-0.0105222j -0.0236569-0.0038309j -0.0125238-0.00615381j -0.00336037+0.0108818j -0.00571359-0.00770409j 0.00559634+0.0202643j -0.0049032+0.0117261j 0.0121352+0.0194458j -0.00288347+0.00452116j -0.0103654-0.0142402j -0.00281476+0.0108304j 0.0141247-0.00646811j -0.00690197+0.00621824j 7.74254e-05-0.00530045j 0.00996586+0.00853741j -0.00408305+0.0134992j -0.000603087-0.00892202j 0.00961321-0.00418553j -0.00756477-0.00554598j -0.00134395-0.00229922j -0.00122219+0.00389324j 0.00406986+0.00894012j -0.00514956-6.90986e-05j -0.00168913+0.0125276j -0.00581129-0.0032996j -0.000374593+0.00846793j 0.00231462-0.00223344j -0.000375095+0.00504441j -0.00627388-0.0103545j 0.0075709+3.46243e-05j 0.00682656-0.00525965j 0.0023578-0.00230654j -0.000766456+0.00368483j -0.00815823+0.000670763j -0.00880965-0.00952599j -0.000404972+0.00729176j -0.00129746+0.006799j 0.00474735-0.00108992j 0.00600399+0.00591731j -0.0025683+0.00841973j 0.00219533-0.00219816j 0.00437713+0.00650646j 0.00470561-0.000155771j -0.00100785-0.00792519j 
0.00362848-0.00271344j -0.00436036+0.00229701j -0.00886223+0.0206823j 0.00623197+0.0103807j -0.0229883+0.0169809j 0.0158911+0.00903281j 0.0142114-0.00703119j 0.012673+0.0257524j 0.00939738-0.00619368j 0.011949+0.0123818j 0.00348651+0.0143484j 0.00516864+0.0199556j 0.00873875+0.010893j 0.00803427+0.0315295j -0.00989328+7.71369e-05j -0.0295651+0.020688j 0.0131723+0.014653j 0.00923325+0.0240978j 0.0178976-0.0214874j -0.0209032+0.0183071j -0.000982495+0.0108043j 0.0352641+0.00764438j -0.0124768-0.0123687j -0.0011423-0.000444553j -0.0187329+0.00570911j 0.00756865+0.0109098j -0.0150115-0.0165212j 0.000691093-0.00302721j 0.00290658+0.0192473j 0.0012803-0.00646756j 0.00238654+0.0128818j 0.000665327-0.00222292j 0.0025914-0.019092j 0.006867-0.0104826j 0.0166616+0.000672134j 0.0152482+0.00853936j -0.00300781-0.0027512j 0.00830518+0.0144459j -0.0110572+0.020668j -0.00979077-0.00419932j -0.0113181-0.00209739j 0.0016464+0.0018569j 0.00208637-0.00246756j -0.00375068-0.00185698j 0.0012565+0.002074j 0.000956044-0.00237127j 0.0018292+0.00291427j 0.00036613-0.000560959j 0.0107451-0.0125831j 0.00439393+0.00394964j 0.0092017+0.0128971j 0.00599338-0.00677961j -0.0055777-0.000121928j 0.00538925-0.00719426j -0.00108358+0.00546282j -0.00311912-0.000285756j -0.000236148-0.00888165j -0.00150534-0.014911j -0.00779435+0.00659149j 0.00444906+0.0031605j -0.00628855-0.000745129j -0.000511023+0.00298997j -0.00399564+0.00931137j -0.000411182+0.0046937j -0.00412308-0.00506454j 0.00501313-0.0111224j -0.00722355-0.00441291j -0.00245324-0.00429555j 0.000377104-0.00817474j -0.000232141+0.00462566j -0.0078083+0.00539881j 0.00640219+0.00862938j 0.00103307-0.00319149j 0.000984876-0.00709318j 0.00512515-0.00587534j 0.00342357+0.0076836j 0.00486419-0.0029669j 
-0.0043816+0.0110523j -0.0109203+0.00899166j 0.0299783+0.0134056j 0.00750558-0.0314542j 0.0115701+0.028468j 0.0475262+0.00569174j -0.02094+0.00799032j 0.00875156-0.0356134j 0.0240223+0.0101034j -0.00779121+0.0387986j -0.00575606+0.0216582j -0.015549-0.00465157j -0.0154643+0.0168311j -0.006719-0.00974003j -0.00577061+0.0101042j -0.0199939-0.00844196j 0.00707601+0.0131252j -0.0101423-0.0109041j 0.00856743+0.0270895j -0.0186887+0.0239462j 0.0124636+0.015212j -0.00939561-0.00242718j -0.00436516-0.00748542j -0.00429916+7.82279e-05j 0.00513184-0.000273013j 0.00143096-0.000194493j -0.0164723+0.00564922j -0.00861203-0.000538792j 0.0170152+0.00895845j 0.00908241-0.00192993j -0.0108859+0.00559897j -0.00109529-0.00822711j -0.0102145-0.00159426j 0.00590065-0.00431644j -0.00812256-0.00292263j -0.00340109-0.0052894j 0.00186614+0.0071756j 0.0160967-0.000260705j -0.00250432-0.0148969j -0.00395071+0.00229089j 0.0106706+0.00559367j -0.00491502+0.00267416j -0.00142028+0.000595204j -0.0023377-0.00217814j -0.0043228-0.015948j -0.00567685-0.000907225j 0.00546106-0.000872746j -0.00532154+0.000668683j 0.0040866-0.00641578j -0.00195833+0.00912755j 0.00221303-0.00343339j -0.00136437-0.00531472j 0.0101315-0.000757852j 0.00108892+0.00347403j 0.00848502-0.00166453j 0.00890288+0.0115274j 0.00619006-0.00834878j 0.0101711-0.00571415j -0.00499598-0.0120741j 0.00435824+0.00603001j -0.00334781-0.00519552j -0.000301053-0.00272581j -0.00198091-0.00943811j 0.00699829-0.00341104j -0.0130298+0.0147441j 0.00698035+0.00560488j -0.00512206-0.0074128j 0.0042324-0.00160671j -0.00836858-0.00254637j 0.0129356-0.00773385j -0.00411024-0.00887833j 0.00279629+0.00133953j -0.013794-0.0021292j -0.00723701+0.0133059j 0.00277485-0.0103504j -0.00298136+0.00674637j 0.00693444+0.00609313j 
-0.00991321+0.00896825j 0.00364897-0.01026j 0.00665486-0.0293068j -0.0275824-0.0113509j 0.03728-0.00273539j -0.00159564-0.0303484j 0.0213822+0.0246122j -0.0280513-0.0103791j 0.0203069-0.0311295j 0.018459-0.00777084j -0.00728552+0.0266469j -0.00883394+0.0025968j 0.0174634+0.00349974j 0.00687383+0.0203924j -0.0279364-0.0078113j -0.00713524+0.00847816j 0.00927678+0.0289906j 0.00779205-0.00980161j 0.00118195-0.00887033j -0.0138166-0.0228991j -0.0167985+0.0107924j -0.00497769-9.96454e-05j -0.00463426-0.00593151j -0.0146823+0.0100939j 0.00666751-0.00878703j -0.01153+0.0060932j -0.00112492+0.00254345j -0.00983414-0.000106051j -0.0131648+0.00588644j -0.00198838-0.00659866j -0.0143667-0.00814577j 0.00255045+0.00853652j 0.00685632-0.010734j 0.0102768-0.00369463j 0.0131196-0.00464663j 0.00601532+0.000713661j -0.00373335-0.00526395j 0.00160454+0.00744411j 0.0115353+0.00628498j -0.00408462-0.000607638j -0.0166358+0.00602804j -0.00210167-0.0105483j -0.00522069-0.0065925j -0.00560987-0.00952518j 0.0100887-0.0103735j 0.00502909-0.00808071j 0.0128801+0.00795545j -0.00298078+0.000933517j -0.000332117+0.00224088j -0.00317402-0.00354653j 0.0116745+0.0057142j 0.0050633+0.000799962j -9.12602e-05+0.00961098j 0.000432228+0.00324352j 0.00384646+0.00929143j -0.00867743+0.00856876j 0.00235114+0.0106298j 0.00997379+0.00876111j 0.00717098-0.00458669j -0.00733455-0.000684661j 0.00133128+0.000392039j 0.00544582-0.00080047j 0.00758017-0.00663054j 0.00150018+0.00218818j -0.000423959-0.00704761j -0.00366879+0.0111265j 0.0115485-0.00195858j 0.00793496+0.00415678j -0.00742011+0.00305013j -0.00253112+0.00334418j 0.00626959-0.00513257j -0.0126016-0.00643192j -0.00551184+0.000165288j -0.00283243+0.0100169j -0.00609647+0.0119839j -0.00644917-0.00525673j -0.00242197+0.00618377j 
