0.0270515-0.00467855j 0.0130764+0.0420309j -0.00344671+0.0223507j -0.0368393+0.0101005j 0.0409312-0.0586849j -0.00251827-0.0629864j -0.0259699+0.0206935j -0.0712678+0.00962063j -0.000513745+0.0208647j -0.048113-0.0239509j 0.057527-0.0280541j 0.0650597+0.0138312j -0.0691249-0.0616678j 0.019926-0.0115764j 0.0109945-0.0123631j -0.01961-0.0208509j -0.00298689-0.00278122j -0.0531787+0.047153j -0.00670282+0.0510381j 0.0065024-0.0141667j -0.0019091+0.0279007j 0.0254231+0.0924781j -0.024026+0.0265409j 0.0374832-0.00700668j -0.0542386+0.0264529j 0.0287971+0.011931j 0.0349799-0.0679909j 0.0178887-0.0001267j -0.0388771+0.0030722j 0.0355076+0.0308045j 0.0210634-0.014131j -0.0532071-0.012671j 0.00193632-0.0147255j 0.0031908+0.0216151j -0.0323967+0.0115179j -0.014503+0.0755146j 0.00957976-0.0204851j -0.150874-0.0695905j -0.0385039+0.0339866j 0.0487923+0.0155389j 0.0132799-0.0696278j 0.0950211+0.0286309j 0.0439607+0.05106j 0.0503779+0.00714245j 0.00353767+0.0276637j -0.0261573+0.0646179j -0.0319906+0.0334025j 0.0808006-0.0842804j -0.0349369-0.0765855j 0.150427-0.059762j -0.0121491-0.0864126j -0.0229403+0.0839843j -0.0631148-0.043607j -0.032828-0.0562401j 0.087742+0.115072j -0.00429724+0.0282582j -0.0532305-0.0144986j -0.00678264-0.145284j 0.000330774-0.00592315j -0.0482195-0.0264016j -0.00669608+0.0467919j 0.0205671-0.0228579j -0.157603+0.054786j -0.0270923+0.100202j 0.096953-0.0196426j -0.0379349+0.00459718j -0.0118392-0.0768011j -0.00139661-0.113818j 0.0377632+0.0127399j 0.130599-0.084794j -0.023283+0.136732j 0.0852437-0.134205j -0.181198-0.15279j -0.0349546+0.0289809j -0.0176811-0.0948236j 0.0280789+0.00149352j 0.0165397+0.00542431j 
0.000173399+0.000868442j -0.00177901+0.000419562j -0.00115416+0.00179899j -0.000155363+0.00136226j -0.00208187-0.00260934j 0.0047544+0.00386011j 0.000693039+0.00108321j 0.00435527+0.00135802j 0.00693296+0.00384422j 0.00547344+0.00384386j 0.000893083+0.00390571j -0.00490919+0.000173775j -0.000858694+0.00354721j -0.00207452+0.0027108j 0.00155204+0.00215803j 0.00544363+0.00337046j 0.00277335-0.00431983j -0.0113064-0.00327149j -0.00658332-0.00297285j 0.00257312+0.00337448j -0.000125714+0.00109538j 0.00105939+0.0026742j -0.00183927+0.00117331j 0.00531157-0.00132152j -0.00197582+0.00337817j -0.00136294-0.00253368j -0.00254167-0.000748428j 0.00369765-0.0113932j -0.00162631-0.003478j 0.00017839-0.00554872j 0.00587547-0.00137471j 0.00270945+0.00220356j -0.00479786-0.00122186j 0.00083564+0.00343039j 0.00224032+0.00385825j -0.00528922+0.00808441j -0.000236014-0.010154j -0.000297434-0.000968722j -0.000264036+0.00889773j -0.000110036+0.0162918j 0.00277353-0.0010775j -0.00235495-0.000900082j 0.00723206-0.00474325j 0.00667551-0.00508202j 0.00256726+0.00280626j -0.00453373-0.00197543j 0.0102153-0.00552922j -0.00288037+0.00415966j -0.0018552-0.00250668j 0.00134525-0.00174468j 0.0048774+0.000531615j -0.000399988-0.00894169j -0.00457576+0.00875483j 0.00131129+0.00528524j -0.00332972-0.0106961j -0.00105236+0.000909915j -0.00311848-0.00061829j -0.000878925+0.000570055j 0.00318672+0.00165522j 0.00507653+0.00552612j -0.00336881-0.00680303j -0.00796664-0.00624736j -0.00394278-0.00706939j 0.00039694-0.000362721j -0.00105763-0.00742192j 0.00513057-0.00960334j 0.00574543+0.00457385j -0.00247764-0.00625761j 0.00376386-0.000284707j 0.00494903-0.00208247j 0.00041887+0.00352563j 0.00274662+0.00757745j -0.00813729+0.00146145j -0.00164665+0.000267223j -0.000233206+0.000431093j 0.000696538+0.00226025j 0.000829587+0.000416938j 
0.00183907-0.00238732j -0.000836474+0.00176983j 0.00237084+0.00634126j -0.00323427+0.00130371j -0.00114251+9.51977e-05j 0.00339301+0.00104446j -0.000756791-0.0105641j 0.00805106+0.00508922j 0.00734952-0.00045171j 0.000974522-0.00131843j -0.00127203+6.37376e-05j 0.000402264+0.00561875j -0.00355527-0.0038138j -0.00201605-0.000169658j 0.00584415-0.00102777j 0.00821121-0.00164685j 0.00651021+0.00166564j 0.0028114+0.00383007j -0.00605366-0.0118691j 0.00276928+0.009786j -0.000897416+0.00605043j 0.00187043+0.0105732j 0.00227787+0.00760502j 0.000933758-0.00525893j 0.00539626+0.00877105j 0.00782154+0.00564772j -0.00767245-0.00434445j 0.00581453-0.0134548j -0.00270571-0.00202307j -0.00464634-0.0204011j 0.00769507-0.0102435j -0.00453135+0.00633517j -0.0051079+0.00498205j -0.00334395-0.00527201j 0.00229292+0.00423929j 0.00383504+0.00976963j 0.00450685-0.00442938j -1.76527e-05-0.00036163j 0.00775598+0.0121416j 0.0184181+0.0126979j 0.00540173-0.00303254j 0.00379404-0.00584867j -0.0140926+0.00127647j -0.00154211+0.00506636j 0.0129372+0.00158059j 0.00862653+0.00655772j -0.000958485+0.000307301j 0.00577376-0.00374384j -0.0121033-0.00321251j -0.00131361+0.00397684j 0.000648859-0.00290541j -0.00543386-0.016593j 0.00735989+0.00929885j 0.0138621+0.00839191j -0.00651238+0.00526538j 0.00546739-0.00674726j -0.00672616+0.00602447j 0.00254359+0.00126371j 0.0062911+0.00502554j 0.0171599+0.00996973j 0.00601417-0.0050893j -0.0136534-0.00855976j 0.000549447-0.00816924j 0.00999925+0.004214j 0.0124664-0.0147352j 0.0183824+0.00373942j -0.00296401+0.0221671j 0.0169277-0.00231623j 0.0110839+0.000447382j 0.00306011+0.0015039j 0.00352748+0.0120663j 0.00944454+0.00519632j -0.0092989+0.00743626j -0.00338946+0.0032869j 0.000266477+0.0015617j 0.000839677+0.00152656j -0.00155949-0.00242104j 
-0.00361765+0.00578843j -0.00337425-0.000685288j -0.00213829+4.9744e-05j -0.00263513-0.00276097j 0.011391+0.00057603j 0.00603616+0.000611089j -0.000867052+0.00130968j 0.00241463-0.00515661j -0.000326993+0.000723913j 0.0035524-0.00134419j 0.00557153+0.0111032j -0.0102564+0.000539197j 0.000633848+0.00583568j -0.000538512+0.000786051j -0.00401001+0.00336097j -0.00114969-0.000343894j -0.000113082-0.00489661j -0.0171911-0.0121661j -0.00897386+0.000770059j 0.00206328-0.000733687j 0.000926705+0.00595707j -0.00453767-0.0022312j -0.00393171-0.00666365j 0.00126452+0.00412252j -0.000847436-0.00129807j -0.00247688-0.00752257j -0.00405724+0.000588074j 0.00614438+0.00103746j 0.00503334-0.00870167j 0.00504891+0.00157116j 0.00305152+0.00330593j -0.0114377-0.00137973j -0.00905934-0.00395325j 0.00323917-0.00580025j 0.0141597+0.000243639j -0.0131215+0.0102255j -0.0068851-0.00328976j -0.0106262+0.0174779j -0.0146675+0.0128327j -0.0101493+0.015108j 0.00729818-0.010185j 0.00654813+0.000160063j 0.0179681-0.000778629j -0.0124708-2.55457e-05j -0.0137042+0.0170309j -0.00676112-0.00726764j 0.0111995+0.000673899j -0.0149328+0.004623j -0.00132413-0.0123619j -0.00731755-0.00121035j 0.0181779+0.00288973j 0.00790015-0.00280256j -0.02097-0.00246029j 0.00310159+0.0152394j 0.00483505-0.0148651j 0.000862259+0.00564912j 0.00415079-0.0164934j 0.00634303+0.00376244j -0.00261036+0.00154637j 0.00567227-0.0132928j -0.00453491-0.00951544j -0.0155372-0.00610096j -0.00418017-0.00294697j 0.00576301+1.52029e-05j -0.0194252+0.00230845j -0.0021144-0.0242881j 0.0123003-0.00401684j -0.007216-0.00725322j -0.000923021-0.00763453j 0.0123285-0.00976994j 0.00313314-0.000107609j -0.0109989+0.0201775j -0.00304953+0.00473002j 0.0016776+0.00221656j 0.00167956+0.00437956j 0.00122781+0.00238152j 0.00163765+0.00171455j 
-0.00269894+0.000956307j -0.00035626-0.0023403j 0.00214132+0.00155494j 0.00478179-0.000771484j 0.00135821+0.0025546j 0.00282159-0.0039667j 0.000547633-0.00178581j 0.000704847-0.00139097j -0.00446732+0.00214049j -0.00715999-0.00178273j 0.000928729+0.000162155j 0.00143624+0.00202609j 0.00232064-0.00326401j 0.00332518+0.00347212j -0.00299292+0.000537561j 0.00214166+0.000590973j 0.0035008+0.00471208j 0.00324738+0.0033497j 0.00548364+0.00417005j -0.00457866+0.000151549j 0.00449432-0.00380366j -0.00250755-0.00205203j 0.00100751+0.00287909j -0.000197166+0.00443407j -0.00400777-0.00801808j -0.00861194-0.00666984j 0.00379584-0.000741569j -0.00358046+0.00195213j -0.00283467+0.00348886j -0.00137847+0.00827129j -0.00425274+0.0024775j -0.00768064-0.004582j 0.00253058+0.00132366j -0.00204382+0.00167893j 0.005626-0.000705883j -0.00338457-0.00308545j -0.00378569+0.00972518j -0.00472968+0.00400848j -0.00539997-0.00247348j -0.00461892-0.018188j -0.00827144+0.00549463j 0.00403015+0.00136219j -0.000503226+0.00326129j -0.00386463-0.00128905j -0.0102808-0.00207639j 0.00433655-0.013848j -0.00285393+0.00206716j -0.00561456+0.0109286j 0.0089837-0.000745843j -0.00061956-0.00559708j 0.00552959+0.00226192j 0.00426972+0.0147061j 0.00620671-0.007892j -0.00280637-0.0117339j -0.00106328+0.0020607j 0.000246225+0.00265459j 0.00590896-0.000638802j 0.0109+0.00157653j -0.000467484+0.00437276j -0.00195097-0.0145955j 0.00837197-0.00194304j 0.00579542+0.0011588j -0.00367386+0.00724248j -0.00394013+0.00109881j -0.0038681+0.0167515j -0.0202267+0.00184991j -0.00936258-0.0193225j -0.00640463+0.0101183j -0.00617559+0.000436911j 0.00496983+0.00128835j 0.00265491-0.00597556j -0.0025554-0.000334453j 0.00710536-0.000487941j 0.00274217-0.000841762j 0.00326811-0.00161748j -0.00192273-0.00026439j 0.0010827+0.0014676j 
-0.00217882+0.00195304j -0.000350651-0.00220022j 0.00418166-0.000218644j 2.59202e-05-0.00119408j 0.00301978-0.00539697j 0.00297953-0.000484577j 0.00241946+0.00889621j 0.00292578-0.000589263j 0.0013023+0.00153839j -0.00305912+0.00692841j 0.00164055+0.00548644j -0.00434983-0.00643431j 0.00202379+0.0113583j -0.00101158-0.00419033j -0.00596299+0.00110111j 0.0112151+0.00200069j 0.00549335-0.00744737j -0.0133475-0.00879743j -0.00869644+0.00133879j -0.00511473-0.00395144j -0.00405742-0.00431116j -0.00133508-0.00658767j -0.00234922+0.00262342j 0.0100182+0.00801345j -0.0034217-0.00254745j -3.31234e-05-0.00307072j 0.00714257-0.00484077j 0.00944947+0.00284169j 0.0041961-0.0118279j 0.00133996+0.000977846j 0.00553781+0.00364225j 0.00277962+0.00392395j 0.0101909-0.00293446j -0.00854915-0.0005333j -0.00187582-0.00012819j 0.00107485-0.0028802j -0.00223758-0.0016543j 0.00110461-0.00681489j 0.00747465-0.00419422j 0.00478946-0.00277379j 0.000380699+0.0110407j -0.00749536-0.00846445j 0.0073415+0.0051872j 0.00427053+0.00630585j 0.00465664-0.00177909j 0.0107272+0.000546205j -0.0010805+0.00517792j 0.00363989-0.00689414j -0.00141687-0.00514532j -0.00405827+0.00797061j -0.0023354-0.0015993j -0.00387223+0.00448233j 0.00144596+0.00433351j 0.0139165+0.00377983j 0.00736508-0.00063857j 0.00156906+0.00891875j -0.000297589+0.000672136j -0.013412+0.0053229j 0.00449952-0.0042295j 0.00430984+0.00984921j 0.00243268-0.000711259j -0.00123053-0.00467564j 0.00648071-0.00183583j 0.00566005+0.000528651j 0.0011826+0.00274047j 0.00692044+0.0130042j -0.0113266+0.0106907j 0.0026139-0.0023924j -0.00121801+0.0072616j 0.00442735+0.000896002j 0.0103787+0.000265689j -0.000809826+0.00299433j -0.00625569-0.00324528j -0.00314213+0.0058595j 0.0031437-0.000116391j -0.00132449-0.0017141j 0.000608342-8.39814e-05j 
0.00283127-0.00246318j -0.00206363+0.00400763j -0.00150464+0.00389904j 0.00228014-0.000439776j -0.00825503+0.00902797j 0.00444294+0.0022237j -0.00218297-0.0064589j 0.00335043+0.00382852j 0.00425981-0.00241727j 0.0062519+0.00487174j 0.00273867-0.00144425j -0.00154131+0.0088144j -0.00683047-0.00223202j 0.000916459+0.00254916j 0.0107106-0.000927298j -0.00639659+0.00575626j -0.00877211-0.000523359j 0.00782505-0.00210642j 0.00377831-0.00323683j -9.24307e-05+0.00842743j 0.00251811+0.0044642j 0.00128266+0.0148064j -0.000376765+0.000465473j -0.00697697-0.0038319j 0.00348521-0.0113742j -0.00450614-0.000634646j -0.0110858-0.0080514j 0.00210224-0.00701221j -0.00349822+0.00208521j -0.00184927-0.00154698j 0.00264374+0.00668187j -0.00450164+0.00806011j -0.00717058-0.0102844j -0.00713573-0.00806398j 0.00778206-0.0160042j -0.00527792+0.00259619j 0.0108622+0.00655392j 0.00806323+0.00723625j -0.00130937+0.00472015j -0.00646499-0.0056419j 0.00726452-0.0120487j 0.00164487+0.00475641j 0.00483144-0.00267038j 0.00364262+0.0143601j -0.00191561+0.00432934j -0.0149735+0.00716536j -0.00500778+0.0160055j -0.00033807+0.0119842j -0.00662901+0.0040237j 0.00190387-0.00172824j -0.0120261-0.00240381j 0.00318237-0.00679195j 0.00531063+0.00591114j -0.0103274+0.000258784j 0.00709146+0.0160614j -0.00168231-0.0129441j -0.000731988+0.00705518j 0.0148927+0.00683201j -0.00502754+0.0119498j -0.00925267-0.00933168j -0.00308456+0.00996463j -0.00208449+0.00434058j -0.0126297+0.0129818j 0.00174786+0.000183929j -0.00318563-0.00824759j 0.00296733-0.0140869j 0.00370826+0.000767002j -0.0014654-0.00451832j -0.000801233-0.00610323j -0.00712727-0.0064904j -0.0105938+0.00151653j -0.00487393-0.00203022j 0.000699998+0.00385418j 0.00200968-0.00043393j -0.00550276+6.88311e-05j 0.000138227+0.00178956j 7.66621e-05+0.000527264j 
0.000943571+0.000711012j -0.000791308+0.00461424j 0.00112048-0.00372615j 0.000785238-0.00450839j 2.01117e-05+0.00603141j 0.00629468-0.00105337j 0.000802977+0.00187335j -0.00332334-0.00101723j -0.00110123-0.000462083j 0.00970699+0.00136073j -0.00216219+0.000365545j -0.0042886-0.000280776j -0.00365606-0.000381804j -0.00116965-0.00174487j 0.00597884-0.00732221j -0.0043416-0.000520346j -0.00470857-0.00106894j -0.00337229-0.00207476j 0.00249512+0.0109744j 0.00266854-0.00211602j 0.00151244+0.00332673j -0.00495504+0.000140225j -0.0033615-0.000604255j -0.00578849-0.00194733j 0.00427745+0.00200479j 0.000969844+0.00153183j -0.00286371+0.000930087j 0.00736811-0.00111749j 0.00180296-0.00174465j 0.00456388+0.00409609j 0.000454645-0.00474091j 0.00276104+0.00758757j -0.00208746-0.000210295j 0.00671801-0.00370014j -0.00507605-0.000724466j -0.00511717+4.87919e-05j 0.00908771+0.005997j 0.00463465-0.00528487j 0.00145626+0.00219392j -0.000307241-0.00690566j 0.00489662-0.00313443j -0.00151504+0.00880267j 0.00893344-0.0108193j -0.00113635-0.00152076j 0.00680155+0.00599754j -0.0203689+0.00240471j -0.014047+0.00219322j -0.00116983-0.00851126j -0.00582514+0.00799538j 0.00260995+0.0114465j -0.0085023-0.00304685j -0.00328451-0.0105685j 0.000581095+0.00682118j -0.000817081+0.000962469j 0.00178964-0.0032918j -0.0025993-0.0131659j 0.000543307+0.0072399j -0.00305735-0.00191556j -0.00161729-0.00553803j -0.0138209+0.00540673j -0.00434006+0.00892234j 0.00412414+0.00674242j -0.000713036+0.00359372j -0.00493366-0.00186013j -0.00435031-0.00485687j 0.00827156-0.0094103j 0.00544548-0.000896781j -0.00306651+0.00268723j 0.00410516-0.000545654j -0.00386357+0.00114094j -0.0102658+0.00508536j -0.00569569-0.00310313j 0.00526179+0.00282345j 0.00329297-0.000445125j -0.00230042+0.00100329j -0.000230815-0.00125299j -0.00101061+1.22708e-05j 
0.00134525-0.00154361j 0.000504282+0.00130555j -0.000130513-0.000850596j 0.00511485+0.0024369j -0.00464765+0.00060591j 0.00386546+0.000143638j 0.00563364-0.00209013j -0.000745536+0.00263381j 0.00120676+0.00352536j 0.00951308-0.0043177j 0.00384185-0.00448848j -0.00204929-0.00166168j -0.00230088-0.00939767j 0.000114324+0.00175215j 0.00788618-0.00117037j 0.00358843-0.00297227j 0.00235682+0.00228751j -0.00618777+0.00589794j 0.000481741+0.000885505j 0.00264083+0.00706019j -0.00216513+0.00105895j 2.99631e-05+0.0111543j 0.000284433+0.00575654j -0.00649443-0.00984531j 0.00414378+0.014136j -0.0101439+0.000743614j -0.00444672+0.00773707j -0.00833835-0.00731945j -0.0103737+0.00671556j 0.00676522+0.00045858j 0.00264655-0.00535056j 0.0056631-0.00744808j -0.000358252+0.0076545j 0.00915371+0.00229398j 0.00115019+0.00611441j 0.00157664+0.0102098j 0.00315159-0.0146896j -0.00605909+0.000464567j 0.00161176+0.00341082j -0.00410711+0.00300762j 0.00706018+0.00876616j 0.00135795+0.0162121j -0.00314424-0.0107598j 0.0195857-0.0225298j 0.0074238-0.00394729j -0.00829985+0.00224976j 0.0132108-0.0110134j 0.00658157+0.00903464j -0.0053653+0.000578072j -0.00411039-0.0114504j 0.00341552-0.00627444j -0.00273307+0.000389235j 0.000333821+0.000592621j -0.00450478-0.00617267j -0.0211413+7.22064e-05j 0.00116997-0.000837202j -0.00663864+0.000543578j -0.0137143+0.0047866j -0.00674627-0.0134793j 0.00136462+0.00810604j -0.0146326+0.00555475j 0.00524625+0.00579326j -0.0109917-0.0128745j -0.00225754+0.00681738j 0.00426292-0.00698797j -0.00327788-0.00257951j -0.00118726-0.000574301j -0.00214318+0.00857132j 0.00853784+0.00191463j 0.00400845-0.00172481j -0.00694964+0.00512874j 0.00137993-0.00173569j 0.000165165+0.0047451j 0.000568092-0.00129216j -0.000975594-0.00251682j 0.000144495-0.00171928j -0.000382528+0.000912265j 
0.00118827+0.0011567j -0.000886615+0.0011569j -0.00252795+0.00268522j -0.00015257+0.00029595j -0.00235644+0.00190763j -0.00117068+0.00173652j 0.00110092+0.00233933j 0.00580285+0.00401833j 0.00090736-0.00294724j 0.00255008-0.00264627j 0.00841721-0.00277491j -0.00150111+0.000227272j 0.000384495+0.00506374j 0.00048234-0.00284065j 0.00139535-0.00265477j -0.0111247-0.00373508j -0.0132707-0.00312986j -0.00443965+0.000317469j 0.00870956-0.00500438j -0.00273983-0.00273648j -0.00246937+0.00748j 0.0056623+0.00344181j -0.00154997-0.00586553j 0.00143597+0.00164576j -0.00328213-0.00831875j 0.000444118-0.00498299j -1.7357e-05+0.00510812j 0.00547826+0.00353759j -0.00564667-0.00143966j 0.00467035+0.00322785j 0.00431798+0.0110896j -0.00199581+0.00207627j 0.00259789-0.00479329j -0.0143976-0.00650853j -0.00310103-0.00374023j -0.000979057-0.00738422j -0.000953369-0.00180424j 0.00682387+0.000443327j 0.00308045-0.00747551j -0.0127658+0.00709198j 0.00686712-0.00248768j -0.00589279-0.00245542j 0.00998791-0.00534594j -0.00182954+0.00774446j 0.00452157+0.0086088j 0.00455479+0.0110899j 0.00553622+0.014204j 0.00225294-0.0114424j -0.00903999-0.0079955j -0.00174071+0.01261j -0.015398-0.00816824j 0.00397111-0.00020604j -0.0107817+0.0049824j 0.00375558+0.0126609j 0.0188577+0.0110051j -0.00152924+0.00143983j -0.00689425-0.00386866j 0.000481563+0.0033908j -0.00596771+0.00555196j 0.00215157-0.00192502j -0.00530636+0.000605077j -0.00689586-0.00511556j -0.000363147+0.00603326j -4.39443e-05-0.00188773j -0.00426154-0.00504021j 0.00214762-0.00451352j 0.00700349+0.00342712j -0.00788292-0.00772366j -0.00467798-0.00835301j -0.00317087-0.00554043j -0.00469469+0.00153543j -0.00557383+0.000344079j -0.00104063-0.00245967j -0.000306027+0.00287399j 0.000612316-0.000784136j 0.00165236+0.000428308j 0.00141737-0.00173718j 
0.000559326-0.00156575j 0.0014485-0.000781513j 0.00174658-0.00239183j -0.00356793+0.00367279j -0.000227252-0.00977658j 0.000828459+0.000203943j 0.000541889-0.00110546j -0.000101386+0.00189323j 0.00724808+0.000155681j 0.000901703-0.000957573j -0.00438387+0.00607459j -0.00434169-0.00647427j 0.000202146+3.76855e-05j -0.000516474-0.00205751j 0.00064351+0.000724183j 0.0116574-0.00487634j 0.0105805-0.00289412j 0.00152576+0.00116982j -0.00700143+0.00264396j 0.00314879-0.00149278j 0.00157617-0.00152061j 0.00154097+0.00343587j 0.00796663-0.000535455j 0.000140408+0.000794156j -0.000203325+0.00163393j -0.0070231-0.00122705j -0.00364954-0.00048917j -0.00783506+0.000197764j -0.00542916-0.00138084j 0.000261395+0.00309633j 0.00213633+0.000610663j -0.00250881+0.0042851j -0.00664631-0.00691509j -0.00952394+0.00548033j -0.000126932-0.00391546j -0.0053146+0.0123759j 0.0138367-0.00403613j -0.00357569+0.00964762j 0.013656-0.0070777j 0.00165195-0.000668987j 0.0116651+0.00292563j 0.0200207+0.000284091j -0.0205492+0.00241268j -0.0143323+0.00214085j 0.00959953+0.00952615j 0.00515119-0.0179536j -0.00173077+0.0167792j -0.016859+0.0143462j 0.000881958-0.00878181j 0.00598272+0.00211966j 0.000474887-0.0128957j 0.000958041+0.011425j 0.00930129-0.00776716j 0.011544-0.0105564j -0.0111768+0.0147341j 0.00347277-0.00784839j 0.00425126+0.0133512j 0.00171472-0.00507978j 0.00149641+0.00940356j -0.00478418-0.000661204j 0.00497677+0.00015315j -0.000926686-0.00311216j -0.00382851+0.0139065j 0.00596144-0.00768307j 0.00131294-0.00123629j -0.000949458+0.00311678j -0.00596988+0.00791604j 0.00794266+0.0035202j 0.00519349+0.00682732j 0.0040909-0.000797388j 0.00537104-0.000343588j 0.00340139+0.000290993j -0.00330925+0.000154123j -0.00296204+0.00168223j -0.000670801+0.00118362j 0.000660141-3.83689e-05j -0.000932596-0.000788538j 
0.00121738-0.00229038j 0.000580244-0.000742702j 0.0026102+2.30843e-05j 0.00309644+0.00394059j -0.00656681-0.00502676j 0.000657123-0.000385484j 0.00637541+6.87352e-05j 0.00635231+0.00721774j 0.00347073+0.00459602j 0.00191285+0.00446623j 0.00717185-0.00471713j -0.000886612-0.00122544j -0.00280801+0.00192733j -4.08865e-05-0.000635965j 0.00220434+0.000500467j 0.00890532+0.000340757j -0.00531811-0.00504306j -0.00674551+0.00197487j -0.00231917-0.00181489j -0.000833421+0.00812418j -0.00509312-0.000387326j 0.00842386+0.0101977j 0.00198315+0.00812688j 0.0009558-0.000609891j 0.00245177-0.00732356j -0.0134956-0.00709573j 0.00244199-5.12586e-05j 0.00775416-0.0049743j -0.00739877+0.00448764j 0.00553817-0.00482089j 0.00863747+0.00199073j -0.00320528-0.00317477j -0.00228982-0.00892164j -0.015492+0.00682862j 0.00497389-0.0119743j -0.00478522+0.00254453j 0.0061839-0.00945762j 0.00152414-0.00320381j 0.000103245+0.00674825j -0.00849361-0.00584825j 0.00445689+0.00741186j -0.000109164+0.00890416j 0.00361243-0.00335984j 0.0184037-0.0043889j -0.00103178-0.00760317j 0.00629802+1.97732e-05j 0.0116726-0.00112043j 0.0116632+0.0131458j -0.00404508+0.00018137j -0.00555713+0.000250804j -0.0150946-0.000561591j -0.000324772-0.00131175j 0.00280259+0.00651956j -0.00388771+0.00455666j 0.00841408+0.00825299j 0.00471282+0.00422114j -0.00653656+0.0122236j 0.00529583+0.0200143j -0.0119239+0.00442522j -0.00227039-0.00729123j -0.000914865+0.0106577j 0.00344388-0.00257623j -0.0140636+0.00326885j 0.00377444+0.00311407j -0.00049995-0.00407834j -0.00173055+0.0016064j -0.00761328+0.00916277j -0.00297234-0.00104454j 0.000741118+0.00234011j 0.00336718-0.00319573j 0.000697313+0.00384789j 0.000216762+0.000355813j -0.00174274+1.47972e-05j -0.0026081+0.00235699j -0.000172749-0.00186607j 0.000232418-0.000662608j -3.32183e-05-0.00228851j 
0.00186895-0.000348625j -5.74573e-05+0.0018456j 0.000685597-0.00234577j -0.00083597+0.00177098j -0.00160928-0.00227906j -0.00266471+0.00171275j -0.000875371+0.00028762j 0.000751149+0.00413211j -0.00410877+0.0053451j -0.000814881+0.00782365j 0.00140397-0.00316455j -0.00598903-0.00170405j 0.000488943+0.00423767j -0.000883981-0.000747866j 0.00114743+0.000633935j 0.00901398+0.00102743j -0.00403384-0.00272026j 0.000144375-0.00497785j -0.00155716+0.00796858j 0.00237905+0.00264576j -0.00180921-0.00442726j -0.0011147-0.00111091j 0.0047107+0.0096603j -0.00434908+0.00496724j 0.00560014+0.000333408j 0.0015073-0.00367283j 0.0067746+0.00202775j 0.00400097-0.0138739j 0.00113765-0.0130746j 0.00463558+0.0033262j 0.000220669-0.00620437j -0.00038033-0.000605832j -0.00872082-0.00883657j -0.0018943-0.00716582j -0.00728692-0.00939386j -0.00649156+0.00413302j -0.00095699+0.00292219j -0.00264864-0.00172047j -0.00427416+0.00482343j -0.00901388-0.0120049j -0.00128529+0.00256062j -0.0139512+0.00154856j 0.00810514-0.000327321j 0.0187255+0.0081118j -0.0109918-0.0032761j 0.000142368+0.00694168j -0.00348776+0.0152495j 0.0120022-0.00281003j 0.0073202+0.00769596j -0.00381665-0.00299913j -0.000170692-0.00534293j -0.00739546+0.00282404j 0.0131849+0.00769872j 0.00621859+0.00365879j 0.00368062-0.00574496j 0.00239234+0.000173974j 0.000586126+0.0125939j 0.00197503+0.00920749j -0.00742215+0.00690853j -0.00464447-0.000959802j 0.00396261+0.011103j 0.0102252-0.000723948j -0.00577374+0.00430524j 0.00188141-0.00287733j -0.00127552+0.00196995j 0.000115581-0.00145024j -0.00253142+0.0040374j -0.00420555-0.00380263j -0.00030853+0.00144448j 0.0011445+0.000813081j 0.000339786+0.00181044j -0.00203625-0.00108321j 0.000396535+0.000651914j 0.00080638+0.000237339j -0.0016989-4.65921e-05j 0.000621631+0.00104167j 7.70077e-05-0.00188753j 
