0.105127-0.00353432j -0.024329-0.00255429j -0.0131372-0.00339778j 0.0716762+0.0696086j -0.0356517+0.0241086j -0.0261369+0.074887j 0.0561496+0.132026j -0.0345652-0.0420256j -0.0346119+0.0296854j 0.105437+0.0556862j -0.0342559-0.0133496j -0.0964947-0.025934j -0.0121732-0.0568244j 0.14507+0.0426511j 0.0672536-0.040959j 0.0885476+0.0378307j -0.0338351+0.0253178j 0.0928363-0.0452985j 0.0744115-0.0467042j -0.117676-0.105194j 0.139596+0.0270606j 0.121321-0.0382655j 0.0492406-0.0165625j 0.0455706-0.195504j -0.0143744-0.0648398j -0.059014+0.124463j -0.00980237+0.033992j -0.12072-0.149885j -0.0673778-0.0981055j 0.0452575-0.0223385j -0.145718-0.00751021j 0.14837+0.126597j 0.124829+0.106289j 0.107637+0.0888908j -0.0142567-0.0099294j 0.0574614+0.103644j -0.0180078+0.0647905j 0.0257655-0.033194j 0.0571063+0.0782337j -0.0623752-0.0578727j -0.000582155-0.0972769j -0.0226492+0.115353j 0.0746348-0.218287j -0.0374444-0.125003j -0.087795+0.01693j 0.134976-0.011099j 0.0861496-0.00597103j 0.0558391-0.0234051j 0.0767628+0.0311779j -0.0384827-0.030672j 0.043047-0.0243352j -0.0138812-0.191208j -0.112896-0.00730743j 0.139916+0.155622j 0.101045-0.0268184j 0.0562587+0.0959158j -0.0344217+0.145003j -0.0110287+0.0605938j -0.0338762+0.00655283j -0.0422029+0.0188699j 0.0208668+0.00206477j 0.00128599+0.0307852j 0.0129049-0.0363283j -0.00564532+0.00468794j -0.0127033+0.00909933j -0.0114235+0.050005j -0.00284471-0.0137084j 0.0305156-0.0135921j 0.00119715-0.00267835j 
0.00151638+0.00146523j -0.00323425+0.00426487j 0.00245731-0.00140543j -0.00117242-0.000273465j -0.00146872-0.00623889j -0.00356202-0.00320934j -0.00340353-0.00351732j -0.00157839-0.0014019j -0.00219854+0.000566614j -0.00251769+0.000564388j -0.00196884-0.00274153j -0.00311365+0.00568507j 0.00346841+0.00162701j 0.000365257-0.000985939j -0.00614231+0.00129513j 0.00238151+0.000245148j 0.000234687-0.000462583j -0.00168022-0.00297693j -0.0017366+0.00107844j 0.000730989+0.00322346j -0.0065951-0.00194398j -0.00164534+0.000572943j 0.000120729+0.000547211j -0.00241393+1.86236e-05j -0.00382789-0.00143264j -0.000490758-0.00459865j -0.00324555-0.000541833j 0.00418005-0.000591619j 0.00151977+0.000784959j -0.0015184-0.000757318j -0.00202312+0.00027376j 0.00100557-0.0036527j -0.00177957+0.000362558j 0.000396571-0.000291019j -0.00287445+0.0038126j -0.00423341+0.00142358j 0.00386766-0.000639963j -0.00132159-0.00277234j -0.00307601-0.00194784j 0.00105022+0.00280438j 0.000460618-0.00257641j -0.000438981+0.00135081j -9.59441e-05+0.00101371j -0.00257977+0.00188214j -0.00093885-0.00487538j 0.00217636-0.00469081j -0.00276458+0.000432433j -0.00139462+0.00145844j 0.00323582-0.00122278j -0.000764405-0.00093764j -0.00156966+0.000653974j -0.00176281+0.00119506j 0.00125837-0.00310842j 0.00256256-0.00279847j -0.00164945-0.00125167j 0.0029345-0.000806721j -0.00299102+0.00193579j 0.00233551+0.00133641j -0.00183711-0.000435986j -0.0043407-0.00251266j -0.00267416+0.000995908j -0.00148597+0.000376195j -0.000425098-0.00208275j -0.00229504+0.000138652j -0.000314431-0.00100461j -0.0019089-0.00265578j -0.00246548+0.00101885j -0.00295301+0.00154982j 0.00125559-0.00267212j 
-0.000619737+0.000304706j -0.00108071-0.00289913j -0.00208225-0.00241655j 0.00164905-0.00212367j -0.00087942+0.000276816j 0.00193607-0.000706612j -0.000183899+0.00218886j 0.000127242-0.000472002j -0.0022122-5.35722e-05j -0.000693644+0.000311433j 0.00438029-0.000531378j 0.00118165+0.00261365j -0.000691473+0.00335439j 0.00425951+0.000786768j 0.0041269-0.000820489j 0.00305775-0.00174781j -0.000345076-0.000848426j 0.000345414-0.00348768j 0.00229767-0.00149823j -0.000561164-0.00118488j -0.00278403-2.81035e-05j -0.00137808+0.00350865j -0.0013227+0.00377615j -6.95912e-05-0.000273796j 0.00268208+0.00205643j -0.00138258-0.00067942j -0.000160936-0.000960361j 0.00142626-0.000148663j 0.00186191+0.000831296j -0.000835728+0.00172689j 0.000465188+0.00198443j 0.00130104-0.00386176j -3.19157e-05+0.00114092j 0.00116468-0.00207352j -0.00117686-0.000575872j 0.00121012+0.00502945j -0.000750214+0.00152953j 0.00179167+0.00694057j -0.00407959+0.00255513j 0.00122941+0.00176285j 0.00538043+0.000929815j -0.00350675-0.00428576j -0.00317336+0.00170875j -0.00138622-0.00200426j 0.00358496+0.00050789j 0.00159316+0.000386824j -0.000156275-0.00320143j 0.000985582-0.00148494j 0.00527798-0.00761969j 0.00348602-0.00136646j 0.000638129+0.003516j -0.00258476+0.0024115j 0.00133219-0.00110094j 0.000697088-0.000512206j -0.00331732+0.00146189j 0.000546991+0.00238026j -0.00201665-0.00424624j -0.00156802-0.00516062j 0.00345116+0.00501591j -0.0044359+0.00932298j -0.00690449-0.0040194j 0.0084973+0.00470055j -0.00830027-0.0115877j 0.00688638+0.0018327j -0.00232878+0.000889089j -0.00403853+0.00498327j -0.000962767-0.00994224j -0.00880009+0.000975404j 0.000337623-0.0023324j 
0.000270541-0.000613168j 0.000130511-0.00029487j 0.000261021+5.62627e-05j 0.000336681+0.00084182j 0.00114509-0.000766582j 0.000236498+0.000599264j -0.000824372+7.4971e-05j 3.32722e-05+0.000849551j -0.00101061-0.00064599j 0.000863866+0.000148449j -0.00118937+0.00160415j -0.00156012+0.00121123j -0.0023549+0.00321609j 0.00253823+0.00109643j 0.00188995-0.000650211j 0.00038998+0.00182563j -0.000785651-0.000276506j -0.000189065-0.00191627j -9.55941e-05-0.000631882j -0.00109274+0.00107886j 0.000312134+0.000344095j 0.000984547+0.00181038j 0.000811456+0.000345583j -0.000489707+1.76962e-05j -0.00143873+0.000601978j -0.00147283+0.000629691j -0.000390237-0.000407127j 0.000365796-0.00230812j 0.000625734-0.000555055j 0.000290375-0.000368202j 0.000528555+0.00076343j -0.000143086-2.32099e-06j 0.000194826+0.00179453j -0.000984953-0.00145192j -0.00111711-0.000816718j 0.00282739+0.000842679j 0.00478978+0.0020717j 0.00289967+0.00275231j 0.00311568+0.00125159j -0.00269068-0.000699081j 0.00125504-0.000333288j 0.000493365-0.00177203j 7.96362e-05-0.00012971j -0.000601487+0.00226053j -0.000156243+0.000337354j 0.000433645+0.000135648j 0.000267418+0.000881879j 0.000384677-0.000103715j 0.000140568-0.000687506j -0.000535167+0.000587767j 0.00105974-0.000683035j 0.00082056-0.00134088j 0.00136762-0.00131236j -0.000864341+0.000437478j 0.00229998-0.000322239j 0.000569572+3.06393e-05j 0.00217484-0.0005264j -0.00287067-0.00134371j 0.000309357+0.00230073j 0.000917056+0.00228773j 0.00417399-0.00114376j 0.000114648+0.00100591j 0.0017265+0.000639238j 0.00281858+0.00204721j -0.000210121+0.000270499j 0.000508942+0.0027952j -0.00131786-0.00280433j -0.00047055+0.00228321j -0.00371483-0.00316653j 
0.000580931-0.000990953j 0.0048222+0.000539795j 0.00136107-0.00165286j -0.00283772+0.00242731j 0.00213218-0.00270775j 5.21623e-05+0.000196316j -0.00129812-0.00094385j -0.000338962+0.00236249j -0.00203707-0.000746559j 0.000474202+0.00017883j 0.000510023+0.00826081j 0.00101941+0.000487541j -0.00319674+0.00561322j 0.00139835-0.00263216j 0.00080982+0.000924599j -0.00377633-0.000112599j 0.0019805+0.00194506j 0.00209874-0.00367591j -0.000577278+0.00102201j -0.00119554+0.00213404j 0.000891274+0.00203719j 0.000651126+0.000674642j 0.0048039+0.000104137j -0.00231816-0.00115609j -0.0044472-0.00246921j 0.000200961-0.00193212j -0.000766018+0.000326619j 0.00222089-0.00090944j 0.00014013-0.00211878j -0.00275416-0.00627448j -0.00507839-0.00417989j 0.000205564+0.00342368j -0.00100974+0.00344241j 0.000854855-0.00319039j -0.00403514-0.000714504j 0.00650126-0.00176143j 0.00306598+0.00373072j 0.00601702+0.00399766j 0.00314689+0.00131355j -0.00820579-0.000938819j 0.0028604-0.000332987j -0.000106214-0.00187529j 0.00173866+0.00190238j 0.00214965-0.00152906j 0.00394991-0.00372523j 0.0030384-0.00186693j -0.00398599+0.00120296j -0.00547194+0.000518708j 0.00196392-0.00339241j 0.000728138-0.00201578j 0.00321593-0.00142557j 1.52237e-05-0.00237955j -0.000237071-0.00264812j -0.00181037-0.00165772j -0.00131396-0.00022755j -5.33114e-05+0.000861605j 0.00349763-0.00742234j -0.0101619-0.00143341j -0.000686272+0.00749208j 0.00442871+0.00515388j 0.0044423-0.00668175j 0.00122949-0.000580404j 0.00480142+0.00171469j 0.00481922+9.36228e-05j -0.000782109-0.00255189j 0.00475724+0.00316335j -0.00207267+0.00474572j -0.00164678+0.00389423j -0.00749552+0.00645465j 
0.000351935+0.000455605j -0.00112249+0.000204879j -0.000303769+0.000328414j -0.000255084-0.00036287j -0.00219752-0.000246293j -0.00085404-0.000637796j -2.30991e-05-0.000463804j 0.00126392+0.000917999j -9.06291e-05+0.000447047j 0.00011544-0.0017754j 0.000358462-0.00152123j 0.00100508+0.00199663j 0.00234318-0.00269j -0.000441037+0.000984385j -0.00308494+0.000608136j 2.35525e-05-0.000171959j 0.000939471-0.00122733j -0.000462898+0.00266604j 0.000575569+0.00163415j 0.00029859-0.00119819j -0.00121893-0.000610617j 2.96039e-05-9.83431e-05j -0.000120667+0.000965177j 0.000612378+0.000922788j 0.000964122+0.000572541j 0.000913509-0.00194549j -0.000757334-0.000546091j -0.00249528+0.00293005j -0.00129496+0.00190527j -0.00172345+0.0015829j -0.00124278-0.00188968j -0.00202747-0.000423793j 0.000254304-0.00238627j -0.00186036+0.00298804j 0.00201374+0.00105095j -0.0001999+0.00248983j -0.00301272+0.000222136j -0.00304914-0.0017288j -0.00304997+0.000483066j 0.00224284+0.000575257j -0.00227415-0.00203056j -0.000209072+0.00229552j 0.00158332+0.00247396j 0.00128696-0.00120764j -0.00112495-0.000468256j 0.000197208-0.000307722j -0.000496041-0.00197395j -0.000193857-0.000805814j -0.00119266-0.00183729j 0.00156798-0.00108892j -0.000221858+0.0020089j -0.00117059+0.00311999j -0.000978649-0.00118197j 0.0026392-0.00322493j -0.00138538+0.000973179j -0.00187062-0.000763118j -0.0066059-0.000617443j 0.000689501-0.00238097j -0.00200391+0.00071591j -0.000481489+0.00315526j -0.00197508+0.00134824j 0.00112318-0.000627353j -0.00647959-0.000898744j -0.00331677-0.000900527j -0.000145388-8.53056e-06j -0.00281842-0.00419006j -0.00250859+0.000162432j -0.00336827-0.00026109j -0.00613938+0.000366721j 
-0.000278458-0.000220819j 0.00300898-0.000457698j 0.00102275-0.00118823j -0.000880805+0.00186204j 0.00134898+0.00103737j 0.000796934+0.000811228j 0.00118385-0.000783721j -0.00167584-0.00145147j 0.000633204-0.000607914j -0.0013654+0.0012382j 0.00125824+0.00337368j 0.00110547+0.000837916j -0.00203929-0.00111912j -0.00291857-0.00225455j -0.000148097-0.00144544j -0.00227033-0.00149297j 0.00154599+0.00318979j 0.00031635+9.75632e-05j 0.000692895+0.00113476j 0.00127729+0.000809007j 0.00424678+3.6459e-05j 0.000330007-0.00166315j 0.000318273-0.00133863j -0.00104946-0.0010918j 0.000426147-0.00123346j -0.00245332+0.000633315j -0.000992503+0.00100928j 0.00432692+4.14737e-05j 0.00115295-0.00210297j -0.000713828-0.0029459j -0.0011882-0.00108625j 0.00218477+0.000621527j -0.00127587+0.00159902j 0.00293023-0.00437831j -0.00408418+0.00346901j 0.00174041-0.00144537j -0.00021406-0.000381026j -0.00116811+0.000366602j 0.00128999-0.00263306j 0.000377802+0.0036284j 0.00209527+0.00215282j -0.00121602-0.00213579j -0.00174313-0.00552769j 0.00212311-0.00512895j 0.00421265-0.000451672j 0.00251715-0.000959173j -0.00282868+0.00089115j -0.00285107+0.00189752j 0.00242474+0.00105432j 0.00037809+0.000871702j 0.000254538-0.000367189j -0.00132383-0.00142854j -0.00345083+0.00175573j -0.000928885+0.00284064j 0.000439714+0.000876481j -0.00172558-0.00148952j 0.00171341-0.0022218j -0.00434526+0.00357903j 0.00145897-0.00456435j 0.00839548+0.000699083j 0.007053+0.00327589j 0.000637331-0.000604589j -0.00256587+0.00314528j -0.00305889+8.82614e-05j -0.00145817+5.72622e-05j -0.0037063+0.000392837j -0.0049885+0.0017206j -0.0044021-0.00107572j -0.0197504-0.000649998j 
0.00126164-0.000616082j 0.00068065+0.00103659j 0.000633519+0.000501858j -0.00141958+0.000884277j -0.000125547-0.00224747j -0.00112872-0.000754447j -0.00142231-0.00146461j 0.00315938+0.00326301j -0.00136879-0.000633657j 0.00348279-0.00349205j 0.000609407+0.00153792j 0.00019278+0.00394954j -0.00261991+0.00138951j 0.00418535+0.000224627j -0.000647862-0.000128097j -0.00102137+0.0022872j 0.0002121-0.00139874j -0.00126063+0.00168059j 0.00495756-0.00010933j -0.00112025+0.000618682j -0.000664343+0.000600194j 0.00358729+0.00194269j 0.00272103+0.00242191j 0.000476803+0.00179653j -0.0029749+0.000837945j -0.00432211-0.0031991j -0.000583442-0.00173352j -0.00307245-0.00103618j -0.00130743+0.00403352j -0.00160394+0.00169868j -0.00267568-0.00469758j -0.00465661-0.00071652j -0.00188776+0.00233992j -0.00362605-0.00601016j -0.00234189+0.00450614j -0.00177168+0.00306879j 0.000879312-0.00360556j 0.00126846-8.02932e-05j 0.00154876-0.00104725j -0.00252782+0.00224001j 0.00248801-0.00196035j -0.00042831-0.00014669j -7.1896e-05-0.00125525j 0.00208532-0.000864396j 0.00469811+0.00124876j 0.00066095-0.00052452j -0.000259218+0.00229709j -0.000942879+0.00243774j 0.00473657+0.00350592j 0.00132091-9.31342e-05j -0.000314443-0.00165466j -0.00176306+0.00293476j -0.00159527+0.00188165j 0.00204009-0.00407415j 0.00179504-0.00219354j -0.00235053-0.00244306j -0.00436531-0.00203179j -0.00516143+0.00236339j -0.00191963-0.003144j 0.00340608+0.00080624j 0.00634079-0.00214362j 0.000380114-0.000559128j -0.0019198+0.00369568j -0.000454899+0.00203892j -0.000692118+0.00100708j -0.00115952-0.00381357j -0.0023209-0.00398961j -0.000637287-0.00233479j -0.0115664-0.00117514j 
-0.00102886+3.00691e-05j 0.000522431+0.00286554j 0.00336669+0.00149833j 0.00227947+0.000136659j 0.00103448-0.00109835j 0.00194956+0.00270354j -0.000144671+0.000304122j -0.0012562-2.23419e-05j -0.000260586-0.00152282j 0.00104639+0.000769598j -0.00609128+0.00487118j -0.000613616+0.0027862j -0.000224456+0.00329795j -0.00124862+0.000861336j 0.00119178-0.000738644j 0.0011715+0.00463477j 0.0031322+0.00218068j 0.00298387+0.000800889j -0.000511027+0.000835568j 0.00149199+0.00124203j 0.00431011-0.00104575j 0.000138753-0.00210522j -0.000911911-0.0042418j -0.00121569-0.000110662j -0.0018894-0.000194933j -0.000158839-0.000663396j -0.000633177+0.000748914j 4.4334e-05-0.00150574j 0.000106549-0.00264052j -0.00189114-0.0019385j -0.000466247-0.000875912j 0.000539505+0.00216783j 0.000456698-0.000224013j 0.00198397+0.000533993j -0.00806871-0.00538282j 0.00218339+0.00419563j 0.00930871+0.00900686j 6.14378e-06+0.00071666j 0.00344919-0.00166688j -0.000968671+0.00101082j -0.00233568-0.000152011j 8.28261e-05+0.000950984j 0.0012227-0.0012438j 0.000434761-0.00185481j -0.00506965-0.00352811j -0.00135594+0.000371269j 0.00169934-0.000560938j 0.00159697-0.00100468j -0.00753673-0.00341319j -0.000973824-0.000705864j 0.00114371+0.000768319j 0.00405271-0.00349846j 0.00132363-0.00285048j -0.000847312+0.00129779j 0.00418784+0.0014391j 0.000680235-0.00166974j 0.00376798-0.00215172j -0.000342307-0.00721578j -0.00206062+0.000598082j -0.00807467+0.000763751j 0.00216188+0.000937864j -0.00203001-0.00207414j 0.00978379+0.00786075j 0.00209429+0.0047125j 0.000605239+0.00324408j 0.00273952+0.00899556j 0.00158011+0.0012202j 0.000375541+0.00433038j 0.000670528-0.000727138j 
0.000124663-0.000255626j 0.0010204-0.000242702j -0.000442813-0.00114594j 0.000763719-3.68302e-05j 0.000692705+0.00103126j 0.000605667-0.000537129j -0.000451545-0.000307085j 0.000151401-0.000748356j 7.87116e-06-0.00116609j 0.00163891-2.57272e-06j -0.000407358+0.00129323j 0.00143098+0.00178932j -0.00200995-0.00248415j -0.000937433+0.00290626j 0.000579008-0.00169617j -0.000155718+0.00288491j 0.000958797-0.000626292j -0.0011815+0.00246357j 0.00231531+0.000884482j 0.00151807-0.000302554j 0.00187713-0.000289193j -0.000526223-0.00169731j -0.000973747-0.00101993j -7.75621e-05-3.75469e-05j 0.000671185+0.000405466j -0.00266133+0.00108273j 0.000294671+0.000450743j -0.000949316+0.000602002j -0.00222338+0.00229081j -0.000140461+0.00029646j 0.000125463-0.000200147j -0.00121502+0.000330063j 0.000200912+0.00049219j 0.000385251-0.0014049j -0.00103579+0.00269825j 0.00214784+0.00538751j -0.00207623+0.00333334j -0.00344967-0.00124231j 0.00190607-0.00155305j 0.0048067+0.00228183j -0.00391283+0.00149268j 0.000748507+0.000709749j -0.00310058-0.00335026j 0.00106525-0.00406859j 0.00143667+0.000344532j 0.000144746+0.000681816j 0.00050207+1.22494e-05j 0.00104861+0.00026818j 0.000156737-0.000670758j 0.00106195+0.00121342j 0.00209628+0.00144495j 0.00214393+0.000601696j -0.00244214+0.00149208j 0.000922396+0.000556939j 0.00303692+0.00214906j -0.00121229-0.0036568j 0.00120387+4.54466e-05j -0.000102217+0.000457127j -0.00102065-0.00299472j 0.00718143-0.00102359j 0.004601+0.00389702j 0.00129724-0.00227636j -0.00480407+0.00979725j -0.00383993+0.00418004j -0.00129619+0.00346766j -0.00433573-0.00266376j 0.00121153-0.00593303j -0.000866126-0.00149478j -0.0054157-0.000820169j 
-0.00049227-0.000971252j 0.000679855-0.00177525j -0.00369063-0.000755773j 8.30187e-05-0.000397569j 0.00343605-0.0012835j 0.000513923-0.00521702j -0.00130651-0.00221605j -0.00345786-0.000996331j 0.00180396-0.00246226j 0.00344995+0.00456754j -0.00123107-0.00031886j 0.00156121-0.00140099j -0.0009496+0.000925335j 0.00194708-0.000310118j 0.00311535-0.00291928j -0.000371474+0.00175015j 0.00195885-0.00147716j -0.000404294-0.0020255j 0.000958861+0.00165367j -0.000273907+0.000168623j -0.00105882+0.00329293j -0.00247719+0.000421186j 0.000911084+0.00107499j -0.0029165-0.00231932j -0.00222596-0.0011679j -0.000568557+0.000839347j 0.000567814-0.000806015j -0.00224924-0.00188799j -0.00671668+0.00576345j -0.00364485-0.00347849j 0.000125451-0.00122379j 0.00386681+0.00121896j -0.000508691+0.000720352j 0.00275711+0.00220436j -0.00418519+0.0042744j 0.0022378+0.00268393j -0.00200711-8.65921e-05j 0.00556438-0.00351098j -0.00174549+0.000980136j 0.00512907-0.00417788j -0.00434249+0.00409048j 0.00234508-0.00126478j -0.00491098+0.00231942j -0.00477386+0.00107599j 0.00122596-0.0024182j -0.000102369-0.00134696j 0.00137394+0.00153235j 0.00133279+0.00105227j 0.00490972-0.0038762j 0.000651354-0.00188269j 0.00411969-0.00324824j 0.00496084-0.00243904j 0.0023127-0.000978142j -0.000729244+0.000748388j 3.36217e-05-0.00102044j 0.00952377-0.00338979j 0.0103825+9.21359e-05j -0.00165832+0.003061j 0.0059568-0.00301827j 0.00168896+0.00259268j 0.000421151-0.00643945j -2.36729e-05-0.00101381j -0.00108982+0.0029255j 0.00333744-0.0026354j 0.00228561-0.00159739j 0.00386314-0.00412911j 0.00119145-0.00363341j -0.00314412+0.0014995j -0.00273933+0.00272107j 
0.000347645+0.00085263j -0.000652011+0.0013984j 0.000782379+0.00183574j 0.000790653-0.00108019j -0.00256648-0.00155395j -0.000189616+4.90232e-05j -0.00123033+0.00043947j 0.000205347+0.00194595j 4.58208e-06+9.28212e-05j 0.00391695-0.00361854j -0.00135381-0.00103216j 4.28285e-05+0.00254106j -0.00174509+0.00280794j 0.00647195+0.00014692j -0.00103921+0.00233927j 0.00340183+0.00206704j -4.86704e-05-0.00259036j 0.001189+0.00191605j 0.000679281-0.00169466j -0.00133275+0.000269549j -0.00065765+0.00247416j 0.00376772+0.00247954j 0.00321701+0.00116796j 0.00015883+0.000570943j -0.00453264-0.000118143j -0.00115563-0.00287094j -0.000745268-0.00239391j -0.00499311-0.000264892j 6.72168e-05+0.00249994j -0.000270552+0.000262791j -0.00517346-0.00652611j -0.00382277+0.0034862j -0.00203506-0.000305504j -0.00361815+0.00203188j -0.00163033+0.00102245j -0.00334765+0.00175239j 0.000831591-0.00340787j 0.00125734-0.00643886j -0.0016467-0.00150646j -0.00147831+0.00425341j 0.00319518-0.00307742j -0.00171961+0.00195794j 0.00529628-0.000720873j 0.003403+0.000269736j 0.00157012-0.000784461j -0.00134276-0.00157313j 0.00336532+0.0048645j 0.00256493+0.0037973j 0.0027484+0.00176527j 0.00116057-0.00125968j -0.000878412-0.0047237j 0.00241388+0.0051912j 0.00127531+0.00490148j -1.71864e-05-0.00815413j 0.00285255-0.00485953j -0.00169933-9.07111e-05j -0.00761835+0.00412612j -0.00400623-0.00438634j -0.00342434+0.000608658j -0.00291024+0.000809922j -0.0040009-0.00112031j -0.000724015-0.00124885j 0.00192096+0.00308009j 0.000108039+0.00121621j -0.00106289+0.00188552j -0.00537142-0.00292309j -0.00350837-0.000205947j 0.000765275-0.00391838j -0.00264647-0.00343347j 
-0.0025357+0.00298336j -0.0012994-0.00213525j -0.000965206+0.00131894j 0.00208663-0.00123196j -0.00270751+0.00103395j 0.00195867+0.00161769j 0.00138241+0.00208065j -0.00758927-0.00341378j 0.00147241+0.000175299j -0.000347622+0.0054566j 0.000356364-0.00468012j -0.00125313-0.00176976j -0.000366413-0.00159349j -0.000469978-0.000645205j -0.00234273+0.00429397j 0.00257778-0.00307697j 0.00316463+0.000810183j 0.000316114-0.00130612j -0.00708344+2.53864e-05j 0.00218647-0.000328517j 0.00290046+0.00185654j -0.00235896+0.000329531j -0.000217216-0.00279708j -0.0019173-0.00234427j 0.00149273-0.00210433j 0.00760406+0.00223727j 0.00239743-5.54159e-05j 0.00386619-0.00383583j -0.00185627-0.00852814j 0.00305333-0.00505346j -0.000545897+0.00131548j 0.00605465+0.00275252j 0.00143657-0.00509006j 0.00499738+0.00650184j 0.00159282-0.00119845j -0.00271675-0.00285428j -0.00549132-0.00419089j -0.00243906-0.00553061j -0.00387556+0.00156665j 0.00532972+0.00101872j 0.00105166+0.000107208j -0.00242059-0.000118081j 0.00062788-0.00327853j -0.000387125-0.00283701j 4.18375e-05-0.00208259j -0.000501935-0.00270649j 0.00132681+0.00524878j 0.00221636+0.00467964j 0.00109216-7.07264e-05j 0.000560336+6.83128e-05j 0.00029531-0.0040663j 0.00316656+0.00042279j 0.0013929+0.00372445j -0.00178493+0.00123004j 0.000111412+0.00127706j -5.93598e-05+0.00318055j -0.000130388+0.00276969j -0.000121947-0.00751479j -0.00163101+0.00231848j 0.0039414-0.00228486j -0.00799456+0.0032603j -0.000108414+0.00189629j 0.000781549-0.0021198j -0.00186151-0.000472285j -0.000356946-0.00162483j -0.00736185+0.00166807j -0.00547907+0.0013578j -0.000811938-0.000429771j 0.00470259-0.00208639j 
0.00169243-0.00107146j 0.000512176+0.00209215j -0.000615921-0.000355098j -0.00113728-0.000391146j 0.000798338-0.00163525j -0.000624962-0.00104593j -0.00129764-0.00262255j 0.00318395+0.0016514j -0.00183687-0.000838834j 0.00228947-0.00194582j -0.00215013+0.00145643j 0.00127608+0.00229262j -0.000500842+0.00204477j 0.00232568+0.0011374j 0.000739548-0.0015164j -0.000125655+0.00428277j -0.00176501-0.00090059j 0.000868618+0.000498822j 0.00300568-0.00195617j 2.71179e-05+0.00228443j -0.00101825+0.00234646j 0.000685092+0.00103497j 0.000783275+0.00252661j 0.00235907+0.0013086j -0.00160539+0.00304349j -0.00474762-0.00210746j 0.00138846+0.000503937j -0.00307731+0.00260926j -0.00166492+0.00575493j -0.00133433+0.00461091j -0.00155013-0.00244026j -0.00260941+0.00169646j -0.000747816+0.0030515j -0.00250387-0.00230781j -0.00213462-0.00046376j -0.000696326+0.00486059j 0.00138958+3.99095e-05j 0.00101445+0.000518823j 0.00275409-7.27543e-05j -0.00404017+0.000182137j 0.00049649-0.00213953j -0.00115839-0.00185661j 0.000649661+0.00255614j 0.000532414+0.00150795j -0.000576934-0.000690302j -0.000737754+0.00119857j 0.00175944-0.0018936j 0.000815106-0.00118885j 0.000401736-0.00132814j -0.000205662-0.00187803j -0.00128249+0.000131789j -0.000525219+0.00227061j 0.000838032-0.000507789j 0.00153969-0.00359324j 0.000937322+0.000884846j 0.00164626-0.00328285j 0.00025018+0.00103803j -0.0017607+0.000856121j -0.00114084-4.95296e-05j -0.00172124+0.000474583j 0.0028969-0.00635022j 5.97538e-05+0.00277151j 0.00368441+0.00317097j -0.000808221+0.00286105j 0.000396784-0.00184442j 0.00379821+0.000489275j 0.00313268-0.00462806j 0.0026486-0.00255668j -0.00152716-0.00045257j 
-0.000493406-0.000617776j -0.000759619-0.000242901j -0.00343994+0.000679478j -0.000718566+0.000570286j -0.000687005+0.00019873j 0.00150992+0.00110508j 0.00251587-0.00102878j -0.000777823+2.44365e-05j 0.00106012-0.0021937j -0.000667971-0.00159849j -5.68275e-05-5.26079e-05j 0.000239705-0.000444407j 0.000622982-0.00103543j -0.00150289+0.000265208j -0.00371635-0.000617763j 0.0032786-0.000606875j -0.0013324-0.00158829j 0.00181692+0.00310601j 0.00223363+0.00164366j 0.00251684+0.00104191j 0.00273439+0.00120785j -0.00364866-0.000773247j -0.00780686-0.00361654j -2.28329e-06+0.000583396j -0.00359879+0.000564118j -0.000543671-0.00194892j 0.00169438+0.00066388j -0.000872526-0.00412346j 0.000597372-0.000461184j 0.00104147+0.00224189j -0.000464827+0.000239722j 0.00139203+0.00153915j -0.00208397-0.000510737j 0.00113373-0.00171302j -0.000816674+0.00192605j -0.00150063-0.00117418j 0.000135692-0.00373755j -0.00330046+0.00462864j -0.000845038+0.0094205j -0.00110001+0.00203411j 0.00281182-0.00200221j -0.00351924-0.00880278j 0.00188983-0.00351805j -0.00156767-0.00155205j -0.00439278+0.00426725j 5.56754e-05-0.0017823j -0.00116609+0.000663708j -0.00121145+0.00230367j -0.00410926-0.00611425j 0.00129038-0.00324636j 0.00092187-0.00433874j -0.002248+0.00470732j 0.0035057-0.00546464j 0.000390448-0.00294775j -0.00675081+0.00701453j 0.00166645+0.000442286j -0.00331368+0.000263556j -0.000347528+0.000137722j 0.00122106+0.000421788j 0.00124409+0.00118939j 0.00416322-0.00305191j 0.00142454+0.0194882j 0.00771724+0.0040263j -0.0110222+0.00140313j 0.00440794-0.0114622j 0.00258152+0.0035561j -0.000358717-0.00324061j -0.000860993-0.000181637j -0.000435639+0.000704739j 
