0.105127-0.00353432j -0.024329-0.00255429j -0.0131372-0.00339778j 0.0716762+0.0696086j -0.0356517+0.0241086j -0.0261369+0.074887j 0.0561496+0.132026j -0.0345652-0.0420256j -0.0346119+0.0296854j 0.105437+0.0556862j -0.0342559-0.0133496j -0.0964947-0.025934j -0.0121732-0.0568244j 0.14507+0.0426511j 0.0672536-0.040959j 0.0885476+0.0378307j -0.0338351+0.0253178j 0.0928363-0.0452985j 0.0744115-0.0467042j -0.117676-0.105194j 0.139596+0.0270606j 0.121321-0.0382655j 0.0492406-0.0165625j 0.0455706-0.195504j -0.0143744-0.0648398j -0.059014+0.124463j -0.00980237+0.033992j -0.12072-0.149885j -0.0673778-0.0981055j 0.0452575-0.0223385j -0.145718-0.00751021j 0.14837+0.126597j 0.124829+0.106289j 0.107637+0.0888908j -0.0142567-0.0099294j 0.0574614+0.103644j -0.0180078+0.0647905j 0.0257655-0.033194j 0.0571063+0.0782337j -0.0623752-0.0578727j -0.000582155-0.0972769j -0.0226492+0.115353j 0.0746348-0.218287j -0.0374444-0.125003j -0.087795+0.01693j 0.134976-0.011099j 0.0861496-0.00597103j 0.0558391-0.0234051j 0.0767628+0.0311779j -0.0384827-0.030672j 0.043047-0.0243352j -0.0138812-0.191208j -0.112896-0.00730743j 0.139916+0.155622j 0.101045-0.0268184j 0.0562587+0.0959158j -0.0344217+0.145003j -0.0110287+0.0605938j -0.0338762+0.00655283j -0.0422029+0.0188699j 0.0208668+0.00206477j 0.00128599+0.0307852j 0.0129049-0.0363283j -0.00564532+0.00468794j -0.0127033+0.00909933j -0.0114235+0.050005j -0.00284471-0.0137084j 0.0305156-0.0135921j 0.00119715-0.00267835j 
0.00219254-0.0175575j 0.00237645+0.0588345j -0.0186715+0.0122025j -0.035929-0.0681673j 0.0164503-0.00931668j -0.000477506-0.0203433j 0.0044264+0.0358359j 0.0378689+0.0171327j -0.016785+0.0334414j -0.00581789+0.0137028j -0.0317115+0.0132417j 0.0188089-0.0859624j 0.0493984-0.00364j 0.00784352+0.0199875j -0.00486292+0.0299744j 0.0529044-0.0113917j -0.0155714-0.000755269j 0.0233194-0.0424183j -0.0156873-0.00453647j -0.017221+0.0218827j -0.0931117+0.0314728j -0.00794381+0.0186242j -0.00688424+0.0141609j 0.0372604-0.00974405j 0.0392148-0.0159877j 0.0353901-0.0177155j 0.0134067-0.00934665j -0.00887533-0.0219022j 0.00312553-0.0128362j 0.038222+0.0297174j -0.0182932+0.0376125j 0.0190866-0.0751488j -0.0522687+0.0226419j 0.0572303-0.026159j -0.0269871+0.00287335j -0.00709506-0.0850551j -0.124607-0.061297j -0.00723597-0.0375668j -0.0448532-0.055069j -0.0591608-0.0363371j 0.0269588-0.0284171j -0.0342587+0.0165493j -0.020526+0.0449378j -0.0117903+0.00857358j 0.0445896-0.0513433j 0.00358182-0.00919081j 0.00811883+0.00284493j -0.0589854+0.00380305j 0.0742169-0.0284491j -0.00692395-0.0532952j -0.0472483-0.0322432j -0.00872967+0.0037431j 0.0208937+0.0145696j 0.0419775-0.0100658j -0.054341+0.0123261j 0.0519749+0.0671428j -0.0339772+0.00536705j 0.0337331+0.110166j -0.00884888-0.0264817j -0.023726-0.208128j -0.0239416-0.0370107j -0.0413711+0.0113136j -0.00790431-0.0680937j -0.0564382-0.0242481j -0.0598882-0.0602944j 0.00314178-0.0481089j 0.122055+0.0561289j 0.0502152-0.101991j 0.279149-0.00733715j 
-0.00249612+0.0153417j -0.00951971-0.0540979j 0.00589988+0.00315759j 0.00334637+0.0816049j -0.0227334+0.0103173j 0.00368709+0.00860529j 0.0137028-0.0445963j -0.0203457-0.00630771j 0.0096022-0.0246775j -0.00626527-0.00216082j 0.0113933-0.0178542j 0.0157399+0.09181j -0.0456905+0.0540549j -0.0034937-0.045328j -0.023853-0.0344183j -0.0742379+0.00611205j -0.00133505+0.0202473j -0.00388713+0.0431949j 0.0370072+0.0272592j -0.00204148-0.0178394j 0.0843917-0.000537507j 0.0170018-0.0140387j 0.0342996+0.0134251j -0.0263316+0.0081165j -0.0199243+0.0361308j -0.0106003+0.0125725j -0.015143-0.0317369j 0.04432+0.0327403j -0.0143103+0.0059157j -0.0324515-0.0585165j 0.0176885-0.0615267j -0.0231105+0.017241j 0.0129481-0.000344485j -0.0247049+0.0322306j 0.0299305+0.0176227j -0.0184974+0.0568433j 0.0969264+0.0331504j -0.00281953+0.104408j -0.0213417-0.00263573j -0.00348276-0.0454234j -0.028421+0.0390501j 0.0166418+0.00704396j -0.00587591-0.000332715j 0.0188988-0.035641j -0.0374418+0.00162865j 0.0197556-0.00510563j 0.0172267-0.0237035j -0.0686825+0.00124658j -0.0494184-0.03513j 0.0193357-0.0205478j 0.0277798-0.0125259j 0.0150285+0.0201502j -0.033203+0.00277343j -0.00495559-0.0257618j -0.0254859+0.0508846j -0.030503+0.0018611j 0.065482-0.0250639j -0.064044-0.0501543j 0.0243128+0.0438623j -0.0240192+0.227796j 0.0622612-0.0121895j -0.00971179-0.0113801j 0.0286384-0.0153205j 0.0490553+0.0178614j 0.0352303-0.00411874j -0.0126055-0.0116281j -0.105059-0.0183855j -0.0834389+0.150002j -0.284068+0.00416095j 
0.000659136+0.00038345j -0.00178366-0.0162494j 0.0171575-0.00127424j 0.000721231+0.0279003j -0.00954979-0.00222072j 0.0039561+0.0100213j 0.00314003-0.0204687j 0.00750508+0.00434705j -0.00815739-0.00878812j -0.00758404-0.00302219j 0.00587672+0.000166056j -0.016564+0.0236195j -0.0284515+0.0155589j 0.0132715+0.00726602j 0.0046524-0.011268j -0.00228652+0.00788728j -0.00536978+0.0153964j 0.000549706-0.0135509j 0.0234824+0.0152251j 0.00710644+0.00019492j 0.0540739-0.00849497j 0.0079869+0.0107587j 0.0353477-0.0236832j -0.00426765+0.00581379j 0.00357518+0.00597682j -0.0324552-0.00651581j 0.00252125+0.00795602j 0.0124753-0.0195611j 0.0226263+0.00552967j -0.0127362-0.00371589j 0.00388367-0.0151282j -0.00302069+0.00913546j 0.0140979-0.000674661j -0.0254072-0.0118686j 0.00466172-0.0132199j -0.0104463+0.0389889j 0.0618439+0.0122198j 0.00575261+0.0303362j 0.019808+0.00404678j -0.0121358-0.0140402j -0.00721407+0.00681358j 0.0027416-0.00788113j 0.0113473-0.00901147j -0.000767942-0.00652871j -0.00438626-0.00961153j 0.00654136+0.00336907j 0.0115277+0.00572411j 0.00892956+0.00453691j -0.00683293+0.0221734j -0.0162386+0.00223442j 0.0051191+0.00593091j 0.0108428+0.0122158j -0.00417629-0.0144936j -0.000161547+0.0153263j 0.00238749+0.0264995j -0.00420179-0.0165453j 0.026424-0.0147047j -0.035866-0.0266058j -0.00600165+0.00286028j -0.00506568+0.0808605j 0.030357+0.00447458j -0.0113482+0.00964482j 0.00941903+0.0157544j 0.0221213+0.0164023j -0.00376762+0.00213359j 0.0194129+0.029192j -0.032264-0.0245158j -0.0117293+0.0501949j -0.11841-0.000192675j 
-0.000670931-0.00411493j -0.00586353-0.00277512j 0.00935927+0.00142471j -0.0094876+0.000445794j -0.00726497+0.00111316j -0.00812882-0.00100516j 0.00539602+0.00248415j 0.0175346+0.00851894j 0.00431413-0.00599699j -0.0178277-0.00613972j 0.0127536-0.0176631j 0.0225679-0.00422496j 0.031275-0.00142175j -0.00872674-0.0177193j -0.0210677-0.00416952j -0.00105928-0.00112481j 0.0184653+0.0218125j -0.00108561+0.0196865j -0.020518+0.0391424j -0.0175448-0.00534136j -0.0151018-0.00123916j -0.0048898+0.0227055j -0.00195318+0.025444j 0.0231488+0.0186724j 0.00644821+0.00392175j 0.00371203-0.00261865j 0.00126201-0.018644j -0.0180032+0.0313548j -0.00278145-0.00807224j 0.00680773-0.0161496j 0.000365399-0.0237134j 0.00527272-0.0162161j -0.00638155-0.0163529j 0.0171538+0.0132302j -0.0112993+0.0265438j 0.012889-0.0143419j -0.027292-0.0143766j -0.00123418-0.0153382j -0.0165364+0.0226455j 0.0250657+0.00621604j 0.00626516-0.0110733j -0.00198498-0.00939332j -0.00278938+0.00493801j -0.00708313+0.00741336j -0.00431837+0.00797452j 0.00415266-0.00159848j 0.0130723+0.00200372j -0.0415859-0.00478363j 0.00924685-0.00483982j 0.0181123+0.00583408j -0.00875448+0.0169269j -0.0168061-0.00754189j 0.00547914+0.00838191j 0.00348526+0.00471726j 0.000153781-0.023014j 0.0021653-0.0109393j -0.0210054-0.0015343j 0.0109389+0.00016019j 0.0231507+0.00511516j -0.00304484-0.0166277j -0.0045418-0.0115368j 0.0189928-0.00820851j -0.0123911-0.0203042j -0.00176284-0.0122442j 0.0191269+0.0100494j -0.00424842-0.0230324j 0.00633235+0.0187005j -0.00328545-0.00950402j 0.0289762-0.00208314j 
0.00292131+0.000133376j -0.000244779-0.00362971j -0.0109692+0.00724776j 0.00126732-0.0114885j -0.00414145-0.00506934j -0.000725804+0.00548502j 0.00024126+0.00376875j -0.0127263+0.00271436j 0.00545484+0.00173483j 0.0118132-0.00698298j -0.000858248-0.0120424j 0.0268791+0.0149623j 0.0428145-0.0199893j -0.0185793-0.0296995j -0.0114204-0.00515088j 0.00878134-0.00739064j -0.00053508+0.0125716j -0.00600153+0.0311467j -0.00597875+0.0273146j 0.0129717-0.0128577j -0.00508031+0.0071361j 0.00390576-0.0063563j -0.00582495+0.022188j -0.0104598-0.010249j 0.0273704+0.00733634j 0.00468266+0.0260822j -0.00584666-0.00937135j -0.0164026+0.00911641j 0.00614656-0.0071348j 0.0112448-0.010664j -0.00158678-0.00587743j 0.0133215-0.0184788j -0.0107701-0.00479445j 0.0295331+0.0049177j -0.000810466+0.0351234j 0.0128193-0.0144582j -0.0361494-0.0131068j -0.00653668-0.0189027j -0.0131744+0.0208986j 0.0271676+0.00501333j 0.00974936-0.00861403j -0.00624122-0.0140437j 0.00194026-0.0045333j -0.0042703-0.000773755j 0.00315181-0.00406475j 0.0138208+0.00460393j 0.0190124-0.0139182j -0.0370785-0.00550102j 0.00930117+0.0101693j 0.0170283+0.00741515j -0.0074775+0.0267439j -0.00996636-0.000145685j 0.00251493+0.00704752j 0.00562374+0.01046j -0.00227846-0.0125427j -0.0060982-0.00667287j -0.0322609+0.00939015j 0.0126571+0.00320902j 0.0112269+0.00327279j 0.000110077-0.0269027j -0.0119149-0.00570603j 0.0181035-0.00778939j -0.00876919-0.0123572j -0.00418878-0.00880371j 0.0166435+0.0121006j -0.0115424-0.0176342j 0.00103146+0.0145484j 0.00327016-0.0167754j 0.0406038-0.00157265j 
0.00132259-0.00146522j 0.0202665-0.0119659j 0.0041299-0.0019716j 0.00102898+0.0114721j 0.00373544-0.0127171j 0.0173594+0.00851591j -0.0072171-0.00422746j 0.00153375+0.00136572j -0.0196627-0.0149595j 0.00811411+0.000308526j -0.0136478-0.0182018j -0.0355066+0.0120791j -0.0176658-0.000154029j -0.00502784-0.0150844j -0.00579886-0.00810808j 0.020282+0.000524814j -0.0184075+0.0118377j -0.00788112-0.00769451j -0.0140311+0.00185038j 0.00902723+0.0123474j 0.00194387-0.0114529j 0.0368039-0.0233982j 0.0259111-0.0289899j -0.00475533+0.0139126j 0.00470052-0.0113159j -0.00647941-0.00269088j -0.0127558+0.0195132j -0.0167381-0.03331j -0.00432137+0.0113332j -0.00389441+0.00719205j 0.0129146-0.0187028j -0.00651872+0.0298723j 0.0102995+0.00859306j -0.0223034-0.019445j -0.00343839+0.00657408j 0.0144546+0.0512717j 0.0269478+0.022005j 0.0262779+0.00328467j 0.0342983-0.00918421j -0.0172349-0.00504464j 0.00308119-0.0167778j -0.0160441-0.00980393j -0.00483943-0.0360719j -0.0194743-0.00501704j 0.0202456+0.0282523j -0.0364358-0.00181494j 0.0376844+0.0233594j -0.00958514+0.0171265j 0.0160051+0.0370235j -0.0375754+0.00114257j -0.0227461+0.00406803j 0.0293078+0.0066151j -0.0103875+0.00326277j -0.0107242+0.0163994j 0.0102118+0.00747513j -0.00273211-0.0239728j 0.0185127-0.015147j -0.0153089-0.0141871j -0.031842-0.015187j -0.00443747+0.0347254j 0.0167442+0.026643j -0.0216507+0.0210637j -0.0110336+0.03896j -0.000303997+0.0193774j -0.0426429-0.00649944j 0.035611+0.0360598j -0.0237155-0.0248963j -0.00107901+0.0218079j -0.0583552+0.0103413j 
0.00321408+0.00630911j 0.0147709+0.0265898j -0.000977077-5.25552e-05j -0.000576079-0.0479452j -0.0075421+0.00476815j -0.00109737-0.00779693j 0.000839803+0.0267269j -0.00594363-0.00783386j 0.000909584+0.0197831j 0.0114101+0.00169969j 0.00633295-0.00273236j -0.0150278-0.042709j 0.0327399-0.0420974j -0.0165608+0.0143469j 0.0110174+0.0137465j 0.0365236+0.0220311j -0.0264711-0.0176899j -0.0108314+0.00902216j -0.0231495-0.00943206j -0.0003542+0.00394073j -0.0364271-0.0198571j -0.02995-0.0141292j -0.0311805-0.0251793j 0.0230255+0.0106873j 0.00708513+0.0115272j 0.033274+0.0147105j 0.0130814+0.00548782j -0.0361222+0.00489191j -0.00319946-0.00458442j 0.0300198+0.0179901j 0.00463064+0.012754j 0.000409967-0.00822114j 0.000568586-0.000461492j 0.0450325+0.00528752j -0.00768062-0.014572j 0.00708205-0.0339788j -0.106718-0.0307681j -0.0105247-0.0414656j 0.0123686-0.0359377j 0.0144616+0.0363938j 0.0210362+0.021606j -0.00368506+0.0201132j -0.0300508-0.016622j 0.00289898-0.00541216j 0.0129624-0.00793442j -0.00439639+0.0134562j 0.0326541-0.014768j 0.0224978-0.0210505j 0.00982436-0.00387596j 0.00441103+0.00813258j -0.0120618-0.0205352j 0.00012723-0.0115228j -0.00609982-0.0174584j -0.0219587-0.0114275j 0.0101033-0.029856j -0.00880779+0.0536512j -0.0509376+0.0273143j 0.0564028+0.0188682j -0.0393023-0.0308119j 0.0146219-0.128646j -0.0546616+0.0126093j 0.0215076-0.0180872j -0.0106041+0.00867622j -0.026363-0.0203427j 0.00628035-0.00258788j -0.0152416+0.0129683j 0.023223+0.00914638j 0.0333265-0.0904617j 0.15641+0.00890096j 
-0.00532754-0.00153252j 0.00797628+0.00717463j -8.83565e-05+0.00407182j -0.0105275-0.0129236j 0.010234+0.0048133j 0.00514743-0.0025294j 0.00795063+0.00130228j -0.00401786+0.00170354j 0.0126223+0.00339815j -0.0137915+0.00281129j 0.00590813+0.00401593j 0.00581871-0.00744637j 0.0117824-0.0163624j -0.0115451+0.00550803j 0.0105341+0.00684036j 0.00544438+0.00822407j 0.0133966-0.00641346j -0.00216981+0.0185355j -0.00944848+0.00239246j 0.00446593+0.0130302j -0.0154362-0.013292j -0.0129984-0.000861033j -0.00630904-0.00192008j -0.000879632+0.000258897j 0.00213542-0.00285668j 0.000653935-0.0159929j 0.00276056+0.00361073j 0.0047558+0.00297529j 0.0161378+0.00116262j 0.0114758+5.08853e-05j -0.0106726+0.000914117j -0.0046206-0.00513759j -0.00717664-0.00393989j -4.20901e-05+0.00610803j 0.00190241-0.000513795j -0.00386807-0.0190168j -0.0364485-0.00882508j -0.00697284-0.0131122j -0.0152284-0.0111131j 0.00995718-0.0014712j 0.004284+0.00241921j -0.0186355+0.005671j -0.0167613+0.0180276j 0.00275571+0.0171151j 0.00499216-0.00521649j 0.00640231+0.00639033j 0.00864125-0.00544564j -0.00558223-0.0139651j -0.000163624-0.000621047j -0.00206596-0.00307824j 0.00137874-0.0192666j -0.00728974-0.00212095j 0.00186446+0.000572203j -0.0102387-0.00125666j 0.0104112-0.00540454j 0.00878238-0.00565522j -0.00369138+0.0218555j 0.0048036+0.0083263j -0.0017345+0.000568962j -0.00884812-0.00760347j -0.0232465-0.00900522j 0.0136338+0.000718625j -0.0137295-0.00722056j -0.014007-0.0312773j 0.00917601-0.00759703j 0.0132189-0.00922722j 0.015512+0.0178965j -0.01516-0.0268629j 0.018762+0.0138872j 
-0.00332872+0.00570902j -0.00386154-0.00475361j 0.00197694-0.000982818j -0.00629737-1.99409e-05j -0.00545906-0.00204478j -8.63417e-05+0.000912327j 0.00348865-0.00351089j -0.00352299+0.00813689j 0.0033606-0.00345677j -0.00829666-0.00256007j 0.00530326+0.00304181j 0.00714169+0.00547276j -0.00121121+0.00585056j 0.00480041-0.00472519j 0.00137991-0.00551953j 0.00273999-0.0143409j -0.00172709+0.00743287j -0.00240409+0.00780611j -0.00203852+0.00913911j 0.0027329+0.00131191j -0.00417147+0.0126141j 0.00489862+0.00950382j 0.0131705+0.00307383j -0.00126407-0.00556329j 0.0172281-0.0133017j 0.00919702-0.0143066j -0.00309383+0.00749405j 0.0106921+0.00488475j -0.00504659+0.00179333j -0.00943912+0.00849979j 0.00712585+0.00286338j -0.00206374+0.00402827j 0.00729259+0.00297953j -0.00396825-0.00819823j 0.00123414-0.00548681j 0.0103582-0.00146711j 0.00543428-0.0059973j -0.00584843+0.00126384j -0.0128693+0.00499815j -0.00083528-0.00721436j -0.0153938+0.0029105j 0.000527336-0.017403j -0.00823575+5.29709e-05j -0.0223269+0.00238081j 0.00249879+0.0185676j -0.00040737+0.00237968j -0.00715609-0.0113063j -0.00540253+0.0141556j 0.0015209+0.0234867j 0.00297774-0.00614084j -0.00349876-0.00153531j 0.0244275-0.010987j -0.0124084+0.0119221j 0.00788143-0.0108008j 0.0067886+0.0033859j -0.0205505-0.0156677j 0.00324071-0.00104322j -0.00740572+0.0151074j 0.0128014-0.000515718j -0.00235462+0.00630738j 0.00475011+0.0286582j -0.0120002+0.00269074j -0.00780809+0.00399879j -0.00973434+0.0119737j -0.0223423-0.010769j -0.0120338-0.0363122j -0.0171464-0.0019841j -0.0383383+0.0107321j 0.00860306+0.0105739j 
-0.00605263-0.00636584j -0.00209675-0.00927073j -0.00474413-0.000718969j -0.00290891+0.00164938j 0.00605837+0.000808418j 0.00410201+0.00141777j 0.000361317+0.00134095j -0.00073046-0.000141565j -0.0117954+0.00151467j -0.0133593+0.0024868j -0.00213878-0.00967961j 0.00881901+0.0157654j 0.00994757+0.0248406j 0.00503043+0.00778255j -0.00516877-0.009311j 0.00319591-0.00780723j -0.010905+0.00250211j -0.00572428-0.0154131j -0.000892315+0.00547583j -0.00579276-0.000390267j -0.0022225+0.00604479j 0.00773922+0.0126181j 0.00558498+0.0122723j 0.00160708-0.00500933j 0.0181892+0.00729042j 0.00600586+0.00715408j -0.00257563+0.000171037j 0.00961343-0.0108572j -0.0053706+0.00707277j 0.000679522-0.00929781j 0.00101125-0.00917608j 0.007325+0.0170803j -0.0128986+0.00710173j -0.0033664-0.0167556j -0.00364551+0.00310069j -0.0122402+0.00243316j -0.0111514-0.00294791j -0.0171733+0.00487731j 0.0210389+0.0116358j -0.0111141+0.00576196j 0.018744+0.00980695j 0.0170062-0.00955682j 0.00627463-0.00822498j -0.00480988-0.0105076j -0.000840914-0.0119702j -0.00752187-0.0109383j -0.000619652+0.00611339j 0.00103523+0.0135595j 0.00599695-0.0270589j -0.00902121-0.00798239j 0.0141295+0.0162902j 0.0106011-0.00149372j 0.00472216-0.0106576j 0.00979404-0.0312433j 0.000699263+0.00139432j -0.00570372-0.00574716j -0.00335811+0.0197367j 0.00309769-0.00144742j 0.00599705-0.0210403j 0.0144187+0.00301511j 0.0107259+0.0125831j -0.029592+0.0089935j 0.00514238+0.00636089j 0.0200804-0.000870507j -0.032973-0.00643011j 0.017576-0.000877487j 0.0122339+0.00546424j 0.00210842-0.000277692j -0.0115152-0.00273663j 
-0.00201127-0.00630324j 3.88183e-05-0.0037356j 0.0124132+0.00418309j 0.0067789+0.028491j 0.0130517-0.000762414j -0.00861242+0.0115169j -0.005932-0.0205553j 0.00304486+0.00578293j 0.019476-0.0184718j 0.0031231-0.00308889j -0.000113848+0.0089277j -0.00475445+0.00766361j -0.0103635-0.00623793j 0.00126403-0.00301271j 0.0100189+0.00806516j 0.00460887+0.00456088j 0.00632864-0.00277102j 0.00846198-0.0132042j 0.0105555+0.00651388j 0.00746603+0.00174657j 0.00412964+0.0031166j 0.0050059-0.00298824j 0.00320324+0.00257831j -0.00337381+0.00178014j 0.00341668+0.00225013j -0.0131309+0.00793069j -0.000156995+6.3215e-05j -0.000606264-0.000986449j 0.00319828+0.00507504j 0.0102235+0.00589304j 0.00425054-0.00699214j 0.000258437-0.001238j -0.00937882-0.00526728j -0.00218818+0.0248126j 0.0078546-0.00428234j -0.0043806+0.0176748j 0.0170654+0.0277119j 0.0151808+0.0375696j -0.00764322-0.0160175j 0.00259404-0.00487061j 0.00449395+0.0186915j -0.00153849+0.00785395j -0.00104372-0.00562635j -0.0156547+0.00544994j 0.0144755-0.026641j -0.00857701-6.66739e-05j -0.00616248+0.00608152j 0.00518858-0.00497968j 0.0204379-0.00275081j -0.00105685+0.00154805j -0.017887-0.00359878j 0.01599-0.0075603j -0.0134383+0.00959885j 0.00417439+0.00553594j 0.00772481-0.00992894j -0.013859-0.00698166j 0.0110392-0.0144706j -0.0197159-0.0183238j 0.00151112+0.0403995j -0.00510115+0.0269495j 0.0167511-0.0184201j 0.034943-0.029111j -0.0332303-0.0160454j -0.0102216-0.00582296j 0.0255157+0.00296806j -0.00989299+0.00955749j 0.00197329-0.0133174j -0.0164241+0.0156143j -0.0362208+0.00538391j 
-0.000666778+0.00451962j 0.00146628+0.00082421j 0.00569826+0.00383904j 0.000467922+0.00688612j 0.00178915-0.00582068j -0.000743809+0.00956163j 0.00391993-0.0051005j -0.00862719+0.0031186j 0.00023527-0.0112764j -0.00457587-0.00204093j 0.00352084-0.00140116j 0.00990901+0.000435919j 0.00168931+0.00742517j 0.0141121-0.00349088j 0.00202039+0.000747456j 0.00986121-0.0191694j -0.00525454-0.016498j 0.0154119-0.0169603j -0.0046121+0.00286778j -0.010816+0.00128427j -0.0220952+0.0123696j 0.000747011+0.00442654j -0.00133951+0.00266979j 0.00242493+0.00397303j -0.0013111+0.0047085j 0.00563241+0.00613669j 0.0113721+0.00194571j 0.00937846-0.00707204j -0.0020423-0.00356035j 0.00814778+0.0203294j 0.0101683-0.00650664j 0.0121652-0.00686546j -0.00732145+0.00504144j 0.0102809+0.00213646j 0.00302739-0.0122718j -7.57193e-05+0.00364232j -0.0134458+0.00102819j 0.00397015+0.0157963j 0.00864621-0.00542245j -0.0165681-0.0104385j 0.0125621+0.0071098j 0.00203971-0.000869227j 0.0171746-0.0200894j -0.0127313+0.00438335j 0.0191481+0.00255086j -0.0107877+0.00659579j -0.00839885-0.00789919j -1.72943e-05+0.00933296j 0.0227158+0.00313007j -0.00574849-0.0190766j 2.36389e-05+0.0194085j 0.00589989-0.00530303j 0.00513786-0.00627162j 0.00513935-0.0234745j -0.00999186+0.00367568j 0.00546847-0.030453j 0.0124339-0.0085457j -0.00114756-0.00593722j 0.00504189+0.0210209j 0.00362106-0.00697625j -0.0132838-0.0182874j -0.00247783-0.0144822j -0.00722656-0.0109587j 0.00870102-0.0114955j -0.00489022+0.000303864j -0.0165365+0.0162579j 0.00173844-0.0123296j -0.000126388-0.00764386j 0.00838515+0.000802029j 
0.00562577-0.000110237j -0.00517124+0.000373602j -0.00318941+0.00114038j -0.00120863-0.000496064j -0.00880442-0.00626218j -0.00132529-0.00804249j -0.000121908-0.0117573j 0.000453372-0.000144354j 0.0159891-0.0058153j 0.00518828+0.00136569j 0.00373307-0.00484416j 0.0136682-0.00162623j 0.0134025+0.00995525j 0.00892645-0.00673727j 0.000759596-0.0109396j 0.00140991-0.014585j -0.00534639+0.00675112j 0.00803081-0.0110255j -0.00324028-0.0126125j -0.0222217-0.000274026j -0.013907+0.00769147j 0.0117984+0.0116597j 0.023788+0.0116303j 0.00237271+0.000983636j -0.00353099-0.00414453j 0.00978047-0.0153572j -0.0121386-0.00556837j 0.00729002-0.00696079j 0.0099384-0.00924431j -0.0193308-0.0121297j 0.0152799+0.0177088j -0.00290175+0.00218829j -0.00545242-0.0104653j -0.00363431-0.00986647j 0.000777643-0.00720777j -0.00629116+0.00310409j -0.00660498+0.00801928j -0.010985+0.01326j 0.01662+0.00411315j -0.00763484-0.00794209j 0.0206909-0.000938584j 0.00685005-0.00400501j 0.0188783-0.0149017j -0.00743454-0.0239524j 0.0101702-0.0094699j -0.0171066+0.00236865j 0.00380961+0.00966453j -0.0208707+0.0152894j 0.0245863+0.00465327j -0.0208633-0.0176286j 0.0121079+0.0144821j 0.0183612-0.0194242j -0.00114095+0.00425156j 0.0177107-0.00451627j -0.0138019+0.00634207j -0.00298704-0.0133201j -0.00300053-0.00747265j 0.00575278-0.0120106j -0.00398887+0.00556142j 0.0140735-0.0103142j -0.00761934-0.0091061j -0.0102101+0.000911303j -0.00236963-0.00251687j 0.0128163-0.00891735j -0.00427019+0.00239578j -0.0126418+0.00744627j 0.00550581-0.00811029j 0.00349156-0.00421707j 0.00404258-0.00160599j 
0.00668433-0.00591252j -0.000719911+0.00181695j -0.00376911-0.00197193j 0.0145997+0.00526177j 0.0077483-0.00517102j 0.012931+0.00560746j 0.0176991-0.00253874j -0.00905611-0.00756599j 0.0131335+0.00234848j -0.0171334+0.00190485j -0.00530358-0.00266548j -0.00284934+0.00525995j -0.00895889-0.00376369j -0.00683345-0.00250395j -0.0187428+0.0014199j -2.93236e-05-0.00957157j -0.00547237-0.0158129j -0.0102945+0.00471806j -0.0070217-0.000820479j -0.0104345+0.0088906j 0.00403393-0.00899131j -0.000860244-0.00756809j 0.00113106+0.00983331j -0.001986+0.0196286j -0.000491972-0.0198272j -0.00616604-0.00753624j 0.0018999-0.0102913j 0.0135676-0.00559959j 0.0200006-0.0078391j -0.00748857-0.00311452j -0.00700701-0.00949526j -0.00484589-0.00877728j 0.0015307-0.00744776j -0.00765029-0.00166447j -0.00223756+0.00705591j 0.00389551+0.00721093j 0.00718232+0.00417587j 0.00798771+0.0024811j -0.00167202-0.00561732j -0.00430437+0.00649592j -0.00639947+0.0059424j 0.00817754+0.0013619j -0.00874488+0.00123683j 2.90643e-05-0.00624992j 0.0022296-0.0020744j 0.00315393+0.0231979j 0.00711406+0.0102502j 0.00698453+0.00550883j -0.0122024-0.00904332j 0.012345-0.00753717j -0.00842868+0.000790511j -0.0021565+0.0095078j 0.000764948-0.00412255j -0.00505744+0.0010669j 0.00145375-0.00431393j -0.00517492+0.00106584j -0.000599212-0.00278584j -0.00453075-0.00319361j 0.00194422-0.000132697j 0.00134474+0.00146246j 0.00748454+0.00607225j -0.00185671-0.00349332j -0.00232139+0.00127161j 0.000664534+0.0105093j -0.00365542+0.000227069j 0.00276786+0.00106703j -0.00250699-0.00322514j 0.00213503+0.00655088j -0.00616518-0.00151868j 
