-0.0780899+0.0088247j -0.0790775-0.1415j 0.00588856-0.166876j -0.16295-0.163037j 0.137974-0.0453388j -0.128934-0.148134j -0.0456747-0.243891j -0.184305-0.0568466j 0.0366579-0.0458426j -0.445311-0.380099j 0.152311+0.164527j 0.324711-0.13524j 0.0810661-0.0547503j 0.0387696-0.578618j -0.0397356+0.18807j 0.745758-0.344916j -0.203554-0.175539j 0.735226+0.14217j -0.0817036+0.246011j -0.075539-0.230871j -0.127942+0.124556j -0.35863+0.0699286j 0.260913-0.0601378j -0.168234-0.0915445j 0.190193-0.193474j -0.529853-0.385754j -0.0151465+0.646918j 0.270179-0.0449362j -0.197871+0.00549802j 0.213797+0.406636j -0.214905-0.135132j 0.455364+0.712555j -0.703225-0.00585996j -0.337528-0.0250934j 0.335793-0.798339j 0.45787+0.191439j -0.0586132-0.158455j 1.13039-0.307277j -0.698691-0.117698j -0.263618-0.370506j -0.413352+0.119586j 0.0742489+0.689954j 0.408932+0.495336j -0.415843-0.194306j -0.51356+0.702771j 1.13806+0.0872545j 0.215351+0.429785j 0.528631-0.280938j -0.429819+0.0426694j 0.0801379-0.695168j -0.729756+0.753535j -0.014495-0.479376j -0.3353-0.22731j -0.675002-0.633633j -0.459506-0.167004j 0.668277-0.531395j -0.136723+0.660198j 0.85203-0.279986j -0.133134-0.997259j 0.722052+0.150459j 0.616752-0.335096j -0.0667379+0.00950523j 0.410527+0.0351896j -0.941195-0.951684j -0.550207-0.063223j -0.322371-0.435723j 0.164307+0.983277j 1.44984-0.944255j -0.437289+2.60683j -2.27893-0.286503j 
0.262037-0.469602j -0.489276+0.1339j 1.7141+0.306447j -0.856918-1.20598j -0.888415+0.227791j -2.58886+0.53092j 0.509322-1.54478j -2.4172-0.0555775j -2.18143+2.61741j -4.55955+2.54567j 0.877201-1.08381j 5.9743+0.0856609j 2.78942+0.789317j -0.801017+0.693019j 3.06606-0.129817j 8.92658-0.855315j -7.48174-0.0050208j 6.37278-0.558542j -5.57176+0.950447j -0.486772-0.878454j 3.13951+1.44215j -11.426-0.386744j 7.97555+0.851354j 3.76235-0.0203225j 5.79799+0.116853j -16.135+0.508905j 3.21177+0.0240075j 4.56507-2.06701j 0.938234+0.278085j 8.95785+1.05977j -3.25668-2.50452j 9.79363+1.59934j -10.0394-1.68573j -6.82919-1.49427j 2.14728-8.65024j 5.2449+0.0323739j -4.71946-1.52578j 11.0674+3.38399j -10.2471-2.64062j -5.08779+0.0588802j -8.2782-1.67595j -1.02649+0.119095j 2.99139+1.68375j 1.96176+0.442716j -15.8367-6.03883j 7.76395+1.89353j -3.32899-1.4377j 7.31628+2.66184j -11.6677-3.36652j -2.63852-0.600984j -0.920913-1.21279j -6.61983-1.31837j 7.40518+3.98821j -6.11351-3.70769j 7.63306+3.51209j 1.27849+2.22571j 0.727319-0.338759j 0.895708+0.135899j -7.17501-5.06604j 1.01031+1.0556j 4.71173+4.62299j 3.69982+3.74545j 3.01811+0.501345j -0.458048-1.43021j 2.76927+1.77299j -0.533785-0.129193j -0.0994339-0.195521j -1.59094-0.338448j 0.764463+0.641468j 0.338775-0.201992j 
-0.392424-0.136646j 1.32109-0.118365j -2.39962-0.429061j 0.589966+0.486389j 1.29734-0.59645j 2.37096-3.04896j -0.254462+0.916951j 2.46371-0.440875j 4.34154-2.68123j 5.93454-1.8322j -2.16029+1.78112j -7.89369+1.13709j -3.30956-2.69262j -0.280533+0.920598j -1.79479+1.9328j -9.61315+0.561529j 8.1293-1.62056j -11.1657-0.0823115j 9.57353-0.820814j -0.498226+1.0276j -3.52533+0.235082j 14.1212+0.528238j -8.82734+0.468102j -5.98852-1.44362j -8.88715+0.291085j 20.479+0.910091j -4.19421+0.744997j -4.90154+0.503247j 0.703815-1.18503j -10.7964+0.375665j 7.1861+1.75632j -13.1279-1.1367j 11.9655+1.10221j 5.29276+0.165352j -3.40432+8.54014j -7.45107-1.76689j 5.88502+1.81584j -13.2445-2.18252j 13.2432+3.26325j 6.00923+1.19617j 9.092+2.68002j 1.07982-0.265894j -4.18512-2.23532j -3.47572-0.480348j 19.6688+6.82704j -9.00359-2.75466j 5.27165+1.77417j -10.0346-4.81191j 13.0696+5.1929j 2.28213+0.628515j 0.204626-0.358828j 8.63336+3.43003j -11.588-4.21671j 8.94765+3.23546j -10.5581-5.87798j -2.44329-1.91602j 0.826982+1.29739j -1.63363+0.952161j 7.91547+5.34297j -1.29821-1.39417j -6.18207-4.05933j -2.40863-5.03274j -3.42735-1.00228j -0.10944+1.73136j -3.83671-2.54917j -0.0218359-0.905242j 0.172778+0.50672j 1.73912-0.0623535j 0.0219389-0.681685j 0.166475+0.869708j 
0.70938-1.09829j -0.0981262-0.202228j 1.05064+0.391331j -0.605011-1.27445j 1.38761+0.223045j -2.37587+2.11371j -0.734197-3.07679j -2.53977+0.0476877j -2.33059+1.75363j -3.86739+2.72967j 0.999582-0.51561j 6.40299-0.739618j 2.05429+1.78819j -1.19072-0.436187j 2.57894-1.2208j 8.103-0.900491j -7.01292+0.967467j 8.78515-1.07009j -5.39465+0.54633j -0.406556-2.85881j 3.74317-0.282307j -11.2855+1.28688j 7.78386-1.06832j 4.77033+0.278249j 6.33398-1.04j -14.9324-0.314907j 1.65858+0.200539j 3.04334+0.318249j 0.922525+1.41609j 7.88328-0.979322j -5.62891-1.1039j 9.82984+1.22648j -9.34821-2.84524j -3.55639-0.915634j 2.1232-8.04939j 7.43579+0.632067j -4.76101-1.77374j 9.9503+0.994001j -10.7496-4.19445j -3.9139+0.800541j -8.56404-2.16891j -1.32174+0.336633j 4.03784+0.634523j 1.67083+1.8735j -14.9606-4.22653j 7.52695+2.91774j -5.10138-1.33324j 8.30523+4.36025j -9.85284-3.95381j -1.48534+0.457273j 0.5426-0.792815j -6.23565-3.25617j 7.70893+4.95281j -7.34252-3.12488j 7.53309+4.53566j 3.60769+3.32888j -0.0935434+0.622458j 1.22075-1.44572j -6.74886-4.07231j 0.602122+1.72928j 4.5944+5.07343j 3.4963+3.6308j 2.71093+0.587572j -0.882495-0.943026j 3.05485+2.80137j 0.134576+0.061413j 0.3108-0.679453j -1.00072-0.747172j 1.43865+0.682326j 0.369245-0.0121479j 
-0.716778+0.0461625j -0.0254564+0.641482j -1.73114-0.252375j 1.97253+1.44979j -0.065446+0.685078j 1.47728+0.143136j 0.431433+0.629143j 1.56175-0.26879j 1.85413-2.7281j 3.86475-0.703916j 0.443023+1.37851j -3.65914+2.49227j 0.442428-2.82007j -0.765919+1.20329j -1.58914+1.88028j -4.1372+0.874887j 4.84854-0.220332j -4.69961+0.52877j 2.8278-1.12567j -0.858314+1.68353j 0.452781-1.13216j 6.35105-1.58888j -5.57516-0.168817j -3.68535+1.33563j -4.7545-1.182j 10.157-0.461437j -1.4409+0.756032j -1.02238+1.00594j 0.210758-1.30075j -5.6768-0.436045j 4.83532+1.64847j -6.71049-1.24991j 5.96627+0.846297j 2.69689-1.62203j -3.00758+4.48959j -3.4046-0.288896j 3.4121+1.82669j -5.8461-1.94623j 6.8448+2.56498j 3.75276-0.0283499j 5.34779+0.695771j -0.0427286-0.289481j -2.73879-1.75622j -1.24976-1.47285j 10.1077+6.64826j -4.76852-3.0176j 1.22693+2.21391j -5.61215-3.30142j 7.47313+4.85285j 1.44961+0.922626j 0.669606+1.37139j 4.15711+2.738j -6.97758-5.40565j 4.93624+2.76623j -6.20396-3.2478j -2.02381-1.68533j 0.599612+0.0345839j -0.684598+1.28976j 4.62642+3.54665j -0.556113-1.55991j -2.34091-3.80326j -2.57705-3.49976j -1.60321-1.13826j 0.940077+1.2433j -2.59511-2.77527j 0.386544+0.53048j 0.0968959+0.375739j 0.84111+0.228945j -0.9896-0.990579j -0.273497-0.0433479j 
-0.229248-0.00982146j 0.293753+0.00468832j -0.830743-0.506198j 0.203585+0.384415j 0.17162-0.225132j 1.09474-0.60973j -0.355695+0.600012j 4.30856-0.542676j 2.17204-2.02196j 2.0713-2.30473j -0.979634-1.44266j -2.17907+0.129898j -2.18721+1.378j -0.173976+0.436643j -0.759441+2.76228j -2.42333+0.881427j 3.8029+0.471909j -3.21789+1.46251j 2.0669-2.28491j 0.558158+0.787326j -0.459895+0.38708j 4.01722-0.600761j -5.23719-0.340937j -1.46303-1.06407j -2.96054-0.262064j 6.90781-0.0574439j -1.23983+0.169951j -1.02248-0.555287j 0.679663+1.88328j -2.22786-1.59232j 3.75164-1.11934j -5.07572-1.27191j 4.00304+0.123395j 2.12579-0.477724j -1.54971+2.58291j -2.28398+0.0929894j -0.103899+0.957336j -4.65847-2.15254j 3.51386+1.27431j 1.93709+0.125803j 3.0152+1.75576j -0.659495+0.371302j -2.33339-0.752269j -0.555526+0.0407272j 7.5324+3.52365j -3.24701-1.81883j 1.95217+1.23049j -3.78049-1.17604j 4.90199+1.90072j 0.432593-0.220805j -0.68592+0.516508j 3.41087+1.33138j -2.699-1.95889j 2.70911+2.06616j -3.47917-2.79709j -1.5237-1.34656j -0.524437-0.084383j -0.358973+0.443986j 3.17455+1.77375j -0.492828-0.848612j -2.43015-2.35556j -0.727768-1.52521j -1.18929-0.434339j 0.253412+0.741846j -1.30226-1.28462j 0.161521-0.420941j 0.0462296+0.355347j 0.579711+0.238927j -0.268337-0.401459j -0.0441552+0.0628994j 
-0.821188-0.264796j 0.256563+0.334551j -0.640003-0.481631j 0.226172+0.651005j 0.85894-1.1715j 4.06307-2.45326j 0.592744+2.04626j 1.38608-0.0346961j 3.54306-1.91668j 1.66126-2.35501j -0.196989+3.40611j -2.72591+3.45028j -1.24041-1.28117j 1.41841+0.507985j -0.551761+1.14047j -5.43941+3.27987j 4.61277+0.311233j -4.25075+0.408683j 2.7298+0.650455j -1.31472+0.376125j -0.969398+0.03697j 5.9447-0.766817j -4.52742+0.0341402j -2.24674+1.28304j -2.79613+0.820334j 9.36729-0.111767j -1.53462-0.743245j -1.99238+0.106494j -0.917873-0.628675j -4.32227-1.27511j 2.19614+1.37751j -5.96361-1.25705j 5.95928+0.908045j 2.92048+0.168748j -3.45399+3.49418j -3.33379-1.56508j 3.08851+1.88745j -4.7869-2.36223j 7.23017+3.60151j 1.87492+0.597861j 4.61575+4.08883j -0.109478+0.408282j -2.61609-1.25366j -1.53145-0.857273j 10.6467+5.12594j -3.40643-2.80729j 2.49101+1.31354j -6.16434-2.58143j 5.92337+3.79411j 1.18441-0.777204j 0.327818-0.544577j 3.89131+1.77126j -5.25033-4.48756j 3.50974+2.14165j -4.49639-4.37274j -1.20283-2.21524j 0.34445+0.763451j -0.939748+1.16656j 4.3313+3.81407j -0.585745-1.4054j -3.23229-3.55029j -1.41181-3.00272j -1.46448-0.929726j 0.423053+1.17202j -1.73676-2.56726j 0.694937+0.132488j 0.574802+0.360171j 0.848297+0.442373j -0.698205-0.710044j -0.109799-0.0046556j 
0.0332643+0.860596j 0.430462-1.10983j 1.91198-0.620046j -0.487075+1.22253j 1.56593+1.19835j 0.0512246-0.358127j 1.12694-1.96353j 0.263569-0.726837j 0.189089+1.114j 1.77946-0.0276184j 0.0135213+0.573398j 0.289944-0.883189j 1.65299-0.168591j -0.080336+2.16402j -0.185154+1.32994j -0.955747+0.198j -0.112498+0.97208j -1.41674-0.731479j 0.0687461-0.996272j 0.513389+0.387381j -0.594744-0.450495j 1.05088+0.615141j 1.58148-0.517029j -0.266164-0.495627j 0.205852+0.0548164j 0.100052+0.174233j -0.00722596+0.869984j -0.680666-0.307206j 1.61687+0.36378j -0.905132-0.647534j 1.17908-0.186338j 0.376589-0.898696j 0.939848+0.264302j 0.301791+0.037274j -1.26343+0.39069j -0.387704-0.658656j -0.813879-0.952845j -0.146845-0.212692j 0.740274+0.0678981j 1.05811+0.0827971j 0.050547-0.613999j 0.937462-0.537272j 1.01558-0.309704j -1.45425+0.0562675j 1.27408-0.807348j 0.883321+0.341089j -0.0272447-0.650258j 0.322099+0.103565j -0.232616-0.448847j 0.526984+0.67136j 0.113491-0.433717j -0.113861-1.16548j 0.108376-0.240475j -0.142028-0.438954j -0.273637+0.193607j 0.214628-0.323841j -0.48447+0.201324j 0.269132-0.107324j 0.191863+0.00814308j -0.262052+0.183872j -0.590016+0.154454j 0.244038+0.405658j -0.157258+0.170366j 0.470245+0.374396j -0.0742914+0.492316j 0.415936-0.130498j -0.150365+0.411849j -0.101221+0.975914j -0.660281+0.352044j -0.288354-0.32975j 
-0.974498-0.971603j 0.0643071+0.441952j -0.205398+1.00723j -1.38955+1.66958j 1.80319+0.425181j -2.21069+0.240748j 1.03169+1.13866j -0.467583-0.190865j -0.600627-1.61781j -1.33041-3.90327j 2.00979-0.183944j -1.0111-0.77489j 0.593966-2.10619j 0.318737+1.18819j 0.17481+0.850489j -0.0663748+1.3076j 0.440148-0.776566j -0.498151+0.29969j 0.730663+0.788491j 0.769954-0.011773j -0.765376+0.542613j -0.310639-1.26813j -0.731034+0.745567j 0.505458-0.770879j -0.68678-0.69806j -0.113165-0.999665j -0.973561-0.683533j 0.29078-0.118613j 0.174388+0.104647j 0.102567+0.000619311j -0.068268-0.666018j -0.261868-0.285364j 1.29099+1.85674j 0.479378-0.386865j -1.55333-0.370947j 0.119202-0.430266j 1.33408+0.3181j 0.937794-0.762307j 0.422119+0.83349j 0.504454-0.166259j 0.165859-0.0244086j -0.536366-0.109238j -1.04638-0.177215j 0.215968-0.0258391j 1.37658+1.1289j -0.335138-0.927698j -0.803712+0.752387j -0.595368-1.1989j 0.227837+0.872386j -0.506157-0.232409j 0.539502+1.13003j -0.167975+0.725698j -0.777706-1.95776j -0.343608+1.116j -0.648534-1.82541j -0.0669399-0.708912j -0.0234597+0.604063j -0.449876+0.363892j 1.18097+1.84796j 0.35631-0.535433j 0.385647-1.55155j -0.0936938-1.22885j -0.266827-0.536453j -0.183764+0.42567j 0.199506-0.936217j -0.432589+0.467096j 0.539346+0.248172j 0.294669-0.378382j 0.641992-0.616644j 0.369384-0.031831j 
-0.846191-1.30903j -1.26202-0.968876j -2.22283-2.10678j 2.4336-1.88635j -0.682446+1.2199j -0.233185-0.107029j 1.1594+0.142939j 0.0554209+0.0118122j -0.727667+0.443251j 0.411959+0.0943375j -1.66639-0.160163j 0.866775+0.0989356j -0.428734-1.13029j 0.0838998+0.113162j -0.0882756-1.28169j 0.66673-0.157175j -0.482492-0.769614j 1.08573+0.385516j 0.134481-1.87173j -0.87335-0.332595j 0.565065+0.473557j -1.53821-1.14704j 0.453097+1.29413j 0.989878-0.914693j -0.0120205+0.0613526j -2.30838-0.688943j 0.203559-1.64278j 0.0715287+0.975585j 0.491926-0.164648j 1.99795+0.42866j -1.3593-0.0984251j 1.71712+0.485929j -0.0543316+0.328269j -0.51266-1.02921j 0.111799-1.33019j 0.766322+0.170249j -0.000324051-0.463613j 1.01071-0.136196j -1.40557-0.346829j -0.865202-0.262271j -0.666906-0.32404j 0.353783+0.719784j 0.476913+0.601087j 0.680456+0.872862j -1.62397-0.737527j 0.974473-0.0797008j -0.574806+0.0897988j 0.795257+0.0817905j -1.14523-0.463516j -0.136424-0.595578j -0.462025+0.735478j -0.513554-0.0181162j 1.19096+0.494427j -1.28103-0.501542j 0.285706+0.376353j 0.64509-0.275784j 0.403239+0.476845j 0.0359364+0.299571j -0.715138+0.341188j 0.316522+0.373056j 1.00996+0.74489j 0.736341-0.414296j 0.391856+0.237459j 0.733718+0.396845j 0.793045+0.0658619j -0.053261-0.403085j 0.497032+0.843793j -0.0766702+0.692228j -0.181706+0.489332j -0.083526+0.116468j 
-0.666247+3.86791j -4.33301-0.673528j 1.17888-1.09255j 0.131726-1.04129j 0.245289+1.36838j 0.281-0.805714j -0.185628-0.0347546j 0.63098+0.720727j -1.63252-0.301644j -0.465166+0.190527j 0.333444-1.05752j -0.710232+0.844311j 1.2581+0.562964j 1.14292+0.630212j 0.209591-0.22502j 0.298995+0.114856j -0.440529+1.55538j -0.38943-0.0924276j 0.774176+1.02759j 0.554566-0.322404j -0.614496-0.484974j 0.670789+0.863767j -0.453289+0.0635989j -0.068086+0.0553713j 0.0803375-0.409269j 1.16417-0.823611j -0.253914+0.370816j -0.304929-0.40962j 0.0502648+0.7219j -0.245342+0.444188j 0.40652-0.0951291j 0.239344+0.253558j -0.769941+0.0359414j 0.208616+0.130848j 0.157797-0.319022j 0.119949-0.213117j 0.349922-0.422033j 0.584671+0.306424j -0.409145+0.686762j 0.197202+0.163204j -0.0503634+0.738074j 0.166931+0.221035j 0.0414923+0.124197j 0.305366-0.890485j 0.258207+0.754534j -0.363917-0.0847653j 0.674703+0.3371j -0.284256-0.217671j 0.43905+0.186557j -0.0356189+0.410828j 0.34286-0.102278j 0.614986+0.102959j 0.143411+0.0632003j 0.0323601+0.27056j -0.322883+0.570712j -0.0269133-0.412665j 0.507764-0.322947j 0.0339147+0.0418863j 0.327291-0.0187269j 0.173499-0.0183877j 0.447136-0.140253j -0.0458166-0.345906j -0.014206+0.0868922j 0.310292-0.0845429j 0.0386882-0.262622j -0.0403572-0.0604406j 0.283587-0.0760743j 0.295251-0.051526j 0.250572+0.014369j 0.0688892+0.095063j 
-0.24221+0.0096127j 0.597151-0.435692j -0.462081+0.236412j 0.459965-0.0325497j -0.269154-0.000109129j 2.56543+0.135994j -0.345917+0.307903j 1.85289-0.125686j 2.6152+0.0953222j 4.25371-0.201616j -0.811152-0.0678029j -4.89836+0.384017j -2.16255+0.381236j 0.380165-0.0471488j -1.63988-0.218851j -6.0007+0.796166j 6.19483-0.273419j -6.82264+0.580849j 5.06254-0.293476j 1.00298-0.352262j -2.81628+0.109122j 8.57996-0.519516j -6.73044+0.479673j -3.56193-0.0261103j -5.50925+0.258825j 13.4691-0.939789j -2.6304-0.347324j -2.84606+0.201396j -0.403294+0.18993j -7.56517+0.483676j 4.01612-0.401848j -9.24492+0.853095j 8.78076-1.56999j 3.50669-0.595711j -0.405544+6.1288j -5.72199+0.569303j 4.01714-0.463838j -8.98806+1.61275j 8.6823-1.64964j 3.65391-0.581189j 6.5321-1.32779j 0.0634974-0.356062j -2.91608+0.285016j -1.33089+0.816336j 12.1321-2.92381j -6.24476+0.610238j 3.63044-0.0716409j -6.55244+1.31585j 8.67487-0.749831j 1.46785+0.192477j 0.0997743+0.00424614j 4.65614+0.372085j -7.59975+1.47178j 6.56455+0.15895j -7.16829+1.5277j -2.08864+1.15896j 1.26964-0.403219j -3.03949-0.0326315j 4.87123-2.69199j -0.739173-0.390935j -3.19576+1.81709j -3.92417+1.29085j -1.30254-0.588597j -0.165967-1.57021j -2.92487+0.597441j 0.701511-0.867737j -1.35918+1.69842j 2.43568-0.0133893j -1.60732+2.31189j -4.1402-1.04163j 
0.0500431-0.218422j 0.563816+0.215314j -0.351267+0.68814j -0.068845+0.250887j -0.0223797-0.161027j 0.759077-0.163536j -0.458407+0.191243j 0.578541-0.194773j 0.958076-0.279195j 1.53336-0.113728j -0.33554-0.0692416j -1.81116+0.855089j -0.636183+0.106255j 0.0471074+0.307346j -0.487406+0.189673j -2.34479+0.978289j 1.91207-0.454309j -2.36944+0.818908j 1.63588-0.725807j 0.325504+0.314411j -0.747904-0.126012j 2.74185-0.931996j -2.16317+0.797944j -0.97361+0.490893j -1.69686+0.759054j 4.20094-1.13954j -0.488001-0.314149j -0.938903+0.272578j -0.130159+0.0966049j -2.22777+0.35458j 1.23261-0.374292j -2.86055+0.464702j 3.20902-0.708392j 1.34095-0.593767j 0.173943+2.3087j -1.87067+0.381593j 1.10909-0.233707j -3.18322+0.601614j 3.13299-0.911751j 1.34025-0.669696j 2.48775-1.16386j 0.320282-0.42911j -0.857499+0.119317j -0.786938+0.640032j 4.6523-2.23955j -1.78575+0.305427j 0.761889-0.666076j -2.32518+1.02122j 2.43227-0.900017j 0.398683-0.65223j -0.0554306+0.147355j 1.04479-0.846196j -2.38262+0.26141j 1.31154-0.178541j -2.16811+0.418844j -1.10486+0.147598j 0.293223+0.533628j -0.593518-0.319504j 2.71622-0.923897j 0.0171842+0.184759j -1.76247+1.2193j -1.13968-0.253245j -0.0474977+0.511362j 1.13078-0.565495j -0.639828+0.0155448j 0.575859+0.317715j -1.4534-0.752754j 0.120227+0.671425j -1.7601-0.354321j -0.0964504-2.98767j 
0.251711+0.199811j 0.165142+0.965697j -2.02702-0.33156j 0.0329148+0.47627j 0.0291434-0.355961j 3.0959+1.60333j -0.673584-0.441881j 2.29531+0.564933j 3.17765+1.83634j 4.7865+3.2909j -0.75349-1.11291j -6.65802-1.90536j -2.61932+0.124251j -0.260987+0.497006j -2.06638-1.1253j -8.68251-2.40157j 7.32489+2.45311j -8.84835-2.9039j 6.50912+1.34804j 0.83872+0.706005j -2.80926-1.34904j 11.094+2.88313j -8.68374-2.17019j -4.54168-0.744521j -7.19685-1.55713j 16.4239+4.36689j -2.1793-1.69164j -3.66542-1.28483j -0.441889+0.514971j -8.70571-2.18931j 4.48116+1.0629j -10.2158-2.91999j 10.4653+2.26728j 5.32432+0.891018j -2.84261+6.034j -6.51222-1.55318j 4.44055+1.23711j -10.7437-1.82833j 10.3781+2.68361j 3.98623+1.08239j 7.85211+2.14071j 1.04652+0.784727j -2.97769-0.525642j -2.48031+1.13107j 15.5863+2.88704j -7.32327-0.748041j 5.03843-0.0149349j -9.05315-2.25256j 9.98074+2.7125j 3.27747+0.568681j -0.696092-0.0815779j 7.77811+2.50471j -7.88059-0.754444j 7.29218+1.3823j -8.49487-0.674327j -0.960696+1.15964j 0.234139+0.168542j -4.05558+1.16151j 5.36594+0.220803j -2.12121-0.0272937j -4.56577-1.28697j -2.9403+0.0563267j -2.52674-0.907664j -0.487796+0.513716j -2.06478-0.590721j 0.723145-0.145953j -1.60575-0.158364j 0.917073-3.00346j 0.128629-0.929335j -0.871511-2.21573j 
-0.247215+0.25127j -0.616919-0.125556j -0.254514-0.0734189j -0.563121+0.00246247j 0.222411+0.111859j -0.00516603-0.493153j -0.186663+0.0183739j 0.151899-0.403001j 0.0696081-0.6085j -0.357649-0.34264j 0.307715-0.0170648j -0.738928+1.08217j -0.366324+0.414205j -0.45362+0.232441j -0.00383978+0.336641j -0.827276+0.871354j 0.194649-1.17233j -0.426938+1.05372j 0.59591-1.14667j -0.361465+0.387656j 0.218344+0.203148j 0.775636-1.51335j -0.781035+1.2629j -0.416531+1.07487j -0.719904+1.19318j 1.07367-2.46971j 0.534232+0.144751j -0.24622+0.36507j -0.176335+0.29269j -0.394453+1.49255j 0.167013-1.31313j -0.368823+1.93024j 0.703183-1.43616j 0.788438-0.517502j 1.88209+0.869508j -0.266346+1.22569j 0.0808186-0.924679j -0.631449+1.58203j 0.217834-2.05496j 0.202094-1.40902j -0.0289368-1.95614j -0.218932+0.269913j -0.124407+0.97466j -0.963999+0.735431j 0.63846-3.35327j -0.650485+1.39326j 0.612688-0.575367j 0.0474279+1.20235j -0.265704-2.16669j 0.15135-0.0286463j -0.400262-0.332312j -0.643134-0.4424j -0.75697+1.97697j 0.205641-1.32745j -0.466356+0.93744j -0.595941+1.55575j -0.241657+0.0545695j -1.48487-0.47521j 0.453801-2.34477j 0.170939-0.588533j 0.621457+0.828352j -0.0379123+1.00149j 0.404605+0.143427j -0.507886-0.969978j 0.420427+1.18325j 0.177311+0.39329j -0.419889-0.887413j 2.20176-1.3957j 0.625768+0.0996624j 1.32644-1.10533j 
0.538229+0.0526048j 2.01229+0.386121j -6.51873+0.775101j 1.07452-0.831897j -0.978389-0.0579573j 13.7741-0.949778j -2.29152-0.501756j 9.9514-0.81439j 14.3717-0.426796j 21.2078-0.918039j -3.83264-0.166296j -28.0435+1.55867j -10.2501+1.98275j -0.932841-0.133467j -9.54187+0.45587j -34.2824+2.73793j 32.4948-3.48417j -37.196+3.1423j 28.4408-3.65358j 2.11955-1.47249j -12.4019+1.83502j 46.6606-5.70003j -36.689+4.10583j -20.8121+2.28707j -30.866+3.43816j 69.7039-8.60164j -9.83016+0.751335j -14.7504+1.74637j -2.45107+0.828608j -37.4654+6.02136j 21.4544-4.00998j -46.0434+5.66373j 44.7721-5.12448j 19.6488-2.88818j -4.18188+32.9712j -29.1862+3.72095j 20.545-4.29047j -43.6445+5.55843j 46.7716-6.89543j 21.3724-3.41015j 38.2834-5.60208j 2.5561+0.400098j -15.6778+3.26556j -10.8164+1.94533j 72.0176-13.3659j -30.7126+4.83249j 20.6711-2.28395j -37.1776+7.24044j 46.8872-9.42794j 10.798-2.73652j -0.947685-0.525733j 28.0399-4.9173j -38.0416+6.31282j 31.7641-5.77048j -34.576+7.90703j -9.583+2.69807j 1.05427-1.36917j -11.7508-0.498022j 28.7732-5.40661j -4.38271+0.253559j -20.7895+6.94199j -15.8014+5.97318j -10.7328+1.08691j 2.78902-1.27308j -14.0212+5.0811j -0.358941-2.79143j -2.0183-0.590544j 4.59214-2.01406j -1.96112+0.108728j -0.322139+0.866j 
-0.0931837+0.375189j 0.507465+0.0305242j -2.54194+0.715131j 0.249635-0.0138954j -0.240583-0.189122j 5.81633-1.3386j -1.06202+0.171525j 3.70324-1.02794j 6.16885-1.55835j 8.62029-1.57248j -1.65649+0.0243862j -10.9197+3.12582j -3.89846+1.46302j -0.406809-0.0122612j -3.95373+0.702109j -13.556+3.54041j 12.9867-3.15478j -14.5189+3.59083j 11.6568-3.27491j 1.16731-0.144505j -5.09683+1.06154j 18.9008-5.0177j -14.6929+4.01608j -8.11788+2.15355j -12.3344+3.32176j 27.9402-8.43465j -3.74795+1.36983j -6.15045+1.72469j -0.940979+0.471261j -15.492+4.557j 8.94538-2.81207j -17.8698+5.13828j 17.1014-4.47754j 8.39859-2.80569j 0.20041+12.8066j -11.331+2.93205j 8.47465-2.54174j -16.4864+5.28015j 18.1812-4.9127j 8.75687-2.72084j 14.8465-4.02217j 0.93593-0.21964j -6.21522+1.51278j -4.1077+0.826356j 28.9552-7.78953j -11.6863+3.74279j 7.3056-2.26694j -15.0427+4.45374j 19.0027-5.53629j 5.24305-2.31108j -0.457888+0.523021j 10.9962-3.8083j -14.1178+3.8649j 12.4221-4.13517j -14.1108+4.71348j -3.85634+1.28172j 1.02159-0.0680375j -3.66275+0.0305212j 10.8723-3.57118j -0.672017-0.002834j -8.92784+3.15149j -6.88727+1.70845j -3.57763+0.553072j 0.965968-0.59044j -6.58692+2.33355j 1.97906-1.27567j -0.96027-0.903465j 3.02425-2.52405j -0.27809+0.0702649j -0.758566+0.0980681j 
