-0.0512626+0.0566317j -0.04116-0.0495374j -0.0475771-0.0902398j 0.137388-0.0334623j 0.0834082-0.0558641j -0.0839821+0.0544982j 0.223108+0.0876233j 0.0649703-0.137573j 0.0206065+0.13141j -0.0599457+0.108277j -0.0193207-0.090315j -0.0509294-0.276779j -0.11995+0.0334194j -0.0148078+0.0279846j -0.0677306-0.159511j 0.0454138+0.0650415j 0.108765+0.0180431j 0.0265082-0.0435264j -0.117236+0.044798j 0.0143328+0.011785j -0.211624+0.00464575j -0.0168094+0.265704j -0.0285571+0.0149852j -0.0766066+0.0947003j -0.00911828-0.0451623j -0.000892918+0.0378046j 0.0621548-0.0697952j -0.0961447+0.181529j 0.0590849+0.142946j 0.152418-0.00254726j 0.0761732+0.0156766j 0.0435719+0.0118941j -0.0368085-0.0412644j 0.071143+0.0227644j -0.153823-0.0395005j -0.113054+0.0147964j -0.0408408-0.0201503j -0.0803991+0.0486811j -0.0261608+0.0021083j -0.0524029-0.0795786j -0.126317+0.00277989j 0.0540581-0.0406754j -0.00888139-0.000864013j -0.0351264+0.031458j 0.071447-0.0275255j -0.0709253+0.100007j -0.0248595+0.043828j 0.117096+0.229872j 0.0553204+0.0651999j 0.035123-0.127721j 0.102819+0.0514458j -0.026113-0.255608j -0.0456532-0.0681597j -0.0922668+0.101833j 0.0366525+0.130874j 0.113372-0.044114j 
0.00258972+0.00367929j 0.00443324+0.00214754j 0.000131525-0.00748097j -0.00604049+7.60292e-05j -0.00256626-0.00310683j 0.00180308-0.0031659j 0.00703483-0.00411846j 0.00458556+0.00456543j 0.000844537-0.00243644j -0.000447568+0.00290646j 0.000863198-0.00130488j 0.00180781-0.0011383j -0.00299128+0.00252789j 0.0016282+0.00338494j 0.0036855+0.000683853j 0.00377379-0.00699095j -0.00189204-0.00422105j 0.00146922-0.00293209j 0.00395428+0.00720043j -0.000196868+0.00100587j -0.00231623+0.00450016j 0.00500013+0.00203501j -0.00370356-0.000140482j 0.00216394-0.00238949j -0.00389049-0.0040902j 0.00534272-0.00252759j 0.000441167+0.00219053j 0.00237233+0.000181331j 0.000522148-0.000275574j 0.000703423+0.000526965j 0.0046013-4.0153e-05j 0.000288705-0.0016976j 0.00377087+0.00402185j -0.00104337-0.00144978j 0.00218093-0.00228744j -0.00399943-0.003177j 0.00113207-0.00196378j 0.000402285+0.00150242j 0.000581591+0.000337381j 0.000765538-0.00364191j 6.20719e-05+0.00166128j 0.00222529-0.00340513j -0.00190215+0.00390818j -0.00333219-0.00189972j 0.00193925-0.000789613j 0.00159809-0.0016107j 0.0017865+0.000693708j -0.000913894-0.000804759j -0.00251335+0.00274779j -6.28861e-05-0.00073468j -0.00176041-0.00179015j -0.00106305-0.00117481j 0.00038635+0.00143243j -0.000608172-0.000730679j -0.000552368+0.000390018j 0.000799232+0.000982539j 
-0.0158936-0.0160756j -0.0035378+0.00336066j 0.0170623+0.0173792j 0.0169047-0.0148743j 0.0113134+0.00526203j -0.00573018+0.00461524j 0.00327273+0.0119556j -0.00724282+0.0044139j -0.00158665-0.00136598j -0.00197338-0.00632465j 0.00295569+0.00211931j 0.00216039-0.00146285j -0.00473757-0.00256207j -0.011363-0.00565572j 0.00231474+0.00254701j -0.0138621-0.0111684j -0.00440592+0.00295689j -0.0215024+0.00344565j 0.00519888-0.0179476j 0.00564716-0.00593368j 0.0106078+0.00470027j -0.00580445-0.010687j 0.00245369+0.00455997j 0.00121443+0.000538432j 0.00077937-0.00328315j -0.00173228-0.00328883j -0.00047864+0.00221746j -0.00314467+0.0139874j 0.00374489-0.00122886j -0.000419229-0.000994534j 0.0038628-0.00219378j -0.000741449-3.181e-05j 0.000286814+0.00497316j 0.00355412-0.00155539j -0.00430213+0.0032789j 0.0036938+0.00226073j 0.00101845+0.00122559j 0.000276522-0.00162404j -0.000320097+0.00161719j 0.000746036+0.00200584j -0.0031152-0.00569052j 0.00346903+0.00375864j -0.00615827-0.00538686j 0.00172326+0.00588779j 0.00304673+0.0018677j -9.55219e-05-0.00176602j -0.00263287-0.00236798j 5.03489e-05-0.000995352j 0.00135528-0.00719471j 0.00151917+0.0027433j -0.00139303+0.000869158j 0.00307485-0.00556276j 0.00496126-0.00280312j 0.00241919-0.00241899j 0.00181304+0.00437252j 0.00447597-0.000907429j 
0.0054664-0.00298562j -0.0159315-0.0169363j -0.0187709+0.0124428j 0.0185749+0.0193646j -0.0156719+0.0111191j -0.00432576+0.000206069j -0.000504637+0.0056112j -0.0017269-0.00860422j 0.00562182-0.0026864j 0.00309791-0.000846547j -0.00565575+0.0096119j -0.00060814+0.00311088j -0.00564707+0.00139084j -0.00346311+0.00231686j 0.00605619-0.0164862j -0.0100155+0.00864678j 0.00741593+0.000868194j 0.00512659+0.0125772j -0.0199393-0.00387894j -0.00720497-0.00588753j 0.00448689-0.00647381j -0.00613443-0.00813079j 0.0109085-0.00201204j 0.00359842+0.00609574j 0.00394561+0.00521116j 0.00859184+0.0128167j -0.00387082-0.00450883j -0.00119034-0.0110358j 0.000575933-0.00596016j -0.00637763+0.00119245j -0.00057753-0.00426035j -0.00371769-0.000470047j 0.000934613-0.00312575j 0.00137346+0.000105356j -0.00119284+0.000365109j 0.00348598+0.00201617j -0.000263266+0.00167018j 0.000197939-0.000779625j -0.0060575+0.00387213j -0.00396843+0.00328583j 0.00972913-0.00393623j -0.00260631+0.0040369j 0.00242651-0.00678589j -0.00158906+0.00287069j -0.00152969-0.0011836j 0.00158697+0.00230021j 0.00136195-0.00258273j 0.000723032+0.000981805j 0.0017958+0.00181912j 0.000560715+0.00708404j 0.000907191-0.00819275j 0.00150697+0.00516989j 0.0028385-0.00266263j -0.00500823+0.00184587j 0.00503736-0.00101495j -0.00268473-0.00486836j 
-0.00153793-0.00221823j -0.00216551+0.000363746j 0.00128558-0.000475943j 0.0052959-0.00207631j 0.00212408+0.00624239j -0.00487928-0.00404498j -0.000509919-0.000686905j 0.00219075-0.00344614j -0.000102011-0.000211378j -0.000253831-0.00291692j 0.00465876-0.000686995j -0.00236805-0.00464573j -0.000633506-0.00121838j -0.00080444-0.00418768j 0.00208938+0.00190233j 0.00404048+0.00132616j 0.00165898+0.000478813j -0.00197374-0.00218464j -0.00302568-0.00431432j 0.0012854-0.000337717j -0.000196961+0.00056504j -0.00215587+0.000637726j 0.00210486+0.000442051j -0.000125743+0.00416098j 0.00108037-2.32722e-05j 0.000374292+0.00257574j 0.000149036+0.00140771j 0.000505753+0.00160984j 0.00121686+0.00199405j -0.00188202+0.00084517j -0.000631378-0.00140629j -0.0015506-0.000413122j -0.00394058+0.000533951j 0.00139261+0.00184846j -0.000924764+0.00488194j -3.94224e-06+4.879e-05j -0.00149245+0.000967745j -5.32813e-06-0.00177836j -0.0019203-0.000787125j -0.00110532-5.40503e-05j -0.00273634-0.0014116j -0.00353753+0.00192306j 0.000345867-0.00156618j 0.00111842+0.000448812j -0.000234137+0.00172051j -0.00147107+0.000367255j -0.00204635-0.00200069j 0.0016234-0.000436382j 0.00141414+0.00109544j 0.00134377+4.96521e-05j -0.00172866+0.00380826j 0.00252071-0.00115299j -0.00140184-0.00245819j -0.00108292+0.00264689j 0.000797572+0.000701307j 0.0011208-0.000950158j 
-0.0056869-0.00944921j -0.006936-0.00171747j 0.00424997+0.00864334j 0.0160334-0.00335879j 0.00364383+0.00761462j -0.00883798-0.00476147j 0.00426941-0.000149952j 0.00362273-0.00072089j -0.00104536-0.000717094j -0.00312736-0.00172101j 0.00298621+0.00035144j 0.00125522-0.00450258j -0.00527614-0.000645753j -0.00387319-0.00695279j 0.00574651-0.00118149j -0.00124481+0.000704649j 0.00411496-0.00234093j -0.0096196+0.00138707j -0.00133056-0.0101346j 0.00424317-0.00416603j 0.00142851+0.0010435j -0.00532537-0.00313199j 0.00282753+0.00674071j 0.000224261+0.00677436j 0.00177176-0.00367439j 0.00334036+0.00407945j -0.00580082+0.00401373j -0.00144039+0.00649129j 0.00138087-0.000564895j -0.00492254-0.00227008j 0.00208679-0.00391609j -0.00245076-0.00215758j -0.00171397+0.00270035j 0.00190198+0.000993748j -0.00325473+0.00556317j 0.0010615+0.00200229j -0.000722383+0.00330303j 0.000778436+0.00103336j -0.00242645-0.000289285j -0.00248031+0.00153992j -0.00400181-0.00314555j -0.00139143+0.00546849j -0.00433006-0.00407539j 0.000758005+0.00301034j 0.00079842+0.00119634j -0.00220687-0.0022192j -0.00453571-0.00341668j -0.00186911+0.000217341j 0.00245843-0.00175454j 0.00329765+0.00202216j -0.00203747+0.00321628j 0.00568398-0.00309587j 0.000883001-0.00311193j -0.00100146+0.00159438j 0.00299897+0.00229971j 0.00402225-0.00146034j 
0.00591377+0.00345258j -0.0034773-0.00891535j -0.011369-0.000868301j 0.00322986+0.00973198j -0.00372159-0.0010581j 0.00516213-0.00546833j 0.00499926+0.00546789j -0.0029031+0.00446326j 0.00108888-0.00392442j -0.00387956-0.0042623j -0.00209681-0.00248207j -0.00430083+0.00794072j -0.00101077+0.000865351j 0.00274988+0.00490224j 0.0020809-0.00533866j 0.0024972+0.000858114j -0.00335283+0.00153952j 0.00851208+0.00599166j 0.000107566-0.00392497j -0.00946742-0.0051763j 0.00306057+0.00147648j 0.00358374-0.00180315j 0.00481737-0.00503738j 0.00438892-0.00296891j -0.00529937+0.00202783j 0.00581288+0.00552824j -0.00106174+0.000383801j -0.00277877-0.00767j -0.0022194-0.000113479j -0.00717664-0.00100495j 0.000968012-0.00552522j -0.00180661+0.00142569j 0.00357796+0.000720236j -0.00256409-0.00167991j -0.000851101-0.00152736j 0.0034365-0.0029689j 0.00388617+0.00228664j 0.000672497+0.0026274j -0.000391659+0.00689002j -0.00158611+0.0012825j 0.0014646+0.00114694j -0.0018558+0.00331906j 7.62677e-05-0.00245515j -0.000746188-0.00471179j -0.00176911-0.00689075j 0.0021089-0.00390662j 0.000848144-0.00166466j -0.00294504-0.00429503j -0.00160971+0.00322845j -0.00352896+0.00752649j -0.000923489-0.00123728j 0.00090782+0.00608675j 0.00224789+8.55073e-05j -0.00251062+4.79054e-05j 0.00372454-0.00114152j -0.00222936-0.00120694j 
-0.00138931-0.00262225j -0.00215994-0.00269002j 0.00195296+0.000764944j 0.00617091+2.88552e-05j -0.00309067+0.00133635j -0.00344423-0.00528504j 0.00765689-0.00254522j 0.00668561+0.00280954j -0.000849668-0.00112515j -0.0037419+0.0014762j 6.69339e-05-0.00331094j -4.96831e-05-0.00406002j -0.00649087+5.35861e-05j 0.00181935-0.00344248j 0.00460557-0.000902196j 0.00398835-0.000337481j 0.00228805-0.0028631j -0.00448304+0.000164314j 0.000584039-0.00182524j 0.00144546-0.00418206j -0.00203642+0.00134247j -0.00182938+0.00266215j -0.00325522+0.00453759j 0.000194152+0.00250646j -0.00152036-0.00462542j 0.00646168+0.00200566j -0.00373897+0.00281536j 0.000175988+0.00498646j -9.2605e-05+0.0026933j -0.00211313-0.00166036j 0.00439084-0.00469829j -0.00168986-0.00346748j 0.000685405+0.0036906j 0.00105385+0.0012209j -0.000544263-0.00219303j -0.00103943-0.00153563j 0.00128356+0.00211906j 0.000480423+0.00344697j -0.00152121+0.000723082j -0.00168595-0.00168586j -0.00336398+0.00158723j 0.00114303+0.00191972j -0.00392984+0.000325385j -0.00222489+0.00248863j 0.00199329-0.00210004j -0.000725602-0.00316291j -0.00355345-0.0019956j -0.00196462+0.00197944j 0.000112806+0.00069684j 0.00106159+0.00240924j -0.00303264+0.000646915j 0.000952689-0.00327343j 0.00193129-0.000256006j -0.00140451+0.000592702j 0.00188835+0.00176341j 0.00369342+0.000201582j 
0.00175398+0.000482854j 0.00449216-0.00220385j -0.00317504+0.000490591j -0.00626995+0.00795197j 0.00486956-0.00981074j -0.00177105+0.00433301j 0.000307292-0.00462968j -0.00103042+0.00758824j -0.00518551+0.00404021j 0.000483174+1.28056e-05j -0.00283926-0.00584398j 0.00132273+0.00100933j 0.00229436-0.000666596j 0.00410535+0.00358118j -0.00287765-0.00098804j 0.000442782-0.000749997j -0.00326939-0.000373334j -0.000626661-0.00315373j 0.00810871+0.000887107j 0.00105571-0.00112765j -0.00223087+0.00383499j -0.00147371+0.00325921j -0.00389235-0.00108478j 0.00272423-0.00505965j -0.00138973-0.00239535j -0.00167431-0.00419191j -0.00359415+0.00152929j -0.00261792+0.00612614j -0.000465836+0.00572637j -0.00271372-0.00280788j 0.00477894+0.00400719j 0.000310772+0.000771477j 0.00265333+0.00354714j -0.00275491-0.00319576j 0.000576551-0.00419954j -0.00527907-0.00423249j 0.00275838-0.00196386j 0.00146269+0.00259921j 0.00482919+0.00228868j 0.00406355-0.00197168j -0.00327026+0.00419575j 0.00473723-0.00466703j -0.00266424+0.00217645j 0.0016739-0.00016582j 0.00359993-0.00704173j -0.000575489+0.00016111j -0.000995427+0.00371538j -0.0034423+0.00299532j -0.00221262-0.00311996j -0.00506699+0.000278529j 0.00197213+0.00147851j -0.00441221-0.00274437j 0.00406379+0.00318844j 0.00362264-0.00325489j -0.0025699+0.00197856j 0.00131809+0.00217984j 
0.00494837-0.00100673j -0.00276814-0.00186406j -0.00325562+0.00708755j 0.00518814+0.00509243j -0.00822329-0.00290755j 0.0050441-0.00197112j -0.00599418-0.00335872j 0.00266331+8.49371e-05j 0.00725074-0.00120576j 0.0032415-0.000181096j -0.00302223-0.00182876j -0.00243414+0.003863j 0.00121114+0.000986421j -0.00012314-0.00180421j -0.0029402-0.00301729j 0.00476586+0.00248035j -0.00138671-0.000143401j 0.00763515+0.00504979j -0.00210715+0.00708385j -0.00589711+0.00172717j -0.000687769-0.00538232j 0.00295477+0.000395953j -0.0015265-0.00119301j 0.00091858-0.00125707j -0.00285475+0.000882183j -0.00045665-0.000341243j 0.000241621+0.000107047j 0.00341008-0.00474406j -0.00646992-0.000610317j -3.01409e-05+0.0024275j -0.0032605-0.000672908j -0.000164711+0.00118101j 0.00112834-0.00100177j -0.00225308+0.00303345j 0.00267028-0.00686886j -0.00177929-0.00110631j -0.00191684+0.000927253j 0.000480138+0.00212309j -2.84324e-05-0.00294435j 0.00138925+0.000996852j 0.00337439+0.00167238j -0.0021234-0.00129645j 0.00479255+0.00140312j -0.00125512-0.00202337j -0.00306259-0.00423445j 0.00471739-0.00181872j 0.00528154+0.00276739j 0.00320806+0.000180256j -0.000976353+0.00150362j -0.00408191+0.00212853j -0.00101407-0.000888483j -0.00280567+0.00537625j 0.000263876+0.00162704j 0.0014426-0.000267024j -0.00116558-0.00191929j -0.00303521+0.00259574j 
-0.00215794-0.000829072j -0.00428781+0.000278053j 0.00427097+0.00114403j 0.00458225-0.00499617j -0.00352302+0.00977577j -0.0010176-0.00210478j 0.00446349+0.00411147j 0.000321729-0.000209349j -0.00246807-0.00958649j -0.00581288-0.00071895j 0.00222549+0.0036433j 0.00076173+0.00103981j -0.00294008-0.00047812j 0.000667431+0.00206698j 0.00686695+0.000500049j -0.00326132-0.00172555j 0.00221244-0.00310326j -0.00238309+0.00241683j -0.00276306-0.00699595j 0.00179518-0.00390757j 0.00364889+0.000383112j 0.00131791-0.00416992j 0.00359391+0.00305771j 0.00172111+0.001464j 0.00105569-0.000670057j 0.00775967+0.00396577j -0.00267715+0.00103336j -0.00171755-0.00406638j 0.00225346-0.00453131j -0.0048708-0.00114023j 0.0020176-0.00334259j -0.00158775-0.00301796j 0.000411051+0.000462655j 0.000113936-0.00188271j -0.00103723+0.00485351j 0.00579332+0.00221529j 0.00193182+0.00399594j 0.000522703-0.000471428j -0.00207732+0.00325275j -0.00309065+0.000134863j 0.00202929-0.0021531j -0.000113904+0.00554041j -0.00317806-0.00122313j -0.00199438+0.00137586j -0.00156535+0.00353155j 0.000407799-0.00210852j -0.00220053-0.00471705j -0.00256577-0.00435188j 0.000590501+0.00105793j 0.00464269+0.00348825j -0.00208114-0.00389129j 0.00230668+0.00371898j 6.65792e-05-0.00129402j -0.00153173-0.000887433j 0.00449674-0.00117223j -0.000125653-0.00242144j 
-0.0023657+0.00166353j 0.000255273+0.00213768j -0.00215799-0.00727689j 0.000938847-0.00618995j 0.00982041+0.00148918j -0.00261636+0.000417914j 0.0060011+0.000717594j 0.00195194-0.00653446j -0.00477817+0.00521022j 0.00158492+0.0046209j 0.0036773+7.47528e-05j -0.00169425-0.00982416j -0.00348192+0.000461028j 0.000512312-0.0052329j 0.000221808-0.000468588j 0.00129618-0.000867982j 0.0031873-0.00034895j -0.00575982-0.0054763j 0.000108313-0.000151073j 0.00503882+0.00191532j -0.0030882+0.00232688j -0.00415116+0.00496505j -0.00359629+0.00248044j -0.00245693+0.00293232j 0.000271401-0.0017864j 2.46791e-06-0.000512827j 0.000277443+0.0009627j 3.74372e-05+0.00675497j 0.0023544+0.003002j 0.00344096-0.000306547j 0.00289059+8.77898e-06j 0.0016513-0.000992033j -0.00197279-0.00163311j 0.00229373+0.00018759j -0.00212924+0.00282435j -0.00138543+0.0032112j -0.000864729-0.000922211j 0.000434853-0.00110135j -0.00114256-2.65043e-05j -0.00195418-0.00189985j -0.00441293-0.00142523j -0.000519533-0.00156445j -0.00137344-4.2252e-05j -0.00168433-0.000842911j 0.00206636+0.00331784j -0.00700071+0.00203384j -0.00422337-0.00359743j 0.000868141+0.00296123j 0.00256881+0.00317577j 0.00661276-0.00382175j 0.00131316+0.00216641j 0.0062113-0.00692362j -0.00418727-0.00307503j -0.00490817+0.00408903j 0.00100082+0.00273097j 0.00405553-0.00235301j 
-0.00147466+0.00308511j -0.00275283+0.00050674j -0.00412925-0.00386577j 0.00365092-0.00272958j 0.0118639-0.000951023j -0.00182942+0.0041305j 0.00966147+0.00074156j 0.00270844-0.00263848j -0.00840712+0.000281294j -0.00466139+0.00309297j 0.0045081-0.000409764j -0.000768359-0.00596558j -0.00451911+0.00125606j 0.00207185+0.00291989j 0.00426978+0.00100374j -0.000153467-0.000425312j 0.0028491-0.00179224j -0.00445515-0.00543932j -0.000229025-0.00239842j 0.00419319-0.00376863j -0.00454865+0.00527295j -0.000854181+0.00327598j -0.000305484+0.000348521j -0.000697251+0.00318162j 0.000742015-0.0030058j 0.00529641-4.28385e-05j -0.00215018-0.000544514j -0.00441579+0.00252678j 0.0027534+0.00154397j -0.001664-0.00309704j 0.00309948+0.00197016j 0.000694352-0.0014435j -0.000299889-0.000894241j 0.00109897-0.00500484j -0.00507114+0.00514883j 0.000942687+2.84611e-05j 0.00302383-0.000861503j 0.000985443-0.00121725j 9.65749e-05+0.00497454j -0.0014558-0.00279081j -0.00416657-0.000922824j 0.00173743-0.000517041j -0.00459612-0.00192668j -0.000566496-0.000637075j 0.00171718+0.00132214j -0.00795295+0.00256139j -0.00566865-0.00446782j -0.00292431+0.00179176j 0.00185203+0.0022589j 0.00651088-0.000508794j 0.00274846-0.000563162j 0.00612754-0.00565122j -0.00261394-0.00343025j -0.00572945+0.0019795j 0.00288802+0.0028066j 0.00368461-0.00356277j 
0.00268458+0.000867418j -0.00234295+0.00318316j -0.00391541-0.0037556j 0.00177621-0.00423152j 0.000569529+0.0152453j 0.000901166-0.00118736j 0.00408765+0.00445665j -0.000668931-0.00180073j 0.00329268-0.0103382j -0.00402124-0.000283289j 0.0052143+0.00633562j 0.000143502-0.000180466j -0.00125292+0.000372899j -0.00143773-0.00084321j 0.00424295+0.00294628j -0.00099325-0.00336586j 0.00205265-0.00204306j -8.38348e-05+0.00211527j -0.00260399-0.00251661j 0.00031531+0.00210101j 0.00305749-0.00107548j 0.00534262-0.00489523j 0.00287749+0.00317605j 0.000120561+0.00210257j -0.00140913+0.00174491j 0.00187639+0.00201197j 0.00270105+0.00181819j -0.000717926-0.0068411j 0.000940346-0.00464536j 0.00129795+0.0033046j 0.000818521-0.00196131j 0.00147641-0.00229309j -0.0028561-0.0030584j -0.00126651+0.0011788j -0.000227143+0.00680346j 0.00790448+0.00530452j -0.00065141+0.00414726j -0.000501289-0.00346707j -0.00244607+0.000348832j -0.00420048-0.000803197j 0.00333348-0.00352848j -0.00414656+0.0048823j 0.000648519+0.000324638j -0.00628306-0.00240971j -0.00491896+0.00851276j 0.000205897-0.00130711j 0.000395361-0.0053761j 0.000714568-0.0061188j 0.0027231+0.00650266j 0.00820825-4.25662e-05j -0.00183243-0.00354338j 0.00352612+0.00608964j -0.00479133-0.00295992j -0.0028973+0.00243532j 0.00397535-0.00242365j -0.00200711-0.00317536j 
