-0.0512626+0.0566317j -0.04116-0.0495374j -0.0475771-0.0902398j 0.137388-0.0334623j 0.0834082-0.0558641j -0.0839821+0.0544982j 0.223108+0.0876233j 0.0649703-0.137573j 0.0206065+0.13141j -0.0599457+0.108277j -0.0193207-0.090315j -0.0509294-0.276779j -0.11995+0.0334194j -0.0148078+0.0279846j -0.0677306-0.159511j 0.0454138+0.0650415j 0.108765+0.0180431j 0.0265082-0.0435264j -0.117236+0.044798j 0.0143328+0.011785j -0.211624+0.00464575j -0.0168094+0.265704j -0.0285571+0.0149852j -0.0766066+0.0947003j -0.00911828-0.0451623j -0.000892918+0.0378046j 0.0621548-0.0697952j -0.0961447+0.181529j 0.0590849+0.142946j 0.152418-0.00254726j 0.0761732+0.0156766j 0.0435719+0.0118941j -0.0368085-0.0412644j 0.071143+0.0227644j -0.153823-0.0395005j -0.113054+0.0147964j -0.0408408-0.0201503j -0.0803991+0.0486811j -0.0261608+0.0021083j -0.0524029-0.0795786j -0.126317+0.00277989j 0.0540581-0.0406754j -0.00888139-0.000864013j -0.0351264+0.031458j 0.071447-0.0275255j -0.0709253+0.100007j -0.0248595+0.043828j 0.117096+0.229872j 0.0553204+0.0651999j 0.035123-0.127721j 0.102819+0.0514458j -0.026113-0.255608j -0.0456532-0.0681597j -0.0922668+0.101833j 0.0366525+0.130874j 0.113372-0.044114j 
0.00222859+9.24222e-05j 0.000116147+0.000981068j -0.00455531-0.00306595j -0.00149057+0.0026565j 0.000768329+0.00613623j -0.00342476+0.000925913j 0.00335762-0.00137936j -0.000721953+0.00425767j 0.00428198+0.000291579j -0.00163244-0.00446914j 0.00292629+0.00358765j 0.00254093+0.000772634j -0.00124108+0.00117425j 0.000783475+0.00162264j -0.00175715+0.00401978j 0.0060158-0.000171106j -0.000783444-0.00509473j -0.00119798-0.000240355j 0.00154305+0.00284786j -0.000808798-0.00100261j -0.000570478+0.00397389j 0.00358263-0.000444679j 0.00323731+2.73621e-05j 0.00195075-0.00112865j -0.00193899-0.00087152j 0.000520891-0.00131053j 0.00458359+0.00322891j -0.00037874-0.00435229j 0.000134881-0.000975147j 0.00116512+0.00255892j -0.00012424-0.0014803j 0.00023256-0.00129099j -0.00170591-0.000295807j -0.00070956-0.00023595j -0.000519092+0.00164232j 0.00528975-0.00045683j 0.00144774+0.00150737j 0.000391977-0.00296728j -0.00108401+0.00173041j 1.77468e-05+0.000196026j -9.97013e-06-0.000890491j -0.000690678+0.00126864j -0.00133074-0.000868219j -0.0010896+0.00018658j -0.00110665+0.00211094j -0.000106112-0.000526105j -0.000834239-0.000817542j 1.97594e-05-0.00175626j 0.00105537+0.000129283j 0.0017289+0.000612408j -0.000875026-0.000206086j 5.26998e-05+0.00064948j -0.000588147-0.00127966j -3.33424e-05+0.000167398j 0.000438342-0.000561046j -0.000803995-0.000914057j 
0.000636421+0.000338047j 0.000106095+0.000201738j -0.00147044-0.00222054j -0.0014178+0.000960439j 0.00160442+0.00341433j -0.00148959+0.00119544j 0.000698742-0.000106916j 2.51745e-05+0.000958583j -0.000662201-0.0013649j -0.00207689+0.000434245j 0.000873701+0.00180768j 0.000800044-0.000463031j 0.000833255-0.000175763j 0.000727901-0.000618049j -0.000620774+0.000828482j 3.36576e-05-0.000621914j 0.00144048-1.44023e-05j -0.000390152-0.00196496j 0.00102719-0.000595259j 0.000751019+0.00120771j 0.000392212+0.000927493j 0.00143466+0.00071846j -0.000384062+0.00154223j 0.000397508+0.00106044j 0.00101496-0.00121094j 0.000603148-0.000851146j -0.0024186+0.00111106j -0.00156974+0.00134134j 0.00111189+0.000531329j -0.00162542+0.00104677j 0.00249348-0.00017649j -0.000909126-0.000475427j -0.00141811-0.00115608j -0.000211694+0.000429866j -0.00170666+0.00118953j 0.00189633+0.00130554j 0.000688483+0.00129681j -0.00119131-0.00215849j 0.000471138+0.00185877j -0.00172644-0.000318238j -0.00128409+0.00065569j 0.000560322+0.000935458j -0.00232996+0.00181766j 0.000178851+0.000127706j -0.000165663+0.000975693j 0.000246416-0.000832658j -0.00102932-0.00212659j -0.00455742-0.00106508j -0.000869484+0.0027041j 0.00149155-0.00116637j 0.000385272+0.00253549j -0.00227177+0.0010238j 0.00180097-0.00203482j 0.00207183+0.0023793j 0.000271389+6.3665e-05j 0.00060245-0.00207997j 
-0.000224084-0.000174193j 0.000733466+0.000233797j 0.00222588-0.00135896j -0.00148382-0.00152841j -0.00287989+0.00225267j -0.00027864-0.00231174j -0.000381027+0.00043812j -0.00129335+0.000366759j 0.00154333-0.0010517j 0.000104332-0.000805881j -0.000137842+0.000606297j 0.000388255+0.00165432j 0.000838603-1.67788e-05j 0.000127193-0.000985329j 0.000754895-1.69066e-05j -0.000664285-0.00151767j -0.000480295+0.00102898j -0.000647998+0.000715658j 0.00135965-0.00137909j -0.000861379-0.000141901j 0.00193319+0.00167217j 0.000817755-0.00187076j 0.00199764+0.00057758j -0.000113412-0.00019952j -0.000602643+0.00118136j -4.25151e-05+0.00121453j 0.000201679+0.000196232j -3.7359e-05-0.00241526j 0.00150616-0.00078989j -0.00134455+0.000330068j 0.000384083-0.00161271j -0.00155565+0.000549037j 7.58322e-05+0.000540771j -0.000842615+0.00150179j 0.00359146+0.00113851j -0.000824612-0.000156697j -8.66046e-05-0.000387673j -0.000470864-0.000196024j -0.00110781+0.000844053j -0.000876314+0.00122708j 0.00280109-0.00171656j 0.000207435+0.00302151j -0.000476628-0.00116323j 0.000540972+0.000627885j -0.00083938+0.000299235j 0.00211732+4.99426e-05j 0.00330129-0.000250309j 0.000740629-0.00454467j -0.00327179-0.000944391j 0.000924056+0.000286535j -0.00345335+0.000621428j -0.000606418-0.0015632j 0.00226719+0.00224303j -0.00187848+0.00187154j 0.000552455-0.0021016j -0.000296686+4.43866e-05j 
0.00163221-0.000891217j 0.00203149+0.00249313j 0.00384341+0.00241108j -0.00228028-0.00249897j -0.00464153+0.00614527j 0.000680422-0.0066187j -0.00231288-0.000657749j -0.00223431+0.00477366j 0.00054983-0.00599122j -0.00339294-0.00411198j 0.00263154+0.000752393j 0.00283524+0.00607009j 0.00492238-0.000901483j 0.00483582-0.000159258j 0.00507063+0.00460243j 0.000694749-0.00177982j -0.00311437-0.00149183j -0.0037553-0.00147934j 0.0021853-0.00294201j 0.00243749-0.00041166j 0.00346222-0.00297545j 0.00370242-0.00195782j 0.00192239+0.00450999j 0.00183924-0.00340334j 0.00221568+0.00127926j -0.000307659+0.00056347j -0.000970586-0.00109744j 0.00394509-0.00724044j -0.00213764-0.00559433j -0.00279912-0.00401404j 0.000749869-0.000798309j 0.00102669-0.00441589j 0.00499582-0.000839152j 0.000570224+0.00147263j 0.00996644+0.00302793j 0.0038374-0.00021194j -0.0053198+0.00627467j -0.004492+0.00343306j -0.00515284-0.00492284j -0.00182537+0.00172257j 0.00171093-0.0037695j 0.00046485+0.0116651j 0.00492631+0.00179705j -0.00423479-0.00158428j -0.00097819+0.00171643j 0.00476309-0.00314784j 0.00351622+0.00310127j 0.00234361-0.0084151j 0.00310404-0.00318125j -0.00172567+0.00381037j -0.0056098-0.00440199j 0.00380767+0.0085903j -0.00421699+0.00424444j 0.00138547-0.00468574j 0.00272569-0.00333243j -0.00640655+0.00211587j 
0.00261514+0.00358644j -0.00165139+0.00174075j -0.00163689-0.00543662j -0.00281161-0.00679083j 0.00186825+0.00680144j -0.00185515-0.00188545j 0.00624056-0.00477602j 0.000818645-0.00108599j -0.00462606-0.00394843j -0.00665961+0.00274208j 0.00170452+0.000931962j -0.00142946+0.00118311j 0.000440388+0.00032642j 0.0104806-0.00288736j 0.00156627-0.00158431j 0.00172839+0.00106152j 0.00292457-0.00214601j 0.000535208-0.00761813j 0.000480961-0.00490908j 0.00516963+0.00270597j 0.0011811-0.0014358j 0.00489104+0.00550501j -0.00124146+0.00241969j 0.000336898+0.000760457j 0.00459078+0.00281904j 0.00622818+0.00252153j -0.00489541-0.00296381j -0.00844105+0.00151663j 0.00547433-0.00528855j -0.00346418-0.00381706j 0.0113319-0.00230279j 0.000657573-0.00330274j 0.00291975+5.01237e-05j 0.000702185+0.0069529j 0.00458329+0.00429201j 0.00774131+0.00898164j -0.00302768+0.00060217j -0.00931526-0.00947643j 0.005301-0.00023364j -0.00879422-0.00472343j 0.00193471-0.00398872j -0.00560269+0.0100475j -0.00456535+0.0079184j -0.00400834-0.00243529j -0.00228543+0.00305264j 0.000855632+0.00361771j -0.00063674-0.00638317j -0.00591656-0.00675576j -0.0015845-0.000351942j 0.0137765+0.000171514j -0.00870818-0.00427254j 0.00852983-0.0050904j -0.00441254+0.00597343j -0.0102878+0.00504398j 0.00962427-0.0041209j 0.00229388-0.00288673j 
4.36245e-05-0.00254768j 0.00238702+0.00156329j 0.00681234+0.00712661j -0.00175942+0.000170226j -0.00727452+0.000199119j 0.00339015-0.00434489j -0.00607572+0.00110939j -0.00331338+0.00616294j 0.00195437-0.00293515j 0.00164039-0.00527155j -5.30246e-05+0.000440738j 0.00237838+0.00570283j 0.00463241-0.00187148j 0.000663607+0.0017635j 0.00428596+0.0033804j -0.00225739-0.00325521j -0.00622572+0.000599675j -0.000505969+0.00304937j 0.00388075+0.000508795j -0.00152771-0.00101876j 0.00321873-0.00331714j 0.000549322-0.00247556j 0.000553238+0.00198352j 0.000311058-0.00497941j -0.000397592-0.000389922j -0.00111145-0.00327725j -0.000597353-0.000684171j 0.00540778-0.00940719j -0.00408377-0.00327884j -0.00447709-0.00200341j -0.00602279-0.00151021j -0.00215073-0.00272483j 0.00588787-0.00192721j 0.000872947-0.00260949j 0.00942042-0.000676279j 0.000871003-0.005734j -0.00144362+0.00446836j -0.00155455+0.00986398j -0.00756872-0.00384904j -0.0021749+0.00480983j 0.00407057+0.000711986j 0.00666336+0.00980055j 0.00856398+0.00172584j -0.000807829+0.00187233j 0.000910029-0.00168617j 0.00508036-0.0026399j 0.00438813+0.00695933j 0.00430968-0.00286866j 0.00228744-0.0079785j -0.00639279+0.00502093j -0.00410413-0.00526029j 0.00221236+0.00992262j -0.00206535+0.0050632j 0.00593726-0.0109142j -0.000633875-0.00200438j -0.00773093+0.00526398j 
0.00126959+0.000708418j -0.0010233+0.000768321j -0.00233673-0.00106883j 0.00205822-0.00215592j 0.00322894-0.000676628j 0.000247395-0.000849731j 0.00287633-0.00131513j 0.00226383-0.00340814j 0.00042316-0.000609959j -0.000989289+0.00217578j 0.00234946-0.00189892j -0.0021036+0.00062118j -0.00318905+0.00093385j -0.00120711+0.00112424j -0.000791285+0.000357214j 0.00220405+0.000980492j 0.00173624-0.000641331j -0.000924397-0.000237154j 0.000405733-0.00075148j 0.000999888-0.000691255j -0.000129467+0.00184692j 0.0020546-0.00130542j -0.000162404-0.000685729j 0.000633224+0.00239292j -0.00109535+0.00226278j -0.00164009+0.00333814j 0.00231642-0.00135878j 0.00149872+0.000154204j -0.00160153-0.00115884j 0.00369608-0.000873311j -0.00133173+0.00195693j 0.00426805+0.00182954j -0.00175862-0.000358593j -0.00212339-0.00101639j 0.000586979-0.00112467j -0.00228926-0.00125084j -0.00174572-0.00124728j 0.0015558+0.001528j 0.000714922-0.000699713j 0.00312958+0.00257395j 0.00124877-0.0054288j 0.00114441-0.00352969j 0.00279426-0.00484213j -0.00216352-0.000237037j -0.00473631+0.00200605j -0.00110441-0.000564008j 0.00301787-0.0034392j 0.000128161+0.00028212j 0.00180222+0.00336034j 0.00249821-0.00258471j 0.00313902+0.00122374j 0.00389864-0.000326361j -0.00424322-0.00336671j -0.00377456+0.000549615j 0.000928255-0.000306259j 7.37145e-05+0.000983362j 
-0.00166961+0.000366523j 0.000729976-0.00184689j -0.000752898-0.00030346j 0.00447538+0.00426816j 0.00682348-0.00115817j 0.00137741+0.00532695j 0.00714588+0.00792615j -0.000473643+0.00149602j -0.00138851+0.00626796j -0.000424376+0.00340003j 0.00232128+0.00220377j -0.00100651-0.00986167j -3.0851e-05-0.000218705j -0.0011048+0.00273769j 0.000438404-0.00453828j -0.00420369-0.00439713j -0.00300361+0.00568973j 0.00375659-0.00266946j 0.00393411+0.00607952j -0.00115005+0.00212358j -0.00872772+0.00684191j -0.00451769+0.0054569j -0.00235836-0.00201284j -0.00528654+0.00308287j -0.00454996-0.00451798j 0.00280869-0.00760057j 0.00346715+0.00096089j -0.00238714-0.00469484j 0.000996556+0.00549861j 0.000168202+0.00285607j -0.0043511+0.00474973j -0.00593448+0.00385777j 0.0018256+0.00209685j -0.00420149-0.00537787j -0.00122606+0.00125267j -0.00246093-0.00350379j 0.00874766-0.0042611j 0.00678947-0.00191092j -0.00377861+0.00751025j -0.00207105-0.00313092j 0.00202368+0.01005j 0.00139795-0.00223995j -0.00852538+0.000207398j 0.00504883+0.000779153j 0.00899201-0.000993624j -0.00408409+0.00230324j -0.000663527+0.00516878j -0.00378122+0.0024834j -0.00133409-0.00134358j -0.00354791+0.00380376j 0.00161369-0.00279251j 0.00321326+7.49435e-05j 0.00995922-0.0116933j 0.00667681+0.00110631j -0.00549428+0.0112447j -0.000998989-0.00282622j 
-0.00180987+0.00644063j -0.00490906-1.306e-05j -0.0111557-0.00990542j 0.00511272-0.0035731j 0.00354422+0.00405377j 0.00508186+0.00392657j 0.00851847+0.00287077j -0.0015247-0.0136299j -0.00581546-0.00302669j -0.00595994+0.00366209j 0.00761086+0.00572611j -0.00195391+2.24347e-05j -0.00518283+0.0111056j 0.00326529+0.00523244j 0.00255483+0.00623294j 0.00222358-0.00395078j 0.00449466-0.00664734j 0.00111578-0.0103975j 0.00248745-0.00709581j 0.00530688+0.00393612j 0.00151645+0.000510692j 0.00137208+0.000581449j -0.00484675+0.00739325j 0.00236292+0.00671531j -0.000859848-0.000291675j 0.00734804-0.00103266j -0.00295963+0.00312142j -0.00369699+0.00738174j 0.0040263-0.00387413j 0.000530627+0.00172293j 0.00708712-0.000379618j 0.00430309+0.002666j -0.00351645+0.00575796j -0.0041364+0.006723j -0.00767539+0.0167856j 0.00415085+0.00407365j -0.00710302-0.001008j -0.0133576-0.011574j 0.0102413-0.00121868j -0.00337768-0.0014059j -0.000701345-0.00472127j -0.00863412+0.00658148j -0.0142282+0.00753498j 0.00330233-0.00771009j -0.00446716+0.00526895j -0.00425376-0.00141046j -0.00868564-0.0107523j -0.00463097+0.00268137j 0.00096692+0.00921811j 0.0124621-0.0034877j 0.0103948-0.00271735j 0.00144705+0.00332783j 0.00540023+0.00913876j -0.0264299+0.0177634j 0.00491348-0.00750636j 0.0135897-0.0212127j 
0.00439248+0.000986991j -0.00278385+0.00543694j -0.0012234+0.00169449j -0.0108696-0.00324751j -0.00302459+0.00564876j 0.00521892+0.00140012j -0.010607-0.0095021j -0.000778974+0.00665886j 0.00165225-0.0116637j 0.000597085-0.00252468j 0.000689022+0.00785126j 0.0028714+0.0155201j 0.00496454-0.00549295j -0.00052595-0.00942016j -0.000927325+0.00273655j -0.00199321-0.00170085j -0.00207954+0.000810538j -0.00361551+0.00129229j 0.000915567-0.00626583j -0.00192929-0.00124074j 0.00746868-0.00192621j 0.00679181-0.0132725j 0.00433423-0.000750657j 0.0026704-0.00108329j 0.00428892+0.00203072j -0.000204049+0.00325659j -0.00796616+0.00413724j -0.000517719-0.00149172j -0.00295311-0.00590553j -0.0100597+0.00584335j 0.00490818-0.0134987j -0.00426497+0.000396962j 0.00235616-0.00365785j 0.00647494+0.00286884j 0.0150567+0.000279467j 0.004576-0.00379112j -0.00193504+0.00968549j -0.0132754+0.0126411j -0.00792904-0.00391779j -0.00819284+0.00558581j 0.00679372-0.0103327j 0.00788553+0.019232j 0.0064456+0.00187995j -0.00732113-0.00122981j -0.00795305+0.00423541j 0.00985251+0.000462706j 0.00328784-0.00113488j -0.000352774-0.0112826j -0.0031587+0.00399176j 0.00236851-0.00332427j -0.0139383-0.00224722j -0.00959263+0.00166308j -0.0233575+0.0158456j -0.00541449-0.0203104j 0.0148273-0.0222562j -0.00727825+0.011102j 
-0.00347288+0.0030254j -0.00232026-0.00240396j -0.00688442-0.000460482j 0.00333279+0.000893118j -0.0023916-0.00307504j 0.00543151+0.00503395j 0.000988331+1.48053e-05j -0.00215869-0.00473498j -0.00352474-0.00327717j -0.00248326-0.00333773j 0.00481111+0.00770472j -0.00102893+0.00128804j 0.00130335+0.00556309j -0.00216886+0.00434482j -0.00193583+0.00637373j -0.000453855-0.00255491j 0.000357933-0.0057019j 0.000317646-0.0029774j 0.00352171-0.000438964j 0.00135028+0.00199106j 0.00669669-0.00157776j -0.000697811+0.004095j -0.00423605+0.00601037j 0.00251397-0.000660634j 0.00128441-0.00553435j 0.00212715-0.0106105j -0.00703195+0.00601228j -0.00154338+0.0101248j 0.00240611+0.000384574j -0.00717087+0.00147775j 0.00968873-0.00585652j -0.00190301-0.00323866j 0.00285589-5.49254e-06j 0.00278881+0.00120706j -0.00678829+0.0103292j 0.0149821+0.000271853j 0.000250011+0.00151437j -0.012911-0.0105646j 0.00415945+0.000585619j -0.0132354-0.00741226j -0.00429266+0.00805378j -0.00531177+0.013809j -0.0110449+0.0138198j -0.00304354-0.00368128j 0.00355688-0.0071327j -0.00414501+0.00153762j -0.00237601-0.000948559j -0.00804449+0.000323256j 0.00480981+0.00736646j 0.00488397+0.0117899j -0.00186005+0.00387595j -0.0109253+0.00362786j 0.00666963+0.0182202j -0.0165462+0.00715008j 0.00628533-0.00792111j 0.0119711-0.0157489j 
-0.00092208-0.00291398j 0.00276761-0.00174498j 0.00350202+0.00200164j 0.00266154+0.00106414j -0.00492115-0.00112565j -0.00412214-0.00266117j 0.00115483+0.00245321j 0.000404042-0.00200052j 8.79332e-05+0.00112967j 7.61217e-05-0.00134215j -0.00317676-0.00709786j 0.000844727-0.00382317j -0.00359131+0.000417664j 0.000917546+0.0053218j 0.00107726+0.00243678j 0.0017685+0.00329624j 0.00105091-0.00341057j -0.000600422+0.00349835j -0.000261449+0.000219374j -0.000212983-0.00068053j -0.000684692-0.00510431j -0.00139899+0.00330699j -0.0033665+0.00242291j -0.000329667-0.00116604j -5.10767e-05+0.000712972j -0.00144808+0.00242416j 0.00233508-0.00173736j 0.00304386+0.00424528j -0.00112579-0.000239364j 0.00538835-0.00727864j 0.00036967+0.00680189j 0.00727386-0.0041597j -0.00315736+0.0018937j -0.000447631-0.00221016j -0.00844773-0.00227037j 0.000974393+0.00564918j -0.00273501-0.0017736j 0.00652283-0.00517133j 0.00713259-0.00348279j 0.00332254-0.00764832j -0.00662983+0.00358911j -0.00779724-0.0091507j 0.000257133+5.40485e-05j -0.000981246+0.00327014j 0.000875884-0.00129481j -0.00241449-0.000590298j 0.000872154-0.00271157j 0.00276869+0.00622303j 0.00575836-0.00383606j 0.00241241+0.00133444j 0.00639358+0.00342947j -0.00222178+0.00105378j 0.0110806-0.00207196j 0.00453003+0.0106631j -0.00784018+0.00821806j 0.00470801-0.00362235j 
0.000619693-0.000890628j 0.000527858+0.000783424j 0.00253788+0.00237133j -0.00144826-0.000305908j -0.00350992+2.8903e-05j -0.00136747+0.00119447j -0.000609081-0.000601392j 5.42856e-05+0.000512902j -0.0015266-0.0016059j 0.000789213+0.000969744j -0.00223737-0.0020433j 0.00130962-0.000957137j -0.000713464-0.00136926j 0.00326727+0.00192714j 0.00174533+0.00220957j -0.000204315+0.000725585j -0.000822109-0.00282345j -0.00146826+0.00164986j -0.000970557+0.000598872j 0.000621967-0.00262713j -0.000472867-0.00436889j -0.000748344-0.000566765j -0.00210821-0.000488932j -0.00245289-0.00425793j -0.000745512+0.00120859j 0.00137953+0.0016171j -0.00198171-0.00337665j -0.00174547+0.000144902j -0.000129202-0.00139558j 0.00168461-0.00502213j -0.00157259+0.000617288j 0.00308235-0.00286702j -0.00106159-0.000793749j 0.000921371+0.000554779j -0.00291716-0.00141772j -0.00111714+0.0025783j 8.54021e-05+0.000384249j 0.000916123+0.000730129j 0.0034508-0.00182398j 0.0041704-0.00465764j -0.00268223+0.00193798j -0.00202821-0.00416625j 1.89724e-05-0.000530522j -0.00196007+0.00452077j -0.0013047+0.00377134j -0.00219204+0.000859303j 0.00060138-0.000199226j 0.00240605+0.000982925j 0.00217457-0.00286418j 0.0022133+0.000275073j 0.00379851-0.00233621j -0.00165555+0.00146196j 0.00145951+0.000510114j 0.00334641+0.00120245j -0.00270999+0.0014129j 9.9956e-05+0.000928201j 
-0.000804154-0.000681217j 0.000419698-0.00195588j 0.000583002+0.00411486j -0.00374151+0.00292107j -0.00521407-0.00262062j -0.00275902+0.00688464j 0.00156542-0.00299795j 0.00149156+0.00414814j -0.00367399-0.0016919j 4.47639e-05-0.000803909j -0.00226194+0.00234245j 0.00161705-0.0026457j -0.000970594-0.00375863j 0.00154932+0.000673092j -0.00296669+0.000528912j -0.00356174+0.00156275j -0.00233212-0.00446376j -0.000263368+0.000943894j 0.000837604+0.00416642j 0.00402347-0.00435768j -0.00198365-0.00321017j -0.000349678+0.00160745j -0.0019935+0.00247764j -0.00373297-0.00362703j -0.00191821-0.00163897j 0.000929012-0.00381627j -0.00449156+0.00189305j -0.00293438+0.000829155j -0.000948655-0.000397221j -0.00366644+0.00256267j 0.000184568-0.00164917j -0.00244364-0.0012864j -0.00183282+0.00102617j -0.00373032-0.00106888j 0.00468699-0.00202922j 0.00546957-0.00396797j 0.00357861-0.0012914j -0.00115448+0.000923576j -0.000661068+0.00145783j 0.00364468+0.00296604j 0.00519799+0.00345776j 0.00689192+0.00216479j -0.00318368+8.05389e-05j -0.00271053+0.00443752j 0.00339491-0.00187073j -0.00192913+0.001668j -0.00137854+0.00416555j -0.00348441-0.000241443j -0.000574409+0.000507806j -0.0018407+0.00376276j -0.00319535-0.00432669j -0.00751342-0.00519185j 0.00450529+0.00444977j 0.00278326-0.00747795j 0.00164462-0.00111116j 0.000571014+0.00118058j 
0.00206176+0.0029387j -0.00209759+0.00386421j -0.00430604-0.00450917j 0.00325477-0.00330804j 0.00708795+0.00728755j 0.00937226-0.00172351j 0.00661721+0.00589388j 0.000912129-0.00136248j 0.00298916-0.00384728j -0.00205413+0.00244714j 0.00791231+0.00307841j -0.00188341+0.000721344j 0.000128668+0.00352438j -0.00312294-0.00423526j 0.0019714+7.36185e-06j -0.00336729-0.00421017j -0.000720005+0.00816007j 0.000444623-0.00224386j 0.00359827-0.005076j -0.000655233+0.00429279j -0.00453767+0.00759925j 0.00263035-0.00323952j -0.00524078+0.00166455j -0.00153682+0.0105742j -0.00608716+0.00331938j -0.00048773-0.00444244j 0.00596363-7.16942e-05j -0.00543994-0.00288431j 0.000408948-0.00089355j 0.00554971+0.00307095j -0.00664058-0.000647847j -0.000528719+0.0109467j -0.000627569+0.00325635j 0.00190843-0.000930844j 6.31037e-05+0.00417503j -0.00516573+0.00319558j 0.00385067+0.00195911j -0.000326931+0.00510376j -0.00104161-0.000379919j -0.00273417-0.00198988j 0.00719845-0.00235732j -0.00419366+0.00658283j -0.00334936+0.00138624j 0.000774946-0.0053848j -0.00427099+0.00738134j 0.00138862-0.00380365j -0.00132728-0.00184995j 0.001581-0.00277099j -0.00583064+0.00922834j 0.000670854-0.00742502j 9.71912e-05-0.0085729j 0.00714482+0.00483679j -0.00447625-0.00693885j -0.00657557+0.00290027j 0.000959553-0.00139488j -0.00228344-0.0021912j 
0.00155429-0.00477533j 0.00242842-0.000403171j 0.00364826+0.0045334j -0.00378573+0.000968947j -0.00571769-0.000708284j -0.0021459-0.00188187j -0.0022586-0.00347193j 0.000334146+0.0044499j -0.00125247-0.00208216j -0.00142155-0.00343198j -0.00652463-0.00506819j 0.00123001+0.0049118j -0.000895403-0.000860712j 0.00138532-0.0014307j -0.000412653+0.000897555j -0.000865573+0.00476473j -0.00407616+0.00173013j 0.00273827+0.00642131j 0.00349575-0.00535846j 0.00114113-7.57495e-05j -0.00336403-0.00935293j 0.00419812+0.00198427j -0.010214+0.00388047j -0.0026292+0.000231402j -0.00102528+0.00158608j -0.000431778-0.0012792j -0.00261018+0.00309411j -0.00267512+0.00235853j -0.00487168-0.00282889j -0.00245468-0.000461976j -0.00185912-0.00347726j 0.00510664-0.0054081j -0.00291599+0.00479562j 0.000372366-0.0047276j 0.00222537-0.00385705j 0.00732327+0.00553488j 0.00372436+0.00430256j 0.00338659+0.00543271j 0.00505121-0.00584934j -0.005056-0.00301154j 0.00192809+0.0090438j -0.00508316+0.00308863j -0.000317727-0.000549899j -0.00518275+0.00592929j -0.000359233+0.00134645j -0.000990996-0.00500961j -0.00232669+0.00220347j 0.00268572+0.00179026j 0.00266714-0.00565205j 0.00383946+0.000848672j -0.0023572+0.00338028j -0.00652067+0.00304793j 0.00430733+0.00506031j 0.00753654-0.00287586j -0.00117902-0.00040675j 0.00154836+0.00275418j 
0.000457891+0.00357488j -0.00261347+0.00236114j -0.00436733-0.00256954j -0.00103244-0.00191381j 1.77007e-05+0.00420336j 0.00336285+0.00233199j 0.00294495+0.00100475j 0.000643537-0.000242917j -0.000662707-0.00485384j 0.00100129+0.00189898j 0.00368961+0.00515439j 0.000812793-0.00277482j 0.00140747-0.00100299j 0.000292381-0.0024545j 0.00156673+0.00149513j -0.00259221-0.00387021j 0.000343751+0.00128173j -0.00377116-0.00215178j -0.00213011+0.000616199j 0.00191628-0.00532033j -0.00324102+0.00462267j -0.000878267-0.00548785j -0.000700253+0.00204341j -0.00597153-0.000191461j -0.00549663+0.00615229j 0.0018594-0.000282848j 0.000609184-0.00338124j -0.00801258+0.000260351j 0.00222465-0.005292j 0.00556901+0.00393368j -0.00990332-0.00126432j 0.0019373+0.00478277j 0.000442081+0.00236109j -9.2985e-05+0.0092667j 0.00163804+0.00622466j -0.00596251+0.00258554j -0.000171586-0.0032202j -0.0031205+0.00648107j 0.000978032+0.00429111j 0.0156726+0.00690257j 0.0111979-0.00765895j 5.51425e-05-0.00276809j -0.00553494+0.00037296j 0.00497188+0.00126334j -0.00383173+0.0101601j -0.00737509+0.00140996j -0.000536095+0.00450722j 0.000776464-0.00776025j -0.0092547+0.0120531j -0.00500604-0.00793005j 0.00282204-0.0151171j 0.00494369-0.00172107j -0.00168577-0.00385854j -0.00504118+0.000726837j -0.000594282-0.00328273j -0.00277117-0.00176004j 
-0.00171218+0.00220749j -0.00235892-0.00124549j -0.00253149-0.000161295j 0.00241722+0.00213213j 0.000233875-0.00231894j 0.00358595-0.00054192j -0.000617677-0.00154665j 0.000370813-0.00365951j 0.00288486+0.00383476j -0.0017635-0.000604142j 0.00199837-0.000201468j 2.57403e-05+0.00373458j 9.27776e-06+0.00710886j -0.00234292-0.00273661j -0.00208143-0.00297077j 0.00037388+0.00505823j -0.00179402-0.00152777j -0.00681374-0.00712892j -0.00392126-0.00426434j 0.00420404-0.00648164j -0.00359618+0.00840686j -0.00665866-0.00927888j 0.00715452-0.00500578j 0.00799526+0.00331314j 0.000320388+0.000885594j 0.00174668+0.00524433j 0.00889974-0.000804947j 0.000579753-0.00182982j -0.00489734+0.00261596j 0.00882892+0.00187089j 0.00492827+0.00763887j 0.00661876+0.00529667j -1.15844e-05+0.0115579j -0.0043449+0.00734763j 0.00130901-0.00259852j -0.00893429-0.00163817j -0.0110132+0.0101803j 0.00108319-0.00445616j -0.000678694-0.00285388j 0.0195577+0.00486693j -0.00161282-0.0163894j 0.00137639-0.00757192j -0.00320465-0.00601069j 0.001541-0.0111495j -0.00982198-0.00507174j 0.00641182-0.0132402j -0.0102433+0.00123177j -0.000783761+0.00125118j -0.0136637+0.00401549j -0.0152884-0.0149286j 0.00652604-0.0133959j 0.00714383-0.00393599j -0.00125156-0.00424874j -0.0116359+0.0048947j -0.00138107-0.00281446j -0.000603014-0.00221161j 
