0.00410745-0.0248434j -0.0392839+0.00666748j -0.0107305-0.0334017j 0.0229373-0.0340519j -0.0114691+0.0177855j -0.00456265+0.00393364j -0.0158984-0.00346312j 0.00233536-0.00557181j 0.00418543-0.00896605j -0.00802034+0.00285042j -0.00366902+0.0123615j -0.0147142-0.0123671j 0.0205636+0.0024983j 0.0195603+0.0112595j -0.0275969+0.00260096j -0.030209+0.0161469j 0.0109336-0.00274249j -0.00309174+0.014164j 0.0044673+0.00154084j 0.0100122+0.00708369j 0.00537221+0.00811132j 0.00354407+0.00253204j -0.00260185-0.00384539j 0.000300515+0.00155603j 0.00255661-0.00354775j 0.00473356+0.00139589j 0.00601572+0.000114731j -0.00145918+0.00284532j -0.00245847-0.000633006j 0.00163793+0.00264532j -0.00309696-0.00351783j -0.00101875-0.000195558j -0.00332545+0.000713687j -0.0012103+0.0022957j -0.000791157+0.000233597j -0.0122656-0.00696344j 0.00370306-0.00875014j 0.00583978+0.00542213j 7.26898e-06+0.00191722j 0.0036223-0.00786638j 0.00150322+0.00609802j 0.000677609+0.0100478j 0.0033019+0.00427002j 0.00377841+0.00580475j 0.00436707+0.00377427j 0.002874+0.00979969j -0.00382932-0.00538689j -0.00229743-0.00780569j -0.000347154+0.00193897j -0.00333155-0.00325632j -0.000139233-0.000797476j 3.86561e-05+0.0054056j -2.2397e-05-0.00532872j 0.00302295-0.000620054j -0.00212103+0.00139055j -0.00178234-0.00178846j -0.00436318-0.00171089j 0.00453777+0.00134785j -0.000371248+0.0001358j 0.000487328-0.00115196j -0.000145068+0.00258853j -0.00197422-0.00240684j 0.00116623+0.0013829j -0.00805008+0.000358476j 0.00119216-0.00200471j -0.00233442-0.000896532j -0.00181145+0.00191661j -0.0009108+0.00256948j 0.000556391-0.000566675j 0.000111817+0.000140942j -0.0018278-0.000660542j -0.000450569-0.00256002j 0.00330402+0.000944582j 0.00203173+0.00117824j -0.00163139+0.00135672j 0.0014978+0.0011412j 0.00183548-0.00203583j 0.000480102-0.0012332j 0.000615378-0.00405928j -0.00180331-0.00117559j 0.000852029+0.00362913j -0.00835208-0.000928035j 0.000472446-0.00392915j -0.00167665-7.59284e-05j 0.00408804+0.000136523j 0.00185302+0.000229349j 0.00122449+0.00449489j 0.00728162-0.00789565j -0.00375101-0.0019713j 0.00118478+0.00578398j -0.000540897-0.00192528j 0.0081742-0.0186126j 0.0306809-0.0239851j -0.0112837+0.000561299j -0.00338951+0.0037345j -0.0084672-0.00885217j -0.00288388+0.0146627j 
0.0523866-0.00766961j -0.032905+0.0505586j 0.0883649-0.0371107j -0.111372+0.0838271j -0.0129047+0.064658j 0.0288156+0.105902j -0.0253446+0.0455806j 0.165738+0.0197396j 0.00227076+0.00376563j -0.119652+0.157742j 0.193373+0.127346j 0.151848-0.170116j 0.0323756+0.113703j -0.00960531-0.117391j -0.0553985+0.040572j 0.00292865+0.0169413j 0.0854788-0.0893327j 0.0308313-0.0160827j 0.0040305+0.0638823j 0.00598495+0.0026328j -0.0105856-0.0197446j 0.0136672+0.00933387j 0.015122-0.00297291j -0.0109682+0.000624266j 0.025529-0.000654317j -0.00857919-0.0181126j 0.00938414-0.00586564j 0.00266755+0.0251519j 0.00180481-0.00341328j 0.0120113+0.00690215j 0.0234609+0.0133239j 0.000809045+0.0222365j 0.0111459-0.013466j 0.0152707+0.00719j 0.00754781-0.000871045j 0.0031749-0.00026204j -0.0026871+0.00318851j 0.0132194-0.017854j -0.0100179-0.000520666j -0.00581212-0.0142507j 0.00948486+0.0025125j 0.00931491+0.0102144j -0.0164676+0.000275521j -0.00740089+0.000763838j 0.0062244-0.00800941j 0.0157258+0.00129861j 0.0080842-0.0103512j -0.0213521+0.0142577j -0.014302+0.0426685j 0.0197833-0.0458884j 0.00477188+0.00245633j 0.000975429+0.00208666j -0.00818303+0.00996373j 0.00332823-0.00454574j 0.00745596-0.0101886j -0.00946208+0.00745039j -0.00519519+7.27297e-05j 0.000615798-0.00552572j -0.00796476+0.000704917j -0.00484916-0.00271467j -0.00212469+0.00826707j 0.00463345-0.00777313j 0.00205313+0.00316544j 0.00591709+0.0118281j -0.0118576+0.00248271j 0.0100244+0.00171015j 0.00655772-0.000703227j 0.0101846-0.00211858j 0.00519835-0.00324994j 0.00125517+0.000386858j 0.00307342+0.00208291j 0.0105906-0.00570214j -0.00620822+0.00300722j -0.00323605+0.0010651j -0.0016494+0.00474955j 0.00106044-0.000147855j 0.0120083+0.00863155j 0.00383912+0.00330005j 0.0115907+0.00680031j -0.00561761-0.0135483j 0.0035462+0.00555829j 0.00905834+0.00594291j -0.000784164-0.00626876j -0.00261701-0.00414983j -0.00430233-0.00138079j -0.0127291-0.0114399j 0.0059123+0.00869589j -0.000574059+0.00830569j 0.000113709+0.000531506j -0.00121374+0.00576882j -0.00103304-0.0101953j -0.00268195+0.0041672j -0.0174301+0.00360161j 0.00775336-0.0101236j 0.00810275-0.0020164j -0.00165916-0.00118493j 0.0154151-0.00398949j 
0.0139032+0.0488315j 0.011354+0.0601393j -0.0532173-0.00579962j 0.0677205+0.105624j -0.0916919+0.0437005j 0.104721-0.104923j 0.070509+0.105945j -0.148035-0.037103j 0.0552089+0.190079j 0.104781-0.00804003j 0.0236398+0.0332009j -0.104196+0.184006j 0.0220847+0.0806288j 0.00097794-0.14174j 0.0104367+0.121209j -0.027701+0.0443422j -0.0320587+0.0172786j -0.00419248-0.0269073j 0.0276217-0.00809252j -0.00370527-0.0170254j -0.0120771+0.0102787j 0.00508112-0.019831j 0.0205375-0.0119234j -0.0162607-0.0330679j -0.00375031-0.0190129j 0.0170169-0.0259637j -0.0241248-0.0165535j 0.011653-0.00247903j 0.00690829-0.0242275j -0.0274349-0.00805272j 0.0213672-0.00213025j -0.0087195+0.00200586j 0.0120937+0.00118417j -0.0231378-0.00145944j -0.00942238-0.000768377j -0.00557882+0.00605896j 0.00459828-0.0192395j 0.00525828-0.00096955j -0.007272+0.00576999j -0.0238528-0.0230612j 0.0153907-0.0324088j 0.0137116+0.00571188j 0.0121967-0.00766093j 0.00794883+0.0200568j -0.00839803+0.0141672j -0.00600949-0.0127057j -0.00570675-0.000861781j 0.0154206+0.0157629j 0.0342714-0.011268j -0.0280769-0.00124618j 0.00729142+0.00454729j 0.0037452+0.00538603j 0.014957+0.00349526j -0.00698553-0.00328586j 0.00422484-0.00549839j -0.00718899+0.00955089j -0.00362661+0.00447789j 0.00198955-0.00462582j -0.00457575-0.00954247j -0.00208524-0.00187779j -0.0124157-0.00243131j 0.0234423+0.00296172j -0.00414047-0.00119023j 0.00680303+0.00736762j -0.00373628-0.0109713j -0.00345253+0.00144779j 0.000263672-0.00613532j 0.00421688+0.0081384j 0.00327819-0.00145577j -0.0018522-0.00444388j -0.00302908-0.00790844j 0.000974439-0.000954846j 0.0112291+0.00573478j 0.00180572+0.00209792j -0.00164534-0.00626219j 0.0008451-0.00854023j 0.00956232-0.0073234j -0.000887591-0.00446071j 0.00867388+0.0062057j 0.00496871+0.00339886j 0.0108515-0.00529259j 0.00466929+0.00493295j 0.011738+0.00339127j 0.00599891+0.00309527j 0.00825714+0.0027864j -0.000573202+0.00547379j -0.000608092-0.00224299j 0.00315651-0.00702232j 0.00729322+0.00851905j -0.000635463+0.00101199j -0.00567929+0.00374844j -0.00169356+0.00279074j -0.00631122+0.00617669j -0.00726994+0.00673655j -0.00234105+0.00554248j 0.00148731+0.00348265j 0.0031428-0.00509435j 
-0.053042+0.0370886j -0.00773283-0.0910247j 0.0605765-0.11575j -0.0885559-0.020637j 0.0481525+0.145007j 0.0253618-0.0765025j 0.229953-0.0829576j 0.0278125+0.0718814j 0.0640055+0.00805953j 0.0214343+0.117915j 0.00591396+0.0632791j 0.0687751+0.0162986j 0.149576-0.0275021j 0.0415104+0.00170251j -0.0267577-0.0932258j -0.0493053-0.0220297j -0.0491067+0.0478556j 0.0341948+0.0179369j 0.0480281-0.019466j 0.0218526+0.00104726j -0.00334315-0.0174142j -0.00486052-0.0100889j 0.00361343+0.0221325j 0.00723617-0.0192542j 0.000417335-0.007002j 0.0139959-0.018146j -0.0028339-0.00903698j 0.00261212+0.00225946j 0.00722905-0.00817531j -0.00380577-0.00406137j -0.0045957-0.00940381j -0.00791692+0.00188705j -0.00529304-0.020431j -0.00172858+0.00164492j -0.000449317-0.00177185j 0.0043127+0.0058176j 0.00822657+0.012353j -0.0179898+0.0103139j -0.000702089+0.00882844j -0.0141069+0.00222601j 0.00190839-0.0329918j 0.0100962-0.00947854j 0.00794632+0.00155312j -0.00527726+0.0130819j -0.00135203-0.0007551j 0.00899656+0.0102029j 0.0108999+0.00534425j 0.00841565-0.00806313j 0.00911542-0.000739841j -0.00391208-0.0117759j 0.011519+0.00140111j 0.00461783-0.00870381j 0.00102746+0.00255624j 0.00853796+0.00374011j 0.008087-0.0105928j -0.0206176+0.00756691j -0.00335496-0.0135021j 0.0114614-0.00248117j -0.00051165+0.00201308j 0.00697888+0.000810705j -0.0195193-0.00999948j 0.00505901+0.00177988j -0.0063951-5.87322e-05j 0.00209803+0.00084531j -0.00573622+0.0120688j 0.00146519+0.00125093j 0.0024509-0.00563058j 0.00352024+0.0018644j 0.00392895-0.00730885j -0.00106876+0.00126445j 0.00155804-0.00586964j 0.00403524+0.00625852j -0.00101142+0.00570873j -0.000126208+0.000385467j -0.000483011-0.0062758j 0.00122858+0.00402295j 0.00513144-0.00196764j -0.00327658+0.00204535j 0.00467573+0.00375966j -0.0011256-0.0107072j -0.00293512-0.00333045j -0.00200681-0.00354806j -0.0047305-0.000456845j 0.00138501-0.0014689j 0.00216244-0.00108467j 0.00126475-0.000652493j -0.00330858-0.0123764j 0.00915983-0.00108646j -0.00446718+0.00438966j 0.00378086-0.00104173j 0.000187798+0.00514871j -0.0120657+0.00184526j 0.00439758-0.00381041j -0.00335834+0.00277443j -0.00960246-0.00585546j 0.0111905-0.00281955j -0.000302556+0.00373973j 
-0.022551+0.0269796j -0.0205291+0.0245627j -0.162841+0.00456443j 0.00920939+0.176387j -0.0114757-0.0654889j -0.15771-0.0388193j -0.117464-0.100515j -0.0836213+0.0716407j 0.0663641+0.0203467j 0.084648-0.0954897j -0.0615442-0.0588998j 0.0410588+0.0171326j -0.0110258-0.0774612j -0.0296493-0.0831626j 0.0634378+0.152374j -0.0062839-5.1755e-06j -0.0269569-0.00467312j -0.0195743-0.0239404j -0.0269723-0.0133026j -0.0315623-0.0108186j 0.00468759-0.00445577j -0.0262035-0.0139075j -0.0108886-0.000791779j -0.00481434+0.00925597j 0.000956217-0.0121798j -0.0138169-0.00369903j -0.010805-0.00739316j 0.00421345+0.00174918j 0.0114514+0.0168491j -0.00511102+0.0103608j 0.00485499+0.010038j -0.000511024-0.00298089j 0.00161358+0.00579869j -0.00670849-0.00319775j -0.00854815-0.0116358j -0.00541995-0.00439135j 0.00734923-0.00236422j -0.00130012-0.00276774j -0.0174162-0.00821593j 0.0115626-0.0146606j 0.000185862-0.00174128j 0.0115764-0.00561637j 0.00471802+0.0164246j -0.0100958-0.0103764j 0.0182463-0.00743301j -0.0181006-0.0160562j -0.0111622+0.00139238j 0.00311605+0.00626114j -0.000524815+0.0107513j -0.0100274+0.00572581j -0.00824745+0.00357684j -0.0139911-0.00864375j -0.00680177+0.00541243j -0.00202231-0.0166508j -0.00359414+0.00942618j 0.00378994+0.00843262j 0.00423486+0.0145168j -0.0054481-0.0130715j 0.000956866+0.00655065j 0.00490314-0.002296j 0.00213381+0.00567343j 0.000815753-0.00375619j 0.00488745-0.00539008j 0.0106122+0.00973362j -0.00189001+0.00167114j 0.00847252-0.000205687j 0.00164434+0.00117529j 0.00287685-0.0105902j -0.00363535+0.00167354j 0.000680467+0.00380244j 0.00015577-0.000651132j 0.00500951-2.15355e-05j -0.00392113-0.000162426j 0.00148621+0.00368815j 0.00359041-0.00436822j 0.0016348+0.00245872j 0.00507404+0.000399633j 0.000734693-0.00140302j -0.00118777-0.00532412j -0.00555232-0.00204204j 0.00723174-0.00156462j -0.0025614+0.00306936j -0.00682816-0.00457819j 0.00264547-0.00202468j 0.00411631-0.00669262j -0.00186845-0.000741939j 0.00199925+0.00118915j 0.00668611-0.00964123j -0.00183817+0.000929403j 0.00423999-0.00360386j 0.00474387-0.000993546j 0.00298265-0.00372834j -0.00523682+0.0156095j 0.00295649+0.00369271j 0.003678+0.0114767j -0.00694306+0.00932271j -0.000491709-0.0148777j 
-0.0470596+0.0391372j 0.0620633-0.0450987j 0.0190883-0.104712j -0.177775-0.0518602j -0.0744956-0.0958235j 0.0427454-0.0340566j -0.0253834-0.013337j 0.0851177+0.00975055j -0.0178761-0.00251897j 0.0596305-0.0934628j -0.015683+0.0952081j -0.136912+0.0617408j 0.0332172-0.025477j -0.0138064-0.0793466j 0.077726-0.0354226j 0.0229253-0.00850798j -0.044376-0.0400397j 0.039997+0.00761198j -0.0422038-0.0422061j -0.00979313-0.0198106j 0.0122191-0.00654952j -0.0146185-0.025989j -0.00430387+0.0123195j -0.00768117+0.00405055j 0.000505039+0.00508355j -0.000143022-0.00378599j 1.96909e-05-0.0106773j -0.01032-0.00140991j -0.00843684+0.00913472j 0.0010706-0.00784294j -0.00125357+0.00869443j 0.00160669-0.00675266j 0.00533112-0.00649267j -0.00102606-0.00311559j -0.000542533+0.00360551j 0.0103364+0.00712308j -0.00524644+0.0057932j -0.0197506-0.0122276j -0.0106256+0.00369039j -0.00725584+0.00297021j 0.0189878-0.00959801j 0.00243731-0.00037377j -0.0162901-0.00572281j 0.0153223+0.0080873j -0.00287378+0.0185076j 0.00789178-0.00397328j -0.00384428-0.0054594j -0.00932263+0.0012807j -0.00484931-0.0110408j 0.00170539+0.0167137j -0.0164179+0.00329853j -0.0319501-0.0130674j -0.000608973+0.0252321j -0.00107473-0.0117555j -0.00440953+0.0113812j 0.0116902+0.0120988j -0.0075204+0.00188816j -0.0060675-0.00451315j 0.011036+0.00252332j -0.00310816-0.00693024j -0.00830959-0.00103285j 0.00236603-0.00103172j -0.00202573-0.000758617j 0.0166905-0.000570597j 0.0100235-0.00201065j -0.00235562-0.000104182j -0.000938243-0.00339687j 0.00433074-0.00177589j -0.00371706+0.00118658j 0.00477754+0.00202197j -0.00373261-0.00396085j 0.00829321+0.000101197j -0.00394512-0.00976344j -0.00520639+0.000565243j -2.11285e-05-0.00112076j 0.00274234+0.00722343j -0.000422132+0.00314406j -0.000377202-6.84566e-05j -0.00584689+0.00282172j 0.00200378-0.00342225j -0.00204114+0.00290446j 0.00317268-0.00178041j 0.00108697+0.0050534j 0.00106791-0.000986381j 0.00258292+0.00313419j -0.000807091+0.000890325j 0.000650035-0.00398205j 0.00217731+0.00304215j 0.00682178+0.00577252j 0.00288773-0.000609873j -0.00641904+0.0108588j -0.01048+0.00638493j -0.00058547+0.00966992j 0.000999338+0.00258859j 0.00382141-0.00335775j 0.00448682-0.00276515j 0.00131407-0.0140811j 
-0.0549979+0.0434292j -0.0586139+0.00573515j -0.0110408+0.00587952j -0.0696187+0.0497453j -0.00681331+0.01872j -0.0633032+0.0500166j -0.000671492+0.0515877j 0.0202374+0.116268j 0.0147416-0.0625906j 0.0910304+0.167578j -0.0956692+0.0602437j 0.0220679-0.131671j -0.028056+0.0119897j 0.0946252-0.0446488j -0.0179567-0.00623248j -0.0376192-0.0538169j -0.014809-0.0150338j 0.00827849-0.0138359j -0.00127467+0.0407803j -0.00280844+0.0321497j -0.00753255-0.0335519j -0.0316892+0.0124088j -0.000579152+0.0113247j -0.00857127+0.00207931j 0.000137923-0.00169737j -0.0115808-4.01028e-05j -0.0150275-0.00452202j 0.00371669-0.00457638j 0.00388224-0.00588987j 0.00149275-0.0126377j 0.00497548+0.00533788j 0.00966962-0.000365847j 0.0105874-0.000289173j 0.00835506-0.00833538j -0.00859445-0.0062618j -0.0150745+0.0110444j 0.00812945+0.0194435j 0.00435404+0.00192271j -0.0035409-0.00918062j 0.0131051-0.0112909j 0.0105562-0.00159317j 0.00162605+0.0050434j 0.00577156-0.00364713j 0.00323616+0.000783701j 0.00486902-0.0049802j 0.00811465-0.00461496j -0.00247181+0.00435339j -0.00363403-0.00308446j -0.00400246-0.000639511j 0.0132532-0.0108491j 0.0119699+0.00994994j -0.00731587+0.0299722j 0.0179259+0.00727879j -0.0123772+0.00673303j 0.0183205-0.00559037j 0.0125081+0.00146581j 0.00961967-0.00574301j 0.00155606+0.0107926j 0.00117406-0.0169401j -0.000666963+0.00525456j 0.0123966-0.00552531j 0.000919016+0.00448759j 0.000687405+0.00905354j -0.00250955-0.00483595j -0.00870534-0.00969483j -0.00464018-0.00424297j -0.00389602-0.0088651j 0.00190748-0.000160175j -0.00315188+0.00179868j -0.00301113-0.00251075j -0.0119598-0.000497408j 0.000370721-1.38093e-05j 0.00476833-0.00110093j 0.00105098+0.00227315j 0.00222715-0.00255902j 0.00338318-0.00224167j -0.00105892+0.00482994j 0.0045141-0.00130824j 0.00279984+0.000600831j -0.00655627+0.00770541j 0.00643525-0.000977759j -0.00053609+0.00655354j 0.0046297+0.00542679j -0.00656373+0.00463694j -0.00715643-0.00046965j -0.000200604-0.00106887j -0.00440136-0.00938534j -0.0116879-0.00398046j 0.00065058+0.00972029j -0.0024757-0.000862764j 0.0031778-0.0021572j 0.00338741-0.00458946j -0.00459813-0.00137862j 0.00487936+0.00412671j 0.00639042-0.00299719j -0.00196748+0.00784464j 0.00557223+0.00471605j 
-0.0188728+0.00454571j -0.0449743-0.0287591j -0.0851876-0.126837j -0.228028+0.0995058j -0.0550189-0.134171j 0.0338495-0.0687735j -0.184373+0.0558149j -0.0992887-0.0576209j 0.190022-0.0388062j 0.0239931-0.0761757j 0.0200798-0.0735058j 0.0218806+0.0226212j -0.0237363-0.00187199j -0.0585594+0.0300906j 0.0578151-0.0303529j 0.0129463-0.0386018j -0.00398044-0.0379667j 0.0571675-0.0343453j -0.0488259-0.0269366j -0.00890447-0.0210614j -0.028695+0.0185549j 0.0151788+0.0288735j 0.00120129-0.00538142j 0.00407463-0.00337751j -0.00696281+0.00442452j 0.0115529+0.00314417j -0.00553779+0.0134592j -8.98712e-05-0.00840259j 0.00264608-0.00739536j -0.001916-0.00367267j -0.0139552-0.00527394j -0.00635329+0.00028007j 0.00529862+0.00447928j 0.00430506-0.0026375j 0.00910692+0.00402812j 0.000660656+0.00802739j -0.00482654+0.018749j -0.0216495-0.000234798j -0.00693552-0.0119575j 0.0158048+0.00951898j -0.00841566+0.00347952j 0.0073352-0.000751933j -0.0119783+0.00710605j 0.0230793-0.0163375j 0.0253571+0.00519977j -0.0116207-0.0114031j -0.0128255+0.000514189j -0.0086436+0.0050794j -0.0284841-0.00404646j 0.00360096+0.00188676j -0.00121794-0.0074852j 0.00969462-0.00365401j -0.00337251-0.00674069j -0.0055116+0.00964878j -0.0180126-0.0089891j -0.0125295-0.00305416j -0.00391399+0.000991065j -0.00170618+0.00519687j -0.00405926-0.00315855j 0.00750881+0.00170549j -0.00142724-0.00107189j -0.00672777-0.00217824j 0.00967458+0.000326354j 0.00136013-0.00151079j -0.0093826+0.00342288j 0.00692914+0.00258551j 0.00958921+0.00194922j -0.00223287-0.00440708j -0.00302661+0.00527712j -0.00770147+0.0110592j 0.00238492+0.0117111j 0.00182336+0.0118931j -0.00755785+0.00555108j -0.00384244-0.00487474j -0.00245085+0.00581929j -0.00547899-0.00519495j 0.00184693+0.00438332j -0.00556854-0.00689625j 0.00266543-0.00412109j -0.00327731+0.000698964j -0.000278113+0.00131806j 0.00732958-6.62358e-06j 0.00104337-0.0111708j 0.00509267+0.00237044j 0.00260553-0.00684917j -0.00495156-0.00410059j 0.00809591+0.00142194j -0.0019962+0.00023821j 0.00711484-0.00455396j 0.00467536-0.000330766j -0.00110221+0.00233386j 0.00667932-0.00295194j 0.00521745+0.0102695j 0.00332239+0.0011529j 0.0120241+0.00064009j -0.0116962+0.00104248j -0.00430285-0.0103782j 
-0.0604616+0.000322089j 0.00955518-0.0563215j 0.014641-0.0927296j -0.168551+0.0119005j -0.0580777-0.00161569j 0.00553311-0.163201j 0.107566-0.0411268j -0.0741663+0.0707293j -0.033094-0.104683j 0.00805229-0.0439902j -0.00825656-0.0338944j -0.0303406+0.00951234j 0.0831026-0.0161394j -0.0132322+0.0490731j -0.038658+0.0121634j -0.0188068-0.0267163j -0.0190538-0.0106737j 0.0297866-0.0137942j -0.0172236-0.007512j -0.00403381-0.00730734j -0.00783981+0.00108148j 0.00659212+0.00547865j 0.00717116+0.00168536j 0.0102174-0.00314977j -0.00631124-0.0121643j -0.00183492+0.00709955j -0.000807646-0.00791463j -0.016035+0.00907534j -0.000613825-0.00707652j 0.00317737-0.00195006j 0.0033721-0.00151548j 0.00300342-0.00245771j 0.00356356-0.00362035j 0.00630987-0.00749903j -0.0167995+0.000440886j -0.00041796-0.0192335j -0.0212861+0.000440836j 0.00858467-0.0201441j 0.0136004+0.00278586j 0.00892849+0.0035084j 0.0108237-0.0113152j 0.00342343-0.00108519j -0.000807006+0.0046052j 0.00406865-0.00625132j 0.00869323+0.01081j 0.00398291-0.0021319j -0.00354673+0.00531121j 0.00195216-0.0103194j -0.00802921+0.0030398j 0.00692981+0.00348534j 0.0037567+0.00111399j 0.00643509+0.0127871j 0.0107018-0.00558889j -0.00725608+0.00729142j 0.0068152+0.00984405j 0.0111679-0.00735885j -0.000166609+0.00230184j 1.74034e-05+0.00713956j 0.00939902-0.0128806j 0.00126854-0.00410929j 0.00295196-0.00340746j -0.00019766+0.000402371j -0.00444346-0.00063047j -0.00209301-0.0032752j -0.0034476-0.000223617j -0.00749889+0.000379448j -0.00293755-0.00122015j 0.00153856+0.00221728j -0.00471922+0.00309169j 0.00170909-0.000378933j -0.00967013+0.00479253j 0.00110642+0.00150426j -0.00188476+0.00681959j 0.00223684+0.00414591j -0.000382373-0.00419161j 0.00427728+7.39993e-05j -0.0063389+0.0101414j -0.00329376+0.00180161j -0.00378545+0.00949609j -0.00341709-0.00359753j 0.00269658+0.00973811j -0.00322616-0.00401853j -0.00451128+0.00218822j 0.00100324+0.00149065j 0.00296656+0.00731649j 0.000512248+6.46765e-05j -0.00195525-0.00280636j 0.0074333+0.00415008j -0.00152892+0.00127369j 0.00649594-0.00304036j 0.00405014+0.00812781j 0.00872328+0.00216909j -0.00581477+0.00469244j -0.00195473+0.00208854j -0.00775323-0.00250607j -0.00405812+0.00103428j 0.00170956-6.05819e-06j 
-0.0736614-0.14334j 0.167374-0.0382873j 0.067305-0.0480133j -0.000304585-0.132629j -0.0205922-0.0242831j 0.0270039-0.0914374j 0.0752344-0.0954832j -0.0378021+0.0489461j -0.021313-0.00664856j -0.0737239-0.0345533j -0.034175-0.0503206j -0.0137144-0.00941799j 0.089478-0.0238854j 0.0544775+0.0340337j 0.0490267+0.0512094j 0.100246-0.0571472j -0.0607206-0.097304j 0.0318524+0.0298801j 0.0216064-0.0674328j 0.0222348-0.0275722j 0.00226825-0.0195586j -0.00168254-0.00408773j 0.00200155+0.0024409j -0.00166796-0.000691278j 0.00525928-0.00855531j 0.00147786-0.00565303j -0.00983361-0.00962648j -0.00546633+0.00729231j 0.00272891+0.00431844j -0.00103604-0.000929311j 0.00587682+0.0109256j -0.00157421+0.00292885j -0.00477811+0.00949375j -0.00566004-0.0066039j -0.00629543-0.00334442j -0.00227213+0.00119186j 0.0114515-0.000851591j -0.00137933+0.00467564j -0.0164555-0.0110616j -0.0122621+0.013841j 0.0256369+0.0108632j 0.0146029-0.00100436j 0.00797547+0.00921348j 0.0150405-0.0101997j 0.00839377-0.0088203j -0.0213119-0.028761j -0.000238861-0.00245263j 0.0111582+0.0107645j 0.00192018-0.00270472j -0.00747671+0.00445048j 0.00654981-0.00237351j 0.00565604-0.0023427j 0.0113198-0.00755974j -0.00901341+8.46832e-05j 0.00690886+0.0127519j 0.00810506-0.00924677j 0.00558097+0.0108469j 0.000162994-0.00247763j 0.00632506-0.00412765j -0.00557107-0.00367504j 0.0116375+0.00489249j 0.000304127-0.00134067j -0.00753703-0.00232575j 0.00352776+0.016107j -0.00482609-0.00583769j -0.00169314+0.00431643j 0.00103316+0.00810799j 0.000673036+0.00382552j 0.000426172+0.00109145j 0.00358181-0.0050654j -0.000549605+0.00606663j 0.000844764-0.000146535j -0.00222791+0.00455123j 0.00406233-0.00142798j 0.00207749-0.000600933j -0.00206475-0.00541218j -0.0031053-0.00152297j 0.00116952-0.00211249j -0.00472689+0.0029563j 0.0016549-0.000662213j 0.00244878+0.00596115j 0.00225927+0.00204603j -0.00814921+0.00211221j -0.00352087-0.000882346j -0.00086202+0.00179754j -0.00161358-0.000328615j 0.00640858+0.0105612j 0.00157857+0.000446652j -0.0044224-0.0070717j 0.00921856-0.00191424j -0.00378332-0.00215423j -0.00396932-0.00131725j -0.0145635+0.00618502j -0.00220819-0.00421436j 0.00136421+0.00498459j -0.004102+0.00294503j 0.010382-0.0117162j 
-0.0987956-0.0704258j 0.0317842-0.0699027j 0.0501012+0.0219138j 0.00925306-0.0468021j 0.0359609-0.0767598j 0.00216461+0.0425524j 0.0448279+0.0263946j 0.0518383-0.0187685j -0.0121114+0.0565371j 0.019768-0.0233428j -0.00437573-0.000403162j 0.0249219+0.0486969j 0.020404+0.0324666j 0.0827773+0.0598656j -0.0327406-0.0153932j 0.0396993-0.0905536j -0.081282-0.0374614j 0.00607826-0.0371139j -0.0203749-0.00445335j -0.00187177-0.00153138j -0.000876746-0.00135379j -0.00460288+0.0182714j 0.00049586-0.0128128j -0.00157823+0.000592585j -0.00165969-0.0083268j 0.000337399+0.00103884j 0.00204527-0.00596916j 0.00687725-0.00242132j -0.00285575-9.08433e-05j -0.00386979-0.00128951j -0.00434088+0.00754971j -0.00269248-0.000967585j -0.00235674-0.00055184j 0.000834234+0.00180883j 0.000874925-0.00902151j -0.0118333+0.00137128j 0.00797195+0.00882116j 0.0116308+0.0131471j 0.00722343-0.00483122j -0.00315703+0.0197673j 0.0165339+0.0162729j 0.00220599+0.00147083j 0.00624368-0.00864809j -0.0277696-0.0129985j -0.0266632-0.00460543j -0.00473451+0.0425992j 0.00264735+0.00313531j 0.00981387-0.0136319j 0.0158891+0.00129382j -0.0120212+0.0139848j 0.00281674+0.00281072j 0.0196481+0.00510304j -0.0158522-0.0069955j 0.00413699-0.00407154j 0.0179146+0.0153103j -0.00614971+0.00328262j 0.00452949+0.00146766j 0.00430253+0.00394146j -0.00461046+0.00747737j 0.000976316-0.00256441j 0.00387572-0.000808448j 0.00411948-0.00267431j -0.00219442-0.00583917j -0.00365878-0.00718322j -0.00483401+0.00502968j -0.00410589-0.00566194j -0.00114218-0.00348419j 0.000296434-8.76565e-06j 0.00390854-0.00330976j -0.00258395+1.83091e-05j -0.00138777-0.00731878j -0.0118094-0.0059343j 0.00712285+0.00184683j 0.00925846+0.00720062j -0.00466408-0.00282051j 0.000290813+0.00184522j -0.0080746-0.00220925j 2.85692e-05+0.00322273j -0.00351025+0.00280798j 0.00499285-0.00107956j 0.00377059-0.000145189j -0.00322135-0.00720272j 0.00125484-0.00168466j 0.00340588-0.00321063j 0.00283811+0.0057398j 0.00421426+0.0118045j 0.000766529-0.00811434j -0.00161657-0.000770698j -0.00794254+0.000375172j 0.000996236+0.00104477j -0.00394762+0.00392401j 0.0120288-0.00122867j -0.012066-0.00392457j -0.00649272+0.000105038j 0.00194347-0.00451409j -0.00989649+0.0057456j 0.00530293+0.00754756j 
