0.00410745-0.0248434j -0.0392839+0.00666748j -0.0107305-0.0334017j 0.0229373-0.0340519j -0.0114691+0.0177855j -0.00456265+0.00393364j -0.0158984-0.00346312j 0.00233536-0.00557181j 0.00418543-0.00896605j -0.00802034+0.00285042j -0.00366902+0.0123615j -0.0147142-0.0123671j 0.0205636+0.0024983j 0.0195603+0.0112595j -0.0275969+0.00260096j -0.030209+0.0161469j 0.0109336-0.00274249j -0.00309174+0.014164j 0.0044673+0.00154084j 0.0100122+0.00708369j 0.00537221+0.00811132j 0.00354407+0.00253204j -0.00260185-0.00384539j 0.000300515+0.00155603j 0.00255661-0.00354775j 0.00473356+0.00139589j 0.00601572+0.000114731j -0.00145918+0.00284532j -0.00245847-0.000633006j 0.00163793+0.00264532j -0.00309696-0.00351783j -0.00101875-0.000195558j -0.00332545+0.000713687j -0.0012103+0.0022957j -0.000791157+0.000233597j -0.0122656-0.00696344j 0.00370306-0.00875014j 0.00583978+0.00542213j 7.26898e-06+0.00191722j 0.0036223-0.00786638j 0.00150322+0.00609802j 0.000677609+0.0100478j 0.0033019+0.00427002j 0.00377841+0.00580475j 0.00436707+0.00377427j 0.002874+0.00979969j -0.00382932-0.00538689j -0.00229743-0.00780569j -0.000347154+0.00193897j -0.00333155-0.00325632j -0.000139233-0.000797476j 3.86561e-05+0.0054056j -2.2397e-05-0.00532872j 0.00302295-0.000620054j -0.00212103+0.00139055j -0.00178234-0.00178846j -0.00436318-0.00171089j 0.00453777+0.00134785j -0.000371248+0.0001358j 0.000487328-0.00115196j -0.000145068+0.00258853j -0.00197422-0.00240684j 0.00116623+0.0013829j -0.00805008+0.000358476j 0.00119216-0.00200471j -0.00233442-0.000896532j -0.00181145+0.00191661j -0.0009108+0.00256948j 0.000556391-0.000566675j 0.000111817+0.000140942j -0.0018278-0.000660542j -0.000450569-0.00256002j 0.00330402+0.000944582j 0.00203173+0.00117824j -0.00163139+0.00135672j 0.0014978+0.0011412j 0.00183548-0.00203583j 0.000480102-0.0012332j 0.000615378-0.00405928j -0.00180331-0.00117559j 0.000852029+0.00362913j -0.00835208-0.000928035j 0.000472446-0.00392915j -0.00167665-7.59284e-05j 0.00408804+0.000136523j 0.00185302+0.000229349j 0.00122449+0.00449489j 0.00728162-0.00789565j -0.00375101-0.0019713j 0.00118478+0.00578398j -0.000540897-0.00192528j 0.0081742-0.0186126j 0.0306809-0.0239851j -0.0112837+0.000561299j -0.00338951+0.0037345j -0.0084672-0.00885217j -0.00288388+0.0146627j 
0.00825988-0.00731809j 0.0106125-0.0516428j 0.0377257-0.0850144j 0.0920936+0.0224497j -0.0535004-0.1834j 0.00590936+0.0905215j 0.0241777+0.0359178j -0.0551207+0.121557j -0.0577668+0.0738332j 0.0793133+0.191011j 0.108109+0.0127609j 0.000250001+0.0528628j -0.0909855+0.159131j 0.0955427+0.144899j -0.0539729-0.032883j 0.0915276+0.0568882j -0.072622+0.0179227j -0.00343442+0.0307573j -0.00477521+0.0100164j 0.0113183+0.0466852j 0.00276717-0.0072417j 0.017007+0.0185459j 0.00251802-0.0232663j 0.00626689-0.00536808j 0.00396019+0.0228512j -0.0113299-0.0132204j -0.039855-0.0159123j -0.0195028+0.0149871j 0.00972362+0.0144508j 0.0095824+0.0136775j 0.0122817-0.028296j 0.0293421-0.0178659j -0.00720058+0.00515765j -0.0267081-0.0111516j 0.0180801+0.0216002j -0.0110081-0.00278092j 0.00554345-0.00409948j -0.0150345+0.00443312j 0.0149617-0.00563529j -0.000182901+0.00799317j 0.0080351+0.00805929j -0.00626721+0.00351794j 0.00496331+0.00781037j -0.00102308+0.00409073j -0.000922254+0.00550418j 3.71985e-05+0.00762364j -0.00187092-0.00635656j 0.00407968-0.00561098j 0.00517474+0.00118474j -0.00917206-0.000561411j -0.00937214-0.00528078j 0.00164847+0.00577995j -0.00795437-0.00730079j 0.00313871-0.000856427j -0.00108799+0.0164669j 0.00808589+0.00474778j -0.00336908+8.86484e-05j -0.00550846+0.00593362j -0.00111447-0.00624857j -0.00732617-0.00904415j -0.00246867+0.00100374j 0.0113999-0.00674571j -0.0150821+0.000595498j 0.00139515+0.00430854j 0.0054812-0.00388594j -0.00519275-0.0016555j 0.0107229-0.00530593j 0.00316707+0.00204291j 0.0186511+0.0028781j -0.00216809-0.00945872j 0.00963854-0.0191913j 0.00137125+0.00200878j -2.58631e-06-0.0122939j -0.008404-0.00268703j -0.00796341+0.0049754j -0.011452+0.00923252j -0.00056564+0.000771403j 0.0047704+0.0152243j 0.00568513+0.00345443j -0.00770533-0.0189599j -0.00373577+0.0031743j 0.00275753-0.00953434j 0.00263764-0.0146273j -0.00778052-0.00321986j -0.00665988+0.00632488j -0.00530349+0.0113869j 0.00664232-0.00719769j -0.0200012-0.000972031j -0.00104253+0.000436862j -0.00682935+0.0110337j -0.000949752+0.00263908j 0.00680623-0.00496955j -0.00952199-0.00038003j -0.00246818-0.00439089j 0.00247231-0.00175307j -0.00552494-0.00172013j 0.00289503+0.00183567j 
-0.0215807-0.00478682j -0.0361804+0.0111354j 0.0884515+0.00182289j 0.094559+0.038036j -0.0851458-0.152749j -0.0901408-0.0641676j -0.0138546-0.163692j -0.0181106+0.0483533j -0.0956591-0.111276j -0.0460164-0.0219927j 0.245019-0.181789j 0.0360523-0.021988j 0.0931452-0.0368267j 0.0839932+0.0923626j -0.0053951+0.106121j -0.0375834-0.0162358j -0.0769735+0.0483817j -0.00994392-0.0247197j 0.00574235-0.0178542j 0.0289892-0.0533295j -0.0115888+0.000378732j 0.0225448-0.0127055j 0.00306895-0.0164462j -0.0141912-0.00272621j 0.0294172-0.0202563j 0.0194661-0.0217759j -0.0148479+0.00462952j -0.00206563-0.00289653j 0.00934772+0.00770205j 0.00176545+0.00870247j 0.0222988+0.0188244j -0.000543007+0.00345944j 0.00910358+0.0179055j -0.0013434-0.00369506j -0.00941671+0.031519j -0.0249953-0.00306031j 0.00111996+0.00130415j 0.00245552-0.00155845j -0.0229463-0.0101992j 0.00641378+0.00320028j -5.65464e-05-0.000917756j -0.00366539-0.00184112j 0.003347-0.00989707j -0.00369439+0.00510066j 0.00641712-0.00295366j 0.00222942-0.0131485j 0.00837407+0.0043754j -0.00436902+0.00579065j 0.00433302-0.00918197j 0.00353782+0.00127204j 0.000609087+0.00415268j 0.00994872-0.0117542j 0.00879776+0.00781715j -0.00281632+0.00918973j 0.000368349+0.00138507j 0.0104067-0.0175233j -0.00249152+0.00644352j -0.00398522+0.0112777j 0.00288191-0.0171061j -0.0110936-0.013172j 0.000872445-0.00101229j -0.00137938-0.00703917j -0.0184129+0.00304739j -0.0124489+0.0113828j 0.0180262-0.00602592j -0.00406664+0.009375j 0.00951738+0.0135155j 0.00218212+0.0144481j 0.00126499-0.00230929j 0.00746823-0.00653082j 0.00610276+0.0112351j -0.00462145-0.00274891j -0.011398+0.0148205j 0.00685701-0.00517031j 0.00366814+0.00213169j 0.000569903+0.00742095j -0.00148332+0.0170144j -0.000273112-0.0041997j 0.00182056+0.000797107j 0.00738496+0.00238904j 0.00564315+0.00818878j -0.00223823+0.00375914j 0.000109261+0.00406506j -0.00271414-0.00469362j 0.00455335-0.0068763j 0.0112467-0.00410642j -0.00456632-0.00382016j 0.0214881+0.0135352j -0.00568695-0.00445646j 0.00198428-0.0141036j 0.0038012+0.000698666j -0.00239725+0.0213479j 0.0147789+7.76036e-05j -0.00429443+0.00256061j -0.0122167+0.00862694j 0.00565429-0.00630584j -0.00444709+0.0011329j 
-0.0469749+0.0580303j -0.0159346-0.038914j -0.146131-0.133048j -0.00431649+0.0465745j 0.0118494+0.0345279j 0.0769321+0.0971715j 0.101662+0.0108832j 0.052399+0.13801j 0.121359+0.101065j -0.00771945+0.0472669j -0.256331-0.0103474j 0.0988666-0.0061885j 0.0321473-0.0687551j 0.0166403+0.0237541j -0.137186+0.0810114j 0.0535543-0.0157704j -0.0208712+0.0979447j -0.00935285-0.019034j -0.0167865+0.0199856j 0.00259258+0.0126417j 0.0159496-0.00923895j -0.000818386-0.0112704j 0.0100468-0.000352128j 0.000291377-0.00524623j -0.0133779-0.0131877j 0.0214525-0.0135583j -0.00862726+0.00273494j 0.0196321+0.0108683j -0.0126786+0.0076769j -0.00866592-0.0141907j 0.00654155+0.00214719j -0.00423186+0.00786505j 0.00973319+0.0361397j 1.14985e-05-0.00437544j -0.0141056+0.0285076j -0.00834311+0.0329165j 0.0325254+0.0101591j 0.00584182+0.0126302j 0.00190552+0.0126231j 0.00497382+0.012501j 0.0110125-0.00688038j -0.00230262-0.00464959j -0.00243154+0.000999653j 0.00513311+0.0107989j -0.00361323-0.00572547j -0.00331753-0.00199011j 0.00409663+0.00211425j 0.00134798-0.00308657j 0.00392582+0.0161433j -0.00412083+0.0013117j 0.00386128-0.00204743j -0.00463774-0.000624847j 0.000703227-0.00857298j 0.00840224-0.0081194j 0.00150907+0.00493266j 0.000177648-0.0121678j -0.0044304+0.00285585j 0.0129478-0.00357953j 0.00382418+6.37809e-05j 0.0122759-0.00325987j -0.000282067-0.00566405j 0.00548825-0.00394953j 0.00046731-0.00230266j -0.0147359+0.0150816j -0.0109539+0.00153823j 0.000155128+0.00298225j 0.00517637+0.00701101j -0.00629052+0.00739303j 0.00918132-0.00684689j -0.00303849-0.00933625j 0.00446518-0.006768j -0.000214912-0.00826716j -0.00180072-0.00360596j 0.000198341-0.00454371j -0.00747764+0.00150124j -0.000963221+0.00572765j 0.00326256-0.0112748j 0.00513153+0.00201219j -0.00319679-0.00586606j -0.00610669+0.00491809j -0.00504714-0.00674372j -0.0163431-0.00140631j -0.00171094+0.00055327j -0.0105209+0.00188376j -0.00749645+0.00307106j 0.000792978+0.00965654j -0.00209519+0.00441792j -0.0104497-0.00301142j -0.0102334-0.000161315j -0.00544752-0.00326794j 0.00261732-0.00907916j 0.024618-0.00439992j 0.00052315+0.00101847j 0.00245079+0.00701447j -0.00166388+0.00733644j -0.0111702+0.00524651j 0.00949869-0.0015985j 
0.00383662+0.0465096j -0.00943252+0.0142707j -0.00460682+0.0175956j -0.0060322-0.0165401j -0.0121395-0.138711j 0.168658-0.0118391j 0.00331407-0.0998762j -0.0675711-0.0966805j 0.051582+0.00529619j -0.0319144-0.0359921j 0.0106216+0.0540954j 0.103963-0.158976j -0.00796751-0.0466062j 0.0622738+0.0895315j 0.098789-0.00158914j -0.0263312+0.0296082j 0.0584187+0.0649705j -0.00645083+0.0444918j 0.02766-0.0121522j 0.018781+0.00355907j -0.00264988-0.00105714j 0.0212043+0.0141877j -0.0109601+0.00511168j -0.009226+0.0197808j -0.0256763-0.015531j 0.0053585-0.0202794j -0.00688232-0.000857803j -0.00607266-0.0193176j -0.00597833+0.0067444j 0.000665733+0.00456695j 0.0206301+0.0094011j -0.0140773+0.0177455j 0.0147246+0.0085973j -0.013586-0.0342747j 0.00224899-0.0100281j 0.0101464+0.0164515j -0.00536661-0.00252764j 0.00635538-0.0122811j -0.013282-0.0053881j 0.00287409-0.00706217j -0.00884409-0.0127823j -0.00119314-0.00444259j -0.00768216-0.000433021j -0.0105751+0.0216737j -0.0080206+0.00484898j 0.00276898+0.0101709j 0.00252747+0.00515147j 0.002037-0.00365536j 0.0147199+0.00551399j -0.00814328+0.00313792j -0.00397387-0.00504266j 0.00424326+0.00184637j -0.00663115-0.00535659j -0.0061643+0.00278275j 0.00691235+0.00427028j 0.0102809+0.0045468j 0.00630365+0.00397128j 0.00383319+0.00832234j 0.000966518+0.000931625j 0.00144166-0.0077054j 0.00358126+0.0039522j -0.00436247-0.000419919j -0.00191705-0.00644994j 0.00549543-0.00103907j -0.00947337+0.00593167j 0.00253265-0.00617063j 0.0141087-0.00546613j 0.00558198-0.00327656j -0.00178956+0.00516252j -0.0037322+0.0102846j 0.000824174+0.00340629j -0.0134021+0.000779976j -0.0143551+0.00902713j 0.0051515+0.00148671j -0.00393293-0.00150372j 0.00411701+0.0156423j 0.00470973+0.0185585j 0.00584327-0.0100262j -0.00594383-0.00386076j -0.000794651+0.00410248j -0.000419484+0.00313526j -0.000377414-0.0134203j -0.00607863-0.00270215j -0.00287649+0.00759195j -0.00301399+0.0110251j 0.000809547-0.00292965j -0.00303427+0.0203379j 0.0163417-0.00996432j -0.00331722+0.00672552j -0.00212147+0.000804489j -0.00313766-0.00392587j 5.82062e-06+0.0035652j 0.0168713-0.0270921j -0.00460434-0.00179424j -0.00064551+0.0043944j 0.00592642+0.0017244j -0.000593071+0.0162688j 
0.0143205-0.033531j -0.0232555+0.0256192j 0.0709291-0.14599j -0.0018688-0.0642196j 0.0374874+0.144015j 0.0275645+0.105777j 0.120315+0.0471218j -0.0893232+0.0816231j 0.157534+0.0512733j 0.16293-0.0948827j 0.0459211-0.0888967j 0.133889+0.00211427j -0.188094+0.00153751j 0.0775807+0.0534748j -0.0370516-0.0488869j 0.100694+0.0921894j -0.0155233+0.0666397j 0.0100609+0.000705008j 0.0224915+0.0138917j 0.00991495+0.0119313j 0.00301767+0.0162326j -0.00129121-0.00100461j 0.0116614+0.0260444j 0.00747997-0.0121766j -0.0316075-0.0114769j -0.0183225+0.00266826j -0.00925721+0.0291695j 0.00666608-0.023139j 0.0218547+0.00992912j -0.0115425+0.0151285j -0.00093758+0.00706592j -0.000967623-0.0311699j -0.0133961+0.00389264j 0.0171416-0.0306696j -0.00106545-0.010118j -0.015794-0.0160189j -0.00493447-0.011968j 0.0119236-0.00336203j 0.0228383-0.012593j 0.00534355-0.0130634j -0.0009351+0.00747043j 0.00384156+0.0046219j -0.000232196-0.011905j -0.00342505+0.00102595j -0.00154756-0.00362662j 0.00264683+0.00368742j -0.00676523+0.00124447j -0.00218704-0.00363296j -0.000311573+0.00664284j -0.00338737-0.00916085j -0.00260302+0.00563223j -0.0120643+0.0148686j -0.00336791-0.00441096j 0.006773-0.0046434j 0.00655799-0.00136619j 0.0022302-0.00860204j -0.00668451+0.00102587j 0.00910522-0.00234004j 0.00756881+0.0181065j 0.0135075+0.0019696j -0.00187358+0.009939j -0.00502206-0.00125928j 0.00849648-0.00519501j -0.0159212+0.00666206j -0.010061+0.00434501j 0.0109533+0.00261012j 0.00550442-0.00215982j -0.000240475+0.00444619j 0.0098126-0.0102378j -0.0195566-0.0113372j 0.00547178-0.00436226j 0.00199198+0.0098792j 0.0226738+0.0226528j -0.0116388-0.0101397j -0.00753239+0.00667907j 0.0108677-0.00394464j 0.0164242-0.00977555j -0.0206045+0.00440816j 0.00511193-0.00569862j 0.00936453-0.00945328j -0.00401513-0.00106765j -0.0180548+0.00553714j 0.0135638-0.0144302j 0.00587589-0.00382427j 0.00180339+0.00373741j 0.00745311-0.00556781j 0.00534492-0.00209825j -0.00142128-0.0114135j -0.0126916+0.00681671j 0.000692871+0.00562544j 0.00174444-0.00938389j -0.0229882+0.0172519j 0.00415497+0.0102287j -0.00906945-0.00321085j -0.0038769+0.00718977j -0.00264453-0.00685408j 0.000906433+0.0064804j 
0.0524857-0.0174399j -0.0229149-0.0198398j 0.0270518+0.090341j -0.0514885+0.0663988j -0.15296-0.137652j -0.0803517-0.00825469j 0.033057-0.171858j -0.0588786-0.00775639j -0.0453712+0.0888605j 0.189287-0.152722j 0.0976936+0.136782j -0.0689455+0.0263124j -0.0638051-0.00145446j -0.0354697+0.123628j 0.0631147+0.200627j -0.0518796-0.0312279j -0.0385184+0.0379431j 0.0414246-0.00397426j -0.0411342+0.0105024j -0.0108744+0.0094634j -0.0205283-0.0209702j -0.00344568+0.00570465j -0.0102447+0.00427033j -0.024023+0.00264084j 0.0145759-0.0348804j 0.0112919-0.00685132j 0.0163839-0.0280536j 0.0165086+0.015522j 0.00820857-0.012386j 0.034675+0.017722j -0.00300908+0.0304682j 0.0146722-0.00144748j -0.00707863-0.00543387j 0.00538772+0.0168639j -0.012085+0.0071762j 0.0142731-0.00629495j 0.00880578-0.00387806j -0.00104659+0.00309075j 0.0157156+0.00478214j 0.00775757+2.06571e-05j -0.00303218+0.00531722j -0.000837924+0.00598077j 0.00911844+0.0014754j 0.00768047-0.0062359j 0.00746597+0.00554571j -0.00770102-0.00881903j -0.00234908+0.00127336j -0.00432215-0.00205445j -0.00399381-0.00652126j 0.010478+0.00564165j -0.0199934+0.00563144j -0.0193095-0.00730057j -0.00719348+0.00596659j 0.00847097-0.00133403j 0.00727445+0.00216928j -0.00301055-0.0102066j -0.00761833-0.00475385j 0.00180842-0.00127223j -0.0105978+0.00844558j 0.00955654-0.00816115j -0.0268027+0.0107359j 0.00469372-0.0085882j 0.00378168-0.0130627j -0.00226212-0.0120273j -0.017101+0.0156885j -0.00525181+0.000909571j -0.00286805-0.00224172j -0.0123739-0.00668196j 0.00462151+0.00387733j -0.00617663-0.00745062j -0.0103083-0.00682577j 0.0131792-0.00130095j -0.00642789+0.00722751j -0.00276817+0.00050827j -0.0181027+0.00359644j 0.00304155-0.00510118j -0.00196851+0.000592781j -0.0136022+0.00546832j 0.000900155+0.00813121j 0.00633571-0.00607625j -0.00732168+0.0114861j -0.000518282+0.011798j 0.0195292-0.0116061j -0.00352567-0.00200212j -0.00420564+0.0028078j 0.00345193-0.00278558j -0.00910324+0.00825041j -0.00553123-0.0071001j 0.00378032-0.000924438j -0.000147307+0.00946606j 0.00169844-0.000305999j -0.00269273-0.0112561j 0.00777267+0.00699656j 0.00464707+0.000440793j 0.00069181+0.00728288j -0.00268918+0.00136288j -0.0141746-0.00221914j 
-0.0279505-0.0331304j -0.0158309+0.0042732j -0.092+0.0626147j 0.0308641-0.0110638j -0.0181439+0.0248488j 0.0748047-0.0418635j 0.0469043+0.0618003j 0.210803-0.017703j -0.0666428+0.0153946j 0.00289033-0.0401931j -0.0142259-0.185831j -0.0348529+0.0241318j -0.0703784+0.10958j 0.21159+0.0643612j 0.00878495+0.135138j 0.0963127-0.130811j 0.0432308+0.0704957j -0.00661312-0.0386227j 0.0338913+0.0412577j 0.025618-0.0153755j 0.0236745+0.00845207j -0.0281197+0.00539742j -0.0107563-0.0116465j -0.000426098+0.0128365j 0.019428+0.00758286j 0.013368-0.0161183j -0.00863259+0.0156629j 0.0103333-0.00704386j -0.0128079-0.011507j -0.00343662-0.0157417j 0.0144773-0.0218465j 0.0177022-0.000506316j 0.00993582+0.0278706j -0.0278609+0.0213279j 0.00517264+0.0141956j 0.00737779-0.00828194j -0.023511+0.000568037j -0.00793115+0.00173171j 0.00883391-0.00545547j -0.00307703-0.00768552j 0.00622079-5.81535e-06j 0.00132573+0.00781078j 0.00288656-0.00538972j -0.00801732-0.017646j -0.00636156-0.00472519j 0.00586138-0.00752321j 0.00209911+0.0102402j -0.0018238+0.000711356j 0.0158301-0.00209176j 0.00507126+0.00492491j -0.00329349+0.00962892j 0.00985639+0.00941597j -0.014836-0.00665032j 0.0104948-0.0106074j 0.00634018-0.00526861j -0.0129275-0.0017031j -0.00568106+0.0124554j -0.00260837-0.00846732j -9.24486e-05+0.00760169j 0.00566328+0.00369146j -0.00423746+0.00741751j 0.0155757-0.000242254j 0.000172287-0.0129759j -0.00977354+0.00441805j 0.00128944-0.00470302j -0.00920278+0.00426872j 0.00811311+0.0133019j -0.000929538-0.00142939j -0.00727554-0.00241819j 0.00856041-0.0141917j 0.0155023+0.00499774j -0.00911949-0.00532548j 0.00643864+0.00094996j 0.011504-0.00752581j -0.0128918+0.00132951j -0.0155307-0.0126923j -0.013614-0.00711617j 0.00488322+0.00817725j -0.000422774+0.00813227j -0.012779+0.00221643j -0.00318344-0.000504209j -0.000896284+0.00937308j 0.000589496+0.00207966j -0.0205215-0.0044326j -0.00672996-0.0100934j 0.0101729+0.00027326j -0.0126834-0.0043326j -0.00499772+0.00785736j -0.00438033-0.00234734j -0.0076599-0.00453879j -0.00257258+0.00380127j -0.00172594-0.0133163j -0.0141133-0.0146112j 0.00355297+0.0111504j -0.00193703+0.00130641j 0.00111256+0.0119095j 0.00625168+0.0069229j 
0.0157323-0.0375848j 0.0442554-0.0519523j 0.0971443+0.142995j 0.0645849+0.15165j 0.116953-0.0662339j -0.122505-0.00596178j 0.111339-0.0655655j -0.121481+0.00914404j -0.0476515+0.0618308j -0.00848074-0.0177082j -0.0208102+0.153344j -0.117603-0.022744j -0.0889412-0.0710855j -0.0899152+0.159316j -0.0839535-0.0112095j -0.00877154+0.00379493j -0.0566402-0.079736j -0.0365573-0.0441455j 0.0184527+0.0530119j -0.0298047+0.0112131j 0.0229986-0.02635j 0.00813474-0.0184093j 0.0252062+0.0174933j 0.00645242-0.0129523j -0.0151485+0.00095934j -0.0129984-0.0093313j -0.00347922-0.00277683j -0.0144522-0.0111953j 0.00685602-0.00263682j 0.0159082-0.0130952j 0.021935-0.0206428j -0.0239503-0.00137613j 0.0220256-0.0181517j 0.0258018+0.0291336j -0.0251908-0.00989522j 0.00168845+0.0164379j 0.0107623+0.0141178j -0.00303069-0.0145116j 0.0119555-0.0062874j -0.00801867+0.0130208j -0.00562087+0.00833752j 0.000828623+0.00179765j -0.00670559+0.00397169j 0.00444486-0.0160635j -0.00734925-0.00268174j -0.00923295-0.00194758j 0.00731824+0.00388307j 0.00236019+0.00316334j 0.000419387+0.00498041j -0.000763511+0.00393461j 0.00163374-0.00320989j 0.00977719+0.000176266j -0.00588496-0.0054859j 0.00799545-0.000721303j 0.000182789+0.00565826j 0.00744644+0.00156602j 0.00292264+0.00328734j 0.00686827-0.0102126j -0.00192338+0.00182956j 0.00187627-0.00319926j 0.00293531-0.00763281j 0.00328242+0.00684147j -0.00348921-0.00340747j -0.000130076+0.0138243j -0.000456249+0.00837796j 0.00349735+0.00909196j -0.00467983+0.00341269j 0.0041543+0.00396545j 0.00754295-0.00243554j -0.00365911+0.0026344j 0.00694654+0.00541861j 0.00505281-6.66497e-05j 0.00397078-0.00964947j -0.00751396+0.00797931j 0.00621198-0.0136522j -0.00103862+0.000295425j 0.00668122-0.00848089j -0.00494951-0.0106121j -0.00642181-0.00343341j 0.0124524+0.0154981j -0.00373746-0.00646622j -0.00116615+0.00124914j 0.000671017+0.0222626j 0.00771145+0.000938686j -0.000950533+0.000251354j 0.0050317+0.00389168j -0.00656986+0.00501062j -0.00573281-0.00166696j 0.00691959-0.00577992j -0.00321474-0.0045363j -0.000116047-0.00531536j -0.00479178+0.0150382j 0.0124943+0.00706674j 0.00697403-0.00377823j -0.00405988-0.000526226j 0.00671004-0.00240941j -0.00251671-0.0115739j 
-0.0374169+0.0115213j 0.00899495+0.0183412j 0.0324284-0.0436874j 0.0535639+0.0110833j 0.0288305-0.0763944j 0.0976453-0.0349826j -0.114796+0.176216j 0.00990391-0.034532j 0.085187+0.157028j 0.0173482-0.0184786j -0.0639564-0.0111396j -0.0376565-0.00144287j 0.0497658-0.0837036j -0.0541642-0.0252728j 0.0642054+0.00690739j -0.0324891+0.0247312j -0.000746624-0.0546462j -0.0308324+0.00943358j 0.0375424-0.0228686j 0.00915942-0.0157588j -0.0202525-0.00378339j -0.025692+0.0305432j 0.0373363+0.0121176j 0.00323838-0.0100621j 0.0138453+0.000733956j -0.00913634+0.0191752j -0.0155098-0.0309366j -0.0168534-0.0177328j -0.00416508+0.00522353j -0.00224985+0.00980916j -3.40661e-05-0.00373068j 0.0192484+0.0055145j 0.0298285-0.00396633j -0.014565+0.000145965j 0.00257782+0.00365467j -0.0132617+0.000431427j 0.00322386-0.00251905j 0.0124321+0.00800928j -0.00205251-0.0245748j -0.00472773-0.00140741j 0.00107862-0.00524152j 0.00837423-0.00226451j -0.00061526+0.00333821j -0.0173761+0.00650582j -0.00794929-0.00084189j -0.00173232-0.00125218j 0.00403764-0.00160879j 0.00107008+0.000407628j 0.0156344-0.00648554j -0.00172746-0.0035116j -0.00703269+0.00559721j -0.016285-0.023407j -0.0125784+0.0209242j 0.00893078-0.00286238j -0.0127804-0.00382246j -0.00451259-0.00360303j 0.00587002-0.000563857j -0.00159984+0.00663382j -0.0103403+0.00076738j 0.00553928+0.0137319j 0.0116836-0.0130827j 0.00460503-0.0142363j 0.00719839+0.0147761j -0.00353728+0.00480977j -0.0075535-0.00492737j -0.00112881+0.00390635j -0.00624286+0.000824067j 0.00513025+0.0149303j -0.00172504-0.01784j -0.00490038-0.00125617j -0.0114281-0.00130857j -0.00535357+0.00102442j 0.00156688+0.0105168j -0.0047738+0.00290622j 0.0207263+0.000817946j 0.00771639-0.00483761j -0.00835539-0.00547246j -0.00447454-0.0124205j -0.00983751-0.00267083j 0.0125505+0.00713559j 0.00621838-0.0014206j 0.00734438+0.00517514j 0.00513257+0.00750645j -0.00152383-0.00125428j -0.0122255-0.00407592j -0.00097794+0.00397983j 5.88527e-05-0.0133176j -0.00743986+0.0238966j 0.00559322-0.00220528j -0.00193313-0.00380513j -0.00930951+0.00479354j -0.00766844+0.0163241j 0.0211758-0.00179931j 0.0053805+0.000555755j 0.00278699-0.00125031j 0.00356243-0.00819284j -0.00603955-0.00101205j 
0.00736599-0.0034123j -0.0227294-0.00531386j 0.0985775-0.190684j 0.0513394-0.0409209j -0.194575-0.0305595j -0.0169369-0.0747192j -0.0189152+0.200727j 0.0980331+0.127622j -0.18956+0.0341938j 0.12741+0.109923j 0.0359132+0.0229497j -0.0790033+0.00365225j 0.0298462-0.071982j -0.0701121-0.0033856j -0.0265272+0.0968388j -0.0525987+0.0276619j -0.100809-0.0476303j -0.015123-0.00411057j 0.0129439-0.048847j 0.00137732-0.016121j -0.01255-0.0125347j -0.0112942-0.00241361j -0.0153171-0.00506499j -5.63962e-05+0.00691357j 0.028192+0.0309542j -0.0143426-0.0340425j 0.00759521+0.0167353j 0.00406106-0.00211814j -0.00443557+0.0250305j 0.0114113+0.00104434j 2.56091e-05-0.00459129j -0.0352754-0.00897638j -0.00400565+0.0224098j 0.00112398+0.00844078j 0.00513258+0.0081583j 0.00667666-0.0184177j -0.00520964-0.00451367j -0.00738-0.00303694j -0.00831899+0.00311078j 0.0152256-0.00486683j 0.00329719+0.0105844j -0.00429175-0.00101771j 0.00681949+0.000161275j -0.0140263+0.00663828j 0.00140989+0.00604352j -0.00663274-0.00569789j -0.00617644-0.000846538j 4.04377e-05-0.00476096j 0.00161728-0.000507566j 0.00896495-0.00329096j -0.01443+0.00259499j -0.0184065+0.00215477j -0.00422822-0.00587531j 0.00931078+0.0108874j -0.00434227-0.0147484j -0.0131451-0.00206809j -0.000115137-0.00548452j -0.00135936+0.00254033j -0.00923847-0.02041j -0.00356827-0.0129362j 0.00429835-0.0039462j -0.00531806+0.00490347j 0.00651234-0.00747983j 0.00615538-0.000206149j 0.0132217-0.00419132j -0.0137481-0.0148797j -0.0283327-0.0015684j 0.0130634+0.00702762j 0.019103+0.013436j -0.0016199+0.00341183j -0.0172577-0.00400605j -0.00216189-0.0113577j 0.00854137-0.0225752j -0.00330165+0.0153744j 0.00672243-0.00160797j -0.00234278+0.00300439j -0.000398873+0.00508942j 0.000479705+0.013626j 0.00295966+0.0017617j 0.0128501+0.000759918j 0.00696852+0.00300738j -0.000339798-0.000723301j 0.0212791+0.0129202j -0.00373585-0.00464183j 0.00441482+0.00631781j 0.00208978-0.00585348j -0.010866+0.0137741j 0.0169768+0.00858495j 0.00102715-0.0139584j -0.00695711-0.00349352j 0.0051105-0.00209863j 0.00156307-0.00414811j 0.0050858-0.001735j -0.00438166-0.00742994j -0.0113609+0.00326087j 0.000589477-0.00373993j -0.0143387-0.000163596j 
