0.0187798+0.00959049j -0.0110071+0.00970149j -0.00438011+0.00898905j 0.00479213+0.00634065j -0.00583117-0.0090342j -0.00913091-0.0310869j -0.00103742-0.0351035j -0.00359631+0.0126767j 0.00184251-0.0230756j 0.00408566-0.0119114j 0.00573858+0.0123398j -0.019216+0.0113341j 0.0261022-0.0243786j -0.0300612+0.0366193j -0.0267532-0.00296276j -0.0148969-0.0326876j 0.0243358-0.0164147j 0.00792529-0.0173687j 0.00422595-0.00150382j -0.000342248+0.00407113j -0.0309302+0.0204975j -0.00252683-0.00273953j -0.0174546+0.00823061j 0.000487424+0.000136504j -0.00566281-0.000536895j 0.0312562-0.00813895j -0.00298208+0.00414738j 0.0116488+0.00208178j 0.0149091-0.00313788j -0.0156263-0.000547478j 0.0107276-0.00395858j -0.00630597-0.00318262j -0.00753239-0.00208715j 0.00235047-0.00885323j -0.0150072-0.0124343j 0.033144+0.00962653j 0.00130095-0.0147232j 0.00176441-0.001312j -0.00218277-0.016937j -0.0072907+0.00100538j 0.0074526-0.0132922j 0.00645578-0.00944179j -0.000187272-0.00504455j -0.00731029-0.00214368j 0.00022868-0.00941155j -0.00126134-0.00184373j 0.0103023+0.00494881j 0.00416154+0.00557954j 0.00890209-0.0051443j 0.000494068+0.00642974j -0.00665269-0.00779779j -0.0121613+0.00719887j 0.000740441+0.00417314j 0.00652041+0.000381178j -0.010863+0.00432359j 0.00363124-0.003932j 0.00826574+0.00612555j -0.00494745+0.00222501j 0.00453209-0.0112464j 0.000541983-0.011904j -0.0072203+0.00136699j -0.0143246-0.00478883j 0.00365508-0.00292357j -0.00592027+0.00181622j 0.00782041+0.00433779j 0.00989078-0.00197088j -0.00196976-0.00130991j 0.00471362-0.00677051j 0.00202391-0.00680921j -0.00291964-0.00181026j 0.00573397+0.00686788j -0.00533163+0.00207877j -0.00646026-0.00273027j 0.00513862+0.0054755j -0.00562442-0.000382483j -0.00412601-0.000337044j 0.00477692-0.00629521j -0.00114095-0.00262645j -0.00446741+0.00577507j -0.00367305+0.00203824j 0.00968569+0.00794209j -0.0030811-0.00979929j -0.0100202-0.000742508j 0.00020958-0.00880511j -0.00458299+0.000161295j -0.00177061+0.00478721j 0.00517085-0.00191665j 0.00227932+0.00634951j 3.28471e-05+0.00587534j 0.00384124+0.00662091j -0.00774203+0.00609999j -0.0115262+0.00721033j -0.0157299-0.00837385j -0.00183928+0.00345618j -0.00474723+0.00404956j -0.00308437-0.00501926j 0.0113225+0.000160104j 
-0.0263005+0.00726632j 0.0283873+0.0175552j 0.0195001+0.0272551j 0.00865937+0.00901196j -0.0598196-0.00205983j 0.0625797-0.00705386j 0.0501392-0.0137022j 0.036156+0.004031j 0.0172232-0.00349475j -0.0446486-0.0183343j -0.114284-0.0391967j 0.036273-0.025455j -0.0343812-0.00370351j -0.169074-0.0355009j 0.049851-0.0686117j 0.144909-0.0189364j -0.0313806+0.00107271j 0.0240958-0.010119j -0.0123836+0.0105288j -0.0191043-0.00375507j 0.00423431+0.00724586j 0.0116652+0.0011588j -0.00682969-0.00110228j -0.0047206+0.000921976j -0.0194154-0.00010997j 0.000990498-0.00454934j 0.00859686-0.00619615j 0.00513034-0.00176126j 0.00085528-0.00141922j -0.00424731-0.00322509j 0.0087845-0.00521101j -0.00195594-0.00261124j -0.0145991+0.00256317j 0.0164962+0.0136469j -0.0195633-0.0112028j 0.0362558+0.047957j -0.000457645+0.00193451j -0.00906243-0.0237248j -0.00888578-0.0210317j -0.00228248-0.0139647j 0.00814182-0.00554092j 0.0133597+0.0144504j 0.00233982-0.0119192j -0.000953571-0.00247447j 0.0165984-0.000409175j -0.0012219+0.00694327j 0.00922838-0.00567893j 0.00504764+0.00941964j 0.00426911-0.00308208j -0.00492385-0.00521991j 0.000881366-0.00676185j 0.00317318-0.00552601j -0.00343736-0.00254593j 0.00087297+0.000438163j -0.00189986+0.00415139j 0.00251859+0.000666283j 0.00368063+0.00146541j -0.0014006-0.00335525j 0.000206009+0.00180181j 0.00258427+0.00255023j -0.00214441-0.00625286j -0.00181268-0.00150053j -0.00342683+0.00101037j -0.00931069+0.00405755j 0.000546097-0.00266715j -0.00270243-0.00170529j -0.00511244-0.00127771j 0.00226178+0.00857906j -0.00454603+0.00253373j -0.00144588-0.00417052j 0.00249658+0.0100051j -0.00166601+0.00376201j 0.00226004+0.0036975j -0.00105054+0.00209524j -0.00445289-0.00133459j -0.00674557-0.00610854j -0.0063633-0.00050825j 0.0104628+0.0040914j -0.00212834-0.00581832j -0.0132619-0.00407191j 0.000606778+0.0049478j -0.0194412+0.00435484j -0.0138136-0.0195282j 0.0023326-0.00749939j -0.0153041-0.012306j 0.00248944-0.0107583j 0.0182846-0.00652168j 0.00731707-0.0311048j 0.0282965+0.000652393j 0.000793464+0.00981578j -0.0033815-0.00121884j 0.00105761-0.0264599j -0.00650728+0.00502101j -0.002367+0.011683j -0.0200441-0.0045205j -0.010542-0.00103322j 0.0249032+0.0173867j 
-0.0114727-0.00607732j -0.0192639+0.0172037j 0.0242207+0.00600851j -0.00126005-0.0145017j 0.0139067-0.00825094j 0.0229586+0.00903613j -0.0162316+0.015088j 0.0504115-0.000197158j -0.0155137+0.00253302j 0.0114401+0.00313059j -0.0440081+0.00143597j -0.0388414+0.0170833j -0.0573331+0.00856786j 0.0653268-0.0198288j 0.135791-0.0078096j 0.00105351+0.0242159j -0.0659899+0.0119679j 0.00329239+0.00244444j -0.0147179+0.00371395j 0.0108153-0.00570706j 0.0114852-0.00163667j -0.00308647+0.0017848j -0.00886158+0.0131545j -0.00250028-0.00396001j -0.00321391+0.00323187j 0.00556469-0.00185998j -0.00273267-0.00482208j -0.00191482-0.00275296j 0.000908579-0.000679193j 0.0121885+0.0019404j 0.0191322+0.00658054j 0.0251639+0.00297835j 0.0074481-0.00574213j 0.00701981-0.00778906j 0.0219633+0.00320196j 0.0286678+0.0251896j 0.00891902+0.0106033j -0.0210214-0.00119799j 0.0472783+0.0492023j -0.00184859-0.00053602j 0.0116298+0.0153576j 0.00317922+0.00860055j 0.0167145-0.00510552j -0.00368432-0.00141765j -0.00851991+0.012949j -0.000134058+0.00460588j 0.00927891+0.0142536j -0.000233244+0.00289463j 0.000688736+0.00574012j -0.00476168-0.0101026j 0.0031728+0.00557704j 0.0018587+0.00607152j 0.00239404-0.00114902j -0.00420138+0.00634423j -0.0002773-0.00258808j 0.00570903+0.00752407j 0.00797782+0.000397337j 0.00272998-0.00542748j -0.00338358-0.00282695j 0.00210867+0.00246351j 0.00167279+0.000802559j -0.00617885-0.00281271j -0.00472223-0.00398993j 0.00276586-0.00992023j -0.00158899-0.00558562j 0.00234515+0.00231418j -0.00165583-0.00201335j -0.00840326-0.00409971j -0.00562432-0.00868571j -0.000210164+0.00708328j -0.00311616+0.00516832j -0.00905467-0.00301292j -0.00471254+0.0021492j 0.000378914+0.00313492j 0.00465934+0.00798507j -0.0027202-0.00703791j 0.0100606+0.00279641j 0.0013186+0.00374576j 0.00863594-0.00790357j 0.0006979-0.0125517j 0.00669485-0.00192146j -0.0156023-0.0104956j 0.0224443-0.00814061j 0.00926965+0.0177358j 0.0139187+0.018549j -0.00495233-0.00749913j -0.0036273-0.0284274j -0.0251363+0.0172029j 0.00592394+0.00413689j -0.0114533+0.00412424j 0.00446347+0.0143906j -0.0170255+0.0171j -0.0125778+0.0207306j 0.0222008-0.00363635j 0.0122573+0.00947741j -0.0273708-0.0125061j 0.00544886+0.00373849j 
0.00825904+0.0302075j 0.0238542+0.000407456j -0.0123009-0.0332523j -0.0379759-0.0144005j 0.0488041+0.0298209j -0.0170998-0.0546744j -0.0172945-0.0131418j -0.0193198-0.0700794j -0.0401938-0.00189813j 0.0666409+0.0246632j 0.106051+0.128427j 0.0564669+0.0446037j 0.0156094+0.0521953j 0.0668334+0.108633j 0.0375141+0.0277627j 0.0173632+0.0117872j 0.0539022+0.015911j 0.0143391-0.0142503j 0.00603868+0.00285424j -0.00113378-0.00225613j -0.00764341+0.0070582j 0.00977275+0.0123232j 0.00299488-0.0102242j -0.00856482+0.000470218j -0.0109227-0.00256168j 0.0078307-0.0181286j 0.00508103-0.01181j -0.00295215-0.000822151j 0.00422528-0.0139319j 0.0126298-0.0101769j 0.0143683-0.056847j 0.000566019-0.0317124j -0.0120223+0.000125308j -0.00301505-0.0059516j 0.0183693-0.05657j -0.0229434+0.00551618j -0.0252714+0.0204706j 0.00576392+0.0286419j -0.00108968+0.00352082j 0.00477946-0.000308112j 0.0010822-0.0261346j -0.00687672-0.0140052j 0.0260964-0.0307565j 0.00309526+0.00646759j -0.000180592+0.00805469j -0.004383+0.00769358j -0.00216347-0.0247627j -0.0102534-0.00501538j -0.00398735-0.00445185j 0.0137445+0.00178998j -0.00783799-0.0135399j -0.00523887-0.0031712j 0.0036065-0.0029347j 0.00373224+0.00966595j 0.00237314-0.00384964j -0.00498985-0.00298278j -0.00457531-0.0129566j 0.00402003-0.00981035j -0.00252977+0.00544322j 0.00105306+0.0013142j -0.00248691+0.000460019j -0.00201954+0.00182204j 0.000190538+0.00946151j 0.00395022+0.000689083j 0.00369077-0.00574047j -0.000775479-0.00603923j 0.00590191+0.00526377j 0.000224083+0.00771422j 0.00479713+0.000256238j -0.000986454-0.00522442j -0.00346386+0.004276j 0.000234261+0.00196867j 0.00886012+0.00275955j 0.00336936+0.00347459j -0.0174491-0.00917339j 0.00153282-0.00573398j 0.00204357+0.00363378j -0.0141136+0.0139435j 0.00321619-0.00355201j 0.0037724+0.000328027j -0.00924121+0.000645724j 1.57091e-05+0.00524443j -0.00351396-0.0104796j -0.00444392-0.00232028j -0.00628863-0.000748065j 0.00795556+0.00126325j 0.00722552-0.0206139j 0.00157257+0.00537934j 0.0051419+0.00968359j 0.00457963-0.0155428j 0.0039814-0.00340601j 0.00333095-0.00555903j -0.00512928+0.00994697j 0.010378-0.0240841j 0.010361+0.0261123j -0.00457661+0.0117659j -0.00630532+0.0283438j 
-0.0271115+0.0183872j 0.025966+0.0300819j 0.00045193+0.00412982j -0.0132305-0.0190104j -0.050026+0.00959533j 0.0725964-0.0238106j 0.0686229-0.00872397j 0.0373845-0.0100222j 0.020646-0.00319184j -0.034283-0.00329225j -0.104866+0.0132304j 0.00638533-0.0770968j -0.0111669+0.107839j 0.00591752-0.0165652j -0.0327331+0.0205859j 0.0586425-0.00419168j -0.0545172+0.0425459j 0.024973-0.0154848j -0.0317468+0.0436795j -0.000705409-0.0399425j 0.0102967-0.0121939j 0.00797563-0.026257j -0.0185899+0.0119468j -0.00243404+0.00376085j -0.0135482-0.0133851j -0.00957408+0.0233034j -0.00810276+0.0296431j -0.0108489+0.000541093j -0.00705447+0.0118555j 0.00373206-0.00490539j -0.0130487+0.0158211j -0.0124872+0.00291972j 0.00792452-0.0211498j 0.0215817-0.0124876j 0.0350762-0.00638122j 0.0051696-0.0185846j -0.00215491+0.0096408j -0.00186+0.012246j 0.0108016+0.0179167j 0.000196293+0.00277468j 0.017406-0.00407893j 0.00860969+0.0121604j 0.0196594-0.00584909j -0.00270696+0.00890379j 0.00711341+0.0185757j 5.02461e-05+0.0016596j 0.0138495+0.0032216j -0.00675762+0.016813j -0.000118185-0.00117877j 0.00367594-0.0025125j -0.00227815-0.0049771j 0.00282512-0.00754872j 0.00465241+0.0123671j 0.00459761-0.00754439j 0.0004034-0.000613681j 0.00160118+0.000434331j 0.00233031+0.00645983j 3.50535e-06-0.00119503j 0.00017129-0.00512116j 0.00205646+0.00507332j 0.00478863-0.000806116j -0.00187342-0.00445523j -0.00337091-0.00053783j -0.0109507-0.00537989j 0.00702648+0.00429568j -0.00042287+0.00523669j -0.000388784+0.00675359j -0.00289075+0.00202568j -0.00656332+0.00608567j -0.00298948-0.00528579j -0.00575028-0.00298465j 0.00741969-0.00950947j -0.00328364-0.00532694j 0.00122805+0.00259788j -0.0108132-0.00597361j -0.000489761+0.0138497j -0.00594251+0.00269609j -0.0148556-0.00893384j -0.0106733+0.0104662j 0.00915575+0.0168779j -0.00180209-0.00381555j -0.00124835-0.00241254j -0.000723548+0.0323884j 0.0129166-0.00433507j 0.00451284-0.0153454j -0.00402656+0.0133204j 0.000124006+0.0142462j -0.00859854+0.0338225j 0.0245763-0.0127933j -0.0205061+0.00705741j 0.00799652-0.00423315j -0.0131496-0.000719961j 0.0118848-0.0105448j 0.000510362-0.0055471j -0.0180704-0.00370811j -0.0224524-0.00648209j -0.0153736+0.00606739j 
-0.0282245-0.0339203j -0.0331721+0.013207j 0.0203873+0.0293312j 0.027124+0.0233593j -0.00136079-0.0702622j 0.0396567+0.0499507j -0.0284281+0.060067j 0.0608428+0.00373107j -0.0285269+0.0231745j 0.0121798-0.0555555j -0.0232689-0.0856409j 0.00643366+0.0382653j -0.0883078+0.0329421j 0.00867557-0.282691j 0.00472494-0.0145612j -0.0705103+0.136506j -0.0819139+0.0658667j -0.0395632+0.053884j 0.00224224-0.000986263j 0.0063056-0.0189569j 0.00256262-0.00988709j -0.0118773+0.0240571j 0.0153287+0.000394041j -5.10399e-06-0.0110024j 0.00486176-0.00595165j 0.00593838-0.00700076j 0.00723774-0.0150728j 0.00697213+0.00304612j 0.00138865-0.00140267j -0.000686409+0.00639629j 0.0123492-0.00348768j 0.0149611-0.00147062j -0.0182404-0.00232205j -0.0268775-0.00102701j -0.0123434+0.00163618j 0.0224024-0.00894732j 0.00525963-0.0138249j -0.00599906+0.00635134j -0.0118874-0.000152297j 0.0160174-0.00550333j 0.00123578+0.00570123j -0.0025919-0.00205398j -0.00690834+0.019363j 0.00412076-0.00923663j 0.00796716-0.00139891j -0.00380024+0.0108902j 0.00120715+0.000372295j -0.00253432-0.0106105j 0.00505469-0.00328753j -0.0019792+0.00657055j 0.00373512-0.0071304j 0.000658104-0.0039892j 0.00364526-0.00211088j 0.00189224+0.0094728j 0.00115833-0.00273131j -0.00134287-0.000160559j 0.003972-0.00431052j -1.13996e-05-0.0051886j 0.00332431+0.0086973j 0.00338979-0.00354629j -0.000685261+0.00498207j 0.00502174-0.00481041j 0.00102841+0.00700855j -3.73475e-05-0.00415903j 0.00169906+0.00975538j -0.00120141+0.00108298j 0.00156752-0.000253344j 0.00262505+0.00720786j 0.00699901+0.00782753j 0.00161621-0.00184618j -0.0033263-0.00027408j -0.00123963+0.00187921j -0.000497856-0.00742559j -0.012825+0.00831049j -0.00294408-0.011646j -8.49604e-06-0.00392672j 0.00184479+0.0011467j -0.00230628-0.00167662j -0.0057007+0.007991j -0.00244088+0.0170737j -0.00784595+0.00458382j -0.00184319-0.0116628j 0.00716596+0.00823221j -0.00695963-0.00331358j -0.00615783-0.0166162j 0.000683798-0.0128825j -0.0139894+0.0259098j -0.00929211+0.0166632j 0.00091376+0.00732715j 0.0153222-0.0108579j -0.013695-0.0171961j 0.00433908-0.0153372j 0.0135833-0.014763j 0.00697524+0.0163132j 0.00788303+0.00390496j -0.00514434-0.0174261j 0.000563304+0.0181083j 
0.0253789+0.0010008j -0.0100353+0.00374644j -0.0141708+0.0341019j -0.0291948+0.00698827j 0.0171541-0.0575051j -0.0056263+0.0722269j 0.028556+0.0540273j -0.00598556+0.0538092j 0.00782437+0.0276226j 0.004292-0.034576j -0.0162222-0.122299j -0.0650939-0.0143913j 0.134435-0.0562646j 0.112422-0.0261243j 0.0723906+0.089653j -0.0329686+0.108423j 0.056072-0.0742927j 0.0262985+0.0108525j 0.00448578-0.032942j -0.00306874+0.0027044j -0.00283154+0.00984144j -0.00173489-0.00492467j -0.02304+0.00522638j 0.00366298+0.00100291j -0.0137638+0.00119302j 0.00765032+0.00849654j 0.00544547+0.0108026j -0.00663009-0.00345997j 0.0106078-0.00523066j 0.00070178+0.00670576j -0.00264395+0.010549j -0.0214769+0.0105715j 0.00217949-0.0338585j 0.0228253-0.032828j -0.0113885-0.0206368j 0.0273045-0.00746548j 0.00914388-0.00970034j -0.032464+0.0330707j 0.0320285-0.0121983j -0.00889864+0.0141053j 0.000470585+0.000727888j 0.015093-0.0174942j 0.011214-0.0175732j -0.00154716+0.000778824j 0.00471805+0.00724495j 0.000946739-7.18416e-05j 0.0115168-0.000651174j 0.00665413+0.00482221j 0.00501731+0.00649224j -0.00542953-0.0155235j -0.00503188+0.00423044j 0.004052-0.00094901j -0.00213382+0.00695295j 0.00697006+0.00152437j -0.00378235+0.00649888j -0.000516118+0.00172421j 0.000911094+0.00183166j -0.000608474-0.00207167j 0.000133051-0.00502775j 0.00135868-0.00104877j 0.00131065-0.00147656j -0.00294691-0.00436924j -0.00303609+0.00335683j -0.00420938-0.00106126j -0.000308986-0.000193066j -0.00217111-0.00138623j -0.00132883+0.00287916j 0.000182025-0.0026885j -0.00840939-0.00196989j 0.00523788+0.00303515j 0.00352243-0.00306936j 0.00858831-0.00113427j 0.00540724-0.00400685j 0.018847-0.00644423j -0.00376314+0.000614928j 0.00186195+0.0105189j -0.0105241+0.0130126j -0.00785426-0.00291784j -0.00114259-0.0013343j -0.00559857-0.00170328j 0.00131196+0.00661846j -0.00715475+0.00632665j -0.0195835-0.00861924j 0.0136992-0.0151642j -0.00524874-0.00934262j -0.00193343+0.00765256j -0.0134956+0.00676484j 0.0142111-0.0248149j 0.00312002-0.00954786j -0.000731518+0.0252046j 0.0236002+0.00697298j 0.0101657-0.0219017j 0.00399508+0.00376913j 0.00524312+0.0146797j 0.00812942+0.0232087j -0.00312407-0.0139374j -0.000123847-0.0146504j 
0.013884-0.00734715j 0.00692149-0.00542833j -0.0461491+0.068238j -0.0187752+0.0564453j 0.0453952-0.0992905j -0.0218513+0.123804j -0.0218263+0.049807j -0.0393373+0.0839674j -0.00617244+0.00291512j 0.061989-0.0682549j 0.134698-0.168679j 0.0936725-0.0125115j -0.0908738-0.0191956j 0.00978574-0.0598918j -0.0478789+0.111746j 0.00693611+0.0877505j 0.0509796-0.0992425j -0.00739339+0.00187951j -4.56593e-05-0.00890034j 0.0078085-0.0202562j -0.00530367+0.00971835j 0.00996829-0.00651958j 0.0111586-0.0242019j -0.00423423+0.00177154j 0.00381821-0.0319531j -0.00606086-0.0078408j -0.00840243+0.0103643j 0.00872042+0.0144639j -0.00262412+0.000292416j -0.00762883-0.00737507j 0.00547831-0.0261615j 0.0108853-0.0153302j 0.00760041+0.018045j 0.030764+0.0139447j 0.0187649+0.0230313j 0.00133003+0.0103215j 0.00474099+0.00723454j -0.00455514+0.00095713j 0.0202669-0.0202775j -0.00483924+0.000484478j 0.00228811+0.00142659j 0.00998148+0.00783409j 0.00934721+0.0112041j 0.00303063+0.00433156j 0.00615073+0.0122802j -0.00712699-0.0125143j 0.0008805+0.00311059j 0.00247416+0.0109075j -0.000734598-0.00247864j 0.00391059+0.00589675j -0.00732122-0.00187306j 0.00270856+0.0126878j -0.00220368+0.00268994j -0.000156038-0.00498448j -0.00325316-0.00855216j 0.00181657+0.00187018j -0.00172895+0.0102788j -0.00113377+0.000787087j -0.00727497-0.00212648j -0.00394552+0.0045049j -0.000439477+0.00619353j -0.0030419+0.00383924j 0.0051199-0.00786488j 0.00142697-0.0105175j -0.00687102-0.00225524j -0.00771028+0.00106663j -0.000659186-0.00479252j -0.00640859+0.00163681j -0.00852727-0.00489024j -0.00445122+0.000229401j -0.00170335+0.0088291j 0.00430827+0.0118405j -0.00205558+0.0042736j -0.00855778+0.00455714j 0.00183413+0.00834472j -0.00126055-0.00486476j 0.00056995-0.00547311j 0.012774-0.00555003j -0.00773364+0.00795673j 0.00468316-0.0157055j 0.0131638-0.00264527j 0.00118725-0.00171125j 0.00699257-3.71635e-05j -0.00101192+0.0170971j 0.0258004+0.002951j -0.00811667+0.00552779j 0.0138104+0.00223867j 0.017891+0.00133681j -0.00308666+0.00186544j -0.0177408-0.00537998j 0.00101972+0.00825098j 0.00703791-0.0100803j 0.00194763-0.00527218j -0.0110076-0.00259427j -0.0196892-0.0152709j -0.0054324-0.00931701j -0.00475828-0.0112537j 
-0.0114786-0.00563035j 0.00622373-0.0135489j 0.0064031-0.0226624j 0.0333306-0.00997337j -0.0450244+0.0733709j 0.0213907-0.0560395j 0.0109794-0.0680845j -0.00383872-0.0186606j 0.00618254-0.045336j -0.0128603+0.0494922j -0.0112018+0.116611j 0.0516647+0.022896j -0.0561547-0.0353744j -0.114506+0.187189j -0.0761831+0.0899491j 0.0230931-0.0549669j -0.000524003-0.0540378j -0.0150167-0.0153107j 0.00725442+0.00432526j -0.00771847+0.0074138j -0.00448568+0.00361572j -0.0039156+0.000844437j 0.0192073-0.0151074j -0.00235074+0.00229914j 0.00468591-0.00781991j 0.00519742-0.00950273j 0.00767095-0.00244988j -2.62964e-05+0.00804616j -0.000552158-0.00066672j -0.00628921+0.00378399j 0.00644346-0.0197131j 0.00756407-0.00419985j 0.0012912+0.0219134j 0.0008393+0.0174892j 0.00230606+0.00363923j 0.0223825-0.0234726j 0.0192073+0.0120261j -0.00450725+0.00259949j 0.0355764+0.00193134j -0.00170273-2.0158e-05j 0.00681125-0.00876058j 0.0122497-0.00298291j -0.00400988+0.0133739j -0.000393779+0.00213727j 0.010742-0.00817376j -0.00564737-0.00781881j 0.00452706-0.00979021j 0.0112988-0.0044647j 0.00212632-0.00375186j -0.00489306+0.0142816j 0.00489707-0.0094062j 0.00560282+0.00124459j -0.00571683+0.000908444j 0.000638408+0.00289802j -0.00154468-0.00444417j 0.00782679-0.00702719j 0.0049673-0.00731672j -0.00176262+0.00224805j -0.00562827+0.00527836j -0.000102963-0.00581366j -0.005196+0.00704362j -0.00247472+0.00136116j -2.32778e-05+0.00672185j -0.00596068+0.00291598j -0.00706601+0.00880354j -0.00129506-0.00155811j -0.00552161+0.00314095j 0.00312929+0.00443984j -0.00202738+0.00727807j 0.00631801-0.000974185j 0.00336926-0.000863924j -0.00347386+0.00627902j 0.00135855-0.000627503j -0.0103432+0.00576095j 0.00937011-0.00869087j -0.007487+0.00102339j -0.00189025-0.00925345j 0.00299509-0.00252669j -0.00869277+0.00354803j -0.0119909+0.0159842j -0.00139294-0.0142413j -0.0134682-0.00134423j -0.00734773-0.000592945j 0.0166685+0.00884638j 0.0252251+0.00805108j -0.00601245-0.00590127j -0.0201695+0.00400247j -0.00987516+0.0181851j -0.00546691-0.0290891j 0.00591952-0.00144022j 0.000342233+0.0095118j 0.00579358+0.0047995j 0.00338074+0.026086j 0.00374454+0.00767709j -0.000357274+0.0250513j -0.011319-0.00917256j -0.000523924-0.030201j 
-0.0018414-0.0235577j -0.022452-0.00810713j 0.0506218+0.00694789j 0.0256835+0.00014433j -0.0328645+0.00470037j 0.0748176-0.00866906j 0.0139228+0.00383932j 0.070386-0.00547492j 0.0227703-0.0292647j -0.0306528+0.00206424j -0.117217+0.0264794j -0.149831+0.0387431j -0.0281516-0.0199277j -0.0382529+0.102473j -0.0421903+0.119248j -0.0451353+0.0410874j -0.0148175-0.0906966j 0.0121279+0.0038611j 0.00137851-0.0307226j -0.0101828+0.0236865j 0.00836298+0.0110614j -0.00232117+0.0123894j -0.000109539-0.0086733j -0.00083937-0.00783899j -0.00653737-0.00449184j -0.00607332+0.0133828j -0.00639623+0.00877001j 0.0105972+0.00428236j -0.00547558+0.0103255j -0.000647079+0.0181339j 0.00181934+0.0166599j 0.022765+0.0128923j 0.0128627-0.00510324j -0.00284402-0.0438541j 0.0493729-0.0277878j -0.0335715+0.0163816j -0.0106428-0.00358142j 0.0122344+0.00437823j 0.0212603-0.0263895j 0.019044+0.00344739j 0.00531198-0.00311306j -0.0142829-0.0152879j 0.0283245-0.00890294j 0.00609527-0.00298509j 9.9554e-05-0.00996184j -0.00696215+0.00220893j 0.00509411-0.00255391j -0.0122376-0.00701943j -0.00591202+0.00498641j 0.0149425-0.00532614j 0.0102134-0.00307098j 0.00395285-0.00635753j 0.0102253-0.000783853j -0.00571101+0.00271003j -0.00464284+0.00445032j -0.00381691-0.00357802j 0.00116148+0.000596318j 0.00840673-0.00515565j -0.0063863+0.00693019j -0.00362207+0.00300458j 0.00993892-0.000785316j 0.00297286-0.0019448j -0.00080667-0.00169177j 0.00632108-0.0032236j 0.00343702+0.00767132j -0.00126356+0.00539444j 0.00306458-0.00223653j -0.00435663-0.000723998j 0.00476976+0.00307081j -0.00502477+0.00132081j -0.00595445-0.00890833j -0.000908424+0.00174639j -0.00214618-0.00412286j -0.0194152+0.00346513j 0.00467823-0.0131272j 0.00627663+0.00235611j 0.000717289-0.000532703j 0.0110844-0.00368093j -0.00418433+0.0145088j 0.005978+0.00894768j -0.00368491+0.008823j -0.00480122-0.00852235j 0.0249255-0.00615543j -0.014574-0.0168053j 0.00786266-0.0230831j -0.014194-0.00764511j 0.0171801+0.0117672j 0.0109448-0.0101086j 0.00297436+0.0162282j -0.0204731+2.1407e-05j -0.0252215-0.00728784j 0.0163519-0.0123006j -0.0035889+0.0103055j 0.0075827-0.00630749j 0.00204347+0.0229884j 0.00264541+0.0111279j -0.0141499-0.00121699j 
-0.00102662-0.0186942j -0.0136139-0.011625j 0.0082858+0.0435317j 0.028274+0.0251972j -0.0121314+0.0116174j 0.0124012+0.0177099j -0.000347339-0.0569305j 0.0304665+0.0580011j -0.0359396-0.00898392j -0.00428062-0.00242086j -0.0387353-0.0260655j 0.12482+0.0235998j -0.0136011-0.144722j -0.0258041-0.0287001j -0.0834996+0.0918074j -0.0342024+0.0357095j -0.00761257-0.0776274j -0.0212373-0.00301543j -7.8386e-05-0.00245977j 0.000350844-0.00240531j -0.0104233+0.00677018j -0.0110617+0.0101306j 0.0140213-0.00112591j -0.00300863-0.000392232j -0.000666063-0.0134819j 0.0168546-0.00778421j 0.0212813-0.000287427j -0.0236258+0.0155887j 0.00736425-0.00194304j 0.00930883-0.0080371j 0.0206751+0.00484835j -0.0137605-0.00164345j -0.0311505-0.0286243j -0.00843909+0.0360045j 0.00643099-0.00694661j -0.0234889+0.00662655j 0.00663841-0.00453437j 0.00865865-0.0118159j 0.0180506-0.0161021j 0.00822208+0.000121493j 0.00298746+0.00590631j -0.00235093+0.0109721j 0.0026627+0.0170953j 0.00568739+0.000952736j 0.00170762+0.00721527j -0.00603532+0.000529116j 0.00879368+0.00598793j 0.00290155-0.00411117j -0.00091338-0.000389532j 0.00120671+0.00515408j 0.00464905+0.00244345j 0.000256457+0.00104445j 0.000356233+0.00787201j -0.0085898+0.00267834j 0.00736674-0.00132232j 0.00273392-0.00195384j 0.00332053+0.00309436j 0.0113991+0.0025815j 0.00478886-0.00211207j 0.0106599-0.0106146j -0.00103023+0.0064796j 0.00372732-0.00298756j -0.012909+0.0123617j -0.00122988-0.00519376j 0.00669603+0.0101478j 0.00249232-0.0065705j -0.00909716+0.00327584j -0.000998793+0.00531522j -0.00116597+0.00183649j 0.0069618-0.00515799j -0.00480335+0.00913284j 0.00208202+0.00177875j 0.00242736-0.00359225j 0.00545779-0.00475501j -0.00463409+0.00514213j 0.00489959-0.00533142j 0.00654818-0.000202975j -0.0246979+0.0220816j 0.014237-0.0101929j -0.00850567+0.00895147j -0.0156818-0.000684923j 0.0136808-0.0188854j 0.00670752+0.0211081j 0.00568487-0.00083635j -0.0276044-0.000933604j 0.0393295-0.00488389j -0.00935801+0.00591665j 0.00951014+0.0116135j 0.0305771+0.0217071j 0.0306318+0.00854036j 0.00890691+0.00362254j -0.00307203-0.00593836j -0.0039141+0.00515712j -0.0130846-0.00878304j 0.00852021-0.0045582j -0.00588024+0.00469322j -0.0102756-0.0116948j 
