0.0187798+0.00959049j -0.0110071+0.00970149j -0.00438011+0.00898905j 0.00479213+0.00634065j -0.00583117-0.0090342j -0.00913091-0.0310869j -0.00103742-0.0351035j -0.00359631+0.0126767j 0.00184251-0.0230756j 0.00408566-0.0119114j 0.00573858+0.0123398j -0.019216+0.0113341j 0.0261022-0.0243786j -0.0300612+0.0366193j -0.0267532-0.00296276j -0.0148969-0.0326876j 0.0243358-0.0164147j 0.00792529-0.0173687j 0.00422595-0.00150382j -0.000342248+0.00407113j -0.0309302+0.0204975j -0.00252683-0.00273953j -0.0174546+0.00823061j 0.000487424+0.000136504j -0.00566281-0.000536895j 0.0312562-0.00813895j -0.00298208+0.00414738j 0.0116488+0.00208178j 0.0149091-0.00313788j -0.0156263-0.000547478j 0.0107276-0.00395858j -0.00630597-0.00318262j -0.00753239-0.00208715j 0.00235047-0.00885323j -0.0150072-0.0124343j 0.033144+0.00962653j 0.00130095-0.0147232j 0.00176441-0.001312j -0.00218277-0.016937j -0.0072907+0.00100538j 0.0074526-0.0132922j 0.00645578-0.00944179j -0.000187272-0.00504455j -0.00731029-0.00214368j 0.00022868-0.00941155j -0.00126134-0.00184373j 0.0103023+0.00494881j 0.00416154+0.00557954j 0.00890209-0.0051443j 0.000494068+0.00642974j -0.00665269-0.00779779j -0.0121613+0.00719887j 0.000740441+0.00417314j 0.00652041+0.000381178j -0.010863+0.00432359j 0.00363124-0.003932j 0.00826574+0.00612555j -0.00494745+0.00222501j 0.00453209-0.0112464j 0.000541983-0.011904j -0.0072203+0.00136699j -0.0143246-0.00478883j 0.00365508-0.00292357j -0.00592027+0.00181622j 0.00782041+0.00433779j 0.00989078-0.00197088j -0.00196976-0.00130991j 0.00471362-0.00677051j 0.00202391-0.00680921j -0.00291964-0.00181026j 0.00573397+0.00686788j -0.00533163+0.00207877j -0.00646026-0.00273027j 0.00513862+0.0054755j -0.00562442-0.000382483j -0.00412601-0.000337044j 0.00477692-0.00629521j -0.00114095-0.00262645j -0.00446741+0.00577507j -0.00367305+0.00203824j 0.00968569+0.00794209j -0.0030811-0.00979929j -0.0100202-0.000742508j 0.00020958-0.00880511j -0.00458299+0.000161295j -0.00177061+0.00478721j 0.00517085-0.00191665j 0.00227932+0.00634951j 3.28471e-05+0.00587534j 0.00384124+0.00662091j -0.00774203+0.00609999j -0.0115262+0.00721033j -0.0157299-0.00837385j -0.00183928+0.00345618j -0.00474723+0.00404956j -0.00308437-0.00501926j 0.0113225+0.000160104j 
-0.0353572-0.0936706j 0.0768903+0.0120372j 0.0788802+0.0284557j -0.130852-0.0293308j -0.0171936-0.0318429j 0.0196647+0.0619593j 0.00834248+0.0321148j -0.023768+0.0353844j -0.0468062+0.0525912j 0.0610308+0.0740309j 0.0424686+0.0908512j -0.0149196+0.0631028j 0.01273-0.0011502j -0.0338265-0.051136j -0.0137438-0.041822j 0.0330039-0.0200621j -0.0655182-0.0700337j 0.0459404-0.00298165j 0.00564373-0.0231134j 0.00977019+0.0112256j -0.0118843-0.00385881j 0.0174867+0.0225381j 0.0112526-0.0141135j -0.0128606-0.00946576j -0.0256993-0.000584867j 0.0031018+0.00408176j 0.0153716-0.0147742j 0.00782747-0.000376708j 0.00497646+0.0088362j -0.0143578+0.00106805j 0.00560501+0.013483j -0.00143804+0.000220324j -0.00419324-0.00187423j 0.0118136+0.00678937j 0.0312503+0.0108327j -0.00081117+0.00698833j 0.0260371+0.0100448j 0.0362092+0.0278852j -0.010938-0.0108224j -0.0354077+0.00973904j -0.022242+0.00164599j 0.0268971+0.00139728j -0.0164561+0.0163678j -0.00357079-0.00244502j 0.00531381-0.00727901j -0.0132551-0.00105894j 0.00380683-0.0293489j 0.00563951+0.00590644j -0.0160789+0.00625554j -0.00133145+0.00728753j -0.00380248-0.00935246j 0.00464732+0.00305449j -0.0266816+0.00206437j -0.0095302-0.000912367j -0.000155835+0.00674796j 0.00767735+0.00782037j 0.0180457+0.0031259j 0.0112055-0.00438391j 0.00200632-0.00593032j 0.000614336+0.00818075j 0.017623+0.00148916j -0.0119904+0.000449964j 0.0104236+0.0106971j -0.00394664-0.00308971j -0.00188054-0.00885676j -0.00689143+0.0119378j 0.0177099+0.00276671j 0.0112762-0.00319327j 0.0104586-0.00423177j -0.00287108+0.00425689j -0.00554787+0.00122867j -0.00196058+0.00233732j -0.00356911-0.0155037j -0.000785213+0.000364009j -0.00942773+0.00853883j -0.0018174+0.0141527j 0.00763002+0.00524154j 0.000285796+0.00040312j -0.0085724-0.00359632j -0.0120412+0.00622115j 0.00684913-0.00255896j -0.0113078+0.002654j 0.00207374-0.00253398j 0.0112781+0.000153058j -0.00240253+0.00389217j -0.0043747-0.0103403j 0.00295655+0.00216028j 0.00169253+0.00707874j -0.00304563+0.0050697j -0.00349571+0.00536052j 0.0111937-0.00274403j -0.00661127+0.00259879j 0.00610833+0.0117746j -0.0123075+0.000984609j -0.00814996+0.0029026j -0.00786299-0.00123709j 0.0015844-0.00690854j 
0.115989+0.0204528j 0.0354208+0.178647j -0.0115132+0.138558j 0.0388275+0.0417742j 0.01546-0.0259769j -0.0593363-0.0504826j -0.0891885-0.0488565j 0.0624572+0.00793118j -0.0317711-0.0495806j 0.00673034+0.0472085j -0.0302279+0.0227265j -0.0286595-0.045151j 0.0374521+0.0191871j 0.0415643+0.0505314j 0.0212306-0.0936996j 0.108593+0.138693j 0.0732348-0.0180644j -0.0165476+0.00472539j 0.0021502+0.00880728j -0.00920791-0.00648097j -0.0207955-0.0122377j -0.0173609-0.0085662j 0.00726288-0.00768642j 0.0117257+0.00283408j 0.0034715-0.0066797j 0.0186168+0.0264608j 0.0200536+0.0201968j 0.0110793+0.00095786j 0.0135552+0.0113184j -0.0249651-0.0159773j 0.0221696+0.00811457j -0.00283082-0.0024394j 0.00761896+0.0112768j 0.0265492+0.0119345j 0.0146253+0.0116574j 0.0201132-0.00249125j -0.0461111-0.0444744j 0.0256109+0.0143958j 0.0238108-2.99028e-05j 0.0203265-0.0164738j -0.0396719+0.0163927j -0.0309582-0.00282865j -0.0366245+0.00526099j -0.00473741+0.00642063j 0.017573+0.0152401j -0.00316615-0.0127967j -0.0156291-0.00842551j 0.00800789-0.00974749j 0.0075494-0.00764943j 0.0129693+0.0129208j 0.00680278-0.00838442j -0.00918378-0.014355j -0.011163+0.00199583j 0.00285186-0.00932358j -0.00306719-0.000679694j 0.00109783-0.000275685j -0.00354737-0.0116485j 0.00728621+0.00349081j 0.00833819-0.00615999j 0.00210538-0.000672885j -0.00540783+0.000750808j 0.00798334-0.00607006j 0.00140827+0.00579343j -0.007723-0.00419868j -0.00505843-0.00350979j 0.00611875+0.00559993j -0.00168626+0.00280202j 0.0105538-0.000750285j 0.00753716+0.00177049j -0.0037385+0.00305194j -0.00178577+0.00211641j -0.00785834-0.00849103j 0.00331086+0.00141965j -0.00448412+0.00485503j -0.00465631-5.34261e-05j -0.00243534-0.00242615j -0.00383873-0.00371913j -0.0065877+0.0014674j -0.00137854-0.0057052j -0.00415509+0.00621606j -0.000622086-0.00590272j -0.0027112+0.00275432j 0.00128332-0.00452035j -0.00082622-0.00139158j -0.00291752+0.000578779j 0.00616947-0.000270662j 0.00169474+0.00494198j -0.0024493+0.0127379j -0.00586859-0.00340117j 0.00224778-0.00155876j 0.00308796-0.00658995j -0.00523656-0.00476924j -0.010036+0.0078617j -0.00696662-0.0084802j 0.004312-0.00946573j -0.000891746-0.00556019j 0.00818902-0.00164927j 
0.0180006+0.108999j -0.0332167-0.0268204j 0.0152056-0.0651789j -0.065945+0.0448386j -0.00331699-0.0779456j 0.0115761-0.000709159j 0.0151332-0.0108273j 0.0155119+0.0289855j 0.0217631+0.0122931j -0.00666576-0.0407466j -0.00818538-0.0518067j 0.0353607-0.00199266j -0.0375024-0.0393208j 0.00415823+0.0650209j 0.0309939+0.00626743j -0.0369655-0.0236522j 0.047746+0.0929086j -0.0025936+0.0588672j 0.0166764-0.000143881j -0.00811498+0.0275016j -0.00633614-0.0052227j -0.0209764+0.0208909j 0.0234691-0.0214204j -0.0001231-0.00168863j 0.00396271+0.00739806j 0.00457593+0.00155633j 0.0125325-0.00871827j 0.0129331-0.00442087j 0.00921296+0.00240524j 0.00127783+0.000837358j 0.0112918+0.00291527j 0.00472572+0.000396544j -0.00716866-0.00164089j -0.00793959-0.00539353j 0.00470354-0.00616503j -0.0220562-0.00385505j -0.00986743+0.00155983j -0.0113395-0.0279189j -0.00164988-0.00141375j 0.00148014-0.00065593j -0.00239322-0.0208184j -0.00304424-0.00164161j -0.0247568+0.0325666j 0.00984103+0.00497393j 0.0157532-0.017112j 0.00797219-0.0313171j 0.0232935+0.00301126j 0.00960225-0.0369454j -0.0115994-0.0205276j -0.00314754-0.0224902j -0.0127015-0.017111j -0.00778269-0.0377221j -0.00572828-0.000115307j 0.000163905+0.0112733j -0.00230548-0.00628261j 0.00304004+0.0110139j -0.000204671-0.00327801j -0.00328064-0.00524112j -0.011304-0.0235615j 0.0040374-0.0112061j 0.00322382+0.0161191j -0.0106464+0.00893743j 0.00693413-0.0240832j -0.0263084+0.0110953j -0.00664369-0.0186721j -0.00328492-0.0159969j 0.00998867+0.000751952j 0.00289271+0.00773026j 0.000519632+0.00470865j -0.00392447-0.00608392j -0.0121802-0.0114772j 0.00314433+0.00125182j 0.000710103+0.00281244j -0.00408095+0.0036803j -0.00348835-0.0118424j 0.00573898+0.00436572j 0.00161158+0.0145541j -0.00391389+0.00205105j -0.00431611+0.00894952j 0.00239693+0.0016299j 0.00213758+0.0135277j -0.010129+0.00559886j -0.00598807-0.00831919j 0.00336798-0.00698677j 0.00346659-0.00134541j 0.00312671+0.00235177j 0.000176775-0.0034665j -0.0034924+0.0065408j 0.00349837-0.00310384j -0.00526917-0.00110788j -0.0032323-0.000245656j 0.00476374-0.00297197j 0.00237358-0.00191335j -0.000115203-9.88695e-05j 0.000811773-0.00343947j -0.00187052-0.000347693j 0.00268835-0.00645847j 
0.0127366-0.0395579j 0.0243195+0.0395651j -0.0270793+0.111244j -0.0448652-0.0702624j -0.10347+0.107017j 0.0141162+0.0933542j -0.0830274+0.0386953j 0.00685174-0.145519j -0.0724474-0.0883209j 0.0249031-0.0526612j 0.016264+0.0331266j -0.0331513-0.034754j 0.0348063-0.0391927j -0.0194603-0.0154664j 0.0155307-0.0076373j -0.0168615+0.0236967j -0.0285986-0.0230892j 0.0224286+0.0216137j -0.0124818-0.00382491j -0.0120759+0.0177164j 0.0430581+0.00991524j -0.0269674-0.0213951j -0.0375284+0.027076j 0.0117477+0.0058676j 0.00475136+0.00308546j 0.0310913-0.00353118j -0.0172099+0.0301196j -0.0237798-0.00352906j 0.00260445+0.00766645j 0.0281116-0.00864688j -0.0103766+0.0106334j 0.00757744-0.00233307j 0.00933804+0.00434688j -0.00445903+0.0052826j 0.00665312+0.0164599j 0.0107741+0.00421089j 0.010674+0.0109089j 0.0131514+0.00657741j 0.00455774-0.00217265j -0.00665342-0.00231195j -0.0129945-0.0102098j 0.00290558-0.000496974j -0.0113918-0.00192838j -0.00712322-0.00688904j -0.00383878-0.0213328j -0.0113311-0.0209314j -0.0151907-0.0111676j 0.0168261+0.00306935j -0.0134089-0.000886351j -0.00252265-0.00851853j 0.0207072-0.00164858j -0.00968042-0.0297906j 0.0264317-0.0106174j -0.0111152+0.00702422j 0.00161567-0.0106763j -0.0050133+0.0122611j -0.0107403+0.00327217j -0.0225671-0.0148575j 0.00610471+0.00118453j 0.00526285+0.00137184j -0.0155959+0.00164215j 0.00305343+0.00380554j -0.000730779-0.00910845j -0.0136181-0.00199098j 0.00500533+0.00457948j -0.0058021-0.00682743j -0.00792215-0.0114472j -0.00221357+0.00974691j -0.00384259+0.00114392j 0.00150089+0.00495556j 0.00728337+0.00409488j -0.00624842+0.000768561j 0.00868597+0.00929636j 0.0136174+0.00214878j -0.00183859+0.0047982j -0.00963017-0.0081923j -0.000231493-0.00100538j -0.00671837+0.00114129j 0.000953529+0.00261844j 0.00687732+0.00431803j -0.0145539-0.0130279j -0.00400399+0.00291299j -0.00121162+0.00826332j 0.00559065+0.000672946j 0.00157461+0.00210497j 0.00935254+0.0136755j -0.00457765-0.00267306j -0.000304771+0.00414721j 0.00540003-0.00217309j 0.00838945+0.00798317j 0.00207714-0.00375273j 0.000134714-0.00124512j 0.000774784-0.00586409j -0.00163727-0.00656863j 0.00111949-0.0101177j 0.00237077-0.00851716j 0.00265335+0.00366199j 
-0.00214963-0.0139794j 0.00525118-0.0208522j 0.0486646+0.0339579j -0.0378691-0.00549152j -0.00734717-0.0280871j 0.121132-0.110833j -0.0961145+0.0576686j -0.0378183+0.0364238j -0.0738285+0.102689j 0.0258563+0.00877604j 0.0811005-0.0366688j 0.0430495+0.0354546j -0.0110967+0.00082061j -0.0769512+0.0138629j 0.0461918-0.0164066j -0.0113943-0.0337805j 0.019533-0.015567j 0.000445776-0.00444755j -0.0218521+0.0155215j 0.0234498+0.015246j 0.0190762-0.047372j -0.035936+0.0200846j 0.0352452+0.0324014j 0.014857-0.0101613j 0.0143367-0.00643259j 0.0128506+0.0023883j 0.0202431+0.00623361j 0.0135455+0.0229197j 0.0125139+0.000207014j -0.00855602-0.0133231j 0.0204579+0.0189634j 0.00587979+0.00622437j -0.00294977-0.0134018j 0.00874315-0.00312778j 0.0155251+0.01215j -0.0121037-0.0256856j 0.00490887+0.000337622j -0.000307811+0.000342143j -0.0021864-0.0102524j -0.00441926-0.00558804j 0.00118024+0.00322749j 0.00616246+0.0143663j -0.0211596-0.00726817j -0.00598409-0.00154807j -0.0212385+0.00320155j -0.0128092+0.00911404j 0.0242284+0.00151472j 0.00560896-0.0124063j -0.0033675-0.00175752j 0.0207964-0.0173883j 0.0139157+0.000499942j -0.0221411+0.00992118j 0.0148823-0.00101204j 0.010162-0.0111822j -0.00364009+0.00549024j 0.0132407-0.00541463j -0.0337735+0.010243j -0.0187391-0.0022763j 0.0195235+0.00943958j 0.0341781+0.0160413j -0.00341273-0.00342644j 0.0304501-0.00915987j -0.0153574-0.00157525j -0.0194655-0.00134144j -0.00713643-0.0082766j 0.00482847+0.00295907j -0.0127899-0.00195552j 0.0192648-0.013434j -0.00395853-0.00664119j -0.000248837+0.00697183j 0.00580207+0.00984444j 0.0038398+0.00354714j -0.00134712+0.00639831j 0.00974392+0.000519119j -0.00658467+0.00986681j 0.00587965+0.0136826j -0.0106532-0.00445056j -0.0186158-0.0100404j 0.014276+0.00493719j 0.00367791+0.00593491j 0.00158533+0.00737056j -0.0133687+0.00893165j -0.0116421-0.00131172j 0.0060214-0.0157492j 0.00203656-0.00725754j 0.00518726-0.00120836j -0.00142772+0.00483811j 0.00102188+0.00163j 0.00694246-0.00819793j -0.00312274+0.00147434j 0.00711721-0.00803106j 0.00221761-0.00162146j -0.00224656+0.00496949j -0.00665855+0.00444666j 0.000791024-0.000137892j 0.00052107-0.00527431j 0.00566154-0.00825168j 
0.0352445-0.113554j 0.0494686+0.0311517j -0.101409+0.108891j 0.163199-0.189091j 0.0361608-0.0573765j 2.16841e-05-0.100678j -0.0214019-0.103156j 0.0166566+0.0356337j 0.00237563+0.00180237j -0.0129518+0.0522434j -0.000662948+0.0181305j -0.00892182+0.00148255j 0.010181+0.0730458j 0.00387219-0.074605j -0.0191415+0.0473028j 0.00813643-0.0231342j -0.0236655-0.0796971j -0.0740678+0.0194496j -0.0139994+0.0139946j 0.0127939-0.0218156j -0.0186539-0.0141367j 0.0335361+0.00703467j -0.0135381+0.00112681j -0.00910564-0.00927874j 0.0157932-0.0086036j -0.0218992-0.00253462j -0.0430503-0.0179131j -0.0188958-0.00365285j -0.0141001-0.00808946j 0.0208078+0.00687806j -0.00361296-0.0129494j 0.00546381+0.000541313j -0.00889047-0.00370228j -0.0120118-0.00598137j 0.00252256-0.0102824j -0.00164261+0.00693545j 0.0230583-0.00114494j 0.00333618-0.00668358j 0.00477372+0.00985941j -0.0211424+0.0124626j -0.0161632+0.0197685j 0.0367217-0.00293898j -0.015604-0.0253874j -0.000171621+0.00798972j 0.0150398+0.0186011j -0.000503592-0.00957539j -0.0163423-0.00984612j -0.0291503-0.00602411j -0.00404782-0.00222023j -0.0412988-0.0216044j -0.0080165-0.00951129j -0.00324127-0.0296199j 0.00135194-0.0158692j 0.0118185+0.0117973j 0.00821342+0.00616497j -0.00461259+0.00642162j 0.0112486+0.00597368j -0.00483868-0.0142812j -0.00234768-0.00408013j -0.00787688-0.00908138j -0.00126927+0.00312188j 0.00395277+0.00435144j 0.000434122-0.00669449j 0.0112742+0.0041296j -0.00924291-0.014029j -0.000508148-0.00545102j 0.0105204-0.00334155j -0.00639235+0.00956145j -0.00242786+0.000449527j -0.00098767-0.00279777j -0.00533974-0.0115655j -0.000200179-0.000921811j -0.00439238-0.00310394j 0.00277194-0.0042237j -0.00750612-0.0111012j 0.0110911+0.000709852j -0.00626639-0.00800116j -0.00188118+0.00120451j -0.00251643-0.00555479j 0.00255079-0.00499684j 0.00443899+0.00885155j -0.00644854-0.0112941j -0.00639228-0.000545612j -0.00632176+0.000347465j 0.00590112-0.00356721j -0.00195325+0.00249854j -3.38444e-05+0.00470524j -0.00267049-0.0118208j 0.00919897+0.00475007j -0.00590592+0.00730136j -0.00525621+7.1204e-05j 0.00245644-0.00234718j 0.00193039-0.012776j 0.00626034+0.00839816j 0.00690639-0.00129353j 0.00993169+0.000774782j 0.00493187+0.00358386j 
-0.0202033-0.0193565j -0.041932-0.00483108j -0.0118358+0.0416799j 0.0207138+0.0363325j 0.147105+0.010054j -0.00603468+0.0373816j 0.0886484-0.08769j -0.0960222-0.0300984j 0.00968309-0.0472686j -0.0965749+0.0305368j -0.0510534+0.0499043j -0.0552306+0.0164959j 0.000344104+0.00732759j 0.00728966-0.0849303j 0.00520195+0.0659883j 4.56162e-05-0.0234844j -0.0609566-0.00216237j -0.0385957-0.0115486j 0.031194+0.00725421j -0.039493-0.00119233j 0.0189064-0.00950484j 0.00117292+0.0447124j -0.0179325-0.0168867j 0.00904397-0.010617j -7.85273e-05-0.0163962j -0.000797142-0.0136021j 0.000431496-0.023396j -0.0116599-0.000453567j -0.00503918-0.0128044j 0.00195157-0.000698968j 0.00220624-0.0265905j 0.00142321-0.00692376j 0.00513584+0.00672458j 0.00363237+0.0132437j 0.00788252-0.00765075j 0.0187575+0.01534j 0.0129399+0.012012j 0.019225-0.00051782j 0.000204117-0.000877039j 0.0143147-0.00145464j -0.00359238+0.0236707j -0.0164415-0.00228781j -0.000895665+0.00180948j 0.0121939+0.0265413j -0.00931223-0.0117613j -0.00998621+0.00656892j 0.0125785-0.00841306j 0.0420441+0.00359746j -0.0128906-0.0347914j -0.00558773-0.0032944j 0.00350616-0.0063817j -0.00514375+0.00505171j 0.00406885+0.00655098j 0.00849122-0.00806729j -0.0191436+0.000779848j 0.00104796-0.00445258j -0.0199779-0.00551045j -0.0204658-0.0121599j 0.0123757-0.00587704j 0.0131998+0.00829912j 0.0118089+0.00567388j 0.00335492-2.95152e-05j -0.0174762-0.0175981j -0.00239729-0.0119778j 0.00846938+0.00538128j -0.00647449-0.00439835j -0.00668849+0.008207j -0.013628+0.00108643j -0.0111961+0.00540185j -0.00946973-0.0102377j 0.0124101-0.00802557j 0.000428489+0.000403301j 0.00811318-0.00119451j -0.00191339+0.00220679j -0.00161558-0.0106953j -0.00471073+0.00019418j -0.00413917+0.0170707j -0.0153043+0.00317926j 0.004792+0.00132551j -0.000902079-0.000268829j -0.00754301-0.00511441j 0.0123992-0.00960359j -0.00312605-0.00716369j 0.00689092+0.0139325j -0.000588168+0.0150978j -0.00600601-0.00173045j 0.0133965-0.00655918j -0.00462034+0.00145184j 0.00935607+0.00867666j -0.00641899+0.00608315j 0.00233996+0.00482357j 0.00144294+0.00464471j 0.00578989-0.00422506j 0.00160046+0.00247035j 0.0129419+0.0045371j 0.00554644+0.0124945j 0.00240442+0.00331251j 
0.0514065+0.0874417j -0.125399+0.049392j 0.0435408+0.0828921j -0.179489-0.078646j -0.0483315-0.100694j -0.00115247-0.00641746j 0.00166501-0.0920813j -0.0492953+0.0308986j 0.0220741-0.0344503j -0.0320793+0.0327168j -0.0319931+0.0106952j 0.0302902+0.022102j -0.0349183-0.0199621j -0.0341551+0.00355647j 0.0841066+0.035287j -0.0962031+0.00562502j 0.0135832+0.0787494j 0.0378268+0.0212901j -0.0218632+0.0169807j 0.006014-0.00898009j 0.0121134-0.0084628j 0.031763-0.0203252j -0.0240648+0.00514724j -0.00934711+0.00125528j -0.00143332-0.0111174j -0.0129057+0.00461596j -0.0389757+0.00325976j -0.00921591+0.00620871j -0.00955131+0.00131076j 0.0147082+0.00837136j -0.016119-0.00991629j -0.000229372+0.000740692j 0.00505118+0.0038417j 0.00706396-0.00532009j 0.000315503-0.00167435j 0.0156352-0.0112858j 0.0115098+0.01553j -0.00736061-0.00867501j 0.0134461-0.0161777j 0.0431319-0.00188171j -0.0115213-0.00368452j -0.0251608+0.0340304j -0.0486235+0.00820766j 0.00892312-0.0146567j 0.01712+0.010622j 0.0254548+0.0287749j -0.0164502-0.0104832j -0.00609384+0.00649615j 0.00286083+0.0339851j 0.0166826+0.0231968j 0.00960681-0.00421537j -0.00858465+0.0133018j -0.00304339+0.0290701j 0.0121658+0.00113566j 0.00145467+0.01185j 0.00313071-0.0172901j 0.00547405+0.00107898j 0.00337084-0.00258604j 0.0057554+0.00387705j -0.00633118-0.00851329j 0.00759064-0.021666j 0.0089308+0.0142775j -0.00371727+0.00980528j -0.00432604-0.00191244j 0.00353707-0.00210924j -0.00465777+0.0060231j -0.000782427-0.00279743j 0.0243516+0.0039398j 0.0146051-0.00276227j 0.00101749-0.00365239j -0.00160126-0.00490772j 0.0069028+0.00157714j 0.00681311-0.000763117j -0.00377431-0.0068748j -0.00508545-0.0031466j -0.00379556-0.00372689j 0.00678822-0.00764557j 0.00417071+0.00758861j 0.00820524-0.00907289j -0.00899182-0.00164266j 0.0010834-0.00333018j -0.0142569-0.00108505j 0.00606302+0.00770078j -0.00147849+0.00207725j -0.00052994+0.000485717j 0.00704216+0.00640458j -0.00943339-0.00529309j -0.00481619-0.0040057j -0.00385011-0.0116379j -0.00175628+0.00857919j 0.00821339+0.0048045j 0.00145102+0.00726657j -0.00704647-0.0127754j -0.00189125-0.0128233j 0.0125248-0.00590148j 0.0127768-0.00348715j 0.00671151+0.00843493j 
0.0898-0.0694136j 0.0102456-0.0216644j -0.0350171+0.0403855j 0.0868446-0.0782446j -0.013308+0.0847143j -0.0612753-0.0391551j 0.0308691+0.10213j 0.0276258-0.0895521j 0.0437302+0.0382812j -0.0159731-0.0786529j -0.0522807-0.0676304j 0.0129741-0.0332774j -0.0123316-0.0160008j 0.0339888+0.0367731j 0.00858554-0.00438295j -0.0378491-0.0184317j 0.0273445-0.00872234j -0.0321306+0.00732212j 0.00494642-0.00572457j 0.0263927-0.0248289j 0.00549001+0.0210286j -0.0411095-0.00552261j 0.0378483-0.00780949j 0.0101774+0.0056193j 0.0306613+0.0103212j 0.0210927+0.000178001j 0.0230346+0.00573065j -4.18871e-05-0.00494722j 0.0148726+0.00176826j -0.00310519-0.00498192j 0.0384105-0.00128601j 0.0118515-0.00209677j -0.0188987+0.00263779j -0.010684-0.00318184j 0.0305192-0.00509046j -0.022886-0.00432298j 0.0275009+0.00178559j -0.00192602-0.0157015j -0.0067141-0.00271186j -0.00488693+0.0272875j -0.0344625+0.0446235j 0.0122525-0.00195689j -0.0180166+0.0125136j 0.00523223-0.00185535j -0.00150702-0.0127897j 0.0108813+0.0267142j 0.010223+0.0114609j 0.0042455+0.00682879j 0.000152312+0.0234131j -0.0027337+0.00214338j -0.00763888-0.00157833j -0.00227983+0.012689j -0.00783748+0.0158704j 0.00135933-0.011184j -0.00595937+0.00273464j -0.00351765-0.00788695j -0.00742348+0.00625675j 0.00147485+0.000577522j -5.64325e-05+0.00238873j 0.00276247+0.00994438j 0.00622409-0.00834007j -0.00973891-0.00199349j 0.014312-0.00150069j -0.017332+0.00648163j -0.00940805-0.00937834j -0.00483711-0.0031755j 0.0075751+0.00517164j 3.93773e-05-0.0141559j 0.000372772-0.00791894j -0.00214644+0.00121719j -0.00343263+0.00849987j 0.0072013+0.00429021j 0.00937435+0.0112118j -0.00106334+0.00698131j 0.00429065-0.000732081j 0.000918823+0.00715253j -0.00188303-0.00132774j -0.000536796-0.00590213j 0.00302727+0.00546983j 0.0100162+0.00394934j -0.00134124+0.00918408j 0.00314335+0.0151939j -0.00840539-0.00172155j -0.00791832-0.00461603j -0.00197658+0.00395862j 0.0142901+0.000336643j 0.000538332+0.000891789j -0.00313254+0.00758795j -0.00619484+0.00305393j -0.0077524-0.00135678j -0.0112364-0.00485954j 0.00306367-0.00634391j 0.00477273-0.00280876j -0.00615418+0.00465324j -0.00726875-0.00676738j -0.000874928-0.00778198j 0.00691168-0.00103947j 
0.0330805-0.0447662j 0.055647-0.0187123j 0.144032+0.079567j -0.00416098-0.0720417j 0.0230326-0.000322126j -0.149784+0.038032j -0.0485834+0.0382012j -0.0120116-0.0726538j 0.00990567-0.00265076j -0.0241361-0.0154473j -0.0751707+0.00015305j -0.0304348+0.0136959j 0.0181372-0.0351426j 0.0241888-0.020633j 0.0577574+0.0224484j 0.0249259-0.0454017j 0.0633467+0.0137439j -0.0209351+0.0160563j 0.0252117+0.0247828j -0.0344781-0.0434583j 0.00775273+0.0200588j -0.0202128-0.0106114j 0.0142647-0.0156208j 0.00273037-0.000311822j 0.00126839-0.0303624j 0.00422462+0.00488356j 0.0107571+0.0166008j 0.00246357+0.00266129j 0.00227142+0.00112862j -0.00392149+0.00603662j -0.00377071-0.0142741j -0.001746-0.00359626j -0.00265552+0.0060358j -0.00438068-0.00139996j 0.00147294+0.00335917j -0.0174156-0.0246126j -0.0211876-0.0184625j -0.0159425+0.000437866j 0.00736621-0.012695j -0.0125696-0.0275611j 0.0318398+0.0119473j 0.00954054+0.0393725j -0.0159807+0.0158727j 0.00940817+0.013874j 5.93e-05+0.00720538j -0.00459114-0.00456164j 0.00595418+0.00563328j -0.0133829+0.0149581j -0.00986931-0.0335115j -0.00655149-0.0124931j -0.00265811+0.0148774j -0.00821116+0.0112099j -0.00119415-0.0110185j -0.00355584-0.00492474j 0.011775-0.0107093j -0.00771204+0.00624232j 0.00393106+0.010924j 0.00644592-0.000483235j -0.00205957+0.00428284j -0.0130343-0.00205475j 0.00243885+0.0282711j -0.00308125-0.0128677j 0.00795361-0.00333072j -0.00219966+0.00305953j -0.00264612+0.011669j -0.00452467-0.00460902j 0.00685853+0.00415383j 0.00434441-0.00356456j 0.00679901+0.0051752j -0.00342995+0.00626972j -0.000824219+0.007826j 2.92445e-05+0.00261007j 0.00955015-0.0023911j -0.000405021+0.0069317j -0.00195578+0.00306845j -0.0019631-0.000356213j -0.00228667+0.00638625j 0.00421555+0.00168474j -0.00234444+0.00727984j 0.00488288-0.00198627j -0.0030161-0.000830091j 0.00333219-0.0105829j -0.00212283+0.00310321j -0.00538101+0.00118833j -0.000757671-0.00169466j 0.0074093-0.00643158j -0.000360218-0.00361361j -0.00463568+0.00356807j -0.00299538+0.00366792j 0.000497776-0.00353657j -0.0101996+0.0061314j 0.00490727+0.000371275j -0.0135596+0.0115791j -0.000813007-0.00733505j 0.00089521-0.00421952j -0.00365663-0.00460252j 0.0129687-0.00563359j 
