-0.00363817-0.00742501j 0.00778366-0.00151407j 0.00380585-0.00483258j 0.00658819+0.00749894j -0.00349673+0.00157279j 0.00259069-0.00110406j 0.00847394+0.0072642j -0.00317919+0.00765364j -8.23513e-05+0.00308747j -0.00516939-0.000485147j 0.00230688+0.00322711j -0.00910301-0.00202229j -0.000266771-0.00747573j 0.00407854-0.00290409j -0.00261839+0.00218754j -0.00229416-0.00280673j 0.00432963-0.00205359j -0.00213329+0.000125229j 0.00419014-0.00218791j 0.00115318-0.000109226j 0.000141097-0.00199074j 0.000777602+0.00512195j -0.00497773+0.00293029j -0.000389656+0.00308391j 0.000823475+9.08805e-05j -0.00132265+0.00395827j 0.000991186+0.0024562j -0.000105485-0.000814885j 0.00101741-0.00838903j -0.00038583+0.00239904j 0.00119629-0.00241731j -0.00201432-0.0010303j -0.000110082+0.00144251j -0.00360548-0.000474281j -0.00604456-0.00395906j -0.0025158-0.00321958j -0.00492767-0.00522882j 0.00440689+0.000602535j 0.000389+0.00217053j -0.0048312-0.00183588j 0.000179117-0.00199654j -0.00146387+0.0041666j -0.00029158-0.00493709j -0.00120628-0.00871472j -0.0109571+0.00610875j -0.00296468+0.00739461j -0.00408521-0.00169245j 0.0133008-0.00815409j -0.00271498-0.00274844j -0.00196546-0.0268353j -0.00643897-0.00282007j 0.00180592+0.0298938j -0.00570295-0.0369124j -0.00112414-0.00909528j -0.0413088-0.0462955j -0.0350544+0.0489135j 
0.00148953+0.0024055j 0.00107903+0.00426171j 0.000220024+0.00397061j -0.000594692-0.00307647j 0.00630974+0.000101804j 0.00798273-0.00251756j 0.00404025-0.00450583j 0.00273354+0.00416649j 0.00569104+0.0094467j -0.0079205-0.00108852j -0.00615119-0.00868613j -0.00046559+0.00670026j 0.00516991+0.00892039j -0.00337374-0.0116999j 0.00422727+0.0146951j 0.0021953+0.00600856j 0.00750133-0.00512607j -0.0059814+0.000257072j 0.006733+0.00844133j -0.00405167-0.00457455j 0.000354955+0.000997193j -0.00243386+0.00359394j -0.00191288+0.00458714j -0.006343-0.00941997j 0.00118132+0.0108119j 0.0104346-0.00689485j 0.006879+0.032325j -0.00459526-0.0102472j 0.00539577+0.00621639j 0.00340743+0.000967655j 0.0148251+0.0135664j 0.0125185+0.00427909j 0.000250945-0.00125112j 0.00423056-0.0195535j 0.0141463+0.00946646j -0.000822498+0.00147446j -0.0233606-0.00840642j 0.00483953-0.00501087j 0.00603854-0.00406459j -0.00205918-0.0193053j 0.0122273+0.00458709j -0.00363082-0.0118119j 0.00567174+0.00161446j 0.0135161-0.0149929j 0.0258495+0.00474759j 0.00355121-0.00419914j -0.000326638-0.00293352j 0.0150657+0.00445151j 0.0137442+0.00915208j 0.0112187-0.00759859j -0.00659626-0.00482016j 0.010173-0.00378684j -0.00236936-0.00513054j -0.00374573-0.000774682j -0.00318443-0.00339331j 0.00396131-0.00032717j 
0.000822682+0.00170884j 0.00497999-0.00490993j 0.00301072-0.00167075j 0.00576328-0.000602053j -0.00551365-0.00444064j 0.0066578-0.00158812j -0.00274846-0.00848399j -0.00191295-0.00757556j -0.00811836-0.0116072j 0.000999942-0.00274616j -0.00129268-0.00474833j -0.00628061-0.000525541j 0.000982363-0.00130801j 0.00521482+0.0109048j -0.00376537-0.00858727j 0.00556064-0.00225042j -0.00478112-0.0004439j 0.0126889+0.0103426j -0.00254378-0.0121213j 0.0017552-0.00280053j -0.00963125-0.0108007j -0.00841731-0.0105356j -0.000447686-0.00874449j -0.00309589+0.0145889j -0.00943121+0.0037965j -0.00400242+0.0159175j -0.00188474+0.0144192j -0.00396147+0.0153879j 0.0117397+0.00678743j -0.000788815-0.00394033j -0.00629333-0.00610423j 0.00482024+0.00483713j 0.0152627+0.00635637j -0.00493447+0.00141145j -0.00106456+0.00423858j 0.00532219-0.017853j -0.00908819+0.0236505j 0.0123932-0.0146859j -0.00431183-0.0303108j 0.0156029-0.0173074j -0.00716072+0.0112911j 0.0121052+0.00309607j -0.00120464+0.00449999j -0.0207276+0.000247298j 0.00534851+0.0186974j 0.000934761-0.00517799j -0.00827707-0.00517772j 0.0212676+0.00504781j 0.00771762+0.00136174j 0.00939925-0.00570564j -0.001561+0.00692939j 0.000209972-0.000809118j -0.003874+0.00176471j -0.00114138-0.00256112j -0.007655-0.00490245j 0.00219517-0.0104612j 
0.00160001-0.0037763j -0.00244752-0.00105846j 0.00245446-0.00172506j -0.00248344+0.00716527j 0.000981714-0.00219271j 0.00037724-0.00285099j -0.001741+0.00574191j 0.000702503-0.00377994j 0.00542938-0.00279422j 0.00379425-0.000809186j 0.00167748-0.00275759j 0.00312097-0.0142871j 0.00348452+0.00717086j 0.00313301-0.00403764j -0.00608993-0.000371891j 0.00380545-0.00289934j 0.00023774-0.00557414j -0.00200405-0.0054434j -0.000830029+0.0115001j 0.00338512-0.0199587j 0.00205367+0.0106704j -0.000875541-0.0166042j -0.00214614-0.000856841j 0.00584327-0.0164184j -0.00277245+0.0159997j -0.0036878-0.0108958j 0.00602313+0.00260427j -0.0109847-0.0118877j -0.00729407+0.00399359j -0.0125127-0.000926358j -0.00181491-0.0155765j 0.00574686+0.00527159j -0.0118724-0.000835519j 0.0020126-0.0140371j 0.0104721+0.000843105j 0.00317359+0.0106391j -0.02109+0.000756639j -0.0105939-0.000784261j 0.0104342-0.0145069j 0.024142-0.00604042j 0.0188642-0.0275336j -0.0105694+0.00723137j -0.0161828-0.0135849j -0.0155354-0.0123789j 0.0022481+0.0111162j 0.00345112-0.00997101j -0.000740384+0.00472449j -9.91818e-05-0.0120967j -0.00427037-0.00624462j 0.00224057+0.00798302j 0.0161189+0.0020991j -0.00701668-0.0103366j -0.0019747-0.00571576j 0.00948367+0.00149519j 0.00537859+0.00414371j -0.00319707+0.00347059j 
0.000659077-0.00161621j -0.000828073+0.00260091j -0.0010515+0.00337201j 0.000519699-0.00177784j 0.000165445-0.00917699j 0.0033828-0.00148285j -8.76552e-05-0.00397897j 0.0022572+0.00611j -0.00390602+0.0136032j -0.00433821+0.000542518j -0.00450435-0.00605559j -0.00442915+0.00246522j 0.00520418-0.00139307j 0.00302956-0.0141387j 0.00910119-0.00324041j -0.0016031+0.0121652j 0.00128418+0.00437419j -0.00194811+0.0103454j 0.00387072-0.00616867j 0.00399052+0.00372729j 0.0113334+0.0124263j 0.00606575+0.017162j 0.0119766+0.00631631j -0.000155553+0.0118203j 0.0108091-0.011169j -0.00935253-0.00107868j -0.0152454-0.0138251j 0.00890001-0.0014972j -0.000977859-0.00957346j 0.0118322-0.0012182j 0.0010584-0.00936034j -0.0032318+0.00119922j 0.0100395-0.00649734j -0.00749513+0.012352j 0.0137629-0.0234428j 0.00589031-0.00369667j 0.00193113+0.0175063j -0.00812139+0.0215201j -0.0214253-0.0055369j -0.0015565-0.0202457j 0.0151195-0.00596481j -0.0164848-0.00743471j -0.00667441-0.0126033j -0.0224635+0.00936424j -0.0134418+0.00235853j -0.00970933+0.00109918j -0.00081841-0.0091046j -0.000807332+0.00583413j 0.0164229-0.00750232j -0.0149698-0.00812229j -0.00412295-0.00477443j 0.00475004-0.00534477j -0.00642377-0.00860234j 0.00313789-0.00259072j -0.000736588+0.00213972j 0.000656892+0.00217077j 
-0.000439888-0.00037303j -0.00252897-0.0014228j 0.000355124-0.00192082j -0.00232756+0.00213993j -0.000386162+0.00175895j -0.00104875-0.00333007j -0.00243822-0.00357693j -0.000531608+0.000129663j 0.00224559-0.00258969j 0.00442527-0.0041504j 0.00662701+0.00742281j 0.00278625-0.00112197j 0.00184374-0.00360473j -0.00175522+0.00768775j -0.00405314-0.00607398j 0.00657499-0.00591088j 0.00200345-0.0023155j 0.00017919-0.000603063j 0.00696919+0.00621131j 0.0060751-0.00644647j 0.00626411+0.00173474j 0.00430804-0.0169239j 0.00322135+0.0169706j 0.00610566+0.0147061j 0.00238089+0.0154533j -0.000786803-0.00675973j 0.00578743-0.0184131j -0.00549157+0.019082j 0.000552342+0.0086777j 0.0158921-0.0103725j 0.00573972-0.00942612j -0.0201851-0.00871677j 0.0229318+0.00788218j 0.0124011-0.0147711j -0.00322344+0.00176944j 0.0144309+0.010817j -0.00655838+0.0111788j 0.000406062+0.0122264j 0.00536296+0.00474641j 0.000186619-0.00360665j 0.000956223-0.015708j -0.00337942+0.0039248j 0.0116999+0.00214002j -0.0312837+0.000546048j -0.00792536+0.0131459j 0.00893648+0.00556673j 0.0280209-0.00755837j 0.00414737-0.00566404j 0.00105962-0.00411674j 0.00582371-0.00146205j -0.0044793-0.00748919j -0.0033187+0.00319375j -0.00205355+0.00558296j -0.000813575-0.000552775j -0.00104134+0.000528848j -0.00233993-0.000740164j 
0.00348372-0.00154672j 0.00342199-0.00674973j 0.00213211-0.00140787j 0.00169355+0.00561645j -0.000781214-0.000380248j 0.00167689+0.00167582j -0.00194905+0.00894713j -0.00308039-0.00195627j 0.000576864-0.000546034j -0.00281123+0.00337632j -0.00050932-0.00202953j 0.00179105-0.00620594j 0.00403846+0.0136971j -0.000566674+0.00674569j 0.00507243+0.00756515j 0.00332823+0.0158273j -0.00393681+0.00381749j 0.000212149+0.00132904j -0.00446268-0.00313711j -0.00888705-0.00050998j -0.0118956-0.0104772j -0.00218684-0.00292548j -0.00575861-0.0164922j -0.00905631+0.00522799j -0.00463979+0.0110657j 0.000877499+0.00786525j 0.00573626+0.00448022j -0.00556145+0.00265714j 0.000880963-0.00544579j 0.00534368-0.00133024j 0.0151699+0.0135209j -0.00208308+0.00777093j 0.000844345-0.0160131j -0.0199988+0.00970623j 0.0160823-0.0054278j 0.00692462-0.00970726j -0.0192361+0.00722296j -0.00909399+0.0162197j -0.0156549+0.008277j 0.01754+0.0124396j 0.055042-0.00821629j 0.0185232+0.00561413j -0.00490339+0.00487239j -0.0169427+0.0137963j -0.0110667+0.00126174j 0.00104388+0.00124381j 0.0257435+0.0110128j -0.00886972+0.00299775j -0.00435632-0.00302494j -0.00340532+0.00881398j 0.00676582+0.011703j -0.00277712+0.00153683j -0.000341759-0.00558138j 0.00679776+0.000229532j 0.00175461+0.00286118j -0.00481291-0.00508509j 
-0.000769226+0.00289669j 0.0037391-0.000132964j 0.00259892+0.000836197j 0.00169437+0.00154465j -0.00429854+0.00441587j -0.0049837+0.00119485j 0.00434244-0.000346142j -0.00399655-0.00340643j 0.00223474-0.000490697j 0.00516982+0.00776216j 0.00102549-0.00176621j 0.00146403+0.00267268j -0.00445689-0.00642966j -0.0020225+0.00980906j -0.00543609+0.00270776j 0.00230502-0.0127554j 0.00385295+0.00802637j 0.0059953-0.010331j 0.00433816+0.00115704j 0.00559427+0.00397507j 0.00732974+0.00082075j -0.00654377+0.00975574j 0.00157049+0.000719544j 0.00451334-0.0045067j -0.000797937-0.0161994j -0.010961-0.0158902j -0.0142377-0.00526096j 7.57798e-05-0.0163779j -0.00187252-0.00440059j 0.0128929+0.000548288j -0.00094219-0.0168133j -0.0129444-0.00506375j 0.00246073+0.0339271j -0.00681903+0.00657349j 0.00681-0.00363528j 0.0176432+0.021024j 0.0179473+0.00979865j 0.033724+0.00461402j -0.00401545+0.00715389j -0.00485684-0.00737385j 0.0294149-0.00779799j 0.0157187-0.0063033j -0.0138654-0.00967823j -0.00289833+0.000719373j 0.0052176-0.00196538j -0.0045994-0.00179483j -0.00823558-0.00247797j 0.000937917-0.00164367j -0.00294405+0.000719219j 0.00392724+0.00513814j -0.00079472+0.00705259j -0.00233441-0.00485819j 0.00472155+0.00244157j -0.0035938+0.00310289j -0.00173475-0.0019798j 0.00349156-0.00356495j 
-0.000149812-0.00032219j -4.48125e-05+7.88804e-05j 0.000292724-0.00232092j -0.000105648-0.00202393j 0.00134708-0.00489713j 0.00447649+0.00138812j 0.00511489-0.0135529j -0.00453994+0.00215121j -0.00779928-0.00412261j -0.00137354-0.00137691j -0.0111316-0.0038341j 0.00197839+0.0102009j -0.00214116-0.00446982j -0.0100659+0.00449177j -0.0124864+0.0182123j -0.0092167-0.007433j 0.00624533-0.00313983j 0.00475234-0.00674219j -0.000404572+0.0123209j 0.00621826+0.00209758j -0.00353876-0.00193126j -0.0047633+0.00700947j -0.00540763-0.000681404j -0.00825916+0.000881461j -0.0058765+0.00942944j -0.00262036-0.0224044j -0.000612838-0.0123986j -0.00277715-0.00350125j 0.00678078-0.00973542j -0.00937073+0.00106158j -0.0125517-0.0131933j 0.00408837+0.00245781j -0.00958263+0.00949859j 0.00437039+0.00536014j 0.00293944-0.00355933j -0.0240905+0.00974069j -0.015386+0.0134863j -0.0141227+0.0150505j -0.0220829+0.00206373j 0.0161165+0.00375918j 0.000487549-0.00222372j 0.0053217+0.00250749j -0.00669056-0.00979806j -0.0150189-0.0078479j -0.0114203-0.00487031j 0.00860427+0.00614661j 0.0124577+0.0192101j 0.0119988+0.00549007j -0.00537012+0.00570673j 0.0142268-0.00422907j -0.0122709-0.0118849j 0.0011516+0.00744763j -0.0013878+0.00151664j 0.00111196-0.000666408j -0.00365766-0.00192813j 0.000510374-0.00315433j 
-0.00300539+0.00500364j 0.00275082+0.000254964j 0.0024773+0.00370214j 0.00243128-0.00245584j 0.00312455+0.00273365j 0.00287712-0.00716029j 0.00224499-0.00326484j -0.00103318+0.00248549j -0.000763726-0.000792987j 0.00100026-0.00512181j 0.00740703-0.00726807j 0.00185866+0.00727547j 0.00685542+0.00458818j -0.00730626+0.00475371j -0.00227786-0.00787584j 0.0204542-0.000704683j 0.00649936-0.00679723j 0.000831212+0.00310077j 0.00422138+0.00351738j 0.0129187+0.0132079j 0.000450382+0.000989724j 0.000921619+0.00153922j -0.000931831-0.000782906j 0.00876153-0.00629217j -0.00761062-0.00761125j 0.00332812-0.00380405j 0.00938847-0.0050029j -0.00284639-0.00910614j 0.00673541-0.000833878j -0.0113424+0.020946j -0.00364348+0.0108815j -0.00337197+0.00399953j -0.017594+0.0249011j 0.00423291+0.00778737j -0.00608953-0.00414402j -0.0102046-0.00388133j -0.0123243-0.0229425j -0.00797927+0.00496428j -0.00166662-0.0129764j 0.00790558+0.0139123j -0.00489489+0.00617332j -0.0195098-0.0221658j -0.00753435-0.00730255j -0.00917881-0.00234034j -0.0133066+0.00594685j -0.00986887+0.0137811j 0.00120239-0.00852517j -0.0134987-0.00186007j 0.00756737+0.00882651j -0.00426067+0.000520783j -0.00145507+0.000560215j -0.00274888+0.00218285j -0.00444142+0.00840818j -0.00323299+0.00154076j -0.00574398-0.00912273j 0.00435238-0.00420902j 
-0.000479188-0.000153554j -0.00147846+0.0030139j 0.00193851-0.00220825j -0.00147647-7.03645e-05j 0.00415315+0.0069881j 0.000365841-0.000324185j 0.0062863-0.00125635j 0.00510227+0.00028315j 0.00471185-0.000506345j 0.00163316-0.0118137j -0.00572148-0.00209621j 0.0019867+0.00208092j 0.00710143+0.00748487j 0.00158933-0.00918161j -0.0121061-0.000227983j -0.000499416+0.0107694j 0.00941964+0.0027179j 0.000192706+0.0112441j 0.017745+0.00337159j 0.0127275+0.00604845j 0.0144615-0.0065809j -0.00748961-0.00271758j 0.0124697-0.00849621j 0.00832658+0.0095401j 0.0035351+0.00818808j -0.00306359-0.0100152j -0.00271639-0.0118429j -0.00105103+0.0058969j -0.0080585-0.0125701j -0.0071121-0.00700759j -0.00010274+0.00224184j -0.0215897+0.00442114j 0.0211349-0.00746445j 0.0203068+0.00321914j -0.0090101-0.00148728j 0.0103078-0.0142425j 0.0132218-0.00592268j 0.0367131+0.0178246j -0.0117324-0.00786126j -0.0144115+0.00360585j -0.0114689-0.0106096j 0.0294544+0.0162849j -0.00397234-0.00768547j 0.0207948-0.00743852j 0.00602887-2.50574e-05j 0.00274304-0.00854484j -0.00215534+0.00299675j -0.00199473-0.00248655j -0.0114352+0.0111594j 0.00845667+0.00017243j -0.00274538+0.00188219j 0.00210736+0.00408046j 0.00485+0.00349071j 0.000335656+0.00242697j 0.000484086-0.000193641j 0.000123765+0.00192617j 
-0.00543176+0.00037274j -0.000235677+0.00679994j 0.00588716+0.00156401j -0.00354186-0.00434918j -0.002249+0.00541529j 0.00366916-0.00759435j 0.00277219-0.00843539j -0.00577307-0.00512392j 0.0186187-0.00992201j -0.00441777+0.0027502j 0.00753389+0.00567032j 0.0092022+0.000171095j 0.00153256-0.00322737j 0.000875598-0.000439162j 0.00114085-0.0020958j -0.00278306-0.0103271j -0.00933755+0.0132575j 0.00995208+0.00382632j 0.003369+0.0072228j -0.00237153-0.00617762j 0.0015397+0.00868559j -0.00793896+0.0023266j -0.00431695-0.00969263j -0.00271414+0.00653894j -0.00286102+0.00775271j 0.0044652+0.0112108j 0.00392506+0.0136601j 0.0075059-0.00723111j -0.0138494-0.0106796j -0.0030159-0.00591155j 0.00670469+0.00422809j 0.0082076+0.0122821j 0.00054578-0.00822192j -0.0120475+0.0160618j 0.00161692-0.0031283j -0.00768592-0.00716819j -0.00934779-0.00031466j -0.0288877-0.0067726j -0.000615928+0.0108846j -0.0079427-0.0125175j -0.0160942-0.00243093j -0.00317975+0.00985826j -0.0116273-0.00340903j 0.0103067+0.0164751j -0.0229181-0.00202413j -0.0089091-0.00523923j 0.010833+0.00868719j -0.01279-0.0116381j 0.00224579+0.00500152j 0.0029783-0.00478259j 0.00419432-0.00872602j -0.00154067-0.00300051j 0.00689634+0.00981333j -0.00938922+0.00835603j 0.000264538-0.00608843j 0.00576987+0.00327274j 
-0.00283207-0.00226794j -0.00161443+0.00645351j 0.000595128+0.000387939j 0.00156073-0.00555631j 0.00254243-0.00951507j 0.00803715+0.00673095j -0.000898456-0.0118436j 0.000462612-0.00351936j -0.00499765-0.015669j 0.00260896-0.00638252j -0.000655807-0.00532448j -0.0030913-0.0096926j 0.000937314-0.0103281j -0.00361476-0.00186312j -0.00421045+0.00266168j -0.000250423+0.00118503j 0.0124625-0.0176139j -0.000491865+0.00076131j -0.00305208+0.00254953j -0.00868145+0.001463j 0.00150637+0.00910289j -0.00760954-0.0086626j 0.00430213+0.0101769j -0.00183361-0.0158182j -0.00219676+0.0110612j 0.012465+0.014163j -0.00683054+0.00590584j -0.00736794+0.0102704j 0.0057669+0.00105578j 0.0197173+0.00791509j 0.00064323-0.00386532j -0.00987908-0.00709716j 0.0144988-0.011472j 0.00265366+0.00780108j -0.00491449+0.0034397j -0.00536729-0.0048671j -0.00283144-0.00922171j 0.000279985-0.00551091j -0.0354932+0.00555232j 0.0209592+0.00390225j 0.00767355-0.00638659j 0.00270047-0.0014493j -0.00509278-0.00674708j -0.00738434+0.000455488j -0.00899493+0.0140392j 0.00380823-0.00796055j -0.0215146+0.0040791j -0.00687357-0.00821161j 0.00389106+0.00763726j 0.0109857-0.00200519j 0.0013404+0.00172137j -0.000165283-0.00631177j 0.00225433+0.00157681j 0.00263186+0.00187297j 0.00206049-0.00312372j 0.00804197+0.00385014j 
-0.00417637+0.00718675j 0.00566969-0.000540316j -0.000126265+0.00461598j 0.00389405+0.00172017j -0.000125522-0.00570212j 0.0086498-0.0030062j -0.0027115-0.005106j 0.000719885-0.0057111j -0.00321214+0.000192452j 0.00277486+0.0145757j 0.0083544-0.000171003j 0.011216-0.01415j 0.00969878-0.0142714j 0.0125038-0.00192061j -0.00274595+0.00943772j 0.00534197+0.0011933j -0.00664267-0.0159577j -0.00425955-0.02022j -0.00212826+0.0105226j 0.00287061+0.0100944j -0.0047275+0.00416709j -2.3185e-05-0.0043562j -0.00407311+0.0191425j -0.00863797+0.000195331j 0.00209929-0.000921835j 0.00489801-0.00480047j -0.00671152-0.00782219j 0.00362645+0.00729526j -0.0171336+0.0123469j -0.0149044+0.0138952j 0.00840106-0.00640915j 0.00846154-0.000629063j 0.0051297+0.00166873j 0.0004708+0.0049773j -0.00563543+0.0064292j 0.0021864-0.000653655j -0.00477562+0.00301715j 0.0149558+0.00719825j 0.000749816-0.00361804j -0.00162818-0.00983859j 0.00234754-0.00135163j 0.0110846+0.0170188j 0.0168648+0.00741945j 0.0215928+0.00785231j 0.0114847+0.00752268j 0.00216953-0.00904085j -0.000686689-0.00142176j -0.00506792+0.0124478j 0.00991779+0.00178118j -0.00586877-0.0144195j 0.000110646+0.00795179j 0.00940802+0.00207217j -0.00163791-0.0038182j 0.00346256+0.00194119j -0.00325624-0.00759505j 0.00503189-0.00233539j 
0.00346725-0.00603345j -0.00350608-0.000406042j -0.00208234-0.000536906j 0.00229815-0.00271867j 0.00452431-0.00699579j 0.00352837-0.00938341j -0.00326058+0.000842203j 0.00833133+0.00515384j -0.00797675-0.00482242j -0.0123964+0.0101137j -0.00722235-0.0149418j -0.0091872-0.00594412j -0.0027722+0.0105708j 0.00342768+0.00800261j 0.0106374+0.013595j -0.00491111+0.00429357j 0.00256724-0.00693099j 0.000621473-0.00428291j -0.0054414+0.00817579j 0.0013991-0.00877847j -0.00542592-0.00748835j 0.00455739-0.00343309j -0.00149651-0.00709741j 0.00857019-0.00895128j 0.00501055+0.00595075j -0.0083242-0.00533525j 0.0118075+0.00331567j -0.0088361-0.00607995j 0.00911521-0.00898486j -0.00695448+0.0171046j -0.0130358+0.00259314j -0.0147909+0.0128438j 0.00233806-0.000551682j 0.00407683+0.00623257j -0.00812219-0.00443167j 0.0120002-0.010879j 0.011409+0.0120308j -0.00314986+0.00936213j 0.025581-0.00478833j 0.010103-0.00617392j -0.0336432-0.0131267j 0.00395917+0.0170551j 0.0108746+0.00417517j 0.00131397+0.000250025j -0.00981044-0.0010011j -0.00152135-0.0110131j 0.00352787-0.0118946j 0.00316277+0.000792915j 0.00764573+0.00220534j -0.00255168-0.00347931j 0.000362603+0.000860372j 0.000173233+0.00223255j -0.0034611-0.00247156j -0.00207933-0.00465759j 0.00216617+0.0026925j -0.00326171+0.00161893j 
0.00623124-0.00584811j -0.00367708-0.00454896j -0.0019564-0.0064149j -0.00737763+0.00809798j 0.00397017-0.00592274j 0.00956893-0.00142719j 0.00788773-0.00522488j -0.00123593-0.00799335j 0.012868-0.00269381j -0.00330442-0.0110562j -0.00311036-0.0151104j -0.00419579+0.00452686j 0.000851821-0.00050891j -0.00114914+0.0109632j 0.00516306-0.0143988j 0.00378658-0.0154556j 0.00807346+0.00768132j 0.00313845+0.00425244j 0.000801531+0.00622054j -0.00386297-0.000256123j 0.00600986-0.00199621j -0.000441313+0.00835783j -0.00300114-0.0028852j 0.00445343+0.0156884j -0.00489273-0.0112646j 0.00454451-0.00757655j -0.00605062-0.00742146j -0.00221121-0.00371985j -0.0146365-0.0107039j -0.00642737+0.0115144j 0.00763186+0.00778371j 0.01249-0.0143789j 0.0232953-0.00683465j 0.0335078+0.0150376j 0.0070525+0.0105308j -0.00251406-0.00186987j -0.0137265-0.0058907j 0.00638612+0.000521128j 0.00668501-0.00102425j -0.00304151-0.00864348j 0.0124233+0.00242232j -0.00703399-0.0034527j 0.010346+0.00258076j 0.00772246+0.00705098j 0.0123702+0.00773175j 0.0214361-0.00438156j -0.000454345+0.00418707j 0.00265202-0.0116798j -0.00115926-0.00371866j -0.00250312-0.00252815j 0.00300405+9.23389e-05j 0.00289236+0.00478681j -0.00129416-0.00940459j 0.00647111-0.00218369j 0.00240323+0.00911815j -0.00701918+0.00145524j 
-0.000689933-0.000138737j -0.00320997+0.00119686j 0.000401569-0.000862476j -0.00336242-0.00212077j -0.00273715+0.00143324j -0.00124736-0.0104814j -0.0114535+0.00537382j 0.00102039+0.00764353j 0.0073784-0.000893001j -0.000936321+0.00738197j 0.00779168-0.00282679j 0.00642352+0.00363859j -0.000559698+0.0144607j 0.00476167+0.00053792j 0.00178999-0.00153722j 0.00133872-0.00922227j -0.00752036+0.00456457j 3.61863e-05-0.00120594j 0.00323776+0.00761604j 0.00140413-0.00684389j 0.00345098-0.0114694j 0.00357201-0.00200963j -0.00357891-0.00925513j -0.00715531+0.00770839j -0.0043352+0.00548266j 0.00621015-0.00699507j -0.0186035+0.00420489j 0.0167962-0.00735948j -0.0207638-0.00616705j 0.00859704-0.00198993j 0.00612818+0.000788835j -0.0190703-0.00615791j 0.00630474+0.0154698j -0.000262369+0.0111327j -0.0198677+0.00579907j -0.0144398+0.00870053j -0.0113928-0.00029934j -0.0129746+0.00579993j -0.0487212-0.00226678j -0.0224511+0.00400906j -0.00880472-0.00966053j 0.00358582+0.00275458j 0.0263252+0.0169148j 0.00749529-0.00668505j 0.0114974+0.00911891j -0.00263903+0.000498556j 0.000227612-0.00916075j -0.00313468-0.00130661j -0.00290755+0.00184036j 0.000149509-0.00425652j 0.00106872-0.00320286j -0.000927109-0.000281262j -0.00136411+0.0049238j -0.000719239-0.00110615j -0.00151523+0.00164735j -0.00246307+0.00115574j 
-0.00414452-0.00235503j -0.00519329+0.0105191j 0.00122173+0.000260465j -0.00081153-0.00461103j 0.00392302-0.0048136j 0.0018097+0.00381002j -0.00252094-0.00651498j -0.000355835+0.0121128j 0.00156814-0.0115132j 0.00297981-0.001934j 0.00126088-0.00253883j -0.00478043+0.00199712j -0.00992959+0.0053717j -0.00200298-0.00377037j 0.00979285-0.00915204j -0.00182287-0.0035361j 0.00358385+0.00686444j -0.00313836+0.0138763j 0.0009644-0.000950111j 0.00518928-0.00789622j 0.00400416-0.00388677j -0.000534051-0.00276111j -0.00398753+0.000326035j 0.00847667+0.0188152j -0.00128698-0.00267082j -0.00280688+0.00571782j 0.0215452-0.00761804j -0.0120009+0.00662956j 0.00868477-0.00840879j -0.00741494-0.00864159j -0.000849194-0.00846314j -0.0107119-0.0150583j -0.0391268-0.000877904j 0.0109357+0.00840534j 0.00416795+0.00556668j -0.00527115+0.00332771j 0.00403852-0.000946034j 0.00925855+0.00619199j -0.00267108+0.0100267j 0.0064558-0.00159656j 0.0309332+0.00213717j -0.00220068+0.00824047j 0.0126172-0.00597075j -3.76859e-05+0.00126752j 0.00435697+0.00815285j 0.000263687-0.00348915j -0.0105925-0.00212793j -0.00695495+0.00516843j 0.00285166+0.00568592j 0.000584115-0.00425503j -0.00788368-0.00181235j 0.00448148-0.00474837j 0.00436952+0.00481381j 0.00186672+0.000183438j 0.00366808-0.00209686j 0.00594413+0.00732448j 
-0.00166821+0.0046768j 0.00151505-0.00119981j -0.00619723+0.000893438j -0.00191788+0.00582418j 0.00849698-0.00455744j 0.00724197+0.00278397j -3.43072e-05-0.00319031j -0.00640196+0.00362849j 0.00489143-0.00241951j 0.0105735+0.00980238j -0.00201218+0.0117865j 0.00355111+0.0107135j -0.00414145+0.0106631j 0.00291802-0.0216014j 0.003507-0.00534857j -0.00727284-0.00964405j 0.0191616+0.010825j 0.00293438+0.00120928j -0.0147165+0.00532305j -0.00557766-0.00916103j 0.00183217-0.00644415j -0.00662775-0.00290662j -0.00925209-0.0151629j 0.0133184+0.00163417j 0.0246708+0.00427882j 0.0152467+0.00472268j -0.0106215-0.0050133j 0.0145461-0.00487596j -0.00465279-0.00132432j 0.0207439-0.00201853j -0.000939008-0.0004428j -0.00492739+0.00562314j -0.0105664-0.000301093j 0.00457099-0.00109822j 0.00414409+0.00192491j -0.0126523+0.000150749j 0.0226734-0.00315606j -0.0122309+0.0070863j 0.00638032-0.00169335j -0.00304911+0.00954537j -0.00471001+0.0074634j 0.0153936-0.00531574j -0.000687392-0.0110573j 0.00551556+0.0156789j -0.0124019+0.00843607j -0.00608097-0.00203542j -0.00305907+0.00325318j -0.000903031-0.0105924j -0.00387956+0.00184955j -0.00650313-0.0126701j -0.00651661+0.00432615j -0.00102496+0.00695916j -0.00523642-0.0042393j 0.00788827-0.00233149j -0.000310589-0.00468596j 0.00184255-0.000515998j 
