-0.0646069-0j -0.00657323-0j -0.00664135-0j -0.00378315-0j -0.000546051-0j -0.00468141-0j -0.000675703-0j -0.00273082-0j -0.00039416-0j -0.0026667-0j -0.000471411-0j -0.00311115-0j -3.92842e-05-0j -0.00190518-0j -0.000549979-0j -0.00272226-0j -0.000336792-0j -4.58316e-05-0j -0.00112287-0j -2.8066e-05-0j -0.000481232-0j -0.000198498-0j -4.01026e-05-0j -1.65415e-05-0j -0.00205914-0j -0.00034319-0j -0.00232604-0j -0.00021016-0j -4.28987e-05-0j -0.00189921-0j -2.52783e-06-0j -0.000387674-0j -0.00191889-0j -0.000237401-0j -0.00166181-0j -0.000316535-0j -4.84593e-05-0j -0.00137092-0j -0.000193837-0j -0.000319815-0j -2.85549e-06-0j -0.000438016-0j -3.95668e-05-0j -0.000276968-0j -0.000195846-0j -0.000169607-0j -3.99768e-05-0j -0.000228487-0j -2.3315e-06-0j -3.4621e-05-0j -0.000139919-0j -7.30026e-05-0j -2.35566e-06-0j -4.47048e-05-0j -2.04006e-06-0j -2.85608e-05-0j -9.12533e-06-0j -1.68296e-06-0j -5.37715e-07-0j 
0.000675703-0j 0.00636525-0j -0.00661966-0j 3.95668e-05-0j 0.0253878-0j -4.75676e-05-0j -0.0305215-0j 2.85608e-05-0j 0.0183259-0j 2.78902e-05-0j -0.000469871-0j 3.25386e-05-0j 0.00559726-0j -5.86427e-05-0j -0.000548183-0j -2.76607e-05-0j 0.000987964-0j 0.00653014-0j 1.17438e-05-0j -0.0117689-0j 0.000466006-0j -0.00019785-0j -0.00555121-0j 0.00235685-0j 2.15359e-05-0j -0.000342069-0j 2.43274e-05-0j 2.198e-06-0j 0.00199451-0j -1.92978e-05-0j 0.000725402-0j -0.000386408-0j 2.00691e-05-0j 2.4829e-06-0j -5.11514e-05-0j 0.00030652-0j 0.00225304-0j -1.39299e-05-0j -1.96957e-06-0j -0.000318771-0j 0.000819429-0j 4.58107e-06-0j -0.00178723-0j 0.000812473-0j 2.04829e-06-0j -5.22062e-06-0j 0.00185866-0j 0.000221257-0j -0.000650014-0j -0.0047373-0j -1.42171e-06-0j -7.27643e-05-0j 0.000675994-0j 4.67554e-07-0j -0.00172295-0j -0.00129009-0j 0.000424268-0j -0.000469205-0j 0.000154306-0j 
-0.00456602-0j 0.000481232-0j -0.000485927-0j -0.0264795-0j 3.99768e-05-0j 0.0316313-0j -4.77546e-05-0j -0.0171614-0j 2.5909e-05-0j 0.000195231-0j -0.00329956-0j -0.000219877-0j 2.87603e-06-0j 0.00013948-0j 0.00371609-0j -0.000199179-0j -0.00235732-0j -3.2391e-06-0j 0.00038854-0j 2.05474e-06-0j 0.00336628-0j -0.00656662-0j -2.93419e-06-0j 5.72374e-06-0j 0.000150751-0j 2.51252e-05-0j -0.000164391-0j -0.00295734-0j -0.000300262-0j 0.000139043-0j 1.85065e-07-0j -2.73985e-05-0j -0.000140399-0j 0.00322491-0j -0.000117446-0j 2.31738e-05-0j 0.000327429-0j 9.01134e-05-0j -0.00272765-0j -2.33999e-05-0j -2.01809e-07-0j 0.000336267-0j -0.000276941-0j -1.95744e-05-0j 0.00275426-0j 0.00230399-0j 0.000279643-0j 1.50189e-05-0j 1.70691e-07-0j 0.000233927-0j -0.00176779-0j 5.60445e-05-0j -1.72356e-07-0j -0.00659668-0j -1.44179e-07-0j -0.000179485-0j -0.000669768-0j 1.10625e-07-0j 4.12807e-07-0j 
-0.00427352-0j 0.000422419-0j -0.000439302-0j -0.000250243-0j -3.61194e-05-0j 0.000300844-0j 4.34231e-05-0j -0.000180635-0j -2.60724e-05-0j 0.0254647-0j -3.11822e-05-0j 0.0297089-0j -2.59852e-06-0j -0.0535429-0j -3.63792e-05-0j -0.0252552-0j 6.55645e-05-0j -3.0316e-06-0j 0.0107225-0j 5.46371e-06-0j 3.09257e-05-0j -1.313e-05-0j 2.57714e-06-0j -1.09416e-06-0j 0.0263459-0j 0.00327717-0j 0.0297608-0j -1.39014e-05-0j -2.8376e-06-0j -0.0236078-0j -1.67207e-07-0j 0.00370196-0j 0.0245514-0j -1.57033e-05-0j -0.0625759-0j -0.00293659-0j -3.20541e-06-0j -0.017041-0j 1.24567e-05-0j 0.00305396-0j -1.88881e-07-0j 0.00560423-0j 2.5427e-06-0j -0.00778384-0j -1.29545e-05-0j 3.30181e-05-0j -2.64433e-06-0j -0.00211974-0j 1.4983e-07-0j 6.73979e-06-0j 8.99169e-06-0j 0.000697113-0j -1.55819e-07-0j -2.95707e-06-0j 3.97146e-07-0j 1.83542e-06-0j -6.03609e-07-0j 1.08153e-07-0j -3.5568e-08-0j 
0.000659049-0j 0.00661966-0j -0.00668425-0j -3.99768e-05-0j -0.0256509-0j 4.77546e-05-0j 0.0306415-0j -2.5909e-05-0j -0.0166243-0j -2.81792e-05-0j 0.000474741-0j 3.17366e-05-0j -0.00565526-0j -2.01322e-05-0j -0.000534672-0j 2.8749e-05-0j 0.000339171-0j 0.00636918-0j -5.60809e-05-0j -0.00404032-0j -0.00048434-0j 0.000944806-0j 0.00576962-0j -0.0112548-0j -2.17591e-05-0j 0.000345614-0j 2.37278e-05-0j -2.22078e-06-0j -0.00201518-0j -2.00691e-05-0j -0.000732919-0j -0.000376884-0j 2.02649e-05-0j 2.42171e-06-0j 1.69519e-05-0j 0.000318771-0j 0.00219751-0j -1.30068e-05-0j -2.04829e-06-0j -0.000321881-0j 0.000799232-0j -4.8536e-05-0j -0.00185866-0j -0.000269259-0j 2.06827e-06-0j 1.73015e-06-0j 0.0018768-0j 0.000206595-0j -0.000675994-0j 0.00156998-0j -1.3275e-06-0j 0.00077093-0j 0.00068259-0j -4.95368e-06-0j 0.000570999-0j -0.0012046-0j -0.00449508-0j -0.000438112-0j -0.00163486-0j 
-0.00416819-0j 0.000439302-0j -0.000443588-0j 0.000252836-0j 3.64937e-05-0j -0.000302027-0j -4.35938e-05-0j 0.000163863-0j 2.36516e-05-0j -0.0257286-0j 3.15053e-05-0j 0.0289766-0j 2.62544e-06-0j -0.0183814-0j -3.54826e-05-0j 0.0262489-0j 2.25085e-05-0j -2.95688e-06-0j -0.0512039-0j 1.87571e-06-0j -3.21424e-05-0j 6.27004e-05-0j -2.67853e-06-0j 5.22503e-06-0j -0.0266189-0j -0.00331113-0j 0.0290273-0j 1.40454e-05-0j 2.86701e-06-0j -0.0245514-0j 1.6894e-07-0j 0.00361072-0j 0.0247909-0j -1.53162e-05-0j 0.0207381-0j -0.00305396-0j -3.12641e-06-0j -0.0159118-0j 1.29545e-05-0j 0.00308376-0j -1.84225e-07-0j -0.0593763-0j 2.64433e-06-0j 0.00257962-0j -1.30809e-05-0j -1.09424e-05-0j -2.67013e-06-0j -0.00197927-0j 1.55819e-07-0j -2.23361e-06-0j 8.39582e-06-0j -0.00738584-0j -1.57339e-07-0j 3.13298e-05-0j -1.31617e-07-0j 1.71379e-06-0j 6.39518e-06-0j 1.00986e-07-0j 3.76839e-07-0j 
0.000755459-0j 0.00352095-0j -0.00366167-0j -0.00422929-0j -0.00060851-0j 0.00508449-0j 0.000731557-0j -0.00305286-0j -0.000439246-0j 3.11822e-05-0j 0.0248487-0j 3.63792e-05-0j -6.58962e-05-0j -6.55645e-05-0j 0.0289902-0j -3.09257e-05-0j -0.0522476-0j -7.68789e-05-0j 1.313e-05-0j 0.000138555-0j -0.0246443-0j 0.0104631-0j 6.53541e-05-0j -2.77471e-05-0j -0.00465733-0j -0.000189216-0j -0.00526102-0j -0.000472344-0j 0.00457046-0j 0.00417332-0j -5.66351e-06-0j -0.000213742-0j -0.00434012-0j -0.00053357-0j 0.011062-0j 0.000169552-0j 0.00516289-0j 0.00301246-0j 0.000423256-0j -0.000176328-0j -6.39761e-06-0j -0.000990698-0j -0.00409547-0j 0.00044942-0j -0.000440173-0j 0.0011219-0j 0.00425916-0j 0.000122389-0j 5.07492e-06-0j -0.0108556-0j 0.000305522-0j -4.02496e-05-0j -5.27776e-06-0j -0.000100476-0j 1.34518e-05-0j -0.00295627-0j 0.000972219-0j 3.66327e-06-0j -1.20473e-06-0j 
0.00050364-0j 0.0023473-0j -0.00244112-0j 2.94914e-05-0j -0.000405673-0j -3.54548e-05-0j 0.000487705-0j 2.1288e-05-0j -0.000292831-0j -0.00602289-0j -0.000173273-0j -0.0070267-0j -4.39308e-05-0j 0.0126639-0j -0.000202152-0j 0.00597333-0j 0.000364329-0j -5.12526e-05-0j -0.00253607-0j 9.23701e-05-0j 0.000171848-0j -7.29606e-05-0j 4.35694e-05-0j -1.8498e-05-0j 1.60519e-05-0j 0.0365474-0j 1.81326e-05-0j 1.63829e-06-0j -3.18704e-05-0j -1.43837e-05-0j -3.77567e-06-0j 0.0412846-0j 1.49586e-05-0j 1.85065e-06-0j -3.8126e-05-0j -0.0327491-0j -3.60015e-05-0j -1.03827e-05-0j -1.46803e-06-0j 0.0340581-0j -4.26507e-06-0j 3.41453e-06-0j 2.85583e-05-0j -0.0868062-0j 1.52671e-06-0j -3.89122e-06-0j -2.96997e-05-0j -0.0236396-0j 3.38328e-06-0j 7.56977e-05-0j -1.05968e-06-0j 0.00777428-0j -3.51851e-06-0j 3.48494e-07-0j 8.96786e-06-0j 2.06144e-05-0j -6.77941e-06-0j 2.44218e-06-0j -8.03153e-07-0j 
-6.29549e-05-0j -0.000892683-0j 0.000928362-0j -3.68642e-06-0j -0.00724877-0j 4.43185e-06-0j 0.00871454-0j -2.661e-06-0j -0.00523244-0j -2.59852e-06-0j 6.58962e-05-0j -3.0316e-06-0j 0.0240601-0j 5.46371e-06-0j 7.68789e-05-0j 2.57714e-06-0j -0.000138555-0j 0.0280702-0j -1.09416e-06-0j -0.0505895-0j -6.53541e-05-0j 2.77471e-05-0j -0.0238622-0j 0.0101311-0j 0.000388111-0j 4.79728e-05-0j 0.000438418-0j -2.04786e-07-0j -0.000569476-0j -0.000347776-0j 0.00639557-0j 5.41911e-05-0j 0.000361676-0j -2.31331e-07-0j -0.00092183-0j -4.29872e-05-0j -0.000643292-0j -0.000251038-0j 1.83504e-07-0j 4.47054e-05-0j 0.00722457-0j 8.25582e-05-0j 0.000510293-0j -0.000113944-0j -1.90838e-07-0j 4.86402e-07-0j -0.000530689-0j -3.10298e-05-0j -0.00573091-0j 0.0013526-0j 1.3246e-07-0j 1.02047e-05-0j 0.00595997-0j -4.35617e-08-0j -0.0151906-0j 0.000368349-0j -0.000121138-0j -0.00413679-0j 0.00136045-0j 
0.000736839-0j 0.00366167-0j -0.0036974-0j 0.00427311-0j 0.000614816-0j -0.00510448-0j -0.000734433-0j 0.0027694-0j 0.000398462-0j -3.15053e-05-0j -0.0251062-0j 3.54826e-05-0j 6.65791e-05-0j -2.25085e-05-0j 0.0282756-0j 3.21424e-05-0j -0.0179368-0j -7.4984e-05-0j -6.27004e-05-0j 4.75664e-05-0j 0.0256139-0j -0.0499652-0j -6.79254e-05-0j 0.000132502-0j 0.0047056-0j 0.000191177-0j -0.00513134-0j 0.000477239-0j -0.00461783-0j 0.00434012-0j 5.7222e-06-0j -0.000208474-0j -0.00438246-0j -0.000520418-0j -0.00366601-0j 0.000176328-0j 0.00503563-0j 0.00281283-0j 0.000440173-0j -0.000178049-0j -6.23992e-06-0j 0.0104963-0j -0.00425916-0j -0.000148941-0j -0.000444467-0j -0.000371805-0j 0.00430072-0j 0.000114278-0j 5.27776e-06-0j 0.00359763-0j 0.000285276-0j 0.000426441-0j -5.32925e-06-0j 0.00106453-0j -4.45802e-06-0j -0.00276036-0j -0.0103006-0j 3.42051e-06-0j 1.2764e-05-0j 
0.000436165-0j -4.3113e-05-0j 4.48361e-05-0j -0.0049091-0j 3.68642e-06-0j 0.00590177-0j -4.43185e-06-0j -0.00354358-0j 2.661e-06-0j -0.00259898-0j -0.000611713-0j -0.00303215-0j 2.6521e-07-0j 0.0054647-0j -0.000713665-0j 0.0025776-0j 0.0012862-0j 3.09412e-07-0j -0.00109436-0j -5.57638e-07-0j 0.00060668-0j -0.000257575-0j -2.63028e-07-0j 1.11673e-07-0j 1.39014e-05-0j -0.000334475-0j 1.57033e-05-0j 0.0259352-0j -5.56663e-05-0j -1.24567e-05-0j 1.70655e-08-0j -0.00037783-0j 1.29545e-05-0j 0.0292969-0j -3.30181e-05-0j 0.000299715-0j -6.28818e-05-0j -8.99169e-06-0j -0.0232399-0j -0.000311694-0j 1.92776e-08-0j 2.95707e-06-0j 4.98812e-05-0j 0.000794435-0j 0.0241687-0j -0.0616006-0j -5.18748e-05-0j 0.000216345-0j -1.5292e-08-0j 0.000132217-0j -0.0167754-0j -7.11488e-05-0j 1.59032e-08-0j 0.00551689-0j -4.05335e-08-0j 3.60061e-05-0j -1.18412e-05-0j -1.10383e-08-0j 3.63014e-09-0j 
0.000491226-0j 0.00244112-0j -0.00246493-0j -2.9797e-05-0j 0.000409877-0j 3.55942e-05-0j -0.000489622-0j -1.93114e-05-0j 0.000265641-0j 0.0060853-0j 0.000175069-0j -0.00685351-0j 4.43861e-05-0j 0.00434755-0j -0.00019717-0j -0.00620835-0j 0.000125075-0j -4.99893e-05-0j 0.0121107-0j 3.17109e-05-0j -0.000178609-0j 0.000348414-0j -4.52836e-05-0j 8.8335e-05-0j -1.62183e-05-0j -0.0369261-0j 1.76856e-05-0j -1.65527e-06-0j 3.22007e-05-0j -1.49586e-05-0j 3.8148e-06-0j 0.040267-0j 1.51045e-05-0j 1.80503e-06-0j 1.26352e-05-0j -0.0340581-0j -3.51141e-05-0j -9.69466e-06-0j -1.52671e-06-0j 0.0343904-0j -4.15995e-06-0j -3.61766e-05-0j 2.96997e-05-0j 0.0287682-0j 1.5416e-06-0j 1.28958e-06-0j -2.99895e-05-0j -0.022073-0j 3.51851e-06-0j -2.50867e-05-0j -9.89457e-07-0j -0.0823677-0j -3.55283e-06-0j -3.69226e-06-0j -2.97201e-06-0j 1.92484e-05-0j 7.18271e-05-0j 2.28034e-06-0j 8.50932e-06-0j 
-6.14032e-05-0j -0.000928362-0j 0.000937419-0j 3.72462e-06-0j 0.00732389-0j -4.44928e-06-0j -0.0087488-0j 2.41393e-06-0j 0.00474661-0j 2.62544e-06-0j -6.65791e-05-0j -2.95688e-06-0j -0.0243095-0j 1.87571e-06-0j 7.4984e-05-0j -2.67853e-06-0j -4.75664e-05-0j 0.0273783-0j 5.22503e-06-0j -0.0173675-0j 6.79254e-05-0j -0.000132502-0j 0.024801-0j -0.0483795-0j -0.000392133-0j -4.847e-05-0j 0.000427612-0j 2.06909e-07-0j 0.000575378-0j -0.000361676-0j -0.00646185-0j 5.28554e-05-0j 0.000365205-0j -2.25629e-07-0j 0.000305501-0j -4.47054e-05-0j -0.000627436-0j -0.000234402-0j 1.90838e-07-0j 4.51415e-05-0j 0.0070465-0j -0.000874695-0j 0.000530689-0j 3.77617e-05-0j -1.927e-07-0j -1.61197e-07-0j -0.000535866-0j -2.89735e-05-0j -0.00595997-0j -0.000448262-0j 1.23682e-07-0j -0.000108118-0j 0.00601811-0j 4.61532e-07-0j 0.00503426-0j 0.000343939-0j 0.00128344-0j -0.00386265-0j -0.0144139-0j 
0.000425414-0j -4.48361e-05-0j 4.52735e-05-0j 0.00495997-0j -3.72462e-06-0j -0.00592497-0j 4.44928e-06-0j 0.00321456-0j -2.41393e-06-0j 0.00262592-0j 0.000618052-0j -0.00295741-0j -2.67958e-07-0j 0.00187605-0j -0.000696075-0j -0.00267902-0j 0.000441558-0j 3.01785e-07-0j 0.00522597-0j -1.91439e-07-0j -0.000630549-0j 0.00123002-0j 2.73377e-07-0j -5.33278e-07-0j -1.40454e-05-0j 0.000337941-0j 1.53162e-05-0j -0.026204-0j 5.62432e-05-0j -1.29545e-05-0j -1.72424e-08-0j -0.000368517-0j 1.30809e-05-0j 0.0285748-0j 1.09424e-05-0j 0.000311694-0j -6.13319e-05-0j -8.39582e-06-0j -0.0241687-0j -0.000314735-0j 1.88024e-08-0j -3.13298e-05-0j 5.18748e-05-0j -0.000263281-0j 0.0244045-0j 0.0204149-0j -5.23809e-05-0j 0.000202009-0j -1.59032e-08-0j -4.38176e-05-0j -0.0156638-0j 0.000753815-0j 1.60583e-08-0j -0.0584508-0j 1.34331e-08-0j 3.36201e-05-0j 0.000125457-0j -1.03068e-08-0j -3.8461e-08-0j 
-8.90317e-05-0j -0.000838696-0j 0.000872217-0j 0.000498426-0j -0.00334514-0j -0.000599213-0j 0.00402156-0j 0.000359783-0j -0.00241465-0j 0.000530516-0j -0.00591901-0j 0.000618935-0j -0.000737504-0j -0.00111548-0j -0.00690551-0j -0.000526151-0j 0.0124455-0j -0.000860421-0j 0.000223385-0j 0.0015507-0j 0.00587031-0j -0.00249233-0j 0.000731436-0j -0.000310542-0j -2.8376e-06-0j -0.0065067-0j -3.20541e-06-0j 5.56663e-05-0j 0.025125-0j 2.5427e-06-0j -9.55801e-05-0j -0.00735009-0j -2.64433e-06-0j 6.28818e-05-0j 6.73979e-06-0j 0.00583048-0j 0.0283817-0j 1.83542e-06-0j -4.98812e-05-0j -0.00606352-0j -0.000107969-0j -6.03609e-07-0j -0.0225139-0j 0.0154545-0j 5.18748e-05-0j -0.000132217-0j 0.0234137-0j 0.00420867-0j 8.56469e-05-0j -0.0596762-0j -3.60061e-05-0j -0.00138409-0j -8.90701e-05-0j 1.18412e-05-0j 0.000227019-0j -0.0162514-0j 0.00534454-0j 6.18232e-05-0j -2.03316e-05-0j 
-4.45159e-05-0j -0.000207474-0j 0.000215766-0j 0.000752853-0j 3.58568e-05-0j -0.000905087-0j -4.31074e-05-0j 0.000543438-0j 2.58828e-05-0j -1.83743e-06-0j -0.0044233-0j -2.14367e-06-0j 3.88297e-06-0j 3.86343e-06-0j -0.00516052-0j 1.82231e-06-0j 0.00930056-0j 4.53013e-06-0j -7.7369e-07-0j -8.16444e-06-0j 0.00438691-0j -0.00186253-0j -3.85102e-06-0j 1.63501e-06-0j -1.4188e-06-0j 1.11497e-05-0j -1.60271e-06-0j -0.00802465-0j -0.000813585-0j 1.27135e-06-0j 3.33725e-07-0j 1.25949e-05-0j -1.32217e-06-0j -0.00906481-0j 3.3699e-06-0j -9.99093e-06-0j -0.000919042-0j 9.1771e-07-0j 0.00719068-0j 1.03902e-05-0j 3.76983e-07-0j -3.01805e-07-0j 0.000729033-0j -2.64823e-05-0j -0.00747809-0j 0.0190599-0j -0.000758171-0j -7.21183e-06-0j -2.99043e-07-0j 0.0019324-0j 0.00519051-0j 2.37173e-06-0j 3.10995e-07-0j -0.00170699-0j -7.92654e-07-0j 0.000526244-0j -0.000173064-0j -2.1586e-07-0j 7.09894e-08-0j 
-8.68373e-05-0j -0.000872217-0j 0.000880727-0j -0.000503591-0j 0.0033798-0j 0.000601569-0j -0.00403737-0j -0.000326377-0j 0.00219045-0j -0.000536013-0j 0.00598034-0j 0.000603679-0j 0.000745146-0j -0.000382946-0j -0.0067353-0j 0.000546852-0j 0.00427256-0j -0.000839214-0j -0.00106675-0j 0.000532358-0j -0.00610127-0j 0.0119018-0j -0.000760214-0j 0.00148295-0j 2.86701e-06-0j 0.00657412-0j -3.12641e-06-0j -5.62432e-05-0j -0.0253854-0j 2.64433e-06-0j 9.65706e-05-0j -0.00716893-0j -2.67013e-06-0j 6.13319e-05-0j -2.23361e-06-0j 0.00606352-0j 0.0276822-0j 1.71379e-06-0j -5.18748e-05-0j -0.00612268-0j -0.000105308-0j 6.39518e-06-0j -0.0234137-0j -0.00512173-0j 5.23809e-05-0j 4.38176e-05-0j 0.0236422-0j 0.00392976-0j 8.90701e-05-0j 0.0197771-0j -3.36201e-05-0j 0.0146643-0j -8.99391e-05-0j -0.000125457-0j -7.52357e-05-0j -0.0151744-0j -0.0566248-0j 5.77263e-05-0j 0.000215411-0j 
5.24625e-06-0j 9.93598e-05-0j -0.000103331-0j 3.07202e-07-0j 0.00121662-0j -3.69321e-07-0j -0.00146264-0j 2.2175e-07-0j 0.000878206-0j -3.12609e-05-0j -7.33456e-06-0j -3.64711e-05-0j -0.00828263-0j 6.57301e-05-0j -8.55699e-06-0j 3.10037e-05-0j 1.54218e-05-0j -0.00966307-0j -1.31631e-05-0j 0.0174153-0j 7.27422e-06-0j -3.08838e-06-0j 0.00821449-0j -0.00348759-0j 1.67207e-07-0j 0.000770845-0j 1.88881e-07-0j 1.70655e-08-0j 9.55801e-05-0j -1.4983e-07-0j 0.0243162-0j 0.000870761-0j 1.55819e-07-0j 1.92776e-08-0j -3.97146e-07-0j -0.000690734-0j 0.000107969-0j -1.08153e-07-0j -1.5292e-08-0j 0.000718342-0j 0.0274681-0j 3.5568e-08-0j -8.56469e-05-0j -0.00183089-0j 1.59032e-08-0j -4.05335e-08-0j 8.90701e-05-0j -0.000498598-0j -0.0217892-0j -0.000227019-0j -1.10383e-08-0j 0.000163972-0j 0.02266-0j 3.63014e-09-0j -0.0577552-0j -6.18232e-05-0j 2.03316e-05-0j -0.0157283-0j 0.0051725-0j 
-4.34187e-05-0j -0.000215766-0j 0.000217871-0j -0.000760654-0j -3.62284e-05-0j 0.000908646-0j 4.32769e-05-0j -0.00049298-0j -2.34796e-05-0j 1.85647e-06-0j 0.00446914-0j -2.09083e-06-0j -3.92321e-06-0j 1.32633e-06-0j -0.00503333-0j -1.89401e-06-0j 0.00319291-0j 4.41848e-06-0j 3.69466e-06-0j -2.80288e-06-0j -0.00455951-0j 0.00889427-0j 4.00254e-06-0j -7.80778e-06-0j 1.4335e-06-0j -1.12652e-05-0j -1.5632e-06-0j 0.00810781-0j 0.000822016-0j 1.32217e-06-0j -3.37184e-07-0j 1.22844e-05-0j -1.33507e-06-0j -0.00884138-0j -1.11681e-06-0j -1.03902e-05-0j -0.00089639-0j 8.56895e-07-0j 0.00747809-0j 1.04916e-05-0j 3.67691e-07-0j 3.19759e-06-0j 0.000758171-0j 8.77643e-06-0j -0.00755104-0j -0.00631659-0j -0.000765568-0j -6.73392e-06-0j -3.10995e-07-0j -0.000640412-0j 0.00484654-0j -2.51283e-05-0j 3.14029e-07-0j 0.0180854-0j 2.62691e-07-0j 0.00049137-0j 0.0018336-0j -2.01556e-07-0j -7.52125e-07-0j 
6.42531e-06-0j 9.1109e-05-0j -9.47505e-05-0j -7.23179e-05-0j 0.000739824-0j 8.69413e-05-0j -0.000889424-0j -5.22018e-05-0j 0.000534033-0j 2.6521e-07-0j 0.00129271-0j 3.09412e-07-0j -0.00245563-0j -5.57638e-07-0j 0.00150816-0j -2.63028e-07-0j -0.00271809-0j -0.0028649-0j 1.11673e-07-0j 0.00516327-0j -0.00128207-0j 0.000544324-0j 0.00243543-0j -0.001034-0j 2.04786e-07-0j -4.89621e-06-0j 2.31331e-07-0j 0.000382062-0j -0.0111716-0j -1.83504e-07-0j -0.000652745-0j -5.53085e-06-0j 1.90838e-07-0j 0.000431585-0j -4.86402e-07-0j 4.38737e-06-0j -0.0126197-0j -1.3246e-07-0j -0.000342356-0j -4.56272e-06-0j -0.000737354-0j 4.35617e-08-0j 0.0100106-0j 1.16293e-05-0j 0.000356039-0j -0.000907462-0j -0.0104107-0j 3.16697e-06-0j 0.000584909-0j 0.0265345-0j -0.000247126-0j -1.04151e-06-0j -0.000608286-0j 8.12714e-05-0j 0.00155038-0j 0.00722604-0j -0.0023764-0j 0.000422209-0j -0.000138851-0j 
5.11694e-06-0j 0.000103331-0j -0.000104339-0j -3.10385e-07-0j -0.00122923-0j 3.70773e-07-0j 0.00146839-0j -2.01161e-07-0j -0.000796665-0j 3.15849e-05-0j 7.41057e-06-0j -3.55722e-05-0j 0.00836846-0j 2.25653e-05-0j -8.34608e-06-0j -3.22235e-05-0j 5.29437e-06-0j -0.00942489-0j 6.28587e-05-0j 0.00597872-0j -7.56041e-06-0j 1.47482e-05-0j -0.00853768-0j 0.0166545-0j -1.6894e-07-0j -0.000778833-0j 1.84225e-07-0j -1.72424e-08-0j -9.65706e-05-0j -1.55819e-07-0j -0.0245682-0j 0.000849299-0j 1.57339e-07-0j 1.88024e-08-0j 1.31617e-07-0j -0.000718342-0j 0.000105308-0j -1.00986e-07-0j -1.59032e-08-0j 0.00072535-0j 0.0267911-0j -3.76839e-07-0j -8.90701e-05-0j 0.000606769-0j 1.60583e-08-0j 1.34331e-08-0j 8.99391e-05-0j -0.000465557-0j -0.02266-0j 7.52357e-05-0j -1.03068e-08-0j -0.00173727-0j 0.0228811-0j -3.8461e-08-0j 0.0191405-0j -5.77263e-05-0j -0.000215411-0j -0.014686-0j -0.0548021-0j 
-4.14752e-07-0j -9.8291e-06-0j 1.0222e-05-0j 2.32191e-06-0j -0.000160865-0j -2.79142e-06-0j 0.000193393-0j 1.67604e-06-0j -0.000116118-0j -1.71192e-08-0j -6.93679e-05-0j -1.99724e-08-0j 0.00165436-0j 3.59954e-08-0j -8.09292e-05-0j 1.69784e-08-0j 0.000145855-0j 0.00193008-0j -7.20843e-09-0j -0.0034785-0j 6.87971e-05-0j -2.92089e-05-0j -0.00164075-0j 0.000696604-0j -1.32189e-08-0j 5.28217e-07-0j -1.49323e-08-0j 2.5932e-07-0j 0.00120824-0j 1.18451e-08-0j -0.0100377-0j 5.96684e-07-0j -1.23186e-08-0j 2.92933e-07-0j 3.13971e-08-0j -4.73322e-07-0j 0.00136485-0j 8.55026e-09-0j -2.3237e-07-0j 4.92239e-07-0j -0.0113387-0j -2.8119e-09-0j -0.00108267-0j -1.2546e-06-0j 2.41658e-07-0j -6.15929e-07-0j 0.00112594-0j -3.41662e-07-0j 0.00899449-0j -0.00286977-0j -1.67734e-07-0j 1.12361e-07-0j -0.00935398-0j 5.5162e-08-0j 0.0238411-0j -0.000781514-0j 0.000257014-0j 0.00649256-0j -0.00213519-0j 
6.26694e-06-0j 9.47505e-05-0j -9.56749e-05-0j 7.30673e-05-0j -0.000747491-0j -8.72831e-05-0j 0.000892921-0j 4.73549e-05-0j -0.000484449-0j -2.67958e-07-0j -0.00130611-0j 3.01785e-07-0j 0.00248108-0j -1.91439e-07-0j 0.00147099-0j 2.73377e-07-0j -0.000933128-0j -0.00279429-0j -5.33278e-07-0j 0.00177257-0j 0.00133252-0j -0.00259935-0j -0.00253124-0j 0.00493772-0j -2.06909e-07-0j 4.94695e-06-0j 2.25629e-07-0j -0.000386021-0j 0.0112874-0j -1.90838e-07-0j 0.00065951-0j -5.39453e-06-0j 1.927e-07-0j 0.000420947-0j 1.61197e-07-0j 4.56272e-06-0j -0.0123086-0j -1.23682e-07-0j -0.000356039-0j -4.60724e-06-0j -0.00071918-0j -4.61532e-07-0j 0.0104107-0j -3.85404e-06-0j 0.000359513-0j 0.000300739-0j -0.0105123-0j 2.9571e-06-0j 0.000608286-0j -0.00879372-0j -0.000230749-0j 1.10347e-05-0j -0.000614221-0j -0.000861062-0j -0.000513807-0j 0.00674718-0j 0.0251778-0j 0.00039423-0j 0.00147111-0j 
