-0.105344+0.244221j 0.242986+0.107908j -0.00920365-0.0320384j -0.000286764-0.0104531j 0.0290835+0.0478211j -0.00367699+0.0321925j -0.0430386-0.0240055j 0.0051895+0.0716367j 0.0235315+0.0181301j -0.0914826-0.0040463j 0.0812388-0.00254702j 0.0143709-0.0153925j 0.0285193+0.0368226j 0.05922+0.027925j -0.0274036+0.00800719j -0.0124985+0.0988545j -0.0196464-0.0112602j -0.0437901-0.0145876j 0.0197271-0.0180974j 0.0177324+0.0745071j -0.123142+0.122597j 0.07132-0.148583j -0.107464-0.081607j -0.0396258-0.137075j -0.0645325+0.00719618j -0.156937-0.0235239j 0.0629542-0.0327115j 0.0158165+0.0143514j 0.256932-0.0666119j -0.035349-0.0453329j -0.0562652-0.0311026j -0.132301-0.286102j 0.039825+0.0402474j -0.044706+0.0831708j 0.250775+0.00574685j 0.0244246-0.0957405j 0.0370251+0.172956j -0.209787+0.0704455j 0.0121243+0.00218115j 0.0923336-0.0263531j 0.0240491+0.0313851j -0.0130704+0.013035j -0.0359063+0.0108414j -0.0557313+0.0572978j 0.0722432+0.0232994j 0.0832071+0.0769043j -0.0353404-0.0855429j 0.00242963+0.0806849j 0.0740629+0.121054j 0.0494635-0.0440358j 0.0146433+0.0482879j -0.0646299+0.0534509j -0.0495406+0.0571682j -0.0842491+0.197389j 0.00578599+0.151408j -0.000486101-0.0264227j -0.00269455-0.0345533j 0.0150724-0.0422767j 0.0140966-0.030564j -0.00328778-0.012241j -0.0867935-0.0237855j -0.00113406-0.0216378j 0.0427986-0.0396354j 0.00105985+0.00765276j 0.0207726+0.0255168j -0.00354504+0.0150121j 0.0199291+0.0126241j 0.0113125+0.000926399j 0.0232079+0.0144025j -0.00430232-0.0225708j -0.000979967-0.00290618j -0.0127316+0.010176j 0.025308+0.0346623j 0.0219933+0.0205632j 0.0216307+0.0502067j 0.00660843+0.0470264j 0.0011713+0.0279631j 0.00191823+0.00886604j -0.0148749+0.00265654j -0.018334+0.0185603j -0.0130775-0.0247281j 0.00282004+0.0310612j 0.0318417-0.0274942j 0.0212653-0.0104578j -0.0136257-0.0269052j 0.00808992+0.0205196j 0.00643692+0.0233304j 0.000793493+0.00280251j -0.0113205+0.0228706j -0.0498267+0.00626087j -0.0164199+0.0309936j 0.0140684-0.00135511j 0.0165291-0.021168j 0.124635+0.0523577j -0.0604589+0.113084j 
0.000850692+0.00117334j 0.00134034+0.00113891j -0.000658671-0.0058052j 0.00345736+0.00687541j -0.000529504+0.00170521j -0.00130638+0.00272454j -0.00393297+0.00022854j -9.62517e-05-0.000697156j -0.00371138-0.00141989j 0.00264485-0.000691386j 0.00224605-0.00107143j -0.00363711-0.00333406j -0.00268179-0.0064496j 0.00639459-0.00122762j -0.00055059-0.0032528j -0.00282587+0.00156623j 0.000531356-0.00140093j -0.000493113-0.00250743j -0.00190857+0.00122273j 0.00390066+0.00145616j 0.00047202-0.000679708j 0.000303131-0.00186702j 0.00151909-0.00133607j 0.0021341+0.00112946j 0.000534195+0.00107219j 0.000993727-0.0022688j 0.00191189-0.0013749j 0.00213029+0.00210085j 0.00202219-0.00136663j -0.00122318-0.000880419j -0.00171005-0.00238917j 0.00185731+0.00188999j 0.00387538-0.000619966j 0.000159546-0.00308793j -0.0010495-0.000783932j 0.00611546+0.00083663j 0.00368344+0.00195455j -0.000620248+0.00056348j -0.000235464+0.000850696j -0.00069188-0.000919824j 0.00255576+0.00280347j -0.00299124+0.00649923j -0.010063+0.00671209j -5.13095e-05-0.00113337j -0.00614675-0.00642838j 0.000260771+0.00479576j -0.00381724+0.00106315j -0.00534135+0.00283276j 0.00497553-0.00436511j -0.00534679+0.00194454j -0.000774803+0.00110817j 0.00462787-0.00292678j 0.00242714+0.00838605j -0.00519579-0.00121691j 0.00343499-0.00176682j -0.000450943-0.00106757j -0.000696718+0.00040075j 0.0109785-0.00211269j 0.002406-0.00200209j 0.000784718-0.00138167j 0.00174496-0.00163103j 0.000865778-0.000100787j -0.000346392-0.00659075j -0.00171217-0.000104134j 0.00133654-0.000815414j -0.00118589+0.000768791j 0.00048619+0.00879365j 0.00171375+0.0100396j -0.00224663+0.00674239j -0.00265604+0.00245024j 0.00394598-0.000959108j -0.0057693+0.00390715j 0.00610214-0.00265554j -0.00512196+0.00233853j -0.0026314+0.000884847j 0.0035324-0.00210339j 0.00153025+0.00380455j 1.95263e-05+0.00598516j 0.00465521-8.0799e-05j -0.00337004-0.000631183j -0.000988216+0.00459854j -0.00205632+0.0035385j -0.000363235+0.00101347j -0.00101203-3.29719e-07j 0.00112801+2.37532e-05j 0.00256521+0.000169969j -0.0015357-0.00218777j 0.00117952-0.0259662j 0.00022215+0.00929717j -0.000337901-0.00182072j -0.00257576-0.00568735j -8.65272e-05-9.14343e-05j -0.000434794-0.000552851j -0.000158966+4.85481e-05j -2.60451e-05-0.00106814j 
-0.00279805+0.000831882j 0.00294442+0.000287272j 0.00343469+0.000995514j 0.000736673+0.000394363j 0.0030127-0.00104677j 0.00220961+3.10959e-05j 0.00415545+0.000684211j 0.000112757-0.00273398j 0.00204792+0.000137854j 0.00377158-0.000846577j -0.0047712+0.000777629j -0.00324717+0.00298822j 0.00272483+9.21665e-05j 0.0046575+0.00166581j -0.00265066+0.00203852j -0.00314585+0.00314914j -0.000844521+0.00119652j -0.000409211+0.00096506j -0.00433068+0.000127825j 0.000392456-0.000594825j -0.00243892+4.00418e-05j -0.000680479+0.000568117j -0.00292025+0.00172587j -0.00188404+0.000728332j -0.00249668-0.00289074j 0.00224536+0.00139399j -0.00252643+0.000872217j -0.00165783-0.00169749j -0.000960314+0.00131331j 0.00105252-0.00024726j 0.00108157+0.00211178j -0.0031107-0.00179768j -0.00210455+0.000334125j -0.000663902-0.000890771j -0.0023449+0.00113343j -0.00110126+0.000394226j -0.00140738+0.000934914j 0.00145615+5.59198e-05j -0.000549224-0.00281015j -0.000359864-0.00236408j 0.000225678-0.00380395j 0.00456634-0.00147127j -0.00152377-0.00487014j -0.000306133-0.000543287j 0.00365842-9.7691e-05j 0.000724118-0.000763699j 0.00094567-0.000753021j -0.00127137-0.0033801j -0.00115084+0.00116684j 0.00125529-0.00106626j 0.0039568+0.00118844j 0.000318638+0.00120807j -0.00291264-0.00136094j 0.000557306+0.000853931j 0.00103806-0.000633939j -0.0011891-0.00233045j -0.00216753-0.00493646j 0.00310614-8.60794e-05j 0.00162044+0.00122954j -0.00109085+0.00155206j 0.00338112-0.00375472j -0.000669366-0.00216492j 0.00107364+0.00213887j 0.0050397-0.000455645j -0.0016858+0.00280041j 0.00212818-0.00283233j 0.0024244-0.00268703j -0.00783236-0.000871692j 0.00490484-0.00097308j -0.000322791-0.000352326j -0.000949184-0.000970311j 0.00118958+0.0011624j -0.000394509-0.0010355j 0.0049358-0.00310686j -0.000404212+0.00015348j -0.00161791-0.000284219j -0.0017485-0.00319142j 0.00205173-0.0030469j 0.00424316+0.00243339j -0.00199718-0.000259779j -0.00260402-0.00141557j 0.00163129-0.00121859j -0.00291354-0.00277395j -0.00107339-0.000749143j -0.00165884+0.000555371j -0.00183636+0.00108276j 0.00102545-0.00085623j 0.00234715+0.00866305j -0.000545967-0.000381335j 0.000640784+0.000589569j -0.00218057+0.0022306j 0.00224513-4.89708e-05j -0.000147994+0.000536964j -0.00260405+0.000880372j -0.00118849-0.000435521j 
-0.000654451+0.0032028j 0.00273841+0.00178544j 0.001545+0.000241553j 0.00101993-0.00286527j -0.000680458+0.000512532j 0.00191532-0.000467321j 0.0019155-0.004328j 0.00353101-0.000440516j 0.00291792+0.00191193j -0.00265546-0.00180771j 0.00338011-0.000339948j 0.00015908-0.00365527j -0.00192716-0.00527021j -0.00022011-0.00129535j -7.99833e-06-0.00252915j 0.001258-0.00231842j 0.00326947+5.67068e-05j -0.00259069-0.00164836j -0.00140431-0.00295244j -0.000415021+0.00396103j 0.00313688+0.00180851j 3.68468e-05-0.00101916j -0.00249683+0.00308747j -0.00268932-0.00349103j -0.0034822-0.00297493j -0.00141666+0.00169322j -0.00269395+0.00111109j -0.00107132+0.00122323j -0.000192759+0.00465145j 0.00129572+0.00188035j 0.000475334-0.001323j -0.00175205-0.00411351j 0.00029929+0.000839275j 0.00054733-1.35267e-06j -0.000521643+0.0029103j -0.000265731+0.000804119j -0.00119273-0.000885589j 0.000636031+0.00303845j 0.000858158-0.0016573j -0.0012619-0.00104428j 0.00225533-0.000827762j -0.00206783-0.0011578j 0.00075564+0.00517397j -0.00168693+0.00217307j -0.00115251+0.00171588j -0.000279769+0.00490406j -0.00114537+0.00200174j 0.00160882+0.000747565j 0.00303722-0.00133156j 0.000502308+0.0025238j 0.000263612-0.00135791j -0.00178864+0.000312504j 0.000786969+0.00153934j 0.000102271-7.93472e-05j -0.000864407+0.00278754j 0.00211119-0.00330617j -0.000727125-0.00027372j -0.000523053-0.00136115j -0.000783798+0.00116742j -0.00620886+0.000113605j 0.00192553-0.0020039j -0.00157985-0.00189752j 0.00504451+0.000749436j 0.00108977+0.00472306j 0.0035677+0.00283482j 0.00151871+0.00198445j 0.00300131+0.000977072j 0.00113961+0.00293163j -9.488e-05-0.000577503j 0.00252568-0.00384229j 0.000948945+0.000130259j -0.00322022+0.000898692j 0.000549884+0.00463789j -0.000605514+0.00209565j -0.00255898+0.000982896j -0.000141065-0.000836214j -0.000911377+0.00244434j -0.00148938+0.00082024j -0.000558767-0.000324775j 9.11347e-05-0.00127708j 0.000217074+0.00121104j 8.01232e-06+0.000733784j 0.00234476-0.00208084j -0.00111462-0.00249647j 0.00450287-0.00133633j -0.00113786-0.00172874j -0.00145146-0.000562702j -7.14861e-05-0.00309106j 0.00215352+0.00611921j 0.00238718+0.000577696j 0.000676505-0.00153069j -0.000490611-0.00253467j -0.000894543+0.00258845j 0.00293092+0.000342713j -0.00114021+0.00413011j 
-0.000906916+0.00034197j 0.000735286+0.00147768j -0.000276739+0.000447516j -0.00114573+0.00166602j 0.00173194-0.000665497j 1.52706e-06+0.000636413j 0.00218156+0.00131098j -0.000560367-0.00319619j 0.000964462-5.23421e-05j -0.00160938+0.00141314j -0.00377661-0.00276825j -0.00255036+0.00022401j -0.000111537-0.00221947j 0.00240809-0.000231222j 0.00109876-3.07887e-05j -0.000709634+0.0021111j -0.00142397+0.000150086j -0.00134794+0.00186301j -0.00113982-0.00156001j -0.000168176-0.00156937j 0.000619321-0.00125058j -0.00146869+8.8268e-05j -0.00234139+0.000403441j -0.00113761-0.00105183j 0.000724227-0.00279959j -0.00148445-0.0002082j -0.00160775+0.00242995j -0.000806623+7.64365e-05j -0.000947977+0.000807558j 0.00165367+0.00247801j 0.00134996+0.00115521j -0.00255453-0.00419336j -0.00332192+0.00220215j -0.000954089-0.000329029j -0.000574152+0.00151318j -0.00549893-0.000817754j -0.00279514-0.000489734j 0.00116911+5.53057e-06j -0.00185227+0.0016388j -7.77887e-05+0.000589717j 0.00104156-0.00300704j -0.00479323-0.00251717j 0.000934817+0.00517995j -0.00198924+0.00188739j -0.00808617+0.00681568j 0.00223957+0.00323626j 0.00360134+0.0062144j -0.000480363+0.00350697j 0.00428161-0.00379729j -0.00433446+0.00268551j 0.000720832-0.00333409j -0.00634751+0.000774786j -0.000836329-0.00106451j 0.00371521-0.00200064j -0.00496235+0.00344635j -0.00179536-0.00210526j 0.00469531+0.000852087j -0.0119829-0.000464938j -0.00519968-0.000527847j -0.00531939-0.000999553j -0.00210649-0.00238775j -0.000985362-0.000582692j 0.00114321+0.000569747j -0.00137607-0.00161595j 0.0115119-0.00210029j -0.00113154+0.00422818j -0.000478399+0.00106412j 0.00820379-0.000793985j -0.0100364-0.00279403j 0.00358507-0.00131285j 0.000478122-0.00173715j -0.0036767-0.00311368j -0.00391318-0.00199997j 0.00120216+0.0010846j 0.000915795-0.00194768j -0.0012651-0.00113753j -0.00253763+0.00321543j -0.00987668-0.00184532j -0.0120989-0.00258535j 0.00640706-0.00151851j 0.00210705+0.00213376j 0.00152904+0.00452461j -2.60244e-05-0.00128912j 0.00215804+0.00206424j -0.00141649+0.000769448j 0.00117534-0.000410245j 0.000899093+9.69259e-05j 0.000155461-0.00141591j -0.00090682+5.30072e-05j 9.51336e-05+0.000697128j -0.000340173+0.00038324j 0.00068876+0.000488736j -5.49513e-05-0.000193534j -0.000733716+0.000374144j -0.000235296-0.000218234j 
-0.000704991-9.2751e-05j -0.000403036+0.000246893j 0.00228868-0.00108452j -0.000826862-0.000335876j -0.000425006+0.00114714j 0.00159625+0.00132946j -0.00106069+6.44668e-05j 0.0013823+0.00202942j 0.000273324+0.000113124j 5.43767e-05-0.000433913j 0.00257878+0.00130863j 0.000283687-0.00147469j 0.000396568+0.00120563j -0.000314765+0.0027058j -0.0020868+0.000201258j -0.00114267-0.000684366j 0.00190244+0.000218649j 8.98342e-06-0.000937805j -0.000982274-0.000496256j 0.00134137+0.000224588j -6.25216e-05+0.00138227j -0.000566628+0.000326972j -0.000390645-0.00112899j -0.000494312+0.000749996j 4.53744e-05-0.000492252j 0.000199979+0.000446623j -0.000427568-0.00120919j -0.00101593-0.000728205j 0.00111876+0.00136119j -0.00192229+9.74503e-05j -0.00150084-0.000525584j -1.40602e-05+0.00169675j 0.00185349+0.000100807j 0.00170468+0.00261063j -0.000375227-0.000834238j 0.00417606+0.00154958j 0.000305431+9.15247e-06j 0.0004188-0.000559096j 0.00393506-0.00206193j -0.000447063-0.00164981j -0.00037418+0.00283487j 0.00251031+0.00559215j 0.00183099-0.0107061j -0.000312407-0.00163323j 0.00742266-0.00555554j -0.00149667-0.00426434j -0.000771545-0.00794831j 0.00224247-0.00723373j -0.00214086+0.00382638j 0.00224512-0.00448934j -0.00138357+0.00571915j 0.0104185-0.00673825j -0.00109954+0.0010698j -0.00569041+0.00604828j 0.0082041-0.00597439j 0.000756353+0.000919157j -0.000694291-0.0032605j 0.0126763-0.000659258j 0.00646417-0.00153693j 0.0025004-0.00104708j 0.00332672+0.000725318j 0.000530716+0.000136819j 0.00169142+0.000596429j 0.000693014+0.00236148j -0.0131804+0.00161686j 0.00256169-0.00217082j 0.00138171-0.00168362j -0.00983912+0.00161574j 0.0103826+0.0023013j -0.00684168-0.0023403j -9.07437e-05+0.000709966j 0.00217662+0.00174567j 0.00113588+0.000932695j 0.000437358+0.00117676j 0.0037373+0.00404927j -0.00395074+0.00321191j 0.00297659-0.00697167j 0.00838942+0.00066091j 0.00860006+0.0021621j -0.00724932+0.00451809j -0.00126215-0.00175399j 0.00362033-0.0066274j -0.00078351+0.000368694j -0.000259156-0.00418691j 0.0013731-0.000942772j -0.00272373-0.00138177j -0.000113294+0.00141358j -0.000800939+0.00345374j 0.00172943-0.00092593j 0.00109374+0.000849046j 0.00138854-0.000216577j -0.000164774-0.000107588j 0.000595543+0.00151453j 0.000433317-0.000494924j 6.91458e-06+0.00114451j 
0.00287431-0.00141305j -0.00292398-0.00205022j 0.000595807-0.00518032j 0.00265829-0.00192011j -0.00348996+0.00477518j -0.00355632+0.00184445j -0.000683309-0.000182611j 0.00219291+0.0054084j 0.00188096+0.0102031j 0.00531057-0.0121189j 0.00397505-0.00419019j 0.00671237-0.00344949j -0.00460653-0.000743442j -0.000665561+0.00537072j -0.00663917+0.0060504j -0.00211094-0.00531234j 0.00260134+0.0047962j -0.0138116-0.00177179j -0.000569882-0.00160312j 0.00267026+0.00573996j 0.0057318+0.00173175j -0.00036811-0.00672748j 0.00660976+0.00145042j 0.00549103-0.00244168j 0.00267367+0.00693952j -0.000829989-0.00394959j -0.0032022-0.00814157j 0.00517811-0.00202932j -0.0060025-0.00360962j -0.00444891-0.00404529j 0.00363497-0.00189795j 0.0116194+0.000492469j -0.00887182-0.00236956j 0.000273797-0.000736903j 0.00101384-0.00938511j 0.00652537-0.00178843j 0.00448811-0.000409957j -0.00245376+0.00428545j -0.00570221-0.00186439j -0.00154826-0.00320472j -0.00414184-0.00162312j -0.00273136+0.00209533j 0.00343623-0.000531174j 0.00440802-0.00410226j -0.00162655+0.0015355j 0.00411814+0.00401103j -0.000423213-0.00298926j -0.00251596+0.00295265j 0.000715825+0.00228248j 0.00440393-0.00111614j 0.00166241-0.00243207j -0.00129668+0.00294722j -0.000935127-0.000192428j -0.00202704+0.00315599j -0.00255759-0.000126198j -0.00482538-5.41496e-05j -0.00188528+0.00116877j -0.000625826+0.000703116j 0.000536253+0.00273794j 0.000251605+0.000146456j -0.00135074+0.000244761j 0.00221383-0.00229818j 0.000194696-0.00212231j 0.00139421-0.000389418j 0.00140236-0.000975979j 0.00097513-0.00145283j 0.00108343+0.00275862j -0.00124581-0.00443221j -0.000912178+0.000586449j 0.000254224+0.00163768j -0.000250635-0.00072713j -0.00458718-0.00384101j -0.00135472-0.00219874j -0.00497878-0.00388315j -0.00382818+0.00128403j -0.00310036-0.00244069j 0.000191072+0.000947874j -0.00188013-0.00152462j -0.000295682+0.000969266j -0.00116246+0.00034068j -0.00162365-0.000848475j -0.00155438-0.00127693j -0.00015191-6.32131e-05j 0.00151931+0.0014578j -0.00110876-0.00117862j -0.00231065-0.00136418j 0.000130763-0.00234761j 0.000536248+0.000745052j 0.00551251+0.00864996j -0.000648227+0.00134238j 0.000851052+0.00246156j -0.000522161-0.00150676j 0.000910227+0.000234825j -0.00021971+0.000547599j 0.000384598-0.000869713j 
0.00238252+0.00682805j -0.00110746-0.00131564j -0.00546415-0.00110699j 0.00123287-0.00124181j -0.000503592-0.00239903j -0.00610474-0.00022848j 0.00270502+0.00332671j -0.00772521-0.00465924j -0.000321221-0.00335363j -0.00259804+0.0030289j -0.00732715-0.00326337j -0.00425721+0.000474252j -0.00269981+0.00609884j 0.00230624-0.00721072j 0.00896665-0.000497874j -0.00327168+0.00196825j -0.00308563-0.00297026j 0.00797823+0.0100661j 0.000901498+0.00466307j -0.00293446-0.00489924j -0.00195177+0.00243182j 0.00513313-0.00349333j 0.00592234+0.00406883j 0.00266981+0.00352126j -0.00414578+0.00310629j 0.00452966-0.00434294j 0.00243623-0.00292473j 0.00640758-0.00470177j -0.00662351-0.00683071j 0.00421694-0.00754738j 0.00736047+0.00133791j 0.00539743+0.00455834j -0.00187163-0.00114216j 0.000239945+0.00142761j 0.000777741-9.41473e-05j 0.00487888+0.00244139j 0.000549547+0.00197999j -0.00222143+0.00105857j -0.00811891-0.00659992j 0.000453205-0.000979768j -0.000236477-0.00290054j -0.00190594-0.00129633j 0.00403728+0.000933722j 0.00474899+0.00217544j -0.00296799+0.000315949j 0.000632509+0.00184647j 0.00588775-2.62786e-05j -0.00456008-0.00219059j 0.00134638-0.00120473j 0.0052663+0.000863822j 0.00074075-0.00201249j -0.0007757-0.000518403j -0.00242553+0.000366506j 0.000191558+0.000502991j -0.000506134+6.01981e-06j -0.00143013-0.0034354j -0.00442926-0.00370814j 5.59864e-05-0.00229445j 0.00163038+0.00349354j -0.000384029+0.000487363j -0.0037737-0.00375404j -0.000153773-0.0023815j -0.00128389-0.00136534j 0.000938086-0.00314947j 0.000238673+0.00129752j 0.000555569-0.00365912j -0.00256725+0.00426071j -0.0011982-0.00780376j -0.00170338+0.00129557j -0.00273561+0.00726152j 0.000980481-0.000105305j 0.00382445-0.00625815j -0.000539757-0.00567036j -1.05397e-05-0.00760845j 0.000168691-0.0026628j -0.00294089-0.00270209j -0.00251238-0.000268179j 2.51494e-06+0.000278817j 0.000290244+0.00274056j -0.00132294-0.00015545j 0.00249904+0.00322854j -0.000115025-0.00210433j 0.000673604-0.000209737j -0.000363217+0.00420078j 0.00156658+0.00134897j 0.000817952+0.000980337j 0.000582418-0.000776925j -0.0022592+0.00195114j -0.00380158+0.00600461j 0.000139834+0.00119362j -0.00132116-0.000971099j 0.000485807-0.00366268j 0.000405487+0.00024303j 0.00183004+0.00236421j -0.00112608-0.000639269j 
-0.000872145+0.00279939j 0.00498864-0.00109547j -0.0023154-0.00234287j 0.0024678-0.000530341j 0.000502518+0.000392867j 0.00199801-0.0015511j -0.00190421+0.00625417j 0.00388253+0.0056894j -0.00162964+0.00841772j 0.00600367-0.00123716j 0.00331226+0.00284088j 0.0063478+0.00654196j 0.00165656-0.00506266j -0.00162355-0.000174753j -0.00425021+0.00129475j 0.0015455-0.000983875j -0.00150626+0.00155207j -0.000911898-0.00347204j 0.00248771-0.00139771j 0.000732921+0.0021063j -0.00467239-0.00122144j -0.00597291+0.00598687j -0.00264023-0.00272708j -0.000664063-0.00282122j 0.00170419-0.00556494j -0.00491851+0.0022466j -0.000977628+0.00504052j -0.000394593+0.00401828j 0.00691873+0.00503572j 0.00096773+0.00636961j 0.00309164-0.00205435j -0.00356904-0.00468416j 0.000387209+0.003507j -7.38364e-05-0.0011135j -0.000465468+0.00323239j -0.00247265-0.0020837j -0.00167994-0.00208422j 0.0052538+0.0017586j -0.00318937+0.00403877j -0.00381144+0.00230363j 0.00340281+0.000532267j -0.0025545+0.000313542j 0.000451532+0.00348838j -0.00532048+0.00513161j 0.00276128-0.00251701j 0.00276319-0.00287503j -0.000800731+0.000509486j -0.0028164+0.00354152j -0.000800051-0.00399485j -0.000402925-0.00181128j -0.000924889-6.94282e-05j -0.00288844-0.00102178j 0.00243005-0.000163369j 0.00182842+0.000580507j -0.000950176+0.00471989j 0.00122728+0.00162091j 0.00148482-0.00465093j -0.00163494-0.00160214j 0.00175235+0.00169876j -0.000726108-0.00287804j -0.00866987+0.00037924j -0.00169878+0.00115704j -0.00455212-0.00275972j 0.00157941-0.00300806j -0.000899357+0.00024287j -0.0033866+0.000976493j -0.000281786-0.001696j 0.000845277-0.003587j -0.004025+0.00376283j -0.00329997+0.00354273j 0.00123082-0.000615851j 1.17656e-06-0.00263255j 0.000102403+0.00267899j 0.00258377-0.000664574j -0.000607125+0.00253859j 8.51604e-05+0.000350728j -0.000615831+0.00208632j -0.00112367+0.00264614j 2.59875e-05+0.000763968j 0.000882993+0.00016978j -0.00244674-0.00113416j 0.0019328+0.000902391j 0.00445231+0.00107669j 0.00241234+0.000967836j -0.000907583+0.00374368j 0.00204698-0.000536526j 0.00228168+0.00189993j -0.00162173-0.0035184j -0.0017367-0.00758495j 0.00175541-0.000845019j 0.000691561-0.00164517j 0.00057424-0.000156581j 0.00217921+0.000783962j 0.00429541+0.00292335j -0.000785775+0.00439462j 
0.000888447+0.000441262j -0.00837271+0.00022757j 0.00431981+0.00268371j -0.00671388+4.51476e-05j -0.00127597+0.00197248j 0.00244304+0.00331685j 0.00214992+0.00482197j -0.00316948+0.00505193j 0.00186973-0.00523812j -0.0037809+0.00215145j -0.00228768-0.00011544j -0.00228811-0.0041098j 0.00568322-0.000245319j 0.0011839+0.00215467j -0.00151736+0.00492489j -0.00412159+0.000927492j -0.000827356-0.000521737j 0.000844159+0.00531877j 0.00112528-0.00386253j -0.00219377-0.00771135j 0.00717805-0.00114087j -0.00357269-0.000817597j -0.000979451-0.0039259j 0.00628627-0.000528337j 0.00786903+0.00154002j -0.0017849-0.00748615j 0.00755503-0.00162534j -0.000632946-0.00601211j -0.000688285-0.00448122j -0.00313326+0.00173838j -0.00188038-0.000523293j 0.000936083+0.00475629j -0.00635386-0.00414562j -0.00454762+0.0051054j 0.00476698-0.00380436j 0.00307738+0.00236558j -0.00385592-0.00390556j 0.00130001-0.00136932j 0.00452231+0.00120292j -0.00105734-0.00388077j -0.00248557-0.00209155j -0.000230782+0.00136492j 0.00246877+0.00178373j -0.000769937+0.000434621j -0.000551423-0.000740484j -0.00132926+0.00152398j -0.00482764-0.00227431j -0.000478367+0.00176986j -0.00455346+0.000573446j -0.00234712-0.000108471j 0.00159919-0.00451958j -0.00512289+0.000667789j 0.00110723+0.000412833j 0.000117363-0.00161445j 0.000256569-0.00139576j -0.00106915+0.00065277j 0.000799145-0.00435592j -0.00225177+0.00227592j -0.00141041-0.00222221j -0.00165188-0.0029282j 0.00197095+0.00120615j 0.00273019+0.000996794j 0.00357378+0.00342839j 0.00328332+0.00313164j 0.00201344-0.00082744j -0.00132366+0.00263947j -0.000488252-0.00617374j 0.00229765+0.0015597j 0.0012431-0.00149143j 0.00105698-0.00529452j -0.00093498-0.000310716j -0.000381152+0.00025426j -0.0023761+0.0034557j -0.00364936-0.000678748j -0.00139643-0.000955207j -0.00208527+0.0028364j 0.00102522+0.000975868j -0.00320404-0.0013613j -0.00192865-0.000617321j 0.00133247+0.00087773j -0.00164879-0.00296789j -6.07684e-05+0.00175251j -0.000620938+0.00365216j 0.000814077-0.00434287j 0.000421779-0.00199975j -0.000618436-0.00409748j 8.89634e-06-0.00360326j 0.00170756+0.00178309j 0.00259613+0.00473195j -0.000495179+0.000459339j 0.00320381+0.00264895j -0.00432364+0.000902221j 0.00373264+0.00642501j 0.00024285+9.17631e-05j -0.000424671+0.000895722j 
0.00412124-0.00348421j 0.000805013-0.00111418j 0.00010241-0.00628705j 0.00197078+0.00520531j 0.000213518+0.00500415j 0.00357359+0.00617414j -0.00418364-0.00118518j -0.00310748-0.00160976j -0.00387614-0.0037036j 0.0025214-0.00447155j 0.00372191+0.00452382j -0.00143611-0.000302384j -0.00281095-0.00548837j 0.00902368-0.00230546j 0.00242557-0.0027552j 0.000491452+0.00119263j 0.00398217-0.00340202j 0.00385818+0.00055884j -0.00124858+0.00570202j 0.00369602+0.00194427j 0.00476945+0.000451898j -0.00315719+0.000360127j 0.000203225-0.00299412j 0.00179616-0.000367538j -0.000504662+0.00246954j -0.0017575-0.00135863j 0.00169786-0.00164095j 0.000331279+0.000913593j 0.00294752+0.00392263j -0.00405488-0.00344054j -0.00066579-0.00514017j 0.000963573+0.00136906j 0.000293157-0.0030142j 0.000826366-0.00208381j 0.000311027+0.00137968j -0.000668574-0.00378308j -0.00283756-0.00428699j -0.00321653+0.00192713j 0.00365313+0.00622312j 0.000664194-0.00138142j -0.00235652-0.00141414j -0.00485282-0.00417134j 0.00401462+0.00801187j -0.0021428-0.00339552j 0.00141929-0.00213574j -0.00264296-0.000835316j -0.00487932-0.00206554j -0.00124978+0.00453227j -0.00243451-0.00483502j -0.00312196-0.000876316j 0.00286904+0.00361735j -0.003892-0.00547491j 0.00103213+0.00439736j 0.00109211+0.000870847j -0.00063622-0.00107455j 0.000576624+0.00343621j 0.00166152-0.00411512j -0.00399161-0.00275866j -0.00507148-0.00194875j -0.00538984+0.00272858j -0.000837759+0.00409403j -0.00216424+0.000587229j 0.00322383+0.00149868j -0.00626648+0.0104306j 0.000401142+0.00226451j -0.00177552-0.000402424j 0.00152844-0.00296218j -0.00258526-0.00135234j 0.00284952-0.00456554j 0.00569197-0.00307003j -0.00413846+0.00590004j -0.000358118-0.00351078j -0.00445291+0.0113463j 3.16513e-05-0.00333803j -0.000512621+0.00135651j -0.00196408+0.00176419j 0.00108334-0.00163219j 0.00238952-0.00313124j 0.0012618+0.000888555j 0.00224948-0.00125511j -0.000556695-0.000181243j -0.00119898+0.00219584j -0.000699188-0.000431198j 0.00146639-0.00237812j -0.000617258+0.000348577j 0.000869749-0.000919482j 2.91373e-05-0.00265917j 0.00976185-0.00746917j 0.00128268+0.001816j 0.00280591-0.00337241j 0.000436245-0.000676893j 0.00205924-0.0021208j 0.000100049-0.000351108j 0.000818478-0.000674224j -0.000150089+0.000274514j 
