0.0118986-0.0408963j 0.0764835-0.0511033j 0.124647+0.0920636j 0.0113344-0.150109j -0.0807088+0.0220058j -0.240894-0.206458j 0.0319382+0.117688j -0.0730432+0.237937j -0.15615-0.221299j 0.00256733-0.130404j 0.0938148-0.256903j 0.440345+0.0294043j 0.233437-0.0597549j 0.0833119-0.145689j -0.0749302-0.110183j -0.302288-0.475837j -0.255444+0.0458257j 0.385193+0.481883j -0.495281+0.376653j 0.260971+0.031904j -0.0263129+0.574672j -0.475318-0.0754915j 0.315015+0.715563j -0.0109434-0.0740925j 0.214845-0.676419j -0.626239-0.0725114j 0.544914-0.0132336j -0.185426+0.466785j -0.149074+0.0586763j -0.551745+0.121108j 0.123445-0.151911j 0.0260362-0.218238j -0.0787656+0.0971384j -0.136857+0.353318j 0.00268743-0.257906j -0.0943317+0.35368j -0.0381274+0.0146724j 0.363499+0.0962115j -0.326078+0.406013j -0.0167792-0.0272965j 0.639419+0.50031j 0.104708+0.588451j -0.149305+0.702775j 0.0671533+0.0751243j 0.793701-0.569184j 0.366681-0.36913j 0.335731-0.129004j 0.502909-0.53059j 0.0776587+0.0195744j -0.413172-1.1296j 0.066204-0.353095j 1.03788-0.336728j -0.0189386-0.426879j 1.02244+0.0575423j 0.180694-0.737825j 0.520048-0.646825j 0.105809+0.770284j 0.247484+0.0677529j 0.151726-1.05053j -0.216288+0.349058j 1.22462+0.0681065j -0.476988+0.566423j 0.539256+0.988248j -0.246941-0.0630706j 0.193033-0.076868j 0.317668-0.396112j -0.280335+0.334503j -0.471017-0.379037j 0.133407-0.912162j 
0.182358-0.11021j -0.0267599-0.0467061j -0.372855-0.115756j 0.330478+0.202738j 0.159462-0.0277037j -0.280018-0.271331j -0.0311123+0.190837j -0.320708+0.539653j -0.0552315+0.165999j 0.0473644-0.0479818j 0.234344+0.0868153j 0.324417-0.0894405j -0.22084-0.590596j -0.0183861+0.236953j 0.193664-0.504386j 0.23208+0.573615j 0.631909+0.0876396j 0.137439-0.637245j -0.557107+0.130556j -0.640604+0.101664j 0.177444+0.388388j -1.15959-0.3614j -1.14355-0.01677j -0.536049-0.3761j 0.508613-0.424577j -0.620434-0.103865j 0.236389+0.713861j 0.137075-0.655677j 0.0834527+0.00231276j -0.369136+0.194853j -0.0860864+0.140986j -0.124508+0.410847j 0.348718-0.496154j -0.436429+0.18465j 0.118129-0.121576j -0.0384157+0.2353j 0.0440775+0.070733j 0.523428+0.415361j 0.0509454+0.275509j -0.0272729+0.0253736j 0.201998+0.436623j 1.15183-0.139269j -0.250687+0.113255j -0.117762-0.382933j -0.171409-0.252944j 0.916987+0.354648j 0.101861+0.0594139j -0.800408+0.505178j -0.83262-0.769024j -0.167785+0.127081j -0.298505+1.0088j 0.337052-0.691049j 0.440614+0.419622j 0.0695596+0.417341j -0.293499-0.154368j 0.1774+0.0549959j 1.10659+0.381392j 0.368871-0.274711j 0.195865+1.284j -0.493266+0.46257j 0.615427-0.147517j 0.851494-0.977881j -0.83757+0.0334924j -1.46084-0.732847j 0.122786+0.184803j 0.0040638-0.146851j -0.379678-0.156608j 0.144966+0.614613j -0.00568881-0.331307j 
0.164031-0.529848j -0.0664257-0.317799j -0.219595+0.00272788j -0.029324+0.0365268j 0.40644-0.466381j 0.169488+0.169384j 0.51627+0.37778j -0.283349+0.594062j 0.524857-0.601785j -0.408725+0.0917499j 0.600919+0.185722j 0.346391-0.0156141j 0.427794-0.0772732j 0.69739-0.203029j -0.0489394+1.25257j -0.729154-0.622347j 0.754206-0.0684168j 0.16287-1.11068j 0.143952-0.0309685j 1.42835-0.445743j 0.503903+1.0205j 0.92313-0.278052j 0.103247-0.547942j 1.51748+0.166883j -0.85141+0.398135j 0.0245234-0.34486j 0.128143+0.260785j -0.3193-0.415384j 0.240818-0.271383j -0.739432+0.538684j -0.21359+0.363442j 0.221438-0.0177769j -0.419889-0.0748685j -0.396676-0.0109449j 0.147869+0.595132j 0.474446+0.115369j 0.0205003-0.170454j 0.45721-0.379271j -0.552061-0.119887j 0.457772+0.158571j 0.343679+0.317046j 0.179942-0.0677863j 0.29358-0.381129j 0.503442+0.100871j 0.293851-0.200682j 0.0247026+0.597772j 0.119151-0.470889j -0.21968-1.04038j -0.352183+0.330432j -0.158701+0.338394j -0.268206+0.214389j -0.623634+0.00324586j 0.0389347+0.653127j -0.117461+0.242822j 0.0278335-0.800284j 0.481417+0.0960219j -0.658486-0.544239j -0.685464+0.183344j -0.0555433+0.292085j -0.289881-0.880856j -0.202697+0.0610315j -0.271552-0.34728j -0.292671-0.198429j 0.0104948-0.478153j 0.104728-0.512049j 0.390893+0.376978j -0.0459143+0.163717j 0.403783-0.418282j -0.450587-0.43888j 
-0.317216+0.195346j -0.172567+0.0235943j 0.00159087+0.12589j 0.0892851+0.0495245j -0.513282-0.267122j -0.0830157-0.16833j 0.0680325-0.300381j 0.62029-0.170199j -0.540603+0.081166j 0.00720258+0.276972j -0.126721-0.66112j -0.478732-0.164205j -0.338114-0.565154j -0.155847-0.495977j 0.443289-0.10597j -0.355812+0.307133j -0.33768-0.524708j -0.766748+0.601546j 0.126876-0.0543645j -0.751336-0.822086j 0.566295-1.03489j -0.209154-0.549386j -0.282506+0.00894855j -0.696478-1.27783j 0.50738+0.275255j -0.172018+0.123703j 0.300722-0.258836j -0.150063+0.344025j -0.158968-0.169045j 0.660435+0.262037j 0.230499+0.375464j 0.118368-0.120894j -0.251397+0.429516j -0.198533+0.526628j 0.415894-0.0400948j 0.30307-0.30783j -0.224929-0.114368j -0.188598-0.624211j -0.286402+0.316488j 0.521931-0.337373j 0.553864-0.329926j -0.101774-0.589927j -0.417231-0.201193j 0.28439-0.592599j -0.0415022-0.28943j 0.363206+0.00727558j -0.82021-0.463913j -1.07541-0.523403j 0.391883+0.605548j -0.0083027+0.0534538j -0.0395263+0.521272j -0.262567+1.04393j 0.889089+0.110962j 0.0376694+0.0473785j -0.604305-0.276937j 0.558382-0.258347j -0.960054+0.1969j -0.138746+0.701469j 0.0241874+0.230477j -0.814348-0.268849j -0.332437+0.313063j -0.617281+0.0378426j -0.599651+0.336798j -0.399682+0.129639j -0.390517-0.259714j 0.490634-0.141953j 0.07152+0.182384j -0.131198-0.544038j -0.647136+0.242659j 
0.391928-0.0708403j -0.172733-0.348843j -0.2997-0.190033j 0.351599+0.157782j -0.108356-0.508057j -0.388635-0.0490506j 0.109517+0.45106j -0.0710742-0.10564j -0.0921203+0.539206j -0.605075+0.371742j -0.430468-0.126571j -0.546113+0.8688j -0.358432-0.941409j 0.655706+0.0530863j -1.30199+0.615634j -0.0845173-1.51213j 0.156109-0.0176434j 0.999179+0.713647j 0.478372+0.00220668j 0.336555+0.326159j 0.0809113-1.21141j 0.445067+0.196891j 0.109287-0.600363j -1.13597-0.435267j -0.551551-0.301193j 0.160674+0.0253354j 0.262611+0.109088j 0.0202184-0.512458j 0.2027+0.18475j -0.50973-0.0444351j -0.0398715+0.436046j 0.0329023+0.280897j 0.035204-0.129289j 0.157839+0.568347j -0.382024+0.215842j -0.0233782+0.324042j 0.0934816+0.175286j 0.147064+0.259006j 0.24037-0.286257j 0.265187+0.155749j -0.92932-0.040034j -0.26843-1.03608j 0.264733+0.90245j 0.438597-0.294675j 0.381455-0.182636j -0.264961-0.138486j -0.180013+0.476067j 0.496878-0.686724j 0.416166-0.605994j -0.421269-0.455708j -0.363688+0.511064j 0.470225+0.923342j -0.411407-0.200541j -0.489399+0.15133j 0.347271+0.671917j -0.463966+0.150279j 0.187618+0.305891j 0.121123-0.268206j -0.997597-0.508547j 0.148894-0.579199j -0.0173469+0.34777j 0.488149+0.392502j -0.197994+0.00147677j -0.62885+0.994953j 0.345918+0.0160071j -0.208821+0.402543j 0.00331196+0.161878j 0.312278+0.203678j 0.0529446-0.236782j 
-0.0661737+0.256011j -0.253875-0.0474763j -0.179612+0.129202j 0.598-0.260054j -0.450622+0.193726j -0.359804-0.195736j 0.152994+0.486193j -0.865321-0.0949114j 0.105261+0.502549j -0.715477-0.832864j 0.278341-0.209532j -0.383975-0.528224j 0.37781+0.43202j 0.055317-1.27967j 0.196764+0.3377j -1.09562-0.614139j 0.14386+0.347394j -0.156311-0.959853j 0.140656+0.215779j -0.224359+0.200974j -0.134468-1.11482j -0.625952+0.634048j -0.0404859-0.82664j 0.0807175+0.204683j 0.353402-0.0338525j 0.770022-0.102925j 0.348785-0.131541j 0.480152-0.336688j -0.297403+0.198821j 0.221831+0.313946j 0.678712+0.155206j 0.0733539+0.159431j -0.106762+0.0570102j 0.235316+0.407828j -0.240919+0.0999529j -0.0754703+0.385191j 0.182841-0.398272j 0.298524+0.333478j -0.0743141-0.361194j 0.709421+0.232277j 0.285667-0.489495j 0.550597+0.490792j -0.0274986+0.02076j -0.81688+0.796547j -0.22696-0.515597j -0.726618+0.270901j -0.203728-0.610019j -0.235285+0.203057j 0.764176+0.776921j 0.0304596+0.0561714j 0.047588-0.0987987j 0.429984-0.324911j -0.0107116+0.783217j -0.608918-0.0497971j -0.379461+0.629341j 0.0273449+0.0307045j 0.350549+0.272444j -0.656621+0.187781j -0.252518-0.402861j -0.325583+0.340948j -0.31057-0.318728j -0.366299+0.0542696j -0.441116+0.114018j 0.216305+0.0601403j 0.536555+0.271926j -0.0175166+0.0778807j 0.0772356+0.196363j 0.239628+0.507012j -0.137979+0.267367j 
-0.308503-0.132723j -0.0891686+0.384122j 0.0486363+0.190982j 0.0213326-0.269112j -0.400542+0.461778j 0.0946143+0.0927322j 0.177885-0.573761j -0.170511+0.113842j 0.203869+0.194356j 0.714282+0.446431j -0.0886204+0.476188j 0.894771-0.105855j -0.549671+0.78858j 0.149879-0.138765j 0.0816572+0.943833j -0.784838+0.112214j 0.0730119+0.456861j -0.0158922-0.996727j -0.106448-0.37849j 0.504625-0.0972852j -1.07969+0.387195j -0.0135682-0.213721j -0.43834+0.410094j -0.0832487+1.08403j 0.166767+0.589003j 0.0610282+0.102043j -0.0997839-0.043118j -0.195097+0.400726j 0.0322156-0.132888j 0.323532+0.275746j 0.447415+0.0936722j 0.159328+0.170467j 0.197885-0.0399632j 0.67574+0.371823j 0.423379-0.127819j 0.299123+0.00480796j 0.117083-0.0604971j 0.149619-0.299496j 0.279536-0.295615j 0.0593349-0.736011j -0.440304+0.573398j -1.34614-0.190801j 0.792074+0.196032j -0.0464322-0.710596j 0.129952-0.297571j -0.507689+0.0430798j 0.589569+0.370803j -0.536443-1.08159j 0.0160874-0.648657j -0.409019+0.25536j -0.092773+1.0951j 1.37474+0.293462j -0.420029-0.124969j -0.178467+0.0684915j 0.633303+0.425988j 0.429499+0.240551j 0.644324+0.181327j 0.0790217+0.164559j -0.941806+0.710483j -0.641677-0.502877j 0.109861+0.443816j 0.408331-0.0554108j 0.00702687+0.491495j 0.512132+1.10521j -0.314649-0.0632884j 0.289432+0.152572j 0.0140461+0.0224549j -0.1382-0.169366j -0.178183+0.144406j 
-0.244087+0.0677316j 0.128942+0.130509j 0.132431-0.292241j -0.0500376+0.25006j -0.0447573+0.0195957j 0.00161311-0.680751j -0.0703254-0.659758j -0.166037+0.58661j -0.955065+0.402464j 0.0214901+0.421853j -0.214567-0.109843j -0.17584-0.443411j 0.419741-0.25702j 0.742624+1.10878j -2.01567+0.14521j 0.960156-1.25141j 0.584862+0.923697j -0.785907-0.0598877j 0.180913-0.0191816j 1.27401+0.400247j 0.27427-0.19371j 0.177729+0.481159j 0.0470092+0.371634j 0.113426-0.583055j 0.189323+0.386364j -0.00516174+0.271189j -0.0503127+0.485155j 0.153786+0.347918j -0.227695-0.142469j 0.178076-0.00827634j -0.042636-0.298324j -0.28587+0.0403611j 0.433418-0.112692j -0.330341+0.0379345j 0.76589-0.886681j -0.077346-0.207489j -0.252915-0.250139j 0.469338-0.240279j 0.839909+0.0509228j -0.28245-0.518949j 0.202015-0.262236j 0.555536+0.146987j -0.259387-0.0693522j 0.476599+0.408913j 0.0206707+0.488806j -0.529424+0.244393j 0.954109-0.472188j 0.595596-0.506909j 0.192628+0.0475752j 0.51458+0.167502j -1.0577+0.35509j -0.52576-0.363136j -0.319285-0.0201603j -0.108799-0.418116j -0.462407+0.731247j 0.960737-0.131403j 0.827933-0.179343j 0.12916+0.630087j 0.480779+0.105607j 0.42094-0.29402j -0.381263+0.047783j -0.38663+0.00170179j 0.15625+0.0696571j -0.230374-0.591j -0.668059+0.228013j -0.147023-0.216922j -0.337857-0.0486312j -0.424835+0.157695j 0.0863771+0.182797j 
-0.263657+0.130333j -0.0506256-0.258071j -0.19814-0.0702501j 0.502906+0.33424j -0.255751-0.252035j 0.0210334-0.415925j -0.169562+0.330089j -0.301593-0.612022j -0.444877+0.276354j 0.261858-0.742133j 0.39534+0.0191968j 0.244049-0.586645j -0.0368235+0.334539j 1.01623-0.394907j -0.244632+0.201438j 0.0943762-1.04886j -0.370626+0.244471j 0.548356-0.514586j 0.0100721+0.301256j -0.206685-0.205682j 0.968289-0.493742j -0.758976-0.23012j 0.6112-0.391567j -0.071722+0.0464666j 0.087028+0.246759j 0.33694+0.600299j 0.336974+0.250879j 0.420372+0.267275j -0.117741-0.351979j -0.167433+0.384505j -0.367349+0.523082j -0.229143+0.109239j 0.0171606-0.152606j -0.54637-0.0376709j 0.0441534-0.202202j -0.226083-0.172777j 0.385316+0.359997j -0.399339+0.169708j 0.445488+0.149263j -0.330977+0.648515j 0.467933+0.69242j -0.540828+0.416973j -0.253414-0.15393j -0.370273-0.996383j 0.730195+0.0403253j 0.00547209-0.943474j 0.617533+0.0899596j -0.142639-0.365795j -1.3388+0.584964j -0.0597426-0.0619171j 0.0262393-0.0495705j -0.0935677+0.569199j -0.858604-0.585607j 0.557645-0.646325j -0.313819-0.889628j -0.0596024-0.10169j -0.523642+0.09071j 0.0214362-0.79622j 0.539022+0.203605j -0.0592585-0.553777j 0.430053-0.202989j 0.193814-0.497006j 0.0646684-0.395299j -0.201868+0.0642464j -0.417196+0.396728j -0.0670519-0.0414858j -0.394072-0.00368687j -0.551366-0.202846j -0.118898-0.323573j 
0.563598+0.225802j -0.0510462-0.488316j -0.101112+0.146081j 0.275379+0.0670708j 0.458596-0.145862j 0.523094-0.532349j 0.410582-0.552858j -0.0511331-0.124475j 0.258111-0.97124j 0.962883+0.455132j 0.0719659+0.0575092j -0.766783-1.17512j -0.58799+0.167978j 0.378826-0.635977j 0.661223+0.541161j -0.682489+0.387579j 0.146074+0.309433j -0.681314+0.0073711j 0.487251-0.901511j 0.469267+0.322571j 0.520515-0.216764j -0.733175-0.456827j 0.234867-0.27918j 0.234385-0.513629j -0.565756+0.189517j -0.162514+0.144695j 0.275838-0.0188674j -0.136-0.406537j 0.221476+0.507712j -0.248858-0.472315j -0.394104+0.393377j 0.128325-0.086389j -0.202215-0.353671j -0.441247-0.000244844j 0.450969-0.30452j 0.295278+0.330694j -0.76582-0.337231j 0.388337+0.295933j -0.364935-0.16156j -0.556995-0.00266105j 0.0682898-0.774642j -0.862719+0.0369304j -0.773866-0.626666j 0.646474-0.33928j 0.112007-0.0825888j -0.705424-0.171288j 0.630541+0.588868j -0.0849974+0.14625j 0.384162-0.783571j 0.384854-0.131612j 0.99325+0.0679272j 0.720718-0.587884j 0.0129585+0.202094j -0.0687868+0.0263768j -0.117033-0.131694j 0.46861-0.336465j 0.18797+0.186046j 0.614984+0.755899j -0.22197-0.440992j -0.0296202-0.426618j 0.476281-0.616651j -0.186287-0.122479j -0.146796-0.530751j -0.439906-0.0835181j -0.12808-0.374541j 0.0970944+0.441959j 0.0894182+0.218568j 0.281904+0.00294462j 0.245988-0.21533j 
0.211855+0.266324j 0.158595-0.216124j -0.192294-0.059222j 0.0756433+0.0393121j 0.271699+0.0981918j -0.435971+0.164673j -0.728456+0.563384j 0.556229-0.0860999j 0.618932+0.594615j 0.304164-0.680514j 0.195825+0.155716j -0.524946+0.0350716j 0.143605-0.168749j 0.464687-1.01463j 1.01213+1.0774j -1.00792-0.0610396j 0.609972-1.00734j -0.00552088+0.84645j -0.301782-0.0152241j -0.407218-1.25917j 0.12651+0.149183j 0.159532-0.249083j 0.509189-0.164487j -0.0617498-0.0220586j 0.414801-0.488706j 0.253267-0.204375j 0.370315-0.13796j 0.437616-0.292068j -0.203815+0.0384198j -0.102158-0.289455j -0.142044-0.179239j -0.059193+0.162085j 0.111344-0.509193j 0.122691+0.0200843j -0.438456-1.1211j -0.301984-0.133321j -0.327812+0.149959j -0.0786419-0.549035j 0.504088-0.832448j -0.984407+0.0165125j -0.0421269+0.017457j 0.130948+0.321334j 0.0211422-0.0429035j 0.289023-0.338055j 0.184098+0.101164j 0.0840105+0.609246j 0.520893-1.30311j -0.521637-0.583166j -0.299382-0.305251j 0.424742-0.10224j 0.0372616+1.13892j -0.29375-0.303393j -0.156457+0.37187j -0.369272+0.0261951j 0.604076+0.633229j 0.442601-0.856459j 0.574314-0.981758j 0.627795+0.0373474j 0.514718+0.18381j -0.22879-0.345506j 0.169621+0.447647j -0.0751411+0.176757j 0.296181-0.135217j -0.0532218-0.0921844j -0.200307+0.822974j -0.0992278-0.0236595j -0.139758+0.293111j -0.158278+0.44663j 0.168653+0.0605618j 
-0.198482-0.610702j -0.378218+0.328046j 0.198187-0.0239376j -0.115646-0.276082j -0.401867-0.434074j -0.830806-0.147297j -0.543412-0.109842j -0.197639+0.0967382j -0.933055+0.0920255j 0.00628825-0.979726j -0.0557025-0.0588028j -0.563278+1.29388j 0.292665+0.423525j -0.711167-0.000942758j 0.34384-0.717597j 0.575106+0.538702j 0.232731-0.19047j 0.411007+0.492993j -0.933281+0.125135j 0.0383406-0.537439j -0.406152-0.441096j 0.00819815+0.851081j -0.339553-0.17629j -0.632666+0.0400452j 0.460286+0.400868j 0.148131+0.0531956j -0.146225-0.217768j -0.337328+0.297858j 0.503105-0.0384495j -0.279608+0.522979j 0.160909+0.420071j 0.00579233-0.135162j -0.441122+0.0865292j -0.264036+0.521519j -0.0747866-0.344436j 0.550438-0.120095j -0.673233+0.581137j 0.494731-0.214755j -0.445583+0.177985j -0.0467026+0.531184j -0.558112-0.351321j -0.576431+0.609874j -0.890692+0.513165j 0.0781667-0.823498j -0.0499559-0.231684j -0.696118+0.664453j 0.747608-0.0447189j -0.0873439+0.0123307j -0.404483-0.553687j -0.0723479-0.351808j 0.662722-0.770999j -0.0599266-0.895969j -0.023776+0.00901263j -0.133001+0.107177j -0.247778-0.169747j 0.034929-0.655908j 0.178337+0.0669508j 0.929016-0.264275j -0.557455-0.0497792j -0.425107-0.174055j -0.370565-0.731312j -0.26865+0.0984673j -0.522454-0.20125j -0.34642+0.337793j -0.323301-0.0101276j 0.554629+0.155308j 0.198394+0.0250688j 0.106346-0.295539j -0.04094-0.26902j 
0.101045+0.198475j 0.0612186-0.341586j -0.620673+0.211343j -0.332093-0.0642571j -0.428878-0.508625j -0.253174+0.779484j -0.830513+0.171694j -1.25807-0.118316j -0.528505-0.0199545j -0.364659-0.133161j -0.337023-0.0523162j -0.00722594-0.385799j -0.696272+0.030782j -0.663155+0.636179j -0.177062-0.885321j 0.63993-0.0547045j 0.49375-0.950199j -0.557542-0.316639j 0.150598+0.0816116j -0.130243-0.19871j -0.334541+0.0639059j -0.31172-0.784652j 0.2827-0.469798j -0.24423+0.282146j -0.234798-0.061666j 0.380474-0.0787323j 0.544366+0.122512j 0.0677778-0.0804092j -0.130284+0.19271j -0.0786455-0.120413j -0.193218+0.544894j 0.466073-0.0283789j 0.102404+0.253018j 0.243692+0.0752788j -1.46317+0.479623j -0.585118-0.376196j -0.825818-0.869977j 0.818999+0.366034j 0.314136+0.745121j 0.324614-0.905593j -0.273398-0.0913315j -1.04297+0.344122j 0.138743+0.134842j -0.43885+0.0416021j -0.310081+0.420791j 0.396064-0.0754519j 0.234132+0.533969j 0.0500586-1.20124j 0.507725-0.549287j 0.22258-0.0282896j -0.943425-0.569111j -0.169328-0.0538321j 0.686418-0.36386j 0.128473-0.274313j -0.243587+0.476371j -0.341358-0.147241j -0.974092-0.450549j -0.272323+0.474544j -0.0932684+0.235431j -0.275915+0.263563j 0.631447-0.309914j 0.0804266+0.0183034j 0.0376352-0.126134j 0.142399+0.384778j 0.432968+0.232117j 0.103783+0.462821j -0.000974511+0.395266j 0.00241255+0.186051j 0.0319553-0.0572933j 
-0.0930188-0.200518j -0.0323619+0.380057j -0.634237+0.0570285j -0.257961+0.512396j -0.30188-0.0666191j -0.819004-0.499808j 0.0434847+0.172014j 0.250509-0.831365j 1.39699+0.0975754j 0.402492+0.205267j -0.520321+0.161982j -0.390622-0.165314j 1.16858+0.18921j -0.296057+0.331381j 0.450113+0.379826j -0.345812-0.579724j -0.55237+0.0780351j -0.563247-0.150488j -0.330507+0.519096j 0.214945-0.264085j -0.554865-0.0585804j 0.0298792-0.237227j 0.0880781-0.36604j -0.22891-0.119837j 0.125659-0.364327j 0.0319097-0.00490506j -0.0705887+0.426056j -0.325754+0.304317j 0.21839-0.530117j -0.129082+0.0292145j 0.143717+0.110783j 0.232135+0.34002j 0.637526-0.192858j 0.0810042+0.895858j -0.166672+0.0881465j -0.415309+0.242127j -0.557812-0.321547j 0.571287+0.568317j -0.755619+0.751519j -1.01959+0.575005j -0.479734+0.105456j -0.886554-0.372935j 0.426806-0.808082j 0.607226+0.814833j -0.254464+0.107178j -0.660802+0.426179j -1.05068+0.302075j 0.0137339+0.0188551j -0.389991-0.00527481j 0.127068-1.02457j 0.258355-0.133991j -0.217032+0.370231j -0.415123+0.0132579j -0.285748+0.0983482j 0.420224+0.311647j 0.125728-0.303102j 0.212201+0.397542j -0.524048+0.336925j -0.130522+0.621723j -0.152039+0.0585822j -0.185258-0.293974j -0.0420622+0.244938j -0.0779039+0.172177j -0.0950212+0.230696j 0.354552+0.28582j -0.113928-0.00191356j -0.365429-0.0435967j -0.393301-0.301586j -0.0918081-0.101726j 
0.17491-0.300502j -0.48019+0.18303j 0.579131+0.537677j 0.125359+0.302867j -0.287224+0.659142j 0.954199-0.230699j 0.72185+0.800492j 0.595964+1.2299j 0.139383+0.550181j 0.141704+0.446596j 0.0706259+0.361285j -0.420616+0.211203j 0.532801+0.699024j 0.893055+0.292429j -0.775735+0.521642j -0.361787-0.413092j -1.16958-0.0670157j 0.0543343+0.662467j -0.0598088-0.15766j -0.111606+0.206861j 0.177678+0.213468j -0.618383+0.682568j -0.587041-0.093635j 0.301705+0.111794j 0.0685744+0.30622j -0.259467-0.358567j -0.156864-0.61787j -0.160558-0.0358441j 0.066621+0.192121j -0.104119+0.202229j 0.335587+0.397468j 0.13916-0.306718j -0.0153023+0.0989541j 0.193291-0.0552895j -0.231544+1.42246j -0.446256+0.464268j -1.11426+0.193236j 0.516713-0.263982j 0.646686+0.19032j -0.698446-0.688571j -0.232972+0.148878j -0.289342+0.983817j 0.0961662-0.170142j -0.0707452+0.409822j 0.109535+0.324612j 0.146232-0.344494j 0.528363+0.0369222j -1.01765-0.575206j -0.11028-0.730923j -0.0213103-0.207761j -0.895873+0.357659j -0.101932+0.10677j 0.0932694-0.649722j -0.163253-0.201011j 0.178917+0.439841j -0.34892+0.136058j -0.852269+0.467876j 0.2187+0.405325j 0.0206411+0.144319j 0.084815+0.29818j 0.0622699-0.601692j -0.00313898-0.0266179j -0.0857964-0.0871556j 0.312115+0.114304j 0.359991-0.140087j 0.442293+0.174522j 0.271357+0.170396j 0.119621+0.0381161j -0.0223405-0.0436486j 
0.112409-0.311761j -0.388974+0.245446j -0.308923-0.522827j -0.675337+0.135987j -0.0314501-0.413746j 0.0582919-1.17904j -0.312069+0.233549j 0.883435-0.354565j 0.56389+1.2111j 0.167557+0.345947j -0.681985-0.502661j -0.148852-0.482338j 0.238572+1.14628j -0.414203-0.0796566j -0.259642+0.578542j 0.304613-0.466312j -0.250035-0.466694j -0.133658-0.629646j -0.614013-0.0817328j 0.260408+0.157757j -0.142799-0.705202j 0.215413+0.0139161j 0.455498-0.0601902j -0.0120894-0.327704j 0.45151-0.0148508j 0.0174408-0.0385552j -0.515858+0.166348j -0.500295-0.184445j 0.457728+0.205616j -0.158896-0.144992j -0.106256-0.0330107j -0.290173-0.12301j -0.174933+0.485465j -0.956788-0.338998j -0.231779-0.276496j -0.0768242-0.341647j 0.427837-0.550959j -0.853354+0.48415j -0.469282-0.965683j -0.0567489-1.18324j 0.0409399-0.52822j 0.678149-0.720461j 0.351873+0.805106j -0.719237-0.0935996j 0.0126045-0.433085j 0.0614835-0.74265j 0.356138-0.821459j 0.0185218+0.0929556j 0.512293-0.263941j 0.830083+0.50662j -0.0114689+0.304432j -0.0239449-0.343203j 0.0899885-0.279066j 0.0716646-0.16072j -0.573498-0.0110162j 0.0976155+0.058409j -0.334873+0.0578622j -0.104398-0.599347j -0.292648-0.519269j -0.0205791-0.0844226j 0.228322+0.049945j -0.170237-0.213352j 0.00776093-0.230782j -0.141122-0.167596j -0.396488+0.101728j 0.119131-0.0875083j 0.23967-0.236682j 0.3487-0.133105j 0.100291-0.0301j 
-0.0745467-0.402347j -0.0738041+0.411075j 0.682115+0.589346j 0.189932-0.357839j 0.470738+0.159117j 0.645122-0.71161j -1.21738-0.250857j 0.317471-0.252562j -0.444257-0.581638j 0.196222+0.127621j -0.351967-0.728932j -0.109988-0.602376j -0.124165-0.579329j -0.069613+0.706206j -0.427867+0.266578j -1.02165+0.6263j 0.0159361+0.238398j 0.238976+0.0422699j 0.0023148+0.66605j -0.427791-0.166023j 0.134897-0.0749426j 0.0907818+0.523304j 0.28051+0.266873j 0.0750446+0.00176237j 0.288126+0.219118j 0.112391-0.534355j 0.118465-0.0183914j -0.310282+0.289586j 0.402256-0.581425j -0.119676+0.049648j 0.573513-0.400576j -0.304877-0.51621j -1.03017-0.17255j -0.532212-0.160084j -0.410658-0.795962j -1.20333+0.610869j -0.0107344-1.67304j -0.588273+0.712796j 0.778443-0.271361j 0.522256-0.294927j -0.677669-0.747215j 0.184386-0.481632j -0.663261-0.76637j 0.732517+0.201052j 0.14814-0.223413j 0.351741-0.42486j -0.178045+0.334927j 0.449558+0.00625086j 0.936437-0.118308j 0.403081-0.248506j -0.388104+0.545195j 0.328276-0.0772405j -0.513478+0.00245483j 0.481355+0.766908j -0.00936434-0.147252j -0.38866-0.645468j 0.432683+0.168445j -0.383816-0.333072j 0.232165-0.232028j -0.045829+0.343571j -0.838361+0.0887616j 0.0336758-0.00674038j 0.0931488-0.082391j 0.298063-0.048429j -0.0142306+0.379172j 0.447958-0.14102j -0.124559-0.00167782j -0.0559208-0.297301j 0.0408368-0.103554j 
