-0.00754277-0.0423504j 0.0540604-0.0303974j 0.0435279+0.00561929j -0.00342912+0.10485j 0.0257971+0.0339412j 0.0305173-0.052889j 0.0380605-0.101173j 0.0214726-0.0236768j -0.0499507+0.0873179j -0.0197629-0.170293j 0.0264413-0.0474208j -0.00178229+0.0617999j -0.00169848-0.0593325j -0.0333516-0.0918676j 0.181538-0.147882j -0.110265+0.031142j 0.105307+0.0273595j 0.0365521+0.0178688j 0.0250515+0.190067j -0.0053022+0.138885j 0.0219329+0.00860683j 0.0215762+0.195916j 0.025203+0.224416j 0.0896853+0.0488834j 0.175306+0.000529414j -0.286594+0.0412452j 0.197439-0.117581j 0.0126185+0.0172241j -0.130988+0.14465j 0.132659-0.0188847j -0.0687012-0.324888j 0.0511262+0.0350689j -0.00717946-0.0603609j 0.507989+0.0823545j 0.214025-0.0203012j -0.0317906-0.0120648j -0.267189+0.301174j 0.0770469+0.378426j -0.0489294+0.122508j 0.0147296+0.326719j 0.243191-0.291016j 0.435616-0.109132j -0.461705-0.429556j 0.0312501+0.177944j -0.439469-0.0282228j 0.157078-0.719524j -0.352998+0.124295j -0.0432979-0.179167j -0.480303+0.366941j 0.675077+0.540499j -0.783663-0.28058j 0.152254-0.559648j 
0.126081-0.102861j -0.131923-0.279657j -0.25256-0.0645885j 0.139254+0.00119299j -0.377054-0.258343j 0.112536+0.0806013j 0.25227+0.00991933j -0.0265411-0.152576j 0.264088-0.153721j 0.160148-0.213588j 0.174213-0.154748j -0.436038-0.337639j 0.247071-0.154766j -0.527842-0.35377j -0.120215-0.04831j 0.199232-0.774192j 0.028502-0.0707761j -0.372756+0.121327j 0.216202-0.368413j 0.17978-0.578034j -0.61887+0.337066j 0.691397-0.304711j -0.270451-0.28678j 0.664475-0.437028j 0.43502-0.331198j -1.0071-0.044501j -0.139251-0.0171375j -0.842919+0.246306j 0.169966+0.269843j -0.0260359+0.450088j 0.449006-0.666215j -0.230931+0.346214j 0.187709-0.220874j -0.446896+0.351643j 1.07383-0.482504j -0.738135+1.14222j 0.49675-0.557977j -0.468783-0.122182j 0.328197-0.622245j -0.484181-0.643117j 0.258169-0.437356j -0.253127-1.04753j 0.490042+0.163911j -0.15968-0.333549j 0.507142-0.145519j 0.497947+0.0608297j -0.550962-0.610115j 0.269778-0.16174j -0.0795967+0.266853j -0.298169-0.0638743j 0.303666+0.44471j 0.40804-0.19522j 
-0.239137+0.0466295j -0.285029-0.298624j 0.28763-0.333178j -0.0964048+0.398574j 0.337869+0.119275j -0.0443155-0.324336j 0.267917+0.0450239j 0.365792-0.0345396j -0.100945+0.156675j -0.282608+0.42093j -0.161085-0.0301978j -0.0336881-0.119326j -0.708149-0.172228j -0.144747+0.297076j -0.0830919+0.0575581j -0.108559+0.335878j -0.246644-0.415355j -0.328576-0.0959724j -0.1905+0.259077j -0.157214-0.0143021j -0.297958+0.134317j 0.0561896-0.451051j -0.472527-0.049811j 0.787486+0.66454j -0.142524+0.642699j 0.654249+0.0122685j 0.106148+0.319197j -0.687269+0.691111j 0.784587+0.175992j -0.409766-0.0114567j -0.05676+0.690065j 0.439781+0.28377j 0.445888-1.00424j 0.192022-0.215781j -0.0226649+0.0967351j -0.559824-0.750678j -0.454032+0.198766j -0.103001+0.468765j 0.0498688-0.290705j 0.829669+0.605885j -0.129951-0.0558268j -0.143353+0.538854j 0.424324+0.602089j -0.41571+0.615848j -0.35398+0.143169j -0.104126+0.412085j -0.115332+0.225735j -0.126142+0.463059j -0.0215202+0.251398j -0.144221+0.0355153j 0.49994-0.444061j 0.273599+0.208482j 
0.133897-0.131157j 0.0200408-0.346178j -0.111832-0.0552662j 0.383735+0.222314j 0.0830844+0.269984j 0.152715+0.462579j 0.132597+0.228341j -0.0503335-0.410403j 0.396694-0.0117504j -0.161285+0.181559j 0.383183+0.277198j -0.457466-0.132762j -0.00854118+0.24868j 0.321346-0.266701j -0.0626495-0.409296j 0.107265+0.229374j -0.469928+0.346533j 0.0956354-0.308999j -0.176998-0.790036j -0.34848-0.113486j 0.53104+0.220673j 0.366274-0.484066j 0.468792+0.418382j -0.0739988-0.179818j -0.262804+0.287793j -0.764236+0.327682j -0.0517946+0.803186j -0.331554-0.918296j -0.435261+0.112931j 0.644957-0.55408j 0.258747-0.157367j -0.79702+1.04887j -0.238845+0.447564j 0.674029+0.492967j -0.53893-0.897889j 0.620208-0.287811j -0.319122-0.57459j -0.0642754-0.458211j 0.167906-0.98615j 0.531646-0.128739j -0.889068-0.928265j 0.125114-0.150424j -0.0503825-0.109311j -0.0631949+0.213252j 0.255283+0.133757j 0.434614+0.157515j 0.324874+0.0369765j -0.185667-0.425155j -0.106405-0.440348j -0.0100798-0.00839396j 0.124893+0.425819j 0.219102-0.00925497j 
-0.365161+0.00793776j -0.335424+0.125973j 0.112958+0.116471j -0.347165-0.179637j -0.0901207+0.0123944j -0.0665045+0.185139j -0.241604-0.0428708j 0.274068-0.638886j -0.441939-0.120353j -0.0311797-0.322414j 0.257141-0.0359952j 0.168186+0.489765j -0.23665+0.699298j 0.0399903-0.218207j -0.14387+0.0224795j -0.568258+0.369886j 0.290033-0.216132j -0.396689-0.797575j -0.241333+0.0270144j -0.312467+0.909301j -0.803636+0.69813j -0.46428+0.542191j -0.511815-0.114243j -0.591727-0.807686j -0.345-0.469594j -0.113874+0.212969j 0.00624938+0.358491j 0.0850675-0.949552j -0.333734+0.704611j -0.537815+0.107083j 0.0854553+0.524093j 0.511253+0.792357j -0.11213-1.31289j -0.0307822-0.172813j -0.313177+0.56188j -0.216408-0.153857j 0.156451+0.377473j -0.245052-0.253207j -0.0327283-0.464097j 0.402705+0.570734j -0.492907+0.267257j 0.0159669-0.0917117j 0.221181-0.471497j -0.647965-0.0070668j -0.206736-0.735386j -0.349656+0.124549j -0.0696701-0.147336j 0.0834636-0.0686685j 0.450085-0.343622j 0.233185-0.143801j -0.194342-0.315707j -0.256876-0.284078j 
0.0509987+0.0756547j 0.0968259-0.343625j -0.0164301+0.0217385j -0.00306831-0.253876j -0.255241-0.106582j -0.397122+0.390177j 0.198785-0.100175j 0.306409-0.163495j -0.0358632+0.210837j -0.601883+0.0324837j 0.600084+0.167543j -0.159701-0.0136456j 0.203671+0.0863357j 0.324249-0.373151j 0.0125543+0.263821j 0.605325-1.09493j 0.281504-0.550491j -0.925355+0.70561j 0.0471692+0.430261j 0.0166686-0.0305181j -0.174604-0.104265j 0.254981-0.397674j 0.262563-0.0155189j -0.52412-0.969099j -0.461171+0.271515j -0.396893+0.351181j -0.509739-0.00841962j 0.428033+0.544583j -0.545643+1.09675j 0.15194+0.0442408j 0.0369362-0.483448j 0.441775-0.130935j 0.0216049-0.0856607j 0.086658-0.209781j -0.898432-0.465972j -0.377825-0.742514j -0.430576-1.31562j 0.0812956+0.0713548j -0.295846-0.413417j -0.186744+0.321135j 0.52506-0.0473047j 0.946134-0.12264j 0.620199+0.0774876j 0.236282-0.187522j -0.29327-0.13117j 0.167793+0.133013j -0.402072-0.497537j 0.305046+0.0496085j 0.0289521-0.20985j -0.000225162-0.0402698j -0.109132+0.348347j 0.0699016+0.0305165j 
0.0850842+0.151706j 0.211323-0.273373j -0.0560466+0.0492679j 0.15444-0.384404j 0.171455-0.413353j 0.272393+0.100958j 0.296371+0.0538923j -0.315454-0.0286288j -0.145282-0.2084j 0.0110232-0.287617j -0.1893+0.266686j 0.899055-0.466828j -0.595944-0.266099j -0.109206-0.881675j -0.288467+0.351388j 0.453154-0.396207j -0.546274-0.0937856j -0.205717+0.676904j 0.44259-0.447294j -0.364614-0.145379j 0.933889+1.07544j 0.0165695-0.249683j 0.247743+0.570548j -0.351494+0.0429597j 0.227395-1.21553j -0.554151+0.339307j -1.22113+0.216477j 0.193458-0.0849108j -0.356318+0.399125j 0.248787-0.365169j -0.00470724-0.268244j -0.193311+0.504855j -0.521557-0.173977j -0.0989063+0.973676j 0.0723008+0.697198j 0.353324+0.574877j 0.136959+0.222613j -0.17569+0.508971j -0.0865962-0.259531j 0.0768229+0.45865j 0.515991-0.104745j 0.539184-0.0913637j 0.0480037-0.0228563j 0.486876+0.265428j 0.18545-0.421757j 0.190673-0.272217j 0.258392-0.473787j -0.112893+0.244066j -0.391366+0.0713042j -0.133872-0.0327638j -0.176816+0.272263j -0.00429451+0.205925j 
0.231528-0.345177j 0.0402758+0.510196j 0.11867+0.0971675j -0.0845044-0.094957j 0.14789+0.36811j 0.407817-0.42223j -0.107006-0.125798j 0.417528+0.348135j 0.0110058-0.508276j -0.0904015+0.390708j 0.446551-0.754108j 0.409488+0.066656j -0.774465+0.845672j -0.175865+0.0838245j 0.095601-0.332275j 0.375029+0.243317j 0.173878-1.19687j -0.579901-0.0683174j 0.561249+0.0407923j 0.39502+0.499688j -0.572322+0.421727j -0.021097+1.13527j -0.094758+0.411517j 0.0642489-0.106325j 0.145483+0.142041j -0.44701-1.00481j 0.0338133-0.214217j 0.336704+0.776116j 0.260519-0.647097j -0.00091121+0.121894j 0.0963329-0.128905j -0.375433-0.0359633j -0.421889-0.234024j -0.335989-0.394452j 0.00452147-0.0391212j 0.53446-0.410699j -0.0802977+0.835725j 0.0762838-0.259875j -0.579483+0.516251j 0.509261-0.0274921j -0.228058+0.0423279j -0.178597-0.211452j 0.382714+0.666135j -0.298381-0.373031j -0.288743-0.150914j 0.0472605-0.0808961j -0.0186001+0.15127j -0.591053+0.218096j 0.0651842+0.340896j 0.300009+0.29879j -0.0819552+0.11216j -0.156167-0.122666j 
0.357036+0.225172j 0.57144+0.116459j -0.265573+0.0572345j -0.0105454+0.245443j -0.201157+0.319683j -0.376626+0.276961j 0.192281-0.046542j -0.20129-0.124958j -0.501128-0.129405j -0.609116+0.240633j -0.484367+0.163924j -0.251503-0.404401j -0.226687-0.0732336j -0.128966-0.558639j -0.368046-0.398708j 0.371098-0.348166j 0.822441+0.335728j 0.742792+0.197696j -0.432719+0.201632j 0.263666+0.886565j -0.182894+0.172292j 0.0593972-0.110726j -0.35655-0.419441j 0.775545-0.275567j 1.02847+0.326957j 0.0234218+0.218254j -0.254681+0.160432j -0.0902528-0.0230137j 0.875918-0.189493j -0.869001+0.250739j -0.511665-0.846515j 0.849725+0.453059j -0.0244011+0.27966j 0.0166914+0.0849554j -0.509632+0.0164565j -0.147846-0.455484j 0.187392-0.452554j -0.293464-0.0501232j 0.723777+0.0493367j 0.269783-0.104389j 0.405272-0.324799j 0.15526+0.277324j -0.0327041+0.0505099j 0.187562+0.0822176j -0.0776697-0.101914j 0.366755-0.0814628j 0.0229359+0.210142j 0.129126-0.0674022j -0.104415+0.126037j -0.105115+0.130226j -0.443321+0.277441j -0.105+0.124609j 
0.153056-0.467566j -0.342501-0.0962357j 0.285176-0.267197j -0.512714-0.523494j -0.145112-0.0147102j -0.6624+0.164264j 0.311866-0.14124j -0.458842-0.310222j -0.1169-0.536876j -0.224856+0.803337j 0.323961+0.62228j 0.66483-0.0891586j 0.156884-0.0926557j 0.219755+0.0720662j -0.111258+0.402287j -0.742116+0.164728j 0.0441257+0.0753335j -0.250795+0.251381j 0.108813-0.750895j 0.972966+0.252061j 0.30179+1.00486j -3.49923e-05-0.0824918j 0.284332+0.114568j -0.18148+0.0628124j 0.362728+0.0299549j 0.169593-0.704354j -0.142992-0.867117j -0.411698-0.139681j 0.217082+0.406146j -0.123796+0.662402j -0.103659+0.088637j 0.0530073-0.386015j 0.14613+0.221786j 0.337749+0.267641j -0.142999+0.0341668j 0.905854-0.457686j -0.469661+0.453774j 0.0335662-0.304654j -0.0168667+0.127813j 0.01184+0.0334983j -0.13441+0.378211j 0.206583-0.394149j 0.11284-0.413658j -0.0712656-0.23685j -0.144448-0.302063j -0.166071+0.345045j 0.2643-0.151267j 0.303665-0.222954j 0.38856+0.53373j -0.00200417-0.00257223j 0.44796-0.0571402j 0.146682-0.00865395j 
0.0958995-0.0943491j -0.242568+0.11198j 0.196394+0.0127829j 0.0523373-0.0144909j 0.106673-0.0231794j 0.00749469+0.00966026j -0.0797951+0.000214806j 0.679853+1.4163j 0.173546+0.541751j 0.00382917-0.000293445j 0.0859286-0.0643939j 0.625185+0.133184j 1.33418+0.0662944j 0.022901-0.21842j -0.124363-0.011954j 0.319485+0.559243j -0.0498105+0.200484j 0.394256+0.398676j 0.486618-0.599626j -0.235713-0.257791j 0.167871+1.22135j -0.608474+0.620674j -0.494199+0.174907j 1.0849-0.351194j 0.31675+0.208906j -0.385017+0.230479j -0.212992+0.40857j 0.450205-0.385596j 0.383004+0.0512748j 0.41901+0.383458j -0.238143+1.03403j 0.037051-0.14589j 0.166006+0.0665701j -0.0374907-0.104342j 0.216101-0.347265j -0.228499+0.224857j -0.0291736-0.238506j 0.464313-0.29577j -0.575878+0.423452j -0.109982-0.0915703j 0.148591+0.223367j -0.0402415+0.127895j -0.319139+0.18759j 0.143341-0.289618j 0.0657644-0.135149j -0.280633+0.162455j 0.0300696-0.0206407j -0.254968-0.0224285j -0.159824+0.0646397j 0.0214595+0.0390857j 0.121987-0.00798363j 0.0358899-0.0368814j 
0.388986-0.118761j -0.568181+0.0425417j 0.374249+0.11617j 0.104365+0.596644j 0.387252-0.426744j 0.807053+0.357171j -0.213134+0.365582j 0.312755+0.144627j -0.698942-0.464329j -0.123249-0.415459j -0.369677-0.171915j -0.198256-0.764904j -0.0442173-0.40145j 1.14113+0.550162j 0.087483+0.319955j 0.338188+0.570717j -0.37656+0.596796j 0.245654-0.198943j -0.293676+0.472691j 0.118843+0.329256j -0.00914569+0.228221j 0.407764+0.336458j 0.85498-0.520822j -0.609644+0.164302j -0.0320211+0.228016j 0.153262+0.640591j -0.4447+0.302862j 0.541694+0.428995j 0.421352-0.160796j 0.074163+0.138962j -0.00760955+0.944064j -0.0396555+0.326621j -0.178422-0.185034j -0.761167-0.294354j 0.223648+0.419979j 0.596661-0.116997j 0.0466804-0.0807411j -0.285282-0.148742j -0.642081-0.356508j 0.05619-0.11335j -0.394063+0.122295j 0.0408109+0.0276891j -0.0948632+0.455947j 0.0374204-0.174647j 0.140695-6.77617e-05j -0.296286+0.133248j 0.21066+0.231245j 0.115128-0.343448j -0.0395187+0.239305j -0.152421-0.0279887j 0.204455-0.0919698j 0.124123-0.0298173j 
-0.486073+0.222779j -0.063304+0.0788915j 0.272096+0.3796j 0.268339+0.716229j -0.548437+0.390663j 0.0360742-0.237368j 0.730391+0.233217j 0.412427+0.588255j 0.163834-0.499343j 0.970395+0.0988088j 0.631213+0.491217j 0.569912+0.31995j -0.359534+0.277506j 0.36726+0.812973j -0.795989-0.189303j 0.485165-0.837477j -0.180384-0.595477j 0.890322-0.0261122j 0.568711-0.0420388j 0.182707-0.409818j -0.204566+0.460919j -0.670433+0.0406742j -0.11695-0.624671j -0.152778+0.00525576j -0.404965-0.0855027j -0.0662196-0.453345j -0.0623523+0.166592j -0.41918-0.12055j -0.137167-0.609492j -0.215261+0.0715434j 0.0681647-0.269336j 0.0939908+0.0565438j -0.25389-0.068861j -0.519261-0.185881j -0.634358-0.053545j -0.0456546+0.135844j 0.179903-0.264466j -0.30459+0.239624j 0.0934609+0.244824j 0.124884-0.158902j -0.011823-0.351023j -0.268986-0.0387908j -0.177241+0.348354j 0.0747433-0.0850885j -0.102928-0.034106j -0.488541+0.0479263j -0.11835-0.158828j 0.0627707-0.236256j -0.0284806-0.421403j -0.0836544-0.203104j 0.16747-0.271084j 0.0517533-0.12053j 
0.638909+0.0118753j -0.392626+0.0217253j -0.102751+0.660094j 0.520134+0.221742j 0.151056+0.60711j -0.523251-0.943871j -0.761279+0.425858j 1.01098-0.735458j -0.606689-0.00559384j 0.594528-0.440415j 0.587793-0.454199j 0.288596+0.979894j -0.592457+0.11222j 0.178878-0.259417j -0.0297092-0.320933j 0.329446+0.633564j 0.145479+0.293261j -0.314356-0.181074j -0.918131-0.119019j -0.202444+0.158154j 0.387645+0.132379j -0.37513-0.250752j -0.00445859-0.951882j -0.143124-0.237878j -0.45873+0.0784122j 0.15585-0.307532j -0.351062-0.101144j 0.18094+0.0114514j 0.21394-0.0675426j 0.251431+0.677751j 0.286688+0.295983j -0.327412+0.0327216j 0.367493-0.344301j -0.115831+0.302116j -0.378986+0.197815j 0.354852-0.0224482j -0.210778-0.190556j -0.162013-0.381791j -0.131142+0.0109491j 0.0510757-0.0279119j -0.397057+0.161096j -0.281493+0.422569j 0.226713-0.287547j 0.302151+0.11781j 0.118422+0.230889j -0.0832674-0.0510445j -0.118535+0.0731516j -0.0166018+0.238236j -0.120151+0.333649j -0.0525574+0.242554j -0.0420508+0.304741j 0.148236+0.138273j 
0.113348+0.212305j -0.119755-0.663414j 0.777854-1.43464j -0.586288-0.42992j -0.342725+0.316453j 0.265321+0.112626j -0.188761+0.539887j -1.02661-0.316239j -0.574256-0.101533j 0.128217+0.997033j 0.182523-0.830996j 0.751989+0.0757603j 0.321404+0.101987j -0.589844+0.231448j 0.139043+0.179219j 0.480628-0.444357j 0.256902+0.349641j -0.612521+0.254187j -0.524064+0.176051j -0.345873+0.774862j -0.125141+0.0662379j 0.175721-0.48114j -0.276871-0.397143j -0.192716-0.0486105j -0.172194-0.208723j 0.0995353+0.0693436j 0.174477-0.0742346j 0.326186-0.0512305j 0.302705+0.00171977j 0.42671+0.428369j -0.12182+0.432323j -0.0600611-0.178037j 0.0955187+0.455494j 0.168093+0.0935589j -0.0415354+0.0567563j -0.172976-0.168261j 0.132963+0.236669j -0.380369+0.171325j 0.265934+0.0373877j 0.260473+0.171305j -0.223607-0.31304j -0.0237674-0.0280619j 0.368731+0.286536j 0.117177-0.136999j 0.00966587-0.0953211j -0.3602-0.079536j -0.150252-0.0248505j -0.0110232-0.06345j -0.397577-0.270806j -0.161267-0.173363j -0.173342-0.0839758j -0.0917691-0.0304434j 
-1.3742-0.180346j 0.291372-1.75101j -0.514693+0.59225j -0.609043-0.664269j -0.968058+0.283592j 0.17707+0.948641j 0.444198-0.26479j 0.373793-0.812383j -0.317689+0.0575786j -0.584458-0.620587j 0.758564+0.41208j -0.414686+0.231809j -0.00255816+0.21153j -0.476698+0.375314j -0.31431-0.614937j 0.293087+0.729553j 0.0688588-0.434243j 0.328717+0.0303708j 0.618493-0.115838j 0.108171-0.231622j -0.0679717-0.0446099j 0.453772-0.319291j 0.44683-0.182169j 0.0481743-0.250751j -0.0800225-0.212031j -0.109008+0.527268j -0.173462-0.355481j -0.112892-0.229371j 0.119234+0.0783217j 0.388219-0.184935j -0.33222+0.0607656j -0.0201609+0.0215179j 0.262336-0.165296j 0.251611-0.165886j 0.0167068-0.0236321j -0.0411312-0.176476j -0.0252762+0.199065j -0.0501655+0.294125j 0.175016+0.0508423j 0.0428634-0.00968259j -0.129295+0.135646j 0.0201341-0.00655516j 0.233763-0.0985244j 0.0431837-0.0947657j 0.0281927-0.0937004j -0.01636+0.132842j -0.0166432+0.012613j -0.0174336+0.0116733j -0.0799959+0.135898j -0.023322+0.121715j -0.0952847+0.082316j -0.00996359+0.0284395j 
-0.0894694-0.158183j 0.302034+0.00742499j 0.149343+0.395093j -0.221043-0.320205j -0.0703103+0.0257461j 0.0785825+0.0619796j -0.0835581+0.192289j 0.0474607-0.064153j -0.10797+0.121963j 0.184414+0.0683964j 0.0749151-0.0834858j -0.291432-0.206081j 0.0512597+0.120087j -0.00289387+0.00501995j 0.012447+0.0473725j -0.113021+0.0903529j 0.213843-0.0474062j 0.025561+0.00350808j -0.143449-0.0454308j -0.452473-0.0339253j -0.117872-0.0447179j -0.166793+0.265977j -0.38338-0.129695j -0.0593828+0.126999j 0.0403176+0.262817j 0.107332-0.513598j 0.0441128-0.00338558j -0.0172388+0.102527j -0.216548-0.242545j -0.321531-0.0419438j 0.544041+0.00479423j 0.0723736+0.102368j -0.46064-0.332632j -0.449163+0.197234j -0.309133+0.0809126j 0.114675+0.34943j 0.0373106-0.887123j -0.0265374-0.806118j -0.521006-0.205556j -0.233588-0.117308j -0.0437185-0.231597j -0.733801+0.75655j -0.858448+0.529036j 0.806319+0.16255j 0.685867+0.947643j -0.035113-0.60768j -0.484973+1.00236j -0.495288-0.816324j -1.28538-0.115452j 0.36427+0.610275j 0.0375506+0.184855j -0.286635-2.17972j 
0.0883147-0.0457121j 0.0138835+0.203033j -0.172501+0.184934j 0.13737-0.167172j 0.00301505-0.0256722j -0.00509323+0.0419297j -0.141261-0.0120212j 0.0472759+0.00159811j -0.100681-0.0330521j -0.0183163+0.130645j 0.0100386+0.0105207j 0.0828395-0.179057j -0.022833+0.057904j 0.0130493+0.00637712j -0.0266834+0.0202542j 0.0122371-0.0707485j 0.0166432+0.0995229j -0.0183662+0.00854982j -0.0106295-0.0995005j -0.0438807-0.258032j -0.00274502-0.0647912j -0.121647-0.0603867j -0.00401202-0.225354j -0.074783+0.000309609j -0.124261+0.0532471j 0.267157-0.0806064j 0.00359229+0.0604706j -0.0593488-0.0118679j 0.0440517-0.175272j -0.0908856-0.124664j 0.114976+0.327286j -0.0277386+0.0509861j 0.0923805-0.302364j -0.290443-0.204003j -0.0939486-0.118422j -0.147345+0.10818j 0.466985-0.136482j 0.406353-0.149788j 0.10266-0.337073j 0.0232919-0.150963j 0.0857313+0.0664326j -0.456738-0.261612j -0.267559-0.338426j 0.00904157+0.44899j -0.346663+0.367777j 0.3637-0.0307534j -0.544534-0.206522j 0.455846-0.247302j 0.049839-0.772352j -0.316223+0.101103j -0.228274+0.160381j 1.23847-0.565489j 
-0.0884352+0.128474j -0.542289+0.0861775j -0.0835055-0.193885j 0.382405-0.124868j 0.168674+0.0201549j -0.215797+0.10278j 0.160221+0.160225j -0.109034+0.161256j 0.340761-0.233662j -0.338256+0.338998j -0.157672-0.0513013j 0.219053-0.22445j -0.00171644+0.193843j -0.137802+0.244291j -0.0880954+0.293773j 0.209413+0.223835j -0.260227-0.195467j -0.0207142-0.0462948j 0.197317-0.302013j 0.394206-0.429984j 0.119936-0.139039j 0.495243+0.144099j 0.178185-0.598144j 0.301471-0.27112j -0.276056+0.232526j -0.0502252-0.0633541j -0.205678-0.0495017j -0.0530498-0.253501j -0.0168253+0.281489j -0.146928-0.0920268j -0.459265-0.60767j -0.0613102-0.0262491j -0.442999-0.685965j -0.378147-0.58451j -0.719368-0.222228j -0.291839+0.899726j -0.58244-0.00957468j 0.0675261+0.353542j 0.734098+0.133252j -0.0606554+0.368431j -0.517528-0.366446j 0.530629+1.26715j -0.884893+0.916078j -0.951625-0.0768261j 0.82079-0.604613j 0.0677137-0.5341j 0.805129+0.549464j -0.229932+0.470957j -0.451499-0.145684j 0.896792-0.412699j 0.162892+0.407933j 0.885291-0.264945j 
-0.128221-0.0390102j -0.184896-0.318613j 0.0570667-0.120201j 0.207091+0.14407j -0.0106027+0.106083j -0.0732899-0.0949481j -0.0674423+0.129135j -0.0695862+0.00673811j 0.179083+0.129857j -0.261609-0.0834111j -0.0600013-0.124201j 0.215312+0.0298633j -0.103872+0.0141874j -0.109937-0.0110679j -0.197942+0.0215211j -0.00235373+0.155869j -0.0121835-0.191716j -0.00482983-0.0604697j 0.2074-0.0123888j 0.297513+0.106805j 0.13332+0.0400639j 0.149883+0.335737j 0.397861-0.131123j 0.328128+0.128927j -0.227779-0.0761651j -0.0641638-0.0587264j -0.00839123-0.231376j 0.157952-0.0333323j -0.258427+0.0500487j 0.106335-0.0468568j 0.387009-0.365581j 0.0163827-0.0251256j 0.164418-0.370219j 0.205772-0.197592j -0.00994909-0.376528j -0.634357+0.0484271j 0.0747096-0.321842j -0.228522+0.0593464j 0.0359673+0.329652j -0.217348+0.0373958j 0.265245-0.319062j -0.545928+0.515667j -0.620353-0.444759j -0.00616951-0.416383j 0.424588+0.318773j 0.398027+0.0857862j -0.285345+0.557512j -0.278325-0.0922955j -0.0677664-0.293278j 0.472574+0.334523j -0.157605+0.136535j 0.339961+0.445196j 
-0.144498+0.294009j -0.173613+0.255332j 0.173042-0.0975575j -0.0896629-0.124776j -0.00414446-0.0705302j -0.0136328-0.0307396j 0.308215-0.16635j -0.127379-0.0230361j -0.0325478+0.100894j 0.272222+0.262272j 0.488312-0.13385j -0.230437+0.203092j 0.163507+0.166939j -0.266113+0.283128j 0.190351-0.162459j -0.0600571+0.605717j 0.211167-0.468594j 0.382283-0.16637j 0.150651+0.166395j -0.728751-0.186139j -0.311766+0.109109j 0.269877+0.0909058j -0.160334+0.484841j -0.116651+0.153412j -0.267165+0.109728j -0.118174+0.0609602j -0.431835-0.480205j -0.489131+0.0527035j 0.108938-0.442502j 0.552387-0.852097j -0.273794+0.853602j 0.276196-0.273488j -0.187729-0.406719j 0.747283-0.154768j 0.062396+0.152634j -0.407773-0.821348j 0.464497+0.0986054j 0.579321-0.41917j 0.526103-0.186442j -0.642049+0.0415736j 0.489996-0.166696j -0.441857-0.39318j -0.087369-0.215038j 0.236036-0.135186j 0.951924+1.11207j 0.151326+0.22476j 0.275869-0.455479j -1.4375+0.856943j -0.480213-0.533925j 0.914803-0.829806j 0.219292-0.410844j 0.163311+0.160793j 
-0.247483-0.00958636j -0.173398-0.0623082j 0.0891182+0.0732079j 0.0692384-0.080552j -0.0148074-0.0134751j 0.0665935-0.00983137j 0.170781+0.126341j 0.101223-0.0833129j -0.183588+0.0138482j -0.0413853+0.176343j 0.0830959+0.226667j -0.103062-0.0809366j -0.000894797+0.146786j -0.148093-0.0642226j 0.143966+0.0581022j -0.125737+0.202321j 0.17475-0.0550269j 0.171228+0.137943j 0.0807272+0.125553j -0.0128502-0.477599j -0.0840824-0.157297j 0.285783+0.218739j -0.216726+0.0456614j 0.116241-0.0235682j -0.0880039-0.0885042j -0.164071-0.179821j 0.184172-0.435249j -0.164934-0.227611j 0.0729048-0.0873253j 0.57084+0.186443j -0.333784+0.127275j 0.21411+0.0616946j 0.184702-0.217162j 0.10428+0.332294j -0.0212642+0.1041j 0.292412-0.387603j 0.30414+0.407981j 0.31654+0.303462j 0.353311+0.258577j -0.102964-0.407466j 0.108157+0.339444j 0.249723-0.294015j 0.10571-0.0997473j 0.176857+0.0576941j -0.401766+0.730477j -0.0322197+0.135222j 0.147595+0.032258j -0.896718-0.631061j 0.182736-0.542929j 0.847535+0.404796j 0.314532+0.0324742j -0.0904066+0.216368j 
0.081934-0.10645j 0.381886-0.22856j -0.0371384+0.229939j 0.191036+0.271945j -0.331871+0.160123j 0.0773689-0.617694j -0.355422-0.110191j 0.000661968-0.351567j -0.120073+0.688756j 0.0904614-0.269857j 0.0492345+0.289259j 0.548891+0.0185896j -0.025976-0.360448j 0.268908-1.12714j -0.271876+0.083829j 0.428152-0.942377j -0.646957+0.552763j 0.0822019-0.559969j -0.10875-0.250385j -0.0878261-0.22486j 0.249698-0.268676j 0.058449-0.345616j 0.413111-0.0318915j 0.209061-1.02651j -0.196363+0.317558j -0.962121+0.645321j -0.0955722+0.484591j -0.113705+0.554333j -0.391147+0.772896j 0.263253+0.471501j -0.848165-1.03356j -0.0654456+0.112951j 0.274029+0.0152339j -0.671002+0.0545857j -0.0514165+0.898052j 0.43614+1.43473j 0.152401+0.325499j 0.151711+0.513201j -0.0804792-0.719773j 0.161519-0.946898j -0.603704+0.0849229j 0.181331-0.441241j -0.88459-0.196539j 0.682198+0.222959j -0.462836+0.0389446j -0.732728+0.369387j -0.0436758+0.0360908j -1.20334+1.36986j 0.0397962-0.620355j 0.0154255-0.659243j -0.136789+0.851228j 0.246201-0.635627j 
