0.0173747-0.0128954j 0.00231963-0.027941j -0.0341325+0.0723206j -0.0299306+0.00645839j 0.00890108+0.0254152j -0.015244-0.00790507j -0.0108137-0.0387338j 0.062136+0.00615173j 0.030112+0.0174744j 0.00193657+0.000513323j 0.0201773-0.0322359j -0.030102-0.0125383j 0.0209741-0.0241118j 0.0257005-0.0189746j 0.0146551-0.0093646j 0.0143722-0.00367566j -0.0424017+0.0295723j 0.00400618+0.0238154j -0.0133875-0.00223758j -0.00672796+0.00631287j 0.000872898-0.00560165j 0.00356941-0.00936399j -0.00407209+0.00354917j -0.0170662+0.00207784j 0.0186331-0.0151526j 0.00389417-0.0352353j -0.0139096+0.00965029j 0.0236084-0.0253928j 0.00220451-0.0283364j 0.00179346+0.00851374j 0.00727822+0.000722948j 0.00247738+0.0181481j -0.0111761-0.0114863j 0.0196836-0.00904546j -0.00128108-0.00427826j 0.0180652-0.00776401j 0.0294773+0.0311147j -0.00107324+0.0172019j -0.00284855+0.00755867j -0.000715037+0.0249056j -0.0154312-0.0135282j 0.00159496-0.00225781j 0.0219638+0.00787649j 0.047509+0.00166684j 0.000142249-0.00628108j 0.0271001-0.0123824j -0.0153251+0.00829348j 0.0205853-0.0271089j -0.0226987-0.00682317j 0.0289335-0.0177949j -0.0094869-0.00607663j -0.00611954-0.0116685j 0.0341987-0.00347589j -0.0256315+0.00638463j 0.0463092-0.00403888j 0.0288228+0.0261972j 0.000927004+0.0158253j 0.00199671-0.0234198j -0.00134194+0.0275902j 0.0100711+0.0372379j -0.00931202-0.0382067j -0.0131505+0.00739443j 0.0608878-0.00707085j 0.0154793+0.00739319j 0.00373465+0.0178957j 0.00720706-0.0228658j -0.0061138-0.0108517j 0.00816948+0.0022958j -0.00283268+0.0508385j -0.00594168+0.0125788j 0.000333675-0.0288163j -0.0275927-0.0353459j -0.00421754+0.00343437j -0.00144504+0.00812779j -0.00769466+0.00332258j -0.00619246-0.0106546j -0.00992441+0.0527971j -0.0176791+0.0103874j -0.0201019-0.0204474j -0.025786-0.0169709j -0.0544072+0.0134325j 0.0275156+0.0680645j -0.0315222+0.034786j 0.056407+0.024607j 0.0297929+0.0322108j 0.00250299-0.0175524j 0.0273731+0.0382064j 0.0283543-0.0329606j 0.101668+0.00651305j 0.00872643+0.0245446j 0.011736+0.00473422j -0.0256874-0.0969196j 0.163391-0.017889j 0.00130895+0.0162j 0.0306962-0.0167431j 
-0.00384972+0.0113025j -0.014777+0.00608188j 0.0136951-0.0192567j 0.0177628+0.0186423j -0.0102556-0.00537685j 0.0033616-0.00275248j 0.00412065+0.0115289j 0.0021064-0.0145191j 0.003822-0.020648j 0.00411966+0.0113283j -0.0142526+0.0093625j 0.00793008-0.00316722j 0.00208588+0.0145366j -0.0119815-0.00897893j 0.00885228+0.0102267j 0.00686987+0.00179261j -0.00486784-0.00789205j 0.0131927-0.00538872j -0.0114502-0.00274689j 0.00578298+0.00959402j 0.0178466+0.0125876j -0.024801-0.00256717j 0.00810335+0.00148219j 0.00719347+0.00431259j -0.00780088+0.00572708j 0.00206263+0.0216738j -0.0033186-0.00850519j -0.0114464+0.00238219j -0.0103757+0.0198345j -0.00316404+0.00522199j -0.00841402-0.00123256j -0.00637992+0.00977641j 0.0123212+0.000917435j 0.00493321-0.0112374j -0.0189867+0.00196094j -0.00592805+0.0124363j 0.00556931-0.011627j -0.0077571-0.0188536j 0.00148073-0.00980791j 0.00400071-0.00143746j 0.00467258+0.0128278j -0.000791042+0.00761492j -1.93526e-05-0.00366381j -0.00821792+0.00211302j -0.00152421+0.00467236j 0.00287858-0.00497326j -0.0175354-0.00623175j -0.00225872+0.0110985j -0.00800678+0.00494035j -0.0112944+0.00375036j 0.0195366-0.00258145j -0.00974056+0.0269905j 0.0130319-0.0271706j 0.0124288-0.00631583j -0.00769826+0.00866505j -0.000331361-0.000180005j -0.017772-0.00049859j 0.00147343+0.0158594j 0.0128795-0.011342j 0.00531929-0.0138275j 0.001859-0.00120781j -0.0104203-0.00986102j -0.00102229+0.0206518j 0.00766315-0.00166273j 0.00554344-0.00823613j -0.000233005+0.0118866j 0.00498914+0.0137538j 0.00405666-0.00205047j -0.0164311+0.000512705j -0.00284427-0.00479324j -0.0123844+0.00546992j 0.00587053+0.0118378j -0.00469866+0.0110464j 0.00514742-0.0237343j 0.000299295-0.0176075j -0.000110677-0.00335848j 0.00988792-0.00373704j 0.00758351-0.0121287j -0.00602293-0.00657791j 0.00895973+0.00410673j 0.0106172-0.0190794j 0.00416121-0.00907962j 0.00272669+0.00931517j -0.000245591+0.00454164j 0.00964437-0.00974557j 0.00363824+0.00233564j -0.000191755-0.000710007j 0.00352439-0.00537352j -0.00826044-0.00928384j 0.00375188+0.00279478j 0.00275957+0.00670911j 0.00241827-0.000642599j -0.0136358-0.00683123j -0.00183586+0.00106268j -0.00152876-0.00644353j 
0.00137292-0.000318096j 0.00110096+0.00791242j 0.00527603-0.000632303j -0.0097683-0.00331831j -0.00934633+0.00289753j 0.0103301-0.0153183j -0.0044543+0.00574383j -0.0175366+0.00564554j -0.00206062+0.0268689j -0.0192875+0.00802316j 0.00323098-0.00692418j -0.00197474+0.00706462j -0.0146502+0.000492152j -0.0107292-0.00533534j 0.00378+0.00315343j -0.00489297-0.00678084j -0.00278147+0.00262471j -0.001281+0.00931521j 0.00113364-0.00749342j 0.00685329+0.000794448j -1.31701e-06-0.00398689j 0.00110931-0.0106225j 0.00656222-0.0117813j 0.00955211+0.00820474j -0.0030137-0.00949664j -0.0135898+0.0062651j -0.0019621+0.00330508j -0.0110876-0.0107549j 0.00470488-0.00472745j -0.00336795-0.00147667j 0.00124322-0.00233944j 0.0114013+0.00272893j 0.00418059+0.00561452j -0.0113264+0.00635634j -0.00238902-0.0219983j 0.00277429+0.0118388j -0.00948006+0.00971637j 0.00680705-0.00493458j -0.0136717-0.00284739j 0.00529851-0.000173754j 0.0020237+0.0186172j -0.0104169+0.00972203j -0.01142+0.00990319j 0.00727267-0.00591375j -0.010676-0.0146168j 0.00255453-0.00199825j 0.0236679+0.00062929j 0.00326044-0.017867j -0.00522298-0.00716681j 0.000704617-0.00246948j -0.0112434+0.0202239j -0.00744318-0.00950982j 0.00739595+0.0196114j -0.00530552-0.0133667j -0.00742682+0.0092111j 0.00607429+0.011609j -0.0108978-0.0121744j 0.000356916-0.00158687j 0.000439778+0.00932375j -0.0191967+0.0094933j 0.00918634+0.0115002j -0.0202075+0.00312894j -0.00332511-0.00345526j -0.0101559+3.23367e-05j -0.000113317+0.0128117j -0.00589139-0.0142076j -0.00447035-0.0199689j 0.0199418-0.00195733j 0.00462713-0.00838409j 0.0071594-0.000220983j 0.0115586+0.021502j 0.0221022-0.0105103j -0.00370879+0.00729153j -0.01184+0.00299622j 0.00675735-0.00788622j -0.00337882-0.00517126j -0.00351796+0.0038421j 0.00620903+0.0176852j -0.00129934+0.00684083j -0.00624952+0.00928382j -0.0176951+0.0017643j 0.00645304+0.016417j 0.00363348-0.00375854j -0.00737243-0.00779762j -0.00403564-0.00240706j -0.0134577+0.00702666j 0.00185275-0.0209017j -0.0109565+0.014238j 0.00363709-0.00271958j 0.00591224-0.00301321j -0.00162144+0.000711392j -0.0113771+0.00508552j -0.00475342-0.00133708j 0.00190376-0.00372788j 0.000333183-0.00127924j 
-0.00315554-0.00646062j -0.00121911-0.00938825j -0.0210271+0.00379184j -0.00299929-0.0135307j 0.00561704+0.0040072j 0.00770085-0.00929819j -0.00851044-0.00407888j 0.013172+0.00674208j 0.00166675+0.00535269j -0.0164887+0.0128911j -0.00275892-0.00719858j -0.00691178-0.00160005j 0.000178316-0.0080186j 0.000443723+0.00508741j -0.0141011-0.00943469j 0.00494982+0.00616104j -0.000564412+0.0157515j -0.0037743-0.00069214j -0.00679403+0.0173935j 0.0122011-0.011895j 0.0184208+0.00693007j 0.00742391-0.00391396j -0.00583508+0.000181259j 0.00512974-0.005794j 0.00744038-0.000610737j -0.00723952+0.00900016j 0.00238773-0.0141393j 0.00964801-0.000336815j 0.00936452-0.00341305j -0.0027495+0.00370054j -0.00762208+0.00961687j 0.00042007+0.00227654j -0.000378821+0.00272363j 0.00303515-0.0111356j -0.00657123+0.0052739j -0.000866346-0.00209409j 0.00331089+0.00861986j 0.00621449-0.00705418j -0.00496907+0.0197695j 0.00781634+0.0112018j -0.0110619-0.00686011j 0.011035+0.00028731j 0.0129631-0.00236103j 0.000253897+0.0029996j 0.00769033+0.0123252j 0.00241205-0.00786918j 0.00211926+0.00954092j 0.00429565+0.00400793j -0.00501806+0.00925884j 0.0126441-0.00215731j 0.000877119-0.0117522j -0.00662482+0.0205773j 0.00243467-0.00669128j 0.00682582-0.00107549j 0.0142837-0.00434753j 0.00146011-0.00704984j -0.00103616+0.00938544j 0.00542674+0.0100417j -0.00435868-0.00226894j 0.00792708-0.00188269j 0.00112115-0.0248647j 0.00333261+0.00249923j 0.0145022+0.011522j 0.00327349+0.0165181j 0.00316462+0.000737256j 0.00903254+0.00422899j 0.0054081+0.00839297j -0.00853266+0.0020695j -0.0040207+0.0083024j 0.00669694+0.00351961j -0.00764862-0.0070234j -0.0130601+0.00566441j 0.00336019+0.00506603j 0.00587403+0.00534983j 0.0109778+0.00365392j 0.00137247+0.0065732j -0.00105704+0.00774346j 0.00595136-0.0109952j -0.00705962-0.0122779j 0.00579971+0.000861592j 0.00161316-0.0114634j 0.0029941+0.00441331j 0.000190659+0.000768739j -0.000961068+0.0134753j -0.00532674+0.00352879j 0.00463644+0.00131671j -0.00486848+0.0126489j 0.00700129-0.0133699j 0.00378311+0.00350772j -0.00142845+8.91386e-05j 0.00270112+0.00518581j 0.00240577-0.00988194j 0.0105894-0.000193894j -0.000425789-0.000829327j 0.00398248+0.004111j 
0.0132922-0.0110341j 0.00687929-0.00253188j -0.0270913-0.0155345j 0.0233202-0.0136219j -0.00652766-0.00440775j 0.00569488-0.00964186j 0.0257615+0.00081707j 0.0368517+0.00290568j -0.00981621-0.00608379j 0.000576713-0.0189038j 0.014386-0.00287361j -0.0273269+0.00348293j -0.000878867-0.0227583j 0.00926105-0.0219971j 0.000891302-0.00716735j -0.00253246+0.0114988j -0.0295094-0.00106521j 0.00915874-0.00394687j 0.0069419-0.00452527j 0.00335073+0.00235289j -0.0003579-0.0136252j -0.0169397-0.0038891j -0.00816158-0.00282303j -0.00123384-0.0045003j -0.00346878+0.000429276j -0.0110747+0.0129385j 0.00300544+0.00192294j -0.00358154-0.0110282j -0.0152824+0.00498048j 0.00177385+0.0123477j 0.0034007+0.00607752j 0.00465687-0.00216897j -0.0115287-0.0082504j 0.00456681-0.0249187j -0.0107831+0.00157928j 0.0250192+0.00315995j 0.00802567-0.00371578j 0.0120453-3.56629e-05j 0.000823695+0.00976091j 0.000863498+0.0127264j 0.00798479+0.000370696j -0.00466465+0.00667937j 0.00712607-0.00846699j 0.00433473-0.00703914j -0.00523886-0.00566462j 0.0114505-0.013897j -0.015177+0.00457789j 0.0140614-0.01005j -0.00118132+0.0167275j 0.0136074-0.0169835j 0.00769941-0.0127783j 7.77616e-06-0.00890792j 0.0181355+0.00511883j -0.00312934-0.00282245j -0.00297495+0.0179719j 0.00705591-0.00390441j 0.00799393+0.00778098j -0.00707529-0.00906254j 0.0143076-0.00147884j 0.00786273-0.00122445j 0.00750446-0.00537289j -0.00958257-0.00166034j 0.00772077+0.0105348j -0.00741835-0.00270624j 0.00048224-0.0091115j -0.0100429-0.00682063j 0.00350573+0.00919178j -0.0142273+0.0138594j -2.30628e-05-0.00346615j -0.0110185+0.00602391j -0.0179574-0.00430849j -0.0239847-0.000875914j -0.0138099-0.0071641j -0.0191529-0.0189819j -0.00190304+0.00267723j 0.0130747+0.00554325j 0.00237458-0.00319496j 0.00566871+0.00142962j 0.00329404-0.00117262j 0.0103237-0.0132057j -0.000705923+0.000896287j 0.0025014-0.00209315j 0.00920086+0.00802925j 0.0127956+0.00699197j 0.0159428+0.0123777j 0.0107539+0.00671357j -0.00463457+0.00535608j 0.00510605+0.00201661j -0.0153943-0.010391j 0.00662879+0.00766584j 0.00432828+0.00173074j -0.00827493-0.00377894j 0.00376074-0.00273541j -0.0030865+0.0060802j -0.00217628+0.00121082j 
-0.014131-4.14125e-05j -9.99831e-05+0.00021568j 0.00895286-0.00135556j -0.00161757+0.00418723j 0.00490434-0.00145828j -0.0147335+0.00220465j 0.00647795-0.00516136j -0.00588667+0.0130363j 0.0199937+0.0223582j -0.00392932+0.0125826j 0.00290767+0.00370493j 0.0252046+0.00206533j -0.0149149+0.0141936j -0.0114119+0.0175671j 0.0149323-0.00299891j 0.00200524+0.0026409j -0.0100545-0.018993j 0.00272003+0.0158328j 0.00582455-0.0018004j 0.00802821+0.00426607j 0.00337552+0.0116567j -0.0102121-0.0183322j -0.001964-0.000428084j 0.00246739-0.000131014j -0.0130507+0.0103625j 0.00987277+0.0156392j 0.00287776+0.0127312j -0.0075946-0.00808243j 0.00369448+0.0084011j 0.00455856+0.000272757j -0.0110312-0.00233345j 0.00288368-0.00461116j 0.00907942-0.00210709j -0.0141576+0.0114908j -0.00333072-0.0100887j -0.0071989+0.0135639j 0.00116427-0.0045524j -0.0089996+0.00701151j -0.00326699-0.0125525j 0.0157738+0.00300322j -0.0118949-0.00433805j -0.00113902-0.0058216j 0.00805127-0.000808515j 0.00158186-0.00196831j 0.000547337+0.0248349j 0.00688799-0.00999136j -0.0131583+0.00311629j 0.00952735-0.00313j -0.00534936+0.000398143j -0.00248205-0.0153514j -0.00770327+0.0117259j 0.0103879+0.0122875j -0.0050399+0.00407025j 0.0096802-0.00151946j 0.000589746-0.00834963j 0.00061058+0.00624633j -0.0277811-0.0025036j -0.00284636+0.0115402j -0.00695516-0.0133919j 0.016861+0.0155452j -0.00106307+0.000235809j 0.0244937-0.000305472j 0.0108912+0.000571335j 0.0110772-0.00363186j 0.00738668-0.00887346j -0.00553535+0.00173996j 0.00324498-0.00621849j 0.00233724+0.0169559j -0.0187705-0.00476934j 0.00550784-0.00435323j -0.0125-0.0016316j -0.00177681+0.00519763j -0.00683706+0.00936081j -0.0131614+0.0196439j 0.00316558-0.0159332j 0.00298797+0.00292154j -0.00241016-0.00294539j 0.0135027-0.0105575j -0.000710053+0.00270881j 0.0110242+0.00407604j -0.00298888-0.00894488j 0.00901481-0.00953293j 0.00252424+0.00604997j -0.0192942-0.00343033j 0.0144136-0.0147635j 0.0101506-0.00340905j -0.0127654-0.00157356j 0.00942445-0.00769848j 0.00313659+0.0108459j 0.000128104+0.000516025j -0.00904262-0.00214305j 0.00141338-0.00241046j -0.00906415+0.00408913j 0.00367021-0.00379271j 0.00105975-0.000702963j 
0.00372228+0.00143391j -0.000372368-0.0083994j -0.0199513+0.00791258j 0.00202914-0.00324572j 0.00120142+0.0108603j -0.014611+0.00313571j 0.00121092-0.000104611j 0.0250592+0.00883409j -0.0153834-0.00490075j 0.00810615-0.0147122j -0.00470495+0.0159173j 0.00424908-0.00211189j 0.000551791-0.0091801j 0.0127614+0.00461988j 0.0121335-8.9246e-05j 0.0125116+0.00113528j -0.00788951+0.00214178j -0.00529163+0.0109131j -0.0226019-0.0115095j 0.00532741+0.0133699j 0.00226096+0.00669506j -0.00683614-0.00188526j 0.0116872+0.00905778j -0.0252794+0.0181156j -0.00224108+0.00354397j 0.00428326-0.00884171j -0.0121956+0.00805567j 0.0102791+0.00165002j 0.0137315-0.00154579j 0.0078405+0.000719288j 0.00257822+0.00405292j 9.52909e-05+0.000918021j 0.00254828-0.00422183j 0.00657205+0.00290021j -0.0127289+0.0115309j 0.00621204-0.00334643j 0.0100497-0.00527312j -0.00549087+0.0114501j -0.00734126-0.00859833j -0.00133035+0.0268354j -0.00282454+0.0104646j 0.00507371+0.019329j 0.00528782-0.00629876j 0.015419-0.00300542j 0.00705242+0.00934898j 0.0120367+0.00099272j -0.0157742+0.0134708j -0.0119463-0.00407361j -0.0124419-0.00496296j 0.00809372-0.0165844j 0.00236132-0.00117613j 0.0168259-0.000680092j -0.00410568+0.0251614j -0.0172231+0.00558497j 0.0137232+0.000841032j 0.00251324+0.00928646j -0.00812201+0.00822304j 0.0106467+0.00573088j -0.00550428+0.00876986j 0.00479425+0.00412745j 0.00857651+0.00124064j 0.0148277+0.0041209j 0.0266024-0.0131497j 0.00164304+0.000190261j 0.00381033-0.0164815j -0.00345727-0.00286313j -0.00360712-0.00555917j -0.00455509+0.0167118j -0.0113799+0.0110683j 0.000488208+0.00434274j -0.0166023-0.0133471j -0.0192063+0.0113145j -0.0104949+0.00392357j -0.014745+0.0110699j -0.0108635-0.00359693j 0.00127746+0.00579706j 0.00318148+0.00373242j 0.0105014+0.0035649j 0.00195385-0.011612j 0.00582621-0.00414187j -0.0123624-0.00386948j 0.00254686-0.0037465j -0.00330972-0.00861809j 0.00451335-0.00565214j 0.0321452+0.00264415j 0.0123259-0.0033555j -0.00267298+0.0128802j 0.015171-0.00187515j 0.010762+0.00485994j 0.00124386+0.00391869j -0.00975196-0.00917645j -0.0151035-0.00294317j 0.0112933+0.000348887j 0.00136564-0.00102802j 0.00210027+0.00110294j 
-0.00874343-0.00459826j 0.00827714-0.00339925j 0.0198541+0.00812927j -0.0311878-0.000717091j -0.0159599+0.0170261j 0.00977812-0.0036534j -0.0107555-0.0136224j -0.0379141+0.00579839j 0.0215033+0.00670399j -0.013738+0.0123033j -0.00446886-0.00549904j 0.024591-0.00340776j -0.0046267+0.0124959j -0.0200774+0.0275545j -0.0224038-0.00617069j -0.00803601-0.0113377j -0.00473415-0.00173472j -0.00137897-0.00205542j 0.0245908+0.0171126j -0.0057074-0.0083078j -0.0129595+0.00728144j 0.00516272-0.0126178j -0.0100762-0.00209042j 0.00181558+0.0188526j 0.0127556-0.00620643j -0.0234205-0.00693501j 0.00807081+0.0183586j 0.00968846-0.000918367j 8.25197e-05+0.00712422j -0.0239416-0.00176502j -0.0128947+0.011591j -0.00779746+0.0134716j 0.000783429+0.019824j -0.0051579-0.0185948j 0.0109865-0.00258262j -0.0185906+0.00572726j -0.000927379+0.0219706j 0.0106987-0.0138035j -0.0033044-0.0086383j 0.0057382-0.00313768j 0.000567382-0.00227265j -0.00298678+0.000324173j -0.00324275-0.00178492j -0.0226447+0.00592084j -0.0228148+0.00208545j -0.0301091-0.00548437j 0.0243286-0.0122271j 0.0275772+0.0138795j 0.00975151+0.00578425j 0.00782447+0.025764j 0.00372954-0.00660251j -0.0223776+0.01037j 0.0125703-0.0335462j 0.0177043-0.00280003j -0.0148301-0.0140218j -0.00518155-0.00184904j -0.0048349-0.00828939j -0.023564-0.00358344j 0.0013017-0.00532366j -0.00100446-0.00135596j 0.0109571-0.00293007j -0.00937354-0.0063365j -0.0347852+0.00213856j -0.000685683+0.00645204j -0.00106954+0.0106069j 0.00422659-0.00713418j 0.0170126+0.00421628j 0.00374605-0.015452j 0.00749685-0.0164291j -0.00247213-0.0061476j 0.0175313+0.0214063j 0.00556476-0.0188719j 0.00893722+0.00728727j 0.00644534+0.00299104j 0.0122826+0.0107407j -0.0066337-0.00645124j -0.0101662+0.00093893j -0.0170637-0.00289137j -0.00563947+0.0109612j 0.00309747+0.013087j 0.00672108+0.00941721j -0.000994731+0.00655925j 0.00791644+0.0103887j -0.00934972+0.0150966j -0.0441776+0.00839806j -0.00557093+0.0135613j -0.00413761-0.00731881j -0.0249257+0.000464329j -0.00663037+0.00865232j -0.00145782-0.00188281j 0.00817605+0.0138691j 0.0176929+0.00322431j -0.0106135+0.00186089j -0.000549659+0.00402732j 0.000221132+0.00284285j 
-0.00121932+0.0026037j 0.00886539+0.00826236j 0.0108843+0.0184494j -0.0184326+0.0186323j -0.00111091-0.00232859j 0.00399831-0.00115371j 0.0102667-0.0376305j -0.0119314-0.0343665j 0.00810723-0.0144356j -0.0270862+0.00834057j 0.00487434-0.00763709j 0.0176683+5.50178e-05j -0.00427425+0.00248303j -0.00217128-0.0114785j 0.0149646+0.00249911j -0.00346259-0.0169676j 0.00260309+0.0100151j 0.00184297+0.00735691j 0.00383559-0.0163055j -0.00326889+0.00329596j 0.0190639+0.00680082j -0.00726478-0.0130311j 0.00532389+0.0094003j 0.00117635+0.00534324j -0.00256395-0.0108973j -0.012409+0.00205145j -0.00531704-0.00822412j -0.00952952+0.00968954j 0.00608947+0.00883673j -0.00275735-0.000572607j 0.00471258-0.0177561j -0.00644913+0.0250028j -0.00303981+0.0207687j 0.0096684-0.00549139j 0.00529311+0.0209235j -0.00224977+0.00785836j -0.00163809+0.0364562j 0.0167558+0.0072371j -0.000190464+0.00141666j 0.0084724-0.0113261j 0.00610867+0.026408j -0.000150913-0.00794425j 0.00789034+0.0169184j 0.0155942+0.0210467j 0.0138982+0.0266077j -0.0211195-0.00323815j 0.000448045+0.00569408j -0.0113873+0.0181772j 0.012714+0.00182026j -0.00795662+0.0135211j 0.0186961-0.00227382j 0.0135605-0.00105795j 0.00139342+0.0142376j -0.00628662+0.00506963j -0.0157017+0.0266899j -0.024786-0.0200239j 0.0381225+0.0224722j 0.0128678+0.0153747j -0.020268-0.0023093j 0.00334468+0.00246124j -0.00775597-0.0198762j 0.00801203+0.00702982j -0.00573712-0.0225291j -0.0013355+0.0231762j 0.00458325+0.000397972j 0.00770099+0.020326j 0.00623003+0.00531366j -0.00593842-0.0157501j -0.0148591+0.00929668j 0.00277731+0.00394495j 0.00152951+0.00557777j 0.00544556+0.0100635j -0.0173743+0.0231184j 0.00504929-0.0250378j 0.006038-0.00644218j -0.00882408-0.00704725j 0.00799726-0.00659908j -0.00965979+0.0282486j 0.00540215+0.006137j -0.0279024+0.0324895j -0.000609014+0.00429909j 0.00444208-0.000400941j -0.00685196-0.00538623j -0.0169983+0.00476164j 0.00866383-0.0160233j 0.00803315-0.00500657j 0.00350098-0.0291689j -0.0109247+0.00502148j 0.010248+0.0202977j -0.00292543-0.00730034j 0.00386754-0.00534826j -0.00174723+0.0107474j 0.00389146+0.0112518j -0.00172294-0.0021663j -0.000320946-0.000283125j 
0.00610648+0.00147518j -0.00438431+0.00655495j -0.0184523-0.0169461j 0.0299501-0.0172985j -0.00677041-0.0135053j 0.00823736-0.021278j 0.0132507+0.00494474j 0.0102818+0.0192062j -0.00487247+0.0104353j 0.0293371+0.00784461j 0.00235194+0.0205788j 0.024957+0.0143143j -0.00351952+0.0139434j -0.00532184+0.0189371j -0.00132336-0.0361175j 0.00264373+0.0189178j -0.00765251-0.00630607j -0.00631554-0.0101125j -0.0239941+0.00204543j 0.0260329-0.0111865j -0.00224516-0.0105798j -0.00948186-0.0199404j -0.00967952+0.00954472j -0.0137026+0.0120351j -0.0117825+0.00773461j -0.00452812-0.00114606j -0.000287721+0.0169685j -0.000513847+0.00739885j -0.00421501-0.0103609j -0.000109969+0.00883119j -0.0242482+0.00276675j -0.00422764+5.24595e-05j 0.0166765-0.00122201j 0.00643137-0.00837132j -0.000425144-0.0106515j -0.00378087+0.0121705j -0.00233283-0.021096j -0.00291951-0.00862303j 0.00380621+0.0123149j 0.0114902+0.00831861j -0.00706873-0.00105238j 0.00833241+0.00290991j 0.00741094-0.0127357j 0.0195452-0.0164824j -0.00494293-0.0213555j 0.0164698-0.0184836j 0.00126491+0.0363125j -0.0145469+0.0139304j -0.0260785-0.00463859j -0.0196207-0.0225072j 0.00577057+0.0203829j 0.0107121+0.0208263j 0.0151478+0.00503159j -0.00250202-0.0301821j 0.0416509+0.0169398j -0.0352947-0.00922272j 0.00507393-0.0103837j 0.0329916-0.00963636j 0.0170871+0.00781732j 0.00330182-0.0054972j -0.006643+0.0270509j 0.0253002+0.014914j 0.00209847-0.0165391j 0.00836561-0.000719785j 0.0217504-0.0163372j -0.0170691+0.00724296j 0.00447099+0.00854623j 0.00813965-0.00969418j 0.0243127-0.0102359j 0.0133753-0.00974493j -0.00931655-0.0188963j -0.00186003-0.000238636j 0.0188559-0.0151774j 0.0098412-0.00980479j -0.00066199+0.0202432j -0.00848224-0.00827873j 0.0104664+0.000489769j 0.00839304-0.00709982j -0.0067041-0.00713084j 0.0248494-0.0212174j -0.0103918-0.00295478j 0.000760699-0.013263j -0.031641-0.000606374j 0.00279937-0.0124806j 0.0023399-0.0089085j -0.0207115+0.00819304j 0.00617654-0.00729873j 0.0413273-0.00846519j -8.93452e-05-0.00182495j 0.004607-0.00353056j -0.00198038+0.00774711j 0.000195713+0.00170279j 0.00671548-0.00582615j -0.000659292-0.00537378j 0.00459127-0.00161065j 
0.00400461-0.00327418j -0.00523809+0.00340903j 0.0115841-0.0172003j 0.0266302-0.0141257j 0.00122384-0.0131114j 0.00829239-0.0148919j -0.0144781+0.0401814j -0.00237534-0.00721282j -0.0103228+0.000547777j 0.00613093+0.000929379j -0.0142684+0.00444702j -0.00538746+0.0181139j -0.0120613+0.00316436j -0.0171452-0.00335856j 0.00478279-0.00102995j 0.00790724+0.0101197j 0.0114925-0.0039424j 0.00991621+0.00248785j -0.00163494-0.0157776j 0.00524508-0.0033365j 0.000673991-0.0133746j 0.00740666-0.00629907j 0.00952281-0.00772525j 0.00114461-0.000332679j 1.47136e-05-0.00328095j 0.00553629+0.00569859j -0.00422696+0.00144235j 0.00217493+0.00542364j -0.0131897+0.00781394j -0.00388007+0.0147201j -0.0160697+0.00848858j -0.00199791-0.0047413j 0.00941188-0.00842897j -0.000515001-0.00836633j 0.00170381-0.00843686j 0.00753522-0.00548144j -0.0089271-0.0079332j 0.00253513-0.0218047j 0.0090761+0.00458481j -0.00891003-0.00197971j 0.0117287-0.00564474j -0.00650918+0.0101107j -0.0169507-0.00958373j -0.0101071-0.0024195j 0.00496885-0.00323291j 0.0173231-0.000385613j -0.00475492+0.0178597j -0.00207269+0.00257445j -0.00524485+0.0156693j -0.00152669-0.0078497j 0.00897001-0.0186767j -0.0144383+0.0170346j 0.0039719-0.00411758j 0.00816406-0.0133106j -0.00481192-0.00120612j -0.00122153-0.00367602j -0.00698375+0.00574659j 0.0174977+0.000443221j 0.00136913-0.00471851j 0.00654926-0.0153831j -0.00565127-0.0215702j 0.00221856-0.0117314j 0.0105544+0.0261498j -0.00785031+0.00363j -0.024465-0.00891142j 0.00982693+0.00654203j 0.00030469+0.0100115j -0.00914855+0.0113047j 0.0107905+0.0103141j 0.00966305+0.00376015j -0.0199511+0.00380027j -0.00393358+0.0023125j 0.016518-0.00369629j 0.0162935+0.00366631j 0.00582557-0.00423822j -0.00705992+0.00782899j 0.00248341+0.0226059j 0.0145114-0.026222j -0.016198-0.00600353j 0.0137227-0.011549j 0.0111216-0.0230868j 0.00259178-0.0015805j -0.00653639+0.0239219j 0.0154915+0.00988425j 0.00295189+0.00195094j -0.0100896-0.00444956j 0.00911791+0.0074076j 0.0190502-0.00617064j -0.00825941-0.0307211j 0.00772377+0.00188245j -0.00244876+0.000695474j -0.00716097-0.0107498j -0.00325578-0.0131986j 0.000792512+0.00351943j -0.00297332-0.00695246j 
