0.0173747-0.0128954j 0.00231963-0.027941j -0.0341325+0.0723206j -0.0299306+0.00645839j 0.00890108+0.0254152j -0.015244-0.00790507j -0.0108137-0.0387338j 0.062136+0.00615173j 0.030112+0.0174744j 0.00193657+0.000513323j 0.0201773-0.0322359j -0.030102-0.0125383j 0.0209741-0.0241118j 0.0257005-0.0189746j 0.0146551-0.0093646j 0.0143722-0.00367566j -0.0424017+0.0295723j 0.00400618+0.0238154j -0.0133875-0.00223758j -0.00672796+0.00631287j 0.000872898-0.00560165j 0.00356941-0.00936399j -0.00407209+0.00354917j -0.0170662+0.00207784j 0.0186331-0.0151526j 0.00389417-0.0352353j -0.0139096+0.00965029j 0.0236084-0.0253928j 0.00220451-0.0283364j 0.00179346+0.00851374j 0.00727822+0.000722948j 0.00247738+0.0181481j -0.0111761-0.0114863j 0.0196836-0.00904546j -0.00128108-0.00427826j 0.0180652-0.00776401j 0.0294773+0.0311147j -0.00107324+0.0172019j -0.00284855+0.00755867j -0.000715037+0.0249056j -0.0154312-0.0135282j 0.00159496-0.00225781j 0.0219638+0.00787649j 0.047509+0.00166684j 0.000142249-0.00628108j 0.0271001-0.0123824j -0.0153251+0.00829348j 0.0205853-0.0271089j -0.0226987-0.00682317j 0.0289335-0.0177949j -0.0094869-0.00607663j -0.00611954-0.0116685j 0.0341987-0.00347589j -0.0256315+0.00638463j 0.0463092-0.00403888j 0.0288228+0.0261972j 0.000927004+0.0158253j 0.00199671-0.0234198j -0.00134194+0.0275902j 0.0100711+0.0372379j -0.00931202-0.0382067j -0.0131505+0.00739443j 0.0608878-0.00707085j 0.0154793+0.00739319j 0.00373465+0.0178957j 0.00720706-0.0228658j -0.0061138-0.0108517j 0.00816948+0.0022958j -0.00283268+0.0508385j -0.00594168+0.0125788j 0.000333675-0.0288163j -0.0275927-0.0353459j -0.00421754+0.00343437j -0.00144504+0.00812779j -0.00769466+0.00332258j -0.00619246-0.0106546j -0.00992441+0.0527971j -0.0176791+0.0103874j -0.0201019-0.0204474j -0.025786-0.0169709j -0.0544072+0.0134325j 0.0275156+0.0680645j -0.0315222+0.034786j 0.056407+0.024607j 0.0297929+0.0322108j 0.00250299-0.0175524j 0.0273731+0.0382064j 0.0283543-0.0329606j 0.101668+0.00651305j 0.00872643+0.0245446j 0.011736+0.00473422j -0.0256874-0.0969196j 0.163391-0.017889j 0.00130895+0.0162j 0.0306962-0.0167431j 
-0.00815697-0.0135703j 0.00243769+0.00354058j -0.0390624+0.0441061j -0.0212642+0.0135332j 0.0132733+0.021427j -0.0308636+0.00116305j -0.0291531-0.0519111j 0.0729513+0.0131732j 0.0635175+0.00946355j 0.0153214+0.0115723j 0.0248737-0.0219004j -0.0153015-0.054574j 0.0574447+0.013467j -0.00355224-0.0057134j 0.0358374+0.0299922j 0.0309185-0.0219338j -0.0384332-0.0149666j 0.00535728+0.0115144j -0.0276533+0.00854852j 0.0193491-0.0127142j 0.0226604+0.0286675j -0.0159717+0.0223591j 0.0389923-0.00125758j -0.0312689-0.00335026j -0.0151337-0.00754728j 0.0576924+0.000579785j -0.00890677-0.0318629j 0.0167508+0.0210252j -0.0284145-0.0124306j 0.0143851+0.00279248j -0.0225977-0.00238961j -0.0197802-0.00400391j 0.0205681+0.00232721j 0.0323761+0.0110532j -0.0322515+0.0152455j -0.0231955+0.0214027j -0.00199646+0.00337216j -0.0187131-0.0387852j 0.00334137-0.00209379j -0.0231812-0.0116602j 0.00847606+0.0300383j 0.0216666-0.0130219j -0.0166881+0.00353834j -0.0422448+0.0186174j 0.0592057-0.00675458j 0.037491+0.016553j -0.00129594-0.00887609j 0.0190711+0.024045j 0.00163853-0.0213298j -0.0324506-0.0368306j 0.0231292-0.00859554j 0.00981873+0.0219546j 0.014951-0.0220122j 0.0160067-0.027773j 0.0338878-0.0185439j 0.0117797-0.0289792j -0.0188125+0.0231612j 0.0329172+0.0233246j 0.0178129-0.0329422j -0.0196203-0.0524396j -0.0276473-0.0515282j 0.0648118-0.00432943j 0.0609064+0.0261454j 0.0496696+0.00999695j -0.0276292+0.0260641j 0.0300292-0.00106163j 0.00589928+0.000890618j 0.0150379-0.0148549j -0.0050314+0.0658854j -0.0158468+0.0284695j -0.0456646-0.0420539j -0.0252786-0.0058333j -0.00384943+0.0419466j 0.0679477-0.0161268j -0.0200782-0.00364151j -0.0299204+0.0295125j -0.00751417+0.0345627j 0.0192989-0.0443979j 0.0138979-0.011655j 0.0295474+0.0226793j -0.0778195+0.0210901j 0.0374109-0.00891363j -0.0747493+0.0545528j 0.0130539+0.0344389j 0.0117112-0.0229299j 0.00269388+0.0130669j -0.00719301+0.0426449j 0.0826969-0.0755377j 0.094353+0.0699972j -0.0120123+0.00886182j 0.00434137+0.00718558j -0.00628547-0.0356176j 0.115419+0.028308j 0.0030863-0.0156488j 0.0141935+0.0145896j 
0.0133108-0.0195544j -0.0118389-0.00398609j -0.00768092-0.0208802j 0.0025576-0.0490783j 0.000493288+0.01182j 0.0236086-0.0293542j 0.00574417+0.0387923j -0.00457071+0.0105177j -0.0225307+0.0613315j 0.0372207-0.062166j 0.0386281+0.000222381j -0.0225809+0.0156075j 0.00741324+0.0169424j 0.0161866-0.02777j -0.0718118+0.0674171j 0.0200233+0.040023j 0.0122173+0.0285999j -0.0192883-0.0150732j 0.0197086-0.00779927j -0.0402734+0.0034078j -0.0527385-0.041124j 0.000638828+0.0250568j -0.0132007-0.0162971j 0.0565049-0.0108042j -0.00329263-0.0384347j -0.00278128+0.0415656j 0.0179728-0.00722882j -0.0491506-0.00833495j -0.0174788+0.0781865j 0.036574+0.0861584j 0.0482425+0.0548351j 0.0282602-0.021606j 0.0272937-0.042093j -0.0324482-0.0503993j -0.0370963+0.0109841j 0.0515868-0.0283631j -0.00642603+0.0177055j -0.0558793-0.0978986j 0.0472293-0.0174414j 0.0445894+0.0505745j 0.0740799-0.0683166j -0.0646803+0.00802263j 0.0429928-0.0261495j -0.0524994-0.0175577j -0.0426818-0.044516j -0.0725526-0.0258308j -0.00247497-0.0649963j -0.0359963-0.0544444j 0.0532453+0.0036808j 0.0536085-0.0408934j -0.062897-0.0195809j -0.0122468-0.0557145j -0.0768833-0.159619j 0.111499-0.0899977j -0.00611557-0.154894j 0.1678+0.0178447j -0.0922643-0.0032804j -0.24664+0.0536189j -0.0180713-0.00790563j -0.0726882+0.0158282j 0.032363-0.016202j -0.124814-0.0236316j -0.0317117+0.091081j 0.0447092+0.0514607j 0.0668703+0.0322564j -0.0245247-0.115933j -0.0557929-0.160132j 0.0251963-0.0810218j 0.0398308+0.109479j 0.0222493+0.0563168j -0.0652301-0.0640847j -0.0989857+0.0719539j 0.00708287+0.00259395j -0.112817+0.0149101j -0.0523568+0.107743j 0.0858659+0.00824459j 0.00260893-0.0622933j -0.0260005-0.121913j -0.0232695-0.0083807j 0.0661818-0.0950352j 0.00398211-0.0296253j -0.0329852+0.00960278j 0.0414549+0.0265679j 0.0109325+0.0887249j -0.054675+0.0276399j 0.045312+0.0012662j -0.0201369+0.0398936j 0.00277689-0.0194315j -0.00199491+0.0012063j -0.0282179+0.0260866j -0.0148976-0.00286469j 0.00450412-0.0581732j 0.00166123+0.0135608j 9.2999e-05-0.00979154j 0.0155703+0.00703626j 
0.00350806-0.00467357j 0.000669163-0.00612439j -0.00198965-0.0125257j 0.00464285-0.00999853j 0.0011008+0.028552j 0.0180866-0.0139911j 0.024115+0.0118871j -0.025029-0.0330214j -0.0301693-0.0102971j 0.0517577-0.037064j 0.0351251-0.0272484j 0.00489766+0.00869934j -0.00872063-0.0111972j 0.0205798-0.0241253j -0.0736305+0.0574495j -0.0231947-0.0203115j 0.0412331+0.0175241j -0.0260171+0.0158238j -0.0425071-0.00424393j -0.0371831+0.0168195j -0.0549971-0.0245099j 0.0239657+0.00609965j 0.00811236-0.0143574j 0.0133246+0.00276681j -0.00784575-0.0638316j -0.0152665+0.0127317j -0.0504179-0.00384723j -0.0147579+0.0149357j 0.000751133+0.0254599j 0.022624+0.0378128j 0.0614024-0.0333398j 0.0231266+0.0237843j -0.0101313-0.0139797j -0.0292431-0.0167112j -0.000558731+0.0150164j 0.0689079-0.0127296j -0.0074496+0.0671127j -0.0372165+0.017795j -0.00533791-0.0654796j -0.0337547+0.00315183j 0.0335854-0.010737j -0.0249816-0.0298489j -0.0291923+0.0163059j 0.0486352-0.00261875j 0.0281724-0.0240366j -0.0260917+0.00875339j 0.0379969-0.0630796j -0.0303885-0.0286724j 0.0223773-0.045951j 0.0414884+0.0324995j -0.039536-0.0573183j 0.0140488-0.0122233j 0.0107611-0.0747535j -0.00763667-0.0505793j -0.0184211-0.0760538j 0.0198336+0.000404676j -0.0625092+0.0366545j -0.125974+0.0205008j -0.0431998+0.0231872j -0.0197266+0.0182202j 0.0584191+0.0358172j -0.0192362+0.0332901j 0.00170079-0.0284679j 0.057571+0.0665864j 0.112941+0.0314509j -0.00304508-0.0531591j -0.0189127-0.161138j 0.0546378-0.0929723j -0.0017987+0.0678329j 0.0279263+0.024335j -0.0275667-0.0660906j -0.0149195+0.0804765j -0.0218783+0.0531687j -0.0259595-0.0290579j -0.0384776+0.0408026j 0.0263355-0.00383672j 0.0286829-0.0457007j -0.0412152+0.0535552j 0.00733768-0.0243703j -0.0233705+0.0170329j -0.0172027-0.0226436j 0.0253894+0.0117688j -0.0582327-0.0559271j -0.00432821-0.019025j 0.0652524-0.0372078j -0.0459931-0.0208192j 0.0244661-0.0502539j 0.0321463+0.00949267j 0.042251-0.0142309j 0.00446669-0.000622367j -0.0177684-0.0226273j -0.028576+0.0234112j 0.0318537-0.00250119j -0.00824085-0.000408228j 0.00857118+0.00598553j 
0.025061-0.00767269j 0.00486836-0.01809j -0.0408721+0.00966124j -0.0117259-0.0885918j -0.0264795-0.0169334j -0.00778591-0.0457432j 0.095937-0.0112933j -0.0556736+0.0127598j -0.0215061+0.0643661j -0.0182354-0.0585446j -0.0107983+0.0211817j 0.0559894+0.0969219j -0.111778-0.0118959j 0.0113326-0.0836277j -0.00143028-0.0524056j 0.0207773+0.0341615j 0.0086952-0.00968864j -0.0265697+0.0651839j -0.0448837-0.0509064j 0.0386538-0.0403523j 0.0321747-0.0195854j 0.0401983-0.0783427j 0.0117002+0.0290451j -0.0486978+0.0295015j -0.00106474-0.0446757j -0.0213593-0.0318808j 0.0097802+0.053439j 0.00961324-0.0488075j 0.032613-0.0512395j -0.0330276+0.00497863j -0.0331592-0.0195893j -0.015297-0.0131781j 0.0613978+0.0245994j 0.0184155+0.0135764j 0.0383046-0.00568057j 0.0519705-0.0319736j 0.0282073+0.0857337j 0.0132775+0.0164107j -0.0960738+0.00703913j 0.0588922+0.0250857j -0.0906371-0.000560687j -0.0150677-0.0252658j -0.00326322+0.0028563j 0.0962849-0.0830965j -0.00260174+0.0108773j -0.0127564-0.00208926j 0.0637041+0.0741846j -0.0252779-0.042885j -0.0429046+0.0825883j 0.0885781-0.0290649j -0.114038-0.00641297j -0.0731715+0.0369259j 0.118986+0.0648211j 0.0156018-0.00957895j -0.0522626+0.122445j -0.135189+0.036852j 0.22481+0.0256199j -0.00392143-0.0159786j -0.00790163+0.113023j 0.0141344+0.142963j -0.0239281-0.0572096j 0.0396962+0.0384239j -0.0843653-0.128705j -0.0270988+0.0115473j -0.0870682-0.0071672j -0.0231945+0.0294277j 0.0164011+0.0276201j -0.0469076+0.12765j 0.0257279+0.0130491j 0.109491+0.0914697j -0.00805369-0.00301223j -0.090297-0.0282556j -0.0815384-0.0844525j 0.0352942-0.108068j -0.0377242+0.117138j 0.0185863+0.0636166j -0.0240221+0.057553j -0.0394844-0.0192742j -0.0608502-0.0169252j 0.00218869-0.0423562j 0.0234184-0.0278708j 0.00835362-0.0149364j 0.0133334-0.0557627j -0.0223071+0.0198524j 0.0505885+0.0269176j -0.0047442-0.0475251j 0.0164466+0.016j 0.0167108-0.0107309j 0.0521822+0.0254346j 0.022618+0.0209886j -0.0139121+0.0177869j 0.00558408-0.0392191j 0.0313071+0.00547154j 0.00814205-0.0125818j 0.0311627+0.0221224j 
-0.0120334+0.0119959j -0.00116653+0.0109245j 0.0509285+0.0181025j -0.0588827+0.034719j 0.0379122+0.0391185j -0.00136932+0.0207449j -0.0792104-0.0406383j -0.00164566-0.0389152j 0.0387471-0.0282991j -0.0112757-0.0131943j 0.0396854-0.0339165j 0.00789407-0.0329896j 0.00923897-0.00877536j 0.0182579+0.0260952j -0.000482228+0.0667514j -0.0268662-0.0609872j -0.00929524-1.09802e-05j -0.00815688+0.0404279j 0.00861883-0.0399367j -0.0437579-0.0183323j -0.00919054-0.00384252j 0.0132387+0.0227066j -0.0133706-0.0276802j 0.0189275+0.00932034j 0.000415122-0.0352253j 0.00973539+0.000698081j -0.021025-0.0398975j -0.00216012+0.023952j 0.00827347+0.0493962j -0.0167733-0.00831204j 0.0577997-0.0235844j 0.00523516+0.005943j -0.0174994+0.0306568j 0.00199119+0.0173101j 0.00996232+0.000804601j 0.0324363-0.0142844j -0.0326656+0.0453229j -0.0141757+0.00636517j 0.0144143-0.030096j 0.00434982-0.0569342j 0.0144344+0.0181632j -0.0214645+0.0120801j -0.055832+0.0579855j -0.0344878+0.0486821j 0.00096894+0.0533727j 0.0141032+0.0556266j -0.00145639-0.0420672j -0.0114362+0.00272557j 0.029777+0.00472977j 0.0470408+0.0141901j -0.0540622-0.0467256j -0.00746396-0.0317463j -0.0464105+0.0203142j -0.0436344-0.0398832j -0.0920294-0.00269192j -0.0233691-0.0268797j 0.00789932+0.0540907j -0.0383357+0.0141072j -0.0276037+0.0265523j 0.00694102+0.0398041j 0.0651691-0.0202579j -0.0209483-0.0193431j 0.00809573-0.000265096j -0.00772592+0.0198432j 0.0297644+0.0183204j 0.0311075+0.00654557j -0.0139098-0.0501737j 0.00223075-0.059948j -0.0584945+0.00086869j -0.0133327-0.00983425j 0.0410443-0.0121042j 0.00526971-0.0174489j -0.0483548+0.0225121j -0.0144833+0.017686j -0.0644632-0.0879489j -0.00939889+0.0120124j -0.0366778-0.00807353j -0.00650638+0.0240649j 0.0201874+0.0192645j 0.00493401+0.0397174j 0.0218327+0.00661412j 0.0428394-0.0494941j 0.0494515+0.00617019j -0.0703408+0.0255388j 0.0148555-0.0194743j 0.00730231-0.0220242j -0.0297453+0.00285523j -0.055019+0.00736165j 0.0427486+0.0293282j 0.00406513+0.0134931j 0.000614018-0.0113009j -0.0318062+0.00400645j -0.00979253-0.0226003j 0.017966+0.00509392j 0.00186401-0.00413208j 
0.00513344+0.0025759j -0.00657441-0.00490403j 0.00156055-0.0336741j 0.0360575-0.0191888j -0.00808436-0.0296065j 0.0170847+0.00429555j 0.0234344+0.0451494j 0.0119515+0.0115036j -0.0268256-0.0105619j -0.00350488-0.00200627j -0.0254198+0.0187348j 0.0100595+0.0266013j -0.0116255-0.0096895j -0.0039198-0.0212176j 0.00701732-0.0155385j 0.00521795+0.0443385j 0.00424187-0.00600781j 0.00411711-0.0086586j 0.0113759-0.0229906j 0.00353654-0.00518557j 0.00554586-0.0124779j -0.0227446+0.0165262j -0.0109501-0.00878269j -0.00201494+0.0163867j -0.0182401+0.00397364j 0.00611171+0.0200917j 0.0223232+0.0242165j -0.0170312+0.00953881j -0.0158466+0.0122596j -0.0147426+0.00534469j -0.0198712+0.0114267j -0.0200872-0.0146792j 0.0132738-0.00613301j 0.00539041-0.0113486j -0.00705539-0.0270057j 0.0147708-0.0128402j -0.00405357-0.0227628j 0.0140312-0.0108386j 0.0122353+0.0301695j -0.00352586+0.0458047j -0.00492873+0.0051761j 0.0155025+0.00523874j 0.0182242-0.0223348j -0.00174091-0.0237729j -0.0225144-0.0113454j 0.00647597-0.00788473j -0.0261699+0.0275264j -0.00211002-0.0091461j -0.00886549+0.0337988j 0.00306591-0.0330133j 0.00279031-0.0166869j -0.00432502-0.00103262j -0.0145698-0.0110834j 0.000467586+0.00775136j 0.0034596+0.0155692j 0.0390212+0.0241529j 0.033016-0.00880477j 0.0432283-0.00415951j 0.0170074-0.0225124j 0.0139134-0.0176607j -0.0338115-0.0167421j -0.0266708-0.01411j -0.00429081+0.0214786j -0.0327126-0.00447035j -0.0415791-0.0386991j -0.00733317+0.0358439j -0.0129048+0.0585036j -0.0297429+0.0617655j 0.00559984-0.0148033j 0.0222463-0.00952228j 0.0112928+0.00339832j 0.017983-0.0246359j -0.0112628-0.0247404j -0.0100293+0.00425849j 0.0176518-0.0171045j 0.00208534-0.00503618j 0.0110765+0.00510217j 0.0137172-0.0521023j -0.0201004-0.00326963j 0.0157015-0.0198351j -0.00991535-0.0251477j -0.0155559+0.0233738j 0.0286057+0.0107764j 0.0411436-0.00522596j 0.00174858+0.016663j 0.0113192+0.0123116j -0.00154549+0.00666635j 0.0073411+0.0235896j -0.0626673-0.0566063j 0.00704202+0.00873547j 0.00756329+0.0173587j -0.0235157+0.0107984j -0.0624191-0.0299646j 0.00575263+0.00393772j -0.0160764-0.00468217j 
-0.0025577-0.00642036j 0.00285197-0.00605315j 0.00962951+0.00906318j -0.00257001-0.0351659j 0.00320664-0.0277351j -0.00438242-0.0128128j -0.0104067+0.0450397j 0.006347+0.0257925j -0.00835776+0.0296779j -0.0278731-0.0256058j -0.00780631-0.00983614j 0.00334117+0.0319993j -0.0156318-0.00762856j -0.00220324-0.00636833j 0.0277565-0.0273387j 0.020398+0.0572246j -0.0248455-0.0339075j 0.0086673+0.0183212j -0.0210435-0.0365331j 0.0246558-0.0090924j -0.00308819-0.0112825j 0.00892941-0.010196j 0.0052145-0.0117505j -0.00903968+0.0105109j -0.0489421-0.00195711j 0.0125888+0.0125723j -1.59482e-05+0.00733387j -0.0141412-0.0216138j -0.00843721-0.0104295j -0.00398717+0.0346025j -0.0111467+0.0110521j -0.0092067-0.0390518j 0.0128505+0.00791988j 0.0182879+0.0204759j 0.00746528-0.0215754j 0.0204509+0.0333074j 0.00773785-0.0249989j 0.00262451-0.00938592j -0.00995422+0.0323317j 0.0149904+0.0530814j -0.00240872-0.0197134j -0.0243461-0.0042615j 0.00838787-0.0454085j -0.00355662-0.0353334j -0.000554759+0.000798133j 0.0249275+0.035382j 0.00208487+0.028843j 0.0236024+0.00459955j -0.0307155+0.0185571j 0.032917-0.0454389j -0.0250359-0.0128146j -0.0289161-0.00297492j 0.00659264+0.0624287j -0.0149887-0.00997579j 0.00324375+0.0398714j -0.00727894+0.0403444j -0.00516404+0.0329464j 0.0511285-0.010529j 0.0172937+0.0103173j 0.0167197+0.0310247j -0.0158734-0.0147734j 0.0214093-0.0330666j 0.0653996+0.0362999j -0.0158252-0.00111585j -0.0490708-0.0342375j 0.0186211+0.0015452j 0.0137006-0.00860657j 0.00922517+0.0846426j -0.0199741-0.040896j -0.00296629+0.022076j -0.0343714+0.0138771j 0.0250695-0.0266861j -0.0243128-0.0324387j 0.0139356+0.0310865j -0.00431289-0.0241974j -0.0125916-0.0192319j -0.0216721+0.05906j 0.0146294-0.0323739j 0.00221674-0.0311904j 0.0146808-0.0647633j -0.0176715-0.0265884j -0.00092228-0.00676883j -0.0311481+0.0503683j 0.0467978-0.0183963j 0.0413016-0.00772545j -0.0218799-0.00180404j 0.0137154+0.0394816j 0.0518886-0.00439109j 0.00174665-0.0548941j 0.00958383+0.0259228j 0.000619251+0.00827465j -0.0328994-0.0274435j -0.00613015-0.0207716j 0.00704218+0.0153615j 0.00202703+0.011445j 
0.00363816+0.00841302j 0.00368214-0.00368864j -0.0374776+0.0428333j -0.0219622+0.0241636j -0.0234614+0.0230847j -0.00926651+0.0224338j 0.0178891-0.0823597j 0.00412067+0.00372484j 0.0371651-0.0162171j 0.00631214+0.0462459j 0.0140634+0.0168915j 0.0241006-0.0231466j 0.0195231-0.00600163j -0.0141367+0.00941372j -0.00351983-0.0213318j 0.0151913-0.0282624j -4.00262e-05-0.0270994j -0.00559379+0.00336532j 0.0104223+0.0248963j -0.0139881+0.00617243j 0.0156543+0.0175512j -0.0382762-0.00990893j 0.00642633+0.0144609j 0.000535211-0.000334382j 0.00668196-0.000494687j -0.00651443+0.00899897j 0.0269726+0.0132579j 0.00982156+0.00502933j -0.00575861-0.00088387j -0.00382832-0.0481694j -0.0123739+0.0284754j -0.00478665+0.0346249j 0.0308016+0.0183206j 0.0103728-0.0284529j -0.0141342+0.00988161j -0.0357713-0.0108044j 0.0219497-0.0194002j -0.0173741+0.000107819j 0.0219196-0.0197265j -0.00119508-0.0164351j -0.0118076+0.0482159j 0.0276849-0.0341128j -0.00114299+0.0226407j -0.0229493+0.00906209j -0.0278701+0.0149703j 0.00586253+0.00145114j -0.0198046-0.0099386j -0.0214543+0.021212j 0.00834659+0.00449756j -0.0262529+0.0684211j 0.0388003+0.0391907j -0.0201001-0.0188961j 0.00569558+0.0229633j -0.00468685+0.0788796j 0.0219489+0.0347872j -0.0289673-0.0235153j 3.70483e-05-0.0161863j 0.0902287-0.0423919j 0.0379281+0.000633379j -0.00441888+0.00889859j -0.00478563+0.019019j 0.00769708-0.00498873j -0.00884672-0.0416796j -0.0115878-0.0568956j -0.0263932-0.0326317j -0.00489997+0.0191179j -0.00626634+0.101888j -0.0371487+0.00491823j -0.0177399-0.0721299j -0.00225788-0.0410308j 0.0657183+0.0219455j 0.0127684-0.0225142j -0.00339183+0.0206846j -0.0272828+0.0363085j 0.0117777-0.0243736j -0.0250088-0.0347641j -0.0248417-0.0864115j -0.0253574+0.0530456j -0.00606577+0.0479341j 0.00356087+0.0621431j -0.0348704+0.100511j -0.0224156+0.0330808j 0.0272599-0.0074032j 0.0662921-0.00424469j -0.0157812+0.0479107j 0.0397203+0.049452j -0.0466214-0.0186239j -0.00997148+0.00821736j -0.0261204+0.0467286j -0.00999081+0.0144598j 0.0361666+0.0307413j 0.0290318+0.00918744j 0.0199813+0.0180436j -0.00717715+0.0123224j 9.36134e-05+0.00138661j 
0.00408876-0.0110366j -0.00409653-0.00030526j 0.00699242-0.0150515j 0.0373929+0.0163102j 0.00492747+0.0020705j -0.000394584+0.00942195j 0.00101924+0.0350226j -0.0104581-0.04469j 0.0153715-0.0222558j 0.034101-0.00843425j -0.000211687+0.0076585j -0.0228964-0.0368965j 0.014847-0.00203373j 0.018173-0.0384806j -0.0172041+0.0125393j -0.0148101+0.000961232j 0.0185277+0.00715556j 0.0129448-0.0278325j -0.0109319+0.0442417j 0.00024109-0.0132893j -0.000666609+0.00307683j 0.0128226+0.0229905j 0.0268295+0.0213239j -0.00844211-0.00968709j 0.00936163+0.024339j 0.0159921-0.00596563j -0.0159542-0.004317j 0.0222015-0.000379032j -0.00717878-0.0115259j -0.00296069+0.0036661j 0.0121059-0.00555319j -0.0235002-0.00977404j 0.000397287-0.0128193j -0.0119643-0.0138024j 0.0141294+0.0237379j -0.0473121+0.0267157j 0.00933516+0.00831783j -0.012204-0.0180731j 0.010283-0.00930254j -0.0263203-0.00755564j 0.0244198+0.0284163j 0.00214178-0.0257448j -0.0193771-0.0104071j 0.000185291-0.0349192j 0.00915751-0.0310686j -0.0285003-0.016021j 0.0177659-0.0306832j 0.017234+0.00385847j 0.0310042+0.00215835j -0.0201324+0.0220107j 0.0203741-0.00587782j -0.0367961-0.0179698j 0.0389257-0.0477389j 0.0625681-0.0267571j 0.0165023-0.0373687j -0.0359251-0.0316613j 0.0201265-0.0263687j -0.0465129-0.0168645j 0.000294121-0.0415189j -0.0341832+0.00479367j -0.0463294-0.00507518j -0.00213782+0.0033164j 0.0383177+0.0232403j 0.0208285+0.0382215j 0.00593569+0.0434103j -0.0179826-0.000908552j -0.0115201+0.0250412j 0.0210677-0.0167234j 0.0355047+0.0185652j 0.0205127+0.000523786j -0.00665269-0.0209369j 0.00991798-0.00271516j 0.0613923-0.000997136j 0.0763911-0.0193498j -0.0484022+0.060419j -0.0134332+0.0488814j -0.0370314+0.00589946j -0.0207947-0.00798965j -0.00249766-0.00887474j -0.0303014-0.0207476j 0.00293653-0.0105565j -0.00132484+0.0288943j -0.0632573-0.00218874j 0.058608+0.0170055j -0.0502202+0.0154641j -0.0543319+0.0134696j 0.0477787+0.0227549j 0.0208653+0.00137418j 0.0232187-0.0148394j -0.020364-0.00862539j 0.00294246-0.000571512j 0.002273-0.0158332j 0.0466913-0.0101702j -0.00274245-0.00285985j 0.0100837-0.000727076j 
0.00162309-0.0134881j -0.00705462-0.00618432j -0.0221529-0.0322134j 0.0407279-0.0156047j -0.0123213-0.0281044j 4.55665e-05-0.00541194j 0.0323916+0.0272449j 0.0367303+0.000389308j -0.0458033+0.00883659j 0.0223706-0.00279873j -0.0158519+0.0115495j -0.0773163-0.00878659j -0.00927477-0.00961345j -0.00685365-0.0419562j 0.00493461-0.0270395j 0.00486569+0.00314596j 0.00358697+0.0300115j 0.0032-0.0152231j -0.00424607+0.00216938j 0.0191767-0.00216307j 0.0111205-0.0216032j -0.00207092-0.0143629j 0.019651+0.0387943j -0.0223622-0.004376j 9.9368e-05-0.00815213j 0.0101384-0.0207414j 0.0119978-0.000731245j 0.0108481-0.0219295j -0.0140999-0.0253564j 0.0107255+0.00192368j -0.016785+0.0164222j 0.0177449-0.0183598j -0.0251061-0.0112285j 0.00444522-0.0224026j -0.011377+0.0050564j 0.0132674-0.0335061j 0.00702247+0.00364525j 0.0106148+0.000317428j -0.0217227-0.00558776j -0.00421823-0.0206361j 0.00347322+0.0261551j -0.0128917+0.00288733j -0.00925478-0.00777811j 0.0076118-0.0349452j -0.00742011+0.0170022j 0.000373105-0.0285688j -0.0165214+3.60811e-05j 0.013477-0.0394753j -0.0337838+0.0126924j -0.0124864-0.0616498j 0.0222785+0.0548602j -0.00902652-0.00965846j 0.0446603+0.01643j 0.0105169-0.0141192j 0.0308673+0.0536247j 0.0167743+0.020599j 0.0839035-0.0422642j -0.0106896+0.00952362j 0.0114943+0.0156006j -0.0591164-0.00175972j -0.0230381-0.0397692j 0.00960133+0.029267j -0.00540299-0.0345869j -0.0133668-0.00394287j -0.0556838+0.0049193j -0.0101938-0.0287315j 0.00533165+0.0324037j -0.0544654+0.0596388j 0.0420058-0.00058284j 0.0463502+0.0119595j -0.0268319+0.0236203j -0.0280193-0.0289322j 0.0118076-0.0657095j 0.0304962-0.00630916j -0.00919566+0.0503763j -0.0188821+0.00355819j 0.00227115+0.00760891j 0.0305358-0.0553897j -0.0397256+0.0171769j -0.00261862-0.0551369j -0.0104072-0.00831943j 0.0712332+0.0315491j 0.013706-0.0190055j 0.0074432+0.00979582j -0.00378155+0.0570255j 0.0221712-0.00171699j -0.0294828-0.0438672j 0.0314289-0.00978019j 0.0110573+0.0160378j 0.00952324+0.00342005j 0.0130546+0.0242256j -0.0154307+0.00831165j 0.0209497+0.00202055j 0.00158416-0.0141074j 0.00603943+0.00158863j 
