0.0656593-0.103643j 0.0988638+0.0186753j -0.0432616+0.0648805j -0.0304771+0.291974j -0.00956305+0.107553j 0.182485-0.0327493j 0.185267-0.24014j 0.182398+0.00855022j -0.355764+0.0332667j 0.166748-0.336484j -0.0236008-0.0943923j 0.0349661+0.147408j 0.146295-0.0643279j 0.172412-0.165223j 0.510348-0.00259867j 0.0438629-0.0457372j -0.0485817+0.104572j -0.00452377+0.0120814j -0.195284+0.233955j -0.0566908+0.124038j 0.045576+0.0755416j -0.0611754+0.409324j -0.215688+0.298369j 0.156848+0.338956j 0.164945+0.119903j -0.366342-0.648787j 0.290031+0.143683j 0.0435827+0.0330811j -0.513132-0.212934j -0.188509+0.327544j 0.676043-0.10604j 0.0560558+0.0978204j 0.141629-0.182599j -0.274473+0.41614j 0.181071+0.201411j 0.252492-0.151365j -0.422688-0.157529j -0.0818186+0.0298849j 0.128343+0.407477j -0.35211+0.0198749j -0.0498223+0.754653j 0.472902+0.587795j 0.917285+0.0105605j 0.0667119+0.476984j 0.762149-0.292762j 0.751535+1.38325j 0.236554-0.479343j -0.103872+0.530051j 0.292234-0.610425j -0.938312+0.257186j -0.99257-1.64007j 2.40296-0.939874j 
-0.169814-0.038957j -0.0533081-0.441758j 0.920557-0.0257477j -0.578909+0.250877j 0.52919+0.225063j -1.00197-0.194463j 0.186195+0.0840222j -1.4742-0.120112j 1.51237+0.522546j -0.455677-0.498249j 2.19674-0.453863j -1.31382+0.237891j -1.16413-0.0480067j -2.13337-0.0390314j -0.659715-0.276678j -4.49689+0.387589j 3.10759-0.40875j 0.333489-0.0722239j -1.10767+0.33451j -1.07164+0.639121j -0.847537+0.244743j -4.75305+0.994883j 0.145505+0.433768j -3.3733+0.676933j 0.0697405-0.0231804j 2.12105+1.47694j 0.719384+1.30161j -0.0160305+0.103493j 2.98005-0.246724j -0.204645+0.665011j -3.97481-0.135196j -0.695817+0.0830912j 0.666908-0.338371j 1.07432+0.418875j -0.0754803+0.149225j 2.91672-0.513322j -5.03077-0.0559844j 0.131403-0.226401j -2.04058+0.58379j -1.48337+0.265329j -1.3906+0.393766j -1.75939+1.05798j 0.568883+0.218521j -0.860863-0.790279j -0.176524-0.585097j 0.390228-0.261092j 1.75111+0.339034j -0.117454+1.07374j -0.931052+0.48278j 1.36715+0.671284j -3.04104-1.53132j -0.0845442-3.35915j 
0.242847+0.110224j -0.205475+0.610504j 0.788039+0.156043j -1.74948-0.444249j 0.93835+0.0741403j -2.62491+0.0749309j 0.898117+0.155399j -3.40188-0.0968698j 3.49645+0.0475539j -0.0636539+0.126178j 5.60553+0.192772j -3.1568-0.265902j -2.81504-0.0538372j -4.72379+0.142803j -1.44614+0.333972j -10.2701-0.303066j 6.54974+0.157626j 0.628032+0.235712j -3.08235-0.209093j -3.00846+0.187339j -2.12814-0.0656496j -11.3334-0.809312j -0.300595-0.227705j -8.80448-0.753993j -0.164877+0.677403j 5.73661+5.69948j 0.685658+3.70865j -0.691212+0.0472227j 8.95755+0.632249j 0.174478+0.387804j -12.0172-0.578815j -2.2443-0.211658j 1.22666+0.826666j 2.74906+1.30179j -0.782433+0.850605j 7.49028+1.01054j -11.634+0.00243981j 1.37218+0.219542j -5.36774-1.04918j -3.1419+0.249983j -2.29683+0.368773j -4.4021+0.254756j 0.120818+0.48725j -4.21274+0.491965j -3.63465-1.46358j -1.72561+0.596855j 3.43228+0.181332j 2.19712+0.433121j -0.956059-1.70079j 2.15425-1.02084j 1.43019+0.741864j 2.07497-1.32741j 
0.562532+0.37595j -0.39027+0.185315j 1.22369-0.689061j -1.69019+0.40431j 1.34953+0.17874j -4.08393+0.13648j 0.611309-0.466884j -5.34883+0.420631j 5.54676-0.157369j -0.8563-0.426558j 8.3962-1.27852j -3.80114+0.752584j -4.38419+0.247043j -7.04256+0.71538j -2.8462+0.0946755j -15.0355+1.29557j 9.72945-0.912838j 0.855701-0.563223j -3.85866+0.108723j -3.50537+0.377838j -2.82766+0.69586j -17.7357+1.10877j 0.939532+0.155256j -13.0512+1.69309j -0.858685-0.221483j 10.7547+6.70378j 1.00737+5.82036j -0.496714+0.655151j 12.8299-1.87365j -1.08529+0.352605j -15.8322+3.06322j -3.26907-0.0954499j 3.60721-0.909589j 3.14766-1.68396j -0.770832-0.469861j 9.62643-1.70254j -14.8967+1.25916j 3.0249-0.515023j -6.36296+0.195972j -4.43909+1.17197j -5.31151-0.693544j -8.26332+1.46733j -0.0119267-0.0153162j -4.76459-0.47899j -3.32457-0.097613j 0.0214672-0.0788941j 3.52684-1.78843j 1.10955+0.925663j -2.04326-1.72985j -1.20167-2.23893j 2.21763+0.120088j -1.13196-0.605561j 
-0.421693-0.173452j 2.08852-0.186377j -4.55398+0.495756j 6.57765-0.187755j -5.89556+0.32914j 14.3618+0.0922559j -2.30304+0.0112737j 19.0094+0.333337j -19.2566-0.738023j 4.53179+0.00869386j -30.5195+0.3054j 15.2445-0.441323j 17.1236+0.00162861j 27.0335-0.5345j 10.6337+0.480668j 58.598-0.872417j -37.8644+1.06337j -4.1725-0.175937j 15.7176-0.112982j 12.0931+0.0706515j 11.2304-0.707653j 65.7051-1.39788j -2.1734+0.0942387j 48.9094-1.94454j 2.89466+0.640365j -36.8716-28.6041j -4.32286-19.7586j 3.39157+0.0618112j -48.746+1.94011j 2.66853-1.50531j 64.9607-1.98138j 11.5774+0.24742j -13.9148+0.534863j -15.5194+0.813106j 3.94055+0.155243j -37.1044+1.27555j 60.2637-1.77516j -10.814-0.580267j 27.8728-0.411507j 17.2617-0.770638j 14.5949-1.24535j 31.2258-0.299694j 3.49586-0.942911j 20.2552-1.67236j 19.6531-0.553458j 1.21134+0.370829j -15.1418+0.525634j -6.13964+4.38263j 5.66935-1.18497j 4.10679-0.46823j -2.89876+1.3529j 0.4778-0.531496j 
0.462375-0.120063j 0.965961+0.0556312j -1.02744-0.234055j 0.884147+0.559373j -1.56196+0.189955j 3.42453+0.328806j -0.0867223+0.0127463j 4.01465+0.390662j -4.17515-0.823888j 1.32696-0.746915j -6.28922-0.323279j 2.90528+0.488233j 3.52532+0.623739j 6.43325+0.282289j 2.52293+0.418155j 12.4156+1.73965j -8.13145-0.535246j -0.732327+0.658059j 4.19893+1.10203j 3.1208+0.737886j 2.94377+0.384171j 14.0429+1.29766j -0.322465+0.666237j 11.7735+0.61933j 0.771655-0.224944j -7.72118-6.90429j 0.113338-4.9293j 0.504487-0.117879j -10.5948-0.0814129j 1.36998+0.191718j 14.4916+0.351071j 2.96363-0.48466j -3.04311-0.0970165j -3.1686-1.02217j 1.0996-1.08022j -9.258-0.447161j 11.9784+1.90919j -2.29237+1.33628j 6.72336+2.08948j 4.47525-0.0449449j 2.47208-0.0998202j 7.10085+0.389625j -0.0868648+1.03136j 5.01987-0.207426j 4.88919+1.54514j -0.869414-3.19858j -2.92023-1.10935j -0.214837+0.286732j 2.88147+0.496062j 0.0511029+0.237369j -0.833452-1.3699j 0.218207-0.386113j 
-0.166323-0.150818j 1.94976-0.197654j -5.0335-0.123069j 6.68301+0.474705j -5.95314-0.225278j 15.3549-0.0564417j -2.09971-0.160122j 18.7603+0.675246j -19.5107-1.52578j 4.17158+0.340135j -30.7198-0.0662532j 15.592+0.186048j 17.6208+0.137986j 28.8464-0.279778j 10.7372+0.269782j 59.7637-0.650621j -38.5267+0.814624j -3.29088-0.133608j 15.3574-0.309235j 12.3795+0.0565853j 10.9836-0.0647264j 65.7677-0.0963189j -2.58468-0.271163j 49.2326-0.80165j 1.94187+0.581298j -36.8068-31.1216j -3.49562-20.9962j 2.02647+0.424815j -50.2789-0.17585j 1.3111-0.320127j 66.4235-1.59038j 13.103+0.293593j -12.7708-1.06162j -14.1216+0.56821j 2.5826-0.00449635j -40.1416+1.1151j 60.7422-2.45451j -10.9138+1.27522j 28.5253+0.292952j 17.0451-0.0331203j 15.6852-0.840571j 32.1806-2.06605j 5.65541-1.3822j 20.3268+0.0254534j 19.849-1.4061j -0.358043-1.76523j -14.6409+2.62258j -5.20612-0.665269j 5.48593-0.119421j 5.47622-1.46485j -4.00323+0.827594j 0.769234-0.316829j 
0.146926+0.22742j -2.05738-0.0345843j 3.55584-0.135822j -3.99054-0.203459j 4.71944+1.01165j -10.9735-0.809999j 1.5839+0.00101505j -14.2154-0.898603j 14.0063+1.45368j -3.48686+0.142253j 22.9485+0.407592j -11.0309-0.215697j -12.7828-0.598269j -20.4457-0.0364925j -7.62005+0.234134j -43.6919-1.97212j 28.3435+1.20638j 2.56178+0.922306j -12.3691-0.927528j -9.61967-0.724268j -8.46009+0.053432j -49.9612-1.27627j 0.886846+0.929322j -37.218-0.0693606j -2.02055-1.17922j 26.9352+21.9652j 2.41791+14.4139j -2.11975+0.291392j 36.7716+1.39064j -0.421655-0.478408j -49.378+0.302148j -9.39828-0.453488j 8.90708-1.00282j 12.0752+1.02261j -1.5747+0.281581j 28.1614+0.174369j -45.1027+0.134259j 8.54699+0.494976j -20.6977-0.897559j -12.3606-0.553607j -11.0395+0.868093j -24.2734+1.68793j -3.22648+1.17325j -14.2682-1.06568j -15.3204+0.763837j -2.65187+0.325253j 10.6789-1.81368j 6.9182+0.0237884j -5.63575-0.120382j -2.93317+0.48623j 2.1457-0.22016j -0.851832-0.118203j 
0.248698+0.523532j -5.1736+0.168989j 9.66225+0.174568j -12.2012-1.44194j 11.8166+1.31258j -30.0943-1.68962j 4.32168+1.04031j -37.9137-1.82453j 38.2261+3.09014j -8.78412-1.25541j 61.0797+1.47355j -30.31-0.200761j -35.1632-1.45616j -55.9568-1.46085j -20.9116-0.946877j -119.449-2.81601j 77.6898+1.07962j 7.06245+0.377738j -31.7935-0.948372j -26.0625-1.07262j -22.0218+0.181073j -131.388-3.63015j 2.92957+0.790513j -99.639-1.20252j -6.02413-0.977191j 72.6335+62.6186j 7.24479+41.6151j -4.80491+1.61416j 100.351-0.674834j -2.57837+0.697827j -132.152+0.282667j -22.8852+0.337488j 25.54-0.305736j 30.4808+1.0292j -8.23747-0.539503j 77.5037-1.2865j -119.202+1.62217j 21.7528+0.5137j -57.7125+2.24646j -36.342+0.135401j -30.4489-0.92272j -61.2843+0.140223j -9.80985-0.617602j -38.6234+2.12951j -36.7038+0.726371j -4.79491+1.83738j 29.6526+1.19202j 12.9597-0.13308j -12.2133+1.24606j -10.0049+0.115358j 6.27061-0.293618j -1.94323-0.305524j 
0.113888+0.351188j -3.3946+0.262652j 5.48632-0.158888j -7.59338-0.926196j 6.81969+0.613139j -17.3784-1.4986j 2.88974+0.350722j -22.1836-0.726261j 22.3395+1.73196j -4.96841-0.447293j 35.3226+0.243568j -18.0467-1.09893j -19.9178-1.4116j -33.7221-1.12684j -12.115-0.579369j -69.2342-3.28873j 45.6855+2.64636j 2.95769-0.35952j -19.1182-0.0758002j -15.0184+0.055418j -13.274-0.891928j -77.3492-1.74707j 2.6615-0.626859j -59.0902-0.306084j -2.33379+0.877848j 43.0715+38.0679j 4.50555+24.0628j -4.11157-0.429738j 57.3482+0.615528j -1.71672-0.52747j -77.6533-1.06046j -13.6698+1.94259j 14.9353+1.62762j 17.2657-0.0654069j -5.24839-1.85759j 44.4012+0.248974j -71.0559+0.571302j 11.7842+0.707927j -32.8419-0.952378j -20.2525-0.37164j -16.6027+0.18434j -36.11+0.732064j -5.53252-0.758033j -21.5945-0.346057j -22.4397-1.01256j -3.99804-0.338919j 17.9862-1.27787j 5.33073-0.782549j -6.51837+0.950322j -6.03936+0.524856j 3.25046+0.0597883j -0.410218-0.490799j 
-0.225711+0.197585j 1.5155-0.0214203j -2.69265-0.0308096j 3.93257-0.064689j -3.27062-0.931599j 8.6335+0.549831j -1.07044-0.423504j 11.4307+1.04998j -11.5796-1.50241j 3.3367-0.28687j -18.3701-0.594328j 9.45691+0.55656j 10.2842+0.355222j 17.371-0.195799j 5.80385+0.143035j 35.5945+1.33732j -21.9736-1.71389j -2.63671-0.951483j 8.55822+0.142723j 8.01008+1.43331j 6.47967-0.296408j 38.9813+1.09474j -0.320112-1.65241j 29.0066+1.26492j 2.40366-0.837217j -20.7544-18.9567j -1.42837-11.1555j 1.29728-0.116423j -28.6699+0.526879j 0.472769+0.230344j 39.3001+0.00734169j 7.8516-0.477821j -8.58821-0.943149j -7.29827-0.230532j 2.7703+1.17114j -24.0605-1.57395j 35.64+0.00244824j -5.25478-0.163767j 16.8231+0.141409j 9.67701-1.11811j 9.37811+0.214702j 18.3625+0.641543j 2.40728+0.19734j 12.2726-2.31377j 13.5092+2.60177j 1.13334+0.23688j -9.38761-0.851938j -4.09188-0.197267j 3.73419+0.282617j 2.89261+0.175434j -2.10823-0.0848676j 0.239005+0.0667233j 
0.360783-0.341719j 1.05301-0.146518j -1.77979-0.488232j 2.41416+0.752415j -1.83812+0.520827j 5.88041-0.275573j -0.547769-0.654691j 7.14987+0.61665j -7.16348-0.506378j 0.267633-0.0175196j -10.9396-0.361543j 6.20569-0.181706j 6.02619-1.11628j 10.1157+0.223423j 3.589-0.456092j 21.5828+0.50775j -13.652-0.503104j -1.39951-0.617668j 5.88126-0.223766j 4.98409-0.0815563j 3.78412+0.0280525j 25.2174+0.126051j -0.480689-1.19793j 17.7863+1.02889j -0.681824-0.000694012j -13.3425-10.3544j -2.84755-8.29509j 0.379321-1.0021j -18.2204+1.44806j 2.02147-0.0114821j 23.577-0.80272j 4.22521+0.212899j -4.7511+0.637154j -4.89197+0.567676j 1.33842+0.648687j -14.063-0.742603j 22.6913-1.13122j -6.50946-1.46042j 10.3425+0.491238j 5.74738+1.02868j 6.24603-0.617493j 10.5401-1.10985j 0.468181+0.776981j 7.24295-0.355059j 7.00572-0.94012j 0.524545+0.457396j -6.44992+0.41885j -2.91768-0.214722j 1.82544-1.6393j 0.991396+0.716242j -1.30448-0.177215j 0.353405+0.274781j 
0.0215765+0.285554j -2.42024-0.117255j 2.96104-0.0320368j -4.2875-0.492257j 4.00915+0.320691j -10.6599-0.632984j 1.81552+0.457133j -11.9536-1.48364j 12.8251+1.13787j -2.28312-0.735853j 21.7474+1.48347j -11.036-0.350525j -13.0993-0.40369j -19.3044-1.94793j -7.0093-0.520852j -42.2656-1.93291j 27.7875+1.25914j 3.30725-0.429973j -10.567-0.777517j -10.7864-1.42611j -8.94497-0.735045j -46.8101-1.11869j 2.19181-0.427543j -33.2055-0.981038j -1.44755+0.0367602j 26.1433+21.7572j 1.19464+12.9673j -1.74188-0.0279054j 34.047+0.232188j -0.912423+1.02803j -46.6603-0.37145j -8.88674-0.152097j 8.84304-0.278882j 11.3952-0.458623j -2.09591-0.675617j 27.9343+0.801119j -42.0515-0.00503523j 4.70351-0.556499j -19.7051-0.308523j -12.5202-0.334601j -10.3845-1.53587j -21.0117+0.440162j -4.03939+0.0557859j -14.7997-1.6055j -13.9127+0.0585931j -1.67854+0.449528j 11.8064+0.00204038j 4.84706-0.029911j -5.26882+2.36397j -2.93058-0.48198j 1.25217+0.0645225j -0.432517-0.585467j 
0.421232-0.0810249j -5.5871+0.108172j 8.93684-0.0350118j -12.2094-1.71071j 11.7842+1.65376j -28.7684-2.38099j 4.24358+0.826629j -37.9205-2.37331j 38.157+3.12555j -8.0487-0.334552j 60.0549+1.60672j -29.9822-1.24727j -33.7713-2.12454j -55.4042-3.69983j -20.3877-1.59201j -117.69-6.20872j 74.4385+3.20195j 8.41597+0.996867j -30.7228-1.47029j -25.062-1.71351j -22.4008-0.267469j -127.914-5.23202j 2.1207+0.0166994j -97.5254-2.71238j -4.64336-1.65516j 70.2528+63.1909j 7.94108+40.4145j -5.74972-0.337903j 97.0135+4.55279j -3.37023-0.930497j -127.283-2.56029j -21.6221-0.945684j 25.2785-0.0726409j 30.7619-0.142259j -7.62665+0.834842j 77.3584+2.43586j -115.959-2.80736j 18.0576+0.71835j -54.6132-1.48601j -34.667-0.517277j -30.2599+0.174448j -60.7517-1.90452j -8.23137-0.569994j -39.4882+0.380598j -37.3529+0.255492j -4.21976-0.737273j 27.9138-0.325278j 11.0546-0.739362j -12.1224+0.673752j -9.37552-0.0883851j 5.83342+0.0845599j -0.519889-0.560286j 
0.521779-0.236532j -4.19606-0.0643978j 6.70575-0.152836j -9.82712-1.6363j 8.57953+1.43631j -22.586-2.11635j 3.31+0.538224j -27.7528-1.77675j 28.7308+2.85633j -6.98731-0.818701j 45.6617+3.00358j -24.1289-2.42436j -26.0905-1.09108j -42.6738-1.98066j -14.8174-1.61816j -87.8713-4.93163j 57.0664+3.86073j 6.27032+0.384327j -23.3554-1.46684j -20.0772-0.567848j -15.6557-2.53804j -96.7204-4.63304j 2.07525-1.55302j -74.1357-3.5305j -3.80493-1.98787j 51.2875+46.0126j 4.51768+31.0628j -2.08617+0.521481j 74.1098+3.10793j -2.54353-0.992272j -98.6893-3.45081j -16.9355-0.16671j 19.4163-0.48323j 24.3221+2.23288j -5.18276-1.91721j 57.2468+1.6484j -89.0555-4.04444j 16.4036+0.445026j -42.7989-1.58205j -27.0777+0.1661j -23.1614-1.97109j -48.6548-1.86054j -5.88498-0.490739j -30.019-0.403039j -28.9107-0.86252j -4.17218-0.150237j 22.751-0.501701j 8.91982-0.0942924j -9.17256+0.756272j -6.70067+0.131662j 4.1185+0.198234j 0.0793646-0.579057j 
-0.055502+0.215721j 0.868302-0.00787243j -1.53764-0.0437165j 2.0068+0.805126j -2.13387+0.0745549j 5.59515+0.830191j -1.14774-0.2701j 6.74704-0.0309344j -6.76038-0.79553j 1.54219+0.448053j -11.9135-0.831278j 5.30992+0.2732j 6.66166+0.283368j 10.4199+0.0672131j 4.13951-0.252285j 20.0784+0.248534j -14.601-1.53102j -2.03344-0.00656218j 7.23017+0.612514j 3.45836+0.946414j 6.28536+0.44367j 22.876+0.422884j -0.166128-0.549084j 15.8379+1.74907j -0.158342+1.35102j -13.6858-13.2189j -2.24691-8.7731j 0.513667-1.59572j -15.9402+0.0985513j 0.217328+0.0467287j 22.2369+1.92529j 6.30556-0.172174j -4.17719-0.265352j -7.53923+0.636724j 2.78596-0.554023j -14.8051+0.168243j 19.9874+1.71551j -3.98814-0.433838j 10.5854+1.35184j 6.4175+0.558762j 5.92786-0.436451j 11.1958+0.317445j 1.63851-0.712299j 6.69923-0.123741j 6.50408+0.678633j 1.0506+0.180312j -5.96981+0.0423068j -2.12561-0.251468j 2.60808-0.135217j 1.41095+0.194229j -0.954835-0.137286j 0.0398116+0.0627285j 
-0.449186+0.605383j 4.18916+0.293081j -6.84306-0.458181j 8.49426+2.19652j -8.86381-0.947619j 21.9539+2.51261j -3.70044-0.956698j 28.9889+2.43911j -29.9626-3.25978j 6.34992-0.144772j -48.4718-3.38593j 23.0521+0.493995j 27.2365+2.62481j 42.629+3.23055j 15.5062+0.80398j 89.758+5.56595j -58.4267-3.81632j -5.17278+1.56324j 23.5015-0.117499j 18.9024+2.73982j 16.8875+1.66726j 100.027+7.379j -2.55418+0.145333j 75.2996+4.2789j 2.46798+0.230256j -51.1503-48.1284j -3.76629-30.4138j 4.07076-1.30496j -75.9-4.03326j 1.87465+1.77054j 98.873+5.63829j 15.4668-0.25482j -21.3958-2.30355j -23.2657-0.52598j 6.26139-0.206007j -57.5815-2.86298j 90.6751+3.93519j -15.7869+0.258955j 43.7476+2.18828j 26.0704+1.24143j 25.406+0.637095j 45.8576+1.65295j 6.94528-0.123626j 29.6921+0.667476j 28.4849+0.859289j 3.3306+0.401921j -23.4706-0.323338j -9.08161+0.363568j 10.4772+0.143471j 6.47194+0.64983j -4.42193-0.649624j 0.421326+0.0622045j 
-0.754844+0.280831j 4.45887+0.615222j -6.92811-0.701349j 8.6086+1.4943j -8.0271-1.57357j 20.337+1.97298j -3.13186-0.348705j 27.5312+2.90614j -28.4449-4.01714j 6.16018+0.242173j -44.653-3.59524j 21.6257+2.78496j 25.7735+1.90634j 40.3402+3.13209j 13.2233+0.301104j 85.9217+7.85461j -57.886-4.35698j -5.66634-1.06076j 21.8385+2.25928j 18.4061+2.02208j 16.4723+1.12641j 94.3821+8.50265j -2.60338-0.042457j 71.7651+4.08637j 5.18964+0.0691164j -51.5946-49.0128j -3.78514-33.159j 3.94924-0.490372j -72.7277-5.78497j 1.75953-0.645934j 96.1446+6.73521j 17.0501+2.56914j -18.6605-1.19185j -23.7521-0.961404j 6.11032-0.376966j -55.8079-3.8668j 89.5321+4.40338j -16.1859-0.851352j 42.099+1.77108j 25.1128+0.888866j 22.5386+2.10639j 44.4953+3.86725j 6.10716+0.451223j 29.1842+1.57082j 28.8567+1.3783j 3.38269+0.334025j -21.9525-0.787886j -9.30062+0.110129j 9.59779+0.128603j 6.6073+0.422529j -4.1396-0.854827j 0.209735-0.103486j 
-0.422911+0.522126j 0.506238+0.0338089j -1.89639+0.310559j 2.42476+2.29562j -2.77805-0.377322j 7.05023+0.900766j -0.900178-0.644348j 7.70885+1.02778j -8.80795+0.555398j 2.64086+0.471058j -10.7754-1.62751j 5.94322-0.882362j 6.72079+0.240091j 10.785+0.706052j 2.09208+0.560374j 23.4199+3.00101j -15.4748-0.843355j -0.980757+0.301008j 6.26895+1.55845j 4.28877+0.518253j 5.18541+0.199751j 26.2651+2.71436j -0.350913-1.28843j 18.816+2.03863j 1.78036-0.176504j -14.5729-13.3149j 1.28545-8.05801j 0.606867+0.676524j -18.1149-1.53225j 1.62911+0.49535j 26.7226+2.34985j 5.62824+0.108026j -7.10597-0.10958j -5.85017-0.146137j 1.79409+0.668953j -16.1338-1.39993j 24.3412+1.40112j -3.81592-0.224391j 10.7958-0.54131j 7.64953+0.399456j 6.29967+0.844182j 12.2795+0.142188j 0.789528-0.960343j 7.16598-0.225917j 6.41567-0.516761j 1.51278+0.0852485j -6.02685-0.117803j -2.25105-0.189946j 2.34586+0.37481j 1.722-0.123127j -1.58542+0.0230722j -0.251579-0.313989j 
-0.13979+0.287361j 0.624022-0.0302529j 0.447213+0.671907j -0.363274+0.7804j -1.07044+0.196078j 1.91938+0.814632j 0.210648+0.813674j 1.21071+0.925518j -1.34552-0.521078j -0.270525-0.616343j -1.72285-0.866744j 1.81574+0.870746j 0.64861-0.93828j 2.29866-0.485431j 3.66238-0.945673j 5.88905+1.65085j -3.07942+0.451028j -0.328072+0.441119j 0.160144+0.64898j 1.09835+0.292587j 0.835737-0.36411j 4.65706+1.07738j -1.5816-0.182825j 4.23552+1.67447j -0.0309939+0.865268j -1.13762-4.05994j -1.75284-2.35113j -1.66271+0.0617035j -4.05331+0.343941j -0.00366527-1.25643j 6.65629+0.779776j 0.62617+0.0482153j -1.31848-0.984014j -1.03097-0.790613j 0.467971-0.435553j -3.07691-0.114497j 4.82488+0.400146j -0.630301-0.51447j 2.10704+0.126878j 0.864698+0.979452j 1.88462+0.424693j 2.34825+0.0770894j -1.17425-0.196125j 1.52146-0.241208j 1.7566-0.0667439j -0.0130965-0.291114j -1.35097-0.495515j 0.0311731-0.813638j 0.730266-0.138763j 0.54478-0.663642j -0.250354+0.0489573j -0.596949-0.340521j 
0.281478-0.183042j -1.18985-0.152553j 1.87857+0.837816j -1.97675-0.53197j 0.595023+0.566006j -5.82878-1.70311j 1.81829+0.723932j -6.42868-1.19987j 6.73264-0.400865j -2.31078+0.1167j 12.2435+2.05872j -4.58567-0.714729j -7.48186-0.00479511j -10.8565-0.955946j -5.24219+0.0721985j -24.6802-2.99603j 13.6343+2.4335j 1.68914-0.624342j -6.16621-0.603355j -4.40181+0.518698j -4.04661-1.61697j -27.0738-1.95754j 0.489685+0.358615j -20.0859-1.62855j -1.39482+0.327376j 14.6761+14.7583j 1.28229+8.9596j -0.446356-0.162103j 21.3281+3.00806j -1.42923-1.90478j -26.9051-2.31955j -4.46692+0.133227j 4.34779+1.9548j 7.56947+0.923561j 0.148711-0.695555j 17.1067+1.07639j -24.0124-1.10683j 4.74+0.179009j -11.7678-0.854617j -6.85109+0.173121j -6.28298-0.272645j -11.6329-1.16233j -1.73262+0.316546j -7.7481-0.793802j -7.70034-1.08513j -1.40277-0.533504j 6.22249+0.0797249j 2.64861+0.507355j -2.87646+0.232626j -1.98385-0.328317j 1.16085+0.488218j -0.111884+0.432061j 
-0.640856+0.0455214j 2.8685+0.526379j -4.2079-0.6179j 4.98033+0.954201j -5.21322-0.786947j 13.5119+1.56564j -2.15725-0.678588j 18.2878-0.539484j -15.9832-3.48885j 4.15985+0.379734j -26.7716-3.13024j 12.7655+1.12321j 14.433+1.5891j 24.5872+2.54081j 9.15931+0.499777j 52.8771+6.57407j -33.6634-3.11878j -4.08619+1.38462j 11.2036+0.702725j 11.7819-0.171635j 11.4802+2.90858j 58.6034+6.36293j -0.752151-0.343616j 42.4309+5.93046j 2.4759+0.398919j -30.6972-28.7048j -1.0374-18.7067j 2.39316+2.08058j -43.6359-3.9052j 1.91816-1.2904j 58.8166+5.09898j 9.73262+1.04321j -11.8217-0.676132j -13.8016-1.26428j 2.40704-0.229617j -34.1961-1.90435j 52.6633+3.93347j -9.22257-0.969378j 25.5467+3.47181j 15.166+0.832098j 13.9944+1.25399j 26.6174+2.40516j 4.694+0.428684j 17.4966+0.530329j 16.9453+0.98472j 2.16412+0.0187831j -13.3418-0.639746j -5.16617+0.181257j 6.0212+0.667965j 4.07435+0.276902j -2.29546-0.525213j 0.13081-0.151995j 
-1.28026-0.151609j 3.76062+1.35363j -5.35387-0.890372j 6.80637+1.31875j -8.00047-1.33833j 16.5154+0.835154j -1.32047-1.66611j 20.1575+3.0802j -21.55-3.6058j 5.58135+1.10622j -34.1593-4.0991j 17.3483+1.22377j 20.3797+2.28463j 32.6376+5.18103j 13.1889+1.36485j 66.8996+9.23007j -42.9745-6.74726j -4.62888-1.2348j 17.2059+0.745995j 14.4127+2.19165j 13.4872+1.05665j 74.7352+9.30872j -1.39205-1.32286j 57.2404+7.30211j 2.09826+1.50976j -38.5953-38.914j -2.90824-23.1606j 4.27524-0.452401j -55.9964-5.59704j 2.27882-0.599408j 75.5581+6.09169j 12.0114+1.9502j -14.7692-1.67985j -17.9597-1.11846j 4.29964-0.106518j -44.234-6.18161j 68.3283+6.96583j -12.5465-1.36031j 31.5111+3.57265j 20.2091+1.71632j 17.2564+2.49141j 34.6911+2.74053j 5.34931-0.315964j 22.4978+1.23174j 21.9523+1.53561j 2.88394+0.184369j -17.5293-1.42727j -7.24829-0.169318j 7.47065+0.320388j 5.68645+0.131096j -2.6602-0.431885j 0.0710578-0.37262j 
0.275194-0.0505865j 0.205507+0.440309j 0.0441675-0.722936j -1.97846-0.482291j 2.55873+1.12592j -1.44928+0.175317j 2.46974+0.327144j -2.82089-0.62027j 1.73279-0.470143j 0.453013+0.453882j 2.75348+1.23584j -0.296448-0.481447j -1.70416+0.459319j -2.50037+0.436759j -2.43544+1.01615j -6.07093-0.000258683j 2.78148-0.146466j 0.131871+0.0252034j -3.03468+1.24407j -0.138645-1.64457j -1.10318+0.118306j -6.63902-0.127801j 0.154156-0.328081j -4.67737+0.330193j -0.833838-0.932355j 2.06092+3.17106j -0.658613+1.52441j -0.555652+0.488081j 5.53591+0.509486j 0.609751+0.861229j -8.00996-0.108221j -1.36012-0.215688j 1.98578-0.325851j 2.83518-0.798033j -0.362864+0.454687j 3.95978-0.745243j -5.92136+1.28041j 0.587129+0.464759j -2.15147+0.124297j -1.57424+0.180759j -1.06919-0.0975462j -3.23543-0.0995556j -0.634789-0.224824j -1.54937+0.320149j -2.06326+0.177135j -0.197163-0.0429903j 1.484-0.528589j 0.866604-0.557158j 0.217232-0.0570462j -0.378342-0.0634847j 0.726532-0.190408j 0.206057+0.0574435j 
