0.00070324-0.00682488j 0.00299259+0.00889958j 0.00114727-0.000146162j -0.00492331+0.00319826j 0.00328591-0.00484971j -0.00215539-0.00232607j -0.00284011+0.00724248j -0.00128256-0.00272228j 0.00169686+0.0073758j 0.00356461-0.000173362j 0.00492981+0.00189415j 0.00594455+0.00356487j 0.00135777+0.00449713j 3.99186e-05-0.000146361j -0.00247889-0.00392698j 0.00477138-0.0036631j -7.00487e-05+0.00288544j -0.00219215+0.00340436j 0.0010811-0.00122953j 0.000656258+0.00243637j 0.0011583-0.000495295j 0.00299058-0.0015449j -0.00316923-0.00011415j -0.00366887-0.000439541j 0.00164165-0.000273139j -0.000819747+0.00132309j -0.00181807-0.00292757j 0.00200248-0.00285041j 0.00222488+0.00486997j -0.00124018+0.000312409j -0.00198372-0.00336468j 0.00129146-0.000487979j -0.00588954-0.00370058j -0.00377248-0.00132169j 0.00405233+0.000318056j 0.000267331-0.000111766j 0.000911415-0.000180038j 0.000764677+0.00344063j -0.000755294-0.000616876j -0.000744352-0.00292451j 7.18115e-05-0.00295911j -0.000870565+0.00657679j 0.0014236+0.00996002j -0.00053001-0.000510227j -0.00151417+0.0013066j -0.00305963-0.000103787j -0.00058135+0.00374935j 0.000753207-0.00254743j 0.00179803-0.00259691j -0.00112173+0.00126728j -0.00492043-0.00135189j -0.000597222-0.000300764j 0.00276601-0.00793571j 0.00208178-0.00820248j -0.00810315-0.00494761j -0.0012997+0.00307803j 0.00249134-0.00139948j -0.000814397-0.00261284j -0.00856884-0.00074246j 0.0041791-0.00306712j -0.00583917+0.0117182j -0.00563819+0.011841j -0.00216457+0.00144457j 0.00362157+0.00298266j -0.00302291+0.00825537j -0.00031918+0.00642006j 9.64909e-05+0.00884968j -0.00267669+0.00287328j -0.000769003+0.00279172j -0.000972492-0.00108909j 0.00428487-0.00474004j -2.29152e-05-0.00224271j -0.00207387+0.000805578j 0.00181073-0.00237352j 0.00279485-0.00600213j 0.00770739-0.00427309j -0.00184009-0.00411721j 0.00470884-0.00739852j 0.00135912-0.0186595j 0.00208679+0.00993309j 0.00442476+0.0119369j 0.0158242-0.0148498j -0.00217648+0.00226074j 0.00455872+0.00475141j -0.0111306+0.00605696j -0.0132095+0.00997304j -0.014261+0.0128944j -0.0163958+0.0118392j 0.0129046-0.00812539j -0.00549806+0.007663j 0.00158442+0.00845376j -0.00886801-0.00596964j 0.00395079-0.0042889j -0.00416319-0.00992541j 0.0010027+0.0102389j 
-0.00333646-0.00792975j 0.00514898+0.0043438j -0.000684321-0.00210293j 0.00133128+0.00178995j -0.00365786-0.00296232j -0.0010253-0.00648662j 0.00154496+0.00718835j -0.00184577-0.000673616j 0.00218537+0.00555236j 0.00172523-0.00402368j 0.00237643+0.00188534j -0.000760688+0.000621004j -0.00277061+0.0108052j 0.0017236-0.0010591j -0.00131793+0.00429979j -0.00493723+0.00497829j 0.00249374+0.000102913j 0.00107024+0.00539171j -0.00206381+0.00582509j 0.00176413+0.00177379j 0.00140785+0.000247597j 0.000128391-7.07459e-05j -0.000227002+0.00224884j 0.00036873-0.000361633j -0.00141665+0.00549273j 0.000444881-0.00259205j -0.000848666-0.000838787j 0.00181241-0.000930447j 0.000193086+0.0027275j -0.00258498-0.00536148j 0.00102664+0.00169416j -0.00213103+0.00448371j -0.00427493+0.00415279j -0.00261677+0.00578716j -0.00158446-0.000906516j 0.00492563+0.00398729j -0.00384274+0.000506346j 0.00783453+0.00159617j 0.00221787-0.00263859j 0.0040844+0.00270337j 0.00309734+0.00147311j 0.00131037-0.00540493j 0.00314966-0.00298797j 0.00165201+0.00293537j 0.00626558+0.00503135j -0.000194938+0.002423j -0.000194294-0.00566822j 0.0015395+0.00297757j 0.00118784+0.000869178j -0.00122631+0.000738252j 0.00645372-0.0106072j -0.00261881+0.00247054j 0.00183035-0.00471089j -0.00659044-0.000986746j -0.00420987+0.00545578j 0.0123119-0.0017085j -0.0166839-0.00195302j -0.00220339+0.00109757j 0.0168602-0.00802282j -0.00265837-0.0049983j -0.00712609-0.000690897j 0.00113132-0.00184332j -0.00129837-0.011054j -0.00273734-0.00286822j 0.00411199+0.000710283j -0.00560237-0.00997726j -0.00126266+0.00240598j 0.00639297-0.0045422j -0.0068331+0.00575718j -0.00160639-0.00701679j -0.00357527+0.00349168j -0.000741163+0.00227801j 0.00306557-0.00501212j -0.00162605+0.00238009j -0.00145246-0.00243317j -0.00270585-0.00668834j -0.00172645+0.00136256j 0.00231326-0.000901323j 0.0148031-0.00503958j 0.0112186-3.78367e-05j 0.0118854-0.00283793j -0.00436407+0.0150991j -0.000153623-0.000444529j 0.00621276-0.00209594j 0.000729706-0.00185206j 0.00406963-0.00424044j 0.0126169-0.0104191j 0.00464309+0.00313935j -0.0053051+0.000573588j -0.000413394-0.00184739j -0.00508602+0.000118812j 0.0017287+0.00246512j -0.0095865+8.48052e-05j -0.0137495+0.00394161j 0.00685802-0.00451935j 
0.000947432-0.00286272j 0.00518319+0.00106815j -0.00146071+0.000379978j 0.00125934+0.00170062j -0.0030947-0.000150654j 0.000681772-0.000809047j 0.00114868+0.00422752j 0.00034062-0.000607282j -0.000654567+0.00307141j 0.00227425+0.000922602j -0.00711641+0.0059736j -0.000320069-0.00322922j -0.00178702+0.00550344j 0.00555838-0.00246578j -0.00164866+0.000453539j -0.000983106-0.000868354j -0.00209704-0.000467414j 0.00102455+0.00145514j 0.000949042-0.000503044j 0.000454454+0.0016574j -0.0021949+0.00149393j -0.00235438-0.00227166j 0.000838787-0.000231671j 0.00530682+0.00189732j 0.00101987+0.003042j -0.000446559-0.000228902j 0.000478491-0.00291203j 0.00351722-0.00554799j 0.00479669-0.000640911j -0.0085818+0.0126428j -0.0139467+0.00494862j -0.00609019-0.00777981j -0.00399582+0.00313628j -0.00183383+0.00202488j 0.00025591-0.00227718j 0.000455801+0.00195116j -0.00249049+0.00100405j 0.00125925+0.00345137j -0.000359263+0.000561164j 0.00485497-0.0018082j -0.00269103+0.00168993j -0.00695205+8.27194e-05j 0.00141507+0.000672664j 0.0110488-0.00523841j 0.00827423-0.00382399j 0.00286639-0.00520794j 0.00383593-0.00433824j -0.00520611-2.26106e-05j 0.00752689-0.00276651j 0.0158009-0.00834093j -0.00149893-0.0029473j 0.00504068+0.00265308j -0.000873074-0.00683514j 1.02794e-05-0.00587932j -0.00439055-0.00116129j 0.000110012-0.00787926j -0.00699891-0.00144631j 0.00292677-0.00389408j 0.00762707-0.00131261j -0.001483-0.00755858j -0.00374538-0.00407358j 0.000571463-0.00152969j -0.00301577-0.0101254j -0.00399027+0.00728291j -0.00205291-0.00246397j -0.00473086+0.00800457j 0.00212429+0.00260507j 0.00116818+0.00134425j -0.00496897+0.00191058j -0.00416804-0.00585138j -0.00165111-0.00246302j 0.00113931+0.00168034j 0.00396044-0.000212269j 0.00229054-0.00515301j -0.00014783-0.00605488j 0.00408399-0.00255165j 0.0118667-0.0139272j -0.0119441+0.00525432j 0.0121564-0.0084716j 0.00198783-0.00047222j 0.0130999+0.0124893j -0.00206671-0.00460786j 0.000355498+0.000770304j 0.00423374-0.00695862j -0.00141607+0.00260972j -0.00325029-0.00354014j -0.000602845-0.00343086j -0.00535243+0.00283833j -0.00710948+0.00325799j -0.00720038-0.00421572j -0.00739042+0.00712648j -0.0117082+0.00121321j -0.0157477-0.00440254j 0.00108255+0.00127152j 0.0086191-0.00218039j 
0.00311886+0.00326297j -0.00218489+0.00388376j 0.0013845+0.000365314j 0.00544336+0.00150023j 0.000566334+0.00109121j 0.00374522+0.00518982j 0.00588872+0.00163326j -0.00221735-0.000649546j -0.000977877+0.0015918j 6.86263e-05+0.00593113j 0.012201-0.001684j 0.00270709+0.0111876j 0.00788501-0.00628814j -0.00883214-0.000294586j -0.0031798+0.00373654j -0.00186308-0.00137255j -0.00096284-0.00265864j 0.00497698+0.00109569j 0.00202396-0.00545201j 0.000968766+0.00286124j 0.000394531+0.00318457j -0.00635492-0.00399559j -0.00376546+0.0030183j -0.00138406+0.00834679j 0.00263816-0.00356017j -0.00615075+0.000662622j -0.00496751-0.0072073j 0.00386336-0.00349323j -0.000790858+0.00253673j 0.000110401+0.00458374j 0.00392316-0.00516607j 0.00307331-0.00340408j -0.00441877-0.000270569j -0.00542455+0.00128099j -0.00160037-0.00212674j -0.00531604-0.00509704j -0.00772923-0.00155317j 0.00722398-0.00970863j 0.00442323+0.00475373j 0.0043375-0.00242879j 0.00111557+0.00106135j 0.000884155+0.000695465j 0.000171966-0.000804386j -0.00487105-0.00424743j -0.00486821+0.00026882j 0.00191677-0.0055628j -0.00149684-0.00210566j 0.00465767-0.000551895j -0.00384649-0.00258592j -0.00472215+0.00109815j -0.000511179+0.00242653j 8.08512e-05-0.00503329j 0.00274246-0.00245425j 0.00465218+0.00489169j 0.009444-0.00723814j -0.00279768-0.00142501j 0.00266988+0.00394556j -0.00561906+0.00103905j -0.00304122-0.00089007j -0.000716684+0.0115535j -0.0105678-0.00635405j 0.00100501+0.00781651j 0.000456971+0.00570971j 0.00134417-0.000379702j -0.00661691+0.00527991j -0.00359429+0.000165663j -0.000871296+0.000756789j -0.00124658+0.00228868j -0.00347424+0.00463901j -0.00521056-0.000628854j 0.00807614-0.00333172j 0.00347012+0.00727952j -0.0063108-0.00824404j 0.00343443+0.00724045j 0.00416007+0.00190024j 0.005583+0.0084005j -0.0104448+0.00048997j 0.0133165+0.00575403j 0.00785654+0.0127346j -0.00510158+0.000369118j -0.000312332-0.000648352j -0.00925692+0.02647j -0.000199166-0.00289762j 0.00259065-0.00336404j -0.0134738-0.00197791j -0.0221032-0.00402679j 0.00898434-0.0158426j -0.0166477+0.00540091j 0.00872677-0.00316188j 0.000579457-0.000825243j 0.00678341+0.00756372j -0.0113482-0.00737616j 0.00909228+0.00189158j -0.018058-0.00407296j 0.00513633+0.00882651j 
0.001959+0.000403827j -0.00072917+0.00228918j 0.000112935+0.000392734j -0.000530857-2.28992e-05j 0.0016349-0.000249829j -0.000141858-0.000535052j -0.000703755+0.00104482j -0.000200512-0.00102694j 0.00031844+0.00195031j 0.00151334-0.00103152j 0.0031854-0.0010503j 0.00202482+0.00368256j -0.00017342+0.00168467j -0.0007468+0.000982847j 0.00083959-0.00202141j 0.00183503-0.00102694j 0.000282026+0.00195249j 0.000383014+0.00112917j -0.00142664-0.000179989j 0.00087789+0.00116161j -0.000363823-0.00195257j -0.00012191-0.00103261j 0.000587793-9.16752e-05j 0.000655071+0.00130237j 0.0012851-0.00125504j 0.000175854-0.000100753j 0.000198727-0.00150637j 0.000849396+0.00157144j -5.68437e-05+0.00416238j -0.00353212+0.000221354j -0.00129225-0.00550493j 0.00538907+0.00306315j -0.000287545-0.00216657j -0.00325063-0.000422791j 0.00228451+0.00191366j -0.00077721-0.000620904j -0.00104447+0.00147464j -0.000864279-0.00826104j 0.00214468+0.00403j -0.00130741-0.00260198j 0.00151293-0.00016364j 0.000896388-0.00030691j -0.00220246+0.000741739j -0.00343128+0.00175452j -0.00341192+0.000209901j -0.00145628+0.00289483j -0.00352995+0.000860663j -0.00516085-0.00198072j 0.00573169-0.00130365j -0.00122003+0.00268489j -0.00327338+0.00390107j -0.00445787+0.00569029j 0.00730837-0.00556802j 0.00438705+0.00381895j 0.00312225-0.00465703j 1.02793e-05-0.000477523j 0.00614821-0.000167728j 0.00492799+0.000679067j -0.00316537+0.00142322j -0.00193739+0.00433215j -0.00557203+0.00252344j 0.000590898+0.00236321j 0.00178183+0.00433268j 0.00307511-0.00111083j -0.00732215-0.000217612j -0.000629438+0.00160604j 0.0030308-0.0017329j -0.00167704+0.0020667j 0.000367262-0.00122097j -0.00480258-0.000838585j -0.00235777-0.0021173j -0.000767852-0.00262485j -0.000240138-0.00321914j 0.000753304-0.000143653j 0.00039111-0.0014384j 0.00445877+0.00131927j 0.0102753-0.0100723j -0.00362895-0.00185442j 0.00672281+0.00378769j -0.0055881+0.000563805j -0.00490627-0.00825098j 0.000779727+0.00782442j 0.000282389-0.000346669j 0.00319181+0.00621323j -0.00555104-0.00190688j -0.00876032+0.000836729j 0.00363987+0.00149074j -0.00169396+0.000835586j 0.00760495-0.00389124j 0.00421423+0.0022745j -0.000130896-0.0023222j 0.000841802-0.00291975j -0.00687685-0.00941712j 0.0115797-0.00106604j 0.0176666-0.0012131j 
0.00153393+0.00461278j -0.00404009-0.0011946j 0.000881952+0.000837899j 0.000827833-0.0022048j 0.00209239+0.00160757j 0.00105662+0.00529263j 0.000836268-0.0049148j 0.000882895-4.69983e-05j -0.00250293-0.0030071j -0.00252455+0.0038916j 0.0035905-0.00445431j 0.00115767+0.00244822j 0.00214011-0.00864724j -0.00507991+0.00170697j 0.00109853-0.000614189j -0.00151062+0.000135607j 0.00197991-0.00201655j -0.000108744-0.00263062j -0.000990476-0.00562328j -0.000939688-0.00153706j 0.00235267+0.00173757j -0.00121494-0.00092918j -0.00168519+0.0012698j -0.00287506+0.00324573j 0.000118363-0.00311585j -0.00368731+0.00525596j -0.00235529+0.00214094j 0.00249411-0.00232989j 0.00233769-0.00173524j 0.00524878+0.00166983j -0.000672673-0.00587212j -0.00149934-0.00495275j 0.0026305+0.00516673j -0.00439927-0.00107495j -0.000728205-0.00036662j 0.00247431+0.00333587j -0.00162205+0.000965238j 0.00632119+0.000224359j -0.00240904-0.00421927j 0.00164559+0.00206112j -0.000202671-0.00026192j 0.00229222+0.00207654j 0.00645854+0.00385286j -0.000860096-0.000665866j -0.00263835+0.00959148j 0.00649992-0.00228554j -0.00359112+0.00282948j 0.00566807+0.00322884j -0.00469255-0.00464562j 6.52383e-06+0.00182096j 0.00429705-0.00898374j -0.00352966+0.00550366j 0.0023703-4.27306e-05j -0.00287644+0.0038038j -0.00774699+0.00435108j 0.0068161+0.00110272j -0.00931012-0.00404154j -0.00394161+0.00308557j 0.0021636-0.00427556j 0.00270248-0.00117985j -0.00258768+0.00664685j -0.00382094+0.00318063j -0.00256348-0.00936477j -0.00185047-0.00403743j 0.00468849-0.000623719j -0.00284533-0.00251674j 0.00256053+0.00241639j 0.000368359-0.00174562j -0.000130387+0.00566327j 0.00484155-0.00647506j 0.00384934-0.00166409j -0.000956419+4.68003e-05j 0.000478203+0.00141472j 0.00587352+0.00966701j -0.00603396-0.0107813j 0.00554651-0.00377093j 0.00396075-0.0162585j -0.00278493-0.00192238j 0.0145469-0.0214238j 0.00849852-0.00279897j 0.0109401-0.00318254j 0.0104805+0.00147361j -0.000806054-9.81835e-06j 0.0048278+0.0116214j -0.00234429-0.00505775j 0.00052497+0.00428395j -0.00398335+0.00923706j 0.0019031+0.00319124j 0.0100188-0.0154272j -0.000378797-0.00113184j -0.00948252+0.00478729j -0.000664886+0.00196844j -0.00854363+0.00513162j -0.00900773+0.00140788j -0.00186228-0.00295127j 
-0.000553991-0.00492106j 0.0059691+0.00109199j -0.0021498-0.000481999j -0.000982626+0.00267333j -0.00388251-0.000844936j -0.00155381-0.00593771j -0.00282999+0.00558072j 0.0003676-0.000369205j 0.000581258+0.00445028j 0.00438944-0.00411855j -0.00508703+0.00131682j 0.00475416-0.0092355j -0.010167+0.0113046j 0.00646043-0.001197j 0.00347544-0.00169166j 0.00437664+0.00157204j -1.11011e-05+0.00667597j 0.00130558+0.00287605j -0.00479+0.00388249j -0.00299371-0.00194322j 0.000297127+0.00387348j 0.00543531-0.00119376j 0.005171-0.00132811j -0.00445453-0.00350242j 0.00447598+0.00372161j 0.00300841+0.00179918j 0.00243449+0.00136348j 0.00010941-0.00312311j 0.00751225+0.00242645j -0.00503044+0.00499848j -0.0156601+0.00140727j 0.00105922-0.00685212j 0.00288994+0.000730406j 0.00307912-0.0040929j 0.00223329+0.000752246j -0.00607185-0.00562305j 0.000672621-0.001574j 0.000929798-0.0010588j -0.00240055+0.00389544j 0.000969805-0.00322224j -0.00516776-0.00339296j -0.00173743+0.00305725j -0.0118352+0.00105032j -0.00218805+0.00124053j 0.00688412+0.00166785j 0.00203457+0.00687662j 0.00318325+0.00611735j 0.00104534-0.00361356j -0.000291408-0.00189912j -0.00502747+0.00511106j -0.0101632+0.0207912j 0.00747889+0.00159152j -0.00245902-0.00651649j 0.00190265-0.00384452j 0.00494407-0.00812898j -0.000695825+0.00245063j 0.00931407+0.00635251j -0.00219559+0.00826339j -0.0039489+0.00873464j -0.00321014-0.00313398j 0.0051888-0.00987274j -0.00298391-0.0066479j 0.00519918+0.013767j -0.00449706+0.00810096j -0.00577991-0.00693888j 0.0041337+0.00101171j -0.00200338-0.00721753j 0.000929775-0.00168907j -7.19721e-05-0.00802912j 0.00920214+0.0023637j 0.00424586-0.00191493j 0.00150462-0.00524508j 0.00491711+0.00275463j 0.00708467-0.00316044j -0.00633229+0.000672342j 0.00623813+0.000593429j 0.015216-0.0224966j -0.0257507+0.0112928j -0.0196588+0.00827097j -0.013227-0.0101454j -0.011646-0.00703493j -0.0125092+0.00904246j 0.00119683-0.000383609j -0.00806705-0.000823928j 0.00118279+0.00626445j -0.00684247+0.0115027j 0.00566173-0.0043521j 0.00725709-0.00920878j -0.00601834+0.00156313j -0.00297919-0.00499962j -0.00393098-0.00118005j -0.00765802+0.0101684j -0.00567998+0.000189264j 0.0362596-0.0122892j -0.0189243-0.00173993j 
-0.00455891+0.0034853j -0.000723288-0.00100676j 0.000365893-0.00196846j -0.000588388+5.59596e-05j -0.000409086-0.000956158j -0.000258561-0.000610471j -0.00105031-0.00175172j 0.000566164+0.000937863j 0.000170089-0.00264041j -0.0012202-0.00124375j -0.00384737+0.00914433j -0.0137036+0.00253722j 0.00359589+0.00267653j 0.00123918-0.00432434j 0.00163588+0.00340697j -0.00300012-0.00297229j -0.00525938-0.00128252j -0.000230942-0.00185887j 0.00100405+0.00270755j -0.00268361+0.000322631j -0.00204125-0.00127392j 0.00250569+0.000248213j 0.00188135-0.0032845j 0.000408592-0.00103278j -0.00350308-0.000105371j -0.000464721-0.000762961j -0.00106734+0.00348836j -0.00452708+0.000698314j -0.00200754-0.00131922j 0.0248519-0.0146758j 0.006033+0.0205526j -0.00933882+0.00296436j 0.00684338+0.0107004j 0.00273703-0.00925362j -0.0025004+0.000348238j -0.00057183+3.62605e-06j 0.00347275+6.20895e-05j -0.00580543+0.00598388j -0.000175114-0.00168814j -0.00638815+0.00293877j 0.00140774+0.000325958j -0.00234803+0.0024354j 0.00128053-0.00114613j 0.00956818-0.00361033j 0.00312897-0.00559236j 0.000873977-0.00248424j 0.00478038-0.00550447j 0.000247429-0.00160724j -0.00169494-0.000425961j 0.00741786-0.0243437j 0.00357908+0.0029002j 0.0185793-0.0165334j -0.0179526+0.0210758j -0.00358736-0.00545837j -0.0080427+0.00655428j -0.0025499+0.00151914j -0.00578218+0.00247806j 0.0045095-0.000251539j 0.00222189-0.0014341j 0.000220681+0.0037462j 0.00547407-0.0052715j -0.00678707+0.00219681j -0.00360418-0.00330434j -0.00805428+1.04062e-05j -0.0145994+0.00285432j 0.00130614+0.00120383j -0.00719274-0.00319039j 0.00201409+0.00217413j 0.00248273-0.000607396j -0.00728851-0.00206591j -0.00836141+0.00100382j 0.0100995+0.0063065j 0.00990312-0.00119564j -0.00102748-0.00386708j 0.00706046+0.0138855j -0.018657-0.00261251j -0.0333611+0.0212117j 0.0205997-0.00635192j -0.0223972-0.00591215j -0.00525838+0.00386084j -0.00861861+0.0014055j 0.0104495-0.00434258j -0.000231111+0.000172638j 0.0129471+0.0019205j -0.00136265-0.00380463j 0.0109939-0.00444322j 0.00331145+0.0046759j -0.00649803+0.00583009j -0.0169106+0.00532711j -0.0175769+0.0183214j 0.0118091-0.00654776j 0.00201246+0.0163885j -0.00681396+0.0139065j -0.00553417-0.000756723j -0.047256+0.00770426j 
8.46492e-05-0.00151269j -0.000838833-0.00240712j 0.000347783+0.000899008j 0.00151246-0.000937227j 0.00121419-0.000367021j -0.000254778-0.00101167j 0.00193754+6.35381e-05j 9.90954e-06+7.03864e-06j -0.000408694-0.00106494j -0.000353208-0.00157516j 0.00129482+0.00284881j -0.000790342-0.00264989j -0.000546064+0.00454897j -0.000428426-0.0013105j -0.000403685-0.00312138j -0.00954642-0.00322584j 0.00204465-0.00477522j 0.00560085+0.000894165j -0.00311929+0.00133436j 0.00319612+0.00120696j -0.00234323-0.00279198j -0.00454455-0.00253327j 0.00134373-0.000681924j 0.00454788+0.00188189j 0.00223094-0.00179003j 0.00184756-0.00643492j 0.00287303-0.00416074j 0.00107707+0.00441554j -0.0035147+0.00148848j -0.00173119+0.00210513j -2.30418e-05-0.00877491j -0.00421891-0.00432503j -9.49232e-05-0.00172309j -0.00132899+0.000393008j 0.000590066-0.00179609j -0.000518181-0.000594663j 0.00282503-0.00249805j -0.00583023+0.00422612j 0.00379297-0.00129444j -0.00383521+0.00148921j 0.000817167+0.00134879j 0.0059852+0.000816706j 0.00651602+0.00165106j -0.00626907-0.0023022j -0.0119299+0.00378314j -0.000952118-0.00554531j -0.00117021-4.79884e-05j 0.00453438-0.00109983j -0.00156999-0.000957932j 0.00268514+0.00780419j -0.0089676+0.0128828j -0.010985-0.00331543j 0.0146225+0.00118234j 0.00324131+0.00476989j -0.00704981+0.00254907j 0.00185144-0.00337363j -0.00453306+0.00200871j 0.00210514-0.00509363j 0.00244804-0.00166432j -0.0122018+0.006299j 0.00431721-0.0019561j -0.00495324+0.0020764j 0.00087562-0.000269828j -0.000481823-0.00243882j -0.00864564-0.00552118j -0.00474634+0.00462648j -0.00538296+0.00632817j -0.00359435+0.00401916j -0.0048635+0.00123584j -0.00622245-0.00286874j 0.0133417-0.00236746j 0.00888325+0.0041415j -0.00812353-0.00248046j 0.0022054+0.00620273j 0.00566404+0.00366686j 0.00735737+0.0138609j 0.0021928+0.00140344j 0.00587659-0.00634192j 0.00147923-0.0353855j 0.00410096+0.00460361j 0.00793555+0.00558988j -9.70516e-05-0.00395871j -0.0011673+0.000621766j 0.00432666-0.00203402j -0.0113041+0.00395758j -0.0165127+0.00302504j 0.00123895+0.00331089j -0.00383424+0.0098503j 0.00336257-0.00711395j 0.00610599-0.00638442j 0.0129215-0.0162359j -0.00731167+0.0138096j 0.0207903+0.00193979j 0.0356693+0.00459712j -0.00626118+0.00482543j 
0.000601136-0.0030224j -0.000350001+0.0014006j -0.000209734-0.00168221j -0.00238253-0.00133806j 0.000140866-0.000776599j -0.000459022-0.000561096j -0.00285897+0.00341021j -0.000219284+0.00212138j -0.00243939+0.00133663j -0.00111082-0.000942751j -0.00144086-0.000544481j 0.00362189-0.00131956j -0.00115915+0.0035375j 0.000636886-0.00252083j 0.00130323+0.0132146j -0.00341354+0.00754345j -0.00400574+0.00345174j 0.00309313+0.00386137j -0.000928458+0.00463854j 0.00818667+0.00479059j 0.0075012-0.00158096j -0.00481676-0.000587602j 0.00570568+0.000974331j 0.0022165+0.00557143j -0.00675236+0.0156066j -0.000499236-0.00378313j -0.00168336-0.00493463j -0.00246411-0.00238574j 0.000813712-0.000998537j 0.000769465-0.000280465j -0.000118237+0.000439327j 0.000899286-0.00268951j 0.00255015-0.00460134j 0.00263075-0.00203328j -0.000511784-0.000761482j 0.000609459+0.00195931j -0.000137599-0.00395076j -0.000704366+0.00123636j 0.00232357+0.00589351j 0.00357587-0.000394661j 0.00540442-0.00343633j -0.00285233+0.0032631j 0.000488878-0.000921905j -0.00127668+0.00304235j 0.000266127-0.00203009j 0.0012133+0.000521756j 0.000373153+0.00302092j 0.000580597-0.00313276j 0.00119535-0.000807913j -0.000663493+0.00135731j 0.00165445+0.00617269j -0.00141746-0.00245082j 0.00153728+0.000223873j -0.00225072+0.00113902j -0.00144603-0.00958604j 0.00284691-0.00347918j -0.00316008+0.00583783j 0.00208518+0.00181697j -0.00313037-0.0121213j 0.0112993+0.00213298j 0.0121923+0.00116471j -0.00177637-0.00693548j -0.0121757+0.000792195j 0.00431541+0.00395027j 0.0041581-0.00205912j 0.00912566+0.00232821j 0.0108049+0.00222902j -0.0120635-0.00233328j 0.0076893-0.00636023j -0.00380948-0.0041708j 0.000553611+0.00890104j 0.00273973-0.00262843j -0.00182581+0.00924172j 0.00368371-0.00244281j -0.0016249+0.00166754j -0.0021547-0.00141174j 0.00194423+2.42906e-05j -0.000942864-0.000820323j -0.0029291+0.00231756j 0.00740275-0.00140395j 0.00904191-0.00689177j 0.0156932+0.0142756j -0.00100915+0.000397159j 0.00174087-0.0213377j -0.00202774+0.00901232j 0.000178305-0.00835675j -0.0164786+0.0104647j 0.00899594+0.00624349j -0.000653819-0.00823685j -0.000715815+0.000697066j 0.00280039+0.00306159j -0.000708538+0.000142874j 2.91666e-06-0.000783983j 0.000481918+0.00020917j 0.000474753-0.000168971j 
