0.00198501-0.00204902j 0.00147725-0.00626051j -0.00282656-0.00038827j 0.00390095-0.00501391j -0.00172863+0.00125549j 0.000907639-0.00981201j -0.00236899-0.0042607j 0.00126932+0.00199599j 0.00350064-0.00220633j 0.00736433-0.00972169j -0.0023505-0.00539105j 0.00252431+0.000192505j -0.0073449+0.00366223j 0.00202991-0.000431728j 0.00238843-0.00176206j 0.00330503+0.00672641j 0.00161624+0.0025246j -0.00136323+0.00079764j -0.00187827+0.00341191j -0.00178348-0.000173033j -0.000330307+5.04622e-05j 0.000331308+0.00349242j 0.00446633-0.00242852j -0.00144304-0.00474208j 0.00219188+0.0046052j 0.00333399+0.00192629j 0.00322525-0.00232839j -0.00176755-0.0044652j 0.00195738+0.00289486j -0.00194823-0.00083534j -0.000817059-0.00398131j 0.00259819-0.00216127j -0.00623381-0.00163235j -0.00443777-0.000346523j 0.00285902-0.000280597j -0.000389226-0.00172126j -0.00291482+0.0032433j 0.00157498-0.00925488j 0.0019477+0.00584715j 0.000847575-0.00687338j -0.000365109-0.00133926j 0.000355376+0.00695068j 7.16372e-06+0.00853751j -0.00116317+0.00139246j 0.00304616-0.00669725j -7.91417e-05+0.00130605j 0.00192081+0.00283822j 0.000108941-0.00451295j 0.00102631+0.00107534j -0.00453548+0.00184001j -0.00537993+0.00134316j -0.000291321+0.000959505j -0.000642641-0.00245301j 0.00257349-0.00511166j -0.00808561-0.0106362j -0.000523486+0.0032952j 0.00206612-0.00220791j 0.00391996+0.000896386j -0.0050109-0.000490105j 0.00709035-0.0036793j -0.00990302+0.00385584j -0.00376925+0.00419471j 0.00343081-0.00584792j 0.00272336+0.00472393j -0.00375133+0.00476699j 0.00181881+0.00177041j -0.00335165+0.00569719j 0.000819082+0.00125205j -0.000591172+0.00169495j 0.00221565-0.00606656j 0.00408964-0.00464762j 0.00236003-0.00392939j -0.000489525-0.0027239j 0.00301241-7.82941e-05j 0.00161208+0.000129503j 0.00763331-0.000968074j 0.00405727-0.00235464j -0.00187312-0.00317966j 0.00113082-0.00886644j -0.00188493+0.0060333j 0.00159499+0.00692001j 0.00819211+0.00152629j -0.00102552+0.000527357j 0.00960138+0.00491616j -0.0145293+0.00303944j -0.0147015+0.00695451j -0.00490877+0.00544378j -0.0195834+0.0104967j 0.01143-0.00535515j -0.00641137+0.00939958j -0.0010526+0.0115367j -0.009989-0.00637165j -0.0044759-0.0115961j 0.00188568-0.019678j 0.000780107+0.00471071j 
-0.00162297+0.00228095j -0.00261061+0.00374395j 0.00158871-0.000368009j -0.000518472+0.00428214j -0.000401388+0.000811026j 0.00163994+0.00723828j 0.00199078+0.00440635j -0.00178069-0.000811818j -0.00178616+0.0027357j -0.00577194+0.00783416j 0.00168025+0.00226288j -0.00359383-0.0019724j 0.00337548-0.00304173j -0.0010951-3.90411e-05j 0.000780674+0.000285299j -0.00156003-0.00123308j -0.00172495-0.000448809j 0.00309632+0.00196411j -0.00149809-0.000161865j 0.000607843-0.00189966j -0.000329349-0.00125625j 0.00163054-0.00147795j -0.000272201+0.00343216j 0.00109001-0.00210404j -0.000226072+0.000281949j -0.00226496+0.000216152j -0.000849085+0.00375865j 0.000691548+0.00433682j -0.00295286-0.00189651j 0.00516194-0.00129992j 0.0053928+0.00342414j 0.00421474+3.25839e-05j 0.00158528-0.00196451j 0.00257186-0.00148537j 0.00238158-0.00224033j 0.00014745+0.00117638j -6.73162e-05-0.00129511j -0.00432826+0.00810485j -0.00147578-0.00303407j -0.00368783-0.00141492j -0.00412495-0.00292086j -0.00162422-0.000122422j -0.00176985+0.00326076j -0.000720025+0.00810183j 0.00337305+0.00333008j -0.00218167+0.00375323j -0.00501338+0.00477122j 0.00648477+0.00202344j -0.00708508-0.00359631j 0.000207512-0.00117216j 0.00319494+0.00220372j 0.00262979+0.00279788j -0.00398137+0.00258027j -0.000152148+0.00238244j 0.00192977-0.000846305j 0.00167918+0.00121055j 0.000722189+0.000812263j 0.00566009-0.00140103j -0.000407328-0.000800029j -0.00056338-0.0016177j -0.000373247+0.00135003j 0.00407832+0.000267949j -0.0027907+0.00291578j 0.00443795+0.00401774j -0.00147296+0.00526652j 0.00587225+0.00575987j -0.00390438-0.00645297j 0.0025639+0.00440337j 0.0023371+0.00317371j 0.00206173+0.00491214j -0.000808522-0.00341112j 0.00778392-0.00164075j -0.00151331+0.000499114j 0.00848456+0.00156778j -0.00156186-0.00822088j 0.00196038-0.00326008j -0.00127327-0.000300465j 0.00107938+0.00141596j -0.0101623-0.00189755j 0.00153778+0.00128885j -0.00893898-0.00553284j 0.00876939+0.00680953j -0.000139537-0.000615265j 0.00342114-0.00193994j 0.000550473+0.00676963j 0.00593038+0.0129482j -0.00576186-0.00694701j 0.00411868+0.00233501j -0.00426377+0.000397271j -0.00228068-0.00263264j -0.000524905-0.0108327j 0.01021+0.00590766j 0.0019685+0.00804602j 0.00216191-0.00372205j -0.00596106-0.00107351j 
-0.00337423-0.00121402j 0.00166985-0.00210454j 0.000769677+0.000857877j 0.00146681-0.000598461j 0.000111203+0.00087574j 0.000985391+0.000856052j 0.00265342+0.000589049j -0.000607835-0.000560296j 0.00162903+0.00151229j -0.000442555-0.000922187j -0.00268958-0.00117318j -7.37158e-05-0.00156138j 0.00512728-0.00327955j 0.000419392-0.00445473j 0.00265458-0.00456658j -0.00134489+0.00323863j 0.000685618+0.00262554j -0.00021442+0.00645965j 0.00257702-0.00199782j -0.00229206+0.000425259j -0.00217626+0.00499197j 0.00144476-0.00726632j 0.00076125-0.00127818j 0.00317395-0.00251763j -0.00208327+0.00322468j -0.00320061+0.00106186j 0.00102761-0.00493544j -0.00097958+0.001523j 0.00263537-0.000552041j -0.00206478+0.00316734j -0.00226465-0.000293354j 0.00227777+0.00137768j 0.00439342-0.00324647j -0.000638308+0.00203821j 0.00584501+0.00160132j -0.000829556+0.000417129j -0.0122361-0.00333934j -0.00346439-0.0045002j -0.00735286-0.00318933j -0.00207115-0.000713439j -0.0041856-0.00278747j -0.0124084-0.0043102j 0.00341071+0.00184602j 0.00365021+0.00295258j -0.00862092-0.0013487j -0.00589203-0.000181029j 0.0022625+0.00103939j -0.00554348-0.00572188j -0.00681129-0.00408063j -0.00165078+0.00437267j -0.000245784-0.00194699j 0.00136715-0.00591747j 0.0020612-0.00643913j -0.00516814+0.00758512j -0.000266852-0.00163407j 0.00261189-0.0106723j 0.00307523-0.00205022j -0.0015275+0.0035225j -0.00469269+0.00414117j 0.00476756-0.00363432j 0.00427974-0.00115443j 8.77948e-05+0.00183054j -0.0038817-0.00309933j -0.00563006-0.0102356j -0.00137195+0.0040941j 0.00888159+0.00638609j -0.00916475-0.000329011j 0.00826392-0.00366779j -0.001066-0.00516104j 0.00276044-0.000976275j 0.000582957+0.000358892j 0.00475646-0.00275109j 0.00251506+0.000828546j -0.00198022-0.0104202j 0.0044389-0.00468555j -0.003934+0.00527879j 0.00293372-0.0010546j -0.00176099-0.00281453j -0.000403805-0.00121801j 0.0119079+0.00173924j -0.00901031-0.0105344j 0.00095754+0.00310052j -0.000315811-0.000274078j -0.00370192+0.00954203j 0.000873382-0.00349499j 6.58918e-05+0.00324823j -0.00590824+0.00921502j -0.00706126+0.00852973j -0.0110543+0.00461858j 0.00821142+0.00298537j -0.00195185-0.00631379j -0.00313404-0.00355152j 0.00322219+0.000440805j 0.00481781+0.00235311j -0.0011869-0.000205845j 
-0.00217279+0.00295413j 0.00535397-0.00517266j -0.000199832-9.43613e-05j 0.00272934-0.00551116j 1.67555e-05-0.00138239j 0.000195245-0.00125104j 0.00992487-0.00802911j 0.0021608+0.0021268j 0.00470489-0.00497526j 0.000672746-0.00523575j 0.00346979-0.000415777j -0.000736532+0.00443122j -0.00159244+0.00195547j 0.00146989+8.94197e-05j -0.00584043+8.12972e-05j -0.00531735-0.00059276j 0.00198709-0.00619473j -0.00408969+0.00190481j -0.000208001-0.00255175j -0.00103376+0.000830048j -0.000831543+0.00238579j -0.00147437+0.00151245j 0.000697248-0.00400205j -0.00520662+0.00524166j -0.00733811+0.000169441j 0.00123709-0.000730965j 0.000348528-0.000157454j 0.00123383+0.00140539j 0.0018407+0.000197857j 0.00106554+0.00131879j -0.00149946+0.00124568j -0.000436529-0.00115763j -0.00356786-0.0013437j -0.00034973-0.00299146j -0.000109653+0.000737746j 0.0025416+0.00159956j -0.00190595-0.00126126j 0.000447639+0.0030656j 0.00569962-0.000906688j -0.0012412-0.00353199j -0.00448956-0.00735957j 0.00367436+0.00515988j -0.000253882-0.00185235j 0.000448311+8.26238e-05j -0.00162231-0.00252069j 0.00161016-0.00298391j 0.00643771+0.00192281j -0.00207826-0.000916336j 0.00183397-0.00279835j 0.00253616-0.00147983j 0.00409777-0.00375783j -0.00101514-0.000625448j 0.00014009-0.000332241j -0.000435359-0.00154897j -0.0118262-0.00483372j 0.00402805-0.00139249j 0.00177509+0.0059336j 0.000711613-0.00332695j 0.00477013-0.00169697j 0.00795175-0.00230666j 0.00260109-0.000785137j 0.0160974-0.0200267j 0.0256326-0.0227761j 0.00459968+0.000784003j -0.00567916+0.0116473j 0.017981-0.0111206j 0.00366942+0.00571491j 0.00807739-0.00522994j 0.000858411-0.0114128j -0.00148629+0.00180126j -0.00198338-0.00972563j 0.0135573-0.0105645j -0.0115954+0.00849647j 0.00734592-0.00510103j -0.0063061+0.00910905j -0.00324454+0.0110514j 0.00101724-0.0038557j 0.000253903+0.000348892j -0.000108915-0.0011367j 0.00324108+0.00239146j 0.00559121+0.00321892j -0.00256034+0.00852794j -0.000532312-0.00172772j 0.00954203-0.00203167j -0.000348322-0.000569918j 0.00942407-0.00453288j -0.00630139-0.0117646j 0.00392989+0.00497139j 0.00234023+0.000662203j 0.000265073-0.00304636j 0.00180208+4.75783e-05j -0.00238143+0.00213521j -0.00106013+0.000881616j 0.00271962+0.00439857j -6.7049e-05-0.00142579j 
4.56735e-05-0.00139396j -0.00216136-0.000205782j -0.000258774+0.000591478j -0.00310857-0.000415529j 0.00383515-0.000194286j -2.26231e-05-0.000592937j -0.00359419+0.000492682j 0.00201526-2.09764e-06j 0.00117051+0.00238903j 0.00229258+0.00017805j -0.00587683+0.00196208j -0.000440624-0.00573808j -0.00184801-0.00122772j 0.00247277-0.000278722j 0.00538345-0.00865578j 0.00660814+0.000985329j -0.00206209+0.00376602j -0.00126694-0.00165307j -0.00127408-0.000115134j -0.000972355-0.00585336j 0.000538547-0.00261268j 0.00362745+0.000700561j 0.00205944-0.00398551j 0.00330081-0.00601198j 0.00289704+0.00195549j 0.00270087+0.0036469j 0.00303853+0.00448789j -0.00300584+0.00207294j -0.00086665-0.00193611j 0.00577038-0.00336545j 0.00135248+0.0043828j -0.00199762+0.000536813j 0.00360686+0.00839667j 0.000925791+0.00449478j 0.000648222-0.00237509j 0.0015575-0.00203138j -0.00655466-0.00223315j -0.00570409+0.0012148j 0.00748289+0.0054925j -0.00159985+0.00406333j 4.12269e-05+0.00468304j -0.0015838-0.00316243j 0.00315887-0.00498344j 0.00546408-3.45092e-05j 0.0011693+0.00103098j -0.00292184+0.00212316j -0.00603791-0.00250324j -0.000107899+0.00229086j -0.00153711+0.00216823j 0.00292558+0.00149662j 0.012637-0.000191479j 0.00102496-0.00133575j 0.000296879+0.000686704j -0.00153848-0.0017609j 0.00247921-0.00287205j 0.00539951-0.00163091j -0.0102268-0.00516693j 0.00161023+0.00146116j 0.0089169-0.00602966j 0.00748268+0.00217581j -0.0119806-0.0144197j 0.00510706-0.0101014j 0.0110714-0.00362629j -0.00101976-0.00236273j 0.000184502+0.00151455j 0.00358256-0.00571301j -0.00416483-0.00535031j 0.00489994+0.00105746j -0.000773895+0.0116058j -0.00110308-0.00354119j -0.000679093+0.000360643j 0.0108678+0.00699925j -0.00659908-0.0118417j 0.00347229+0.00371095j 0.00074778+0.00328386j 0.0015493-0.000123968j 7.53246e-05-0.00394841j 0.000158146+0.00868378j 0.00130601+0.0154828j 0.00343872-0.00151104j 0.00378528-0.00798762j -0.0132827+0.0255753j 0.000448276-0.00251647j 0.00698067-0.00886701j -8.39095e-05+0.000601663j 0.00458394-0.00610295j 0.0105308-0.0223405j -0.00337876-0.0019131j -0.003809+0.00855219j -0.00320599-0.00516114j -0.0077504-0.00623542j 0.00498437+0.00138525j -0.00672428+3.69817e-05j -0.0164709-0.00526577j 0.00474728+0.00094293j 
-0.00388328+0.00294045j 0.00371291-0.00969109j -0.000839235-0.000193045j 0.00339697-0.00736437j -0.0007024-0.000665619j 0.00110183-0.00211081j 0.00995606-0.0109213j 0.00373554+0.00223909j 0.00477518-0.00516162j -0.0005803-0.00598635j 0.000525221-0.00177071j -0.00189597-0.000895675j -0.00333445+0.00139592j 0.00206968-0.000916383j -0.00239017-0.000869174j -0.00299938+0.00513127j 3.75942e-05-0.00463956j -0.00259843+0.00323292j -0.00239801-0.00141808j -0.000525132-0.00379534j -0.00154038+0.00428856j 0.000809343+0.00249856j 0.00308697-0.0088042j -0.00178036+0.00423123j -0.00436884+0.00459707j 0.00185754-0.000394955j 0.00265589+0.00307364j -0.00120325+0.00815838j -0.00227637-0.001296j 0.00139706+0.00062345j 0.000734162+0.00161162j 0.00192021+1.67711e-05j 0.00415201+0.00456909j 0.000911741+0.00283653j 0.00206386-0.00146946j -0.00132371-0.00109036j 0.00196684+0.00165194j -0.00183045+0.00104552j -0.00048462+0.00122908j 0.000464144+0.00337367j 0.00102502+0.00681886j -0.0061602-0.00417712j 0.00260092-0.0020158j -0.000842342+0.000407701j 0.00347755+0.00226211j -0.00175631+0.00251304j -0.00495366-0.00204417j 0.00283879+0.00234429j -0.00163872+0.00232588j 0.000749802-0.000792307j -0.000633093+0.00203211j 0.00334373+0.00138547j -0.00175347+0.00131939j 0.00118004+0.000209649j 0.0128262+0.00645572j -0.00200834+0.0011777j -0.00246609-0.00370488j -0.000383298+0.00050982j -0.00203602+0.00105571j -0.00773265+0.00151197j -0.0028501-0.00449351j -0.00957101+0.0148468j -0.0228935+0.0154391j -0.00364081+0.00158373j 0.00356028-0.010974j -0.0163549+0.00944848j -0.00272173-0.0061509j -0.00816794+0.0023886j -1.3411e-05+0.0112469j 1.50533e-05-0.00140338j 0.00311527+0.00772434j -0.00985152+0.0114352j 0.0111319-0.010083j -0.003526+0.00717395j 0.00294409-0.00661477j 0.00196921-0.00875653j -0.000461799+0.000369386j -0.00135418+0.00381755j 0.000982667+0.00470987j -0.00261556-0.00217514j -0.00422159-0.00372478j -0.00169851-0.00293321j 0.0010813+0.000831491j -0.00584769-0.00178732j 0.00299381+0.000590051j -0.0021484+0.000855795j 0.00926978+0.00207716j 0.000923252-0.00678504j -0.005131+0.00200443j -0.00280771+4.24083e-05j -0.00258871-0.00223131j 0.00427834+0.000126771j -0.00324499+0.0009718j -0.00484456-0.00124871j 0.000648506-0.00100386j 
-0.000845121+0.00272481j -0.00461649-0.0100467j -0.00206478+0.00231694j -0.011697-0.00937771j 0.000267423-0.000482864j -0.00255716-0.00240454j -0.00636464-0.0125323j 0.00215698+0.000874162j -0.00445919-0.00941781j -0.00485001-0.00776908j -0.00077039-0.00289495j 0.000952352-0.00393282j -0.00454766-0.000298583j 0.00304635+0.000889126j -0.00277739+6.12666e-06j -0.00435489-0.00314829j 0.00158005+0.00949808j -0.00437571-0.00382428j -0.00209682+0.00275126j -0.000474142-0.00270058j 0.00234766-0.00413622j -0.000512455-0.00136728j 0.00163601+0.00433327j -0.00234511-0.00542599j -0.00785541+0.000283553j 0.0022622+0.00116179j 0.00246292+0.000748101j 0.000409506-0.00284735j -0.000294045-0.000335866j 0.0010392-0.00228491j 0.00103841+0.00176378j -0.00130017+0.000560809j -0.00453516-8.68463e-05j -0.0051505-0.000179653j 0.00133319-0.000118299j 0.00158236+6.5716e-05j -0.00607639-0.00165413j -0.000492062+0.000720629j 0.003768-0.00335059j 0.000714807-0.00216427j 0.000264152-0.00234403j 0.00199092+0.00204476j 0.000970873-0.000399587j 0.00291173+0.000295298j 0.000196262+0.000683979j -0.000648954-0.0014365j -0.000536477-0.00270176j 6.0748e-05+0.00230905j -0.000768902-0.00078027j 0.000324952-0.000789691j -0.00243607-0.0104159j 0.00307107+0.00460978j -0.00113086-0.00337319j 0.000193632+0.00158771j 0.0164036+0.00810028j -0.00106268-0.00179703j -0.00339588+0.00710289j -0.00303382-0.00887691j 0.00221221+0.00560506j -0.0036501+0.000250178j -0.00334663-0.00551405j -0.000608059+0.0106958j -0.0282239-0.017544j -0.00392652-0.000602903j 0.000560919-0.00378322j -0.0142821-0.00616849j -0.00227866-0.000355377j -0.0118194-0.00850822j 0.00426634+0.000990048j -0.000597611-0.00275106j 0.00227601-0.00229003j -0.0058794+0.00491194j 0.00337726-0.00648721j -0.00122413+0.00320378j 0.00177697+0.000257959j 0.00240307+0.00134181j -0.000311049-0.00125593j 0.000298088+0.00203463j 0.000414704+0.000708014j 0.00324085+0.00240968j 0.00520087+0.0022061j -0.00420351+0.00840519j 8.24492e-05-0.000574475j 0.00804691-0.00019248j -0.00433276-0.000410495j 0.00080768-0.00058053j -0.00178381-0.00757453j -0.00127386+0.00499974j 0.000719071+0.000164834j -0.00166127-4.05374e-05j -0.00202981+0.00277856j 0.000158037-0.00185392j -0.00238178-0.000879769j -0.00689065-0.00178767j 0.00214522+0.00115989j 
0.000173363+0.00215868j 0.00168764+0.00144426j 0.00139205-0.000509191j 0.00205449+0.00351017j -0.00079258+0.00175639j -0.00304269+0.000208125j -0.00208594+0.00289279j -0.00201803-0.000398515j -0.00197994+0.000515052j 0.000750292+0.00184024j -0.002037+0.00239452j -0.00231912+0.000460665j -1.84143e-05+0.000744826j 0.001228+0.00159946j -0.00129594-0.00293153j 0.000834448-0.00257152j 1.38822e-05-0.00347522j -0.00211641-0.00341328j 0.00341201-0.0027945j 0.000767575+0.00592942j -0.000268429+0.00512123j 0.000912107-0.000706659j -0.00287841+0.00062183j -0.0017559+0.00187326j -0.001338-0.007983j -0.002587+0.00174638j -0.00388104+0.00119047j 0.00169382-0.00354643j 0.00439769+0.000404246j -0.000536216+0.0056646j -0.0122363+0.00520501j -0.00238307-0.00231143j -0.00364509-0.00522022j -0.0012832-0.00342236j 0.00386915-0.000868139j 0.00278617+0.00466016j 0.000710648-0.000150499j -0.00288284-6.21529e-05j -0.000653469+0.00235069j -0.00588299-0.00130345j -0.00692028-0.00145929j 0.00247334+0.00355847j -0.00320164+0.00326274j 0.00623086-0.000227088j 0.00555141-0.00119229j -0.00315394+8.01159e-05j -0.00539604-1.7886e-05j 0.000876172-0.00499574j 0.00648205+0.000247983j 0.0075146-0.00343881j -0.00102826-0.000117241j 0.00810181-0.00331301j -0.0022357-0.00543468j 0.00344123-0.00849122j 0.0131021+0.00259261j -0.000252617-0.00102889j -0.00655173+0.00241897j 0.00143512-0.00418328j 0.00157615+0.00226779j 0.00297833-0.00336657j 0.00246956-0.00711003j -0.00141076+0.00346884j -0.0157728-0.0097985j -0.0108566-0.00429129j -1.75372e-05-0.00596316j -0.0070375-0.00465165j -0.00506821+0.0010204j -0.0114096-0.00385672j 0.0193734+0.012866j 0.00524595+0.00350768j -0.00875173-0.00784466j 0.00131173-0.00221898j 0.000465246-0.0115616j 0.00330047-0.00138307j 0.00265851-0.00129428j 0.00453826-0.00897181j 0.00981105-0.00607682j -0.0151601+0.000942348j -0.00429172+0.00068513j -0.000789452+0.00289344j -0.00139002+0.00180454j 0.00953428+0.0194916j 9.87588e-05-0.000724358j 0.00362765-0.00753861j 0.0016417+0.0113429j 0.00981518+0.0145661j -0.0134794-0.0240852j -0.00266655+0.00866467j 0.000883772+0.0120429j -0.00875174+0.000780641j -0.0093623-0.00924278j -0.00366342+0.0110617j -0.0106065-0.00734954j 0.0166017-0.00269145j -0.00220568-0.00678868j 
-0.0014891+0.00228639j -0.000725655-0.00598206j -0.000276702+0.00133634j -0.00627772-0.00450672j -0.000801413+0.000265806j -0.00217868-0.000977999j -0.00371558-0.00730142j 0.000623376+0.000331409j -0.00396512-0.0059638j -0.00382964-0.00454246j -0.00292343-0.00167173j -0.000349335-0.00162681j -0.000316584+0.00145516j 0.000878229-0.000332925j -0.0038181-0.000801356j -0.00142799-0.000611852j 0.000346783+0.00319337j 0.000892386+0.000347602j 0.000425869-0.000343812j -0.0033478+0.000512733j -0.00199877-0.00121669j -0.00156524-0.00297103j 0.00392185+0.00371585j -0.0041339-0.00168766j -0.00335529+0.000122932j 0.00102677+0.00243035j -0.000642809-0.00145159j -0.00326456-0.0049562j 0.0028458+0.000145924j -0.000444829+0.00251492j -0.0066745+0.00245962j 0.00353935-0.000476559j 0.00718357+0.00149663j 0.0062619+0.00187461j 0.00131687-0.00171177j -0.0016423+0.000803806j 0.000895498-9.99036e-05j -0.00475881-0.00199081j -0.00697348+0.00577648j -0.000583309+0.00223879j 0.00309397+0.00732815j -0.00323186-0.000984438j -0.000783042+0.00060552j 0.000772056-0.00129057j 0.00271493-0.00123913j -4.53733e-05+0.0024707j -0.00093567+0.00244391j -0.000818657-0.00478918j 0.00296355+0.00261295j 0.0036832-0.00177042j 0.00631637+0.0131361j -0.000559996-0.00552334j 0.00143782+0.00175615j 0.00118724-0.00698211j -0.0206647-0.00771502j 0.000732866+0.00159942j 0.00106535-0.0117429j 0.00557332+0.00981603j -0.00463776-0.00869014j 0.00633608-0.00318328j -0.000128826+0.000164377j -0.00337323-0.0125112j 0.0343559+0.0177127j 0.00321548+0.000766878j -0.00218809+0.0025664j 0.0135364+0.00928125j 0.00153348+0.0004953j 0.0126652+0.00744778j -0.00405653+0.00994109j -0.000130275+0.00135075j -0.00110453+0.00317475j 0.00754794-0.00366393j -0.000605886+0.000840272j 0.00239706-0.00210619j -0.000938148-0.000862494j -0.00053957-0.00856638j 0.00504008-0.00205442j -0.0060226+0.000609214j 0.00301601+0.000398059j -0.00566696-0.0017947j -0.00546865-0.00114334j 0.00528666-0.00432564j 0.000503135+0.000491504j -0.0102589-0.00491433j 0.00555312+0.00435538j -0.00188517+0.0024459j 0.00469143-0.000277561j -0.0029683-0.00645054j -0.00206354+0.00421095j -0.00431958-0.000138105j -0.00310608-0.00464246j -0.00289+0.00494446j -0.00527199-0.00373153j 0.00821448-0.00205614j -2.45601e-05-0.00279017j 
0.00183431-0.000749009j 0.00164839+0.000960118j -0.000586962-0.000486252j -0.000759369+0.000106814j -0.000891232-0.000830135j -0.00221897-0.000448274j -0.00122836-0.00137104j 0.000175715+0.000554489j -0.00203497-0.00207458j -0.000947444-0.000213952j 0.00388423-0.00350566j 0.00266866+0.000871116j 3.2744e-07+0.00338205j -0.000281052+0.00394692j -0.0019066+0.0058437j -0.00264954-0.00215211j -0.000101637-0.00434982j -0.00172144-0.00368775j -0.00011006+0.00177155j 0.00118471-0.000530603j 5.74863e-07-0.00274609j 0.00142942+0.00680648j -0.00052137+0.002285j -0.00389809+0.00340869j -0.00208926-0.00369386j 0.000806623-0.00232946j -0.000995432+0.00359939j -0.000511804-0.00212885j -0.000610314-0.000194115j -0.00123157+0.00105299j 0.00302232-0.00245046j -0.00431966+0.00246249j -0.000396231+0.00105725j 0.000847062+0.00136953j -0.00557643-0.0012271j -0.000520535-0.00219322j 0.0108473-0.00350912j 0.0041835-0.000551549j 0.00463537-0.00145891j -0.000743034+0.00620199j 0.00292913-0.00105453j 0.00720798-0.0027584j -0.00491237+0.00155465j 0.00133371-0.00108581j 0.00116733+0.000454559j 0.00220145+6.09318e-05j -0.00436253+0.000717041j 0.00219341+0.00271103j 0.00137343-0.0027369j 0.00202699+0.00420501j 0.00412042+0.00261094j -0.00510666+0.000173339j -0.000628106+0.00142883j -0.00192411+0.00237898j -0.00126122-0.000467828j -0.00118181-0.00243794j 0.000320387-0.00555543j 0.00648765+0.00610281j -0.00187515-0.000834156j 0.00470113+0.00526254j -0.00105041+0.00353618j 0.000833314-0.000662936j 0.00108436+0.00313948j -0.00423527+0.00162936j 0.000983143-0.00356851j 0.00748783-0.00458535j -0.00935639-0.00948983j 0.00871264+0.00973808j -0.00308886+0.00590597j 0.0016476-0.000678573j 0.00254347+0.000183057j 0.00183565+0.000264744j -0.00120266-0.00659132j -0.00480409-0.0035631j -0.000558525-0.00723367j -0.000175797+0.00246899j -0.00491612-0.00229872j 0.00229123+0.00141959j -0.000599874+0.00499275j 0.00176722-0.00350858j -0.00829979-0.0137254j -0.000901747+0.0124165j 0.000580103-0.0008439j -0.00489523+0.00584733j 0.0032023-0.00180049j -0.000125927+0.00357909j 0.00504268+0.00204412j -0.000794564+0.00559279j -0.00196549+0.0083986j 0.00474808-0.00114686j -0.000872113-0.0101224j 0.00441685-0.00462243j 0.00720993+0.00610436j -0.00476018-0.000199519j -0.00165006+0.0035709j 
0.00280341-0.000141583j 0.00228304+0.00082441j -0.00350942-3.93117e-05j 0.00128705-0.00156277j -0.00228725-0.000530321j 0.00294602-0.000370665j 0.000607115-0.00114895j 0.00326858+0.000290929j -0.00109361+6.11227e-05j 0.00273241-0.000786608j -0.00465224+0.00241134j -0.00190202+0.00135902j -0.00179463+0.006726j 0.00305549-0.00203738j 0.00394215+0.00375587j -0.000785194+0.000110662j -0.00524117+0.00125574j 0.000497322-0.000421986j -0.00326048+0.00131714j -0.00118262-0.0029268j -0.00214406-0.00409101j -0.000729996-0.000671104j 0.00327492-0.00179565j 0.00415435+0.00428625j 0.00174266+0.00465499j 0.000533887-0.000527353j 0.00342544-0.0013697j 0.00273309-0.00277791j 5.53765e-05+0.00179075j -0.000868824+0.0013784j -0.00654062+0.00273608j -0.00122718-0.00129536j -0.00187804+0.00439956j -0.00133499-0.00351777j 0.00185643-0.000272859j -0.000499764+2.99333e-05j 0.0018217+0.00269571j 0.00380505-0.00287056j 0.00176759-0.000474718j 0.00328-0.00186463j 0.00344161+0.00108987j 0.00111129+0.00148832j -0.00242202+0.0014442j 0.00497346-0.00186322j 0.0064538-0.00462691j 0.00420097-0.0064047j 0.00551852-0.00291277j -0.00432363-0.00384161j 0.00772775-0.00286461j 0.0036808-0.00129466j -0.00351499-0.00286889j 0.00503097-0.0020102j -0.00304808-0.00644894j 0.00569893-0.00874703j -0.00725262-0.000574407j 6.18207e-05+7.82404e-05j 0.00377812+0.00292663j -0.00132287+0.0026275j -0.00434758-0.000449076j 0.00255039+0.00273224j 0.00145126+0.00398487j -0.000461025+0.00251422j 0.000477817+0.00355657j -0.007075-0.00161897j -0.00308063-0.00503463j -0.00267034-0.000259854j -0.00264995+0.00864726j 0.00202249+0.00207094j -0.0121265-0.0082898j -0.00681357-0.00365475j 0.00409398-0.000917346j 0.0040525-0.00474933j 0.00926757+0.000885362j 0.000134313-0.00602065j 0.00192488-0.000836824j 0.00413604-0.001907j 0.00767587-0.00953993j -0.0102339-0.0047796j 0.00772071-0.00605851j -0.00104719-0.000530743j 0.00217421+0.00370378j 0.000111501-0.0167717j -5.13792e-05+0.00149342j 0.00527626+0.00772008j -0.00535418-0.00532635j -0.00708931-0.00692093j 0.00287348+0.0228869j -0.00503798+0.00770711j -0.00457341+0.00571015j -0.00910196+0.00475642j -0.00289567+0.00487696j -0.0121966-0.0053652j -0.0171251-0.00909781j 0.00517285-0.00330213j 0.00595961-0.00609917j 
