0.010591+0.0444528j -0.0151746+0.12238j -0.0353646-0.0774645j -0.0144639-0.114633j 0.00742098+0.0306676j -0.0857374+0.136484j 0.0218088+0.0155968j -0.0373624+0.00771461j -0.00805772-0.0890849j 0.0053289+0.0181752j 0.0172622-0.0567621j -0.0215619-0.113099j 0.0845262+0.053246j 0.158789+0.0509892j -0.00998561-0.0756112j 0.0510211+0.119894j 0.0923069-0.0280337j -0.057917+0.0399445j -0.061083-0.0856837j 0.0126993-0.000902093j 0.0345831-2.42402e-07j -0.0998607+0.00102354j 0.100297+0.065268j 0.0859476-0.0246526j 0.0156807-0.0829638j 0.00777104+0.124231j -0.0505478+0.0697429j -0.0282674-0.0936744j -0.108011+0.0309444j 0.0448093-0.00095398j 0.0717956-0.0212113j 0.0905306-0.0590734j -0.0358157-0.0184597j 0.0693766+0.0891425j -0.0209361+0.0362109j 0.128062+0.0650232j 0.0214891+0.0168682j 0.0363036+0.0749229j 0.00733539-0.0245162j 0.000797806-0.0165984j -0.0199578+0.0729913j 0.0577292+0.07611j -0.0861117+0.143852j 0.0118721+0.0531682j -0.0750578-0.045966j 0.00180596-0.00775039j -0.0818507-0.0357276j 0.00652047-0.0806623j -0.0671819+0.027956j 0.0967561+0.0168062j -0.00577145-0.0942444j -0.0716787-0.198581j -0.0887607+0.114006j -0.0259026-0.0936241j 0.0296901+0.0580766j 0.000575883+0.111491j -0.168+0.0147255j -0.00108239+0.00342338j -0.00492529-0.0123792j 0.0660273+0.0545146j -0.176674+0.00500258j 0.0444951+0.0345547j 0.0309829-0.0210418j 0.00178848-0.0112718j 0.072058+0.0208413j -0.00877944+0.0409421j -0.00977995-0.0332519j -0.0191276-0.0054915j 0.0434422+0.000179936j 0.00739706-0.0247007j -0.0116664+0.00149628j 0.0582816-0.0249603j 0.0219125-0.0639211j -0.040952-0.00870432j -0.0129151+0.0288685j -0.123527+0.0063556j -0.0224678+0.0220635j -0.0121917+0.0456167j -0.0590631+0.00468544j -0.061314+0.080825j -0.115746-0.0208161j 0.0556466-0.0720951j -0.00154024+0.0100582j 0.0785372-0.0796506j -0.0654751-0.0164357j 0.000166091-0.0385157j 0.00181859+0.0113403j 0.0262759-0.0251695j -0.0575295-0.00635543j 0.066106-0.0317421j -0.083066+0.116596j 0.086114-0.0572117j 
0.00960784+0.0056421j 0.0062094-0.00375449j -0.0028147-0.00466305j -0.00149562-0.00353259j 0.00410455-0.00630414j -0.0153601-0.0148091j 0.00308877+0.00278576j -0.00906455-0.00609546j 0.00151317-0.025838j 0.00854101+0.00593884j 0.002941+0.0098594j -0.00434146-0.00700399j 0.000446101-0.00905291j -0.0017475-0.00393723j 0.00314195-0.00318227j -0.00214117+0.000948665j 0.00533529-0.00114487j -0.00579324+0.00202759j 0.00363211-0.00309217j -0.012277-0.0121206j 0.0192847+0.00380899j -0.00730598-0.00314078j 0.028249+0.00270971j -0.00349117+0.00647212j -0.0106285+0.0169177j -0.0199686-0.0129564j 0.00430735+0.00493004j 0.0118153-0.00487669j -0.0030465+0.00862822j 0.0127374+0.00231898j 0.0208678+0.00422136j -0.00248264+0.00271587j 0.0135639-0.0142963j 0.0106511-0.00184471j 0.00455258+0.010631j 0.0126915+0.00236979j 0.00707829-0.00311228j 0.00468529+0.00736196j -0.0047327+0.000648861j 0.00279768-0.000381635j -0.00759675+0.00379385j -0.00628225+0.00711164j -0.00792144+0.00657832j 0.00117547-0.00121095j -0.0180664+0.00791562j 0.00632595+0.00287123j 0.00348173-0.00215192j -0.00838394+0.00830651j 0.000654783-0.0114163j 0.00807046-0.014838j 0.00222298+0.00412619j 0.00372046+0.00665472j -0.0135053-0.00276467j -0.00642872-0.00888765j 0.0109308-0.00668596j 0.00829115-0.000724028j 0.0017219-0.0029641j 0.00779173-6.96715e-05j -0.0184831+0.00117415j 0.0632632+0.0186947j 0.0205256+0.0146412j -0.0321228+0.0228293j -0.00448794-0.0350038j -0.0291923+0.0212679j 0.0117569-0.018313j 0.0183993-0.0463543j -0.0120643+0.0113666j 0.00605064-0.0102025j 0.0278302+0.0143941j -0.0122487+0.00807116j -0.00776208-0.0115411j 0.00490351-0.00142164j -0.011719+0.000244266j 0.0306285+0.00203187j 0.0112069+0.00671653j -0.00628463+0.0167359j 0.00316127+0.00324459j -0.0121965+0.000607295j 0.00638074+0.00634144j -0.00934763+0.00254669j -0.00601642-0.0207566j 0.0144204+0.015479j -0.0100814-0.0280866j 0.0142525-0.0491403j 0.0066048-0.00386942j 0.00687482-0.0140315j 0.000823703+0.00161524j -0.00528425+0.00386405j -0.00424964+0.00101169j -0.0119677-0.0105552j 0.00489714-0.0562445j -0.0209674+0.0151587j 
0.00109651-9.40472e-05j -0.00179115-0.0123615j 0.00174582+0.00205944j -0.00328007+0.00375266j -0.00117752-0.00191113j 0.0269143+0.0360199j -0.0133864-0.0140017j 0.0162662-0.0220782j -0.0158253+0.00477432j 0.00489816+0.0123463j 0.00911717-0.00140238j 0.0126639+0.00717288j 0.0163532+0.00579432j -0.0080713+0.000406509j 0.0039209+0.0147014j -0.00727622-0.00240163j 0.00200302-0.00646743j -0.00162927-0.00779243j -0.00179152+0.0100531j 0.0155448+0.00900579j -0.0411464-0.0229651j -0.00141449-0.045565j -0.0195396+0.0147868j 0.0254457+0.0207555j 0.0281672+0.00765234j 0.0113408+0.0110218j -0.0108853+0.00518692j -0.0272424+0.0152156j -0.00630095+0.00782313j -0.0276007-0.00926836j -0.00850433-0.0244348j -0.0208068+0.00303299j 0.00977757-0.00497678j -0.00871506-0.000323678j 0.00663165-0.00848896j -0.00829379+0.00898739j -0.00998596-0.00760255j -0.00131436+0.00346646j -0.0136202+0.00750033j -0.00673105-0.00156215j -8.96673e-05+0.005937j 0.00616391-0.00946504j 0.0115547+0.0149004j -0.00444496-0.00733324j 0.00412231+0.000676787j 0.012124-0.00112748j 0.00663659+0.00123295j 0.0160877-0.00822399j -0.00274839-0.0165651j -0.0239352-0.00119567j -0.0061583-0.00899068j -0.00242523-0.00396504j -0.00124681-0.0046458j 0.00637138-0.0320941j -0.0091968-0.00370581j -0.0182353+0.0174522j -0.0053825+0.0226131j 0.0199327+0.00654616j 0.00380347-0.0160098j -0.00399843+0.013775j -0.0223189-0.040278j 0.00235164+0.00599932j -0.00456103+0.0115364j 0.0138603+0.0100673j 0.00518746-0.00665271j -0.025596+0.00323963j -0.000707829-0.00824459j -0.0139584+0.00152798j -0.00935287+0.00811469j 0.0156426-0.00198091j 0.00373687+0.00813878j -0.00822368-0.015441j 0.0209071+0.0258396j -0.0167944-0.00622757j 0.00488377-0.0187207j 0.0124774-0.00174064j -0.0241614+0.0122694j -0.00813098+0.018159j 0.000676218-0.00257187j -0.00847308-0.00942333j -0.0130327+0.0178262j -0.031716+0.0106877j -0.0325972-0.0171907j -0.0193469+0.00863328j 0.00111495+0.00949299j 0.0105562+0.00426553j -0.00561219-0.00208231j 0.0105706-0.0215831j 0.00420078-0.00133524j -0.00219508-0.0169722j 0.0207323+0.0257683j 0.0183583-0.0269726j 
-0.00628756-0.00360522j 0.00697115+0.00127685j 0.00175405-0.000254843j 0.00114579-0.00138641j 0.0208267-0.000435443j -0.00606513-0.0135912j 0.00290265+0.0158478j -0.0127798+0.0134205j -0.00134772-0.00874971j 0.0031684+0.00207882j -0.0019947+0.00127036j -0.00239709-0.00357663j -0.00380023+0.00319165j 0.0039059+0.00229317j -0.0057153-0.014331j 0.00265631+0.00085048j -0.00298821+0.000528445j 0.00432459-0.00544791j -0.00844687-0.0119005j -0.00405815-0.00840455j 0.0198869+0.0221406j -0.00199713-0.0421945j 0.0284867-0.00167728j -0.00741548+0.00313304j -0.0137068-0.0110214j 0.00822838-0.00635188j 0.0171147+0.00139342j 0.00837998+0.0122849j -0.0173188+0.0082007j 0.00790927+0.00466586j 0.0198-0.0113796j 0.00729845+0.0139106j -0.0115404+0.00564738j 0.00730552-0.00106084j -0.00452777-0.00184168j 0.0144823-0.00305356j 0.00025831-0.00815469j -0.00553842+0.00309257j -0.0151347+0.01308j 0.00104851-0.0024878j -0.00424579+0.00537651j 0.00774639+0.00126382j 0.00648916+0.00530755j 0.0123019-0.00949294j -0.0213836+0.010853j 0.0241382-0.0137126j -0.00169037-0.00189367j -0.00654203-0.00141803j -0.0186014+0.00810465j -0.0132362+0.0063072j 0.0209451-0.0100096j 0.000131148-0.00873015j -0.0194851-0.00115259j 0.0151913-0.0171992j -0.00321334-0.0202418j -0.000765126-0.0107284j 0.0124737+0.00365619j 0.00631904-0.0159725j 0.0121+0.0377248j 0.0104487-0.011983j -0.00320778-0.0177138j -0.0217098+0.0121118j 0.00493003+0.00183531j -0.00134997+0.0323717j 0.00137149-0.01253j 0.00104931-0.0286685j -0.00750163+0.00652924j 0.00749606-0.00614451j -0.00667229-0.0183252j 0.0101198+0.00834206j -0.00965067+0.00373858j 0.0161661-0.00566624j -0.0139829+0.0180679j 0.0036662-0.0208419j 0.0443378-0.0153169j -0.000810992-0.00375969j -0.0207447-0.0235939j -0.0162443+0.00323278j 0.0338212-0.0136898j 0.0088719+0.0227984j -0.0187499-0.000349921j -0.0117195+0.0149051j -0.00535861-0.0260733j 0.0382762-0.0122374j 0.0211164-0.0169178j 0.00683277+0.0166307j -0.00474595-0.00739674j 0.0147993-0.0345896j -0.0179925+0.00444716j 0.00747052-0.0102387j 0.0178739-0.051055j -0.0409157-0.00295717j 
-0.00500184-0.0195559j -0.000393422+0.00376151j 0.00352955+0.00550792j 0.00115842+0.00120156j 0.012954+0.033233j 0.0244575+0.010615j -0.0156601-0.00302968j -0.010141-0.00204815j 0.00479722+0.00605892j -0.000995032+0.0107866j 0.00234694+0.00295446j 0.00980614+0.00317502j 0.000933971+0.00191359j -0.00439058+0.00124741j 0.00562561+0.00381935j -0.0022269-0.00551309j 0.00165047-0.00659909j 0.00361729+0.000709865j -0.00143236-0.0121679j 0.0104699-0.00690073j -0.0223659+0.00974848j -0.0406658-0.0646096j 0.019431-0.0106546j 0.0225789+0.017575j 0.0239175+0.00247432j -0.0245671-0.00307107j 0.00174028-0.0121001j -0.0202171-0.00788685j 0.00761371+0.000717121j -0.00221102-0.0142807j 0.0153019-0.0256568j -0.0109659-0.000643373j -0.00429084-0.00104901j 0.00565022+0.00367014j 0.00171209-0.0117898j 0.00401221-0.00245296j -0.00286815-0.0106842j -0.0129635-0.00418616j -0.00373013-0.00155311j 0.000153117+0.00133045j -5.9465e-05-0.00317305j 0.0102262-0.00522176j -0.001376+0.00730525j -0.00651499-0.00469278j 0.0115821+0.00317998j 0.00938682+0.00859522j -0.0137309+0.00332026j 0.021284+0.0124371j -0.0252713-0.0297431j 0.0222224+0.00641324j 0.00544957-0.00557233j 0.00919993+0.00621392j 0.00458835-0.0197607j -0.0313612-0.0146953j -0.0195557-0.0145384j 0.00929369+0.0121605j 0.0430839+0.0188194j 0.036212-0.0171869j 0.00927888+0.0279558j -0.00726918-0.0544744j -0.00782684+0.0149553j -0.0199263-0.00448373j 0.00972818+0.00182409j -0.00985028+0.0012673j 0.00060039+0.00540597j 0.0371287-0.0407386j -0.00773909-0.00855911j 0.0154735+0.00258593j -0.0167453+0.0326763j 0.00486162+0.00556128j -0.0010114+0.00378769j 0.0169603-0.00505025j -0.0194752+0.0175965j 0.00871675+0.000478584j 0.0360545+0.0100241j -0.00692162+0.0147362j -0.00604373+0.0206495j -0.0136209-0.00330316j -0.00125308+0.0164868j -0.00124295+0.00184889j -0.0130104-0.00580497j 0.0162392+0.0162249j 0.0223731-0.0311229j 0.0224988-0.0563694j 0.00153398-0.0141357j 0.00128873-0.012635j -0.0033487-0.0105907j 0.00869366-0.0185409j -0.00925455-0.0116845j -0.0204594-0.0179573j -0.0100917-0.0439094j -0.00788666-0.00147585j 
0.0039899+0.00534267j -0.00891804-0.0055j -0.000738986-0.00219767j 2.27594e-05-0.000722016j -0.0041497-0.0153964j -0.0100335+0.0044704j 0.0121305+0.00120952j -0.000848671+0.00870742j -0.00145761-0.0101465j 0.00292165-0.00138204j -0.00128848+0.0018101j -0.00907321+0.00368309j -0.0099361-0.0060249j 0.00672136+0.00152978j 0.00111944-0.00144615j 0.000286021+0.00382339j -0.00410407-0.00428857j -0.00027567+0.00912614j 0.000187965+0.00244768j -0.0140204+0.0129209j -0.00375974+0.00118512j 0.0122474+0.00966684j 0.00167118+0.00287448j 0.00291422-0.00048327j -0.0111733-0.00169107j 0.00135338-0.0060128j -0.00080121+0.000768605j 0.00482363+0.00696814j -0.0135149-0.000925331j 0.00263803-0.00633127j -0.00219146-0.00417122j 0.00442968+0.00598492j 0.00435042+0.00582061j 0.00514407-0.00124776j 0.00135541-0.00116149j 0.0065985+0.00173586j 0.000555854-3.4067e-05j -0.00825608-0.00483087j -0.00737439+0.00324493j -0.000245803-0.00113127j 0.000259855-0.000434842j -0.00718596-0.00245702j -0.00364135-0.00120623j 0.00504174+0.00174433j -0.00350079+0.00761457j 0.000836608+0.00191206j -0.0158995+0.0102819j -0.00956749+0.0127583j 0.00402143+0.0120515j 0.0081811+0.0036384j 0.00756207+0.00371883j 0.00884425-0.00423969j 0.00230844-0.00494273j 0.00402824+0.00887353j 0.0154161+0.00920537j 0.00246318+0.00281849j -0.015958+0.000389281j -0.00679764+0.00625731j 0.0027725-0.000464906j 0.0156895+0.0138758j -0.0163668-0.0155878j -0.000706818+0.00725928j -0.0110376+0.00206889j 0.0044817+0.00690609j 0.00406503-0.00163601j -0.0137556-0.0146546j 0.00167633+0.00033858j -0.00703264-0.00152728j 0.00455228-0.019j -0.00184171-0.00193059j 0.00114618+0.00122178j -0.00437302-0.000872774j 0.00187547-0.00157552j 0.00109388-0.00285879j -0.0067387-0.00249326j 0.00319362-0.000434851j -0.00137697-0.00180919j -0.00567605-0.0154601j -0.0022945+0.00219661j -0.0206765+0.00713849j 0.00865922-0.00171682j -0.00118488+0.00340902j -0.00891393-0.00238107j 0.0066109-0.00730122j 0.00438632-0.0116153j 0.00100228-0.000792469j 0.000566508+0.00342176j -0.00172299+0.00654086j -0.000531475+0.0127175j 0.000126751+0.00776077j -0.00505849+0.00364838j -0.0136475+0.016045j 
0.0090831-0.00437562j 0.00476771-0.00690452j -0.00700831+0.00612091j -0.00506263+0.00434253j -0.00441524-0.00739686j 0.00433537-0.00955509j 0.00563056-0.010061j 0.00385495-0.00330748j 0.000790751+0.0108709j 0.00396116-0.00365853j -0.00134738+0.00442328j 0.000250695+0.000594289j 0.00210228-0.00197491j -0.000700408-0.00142398j -0.00156668+0.0174733j 0.000483875-0.00701804j -0.000896855+0.00391257j -0.00192602-0.00399123j 0.00296893+0.00670252j -0.00250052-0.00387438j 0.000468208+0.00076991j 0.0143795+0.00996151j -0.00586698-0.0113814j -6.91582e-05-0.00167948j -0.00644219-0.00406693j 0.0136052+0.006803j 0.00889887+0.00269112j -0.00894808-0.00321456j 0.00646985+0.00349411j -0.000284836-0.00117704j -0.0115678-0.00246933j 0.00393745+0.0102882j 0.00192458-0.00379532j 0.000526531-0.00106667j -0.00813149-0.00173656j 0.00952353-0.000609907j -0.00185182-0.0020124j 0.0134159+0.000892021j 0.0067484+0.00376034j 0.00684473+0.0128658j -0.0047841+0.00409838j 0.00212035-0.00309722j -0.00383728-0.0083309j 0.00520754+0.00283418j 0.00590212-0.0048637j -0.00667435+0.000936932j -0.0165776-0.00455214j -0.00555631+0.00405878j -0.0122198+0.00538235j -0.00178088+0.0108012j -0.00982771-0.0016124j 0.00296394-0.000632237j -0.0128248-0.00169062j 0.0173236+0.00645536j 0.00153674+0.00977082j -0.00802401+0.00395382j -0.0199953-0.00229258j -0.00659985+0.0119854j -0.00995719-0.00915677j -0.0103046+0.0101805j 0.00356415-0.00878087j -0.0157395-0.00256885j 0.025193-0.0160966j 0.00759781-0.0116791j -0.0252371-0.0226906j 0.00626558+0.0157808j -0.0211694+0.0172221j 0.0206444-0.00919762j 0.000671767+0.00457j 0.000785314-0.00248082j 0.0197031-0.0109357j 0.0240095+0.00035469j -0.0333496+0.0155064j -0.00316675+0.0135684j 0.00797544+0.00110061j -0.0113371+0.00765489j 0.00781135+0.0103537j 0.0200968+0.00171988j 0.0104198-0.0311789j 0.00577576+0.0121722j 0.00728983+0.0235611j -0.00282288-0.0104048j 0.0198463-0.00987489j -0.0111444+0.0442715j 0.00661653+0.00477886j -0.0265798+0.00715809j -0.0231604-0.0298983j 0.0173595-0.016213j -0.0059018+0.00854267j -0.0130673-0.00204375j 0.0128276+0.0291016j 0.0221836+0.00810746j 
-0.00180245+0.00770024j -0.00327685+0.00288617j -0.000414909-0.000286539j -0.001902+0.00281275j -0.00503719-4.24807e-05j 0.000146903+0.00912181j 0.0048058+0.0064769j -0.00248476+0.00250575j 0.00274624-0.00120115j 0.00775778+0.000354202j 0.00416232-0.000482951j 0.00709765-0.00309456j 0.0063416+0.00323475j -0.00113766+0.00155885j 0.00535914+0.00886909j -0.00677368-0.00417389j 0.00436555-0.00351965j -0.0050448-0.0112559j 0.00143458-0.00457899j -0.0071711-0.00443703j 0.000206426-0.00317246j 0.00461497-0.00498253j 0.005087+0.00341081j -0.00178957-0.00590284j 0.00615071-0.000751198j -0.00542843+0.00172161j 0.0012946-0.00979649j 0.00973753+0.00116803j -0.00586006-0.0106453j 0.000752934+0.00831704j 0.0041953-0.00306356j -0.0030519-0.000989018j -0.00262026+0.00280713j 0.00421891-0.00213847j 0.00614083+0.0102225j -0.01292-0.00374621j 0.00309603+8.86185e-05j -0.00920901+0.00336345j -0.000168175+0.00844269j -0.00602691-0.0170189j 0.00307225-0.00584918j -0.00146111+0.0230881j -0.000893061+0.0147127j 0.00119777-0.00932835j 0.000355355+0.00493648j -0.000734176+0.0018603j -0.00710123-0.00289142j -0.00519057+0.0127825j -0.000922826+0.00567137j 0.00101166-0.00418042j 0.00546129+0.0106423j -0.00621042+0.0101667j 0.022916-0.00951887j -0.00836598+0.00670476j 0.00608323-0.0123565j 0.00367261-0.00484945j 0.0019569-0.00665349j -0.00669469+0.00230937j -0.00442662-0.00405417j 0.00896873+0.0006207j -0.00388698-0.00207828j 0.0044183+5.61671e-05j -0.00705957+0.0223697j 0.000931479+0.00528222j -0.00830766+0.0296773j 0.0200078-0.0275881j 0.0111625-0.00377139j -0.0179112+0.00835109j 0.0107863+0.0176182j -0.0130413+0.00917522j -0.0140711-0.000196238j -0.00449751-0.000184184j 0.0154715-0.00472172j -0.00123322-0.0134404j -0.0201858-0.00526844j -0.00715974-0.00834371j 0.00317167+0.000268392j -0.00135892+0.00844616j -0.00600583+0.0102482j 0.0199971-0.00121873j -0.0185253+0.0187041j -0.00100529-0.00763469j -0.00139347-0.00759975j -0.00163366+0.00291j -0.00697401+0.00337018j 0.00281739-0.00889878j 0.0166115+0.0367649j -0.00694873+0.00220422j -0.0014401+0.020287j -0.000383566+0.00395907j 0.00304545-0.00705876j -0.00179136+0.0019178j 
-0.00340693-0.000607295j 0.00145179-0.00126464j -4.17614e-05+0.000445337j 0.00106714+0.0084873j 0.00454261+0.0055058j -0.00317739+0.00130503j -0.000187711+0.00654728j 0.00361693-0.00356636j -0.00687466-0.00868153j 7.15495e-05-0.000125715j 0.0072386+0.00350557j -0.000980514-0.00486065j -0.00682874-0.00616556j -0.0020051-0.00278926j -0.000657609-0.00232219j -0.000912878+0.00946668j 0.006526-0.00204774j 0.00854759+0.00486296j 0.00585859-0.00447273j 0.00730326-0.0050457j -0.00181583-0.0012666j -0.0093952-0.00527527j 0.00360223+0.00167741j 0.00782509+0.0127104j -0.00753681+0.00624317j 0.00106605-0.00560407j 0.000694525+0.00910478j -0.00713601-0.00246084j -0.00292544+0.0023245j -0.00262082-0.00303197j 0.0010955-0.0002342j 0.00208639-0.00118814j 0.00100758+0.00514792j 0.0171324-0.0027547j 0.00307248-0.00584852j -0.00119033+0.00864447j 0.0215142-0.00591342j 0.00171959+0.00209216j -0.00541976-0.0110476j -0.00276818+0.00401854j 0.000182638-0.00271175j 0.00643455-0.0116815j 0.00280966-0.0023794j 0.00164315+0.00161623j 0.00563569-0.00409733j 0.00232098-0.00372365j -0.00433318-0.000563733j -0.00120141-0.00166839j -0.00878449-0.0129848j -0.00244593-0.00259531j -0.00720639-0.00866604j -0.00605068-0.000903325j -0.00124288+0.00850334j -0.00258857-0.00234633j 0.000413976+0.00619811j 0.000307405-0.00163565j 0.00856389+0.0120152j -0.00286323-0.00743314j 0.000691859+0.0046531j 0.00932193-0.00299836j -0.0124327+0.00533004j -0.00083439-0.00685558j -0.0178573-0.00834326j -0.0113951+0.00224919j 0.0111841-0.00474368j -0.00462048-0.00942846j -0.0189756+0.00221978j -0.00305881-0.00114615j -0.00586414-0.0163704j 0.00622127-0.00395213j -0.00165835+0.00674889j 0.010971+0.0188488j 0.00810675+0.0029365j -0.00611905-0.000904768j 0.000256121-0.0010483j -0.00148906+0.00726095j -0.00792078+0.000856081j 0.0100988-0.0156292j 0.00416704-0.00220479j 0.00253503-0.0116834j -0.00666-0.0187687j -0.00566946+0.0107755j -0.0160426+0.00699675j 0.000388483-0.0239054j 0.000226255-0.0137322j 0.0108997-0.00189618j 0.0018755-0.0130746j -0.00718803+0.011351j -0.00156662-0.0101298j 0.00534987-0.00600324j -0.0057938-0.0187333j -0.0177435-0.00614163j 
-0.000717443+0.000682236j -0.00243047+0.000838843j -0.00091065-0.00121098j -0.000140394-0.000441886j -0.00526725-0.00267852j 0.00855419+0.00267797j 0.00632567+0.000716699j -0.0150826+5.15434e-05j -0.000755747+0.000978481j 0.00748929-0.00541768j -0.00666137-0.00296528j -0.00207831+0.00340653j -0.0110204-0.00487079j -0.0068546+0.00619096j -0.000752032-0.000917458j -0.00300102+0.00717241j -0.00758492+0.00827935j 0.0028526+0.00631958j 0.00304106+0.00718691j -0.0134139-0.00208353j -0.00263333-0.000851033j 0.00033699+0.00321964j -0.00119711+0.0058519j -0.000296144-0.00223325j 0.00334569-0.00156103j -0.00645908-0.00730927j -0.00651674+0.00545866j -0.00290769+0.00933984j -0.00981986-0.00203391j 0.00168491+0.010496j 0.00368371-0.000914718j -0.00240914-0.000217895j -0.00287743+0.00807204j -0.00848642+0.0186119j -0.000303856-0.0159614j -0.00171538-0.0078601j 0.000878087+0.00633236j -0.0105278+0.00164111j -0.00416694+0.00942217j -0.00668703-0.00179445j -0.0112423-0.0145217j 0.0285643-0.00650041j -0.00107139+0.000274342j -0.00500407+0.0128709j 0.0107619+0.0038138j -0.004345-0.0035969j 0.000327655-0.00061919j -0.0112895-0.00520036j 0.00407073+0.010068j -0.00296123-0.00690048j -0.0034431-0.00589462j 0.00992062+0.00878762j -0.000672151-0.00767112j 0.000997784-0.00713023j -0.0081161+0.00260235j -0.00111174+0.00288922j 0.000402507+0.00989797j 0.000672885-0.00807408j 0.00245834+0.00354873j -0.00129292+0.00575031j -0.000322753-0.000426772j 0.00274862+0.00178663j 0.00344568+0.00175183j 0.000510368+0.00019182j -0.00271997+1.68064e-05j 0.00207993+0.000781179j 0.00224445-0.000674895j 0.00212531+0.00114132j 6.48002e-05-0.00345655j -0.000210172+0.0151402j -0.00799929+0.0032511j -0.00184879+0.000644701j 0.00644801+0.000305689j -0.00392233+0.00678627j 0.00913226-0.00472902j -0.00213105-0.00294329j -0.000636397+0.00166598j -0.000276011+0.000794625j -0.00109437-0.000180693j 0.00154427+0.000806508j 0.00149547+0.00152611j -0.000139981-0.00266515j 0.00157632+0.00171443j -0.00155844+0.00270599j -0.00118614+0.00157728j 0.000897693+0.0006465j 0.00149495+0.000224611j 2.29356e-05+0.00176386j 0.000420699+0.00282894j -2.6666e-05+0.000379133j 0.000618945+0.00194795j 0.00198213+0.00121981j 
-0.00417611-0.0013243j -0.000745769+0.0016047j 0.00380663+0.000796829j -0.00444189-0.00182273j 0.00151817+0.00589423j 0.00417866+0.00539031j -0.00347789+0.00347154j 0.00120097-0.000136099j -0.0098212-0.0159734j -0.00696652-0.00795717j 0.000896869+0.00368698j -0.00138632+0.00213926j 0.000581467-0.00225701j -0.00449546+0.00898605j -0.00164589-0.00585216j 0.00856015+0.000880214j 0.00135862+0.00417697j -0.0111632-0.00314926j 0.0038809+0.00790752j 0.0071029+0.00153782j 0.00204721+0.00398779j -0.00267618-0.0084537j 0.00573447+0.00810716j 0.00217067+0.00902582j -0.00883174+0.0142042j -0.00958282-0.0118j -0.0083324+0.0120461j -0.00681675+0.00826154j -0.011198+0.00827008j 0.000587391-0.00232494j 0.0112992-0.00450336j 0.00327353-0.00146828j -0.000689004-0.000129107j -0.0067275+0.00954927j 0.00563991-0.0169633j 0.0133806+0.00422529j -0.00149816-0.000162502j -0.00462894+0.00432762j -0.00592458-0.00612195j -0.00718911+0.00829592j -0.0142182+0.0051257j 0.0030681-0.0217549j -0.000848218-0.00225668j -0.00921977-0.00732515j -0.00973679-0.00658648j -0.00689981-0.00780405j 0.00295146+0.0122219j -0.000313231-0.0106583j -0.00264206-0.00415742j -0.00359689-0.00714631j -0.000324792-0.00992174j 0.00866029+0.0114686j 0.00122908-0.00694558j -0.0011864-0.00676439j -0.0126283+0.00117979j -0.00260844+0.0033276j 0.003293+0.0145657j 0.00355596-0.00275359j 0.00106676+0.00656958j 0.0121823+0.00768258j -0.0176356+0.00488069j -0.00746248-0.00262802j -0.00160591-0.0115048j -0.0110791+0.0123593j -0.00280834+0.00731594j 0.000799464-0.0131733j 0.00315894+0.0179883j 0.0128161+0.000316875j -0.00840191-0.0189652j 0.00988696+0.0049673j 0.00125005+0.0114907j 0.000850491-0.013163j 0.00910103-0.00703686j -0.00942847+0.016582j 0.00917447+0.0106389j -0.000479774+0.00407463j -0.0120424+0.000129925j -0.00488866-0.00104045j 0.0180001-0.00431319j -9.38194e-05-0.00723281j -0.0122997-0.00930671j -0.00266402+0.0122565j -0.0158505+0.00198416j -0.00545897-0.0286961j -0.00167076-0.0243158j 0.00706919-0.00747261j -0.00424198-0.0206238j -0.00895369+0.0148486j -0.00477481-0.00716433j 0.00948081-0.0150406j -0.00296728-0.0247653j -0.0234154-0.0102148j 
