0.010591+0.0444528j -0.0151746+0.12238j -0.0353646-0.0774645j -0.0144639-0.114633j 0.00742098+0.0306676j -0.0857374+0.136484j 0.0218088+0.0155968j -0.0373624+0.00771461j -0.00805772-0.0890849j 0.0053289+0.0181752j 0.0172622-0.0567621j -0.0215619-0.113099j 0.0845262+0.053246j 0.158789+0.0509892j -0.00998561-0.0756112j 0.0510211+0.119894j 0.0923069-0.0280337j -0.057917+0.0399445j -0.061083-0.0856837j 0.0126993-0.000902093j 0.0345831-2.42402e-07j -0.0998607+0.00102354j 0.100297+0.065268j 0.0859476-0.0246526j 0.0156807-0.0829638j 0.00777104+0.124231j -0.0505478+0.0697429j -0.0282674-0.0936744j -0.108011+0.0309444j 0.0448093-0.00095398j 0.0717956-0.0212113j 0.0905306-0.0590734j -0.0358157-0.0184597j 0.0693766+0.0891425j -0.0209361+0.0362109j 0.128062+0.0650232j 0.0214891+0.0168682j 0.0363036+0.0749229j 0.00733539-0.0245162j 0.000797806-0.0165984j -0.0199578+0.0729913j 0.0577292+0.07611j -0.0861117+0.143852j 0.0118721+0.0531682j -0.0750578-0.045966j 0.00180596-0.00775039j -0.0818507-0.0357276j 0.00652047-0.0806623j -0.0671819+0.027956j 0.0967561+0.0168062j -0.00577145-0.0942444j -0.0716787-0.198581j -0.0887607+0.114006j -0.0259026-0.0936241j 0.0296901+0.0580766j 0.000575883+0.111491j -0.168+0.0147255j -0.00108239+0.00342338j -0.00492529-0.0123792j 0.0660273+0.0545146j -0.176674+0.00500258j 0.0444951+0.0345547j 0.0309829-0.0210418j 0.00178848-0.0112718j 0.072058+0.0208413j -0.00877944+0.0409421j -0.00977995-0.0332519j -0.0191276-0.0054915j 0.0434422+0.000179936j 0.00739706-0.0247007j -0.0116664+0.00149628j 0.0582816-0.0249603j 0.0219125-0.0639211j -0.040952-0.00870432j -0.0129151+0.0288685j -0.123527+0.0063556j -0.0224678+0.0220635j -0.0121917+0.0456167j -0.0590631+0.00468544j -0.061314+0.080825j -0.115746-0.0208161j 0.0556466-0.0720951j -0.00154024+0.0100582j 0.0785372-0.0796506j -0.0654751-0.0164357j 0.000166091-0.0385157j 0.00181859+0.0113403j 0.0262759-0.0251695j -0.0575295-0.00635543j 0.066106-0.0317421j -0.083066+0.116596j 0.086114-0.0572117j 
-0.0159146-0.00357838j -0.011754+0.0407726j 0.00292536+0.00892847j 0.0387313+0.0146555j -0.00539071-0.0742773j 0.0360211-0.0234821j 0.0406949-0.0511426j 0.0524353+0.00985965j -0.0164749+0.00978983j 0.0436817-0.0393237j -0.0187753+0.0162557j -0.0111766+0.0734969j -0.0742342+0.0620203j 0.066964-0.0600102j 0.0388096+0.041255j -0.0249948-0.0652509j -0.0638316+0.0302656j 0.00129466+0.00262456j 0.00200837+0.0128718j -0.0086526+0.123947j -0.00905052-0.044214j -0.0161876+0.103655j -0.0970913+0.0520436j 0.0333602+0.0180583j 0.0597309-0.00226994j 0.115143-0.0507139j 0.0281955-0.0349796j -0.0429159+0.0790675j 0.0360051+0.0526995j -0.00426732-0.0154283j -0.0332966+0.0351282j 0.0170697-0.0235233j 0.00131745-0.0220295j -0.0337372-0.0528527j -0.0192736+0.00579955j -0.00377293-0.0297466j -0.0521377-0.00269884j 0.0119838-0.0534927j 0.0048267-0.0549615j 0.0178741+0.0495062j -0.0438061-0.0363725j 0.0136314-0.108642j 0.00164761-0.147947j 0.036221+0.0496211j 0.064298-0.0479327j 0.010383-0.0257468j 0.0777343+0.0173867j 0.0212412+0.0257219j -0.0275996-0.0340063j 0.00252017-0.00166043j -0.0481632-0.000978719j -0.0483148-0.073025j 0.143138-0.0618475j -0.0763952+0.0142987j -0.105636+0.079834j 0.0137121+0.0657807j -0.0162918+0.00860078j 0.144439+0.0404126j 0.0367608-0.0743637j 0.00362637-0.0721169j 0.0593746-0.053759j -0.0308311+0.105831j -0.0695281+0.0804178j -0.0692047-0.0568243j -0.107234+0.0643197j 0.148562+0.0970658j 0.0377004+0.0166656j -0.0554342+0.00412909j 0.0446521-0.0855179j -0.0385724+0.0150421j 0.0419448+0.0338744j 0.0193057-0.000907972j 0.00625579-0.0459112j 0.0692242+0.0116334j -0.0234267+0.0488918j -0.0620894-0.0431976j -0.0184716-0.0333258j 0.0322546-0.0129246j 0.0228949-0.0278449j -0.209314+0.00406839j -0.0262372-0.051925j 0.0258465+0.0591836j 0.0786697+0.046503j 0.0876624-0.0638433j -0.0682971+0.0383431j 0.00576868-0.0543639j -0.00148209-0.0334178j -0.00486998+0.0179431j -0.0466919-0.00957131j -0.0146993+0.0933889j -0.19842+0.219978j 0.0642884+0.00149134j 
-0.0364262+0.0192301j 0.0623331-0.0170721j 0.0037525+0.0209664j -0.00208716+0.0514832j -0.0129421-0.0158176j 0.0269283+0.0226371j -0.0113213+0.0234315j 0.00204537-0.0901419j -0.0227788+0.0208675j 0.00317395+0.0197248j 0.00933184-0.0399169j 0.0273379-0.0218209j 0.013234-0.0390694j 0.00120787-0.0428319j 0.00621114+0.0990677j 0.040008-0.00599939j 0.0225417-0.0691011j -0.0187395-0.074907j 0.0671811-0.0124892j 0.0230281+0.0239923j 0.0406335-0.0608276j 0.0537742+0.0457306j 0.0147787+0.0129406j 0.023316+0.0134259j 0.00887842+0.0434716j -0.0129017+0.0130564j -0.00180192+0.0825907j 0.032774-0.0159307j -0.00817452+0.00045186j 0.0875487+0.0518692j -0.0304981+0.0221074j 0.0635225-0.021977j -0.0398986-0.0111691j 0.0225788-0.0178169j 0.0520376+0.053595j -0.0508758-0.00548362j 0.0200596+0.00366271j -0.0135445+0.0783441j -0.0439732-0.0409121j 0.012598-0.0163466j 0.0137448-0.0594005j -0.0149706+0.036802j 0.0518741+0.018308j -0.0396563+0.0211545j 0.0377654-0.0371562j -0.0186132+0.0061827j 0.0203395-0.0575613j 0.0564735-0.0139037j 0.0198344-0.0961393j -0.00534229-0.0821697j -0.0756041-0.0292667j 0.0528071+0.0363803j 0.0459036+0.0572744j -0.0419889-0.0548573j -0.00381401+0.00320212j -0.0655517-0.0109874j -0.0144912+0.0548084j 0.0700756-0.0630309j -0.0364577-0.0706066j -0.0428533+0.0887129j 0.10486+0.0157552j -0.00840138-0.0143219j 0.012885-0.0142677j 0.0451133+0.0666033j -0.0160862-0.0602084j -0.108853+0.0259934j 0.0827745+0.0141761j -0.080453+0.00540093j 0.187081-0.0844269j -0.0850867+0.159791j 0.0903433+0.0810802j -0.00970315+0.00559884j -0.0689796-0.0978803j 0.0931012-0.0280154j 0.0616974-0.130629j 0.00694662-0.0308217j -0.0441091+0.146312j -0.0438246-0.0316184j 0.125642+0.0710734j 0.105137+0.00636125j -0.130719-0.100326j 0.0240614-0.036943j -0.111892-0.0348228j 0.0591931+0.0426418j 0.00416597-0.116482j 0.0677807-0.10632j -0.159229-0.0228732j -0.105614-0.0600717j -0.000295424+0.120107j 0.0748408+0.00269625j 0.0487541-0.0149108j 0.044219-0.0677077j 
0.0246628-0.0460853j 0.00646595-0.036429j -0.0255807+0.0425962j -0.0228732+0.0344326j 0.0180786+0.0225771j 0.000101174+0.0326719j -0.0190064+0.064584j 0.0408953-0.0372404j -0.00766377+0.05823j -0.0252423+0.0934106j -0.0753213+0.00320688j -0.0780119+0.0149622j -0.0388053+0.0263069j -0.101242-0.0178965j -0.00990025+0.030248j -0.0109959+0.0111503j -0.0124134+0.000362633j -0.00325472-0.00127851j 0.0729562-0.0162505j 0.0342385-0.0697846j 0.0400213+0.00133131j -0.0438844+0.00997667j -0.0321687+0.0418332j -0.00721533-0.0243093j -0.0338069+0.00688131j -0.00384711-0.116147j 0.00990343-0.0453647j -0.0822348-0.0207949j 0.0162571+0.0288374j -0.170445-0.0422175j -0.0117967-0.0111902j -0.0451285+0.00624854j -0.0107761-0.0186531j -0.0492158+0.0109941j 0.0419124+0.0361482j 0.0412241-0.0546952j -0.00421565+0.0400913j -0.0997079-0.0540027j 0.0494735-0.000253451j -0.035386+0.0796098j -0.0823319-0.010248j 0.148904-0.0758717j -0.106039-0.123307j 0.0071602+0.0550791j -0.024028-0.0940668j 0.0388524+0.0119795j 0.0238835+0.0842931j -0.0664335+0.00444126j 0.0170484+0.092528j -0.106456-0.00201766j 0.0276237-0.143926j 0.0229685-0.0274523j -0.0705258+0.0569395j -0.0211298-0.089777j 0.113236+0.0386978j -0.00121789+0.0871369j 0.0523236+0.0187216j -0.0771318+0.0308443j 0.0854078+0.00105557j 0.0276623-0.0268027j -0.0554625+0.0666114j 0.0251553+0.0319889j 0.037891+0.0404573j 0.0105095+0.0481853j 0.0317837+0.125054j 0.00326819+0.00936257j -0.00928887-0.0319521j -0.101483-0.0694587j -0.196897-0.0113242j -0.23285+0.0260111j -0.193164+0.121989j 0.00278928-0.0060089j -0.00298614-0.105031j 0.00853989+0.0789908j -0.00242288-0.0885258j 0.016261+0.0475436j 0.0566842+0.111331j -0.0479767+0.0536171j -0.00650411-0.086406j 0.0401007-0.0936353j -0.0643537-0.0377525j -0.0320002+0.00196366j -0.0413454+0.053093j 0.0445517-0.0425481j 0.0164262+0.000538528j 0.0409381+0.0235127j -0.0319477-0.0489693j -0.02148-0.000368254j 0.036083-0.0300897j -0.048109+0.0313267j 0.00796486-0.0297754j -0.0446835+0.0366891j 
0.00134405+0.0126158j -0.0231731-0.00437687j -0.00439069-0.0543537j -0.00293481+0.0386254j 0.00483906+0.00132601j -0.0487829+0.0154356j 0.044909+0.052891j 0.0300003-0.0259853j 0.0245286+0.0188864j 0.0294865+0.0214927j 0.0303254+0.00737855j -0.0537505+0.0164741j -0.00284909+0.00538939j 0.00587237+0.00488284j -0.0267531+0.0574022j 0.0171533-0.0248708j 0.00872493-0.0107947j 0.0807445+0.0532146j -0.0387169-0.0396079j 0.0532983-0.038352j -0.0260081-0.0509781j -0.0350722+0.0119128j 0.0456931+0.0405837j -0.0191754+0.0128591j -0.0735116+0.0562883j 0.00248588+0.0482377j -0.00515017+0.141411j 0.0249446+0.0468235j 0.0317651+0.0484765j -0.0439429-0.0626625j 0.0202113+0.0732354j 0.033942+0.0572287j -0.0422292-0.046085j 0.0143237-0.0466851j 0.0801641-0.0700629j 0.0238998+0.0569306j 0.0938298-0.109225j -0.134565+0.0243922j -0.0627508-0.0153634j -0.0626603+0.0829942j -0.0317121-0.012132j 0.0149076-0.0140774j -0.105439-0.0435088j -0.0927402+0.00540895j 0.0497615-0.0179566j -0.0956122-0.0299731j -0.061855-0.176815j -0.0108941+0.0107073j -0.0207496-0.056669j 0.0856667+0.0473598j -0.0369873-0.0834421j -0.13111+0.00748197j -0.00415657-0.0113373j 0.102795+0.00500209j -0.0119681+0.118689j -0.0199776-0.054784j 0.0455454+0.0616081j -0.0221625-0.0585768j -0.00941743+0.053237j 0.0172412+0.0267837j 0.0527728+0.00715338j -0.0236934-0.00384702j -0.00386441+0.000909026j 0.0178144-0.0393392j -0.0653701-0.0518823j 0.015421+0.0167264j 0.218964+0.0485298j 0.0977863+0.0770937j -0.0613411-0.0427336j 0.0134153-0.0855891j -0.0955577+0.0868162j -0.160625-0.00911187j -0.0671968-0.00356885j -0.0267325-0.0431464j 0.17115-0.0320568j -0.0969744-0.121628j 0.0227005+0.0358906j 0.0209541-0.165994j -0.048233-0.0530654j 0.008212-0.105624j 0.0778556+0.0248211j 0.0165085+0.00191575j -0.0163514+0.0117566j 0.00223671-0.0262426j -0.122155+0.109249j 0.00915696+0.0428998j -0.177696-0.0815257j -0.0804432-0.00524465j -0.0214487+0.0135063j 0.00850188+0.0488617j -0.0209666+0.035216j 0.0249174+0.0143586j 
0.0507955-0.00101939j 0.0071199+0.0169489j 0.0171693+0.0325068j 0.0025886+0.125069j 0.00368886+0.0258335j 0.033922+0.0134087j 0.0455259+0.00427557j -0.00657204+0.0641576j -0.0029948+0.0478088j -0.00652943-0.0453259j 0.0422798+0.0031551j -0.0246057+0.0718018j -0.0484077+0.115372j 0.0173218-0.0161604j 0.0948015-0.0037376j -0.0200145-0.00689625j -0.026821+0.0269388j -0.0249329-0.0718119j 0.008121-0.0681262j 0.0747565+0.0239212j 0.00822043+0.0999975j -0.05409-0.00405822j 0.018806+0.0194588j -0.0186644+0.0606984j 0.0083837-0.0230134j 0.0881944+0.112331j -0.0399484+0.00290616j 0.0491953-0.0509969j -0.0086589+0.0247719j -0.00609223+0.00890623j 0.0124578+0.0152054j -0.0402124-0.00925259j 0.0158927-0.0126964j 0.0353508-0.0152406j 0.0107585+0.0138119j 0.0015281-0.0407481j 0.0643709-0.0326162j 0.0185725+0.0908002j -0.0943304-0.003859j -0.0268036-0.0694971j -0.0928913-0.0500617j 0.0306585+0.0493639j -0.0558557+0.101647j 0.0137284-0.0472661j -0.0275287+0.0247864j -0.0906808+0.0590132j -0.00066709-0.00334334j -0.0502847+0.0738433j -0.0465978-0.0935463j -0.11257-0.035241j -0.021417+0.0812883j -0.0942847+0.0579086j 0.0408324+0.0161333j -0.0320385+0.150993j -0.0741099+0.00188337j 0.0616048+0.0147118j -0.0297225-0.0347313j -0.0172393+0.0156645j 0.0433303+0.00779244j -0.0325021-0.0416872j -0.0114682+0.00716849j -0.0278135-0.0818009j 0.0529468-0.0592562j 0.130296-0.0999213j 0.0300144-0.0383689j 0.0010528-0.0889029j 0.0907159+0.00743299j 0.0801259-0.0859147j 0.0438869+0.0529872j 0.01501+0.039772j 0.0692625+0.0475295j -0.123234-0.00642731j 0.0392344+0.034608j -0.0442154-0.0812038j -0.0122609+0.0245667j -0.0129448-0.0106585j -0.0138264+0.0144337j 0.204221-0.0445726j 0.0466874+0.0308232j -0.104412+0.0183152j -0.0535173+0.0139955j -0.0151886+0.0594293j -0.0435079+0.0488376j 0.0657876-0.00432477j -0.00585086+0.00270637j -0.00848389+0.044201j 0.0178021+0.0170586j 0.0240104+0.0273102j 0.0426338-0.0468348j -0.0196813+0.0196521j 0.00309555-0.0611819j -0.0234137+0.0174451j 
-0.00256803+0.00967486j -0.0114173-0.00952124j 0.0281272-0.00806761j -0.0523777-0.0254501j 0.0160957+0.0269756j 0.00944874-0.0244753j 0.0352286+0.00496336j -0.0252369+0.0962272j 0.00363902+0.0549398j -0.0335928+0.00705622j -0.0526468-0.0066203j -0.0200823-0.0544294j 0.0778876+0.0275096j -0.0549736+0.147117j 0.0302227+0.0190369j 0.0227815-0.0429333j 0.0131962+0.00369388j -0.0041618+0.042955j -0.0356716+0.0397278j 0.0573839-0.0299821j -0.00911242-0.0815602j -0.0236752+0.0132241j -0.0011629+0.0626818j 0.0462648-0.0514174j -0.00160626-0.0384489j 0.0482401+0.0520018j 0.115812+0.0233077j -0.0844444-0.0708163j -0.0761064-0.0088911j 0.0158549+0.00654124j -0.00783889-0.0690657j 0.0814641-0.00425415j -0.030804+0.0401736j 0.00700277-0.0432555j -0.0101177+0.0405006j -0.0309902-0.0311901j 0.0733143+0.0615429j 0.0451539-0.0450774j 0.103504-0.0778964j -0.0129833-0.0554983j -0.0637052+0.0845607j -0.115295-0.012417j -0.0561514+0.03494j -0.0669342+0.0308743j -0.00365705-0.0228618j 0.025789+0.0259307j 0.0793876+0.000672688j 0.0452792+0.0189183j -0.0373461-0.109359j -0.0135765-0.0698392j 0.0578608+0.0986214j -0.0459824+0.0855681j 0.0233587+0.0380166j 0.00778298+0.0164845j -0.0325125-0.0354139j 0.0339301+0.0253429j -0.0288422-0.0307072j -0.0161173+0.0182023j 0.0351981-0.0829323j -0.0452809-0.0770304j 0.0893009+0.0434354j 0.051234+0.0478056j 0.0208538+0.0304359j -0.110846-0.060019j 0.11671-0.0286267j 0.0459971-0.0718737j 0.0726607+0.0475868j 0.0188885-0.115914j -0.00227891-0.0598429j 0.0748207+0.0894355j -0.100107-0.0653657j 0.0423365+0.0450789j -0.182971-0.00533912j 0.117294-0.0737764j -0.0775951+0.0259179j 0.0598468-0.0121722j -0.0566605+0.0598721j -0.0124709+0.0573217j 0.128582+0.0149621j 0.0145473-0.0906013j 0.0306209-0.0550866j -0.0470324+0.0471493j -0.0496483-0.0304856j 0.0267097+0.00792248j 0.00128999+0.00106842j -0.0238684-0.0256566j 0.0517255+0.0225913j -0.00616801-0.0041339j -0.0171601-0.0262279j -0.0304473+0.024387j -0.0430098+0.0440425j 0.0170604+0.00162388j 
-0.0335194-0.00340847j 0.0251054-0.0072515j -0.0484598-0.0106589j 0.00916618+0.0358689j -0.0384598-0.00885574j -0.0171499+0.00662672j -0.0295729+0.0130068j 0.0458184-0.110201j -0.0115639-0.0298036j 0.0417757+0.0174873j -0.030438+0.00438002j 0.00382519+0.0427927j 0.130804+0.0304878j 0.00136585-0.0527845j -0.0579554+0.0312716j -0.0117164+0.0732117j -0.0219327-0.0432632j 0.0910025-0.0419166j 0.0560681-0.1164j 0.0196638-0.0837408j 0.00476584-0.0861548j -0.0376995-0.0414332j 0.0028357-0.0566917j 0.0522424+0.0611449j 0.00933992+0.00391374j 0.0119478+0.0899558j 0.0990197+0.0348555j -0.0754948+0.0688323j 0.0208407-0.06338j -0.0415419+0.0195322j -0.0293159+0.0371843j 0.00832612+0.0545636j 0.0347486+3.50598e-05j -0.0347108-0.0950208j -0.0469375+0.0250915j -0.0448494-0.0102795j -0.0546251-0.0578917j -0.117988+0.00318013j -0.0735938-0.0942825j 0.00434549-0.00114691j 0.0509506-0.0606213j 0.136743+0.0377777j -0.02568-0.00424592j -0.0496632+0.0119597j 0.123723-0.0382429j -0.0102621+0.0134915j 0.101512-0.0811316j -0.0834406+0.0464104j 0.051064-0.0580028j -0.0613213-0.043906j 0.0381079+0.0233817j 0.0369579-0.0854029j -0.112523-0.0547103j -0.0165558+0.0359788j 0.083742-0.0355132j -0.00492308-0.0253979j 0.113936-0.00500233j -0.0196984+0.0222558j -0.031973-0.0392439j 0.0335792-0.0370996j -0.0235273-0.000164639j 0.0809447-0.00821584j 0.0456745+0.0447381j -0.181686-0.0211666j 0.00729288-0.0976193j 0.0477009-0.076488j 0.066506+0.0792878j 0.04015-0.0580482j -0.000922656+0.0171042j 0.0868325-0.046788j -0.0707893-0.109487j -0.0212744-0.0490788j -0.0999417+0.0515411j 0.00961465-0.0450113j 0.046373+0.00901495j -0.0122343-0.0128826j 0.00510761-0.0148425j -0.0781508+0.000170325j 0.0816972+0.0570711j 0.0433143-0.0638102j 0.104246+0.020897j 0.00631306-0.0515296j 0.072402-0.0747245j -0.0298054+0.0229778j 0.074174+0.00243064j -0.0199402-0.0185781j 0.0521761+0.000577297j -0.009084-0.022669j -0.0251788+0.0111743j -0.0504871-0.00926979j -0.0258908+0.00172077j -0.0143512+0.0250646j 
-0.0184755+0.0153526j 0.0124267-0.0185638j 0.00415757+0.0509077j -0.00801764+0.0747167j -0.0297037-0.000696069j -0.0128156-0.023556j 0.00448671-0.00820271j 0.00367365+0.000958467j -0.0552137-0.0142998j -0.0199843-0.0610155j 0.0549286+0.0204279j -0.0390551-0.105178j -0.0233894-0.078097j 0.0410768+0.0486736j 0.0312742+0.0698313j -0.026311+0.0274819j 0.0075064+0.0460303j 0.0192884-0.0426362j -0.0139633+0.117188j 0.0126746-0.0203338j -0.00242073-0.00654152j -0.0696172+0.0106655j 0.018188-0.0023922j 0.0113117+0.0280112j 0.0387428-0.0207813j 0.0352324-0.0914769j 0.0683896-0.128776j -0.0138676+0.0240517j 0.0480824-0.0431462j 0.0641337+0.00660554j 0.0705312-0.0473601j 0.0263731+0.0254333j -0.0209599+0.0399186j 0.0875139-0.0358724j -0.108365+0.0564651j 0.0331896+0.0927854j -0.00563693+0.0963805j 0.134857-0.0664687j 0.0701586-0.0886183j 0.0210245-0.04744j 0.0668262+0.0120176j -0.0646773-0.0281427j 0.105361-0.00460068j -0.0294862+0.00778485j 0.0197624-0.0125414j -0.00482524-0.10566j -0.0736099-0.0601103j 0.0210943-0.0199843j -0.0369737+0.0386804j -0.00720275+0.0152005j -0.00960672-0.0411612j -0.0426075-0.0379801j 0.0846957+0.0853436j -0.0566833-0.0688223j -0.0797217-0.00425435j -0.0540037+0.0381308j 0.00194909+0.092088j 0.0435496-0.0459661j 0.0384398-0.0511464j 0.0553151+0.0384639j -0.000663205-0.040807j 0.0189857-0.0665295j 0.0956759-0.0123059j -0.109643+0.0505047j -0.032475-0.0586707j 0.220485-0.0150538j 0.0543928-0.00909568j 0.028507+0.106795j 0.0660713+0.0594414j -0.0284003-0.0809162j 0.110419-0.00645476j -0.0800038-0.00687347j -0.00413007+0.0540848j -0.0243234+0.0361668j -0.0203167-0.0560585j 0.0264948-0.0361922j -0.10235-0.031463j -0.00675385-0.052748j 0.00260237+0.00122951j -0.0194652-0.00675037j 0.0335485-0.0558081j -0.0172894-0.0693221j 0.0571525+0.00384433j 0.0242716+0.0262344j 0.0325631-0.0674518j 0.0391376-0.0401224j -0.027935-0.024872j -0.0121136-0.00166033j 0.0336488+0.0261133j -0.0211948-0.026358j -0.0525776+0.00631218j 0.00706734-0.0136687j 
0.0139416+0.0149448j 0.0264095+0.00719217j -0.0778789-0.0315677j 0.0279297-0.00638279j -0.014631-0.0185055j 0.0367493-0.00688498j 0.0574537+0.0347962j 0.00141202-0.056039j 0.0456166-0.0534306j 0.0592248+0.0164131j -0.0106154+0.0224804j -0.0299986-0.0767856j 0.0200054-0.0883693j 0.0630126-0.0890602j -0.0294745+0.046956j 0.0208748+0.0881954j 0.0327167-0.0393848j 0.0762122+0.044858j 0.0595369-0.0147423j 0.0221391-0.0495732j 0.0154103-0.052387j 0.0119262+0.0247177j 0.0428632-0.0882359j 0.0636204+0.0950675j 0.0187769+0.00118104j 0.0236115+0.0710131j -0.0891252+0.0758887j -0.0706923+0.00755504j -0.0200632-0.140825j -0.0509357+0.00847412j 0.00904797+0.072765j -0.0766612-0.0557764j 0.0711228+0.0749246j 0.00311534-0.00614399j -0.00628281-0.0182045j -0.0249527+0.0961978j 0.0830585-0.0279691j 0.0414352+0.0511444j -0.0665389+0.0216686j -0.0518781-0.0615382j 0.0265433-0.0747851j 0.047846-0.0334938j 0.0596884+0.0239468j 0.0262982-0.0222389j 0.0191641+0.00370617j 0.0238297-0.0979323j -0.0201185-0.0509008j -0.00978755-0.00939769j -0.00168963+0.00489996j -0.086682+0.0634652j 0.0787841-0.046947j -0.00801494-0.132889j -0.0938874-0.157656j 0.0898243-0.0802712j -0.0390107+0.0534552j 0.0527854+0.028506j 0.0854106-0.0628636j -0.0204937+0.042526j -0.0593402-0.0492205j -0.0231321-0.0671398j -0.0473714-0.0109737j -0.104463-0.0904948j 0.00548384-0.0299951j -0.0662064-0.0917729j 0.0208182-0.0182872j -0.0423036+0.0478766j -0.0284897+0.0457371j 0.0265023+0.155066j -0.0985769+0.0121938j -0.0498521+0.137547j 0.104418+0.02357j -0.201121-0.0358046j -0.0104629-0.070441j 0.0194633-0.0326966j -0.146664-0.00321884j 0.003406+0.0196097j -0.0561749-0.0290347j -0.132367-0.055551j 0.0426656+0.0511482j -0.0399684-0.00318829j -0.0353588+0.0245102j -0.0473329+0.0596478j 0.0344407+0.0609951j -0.0379759+0.0172071j 0.0508568-0.0375865j 0.0286996-0.0268253j 0.0327837-0.00241556j 0.0590071+0.0369872j 0.0130256-0.0118882j 0.0103703-0.0352862j -0.00831263+0.0245923j -0.000583723-0.0322328j 
-0.0324262+0.0368811j -0.011954+0.000659109j -0.020024+0.0487147j 0.0104125+0.0784774j 0.0129536+0.0124764j -0.0181778+0.0304765j 0.00186123-0.0141004j 0.0141506-0.0432818j -0.00670253-0.0373049j 0.02589+0.0289503j 0.0252251+0.0519519j -0.0617028+0.022316j -0.0027559-0.0331755j 0.0904429-0.146267j 0.0304957-0.0130592j -0.0945795+0.0891233j 0.0242997+0.00761529j 0.0758118-0.0128101j 0.085448-0.0964779j 0.00637869-0.0224727j 0.0272672+0.00145366j 0.00101183+0.00132765j -0.0176654-0.108114j -0.105791-0.0179023j 0.0381882-0.00397256j -0.01206-0.105558j 0.0572534-0.0288281j 0.02747+0.0563191j -0.0435835-0.104993j 0.0429821-0.0224634j -0.0174953+0.0244558j 0.00920627+0.0188402j -0.00556299-0.000841517j 0.0338515+0.0023325j -0.0246123+0.0978661j -0.0700906-0.0680154j -0.0520903-0.0681837j 0.0441615+0.0570629j 0.0333219+0.0778189j 0.163688+0.0593151j 0.0854927-0.0502897j 0.13525-0.0024399j -0.0110903-0.068566j 0.0502366+0.0344797j 0.0850484-0.0666988j 0.0984739+0.0462225j 0.103851+0.033969j 0.0383504+0.0290522j -0.0419522+0.0400886j 0.108717-0.0274002j -0.0696229-0.109095j 0.0151782-0.147685j 0.0543123-0.0429547j -0.0857204-0.0275749j 0.0551772+0.0372745j 0.00151429+0.0668265j -0.121243-0.0879321j -0.09161+0.0465804j -0.0320284+0.013502j -0.00211247-0.0600089j 0.112391-0.0175953j -0.0426633+0.0405848j -0.0742084+0.0625509j 0.0601451+0.0415424j -0.0815054+0.0350713j -0.0385193-0.0968285j -0.055271+0.0471273j -0.0404802-0.0497275j 0.07997+0.0440487j -0.00125666-0.0210395j -0.0034629-0.0802947j 0.0305626-0.0864932j -0.0751723+0.0346291j -0.0203031+0.0350661j -0.0340125+0.00640848j -0.065486+0.0499177j 0.0569267-0.0391168j 0.00246288+0.0504362j 0.0307334+0.00939355j -0.0760736+0.0263278j -0.0397559-0.00451515j -0.0165353+0.0513601j -0.0548147-0.0165989j -0.0203427-0.0154268j -0.0393303+0.0168476j -0.0848938+0.00463094j 0.0894128+0.00793083j 0.0598054+0.004691j -0.0331026-0.0365222j 0.024793+0.0020777j 0.023446+0.00646915j 0.0240735-0.00768928j 
