-0.0114851+0.062486j -0.0122905+0.0470342j -0.0461912+0.0290419j -0.00480175-0.00411292j 0.00031544+0.0162958j -0.00995785-0.0114167j -0.00421169+0.000743089j 0.0240968+0.00947399j 0.0218585-0.00516748j -0.0418391-0.00970221j -0.0397581-0.0108956j 0.0278943+0.0150082j 0.0381599+0.0414692j 0.0132449+0.0164348j 0.00193204-0.00327795j -0.0199262-0.0177936j 0.00190858+0.00969617j 0.00550627-0.0206408j -0.00816738-0.0245013j 0.00795944+0.0193058j 0.0291705+0.0109931j 0.00918717+0.0199118j 0.031983-0.00720144j -0.0129056+0.000299438j 0.000407162+0.0186555j -0.0055071+0.0113342j -0.00875437+0.0175306j 2.07628e-05+0.0148135j -0.000502775+0.0309623j -0.0116903-0.00609717j 0.0134542-0.0255192j -0.0397697+0.0328936j 0.00368204+0.00623375j 0.00320586+0.00842209j 0.0173884+0.00989196j -0.0397623-0.0188416j -0.02304+0.0417668j -0.054976+0.0258558j 0.0532701+0.0495426j -0.0243965-0.130463j 0.004237-0.00245504j -0.00971069-0.0218257j 0.0120868+0.0811255j -0.0275334+0.0032671j 0.0226148-0.0475021j 0.00727267+0.00829334j 0.0501658-0.0360528j -0.017257+0.0219789j 0.0302191-0.0223049j -0.0512618-0.0114346j 0.0069311-0.0624897j 0.0151767+0.00216874j 0.0324535-0.00852717j -0.0221435-0.0143735j 0.0166774-0.00651623j -0.0288842-0.00229426j 0.0121687-0.00534781j -0.021126+0.0533131j -0.01318+0.0149538j 0.0885068+0.0893582j 0.108099-0.0423443j -0.000835387+0.0322987j 0.0126863-0.0227428j 0.00579786-0.00869698j 0.00382489-0.0100655j -0.0103744+0.0279518j 0.0231526+0.0927674j 0.1525+0.00973782j 0.0920775-0.187173j -0.113903+0.101162j 
-0.00125712+0.00639505j -0.0199185+0.0136556j 0.0259707+0.0100475j -0.0284151-0.0141642j 0.00413945-0.000613737j -0.0242569+0.0282742j -0.00112798-0.0224734j 0.0068577+0.00693311j -0.0131588-0.0168169j 0.00178538+0.0242943j -0.012987+0.0326908j 0.0202967+0.0056055j -0.0118495-0.00240737j 0.0488566-0.028005j -0.0279005-0.039592j -0.00365021+0.0047986j -0.0219603+0.0276821j 0.0233851-0.0157424j -0.0179696-0.00794756j 0.0171336-0.0220041j 0.0225386+0.0309799j 0.00750141-0.0393044j -0.0083311-0.0164531j 0.00288555-0.0202568j -0.00536967+0.0274549j -0.00867898+0.0301496j 0.00186721-0.0211043j -0.000133655-0.0102238j 0.000264619-0.00690127j 0.0252199-0.0112962j -0.0151931+0.00288976j -0.00656617-0.000315942j 0.0229784+0.00233828j 0.0119059+0.0257486j 0.00876507-0.00976229j -0.0133288-0.00186299j -0.00855781-0.00691377j -0.0157796+0.0202533j -0.000623829+0.0106533j 0.0151459+0.0353674j -0.00503591-0.0236824j 0.0114699-0.00869121j -0.00521156-0.0321934j -0.00105057-0.0430992j -0.000561255-0.0303382j -0.015837-0.00387115j 0.0104401-0.0146069j -0.0204546+0.0206662j 0.0110704-0.0135875j -0.0239467+0.010686j 0.0378455+0.0123471j -0.00802947+0.0119836j -0.0025673+0.01715j -0.00145003+0.00108398j -0.010765-0.00387373j -0.0449246+0.0138051j 0.0305449-0.0165816j -0.028269+0.015441j 0.057089+0.0164474j -0.038622-0.0045519j 0.0638479-0.0485438j -0.0390226-0.0344632j 0.00336329+0.00844475j 0.00582265+0.00877211j 0.00243557-0.00901409j -0.00820244+0.00809284j 0.0116062+0.00154835j -0.0201875+0.00748746j 0.00672741-0.0224718j -0.0121978+0.011409j 
-0.0332299-0.0218071j 0.000528398-0.00943813j 0.0225853+0.0437657j 0.0115604+0.028487j -0.0230625-0.0140077j 0.0256876-0.0132384j -0.0248647-0.032415j 0.0401892-0.00298637j 0.00277896-0.00912322j 0.0284548+0.0114697j 0.0212505+0.0147164j -0.048822+0.00577451j -0.0102331-0.0218764j 0.0154307+0.0161352j 0.0170983+0.025566j 0.026913+0.0302605j -0.00173466+0.0222329j 0.00751746+0.00742682j -0.0162878+0.0332598j 0.03069-0.012256j -0.00533163+0.00434211j 0.00363807+0.0155492j -0.0045539-0.009984j -0.00457724+0.00259341j 0.0351047-0.0152285j -0.00906452+0.00976735j -0.00166421-0.00452851j 0.00266507-0.016784j 0.000394938+0.0370827j -0.0203522+0.0341149j 0.0117665+0.0116956j -0.0127191-0.0169163j 0.00374337-0.0155776j 0.0147015-0.0203346j 0.0195619-0.0190529j 0.0073025+0.0132443j -0.0136216-0.0146429j -0.00159746-0.000507018j 0.00490412-0.000960766j -0.00476015-0.0281233j 0.0188339+0.0418925j -0.0163741+0.00892349j 0.00456455+0.0362904j -0.00104533+0.0384689j 0.00300076+0.00406368j -0.0084439-0.00423673j -0.0043774+0.0259952j 0.0107217-0.00991926j -0.0144038-0.0125741j 0.0333037-0.0164026j -0.0292068-0.0133902j 0.00684106-0.00990659j -0.0365856-0.0192325j 0.0123563-0.018274j 0.00360593-0.00786745j 0.0247936-0.0230311j 0.00290898+0.0142852j 0.0166324-0.00589541j -0.0169686-0.00857066j 0.0397073-0.00443641j -0.0323031+0.0212382j 0.0218372+0.0296076j 0.0162343+0.0125337j 0.0111409+0.0274088j -0.0259208-0.0146493j -0.000594255-0.00468784j -0.0090145-0.00173463j -0.00759991-0.0178382j 0.000915892+0.0162381j 0.0107821-0.0143738j 
0.0293499+0.0204095j 0.000522172-0.00543874j -0.0355358-0.00670163j 0.052622+0.0815783j 0.0189708-0.0180557j 0.0147839-0.00888026j 0.0262336-0.0334323j 0.0168086-0.0173476j 0.00396528-0.0156612j -0.018018+0.0215992j -0.0165905-0.00856173j -0.0261532+0.0354166j 0.0130864-0.0300677j -0.0652926+0.0125304j 0.0107643+0.00562075j -0.00943596-0.0186306j 0.0277233+0.00720511j 0.000162003-0.00182494j 0.0026981+0.0153609j 0.0253289+0.0333587j 0.00276375-0.0407839j -0.0108867+0.0121667j -0.0310329-0.0102443j 0.0458566-0.000681478j -0.0156542+0.00572434j -0.0193173-0.0245432j 0.00782477+0.011005j 0.00567177+0.00304194j 0.0116204+0.0278293j -0.0169145+0.0176955j -0.00360212+0.00159938j 0.0120099+0.00146748j -0.00460527+0.013393j -0.00839856-0.0364952j -0.00369854+0.012501j 0.0377921+0.0117683j 0.0339101-0.00257577j -0.0158498-0.0244008j -0.010413-0.00416701j -0.0292044-0.0315326j -0.00599821+0.0298359j 0.0108299-0.0370865j 0.00529409+0.0292791j 0.00999994+0.0554372j 0.00924682-0.0118863j 0.00350595-0.00419746j -0.005607-0.0128542j 0.00805873-0.0239365j -0.00403979+0.0131056j 0.00222302-0.00748719j -0.0288957-0.00302693j 0.000398451+0.00968642j 0.00246103-0.00545919j -0.0101975+0.000362546j 0.0122011-0.00599561j 0.0655281-0.0378189j -0.0198971+0.00645848j 0.00905429-0.0117108j -0.0243664+0.00509952j 0.0263676-0.00532139j -0.0181208+0.0263769j 0.0205259+0.025208j -0.00313625+0.00688962j 0.00523626-0.00681601j 0.00235377+0.0169786j 0.0128548-0.0235841j 0.000796375+0.000233389j -0.0249325-0.0184822j 0.00663594+0.0113835j 0.00544497-0.0257705j 
-0.010429-0.0404138j 0.0045216-0.0272396j 0.0173132+0.0204415j -0.0357267-0.0259829j -0.0061546+0.0425263j -0.0146453-0.0446572j 0.000567953+0.0201718j 0.0176554-0.004339j -0.00431654+0.00425465j 0.0140794+0.0135199j -0.0243534-0.0680808j -0.0290068-0.016249j -0.00699036-0.0110874j 0.0363302-0.010364j 0.00231028-0.0228658j 0.021608-0.00447399j -0.00833987+0.0390196j 0.00727672+0.0241294j -0.000206972-0.0256371j -0.0147836+0.0400679j -0.0177963-0.00117359j -0.0233584-0.000727195j -0.00523389-0.0251484j 0.0302479+0.0154732j -0.0125481+0.0157908j 0.012465+0.0024276j 0.016912+0.0133279j -0.0143766-0.0260375j -0.0394931+0.0270121j -0.0298537+0.0267724j 0.00451331-4.90277e-05j 0.0299232-0.0208381j -0.0115943+0.0293077j 0.00759805+0.00569452j 0.0250268+0.0117819j 0.0379799+0.0161396j 0.0160791+0.0100395j 0.0309584-0.0155597j -0.0137907+0.00353586j -0.0267273-0.0281656j -0.0161505+0.027101j -0.0114588+0.00014j -0.0145625+0.072857j 0.0128981-0.00211436j 0.00781394+0.0180698j 0.0292886+0.00815656j 0.018844+0.0296822j 0.00698514-0.019717j 0.010805+0.0053865j -0.00386159-0.00777609j -0.00333434-0.0163432j -0.0180318-0.0168669j 0.0036452-0.0168487j -0.00198298-0.01119j 0.0273919-0.00189858j 0.00841376-0.0171026j -0.00876539+0.0136132j 0.00341212-0.00711241j -0.0279804-0.00342883j 0.00264378-0.00742945j -0.0228243+0.0408435j 0.00293361+0.0156129j -0.00350935-0.00564963j -0.00641114+0.00168398j 0.00377505-0.000273521j 0.0218391-0.0106887j -0.00526028-0.0136848j 0.00346037-0.00262088j 0.00862781+0.0226889j 0.001077-0.00230792j 
0.0607345+0.0481099j 0.0139426+0.0771138j 0.0179172+0.0523384j 0.00403774+0.0381248j -0.0217236-0.0430412j 0.00533668-0.0457473j 0.00857249+0.0166916j 0.0243561+0.0235518j 0.00495571+0.0102499j -0.0208491-0.0259084j 0.0263057+0.00409664j 0.0221687+0.0259416j 0.00233217-0.0398371j -0.0142244+0.000178099j -0.0226992+0.036832j 0.00323965+0.00960649j -0.00590733+0.0116476j 0.0198961+0.00042475j -0.036835+0.0088235j 0.00101841+0.00538163j -0.00177345+0.00827827j -0.000506716-0.0147815j 0.018314+0.00672196j 0.0194076+0.0241532j -0.0197383+0.00209395j 0.0206818+0.00183838j -0.000568367-0.00410933j -0.0019891+0.00361031j 0.0183931+0.006452j 0.0208094-0.0183063j -0.00450257+0.0037498j -0.00590334+0.0156778j -0.00449436-0.0137083j 0.00497317-0.0148078j -0.0227259+0.0122815j -0.0232407+0.00443086j -0.0178607+0.0397597j -0.0138857-0.0140879j 0.0130081-0.00604943j 0.0117709-0.00903774j -0.00853713+0.0178402j 0.0179615-0.00990843j -0.0348259+0.0138113j -0.0276771-0.0142145j 0.0260491+0.00678621j 0.0133548-0.00988476j 0.00890953-0.0114171j 0.00310167+0.0168763j 0.00232042-0.00828857j 0.00470123+0.0314519j -0.0205379-0.0209254j -0.00778661-0.00504714j -0.0118223+0.0137833j -0.00365195+0.00728183j -0.00376676-0.00354856j 0.00594889+0.0326853j -0.0263527+0.00373894j -0.0107171-0.0167893j -0.0232754-0.0320006j 0.0179278-0.00262155j 0.0160963-0.00220378j 0.0269147+0.00315797j 0.00392426+0.0138438j 0.00379906-0.000484162j -0.0026862-0.00501839j 0.0262824-0.00524834j 0.00234243-0.0022431j 0.0760677+0.0259952j -0.0010582-0.0348984j 0.0407497+0.00658637j 
0.0378266-0.0187616j 0.0667827+0.102845j -0.00152483+0.0281327j 0.0511007-0.029931j 0.0168784-0.00293363j -0.0330173-0.0195108j 0.00174512+0.0164342j 0.0364041-0.00434702j -0.015943-0.0232261j 0.0647626+0.0498j 0.0240947-0.0475153j -0.00485182+0.0121673j -0.0392526-0.0107719j -0.0247129-0.0307217j -0.0239725-0.0542992j -0.0264292-0.0503286j 0.000398621+0.00590387j 0.0527423-0.0129823j 0.00223602-0.00851707j -0.0127754+0.0293452j 0.0325097+0.00735685j 0.00020682-0.0348294j -0.0148904+0.0187162j -0.0087775+0.00416185j 0.000954889+0.00638607j 0.00408959+0.00445841j -0.0121324-0.0177462j 0.0123969+0.00176049j -0.0578804+0.033062j -0.0116295+0.0126507j 0.00262173+0.0191631j 0.0150331-0.00950257j 0.00691314+0.0251155j 0.0190496+0.0189708j 0.0100075+0.00349658j 0.0144433-0.00400164j 0.00117391-0.0106883j 0.0224644-0.0179118j -0.0148791+0.022866j 0.00909604-0.00990173j -0.0254088+0.0128587j 0.007472-0.0187907j 0.0576811+0.0222377j 0.0380594-0.00471645j 0.0024227+0.00409327j -0.00714187+4.50284e-05j 0.00729632+0.01248j 0.00451564-0.00677969j -0.017345-0.00270819j 0.00442412+0.0111582j -0.0209095-0.0150252j -0.0188869-0.000418672j 0.0194784+0.00826967j 0.00551702-0.00352314j 0.0239201-0.00806559j -0.0314312+0.00175791j -0.0154+0.00141682j -0.00644286-0.00373015j -0.0171162+0.0043575j -0.0167161+0.0221852j -0.040901+0.0125928j 0.0241548+0.023065j 0.0137722+0.00432776j 0.0145334-0.00373722j -0.00207131-0.0127j -0.0100927-0.00928385j -0.0214689+0.0147909j 0.0270391-0.00161356j -0.00240795-0.00386019j 0.0170907+0.032817j 
-0.00803541+0.0102352j 0.00678801-0.0198459j -0.051921+0.05257j 0.00391482-0.0242569j 0.00292356-0.0233129j 0.065782-0.0126822j -0.0287469-0.0452167j 0.0114973+0.0121383j -0.0126089-0.0448318j 0.0348499+0.0184839j 0.0124571-0.0159085j -0.0231726+0.0565491j 0.00724281-0.0185909j -0.0307028+0.00286301j 0.00889766-0.0522592j -0.0228523+0.0190942j -0.033733+0.033534j -0.0322925-0.0292502j 0.00583886-0.0244685j -0.0219272+0.0161131j -0.0187049-0.00124616j -0.00446768-0.00390904j 0.000829669+0.00983123j -0.00194198+0.0132409j 0.00314604-0.0388911j 0.00112634-0.00232992j -0.0163911+0.00863675j 0.0200878-0.0234449j -0.0089732+0.0271343j 0.0128981+0.00892594j -1.177e-05-0.00255023j 0.00423969-0.00975763j 0.0144885+0.018514j 0.0114833-0.0130507j 0.00698913-0.00275521j 0.00432093-0.0117883j -0.0285826+0.0285426j -0.000435077-0.0223796j 0.0294846+0.0097526j 0.010229-0.00684578j -0.0136262+0.024602j -0.00792483+0.0197586j -0.0137228-0.0496666j 0.0143842+0.00669145j -0.016762+0.0341772j 0.00255074+0.0247678j 0.0168419+0.0196034j 0.0145961-0.00632611j 0.000830993+0.0103983j -0.0127579-0.0141721j 0.000367359+0.0133694j 0.00345293+0.00670593j 0.0175212-0.0262057j -0.0016211+0.00172093j 0.00385266+0.00373823j 0.0171216+0.00826118j -0.0242251+0.00702449j 0.0295669-0.00250723j -0.0195493-0.00228162j 0.0227975+0.0415487j -0.0123466+0.00849503j -0.0188268-0.00916075j -0.00843366-0.00143613j 0.00173368-0.00769213j -0.000417804-0.00241752j -0.00456004+0.0236235j 0.0222478+0.0332317j -0.0501812-0.00479656j 0.0230366-0.023196j -0.0207949+0.00440371j 
0.081031+0.17404j -0.118622+0.00508065j 0.00134337+0.028841j 0.0313879-0.00422955j 0.0165849+0.0219742j -0.0063794-0.00828166j -0.0260264-0.0621156j 0.00468462-0.0863472j 0.027314+0.0189266j -0.0073701-0.0141941j -0.0273929-0.0383868j 0.0436402-0.0197173j 0.0166438+0.0578596j 0.0156607+0.0253853j 0.00818356+0.0594072j -0.032075+0.0133163j -0.0395827+0.00161708j -0.00383-0.0290509j 0.0244252+0.00832396j -0.00888775+0.0194598j 0.0138128+0.00175116j -0.0331111-0.0129185j -0.00104153+0.0173471j -0.00696288-0.00456221j 0.00419933+0.00238125j -0.00087645+0.00292867j -0.0198558-0.00889607j 0.0160911+0.0315377j -0.0255819-0.00822356j -0.0139991-0.0106846j 0.0137173+0.00652091j 0.00384117+0.00304431j 0.0068594+0.00463353j 0.00454233-0.00540474j -0.0068992+0.00939404j 0.0100476-0.000546096j -0.0099426-0.0194389j 0.012706+0.00631443j -0.0196496+0.0161934j -0.03756-0.0299129j -0.0209836+0.00533645j -0.0179404-0.0273607j 0.0223985+0.00137246j -0.00405494-0.0141835j -0.0345343-0.0230688j 0.00831764-0.00166948j -0.00481474-0.000442945j 0.0209743-0.0120931j -0.0190524+0.0132088j 0.00265132-0.000436396j -0.0122424-0.00597554j 0.00643083+0.0149351j 0.01514-0.00641457j -0.00318539+0.00739819j -0.00206973+0.01265j -0.0176655+0.00103522j -0.00514346-0.0199919j 0.00875492+0.0131156j -0.0301936-0.00837573j 0.0250242+0.0132527j -0.0152787+0.00743661j 0.0617117+0.0428254j -0.00534656-0.000778473j 0.00208736-0.00105597j -0.00526168+0.0109176j -0.0343163+0.00433625j -0.00532095+0.0202664j 0.0575603+0.00747047j -0.0310421-0.0213026j 0.0333011-0.00979726j 
0.0956679+0.00258671j 0.0756665+0.154526j 0.0144046-0.0324679j -0.0185524-0.0247709j 0.0130863-0.00539412j -0.0149934+0.0150423j 0.0230313+0.0348301j -0.00612626-0.00588308j -0.0130075+0.0726212j 0.0118515-0.0440454j -0.0210738-0.00384603j 0.0238355-0.0202269j 0.0139681+0.0248985j -0.0116049+0.00110342j -0.0387356+0.0514207j -0.00934677-0.0448854j -0.00630185-0.0818246j 0.00449253-0.0104375j -0.00736878+0.0242078j 0.0206259-0.0308396j 0.0105486+0.00339101j -0.00245448+0.0196237j -0.00155395+0.00130357j 0.00432775+0.00644373j -0.0195888+0.00611055j 0.00735547+0.00599009j 0.0137545-0.0091804j -0.0322533+0.0375272j 0.0448395-0.021744j 0.0336351-0.0249258j 0.00124524-0.00722519j -0.0416387+0.00830121j 0.0224216-0.00596384j 0.00190066+0.0340791j -0.011154+0.0107639j -0.0346172-0.0175553j -0.000115208-0.0196878j -0.0245762+0.00177733j 0.0175237+0.00117124j 0.00961509+0.0366276j 0.0126247-0.0464749j 0.0246919-0.00572632j 0.0177587-0.0290894j -0.0380071-0.0391563j 0.000466406-0.02718j -0.00620125-0.0168269j 0.00911835-0.0284026j -0.0228914+0.0233936j 0.00368981-0.0145832j -0.00813817+0.0229848j 0.00926461-0.0146895j -0.00916566-0.00643791j 0.00762636+0.0493989j 0.00135759+0.00477088j -0.00851415+0.00995285j -0.0531674+0.00876676j 0.0121733-0.0152513j -0.026668+0.00432458j 0.0663507-0.018881j -0.0412661-0.0296844j 0.0695766-0.0243892j -0.0556988+0.0187519j 0.00900842+0.00825094j 0.00215884-0.00117632j 0.010875-0.00536891j -0.00161758-0.013658j 0.0288957-0.0239739j -0.0801001+0.021693j 0.0401591-0.0137733j -0.00833361+0.0254227j 
-0.0781331-0.0951823j 0.0522732+0.00322108j 0.0107626-0.063461j 0.0122237-0.0328892j 0.00632947+0.0226684j -0.0180881+0.044226j -0.000901623+0.0459374j -0.0169437+0.0164906j -0.0574721+0.016824j 0.0629021-0.00427281j 0.0408196-0.00258228j -0.0196756-0.032048j -0.0251673+0.00972534j -0.0478387-0.01256j 0.0105692-0.00270233j -0.00224242-0.0383002j 0.0294659-0.0737449j -0.00917878-0.0181531j -0.00373754+0.0188991j -0.0153113-0.0370143j 0.0246016-0.00962814j -0.0168625+0.0610889j 0.0134218-0.0210757j -0.00731071+0.00572096j 0.0128526-0.0123933j 0.0049465+3.50996e-05j -0.0118199+0.0105755j 0.00625587+0.00273174j -0.0281381-0.0304881j -0.0408223-0.0120988j 0.0244081-0.0220572j 0.0289553+0.00141044j -0.00530578-0.015765j 0.0152462+0.00750104j -0.012498+0.0160696j 0.022048+0.00686262j -0.0019493-0.00723388j 0.0374668+0.00566438j -0.0117148-0.021433j -0.0257345+0.00437444j 0.0170161-0.00462468j -0.0035656+0.0117889j 0.0211727+0.000270648j -0.000615323-0.0159728j -0.00651045-0.0112406j -0.0202619-0.00569524j -0.0240442-0.00926097j 0.0153684+0.00299813j -0.0113412+0.00089309j 0.0161005+0.00122338j -0.0110654+0.00629129j -0.00755423+0.000700582j 0.0113231-0.00964711j 0.00819796-0.00563865j 0.0124644-0.020482j 0.02001-0.0198513j -0.0179231-0.0050039j 0.00801664-0.0158179j -0.0344825-0.000464834j 0.0116576-0.0112226j -0.0810994+0.0143374j 0.0392909+0.00122116j 0.00644549-0.00500071j 0.00380025-0.000821393j -0.00129084-0.00621685j 0.00534233-0.00287979j -0.0403235-0.0109837j 0.0210203-0.0189657j -0.005698+0.0520045j -0.00619552-0.00723172j 
-0.0725003-0.0182695j -0.0808556-0.115332j 0.0395991-0.0443302j -0.0315733+0.0563799j -0.0205195+0.0229599j -0.0329139+0.026773j -0.00322369-0.00717045j -0.024083+0.0214857j -0.00671928-0.0395474j -0.038158+0.034688j -0.0455248+0.0548182j 0.0377156-0.0282171j -0.0163029-0.00586624j 0.0360968-0.040579j 0.0126638-0.00812797j 0.0146116+0.00836332j 0.0751418+0.0249761j 0.010139-0.0042401j -0.0384543-0.0123413j 0.0460276-0.0146776j 0.0310938+0.0187126j -0.0228518-0.0142987j 0.0266252+0.00222341j -0.00221172-0.00794911j 0.0201201+0.0183621j 0.00369159+0.0119599j 0.000985635-0.0081808j 0.00129043+0.00899313j 0.0355862-0.0436336j 0.00738644-0.00641916j 0.00900173-0.00490059j -0.00472357+0.0151808j 0.0270253-0.0361554j 0.00646013+0.00237327j -0.0111294-0.00859875j -0.0185618+0.00487518j -0.0144402+0.0061073j -0.0213818+0.0185617j 0.0205692-0.00828873j -0.0323471+0.0227689j 0.0286779-0.0352486j -0.0288699+0.00375812j 0.0108819+0.00256971j -0.0338493-0.0279203j 0.000209725-0.0272929j 0.00900847-0.0147642j 0.0105819-0.0198594j -0.0145755+0.0301481j 0.00617623-0.00294942j -0.00231952+0.00831616j -0.00378964-0.00942693j 0.00104264-0.00313405j -0.0266185-0.000694444j -0.010244+0.000325413j 0.010876-0.0125181j -0.00525104+0.016236j 0.0378464-0.0372783j -0.011082+0.010393j 0.0224906-0.0223388j 0.0158345+0.00499095j 0.00846999-0.0544213j -0.0115922-0.00464295j -0.00174994-0.00468848j -0.0030372+0.00325712j -0.00478058-0.000581395j 0.00178063+0.00347339j -0.0277875-0.0268389j 0.0198356+0.029138j -0.021843+0.00216822j -0.0112831-0.0342065j 
