-0.0114851+0.062486j -0.0122905+0.0470342j -0.0461912+0.0290419j -0.00480175-0.00411292j 0.00031544+0.0162958j -0.00995785-0.0114167j -0.00421169+0.000743089j 0.0240968+0.00947399j 0.0218585-0.00516748j -0.0418391-0.00970221j -0.0397581-0.0108956j 0.0278943+0.0150082j 0.0381599+0.0414692j 0.0132449+0.0164348j 0.00193204-0.00327795j -0.0199262-0.0177936j 0.00190858+0.00969617j 0.00550627-0.0206408j -0.00816738-0.0245013j 0.00795944+0.0193058j 0.0291705+0.0109931j 0.00918717+0.0199118j 0.031983-0.00720144j -0.0129056+0.000299438j 0.000407162+0.0186555j -0.0055071+0.0113342j -0.00875437+0.0175306j 2.07628e-05+0.0148135j -0.000502775+0.0309623j -0.0116903-0.00609717j 0.0134542-0.0255192j -0.0397697+0.0328936j 0.00368204+0.00623375j 0.00320586+0.00842209j 0.0173884+0.00989196j -0.0397623-0.0188416j -0.02304+0.0417668j -0.054976+0.0258558j 0.0532701+0.0495426j -0.0243965-0.130463j 0.004237-0.00245504j -0.00971069-0.0218257j 0.0120868+0.0811255j -0.0275334+0.0032671j 0.0226148-0.0475021j 0.00727267+0.00829334j 0.0501658-0.0360528j -0.017257+0.0219789j 0.0302191-0.0223049j -0.0512618-0.0114346j 0.0069311-0.0624897j 0.0151767+0.00216874j 0.0324535-0.00852717j -0.0221435-0.0143735j 0.0166774-0.00651623j -0.0288842-0.00229426j 0.0121687-0.00534781j -0.021126+0.0533131j -0.01318+0.0149538j 0.0885068+0.0893582j 0.108099-0.0423443j -0.000835387+0.0322987j 0.0126863-0.0227428j 0.00579786-0.00869698j 0.00382489-0.0100655j -0.0103744+0.0279518j 0.0231526+0.0927674j 0.1525+0.00973782j 0.0920775-0.187173j -0.113903+0.101162j 
-0.0170802-0.00944341j 0.0318109+0.0109383j 0.0245082-0.0133706j 0.0352488+0.0530591j -0.00278621+0.0602801j 0.0480234+0.00471765j 0.0873264+0.0565412j -0.0203151+0.0922071j 0.085625-0.073317j 0.0511576+0.0654287j -0.011225-0.00710362j -0.0266081+0.0330275j -0.035986-0.0141167j 0.0109326+0.0446268j -0.0410124+0.0524424j -0.031937-0.026155j 0.0497778-0.0317389j 0.0361479+0.0243605j -0.070099+0.111939j 0.0463141-0.0147292j -0.0276333-0.110002j 0.0928887-0.0346951j 0.0452349+0.0591055j 0.0429302+0.0709833j -0.00373885-0.014617j 0.00491174+0.126448j 0.0549067-0.0321939j 0.00517283+0.0293691j -0.0572267+0.0794451j 0.146446+0.0241505j -0.0685684-0.0184958j 0.0733349+0.0204748j 0.0434227-0.0453661j 0.0825361-0.0547369j 0.00299992+0.0172231j 0.0266404-0.025617j -0.0648484+0.0313127j 0.0325889-0.0687227j 0.0673376-0.00370482j -0.0883436+0.0055474j -0.0156699+0.00730178j 0.016343-0.00418594j -0.0493543-0.00743848j -0.00841829+0.0483133j 0.0463465-0.0717432j 0.0490501-0.0307785j -0.0257333-0.069266j -0.00627883-0.0573888j -0.00549471+0.0562644j -0.0108848+0.0281078j -0.014023-0.0474406j -0.101219-0.256822j -0.0711307-0.0231607j -0.0225191+0.0326904j -0.0372801+0.0054834j 0.108735+0.0229901j 0.0140523+0.00820632j 0.0161263-0.0205046j 0.0545763-0.102373j -0.0105972+0.0140003j 0.00987288+0.0274953j 0.0103959-0.00400562j 0.0676566-0.0187864j 0.217367+0.0668367j 0.144038-0.0642031j 0.0572501+0.0335098j 0.0116803+0.0140941j -0.00230986+0.00269411j 0.0144972-0.0215752j -0.0189549+0.000337627j 
0.0243203+0.011747j -0.0181552-0.0128039j -0.0355109+0.0356863j -0.0211568-0.0149021j 0.0294433+0.0727091j -0.0165828-0.052389j 0.0359518+0.0353773j -0.0770138+0.0159628j 0.00671616+0.144466j -0.0344294-0.0398361j -0.0361328-0.102514j 0.00504944+0.0658042j 0.0679913+0.0847863j -0.00710039+0.0491956j -0.0106536+0.0237803j 0.00180809-0.00457164j 0.0115751+0.00898948j 0.0175178+0.0559286j -0.0382281-0.0438584j -0.00942928+0.0171739j 0.0425303-0.0623877j 0.0576121-0.0156792j 0.07887+0.128675j -0.0561063+0.048607j -0.00431243+0.0321015j -0.0671012-0.0085612j -0.0408441-0.103039j 0.0175629+0.0254423j -0.00991716-0.0943031j 0.0389497-0.0760685j 0.0218044-0.0143533j 0.0244147+0.027812j -0.119828+0.0365508j -0.0667308+0.0385529j -0.0458496-0.0241126j -0.062744-0.051599j 0.0546628+0.0571866j 0.106633-0.0218341j 0.0983683-0.0207504j -0.0199241-0.0413965j -0.0283465-0.0158175j -0.0486355+0.0119528j 0.0391954+0.036542j 0.0960637+0.0190585j -0.0844039-0.0123439j -0.00903717+0.0833517j -0.0601109+0.0433308j -0.0235394-0.157045j 0.0404603-0.0236402j 0.00538755-0.021662j 0.0287804-0.0833706j -0.0658092-0.0254859j -0.0638163-0.0168516j 0.0373108+0.014936j 0.0486295-0.0474613j 0.144235+0.0365066j 0.0112635+0.0211747j 0.0202953-0.00288703j -0.0466432+0.0600825j -0.0501859+0.022442j -0.100701+0.039795j 0.0232234+0.0528242j -0.14719-0.0899888j -0.0864632+0.140395j 0.24905+0.0795824j 0.0517743+0.0482899j 0.0119229+0.0038536j 0.0682046+0.0258819j 0.00542927+0.00727965j 0.0302672+0.00347098j 
-0.00675623+0.000499308j -0.00221288-0.00868199j -0.0302908-0.00932069j 0.000860157-0.0378461j 0.0284819-0.022296j 0.00420578-0.021904j -0.0371099-0.0188182j 0.0142839+0.0180289j -0.0302406+0.0116343j -0.0577816-0.0330347j -0.0490553-0.0164156j 0.0568419-0.0420773j 0.0382717+0.00531146j -0.027787-0.0501544j 0.00834509-0.086422j -0.00274008-0.0296617j -0.0107677+0.0111024j 0.0225014+0.0119647j -0.0347035-0.0864999j 0.0155222+0.0424417j 0.0107509+0.0459975j -0.107583-0.0132501j -0.0276999-0.0334203j -0.0156392-0.0126769j -0.0258388-0.0514159j 0.0231338-0.0781124j -0.0525594+0.0570364j -0.0621952+0.0484295j 0.0188684-0.0249345j -0.0433327-0.0741388j 0.0298732-0.0162108j 0.0381918+0.00572674j 0.0306442+0.0470755j -0.0284901+0.0669794j -0.0162763-0.035897j 0.00528842+0.0489575j 0.00731232-0.0200492j 0.021207-0.025172j -0.00651779+0.00917267j 0.0741694+0.0361278j 0.0388821+0.0230182j 0.0326624-0.00482781j -0.0360806+0.0387698j 0.0315911-0.0654064j 0.00119123+0.0387072j -0.0377305-0.00382764j 0.00495463-0.000739845j 0.047525-0.0122536j -0.0163829-0.0416983j -0.0407646-0.0213795j -0.0242498+0.0375117j 0.0131915+0.0820808j 0.0503685-0.045233j -0.0152479-0.027313j 0.0764863+0.0117703j -0.0830162-0.0213083j 0.0621428-0.0387833j 0.0208496+0.0108978j -0.014202-0.0649424j 0.0387969+0.0110927j 0.0143524+0.0341871j 0.0117751-0.0115053j -0.103576+0.0288438j -0.100676-0.0906481j 0.0403654-0.0210554j -0.0029549-0.0223017j 0.0198835-0.00747223j 0.0381995+0.0416465j 0.0270946-0.00722154j -0.0252542+0.028222j 
0.0191603+0.0263198j -0.00615723-0.0136161j 0.0377168-0.042977j 0.0481047+0.0126792j -0.0772811-0.0280636j 0.103778-0.0201789j -0.0925769-0.00993277j -0.0948988-0.031454j 0.0395222-0.0974146j -0.0926986-0.0465932j -0.0412425-0.0656688j 0.0221226-0.044381j -0.130172+0.04284j -0.0448709+0.0216876j 0.0232814+0.0710426j -0.025744-0.0226707j -0.0636318+0.0800298j 0.0950951-0.141792j -0.110123+0.150717j 0.0693966-0.0200136j -0.0755102+0.127038j 0.00979939-0.103047j -0.0554029+0.0799622j 0.0786705-0.0161784j 0.0465437-0.180377j -0.0892057-0.115696j -0.083657+0.0962177j 0.0231597+0.258264j 0.0297706+0.0237323j 0.0340263-0.0217643j 0.0920915+0.11265j 0.0892402+0.218366j -0.0244614-0.0156089j 0.00989951-0.112949j 0.120406+0.0698663j 0.00234021-0.102493j -0.0178213-0.107051j 0.01681-0.107666j -0.0181189+0.0398422j 0.089945-0.00682789j 0.0233718+0.0416394j 0.0947698+0.0990986j 0.039285+0.0196745j 0.0149572-0.0385804j 0.00980255+0.110763j -0.0130574+0.02025j 0.112695+0.0468249j 0.141791+0.0425353j 0.0149904-0.0439234j -0.0263897+0.00583028j -0.0869415+0.0504129j 0.132879-0.1417j 0.058927-0.034043j 0.0351345-0.0200968j -0.0361003+0.0649419j -0.0504+0.0122622j 0.0458371-0.00545492j 0.0324298+0.0466525j -0.053924-0.0051387j -0.0108205+0.0377174j -0.0051973+0.0319523j 0.00980162-0.010723j -0.228636+0.0025672j -0.0761313-0.023105j 0.16711-0.0315836j -0.193142-0.0357937j 0.019935-0.000608716j 0.0139931-0.0120867j -0.022956+0.0027582j 0.00973644+0.00968318j 
0.00931536-0.0345932j 0.0338239+0.0133959j 0.00641748+0.00374809j 0.0219343+0.0238141j -0.076235-0.0809524j 0.0564214+0.0428247j 0.0322962-0.00610558j 0.0344897-0.00462157j 0.0349645-0.0593588j 0.0401865-0.0444716j 0.0185602+0.0873435j -0.00273064+0.108623j 0.00168396-0.0199232j 0.0149933+0.0344308j 0.128255+0.122085j 0.0267923-0.00529788j 0.00526218+0.0112465j 0.0261093+0.0273777j -0.044431+0.0637165j -0.0400598-0.0179557j -0.0351482+0.0505471j -0.076346-0.0085359j 0.0543018-0.110293j 0.000515205+0.0271217j 0.0121068-0.0436504j 0.0332782-0.0044821j 0.0748044+0.144619j -0.00171683-0.0707862j 0.0473212+0.0919149j -0.0763371+0.0275959j 0.0249567+0.0819356j -0.0552466-0.0117913j 0.0163519-0.046696j -0.0853211+0.0155781j -0.0105536-0.0304561j 0.0304063-0.0635203j -0.0844674-0.00951657j 0.0114942-0.0411871j -0.0428493+0.0578882j 0.0778936-0.0808165j 0.055928+0.00878378j 0.0140062-0.0186493j 0.0756983-0.0292696j -0.082494+0.0748279j 0.0395453+0.0238852j -0.0732036-0.0193771j 0.0365356-0.0391431j -0.0848373+0.154616j -0.00611977+0.0735113j -0.083843-0.0167372j -0.025145+0.0118296j 0.0038055-0.0024922j -0.0300875-0.00392322j 0.0581392+0.00864757j -0.0856966+0.00213249j 0.0433334+0.00992249j -0.0173183+0.0571311j 0.0743678-0.0469986j 0.0216528-0.0856362j 0.0353159+0.0232339j -0.0223946-0.00870015j -0.0339864-0.0287551j 0.115951+0.00982455j 0.104073+0.106723j -0.261801+0.0256681j 0.086503+0.00357994j -0.00477876+0.0308286j 0.00404773+0.0158772j 0.035311-0.00647626j -0.014751-0.0159578j 
-0.00940594+0.0209858j -0.0597582-0.066099j -0.0849074-0.0654156j -0.0420476-0.0765978j 0.0226274-0.0639106j -0.000459291+0.00297709j -0.0678035+0.00517903j -0.0658647+0.0684981j -0.0162139-0.0840291j 0.0523075-0.0673072j -0.0181764+0.101098j 0.0134589-0.152839j 0.0362606+0.030475j 0.0261495+0.0564401j -0.0939402+0.0317498j -0.00762748+0.0528332j -0.0204368+0.0258516j 0.0426306-0.0173813j 0.0680583-0.171696j -0.0199096+0.0546694j 0.104148-0.154665j 0.0677547-0.0139315j 0.0173587+0.00924938j -0.0624875+0.0600532j -0.0649347+0.0587633j 0.0494695+0.15538j 0.00899668-0.0543492j -0.112228-0.00142994j -0.036254-0.110419j 0.0102593+3.87391e-05j -0.070631-0.0544569j -0.00942418-0.0354833j -0.0177988+0.0112464j -0.0294417-0.00143293j -0.0555442+0.0230828j -0.0303016+0.093899j 0.0286137-0.104399j -0.0364959-0.026446j -0.0309387+0.121761j -0.01965+0.0953075j 0.0130993+0.090316j 0.0119922-0.0643997j 0.0438624+0.00269753j 0.0223328+0.00661213j -0.0231294+0.146063j -0.0185067-0.133947j 0.0391034-0.200791j 0.127006-0.0580802j -0.0553137-0.122283j -0.154904-0.0777573j -0.0555991+0.199439j 0.155002+0.0321835j 0.0252329-0.088705j 0.00490782-0.113016j -0.0250704+0.139483j -0.0338528-0.107169j 0.0650113-0.0788691j 0.0744499+0.115334j -0.0567797-0.173369j 0.0247438+0.0647534j -0.0244242+0.0424613j 0.000567651-0.148559j 0.102719-0.0158569j -0.0310566+0.049279j 0.02742+0.0318701j -0.0719064-0.0758359j 0.0729184-0.006567j -0.00523556+0.0247376j -0.00703085+0.028274j 0.0061145+0.00778892j 
-0.0208439-0.016165j 0.0192751-0.0117043j 0.0137852-0.0526783j 0.000206947-0.0266403j 0.0153774+0.000179927j 0.0182059-0.0212436j -0.0218152+0.0433279j 0.0458507+0.0957023j -0.00731143-0.0143057j 0.0348408+0.0250828j 0.047881+0.0537459j 0.0523411-0.0270821j -0.0575083+0.0398034j -0.000478416+0.0179806j -0.00789164+0.0231613j -0.0134603+0.0510357j -0.0358977+0.010211j -0.0266445+0.00822693j 0.0729837-0.0284206j -0.144047+0.00359645j -0.052238-0.0133478j 0.0262089+0.0556396j -0.00715964+0.00714042j -0.0820283-0.0122212j 0.0789591+0.0158892j -0.0497041-0.00822139j -0.0132716+0.00589108j 0.0366137+0.025164j -0.0020209-0.0535579j -0.103602+0.0592078j -0.0268754+0.0372544j -0.0763029-0.0707244j 0.0113004-0.0285784j 0.0191844-0.109336j 0.0520476-0.0373049j -0.0514917-0.00134862j 0.10452-0.0409007j -0.0571693+0.0577013j -0.0256107-0.040353j 0.0339751+0.0243698j -0.00291683-0.0397343j -0.0101936+0.0606673j 0.0632914-0.0317866j -0.0619443+0.0109828j -0.0332475+0.0573124j 0.00819169-0.006181j 0.0278024-0.0516862j 0.0294266-0.0747971j -0.0563469+0.060403j 0.000427544+0.0105144j -0.0398672+0.0245004j 0.02771-0.0815474j -0.0584186+0.0543441j -0.0154965-0.0193017j -0.0348117+0.0967456j -0.0498568-0.0242169j -0.0513918+0.0431956j -0.0392013+0.076943j -0.0417212+0.095265j -0.00690647+0.0207613j -0.0209419-0.0453132j -0.0315449-0.0751372j 0.0672119-0.027252j 0.160904-0.0408037j -0.0916355-0.059954j -0.0633975-0.0069816j -0.00438495-0.021508j -0.0418871-0.097386j -0.0800178+0.0321567j 0.0102131+0.0107253j 
-0.00478462+0.00493065j 0.00805584-0.0280273j 0.0214945-0.015508j 0.00664242-0.0423937j 0.0648383+0.00678993j 0.0187037-0.0534452j 0.00925042+0.035199j 0.0273919+0.140781j 0.0596915+0.0535682j 0.0230112-0.000296331j -0.0733003+0.0338116j 0.140999+0.0433752j 0.0348937+0.0737394j 0.0800502-0.0648479j -0.00996256+0.00502347j -0.00231661-0.043032j -0.0648457-0.0368704j -0.0510202+0.0322895j -0.000480543-0.110786j -0.0701403-0.000180063j -0.0457213+0.0194801j -0.139823+0.0186969j 0.0295952-0.0546849j -0.0661125-0.0182486j 0.0313816+0.0449117j -0.0810863-0.172933j -0.0213942+0.116164j -0.0482636+0.0676589j 0.0382763-0.0297727j -0.0833601-0.0211163j -0.0165142+0.0738135j -0.0303006-0.15651j 0.0398296+0.0979818j 0.0846906+0.00320549j 0.00907957-0.0486629j 0.0345937+0.0789422j 0.0884697-0.0694418j -0.0388419+0.0265695j -0.00812832-0.0628464j 0.0251639-0.026892j 0.00179544-0.096584j 0.035249+0.0895495j 0.0185009+0.0365001j 0.0302824-0.00234642j 0.0260558-0.0233059j -0.0378516-0.00657207j 0.0365652-0.102067j 0.046927-0.162226j -0.0659276+0.0351083j -0.0860161+0.068691j 0.0176128-0.0223776j 0.0404595-0.0688125j -0.0176589-0.0414438j 0.0425436-0.030886j 0.00692637+0.0620705j 0.0511867+0.0185816j 0.012588-0.065437j 0.0112566-0.0701462j 0.0229049-0.0637652j 0.000892326+0.0278735j 0.0421796+0.0386235j -0.00370698+0.0232001j -0.107258-0.0228076j 0.246661-0.033266j -0.00788554-0.055907j -0.0407952+0.00994607j 0.00807863-0.0268723j -0.00467172+0.0279128j 0.0319009-0.00398632j -0.00851948-0.00184571j 
0.0587707+0.0525227j -0.0681014+0.0185241j 0.00459483+0.0808726j -0.0537109-0.0350727j -0.0243214+0.00405357j -0.0416129+0.00217959j -0.110506-0.0366559j 0.0374047-0.112445j -0.0159628+0.00672205j 0.120951-0.00299103j -0.0204954-0.0603805j 0.0539876+0.0652888j 0.050484+0.035313j 0.0503837+0.00411353j 0.0573868+0.0937301j 0.00363089+0.0196429j -0.115719+0.0424614j -0.0125844-0.0204234j 0.0053875+0.0334041j -0.101124-0.0463955j 0.0443947-0.0140091j -0.045404+0.00548493j 0.0284133+0.0376411j 0.0465185+0.0597548j 0.0558745+0.126656j -0.037155+0.122506j 0.0371188+0.00642012j -0.0158546+0.00550668j -0.0837506-0.0284736j -0.0126982+0.0797845j -0.0112505+0.0228675j -0.0430566-0.0538156j 0.00847126+0.0995175j 0.00937482+0.043168j -0.0636605-0.0223763j 0.00508368+0.011928j -0.0476105-0.0699474j -0.0166972-0.0390292j -0.0462714+0.0532086j -0.00118733-0.0105281j 0.00851368+0.00498366j -0.109544+0.00984156j 0.12881-0.00425595j -0.0542412-0.0680853j -0.0444048-0.0108218j -0.0257195+0.00116131j 0.0582515-0.0157034j -0.00468461-0.0209797j 0.0114031-0.016752j -0.0527514-0.0264916j -0.00505662-0.0181397j 0.0288362+0.0145071j 0.0155407-0.00934355j 0.0501571-0.003728j -0.00511048+0.0358443j 0.0116423+0.0334308j -0.0124926-0.0148445j 0.0133481-0.0198448j 0.00840929-0.0271438j 0.0114958+0.0134901j -0.0571289+0.0318642j 0.00676104+0.0407185j 0.0893602+0.0215108j 0.0807724+0.149369j -0.080993+0.0173919j -0.0839623-0.00470317j 0.00413637+0.00699608j 0.0412004+0.0374805j 0.0127485-0.0132761j 0.0358471+0.00199196j 
-0.0384776-0.0423002j -0.000443739+0.0521454j 0.0146838+0.0779767j -0.0655105+0.00474064j 0.0237995+0.053237j -0.1052+0.00884736j -0.0585465-0.064679j 0.120472-0.0853806j -0.0708676-0.00543165j 0.0953024+0.0166401j 0.0296337-0.0662753j -0.0360943+0.020337j -0.0505333-0.0153178j -0.00988105-0.0620202j 0.041985-0.0460845j 0.0814335+0.0666455j -0.00611647+0.134168j 0.0325385-0.0486224j 0.0133391+0.164826j 0.0207113-0.12742j 0.0467587+0.0234072j 0.0289053-0.0459209j -0.0525124-0.0776882j 0.0881241-0.00435495j 0.130612+0.0821673j -0.0513345+0.146051j 0.0662221+0.0224034j -0.0120306+0.012125j -0.109022+0.0037615j 0.0328188+0.0269905j -0.0399565+0.0341772j -0.0121819+0.017012j 0.0710039+0.0153386j 0.105757+0.0494989j 0.0798586+0.0419254j -0.0143986-0.0060271j -0.019644-0.0423826j -0.00725644-0.0059326j -0.0795855+0.0284262j -0.0169632+0.0485895j -0.0220192+0.0165244j 0.00282915-0.0559899j 0.0554515+0.0601805j -0.0276902-0.0588371j 0.0165522-0.0336972j -0.0513331+0.00546822j -0.0237864+0.0548157j -0.0407762+0.0239644j 0.0723692-0.0621914j 0.0271613+0.0168934j 0.0543617-0.0252087j -0.0237956+0.0381902j 0.0289959+0.03388j 0.0371406+0.0214607j -0.00837644-0.0420102j -0.0879097-0.0113748j 0.00211863+0.0132641j -0.098487-0.0219411j 0.0344929+0.0322886j 0.0517811-0.0717192j -0.0545455+0.0371357j 0.0719175+0.0819415j 0.0363432+0.0769084j -0.00227465-0.0492813j 0.00548309-0.0968212j -0.020209+0.0061036j -0.00769366+0.00358259j 0.0617903+0.0354568j -0.0120245+0.02414j 0.029901+0.0322767j 
-0.0338322-0.0381479j 0.0103501-0.0153504j -0.0451209+0.0488203j -0.00814008+0.00845122j 0.0131216-0.0213271j -0.022246+0.124885j 0.0188569-0.136001j 0.00335586+0.0250083j -0.0427415-0.0369428j -0.0169104-0.062975j 0.0258162-0.0237564j -0.0746582+0.119742j -0.0328652-0.00762136j -0.0682282+0.0220659j 0.0812013-0.0202547j 0.0361635+0.0523093j 0.0453572+0.0965191j 0.000541614+0.0023667j -0.115243+0.16423j -0.0352492-0.0361744j 0.110666-0.0702851j 0.044413+0.0391605j -0.0318118-0.111442j -0.0385023-0.00321709j 0.0566386-0.00575489j -0.114879+0.0720456j 0.130271+0.0464355j -0.0193301+0.00694109j -0.00656788-0.110322j 0.0595468-0.0799849j -0.0307946-0.0751415j 0.0236903+0.0474734j 0.0424938-0.0811161j -0.0553566-0.0198975j 0.00408688+0.0409398j -0.0373101-0.0368955j 0.0016205-0.0104321j 0.0151989-0.0753546j 0.0142891+0.0515879j 0.042433+0.0437584j -0.0226123+0.0876193j 0.0524092-0.151935j -0.0627345-0.138559j -0.0221835+0.135172j 0.00312165-0.0443218j -0.076263+0.00476383j 0.00334867-0.0147037j -0.0203623-0.06599j 0.0759821-0.131754j -0.11874-0.0280963j -0.0165821+0.033872j -0.0565751+0.0753239j -0.104885-0.00880225j 0.0212542-0.0242131j 0.07166-0.00783158j 0.072138-0.0542251j 0.00769692+0.0158304j 0.0239803+0.013052j -0.0369006+0.0298965j -0.0418589+0.0679217j 0.0082515-0.0888541j -0.0292879-0.0704783j -0.100697+0.0612337j -0.0233023+0.0645796j 0.144843-0.00826132j 0.138329+0.00845811j -0.0164989+0.0509582j -0.0456192-0.0501131j -0.0162239-0.0251936j -0.0414342-0.0216795j 
0.0387411-0.0286424j 0.0919619+0.0972196j -0.0486268+0.00612885j 0.0240377+0.00468919j -0.023407-0.0266856j -0.0533871+0.0641145j 0.0606852+0.0711256j -0.0048686-0.0501016j 0.100301-0.0280588j -0.00399925+0.0241741j -0.000638475+0.0782256j -0.105671+0.0743319j -0.0407544+0.00954589j 0.00996815+0.0270161j -0.100955+0.0490788j 0.0512593+0.0609599j 0.0969657-0.119879j 0.11373+0.0807498j 0.0803951+0.0284893j 0.0367848-0.0820205j 0.0605242-0.0347526j 0.0178994+0.0242582j 0.0212346+0.0953161j -0.0419059+0.0118117j 0.00327493+0.00753452j -0.0803182-0.0436527j 0.0298357-0.0529707j -0.0219466-0.0541276j 0.0610344+0.117689j -0.0118591+0.0356426j 0.0391731+0.0297704j -0.0903591+0.0155092j 0.0213371+0.0184176j -0.0140356+0.113976j 0.0138994-0.146437j 0.0192429+0.0135958j -0.0124767-0.105155j -0.0298493+0.0549026j -0.0162243+0.057412j 0.0804744-0.0621295j -0.125693+0.0109645j 0.0182841+0.0202377j -0.0111236+0.0599821j 0.189109+0.170314j 0.0542861-0.0426475j -0.0455491+0.0222329j -0.00760987+0.061561j 0.00843132+0.0372899j 0.00600886-0.0103727j 0.0375707+0.0286324j -0.0537223-0.000976469j 0.00461855+0.033295j -0.0521888+0.0112514j 0.0563978+0.000218797j -0.023428-0.00475152j 0.0574458-0.0328113j -0.0145263+0.00144717j 0.0402952-0.0460237j 0.0915736+0.0476267j -0.0539656-0.0539467j 0.0461064-0.0164678j -0.0232251+0.0349637j 0.0825921+0.00433373j -0.0199551+0.0924645j -0.0438218+0.0335946j -0.0812589-0.00632717j 0.010417-0.000272164j -0.0807197-0.0433104j 0.0426089-0.00551663j 0.0107955+0.0164407j 
-0.00650408+0.0178663j -0.0209085+0.00763169j -0.0357255+0.00188417j -0.0849967-0.0405907j -0.0687936-0.0290374j -0.0286193-0.0496413j -0.0344084+0.0380861j -0.0434476-0.0284053j -0.0741434+0.00821986j -0.0402632-0.0206711j 0.0434825+0.0385026j -0.0626456-0.0885818j 0.00375707+0.0432625j 0.00194193-0.00258887j -0.0782775+0.0652839j 0.0323138+0.0730089j -0.0586836+0.00681989j -0.00717133-0.0659342j 0.00785417+0.109976j -0.038575-0.0527313j 0.0214513+0.0148603j 0.0193534+0.052553j 0.117124+0.0759936j 0.103418+0.100633j 0.050135-0.0334789j 0.0682295+0.0642141j -0.045541-0.0450686j -0.0242327-0.000925055j 0.042091-0.0292869j 0.0472259-0.000418368j 0.0457063-0.0669703j 0.00350766+0.0281089j -0.0212328-0.0252699j 0.0117613+0.0270961j -0.0573262+0.0316741j -0.0771313-0.00893782j -0.0163173+0.0440475j -0.0823186+0.0234095j 0.0590596-0.00887456j -0.0305612-0.0652454j -0.0280167-0.00771747j -0.00556773+0.193036j -0.0419138+0.00420357j -0.00394547-0.0607013j -0.0352743+0.0504527j 0.0398482-0.0102084j 0.0585306+0.0153991j -0.000295059+0.0707994j 0.00795642-0.0195785j 0.0682428+0.0290048j -0.0118147-0.0399692j 0.0613144+0.016382j -0.00408166+0.0218591j 0.0248535+0.00752637j -0.0378869-0.00640472j 0.0372251+0.0337335j -0.0230535+0.00182907j 0.0131573-0.0249554j -0.0313964-0.0664288j -0.00748522+0.0224835j 0.0568295-0.00422286j 0.00335948+0.0207641j 0.0472625-0.0255574j -0.131326+0.0590787j 0.00260887-0.00855101j -0.0502275+0.00987307j 0.0028857-0.0199799j 0.0034486+0.0193774j 0.0132022-0.0338374j 0.0154732-0.0103812j 
-0.0208937-0.0065538j -0.004073-0.0148108j 0.000520382-0.0208518j -0.0485339-0.0195968j 0.0372283+0.0275464j -0.0746462-2.23689e-05j -0.0081557+0.0191294j 0.0179781-0.00499978j -0.0144894-0.0452871j 0.015791+0.0291282j -0.0306511+0.0132537j 0.00780469-0.0645339j -0.00537447+0.0187224j 0.0433463-0.0435951j -0.0158267-0.0467832j 0.020029-0.0107714j 0.0223289+0.0243271j 0.0207-0.031607j 0.000575105+0.0316466j 0.0749728-0.0449682j 0.0162232-0.0330594j -0.00515693-0.0205157j -0.0406646-0.0576845j 0.0386379+0.0117221j -0.0214744+0.0189646j 0.0148725+0.0308087j -0.00404561+0.0310059j -0.0594214+0.0223763j -0.0103376-0.0190332j 0.0270274-0.0115741j -0.0607866+0.0283635j 0.0760099+0.0171285j 0.0675265-0.0254858j 0.0839209+0.0523581j 0.0168975+0.0276617j 0.002949+0.0246425j -0.00260089-0.0201128j -0.0600847+0.0130116j -0.0119411+0.00944056j -0.00638847+0.0599923j -0.0156217-0.016526j 0.0550913-0.00571594j -0.080193+0.0259668j 0.0119755-0.0272632j 0.0397747-0.0148911j 0.0194926-0.00295515j -0.00520564-0.0124468j -0.00572047-0.0248786j 0.0317157-0.0472585j -0.0036061+0.0235021j 0.0150401+0.00653491j -0.000819731+0.00516593j 0.031036+0.0157843j -0.0115167+0.00422511j 0.000670382-0.0283227j -0.0541036+0.0107543j 0.0185817-0.0446198j -0.0466073+0.00893953j 0.0357116-0.0451948j -0.0105422-0.0282377j 0.0652936-0.00638386j -0.0230742-0.0497646j -0.0410275+0.0178814j -0.0391082-0.0810886j 0.0999714-0.0349544j 0.0325856-0.0042881j -0.00721879-0.0271439j -0.041442+0.0327529j 0.0271609-0.00438796j 0.00174973-0.0288708j 
