-0.00483188-0.00578322j 0.0047064-0.0407168j -0.00661174+0.00333322j -0.00863025+0.0325174j 0.00912955-0.00202361j 0.00184294-0.00426945j -0.00445978-0.0280007j 0.00263779+0.00665056j 0.00996535-0.0283611j -0.00589508-0.00227105j -0.00964265-0.00048366j -0.00447056-0.00433014j 0.00347329-0.0140783j -0.00931635+0.0110163j -0.00654447+0.0131186j -0.00135969-0.0155951j -0.0115326+0.0193762j 0.011073-0.00594272j 0.00437642+0.0520844j 0.00541507-0.0108465j -0.00672197-0.00213737j -0.00218862-0.0206109j -0.00917179-0.007861j 0.000619016-0.0233312j -0.00731058-0.0101579j 0.00063745+0.00786947j -0.000255426+0.00553663j -0.00281006-0.0136402j -0.00774176-0.017022j -0.00119462-0.00960592j -0.00328263-0.0167028j -0.0104754+0.00814276j 0.0359271-0.00680259j -0.00289755-0.0107405j 0.015744-0.00509023j -0.0156757+0.00120686j -0.0245686-0.0440304j 0.02262-0.0164281j 0.00894846+0.00241596j -0.0320613+0.044141j -0.0112419+0.0347679j -0.0432254-0.0107272j 0.00528159+0.00425391j 0.0111364+0.0370861j 0.0114831-0.00210515j 0.00710028+0.00449833j -0.0198784+0.0167537j -0.000631373+0.00878065j -0.0192871+0.0332775j -0.00566119-0.0556812j 0.0177903+0.00985632j -0.0245286+0.0131662j 0.0434145-0.02157j -0.0256948-0.0219713j -0.0012313+0.0273378j -0.0280239+0.0874548j -0.0642412-0.0256087j 0.00659591+0.00044691j 0.011353-0.00831813j -0.0207918-0.044989j 0.00952136-0.0450949j 0.0137534+0.0313115j -0.00876825-0.0209849j -0.0154427+0.0094369j -0.0131622-0.0228197j -0.0158828+0.0167699j -0.00773841+0.000851482j 0.0146185+0.0109263j 0.00432956+0.0147167j 0.00348181-0.000316854j -0.0129593-0.000797449j -0.00514458-0.0162041j 0.00132105+0.00746218j -0.00524682-0.0193513j -0.008664+0.0240317j -0.0207859-0.00627507j -0.00134692+0.0018241j -0.00989273+0.00402241j -0.00722533+0.015045j -0.0203759+0.0319124j -0.00670198-0.00132499j -0.00504105-0.00904574j -0.0129773+0.00453575j 0.0224186-0.0176848j -0.00958375+0.052843j 0.0960314-0.010347j 0.0557073+0.0245644j -0.0117784+0.00609268j -0.00140267+0.0321833j 0.0336507+0.0819397j -0.136174+0.0771892j -0.0664303-0.0578347j 0.0165362-0.138707j 0.0232098-0.216354j -0.0244905-0.425166j 
-0.00309715-0.0122112j 0.00535531-0.0138207j -0.0161803-0.0140033j 0.00177245-0.0155406j -0.0012373+0.0143538j -0.00895942-0.0695345j 0.00173199+0.00091137j 0.0142308+0.0395092j 0.0088583-0.0327089j -0.000725627+0.0191578j -0.00665114+0.0294604j -0.00710587-0.00596024j 0.000931529-0.0188523j -0.00898779+0.00235132j -0.0069252+0.00680063j -0.00745196+0.00455465j -0.00621025+0.0136314j -0.01409+0.0263333j 0.00963019-0.00368926j -0.0180623+0.0293294j 0.00446183-0.00389421j 0.00756537-0.0113246j 0.00296179-0.068993j 0.01132-0.0418096j 0.0111552-0.00641696j -0.00780575+0.0222204j -0.00590622+0.0264094j 0.0140353-0.0123963j 0.0096094+0.00483582j 0.00755639-0.0141562j -0.00526173-0.0145378j 0.00330184+0.0574092j 0.0182499-0.0289494j -0.00633044-0.0317254j 0.000852546+0.0570969j -0.0358217+0.0106224j -0.0356115-0.0149078j -0.0333185+0.108889j 0.015081-0.0100614j -0.0130526+0.06911j 0.0173132+0.022138j -0.0456039+0.0182198j -0.0351641+0.0047121j 0.0409754+0.0838768j 0.0344495-0.0399458j 0.0138591+0.0103659j -0.00424101+0.053164j -0.00130876+0.0090722j -0.00431181+0.023685j -0.00216103-0.0378915j 0.036285+0.0418435j -0.00369643-0.0128679j -0.0106824+0.0202707j 0.0294186-0.0108141j -0.0188043-0.0110386j -0.0303669-0.0303442j -0.0208457+0.0622538j -0.030703+0.0275335j 0.144699-0.0261725j -0.123334-0.048137j -0.0909247+0.0218577j -0.0308371+0.0602464j 0.0534345-0.151432j 0.0960553-0.0240057j 0.0162824-0.0601947j 0.0196022+0.093j -0.0658443-0.142537j -0.0481951-0.00462766j 0.0206551-0.0206168j 0.0477258+0.0906641j -0.0324897-0.0933363j 0.0377779+0.0706902j -0.0130803-0.013823j 0.0505927+0.0656716j 0.0150427-0.0228381j -0.0196407+0.0260561j -0.103736+0.00499621j -0.0579048-0.0201393j 0.0884752-0.0553093j -0.101237+0.0387657j 0.0582134+0.0914077j -0.0952819+0.0942569j 0.0396469+0.121516j 0.00335737+0.00407179j 0.0424071+0.0868657j -0.0241066-0.026118j -0.0694938+0.093142j -0.00159901+0.000753906j -0.0118139+0.0433039j -0.337432+0.0631442j -0.1673-0.088672j 0.159199+0.0207259j -0.0225756+0.063186j -0.077725-0.257174j -0.0721965+0.145008j 
-0.00476184-0.00809152j 0.0117307+0.00463025j -0.00906673+0.0116693j 0.0133572+0.039558j -0.00808142-0.0210512j 0.00830513-0.0234844j 0.0171813+0.00909388j 0.0161019+0.0175977j 0.0106983+0.0240793j -0.0217116+0.00570493j -0.0238895+0.0114994j 0.0302148-0.0113623j 0.0395047+0.00734538j -0.00492455-0.0164143j 0.00402833-0.00315672j -0.0166961+0.0435171j 0.0316937-0.0362052j -0.0223238+0.0233499j -0.0166134+0.00669939j 0.0167773-0.0390081j 0.0165123-0.0354088j 0.00385198+0.0160321j 0.000375017-0.00610495j 0.00157944-0.0300547j -0.00668939+0.0200961j -0.00444034+0.0109262j 0.0221197-0.0310624j 0.0171721+0.0161427j -0.0175409+0.010136j -0.00486834+0.0142419j -0.0152508+0.0157857j 0.00410846+0.0207654j 0.014834-0.0491564j 0.0216058+0.0180699j 0.00929422+0.0507785j -0.0243571-0.0545568j -0.0312431+0.0406464j 0.0256957-0.0242345j 0.00423865+0.049737j -0.0121875-0.0402288j 0.0332405-0.0445961j 0.0224796-0.00265852j -0.0336864-0.0125124j -0.0097654-0.0123511j -0.0356445+0.016291j 0.0213974-0.0240406j -0.0521264-0.0406821j 0.0574993-0.00769152j 0.0240582-0.0386566j 0.0250061+0.056491j 0.0150993-0.0213104j 0.037775-0.00682741j -0.0926696+0.00778548j 0.0487759+0.00571209j -0.00168362-0.0243857j 0.0360724-0.0579522j 0.115293+0.0120766j -0.00792125-0.0130615j 0.0181126+0.00240439j 0.0205009+0.0540202j -0.00295812-0.00626671j 0.000724054-0.094228j -0.0338363+0.0472022j 0.0522058-0.0911226j 0.0260562+0.0719826j 0.0568106-0.0197517j 0.085756-0.0568864j -0.115123-0.0693262j -0.0351566+0.000867094j 0.0127116-0.0178385j 0.0732184-0.104725j -0.04568+0.022277j -0.00467664-0.0512192j 0.0701638+0.160404j 0.165441-0.0764982j 0.0298363+0.0609895j -0.137452-0.0720281j 0.0512863-0.102489j 0.00679162-0.135796j -0.00662275+0.112542j 0.0529197-0.03473j 0.185662+0.0255283j -0.031652+0.0707365j 0.0673865-0.0171224j -0.0558319-0.0748472j 0.129073+0.116546j 0.0358778+0.00320305j -0.0112554+0.0433088j -0.00172005+0.0371458j 0.0257928-0.0805909j -0.131243+0.115218j -0.0736837-0.108107j -0.00312039-0.042985j 0.0311704-0.0557191j -0.0332455-0.129456j 
-0.0177509+0.000384661j 0.00346497-0.0404796j -0.0206101+0.0378412j -0.00112079+0.0143355j 0.0088649+0.0436764j -0.00187255+0.00837363j 0.0155752+0.00426569j 0.0123911+0.00255592j -0.00114442+0.0172344j -0.00360599-0.00652312j -0.00830556-2.11356e-05j -0.0210245+0.00846576j -0.00734451-0.000952823j 0.0227856+0.00391094j -0.0706175-0.00439855j 0.0481005+0.00496211j 0.0162423-0.019953j 0.000642539+0.000601094j 0.0168447+0.0142822j 0.00701302+0.00592513j 0.00192124-0.0158968j 0.000141165-0.0275501j 0.00103249-0.00400982j 0.00320985-0.00197008j 0.00124416+0.0041508j -5.80642e-05+0.0294258j -0.0184028+0.00343457j -0.0222445+0.0270233j 0.00346683+0.0478693j 0.0048755+0.0231669j -0.00841043-0.00249652j -0.0074776+0.0199979j 0.047017+0.0336372j -0.0209921+0.0208068j 0.00437842+0.0667489j -0.0356742+0.0306071j -0.0102585+0.0530665j -0.000131549+0.00790716j -0.00278295-0.00236241j -0.00126762+0.0376989j 0.00147763+0.010452j -0.0635744+0.0217226j 0.00196427+0.00574538j -0.00667729+0.053554j 0.010325-0.0120038j 0.061193-0.0155203j -0.038422+0.0272698j 0.0768174+0.0103391j 0.040991-0.00807714j 0.0458803+0.0201586j 0.0685944+0.0452687j -0.0230606+0.0170976j 0.0188067+0.0142395j -0.0166996+0.00972427j 0.0329282+0.00907612j -0.0101556+0.0113816j -0.0183304-0.00446132j -0.0775008+0.0287032j 0.0741268-0.0405083j -0.0513813+0.0742644j -0.0422073-0.11656j -0.0277111-0.0744966j 0.002924-0.0663294j 0.00206292-0.0487255j 0.000655378-0.0841017j -0.0523017+0.0988283j -0.0242062-0.108448j -0.0152466-0.0209676j 0.0740598-0.0204803j 0.0312893+0.118461j -0.0900873-0.0128733j 0.0520403+0.0811657j -0.0276565+0.0657399j -0.0515474-0.0862092j -0.0619298+0.0412558j -0.142878+0.0202293j 0.039068-0.000872575j 0.0980113+0.0450526j -0.219745+0.0318112j -0.15055-0.0306015j 0.293277+0.0107001j -0.266662+0.0913834j -0.00157557-0.191691j -0.107297-0.0740918j -0.00747351+0.139694j -0.051279-0.0316375j 0.0190537+0.285859j 0.0115128+0.0134937j 0.0303062-0.000888631j -0.0621838-0.0764811j 0.0468046+0.0455802j -0.0745675+0.0828016j 0.0243568+0.201155j 0.0047881+0.0305408j -0.000943022-0.0242316j 
-0.0226398-0.0476395j 0.017506-0.0579947j -0.00303077+0.037184j -0.0122887+0.00123135j 0.010326+0.0505091j -0.0183806-0.0267025j 0.00158502+0.00969818j 0.0224722+0.00575209j 0.0294761-0.00759443j 0.00949981-0.0272656j -0.0287371+4.77521e-05j 0.0122282+0.0114514j -0.00548023-0.033615j -0.0202059+0.0301389j -0.010987+0.00983596j -0.0099296-0.0367756j -0.0115707+0.000446765j 0.0125828+0.010317j 0.0120341-0.00250923j 0.0112332+0.0428951j 0.00401181-0.0189334j 0.000550089-0.0654036j -0.00740624+0.00454281j 0.0150616-0.0677679j -0.0279685-0.0497068j 0.00971439+0.0310218j 0.024333+0.00311644j 0.0193044+0.00675337j -0.0154682-0.0111558j -0.00151717-0.0150302j -0.00312823+0.000133418j -0.0270436+0.0146138j 0.07761-0.0205566j -0.00624175-0.00383478j 0.0449038-0.00974811j -0.0825428-0.0203771j -0.0239232-0.0297032j -0.00682583+0.0313149j 0.0128852-0.0253903j 0.0112691+0.00981013j -0.00829504-0.0258485j -0.0619641+0.0272222j 0.029761+0.00252724j 0.0173953+0.00167502j -0.00263029-0.012846j -0.0283119-0.0312879j -0.014798+0.020085j -0.0333048+0.0311618j -0.0494043+0.123212j -0.0327731-0.122261j 0.0420744+0.00985887j 0.00856134+0.0210897j 0.00410326-0.0530978j 0.0259127-0.0519464j -0.0434557+0.00575983j -0.0734452+0.0900041j -0.135246-0.0571407j 0.0189658+0.0221056j 0.0894245-0.0496713j -0.0572772-0.0785219j -0.0362254-0.102376j 0.0167978-0.0781585j -0.0481559+0.0698831j -0.0701393-0.0840479j 0.0148098-0.0678746j 0.00176+0.0585451j 0.0732762+0.0252008j -0.0471281+0.012882j 0.105755+0.0281014j 0.0538793+0.0615336j 0.0419316-0.0988125j -0.0635164+0.040031j -0.107537+0.104497j -0.0539526+0.0340418j 0.0608863+0.0907993j 0.141882+0.12883j -0.105859+0.0535232j -0.026195-0.0535651j 0.00339502-0.0787729j -0.0830188-0.0159041j 0.0408017-0.0151035j 0.211739-0.0159096j -0.0292582+0.0959905j 0.0551663+0.030165j 0.019762-0.0135074j -0.106432+0.171016j -0.10966-0.0770166j 0.0410956+0.00518159j -0.0116209-0.0588119j -0.0672606-0.0899832j 0.103729+0.0569208j 0.0609489-0.0653986j -0.0384308+0.0935613j -0.0454215+0.0190505j 0.020693+0.118764j 
0.00265286+0.0138443j 0.000418291+0.00155524j 0.000775162+0.00397085j -0.00147777+0.0127617j -0.00445414-0.017079j 0.0281532+0.0161018j -0.0104741+0.0217147j 0.0150042-0.00374216j -0.0339989+0.0114732j -0.00159484+0.00155802j 0.021216-0.00397218j 0.00550385+0.0158518j 0.0164571+0.0325685j -0.00684323-0.00866428j 0.0412932-0.0140064j -0.0496089+0.00905632j 0.015564-0.0129162j 0.0313055+0.00355175j 0.00583296+0.0050473j -0.0274166-0.0265842j -0.00735415+0.0016465j -0.0259955+0.0219932j 0.00289483+0.00118738j -0.00928021+0.0737687j 0.0172995+0.0493512j -0.00571158-0.0333202j -0.0143602+0.0293562j 0.00638057+0.019099j -0.00602062+0.0454719j -0.000758862+0.00473961j 0.00269213-0.00863855j -0.000794297-0.00205493j -0.00681062+0.024313j 0.0048552+0.0152003j -0.0375261+0.0955029j 0.0208084+0.0309461j 0.00436499+0.0793558j 0.00959272-0.0188146j -0.007894-0.00507072j -0.00236007+0.0104502j 0.00149293-0.000465228j -0.0102015-0.00250696j -0.020463-0.00644568j -0.0015569-0.0188899j -0.00875984-6.22045e-05j 0.000828326-0.0368399j -0.0187617+0.0333345j 0.0237606-0.00437004j 0.00344069-0.0283247j -0.00577769+0.0438182j -0.0159879+0.0491866j 0.0623775-0.0439791j -0.00971907+0.0254752j 0.0340254+0.00870699j -0.0261237-0.0796295j 0.0361897-0.0196195j 0.0633952+0.0427805j 0.000483559-0.00513235j -0.0123564-0.00646397j 0.0127347+0.00763868j 0.0114641+0.041646j -0.00283478+0.0250007j 0.0240555-0.0437659j 0.0269284-0.0202107j -0.0183021+0.00929807j -0.00782282+0.0371987j -0.0102604-0.0986573j -0.0132484-0.0664159j -0.0106782-0.0217356j -0.0468984+0.0422708j -0.12383+0.0833059j 0.0699374+0.0202108j 0.0505575+0.0213933j 0.00590155-0.113639j -0.102492+0.000954214j 0.00764628-0.0899769j -0.229886+0.113898j -0.254176+0.0324369j 0.270593+0.0608511j -0.233628-0.00444998j 0.0370474+0.132902j -0.0733951+0.139869j 0.0641197+0.351299j 0.043926+0.00303576j 0.0207323+0.203129j 0.0420637+0.0412477j 0.0929698+0.0436918j -0.0174714+0.00493829j 0.0205774+0.0189105j 0.0866166+0.0218032j -0.0304278+0.0264925j -0.10215+0.0299622j 0.0308439+0.00482243j 0.0471175+0.0350677j -0.00728197-0.101115j 
0.00386867+0.0367027j -0.00984616+0.0202106j 0.00680297-0.00845125j 0.00562839+0.0090301j 0.00262802-0.0371206j 0.0124742-0.0174051j 0.000112544-0.00502927j -0.0158358+0.00686111j -0.0112781+0.0197886j 0.0150281+0.0335075j -0.0140793-0.0265498j 0.000139745+0.0171191j -0.0103607+0.0223906j 0.00208863-0.0168995j -0.019784+0.0417592j 0.0223444-0.0110287j 0.00689924-0.00648468j -0.0189884+0.0127637j -0.0210495-0.000141154j 0.00558756-0.0224323j -0.000117072+0.0120018j 0.00214227+0.0343783j 0.00270532-0.0308324j -0.00303658-0.0116696j 0.0108816+0.0403072j -0.00527195-0.0239467j -0.00481993+0.0113641j 0.00638246+0.00286492j -0.00175147+0.00548376j 0.00234431+0.000615284j -0.00196965+0.0206711j 0.0154142+0.00541704j -0.0287583-0.00951209j -0.0186939+0.0086579j -0.0149996+0.0121767j 0.0253461-0.0267016j 0.00642411+0.00791512j 0.0116384-0.0434699j -0.00145929+0.0114302j -0.00311105-0.03317j 0.00378321-0.0159094j 0.0239268-0.0220689j -0.0107219-0.00369403j -0.0038143-0.0214117j -0.00642544+0.00189191j -0.00652334+0.00610157j 0.00840341-0.00829753j -0.0143238-0.0177167j 0.00606438-0.0405046j -0.00753061+0.0288378j -0.0172386-0.00856873j 0.00938889+0.0294037j -0.0469717+0.00448753j 0.0146829-0.0101261j 0.0133848+0.0439595j 0.0237373-0.0223989j 0.0731675-0.00014709j -0.0100338-0.00910166j -0.0174701+0.00304528j 0.0198924+0.00718082j 0.000293916+0.0607057j -0.0116112-0.0783411j 0.0535081-0.0620108j 0.0739341+0.0269574j 0.0843936-0.0537972j 0.0263137+0.0514456j -0.0353558+0.00284735j 0.0480192+0.0333635j 0.0324315-0.00468817j 0.0346725+0.0489481j -0.0145249-0.00702368j 0.0603617+0.0265658j -0.0188436-0.0256158j 0.00474306+0.0112758j 0.0767644-0.0711579j -0.0481126-0.0383035j -0.0244209-0.0725706j 0.125713-0.00840696j -0.0298196-0.0193352j 0.0478381+0.0382754j 0.0287219-0.0172043j -0.0504585+0.0390592j 0.0112939-0.0736887j -0.0365638-0.0665665j -0.0338979-0.0644912j 0.0674225-0.0724134j 0.0450173+0.0774534j 0.00448292+0.00438857j -0.00109382+0.0164159j 0.0333523-0.00857739j -0.0499312-0.00539577j -0.0307706-0.00048228j 0.0064097-0.061403j 0.0197891-0.00574557j -0.00841265-0.0448576j 
-0.0026376+0.0361988j -0.0152138-0.00186126j 0.000934261-0.0234247j 0.00533969-0.0201407j 0.00142114-0.0160745j 0.00807968+0.0258591j 0.0177409+0.00459166j -0.00785018-0.00128695j -5.89363e-05+0.004297j 0.0207266-0.020317j -0.0161414-0.0105535j 0.00209538-0.00498684j 2.23905e-05-0.00702812j 0.0139428-0.00385938j -0.0201061-0.00565769j 0.0268869+0.00788999j 0.00104092+0.00200309j -0.00649543+0.00514339j 0.0104346-0.00154574j 0.0135249-0.0145101j 0.0100552+0.0106353j -0.0136184+0.00690815j -0.00309216+0.0195886j -0.00880621+0.0300342j 0.00383266+0.0291785j -0.00451002+0.0228783j 0.0147004-0.00299653j 0.0378505+0.00612828j -0.0211614+0.0181825j -0.00908823-0.00810719j 0.0168459+0.00412413j 0.00986816-0.00184812j -0.0209307+0.0139241j -0.0450957+0.00761244j -0.0231003+0.0266035j 0.013847+0.0149119j 0.0223796+0.011787j -0.000292514-0.0302769j -0.0095947+0.0553087j 0.00967503+0.0321769j -0.0112337-0.0580445j 0.00849732+0.0155355j -0.0378327-0.00413704j -0.00884236+0.0290566j -0.0222805-0.0198455j 0.00434337+0.00754012j 0.00513976-0.0231482j -0.00396556-0.0521641j 0.0160664+0.014408j 0.0067623+0.0392696j -0.0305753+0.0334109j 0.0108318+0.00271658j 0.0531336+0.00629341j 0.00298471-0.00750238j 0.000925298+0.0154564j 0.0240422+0.0470361j -0.000916188-0.0112754j -0.0581441-0.00579537j 0.00933454+0.000114532j -0.0010871+5.53362e-05j 0.00748012-0.00233732j -0.00871418+0.0192783j 0.0253096-0.0853178j -0.0100831+0.0284796j 0.00701395-0.0708787j -0.00857003+0.0165288j -0.0912361+0.0849432j 0.0809096+0.103459j 0.142288-0.0726465j -0.00744757+0.164231j 0.246588-0.0799215j 0.132013+0.138685j 0.0311438-0.0999887j 0.224023+0.183569j 0.240791-0.147772j -0.125745+0.0660892j -0.278846-0.125931j 0.133316-0.122421j -0.127317-0.124962j -0.170594+0.151345j 0.0132816+0.0338726j 0.0190444+0.0945666j 0.0403919-0.00950916j -0.0240962-0.224157j 0.0320839+0.0786429j 0.0289305+0.0722258j 0.0060625+0.0136653j -0.0316403+0.0348318j 0.0215726+0.07894j 0.0694754-0.028004j 0.0722346+0.00375733j -0.0250474+0.00132484j -0.00899035-0.0377433j 0.0143124+0.0559237j 0.0199885+0.00937787j 
0.00587493-0.00901657j 0.00636468+0.00714071j 0.00331563-3.54611e-05j 0.00694252-0.00982214j -0.00692427-0.00601392j -0.00372224-0.0136436j -0.00705771+0.00241499j 0.00557809+0.0111441j 0.0107749+0.00380615j -0.0167559-0.0117466j 0.0152955-0.0010022j 0.00962006+0.00722478j 0.013191-0.00916103j -0.00463759+0.0218753j 0.023589+0.000137431j -0.0178452-0.000683646j -0.000613894-0.00306928j 0.00992382+0.00067027j -0.00565411-0.00559201j -0.00731675+0.00477222j 0.000397174-0.0177197j 0.00503604+0.0259405j -0.00610329+0.00162206j 0.00473394-0.0144947j 0.00455041-0.00278243j 0.011963-0.00779999j 0.000760021+0.000694694j -0.011406+0.00490282j 0.00146817-0.00666911j 0.00979253+0.0047741j -0.0052063-0.017971j -0.00806679-0.00318209j -0.00102843-0.0105763j 0.0216764-0.00272854j 0.00999049-0.0193001j -0.00454902-0.010292j -0.0087359+0.00202571j 0.00270535-0.00320343j 0.00175667-0.0126502j -0.00323732-0.0282652j 0.00893093-0.0287833j 0.0338383+0.0056743j 0.0138414+0.0120522j -0.00394894-0.000438535j -0.0277285+0.018247j -0.0188178-0.025317j 0.002461-0.0538174j -0.0131144+0.00384842j -0.00126523+0.0269991j -0.00625443-0.0223439j -0.0140717-0.0637727j -0.00128726+0.0139538j -0.012068-0.0049615j 0.00648843-0.00502077j 0.00497296+0.0138163j -0.0260337+0.0111123j -0.00527428-0.0393885j 0.027258+0.00158107j -0.0140589+0.0258177j 0.0034613-0.0359813j 0.00466604+0.0557071j -0.0012609+0.0292506j -0.0182747+0.0872019j 0.0298843-0.104222j -0.0191085+0.0980781j 0.0513527-0.0552151j 0.121764-0.0415914j -0.0733638-0.171038j 0.00481055-0.140585j -0.226783+0.161335j -0.121653+0.166476j 0.364986+0.193478j -0.198509+0.145542j -0.144298-0.221238j 0.265474-0.0985153j -0.214304+0.0156919j 0.0590027-0.199937j -0.209025-0.0328232j -0.0713691-0.0865841j 0.0531642+0.177762j -0.00269238+0.0283409j 0.0196704-0.0612785j -0.0346495-0.0604012j 0.0285973+0.0963265j 0.00198429+0.085545j -0.00443126-0.0182464j -0.002509+0.00614347j 0.0877925-0.052837j -0.0444333-0.127067j -0.00502357-0.00874688j -0.0217882+0.00528709j 0.0318421-0.0487273j -0.0108784-0.0480635j -0.0064633-0.0176237j -0.00263409+0.0189527j 
-0.0142715+0.0280209j -0.0139967-0.0298036j -0.00123491+0.0199201j -0.0164448+0.00492143j 0.00858875+0.0482669j -0.01861+0.0312231j 0.0159212-0.0248269j -0.00297724-0.000633537j 0.0316815+0.0112779j -0.0253614+0.00482323j 0.0318937-0.00456072j -0.0169081+0.00205943j 0.00845449+0.0102366j -0.000362718-0.012858j 0.0464721+0.00178901j -0.0275317-0.00661423j -0.0332632+0.0118597j -0.0089342-0.0112824j -0.012482+0.0247334j -0.00582768+0.0476007j -0.00405966+0.0492686j 0.0154901-0.0296128j 0.00591253+0.0128812j 0.00437044-0.0429039j 0.00191625-0.011694j -0.00216771+0.0528738j -0.016188+0.00185359j -0.0197918-0.00243482j 0.014478+0.0182424j -0.00120124-0.0206444j -0.00264556+0.00772362j 0.0120164-0.016647j 0.0176092+0.00560179j -0.0328164-0.00293297j -0.000113535+0.0216027j -0.00457554+0.0197378j 0.0125922-0.010834j -0.00906871+0.00483308j 0.00290631+0.0385551j 0.0106068+0.0585346j -0.0275244+0.0670463j -0.0706903-0.00272839j 0.024565-0.00241525j 0.00984429+0.0275638j 0.0478982+0.00380077j 0.0494363-0.00102194j -0.0115203+0.0227513j 0.0400078+0.0211343j 0.0186506-0.0151362j 0.0166777-0.00723173j 0.0177177+0.00724851j -0.0233071-0.00809966j 0.0615001+0.00674891j -0.0105174+0.0337426j -0.0028411+0.0424646j -0.0200079+0.0473786j -0.0684773-0.0352922j 0.0430719+0.0278785j -0.0402575+0.00677899j 0.00145121+0.0480698j -0.0153223-0.0531959j -0.00819183+0.117022j -0.021677-0.0682754j 0.00163602+0.0411481j -0.127427+0.0856375j 0.00455697-0.13317j -0.0160469+0.0142666j -0.0500249+0.037064j -0.171103-0.0515481j -0.117924-0.0565592j 0.139169-0.013689j 0.027171-0.0272713j 0.249876-0.226664j 0.279852+0.16828j 0.0754748-0.176256j -0.114587-0.137595j 0.0343894-0.0930589j -0.0962043+0.0217793j 0.156201-0.0127108j 0.132639+0.092293j 0.015969+0.0570872j -0.109667+0.0380991j 0.0346231+0.0519089j -0.0460277+0.134544j -0.00510093-0.0518182j -0.101106-0.0823625j 0.00445985-0.00361094j -0.055664+0.0118752j 0.0367301+0.0511033j -0.0346515+0.0338932j 0.0676833-0.045978j -0.00430774+0.101883j 0.0306958+0.123518j -0.00807217+0.0518732j 0.018532+0.0247708j 
-0.0164599+0.0770069j -0.037382-0.027049j 0.00555149-0.0190202j -0.00457408-0.00635373j 0.0116541-0.00618299j -0.0132812+0.0727651j 0.0137848-0.0561235j -0.0503918-0.00522763j 0.0407676+0.00950901j 0.00319382-0.00619334j 0.0121117-0.0171324j -0.0017713-0.0118263j -0.0221365+0.00864737j -0.00632897+0.00267144j 0.0173703+0.0100011j 0.0128464+0.00127016j -0.0270342+0.00115403j -0.0357594-0.00661638j -0.0189391+0.0362451j 0.00951132+0.0094214j -0.000437417+0.0966876j -0.00587559+0.0398154j 0.00353985+0.0312592j 0.000447395-0.0842115j 0.0139898+0.054684j -0.00766085+0.0148499j -0.0115807+0.041992j 0.00941312-0.010008j -0.00369818+0.00715861j 0.0044147-0.0206211j 0.00649343+0.0142946j 0.00615336-0.0263368j -0.0192147+0.0218932j -0.0953429+0.0157136j -0.0338821+0.0565904j 0.033815-0.0118645j 0.0300734+0.0382494j 0.0110623-0.114805j 0.00105864+0.0223497j 0.0347316-0.0206743j -0.0188394-0.0128897j 0.0232066-0.0173805j 0.0393525-0.0182872j -0.0245908-0.0500818j -0.00225587+0.00196668j -0.00753741-0.00689941j -0.0265084+0.0432937j -0.0189681+0.0381462j -0.0397997+0.0275778j -0.0518435-0.0850136j 0.0131528+0.0108085j -0.055938+0.0554653j 0.0232001-0.0118865j -0.0651505-0.0649259j 0.0119036+0.0490634j -0.00555546-0.0337089j -0.0249304-0.0257593j -0.0124321-0.0106544j -0.120243+0.0292187j 0.0355926+0.0278706j 0.0101795+0.0871126j -0.0235798+0.0600142j 0.0988029-0.0358819j 0.116571+0.054216j 0.012117-0.044219j 0.0228412+0.0448523j -0.0425731-0.0344861j -0.0399477+0.0220553j -0.00744961+0.0125449j 0.0645485+0.0203771j -0.0571419-0.044547j -0.00335709+0.0327452j -0.22195+0.146041j -0.116184-0.0511345j 0.0546682+0.0895534j 0.173669+0.148782j -0.0871056+0.00796991j 0.00371631-0.051685j 0.152295-0.119447j 0.0202621-0.0153313j 0.196123-0.000537403j -0.073161+0.00279011j 0.0411596+0.151189j -0.0442243+0.0471987j -0.0861063-0.0955402j -0.0561418-0.0474143j 0.0408585+0.124544j 0.0379101-0.00297543j 0.0140405-0.0367228j 0.108422-0.0771749j 0.13473+0.0202129j -0.101846+0.0336735j 0.0184599+0.035268j 0.0303236+0.117754j 0.0439694+0.0010721j 
