-0.010091+0.0120974j 0.000512465+0.01296j -0.00163054+0.00978483j -0.00184973+0.00862153j 0.00294999-0.00146217j 0.00818712-0.0130621j -0.00256765-0.00356659j -0.00419073+0.0232681j 0.00292059-0.00562157j 0.00773332-0.00287805j -0.00819432+0.00549703j -0.0025272+0.00305545j 0.00334499+0.0140002j 0.000466824-0.0149674j -0.00232053+0.00404482j 0.00458199-0.00811461j -0.00110252-0.00640687j -0.000886729+0.00577064j 0.00297605+0.0155182j -0.00455336-0.00286526j -1.9039e-06-0.00350858j 0.00363635+7.24324e-05j 0.000223945-0.0052825j -9.99223e-05+0.00225502j 0.00516658+0.00554181j -0.000722651+0.00452726j 0.000292603+0.00307035j 0.00372992+0.00574554j 0.00241439+0.00969712j -0.000900263+0.000493067j -0.00127049-0.00202724j -0.00150416-0.000271339j 0.00141633-0.000630688j -0.00297471-0.00922638j -0.000784387+0.000129791j -0.00292604+0.000359008j -0.00151871-0.00192642j 0.0019432+0.00234545j -0.00235-0.00220668j 0.00641292+0.00523487j -0.000104567-0.00299381j 0.0016275-0.000131303j -0.00223699-0.000710006j 0.00143656-0.00171199j 0.000746441+0.00374233j -0.00318853-0.00420948j -0.00348838-0.00492339j 0.00373279+0.000166784j 0.00245787-0.00215783j 0.000933744-0.00420095j -0.00485081-0.00533016j 0.000749089+0.00348593j 0.00402343+0.00573262j -0.00276611-0.000851856j 0.00167049+0.0123046j -0.0100681-0.00335481j 
0.00235077-0.000287946j 8.762e-05-0.000931658j 0.00292515-0.000466471j 0.000816675-0.00146597j -0.00351319+0.00198813j -0.00648468+0.00431775j -0.00743152+0.00859121j 0.00680476-0.00326211j -0.000503376+0.000865321j 0.00371395-0.00381269j 0.00534293-0.00340027j 0.0107668-0.00921558j -0.00871451+0.00828222j 0.00274778-0.00219334j -0.0015989+0.00104373j 0.0113355-0.00707272j 0.00343611-0.0109393j 0.00381011-0.00424654j -0.000484425+0.00571504j -0.00106816+0.00568481j 0.00222627-0.00979035j 0.000412348-0.00437294j 0.00122202-0.00406909j 0.00621508-0.00485278j 0.000194296+0.00124187j 0.0079665-0.0117133j 0.000592518-0.00638405j -0.00301564+0.00482442j 0.000653629+0.00547549j -0.000206439-0.00331879j -0.00227972+0.00262408j -0.000913193+0.00655525j 0.000567586-0.00433927j 0.000412153-0.00515737j 0.000319444-0.00689256j -0.00204716+0.00349348j 5.81276e-05-0.00219036j -0.00051757-0.00597268j 0.000230305-0.000519614j 0.000734992+0.000591735j -0.000329552-0.00430533j -0.00192299+0.0102022j 8.91239e-05+0.00855249j 0.00128147+0.0089007j 0.00223719+0.00237735j -0.000145112-0.00514093j 0.00573858+0.00464438j 0.002844-0.00215033j 0.00135073+0.00398976j -0.00174145+0.00979132j 0.0048072-0.000120263j -0.00028104-0.00363085j -0.000655325+0.00021726j 0.000829045-0.00115969j -0.000146695+0.00030879j 4.68747e-05-0.0010458j 
0.00286206+0.00168652j 0.000934756-0.000991512j 0.000285901+0.00361754j 0.00520449-0.000247472j -0.005576-0.00121547j -0.00310349-0.00717398j -0.00713011-0.00589559j -0.000128572+0.00665954j -0.00153226-0.000934906j 0.0054185+0.00137768j 0.00215896+0.00602113j 0.00926223+0.00885246j -0.00972935-0.00489886j -0.000735851+0.00342583j 0.00515082-0.0096677j 0.00508262+0.0128253j 0.00957746+0.00114677j 0.000466548+0.00719589j -0.00584822-0.00179677j -0.00594163+0.00273242j 0.00608254+0.00289732j 0.00469079-0.00104692j 0.00274289+0.00349079j 0.00515323+0.00177298j -0.00210983+0.00165905j 0.00872522+0.00979443j 0.00598396-0.000691371j -0.0049888-0.00299649j -0.00603871+0.00351333j 0.00422211-0.00575694j -0.00165654-0.00050928j -0.00655275-0.00267988j 0.00415027+0.000778353j 0.00386525+0.00126151j 0.00561782+0.00386701j -0.00403409+0.000311489j 0.00268949-0.00263501j 0.00475605+0.000474066j -0.000136668-0.00112452j -0.00143576+0.00299687j 0.00400306+0.0013712j -0.00901891-0.00065303j -0.00711182-0.000403844j -0.00759012+0.000302512j -0.00208614+0.000621787j 0.00268714-0.00135172j -0.00540378+0.00492537j 0.00287095+0.000734712j -0.00246292-0.00101636j -0.00891672-0.00178331j -0.00078227+0.00600757j 0.00491426-0.000988021j -0.00104157-0.0028216j 0.00261765-0.00199824j -0.000897898-0.000109562j 0.00117552-0.00174765j 
0.00252031+0.00067996j 0.00346808+0.000363658j -0.00229276+0.0015855j 0.00731146-0.000806542j -0.00719141+0.00187241j 0.00119201+0.00285834j 0.00415324+0.00376705j -0.0091791-0.00256774j -1.58383e-05-0.00151121j 0.00594783-0.00266608j -0.00471759-0.00147606j -0.000139193-0.00756726j -0.00211932+0.00900017j -0.00554895-0.000499116j 0.0173366-0.00936158j -0.01054+0.00229496j -0.00609339-0.00436445j -0.0138482+0.00413513j -0.00168255+0.000780086j -0.00309492+0.00884684j -0.00647191-0.000601729j 0.00170733-0.00332807j -0.00203776+0.00203542j 0.000214948-0.00314559j -0.00208848+0.000548907j -0.00779307+0.0013843j -0.00272135-0.00183344j -0.00038677+0.00266008j 0.000397574+0.00460314j 0.00716728-0.0119425j 0.00299828+0.00184373j 0.00391853-0.00319761j -0.000540097-0.000223278j -0.00590662+0.0019728j -0.00424074+0.00406378j -0.00084209+0.00309258j 0.00205765-0.00327417j -0.00421241-0.00169228j -0.000194794-6.78567e-05j -0.00404946+0.00476939j -0.00156336+0.00070344j 0.00459978+0.00265557j 0.00613112-0.000408808j 0.00598328-0.00237961j 0.00305023-0.00239489j -0.00476936-0.00322266j -0.000406478+0.000306104j 0.00229979-0.00442015j 0.00430154-0.00621873j 0.00156552+0.00327273j -2.68769e-05+0.00175408j 0.00248089-0.000871467j 0.00101196-0.00483527j 0.00252169-0.00131289j 0.0020254-0.000271296j -0.00031992-0.000357666j 
0.0028194+0.00405006j -0.000961819-0.00155688j -0.000717693-0.00145171j 0.004415+0.0103228j -0.00132522-0.00939194j 0.00251963+8.13132e-05j -0.00274119+0.00150315j -0.00146717-0.00776102j 0.00119369-0.00231596j 0.00364071+0.00584436j 0.002086-0.00167104j 0.00292218+0.00680688j -0.00873118-0.00707299j -0.00407455-0.00564484j 0.00662978+0.0175052j -0.00323301-0.00573269j -0.00187892+0.00268122j -0.00421823-0.00893303j -0.00216688-0.000318565j -0.00816563-0.00523152j -0.00346249-0.00449989j 0.00947086+0.00131123j -0.00629678+0.00163632j 0.00607075+0.00154001j -0.00339891-0.00194825j -0.00499794-0.00366115j 0.004505+0.000694352j -0.00294162-0.000660886j -0.0065085-0.004022j 0.0105791+0.00728596j -0.000842307-0.000930309j 0.00308817+0.00117442j -0.000553813+0.00334911j -0.00108521-0.00525386j -0.00648395-0.00122825j -0.00731231-0.00236011j 0.00441054+0.00303385j 0.00107137+0.000126721j -0.000826575+0.00136729j -0.00318848-0.0054618j -0.00159465+0.00145701j -0.0033395+0.00112551j -0.00152343+0.00331188j 0.00197743+3.92701e-05j 0.000137585+0.00334679j 0.00554072-0.00179545j -0.00242676-0.00253227j 0.00465632+0.00324351j 0.00720194+0.00202582j -0.000951016-0.00217936j -0.00495049+0.000504811j 0.00295596+0.00285615j 0.00577396-0.000614334j 0.00506617+0.00230774j -0.00280478-0.00201942j 0.0046503-0.00181469j 
-0.000393799+0.00674361j 0.00413865-0.00467559j -0.000791045+0.00489904j -0.00658713+5.31052e-05j 0.000545609-0.00335139j -0.0024549+0.00837331j -0.000312893-0.00381988j -0.000239484+0.00225402j 0.00196582-0.00179957j 0.000615413-0.00318072j 0.000999284+0.00336175j -0.00201637-0.00439469j 0.000753653-0.00439945j 0.00584788-0.00442423j 0.00120876+0.00400626j -0.00117103+0.0102579j -0.00191305-0.000124641j -0.00178897+0.00407878j -0.00263496+0.00911749j 0.00302029+0.000498603j 0.00484729-0.00702845j 0.000612709-0.000854958j -0.001736-0.01046j 0.00225361+0.0118462j -4.12968e-05-0.00513585j 0.00137163-0.00206665j -0.000713565+0.00726325j -0.000356001+0.00327144j 0.000468566-0.006222j 0.000223465-0.00343203j -2.83818e-05-0.00235085j -0.00483708-0.00439002j -0.00376926-0.0007512j 0.00259511+0.0035j -0.00119557-0.00587639j 0.00128647-0.00520365j 0.000833356+0.00290168j -0.00366972-0.00450096j 0.00293355+0.00419302j 0.000504921-0.000822329j -0.00297992-0.00497712j -0.00344785-0.00336284j -0.000559856-0.000825984j -0.000250517+0.000525328j 0.00066481-0.00232961j 4.5652e-06+0.000799241j 0.00368368+0.00678465j -0.003705-0.00272867j -0.00646034-0.00393306j 0.000827574+0.00135416j 7.91215e-05-0.000942806j 0.00434265+0.00527285j 0.00357259-0.00301783j 0.00524836+0.0122091j 0.00179671+0.000796746j 5.59854e-05+0.00427614j 
0.000675065-0.00532983j 0.00435472-0.0112571j -0.000382516-0.00788436j -0.00196681+0.00250006j -0.000613189+0.00533952j -0.00135456+0.000204409j -0.00364173+0.00218843j -0.00247335+0.00217033j 1.79468e-05-0.000159975j 0.00326477-0.00412253j -0.00198589+0.000342569j -0.00386311+0.00591856j 0.00114907+0.00139519j -0.000330431+0.00159759j -0.00184197+0.00271527j 0.0041111-0.0016235j -0.00225816+0.00753887j -0.00353331+0.0134412j 0.00177993+0.00815923j 0.000753897-0.000839192j 0.00173043+1.764e-05j 0.00100721+0.00458254j -0.00224592+0.00370805j 0.00422255-0.00497483j 0.000547258+0.00676329j 0.000963722-0.00647776j 0.00103265+0.00136586j 0.00233922+0.00479807j 0.000401999+2.06986e-05j -0.00242936-0.0055452j -0.00167929-0.00883094j -0.00117171+0.00337449j 0.000142826+0.00345372j -0.00230635-0.000905223j -0.000545038+0.000774032j -0.00126585-0.0017888j -0.000276458+0.0067984j 0.000995853+0.00424407j 8.27497e-05-0.000453001j 0.00492357+0.00377061j -0.000225362+0.00383037j 0.000570391+0.00393933j -0.00149738-0.00465774j -0.00153041-0.00536518j 0.00226259+0.000656833j 0.00131436+0.00956625j -0.00264544-9.78801e-05j 0.00067056-0.000754205j 0.00107502+0.000770912j 0.0026432+0.00789384j -0.000122784+0.00203571j -0.00202548-0.00197116j 0.000197251-0.0008278j -0.00120265+0.000291419j -0.0018272-0.0119479j 0.00111294+0.00184784j 
-0.00684307+0.00071691j -0.00852388+0.00576867j -0.0023943+0.00214554j 0.00858369-0.00701303j 0.000808655+0.0004364j -0.000550141-0.00387332j 0.00055244+0.00571682j 0.00286924+0.00174636j -0.000884339+0.000343668j -0.00142175-0.00190667j 0.00530079+0.00122442j -0.00198221+0.000492317j -0.00119439+0.00583379j 0.00027196+0.00472176j 0.00421494-1.0889e-05j -1.73003e-05-0.000875129j 0.000986178+0.0076654j 0.00931478-0.0015372j 0.00369975+0.00203671j 0.00315333-0.0020391j -0.00165133+0.00322649j 0.00565916-0.00962982j -0.000767377+0.00127757j -0.00345794-8.05018e-05j 0.00483752+0.00210016j -0.00514041+0.00293996j -0.000677391-0.002474j 8.4345e-05+0.00459228j -0.00507338+0.00274506j -0.00546159-0.00178892j -0.00718866-0.00209065j -0.000582216-0.0019934j 0.0012323-0.000208046j 0.0010783-0.000686032j -0.00354351+0.00257466j -0.00402696+0.0028668j 0.00219241+1.15099e-05j 0.00140491+0.00135952j 6.31955e-05+0.00380672j 0.00654775-0.00308962j 0.00460875+0.00111605j 0.00563358+0.00149421j -0.00605207+0.0022283j -0.00146695+0.00107924j -0.00162614+0.0017541j 0.00738455+0.00225473j -0.000525733+0.000626564j -0.00148709-0.00513942j 0.00625547-0.010068j 0.00558209+0.000252531j 0.00416728+0.00399308j 0.00239303-0.00143665j -8.40898e-05+0.00476991j -0.0058614+0.000809487j 0.000361558-0.00705476j 0.012213+0.00649161j 
0.00737424-0.00215803j 0.000774319+0.00465766j 0.00222048-0.0037262j -0.00744712+0.00030061j -0.00554302+0.00517783j -0.00339509-0.00549633j -0.000953453-0.000178378j -0.0061295-0.00078849j 0.000219686-0.000368633j -0.00215494+0.00151351j 0.00667372-0.00527037j -0.00671466+0.0022277j -0.0013038+0.0048022j -1.59434e-05-9.49494e-05j -0.0013898-0.000390191j 0.00320958+0.00357002j -0.00128732+0.00507929j -0.00421315-0.00158272j -0.00116975+0.00465118j 0.00250751-0.00110145j -0.000502403+0.00600007j -0.00470356+0.000111005j -0.00669978+0.00100417j 0.00692816+0.000872272j -0.00294117+0.00562279j 0.00224098-0.00184466j -4.14734e-05-0.00132501j 0.000625004+0.00238149j -0.00107193-0.000998267j -0.00261976-0.000260773j -0.00385748-0.00287202j -0.00863047+0.0055157j -0.00635778+0.00221225j 0.0041471-0.000520463j -0.00651571+0.00428982j -0.00200889+0.00701078j -0.00521074-0.00105965j -0.00174779-0.000210217j 0.00335246-0.000259989j -0.00314004-0.0028359j -0.00149297-0.000800903j -0.00106185-0.00637476j 0.00116632+0.00545718j 0.00300665-0.00439417j -0.00642357+0.000545054j -0.00835425-0.00114016j 0.00443722+0.0049445j 0.00103085-0.000491798j -0.00701304-0.00753264j -0.00430795+0.0010928j 0.00219269-0.00036473j 0.00231873-0.00203704j 0.0146563+0.000261961j 0.00593127+0.0133384j 0.00317361+0.00600862j -0.0022973-0.00674075j 
0.0013866+0.00294396j 0.0111327+0.00115331j 0.00119434-0.00086032j -0.00167038-0.00729882j 0.0039968-0.00418767j -0.00302289+0.0016571j 0.0046778-0.00347245j 0.000792304-0.0042199j 0.00021664+0.00170306j 0.00392404-0.000709332j -0.00385845+0.000701486j 0.00458352-0.00384552j 0.00381945-0.00175977j 0.00221222+0.00522063j -0.00226679+0.00484451j -0.00160776+0.000534383j 0.00274386-0.000814398j -0.00716453-0.00488805j -0.00476386-0.00291975j 0.00249951+0.000717147j 0.00994712-0.00125671j 4.68726e-05-0.00636194j 0.00169095-0.00436448j -0.000907868-0.00254282j 0.0032879+0.00247043j -0.000252993+0.00594354j -0.00476863-0.00195825j -0.00073564-0.000916781j 0.00148028-0.00193735j 0.000955948+0.00470746j 0.000217303+0.006063j 0.00382307-0.0112958j -0.000748689+0.000415675j -0.00209139-0.00737108j 0.00312292+0.00017663j 0.00579707+0.00323112j -0.00610046-0.00560978j 0.00147805-0.00552474j -0.00133267+0.000201552j 0.00183187-0.00177204j 0.00135699+0.000913655j -0.00274856-0.00384981j 0.00281943+0.000926534j -0.000811718+0.00297846j 0.0056484+0.00798432j -0.00263569-0.00382377j -0.00401719-0.00147723j 0.00465692-0.00564219j 0.00280134+0.000673641j -0.00371333-0.00456692j -0.00568832-0.00114438j -0.00526666+0.00583806j 7.11845e-05-0.00419788j -0.00375282-0.00402007j -0.0107772-0.0020683j -0.000611994-0.0156472j 
0.000983997-0.00386546j -0.00483235+0.00107869j 0.00230626-0.00290664j 0.00236733-0.00066361j -0.00411347-0.000293796j 0.0039001-0.00455566j -0.00045916-0.00184422j 0.0014793-0.00165028j -0.00138618-0.00163236j -0.000569341-0.00376208j -0.00377+0.00811291j 0.00182983-0.00882368j -0.00653891-0.000685099j -0.00152445+0.00662806j -0.00531644+0.00444569j -0.00407739+0.00809236j -0.00554674+0.00222969j 0.00144732+0.00220581j -0.00441149+0.000953278j 0.000541358+0.00691565j -0.00492867+0.00287763j 0.00273912+0.00609443j 0.00597008-0.0112781j 0.00175108+0.00099009j -0.0117364+0.00838111j 0.000989028-0.00435062j 0.00161564-0.00454082j -0.00516611-0.00200986j -0.000577481-0.0106728j 0.000433666-0.00722279j 0.00527384-0.0101263j 0.00434662-0.0103453j -0.00257916-0.0060231j 0.00173808+0.00536676j -0.0034374-0.0101218j -0.0044556+0.000277071j -0.00184583-0.0084635j 0.000984451-0.00416678j -0.00158953-0.000798352j 0.00155187+0.00965312j -0.00222755+0.00227693j 0.000763006-0.00201045j -0.00143424-0.00696805j -0.00337838-0.000179001j -0.00342581-0.00311878j -0.00663556-0.0031107j 4.01644e-05+0.00210203j 0.00801628+0.000838271j 0.00926335+0.00981178j -0.0029846-0.00141352j -0.00529891-0.00410852j -0.00775117+0.00261524j 0.00135534+0.0113314j -0.00944786-0.00145553j 0.00439341+0.0037253j -0.00314683+0.00438638j 
0.00267843+0.00265396j 0.000980456-0.00118255j 0.00149274-0.000954744j -0.00451732-0.00672089j -0.00377902-0.00454701j 0.00128706-0.00368966j 0.00132355+0.00138823j 0.00187934+0.00333443j 0.000172977+0.00117857j 0.00348718+0.0035709j -0.00206381-0.000689915j 6.44453e-05+0.00097358j -0.000375936-0.0078774j 0.00141309+0.00378907j -0.00276692-0.00796775j -0.00422954-0.00242643j -0.00181789-0.00592507j 0.00360044+0.00375226j -0.000755982-0.000410644j -0.00832049-0.00316547j -0.00884635-0.00912229j -0.00474672-0.00377159j 9.14137e-05+0.00461279j 0.0068034+0.00992514j -0.00793154-0.00980021j 0.00471848+0.00696286j 0.000292298+0.00167888j 0.0012157-0.000733935j 0.00223663+0.00219071j -0.0022213+0.000636077j 0.00776011+0.00489261j 0.00557486-0.000683293j 0.000412933-0.00486598j -0.00942959+0.00118851j 0.00344086+0.000630415j -0.00608184-0.00207696j 0.00479749-0.00212671j -0.000973153+0.00141675j 0.00229602+0.000213249j -0.0038224-0.00327606j 0.00344637-0.00269178j 0.00356696-0.00489037j 0.00404285+0.00345391j 0.00120914-0.0015411j 0.00738204-0.000986536j 0.00690268-0.00477632j 0.00264894+0.00122783j -0.00403681+0.00355926j -0.00105214-0.00128734j 0.00244847+0.00138346j 0.00853287-0.00384236j -0.00503851-0.00328467j 0.000717753+0.00436099j -0.00537728+0.00349385j -0.00568031-3.52079e-05j 0.00376268-0.00522518j 
0.000662231+0.00262792j 0.000228622+0.00251865j 0.00104784+0.00136096j -0.00159107-0.000190716j -0.000917273+0.00190513j 0.00266823+0.00420875j 0.00171738-0.000681675j 0.00282507-0.00160608j -0.00163664-0.00270593j 0.000235241-0.00354193j -0.003558-0.00316592j 0.00400729+0.00119042j -0.000243746+0.00392843j 0.00131672-0.00243756j -0.00842883-0.00286039j -0.00463177-0.00172047j -0.0035059+0.000139174j 0.00410489-0.00541016j 0.00122732-0.000262216j -0.00836644+0.00278158j -0.0061838+0.00644435j -0.00375375+0.00197271j 0.00766521+0.00543432j 0.00136233-0.00277367j -0.0139572-0.00504726j 0.00232169-0.00332308j 0.00690725+0.00137674j 0.000162547+0.00145973j 0.00840966+0.00551497j 0.00198966+0.000637389j 0.00533855-0.00173489j 0.0029498+0.00276342j 0.00227298+0.00115293j -0.000138048+0.00416481j 0.00432926-0.00158748j -0.00225309+0.0024853j 0.00790169-0.00398877j 0.00595527+0.00148168j -0.00150802-0.00110553j -0.00415221+0.000618687j -0.00511464-0.00241686j 0.00321556+0.00154836j 5.5076e-05+0.000949797j -0.00219604+0.000299498j -0.00148135-0.00539224j 0.00434896-0.00572866j -0.00345895-0.000353527j -0.00369962+0.00597019j -0.00975431+0.00118097j 0.00222195-0.00700461j -0.00249934-0.00341058j 0.000184649-0.00237491j -0.00116066+0.00134632j 0.00288451+0.000122733j -0.000994915-0.00215253j 0.00602614-0.00185533j 
-0.000383365+0.000986231j -0.0036937-0.00414753j 0.00192749+0.0023803j 0.00323028+0.00149614j -0.000963679-0.00297943j 0.00636356-0.00307789j -0.00129423+0.00130107j 6.46556e-06-0.000628625j 0.000203617+0.003552j -0.000370797+0.00447235j 0.000783323+0.00255823j -0.000643623+0.00171398j -0.000600983-0.00531315j -0.00318707-0.00460398j 0.000155856+0.00089066j -0.0024081-0.000834099j -0.000908837-0.000478645j 0.00205556-0.0023987j 0.00251912+0.00177939j 0.00177358+0.00456144j -0.00106182+0.000735858j -0.0042436-0.000725261j 0.00565438-0.000773311j -0.00129395+0.00612611j 0.000895033+0.00543051j 0.000980253+0.00149623j 0.00326334-0.000859268j 0.0033603-2.90698e-05j 0.00323688-0.00358753j 0.00273855-0.00056871j 0.000154633-0.00381398j 0.00367152+0.00391022j 0.00430776-0.00504621j -0.000107229+0.00245025j 0.00328085-0.0037223j -0.000103427-0.00572829j -0.00096077+0.00112452j -0.000917419+0.00245728j 0.00370103+0.00539424j -0.000373963+0.000947734j -5.68877e-05+0.00204231j 0.00182258+0.00256895j 0.00418237-0.00174173j 0.00528948+0.000683627j -0.000236867-0.00286982j 0.00140531-0.00110137j -0.00115345+0.00124209j 0.00388926+0.00405824j 0.00179019+0.00239386j -0.000118335+0.00410923j 0.0062316+0.00522619j 0.00292089-0.00361968j -0.00802091+0.00247724j -0.000655881-0.00549861j -0.00160832+0.00297919j -0.00337783+0.0031141j 
0.000205942-0.000906282j -0.00431165-0.0030263j -0.00123948-0.00200125j -0.00311398-0.0031035j -0.00564826-0.00324126j 0.00326371+0.0020336j -0.00270047-0.00417433j -0.00389836-0.00443247j -0.00134591-0.00249294j -0.00487687-0.00507286j 0.00402231+0.00361322j -0.00412699-0.00646617j -0.00106992+0.00212789j 0.00645208+0.00164893j 0.00348737-8.489e-06j 0.000284258+5.85286e-05j -0.00102798-0.000695351j 0.00393584+0.00215261j -0.00401633+0.00238197j -0.00458593-0.00596109j -0.00650365-0.00678099j -0.00385653-0.00245389j -0.00609103-0.00194826j -0.00844179-0.00109326j -0.00148878-0.00566572j 0.00275481-0.000780399j -0.000242914+0.00291056j -0.00419857+0.00188271j -0.0032492+0.00164103j 0.00225008-0.00186728j 0.00530701-0.00182892j -0.0160729-0.00661876j 0.000934942-0.000258296j -0.00821711+0.00244849j -0.00359401-0.00427718j -0.0017243-0.00323866j -0.00151036+0.00109615j -0.00229478-0.00169019j -0.00425282+0.00093538j 0.00284092-0.00318649j 0.000916781-0.000561626j 0.0012374+0.00419444j -0.00828089+0.000236679j 0.00093907+0.00321819j 0.00566917-0.00419841j 0.00110552+0.00192404j -0.00815989+0.00324137j -0.00734582-0.00264882j 0.00568343-0.00586825j -0.00261823-0.00210465j -0.0057134+0.00517951j 0.00377306+0.00413147j -0.0031486+0.00718378j -0.0116457+0.00314862j -0.00576325+0.00382682j -0.00264321-0.000378566j 
0.0019873-0.00557762j -0.00654446-0.000861916j 0.00428305-0.00216889j 0.00471898+0.0010987j -0.000680066-0.00258187j 0.000110582+0.00282605j 0.00153776-0.00132881j -0.0027544+0.00369952j 0.00458672-0.00567192j 0.0054132-0.0037998j 0.000389952-0.00538858j 0.00615054+0.000474289j -0.0033746-0.000305431j -0.00881527+0.00820615j 0.00105583-0.00176959j 0.000416536-0.00292986j -0.000196202-0.00409752j -0.00398273+0.0131343j 0.000900109-0.00313572j 0.00714847-0.013122j 0.00263968-0.0110876j -0.00311948+0.006894j -0.00123775-0.00017446j 0.00203845-0.00456465j 0.00624782-0.0170081j 0.00168027-0.00345483j 0.000798305+0.000319836j -0.0029338-0.00762742j -0.00183371-0.00302273j 0.00377212-0.0025085j 0.00138272+0.00956886j 0.0029758+3.00718e-05j -0.000633877+0.00182724j -0.000912635-0.00710748j 0.00155156-0.00198541j -0.000547919-0.00461021j 0.00314702+0.00744418j -0.000402648+0.000744709j 0.00119815-0.00884252j -0.00328027+0.000297924j -0.000863528-0.00167747j -0.00235628+0.00103378j -0.000151031-0.0054682j -0.00149059-0.0100863j 0.00193694+0.00341338j -0.00210503+0.00313095j 0.000543472+0.000809571j 0.000632909-0.00845848j -0.00456202+0.00101822j 0.00419245-0.00169564j -6.86361e-05-0.00692326j -4.69238e-05-0.00387851j -0.00519838+0.00266867j 0.000804571-0.00566677j 0.00295156+0.00539844j -0.00630946+0.00326576j 
0.00203845+0.000804903j 0.000620675+0.000496434j 0.00406171+0.000219016j 0.00333023-0.00162352j 0.00322833-0.00183895j 0.0105086-0.00203873j -0.00703872+0.000496217j -0.00693366+0.00325015j -0.00466683+0.000373002j -0.00987421+0.00353366j -0.000349093-0.00257755j -0.00163341-0.00153355j 0.0115232-0.00136047j -0.00835692-0.000144506j 0.00244712+0.000279111j 0.0014626-0.00178893j 0.00694752-0.00216289j -0.00965847+0.00480968j -0.00238499-0.000235996j 0.000227524-0.00177674j 0.00718725-0.00576409j 0.0030409-4.39326e-05j 0.00146914-0.00291966j -0.0144243+0.0103222j -0.00469117-0.0019836j -0.00640114-0.00203713j 0.00338887-0.00432202j 0.00127653+0.00101504j 0.00715769-0.00477951j 0.00172275-0.00644069j -0.00180576+0.00279156j -0.00344098+0.0108984j 0.00593458-0.00217085j 0.00341223-0.00680933j -0.0032427+0.00113545j 0.00143017-0.00369997j 0.0025028-0.00153071j -0.000896407-0.00499488j -0.00390414+0.00475641j -0.000443624-0.000859706j -0.00323892+0.0071429j 0.00565781-4.05575e-05j -0.00358383+0.00987322j 0.000705956+0.00157363j -0.00456861+0.00464593j 0.000925894+0.0011648j -0.00158286+0.0118432j -0.00198278+0.00481175j -0.00532265+0.00726535j -0.0080107-0.000995678j -0.000508794+0.0115575j 0.00311226-0.00767009j -0.00117046+0.00419334j -0.000722427-0.00195533j -0.000209725-0.000552765j 0.00219326-0.00164695j 
-0.0025974-0.00517385j 0.00377409+0.000696183j -0.00417686-0.00186775j 0.00161238+0.00314916j 0.000314649+8.15712e-05j -0.00228373+0.00292159j -0.00272203+0.000520902j 0.00364901+0.00602271j -0.00635086-0.00255642j -0.00580163-0.000394155j -0.0104845-0.000440836j -0.00116073-0.00177235j 0.00414468-0.000254218j 0.00843199+0.00618618j 0.00320489+0.000720089j 0.00288224-0.00301692j -0.00241349-0.00045739j 0.0100322+0.00722043j -0.00694826+0.00298739j -0.010956-0.00415146j -0.00523614-0.00397714j 0.00587781+0.000223792j 0.000835979+0.00546765j -0.00499225-0.00173114j -0.0133415+0.000280245j -0.00691439+0.00135631j -0.00649257+0.00428962j -0.0047611+0.00175151j -0.00366267-0.000510095j -0.00241878+0.00229396j 0.00878282+0.000292847j -0.00197128+0.00706754j 0.0042893+0.00434112j -0.00600131-0.00250253j 0.00119349+0.00517573j 0.00197337+0.0031867j 0.00179541-0.00226035j -0.00319095-0.00063819j -0.00977722+0.00302041j -0.00205725+0.00311173j -0.00111386-0.000396049j -0.00554013-0.0009925j 0.00200948+0.00454844j -0.00989315+0.00448622j 0.00245781+0.0019355j -0.00314249+0.00772914j 0.00683217-0.00197448j -0.00473402+0.000391193j -0.00148694+0.00580999j -0.00390533+0.00156067j -0.00598909+0.00162675j -0.0017215+0.00169162j 0.00239239-0.00678258j 0.00539773-0.000707779j 0.00495357-0.0008793j -0.00605991+0.000781047j 
-0.00400801-0.000375034j 0.00288496+8.54583e-05j -0.00528951+0.0014353j 0.00103705+0.00294643j 0.000888232-0.000953594j 0.00591927-0.00549705j -0.000798668-0.000912706j -0.00255687+0.00370536j -0.00181835+0.000741918j 0.00482046-0.00311084j 0.0025235-0.00465004j -0.00136811-0.000877466j 0.00191439-0.00266762j 0.00753977-0.000302011j -0.00832293+0.00755643j -0.00497212+0.0049208j -0.00118675-0.00173286j 0.00980196-0.00176519j 0.00318366-0.0018651j -0.000413638+0.00199919j 0.00126483-0.00357473j -0.00439481+0.00621311j -0.00642336+0.00898141j 0.000415132-0.00283409j 0.000331866+0.0013403j -0.00320674-0.00276619j 0.000696869-0.0136593j -0.00557127+0.00791307j -0.00267471+0.00144791j -0.00380724-0.00279552j -0.000437578+0.00504934j 0.00131395-0.00510791j 0.000195639+0.00476638j -0.00462077+0.00515565j -0.000731883-0.000806239j 0.00136993-0.00569147j -0.00248213+0.00154854j -0.00336009+0.000345306j -0.00188329-0.00593885j -8.25309e-06+0.000728795j 0.00173487+0.00493395j -0.00188826+0.000531593j 0.00123191+0.000763861j -0.00220427-0.00483702j 0.00571355+0.00121628j -0.00342938-0.00544934j 0.00197987+0.00516652j 0.00194239-0.00187748j 0.00110201+0.00129919j -0.0039557+0.00298428j 2.52071e-06+0.00692478j 0.000233367+0.000290656j 0.00107882-0.00466048j 0.00212757+0.000498256j 0.00198165-0.00184197j -0.00231455+0.00115575j 
