-0.010091+0.0120974j 0.000512465+0.01296j -0.00163054+0.00978483j -0.00184973+0.00862153j 0.00294999-0.00146217j 0.00818712-0.0130621j -0.00256765-0.00356659j -0.00419073+0.0232681j 0.00292059-0.00562157j 0.00773332-0.00287805j -0.00819432+0.00549703j -0.0025272+0.00305545j 0.00334499+0.0140002j 0.000466824-0.0149674j -0.00232053+0.00404482j 0.00458199-0.00811461j -0.00110252-0.00640687j -0.000886729+0.00577064j 0.00297605+0.0155182j -0.00455336-0.00286526j -1.9039e-06-0.00350858j 0.00363635+7.24324e-05j 0.000223945-0.0052825j -9.99223e-05+0.00225502j 0.00516658+0.00554181j -0.000722651+0.00452726j 0.000292603+0.00307035j 0.00372992+0.00574554j 0.00241439+0.00969712j -0.000900263+0.000493067j -0.00127049-0.00202724j -0.00150416-0.000271339j 0.00141633-0.000630688j -0.00297471-0.00922638j -0.000784387+0.000129791j -0.00292604+0.000359008j -0.00151871-0.00192642j 0.0019432+0.00234545j -0.00235-0.00220668j 0.00641292+0.00523487j -0.000104567-0.00299381j 0.0016275-0.000131303j -0.00223699-0.000710006j 0.00143656-0.00171199j 0.000746441+0.00374233j -0.00318853-0.00420948j -0.00348838-0.00492339j 0.00373279+0.000166784j 0.00245787-0.00215783j 0.000933744-0.00420095j -0.00485081-0.00533016j 0.000749089+0.00348593j 0.00402343+0.00573262j -0.00276611-0.000851856j 0.00167049+0.0123046j -0.0100681-0.00335481j 
0.00225375-0.00418091j 0.000730804+0.0045119j 0.00134728+0.00603807j 0.000678821+0.00186046j -0.000161343-0.0022607j 0.00131624-0.000670476j 0.000999803+0.00189719j 0.00335725+0.000384814j 0.000637694+0.00293527j 0.00144621+0.00116294j -0.00278971+0.00074004j 0.000858526+0.00119277j 0.00121113+0.00138596j 0.000622076-0.00242504j -0.00154297+6.8351e-07j -0.000192144-0.000979486j -0.000169602+0.00188547j 0.000460193+0.000953554j -0.0024536-0.000340131j 0.00023329-0.00430958j -0.000628421-0.00325243j -0.00183309-0.00152363j -0.00179943-0.000438362j 0.000284879-0.00387445j -0.00273467+0.00393324j -0.000340936+0.000765418j -0.00141741-0.000360759j -0.00222718-0.000637694j 0.000812984-0.00282054j -0.00228443-0.000315441j -0.000144093-0.00184544j -0.000381068+0.000960992j -0.0007487+0.000380944j 0.000415489+0.00320769j 0.00304641+0.000269473j 0.00208236-0.00103118j 0.0104492+0.00574662j -0.00498535-0.00306317j 0.000402304+0.0050463j -0.00316937-0.00274915j 0.00218541+0.00130365j 0.00283619+0.00102114j -0.00314893+0.00303656j -0.00192917+0.00489565j 0.00574362+0.00516597j -0.00373951+0.00770513j -0.00295419-0.00254161j 0.00550851-0.00130183j -0.00332149-0.00506136j 0.00191061+0.0011291j 0.00131353+0.00329874j -0.00350828+0.00357412j -0.00101012+0.00163651j 0.000808082-0.000698466j -0.000395347+0.00419326j 0.00459273+0.00175034j 
-0.00137648-0.000374271j 0.0023621-0.00465629j 0.00141919-0.00896694j 0.00190907+0.00308389j 0.00151304+0.00631793j 0.000203464-0.00382075j 0.000566651-0.00407481j 0.00115018+0.000253018j -0.000883711-0.00199437j 0.00251947+0.00298653j -0.000131709-0.00211884j 0.00119345-0.000502718j 0.000611765+0.00334046j -0.00304645-0.00536936j 0.000110026-0.00139297j -0.000666257+0.00137229j 0.000551327-0.000490968j 0.00170113-0.00137976j 0.00088852+0.0027455j -0.00343799-0.00246918j -0.000941935+0.000592921j -0.000298365-0.000744971j 0.00104597-0.000935319j -0.000981552+0.00255845j 0.00173064-0.00234251j 0.00015127+0.00115203j -0.00133976+0.000727537j 0.000886712+0.00113719j -0.000711735+0.00325939j 0.000476911+9.75687e-05j -0.000739559-0.000680189j 0.00174552-0.00612912j 0.000397956-0.00322799j 0.00497546+0.000474562j -3.41634e-06-0.00278319j 0.00364293+0.00220503j 0.00072803-0.00949666j -0.00423641+0.000569528j 0.00286387-0.00331738j -0.00675335-0.00757692j 0.000100237+0.00509571j -0.000440119+0.000807013j 0.00305601+4.14967e-06j 0.00168712+0.00240746j 0.00485477-0.00668579j 0.00734444+0.00882648j -0.00179195+0.00414795j 0.00303008-0.0015983j -0.00131936+0.000910059j 0.00086972+0.000921153j 0.00190929-2.20372e-05j 0.00289845+0.00410375j -0.00113891+0.00282093j 0.00313069+0.00215528j 0.00403801+0.000418119j 0.000158464-0.00478818j 
0.000449356-0.00526669j 0.000736977+0.00280324j -0.00157315+0.00498048j 0.00162753+0.000384958j 4.83685e-05-0.00381397j -0.00074459-0.00369993j -0.000200184+0.000300271j -4.73659e-05-0.00357827j 0.00187542+0.0031925j 0.000435004-0.000431546j -0.000676378+0.00338713j -0.000668219-0.000984891j 0.000936452+0.00194177j 0.0013291-0.00266302j 0.000970838-0.00266417j 4.96325e-05+0.000712824j 0.00067377-0.000614706j -0.000932979+0.00310802j -0.000996468+0.000896468j -0.000933761-0.00295487j -0.000370627-0.00277518j 0.00122459+0.000585861j -0.00220557+0.00191674j -0.00118987-0.00330738j 0.00220567+0.000578537j 0.00252535+0.00206635j 5.66344e-05-0.000499345j 0.0038706-0.000753476j -0.000448761-0.000197609j 0.00333309-0.00171094j -0.00268156-0.000533944j 0.00205591+0.00105928j 0.000525979-8.47182e-05j 0.000574936+0.00975796j -0.00547678-0.00113241j -0.00113697-0.00198222j -0.00135595+0.00126235j 0.00324998-0.00310946j 0.00465097-0.0020595j -0.0042193-0.00075724j -0.00371616+0.00211863j -0.00155662+0.00116295j 0.00301933-0.00334515j 0.00109448+0.00626707j -0.00212309-0.00375634j 0.00281711-0.000478927j -0.00109722-0.00035767j 0.00224022+0.000159645j -0.00318673-0.000534477j 0.000669981-0.00206519j 0.0021722-0.000493798j -0.00240518-0.00259874j 0.00425228+0.00144968j 0.00138823-0.00182866j 0.00123889+0.00340195j 0.000630594-0.000335645j 
0.00235145-0.00267022j 0.000472689+0.000142026j 0.00240119+0.00139307j -0.00344143+0.00124392j -0.00366418-0.000599999j -1.48681e-05-0.00206226j -0.000466693-0.00143694j -0.00107909-6.44452e-05j 0.00144518-0.000535197j -0.00125432+0.00205524j 0.00207186-0.00157902j -0.0011427+0.000271745j -0.000203187+0.0020458j 0.00114702-0.00390459j -0.000145851+4.94932e-05j -0.000993924-0.000124307j -0.000229805+0.00139214j -0.000460892+0.00179247j -0.00144053+0.00170051j -0.000603532-0.00210024j 0.00231537-0.000768589j -0.000238522-0.0013592j 0.000726183+0.000236974j -0.000892854-0.000267829j -0.00178083-0.00100515j -0.00111488-0.00284882j -0.00059254-0.00229632j -0.00155159-0.000422668j -0.00177868-0.00302759j -0.00495267+0.00188607j 0.00123485-0.00112443j 0.0029807+0.00261896j 0.00224923+0.00200272j -0.00320871+0.000262106j 0.00231351-0.00377164j -0.000350679+0.0020899j 0.00103573-0.00477585j -0.00213114+0.00311167j -0.00286307+0.00165385j 0.00679885-0.00375778j -0.00193346-0.000235109j -0.00310271-0.000891263j 0.00131475+0.00313977j -0.00371115-0.000177224j 0.00292739+0.00225634j -0.00279595+0.00788386j -0.00196311-0.00121284j 0.00139942-0.0015282j 0.000616284-0.000671831j -0.000302237+0.000820924j 0.00178835+0.00158194j -0.00439516+0.00258739j -0.000846412-0.00339487j 0.000876692-0.000333364j -0.00115061+0.00243225j 0.00293301+0.00113027j 
0.00167061+0.00242922j -0.00190555+0.000305196j -0.000122932-0.00114587j -0.00504758+0.00214557j -0.00287726+0.00328866j 0.00171296+0.00111864j 0.000622096+0.000437531j -0.00384723+0.00533983j -0.000175119-0.00133697j -0.00347779+0.00436512j 0.00194627-0.00378367j -7.03976e-05+0.00163879j -0.00276287+0.00264392j 0.00273738-0.00337732j 0.00286277-0.00102619j 0.000860981+8.17035e-05j 0.000319087+0.000306061j 0.000615212+9.03906e-05j -0.00178229-0.00242413j 0.00266474-0.00174102j 0.00121274-0.000383435j 0.00103312-0.00303985j -0.000218728-0.0010466j 0.000791235+0.00163045j 0.000605299-0.00455751j -0.000188981-0.000878534j -0.000507939-0.00182985j 0.00186147-0.0019823j -6.30433e-05+0.00126567j 0.00155996-0.0016113j 0.00135841-0.00205785j 0.00404164-0.00170677j 0.00176362-0.00252199j -0.00195521+0.00783029j -0.0016988+0.00103886j -0.00249718+0.00676297j -0.00227296+0.00570448j 0.00546383-0.00943821j 0.000507025+3.5258e-05j 0.00528968-0.0116786j -0.00867579+0.00377484j -0.00339025+0.002841j 0.000625132-0.00215734j -0.00514319-0.00100288j -0.00184858+0.00925301j -0.0136954+0.000654663j -0.00152085-0.00428825j 0.00492014+0.012473j 0.00269901-1.44266e-06j -0.00236049+0.000842642j -0.00471213-0.000668417j -0.0111914-0.00460877j -0.00536201-0.00404393j -0.000504776+0.0019576j -0.00466329+2.00044e-05j -0.000639846+0.00373982j 
0.00330389-0.00297879j 0.00199721+0.000286845j 0.00431151-0.00160063j -0.00200567+0.00168662j -0.0017613+0.00164296j 0.00336488-0.00263452j 0.00279911-0.00150553j 0.00168071-0.00167972j 0.000442508+0.000347874j -0.000186398+0.000442722j 0.00133198+0.000138449j 0.000876084-0.000239836j -0.00187681+0.0019894j 0.00233972-0.00354795j 0.0018646+0.00278194j -0.00164165+0.000721681j 0.00188215+0.00116686j -0.0028343-0.000916626j 0.000342434+0.00434106j 0.000457942-0.0032358j 0.00127488+0.00125737j 2.51699e-06+0.00293961j -0.000568067+0.00143914j 0.000306022-0.000966809j 0.00220749+0.00270297j 0.000116553+0.00324252j 0.00140767+0.00259732j 0.000246295+0.00233505j -5.87147e-05-0.00245104j -0.00062773+0.00428591j 0.00161309+0.00148122j 0.00496996+0.00410711j 0.00353881+5.72743e-06j -0.00591843-0.00353271j 0.00585739-0.00468491j -0.00038998-0.000530994j 0.0049633-0.0161578j -0.000966672+0.00580963j 0.00267241+0.00356543j 0.00504397-0.00149277j -0.00291239-0.00485619j -0.0020803-0.00399467j 0.00672454+0.00664388j -0.000443397+0.00287798j 0.00993312-0.00429493j 0.00599148+0.016134j -0.0038779+0.00142644j -0.00182344-0.00608106j -0.00197439+0.000663896j 0.00143799+0.00174867j 0.00592091+0.00405574j 0.00412211+0.00462085j -0.00150768-0.000472158j 0.00308372+0.000768497j 0.000202151+0.00280912j 0.00616856-0.000429594j 
0.00100026-0.000573847j -0.00341986+0.00236367j -0.00198521+0.000585557j -0.00114726+0.000969566j 0.000549491+0.000162558j 0.00127172-0.0019183j -0.000787786+0.00173495j -0.000204568+0.000861535j -0.000916826+0.00255558j -0.00153151+0.00316818j -0.00201878-0.00288178j 0.000494005+0.00292578j 0.000229968+0.00377254j -0.000484254-0.00394772j 0.00381982+0.00109249j 0.0022345-0.00156685j -0.000108534+0.00236117j 0.000490371-0.00110731j 0.00185391-0.00190114j 0.00161741-0.00554675j 0.0023775-0.00253558j 2.65186e-05-0.00267653j -0.00308265-0.000715353j 0.00240253-0.00193106j -0.00118503+0.000747534j 0.00106223+0.00228078j -0.000228508+0.00060715j -0.00197141+0.0024269j -0.000391439-0.00186541j 0.000354794+0.00630181j 0.00549099-0.00530803j 0.000614513+0.00347288j 0.00053137-0.00213348j -0.0123585+0.00607516j 0.00194127-0.00915614j 0.000659704-0.000751478j -0.00600519-0.00128115j 0.0051011+0.00410716j 0.00134002+0.0100435j 0.00224564-0.0135545j -0.00500753-0.00515202j -0.00255999-0.000396861j 0.00487038+0.00617646j -0.00514823+0.00111158j 0.000272196+0.00398324j -0.000584783+0.0062088j -0.000472665-0.005007j 0.000234582+0.0099904j -0.00342484-0.0077358j 0.00324321+0.00329693j 0.00254351+0.000411295j -0.00259471-0.00881071j -0.00444439+4.48509e-05j 0.00312912+0.000531725j -0.00481259-0.00220113j 0.00219662+0.00019666j 
-0.0011513+0.000108945j 0.000647663+0.00105907j 0.00169011+0.00148171j -0.00114296-5.62959e-05j -0.00213034-0.00120435j -0.000207792+0.0012346j -0.00074725-5.54659e-05j -9.33895e-05+0.000763159j 0.00158364-0.00105276j -0.000423987+0.000873518j 0.00072389-0.00229874j -0.000667761+0.00109114j 0.00144442-0.00093953j -0.000761834+0.000253727j 0.00144036-0.00101131j 0.000741843-0.0010806j 0.0012178-0.000911412j 0.000880009+0.000251243j -0.000706102-0.0020301j -0.000873849-0.000834132j -0.000636912-0.00195565j 0.000234182-0.00245341j 0.000791144+3.26254e-06j -0.00104097+0.000960956j -0.00127906-0.001669j -0.000327678-0.00422489j 0.0013901-0.00273746j -0.00150104-9.24261e-05j -0.00365318-0.000902298j -0.000625576+0.00178273j 0.00019699-0.00256849j 0.00397806-0.00416523j -0.000195666-0.000262915j 0.000176796+0.00557199j -0.00254684-0.00255651j -0.001224+0.00251603j -0.00646917+0.00729749j 0.00154715-0.00244493j 0.000318576+0.00203872j 0.00164201-0.00745186j -0.00358336+0.00432536j -0.00270752+0.00476789j 0.000676273-0.00470977j -0.00130273-0.000859313j -0.000720733+0.00448793j -0.00116889-0.00592024j -0.000188052-0.00249819j 0.00101018+0.00265488j 0.000918594-0.000578963j -0.000653057-0.00283906j -0.00291153-0.00314787j -0.0057405-0.000306274j -0.00403383-0.000395607j -0.00291131-0.00299804j -0.00284271+0.00169404j -0.000978079-0.00168915j 
3.67488e-05-0.00261995j -0.00131787-0.00165737j -0.00266673+0.000806224j 0.00129593-0.00219102j 0.00191657-0.00304988j 0.000212326-0.0046241j -0.000502344-0.00336519j 0.000254475-0.00246335j 0.000574886+0.00170486j -0.000570465-0.000365451j 0.00162036-0.000388377j -0.0013918-0.00106402j -0.000520835+0.00404481j -3.72556e-05-0.0052819j -0.000598822-0.00140321j 0.000741433+0.00110562j -0.00155288-9.57795e-05j -0.0001716+0.00371607j 8.77725e-06-0.00117248j 0.0015288-0.00141666j 0.00213026+0.00181516j 0.0021081-0.00321473j 0.000390956+0.0013178j 0.000235858-0.000240419j -0.00151194-0.00844616j 0.00484983-0.00134628j 0.000990097-0.00209484j -0.00240098-0.00600553j 0.00524108-0.0017641j -0.00482571-0.00841265j 0.00449787+0.000779206j -0.00321461-0.00211578j -0.00255808-0.000341369j 0.00344609-0.00131171j 0.00596059+0.00151107j 0.0032865+0.000904717j -0.00170152-0.00444936j -0.00913973-0.00372123j -0.00888404-0.00572724j 0.00319531+0.00373495j 0.00182524+0.00285747j -0.000651368+5.91792e-05j -0.00468299-0.00103421j 0.00102185-0.003433j -0.00529375-0.00280324j -0.00249581-0.00215127j 0.00256925+0.00184359j 0.00396196+0.00260389j 0.00589684-0.00248945j -0.00123227+0.000963485j -0.00145619+0.000800787j -0.0030211-0.00318244j 0.004276+0.00118903j 0.000722658+0.000899129j 0.000238197-0.00139558j -0.000706934-0.00152284j 
-0.00113915-0.001846j -0.00530149+0.004296j -0.00647472+0.00675172j 0.00321628-0.00150921j 0.0042208-0.00464883j -0.00186178+0.000903795j -0.00274321+0.00492307j 0.00199133-0.0022764j -0.000366902+0.00263434j -0.0002011-0.00387803j -0.00673965-0.00124754j 0.00116122+0.00339811j 0.00485896+0.000496516j -0.00406779+0.0023097j 0.00135855+0.00131373j 0.00420857-0.00112085j -0.000250856+0.000431193j 0.00103475+0.000875321j 0.00416732+0.00101844j 0.00285081-0.00172478j 0.00296709-0.00103222j 0.000956997+0.00147457j -0.00266133+0.00103952j 0.00564633-0.00193929j -0.00776964+0.00154014j 0.00031763+0.00118144j 0.00206735+0.00228026j -0.00390618-0.000231186j 0.00221748-0.00530205j 0.000515865+0.00593714j 0.00384954-0.00215071j -0.00304873+0.000156422j -0.00305507-0.00288995j -0.00610941+0.00169393j 0.00117304-0.00535435j 0.00452187-0.00378309j -0.0135317+0.00440233j 0.00181573+0.00163096j -0.00271847+0.0103182j -0.00612507-0.00378726j 0.00334981-0.00227489j 0.00138929+0.00287545j -0.000227236-0.000506835j -0.00055612+0.000936454j -0.00716357+0.0043332j 0.00317486-0.00336042j 0.00569111-0.00301131j 0.000388586+0.00220492j -0.00241004-0.00824619j -0.00079354+0.00198435j -0.000492432-0.00016031j -0.00113698-0.00588156j 0.00103102+0.00305665j 0.00215808-0.000778688j -0.00504529-0.00291263j -0.00184871-0.000920608j 
-0.00307078+0.00247828j 0.00312478+0.000837008j 0.00285057-0.00236122j 0.00131057-1.12915e-05j 0.000336737+2.82918e-05j -0.00169565+0.000507054j 0.00102972-0.002431j 0.00164378+0.00188572j 0.00183728-0.000404828j 0.00458872+0.00273985j -0.000614734+0.000823697j 0.00165845-0.00202912j 0.00434748-0.0025432j -0.00660711+0.00366803j 0.00205942-0.000410059j -0.00170893-0.00238969j 0.00333423+0.000974798j -0.00106307-0.00354536j 0.00112281-0.00552245j -0.00729399-0.000142808j -0.00455724-0.0027117j -0.00449575-0.00122358j 0.00330154-0.00124287j -0.00358755-0.00244525j 0.000231517+0.00396727j 0.00396237-0.00513777j 0.00302628-0.00114306j 0.000662892+0.00375445j -0.00477445-0.00203307j 0.00482085+0.00332618j -0.00410957-0.00857178j 0.00604712-0.000390649j -0.00312769+0.0018768j 0.00326213+0.0047542j -0.00876873-0.00701179j -0.00293037-0.00114572j -0.00795572+0.00475052j 0.00689577+0.00274288j 0.00999908+0.00030294j -0.00863662-0.00234121j -0.00668284+0.00160655j -0.00170322-0.000751184j 0.0105156-0.00274222j 0.00165899-0.000177045j 0.00437946-0.00126823j 0.016-0.00450363j -0.0045805+0.00258418j 0.00408333-0.0034491j -0.00855104+0.0028824j 0.00866202-0.00480256j 0.00263304-0.00632735j -0.00196597+0.00254306j -0.00462162+0.00355638j -0.00141365-0.00560013j -0.00257063+0.00235133j -0.000437984-0.00754505j 
0.00245233-0.000691307j 0.00141605+0.00146367j 0.00182339+0.00183167j -0.00116505+0.00185399j -0.00203729+0.00197784j 0.0018551+0.00186287j 0.00257595+0.00247355j 0.00166776-8.97671e-05j 0.00129787-0.00320041j 0.000982805-0.00247838j -0.00122407-0.00310226j 0.00226287+0.00404255j 0.000533832-0.000463227j 0.00105443+2.46307e-05j 0.00138354-0.00122015j -0.00131734-0.000127627j 0.00354761-0.0036986j -0.00292974-0.000319119j -0.00188144+0.00532336j -0.00434456+0.00162075j -0.00266331+0.00707576j -0.00218645+0.00652621j -0.00388556+0.00295439j 0.00188442+0.00412075j 0.00139615-0.00145364j -0.00376067-0.000814917j 0.000846368+0.00119296j 0.00256288-0.000413536j -0.00160796+0.000894339j 0.00548702+0.00336789j -0.00446983+0.00323774j 0.00293718-0.00445482j 0.00353331-0.00143942j 0.00492074+0.00306447j -0.00456192+0.00424951j 0.000805207+0.00551431j 0.00431029+0.00235677j -0.000209451-0.00945822j 0.00692667-0.000111181j -0.00972591-0.00195974j 0.000357323+0.00774469j 0.00144601+0.00740811j 0.000698122-0.00828688j 0.00256753+0.00298864j 0.0087045+0.000705693j -0.000861275+0.00369156j -0.00191591+0.00258939j 0.0028874-0.00411151j -0.00161141+0.00631651j -0.00690823-0.00283919j -0.00267742+0.00109481j -0.00628694+0.00647261j -0.0027752+0.0042683j -0.00287611-3.54041e-05j -0.00252937+0.00510922j 0.000404497+0.00073101j 
0.00399088-2.01405e-06j -0.00132095+0.00263425j -0.00132009+0.00403898j 0.000721201-0.00120865j 0.00107931-0.00357229j 0.00600388-0.00310981j 0.0022694-0.000994948j 0.00318452-0.00249209j -0.00125065+0.00234981j 0.000595631+0.000973277j -0.00691623+0.00513041j 0.00546029-0.00371775j -0.00234866-0.00119244j 0.000858912-5.43124e-06j 0.00448632-0.00382716j -0.00391982-0.000653597j 0.00156665-0.00054254j -0.00770612-0.00259964j 0.00294346-0.00500952j -0.00032236+0.000344117j 0.00196386-0.00129037j -0.000765314-0.000192378j 0.000366413-0.000211087j 0.00210057-0.00561803j 9.58912e-05+0.00249451j -2.95646e-05+0.00104551j 0.00299581-0.00433512j 0.00386582-0.00238629j -0.00394888+0.00144983j 0.0118739-0.0067813j -0.00344531-0.000520958j -0.00232095+0.001069j -0.00393018+0.0013753j -0.00177702+0.00456257j -0.00531681+0.00162613j 0.00442232-0.00296637j 0.00570627+0.00622539j -0.000489305-0.00289204j 0.00931169-0.00982962j -0.0145535+0.00842502j -0.000800136-0.000856894j 0.00282726-0.0058881j 0.00171407+0.00064785j -0.00518499+0.00238252j 0.00939977+1.32576e-05j -0.000252557+0.00244573j -0.00512167-0.00468267j 0.0078563+0.00148397j -0.00481972+0.0029628j 0.00393547+0.00187539j -0.0029113+0.00210412j -0.00770262+0.00321977j 0.00234089+0.00747487j 0.00111675+0.00138751j -0.0048723+0.00497227j -0.00182661+0.00205803j 
6.86612e-05+0.0035906j -0.00227916+0.000148467j -0.00112965+0.00113577j -0.00113357-0.00200238j -0.000259071-0.00119952j 0.000441012+0.00037073j -0.000873683-0.000294325j -0.000529502+0.00186066j -0.00139704+0.00136696j -0.00192251+0.00264702j 0.000507793+0.00114669j -0.000980486-0.0019342j -0.00164885-0.000133252j 0.00140516+0.000647557j -0.00109856+0.000257312j 0.00119846-0.000929709j -0.00400648+0.00246855j 0.00389668-0.00256292j -0.00335946-0.00212248j 0.00572975-0.000492667j 0.00256908-0.00186355j -0.000544982-0.00479275j 0.0011293-0.00102197j 0.000767899-0.000907991j -0.00507126+0.00107581j -0.00104756+0.000425164j -0.00385265+0.000201326j -0.00466067+0.00111837j 0.00259058-1.62019e-05j -0.00645972-0.00222932j 0.00210735-0.00105968j -0.0060377+0.00591995j -0.00214889+0.00420286j 0.00174293-0.00802028j 0.00509743+0.00268113j 0.00154-0.002445j 0.0054802+0.00420058j -0.00511556+0.00410853j -0.0082273+0.00192061j 0.00607427+0.00405414j 0.0034912-0.00377967j 0.00256776-0.0039131j -0.00614593+0.00823693j -0.00487727-0.00269589j -0.00274446+0.00712233j -0.0136926+0.00512253j 0.000644838-0.00324321j 0.00524269-0.000406452j 0.00283853-0.0063313j 0.00115667+0.00569983j -0.00249103+0.00665036j -0.00103809+0.00197611j 0.00218449-0.00267988j 0.000241402+0.00414273j 6.14709e-05-0.00181442j -0.00235262+0.00602441j 
-0.00187903+0.00315075j 0.000504753-0.00224442j 0.00162049-0.00207473j -0.00133192-0.00117776j -0.00246672+0.000745573j -0.000416591+0.00377427j -0.00076595+0.000420612j 0.000305577-0.000277924j 0.00163964-0.00224988j 0.00162806-0.00233328j 0.00133918-0.00388443j 0.000541577+0.00236457j 0.00158407-0.00314263j -0.00192541+0.00267571j -0.00152846+0.00323899j -0.00184691+0.000564703j 0.00107785-0.000565412j 0.00442756-0.00440473j -0.00464179+0.0044721j -0.00267237+0.00139085j -0.00373544+0.00136322j -0.0039996+0.000875188j 0.0025324-0.0019077j -0.000858735+0.00479184j -0.00669719+0.0033413j -0.00198543-0.00675508j 7.54295e-05+0.00136503j 0.000239349+0.00395719j -0.000956682-0.00218022j -0.00566938+0.00645003j -0.0060235+0.00049406j -0.00157582-2.50695e-05j -0.000288822+0.0020885j 0.00897876-0.00805875j -0.000912235+0.000470347j -0.00126918+0.0013602j 0.00564967+0.00268162j -0.00540824+0.00823831j 0.00275631+0.0038946j -0.00444103-0.00584361j 0.00458429+0.00340453j 0.0059154+0.00128814j -0.00283153+0.00270789j 0.00148435-0.00219068j 0.000333184+0.00431809j -0.00823561+0.00222356j -0.000497681-0.00234423j 0.00327288-0.00927628j -0.00430049-0.00284766j -0.00373889-0.00229771j -0.00401184+0.00175098j -0.001106+0.00667753j -0.000289359-0.000297605j -0.00352984+0.00191577j 0.000312552+0.00127342j -0.00550036-0.000604975j 
0.000711011+0.00240124j -0.00104755-0.000715862j -0.000984281-0.000530162j -0.000377597-0.00129113j 1.45158e-05-0.00170042j 0.00137309-0.000177801j 0.000926445-0.00130912j 0.00135985-0.000233944j -0.000173687+0.000461343j 0.000487163+0.00237021j -0.00226733+0.00318707j 0.00129157-0.00228877j -0.000785364-0.00178554j 0.00025872+0.00178469j 0.00230614-0.000982625j 0.000547442-0.00256272j 0.00158287+0.00115585j 0.000469398-0.00196358j -0.00475664-0.00643374j 1.92764e-05-0.00125176j -0.0034434+0.000317458j -0.00614253-0.00174064j -0.00318603-0.00081136j 6.95665e-05-0.000816696j 0.000326388+0.000602309j -0.00426715+0.00173149j -0.00454395-0.000925051j -0.00374498+0.00591607j -8.95804e-05+0.00130104j 0.000365136+0.00247197j -0.00355197-0.00630086j -0.00305688+0.00145112j -0.00340997+0.00689053j 0.00329053-0.00385903j -0.00477339-0.00307611j -0.000825397-0.00372735j 0.00492577+0.00417499j 0.00465344-0.00178145j 0.00132475+0.00352041j -0.00373037+0.00565542j -0.00364042-0.002545j -2.40976e-05-0.00137141j 0.00339842+0.00294102j -0.00609511+0.00103872j 0.0066206+0.00386315j -0.00385187+0.00140947j -0.00250585+0.00352981j 0.00929618-0.00140613j -0.00445793+0.000567404j 0.00383356-0.000732606j -0.00253846+0.00368329j -0.00388634+0.00359746j 0.0010656+0.00355141j -0.00176409+0.00114891j -0.00156078+0.00205697j -0.00372734+0.00106488j 
0.00060711-0.00173726j -0.00266751+0.00119513j -0.00148898-0.000665917j -0.000412526+0.00235458j -0.0011284+0.00452272j -0.00137618+0.000187165j -0.00266117+0.00597804j -0.000454017-0.000526602j 0.00103546+0.00102156j 0.0021843-0.00450932j -0.000766059+0.000152047j -0.000875235+0.00131921j -0.00180206+0.00241419j -0.00186262+0.00172305j 0.000623274-0.000246911j -2.67321e-05+0.00895513j 0.00303865-0.00218658j -0.00358728+0.00566771j -0.00150747-0.00292457j 0.00261954+0.000786497j -0.00490744-0.00546763j -0.00107287+0.00327528j -0.00378433-0.0100251j -0.00157254+0.00305054j -0.00130563+0.00581067j -0.00445561-0.00154517j -0.00495385-0.00298801j -0.000954742-0.00602592j -0.000855893+0.00801791j -0.00541103-0.00529128j -0.000412791+0.0075465j 0.00305159+0.000249576j -0.00264349-0.00393537j -0.00248936+0.0047188j 0.00211432+0.00579849j -0.00227234-0.00108497j 0.0015744-0.00346384j 0.00982063+0.00788767j -0.00686462-0.00458375j -0.00356158-0.00278002j 0.000767023-0.000739973j -0.00574117-0.00217202j 0.00608018+0.0017968j 0.00189207+0.00702189j -0.000881074-0.00136799j -0.00276582+0.00266108j -0.0112707-0.00262997j -0.000365266-0.000694155j -0.00337247-0.00164505j -0.00258531-0.00400068j -0.00293318+0.00163325j 0.00359567+0.0017481j -0.00292916+0.000689369j 0.000240429+0.000327044j -0.000341922-0.000113026j 0.000106263+0.00149725j 
0.00270153+0.000765304j -0.00101854+0.0011443j 0.00072613+0.000991566j -0.00274714+0.00170109j -0.00350524+0.000485476j 0.00369909+0.000190894j 0.000948146-0.000976155j 0.00105847+0.000280991j -0.00167854-0.000911436j -0.000869917+0.00105156j -0.00349084+0.000356667j 0.00267073-0.000446625j -0.00292845-0.00137907j 0.00262673+7.70905e-05j 0.00307748-0.00325318j -0.00355775-0.000665701j 0.000974553-0.00247857j -0.00120301-0.000127148j -0.00484256+0.000411605j 0.000382752+0.00151566j 0.00202705+0.00156233j -0.00354462+0.00220795j -0.000122298+0.001j 0.00112642-0.000628263j -0.0041306+0.000968696j -0.00624595+0.0002895j -0.00373098-0.000953895j 0.000695345+0.0016512j -0.00325538+0.00141321j 0.00368925-0.00164799j -0.00627829+0.000257891j -0.00523648-0.000656957j 0.0020082+0.00240703j 0.00307753-0.00134912j -0.00399622+0.00478097j 0.0031244+0.000622698j 0.0126776+0.00794707j -0.0065443-0.00450351j 0.00405203-0.00103044j -0.00510739+0.000387586j 0.00306436+0.00486422j 0.00646679+0.00142434j -0.00656725+0.000194185j -0.00699603+0.0027087j 0.00878618+0.00265125j -0.0148198+0.0052997j -0.00101556-0.00223601j 0.00811945-0.00245629j 0.00138701-0.000209521j -0.00429734+0.00154245j -0.00540669+0.00683497j -0.00663031+0.010223j 0.00105238+0.00451877j -0.00419194+0.00541042j -0.0014186+0.00659369j -0.00333098+0.00442647j 
