0.0314332-6.59195e-17j -0.07118+0.00158489j 0.0335103-0.00126055j 0.0340246-0.00118719j -0.0248631+0.00143176j 0.0299676+0.00209503j 0.0140927-0.000755151j 0.0048295+0.00136597j -0.0309489-0.000135992j 0.0158318-0.00190981j -0.0666376+0.000441564j -0.0225404+0.00592773j 0.276346-0.00259865j 0.105097-0.00850392j 0.00646615+0.000315466j 0.104037+0.00599483j 0.120358-0.000916607j 0.00217394-0.000337635j -0.0372644+0.00265906j 0.0185871+0.000323806j -0.0398248+0.00198044j 0.0102769+0.000727303j -0.023725+0.00137444j 0.0168231-0.00299699j -0.0129399+0.00342796j -0.0148057-0.000222715j -0.0859263+0.00060954j 0.0138345+0.000340216j -0.00516728-0.00142929j 0.0131432-0.000656725j 0.00945766+0.00051008j 0.0103211+0.00268239j 0.035875-0.00285842j 0.0397006-0.00201839j 0.00198772+0.00229221j -0.0156434+0.00256772j -0.0962176-0.00112846j -0.027608-0.00220619j 0.0992646-0.00233302j -0.0636953+0.00720839j -0.0678595+0.00208695j 0.0149989+0.00451788j 0.110713+0.00991801j -0.0899908+0.0210254j -0.0507988-0.00132046j -0.120247-0.00245624j 0.0189494+0.00344513j -0.000772003+0.000138516j -0.0449264-0.00283683j 0.00362459+2.56811e-06j -0.00875234-0.00107868j 0.00445589-0.00090437j 0.00863769-3.81911e-05j 0.0153516-0.00316732j 0.0337744-0.00750118j -0.0172556+0.00226146j -0.00128475-0.0054624j 0.00302471-0.00249595j -0.0167284+0.00593851j -0.0386926-0.000277489j 0.026056+0.00194823j -0.0215494+0.00952474j 0.00850019-0.00510702j 0.00914716-0.00861029j -0.0017279+0.00114268j -0.000270526-0.00149818j 0.013857-0.00194572j 0.0344063+0.00765473j -0.0345583-0.00231113j 
-0.0148057+0.000222715j -0.0408006-0.00407621j -0.0133636+0.000367547j 0.0157375-0.00167381j -0.00342231+0.00190858j -0.0285644-0.000786921j -0.0263928+0.00379606j 0.000459352+0.00390664j -0.105444-0.00812254j 0.00052034+0.00422995j 0.0893612-0.00256407j -0.0656391-0.00108413j 0.0130287+0.000957242j -0.0380011+0.00307904j 0.0177556+0.00124871j -0.036615+0.000969872j -0.0601149+0.00256022j 0.0507454-0.00101388j -0.0379937+0.0024391j 0.00267697-0.00219789j -0.0147075+0.000458112j 0.0320338+0.00347956j -0.0113801-0.00811129j -0.0212043+0.00199118j 0.0445195-0.00178114j -0.0474055+7.66618e-15j 0.0986098-0.00173067j -0.0404181+0.00255438j -0.0468037-0.0010001j -0.0458886+7.49376e-05j 0.0621503+0.00179186j 0.0391381+0.00130802j -0.163213+0.00248716j -0.125199-0.00057037j 0.358177-1.65472e-05j -0.530775+0.000292442j -0.120019+0.000684876j 0.0677992+0.00120974j 0.142007-0.00149746j 0.0824905-0.00181214j 0.155223-0.000217414j 0.061693+0.000749417j -0.00519289+0.00230607j 0.109712+0.0037267j 0.127834-0.00118804j -0.0323098+0.0027867j -0.0605527+0.00329713j -0.01069-4.38421e-05j 0.00646872+0.00110252j -0.012889+0.003818j 0.0188232-0.00228954j 0.0145963-0.000444318j -0.00927019+0.00200577j -0.0198365-0.000392173j -0.0293981+0.000405352j 0.000326464-0.00424379j -0.0427784+0.000691064j 0.00850409-0.00433287j 0.0357808-0.0043317j 0.0385427-0.00153139j 0.000157222-0.00835469j -0.0148947-0.00235262j -0.0092736-0.00432075j 0.023351+0.00448141j -0.00108543+0.000550253j -0.0123936+0.00110562j -0.0131733+0.00384147j -0.0030677-0.00404805j 9.28193e-05+0.000438844j 
-0.0859263-0.00060954j 0.0085296-0.00532765j 0.0433635+0.00521748j 0.00987591+0.00217901j -0.000804207-0.000617571j 0.126077+0.00373014j -0.0280128-0.00448259j -0.0342405-0.0017933j 0.0578735+0.00249957j 0.00902799-0.00231808j -0.00646038+0.000123826j 0.00754022+0.00118814j -0.0539453+0.00139803j -0.0192193+0.00141778j -0.0461838+0.00243498j 0.0113082-9.79052e-05j -0.1139-0.00286429j -0.0130382+0.00257747j 0.0444469+0.00290285j -0.064771+0.00189555j -0.124391-0.002169j 0.100582-0.00239604j -0.0281495+0.00507066j -0.0401734-0.00147593j -0.021402-0.00082647j 0.0986098+0.00173067j 0.0483795-3.75706e-14j -0.0841816-0.00140633j -0.135762-0.00166743j -0.0471939+0.000473681j -0.0856655+0.00316733j 0.181645-0.0044857j -0.174666+0.00495123j 0.107003+0.00126965j -0.060762+0.00126198j 0.0468867-0.00163258j -0.20944+0.00251276j -0.0244343-0.000535296j 0.00166906-0.000477163j 0.0167144-0.000117073j -0.00101303-0.00111241j 0.0091427+0.000948983j -0.105367+0.0017269j 0.100502-0.00103996j -0.0698255-0.00349104j 0.0369642+0.00426545j -0.0381365+0.00687101j 0.023371-0.00323351j 0.074376-0.000902503j -0.0197485+0.00349053j 0.0133557+0.00014256j -0.0169628+0.00201152j -0.0209652-0.00147545j -0.0211017+0.00182569j -0.0302672+0.00254563j 0.00497061-0.00360715j -0.0415698+0.00374716j -0.0375981+0.000347253j 0.0024824-0.00458305j 0.00277387-0.000874323j -0.0207501-0.0032907j 0.0197512-0.0102761j -0.0304758-0.000504785j 0.0284714+0.00362792j 0.00523224-0.00122786j -0.00435121-0.0003009j -0.0430974+0.00138252j -0.00428499-0.00765703j -0.00584934+0.000748798j 
0.0138345-0.000340216j 0.0230324+0.00079915j 0.0039026+0.00221395j -0.0432997-0.0012682j 0.0404924-0.00278401j -0.0280045-0.00183287j 0.0109993-0.00223001j 0.00586838+0.000213105j 0.0508062-0.00271048j -0.0485149-0.00159261j 0.0550299-0.00357981j -0.021193-0.000515414j -0.100491-0.00528073j -0.0307999-0.0006567j -0.0103779-0.0030549j 0.0824145-0.000607567j -0.0264895-0.00345039j -0.0242805+0.00391588j 0.0631667-0.00644056j -0.0103088+0.000724446j 0.053053-0.0049734j 0.0637709+0.000184486j -0.054272-0.00588434j 0.156699+0.00217254j -0.022522+0.00703645j -0.0404181-0.00255438j -0.0841816+0.00140633j -0.0060981-1.71547e-14j 0.0332836+0.000266097j 0.0835614+0.000723136j -0.106128-0.00147229j -0.399823+0.00300756j -0.0136996-0.00108378j 0.209445-0.0011463j 0.002038-0.00351993j 0.0677157+0.00224273j -0.146813-0.00208661j 0.0513596+0.000100725j 0.0657318-0.00171444j -0.0987461-0.00224871j -0.0978325-0.00358511j -0.295063+0.00671147j 0.0696779-0.000428334j -0.108278-0.000826881j -0.0333596+0.000542552j -0.0515245-0.000377665j 0.0683606+0.000839714j -0.0383474+0.0048809j 0.068334-0.000978231j 0.0148538-0.00413032j 0.00369767-0.00247538j 0.0157279-0.00305749j -0.0195651+0.00465594j -0.00478986+0.00446404j 0.07346+0.00559047j 0.0146656-0.000452186j 0.0552756+0.000753303j 0.0187885-0.00127888j -0.0316714+0.00278766j -0.0691183+0.000300222j 0.0421699+0.00792673j -0.00191607+0.00324074j -0.0539307+0.00165911j 0.000974731-0.011485j 0.00422758+0.000720595j -0.00712387+0.00489514j -0.00085938-0.00613575j 0.00454431+0.000656672j 0.00851097-0.00210562j 
-0.00516728+0.00142929j -0.00879588+9.16344e-05j 0.0200805+0.000968419j 0.0122775+0.00189807j -0.0325823-0.000192858j 0.0260243+0.000578849j 0.00898982-0.00100591j -0.0391089-0.00169762j 0.00639014+0.00183922j -0.0207453-0.00168599j -0.0258217+0.00241822j -0.029083-0.00147584j 0.013818-0.00170087j -0.0321109+0.00216698j -0.0136808+0.000601027j -0.0118751-0.00178759j -0.0188271+0.000224987j 0.0248123+0.00018189j 0.0291716+0.000406307j -0.0213122+0.00299794j 0.0108431-0.000701446j -0.00283481-0.00136486j -0.0219748+0.00269292j -0.0282337-0.00051557j 0.083875-0.000770626j -0.0468037+0.0010001j -0.135762+0.00166743j 0.0332836-0.000266097j 0.703239-1.27146e-13j -0.0129999+3.35539e-06j 0.111484-2.83309e-05j -0.114821-0.00244935j 0.0225333-0.000630615j -0.427325-0.000469152j -0.07909+0.00317505j 0.048773+0.00235153j -0.0370269+0.00109886j 0.157931+0.00173615j 0.0987592+0.00339054j -0.0340377-0.000866922j 0.107847-0.000484631j -0.0154575+0.00257439j 0.0287663+0.000742358j 0.0458999+0.000855317j -0.0861722-0.00131295j -0.00349299+0.000466412j -0.0198306+0.00187358j -0.0277721-0.000785372j 0.00292744-0.000652942j -0.0016649+0.000672223j -0.000855616+0.000727856j 0.0160663-0.0012514j -0.00428441+0.00149586j 0.00574981-0.00477724j -0.00397933+0.00140074j -0.020883+0.00215475j 0.00335959+0.00122547j -0.0158603-0.000216777j -0.00580289-0.004864j 0.027685+0.000963008j -0.0135927-0.00474767j -0.00318151-0.00164528j -0.000197433-0.000336582j -0.00366657+0.00367843j -0.0146092+0.00355445j 0.000419037+0.00495034j 0.0116523+0.000935315j -0.00108434+0.000116417j -0.00461805+0.000364519j 
0.0131432+0.000656725j -0.000691176+0.0010885j -0.0249701+0.000365728j -0.0150902-0.00282217j -0.00734798+0.000533154j -0.0104127-0.000117905j -0.01561+0.000598266j -0.0328565+0.000460991j -0.0162623-0.00104576j 0.0165718+0.00125765j -0.00763795-0.000377137j -0.017166-0.000631187j -0.00670055+0.00023702j -0.0190393+0.00199007j 0.0112951+0.000735247j -0.0279626-0.00124124j 0.000127258-0.000316545j 0.0245826-0.000938424j 0.0363767-9.71308e-05j 0.0134973+0.00102468j 0.0119099-0.000384379j -0.0454357-0.000188898j -0.00406281+0.000442483j -0.0480987+0.000201429j -0.0225376-0.000426073j -0.0458886-7.49376e-05j -0.0471939-0.000473681j 0.0835614-0.000723136j -0.0129999-3.35539e-06j 0.935466-1.08528e-12j 0.0555008+0.000180623j 0.0735267-0.00189756j -0.168574-0.00109378j 0.0237104+6.39271e-05j 0.0101546+0.000704552j -0.0323463+4.76907e-05j 0.0551586+0.00121052j 0.104072-0.000399602j -0.0528026+0.000653101j -0.0852903+3.51143e-05j -0.0104425+0.00160604j 0.008812-0.000525823j 0.0248127-0.000509382j 0.050901+0.00136692j 0.00862982-0.000548181j -0.0121307-0.000267113j -0.00133236+0.000151731j -0.0204159+0.00260047j -0.0081746-2.2347e-05j -0.0302045+0.00117142j 0.0204155+0.000838528j 0.0588313-0.00167149j 0.0404107+0.00195792j -0.000272731-0.00196683j -0.0348921+0.000278592j -0.010858-0.000307254j -0.0289159+0.000660164j -0.00126113-0.000543597j -0.0147099-0.00100245j 0.0137177-0.00123677j 0.0200941-0.00287495j -0.003316+0.000871192j 0.00563124-0.000439812j 0.00717747-0.000962683j 0.0062173-0.00229287j -0.00211756+0.000395653j -0.00381614+9.01256e-05j -0.00156343-0.000467532j 0.00112431+0.000253824j 
0.00945766-0.00051008j 0.0158089-3.06269e-05j -0.0336777+0.00143436j -0.0438446+0.00261273j 0.0517516-0.000922573j -0.00678741+0.000606173j -0.0389381-0.00361451j -0.0266526-0.000881481j -0.0349822+0.00196473j 0.0045833-0.0037951j -0.00475795+0.000704574j -0.0103012-0.00105551j -0.107201-0.00109202j -0.0183937-0.00236328j 0.00180321-0.00362619j 0.0137006+0.00330835j -0.00677385-0.0013898j -0.00286729+0.000447103j -0.108485-0.000959748j -0.000463093-0.000997498j -0.0279398-0.000197012j 0.109656-0.000494347j 0.00833674-0.00324476j 0.00173634-0.00100977j -0.120712+0.00192222j 0.0621503-0.00179186j -0.0856655-0.00316733j -0.106128+0.00147229j 0.111484+2.83309e-05j 0.0555008-0.000180623j 0.707994-1.62297e-13j 0.158374+0.00441766j 0.0950637+0.000512609j -0.0827873+0.000439441j 0.0694942-0.00278775j 0.00441665-0.00247428j -0.0390281-0.0023844j -0.19497-0.00334552j 0.055761-0.00327462j 0.0239066+0.00138127j -0.164928-0.00120117j 0.005432-0.000384916j -0.0151876-0.00238752j -0.0146085-0.000113346j 0.107472-0.00120384j -0.107832+0.000446122j 0.0444586-0.00444471j 0.00226778+0.00333614j -0.0104936+0.000525275j -0.0475275-0.000721956j 0.000558084+0.000175013j 0.0258036-0.00125257j 0.0302366+0.00131205j -0.00683943+0.0082252j -0.0176076-0.000178719j 0.0133335-0.00153192j 0.015194-0.00706116j 0.00803819+0.0043627j -0.00398532+0.00424637j -0.0122496-0.00222495j 0.0455331+0.00556686j 0.0029895+0.00314948j 0.00125503-0.000872947j 0.0259426-0.00647255j -0.00545719+0.0029912j -0.00314021-0.0035187j -0.0239381+0.000154081j -0.00311064-0.000853457j 0.00191429+0.000828592j 
0.0103211-0.00268239j 0.00181987-0.000182004j -0.0202472+0.000713423j -0.0685851+0.0060602j -0.0401338+0.0022598j -0.0503033+0.000890479j 0.0349085-9.99198e-05j -0.00165921+0.000616526j -0.0257914+0.00151797j 0.012282-0.00359411j -0.00161916+0.00450686j -0.00614302+0.00149071j 0.0637958-0.00312094j -0.014161+0.000771438j -0.0611455+7.32186e-05j -0.0057397-0.00108825j -0.0528146-0.00490852j -0.0573799+0.00264367j -0.119593-0.0055676j -0.00496577-0.00262099j 0.0850999+0.00384641j 0.0516432+0.00398952j 0.155829+0.00156487j 0.221447-0.000493852j -0.256854+0.000554444j 0.0391381-0.00130802j 0.181645+0.0044857j -0.399823-0.00300756j -0.114821+0.00244935j 0.0735267+0.00189756j 0.158374-0.00441766j -0.213248+9.85303e-14j -0.182628+0.00351624j 0.0244311-0.000138671j 0.0366283+0.00335287j 0.0184235+0.000508928j 0.0332423-0.00268226j -0.00813972+0.0032288j 0.204523+0.00396144j 0.118132-0.000116051j 0.0949621-0.0055604j -0.118773+0.00249016j -0.00724249+0.00298564j -0.100588-0.00270368j -0.134945+0.00406216j 0.170787-0.0014001j 0.00521891-7.62833e-05j -0.0482877-0.00503232j -0.0499649+0.00166937j 0.0459109+0.00358279j 0.00884852+0.0049395j 0.0356853+0.00297826j -0.00962646-0.00364038j -0.00172025-0.00420197j 0.0762901+0.00153995j 0.0155031+0.00157057j 0.0629687+0.00251208j 0.00405706+0.00370814j -0.0409429+0.0021603j -0.0193446+0.000317845j 0.0051684+0.000652335j 0.00447342-0.00525614j -0.0299757+0.00279318j -0.0078983+0.00365089j -0.00218428+0.000208602j 0.000964025+0.0118527j 0.0317065-0.00494509j 0.00283605+0.00223529j 0.00751455-0.0021796j 
0.035875+0.00285842j 0.00235322+0.00351551j -0.0279866+0.00232352j 0.0203288-0.00213644j 0.0235642+0.000535237j -0.00652628+0.00187522j -0.00669942-0.00201016j -0.0299577+9.65283e-05j 0.0852602+0.00160113j 0.00434172+0.00419327j 0.0733786+0.00291661j -0.00472248-0.00624561j -0.0633843-0.00125811j 0.0143814+0.00453981j 0.0412006+0.000167569j 0.0524053-0.00121672j 0.0293797-0.00180515j 0.0284809-0.00413067j -0.172608-0.00275307j 0.0924+0.00460022j -0.0578553+0.000291703j 0.240766+0.00314984j -0.161738-0.00326359j 0.0321357+0.00213198j 0.175725+0.00135247j -0.163213-0.00248716j -0.174666-0.00495123j -0.0136996+0.00108378j 0.0225333+0.000630615j -0.168574+0.00109378j 0.0950637-0.000512609j -0.182628-0.00351624j -0.278355+1.69886e-14j 0.120705+0.00276316j -0.0685349+0.00303464j -0.042616-0.00327687j 0.0150957-0.00131132j 0.110436-0.00516552j -0.169042+0.000522344j -0.192637-0.000533451j 0.00608711+0.0036623j -0.00439363-0.000926365j 0.123149-0.00334595j 0.0662588+0.00363043j 0.112431-0.00579608j -0.16157+0.00301832j 0.00409363-0.00206595j -0.0567879+0.00509261j 0.0194494-0.00133783j 0.0228961-0.00183985j 0.0266566-0.000505618j 0.00962446-0.00331656j -0.04816+0.0040599j -0.0681083+0.00636506j -0.0139881-0.000615708j 0.00593728-0.00290779j -0.0425251-0.00419327j -0.0347126-0.0064468j -0.0060949+0.00397306j -0.0228155+0.00148416j -0.00858836+0.00205123j -0.00879389+0.00412928j 0.0175575-0.00443952j 0.0174009-0.00258394j -0.00099788+0.000534278j -0.00890283+0.0097433j -0.0154654+0.00186843j -0.00679105-0.000241048j 0.000596488+0.0024243j 
0.0397006+0.00201839j 0.0127328+0.00345169j 0.0712169+0.00178371j -0.0012207+0.00718279j 0.0722281-0.00146322j 0.0175352-0.00144976j -0.0256671-0.00403139j 0.00395802-0.00105304j 0.0282839+0.00349017j 0.0450602-0.00526497j 0.0351133+0.00397629j -0.0371874-0.00502354j -0.0214857-0.00580489j -0.025944+0.00148554j 0.02107-0.00526456j -0.0241217+0.000778368j 0.0185466-0.00140785j 0.0268838-0.000341766j -0.103093-0.000503143j 0.0899369+0.00440401j 0.0301936+0.000868495j -0.180967-0.00120098j -0.288259-0.00215612j 0.0481339-0.00279333j -0.184835+0.000441036j -0.125199+0.00057037j 0.107003-0.00126965j 0.209445+0.0011463j -0.427325+0.000469152j 0.0237104-6.39271e-05j -0.0827873-0.000439441j 0.0244311+0.000138671j 0.120705-0.00276316j -0.37344+1.88803e-15j -0.0903562+0.00502227j 0.026266+0.00230315j -0.0645296-0.00354058j 0.0565383-0.00321353j 0.101864-0.000331968j -0.00979225-0.000619887j 0.0591563-0.000503464j 0.0168176+0.00325711j 0.0972971-0.000949989j 0.0790489+0.000921097j 0.00522202-0.00400743j -0.154737+0.000507624j 0.0317539-0.00454002j -0.0292547-0.00116078j 0.0122252+9.78205e-05j 0.0145922-0.00305252j 0.0311286-0.0076643j -0.0202508-0.00106075j 0.0101313+0.00150561j 0.012875+0.00161092j -0.0336712-0.00116511j -0.0269574+4.47205e-05j 0.0277017-0.00516434j 0.039434+0.00203672j 0.00330264-0.000944354j 0.050064+0.000231353j -0.0373206-0.00168392j -0.00912367+0.00334888j 0.0235303-0.00271806j 0.00556907+3.95916e-05j 0.00197778-0.00194724j -0.00152111+0.00863267j 0.00853164+0.00136855j -0.00465484+0.000500643j -0.0055408+0.00175256j 
0.00198772-0.00229221j 0.0728279+0.00126621j 0.0256253+0.00778962j -0.10002-0.00330599j 0.0127997-0.00020412j 0.00147658+0.00231284j -0.0844308+0.0027385j -0.0131615-0.00230918j -0.0137843-0.00113831j -0.0529791+0.00596202j 0.0147974-0.000314796j 0.0548205+0.00575216j -0.067005+0.00469581j -0.108134-0.00235373j -0.0469208-0.00508218j -0.00493381-0.00288595j 0.0122508-0.00320276j -0.0267251+0.00229357j 0.033403-0.000979303j -0.165328+0.00328015j -0.160248-0.00207781j -0.0350385+0.000680438j -0.333766+0.002587j 0.220254+0.000202612j -0.00285836+0.00217328j 0.358177+1.65472e-05j -0.060762-0.00126198j 0.002038+0.00351993j -0.07909-0.00317505j 0.0101546-0.000704552j 0.0694942+0.00278775j 0.0366283-0.00335287j -0.0685349-0.00303464j -0.0903562-0.00502227j -0.211649-6.57794e-14j -0.0951987-0.0037337j -0.209487+0.00409506j 0.0369955+0.00240903j 0.0209168-0.00506584j 0.0158397+1.67812e-05j -0.118169-0.00230073j -0.0595937+0.00264772j 0.0443346+0.000442475j -0.0233596+0.0006826j -0.112831-0.000932535j -0.0302924-0.000467247j 0.139221-0.00028878j -0.0514966+0.00189417j 0.105423+0.000213863j 0.00142762+0.000146296j 0.0170788-0.00194433j 0.000684992-0.000646979j 0.0137601+0.00189335j 0.0132941-0.000419833j -0.0302187+0.00144745j -0.0121231-0.000811416j -0.00749032+0.0022652j -0.00475873+0.00236858j -0.013483+0.00165056j -0.0181527-0.00152084j -0.00509351+0.00162241j 0.00479125+0.000632111j 0.00204601+0.00182445j 0.0217196-0.00426013j 0.00227575+0.000307227j -0.00380924+0.00920663j -0.0119134-0.00317757j 0.00296882-0.00179417j -0.00782288-0.00018195j 
-0.0156434-0.00256772j 0.0554011-0.00299034j 0.106576+0.00182258j -0.00998569+0.00485097j -0.0484611-0.000925373j 0.0378778-0.000734203j -0.0535657+0.00132248j 0.0583439+0.00100769j 0.0710431-0.00200135j -0.0299022+0.00116946j -0.00459726-0.00146311j 0.0605116+0.00290506j 0.0154357+0.00453668j -0.0426986-0.00032376j -0.0447496-0.00394143j -0.0263511-0.00114749j -0.0667309-0.00153599j -0.0585852+0.00175359j 0.112681+0.00670712j -0.0498769+0.00471972j 0.167902-0.000590343j 0.389626+0.00176768j -0.0979339-0.000260278j -0.2272+0.00162249j -0.431475+0.00190546j -0.530775-0.000292442j 0.0468867+0.00163258j 0.0677157-0.00224273j 0.048773-0.00235153j -0.0323463-4.76907e-05j 0.00441665+0.00247428j 0.0184235-0.000508928j -0.042616+0.00327687j 0.026266-0.00230315j -0.0951987+0.0037337j -0.0329346-6.17605e-15j -0.0651899+0.0035867j 0.0578721+0.000852434j -0.0143661-0.00527793j 0.0378083-0.00239931j -0.131225+1.03289e-05j -0.0401228+0.00105777j -0.0404538+0.000932154j -0.0386629-0.000195604j -0.0480656+0.00135773j 0.0230248-3.8721e-05j 0.0842182+0.00230243j 0.05598-0.00474802j 0.113251+0.000412443j -0.0464197-9.28283e-06j -0.00998367+0.00157562j -0.0161811+0.000349894j 0.00284828-0.0012156j -0.00240176+0.00422122j -0.0160166-0.000516521j 0.00425571+0.00143511j 0.0120029+0.000505803j -0.00115874+0.0042408j -0.0109135-0.000546193j 0.0034306-0.00204063j -0.00571027+0.00518152j -0.0121985-0.00158124j -0.00165049+0.00204415j -0.00977949-0.0012516j 0.00119495-2.04701e-05j -0.00586002-0.00109273j -0.00663033-0.00230239j 0.00879804-0.0016519j -0.00273702-0.00231245j 
-0.0962176+0.00112846j -0.0102201-0.0070928j 0.0448183+0.0016102j 0.00753767+0.004009j 0.0452369-0.0015735j 0.0410747-0.00251645j 0.015212+0.000729512j 0.0555985-0.00149108j -0.0557831+0.00141695j -0.00558012-0.0020324j -0.0203899+7.62906e-06j 0.0718771+0.00388605j -0.0650452-0.00224223j -0.0933584-0.00199741j 0.0310786+0.00147157j 0.0531543-0.000156467j -0.107222+0.00169749j 0.111974+0.00221529j -0.0332706-0.000242921j 0.157312-0.00161657j -0.0799853+0.00430925j -0.0110264-0.000916568j 0.106243-2.83051e-05j -0.161151+0.0014705j -0.0371378-0.000134695j -0.120019-0.000684876j -0.20944-0.00251276j -0.146813+0.00208661j -0.0370269-0.00109886j 0.0551586-0.00121052j -0.0390281+0.0023844j 0.0332423+0.00268226j 0.0150957+0.00131132j -0.0645296+0.00354058j -0.209487-0.00409506j -0.0651899-0.0035867j -0.332223-1.72376e-13j -0.25919+0.00461905j -0.12648+0.00195427j 0.0798151+0.0032213j 0.145723-0.00622047j -0.0264852-0.00175165j 0.111365+0.00248827j -0.0237842+0.000951344j -0.125539-0.0110078j -0.185012+0.00598082j -0.0236456-0.00251975j 0.0128811-3.50537e-05j -0.131669-0.00127588j 0.0316589+0.000591273j -0.00646442-0.000639729j 0.00209421+0.00110792j -0.000156835-0.00126193j -0.0145274-0.000111473j -0.0107814+0.00327274j -0.0103024-0.00243735j -0.0446212-0.00719327j -0.0155685-0.00303848j 0.0221901+0.0010989j -0.0377911+0.00952316j -0.0220238-0.00684688j 0.068639+0.00158217j 0.0344883-0.00478793j 0.0680127+0.00339241j -0.000313413-0.000791623j -0.000898415-0.00040166j -0.00460214+0.00871535j -0.0319886+1.19939e-05j -0.0212221+0.0101606j 
-0.027608+0.00220619j -0.00576176-0.00575958j -0.0535173+0.00288074j 0.0522426+0.00593554j 0.0867452+0.00358624j 0.0184589-0.000242454j -0.0922709-0.00257348j -0.0121061-0.000189035j 0.0302219+0.000258783j -0.0175764-3.72487e-05j -0.0399772+0.000579547j 0.0497151-0.00792104j 0.0112743+0.000829327j -0.036108-0.00135408j -0.0398945+0.00139464j 0.0343602+0.00343928j -0.12812-0.00276841j 0.0318855+0.00634652j 0.151603+0.0025382j -0.12777-0.00444577j -0.00106716-0.00261701j -0.077299+0.000352519j 0.0871173+0.000213586j -0.0024315-0.00470942j 0.0371073+0.00135551j 0.0677992-0.00120974j -0.0244343+0.000535296j 0.0513596-0.000100725j 0.157931-0.00173615j 0.104072+0.000399602j -0.19497+0.00334552j -0.00813972-0.0032288j 0.110436+0.00516552j 0.0565383+0.00321353j 0.0369955-0.00240903j 0.0578721-0.000852434j -0.25919-0.00461905j -0.116886-8.91123e-14j 0.0402813-0.000491043j 0.0673992+0.000240928j 0.125692-0.00406224j -0.151977+0.00376528j -0.14181+0.00386356j -0.145738+0.00302021j -0.0332062+0.00319304j 0.075832+0.00312444j -0.0188543+0.00464153j 0.0299259+0.00253237j 0.0692006+0.000906004j -0.0180179-0.00128672j 0.00150149-0.0019654j 0.0127518-0.000634224j -0.000883641+0.00128342j -0.00927541-0.000219547j 0.0029979+0.00364007j 0.0278831+6.35332e-05j 0.0232812+0.00318863j 0.015975-0.00107679j 0.0199803-0.00487458j -0.0202103+0.000766391j 0.023851-0.00318033j 0.03909-0.00435292j -0.0822001-0.00126619j 0.0133972-0.00108203j 0.00563032+0.000424145j -0.00461546-0.00762365j -0.0386649-0.00127551j 0.0103837-0.00528852j 0.0133355-0.0024629j 
0.0992646+0.00233302j -0.00744005+0.00401176j 0.0313717-0.00222588j -0.077534+0.00633027j 0.00739447-0.00279543j -0.0350451-0.0033896j -0.0413326+0.000384388j -0.0809498+0.00129338j 0.0409125-0.00206682j -0.016265-0.00591988j -0.0445319-0.00245855j -0.0216405+0.00242417j 0.0604216-0.0047499j -0.00279918-0.000787358j -0.0531634-0.00627619j -0.109318+0.00142453j -0.0628186-0.00461097j 0.0436149+0.00612371j 0.0526227+0.00415608j -0.345696+0.00044961j -0.0627056-0.00651539j 0.150826+0.00190579j -0.185325+0.00146531j 0.126229-0.00362899j 0.0270783+0.00212572j 0.142007+0.00149746j 0.00166906+0.000477163j 0.0657318+0.00171444j 0.0987592-0.00339054j -0.0528026-0.000653101j 0.055761+0.00327462j 0.204523-0.00396144j -0.169042-0.000522344j 0.101864+0.000331968j 0.0209168+0.00506584j -0.0143661+0.00527793j -0.12648-0.00195427j 0.0402813+0.000491043j -0.081633+1.21615e-15j 0.221154-0.00138243j 0.0423792+0.00523418j 0.0693496+0.00371004j 0.0376803+0.00352958j 0.0858458-0.00221558j -0.13046-0.00305171j 0.0381789+0.0025022j -0.0380096+0.000154715j 0.0104599+0.000253791j 0.136787+0.000563348j -0.0343203+0.00270611j 0.0201994+0.00235449j 0.0203184+0.000304982j -0.00886493-6.41625e-05j -0.0263957+0.000534894j 0.0110085-0.000951806j -0.00778639-0.00117481j -0.0427301+0.00185454j -0.0144579-0.00266638j 0.0171311-0.00235766j 0.0402561-0.000936584j -0.0131111-0.00487307j -0.00747504-0.00291625j 0.0546646-0.00055696j -0.0203781+0.00835233j -0.00602939-6.86352e-05j 0.00930669-0.000147199j 0.0321393+0.00359923j 0.000466655-0.00100718j -0.0131089+0.000277461j 
