-0.000398747-0.0175981j 0.0101083-0.0159482j -0.010208+0.000518681j -0.0183247-0.0393406j 0.00508459+0.0011069j -0.00265296+0.0144077j -0.00712065+0.0354579j 0.00268865-0.0129187j -0.00139585+0.0201184j -0.00859134-0.00722983j -0.0106438+0.020112j -0.0128497-0.00564333j 0.022127-0.00243281j -0.0112905+0.0058052j 0.0133145+0.0030389j -0.00246558+0.00393468j -0.0100115+0.019134j 0.00576816-0.0187649j 0.00578457+0.00955846j -0.00191404-0.00147055j -0.00306863-0.00185699j -0.00264653-0.00421267j 0.0292054+0.000282779j 0.0148254+0.00842054j -0.0132014+0.00422185j 0.00530103-0.0217851j -0.000340024+0.00383032j -0.00799761-0.00951957j 0.00947872+0.0064083j -0.0210977-0.000285138j 0.00560099+0.0125918j 0.00131092+0.0165194j -0.00270142+0.0012961j 0.00506882+0.00012333j 0.00284162-0.00695083j 0.0143963+0.0184531j -0.00274724-0.0220494j 0.00218126-0.0111619j 0.00279275+0.00330056j 0.000518589-0.014363j 0.00676244-0.0207633j -0.00659903+0.0132726j -0.00926894+0.0218893j 0.0112372+0.000580061j 0.0157901+0.00387177j -0.00213234+0.00424412j -0.00708981-0.015619j 0.0219751+0.00367888j -0.00402955-0.0210275j 0.00711836-0.0188279j 0.0160475+0.00777722j 0.00633921-0.0442105j -0.0147687-0.0182112j -0.0367086+0.00857266j -0.0272369-0.023634j -0.0184558+0.00231263j 0.00142438-0.00608744j 0.0229102+0.0219199j -0.0051816-0.0151276j 0.0104779-0.0120186j -0.00318807-0.0120013j -0.0116675+0.0175919j 0.0140773+0.00288816j -0.0156297-0.00098605j -0.00718268+0.0154049j 0.0255195+0.0113499j -0.00137645+0.00239906j 0.0216412+0.00209192j -0.0208214+0.0358815j 0.012259+0.00629541j -0.0231318+0.00582288j -0.00135365+0.00944004j 0.0173316-0.00269354j 0.0201433-0.0881533j -0.0877089+0.00502257j 0.0320178-0.0692318j 0.0103029-0.0227306j 
0.00847313+0.0139332j 0.0144214+0.0262755j 0.0482983-0.0400993j 0.0394796+0.0269273j -0.0152569+0.0169599j -0.0400324+0.00341592j -0.036032-0.031419j -0.00274551-0.022823j -0.0407134-0.02384j 0.0284525-0.0227764j -0.0320166-0.0237595j 0.0262827-0.013491j -0.0137972-0.00904819j -0.000200239-0.00974275j 0.00872149+0.0160972j 0.0346278-0.00676647j -0.01781+0.0372386j 0.0231222+0.036609j -0.00449479+0.0325749j 0.000766247-0.00563521j -0.0176994+0.00433128j 0.0372512+0.0235876j -0.0369198+0.0139223j -0.0214023-0.0154996j 0.0205179-0.000723099j 0.00306942+0.00727106j 0.0160268-0.00782603j 0.0169616-0.00349898j 0.0480836-0.0421026j 0.0424335+0.0362334j -0.000578942-0.0162248j 0.000384212+0.0289419j -0.00895435+6.33811e-05j -0.00127389-0.00454338j -0.0176235+0.00138763j -0.000914531-0.00847081j -0.0289766+0.00836984j 0.0344287-0.00946353j -0.00107487-0.00727391j -0.0040324+0.0239729j -0.00163356+0.000509081j -0.00179812+0.0169081j 0.0375133+0.0157284j 0.0276631+0.0124966j 0.0099033+0.00148532j 0.0212056+0.0235205j -0.00556574-0.0225697j 0.000448869-0.0105441j -0.0342858-0.000619632j 0.00136604+0.00851711j 0.00793018-0.00869376j -0.00689316+0.00518286j 0.00276023-0.0203084j 0.0184464+0.0280175j 0.00124803-0.0173155j 0.000307609+0.00528376j -0.0183302-0.00652797j -0.00730165+0.0208635j 0.0209923-0.0128451j 0.00636582+0.00976906j 0.010776+0.00438913j 0.00439555+0.00581092j 0.0353629-0.00330153j 0.00439647+0.00904296j 0.00954369+0.00223565j -0.0116816-0.011485j 0.00137234-0.00383033j -0.000118362+0.0204184j -0.00448466-0.00696208j -0.000967485+0.0288755j -0.0147859-0.00934886j -0.00429742-0.0276231j 0.0111482-0.00160502j -0.00645697+0.0105375j -0.000436027-0.0251223j -0.00198686+0.00761712j 0.00823339+5.89381e-05j 
-0.00403631-0.0315042j -0.0193096-0.0215036j -0.0071382+0.0595248j -0.0379802-0.00924899j -0.0362876+0.00661072j -0.0223161-0.00642888j 0.0086142-0.0140683j 0.0197453-0.00249506j 0.0395323+0.0159702j -0.00726755+0.0250437j 0.0298454+0.0467713j 0.0186259-0.0123545j -0.0182456-0.00865073j 0.00791811+0.00229297j -0.0022818+0.0479655j 0.00798217+0.0130612j -0.0461202-0.0186862j -0.0219726-0.000429807j 0.00344323+0.00588121j -0.0198998+0.00145329j -0.0284862+0.0533171j 0.0120813+0.0171905j 0.077157-0.009829j -0.0206464-0.0339807j 0.0181571-0.0542743j 0.0364194-0.0180713j -0.00554661-0.0550962j 0.00169132-0.0182371j -0.0244626+0.0282054j -0.0247417-0.00438411j 0.00333893+0.013614j 0.00205455-0.0332425j 0.0260728-0.0255604j 0.00215029+0.00653411j 0.00519393+0.0212746j -0.0277344+0.0186228j 0.0359195+0.0157038j -0.028356+0.00886207j -0.0353922+0.0060076j -0.00430386-0.0253021j 0.0196962-0.01559j -0.0139904-0.0315212j -0.000983271-0.0318875j 0.0251941-0.0117325j -0.000492889+0.0194027j -0.0156149-0.000379099j 0.00540842+0.00597846j -0.0163796+0.00536411j 0.00956962-0.027814j -0.0142019+0.0225323j -0.0251202+0.0189839j 0.0217082-0.0122304j -0.00171169+0.0144359j -0.0193878-0.0161974j 0.0231919+0.00603076j -0.00843788-0.024675j 0.0159578+0.00425172j -0.0294583+0.010736j -0.0029573+0.0191598j -0.0240907-0.0154455j -0.00216409+0.011815j -0.00115371-0.0147698j -0.00639781-0.0356789j 0.00600636-0.00597693j 0.0118868+0.00256953j 0.0272036-0.00731138j -0.0103772-0.00158455j 0.00258611-0.00257718j 0.0190688-0.0111756j 0.005898-0.0225776j 0.0229827-0.00293335j 0.0198627+0.0077796j -0.00718559+0.00112199j -0.015224+0.0130594j -0.0043179+0.0446795j -0.00196124-0.000253381j -0.00296599-0.0138348j 
0.00513641+0.0129316j 0.0118373+0.0363941j 0.0202382-0.0239531j 0.0520128+0.0515375j 0.0125707+0.00415206j 0.00528701-0.0228861j -0.0131216+0.0139161j -0.0153772+0.0288859j -0.0239143-0.021682j 0.0242683+0.0209148j 0.0191386-0.040969j -0.0101269-0.0158164j -0.0363175+0.00278998j -0.0326596+0.013107j -0.0413715-0.0372461j -0.00418305-0.0188484j 0.0463876-0.0388578j -0.0140424-0.0261438j 0.00449053-0.0203003j 0.0253583+0.0302899j -0.0560357+0.00922935j -0.000691931+0.0199225j -0.00790131-0.00891422j -0.00868728-0.00288719j 0.0339657+0.0147344j -0.0127745+0.0152379j -0.00169962+0.00397603j -0.00321639+0.00425789j -0.00226267-0.00756918j 0.0293581+0.00099346j -0.0194225+0.00356039j 0.0270826+0.014059j 0.0061186-0.00257324j 0.0046735+0.00779105j 0.000666085-0.00133722j 0.00889646-0.0218682j 0.0289647+0.00649279j -0.010744+0.0116332j -0.0157058-0.00425396j 0.00496489+0.000631221j -0.000786883+0.0395662j 0.0155732-0.00664261j 0.0157916-0.0250039j -0.0101216+0.0214326j 0.00437415-0.00345284j -0.019131-0.00393847j -0.000362336-0.0017016j -0.00739225+0.0209808j -0.00309182+0.0157699j 0.0106237+0.0211554j -0.0164354-0.0190234j 0.00200871+0.0201651j 0.0270301+0.00938996j 0.0245-0.0240061j 0.0225555+0.0196611j -0.00277381+0.00328864j 0.00763125-0.00392759j -0.0319122-0.0160398j -0.00231662+0.0218827j -0.0341562+0.00650131j -0.00761938+0.0207296j -0.00528423-0.0269555j 0.00673557+0.0173343j -0.00596871-4.54516e-05j 0.0219875-0.00842692j -0.0277798-0.0152205j 0.011726-0.0055631j -0.0231936-0.00663134j 0.033598-0.0244703j 0.000462713+0.00231999j 0.017988-0.000697605j 0.0124763-0.00978461j 0.00519142+0.0160105j -0.00957828+0.0409429j 0.0422001+0.00279243j 0.000649235+0.0278516j 0.00445563-0.00523528j 
0.00431457+0.00499708j -0.0392679-0.0396333j -0.0820132+0.00344009j -0.0293776-0.062426j -0.0105165+0.0167901j -0.0118253+0.0247831j 0.0018755-0.000495938j -0.0155625+0.0334111j 0.0539202-0.00390924j 0.00428337+0.00792636j 0.0228386-0.0316459j -0.042082+0.0336765j 0.00651271+0.00830238j 0.000640974+0.0116161j -0.034397-0.00458744j 0.0532595-0.0176882j 0.000193486+0.0179741j -0.022559-0.0443034j -0.00279505-0.021655j 0.0098545+0.0206917j -0.042548-0.0447901j 0.0382023+0.0592722j 0.0318154-0.00997944j 0.0574438-0.0163615j -0.0271101+0.0317564j 0.0180806-0.0353135j -0.0303905-0.0258256j 0.00758912-0.00595213j -0.0100808-0.00431267j -0.00187155+0.0154663j -0.0151632+0.00160899j 0.00529541+0.00539726j 0.00242579-0.0179967j -0.0204132-0.0101065j -0.00518264-0.0144322j 0.0235893+0.0124432j -0.00356402-0.0103579j -0.00414424-5.45386e-05j 0.00535807-0.0132052j 0.00241024+0.0156289j 0.0130588-0.0168937j -0.0132507+0.0129656j -0.0209473+0.0164231j 0.00853343+0.0107841j 0.0302403-0.00373422j -0.00379437-0.0305448j -0.0238643+0.0137029j 0.0294599+0.0114979j -0.00996192-0.00792406j 0.0228404-0.0045997j 0.00243091-0.0114294j 0.0293918-0.019681j -0.0114301+0.00241393j -0.00354665+0.0062799j -0.0323755+0.000744719j 0.0246952-0.0160115j 0.0122679-0.00264217j -0.00782475-0.00916119j -0.0156119+0.0123746j -0.0048465-0.0116893j -0.00804648-0.0139211j 0.0147205+0.00503913j -0.0212149+0.00693996j 0.00729881+0.000344265j -0.0313471-0.015039j 0.00489826+0.00472791j 0.0126354+0.0334814j 0.0105647-0.00288089j 0.00830805+0.00702397j -0.016588-0.0100679j -0.00735639+0.0258068j 0.00335417+0.00958872j 0.00431137-0.0117328j 0.012765-0.0118388j 0.00586685-0.00441702j -0.00663871-0.00327963j -0.00485742+0.0119666j 
0.0411413+0.0195354j 0.00577838-0.0124847j -0.0242046-0.0408515j 0.0464459-0.0290423j -0.000269743-0.0093778j 0.0132291-0.00524018j 0.00795617+0.0298486j -0.0553569-0.000340723j 0.0134494+0.0183395j -0.0547797+0.0119567j 0.0432547-0.0255103j -0.0169155-0.02637j 0.0153884+0.0286718j -0.0220677+0.022155j -0.0159119+0.00996087j 0.0184459+0.0309229j -0.00593703+0.0643488j 0.0369973+0.00748612j 0.0163047+0.0345749j -0.0336101+0.0504451j 0.0262976-0.00651429j 0.0510325-0.0357137j 0.0287107-0.0305433j 0.00243111+0.0167418j -0.0171123-0.0138681j -0.00685791-0.0131461j -0.0153642+0.00338972j 0.0012441-0.00747715j 0.00286489+0.0198749j -0.0238632+0.00530096j -0.0100955-0.010767j 0.00849216+0.00189165j 0.000847454-0.00243633j 0.00428185-0.00727496j -0.00789587+0.00488269j 0.00772211+0.00967925j -0.014803+0.00816563j -0.00100293-0.0181336j -0.0141245+0.0185606j 0.0183953-0.00551915j 0.0350093+0.0247862j -0.0113242+0.0144223j 0.0113845-0.000659228j 0.0254369-0.00678457j -0.00637917+0.0111683j -0.0196225-0.00101257j -0.0134426+0.029066j -0.00130853-0.0215485j 0.00838411-0.0132491j -0.0105794-0.00906901j -0.0104487+0.00084491j -0.0158332-0.00821145j 0.0141155+0.0122365j 0.0293471-0.0283916j 0.0054408+0.0152067j -0.00574206+0.0069068j 0.0133331+0.0233349j 0.000643441+0.0271998j 0.0198303+0.0167899j -0.0173082+0.0119758j -0.0353258-0.00999133j -0.0117677+0.0142169j 0.0123048+0.0195052j 0.00831192+0.0136206j 0.0102944+0.00820399j -0.0206482-0.0202762j 0.0141545+0.00352831j 0.0014599-0.0214992j 0.00543438+0.00885925j 0.0029291-0.00263564j 0.0128478-0.000258946j 0.0204206-0.00619267j 0.0182116+0.00225046j -0.0256787-0.0135186j -0.00812151+0.013139j -0.0014025-0.00541109j -0.000951587-0.00396777j 
-0.00116457-0.00037346j -0.0332745-0.0316856j -0.058007+0.0229832j -0.0243816-0.0365646j -0.000616715-0.00831791j 0.0135553+0.0020847j 0.0313229-0.0228795j 0.0180951+0.0174404j 0.0216413+0.0387667j -0.0185629+0.00180666j -0.00199553+0.0258416j 0.00932268+0.0338542j -0.0147722+0.00286358j 0.0499005-0.0171404j 0.00135224+0.0140944j -0.021901+0.000675992j -0.0134354-0.0465902j -0.0333669+0.0105964j 0.00324143-0.0407997j 0.000949533-0.0157025j 0.00443559-0.00174823j -0.0111911+0.0329966j 0.0088662-0.0134209j 0.00395309-0.017067j 0.0183828-0.0016471j -0.00912863-0.0228222j -0.0154081-0.00594963j -0.0135083-0.00107468j -0.0293408+0.0192186j -0.00849156-0.00617477j 0.0147297-0.00853623j -0.0203897-0.0162868j -0.009473+0.00582898j 0.00551634-0.0124738j 0.0137598-0.010314j -0.00420267+0.0043952j 0.0231341-0.00324034j -0.00484971+0.00582907j 0.0118938-0.0165018j -0.010389-0.00162848j -0.0149743-0.0212619j -0.00976238-0.00860128j -0.0142856-0.011778j -0.0212954-0.00777171j -0.0133749-0.00511044j 0.0046551-0.00978299j 0.0182635+0.0104945j 0.0108088+0.0113761j 0.015139+0.00936243j 0.00468131+0.00472829j -0.0076464-0.0201903j -0.00493254-0.00241386j -0.00962442+0.0187876j -0.021739-0.000295298j -0.0193946+0.0155532j -0.00604204-0.00179739j 0.00481181-0.0111791j -0.0166235-0.0363323j -0.0195299-0.00482529j -0.00857961-0.0139624j 0.00078904-0.0158128j -0.00207125-0.0155801j -0.0451109-0.010643j -0.00155517-0.000981438j -0.0204635-0.00361197j 0.0262051+0.00822632j -0.000964913+0.0114199j -0.0206751+0.00823396j 0.0119171-0.0139903j -0.0109441-0.0180733j 0.0175884+0.0140273j 0.00610015+0.0149898j -0.00715711+0.00732998j 0.0247308+0.00783494j 0.0233117-0.00137545j -0.00541347+0.00873741j -0.00913774+0.0191684j 
-0.0137148+0.0023478j 0.00763006-0.0149398j -0.0284201+0.00972649j 0.00403688+0.0166008j -0.0209042+0.0154851j -0.0117008+0.0341863j -0.0315379-0.00989491j 0.0029613-0.0337355j 0.00277791-0.00626189j 0.000174035+0.00615126j 0.0379245+0.0407162j -0.0152556-0.028473j -0.0688656-0.00145079j -0.0117304-0.0326113j 6.13158e-05-0.0158602j -0.0627349+0.0265958j 0.0151278-0.0650755j -0.0210817-0.0261369j 0.0146116-0.0191671j -0.017089+0.027673j -0.0120257+0.0404124j -0.019942-0.0250675j 0.0257534-0.0117079j 0.0229293-0.0130224j 0.0271532-0.00756743j -0.0122253-0.00446028j 0.0267759+0.00259331j 0.000235822+0.0304754j -0.0105648+0.043955j -0.00432219-0.030863j -0.0215209+0.00985089j 0.010246-0.0227279j -0.0128937+0.00293508j 0.0318607+0.0190236j 0.0326013+0.0285641j -0.0231082-0.0264073j 0.0295325-0.0201532j -0.0263345+0.00813577j -0.00174751+0.010642j -0.00151078-0.0329148j -0.0273474+0.00491152j 0.0216474+0.0131416j -0.00227093-0.0395179j 0.0229523-0.0196652j -0.0322523+0.0104715j 0.00746078+0.0251674j 0.00545177+0.0288467j 0.00355268+0.00189846j -0.000372015+0.00813348j -0.0136637-0.00356961j -0.00289845-0.00353889j -0.0285094-0.0124022j -0.00373749+0.021958j -0.0151819-0.0162177j -0.0205853-0.00505391j -0.0199419+0.0250145j 0.0111521+0.0088157j -0.00284292-0.00744803j -0.00207929-0.004438j -0.000569381-0.00583792j -0.0382931+0.00158481j -0.00664521+0.00244689j -0.0178134+0.00581616j -0.00673205+0.0125176j 0.0151815+0.00790892j 0.0106643+0.00329835j -0.00586714+0.0163025j -0.00752908+0.0132729j -0.0160994-0.00603898j 0.0106395-0.0164436j 0.0215822+0.00484832j 0.0158967+0.00420749j -0.000537029-0.00568706j 0.0314871-0.00611819j -0.000936227-0.00784685j -0.00577346-0.0015141j -0.00495257+0.0171745j 
0.0185749+0.0112808j -0.0270869-0.0337196j -0.0722365-0.0142455j -0.00934148-0.036918j 0.0112621+0.0152978j 0.00908415+0.0255401j -0.00676241+0.00311943j -0.0382301+0.0141271j 0.0236291-0.00958684j 0.00186665-0.0116091j 0.0195667-0.0355422j -0.048291+0.0214446j -0.0127641+0.0216031j 0.024084-0.0135859j -0.00195945-0.0164349j 0.00895426-0.0113459j 0.030416-0.00413523j -0.0251284-0.0208668j 0.013067-0.013945j -0.00622846+0.0173343j 0.0230383-0.0456617j 0.0375944+0.0155411j 0.0134236-0.0208484j 0.0523867+0.00355439j -0.00335766+0.03423j 0.0120208-0.0207579j -0.0203293-0.0139836j 0.00443732-0.00645954j -0.0158614-0.0175229j -0.00366641-0.000229959j -0.0181618-0.0267746j 0.0177222-0.0148714j -0.0188542-0.00704556j -0.0169131+0.012182j -0.00279061+0.00955317j 0.0059242-0.0131037j -0.00892689-0.0141175j -0.0208854-0.00265839j -0.0107962-0.0163247j -0.0178614+0.00770655j -0.00118725+0.000400603j -0.0172612+0.0111027j -0.00393085-0.00165218j 0.00713552+0.0206998j 0.0136798+0.00968235j -0.0179257-0.00993193j -0.0111744+0.029177j 0.0164554+0.00287114j 0.00762517+0.00793508j 0.0165668+0.0151045j 0.00201733-0.0103663j 0.00829828+0.000283882j -0.00466315+0.0236569j 0.0268413+0.00983767j -0.00512051+0.0155236j 0.0208538+0.00975126j 0.0184432+0.0104334j -0.0264661-0.0283337j -0.00398511-0.0185362j -0.0101667+0.0142413j -0.0343089-0.00872796j 0.0186324+0.00967003j -0.0341682+0.00654869j 0.00400587+0.00230498j -0.0172801-0.0149137j -0.0160647+0.00482509j 0.0418114+0.03911j -0.0169914-0.00795582j 0.0137381+0.0100479j -0.0352831-0.0144168j -0.00495531+0.00994054j 0.0196479+8.68794e-05j 0.0148053-0.0153735j 0.0122175+0.00976886j 0.0307542-0.0214993j -0.0113956+0.0132461j -0.0129628+0.0192182j 
0.0363788+0.0451974j 0.0180714+0.0199702j -0.0105888-0.0656672j 0.078247-0.00144108j 0.00656531+0.00533388j 0.00832331-0.0151109j -0.00871368-0.00699658j -0.0386752-0.00151635j -0.0248163+0.0201246j -0.0373158-0.00539662j 0.0221319-0.0329708j 0.0106421-0.0257375j -0.0364553-0.0070273j 0.00844245+0.0145309j -0.00104394+0.0239724j 0.0142802-0.000254247j 0.0311091-0.0140803j 0.00961599+0.00642428j 0.0260596+0.0430302j -0.0281838+0.045485j 0.0118112+0.0354364j 0.0227479-0.0182938j -0.00428568-0.000374387j 0.0199649-0.0291466j 0.0408869+0.00648933j -0.0375237-0.0167159j -2.69228e-05+0.0171108j -0.00282292-0.0177632j 0.0243095+0.00276934j -0.0216133+0.0131679j -0.00300921-0.00784457j -0.00690109+0.0263589j 0.00360177+0.0084349j -0.0177724-0.00952033j -0.0174-2.62509e-06j -0.000903356-0.0281183j -0.0137743+0.0215875j 0.0119638-0.0227497j -0.0270447-0.00643039j -0.0253248-0.0262393j -0.0148472+0.0137236j -0.0519644+0.00450227j 0.0223764-0.000939165j -0.00361246-0.00848256j -0.0125756+0.00621518j -0.00189841+0.00559902j 0.00695141+0.00693902j 0.0153635-0.0263007j -0.00796668-0.0142884j 0.00667246+0.00263715j 0.0110765+0.00197708j -0.0190772+0.000212056j -0.0186111+0.0135789j 0.0288989+0.017318j -0.00277877+0.00133j 0.0116216-0.00879533j 0.0124204+0.002444j -0.0377402-0.00700584j 0.000643483-0.00600894j -0.0290857+0.00643949j -0.00593947+0.0206763j -0.007574+0.00698712j 0.0106538-0.0205106j 0.024674+0.0162979j -0.00548661+0.00210404j -0.0180265-0.0174335j 0.0144208-0.00445299j -0.00459051+0.0177455j 0.00970844+0.0026702j 0.00157232+0.0122806j 0.00230084-0.00228629j 0.000214225-0.0367411j 0.00778249-0.00577511j -0.0205359+0.0102985j 0.0129507-0.00961462j -0.00581679+0.0151675j 0.0107959-0.00816844j 
0.0236624+0.0106345j -0.00723744-0.0131569j -0.0158611-0.00204405j -0.00874656-0.0275946j 0.0201276-0.0127117j 0.0245387-0.0231426j 0.0370328+0.0158849j 0.00308578+0.0130786j 0.0260159+0.0442808j -0.0447635-0.00546182j 0.00904667-0.00211929j 0.000134328-0.00190252j 0.0392392+0.0181006j 0.00734973-0.0243337j 0.0338023-0.0271j 0.018916+2.76303e-05j 0.0102219+0.0224627j 0.000476298+0.00676334j 0.0322816-0.000553269j 0.0178745-0.00668062j 0.000963492-0.0217928j -0.00569949-0.0330795j 0.0106537+0.0111537j -0.00838917+0.0143955j -0.00327341-0.0183501j -0.00274344-0.0227474j -0.0141211-0.0112594j -0.0188889-0.020315j 0.0143981+0.0172735j -0.0255482+0.0178539j -0.0131688-0.00578007j -0.0145646+0.00567011j 0.00122975+0.00585174j -0.0312104+0.00962067j 0.0045938-0.0136214j 0.00555288+0.0109001j 0.00902412-0.0100375j 0.0110135-0.00387692j -0.00129227-0.0244444j 0.00503137-0.0230961j -0.000930537+0.00265214j -0.0232638-0.0170001j 0.000107384+0.00810355j -0.0221534+0.00458091j 0.00268066+0.00732884j -0.00759199-0.0342299j 0.0140585+0.00482632j 0.0200957-0.0177338j 0.000275422-0.00110043j 0.00723122+0.000513782j 0.0128292+0.015598j 0.0113566-0.000326731j -0.00945407+0.00296024j 0.0107713+0.0110616j -0.00195178+0.00118597j 0.0178092-0.00745249j -0.00076378-0.0034728j -4.7126e-05-0.00113916j -0.0191168-0.00453746j 0.0107949+0.00483422j -0.0123118+0.00887033j 0.00406323-0.00393515j -0.00914125-0.0244032j 0.012199+0.00365288j -0.0261973+0.00379754j -0.000525319+0.00637155j -0.00613929-0.0112133j 0.0168572-0.0130415j -0.0119127+0.02074j -0.00405824+0.00834022j -0.0245221+0.00940915j -0.0190617-0.0199846j -0.00854479-0.0181773j -0.0169012-0.0122357j -6.38954e-05+0.00822775j 5.77796e-05-0.00262184j 0.00307697-0.0113324j 
-0.00658848-0.0165056j 0.0361018-0.00993696j 0.00869696+0.00668425j -0.0381602+0.0432942j 0.0257217+0.0179081j 0.0170411+0.0351508j -0.0435237+0.0515025j -0.00868747-0.0242827j -0.0260308-0.0427217j 0.0268322-0.0064382j 0.015174+0.0107356j -0.0267631-0.0192147j -0.0330175+0.00699094j -0.0298315-0.00629632j 0.00149811+0.0101589j -0.0407747+0.00553032j 0.0142324-0.0327866j -0.0105436-0.065111j -0.0155939+0.0144817j 0.00954866-0.00103937j -0.0109882-0.0201055j -0.0123983-0.000969876j 0.00342077+0.0133388j 0.0420102-0.0175105j -0.0114381+0.0256872j 0.0246916+0.0328112j 0.00864763-0.00162327j 0.0183724-0.00389053j -0.0037844-0.0070591j 0.0178848-0.024029j -0.00616686+0.0102473j 0.0361522+0.000473451j 0.0091066-0.00565903j 0.00278282+0.0226804j -0.00581835+0.0251364j -0.00393075-0.0056226j -0.0154029+0.010581j -0.021569+0.0129299j -0.0247719+0.0224862j -0.0208685+0.0140385j 0.00798002+0.0100539j 0.0294509+0.0104685j -0.021257+0.000297399j 0.0239262-0.00142611j 0.0104888+0.0134257j -0.00173803+0.0140142j -0.00863273-0.0132644j -0.016613+0.0183324j -0.00602762-0.00998588j -0.0112657+0.00203059j -0.0117459+0.00566585j 0.00514778-0.0095106j -0.00604718-0.0114694j -0.00676731-0.00492542j 0.00800902-0.0147543j -0.00730591+0.00214377j 0.00326061+0.00328481j 0.0210894+0.00872983j 0.0161611-0.0149864j 0.00264768+0.00502404j -0.00384108-0.00336381j -0.00248398+0.0208191j 0.036565+0.00961308j -0.011506-0.0069439j 0.0213596+0.014005j 0.00962821+0.0122855j -0.00096748+0.00851127j 0.0014984-0.00142854j 0.00597526-0.010191j 0.00690375+0.00686051j -0.009132-0.0133887j 0.0023164+0.00901442j 0.0156106-0.00893704j -0.00293097-0.00888177j -0.0244235+0.00270211j -0.00305075-0.0142391j 0.000139779-0.000400283j 
-0.0297353+0.0182088j -0.00162153-0.0167545j -0.0492526+0.013017j -0.010669-0.0178903j -0.0176737+0.0394303j -0.0599016+0.0653433j -0.0659639-0.0363787j -0.0055449-0.0333882j 0.0255483-0.00819315j 0.0282192+0.0127887j -0.00542136+0.00725576j -0.0120759-0.00144262j -0.0210343-0.0168543j 0.0283915-0.03089j 0.0385335+0.0181194j 0.0468762-0.0308503j -0.00142485+0.0459177j -0.00413368-0.0203688j -0.0175575+0.00109449j -0.0126761-0.0130379j -0.0276424+0.0208886j 0.0295549+0.040299j 0.0199688+0.0199359j -0.0023373-0.0327382j 0.00146785-0.005285j 0.0286098-0.0380291j 0.0215062-0.0456272j 0.0208487-0.000193007j 0.0174818-0.0111313j 0.020547+0.0120905j -0.0117453+0.0116289j -0.0253641-0.0296646j 0.00939378-0.0188968j 0.0152361-0.0113666j 0.00677036+0.00658734j -0.0203187+0.00341243j -0.00530433-0.00286672j 0.0255188-0.00148178j 0.0152018-0.00307312j -0.00981397+0.0140733j -0.0138948-0.0353019j 0.00944474+0.00488837j 0.00719348-0.000894069j 0.033832+0.00561113j 0.00885308+0.00253199j 0.0338321+0.0283956j -0.0192015-0.0140132j 0.0176118-0.00688085j -0.0413036-0.0173057j 0.00990297+0.00270588j -0.00452956+0.00322676j 0.0098716-0.0120476j -0.000458342+0.0104208j -0.0218324+0.0146885j -0.0246167-0.0207933j -0.0106854+0.0091154j -0.0189269+0.000243081j -0.000344071-0.0168843j -0.00101084-0.0081222j 0.033458+0.0113773j -0.0333996+0.0126578j 0.0266119+0.0326794j 0.010566+0.00735806j -0.00681106+0.018818j 0.00294158+0.00877953j 0.0120406+0.000482656j -0.0089666+0.0301784j 0.0119149+0.0281236j -0.0145259-0.0132162j -0.0103527-0.00451001j -0.0163766-0.00104573j 0.0082876-0.0142011j 0.0114959-0.0260441j 0.0286098+0.00268147j -0.00284617-0.0308634j -0.0045458-0.00176898j 0.00324834+0.0215982j 
-0.0067581+0.00618781j -0.0181674+0.0059423j 0.0144197+0.0196442j 0.0303121-0.0133243j -0.0287778+0.0109286j -0.0280603-0.0317239j 0.0174181-0.0631613j 0.0442886-0.00438774j 0.0175432+0.0337948j -0.0090646+0.00149967j -0.0155645+0.0181207j 0.0465451-0.00476388j 0.0168382-0.0216254j 0.036115-0.00219183j 0.0199249+0.00770808j 0.0171766-0.0233585j 0.03317+0.0285657j 0.015517+0.0312125j -0.0112074+0.00269759j -0.011336-0.0015142j 0.0126123+0.0217412j 0.00210252-0.0231391j 0.0107254+0.017311j -0.0651582+0.0155128j -0.00998487-0.0167479j -0.00592323-0.0233779j 0.00386627-0.0147541j 0.00251443+0.00798469j -0.000814077+0.000658528j -0.018167+0.00716832j 0.0155825-0.000832123j -0.0258787-0.0458988j -0.00987175-0.000290341j 0.0119409-0.028641j 0.0161103-0.0179984j -0.0229075+0.0227898j -0.000704308+0.00482302j 0.0372034-0.0138752j 0.0174408-0.00349905j 0.0134112+0.0236937j 0.00704576-0.0109852j -0.0102774-0.0211365j 0.00298541-0.00629073j -0.0167793-0.0051795j -0.00835233-0.00595062j 0.00715054+6.93367e-05j -0.00210889-0.00607273j -0.0152095-0.00737467j 0.00854781+0.0171046j -0.0124233-0.0015015j -0.0142975+0.0124747j -0.0110032+0.0227315j 0.0151953+0.00172491j -0.0206786-0.000388944j 0.0191897+0.0019704j -0.0199969+0.0186225j -0.0184064-0.00274981j -0.0161389-0.0281176j 0.00811468+0.0124318j 0.00413143+0.0124302j -0.0132754+0.00654271j -0.00694201-0.00189543j -0.00223713+0.00025818j 0.00836929+0.0130004j -0.0017011+0.00294425j 0.000155269-0.012181j 0.0107529-0.0213038j -0.00417016-0.00912006j -0.00165815-0.0180713j 0.00400597-0.00409829j -0.00297759+0.00666603j -0.0084739-0.00977825j -0.0158103+0.00427953j -0.00187867+0.00923871j 0.0222024+0.00775712j 0.00209201+0.0132037j 0.00708375-0.00586488j 
