-0.000398747-0.0175981j 0.0101083-0.0159482j -0.010208+0.000518681j -0.0183247-0.0393406j 0.00508459+0.0011069j -0.00265296+0.0144077j -0.00712065+0.0354579j 0.00268865-0.0129187j -0.00139585+0.0201184j -0.00859134-0.00722983j -0.0106438+0.020112j -0.0128497-0.00564333j 0.022127-0.00243281j -0.0112905+0.0058052j 0.0133145+0.0030389j -0.00246558+0.00393468j -0.0100115+0.019134j 0.00576816-0.0187649j 0.00578457+0.00955846j -0.00191404-0.00147055j -0.00306863-0.00185699j -0.00264653-0.00421267j 0.0292054+0.000282779j 0.0148254+0.00842054j -0.0132014+0.00422185j 0.00530103-0.0217851j -0.000340024+0.00383032j -0.00799761-0.00951957j 0.00947872+0.0064083j -0.0210977-0.000285138j 0.00560099+0.0125918j 0.00131092+0.0165194j -0.00270142+0.0012961j 0.00506882+0.00012333j 0.00284162-0.00695083j 0.0143963+0.0184531j -0.00274724-0.0220494j 0.00218126-0.0111619j 0.00279275+0.00330056j 0.000518589-0.014363j 0.00676244-0.0207633j -0.00659903+0.0132726j -0.00926894+0.0218893j 0.0112372+0.000580061j 0.0157901+0.00387177j -0.00213234+0.00424412j -0.00708981-0.015619j 0.0219751+0.00367888j -0.00402955-0.0210275j 0.00711836-0.0188279j 0.0160475+0.00777722j 0.00633921-0.0442105j -0.0147687-0.0182112j -0.0367086+0.00857266j -0.0272369-0.023634j -0.0184558+0.00231263j 0.00142438-0.00608744j 0.0229102+0.0219199j -0.0051816-0.0151276j 0.0104779-0.0120186j -0.00318807-0.0120013j -0.0116675+0.0175919j 0.0140773+0.00288816j -0.0156297-0.00098605j -0.00718268+0.0154049j 0.0255195+0.0113499j -0.00137645+0.00239906j 0.0216412+0.00209192j -0.0208214+0.0358815j 0.012259+0.00629541j -0.0231318+0.00582288j -0.00135365+0.00944004j 0.0173316-0.00269354j 0.0201433-0.0881533j -0.0877089+0.00502257j 0.0320178-0.0692318j 0.0103029-0.0227306j 
-0.00752118-0.00311863j -0.011206-0.0179384j -0.0425259-0.00123346j -0.00506024-0.0419286j 0.0077896+0.0553428j -0.0141936+0.0675948j -0.0407021+0.0152219j 0.0145609+0.0026164j -0.00711432-0.0326736j 0.0245572-0.0329149j -0.00925766-0.00674068j -0.0366481+0.0108917j -0.00791905-0.0238949j 0.0276661-0.0118676j -0.000751929-0.0227993j -0.0353334-0.0128539j 0.0936503-0.00271998j 0.0334047-0.0730607j -0.0435678+0.00525328j 0.00247795+0.0518093j 0.037425-0.0725797j -0.0162739+0.00167253j -0.0427961+0.0205143j 0.0543045-0.0220879j 0.0242001+0.108824j -0.0233897+0.00891958j 0.0366125-0.0105681j 0.0602508+0.0274498j 0.00638594-0.0358047j -0.00901628-0.0526376j 0.0143199+0.0551684j -0.0364916-0.0572228j -0.0594537+0.0109742j 0.0290885-0.00755606j 0.0776581-0.0217567j -0.0173673-0.0154432j -0.0732747+0.0084612j -0.00654292-0.0505196j -0.00906399+0.0137295j -0.0685178+0.121059j 0.0104212-0.00208363j -0.00597122+0.0845009j -0.100662+0.0374255j 0.00818978-0.0252598j 0.021373-0.0233409j 0.0523608-0.0162627j -0.0161587-0.0201834j -0.0228953+0.0450206j -0.0261349+0.0352526j -0.025626-0.0400624j 0.00990116-0.0064935j -0.0451715-0.0132825j -0.0411834-0.029549j -0.0283498+0.0217204j -0.0537711-0.0390917j -0.0169534+0.0654534j -0.000167036+0.0175809j 0.0205859-0.04759j 0.0114055-0.0465613j 0.0219934+0.0219063j -0.0439198-0.0634174j 0.00372145+0.0404065j 0.0551617+0.030984j 0.0219569+0.0211069j -0.020757+0.015107j -8.66319e-05+0.00493658j 0.0278274-0.0127371j -0.00831476+0.012351j -0.0113979-0.0182428j -0.00139479+0.00165344j -0.0224092+0.00613817j -0.01115+0.000860089j 0.0160961-0.00590095j 0.00517921-0.031781j -0.00517321-0.00906458j -0.0110664-0.0158527j -0.000921892+0.00613403j 
0.00246505+0.0124426j -0.0217224-0.00930571j -0.0429817+0.0112952j -0.00237727-0.0143589j 0.025378+0.0272936j -0.0214435+0.0467334j -0.0106507-0.00653211j 0.0176319+0.0319173j 0.0161554-0.0317869j 0.0628157+0.00444256j -0.0170418-0.055134j -0.042897+0.0480437j -0.0224741-0.00674783j 0.0160133+0.00912834j -0.022019-0.0382275j -0.00214266-0.0299486j 0.00555843-0.102508j -0.0445942-0.0539977j -0.0255569-0.0606189j 0.0777325-0.0189296j -0.06808-0.0762406j -0.00221702+0.14306j -0.0646821-0.00478263j 0.019799-0.0623551j 0.0190359+0.0603813j -0.0252621+0.00393123j -0.0140952-0.049967j 0.0165424+0.0522176j -0.0613214-0.0638493j 0.026688-0.0320574j -0.0483161+0.0499395j -0.033386-0.0109174j 0.0233375-0.0139357j 0.0141981-0.0207377j 0.0584566-0.0190944j 0.0539671-0.0600935j 0.0162532+0.0199729j -0.0369098-0.0462509j 0.0552761-0.0518873j 0.00640833+0.0587395j -0.0104136-0.00976238j 0.0348712+0.032756j -0.0403087+0.018961j -0.041342+0.00362735j 0.0784536+0.0166359j 0.0320653-0.0181964j 0.0130701+0.00171316j 0.0333631+0.0279309j 0.00354567+0.0141435j -0.00951057-0.0160163j -0.0027862-0.0400441j -0.00422343-0.0444927j 0.0268529+0.00442557j -0.0364033+0.0430025j -0.0519772+0.0167279j 0.0190908-0.0332529j -0.0126038+0.00241432j -0.0122544-0.050394j -0.0492069-0.00792791j 0.00533996-0.0198748j 0.0764101-0.0259296j 0.0203695-0.0156731j -0.0175475+0.00793525j -0.00629632+0.0181458j -0.00567728-0.0192353j -0.00247396-0.00402429j -0.0015953+0.0350416j 0.00145785+0.0154854j 0.0282665+0.000154081j 0.0049546-0.012228j 0.00643981+0.0227865j -0.000812482-0.00838611j 0.00474043+0.00683997j 0.00492363+0.0185606j 0.0359457-0.00375363j -0.0114456+0.0126355j 0.00409359+0.013068j 
0.00974644-0.00144089j 0.0168143+0.0285563j 0.0494617-0.0171355j 0.0119998+0.0449278j 0.0121485-0.0344991j 0.0180439-0.0256587j 0.0304068+0.0347087j -0.0152446+0.00655669j -0.0643737-0.0176178j -0.0154685-0.0224089j -0.0128707+0.00914731j 0.00168792+0.00537877j 0.00580242+0.0584956j -0.0285809+0.0309097j 0.0141926+0.0341149j 0.00860184+0.0147465j -0.0943575+0.00498646j 0.0185873+0.0673698j -0.0210492+0.00540173j 0.0128126-0.0352582j 0.0308021-0.0494051j 0.0106491+0.0216482j -0.0942513-0.0241836j -0.0179733+0.011254j 0.0174208-0.0477355j -0.0377478+0.00938618j 0.0347422+0.0185725j -0.045205+0.0302882j 0.007868-0.0664046j 0.0339323+0.0207771j 0.0207229-0.0589539j 0.0252903+0.0643201j -0.0207544+0.0267131j 0.00707674-0.00369285j -0.0626083+0.0230841j 0.00522484-0.0557923j -0.022568+0.0087382j 0.00959724+0.00779516j 0.0157153-0.0112583j 0.0102933+0.0286255j -0.00311014+0.0297888j 0.00413745-0.000214808j 0.0311783+0.0145311j -0.00344653-0.0106089j 0.00222314-0.0557618j 0.0157408-0.0345821j 0.0766677-0.000562119j -0.0132439-0.0310608j -0.0233757-0.0104148j -0.00800236+0.00814726j 0.0326816-0.0484288j -0.0555213-0.00977084j 0.00677102-0.0147973j 0.0626407-0.0020567j 0.00256912+0.0347524j -0.00291173+0.0253838j 0.00825722+0.00607974j 0.0109413+0.0545404j -0.0119323-0.0235308j 0.00554452-0.0286677j 0.0325961-0.0594388j -0.0304405-0.0296368j -0.0115066+0.0035281j 0.00214595+0.01048j 0.0288444-0.00213013j 0.00717935-0.0227844j -0.0350807-0.00667507j -0.0333572+0.0267585j -0.0197949-0.023043j 0.00094683+0.0179094j 0.0214593-0.0187556j 0.00401138+0.0203912j 0.0180751+0.0318024j -0.00303591+0.0267406j 0.014008-0.00669366j 0.00525926+0.00324855j -0.00800088-0.000882512j 
0.00970773-0.00460756j -0.016769+0.0170666j 0.0229513-0.00186501j -0.0118969+0.015463j -0.0216176+0.0177789j -0.0588491-0.0112641j -0.0071066-0.0451998j 0.022823-0.00586752j -0.00399427-0.0024877j 0.0287896+0.00487497j -0.0230027-0.0046659j 0.0134906+0.00353536j 0.0140142+0.0106645j 0.0363013-0.0127024j 0.0619517-0.000841233j 0.0841013-0.0391812j -0.0154243+0.0614473j 0.0300469+0.0427502j -0.00226849+0.00461712j 0.069483-0.0625275j -0.0440274-0.00250765j 0.0552016+0.031775j -0.0519097+0.0449162j -0.0128463-0.0255524j 0.0345387-0.0749936j 0.0102533-0.05945j 0.0256954-0.0593891j -0.00112417-0.0339466j 0.0269896+0.00594087j 0.0318943+0.0638604j -0.00635741+0.0214433j -0.0137016+0.0163468j 0.0203158-0.0113161j -0.0100262+0.00537046j -0.0286001+0.0154326j 0.00819311-0.0331997j -0.0172797-0.0135866j 0.0342735-0.0113299j 0.0152346-0.0481495j 0.0147313+0.026978j -0.0310619+0.00901648j -0.0268965-0.00488133j 0.0508207-0.00331177j -0.0137701+0.0278577j 0.0334178-0.0213788j 0.0165459-0.00289935j -0.0147929-0.00401008j 0.0128748-0.0602376j -0.0855288+0.0125509j 0.0206536+0.0516627j 0.0172833-0.0171815j 0.0159636-0.0070813j -0.00663105+0.0310882j 0.0498896-0.00226624j -0.0352042-0.027j 0.0064474+0.0332814j -0.0286489+0.0122223j 0.000330436+0.0124337j -0.0093155-0.0052135j 0.0331798+0.0100412j -0.0254465+0.035936j 0.0136496-0.00293829j -0.00838269+0.0319491j -0.0118381+0.028072j 0.0209783-0.0339682j -0.021384-0.0159282j -0.0260353+0.0142949j -0.00364738+0.025745j -0.035502-0.0174778j -0.0238119+0.00741594j -0.00372567-0.0370715j 0.0143755-0.0189918j 0.0241056+0.00330679j -0.00358028+0.0350137j 0.0289095-0.026084j 0.00185624+0.00615741j 0.000774183-0.00185504j 
0.0123968-0.00229161j -0.00318541-0.00585726j -0.00565709+0.0232364j -0.022579-0.0313608j -0.0222095-0.0243575j -0.0056115-0.0411021j 0.0484678-0.0415581j 0.028685+0.00713692j 0.0282321+0.0798752j -0.0472821+0.00446841j -0.0260258+0.0451188j 0.0485403+0.00785039j 0.0661442-0.00784416j 0.0768351-0.0279347j 0.0860931+0.00701256j 0.0646198-0.00266642j 0.00432272+0.0717183j 0.0305452+0.0994881j 0.0123664-0.0181514j -7.19059e-05-0.0451852j 0.101049-0.0127992j 0.0149259-0.0551306j 0.00195263+0.0204335j -0.0594341+0.0829446j -0.00181234-0.0573759j -0.0296677-0.0356798j 0.00755493+0.00908172j -0.0564113+0.0074577j 0.033281-0.0344784j -0.0811731+0.02813j 0.0235019-0.0363109j -0.0409299-0.0410316j 0.018371+0.0617326j -0.000254219-0.0321817j -0.00846502-0.0161586j -0.0329164+0.0101639j 0.0229279-0.0393647j 0.0297686-0.00151162j 0.0428503-0.0258841j 0.0387995-0.0123685j -0.00178138+0.0109684j -0.0608887-0.0190462j 0.0212904-0.0173885j -0.019433-0.0234416j -0.0220866-0.0122098j 0.0203248-0.022277j 0.0320614-0.0328178j 0.00077345-0.0922742j 9.35316e-05+0.00971344j -0.00459224-0.0199948j 0.0232472+0.0367139j -0.0174103+0.0452456j 0.00914175+0.00399311j -0.0276166+0.022848j 0.0307475-0.0128618j 0.0108051+0.0394805j -0.0310771+0.0116174j 0.0149059-0.0384533j -0.010872-0.0240101j 0.0525132+0.0214149j -0.00873328+0.0348624j 0.0297847+0.00178809j -0.0247173-0.0207752j -0.00426905+0.0114283j -0.002779-0.00367556j 0.00436403+0.00828957j 0.0140214-0.0118525j -0.00159888-0.0233996j -0.00367383+0.0130156j -0.0062015-0.0204739j 0.00203148-0.00269109j -0.0053506+0.00540777j -0.023983-0.00367843j -0.00447951-0.00224331j -0.00346633+0.0108808j 0.00736253-0.00155229j -0.00624726-0.00540103j 
0.017998+0.00102642j -0.00677913+0.0112129j 0.0224974-0.00153999j 0.00415952-0.0160188j -0.0281616-0.00684814j -0.0207225-0.034052j 0.0442236-0.0156155j 0.00863026+0.0245274j 0.011939+0.0249858j -0.00995238+0.0125282j -0.0301386-0.032775j 0.0347838+0.0133827j 0.0771031-0.00441274j 0.00799389+0.0268236j 0.0352764+0.02105j 0.107721-0.0460421j -0.055239+0.108575j 0.0705295+0.0729458j 0.00271317+0.00583224j 0.0456149-0.0275045j -0.0531742-0.0218689j 0.0397062+0.0370564j -0.00835388+0.0256808j -0.0435799+0.0168163j -0.0392974-0.0718266j -0.00963007-0.0466316j -0.0376576-0.0471617j -0.0500048+0.0234486j 0.0126225-0.0394369j -0.0175215+0.0565676j -8.57096e-05+0.0262976j -0.0268391+0.0678085j 0.00310501-0.0422576j -0.0192818-0.0766655j -0.0438809-0.0235215j 0.0352997+0.0278799j -0.0350614+0.00482352j 0.0452387-0.0145261j 0.0526081-0.0126229j 0.0565882+0.0189892j 0.0397453-0.0217104j -0.0439835-0.0237886j 0.0137999+0.0405376j -0.0409271-0.000175174j 0.0396692-0.0250891j 9.64944e-05-0.0670063j 0.0278304-0.0241186j 0.0113885-0.0122118j -0.0504444-0.0287191j 0.037168+0.0132509j 0.0239437-0.0089118j 0.0437105-0.0230866j 0.0389996-0.0268337j -0.00398791-0.0262565j -0.00214675+0.000124752j -0.0171079-0.0306708j -0.00167212-0.0191214j -0.000289606+0.0252841j -0.0182167+0.0103549j 0.0165032-0.00668055j 0.0110942+0.0176526j -0.00424899-0.0018154j 0.0188403-0.0177329j 0.0156759-0.002238j -0.0059784+0.0159502j 0.0214333-0.00188431j -0.0257885-0.0351266j 0.0252666-0.00366059j -0.00899829+0.0141398j 0.0262367+0.0297781j -0.0145832+0.003248j -0.0132451-0.0100463j -0.0178546+0.00840147j -0.0310437-0.00686244j -0.0218159+0.0151237j 0.00860481+0.00148334j 0.0148877-0.0205844j 
0.00300801+0.0171446j -0.00352344+0.00145206j -0.00564816-0.0286617j 0.0505394-0.00246313j -0.0185748+0.00366011j -0.0151754-0.0216416j 0.0131219-0.031663j -0.00161163+0.0062859j -0.00531838-0.005357j 0.0140579-0.0112641j -0.0048439-0.0416858j 0.0161661+0.0121784j -0.0363492-0.0528183j -0.011812+0.0316527j -0.087469+0.061098j -0.0102716-0.0061676j -0.0270805-0.0760639j -0.0307466-0.00838577j -0.00675451+0.00562624j -0.0166868+0.0522624j -0.00424633+0.0463518j -0.00365952+0.0883336j 0.0379769-0.0209129j -0.070669-0.0714939j 0.0212119+0.0413304j -0.0254909-0.00315427j -0.0378004+0.0201638j 0.0195144+0.00535388j -0.0124304-0.0592228j 0.007685-0.0219671j 0.0208561+0.0133976j -0.0149037+0.0112497j 0.0067541+0.0192042j 0.0329604+0.00263901j -0.00869636-0.0177045j 0.0126613-0.0117678j 0.0023037+0.0106735j 0.0053079-0.0248999j -0.0225051+0.0124225j -0.00304731-0.0179589j -0.00207448+0.0334106j -0.0394755+0.0233264j 0.00215078-0.0325176j -0.0346382-0.00206949j 0.025759-0.01005j 0.0338835+0.015063j -0.0144247-0.0274226j 0.0035087+0.0482233j 0.0119685-0.0479349j 0.0180097-0.0434724j -0.0438081-0.000489755j -0.000286461-0.0269708j -0.0336911-0.00192073j -0.07885+0.0249864j 0.0280611+0.00626747j 0.0206143-0.0567115j 0.0208153-0.0266912j -0.0474517-0.0266723j 0.00922267+0.00739199j -0.0398333-0.0228716j 0.0667892+0.00300116j -0.00225773-0.00341448j -0.00203897-0.0325442j 0.0038167-0.0141074j -0.0151938+0.0227741j 0.013287-0.0191358j 0.00642976+0.00104147j 0.00334296+0.00887942j 0.0406078-0.00878238j 0.0119176+0.00712887j 0.0243288+0.0244507j 0.00553071-0.0102975j -0.014903+0.0238429j 0.00785407-0.00101053j 0.00418574-0.00214801j -0.00281527+0.0154075j 0.0117277+0.00504894j 
0.00328507+0.0181163j -0.00959304+0.00381929j 0.00187427-0.039722j 0.0549716+0.00556924j -0.0475002+0.0390844j -0.0665324+0.00345864j -0.0341956-0.0752472j 0.0176297-0.013921j 0.00195691+0.0104217j 0.0360151-0.00775521j -0.0157743-0.0121489j 0.0476302-0.0283673j -0.0526792-0.0636689j 0.0122771-0.02698j -0.0247905+0.0448672j 0.0412661-0.0043964j 0.0291075-0.0254937j 0.0387031-0.00562805j -0.0452467+0.0335436j 0.00738002+0.0553795j -0.072985+0.0850428j 0.0334716-0.00926049j 0.00169243+0.0270356j -0.0462944-0.0624101j 0.0430879-0.0101708j -0.0568715-0.0530357j 0.0296268-0.00868524j -0.00605737+0.0142765j 0.0357628+0.0270339j 0.0213173+0.039513j 0.00402575+0.040392j -0.0614423-0.0059997j 0.0461599-0.0207135j 0.0112324-0.0666976j 0.0199848-0.00609239j -0.0301549-0.000711508j 0.0111467+0.0187051j 0.0477911-0.0122439j 0.0148326+0.0443458j 0.00372005-0.0186789j -0.02226-0.0208987j -0.00657122+0.0209721j 0.00846017-0.0297758j -0.000104513+0.0135822j -0.0223949-0.00860656j 0.0605229+0.018368j -0.0249313-0.0280474j 0.0129292+0.00254637j -0.0275659-0.0288459j 0.00245173-0.0134614j 0.00388726+0.0143495j -0.0202121+0.00593664j -0.0133722-0.0240467j -0.0572234-0.000600027j -0.0273406-0.0337351j -0.0203487+0.00655211j -0.0216047-0.00937292j -0.0338214-0.0209455j 0.00320574+0.0387041j 0.00627152-0.0263376j 0.0165004+0.0326742j 0.00783746-0.00814552j 0.0579221+0.00656833j 0.0214902+0.0469657j 0.0327024+0.0196504j -0.000190956-0.0210444j -0.0212579-0.00901174j 0.00681948+0.0327856j 0.0168059-0.0416028j 0.0267584+0.00884017j -0.0017993+0.028636j -0.0106415-0.0332144j -0.00869279-0.00246123j -0.000133474+0.019732j 0.0237422-0.00327771j -0.0180498+0.0162j 0.0151727+0.00709252j 
-0.0109019-0.0101196j -0.0019723-0.00754245j -0.010971+0.0242051j -0.0268686+0.00593264j 0.00517594+0.0416781j -0.0209362+0.0512807j -0.0616818+0.000264591j 0.0108461-0.00448977j 0.0138924-0.0457874j 0.0818666+0.0104091j 0.0229016+0.000518652j -0.0293208-0.00183271j -0.0630566-0.0016358j 0.0251999-0.0274651j -0.00566844-0.00376884j 0.0018181-0.0229178j 0.0551911+0.0117018j -0.101323-0.0841572j 0.00156618-0.00604642j -0.0245453-0.000986296j -0.034481+0.0149655j 0.000894073+0.0440462j 0.0209784+0.0294809j 0.0535003-0.044134j 0.0533331+0.0531857j 0.0864292+0.00255275j 0.0134861-0.100491j 0.0282806-0.0361282j 0.0298487-0.0220266j 0.0256191-0.00445515j -0.0230579-0.0214483j 0.053566-0.0176695j -0.0518891-0.0051856j 0.00932606+0.0494842j 0.0422623-0.0178229j -0.0619792+0.00539472j -0.0160969-0.0209042j -0.047434+0.014911j -0.0692146-0.0179067j -0.0829083+0.0126972j -0.0195614-0.0149844j 0.00843809-0.0145934j -0.00716643-0.0253187j 0.0799672+0.0354345j 0.0276171+0.021764j -0.0217336-0.0158249j 0.0100771-0.0407457j -0.0297654+0.0481161j -0.0403105+0.0359659j 0.0173653+0.0785779j -0.0258858+0.0256162j 0.0312529+0.00540561j -0.010111-0.0166522j 0.0305016+0.019549j 0.0290071-0.0249051j -0.0072955+0.0229382j 0.00905563-0.0307247j -0.0633835+0.00149343j 0.0262052-0.0178628j -0.0200354+0.0226477j -0.0467533+0.00637315j 0.00544656-0.0183969j 0.0128995-0.0169676j 0.0179294-0.00536576j -0.0143952-0.0016642j 0.0201113+0.00992272j 0.032066+0.00927285j -0.0270564+0.0106262j 0.0241641-0.0317636j -0.0231922+0.00157259j -0.0191819+0.00776555j 0.00923758+0.00145804j 0.0107524-0.0155128j 0.0048907+0.0231843j 0.0207476-0.00340464j -0.00338818+0.00603221j -0.00775616+0.00619769j 
-0.0129452-0.0260905j 0.00304774+0.0118617j 0.0821314+0.0439646j -0.0504261+0.0456783j -0.00831619-0.00640179j -0.00460699-0.00513678j 0.00387366-0.0103827j 0.0615714-0.0214801j -0.0254503-0.0282658j 0.042964-0.0102504j -0.0505493+0.0311589j 0.0545372+0.00707835j 0.0467855-0.0291444j 0.048465-0.00918153j 0.0743746+0.0207929j -0.00970952-0.0444612j -0.0275738+0.0394029j 0.0460029+0.0483759j -0.0146621+0.00809721j 0.0186668-0.0811799j 0.0706532-0.0367589j -0.0254358-0.00417386j -0.0387686+0.0233666j -0.0707232+0.0541291j -0.0173757+0.000477288j 0.0242352+0.0355501j 0.0134136+0.0127844j -0.00458218+0.0191925j 0.0153387-0.0622443j -0.011796+0.00550125j 0.0293967-0.0489829j -0.0270201-0.0168517j 0.00635926-0.00665745j -0.0233066-0.0269495j -0.0223876-0.00104j -0.0408492-0.00445313j -0.0109138-0.00732762j 0.0240062+0.0122052j 0.0214354-0.0071994j 0.0277644+0.0682044j -0.00326439-0.00708202j 3.15044e-05-0.0235929j -0.0119022+0.0206569j -0.0158848-0.0158525j -0.00181566-0.0146683j 0.0188026+0.00286531j -0.00797585-0.0374028j -0.0573697-0.0177624j 0.028354+0.0413435j 0.0080337-0.0247558j -0.014887+0.00645061j 0.0063612+0.0290024j 0.0147958-0.0163757j -0.0254623+0.0305251j 0.0756209+0.0199243j -0.00259164+0.020003j 0.00180317-0.0015799j 0.00508972-0.030619j 0.020115-0.0417506j 0.0542765-0.00148157j 0.0500713+0.0044983j 0.0156881-0.00654294j 0.0212325-0.0277022j -0.0198593-0.00730067j 0.00276033+0.0177236j 0.006898+0.0119014j -0.00506112-0.0208888j -0.0152705+0.00220589j -0.0130297-0.0115513j -0.0128686+0.0119367j -0.0185898-0.0225616j -0.0137633+0.0126282j -0.0162054+0.00170286j 0.00192802+0.019545j 0.00369732-0.00100261j 0.0102861-3.37548e-05j -0.00279108-0.00552928j 
0.0127039+0.0226163j -0.0178623-0.0272694j -0.0867582-0.0226791j 0.0215042-0.0814295j -0.0493263+0.06016j -0.083681+0.0362213j -0.0344305-0.0837663j -0.000919621+0.0184087j 0.0564351+0.0279008j 0.0323121+0.00689045j 0.00537458-0.0351591j 0.0110765+0.0141739j -0.0389283-0.0172976j 0.0818314-0.0333469j -0.0359378+0.0460353j 0.108023-0.0156385j 0.0114814+0.0531733j -0.0495289+0.00449272j -0.0410853-0.0015183j -0.021531+0.0445427j -0.0264703+0.0449053j 0.0939184+0.0980041j 0.0636247-0.00171846j 0.040464-0.0782945j 0.0466737+0.047332j 0.0141862-0.0921693j -0.00585133-0.0636837j -0.0114054-0.0370945j 0.00547302-0.0188926j -0.0183422+0.0627512j 0.0377968-0.00737282j 0.0091145+0.00633788j -0.00756497+0.00742036j 0.0299442-0.0221976j 0.0247976-0.0107449j -0.0311615+0.0375096j 0.00167013+0.00130315j 0.0183066-0.0560992j -0.00451965-0.00013447j -0.0555202+0.00294513j 0.0227325-0.0622884j -0.0501918+0.0192785j 0.0341156-0.00932224j 0.0636528+0.0328301j 0.0528223+0.00939141j 0.03493-0.0241253j -0.00715149-0.0335056j 0.00256534-0.00235995j -0.036669+0.00106765j 0.0376791+0.0211639j -0.0259801-0.00074634j 0.0393564-0.0335221j -0.0106954-0.011344j -0.0152228+0.0231592j -0.0507446-0.0245572j -0.0272816+0.00490583j -0.00962537+0.00990921j -0.0393863-0.0130963j 0.0174829+0.0107547j -0.0017734+0.0211663j -0.0279598-0.0106053j 0.0112206+0.0120844j 0.020844+0.00726616j 0.028481+0.0147504j -0.00142943-0.0108405j 0.00678488-0.0367016j 0.0185756+0.0360382j 0.00575075+0.0242553j 0.00998665-0.0208745j -0.00297063-0.0117845j 0.000944316+0.0225269j 0.0193743-0.0167344j 0.0242431-0.00515365j 0.000481072-0.0166988j 0.00504442+0.00546646j -0.0178537+0.00297639j 0.007598+0.0152662j 
-0.0143208-0.01863j -0.00346113-0.012294j -0.0120021+0.0518582j -0.0515427+0.0101658j -0.000501745+0.00380057j -0.0160954+0.0354924j -0.0319485-0.00834547j 0.031785-0.0170931j 0.0256787+0.0157284j 0.0143412+0.0167967j 0.0142439+0.0659399j 0.0159353+0.0139838j -0.0345654-0.0173458j 0.0327573-0.00917273j 0.0439176-0.00448299j -0.032766+0.0166918j 0.0230441-0.072108j -0.0171499-0.0530799j 0.000413221-0.0181972j 0.0435109-0.0116078j -0.0100993+0.0103261j -0.0552767-0.005107j -0.00202996-0.00511271j 0.0104755-0.0175833j 0.00886892-0.0248586j 0.0186002-0.0200346j 0.0150117-0.0194017j -0.0198976+0.042667j -0.0299035+0.0540267j -0.0173595-0.0501577j -0.00933736+0.0402152j -0.027998-0.039341j 0.0578555-0.00664933j -0.00856812-0.0390215j 0.0309736+0.00992675j -0.0196997-0.0145373j 0.049625+0.0309569j -0.0303072+0.0125346j 0.0166048+0.000116205j -0.0179847-0.0547838j -0.0404986-0.0260456j 0.0149853-0.0146023j -0.0516688-0.0300043j -0.0126794-0.0154566j -0.0446393+0.0183994j 0.0142567-0.00251972j 0.0294006-0.00498708j -0.00292189+0.0125404j -0.00648413-0.0260393j -0.00180929-0.00446641j -0.003376+0.0263453j 0.0230922-0.0304877j -0.00388779+0.0260782j -0.0286272-0.0186519j -0.016289-0.0154003j -0.00860738+0.00246008j 0.00777432+0.0219293j -0.00293844-0.0196875j -0.0257539+0.00399168j 0.0346089+0.00223942j -0.0128602+0.0359551j 0.015734+0.00769382j -0.00548253+0.0079102j 0.00424475+0.00247804j 0.0270376+0.001345j 0.0222312+0.0173734j -0.01825+0.00781303j 0.0121468+0.00858085j -0.00301151+3.06619e-05j 0.0165228-0.0269552j -0.00317377-0.00666179j 0.00338412-0.00723229j -0.00993373-0.0275956j -0.000326606+0.00867j -0.00416789+0.0294432j -0.00499071-0.00284386j -0.00444539-0.00112137j 
-0.0110325+0.00611995j 0.00252506-0.00338803j 0.00445629-0.0310147j 0.0249484+0.00737255j 0.011775-0.000402928j 0.0199878+0.00800823j -0.0104841+0.0116975j -0.0160341-0.0121501j -0.0140322-0.0268509j 0.000730744-0.00692675j -0.000712259-0.0320621j -0.00246441-0.0176412j -0.00187682+0.0164115j -0.0449063-0.00260091j -0.0729453-0.0230671j -0.0405412-0.00724762j -0.0210004+0.00727488j 0.00800053+0.00351851j -0.0330254+0.000719227j -0.0359847+0.0317516j -0.0410866-0.018054j -0.00647811+0.00723657j -0.0101346-0.0128106j 0.0143094+0.0150733j -0.0421287+0.0624644j 0.0208214+0.0499148j 0.00571076+0.0601391j 0.025281+0.039175j 0.0127504-0.00876089j 0.072898-0.00879917j 0.0319195-0.059461j 0.0180005+0.0362298j -0.0539541+0.0267879j 0.032371+0.0219484j 0.0194104-0.0205879j -0.0275649+0.0341877j -0.0368314-0.000251933j 0.0101617-0.00141824j 0.0184761+0.0421582j 0.0206165+0.00822258j 0.00428605-0.0218695j 0.058699+0.019716j 0.00225864+0.043682j 0.0433165-0.0382483j -0.000496699+0.0192192j 0.00576768+0.0148592j -0.025125-0.0245328j -0.0161544+0.0340662j 0.0221075+0.0155761j -0.00498405-0.0105736j -0.0326551+0.00785726j -0.0137802+0.00431767j 0.0440662-0.0427626j 0.0265683-0.0194786j -0.0142949-0.00245489j 0.00954168-0.0485929j 0.00019962-0.000734627j 0.034712+0.0380477j 0.00689986+0.0183576j 0.00998849-0.00275175j 0.0105768-0.0159711j -0.00290037+0.01879j 0.0238209+0.00951083j 0.013098-0.0198518j 0.00550015+0.0114435j -0.0115199-0.0178015j -0.00579761+0.0195677j 0.00387969+0.00150446j 0.00780132+0.0134122j 0.00146322-0.006611j 0.0059341+0.0174066j -0.0133+0.00192887j -2.40187e-05+0.00382884j 0.0102405-0.00678441j 0.00795957-0.0146648j -0.0115551+0.000397177j -0.000719139+0.00994188j 
