-0.0129318+1.12757e-17j 0.036422-0.000863822j -0.0581364+0.00101204j -0.00682628+0.000654242j 0.0100214+0.00103697j 0.0235269-0.00124017j 0.0293648+0.00178721j -0.00609482+0.000475588j -0.0214536+0.00190219j 0.0154337-0.00159945j 0.00556413-0.000856727j -0.00601018+3.11892e-05j 0.0102176+0.000102312j -0.00758805+0.00231887j 0.0086287+0.000656177j 0.0492117-0.00520867j -0.0350963+0.00174777j -0.0522629+0.00468087j 0.0142728+0.00052181j 0.0490845-0.00149726j 0.0492378+0.00180534j -0.0288584+0.00434728j -0.0017896+0.0047561j 0.0141195+0.00361682j -0.101785+0.00554489j 0.147653-0.000805792j -0.0649171-0.00615079j 0.0123909+0.00177303j 0.0143947+0.00066089j 0.0218786-0.00145848j -0.0322622-0.000145231j 0.0182832-0.000212429j 0.0518995-0.00182421j -0.0256515+0.00309729j -0.00393685-0.00123081j -0.0351931+0.000956437j 0.00586722+0.00405636j -0.00247647-0.000381867j 0.0179945-0.000412137j 0.0441264-0.00111998j 0.0258767+0.00148533j 0.0137068+0.000640049j 0.00434244+0.0019754j -0.00727267+0.00288356j -0.000208203-0.00130683j -0.0136133-0.000525735j 0.0154675+0.00170846j -0.00953105-6.11246e-05j -0.0230708-0.00190059j 0.0386591-0.00144648j 0.0256444+0.00179885j 0.0088932-0.00130921j 0.0119182-0.000582646j -0.0506451-0.000410234j 0.0148127+0.00202446j 0.00227417-0.000524626j 0.02369-0.00193675j -0.00490435+0.00257104j -0.0649902+0.00518226j -0.0130729-0.00312469j -0.0497106+0.00351941j 0.0815249-0.00768988j -0.0458073+0.019439j 0.00496046+0.0130673j -0.153711-0.00051416j 0.0041577-0.00112169j -0.0802134-0.00716437j -0.0672369-0.0026996j 0.0067648-0.000375023j -0.0131616-0.000754944j -0.00850046-0.000286103j -0.00925593+0.000358382j -0.0227358+0.000545932j 0.0113455-0.000114356j 0.0120503+0.000301549j -0.00512123-0.000381901j 0.0022742-0.00296857j 0.0327376-0.00810246j 0.0138732-0.00172989j -0.00812924-0.00327793j -0.00664523+0.00214954j -0.000578206+0.00184028j -0.0177601+0.00752367j -0.00471531-0.000788221j -0.00792533+0.000170282j -0.0529143+0.000768124j -0.00625608+0.00823865j -0.0149651+0.00670993j -0.0132189+0.0119455j 0.024909+0.000511575j -0.0394833-0.00776751j -0.042754-0.00404557j 
-0.00953105+6.11246e-05j 0.00426742-0.0006484j 0.0167447+0.00177936j -0.0456155+0.00193825j 0.0651939+0.00109705j -0.038625-0.00248145j -0.00588688+0.00187829j 0.0410238-0.000801057j -0.0328698-0.00217708j -0.0182397+0.00137438j 0.00918506-0.00273706j -0.0120095+0.00141176j 0.0030486-0.00273304j -0.0317597+0.00222388j 0.0648985+0.000848571j -0.0146379+0.000845483j 0.00736124-0.00244669j 0.0159565-0.00212631j 0.018842+0.000560669j 0.00294878-0.00305269j -0.0222908+0.00141082j 0.00334521+0.00211814j -0.0363687-0.000892929j 0.00401536-0.00260642j -0.0285699-0.000485842j -0.0391265+0.000661173j -0.0145002-0.00222246j 0.00993315-0.00563768j 0.0040747-0.000640102j -0.00258734+0.000887426j 0.0544447+0.00190167j 0.0170448-0.00412447j -0.0112386-0.000206363j 0.021366-0.000743087j 0.131263+0.00252912j -0.0563515-0.000794476j 0.069468+0.00102371j -0.00237848+0.00276872j 0.067475+0.00108918j -0.0357241+0.000182487j -0.171946+0.00118036j 0.715436+0.000983334j -0.120845+0.000529614j -0.204835+0.00140464j -0.0413082+9.98223e-05j -0.0434907+0.000601153j 0.00166729+0.0016544j 0.00686593-1.43697e-14j 0.020058-0.00239895j 0.0106617-0.000494998j 0.0154538+0.00182725j 0.111578+0.00208584j -0.0203794-0.00212923j 0.0500312-0.00188135j 0.0298799-0.00166914j 0.010006+7.86494e-05j -0.0286994-0.00137442j 0.0702016-0.00403456j -0.135082+0.00182779j -0.0110763+0.000991523j 0.187958+0.00269867j 0.00802892-0.00092577j -0.029092+0.000904539j -0.0272545-0.00221931j -0.0536692+0.000907767j 0.0613655-0.00134037j 0.00453421-0.00133036j 0.00454448+0.000116021j -0.0576222+0.00175499j -0.0149467-0.00260006j -0.0018753-0.00241779j 0.0131698-0.00145922j -0.00281091+0.00306463j 0.0175125-0.00410863j -0.00639101-0.000117811j -0.00849586+0.000493126j -0.0406339-0.00523242j 0.00316438+0.00104869j -0.00664669+0.00374427j -0.00508917-0.000422853j 0.0174283+0.00157209j 0.000912696+0.00349575j -0.0214916-0.00434887j -0.0041917-0.00723091j -0.0305386+7.61909e-05j -0.0165618-0.00437473j -0.0072574+0.00383206j 0.0303182+0.000967243j -0.00288987+0.00744668j -0.0111579-0.00238502j -0.00742555+2.29166e-05j 0.00622537-0.00144268j 
-0.0230708+0.00190059j -0.0275723-0.00358974j -0.00748424+0.0018553j 0.0244786+0.00322595j 0.00867625-0.00490175j 0.00103846+0.00268006j -0.0691956-0.000538732j 0.0168826+0.000550728j 0.089671+0.00392713j -0.00232356-0.00162425j 0.00766516+0.00207921j -0.0316188-0.000232141j 0.0131186+0.00213382j -0.0207459+0.000560656j -0.0334649-0.00125836j -0.00565107-0.000820586j 0.0206154+0.000509936j -0.0288704+0.000893775j -0.0347463+0.000279203j 0.0129361+0.000589744j 0.0370863-0.00107445j -0.00537057-0.000605687j -0.0155198-0.00418298j -0.056941+0.00254657j -0.00347242-0.000201423j -0.0191292-0.00192245j -0.013394-0.00154846j -0.0181836+0.00115601j -0.013095+0.0022379j -0.0357881+0.00220934j 0.0615106+0.0028186j -0.149837+0.000316221j -0.0248239-0.000779429j 0.0400689+0.00159014j -0.0891001+0.00295015j 0.00729651+0.000875279j -0.0686715+0.00309729j -0.0158947+0.0022213j 0.0770933-0.000452146j 0.442082-0.000599701j -0.550198+0.000732191j -0.0156452-0.00157656j 0.287282+0.0030805j 0.0422624+0.000177506j 0.0409184-0.000283425j 0.0292419+0.00108592j 0.0516943+0.000366783j 0.020058+0.00239895j 0.0418657+1.42265e-14j -0.0305638+0.000605143j -0.0453072-0.00205966j -0.128079+0.000919222j 0.0285541+0.00187852j -0.0453384+0.0032875j -0.0246907+0.00244521j 0.116206-0.000479876j 0.0593645-0.000187181j 0.0420613-0.00113146j -0.116982+0.00140951j 0.0751292-0.000933487j 0.0567983+0.00247979j -0.0488662-0.00232889j -0.0527649+0.00177862j 0.0811283-0.00417068j -0.0374576-0.000191707j -0.00221903+0.00259374j 0.0608476-0.00193326j 0.0417498-0.00133173j -0.0847115-0.00251142j -0.0209081-2.83878e-06j -0.0232331-0.00417594j -0.00407048+0.00548352j -0.00549252+0.000523581j -0.0184341+0.00136834j 0.00524231+0.00268348j 0.00280754+0.000394779j -0.0467936-0.00158836j 0.000884661+0.000852998j -0.00344085+0.000115911j 0.0166271+7.59867e-05j -0.00717325+0.00392204j -0.0137222+0.000598254j -0.0452506-0.00256896j -0.00337092+0.000396219j -0.0021935-0.00517832j 0.00824969-0.00500065j -0.0231226+0.00193227j 0.00511699-0.00359724j 0.00857935+0.00370749j 0.00224087-0.00385164j -0.0177918+0.000141604j 0.00168006-0.00449676j 
0.0386591+0.00144648j 0.00709234+0.00436351j 0.00477058-0.00424124j -0.0260535-0.00340068j -0.0155652+0.00363068j -0.0229651-0.00308652j 0.0866541+0.00191885j 0.0186813+0.00200945j -0.0786508-0.00213231j -0.0321063-0.00195687j -0.0151459-0.00228871j 0.00881164-0.0016692j -0.0111554-0.00315475j 0.00621882-0.00056191j 0.00294751+0.00105596j -0.0250694-0.00246077j 0.000890492-0.00212959j -0.026726-0.00270412j -0.00318153-0.00275086j 0.0623785-0.00187796j 0.0890534-0.00118136j 0.0355749+0.00354844j -0.00767268+0.00245132j 0.00304407-0.000124999j -0.0660566+0.000325465j -0.018631+0.00249345j 0.0207891-0.000808081j -0.0268552-0.000894478j -0.0124378-0.00431132j -0.00184726-0.00398463j -0.0424938-0.00101366j 0.0505016+0.000390432j -0.200697-0.00452497j 0.113225+0.00091364j -0.014234-0.000716328j 0.0514803-0.00174101j -0.0535507-0.000809797j -0.0395444+0.00530748j -0.508795+0.00175351j 0.229583-0.000214247j -0.0452369+0.000974207j -0.0571541-0.000798777j -0.0583519-0.00114047j 0.144994-0.0018151j -0.0175181+0.00112383j 0.00715726+0.000818072j -0.0126816+0.00332928j 0.0106617+0.000494998j -0.0305638-0.000605143j 0.186058+7.94208e-14j -0.0857655-0.000617351j -0.0529066-0.00210066j 0.0545443-0.000315159j -0.0687552-0.00396493j 0.166348-0.00466741j -0.0559565+0.00385638j -0.145981-0.000412382j 0.184463-3.77643e-06j -0.0125674-0.00251848j -0.0898738+0.00236149j -0.0751267-0.00206699j 0.0518904-0.0012249j -0.0834452+0.00277769j -0.0465447-0.000891836j 0.163678-0.00433582j 0.0473237+0.00179801j 0.0317766+0.00219164j -0.000528221+0.000993827j 0.027398-0.000794912j 0.0468296-0.00499431j 0.00497541+0.00247338j -0.00833998+0.00143646j 0.0223664-0.00280447j -0.028098+0.00150971j -0.0334251-0.00556909j 0.00194758-0.00138312j -0.0361005+0.00475751j 0.0599486+0.000851152j -0.00352095-0.000642557j 0.0349953+0.00259223j 0.024661+0.0014921j 0.0186625-0.00423633j 0.0156143+3.45463e-05j 0.0136798-0.00271743j -0.0421452+0.00222186j 0.0300197-0.00240534j -0.022838-0.00466665j 0.0192755+0.00217013j 0.00733796-0.00304925j -0.0109002-0.000737005j -0.013699+0.00163515j 0.00873113-0.00204j 
0.0256444-0.00179885j 0.0246744+0.00237347j -0.0113656+0.000223527j -0.0072769-0.00146271j -0.0133212+0.000403167j -0.00876786+0.00155217j 0.0533808+0.00135668j 0.0625626+0.000597318j -0.0251082-0.00202417j 0.005817+0.0016396j 0.0170307+0.000757789j 0.021973+0.00320518j 0.034166+0.00341816j -0.00700891-0.000362047j -0.002175-0.00109311j -0.0156739-0.001548j -0.00640129+0.00160352j -0.00682212+0.00101764j -0.0153469+7.5551e-05j 0.0193098+0.000153175j 0.0211352+6.70295e-05j 0.0591879-0.00189036j 0.0241145+0.00474216j 0.0133607-0.00174118j -0.00322235-0.000404188j 0.00062466+0.00247196j 0.0817668+0.0018229j 0.0232673-0.00181459j 0.104899-0.00135089j -0.00631108+0.000530269j 0.0254907-0.00348792j -0.0482379+0.000824931j -0.0395333-0.00448128j 0.111274+0.00241602j 0.121507-0.00209925j 0.0944126-0.00239629j 0.22616-0.00105145j -0.064983-0.00126476j 0.0195277+0.00108195j 0.461238+0.00207457j -0.242025+8.78036e-05j 0.0714241+0.00416849j -0.110846+0.000941331j 0.00124943+0.00253832j -0.00957229+0.000664119j -0.0747103-0.00118843j 0.0153488-0.00251655j 0.0154538-0.00182725j -0.0453072+0.00205966j -0.0857655+0.000617351j 0.133576-9.96794e-15j 0.173568-0.000383385j -0.155584+0.000823486j 0.00338561-0.00149533j -0.00835621-0.00459732j -0.195939+0.000139761j -0.0938256-0.000752316j -0.0953476-0.00138188j 0.194786-0.00178502j -0.165842+0.000275558j -0.0626498-0.00348367j 0.0202062+0.00444831j 0.0622491-0.00240135j -0.00320378+0.00320318j -0.0663505+0.00289833j -0.0246526-0.00535609j -0.0857662-0.00078754j -0.102329-0.000708959j 0.0711293+0.00449269j 0.0398601+0.00209558j 0.0154357-0.00174459j -0.0572957+0.0012824j -0.0325699+0.00051527j 0.0388743-0.00119629j -0.00365624-0.00397493j -0.0240711+0.000230161j -0.0223455+0.0049052j -0.0114858-0.00142369j 0.0210828+0.000267909j -0.0485992-0.00159571j 0.0113362-0.00374464j 0.00947477-0.000204974j 0.0776775+0.00392574j 0.00408162-0.00135467j 0.0320529+0.00538888j -0.0114121+0.00937065j 0.0520439-0.000133415j -0.04153+0.0017083j -0.0203837-0.00597292j 0.00851599+0.00548279j 0.0408402-0.00183653j -0.0118148+0.00881924j 
0.0088932+0.00130921j -0.00804848+0.00201198j 0.0273905+0.00435844j -0.0525588+0.001653j 0.0120448+0.00271425j 0.0851948-0.000809314j -0.0131029+0.00289635j -0.00344407+0.00283837j 0.0325848+0.00200026j 0.0023733+0.00718049j 0.0825204-0.0036171j 0.0524652+0.00545603j -0.0823225-0.00372655j -0.00836185+0.000703735j 0.00427297+0.0023502j -0.042418+0.00199361j 0.0366208+0.00244853j 0.0296548-0.00176057j -0.00133037+0.00436299j 0.0306149+0.00639707j 0.0457581+0.00554629j -0.000761895+0.000516952j -0.00593257+0.00386476j 0.0852452-0.00165371j -0.0840633-0.00175267j -0.0100606+0.00479191j 0.0327813+0.00306655j 0.0301679-0.00471917j -0.0548665+0.0012622j -0.150299-0.00583903j -0.060318-0.00531464j -0.0439022+0.00276829j 0.0168272+0.0016411j 0.0642432+0.00511369j 0.000569539-0.00139015j -0.0851438+0.000800805j 0.0852711-0.00178166j -0.0205077-0.00171527j 0.128936+0.000313056j 0.000878714-0.00150377j -0.0860945-0.00177927j -0.178068-0.000604079j -0.0785179-0.00362151j 0.0869055-0.00297879j 0.0159216+0.000840626j 0.0685705+0.00223346j 0.132067-0.000417926j 0.111578-0.00208584j -0.128079-0.000919222j -0.0529066+0.00210066j 0.173568+0.000383385j 0.233153+1.12323e-15j 0.0446887+0.00320083j 0.22444-0.00106283j 0.0505228-0.00164188j 0.0466697-0.00175275j -0.0458839+0.00462596j 0.0161305-0.00303259j -0.0890979+0.0014j -0.0700779+0.00498545j 0.0271484+0.00114581j 0.00256967-0.00125497j -0.0540911+0.000220628j -0.0997636+0.00429621j 0.150992-0.0009583j 0.00756946-0.00053908j 0.0718012+0.00645125j 0.132578+0.0011179j -0.0485085+0.00188507j 0.0165939-0.00453136j 0.0671122-0.00149283j 0.00860421-0.000753864j 0.0654277-0.00266361j -0.0397587-0.00128391j -0.0389954-0.00471401j 0.0185176-0.00108047j 0.0400837+0.000716203j 0.0253809-0.00124464j -0.0117413+0.00158312j -0.0135875+0.00243411j -0.017993+0.00275632j 0.040317+0.00132814j 0.0151551-0.00362319j 0.00566757-0.00239015j -0.0425132+0.00148562j 0.00731189-0.0065499j -0.037007-0.00525277j 0.0345355+0.00249411j 0.0116729-0.000608537j -0.0197342-0.00172132j -0.0368236+0.00392055j 0.00543418-0.00553465j 
0.0119182+0.000582646j 0.0322077+0.00153273j 0.00145513+0.00511305j -0.0443772-0.00304098j 0.0250149+0.00754653j 0.0916065+0.000826384j -0.0363476-0.0003239j 0.024247+0.000286443j -0.0959817+0.000251507j 0.126837-0.00146137j -0.0392313-0.00173267j -0.0251816-0.0024071j 0.00166952-0.00261224j -0.00697547+0.000891069j -0.046182+0.0026529j 0.0958511-0.00392459j -0.0475662-0.000933529j -0.0857765+0.00144076j 0.0428607-0.000516874j 0.0192422-0.00126815j 0.0437105-0.00137516j -0.0429052+0.00195921j -0.0190717+0.00228776j 0.0556469-0.000232619j -0.0928641-0.000805725j 0.0501041-0.00345017j -0.0166741+0.00381026j 0.0737319+0.00412092j 0.0164784-0.00468028j -0.00806054-0.00423502j 0.0120968+0.00291394j 0.0488576-0.00178059j 0.052644+0.000899032j 0.0547497-0.00127427j -0.0892787-0.00197035j 0.253992+0.000647146j 0.0587437-0.000868837j 0.162127-0.000567651j 0.31379-0.000592906j -0.0419185-0.00035192j -0.226912-0.00079948j 0.00118302-0.00171769j -0.173194-0.00721503j -0.048211-0.000554918j 0.011607-0.00135272j 0.133788+0.0020687j -0.0505073+0.00685687j -0.0203794+0.00212923j 0.0285541-0.00187852j 0.0545443+0.000315159j -0.155584-0.000823486j 0.0446887-0.00320083j 0.188568+6.45799e-14j 0.187733-9.16725e-05j 0.0810455+0.00309548j 0.0355644+0.00199843j -0.0114598+0.00145438j 0.045974+0.00391758j 0.00577755-0.000115284j 0.0835685+0.00438103j -0.0229138-0.00182183j -0.136912+0.00367123j 0.0596838-0.000802925j 0.0673496-0.00260567j 0.228303+1.30021e-05j 0.0639195+0.0023173j 0.0723903+0.000127602j 0.0516598-0.000978941j 0.0838442-0.00227824j 0.0343651-0.000192399j 0.0453185-0.00290297j -0.0287588+0.00326999j 0.0156031-0.00208808j -0.0204518+0.000210347j -0.00635998-0.00300003j 0.0187971-0.000332785j 0.0507718+0.00540041j 0.0398468-0.00172568j -0.00734911+0.00069861j 0.0290935-4.05851e-05j -0.00957469+0.00336107j 0.00474371-0.000632224j -0.012329+0.000325455j -0.000650069+0.004598j 0.00681313-0.00226066j 0.0405412-0.00346175j -0.0205779-0.00400603j -0.0123821-0.00256506j 0.0186528-0.00621443j -0.00144611-0.00131945j -0.0212517+0.000703894j 0.00272132-0.00508376j 
-0.0506451+0.000410234j 0.000209325-0.00624665j 0.0660044+0.0021741j -0.0247027+0.00567771j 0.0696759+0.00219702j 0.0547956+0.0038273j -0.104206-0.00075358j 0.0437379-0.00485715j -0.0256143+0.000476323j -0.0397851-0.00408356j -0.0421227+0.00129896j 0.0174878-0.00189924j -0.00867516+0.00121666j -0.0320231-0.000201837j 0.0275132-0.0101929j 0.0829723-0.00107407j -0.0226753-0.0029693j 0.00752624+0.000229804j -0.0699547+0.00418363j -0.0170818-0.004571j -0.0576072-0.00367813j -0.0268602-0.00287089j -0.000764344-0.00267764j -0.00717678-0.00448728j -0.0726053-0.00137992j 0.0396039-0.0024955j 0.0904561+0.00418765j -0.0553211-0.0029821j 0.0254507+0.0001411j 0.117798+0.00472675j -0.0556591-0.000454274j 0.0406268+0.000692275j -0.0234979-0.00149396j 0.0863752-0.00209041j 0.12802-0.000891842j -0.134916-0.00251499j 0.109948+0.00121317j -0.242254+0.00163955j -0.349342+0.00158057j 0.0735178+0.00111401j 0.0465149+0.000966943j -0.0266631-0.00235849j -0.0722072-0.0044427j 0.0406541-0.00275233j 0.0420684+2.34856e-05j 0.0777328+0.00417273j -0.0380109+0.00287798j 0.0500312+0.00188135j -0.0453384-0.0032875j -0.0687552+0.00396493j 0.00338561+0.00149533j 0.22444+0.00106283j 0.187733+9.16725e-05j 0.235248+2.60684e-13j 0.0481433+0.00554163j 0.0614728-0.000318917j 0.0990899+0.00110274j -0.0937006+0.00189928j -0.134261+0.00270347j 0.117115+0.00029692j 0.0994376+0.00354008j -0.0947923+0.00199803j 0.0459745-0.00194118j 0.0262912+0.000727886j -0.00451085+0.0046132j 0.0534535-9.89386e-05j -0.00943356-0.00358084j -0.00260613-0.0009682j -0.0120339-0.00116753j 0.0166928-0.000590775j 0.0451956+0.000324332j 0.00441578-0.00385455j 0.0213558+0.0012012j -0.0102734-0.00141631j -0.0361849+0.00357345j -0.00348802+0.000446127j 0.0241754-0.00407502j 0.0179197-0.00211421j -0.00290523+0.0011387j -0.029476+0.000323049j -0.0174055-0.000402282j 0.0175949+0.00294777j -0.0178645-0.00035225j 0.00138008-0.00100836j -0.0155007-0.00347329j -0.0075334-0.00354649j -0.014458+0.00121191j -0.000352924-0.000773633j 0.00403393+0.0025257j -0.00241895-0.00122895j -0.00938843-0.00116576j 0.00944094-0.00299757j 
0.0148127-0.00202446j 0.00136847+0.000338106j -0.041268+0.00213725j -0.103671-0.00602609j -0.0232737+0.00369387j -0.0499728+0.00342519j 0.0623773-0.00332903j 0.0353665-0.0005909j -0.0154714+0.00151544j 0.0216169-0.00427805j -0.0504+0.00308914j -0.0733124-0.00236257j -0.0188444+0.00315927j -0.0409158-0.00253722j 0.00357937-0.00414757j -0.0586005+0.00333104j 0.0629692-0.00173039j 0.0497147-7.47128e-05j -0.00231302-0.00188814j -0.0362122-0.00378114j -0.0353849-0.00361054j -0.000795961-0.00318953j 0.073419-0.00215277j -0.0248685-0.0072349j 0.0360227-0.00265731j -0.0154738+0.00123713j 0.112227-0.0027786j 0.120443+0.00196168j 0.0643459-0.00166606j 0.0596008+0.000445559j 0.0236932+0.00221517j 0.00115128+0.00345341j 0.0276212+0.00257292j -0.0502386+0.0012847j -0.199662+9.00113e-05j 0.0825719+0.00130581j 0.153164-0.00378554j 0.131157-0.000181523j 0.199251-0.000498594j -0.00869941+0.00533902j -0.0380352+0.00255883j 0.0124477-0.000560708j 0.118165-0.00337451j 0.08826-0.00355608j -0.0200535+0.000170559j -0.0957751+0.000345026j -0.0535524-0.000238613j 0.0298799+0.00166914j -0.0246907-0.00244521j 0.166348+0.00466741j -0.00835621+0.00459732j 0.0505228+0.00164188j 0.0810455-0.00309548j 0.0481433-0.00554163j 0.334742-1.33522e-14j -0.0241136+0.00315123j 0.0934658-0.00183501j 0.0495245+0.00324073j 0.0268307-0.00370077j 0.0681767-0.00449873j -0.0941505-0.00105196j 0.0598153-0.00320538j -0.0989835+0.00221301j -0.193974+0.00420611j -0.008294+0.000300775j 0.0269195-0.00360003j -0.168291+0.00179807j -0.0741979-5.81173e-05j -0.0210789+0.0037229j -0.0278654-0.000651163j 0.0251138+0.00146838j 0.000768705+0.00190232j 0.0419279+0.00320236j -0.0543736+0.00179184j -0.0114998-0.00195935j 0.0205937-0.00113362j 0.0248349-0.0015581j -0.00250472+0.000196008j -0.0102594-0.00152577j 0.0239768-0.00432986j 0.0130984-0.00126651j 0.0265337-0.000159327j 0.013599+0.00264745j 0.0103271-0.00214738j -0.0400022+0.00427965j -0.0158657+0.00135505j -0.0303206-0.00239171j 0.0520797+0.00815878j -0.0147779+0.00437641j -0.0179668+0.00260395j -0.00342871-0.000693254j 0.0230984+0.00172448j 
0.00227417+0.000524626j -0.003601-0.000985419j -0.0263165-0.00462461j -0.0464975-0.00351491j -0.0433845+0.00450345j 0.0266687+0.00150231j 0.0365492-0.00252577j 0.0568767+0.00114932j -0.00423901-0.00235373j 0.00974655+0.00332219j 0.0234897-0.00463414j -0.0545531+0.000624805j 0.0362509-0.00208151j 0.0153183-0.000541839j -0.0137934-0.00374594j -0.0322236+0.000373487j 0.0241484-0.00245068j 0.0152237-0.00468286j -0.0178551+0.00150674j -0.0327145+0.0029081j -0.0386056-0.00172896j -0.0101257-0.00366035j 0.00366127+0.0056447j -0.0346668-0.00468709j 0.0164123-0.00112949j 0.0340309-0.00109056j 0.0180323-0.000698495j 0.0622651+0.00203564j 0.055272-0.00304165j 0.135244+0.00356926j 0.0955854+0.00173526j 0.171264+0.00623249j 0.0176894+0.00411929j -0.0269091-0.000519162j -0.0109087-0.00100605j 0.168994+0.0012921j 0.121415+0.00135119j -0.00730675-0.000311286j 0.159231+0.00497505j 0.0563375-0.00102522j 0.0261445+0.00175466j -0.0490729-0.00386893j 0.0254853-0.00441564j -0.0570146+0.000977905j 0.0402807-4.29142e-05j 0.128887+0.000886712j 0.0192748-0.000616503j 0.010006-7.86494e-05j 0.116206+0.000479876j -0.0559565-0.00385638j -0.195939-0.000139761j 0.0466697+0.00175275j 0.0355644-0.00199843j 0.0614728+0.000318917j -0.0241136-0.00315123j -0.0639313-2.5353e-15j 0.0776146-0.00237633j -0.0110766-0.00143449j 0.096171+0.001839j -0.0220738+0.00146242j -0.106197+0.00131263j 0.0960145-2.09442e-05j -0.0299515+0.00276104j 0.0398851-0.000308812j -0.141667+0.00164593j 0.0254985-0.00199241j -0.0950497-0.00536262j -0.115043-0.00367436j 0.164594-0.0016248j 0.0438973-0.000695715j 0.00853793-0.000131773j -0.0389983+0.000989455j -0.0238871-0.000608276j 0.0449897-0.00131588j 0.0194101-0.0012774j -0.0068119+0.00086506j -8.10613e-05+0.00647181j -0.0217295-0.00110898j 0.00822324-1.27815e-05j -0.00615693-0.00099742j 0.0233392-0.00571306j 0.00532277-0.00168076j 0.0039668+0.00358504j 0.0126568+5.00658e-05j 0.00793925+0.000710851j -0.0236502+0.00886782j 0.021568+0.00271819j -0.0238929-0.000959151j -0.000878823-0.00200803j 0.0124764+0.000633953j 0.0381944-0.00581534j 0.0163069+0.00529196j 
0.02369+0.00193675j -0.0250879-0.000103619j 0.0194537-0.000280596j 0.0274485+0.00203647j 0.00309296-0.000806572j -0.000546192+0.00356404j 0.0356981-0.00263767j 0.0473304+0.00397605j -0.0505458+0.00369699j 0.00766115+0.00363409j 0.00662356+0.000441683j 0.0813725-0.000157099j 0.089419+0.00590974j 0.0552665-0.00110422j 0.0132018+0.00299084j -0.0781792-0.00443072j 0.015435+0.0025318j 0.0508329+0.00136482j 0.0231217+5.84588e-06j 0.00402759+0.00307801j 0.0167362-0.00150943j -0.0377812-0.00249275j 0.0505895-0.000764277j -0.00276862-0.00120997j -0.00253935+0.00275421j 0.0394418-0.000925044j 1.0272e-05+0.000842281j -0.0486703+0.00154613j 0.0167666-0.00432304j 0.134961+0.00306934j 0.0572512-0.00126725j -0.048625+0.005091j 0.0817284+0.00170465j 0.0602746+0.00401064j 0.0612954+0.00425883j -0.0949072-0.00191146j 0.0437274-0.00643981j -0.0724521+0.00427146j -0.111776+0.00204545j -0.131561-0.00134457j 0.0157152-0.000936861j 0.182577+5.01896e-05j 0.0606904+0.00256775j -0.0674602+0.00173833j 0.0103682+0.00102058j -0.0119209-0.000339381j 0.120972+0.00359573j -0.0286994+0.00137442j 0.0593645+0.000187181j -0.145981+0.000412382j -0.0938256+0.000752316j -0.0458839-0.00462596j -0.0114598-0.00145438j 0.0990899-0.00110274j 0.0934658+0.00183501j 0.0776146+0.00237633j 0.225981-1.05536e-13j 0.0474653+0.00309364j 0.0569917-0.002701j 0.157519-0.00213035j -0.0703475-0.00214016j 0.0260008+0.000401841j -0.0697241+0.000264507j -0.0895989+0.0024442j 0.00404797+0.000757274j -0.0278897+0.00100889j 0.0126127-0.000670384j -0.00701059+0.00255945j 0.00232607-0.00142439j 0.0127127+0.00573325j 0.0219257-0.00313584j 0.0204572-0.00382147j 0.0236295-0.00223196j -0.0146729-0.00123261j -0.0313048+0.00455009j 0.00541344+0.00157379j 0.0405758+0.00142316j -0.039413-0.00394374j -0.017355+0.00150829j -0.000535188-0.00134865j -0.0212096-0.00333291j 0.00481586+0.00332599j -0.0126005+0.00193604j 0.0192645+0.00554533j -0.00477721-0.00478654j 0.00278912+0.00195478j -0.0330853-0.00312566j 0.0259157-0.000816355j 0.00148536-0.000961702j -0.00573217-0.000722685j -0.0199853+0.000302293j 0.00617733-0.00175337j 
