-0.0129318+1.12757e-17j 0.036422-0.000863822j -0.0581364+0.00101204j -0.00682628+0.000654242j 0.0100214+0.00103697j 0.0235269-0.00124017j 0.0293648+0.00178721j -0.00609482+0.000475588j -0.0214536+0.00190219j 0.0154337-0.00159945j 0.00556413-0.000856727j -0.00601018+3.11892e-05j 0.0102176+0.000102312j -0.00758805+0.00231887j 0.0086287+0.000656177j 0.0492117-0.00520867j -0.0350963+0.00174777j -0.0522629+0.00468087j 0.0142728+0.00052181j 0.0490845-0.00149726j 0.0492378+0.00180534j -0.0288584+0.00434728j -0.0017896+0.0047561j 0.0141195+0.00361682j -0.101785+0.00554489j 0.147653-0.000805792j -0.0649171-0.00615079j 0.0123909+0.00177303j 0.0143947+0.00066089j 0.0218786-0.00145848j -0.0322622-0.000145231j 0.0182832-0.000212429j 0.0518995-0.00182421j -0.0256515+0.00309729j -0.00393685-0.00123081j -0.0351931+0.000956437j 0.00586722+0.00405636j -0.00247647-0.000381867j 0.0179945-0.000412137j 0.0441264-0.00111998j 0.0258767+0.00148533j 0.0137068+0.000640049j 0.00434244+0.0019754j -0.00727267+0.00288356j -0.000208203-0.00130683j -0.0136133-0.000525735j 0.0154675+0.00170846j -0.00953105-6.11246e-05j -0.0230708-0.00190059j 0.0386591-0.00144648j 0.0256444+0.00179885j 0.0088932-0.00130921j 0.0119182-0.000582646j -0.0506451-0.000410234j 0.0148127+0.00202446j 0.00227417-0.000524626j 0.02369-0.00193675j -0.00490435+0.00257104j -0.0649902+0.00518226j -0.0130729-0.00312469j -0.0497106+0.00351941j 0.0815249-0.00768988j -0.0458073+0.019439j 0.00496046+0.0130673j -0.153711-0.00051416j 0.0041577-0.00112169j -0.0802134-0.00716437j -0.0672369-0.0026996j 0.0067648-0.000375023j -0.0131616-0.000754944j -0.00850046-0.000286103j -0.00925593+0.000358382j -0.0227358+0.000545932j 0.0113455-0.000114356j 0.0120503+0.000301549j -0.00512123-0.000381901j 0.0022742-0.00296857j 0.0327376-0.00810246j 0.0138732-0.00172989j -0.00812924-0.00327793j -0.00664523+0.00214954j -0.000578206+0.00184028j -0.0177601+0.00752367j -0.00471531-0.000788221j -0.00792533+0.000170282j -0.0529143+0.000768124j -0.00625608+0.00823865j -0.0149651+0.00670993j -0.0132189+0.0119455j 0.024909+0.000511575j -0.0394833-0.00776751j -0.042754-0.00404557j 
-0.0256515-0.00309729j 0.0463656-7.70304e-05j 0.0190551+0.00144152j -0.0540401+0.00286669j 0.0438979+0.000788611j 0.0640753+0.000286595j -0.0550287+0.00231942j -0.04376+0.00119636j -0.094058+0.00441364j 0.00925639-0.00143114j 0.0445754-0.00159144j -0.0230382-0.00160723j -0.087115-0.00287275j -0.0398003-0.00124682j -0.00213782+0.00183693j 0.0270028+0.00279834j 0.00914832-0.00251311j -0.0229813-3.005e-05j 0.0355899-0.00335364j -0.0179864-0.00177084j 0.0340052+0.000224417j -0.0543595+0.00262475j -0.0649742-0.00244002j 0.0502324+0.00105615j -0.101171-0.000956305j 0.0461489+0.00265727j 0.0960508+3.24562e-05j -0.036573-0.000885788j 0.039703-0.002913j -0.0122904-0.00137126j 0.028487+0.00212528j -0.0804802+0.00199473j 0.0162267-0.000199841j -0.118363+2.96724e-15j 0.05731-0.00496925j -0.0605596+3.37608e-05j 0.0445525+0.00388176j -0.0615329+0.00190506j 0.0239526-0.00100512j 0.0434117-0.000540199j 0.0254655+0.00169767j -0.0396765+0.00191278j -0.117156+0.00170755j -0.110317-0.000135221j 0.0534396+0.000792992j 0.0858409+0.000447168j -0.0475957+0.00307147j 0.021366+0.000743087j 0.0400689-0.00159014j 0.113225-0.00091364j 0.111274-0.00241602j 0.0642432-0.00511369j 0.0547497+0.00127427j 0.0863752+0.00209041j -0.0502386-0.0012847j -0.0269091+0.000519162j 0.0602746-0.00401064j 0.0340217-0.00137702j 0.119203+0.00152672j -0.0192445-0.00201229j -0.0256052+0.00334592j -0.108278+0.0020645j 0.417896+7.82651e-05j 0.293383+0.00687481j -0.0616979-0.00232697j -0.0988362-0.00336285j -0.173348-0.0010255j -0.053301+6.39474e-05j 0.0401119+0.00178726j 0.0407224+0.00316801j 0.0445563-0.000773339j -0.00708944-0.00209742j 0.0404522-0.00020036j 0.00552415+0.000201037j -0.0107702+0.00226655j -0.00676652+0.000445969j -0.0170034+0.00108062j -0.0400123-0.00246162j -0.00461039+9.50767e-05j -0.0243722-0.000974627j 0.018222-0.00286286j 0.00304277+0.00130669j 0.0265344+0.00509217j 0.027526+0.00336614j 0.0380671+0.00315876j -0.0102264+0.00876726j 0.0914066-0.0038059j -0.00623716+0.00417197j -0.0839282-0.00711341j -0.0245896+0.00920812j 0.0197862+0.00422365j -0.0162187+0.0105624j 
-0.00393685+0.00123081j -0.0341481-0.00235061j 0.0221633-0.00338866j 0.0653388-0.000267547j 0.0138431-0.00355028j -0.0734702+0.0025507j 0.00593947-0.00158901j 0.0431089+0.000868418j 0.0858009+0.0035679j 0.003835-0.00432362j -0.0764473+0.00306127j 0.074878-0.00163901j -0.0123076+0.00115974j 0.0843421+0.000386955j 0.0730194+0.00374131j 0.0124904-0.00821957j 0.110772-0.0014197j 0.0383527+0.00155629j 0.067914-0.00241549j 0.0190183-0.00398945j -0.0641631-0.00415294j 0.00327457+0.00170689j 0.0472653-0.00163001j -0.0333829+0.00345319j 0.0209128-0.000713346j -0.0272553-0.0040378j 0.003131+0.00515173j -0.0217571-0.000170131j 0.0357594+0.000791388j 0.0308744+0.00377296j 0.00720902-0.00106573j 0.0428487+0.00166026j 0.0503755+0.000546083j 0.05731+0.00496925j 0.0226574-1.36682e-14j -0.0494482+0.00342397j 0.0126565+3.64865e-05j -0.0385671+0.00164291j 0.0608637+0.000935946j 0.0401128-0.00130343j 0.0423549-0.000205905j -0.0607469-0.00166148j 0.039608-0.00395844j -0.0341532-5.34383e-05j -0.027514-0.00175277j -0.01176-5.2344e-05j -0.0842157+0.000427782j 0.131263-0.00252912j -0.0891001-0.00295015j -0.014234+0.000716328j 0.121507+0.00209925j 0.000569539+0.00139015j -0.0892787+0.00197035j 0.12802+0.000891842j -0.199662-9.00113e-05j -0.0109087+0.00100605j 0.0612954-0.00425883j -0.0422061+0.00196938j -0.0111812-0.00138802j 0.0534795-0.00597951j -0.0103831-0.00292125j 0.140163+0.00359233j -0.0523653-0.00358747j -0.010713-0.00331316j -0.194148+0.00318093j -0.0557092+0.000922678j -0.0414138-0.00255356j -0.0317679-0.000484915j 0.0237964-0.000340023j 0.00928038+0.00166553j 0.00206379+0.00015992j -0.00759866-0.00231018j -0.043967+0.00331626j 0.0295334-0.00321665j 0.00570868+0.00205557j -0.0176171+0.00172471j 0.00246623-0.00020645j 0.00684983-0.000318197j -0.000233658+0.00175491j -0.025027-0.000525824j 0.00787009-0.00289173j 0.0102+0.00248416j 0.00365419-0.000123361j 0.0223872-0.00291882j 0.00865502-0.00287064j -0.0505461+0.00425445j 0.024225+0.00454809j -0.0202785-0.00249558j -0.00170052+0.00304986j 0.0289609-0.000645105j 0.0131914-0.00561157j 0.00216856+0.00375921j 
-0.0351931-0.000956437j 0.00212112-0.00288615j 0.0104568+0.00427741j 0.00868613+0.000812809j 0.034354-0.00405406j -0.0841675-0.00457901j -0.0778113+0.000549572j 0.0227805+0.00201901j 0.00353442+0.00166221j 0.00238665+0.00506831j -0.028184-0.00209395j -0.0411316+0.000988295j -0.0453896-0.00222603j -0.0135315+0.00076516j -0.0308242+0.00051933j -0.0152517-0.00121927j -0.0401379+0.00140968j -0.0110856-0.00381779j -0.0575986+0.00389784j -0.0262716-0.00544929j -0.0440223-0.000390474j 0.0191225+0.00391042j -0.0456906-0.0014442j -0.0473737-0.0013913j 0.0584696-0.00573588j -0.0743887-0.00223784j 0.0768275+0.00660934j -0.00459109-0.00288191j 0.0318689+0.00465114j 0.0188089+0.00542372j 0.0161688+0.00373271j -0.0181813-0.00618216j -0.0091353+0.00679844j -0.0605596-3.37608e-05j -0.0494482-0.00342397j 0.0567941-2.38232e-15j -0.11411+0.0041807j 0.0587321+0.00288626j -0.0116741-0.00553518j 0.0569035-0.00156717j 0.0477165-0.00111695j -0.0657695-1.03611e-06j -0.04757+0.000381916j -0.0299421-0.00283387j -0.0471514-0.000561409j 0.0446362+0.00014635j -0.117687+0.00421393j -0.0563515+0.000794476j 0.00729651-0.000875279j 0.0514803+0.00174101j 0.0944126+0.00239629j -0.0851438-0.000800805j 0.253992-0.000647146j -0.134916+0.00251499j 0.0825719-0.00130581j 0.168994-0.0012921j -0.0949072+0.00191146j 0.0169161+0.00249861j -0.0976998+0.00208702j 0.0231293-0.00176319j -0.103843-0.000582022j 0.128098-0.00385263j 0.00327421+0.00162073j 0.151589+3.05075e-05j -0.172336-0.00318542j -0.0762612+0.000815943j -0.150454-0.00262737j -0.0740341-0.00162801j -0.0138863-0.0019063j -0.0118032+0.00120656j 0.000506465+0.0034273j -0.0111597+0.00285854j 0.00100011+0.00150011j -0.0124676+0.00351647j 0.0103385+0.00286953j 0.00941708-0.00025187j -0.00470434-0.00240198j 0.0722189+0.00485516j 0.0146926-0.00187214j 0.029323-0.00182943j 0.0296003-0.001767j 0.0167935-0.00318487j -0.0393139+0.000697257j 0.00334941+0.000688588j -0.0250665-6.77964e-05j -0.043634+6.53924e-05j 0.0075819+0.00375222j -0.00566362+0.00104777j -0.0238555+0.00735593j 0.0285309+0.000351195j 0.0136293-0.00376535j 0.00967957+0.00297365j 
0.00586722-0.00405636j 0.0516564+0.00286614j -0.00592303-0.000363656j -0.0363566-0.00207283j 0.0221397+0.00407656j -0.0263545+0.00256859j 0.0177708+0.000574961j 0.10362+0.00244141j -0.0654802+0.000688849j -0.0387743-0.00318703j 0.0103687+0.000528884j -0.0228021-0.0021802j -0.0849287+0.00330444j 0.0102567-0.00138982j -0.0668529-0.000989173j 0.0744678+0.00373559j -0.0930154-0.001638j 0.060735-0.00060009j -0.0509073-0.00347334j -0.0164155-0.000420145j -0.0825075+0.000429352j 0.0208123+4.16623e-05j -0.0266256+0.00116137j 0.0556452-0.00257332j 0.0372188+0.000160133j -0.0530911+0.00176558j 0.0899574-6.70369e-05j 0.0138028-0.00349213j 0.0523348+0.00452055j -0.0120552+0.00134763j 0.014377-0.00413164j -0.0491575-0.00319575j 0.0346002+0.00509594j 0.0445525-0.00388176j 0.0126565-3.64865e-05j -0.11411-0.0041807j 0.10983+8.05779e-15j -0.0359513+0.0014487j 0.0309517+0.00150285j -0.0123961-0.00400448j 0.0107829-0.00204479j 0.0234583-0.000189768j 0.046685+0.00320313j 0.0222318+0.000577258j 0.0215068-0.00160861j -0.065736-0.000979747j 0.0763052+0.00398118j 0.069468-0.00102371j -0.0686715-0.00309729j -0.0535507+0.000809797j 0.22616+0.00105145j 0.0852711+0.00178166j 0.0587437+0.000868837j 0.109948-0.00121317j 0.153164+0.00378554j 0.121415-0.00135119j 0.0437274+0.00643981j 0.0481546-0.00106105j -0.0604035-0.00428132j 0.012939-0.00354287j -0.029411-0.00414192j 0.0671334-0.0073042j -0.0439815-0.00206325j -0.0742054+0.003631j -0.0750907+0.000702659j -0.0652989-0.00220538j -0.150975+0.00348034j -0.0332502+0.00113393j -0.0608073+0.00424493j -0.00954137-0.00058242j 0.0563126-0.000556651j 0.012118-0.00329973j 0.0521409-4.08907e-05j -0.0388042+0.000970633j -0.0245372+0.00152601j 0.0099644-0.000711312j 0.0461547-0.00325522j 0.06264+0.00104854j -0.00042509+0.00118521j -0.0196266-0.00143285j -0.0526552-0.002668j 0.0250298+0.00114915j -0.0137339-0.00207172j -0.00692457-0.00206129j -0.0100476+0.00212278j -0.0130239-0.00322393j -0.0452527-0.00108104j -0.0196071+0.00570647j 0.00669435+0.00166873j 0.0337333+0.00439186j 0.00787914-0.00246319j 0.00242591-5.06976e-05j 
-0.00247647+0.000381867j 0.00431191+0.000409765j 0.00608972-0.00123147j 0.0130875+0.00262746j -0.0141952+0.00280012j -0.0271755+0.00138653j -0.0193315-0.000408861j -0.049266+2.63089e-05j -0.052021-0.0053485j -0.0277465+0.00433317j -0.0130278+0.00518657j -0.0267847+0.00351508j 0.0457169+0.00792259j -0.0290751+0.00281818j -0.0699227-0.00409378j -0.0203519-0.00171448j -0.0177713+0.00370955j 0.0146067+0.00545154j -0.00230126+0.00372854j 0.0433968+0.00322786j -0.00410578+0.00147787j -0.00970149-0.00417869j -0.0152529-0.00383577j -0.0233757+0.000935212j 0.0115018-0.0001687j -0.00137961+0.000160314j 0.0139347+0.00159874j 0.0182496+0.00236857j 0.0137991-0.00294483j -0.0119823-0.00378546j -0.0224446-0.00228778j -0.0401624-0.00715175j -0.0272102+0.00242228j -0.0615329-0.00190506j -0.0385671-0.00164291j 0.0587321-0.00288626j -0.0359513-0.0014487j 0.0602949-1.6198e-14j -0.0331196+0.00104181j 0.0285586+0.000303376j 0.013663+0.00154767j 0.0126202-0.00111101j -0.0586333-0.000291045j -0.00573357+0.000230509j -0.0223419-0.00149118j -0.0748864+0.000245897j -0.130771+0.00201912j -0.00237848-0.00276872j -0.0158947-0.0022213j -0.0395444-0.00530748j -0.064983+0.00126476j -0.0205077+0.00171527j 0.162127+0.000567651j -0.242254-0.00163955j 0.131157+0.000181523j -0.00730675+0.000311286j -0.0724521-0.00427146j -0.0630049-0.00339162j 0.0361574-0.000311469j -0.0521728-0.0011224j -0.00667665+0.00062669j -0.0637816+0.00128225j 0.108307+0.00211937j 0.0978705+0.00218755j 0.0317266+0.00139837j 0.0178271-0.00134253j -0.0551413-0.000181647j -0.0489013-0.000107879j -0.0153378+0.0001013j -0.0351891+0.000715284j -0.0200097+0.00251925j -0.00454518+0.00128855j 0.0105073+0.0012212j -0.0110446+0.0020935j 0.0291202+0.00120399j 0.0066852-0.000309819j -0.00979183-0.00129652j -0.0240242+0.000466899j 0.00481027-0.00205721j 0.017463-0.000688245j 0.033414-0.000433596j -0.00806313-0.00317424j 0.0174014+0.0022569j -0.0207319+0.000951937j -0.000382356+0.00325087j 0.00949554+0.000601816j 0.0301626-0.000509601j 0.0152787+0.0029697j -0.0348005+0.000221882j -0.0231765+0.00268765j 0.00685478+0.00282131j -0.00464807+0.00340377j 
0.0179945+0.000412137j -0.00949597+0.00152146j 0.0147204-0.0027601j 0.0103238-0.00221304j -0.0231853-0.000336853j 0.0160836+0.000444543j 0.0356558+0.001768j 0.0114731-0.00131197j 0.0423103+0.00610889j -0.0306742-0.00398497j -0.0506599+0.00100086j 0.0357028-0.000119856j -0.0172591-0.00334395j 0.0235071-0.000507148j 0.0331077+0.00526927j 0.00269869+0.00100969j 0.0726462-0.000600884j -0.0342353-0.00195613j -0.066082-0.00283015j -0.0723995-0.00349872j 0.0827706-0.001479j -0.0117928+0.00106443j -0.000728351+0.00109317j 0.00708121+0.00154641j 0.017255-0.00241938j -0.0396267+0.000544794j 0.0409526-0.000187258j 0.00189498+0.00144926j -0.0133963+0.00110275j -0.0498451+0.00172425j 0.017889-0.000635874j 0.0315855+0.00476802j 0.0254595-0.000551153j 0.0239526+0.00100512j 0.0608637-0.000935946j -0.0116741+0.00553518j 0.0309517-0.00150285j -0.0331196-0.00104181j 0.0349802+1.42638e-14j -0.00389347+0.000701072j 0.0301491+0.000669718j -0.00472088+0.00163588j -0.0571673+0.00111323j -0.0675045-0.000677413j 0.0358414+0.00298059j -0.00194226+0.00296416j 0.0946792-0.00187978j 0.067475-0.00108918j 0.0770933+0.000452146j -0.508795-0.00175351j 0.0195277-0.00108195j 0.128936-0.000313056j 0.31379+0.000592906j -0.349342-0.00158057j 0.199251+0.000498594j 0.159231-0.00497505j -0.111776-0.00204545j -0.140622+0.00224282j 0.0216044-0.00282043j -0.187065+0.00119132j 0.0241341-0.000253318j 0.0528471+0.00118966j -0.0825633-0.00101308j 0.0176841-0.000182799j 0.0256697-6.80326e-05j 0.0330404+0.00112327j 0.0257275+0.00127125j -0.00577977-3.29259e-05j -0.00663565+0.000223474j -0.0418067-0.000973409j 0.00210472+0.00149009j 0.00153494-2.62878e-05j 0.0390455-0.00270633j -0.00465015-0.000857915j 0.0384709-0.00155234j 0.00998484-0.000359966j 0.0254993-0.000809907j -0.0133486+9.78822e-05j 0.00422814-0.000553384j -0.0192801+0.00378874j -0.000274744-0.00267168j 0.025645-0.00384272j 0.00470081-5.77153e-05j -0.0532817+0.000430067j -0.0261638+0.00130089j -0.00895073-0.00313925j -0.0120267-0.000970187j 0.00695779+0.000248529j -0.0113567+0.000951896j -0.00202216-0.000519245j 0.0017889+0.000639187j -0.00217468+0.000280184j 
0.0441264+0.00111998j -0.0162547+0.003576j -0.00270284+0.000159791j 0.0141061+0.000641843j -0.0428468-0.00483604j -0.0227552-0.00173244j 0.0725723+0.000291438j -0.0106757-0.00336069j 0.110025-0.00131229j 0.0073789-0.00301118j 0.0041203+0.0028593j -0.0417305-0.000817241j -0.00209974+0.00115897j 0.0755959+0.00151577j 0.0222205-0.00226071j -0.00897039-0.00229982j 0.00832845-0.00196843j 0.0409901+0.000740446j -0.015325+0.000593275j -0.0425603+0.000665766j -0.0479581-0.00175909j 0.0394261-0.00313094j -0.00217518+0.000355046j 0.0428524+0.00138478j -0.023055+0.00143159j -0.047673+0.000358333j -0.0175032+0.0011371j -0.00805854-8.52529e-05j -0.0218897+0.00359888j -0.034691-0.00214092j 0.0150702+0.000731178j -0.0195939+0.00202635j -0.0281171-0.00233433j 0.0434117+0.000540199j 0.0401128+0.00130343j 0.0569035+0.00156717j -0.0123961+0.00400448j 0.0285586-0.000303376j -0.00389347-0.000701072j 0.040011+3.39919e-15j 0.0448447-0.000493083j -0.00358305-0.000139864j -0.0710465-0.000689359j -0.0400444-0.00152774j -0.0406387+0.000462452j 0.0931659+0.00121705j 0.122567-0.00100786j -0.0357241-0.000182487j 0.442082+0.000599701j 0.229583+0.000214247j 0.461238-0.00207457j 0.000878714+0.00150377j -0.0419185+0.00035192j 0.0735178-0.00111401j -0.00869941-0.00533902j 0.0563375+0.00102522j -0.131561+0.00134457j 0.0733164-0.00245045j 0.0837882+0.001267j 0.0552266-0.00370539j -0.108165+0.000433876j 0.0283097-0.00151051j -0.0798226-0.00152481j 0.00914809+0.00314165j -0.0206894-0.00241614j -0.0425211+0.00127449j 0.0177715+0.00271797j 0.036915-0.000150777j -0.0154139-8.90636e-05j 0.0352806-0.00105567j 0.00480582-6.05698e-05j -0.00221316-0.000572517j -0.00872855-0.00171864j -0.0173952+0.00177301j -0.0275017+0.00058644j -0.000764082-0.000649208j -0.0115345+0.00106277j 0.0085871+0.00376263j 0.00830686-0.00045362j 0.00243581+0.00243363j 0.0281963-0.00248617j 0.0467963-0.00458999j 0.00242397-0.00150997j 0.0390232-0.000533865j -0.0247476-0.00137269j -0.00517161-0.000324333j 0.00631253-0.00465088j 0.0386807-0.00235093j 0.00228012+0.00084176j -0.019863-0.00352756j 0.00230921+0.00353021j 0.000140184+7.6218e-06j 
0.0258767-0.00148533j 0.00496017+0.00340947j -0.00523073+0.00177277j 0.0178249-0.000936499j -0.0207459-0.00466298j -0.0250156-0.00357973j 0.0666571+0.00113078j -0.0636127-0.00340135j 0.0392723+0.000593695j -0.0568504-0.00115052j -0.00884663+0.00050869j 0.0154181+0.000210588j -0.0356159-0.0017824j 0.0744491-0.000939735j 0.0673343-0.00182379j 0.0369182+0.0013642j -0.0149151-0.00156584j 0.0464317-0.00260362j -0.0359644+0.000180978j -0.0853266-0.00512717j -0.054696-0.000293872j -0.00932431-0.00155536j 0.000678593-3.66248e-05j 0.0138464+0.000482157j 0.0132288-0.00212534j -0.055266+0.00179045j 0.00905275+0.00165923j 0.00815044-0.000544262j 0.0314601+0.00318009j -0.0349761+0.00020646j 0.0341403-0.000586887j -0.022332+0.0014885j -0.015478+0.0010403j 0.0254655-0.00169767j 0.0423549+0.000205905j 0.0477165+0.00111695j 0.0107829+0.00204479j 0.013663-0.00154767j 0.0301491-0.000669718j 0.0448447+0.000493083j -0.0104604+3.91988e-15j -0.0255128+0.00205056j -0.00669858+0.00148102j 0.01904-0.00181532j -0.0592234+0.00216817j 0.0148668+0.00431999j 0.045221-0.00110003j -0.171946-0.00118036j -0.550198-0.000732191j -0.0452369-0.000974207j -0.242025-8.78036e-05j -0.0860945+0.00177927j -0.226912+0.00079948j 0.0465149-0.000966943j -0.0380352-0.00255883j 0.0261445-0.00175466j 0.0157152+0.000936861j 0.0855855+0.000847402j -0.0829111-0.00279162j -0.0927538-0.00150389j -0.0153651-0.00146489j 0.111126-0.00282643j 0.0807491+0.000350053j -0.0656794+0.00424522j 0.0032736-0.00189272j -0.0762435-0.0025962j -0.0522855+0.00402762j -0.00838791+0.00131821j 0.00828454+0.00286649j 0.00798732+0.00140108j 0.0339297-0.00179633j 0.00131262+0.000313624j 0.032597-0.00209114j -0.0100524+0.00234397j 0.00156593-0.000995299j 0.00911975-0.000985871j 0.0105687+0.001976j -0.016307+0.00296234j -0.0214968+0.00186551j 0.0110945-0.00367256j -0.00187351+0.000591395j -0.0143171+0.00158431j 0.0358194-0.00402218j 0.0089848-0.000917153j -0.0270983+0.00451433j -0.0180221+0.00308268j 0.0120642-0.00484356j 0.0335007+0.00278119j -0.0135205-0.000993599j -0.0173908+0.00145112j 0.0117795+0.00400293j -0.00327884+0.00302326j 
0.0137068-0.000640049j 0.0137471+0.00165263j 0.00176919-6.81331e-05j -0.0141886-0.00047848j -0.0350693+0.00162979j 0.0241418-0.00177331j 0.0380762-6.02232e-05j -0.03151-0.00174715j -0.00200789-0.0028823j 0.0196851+0.00306289j 0.0128152-0.00122362j 0.022335+0.00199839j 0.016482+5.55366e-05j -0.05172+0.000479557j 0.0343624+0.000502809j 0.0367474-0.000189366j -0.0721735-0.00261981j -0.0214515-0.00150018j -0.00315099-0.000243093j -0.000332006-2.28574e-05j -0.0163231+0.00115166j 0.029053-0.00116468j -0.0157799+7.56106e-06j 0.00336763-0.00192069j -0.0571304+0.00132019j 0.00400585+0.000771582j -0.00542881-0.00208205j 0.0156893-0.00130203j 0.00967634+0.000950788j -0.0392241-0.00254764j -0.00298668+0.000601812j 0.0411807+0.00257606j -0.0570746-0.0044157j -0.0396765-0.00191278j -0.0607469+0.00166148j -0.0657695+1.03611e-06j 0.0234583+0.000189768j 0.0126202+0.00111101j -0.00472088-0.00163588j -0.00358305+0.000139864j -0.0255128-0.00205056j -0.0429968+3.87025e-14j 0.142017-5.23478e-05j -0.0617396-0.00267663j -0.164364-0.000668573j -0.0872124-0.00116608j -0.27247-5.94533e-05j 0.715436-0.000983334j -0.0156452+0.00157656j -0.0571541+0.000798777j 0.0714241-0.00416849j -0.178068+0.000604079j 0.00118302+0.00171769j -0.0266631+0.00235849j 0.0124477+0.000560708j -0.0490729+0.00386893j 0.182577-5.01896e-05j 0.103783+0.000646851j 0.0312891+0.00223458j -0.0280604+0.00215681j 0.0344901-0.00195962j -0.0723734-0.00153556j 0.0034723+0.000794246j 0.051369+0.00106777j 0.0939132-0.00271837j -0.00247113-0.00265589j -0.00642101+0.00391409j 0.0285256+6.80543e-05j 0.000902649+0.00275658j 0.0120985-0.00129754j 0.0106279+0.000309148j 0.0137989-0.00297267j 0.032754-0.00300909j 0.00741166-0.00285645j -0.0148993-0.00280136j -0.0086475-8.31456e-05j -0.0304163+0.000286217j -0.0136875-0.00342368j -0.0275455+0.00335873j -0.0126596+0.0040491j -0.00517136-0.000460259j -0.00733142+0.00022358j -0.0133267-0.000948167j 0.0138447-0.000864976j 0.0170386+0.00029306j 0.0374774-0.00150885j -0.00173623-0.00328067j -0.00370239-0.000176599j 0.00488494-0.00419794j -0.0114966+0.000628022j -0.00450949+0.00254748j -0.00599457-0.000902418j 
0.00434244-0.0019754j 0.0285602+0.00090066j -0.0267273-0.000650275j -0.00247935-0.00328888j -0.050633+0.00165474j 0.0152266-0.0005618j 0.0318502+0.000192957j -0.0630383-0.000125786j 0.0214535-0.00205151j 0.0518564+0.00281245j 0.00104555-0.00253246j -0.0247673+0.00334353j 0.031848-0.00224623j -0.0349987-0.000195704j 0.0249015-0.00167944j 0.0703846-0.000159284j -0.0297486+0.000767278j -0.0526024-0.00211673j -0.0553666+0.00155631j 0.0252633-0.00316292j 0.0184655-0.000355586j -0.0328453+0.000247272j 0.0112908-0.00284644j -0.0484448-0.000158142j -0.000124247-0.00318651j 0.0071645-0.000820392j 0.0685365-0.0024816j 0.00495253-2.79169e-05j 0.010878-0.000167053j -0.0280707-0.00143343j 0.0527811+0.00085456j 0.0369623+0.00160636j -0.0145778-0.00225754j -0.117156-0.00170755j 0.039608+0.00395844j -0.04757-0.000381916j 0.046685-0.00320313j -0.0586333+0.000291045j -0.0571673-0.00111323j -0.0710465+0.000689359j -0.00669858-0.00148102j 0.142017+5.23478e-05j 0.324598-4.27791e-14j 0.0532278+0.000405842j -0.071934+0.0015388j 0.120351+0.00152782j 0.334495-0.00352522j -0.120845-0.000529614j 0.287282-0.0030805j -0.0583519+0.00114047j -0.110846-0.000941331j -0.0785179+0.00362151j -0.173194+0.00721503j -0.0722072+0.0044427j 0.118165+0.00337451j 0.0254853+0.00441564j 0.0606904-0.00256775j 0.121163+0.00197066j 0.0599082+0.00131998j -0.112748+0.00297669j 0.0200737-0.00688841j -0.131006-0.000508866j 0.109208+0.00139156j 0.0351275+0.00132789j 0.0587944-0.000873761j -0.0225661-0.005337j -0.0873119+0.00459281j -0.035912+0.00161383j 0.0091864+0.00511132j 0.0255046+0.0012534j -0.00366851+0.000707226j 0.0252396-0.000594583j 0.0606282-0.00235522j -0.00556596+0.000853369j -0.00292631-0.00421305j -0.0056993-0.000852218j -0.0595895+0.00262302j -0.0799537-0.0053828j -0.0196626-0.000918264j -0.0338558+0.00117735j -0.0640349+0.00211365j -0.0297146-0.00164674j -0.015831+0.00180938j -0.0248989+0.001288j 0.0396511+0.00472907j 0.0545801+0.00120192j 0.015464-0.00397385j -0.0349496+0.00334635j -0.0154213-0.00863958j -0.00200868+0.00643245j 0.0106678+0.00209419j -0.0158502+0.00309507j 
