0.0299371-0.0125597j 0.00385794-0.0264396j -0.0381018+0.0769024j -0.029177+0.00823474j 0.0164421+0.0121857j -0.0109754-0.00803665j 0.00508291+0.0252931j 0.079553+0.00403094j 0.013778-0.0031237j 0.0081102-0.0271616j -0.00947012-0.0190209j 0.0239054-0.0104801j 0.00991989+0.0157682j 0.0107042-0.0202596j 0.0332777-0.0342079j 0.0210794+0.00576806j 0.0224705-0.000533736j 0.00105354+0.013177j -0.00290737-0.0105667j 0.0205218-0.0234027j -0.0174373+0.0082608j 0.00632101-0.00558715j 0.00384398+0.0318551j 0.0121815+0.025842j 0.0298835+0.00215512j 0.0136704+0.00916336j -0.00184896-0.0198607j -0.039339-0.00289855j 0.000988309+0.00527657j -0.0411416+0.0161467j -0.00880403-0.00411926j -0.00806485-0.0123166j -0.0284374+0.00485806j 0.0160693-0.00148905j 0.00883963+0.017945j -0.00962028+0.0242279j 0.00721466+0.00481735j 0.0095834-0.0011472j 0.0139825-0.000177253j 2.11052e-05+0.00788294j -0.00511757-0.00954257j 0.0163997+0.0163163j -0.000940471-0.00892698j 0.00426575-0.0056342j 0.0013133+0.0130989j 0.00842077-0.00681709j 0.0136265-0.0038618j -0.0155021-0.015047j -0.00513091+0.00615811j -0.00828437+0.00411286j -0.0173622+0.00309366j 0.00910425-0.00554151j -0.000763949-0.00518357j 0.0176819-0.00908236j 0.00369885+0.00337249j 0.0167735+0.021927j 0.0306658-0.012253j 0.0253263-0.0180322j 0.014385+0.00578461j 0.014106-0.0182038j 0.0125837-0.00589991j -0.0115904-0.0364649j -0.0152149+0.0103635j -0.00722478+0.0159672j 0.00867709-0.0043513j 0.0348161+0.00363151j -0.00622808+0.00270619j 0.0316307-0.00851287j 0.00273301+0.0326766j -0.0215927+0.00673569j 0.018807-0.0383489j 0.0336629+0.0110019j -0.0221124+0.0186806j -0.034531-0.0390703j -0.00846322+0.00953365j 0.0377145+0.0133083j -0.00851827+0.00291107j 0.000640858-0.029698j 0.0287236-0.00121798j -0.0134649-0.0181368j 0.00189546+0.039239j 0.00602575+0.00836987j 0.0406658+0.0173463j -0.0379875+0.0539557j -0.0102303-0.0613627j 0.0479706+0.00844351j -0.0295764-0.0334707j -0.0283566-0.0323122j 0.0417402+0.0178649j 0.0497156-0.0185331j -0.0337742+0.00655307j -0.000385517+0.00758479j 0.00410933-0.00416163j 0.00366509-0.0829103j 0.16896+0.0171022j 0.00833508+0.027046j 0.0440472-0.0186211j 
0.00758487+0.00409789j 0.00448184-0.0106341j -0.0540018+0.0035689j -0.00823899-0.00224929j -0.0239403+0.00803902j -0.0111421+0.00339097j -0.0396615+0.0265625j 0.00435041-0.00114273j -0.0190438+0.018424j -0.016993-0.00982989j -0.00660597+0.0155106j 0.0265363+0.000220969j 0.000859618+0.0395628j 0.00571796-0.00496381j -0.000581369-0.0171019j -0.0170049+0.0229847j -0.021724+0.00266572j -0.0278818+0.0039401j -0.0234021+0.0310184j -0.0113004+0.0217051j -0.0229713-0.0201859j -0.00515697-0.0448715j 0.0161218+0.0346685j 0.0395029+0.0011263j 0.0291829+0.00804794j 0.0235992+0.0340651j -0.0285325-0.000824363j -0.0290262+0.0171953j 0.0164581+0.0118031j -0.0181971+0.00309735j 0.00767787+0.00722524j 0.00082925+0.00245534j -0.00451743+0.0182615j 0.0316543+0.00116459j 0.00551216+0.00607838j -0.00833302+0.0220358j 0.0150904+0.000872085j 0.0284349-0.0164904j -0.0113117+0.0242185j -0.0072331+0.0248781j -0.0230335+0.00135894j 0.00266179+0.00328035j -0.0126342-0.0228383j -0.0275802+0.00364566j 0.00855334-0.00451176j -0.00724687-0.00410871j -0.000693297+0.00102225j -0.0243535-0.0235363j 0.00822103+0.0234139j -0.0211852+0.00842892j -0.0104027-0.00845173j 0.0059686+0.00536476j 0.00242835-0.0135237j -0.0211957-0.0147004j 0.00857426+0.0125391j 0.0116194+0.00625035j 0.0138254-0.00842584j 0.0139822-0.0071839j -0.00407631+0.0246703j -0.0146627-0.00164679j -0.00698993+0.00141637j -0.014508-0.0185165j -0.028322+0.00584734j -0.0149131+0.00535652j 0.0246553-0.00382137j 0.0030153+0.0221235j 0.00958198-0.00874736j 0.00109108-0.00373053j 0.00849311+0.0196624j -0.00912384-0.000297344j -0.00411638+0.031612j 0.0280133-0.0137844j -0.0141969+0.00715877j 0.0150635-0.0126723j 0.00110259-0.0339168j -0.0139996-0.0256917j -0.00141748-0.0126614j 0.000465073-0.00469653j 0.020521+0.0204197j -0.00644443+0.026122j -0.0155242+0.0087583j 0.00674716-0.0176555j 0.0384985+0.0366526j 0.00976916-0.0139266j -0.0282143+0.00287641j -0.0117281-0.0188317j -0.00938294+0.0246316j -0.0121571+0.0197371j -0.0310041-0.0259037j 0.0214784+0.00863105j 0.00615157-0.0304302j -0.0124134-0.00524063j -0.00345566+0.00799612j 4.00673e-05+0.0367987j 0.0118609+0.00947827j 0.000647182-0.0142398j -0.00532356-0.00456039j 
-0.00605624-0.00601567j -0.00010085+0.00904646j -0.000483501+0.0301709j -0.00258106-0.0161495j 0.00654866+0.0209057j -0.0124634-0.0275764j -0.0398182+0.0433348j -0.0213149+0.0079331j 0.0228779+0.0212122j 0.0491816+0.0390473j 0.0536847+0.00694025j -0.0187904-0.0173511j 0.0279807+0.0220927j -0.0510468+0.0429465j -0.0459482+0.0189501j 0.0400569-0.00371802j -0.0532936-0.000837323j -0.0130438+0.0106308j 0.0455065-0.009817j -0.00748135+0.0194769j 0.0173424-0.0389268j -0.0362706-0.0198602j -0.0351223+0.00618285j -0.0243828+0.00465675j -0.00515021+0.0106582j -0.0208475+0.0117654j -0.00368646+0.00301805j 0.0124675+0.0186375j -0.0325216-0.0172177j 0.0195174+0.00820932j -0.0190364+0.0319081j 5.78847e-05+0.0203695j -0.0130172+0.00440203j 0.0187155+0.00930142j -0.0119947-0.0380328j -0.0265825+0.0302855j -5.12418e-05+0.00915397j 0.00622143+0.0134334j -0.0449735-0.0174909j 0.0227968+0.0347502j 0.0225383+0.0369294j 0.00809963-0.0140805j -0.00257271-0.0165285j 0.000976898-0.0207496j -0.0243547-0.00836248j 0.00391744-0.0404621j -0.0104932+0.0107832j -0.0392364-0.0240801j -0.00383082+0.0340631j -0.012784-0.00692684j -0.0224997+0.0265461j -0.0338097-0.000770541j 0.00256547-0.00806267j -0.0437338+0.0265043j -0.00880914-0.0439578j -0.0513118+0.00904602j -0.00122352-0.00274485j -0.00507817-0.0190675j 0.0415163-0.0101149j 0.027091-0.000976121j 0.0112084+0.00639494j 0.0589191+0.0333036j -0.0167236-0.0180941j 0.0428698+0.0350587j -0.0124706+0.0226699j 0.0328849+0.0227447j -0.00971286+0.002495j -0.0422649+0.00893713j 0.00336046-0.00040452j 0.0219136+0.0460497j -0.0311996-0.0131132j 0.0326932+0.00241136j -0.01043+0.00927689j 0.0331087+0.0125479j -0.0259496+0.0313261j 0.0415694-0.0208462j 0.00316914-0.00781924j -0.0500301+0.0475072j 0.0544451-0.00393076j -0.00330876+0.00361639j -0.0268706-0.037696j -0.0179523-0.0115998j 0.0321013+0.00040048j 0.0169678-0.00452447j 0.0122831-0.00433639j -0.0017295+0.00756715j 0.0418012+0.0115024j -0.00933974-0.0184271j 0.00264829+0.00028966j 0.0199848-0.00726833j 0.00720173-0.0476665j 0.00513223+0.0112931j 0.00499226+0.0179583j 0.0326234-0.000586578j 0.00229011+0.0456272j -0.0110559-0.00284075j 0.0112924+0.00144428j 
0.0111538-0.0010656j -0.00671286-0.0155147j -0.0404151-0.00933825j 0.0207393-0.0318103j -0.00860398-0.00284742j -0.00617707-0.0202925j -0.0265258-0.0238155j 0.0178913+0.0486877j -0.0343489+0.0353334j -0.00430124+0.00231762j 0.0120634+0.0379016j 0.00867214-0.0078161j -0.00427071+0.00374265j 0.00189033-0.0179965j 0.00480051-0.017485j 0.0150244+0.0107187j -0.0149722-0.00616112j -0.0122563+0.0294364j -0.00584881-0.0416339j -0.0155596-0.00608937j -0.0142719+0.0206854j -0.0242924-0.00830837j 0.0247213+0.0290438j 0.00987096+0.0346188j 0.0162843-0.0316685j 0.0148445-0.0342782j 0.00264299-0.00772073j -0.000367437+0.0116379j 0.0105532-0.029091j -0.0619167+0.0470531j -0.00778624+0.0032021j 0.00269453+0.0109833j 0.035306+0.0902274j -0.0187351-0.0334079j -0.0174866-0.0199218j 0.0348904+0.0228245j -0.0183686-0.01513j 0.0143776-0.00359704j 0.00884248+0.00888836j -0.0121565-0.00815925j -0.0243934+0.0242742j -0.00106976-0.00667242j -0.0415802-0.0164861j 0.0219336-0.0460281j 0.00124113+0.010282j 0.0313144-0.0160889j 0.00333446+0.0305206j -0.00682411+0.00702945j -0.0256377+0.00904179j -0.030903+0.017373j -0.0558808-0.032687j 0.0101117-0.0275354j 0.00687813+0.0136906j -0.0237504-0.0043147j 0.00178781+0.0226115j -0.0213+0.0388056j -0.00208906-0.0637171j 0.0244891-0.0267611j -0.00675161-0.033744j -0.0175986-0.0065638j 0.00150456+0.00760336j -0.032388-0.0141734j 0.00622895-0.0383225j 0.0182225-0.00729193j -0.0166892+0.0147771j -0.0166788+0.012678j 0.0610465-0.0183056j -0.0498051+0.00567888j 0.0352769-0.0560803j 0.00737791-0.0228281j -0.0424644-0.00862621j -0.00248198+0.0118048j 0.0284447-0.00379434j 0.00705337+0.0302417j -0.0173388+0.0240715j -0.0124312+0.0163892j -0.0161261-0.0193702j -0.00901344+0.00728058j 0.00753421-0.00346913j -0.029298-0.0433731j 0.00110486-0.0316964j -0.0135202+0.0101644j 0.028432+0.0254099j -0.00312373-0.0248823j -0.0144459+0.00714679j 0.00190733+0.00101496j 0.0141417+0.00507462j -0.00447997-0.0196292j -0.00132208+0.00933003j 0.0314408-0.0428525j 0.00917696-0.00569008j -0.00366676+0.017015j -0.00605688+0.00824578j 0.0191582-0.00451393j 0.0121309+0.0215745j -0.00562016-0.00851768j 0.00565201-0.00537111j 
-0.00349047-0.00685448j -0.00435503-0.000541092j 0.0454935-0.0211349j 0.0137864+0.0123638j 0.0142923-0.00546019j 0.00832551+0.0177572j 0.028521-0.0311619j -0.0180572-0.067701j -0.0208497-0.0242098j 0.0225855-0.0275449j -0.0211039-0.0160775j 0.0114151+0.00609792j -0.0201255-0.0106575j 0.0260798+0.00307644j -0.0203911-0.0496731j -0.0176728+0.00835631j 0.0195884+0.0323289j 0.0292484-0.041427j -0.0192702-0.00562957j 0.0144645-0.0309472j -0.0217779-0.00732185j 0.0430712-0.0203939j -0.00607924-0.0152429j -0.018107-0.00176591j 0.0102451-0.00796256j -0.0039681+0.0134899j 0.023874-0.00962321j 0.00648166-0.0142513j 0.0273334+0.028705j 0.00597323-0.0145092j 0.0254485-0.00163217j -2.27977e-05+0.0204096j 0.0186477-0.011495j -0.0158675-0.0121636j 0.0188455+0.0226332j -0.0162829-0.0227448j 0.00199564-0.00577055j -0.00763363-0.00737721j 0.0299783-0.00147255j 0.0206777+0.00806661j -0.00936489-0.00500239j 0.0207025+0.0025057j -0.000433622+0.0138127j -0.00361481-0.0204704j -0.0181878+0.00137902j 0.0129438-0.00624725j -0.0065161+0.0195546j -0.00305437-0.0122745j -0.0169444-0.0206414j -0.000402541+0.0175631j -0.0187493+0.00241613j -0.0024106+0.0380282j -0.00454436+0.0477386j -0.0111985-0.0218829j 0.0150865+0.00594461j -0.0185453-0.0203401j 0.0149286-0.000621357j -0.00717235+0.0120941j -0.0282109-0.00811437j -0.031735+0.00880239j -0.0107614+0.00459923j -0.00223713-0.0101523j 0.011604+0.00833825j 0.0317303-0.0105163j 0.0276109+0.0103337j -0.0306354+0.0246305j 0.00684032-0.0279096j -0.0224932-0.0145938j -0.0126908+0.0161335j -0.0155195-0.0223221j -0.0338435-0.0144783j -0.0130992+0.00566342j -0.00295012+0.0101073j 0.00763445+0.00227015j 0.0319956+0.00804994j 0.00831721+0.00307889j 0.00358198-0.0181691j 0.0221347+0.00654832j 0.00287007+0.0031618j 0.0157694-0.00156497j -0.0143648+0.00999502j 0.0210246+0.00278561j -0.0179224+0.0133231j 0.0100234-0.00976481j 0.00296045-0.0207526j 0.0189394-0.00791132j -0.02576-0.0232048j -0.0226565-0.0065321j 0.0454281-0.00675319j -0.0168316+0.022847j -0.00713038+0.00991235j 0.00823151-0.00368937j 0.00109709-0.0154501j 0.000829571+0.00653709j 0.00828658-0.00976243j -0.0013815+0.0112677j 0.00110113+0.00302474j 
0.024189+0.00110046j -0.00422087-0.0116508j -0.0907192+0.00866131j 0.0232607-0.0225947j -0.0157301-0.000739284j 0.00511257+0.00319821j -0.0448418+0.0101511j -0.00556376+0.0210734j -0.0015335+0.0164682j 0.022381-0.0287124j 0.0146079+0.0082611j 0.0263495+0.00660327j 0.00402533+0.0210421j 0.0549589-0.0693028j -0.000167756+0.0309372j 0.0106588-0.0335327j 0.0140178-0.0249038j -0.00773174-0.0112057j -0.0166364+0.0466631j 0.0496018-0.000204179j -0.0198322+0.0372536j -0.0519886+0.0161392j 0.0135625-0.00615932j 0.0139799+0.0125788j 0.00523714+0.00107777j 0.00256823-0.039216j -0.0254649-0.011532j 0.0257687+0.0108854j 0.00868067-0.0110033j 0.00969583+0.0217993j -0.00378636-0.008058j -0.00529431-0.00725622j -0.00508945+0.0340904j 0.00136799-0.0054408j 0.0280996+0.0154856j 0.0167299+0.00750048j 0.0027153-0.0227629j -0.00567578-0.00731268j -0.00124679-0.00268974j 0.00988668+0.00231372j -0.00319148+0.00164211j -0.000945342+0.024233j -0.0170325+0.0139508j -0.00126286-0.027122j 0.00884481+0.00820907j 0.01057+0.00425565j 0.0108161+0.0136734j 0.0100635+0.0256904j 0.00269099+0.00353345j -0.00546444+0.0192205j -0.00611519-0.0170993j -0.00973642+0.00047383j 0.00493175-0.0132052j -0.0177198-0.00535676j 0.00062158-0.0165856j 0.0133644-0.00728384j -0.0453708-0.0305506j 0.00970855-0.0339382j 0.00776462-0.0214086j -0.0158153-0.0099709j -0.014797+0.00892986j -0.0231738+0.00112919j 0.0138101-0.0221938j -0.0213536+0.00512042j 0.0705566-0.0485037j -0.00113083-0.0454264j 0.0119498-0.0348552j -0.0112481-0.0308445j 0.0434195-0.00593122j -0.00371928-0.0122743j -0.0118775-0.0306249j 0.0326153+0.0238109j 0.0103023+0.0109875j -0.0290568+0.0242148j -0.00761331+0.00272129j 0.00611783-0.0302646j -0.00964979+0.0222103j -0.0112447+0.0376823j -0.00655278-0.00872996j -0.010656-0.0362089j -0.0174174-0.00215792j 0.00419179-0.0073578j 0.0160229+0.062797j -0.0324517+0.0400894j 0.0358199+0.0410043j -0.00707663-0.0218333j -0.0125133+0.0258235j 0.0104115+0.0200789j 0.00353757+0.00433073j 0.0402886+0.0175422j 0.0108463-0.0495835j -0.0108744-0.0051051j -0.00397488+0.00886925j 0.0417886+0.0070157j 0.0265143+0.0461532j -0.00959881-0.0100672j 0.0113658-0.00201062j 
-0.00349221-0.00365619j 0.00169968+0.000746221j 0.0257136+0.00170728j -0.00922308-0.00835656j 0.00920877+0.000586891j 0.00953909+0.00491829j 0.0338943-0.0124063j 0.0171087+0.0345502j 0.00901585+0.0153323j 0.0159371-0.0240275j 0.0162344-0.00174476j 0.0267064-0.0049657j -0.0142447-0.000696352j 0.018254-0.00260283j -0.0146596+0.0312732j 0.0310234-0.0422814j -0.0320661+0.0230552j -0.00862283+0.00461933j -0.0304346-0.0044453j 0.0219885-0.0226058j -0.00127159+0.00120587j -0.00119413+0.0276721j 0.00524055-0.00359853j -0.0213248+0.0406446j -0.00507224-0.0242436j 0.00217852-0.0400442j -0.0144615-0.0192315j 0.0352248-0.00146426j 0.0205095-0.00732141j 0.0052809-0.0171251j -0.00501842-0.00867825j -0.0196971-0.0252491j -0.0037706-0.058356j 0.0118223+0.0188475j 0.0220809+0.0328591j -0.00377977-0.0347891j -0.018978-0.0169835j 0.0151362-0.00795525j 0.030919+0.00501857j 0.0159972+0.0103151j -0.0152021-0.0146597j 0.0479708-0.00139257j 0.0068103+0.028963j 0.020864+0.00882485j 0.00118023+0.00544401j 0.0124366+0.0332413j 0.00595603-0.033477j 0.0246358+0.0310547j 0.014242-0.0394574j 0.0245038-0.0196127j 0.03016-0.0129679j 0.0114693-0.0250718j -0.0011596+0.00470512j 0.00792394+0.0111032j 0.000140743-0.00835823j 0.0147165-0.00563568j -0.0228227-0.00195848j 0.019906-0.0376866j 0.0325586-0.0167469j -0.00405746+0.00441836j -0.0046287-0.00780413j -0.0351658-0.00823896j 0.032596-0.00442983j -0.0191883-0.0173786j 0.0104967-0.0152397j 0.0312086-0.0411606j -0.0312817-0.0361441j -0.0210802-0.018467j -0.0108031+0.00600964j 0.0014891-0.019822j 0.0052625-0.0103066j -0.0300658+0.0947338j -0.0111668-0.0290923j 0.0101843-0.00772372j -0.0178529+0.00243527j 0.0186765+0.00583579j 0.0339288+0.0312617j 0.00891058+0.011763j 0.0197278-0.0194394j 0.00075988+0.026687j -0.00207587+0.0202449j -0.00960674+0.0408497j -0.0119685-0.00684335j 0.00464962+0.0190246j 0.011358+0.00748083j -0.011812-0.0252363j 0.00182831+0.00576963j -0.00659414-0.00272155j -0.0106336+0.00950163j 0.00622457+0.0122583j -0.0106905-0.00460272j 0.00348719-0.000125358j -0.0026934-0.00366736j -0.00873511-0.0128976j 0.0049926-0.00697425j 0.00485004+0.0040121j 0.00597247+0.00187926j 
-0.00739662+0.00439176j 0.00706145+0.00494051j 0.0267588-0.0010455j -0.0270809+0.0126256j -0.0152328-0.00885845j 0.0121062+0.024058j 0.00961576+0.0145304j -0.032322-0.0330365j 0.0440132-0.01872j -0.0442969-0.0495891j 0.00707053-0.0469828j 0.0342044+0.00211195j 0.0165865+0.0307143j 0.0156119-0.0123257j -0.0164402-0.0106448j -0.0089929+0.00980478j 0.0210655+0.0434573j -0.0301767-0.0268535j -0.00123624+0.0511074j 0.00441334+0.0169553j -0.034231-0.0362085j 0.016792-0.0182191j 0.00128741-0.00916638j 0.0186533-0.0306332j -0.0349911-0.0157153j -0.0101671+0.0211454j -0.00952415+0.0214321j 0.0346028-0.0177657j 0.00480794+0.0377179j 0.0360607-0.0277968j 0.0433196+0.00603327j 0.011007+0.0165199j -0.0245833-0.0442207j -0.0272909+0.0145958j 0.0176506+0.00855609j -0.0145795-0.03238j 0.0101073+0.0178738j -0.0292234-0.0242124j -0.000312306+0.0261829j 0.0432177-0.0166359j -0.0102841+0.0192738j -0.0020545-0.0212125j 0.0472212-0.0256803j 0.00868968+0.0399141j 0.0265852-0.0386263j -0.00385466+0.0115438j -0.00475055+0.0277104j 0.0308339-0.0411366j -0.00558561-0.0221538j 0.0103186-0.0157862j 0.0444216+0.0107818j 0.0286115+0.0463097j 0.00955217+0.00806026j 0.00682484+0.00280639j -0.00157724-0.00988195j -0.00987932-0.0146747j 0.0292654+0.0374042j -0.0128966+0.026788j -0.00405979+0.0248786j -0.0207473+0.0186717j -0.0339317-0.0218977j 0.00310423-0.0153442j 0.00353556+0.0357152j -0.00660666-0.0154898j 0.00198743+0.00860056j -0.00242424-0.01863j -0.0186334+0.00507085j 0.0261147+0.0209709j -0.00618804+0.0295171j -0.00123436+0.0166762j 0.0501305+0.00257146j 0.0249391-0.0347551j -0.00669125+0.0316635j 0.0438451-0.0084261j 0.0235107-0.0524741j 0.00397389+0.00214397j 0.0303383+0.0042769j 0.0411628-0.0122123j -0.00929078-0.00849136j 0.0404444+0.00621053j -0.00954567+0.0463066j 0.00641167-0.034508j 0.000401854-0.0351296j 0.0107117-0.00735125j 0.000700992+0.00364099j -0.0156594+0.0172857j -0.00962118-0.00476787j 0.00266291+0.0588472j -0.00825352-0.0112043j -0.02385+0.0106701j -0.000656785-0.0078258j -0.0103791-0.0117j 0.00468843-0.00887301j -0.0200198+0.013095j -0.0133598-0.00547142j 0.00642609+0.00233143j -0.00819754+0.00252874j 
-0.00680544-0.0138733j -0.000889752+0.00498237j -0.0019692-0.00159197j 0.0182267+0.0309349j 0.0168698-0.00177112j -0.0148975-0.0106928j 0.0134061-0.00466768j 0.0387064+0.0338008j 0.0117443-0.0442016j 0.0409367+0.035287j 0.0266067-0.0234376j -0.0254033+0.0348202j 0.00586607-0.0562701j 0.0253283-0.00946685j 0.0351792+0.0229153j -0.00541475-0.0109355j 0.0341621-0.0556768j 0.00454231+0.00327887j 0.00732725-0.0328178j 0.0148887-0.0172337j 0.0255551+0.000470088j -0.0375107+0.0620341j 0.0021627-0.0402656j 0.0191053+0.0316504j -0.0327594-0.00549492j -0.00535051-0.0194069j -0.0198922-0.0201521j 0.0297702-0.0126054j -0.0486612-0.00763019j -0.0339622-0.0058086j -0.0373319+0.00728043j 0.00687919+0.00891132j 0.0605085+0.0411081j -0.0326129-0.00250936j 0.0146226-0.0592332j 0.0418291+0.0147518j -0.0118953-0.0186215j -0.0268509+0.0266819j 0.0202817-0.0417065j 0.00932888-0.0353104j 0.00522756+0.0169926j -0.0384976-0.0351363j -0.0337994-0.0114107j 0.0627484-0.0263485j -0.0352701-0.00631428j -0.00337718+0.0139619j 0.0221018-0.0014247j -0.0190692+0.0295581j 0.035336-0.0144338j -0.0485222-0.0296002j -0.0251377-0.0331009j -0.0232881-0.036851j 0.0257171-0.0130918j -0.0234077+0.0349513j -0.00488184+0.00438809j -0.0398929+0.0281588j -0.0412113+0.000149211j 0.0198179+0.0217656j -0.0394249+0.00907207j 0.030721+0.0106511j 0.0338477+0.00701951j 0.0113488+0.0580853j -0.025659-0.051343j 0.0313052-0.0198072j 0.00140677-0.0188639j 0.0438735-0.0451018j 0.0363733-0.0114691j 0.00479904-0.0425583j 0.0300608-0.0587207j -0.0238393-0.012494j -0.0131138-0.0353431j 0.0453606-0.021279j 0.0170717-0.0188473j 0.0178884+0.0557925j -0.015581+0.0350897j -0.0399925+0.00553485j 0.0136841+0.0266445j -0.0423968+0.038849j -0.0256099-0.010337j -0.0100528-0.00474059j 0.00740074-0.00645183j -0.029882+0.0105509j -0.0159897-0.00983662j -0.0143903-0.00987006j 0.0108859+0.0283989j 0.029701-0.0159201j 0.00488442+0.0101068j -0.0250787+8.25459e-05j 0.0332012+0.0116268j 0.0191016-0.0176598j -0.00168406-0.00895446j -0.00820403+0.00880465j -0.0158545+0.00617838j 0.0112699-0.00481578j -0.00574885-0.00265475j 0.000932728+0.00242399j -0.0052272+0.000619004j 
-0.00717215-0.00142833j -0.000864292+0.00640497j 0.0157819-0.0111445j 0.0203346-0.00362892j 0.00907113-0.000964396j -0.0047075-0.0047793j -0.00209743-0.00529175j -0.0172405-0.00141733j -0.00892556-0.000529493j 0.031266+0.00827505j 0.0182121+0.0137005j 0.0278433-0.0183561j 0.00235712+0.0219072j 0.00986536+0.026672j -0.04743+0.0288351j 0.0246471-0.0392466j -0.0127868+0.00522959j -0.0322404+0.0532891j -0.01063-0.00171212j 0.00318948+0.00477278j 0.0144239-0.0237011j -0.00192275-0.0204854j -0.0251884+0.0271828j 0.0302828+0.0510279j 0.0085538+0.0181113j 0.00561991-0.0120674j -0.0300481+0.0102607j 0.0237714-0.0131589j -0.031514+0.019946j 0.0409224+0.00775314j -0.0250129+0.0185668j -0.000814675+1.23951e-05j -0.0047572-0.0229373j 0.0211664+0.00188649j 0.0188296-0.0310424j -0.0176174+0.0175971j 0.0115683+0.0186958j -0.00133254-0.00985438j -0.0349018+0.0198186j 7.71567e-05+0.0319462j 0.00502499+0.027867j -0.0094976-0.000930457j -0.0138212-0.000171084j -0.0180098-0.019849j -0.0189999-0.00878382j 0.0161078+0.0170758j 0.026955-0.00738227j 0.00580355-0.0123158j 0.0114811-0.0344687j 0.00807502-0.00995403j 0.012557-0.00999542j -0.00284283-0.000293356j -0.00611006-0.00128734j -0.0118691-0.0315995j 0.0243399-0.0112716j 0.0108824+0.00680684j -0.0223977-0.0125471j 0.0748927-0.0108226j 0.0143079-0.0231852j -0.00824307+0.0140612j -0.0189282-0.0205231j 0.00686722+0.0182361j -0.0152341-0.01891j 0.00427389-0.0174853j 0.0310187-0.0109998j 0.0283739+0.00789303j -0.00901685-0.0422675j -0.0394778-0.000769045j 0.0318374-0.0274572j -0.00689151+0.0124641j 0.00534116-0.0250093j -0.015478+0.0666817j 0.00213827-0.00837599j 0.0346358+0.0291165j -0.0290098+0.014153j 0.0074738-0.0304545j 0.0199226+0.0209695j -0.0065503+0.020961j 0.0408183-0.0124274j -0.0136807+0.00905543j 0.0177841+0.00802626j -0.00156912+0.021697j 0.0110557+0.0166717j 0.0191227-0.00799596j -0.00518445-0.00706925j -0.0081437-0.0364452j -0.000434347+0.0184925j -0.0197593+0.0105005j -0.0100859-0.0287336j 0.00237658+0.0364244j 0.000874136-0.015032j -0.00271079-0.0105016j -0.00646751+0.000747634j -0.00440941+0.016902j -0.00677166+0.00048883j -0.00270031-0.00106559j -0.00114293-0.00762394j 
0.0089353+0.00874059j 0.00319514-0.00392036j -0.0331242+0.00277523j -0.00671799-0.0181584j -0.015825-9.35758e-05j -0.000308704-0.00440567j -0.0272814+0.0139831j 0.0109389+0.0428935j -0.0120776+0.018879j -0.0119957-0.0117423j -0.0100536+0.0269144j -0.0110455-0.00597766j -0.0213122-0.019552j -0.00194576-0.00197322j 0.0205436+0.0202333j 0.001088+0.0383628j -0.01688+0.000265925j 0.0216117-0.0068866j -0.0356721-0.00229411j -0.0104883+0.0145576j 0.010287+0.0235804j -0.0281862-0.0175558j 0.0180054+0.00205602j -0.0218012-3.65445e-05j -0.00369599-0.0297221j 0.0123668-0.00893317j -0.0120404-0.00754453j -0.0202187+0.0306854j 0.046339-0.00704524j 0.032265+0.0127858j 0.0205629-0.00751561j -0.00758736-0.0153188j -0.021068-0.00878893j 0.012668-0.0285645j 0.0105875+0.00171819j -0.0265049+0.0095903j -0.0123447-0.00391377j 0.0339801+0.00261082j 0.0233094-0.0309803j 0.00436322+0.0169435j 0.00483724-0.0349223j 0.0391874+0.0430321j 0.028541+0.0150984j -0.00326344+0.0223653j 0.0186544+0.0243678j -0.0107004+0.00300763j 0.0101112-0.0206114j -0.00075174+0.0130913j -0.0182678+0.0193237j -0.00701773+0.0436973j 0.015892+0.0334054j 0.0424591+0.00696816j -0.00386166-0.0130707j 0.0126142-0.0198942j -0.0335543-0.0219238j 0.042229-0.0106322j -0.0191582-0.0114288j -0.0472725+0.00631495j 0.018755+0.016463j -0.0232211+0.00239994j 0.0193563-0.0117643j -0.0154017-0.00319769j -0.00614911+0.0151783j -0.0244816+0.00856538j 0.0376661-0.0193346j -0.0276755+0.019637j -0.0183897+0.00235446j 0.00583939+0.00509268j -0.0005504-2.3247e-05j 0.0209885+0.014358j 0.0102236-0.000445371j -0.0059298-0.00364503j 0.0282716-0.0157585j -0.0331916+0.0091015j -0.0100187+0.00213751j -0.0127569+0.0222045j -0.0377403+0.0136885j 0.0220605+0.00657113j -0.0372302+0.0023512j -0.00844473-0.013689j 0.00291222-0.026486j -0.0134924-0.012181j -0.0273564+0.00303203j -0.00153582-0.000216073j 0.0126687+0.0167878j -0.00762153-0.00591659j 0.0197427+0.00429874j -0.00581608+0.00514194j -0.0368989+0.00402413j -0.00407681+0.0024325j 0.0208783+0.00986026j -0.00365927+0.00606936j -0.015641+0.00329317j -0.00688906-0.0056023j -0.0373342-0.00618284j 0.00191013-0.00391567j -0.00779872+0.00296795j 
