0.0299371-0.0125597j 0.00385794-0.0264396j -0.0381018+0.0769024j -0.029177+0.00823474j 0.0164421+0.0121857j -0.0109754-0.00803665j 0.00508291+0.0252931j 0.079553+0.00403094j 0.013778-0.0031237j 0.0081102-0.0271616j -0.00947012-0.0190209j 0.0239054-0.0104801j 0.00991989+0.0157682j 0.0107042-0.0202596j 0.0332777-0.0342079j 0.0210794+0.00576806j 0.0224705-0.000533736j 0.00105354+0.013177j -0.00290737-0.0105667j 0.0205218-0.0234027j -0.0174373+0.0082608j 0.00632101-0.00558715j 0.00384398+0.0318551j 0.0121815+0.025842j 0.0298835+0.00215512j 0.0136704+0.00916336j -0.00184896-0.0198607j -0.039339-0.00289855j 0.000988309+0.00527657j -0.0411416+0.0161467j -0.00880403-0.00411926j -0.00806485-0.0123166j -0.0284374+0.00485806j 0.0160693-0.00148905j 0.00883963+0.017945j -0.00962028+0.0242279j 0.00721466+0.00481735j 0.0095834-0.0011472j 0.0139825-0.000177253j 2.11052e-05+0.00788294j -0.00511757-0.00954257j 0.0163997+0.0163163j -0.000940471-0.00892698j 0.00426575-0.0056342j 0.0013133+0.0130989j 0.00842077-0.00681709j 0.0136265-0.0038618j -0.0155021-0.015047j -0.00513091+0.00615811j -0.00828437+0.00411286j -0.0173622+0.00309366j 0.00910425-0.00554151j -0.000763949-0.00518357j 0.0176819-0.00908236j 0.00369885+0.00337249j 0.0167735+0.021927j 0.0306658-0.012253j 0.0253263-0.0180322j 0.014385+0.00578461j 0.014106-0.0182038j 0.0125837-0.00589991j -0.0115904-0.0364649j -0.0152149+0.0103635j -0.00722478+0.0159672j 0.00867709-0.0043513j 0.0348161+0.00363151j -0.00622808+0.00270619j 0.0316307-0.00851287j 0.00273301+0.0326766j -0.0215927+0.00673569j 0.018807-0.0383489j 0.0336629+0.0110019j -0.0221124+0.0186806j -0.034531-0.0390703j -0.00846322+0.00953365j 0.0377145+0.0133083j -0.00851827+0.00291107j 0.000640858-0.029698j 0.0287236-0.00121798j -0.0134649-0.0181368j 0.00189546+0.039239j 0.00602575+0.00836987j 0.0406658+0.0173463j -0.0379875+0.0539557j -0.0102303-0.0613627j 0.0479706+0.00844351j -0.0295764-0.0334707j -0.0283566-0.0323122j 0.0417402+0.0178649j 0.0497156-0.0185331j -0.0337742+0.00655307j -0.000385517+0.00758479j 0.00410933-0.00416163j 0.00366509-0.0829103j 0.16896+0.0171022j 0.00833508+0.027046j 0.0440472-0.0186211j 
0.00754592+0.0138837j 0.0104371-0.00457169j -0.022456-0.00222381j 0.00112666+0.00893994j -0.00848659-0.0289025j -0.0327126-0.00785805j -0.0182942-0.0242267j 0.00541483+0.0220571j -0.0219175-0.0164001j -0.0054387+0.028524j -0.0233471+0.0636354j -0.0392915+0.0315288j -0.0595494-0.0671563j -0.00574576-0.0280226j 0.0174226+0.00277395j 0.00117993+0.043246j 0.0487281-0.0188184j -0.0689747+0.076336j -0.0439598-0.0162863j 0.0265054-0.00695144j 0.0208693-0.0140406j -0.0597184-0.0113567j 0.00318172+0.0285045j 0.0669149+0.106422j -0.0253676-0.0428079j 0.00425925-0.0280529j -0.0567612+0.0473061j -0.048054+0.0152397j -0.00182053+0.0392432j 0.0130726+0.0515772j -0.0484066+0.0590155j 0.0426436-0.00451949j -0.0197715+0.0300793j 0.070977+0.00648677j -0.0308939-0.0820208j -0.0300478+0.0500342j 0.0413065+0.0272792j -0.0295115-0.0445871j -0.0954266-0.0200466j -0.0466362+0.0728597j -0.0273278-0.0178507j -0.046578-0.0354786j 0.00446302-0.0753573j -0.00266548-0.0083474j 0.000123982+0.0316335j -0.045836-0.0190971j -0.00529211-0.067238j -0.121157+0.0728376j 0.0340736-0.0151433j -0.0138824-0.0683617j 0.0122265-0.0670956j 0.00875109-0.0851359j -0.00800479-0.146041j -0.0561365+0.0482088j 0.0682889+0.037886j -0.0469808+0.167868j 0.0226903-0.0596544j 0.0537466+0.0230947j 2.38325e-06+0.0334347j 0.0977777+0.0556508j -0.0412075-0.0437726j -0.0705368-0.0484041j -0.116644-0.0983127j 0.0597205-0.0629989j -0.0574814-0.167202j 0.0682436-0.0492438j 0.0243087+0.0699036j -0.0673966-0.00550713j -0.0325928-0.0387484j -0.0867564+0.0118326j -0.011062+0.0627199j 0.00767532+0.070626j -0.0307646-0.00344384j 0.0196035+0.0503959j 0.0450159+0.0897002j -0.127999+0.00678609j -0.0309135-0.0183131j -0.0584106+0.0371343j 0.0452153-0.0453588j -0.00558639+0.0372178j -0.0663869+0.0141829j -0.0237569+0.0808161j -0.0514357+0.00447903j 0.0319204+0.0218217j -0.0392679+0.0573032j 0.0611305-0.0897944j 0.00575828+0.00881497j -0.0813442-0.0666504j 0.0171226+0.0121752j -0.0169599+0.0367869j 0.0248662+0.0329851j 0.0263707+0.00079892j -0.0182785-0.00225272j -0.0064326-0.0135574j -0.0406858-0.0453947j 0.0021236+0.000211993j -0.00577304+0.00384407j 
0.0139078-0.000360749j -0.0114031-0.000778142j -0.0137041-0.0298703j 0.0142062-0.0607738j -0.00962928-0.0247938j 0.0117833-0.0145246j 0.00411048-0.0603895j 0.00410078+0.0198997j -0.0482826+0.064922j -0.0243288-0.0485737j -0.0331883+0.018251j 0.0537559+0.00562959j 0.0120992+0.0431674j -0.00525894+0.0026175j -0.0329844-0.00795887j 0.0166966+0.0295532j -0.0391268+0.0224791j -0.0167317-0.0071229j -0.0131617+0.00142345j -0.00827619-0.00325314j -0.00736383-0.00688972j -0.024805-0.0139635j 0.0327275-0.0148471j 0.00462382+0.0328191j 0.015536-0.0684949j 0.00807744-0.0436883j 0.00838184-0.010459j -0.0377843+0.0398887j 0.0493555-0.00460442j 0.0105622+0.0271031j -0.0155168+0.00192784j -0.0292672-2.60354e-05j -0.00685197+0.0262197j -0.0504198-0.0442676j -0.0152628+0.0310378j 0.0108911-0.0047816j -0.019102-0.00756093j 0.00570144-0.0123601j -0.00200858+0.000201088j -0.00718798+0.0289405j 0.0191436-0.0224972j 0.00204324+0.0222888j 0.033484-0.0152688j 0.0101108+0.00446455j 0.0162402-0.0109709j -0.00850226-0.0264769j -0.0198114+0.033051j 0.00423058+0.0139546j -0.0302168+0.0302675j 0.0692779+0.0163668j 0.0360575-0.00139261j 0.0117079+0.0101972j -0.0204853-0.0255855j 0.0341272-0.0125884j -0.00843756+0.00369166j 0.00521084+0.0159738j 0.0616872+0.0230028j -0.00802039-0.0417462j -0.00585702-0.0302575j -0.011563+0.0067551j 0.00852943-0.0178007j -0.00199013-0.0172073j 0.0535766+0.0120019j -0.0148967-0.00737344j -0.0233648+0.0380186j 0.031304+0.0359362j -0.0165054+0.0645649j -0.0573472+0.0552452j -0.0587576+0.0265607j 0.0257776+0.0479337j 0.00199493+0.060344j -0.0443761+0.0677193j -0.0048837-0.0213729j -0.0120921-0.0682694j 0.043481+0.0270149j 0.0186224+0.0899186j -0.0174668-0.0491665j 0.0304094-0.0258969j 0.0490726+0.00277979j 0.0129046+0.014311j -0.0103874+0.00333476j -0.00753709+0.0314303j 0.0210452+0.00923899j 0.034413-0.00669406j -0.0409103-0.04496j -0.00660179-0.0175449j 0.0187465+0.000412179j -0.0149818-0.0444524j -0.0334258-0.00731127j 0.0180269-0.0334598j 0.0214345+0.0396644j 0.0176859+0.00149978j -0.00586477-0.00463742j 0.00542724-0.000311234j -0.0256556+0.0125177j -0.00533707-0.0048619j -0.000431145+0.00679532j 
0.00570184-2.38244e-05j -0.00716272+0.00377454j -2.39075e-05-0.029009j 0.0154079-0.0639652j 0.00690545-0.0101376j 0.0138272-0.0254932j -0.0422194-0.0583417j -0.0276987+0.0180069j -0.0529708+0.0582928j 0.0144796-0.0464443j 0.00820622+0.0542989j 0.0409516-0.0165605j -0.0123242+0.0376876j -0.0362938+0.0174208j -0.0803662-0.00292931j 0.035062+0.0717219j -0.0304194+0.0324267j -0.0192413+0.018075j 0.0441879-0.0406178j -0.0319342-0.0117998j -0.00185175-0.0116658j 0.000119099-0.0156126j -0.00943484+0.0437981j -0.00718894+0.0244092j 0.041996-0.0481269j 0.0351742-0.0511313j 0.027722+0.0130019j -0.0597416+0.0236422j 0.0265115-0.0213991j 0.0118358+0.0113125j 0.014406-0.0198684j -0.0326688+0.0115669j -0.0371863-0.0263908j 0.00713838-0.00126459j -0.0365832-0.00276815j -0.0156907+0.0123469j 0.010105+0.014351j -0.0366067+0.0359495j -0.00629655+0.00583747j 0.0105756-0.00326751j 0.00159585+0.0222075j -0.0240972+0.0239634j -0.00928879-0.029534j -0.0223698+0.0061393j 0.0148802-0.0043167j 0.0304337-0.01783j -0.0361246-0.0175047j 0.0276345-0.052693j -0.0243002+0.0162781j 0.00260916+0.02504j -0.0317929+0.0341301j 0.0158423+0.0301252j -0.0224089+0.00338094j -0.0184237-0.00391984j 0.0358178+2.32723e-05j 0.00159875+0.0141095j 0.0208852-0.0194243j -0.0409139-0.046803j -0.00230325-0.00569669j -0.0224877-0.0292806j 0.0356168+0.000235265j 0.0150418-0.0199958j 0.00915187+0.0129975j -0.0176863+0.0426286j 0.0121029+0.0693646j -0.00568193+0.0571109j -0.0105238-0.0104634j -0.0361003+0.0251899j -0.0199066+0.0202823j 0.0383207+0.0394424j -0.033358-0.0253355j -0.00418276+0.0530405j 0.0228946-0.00998091j -0.00536434-0.00811868j 0.008207-0.00198336j 0.0559058+0.0702938j -0.0143203-0.0655445j 0.0115582+0.000479718j 0.0273957+0.0118877j -0.00300763-0.0489467j 0.0531266-0.0223398j 0.0004331+0.0261722j 0.0460465+0.0239963j 0.0590556-0.0712757j 0.00232201-0.0557416j -0.0243832-0.0301392j -0.0354023+0.00946457j -0.015293+0.0187919j 0.00372137-0.0291465j 0.0256243+0.00676044j 0.0349346+0.0557792j -0.00806324+0.0172836j -0.0189455-0.00894891j -0.017519+0.00301455j -0.0250793+0.00208177j -0.00186379-0.00504146j 0.00497938+0.0030958j 
0.00765249+0.00182274j 0.00742387+0.00531335j -0.0191486-0.0103102j -0.00371959-0.0342812j -0.00966104-0.0163982j -0.0103804-0.0175947j -0.0443989-0.00689588j -0.0250038+0.00659364j -0.058795+0.0406222j -0.0284832+0.00614465j -0.022301+0.0623501j 0.0153619-0.0256107j -0.0221343+0.0151427j -0.046818+0.0545219j -0.0322006-0.0317802j -0.0180155+0.0189127j -0.0253799+0.0127467j -0.0394554+0.0325369j -0.0173679+0.026054j -0.0424827+0.0446211j -0.0245818+0.0109384j 0.00679467-0.0838541j -0.00290788+0.0486904j 0.0164813+0.0149678j 0.0708852+0.0279558j 0.017928+0.0324109j -0.00474707-0.0141104j -0.0813444+0.0509091j 0.0334754-0.0516848j -0.0341017+0.0125398j 0.00541377+0.00329195j -0.0148319-0.00884515j -0.00391377+0.0375584j 0.0332518+0.00420263j -0.0827588-0.0270284j 0.00132793+0.107311j 1.55721e-05-0.0066048j 0.0588452+0.0148606j -0.0532174+0.00939802j -0.0547129+0.0924986j 0.00127813-0.00168003j 0.00640727-0.00730517j 0.0153813-0.0417978j -0.0872993-0.0190199j -0.00966105-0.0119356j -0.0141736-0.0287227j -0.0256354-0.00588684j -0.0176041-0.0317497j -0.0339831+0.0922578j -0.0707771+0.0509949j -0.010254-0.0281022j -0.0142136-0.0333871j -0.0266777-0.00017838j -0.0484914-0.0364681j 0.0206449+0.0392741j 0.0188556-0.00472221j -0.0105261-0.0730342j -0.0357353+0.016521j -0.0259351-0.0436691j -0.0177022-0.00239161j 0.0125164-0.00270951j 0.0289474-0.032588j -0.0240705-0.0235478j -0.0209492-0.0108786j 0.0030858+0.0336163j -0.0804582+0.102347j 0.0149282+0.00751084j -0.0518713-0.0138824j 0.00548997-0.0251688j 0.0239859+0.000492098j -0.0215001+0.0545716j -0.029551-0.0107788j 0.0796538-0.0242419j -0.0550201+0.00792622j 0.0627041-0.0325271j -0.0148111-0.0180414j -0.0341779-0.0210989j 0.00257304-0.0249869j 0.024301-0.0244225j 0.000342827+0.0187645j 0.0443397-0.0181039j 0.0154169+0.0391461j 0.0118295+0.056183j 0.101025-0.0742733j -0.0370454+0.0169488j -0.076527-0.0232914j 0.0572592-0.0509125j -0.0327877+0.00301035j -0.0578687-0.0356516j -0.0325184+0.00443518j -0.0146909-0.0133166j -0.000565708-0.00232192j -0.0201983+0.0185457j 0.0165272+0.0111299j -0.0237172+0.0301285j -0.0154791+0.00295282j 0.00683595-0.0123885j 
0.00731562-0.00642307j 0.00240214-0.00205708j 0.012086+0.03856j -0.0317907-0.0147812j 0.00949294+0.0144029j 0.00162527-0.00105327j 0.0222109+0.024494j 0.0245037-0.0150141j 0.0255387+0.0321124j 0.0234549-0.0656685j 0.0249547+0.000445029j 0.0181997+7.33824e-05j -0.0137175+0.0115779j 0.00407386-0.00491063j 0.0258677-0.0122701j 0.0115036+0.0646239j 0.0217109+0.11117j 0.0175111-0.0122124j 0.0152015-0.0290683j 0.0194281-0.0712128j -0.0425341-0.0256433j 0.0316133-0.00858599j 0.0031846+0.000875578j 0.00325038+0.0271517j 0.0242832-0.0231869j -0.022305-0.0678738j 0.0756122+0.0184785j -0.00177445+0.0352972j 0.0281561+0.0434503j 0.00145448-0.0109538j 0.0132169-0.0393017j -0.0432187+0.00543016j 0.00535791-0.0167598j -0.010285+0.000232568j 0.0104643+0.10731j -0.0398649-0.0400696j 0.0254625+0.00161877j -0.0340165-0.0316812j 0.0309139-0.0116459j 0.0176725-0.0331166j 0.0356587+0.0553618j 0.0236906-0.0389268j -0.0024342-0.0158536j 0.0288515-0.0486081j -0.0159667-0.0290574j 0.0799427+0.0354129j -0.0382768+0.0301655j 0.0604118-0.0394572j 0.0169221-0.0736897j 0.0628582+0.00977033j 0.0016516-0.0528786j 0.108135+0.0112374j -0.0681338-0.0173137j -0.036761-0.0645036j 0.11271+0.0210697j -0.0525044+0.059561j 0.0119334-0.0425921j -0.0195706+0.0227554j -0.0518333-0.0338635j -0.0123941+0.11107j -0.0586187+0.0660117j 0.00530718-0.0639545j 0.00297877+0.0285754j 0.0834446-0.0369184j 0.0188596-0.0369769j -0.0255759-0.00626133j 0.00394038+0.017719j -0.00332602-0.00137475j -0.0818832+0.0178816j -0.0131449-0.0458862j 0.00475717-0.0176893j -0.0139753-0.00741035j 0.0412122-0.0292496j 0.0038792-0.0129921j 0.0210213+0.0231361j 0.0226462+0.0476747j -0.0160709-0.035672j 0.102583+0.0341314j 0.00973852-0.015452j 0.0491306+0.0191049j 0.00233079-0.000989666j -0.0023403+0.0531831j 0.00546767-0.0297596j -0.0209608+0.0147619j -0.00355671+0.0206914j -0.0413376+0.000454626j -0.0211163-0.0161195j -0.0539154-0.00239909j -0.0269534+0.04477j 0.0129126-0.00180065j -0.026614-0.0315233j -0.0147234+0.031961j -0.0142813+0.00825754j -0.00826075-0.0148626j 0.0312058+0.0187126j 0.00928873+0.00549102j 0.00840861+0.0102475j 
-0.00822568-0.00514326j 0.00167464+0.00987279j -0.00198149-0.015217j 0.00531977-0.0111347j -0.0143028-0.00726944j 0.00410815-0.00074151j -0.0183911+0.00820283j -0.0255892+0.010272j 0.0140012+0.0112128j -0.0307285+0.0175145j 0.0270185-0.0356098j 0.01069+0.0150748j 0.0265899+0.0245249j -0.00551012+0.0175841j -0.0174797+0.0872834j 0.0282093-0.00956855j -0.00490602-0.0313442j -0.069387-0.00695812j -0.0128762+0.0443408j -0.000451412+0.047317j 0.0076353-0.0697226j -0.0373285+0.00755293j -0.000241402-0.0152617j 0.0216209-0.0361517j -0.0728493-0.0309087j -0.0144709+0.0399737j -0.0848508+0.020764j 0.0510057-0.00798163j -0.00791555-0.0105198j 0.0200625-0.0494453j -0.0111429+0.0501965j 0.0199928+0.03417j 0.0178842+0.0142216j 0.000608558-0.009767j 0.0253653-0.107307j 0.0293992+0.0318187j 0.00743531+0.0371145j 0.0365903+0.00231365j -0.0120604+0.0146362j 0.0179125+0.0227326j -0.0201588+0.0259888j 0.00527557+0.0087464j -0.0104417-0.0302219j 0.00495965+0.0502046j -0.0387246-0.00458404j -0.0190592-0.0057522j 0.0188545+0.0412576j -0.0148871-0.00674512j 0.0113158+0.0722703j -0.0490947-0.0520425j 0.0383738+0.0437534j 0.00730398+0.0637901j 0.0211061+0.0278206j 0.025834+0.0320475j -0.0542524-0.0802569j -0.0412305-0.0428002j 0.0123517+0.0846298j -0.0207738-0.0239505j 0.0185784+0.0684131j 0.0111802+0.00806181j 0.042446-0.00754759j -0.0140975+0.112064j -0.0243739+0.0140142j -0.000367476-0.00695214j -0.0269971+0.0242931j 0.104339-0.047689j -0.0337741+0.0198014j -2.39201e-05+0.0614001j 0.0318299-0.0222168j 0.0385019+0.0540652j 0.0447831+0.0658281j 0.0474517-0.0158479j -0.077394-0.0135059j 0.0867326+0.0392668j -0.0100756+0.0184152j -0.0462124+0.0633112j 0.0353601+0.0625296j -0.00378631+0.00533204j 0.0315347-0.0319852j 0.00811413-0.00959646j -0.0178535+0.0562081j -0.0532041-0.0909733j 0.01733-0.0452577j 0.0105437-0.0411747j 0.0173263-0.0271298j -0.0106674-0.0083578j 0.0405941+0.0447229j -0.0033615+0.0367825j -0.0386622-0.02503j 0.0380753-0.0468238j 0.0722809-0.00602103j 0.00406013-0.0124369j -0.00852927-0.000908658j 0.0205624+0.0115562j -0.051011+0.0140238j -0.00501999+0.0129583j -0.00381862-0.000110561j 
0.000782491+0.0016568j 0.0106993+0.00169434j 0.000909618+0.039342j -0.0700637+0.0124697j 0.0178195+0.0159567j -0.0227878-0.00526123j 0.0281628+0.0598174j 0.076368-0.000500328j -0.00248635+0.031625j -0.0261036+0.029911j -0.00873278+0.0142264j -0.0376994+0.03665j 0.0234059-0.0075988j -0.0858029+0.083696j 0.0922942-0.0582232j -0.0345903+0.0819719j -0.0108591+0.0171882j 0.0182156+0.0171942j 0.00134702-0.0829625j -0.0209329+0.0111585j 0.0214932-0.0742012j 0.0474605-0.0160321j 0.0305421+0.0202294j 0.0122018-0.0431952j -0.00862947-0.018923j -0.00652916-0.00340812j 0.00889697+0.0149752j -0.030102+0.0143j 0.00934389-0.0363181j -0.0437833-0.058954j -0.00287383-0.0421993j 0.0307579+0.0380919j 0.0462615-0.0331911j 0.0580591+0.0185424j -0.0158509+0.00764598j 0.0133186+0.0276859j 0.0495846+0.0758569j 0.00430395-0.0108603j 0.0436237-0.0257831j -0.03241+0.00550295j 0.0316492+0.0388968j -0.00134051-0.0358811j -0.00991258-0.0931324j -0.0214895+0.0408559j -0.0300623-0.018024j 0.00937921-0.035513j -0.0136942+0.0107043j -0.0368197-0.0552167j 0.011475+0.0160509j -0.0242639-0.0474936j -0.0214952+0.0207758j 0.0714265-0.00552211j 0.0184494+0.033249j -0.0227214+0.0380783j 0.0102852+0.045877j -0.0175974+0.038756j 0.0261295+0.0155267j -0.0832562+0.0598272j 0.00935329+0.0394454j 0.0424874+0.0247297j -0.0229161-0.0366865j -0.0185375-0.0555765j -0.0832728+0.0415971j 0.0530976+0.0228038j -0.0475843+0.0350787j -0.0295404+0.066782j 0.0291852+0.0581895j 0.0553041-0.0326109j -0.07038+0.0294244j -0.00863969-0.000105137j 0.0314669+0.0205213j 0.0174193-0.0869533j 0.0107452-0.00240554j 0.000870851-0.0259938j 0.0140745-0.00869349j -0.0701001+0.0884308j -0.0295807-0.058466j 0.054258-0.0612959j 0.0156213+0.0220817j -0.0170091+0.028874j 0.0177414-0.0179327j -0.0303145-0.0015823j 0.0293567-0.0993516j 0.0305678-0.0502526j -0.0654139-0.0730374j -0.00447492+0.0194199j 0.0590085-0.0150797j -0.0672083-0.0312671j -0.039552+0.0384811j -0.0179411-0.046278j -0.0185355-0.0129954j 0.00994168+0.0173266j -0.0167774+0.0108079j -0.0334167-0.016047j 0.0258513-0.00115226j 0.00879523-0.00445849j 0.00191136+0.00752213j 
0.0190302+0.00644421j 0.0125295-0.00818613j -0.0184394+0.0483996j -0.0416614-0.0355579j 0.0110311+0.0154888j -0.000367716-0.0220469j 0.00508894+0.00123014j 0.0498983+0.0272062j -0.0120488+0.0189201j -0.0125181-0.0336634j 0.0238401-0.0155105j 0.0241886-0.00284088j -0.0228467+0.00983476j -0.00794923-0.0119276j 0.0245547-0.0288034j 0.0505811+0.0858253j 0.0397846+0.0382872j -0.0316829+0.0438997j -0.0168439-0.0515969j 5.11622e-05-0.0382409j -0.00466998-0.0115157j -0.0514963-0.00303908j -0.0207089+0.0560714j -0.0283662+0.0212054j -0.0231476-0.0486892j 0.0196117-0.025419j -0.0200218+0.008553j -0.0188668-0.0307048j -0.00510017+0.0308422j -0.051932+0.0588256j 0.0484122+0.0331808j -0.00875699+0.0147627j -0.0778113-0.00762029j -0.0123779-0.049348j -0.00736153-0.0280382j -0.0559604+0.0440308j 0.00669239+0.0588066j 0.0178136+0.00412588j -0.0163187+0.0115224j 0.0489545+0.0277315j -0.0569547+0.0231283j 0.0483175+0.0135625j 0.0351829-0.0448554j 0.0538276+0.00117084j -0.00155276-0.00626422j 0.0171845-0.00196197j 0.0293485+0.0531584j -0.0126127-0.0463184j -0.02321-0.0418728j -0.0127159-0.0121921j 0.00178904+0.0344766j 0.0732274+0.0521893j 0.0209922+0.0125704j 0.0406346+0.083466j -0.00179415-0.0383338j -0.00951831+0.0516172j 0.0544004+0.03191j -0.03895-0.0613913j 0.000518285+0.0712975j -0.0261298-0.0327128j 0.00189591+0.0154013j -0.0383084-0.0325968j -0.0364886+0.00427262j -0.0165674+0.0521764j -0.014912+0.038034j 0.007814+0.0187112j -0.0204187-0.0372914j 0.0146769+0.000513417j 0.00110887+0.0215265j 0.0202385+0.0514102j 0.0262284-0.0894082j 0.0475693+0.0467811j 0.00455636+0.00214629j 0.0874715-0.000759189j -0.0511298+0.0545194j 0.0931842+0.108613j 0.030121-0.0475449j 0.0376625-0.0426521j -0.0190806-0.0273728j -0.00687704-0.081242j -0.00417758+0.0430223j -0.0579555-0.0239791j -0.0258457-0.0437875j -0.0390643+0.0382006j -0.00357385-0.0209161j 0.0299416+0.029117j 0.0130793-0.0229046j -0.0593488+0.0200749j 0.0166345+0.0370597j 0.00714345-0.0661224j -0.0341993+0.068053j -0.00652667+0.0341875j -0.0114858-0.00678895j -0.0539961-0.0552195j 0.0356917-0.0137541j 0.0171744-0.0123679j 0.00503714+0.014705j 
0.00591892+0.00100695j -0.00938733-0.00739583j -0.0113105-0.0436092j 0.0288265-0.0274399j 0.00914834-0.0151284j 0.00955965-0.0102816j 0.0115004-0.0666937j 0.0245933+0.000689483j -0.0295631+0.0178257j 0.0315161-0.0577077j -0.0307194-0.00281287j 0.0373221+0.0585853j -0.0180185-0.0156456j 0.0520191+0.000719947j -0.017612+0.00596456j 0.00233624+0.0998357j 0.022108-0.0150118j -0.0287426-0.00195992j -0.0638857-0.00620026j 0.0261475-0.00702483j 0.00506964+0.0308455j 0.036782-0.00299554j 0.00927603+0.0179559j 0.0404226+0.00191729j 0.0128512-0.0932491j 0.0129838-0.0708194j -0.0153009+0.00327834j -0.0374029-0.00046342j 0.0310318+0.0347795j 0.0248028+0.00128178j 0.0151531-0.0063199j -0.00653054-0.037231j -0.00172367-0.0463016j 0.0341974-0.0285184j 0.0559363-0.00903707j -0.00899863+0.0301429j 0.0232431+0.000671618j 0.0102484-0.0478851j 0.000204876+0.0102205j -0.0157044+0.0270661j -0.0307433-0.0275789j 0.0293834+0.0346233j 0.0288947-0.0157091j -0.0255762-0.022218j 0.0197045-0.0184128j 0.0191578-0.0250376j 0.0447604+0.00893998j 0.0268176-0.0141032j -0.0146643+0.0277844j -0.0185671+0.0297209j 0.0356198+0.0357147j 0.00887799+0.0530812j 0.000646905+0.051093j 0.0198845-0.0339364j -0.0148135+0.0395909j 0.0609485-0.0250852j 0.0475429+0.0226881j 0.0386406-0.00252279j 0.0451489-0.0076405j -0.0414616-0.0483303j -0.0330441-0.0313825j 0.00318309-0.0253136j -0.03285+0.0154731j -0.0224602+0.00086215j 0.0493786+0.0160682j -0.0230399+0.0463277j -0.0194523-0.0599488j 0.0533593+0.00955099j 0.0382207+0.0647698j -0.0471166+0.0218463j -0.0329188-0.0110025j 0.00858054+0.0539492j -0.0293655-0.0102419j -0.0467917+0.00342351j 0.0271551+0.061013j 0.00636062+0.0792009j 0.0348381-0.0459407j 0.0126773-0.0287045j 0.0126628-0.0302138j -0.0114665-0.0621345j -0.0103958-0.00628596j -0.0140105+0.0738215j 0.00228432-0.00326469j 0.0298835-0.0275377j 0.00168221-0.038801j 0.0156151-0.0556525j -0.0468723-0.0253881j -0.0251525+0.00792582j 0.0383851+0.0177462j 0.0494034-0.0137531j 0.00833578+0.0652694j -0.0102111+0.0141468j -0.0183511-0.0201477j -0.0258454-0.00881508j -7.57098e-05-0.02375j 0.00674578-0.0109685j -0.000568608-0.00119468j 
-0.00116502-0.00240587j 0.00376789-0.0063691j -0.000754669+0.00433594j 0.00450166-0.0356618j -0.0124244-0.0174229j -0.0118992-0.0263064j -0.0507552-0.0431342j -0.0429753+0.00485618j 0.0154843+0.0117495j -0.0534944+0.0328697j -0.0328258+0.0335203j 0.0249561-0.0576719j -0.000321041+0.0295342j -0.0740696-0.0275009j -0.0331719-0.00124951j 0.0391684+0.032074j 0.0560141-0.0127652j -0.0575769+0.126929j 0.139753-0.0106947j -0.0393812-0.0152974j -0.036353+0.0477046j -0.0206168+0.0115452j -0.0113122+0.0354566j 0.0174978+0.0274733j 0.0278048+0.0476664j -0.00310625-0.0193515j 0.00649823+0.0621833j -0.0247435-0.0352622j 0.00228665+0.00782866j -0.0347844+0.0686913j 0.0338539+0.00951651j 0.0320982+0.00403234j -0.0332659+0.0531816j 0.037607-0.0115195j -0.0401043-0.00889229j 0.00908283+0.0608612j 0.0251125+0.0619306j 0.0188552-0.0341986j -0.0859876+0.0506601j 0.0330274+0.0184515j -0.040504+0.0168728j -0.020878+0.00647555j -0.0655336-0.0535246j -0.0216449-0.0241117j -0.0214702-0.0237318j 0.0290729+0.0119171j -0.0103603+0.028675j -0.07941-0.0247076j 0.0148442-0.00681144j -0.0303403+0.0088751j -0.0592761-0.0592014j -0.0959791-0.034039j 0.00219583-0.0157613j -0.000798291+0.0171635j 0.0225004-0.0179351j -0.0749783+0.076893j 0.0497133-0.0369377j 0.0545441-0.00281386j 0.0357487-0.0326405j 0.0507256-0.0365425j -0.0700145-0.000697149j -0.0173922-0.0047793j -0.00823247-0.030786j 0.0458446-0.0155758j -0.054159-0.00114576j 0.0268683-0.0315942j 0.070862+0.0240151j -0.08909+0.0612153j 0.0146514+0.0320657j -0.0138995+0.0247905j -0.0342094+0.0331956j 0.0177236-0.000850503j -0.0188873+0.0211765j 0.0271856+0.0237698j 0.0093684-0.0612135j 0.0595594+0.0129574j 0.00790588-0.101776j -0.0209687-0.0605829j 0.0193731-0.0211813j -0.00755333-0.0967411j 0.0631764+0.0324625j 0.0196935+0.0315668j 0.0445558-0.00424348j 0.0235953-0.0325693j 0.0159466-0.0616191j 0.0084262+0.0412421j -0.0416312-0.0210689j 0.0514113-0.00558632j 0.0177626-0.018975j 0.00965603-0.0319723j -0.0299451+0.0219505j 0.0106776+0.00702948j 0.0239773-0.00713825j 0.00820432-0.0280139j 0.0551588+0.0115661j -0.00348022-0.00714485j 0.0221055-0.00848601j 
