4.8564e-16+0.0935209j -1.75621e-15-0.0280583j -1.47481e-17+0.00969812j 1.26998e-16+0.038375j -2.62018e-17+0.0198695j 1.28956e-17-0.027623j 5.90756e-17+0.0445049j -4.01239e-17+0.026839j -8.15638e-17-0.0565649j 1.72846e-16-0.0818659j -5.05793e-18-0.0368915j 2.03037e-16-0.0420225j 2.18321e-16+0.0197482j -2.95462e-17-0.0383664j 7.21292e-16+0.0754646j -7.07183e-15-0.014054j -4.38847e-17+0.0307063j -1.68085e-16-0.0265056j 1.94838e-16-0.0173502j -4.26441e-17-0.0133244j 4.00583e-16+0.0337887j -4.31913e-16-0.0427022j 2.36584e-15-0.0256078j -1.77979e-15+0.0303782j 2.25654e-16-0.0133642j 3.39391e-17-0.0167944j 8.36588e-17+0.0111656j 7.78042e-17-0.0628324j 2.45544e-15+0.000432781j -5.54653e-16+0.00688796j -1.97323e-17+0.0147736j -4.1872e-17-0.0153804j 5.93492e-16-0.01892j 1.4249e-16-0.00984151j -3.58664e-16+0.0281715j -4.72347e-17-0.0125923j 1.74966e-17-0.000822026j 6.31268e-17-0.00808584j 1.26104e-16-0.0138849j -1.26987e-16-0.010117j 4.73021e-16+0.00951728j -1.62666e-17+0.0323282j -5.78632e-18-0.0239173j 9.90094e-17+0.00137723j 1.52259e-16+0.0181206j 6.68991e-17+0.00281924j -5.21915e-17-0.0180693j -1.87445e-17-0.0324451j 1.86949e-17+0.0127455j 6.69806e-18-0.0368364j 2.28666e-17+0.0171994j -1.43857e-17+0.00654742j 2.44285e-16+0.0435005j 8.02909e-17+0.0154919j 6.34982e-15+0.0143494j 1.40146e-15+0.0593959j 
-3.04859e-16-0.0192889j 1.18223e-14+0.124725j -3.96895e-15-0.0626382j 2.46303e-15+0.0142117j -9.38575e-15-0.150429j 6.54663e-15+0.127714j -5.25635e-15-0.116249j -3.45746e-15-0.112467j 8.38528e-15+0.144748j -1.2677e-16+0.050496j 9.23694e-15+0.11161j 4.80372e-15+0.151855j 1.40571e-15-0.00583674j 4.20453e-15+0.0503852j 8.04098e-15+0.182567j 1.21978e-14+0.0424478j 7.57108e-16-0.0855964j -1.15483e-14-0.146713j 8.30777e-15+0.0734983j 4.9432e-15+0.0723123j -5.45518e-15-0.137463j -1.74074e-15-0.0455614j -1.02053e-14+0.0120048j -8.96464e-16+0.06757j -2.52364e-15-0.045046j 5.20934e-16-0.0333714j 1.58532e-15+0.0904917j 9.6192e-17+0.0103161j -1.64756e-14+0.00418469j -3.99043e-15-0.180735j -7.26906e-15-0.111458j -5.64925e-15+0.00416034j 1.61837e-15-0.0461166j -8.37039e-15-0.0817531j -4.50026e-15-0.0467411j 1.20625e-15+0.091914j -2.78199e-15-0.0094266j 1.93677e-15-0.00967584j 2.56889e-15+0.0664745j 9.08295e-15+0.153731j 9.83423e-15+0.072284j -5.8743e-15-0.17446j -1.57301e-15-0.00362168j 3.2134e-16-0.000515973j -4.2168e-15-0.113931j 2.63378e-15+0.112029j -1.63669e-16-0.0980353j -1.02243e-14-0.135699j 5.38752e-15+0.12551j -6.7951e-16+0.0153068j 1.05585e-15+0.0538702j -8.37724e-16-0.037054j -4.51059e-16-0.0484728j -5.73382e-15-0.127263j 1.9577e-14+0.0614637j 3.79112e-15+0.0120853j 
8.81891e-15+0.0508694j 1.92715e-14+0.0754328j -4.8991e-15-0.0184345j 2.21071e-15+0.00836642j -2.331e-14-0.109698j 1.11516e-14+0.0430197j -8.33256e-15-0.0303673j 9.5825e-15+0.0606153j 2.16103e-14+0.0958494j -2.30433e-15-0.0197074j 2.798e-14+0.144878j 4.24355e-16-0.0214467j 8.27979e-15+0.0429207j 1.16125e-14+0.0585322j 9.85462e-15+0.0371467j -2.34556e-15-0.00264757j 3.55002e-14+0.20682j -3.13879e-14-0.141221j 3.90581e-14+0.210717j 3.23254e-14+0.161601j 1.09276e-14+0.0661809j 8.44261e-15+0.0554926j -3.30423e-14-0.419543j 4.20897e-15-0.00430153j -1.37435e-14-0.0644009j 2.29155e-14+0.122115j -2.32221e-14-0.129201j 1.49005e-14+0.0138329j 6.67746e-13-0.209886j -6.71966e-15-0.0321583j -3.16018e-14-0.167755j -5.20669e-14-0.28787j 1.80505e-14+0.112388j -6.7551e-14-0.343463j -2.74732e-14-0.163775j -1.72202e-14-0.121483j -2.48321e-14-0.138087j 7.62849e-14+0.300246j -6.2828e-15+0.00792784j 6.73313e-15+0.0195937j 5.33348e-14+0.240502j 3.37001e-15+0.0296315j -3.36286e-15-0.0176741j -5.46077e-15-0.0267617j 1.21318e-14+0.0752433j -1.94627e-14-0.12218j 2.80719e-14+0.165284j -2.9629e-14-0.139782j 5.10653e-15+0.0158135j -6.28649e-15-0.0353992j -4.0876e-15-0.0288033j 5.06905e-15+0.0294763j 8.9703e-15+0.0504048j -6.62702e-15-0.0222878j 4.29139e-14+0.0983249j 5.1378e-15-2.18322e-05j 
-5.0759e-16-0.0527662j 4.00441e-16+0.0168292j 1.46118e-16-0.0192501j 1.97276e-18-0.0803798j 1.02139e-15-0.0324149j -1.74432e-16-0.00934781j -5.29923e-17-0.118693j -3.25437e-16+0.00508048j -7.30531e-16-0.047935j -2.95016e-16+0.0495783j -1.27284e-15+0.173423j 2.02944e-15-0.0163363j -1.64503e-18-0.135606j -1.64799e-16+0.0702949j -1.81529e-15-0.0490035j 5.80394e-15+0.0159414j -2.36064e-15-0.000374321j -1.44249e-15+0.0646609j -1.49494e-15+0.114499j 2.19789e-16-0.155156j 5.52091e-16+0.0399731j 9.52737e-16-0.0590898j -8.79552e-15+0.0679533j -1.16118e-14+0.174809j 5.78896e-16+0.120731j 2.44548e-16-0.0548398j 1.77093e-16-0.176473j 3.70582e-16+0.0661324j -6.74719e-14+0.0177525j -6.53678e-15+0.268583j -2.09011e-15+0.177924j 5.61511e-16-0.00117822j -4.66738e-15+0.105002j -1.17168e-15+0.160292j 1.14138e-16+0.00979913j 6.57669e-16-0.0139598j 1.00412e-15-0.0677004j -1.53236e-14-0.203771j 5.5123e-15+0.0790902j -1.12608e-15+0.0340356j -2.98836e-15-0.0584049j 1.30184e-15-0.0572577j 2.98542e-15-0.250971j 1.38869e-15-0.147166j -8.2506e-17-0.0646471j -4.90725e-16+0.113178j -1.76822e-16+0.00402129j 1.32263e-15-0.00138776j -1.39627e-16+0.0279906j 4.6652e-16+0.0525614j 4.43099e-16-0.0870385j -8.39534e-16+0.0343062j -9.97743e-17-0.0888265j 2.31804e-16-0.0125004j 4.408e-15+0.0142708j 9.08199e-16+0.0343427j 
9.92641e-15-0.140921j -3.18345e-15+0.0525345j -7.46182e-15+0.0837406j 3.34552e-15-0.0543226j 5.69721e-15-0.0325905j 4.72993e-15-0.0391884j -9.29617e-15+0.0661102j 1.22936e-14-0.143414j -7.9227e-15+0.0817268j -4.97921e-15+0.0682687j -4.84085e-15+0.0986214j -5.48731e-15+0.0880272j -9.341e-15+0.0879989j -5.72975e-15+0.0672j -1.07242e-14-0.0270685j 3.32131e-14+0.154985j -1.35616e-14+0.0719819j -7.63258e-15+0.0666429j 1.11925e-15+0.0276739j 1.01969e-14-0.0446821j 6.367e-16+0.0396873j 6.95769e-15+0.0438142j -4.22758e-15-0.0059078j 1.1804e-15-0.0839867j -1.09234e-14+0.00776406j 7.59591e-15-0.0169339j -1.18255e-15+0.0160386j -2.48053e-14+0.208212j -2.93279e-13+0.0802984j -2.82059e-15-0.0028183j -2.40565e-15+0.00428086j -2.61377e-15+0.0561311j -6.51164e-15+0.00913208j -1.32985e-14+0.101748j 9.92998e-15-0.0887715j 1.01749e-14-0.093056j -1.29288e-14+0.0893259j 5.31041e-15-0.0503263j 3.31027e-15-0.0553968j -1.25095e-14-0.0166081j -2.13339e-15-0.043277j 2.11244e-14-0.131787j -1.40997e-15+0.0577943j -3.70385e-15+0.0515307j 1.73508e-16-0.0111795j -4.752e-15-0.0104474j -4.17072e-15+0.0342343j 7.23827e-15+0.0239618j 9.26505e-16-0.024036j 3.99598e-15+0.0204932j 8.61928e-15-0.0766982j -1.69494e-14+0.128203j 3.80483e-15-0.0437521j -1.23092e-15+0.0340183j -6.51753e-15+0.0177979j 1.0675e-14-0.126685j 
-4.34061e-15-0.0851606j 2.33421e-15-0.0172759j 2.25077e-15+0.0330788j -1.52402e-15-0.0539443j -1.51835e-15+0.043747j -2.62814e-15+0.0245611j 2.34028e-15-0.049261j -4.39113e-15-0.0524766j 5.56601e-16+0.037282j 2.43734e-15+0.0502901j -1.15564e-15+0.154861j 1.41581e-15+0.092683j 4.57166e-15-0.0272085j 2.11928e-15+0.0394677j 5.4726e-15-0.202643j -2.05848e-14-0.105827j 4.46037e-15-0.0961094j 2.92239e-15+0.00111026j -2.54556e-15+0.116551j -6.91406e-15+0.14917j -1.90605e-15+0.12603j -5.8617e-15+0.28251j 1.82567e-14-0.130349j 1.88123e-14-0.264606j 4.06741e-15-0.245605j -4.27479e-15+0.151155j -1.77458e-16-0.016434j 9.07842e-15+0.0474345j 6.0594e-14-0.0172069j 3.8908e-15-0.0609585j 2.24524e-15-0.0320484j 9.76322e-16+0.0553539j 3.20499e-15-0.0845075j 7.4849e-15-0.0703521j 1.86128e-16-0.0506409j -3.32405e-15-0.00514097j 8.91895e-15-0.123702j 2.73904e-15+0.0570212j -1.69853e-16-0.0811442j 5.58727e-15-0.358098j -1.99362e-15-0.138965j -1.12756e-14+0.179503j -1.57295e-15+0.093561j -1.13284e-15+0.0402836j -8.87159e-16-0.00972909j 6.06006e-15-0.1501j 3.39221e-15-0.0309946j -7.1411e-15+0.257261j 7.75233e-16-0.0480047j -2.79376e-15+0.145037j -4.6693e-15+0.029643j 8.11987e-15-0.0856183j -2.0318e-15-0.0125155j -5.55591e-16+0.0622931j -1.31766e-14-0.0585518j -7.5771e-15-0.0392435j 
4.87155e-15+0.0310194j 3.51295e-18-0.00267774j -2.47399e-16-0.00757023j 2.82073e-15+0.0250406j -8.17773e-15-0.081425j 1.30344e-15+0.00707261j 9.31215e-15+0.0829694j 4.3657e-15+0.035838j 1.42243e-14+0.140729j -1.08724e-14-0.0961899j 1.34255e-14+0.175367j -1.03385e-14-0.120723j -1.0932e-14-0.113809j -2.79187e-15-0.0151673j 3.30439e-15+0.00667957j -1.00189e-14-0.0264039j 1.41633e-14+0.140987j 7.84399e-15+0.0785711j -1.41308e-15+0.0449089j 1.24799e-14+0.123826j -4.95838e-16-0.00868804j 6.4466e-16+0.0126073j 2.77021e-15+0.10362j 2.07988e-15-0.143567j 7.4968e-15+0.0762294j -5.21666e-15-0.0282071j 3.58795e-15+0.0623654j -4.78779e-15-0.191053j 5.38569e-13-0.159563j 1.03698e-14+0.13745j 1.56767e-15+0.00494906j 1.00137e-15+0.035182j 1.24047e-14+0.186072j 1.34376e-14+0.161523j -3.81058e-15-0.0371941j -2.85366e-15-0.039747j -1.24812e-14-0.153896j -1.16465e-17-0.00779082j -3.66123e-15-0.064216j -6.94323e-15-0.107993j 8.3733e-16+0.0211011j 2.8448e-15+0.0456819j -7.11563e-15-0.0690204j 1.48739e-14+0.192819j -6.99179e-15-0.108442j -1.47075e-14-0.139326j -9.02378e-15-0.0870786j 9.32458e-15+0.109925j -5.2529e-15-0.0377003j -1.00323e-15+0.0127814j -1.64628e-16-0.0249037j -4.28261e-15-0.0525788j 2.56751e-15+0.0241005j 4.09968e-15+0.0497048j -1.39145e-14-0.0501948j 1.23868e-15+0.0324868j 
1.60738e-15+0.0720918j -1.59874e-16+0.0135227j -1.27473e-16+0.0635398j 4.44762e-16-0.0177803j -9.30067e-16-0.0182043j 1.59167e-16+0.031598j 1.36504e-15+0.0838732j 1.88127e-15+0.0334814j 1.56416e-15+0.0847856j -1.9081e-15-0.0582812j 6.33829e-16+0.0499551j -2.82068e-15-0.00377838j -2.09176e-15-0.0436952j -5.84075e-16-0.015203j -1.05249e-16+0.0572023j 5.88835e-15+0.0242485j 1.76019e-15+0.087293j 2.12029e-15+0.0649299j 4.72866e-16-0.112152j 2.76107e-15+0.0724067j -2.25385e-16+0.115085j -1.40551e-15+0.0947487j -1.05389e-14+0.103811j -2.33567e-14+0.368093j 3.30798e-15-0.177268j 4.36956e-16-0.0138228j 7.02988e-16-0.127589j -2.39458e-14+0.12448j -1.07753e-12+0.317007j -5.99029e-17-0.0263924j -2.8974e-16+0.0980125j -6.20808e-16-0.0915644j 3.49361e-15+0.0177749j 1.20299e-15-0.0637265j 1.91326e-15-0.162162j 8.67684e-16-0.00606155j -1.75768e-15-0.0467444j -7.15197e-15-0.0960067j 2.88234e-15+0.0781663j -1.00453e-15-0.0315821j -7.95091e-15-0.265498j 7.72102e-16-0.0149959j -6.39371e-16-0.047371j 2.75174e-15-0.177469j 6.75728e-16+0.231834j -7.55505e-16-0.0623002j 1.13545e-16-0.115878j 6.62904e-16+0.105353j -5.13309e-16-0.111681j -3.07637e-16-0.0539865j -1.85207e-16+0.134282j -6.56433e-16+0.0370862j 8.43097e-16+0.0123801j 5.28298e-16+0.0253466j 7.19116e-15+0.0271852j 2.52983e-15+0.0207586j 
6.92134e-19-0.0293581j 1.63846e-15+0.0350573j 6.7444e-17+0.0383324j 2.00224e-16-0.0441002j -3.13596e-16+0.00608676j 6.50785e-17+0.016571j 8.77767e-16-0.0160524j 8.66673e-16-0.0443232j 7.26843e-16+0.00465978j -4.46377e-16-0.0967606j 2.11057e-16-0.0741369j -1.27343e-15-0.0306092j -8.93497e-16-0.0221734j -2.05723e-16-0.00762997j -5.65576e-15-0.0275271j 5.587e-14+0.162639j -4.377e-16+0.128815j 9.54651e-16-0.00815525j -4.97384e-17-0.0558528j 8.28224e-16+0.0365829j 3.80388e-16-0.00622871j 3.82478e-16+0.0619282j 1.16936e-14-0.100537j 4.02057e-15-0.0440658j 7.65866e-16+0.09293j 3.18652e-16+0.0769068j -1.002e-15-0.0913822j -1.81971e-15+0.0680103j -3.12979e-14+0.00780404j 1.88379e-15+0.0119569j 1.31358e-15-0.0336955j 1.51298e-15-0.199272j 1.85134e-15-0.0185764j -1.25766e-16-0.0715068j 1.50111e-15-0.0783957j 1.38789e-15-0.0289675j -1.09794e-15-0.0469039j 1.03321e-14+0.170912j -5.69514e-15+0.0182417j 3.92095e-16+0.0896082j 3.99573e-15+0.14628j 1.37638e-15+0.0045937j -4.49411e-16+0.103703j 4.29945e-16-0.0441515j 8.42893e-16+0.112922j -7.50543e-16-0.174148j -2.07752e-16+0.123061j 1.31436e-15+0.0742472j -1.09348e-15-0.0106751j -3.20181e-16+0.028033j 5.19493e-16+0.0308534j -1.35809e-16-0.042693j 1.99028e-16-0.0425014j 2.49303e-16-0.0381756j -5.43521e-16+0.00892061j -3.07227e-16-0.048512j 
-1.46395e-16-0.00599709j -1.94847e-15-0.021576j 6.12075e-15+0.0710682j -2.37664e-15-0.0237409j -1.11421e-16-0.00311646j -4.06056e-15-0.0573358j 8.59737e-15+0.118684j -4.70373e-15-0.0440415j 1.61938e-15+0.0143974j 5.25284e-15+0.0780739j 2.99695e-15+0.032118j 4.37873e-15+0.0539939j 7.62004e-15+0.113219j 4.59867e-15+0.0559093j 1.14173e-14+0.122472j -1.51e-15+0.00573817j 7.57205e-15+0.103515j 6.54121e-15+0.0932813j 4.06447e-15+0.0706271j -4.39659e-15-0.0616769j 2.53421e-15+0.0246167j -7.17912e-15-0.0896889j 2.35678e-15-0.0519333j -1.30838e-15-0.0429068j -1.45744e-15-0.0115032j -2.14546e-15-0.0312016j 7.00261e-15+0.0727089j 9.72888e-16-0.0094j 1.41748e-13-0.0429178j -1.60779e-15-0.0105784j -5.61757e-15-0.0639946j 5.11584e-15+0.0702927j 5.17542e-15+0.0904333j -1.16666e-15-0.00569995j 5.74595e-17-0.00461045j -8.5471e-15-0.123875j 8.51017e-15+0.108872j -7.67149e-15-0.0605146j -1.61258e-15-0.041854j -2.19405e-15-0.0215026j 2.39123e-15+0.0204198j -5.95514e-15-0.0738624j 1.01415e-15+0.00731772j 5.63347e-15+0.0843563j -7.20766e-15-0.0815148j 9.56269e-15+0.128168j -6.02042e-15-0.0550971j -1.08895e-14-0.137074j 1.58593e-15+0.0125698j 1.7953e-17-0.0207002j -8.38527e-15-0.109879j 1.30486e-14+0.178056j 1.26337e-16+0.00820445j 5.83264e-15+0.0772433j 1.26184e-14+0.0381803j 3.35546e-15+0.00845206j 
-3.60807e-16-0.00320448j -3.62409e-15-0.0716604j -3.26184e-15-0.0726961j 1.77991e-15+0.0353349j -1.56671e-15-0.0372561j -1.21794e-15-0.0169597j 8.50237e-16+0.0785939j 3.46095e-15+0.120809j -2.72344e-15-0.0289444j 2.39869e-15+0.0828706j -1.02947e-15-0.0140516j -2.3025e-15-0.0370086j 3.4864e-15+0.183411j -1.93905e-15-0.0532497j -4.13417e-15-0.126715j -9.74183e-15-0.030887j -2.5171e-15-0.00874563j -2.90048e-15+0.00193034j 1.27029e-15+0.0448311j -2.75266e-16-0.0165194j -6.00695e-16-0.0383579j -2.07377e-16-0.030108j 8.66257e-15-0.113758j 1.59977e-15-0.00676182j -4.43083e-16+0.00782478j -4.06522e-16-0.0644352j -1.43896e-15-0.0825606j 5.75368e-15-0.0165014j 1.06721e-13-0.0325536j -9.48847e-16+0.0850583j 2.33936e-16+0.0545534j 1.62133e-15+0.0114826j 4.22093e-16-0.0745915j -7.85302e-16+0.168095j 1.03435e-15+0.000279784j 2.75152e-16-0.0443619j 1.59909e-15-0.0303294j -2.35834e-15-0.0863261j 4.66419e-15-0.0314696j 3.17511e-15+0.0379461j 2.19586e-15+0.0621686j 1.24227e-16-0.0302321j -7.60046e-17-0.117749j 9.51423e-16+0.144611j 2.41875e-15+6.13087e-05j -1.95316e-15+0.0661428j 3.69636e-15+0.182637j -7.19539e-16+0.00137242j -1.34475e-15+0.0208106j -5.50464e-15-0.19137j 1.46393e-16-0.03806j -7.61441e-16+0.0873275j 1.30695e-15+0.0791632j -1.43893e-15+0.0233468j -1.37174e-14-0.0445176j -4.90715e-15-0.0315836j 
2.80269e-15+0.0528243j 1.11459e-15+0.00180407j 4.4406e-15+0.0629211j -2.1949e-15-0.0436237j 2.90681e-15+0.0297386j 3.22488e-15+0.0649841j -2.62534e-15-0.00766117j -3.60222e-15-0.0181867j 6.35812e-15+0.109141j -5.94148e-15-0.0874495j 1.85373e-15+0.00451753j 2.67784e-15+0.0459643j -5.37177e-15-0.0214647j 1.24438e-15+0.0117648j 6.84956e-16+0.0143195j 4.09588e-14+0.104018j 4.19031e-15+0.0977549j 3.88754e-15+0.0753088j -6.09083e-15-0.0896418j 6.68242e-16+0.00942434j 4.68454e-16-0.0116116j 3.22496e-16+0.00251615j 3.21765e-16+0.0659237j -5.37155e-16-0.0198487j 4.17523e-15+0.0510273j -3.43748e-15-0.0495069j 3.15673e-15-0.0369642j -1.21226e-14-0.163332j -3.55353e-13+0.109831j -2.77774e-15+0.0773629j -2.83865e-16+0.0391032j -1.74472e-15-0.0657488j 6.22652e-16-0.0555166j 4.58889e-15+0.209144j 9.24459e-16-0.0126517j -2.70595e-15-0.0356145j -1.16944e-17-0.0752856j -1.48068e-14-0.190463j -7.17311e-16-0.138225j -4.33499e-15-0.0607281j 3.04356e-15+0.0561258j 3.6844e-15+0.0454615j -1.52697e-15-0.097593j -6.14801e-16+0.050724j -3.98274e-15-0.0570349j 2.22975e-15+0.110795j -7.248e-15-0.018403j -4.74545e-16+0.0471803j 7.74317e-16+0.05566j 1.0419e-14+0.102828j -1.99252e-15-0.0221441j 7.50969e-16+0.0774591j -6.4703e-16+0.0155826j 4.12387e-15+0.0767571j 1.94923e-14+0.0518538j 8.84256e-15+0.0842299j 
-3.93035e-16+0.0390407j -5.80627e-16-0.00991246j -5.57447e-16+0.0311725j -4.0456e-16-0.0606063j -5.21745e-16-0.0317195j 2.79449e-16+0.0722901j -2.91786e-16+0.0550369j 2.32493e-17+0.0107439j -1.27772e-15+0.0266372j 1.12187e-15+0.0268868j -2.22886e-16-0.0736822j -7.62533e-16+0.0537701j -3.41141e-17+0.0332737j 1.56046e-16+0.0507522j 8.0328e-16+0.0344311j -1.97951e-14-0.0526097j -2.01472e-15-0.0327449j -1.03173e-15+0.0644191j 5.88901e-17+0.0208148j 7.35133e-16+0.0353872j -3.03302e-16-0.0571151j 7.08692e-16+0.013016j 7.39624e-15-0.0890735j -1.83464e-15+0.0295485j -2.57765e-15-0.116647j 2.05164e-15+0.0844863j -1.0618e-15-0.171093j -3.84946e-15-0.22275j -3.04575e-13+0.0942512j -4.0679e-15+0.057411j -6.34945e-16+0.0205671j 8.00443e-16-0.00483546j 7.92143e-16-0.0908838j -1.44866e-15+0.19137j -1.0386e-16-0.0390959j 3.46935e-16+0.113983j 1.50589e-15-0.13957j -1.44881e-14-0.265865j 8.5584e-15-0.0981717j 1.23828e-15-0.0114012j 2.55699e-15+0.0657868j -6.55481e-16-0.0522492j 1.2532e-15-0.0820722j -9.7725e-16+0.0575609j 2.34805e-15+0.0239207j 1.63432e-16+0.251057j 1.27392e-15+0.105028j 1.01627e-15+0.158157j 4.38591e-16+0.137488j -1.31338e-15-0.0594525j 1.33489e-15+0.107428j -8.39328e-16+0.124898j -3.35497e-16+0.0238424j -1.28047e-15-0.0016295j 1.03904e-14+0.038844j 1.56706e-15+0.0335961j 
-1.10571e-15+0.0398479j -7.35431e-17-0.0747004j 1.08021e-15-0.0157082j -1.72511e-15+0.0279565j -4.21495e-15+0.101973j -1.89566e-15+0.0488321j 2.93993e-15-0.0702744j 7.80227e-16-0.0351535j -3.89104e-16+0.0125151j 2.34977e-15-0.0618924j 5.78621e-16-0.000694187j -4.36092e-15+0.0834565j -9.90743e-17-0.0137965j 5.79578e-16-0.0330516j -5.25606e-15+0.0775742j 1.98068e-14+0.0709037j -1.97884e-15+0.040457j 1.06103e-15-0.00304858j -1.837e-16-0.0231806j 1.29093e-15-0.0254128j 1.85379e-15-0.0480413j 1.41415e-15-0.00195706j -5.14323e-15+0.0439102j 9.04507e-15-0.0883764j -3.551e-15+0.0879742j 2.4426e-15-0.083154j -3.26626e-15+0.0697933j 4.85469e-15-0.124436j -1.01012e-14+0.00583539j 1.63818e-15-0.028933j 3.5904e-15-0.0390954j 5.05315e-15-0.0964324j 5.13359e-15-0.0963867j 5.31884e-16+0.0505696j -1.76576e-15+0.0367573j 2.73341e-15-0.0516091j 3.51235e-15-0.0996701j -1.74152e-15-0.0677373j 3.7445e-15-0.0571046j 6.67724e-16-0.03363j -1.00048e-15+0.0930869j -1.17784e-15+0.00921545j 1.32584e-15-0.0469039j -1.80052e-15+0.0449503j 5.11325e-15-0.135389j -2.03231e-15+0.0187714j 2.68598e-15-0.0520918j 2.07274e-15+0.0156219j -2.72629e-15+0.0837475j -4.25179e-15+0.0990649j 1.87827e-15-0.0209667j 3.5952e-15-0.0953351j -1.81789e-15+0.0431285j -2.24934e-15+0.0508379j -3.80277e-15-0.0462463j -5.59173e-15+0.107883j 
-5.72897e-16-0.0177975j -7.06815e-15-0.0784388j -2.80656e-15-0.0585451j -1.24013e-16-0.00602162j -7.8444e-17-0.0119939j 6.81086e-16+0.0114457j 2.33269e-16-0.0060949j -2.97317e-15-0.051921j -5.31009e-15-0.101386j -5.49764e-17-0.00408378j 2.17949e-16+0.020901j 1.37172e-15+0.013531j -8.99021e-17-0.00937577j -3.46371e-15-0.0941448j 4.06848e-15+0.096709j 1.6277e-14+0.0490849j -1.98055e-16+0.0137431j -6.34275e-16-0.010177j 3.59432e-15+0.0843417j 5.37419e-16+0.0218029j -3.37421e-15-0.0547428j 2.44432e-15+0.0535987j 2.41555e-15-0.0501473j -5.61273e-16+0.00795731j 4.85107e-16+0.00598642j 4.5625e-16-0.00341056j -3.1484e-15-0.0745403j 8.29652e-16+0.010397j 1.82692e-14-0.0059252j -3.94359e-16+0.00303044j -3.3278e-17+0.0334704j -4.36617e-15-0.111398j -1.83474e-15-0.103844j -2.02981e-16+0.0227726j -9.61152e-16-0.0710836j 2.04314e-15+0.035124j -8.39598e-15-0.216657j -4.90844e-15-0.0157096j 7.4781e-15+0.127308j 5.4855e-15+0.0914415j 5.4806e-15+0.0762366j -7.78498e-15-0.186828j 5.66248e-16-0.0278642j 1.18964e-15+0.0138282j -1.34698e-15-0.00246497j -6.41083e-15-0.143168j 2.38475e-15+0.0700362j 1.02713e-14+0.230093j 5.72768e-15+0.128178j -5.6628e-15-0.126519j 5.94824e-15+0.128763j -8.00729e-15-0.167441j -1.26699e-15-0.0177399j -4.44922e-15-0.0994359j -3.63616e-14-0.13002j -5.66277e-15+0.0119932j 
-1.31378e-15+0.0125675j -6.778e-17+0.00369331j -2.05194e-16+0.000182696j 9.716e-16-0.0213809j 3.31069e-15-0.0577371j 1.85827e-15-0.0136005j -3.39073e-15+0.0480616j -8.68923e-16+0.00250447j 3.83811e-15-0.0522823j 1.6624e-15-0.0190857j -2.92064e-16+0.00428797j 4.88277e-15-0.0505394j 5.5791e-16-0.0159538j -8.92602e-16+0.0113305j -3.30888e-15+0.0556888j -7.97664e-15-0.0202899j -4.46473e-15+0.0351055j -1.17303e-15+0.00905564j -4.78485e-15+0.06214j 6.41543e-16+0.0145879j -1.57234e-16+0.00146797j 2.15348e-15-0.0134669j 1.40238e-14-0.0768164j -5.46499e-15+0.0435417j -8.70371e-16-0.0183209j -2.96808e-15+0.0651083j 4.534e-15-0.0694024j 2.49299e-15+0.00665684j 1.58658e-13-0.0462336j -4.21803e-15+0.0404542j 2.02133e-16-0.00502428j 2.84623e-15-0.0284609j -6.67967e-15+0.0633983j 3.45548e-15-0.0622141j 2.37625e-15-0.0337737j 9.28261e-16+0.0167241j 1.53368e-15-0.0330639j -2.47536e-15+0.0537834j -6.07102e-15+0.0861272j -4.06541e-15+0.0542413j -2.7056e-15+0.0228875j 2.16504e-15-0.0259388j -6.3367e-17+0.0204393j 1.39689e-15-0.0167534j -3.47216e-15+0.0553299j 2.64682e-15-0.0499971j -1.81353e-15+0.00434529j 1.69434e-16+0.0316513j 1.845e-16-0.00274823j 4.79539e-15-0.0690768j -1.13559e-15+0.0422431j -1.13992e-15-0.0026255j 1.43015e-15-0.0369924j 2.14936e-15-0.0451582j -2.59327e-15-0.00979149j -4.32892e-16-0.00394865j 
