4.8564e-16+0.0935209j -1.75621e-15-0.0280583j -1.47481e-17+0.00969812j 1.26998e-16+0.038375j -2.62018e-17+0.0198695j 1.28956e-17-0.027623j 5.90756e-17+0.0445049j -4.01239e-17+0.026839j -8.15638e-17-0.0565649j 1.72846e-16-0.0818659j -5.05793e-18-0.0368915j 2.03037e-16-0.0420225j 2.18321e-16+0.0197482j -2.95462e-17-0.0383664j 7.21292e-16+0.0754646j -7.07183e-15-0.014054j -4.38847e-17+0.0307063j -1.68085e-16-0.0265056j 1.94838e-16-0.0173502j -4.26441e-17-0.0133244j 4.00583e-16+0.0337887j -4.31913e-16-0.0427022j 2.36584e-15-0.0256078j -1.77979e-15+0.0303782j 2.25654e-16-0.0133642j 3.39391e-17-0.0167944j 8.36588e-17+0.0111656j 7.78042e-17-0.0628324j 2.45544e-15+0.000432781j -5.54653e-16+0.00688796j -1.97323e-17+0.0147736j -4.1872e-17-0.0153804j 5.93492e-16-0.01892j 1.4249e-16-0.00984151j -3.58664e-16+0.0281715j -4.72347e-17-0.0125923j 1.74966e-17-0.000822026j 6.31268e-17-0.00808584j 1.26104e-16-0.0138849j -1.26987e-16-0.010117j 4.73021e-16+0.00951728j -1.62666e-17+0.0323282j -5.78632e-18-0.0239173j 9.90094e-17+0.00137723j 1.52259e-16+0.0181206j 6.68991e-17+0.00281924j -5.21915e-17-0.0180693j -1.87445e-17-0.0324451j 1.86949e-17+0.0127455j 6.69806e-18-0.0368364j 2.28666e-17+0.0171994j -1.43857e-17+0.00654742j 2.44285e-16+0.0435005j 8.02909e-17+0.0154919j 6.34982e-15+0.0143494j 1.40146e-15+0.0593959j 
2.71605e-16-0.0213552j -1.21085e-15-0.0378368j -6.82504e-17-0.00201196j 6.51864e-17+0.0315878j -6.09173e-17+0.0579058j 4.70122e-17-0.00320769j -5.30393e-17+0.0223463j 4.75144e-17+0.0354132j 7.55637e-17+0.0305743j -4.02876e-18+0.012264j 2.29386e-17+0.0105767j -1.68618e-16+0.0151521j -2.34403e-19+0.0245446j -7.28142e-17+0.0494737j 2.19125e-16-0.0652673j -3.81554e-15-0.0159831j 5.08664e-17+0.0141636j 1.74543e-17+0.0300281j -1.77522e-16-0.0069404j 4.67934e-17-0.0348747j -1.43072e-16+0.0175265j 1.5104e-16+0.0169952j -4.55483e-16+0.00604025j 1.16753e-15-0.0180291j 4.00799e-17+0.0184273j -1.7687e-16-0.012672j 4.0359e-17+0.00735152j -1.0351e-15+0.0271526j -4.90206e-14+0.0140119j -1.99797e-16+0.00951439j 3.44366e-16-0.0325846j 1.76799e-16-0.0037488j -1.14066e-15+0.0408482j -1.28701e-18-0.0110516j -8.98571e-17+0.00690586j 3.12897e-16-0.0565074j -1.93439e-16+0.0319291j 1.15609e-15-0.00355843j 7.97246e-17-0.0422994j -6.31344e-16-0.0610666j -1.50568e-15-0.0543611j -3.601e-16+0.0773718j -2.28451e-16+0.00894616j -5.77038e-17+0.0125037j 1.79852e-16+0.000962033j 4.89993e-17+0.0189482j -1.02169e-17-0.0201098j 1.58988e-17-0.0354242j 4.19123e-17-0.0873116j 2.76013e-17+0.0423261j 5.47051e-17-0.0569899j 2.74573e-18+0.0172374j 3.43544e-16+0.0448845j 9.88408e-17+0.0857449j -6.01384e-15-0.023518j -1.28892e-15-0.0111253j 
-3.13904e-16-0.0159207j 1.45919e-15+0.0356449j -3.73024e-18-0.00921105j -1.58424e-17-0.0124166j -1.78638e-18-0.0419146j -1.28841e-17+0.000823234j -5.1096e-17-0.0156317j 1.13068e-17+0.00842758j 8.69288e-18-0.00140589j 1.58184e-17-0.00202615j -9.75097e-17+0.0137464j 4.10017e-16-0.0256964j 2.6827e-17-0.00991286j -8.28475e-17+0.0102939j -1.50154e-16-0.0417816j 2.14148e-15+0.00251782j 1.72628e-16-0.0168573j -5.27386e-17-0.020365j 3.54859e-16-0.000442985j -5.11762e-17+0.00731186j 3.68132e-17+0.00264538j -5.18903e-17-0.0026378j 6.25241e-16-0.00570668j -1.10134e-15+0.0230551j 8.4527e-17+0.00632525j 9.09338e-17+0.018121j -1.42304e-16-0.0103967j 7.49064e-16+0.0643488j 4.35163e-14-0.0141546j 3.2878e-16+0.0108066j 4.37765e-18+0.00719943j -2.94028e-16+0.0122596j -7.28148e-16+0.0294915j -1.70184e-16-0.0411447j -3.12811e-16+0.00304456j 4.99319e-17+0.00546677j -5.87578e-16+0.0482469j 3.167e-15+0.0682688j -1.74162e-15+0.0489389j 1.05795e-16+0.0270601j -7.60312e-16-0.0192962j -6.44172e-17+0.0368998j -1.18677e-16+0.023652j 9.24754e-18-0.0261699j 3.32082e-17+0.0293102j 4.55937e-17-0.0410808j -4.06448e-17-0.0159573j 3.72538e-17-0.0401582j 2.75941e-17-0.0463532j -8.85456e-19+0.00145832j 2.82446e-17-0.0124963j 6.387e-18+0.000674371j -2.15278e-16-0.0402521j -1.19854e-16-0.0257883j 2.0811e-15+0.0137777j 4.32577e-16-0.0224605j 
-1.81649e-16-0.0421723j 8.83156e-16+0.014968j 4.33938e-17+0.00400849j -8.75579e-17-0.0280081j 8.78066e-18+0.00621934j -1.48665e-17+0.0187347j -1.68331e-17-0.04897j 4.70056e-17-0.0337354j 1.65381e-17+0.0187238j -1.3699e-17-0.000906926j -1.44737e-17+0.0280156j -4.26482e-17+0.020595j -1.21678e-16-0.0476983j 4.09121e-17+0.0207588j -7.93884e-16-0.039611j 9.53677e-15+0.0245j -4.15225e-17-0.0109643j 2.0325e-16+0.0103914j -4.42804e-17+0.00200624j 1.04527e-16+0.0067491j -1.77343e-16-0.00737426j 2.89449e-16+0.0361669j -2.40174e-15+0.024759j 3.16664e-15-0.0541663j -2.31615e-16+0.0264435j -4.68951e-17+0.0192058j -1.42376e-16+0.0067074j 5.48016e-16+0.0232807j 3.28321e-14-0.0102144j 1.73189e-16+0.00654362j 2.51779e-17-0.0081951j 4.31918e-17-0.00444562j -2.40556e-16+0.00726459j -1.92154e-16-0.00497119j 8.29189e-18+0.00208966j 1.17454e-17+0.00138209j -1.12776e-16-0.00866717j 1.79281e-15+0.0289717j -6.89343e-16+0.00894397j -3.65591e-16-0.0236413j 5.7334e-18-0.00245012j -1.03516e-17+0.0304938j -7.20083e-17+0.0288529j -3.49081e-17-0.0113747j -2.82122e-16-0.0256397j -1.22424e-16-0.0411541j 8.73092e-17-0.0286315j -4.18619e-17+0.0311563j -5.03461e-17-0.0141367j -2.5508e-17+0.0737116j 1.74558e-17-0.0143516j 6.13119e-17-0.0400913j -1.71285e-16-0.0419409j -5.10438e-17-0.00311324j -3.27443e-15-0.0121945j -6.97494e-16-0.00895193j 
-1.92646e-16-0.00375816j 8.68197e-16+0.0222378j 1.18675e-18+0.0152391j 1.12147e-17+0.00415351j -2.04749e-17+0.00292039j 1.91189e-17+0.0203906j 1.31772e-18+0.00081033j 2.16101e-17-0.0209902j 3.84174e-17+0.0326389j 2.1491e-16-0.0342223j 2.10471e-16-0.000107357j -3.79392e-17+0.00673986j -1.4345e-16-0.0449777j 9.08856e-17+0.0323756j 1.13606e-16+0.0024578j -4.57399e-16-0.00122074j 1.81438e-17-0.0122488j 2.88264e-16-0.00591083j 3.15056e-16-0.0176562j 2.56554e-16+0.0243492j -7.89385e-17+0.00705284j 7.26986e-17+0.0409252j -1.63414e-15+0.0162856j -6.61832e-16+0.00753006j -3.3412e-16-0.0317963j 2.34005e-16+0.0422355j 7.23084e-17-0.019603j -2.73454e-15-0.00339469j -1.44915e-13+0.0431261j -1.21089e-16-0.0158563j 9.40213e-17-0.0122332j 1.20607e-16-0.00790554j 6.39041e-18+0.00668846j -3.49943e-16-0.00842527j 6.10407e-17-0.0250454j -1.91785e-16+0.0430801j 5.78861e-17-0.0253229j 3.30723e-16-0.00698317j 2.57689e-16-0.0205351j -3.14884e-16-0.0240443j -1.25496e-15-0.0367603j -1.89543e-16+0.0157746j -4.20363e-17+0.0329265j -1.71611e-17-0.0265367j 1.79663e-16+0.0396548j 1.38574e-16-0.00826422j 4.49547e-17-0.0145407j -4.181e-17+0.0555956j -3.27426e-17-0.019211j 3.45459e-18+0.0337691j -2.38852e-17+0.0455962j -1.4262e-17-0.0205145j 3.8123e-17+0.0031891j 2.07427e-17+0.000201283j 6.05848e-16+0.0058021j 1.22099e-16-0.0148985j 
-3.70746e-17+0.0136477j 1.17544e-16+0.00612538j -3.40116e-17-0.016614j 1.25049e-16+0.0401073j -6.15525e-18+0.0190952j -4.8423e-17-0.00256008j 5.60414e-19-0.0305171j -3.44736e-17-0.0053884j -3.13097e-17-6.30228e-05j 1.07826e-16-0.0327127j 2.62873e-17+0.0100559j 1.82728e-16-0.0076998j 5.46799e-17-0.0307208j 2.05723e-18-0.00913738j -3.23707e-17+0.0232233j 7.42267e-16+0.00398648j 9.26545e-17-0.0025214j -7.25967e-17-0.052602j 2.94923e-16+0.00438385j -1.0569e-16-0.000133234j 2.84336e-17+0.00837648j -5.52478e-17+0.00491983j -2.42273e-16+0.00163177j 2.75318e-16-0.000730602j 1.73907e-16+0.0173951j -1.0146e-16-0.00941812j -2.1441e-17+0.0178698j 1.0281e-15-0.000445897j 5.55497e-14-0.0163983j 6.78799e-16-0.021097j 2.68109e-16-0.0097068j 1.64531e-16-0.0308973j 3.17501e-16-0.00621354j -1.36478e-16-0.0295495j 8.5036e-17-0.000877995j 1.1584e-17+0.0141994j 2.95102e-17-0.0313953j 2.4523e-15+0.0271882j -9.33067e-16-0.0170441j 5.68763e-17+0.00515536j 3.49808e-16+0.0157938j 9.63131e-17-0.0166837j 9.78212e-17-0.00781709j 9.68733e-17-0.0253975j -1.60804e-16-0.00154921j -3.83136e-17-0.0284391j -8.16543e-17+0.0213458j 3.82972e-17-0.00309586j -1.79587e-17+0.0150076j -2.72483e-17+0.0116694j -1.09135e-17+0.0161413j 4.35981e-17-0.054637j 1.2438e-16+0.0326861j 5.99489e-17-0.0106178j -1.36208e-16-0.000806985j -4.58504e-17+0.0011937j 
-3.98029e-16+0.0249109j 2.0556e-15+0.0633865j 3.7829e-18+0.0483659j -1.63542e-16-0.00927275j 7.06151e-18-0.00611463j 4.91746e-17-0.0237256j -6.64435e-17-0.00514593j 1.85368e-17+0.00300333j -1.02986e-16+0.0317934j 6.30725e-17-0.00211314j 4.44514e-17-0.0194874j 1.73726e-16-0.0150861j 1.05419e-16+0.00521262j -1.71444e-16+0.0162078j -7.4625e-17-0.00332562j 1.57937e-15+0.00465414j -7.73413e-17+0.0231192j 1.45389e-16-0.0210571j 4.76388e-16-0.0287915j 1.30989e-17-0.00243749j 2.73478e-16+0.0519854j -4.24602e-16-0.0285093j 2.34771e-15-0.0245317j -1.09152e-15+0.0193895j 5.57415e-17-0.0169332j 2.16332e-17+0.00839236j 6.57784e-17+0.000757049j -5.27556e-16-0.0087509j -2.29034e-14+0.00697511j -1.01725e-16-0.0012067j 1.74825e-18+0.0112728j -1.38452e-16+0.0157625j -5.1477e-16+0.0170521j -6.73131e-17-0.00397254j -2.03679e-16+0.00297109j -1.72206e-16-0.0031085j -2.35149e-16+0.0667414j 1.78106e-15-0.00458572j -2.80794e-16-0.0829165j -7.68663e-18-0.0124484j 8.81164e-16+0.0215811j 1.25782e-16+0.00484717j 4.01035e-17-0.0173993j 9.9501e-17-0.0374758j 3.45164e-16+0.0266135j 2.59586e-16+0.0733052j -4.90316e-16+0.0570628j 8.94963e-17-0.0875019j 1.63068e-17+0.0143802j 1.66704e-17+0.0240365j -5.93826e-17-0.0323223j -1.15684e-16+0.101804j -2.53465e-17+0.0174261j 4.43226e-17+0.00901387j 2.27237e-14+0.101147j 5.07571e-15-0.0147975j 
-1.56259e-16-0.0593768j 1.20178e-15+0.0244586j -9.51559e-17-0.0143623j -2.99808e-18+0.05866j 2.19555e-18+2.43579e-05j 1.2043e-16-0.0206352j -5.20512e-17+0.0321039j 2.72059e-17-0.0168108j -1.67107e-16+0.043798j -2.78346e-17+0.00834699j -4.6822e-17+0.00463443j 3.95444e-16-0.0220468j 1.66864e-17-0.00975324j -1.61364e-16+0.0277089j -3.2833e-16-0.0294078j 4.53627e-15+0.0108275j 1.02465e-16-0.00868888j 1.4735e-16-0.0320048j 2.65764e-16+0.00409136j 1.92307e-17+0.00156206j -2.8761e-16-0.00486263j 1.23522e-16+0.0339145j -9.57881e-16+0.0109665j 1.35586e-15-0.0201545j -1.08504e-16+0.0172528j -1.34732e-16+0.0170093j -2.63583e-17-0.00356198j -4.87691e-16+0.064087j -6.21122e-15+0.000674341j 9.61058e-16-0.019382j 1.96225e-16-0.0190168j 1.41496e-16+0.00659234j -1.04176e-15+0.0325333j -5.63581e-16+0.0242891j 7.54052e-16-0.0499716j -2.31339e-16+0.0432575j -5.46151e-17-0.0210229j 2.3377e-15+0.0187146j -6.83474e-16-0.0517008j 5.46955e-16+0.0284352j -7.82098e-16-0.0144884j 3.90808e-16-0.0872627j -2.20265e-17+0.0378044j -3.55733e-17+0.0098055j -7.57542e-17+0.0520161j 1.0524e-16-0.0368243j -6.25988e-16+0.103733j 5.93187e-17+0.0603449j 7.89137e-17-0.0234426j 1.13501e-16-0.039868j -2.72637e-17+0.0352353j -6.35667e-17-0.0275141j 1.78101e-17+0.0559939j 1.18508e-16-0.0104883j -1.01647e-14-0.0206662j -1.81086e-15-0.105046j 
-1.69965e-16-0.0397873j 7.93976e-16+0.0128626j 3.51543e-17+0.000459339j -1.02129e-16-0.0422369j -1.59697e-19-0.0402724j 3.33825e-17+0.0110783j 1.6327e-18+0.00373839j 4.03645e-17-0.0135571j 6.75585e-17-0.00132139j -7.49102e-17+0.0222201j -1.59894e-17+0.0107448j 5.30662e-17+0.00194043j -5.74158e-17+0.00163894j 1.01436e-17+0.0142877j -3.60184e-16-0.0382025j 4.48859e-15+0.00978793j 4.85969e-17-0.0155065j 6.83396e-17+0.0298358j -7.98203e-17+0.00510857j 1.077e-16+0.0109669j -9.12014e-17-0.0210367j 2.24461e-16+0.0112864j -4.96569e-16+0.00645344j 7.03813e-16-0.0125707j -2.90547e-16-0.000310749j 1.41959e-16+0.0255169j -1.15126e-16-0.0100383j 8.07453e-17+0.0489755j 8.86391e-15-0.00359742j 1.41094e-17+0.0128382j -1.71018e-16+0.000331277j -2.85569e-16+0.0276066j -5.56971e-16+0.0190746j -9.12312e-17-0.00755595j -1.59203e-16-0.00223501j 1.38951e-17-4.70157e-05j -3.84722e-16+0.0347246j 5.55385e-16+0.0356878j -6.45751e-16+0.0618909j -4.23356e-17+0.0156167j -7.65427e-16-0.0216686j -6.80257e-17+0.0248415j -1.96738e-16+0.0430702j -1.18906e-16+0.0108232j -5.64938e-17+0.00547628j -8.32185e-17-0.0359619j 1.1131e-16-0.0428971j -2.47847e-17+0.0110255j -1.08861e-17-0.0372375j 8.87339e-18+0.00427753j 3.84944e-17-0.00877918j 5.32279e-18+0.00443565j -2.912e-16-0.0653531j -1.24098e-16-0.0186686j -4.56813e-15-0.0153774j -9.85921e-16-0.0197483j 
-4.09629e-16+0.00515265j 1.92029e-15+0.0525798j 4.10823e-17+0.0100733j -9.70168e-17-0.0354819j 2.79146e-17-0.0550113j -1.88328e-17-0.0030495j -1.52203e-17-0.0276029j 2.38922e-17-0.0308334j -2.66717e-17-0.0175115j 4.1144e-17-0.00306818j -9.46191e-17-0.00736795j 2.24433e-16-0.0187228j -1.11729e-17-0.0245835j -5.60889e-19-0.0301142j -4.30113e-16+0.0296237j 5.591e-15+0.0184588j -5.33953e-17-0.0126749j -1.38142e-17-0.0277451j 2.66897e-16+0.00134739j 1.40987e-17+0.0263073j 1.17439e-16-0.00407882j -1.57609e-16-0.0140531j 7.50545e-16-0.00872075j -7.56222e-16+0.0131555j -5.04975e-17-0.010148j 1.82744e-16+0.0193846j -1.12407e-16-0.00981234j 9.90274e-16+0.00116848j 5.30893e-14-0.0157908j 2.1917e-16-0.00184281j -3.06037e-16+0.0303836j -2.48427e-16+0.0108183j 5.52846e-16-0.0200177j -9.56792e-17+0.00178279j -3.98751e-17-0.00516997j -1.97419e-16+0.0452974j -7.50852e-17+7.33237e-05j 3.92733e-16+0.0211851j -6.74374e-16+0.02855j 5.68203e-16+0.0515473j 1.28287e-15+0.043693j 2.68283e-16-0.0545171j 1.51504e-16+0.000141993j 4.17883e-17-0.024295j -5.41981e-17+0.00935429j 6.23604e-17-0.0151068j 2.36525e-17+0.0296603j 1.40288e-17+0.00905838j 1.05384e-17+0.0596917j -5.71018e-17-0.0218719j -7.56519e-18+0.0316997j 3.37353e-19+0.00450559j -3.22268e-16-0.0477377j -1.482e-16-0.0732284j 8.6316e-15+0.0387297j 1.83085e-15-0.00800386j 
-3.67629e-16+0.0170319j 1.82863e-15+0.0541297j 6.99304e-18+0.0360161j -8.7433e-17-0.00554344j 3.2508e-17-0.00720626j 2.00643e-17-0.0208705j -5.58796e-17-0.00879061j 1.83728e-17-0.00201465j -6.36812e-17+0.0236776j 4.4742e-17-0.000872504j -3.73495e-17-0.0146461j 1.603e-16-0.0139288j 8.55017e-17+0.00028739j -1.19143e-16+0.00897554j -1.67997e-16+0.000766185j 2.13652e-15+0.00649397j -8.71201e-17+0.016265j 6.24305e-17-0.0229279j 3.44396e-16-0.0206218j -3.53435e-17-0.00165957j 2.16143e-16+0.0392333j -3.34434e-16-0.0237918j 1.73037e-15-0.0180593j -6.46388e-16+0.0126187j 7.15339e-17-0.00889623j 3.2541e-18+0.00543255j 2.6493e-17+0.00343298j -4.06881e-17-0.00479401j 8.04982e-16-0.000120835j 2.07891e-17-0.00287447j -9.89162e-19+0.0103576j -1.07655e-16+0.0126157j -3.79755e-16+0.0118822j -4.49685e-17-0.00191802j -1.41564e-16+0.00162891j -1.08777e-16+0.00267635j -1.46995e-16+0.0494299j 1.58786e-15-0.000107456j -4.30256e-16-0.0654614j 1.20061e-16-0.0025893j 8.73743e-16+0.0239508j 1.20412e-16-0.00877286j 7.0514e-17-0.0143089j 4.75636e-17-0.0309288j 2.88824e-16+0.0189295j 2.40396e-16+0.0535718j -3.0786e-16+0.0538507j 6.71592e-17-0.0667741j 5.5342e-18+0.019315j 2.69809e-18+0.0159471j -3.03766e-17-0.0226133j -6.16696e-17+0.0745721j 1.07606e-17+0.0136248j 2.84612e-17-0.000740251j 1.78663e-14+0.0803258j 3.92345e-15-0.0160425j 
1.29596e-16+0.0509276j -8.27503e-16-0.0134006j 7.29461e-17+0.0125685j -6.00604e-17-0.0370494j -2.60585e-17+0.00581669j -6.08495e-17+0.0150292j 2.84397e-17-0.0311151j -2.15102e-17+0.0109586j 9.45435e-17-0.0285541j 4.51471e-17-0.0153814j 1.24732e-16-0.00252053j -2.43112e-16+0.0156106j -8.77944e-18-0.00137549j 6.66445e-17-0.0213318j 2.77718e-16+0.0277191j -3.31283e-15-0.00740719j -2.99927e-17+0.00818981j -1.32669e-17+0.0133517j -8.63001e-17-0.0059158j 3.71953e-17+0.000658585j 2.39785e-16+0.0103129j -1.07217e-16-0.023377j 6.4531e-16-0.00768646j -1.05672e-15+0.016042j 7.16353e-17-0.0134901j 6.1016e-17-0.0132392j 2.88509e-17+0.00548424j 2.73071e-16-0.0535681j 1.86773e-15+0.000448138j -6.17775e-16+0.00974105j -6.73942e-17+0.0135444j -8.64442e-17-0.0115174j 8.43401e-16-0.0264343j 3.84681e-16-0.0224318j -5.43149e-16+0.0364821j 8.26056e-17-0.0286074j 1.47645e-17+0.00959872j -1.32863e-15-0.013386j 5.34399e-16+0.0260975j -5.0956e-16-0.026082j 6.5403e-16+0.0138052j -2.05444e-16+0.0641516j 7.49747e-18-0.0322234j 8.95497e-17-0.0158204j -8.81691e-18-0.0374572j -1.32637e-16+0.0282036j 2.73907e-16-0.0713892j 6.63236e-18-0.0467495j -6.13712e-17+0.0229763j -6.70153e-17+0.0373717j -1.0914e-18-0.0228489j 1.96376e-17+0.0156459j -5.66485e-17-0.0328769j -5.60174e-17+0.00822127j 9.32129e-15+0.0226451j 1.8497e-15+0.0804447j 
