-4.36062e-14-0.0948241j -2.58454e-15+0.0123531j -9.19571e-17-0.00854508j -4.9485e-19-0.0324012j -2.41094e-16-0.0149134j -1.36088e-16-0.0330858j 6.99864e-17+0.047434j 8.97013e-17+0.0143437j 3.61809e-16+0.0708476j 2.71007e-17-0.0681083j 5.28069e-16+0.0669692j 9.57725e-17-0.0266905j -1.79363e-16-0.00598666j -4.87027e-17-0.0322149j -2.01969e-16+0.0276286j 2.99476e-16-0.0491963j -4.97779e-17+0.0486995j -2.89464e-16-0.025646j 7.87408e-17-0.00601396j -1.71996e-16-0.0643685j -3.67929e-16-0.0258803j 1.14312e-16-0.0283665j 1.13282e-17+0.00046905j 1.38672e-16+0.00191526j 3.37763e-17+0.0132536j -1.6895e-19+0.00640521j 3.49375e-16+0.0126577j 8.22623e-17+0.00755977j 1.1425e-16+0.0164566j -8.86248e-17-0.0213058j -2.25601e-16-0.00493019j -1.08414e-17-0.000393021j -2.18341e-16+0.0166142j 3.38367e-17+0.00165174j 3.27426e-17+0.00470522j -9.29215e-17-0.00450664j -9.18741e-17-0.0165087j 2.15785e-14-0.0497371j 1.11427e-13+0.0482557j 8.7625e-14-0.0114504j -3.68282e-16+0.0148718j 5.87857e-16+0.000530097j 3.85825e-17-0.0115084j -2.76539e-16-0.00157123j -3.45255e-18-0.00537945j 1.75122e-16-0.00235108j -2.28847e-16-0.00141345j 6.54908e-17+0.0142397j 2.19899e-17+0.00462415j -4.52302e-18-0.00304306j 9.2223e-17+0.00521946j 1.68336e-16-0.00616929j 7.65536e-17-0.0175181j 2.45069e-17-0.000130397j 1.06973e-16+0.00150877j 1.49371e-17-0.000608614j 1.61318e-17-0.00539561j 9.34321e-17+0.019223j 9.46335e-17-0.0120508j 6.55084e-17+0.0167355j -4.59274e-18-0.0297226j -2.29781e-17-0.00464674j 1.24954e-19+0.0027209j -2.43102e-17-0.0220112j -3.3056e-17+0.00966055j -5.63637e-17+0.0183721j 4.30048e-17+7.23287e-05j -5.06432e-17-0.00493601j -6.70865e-17+0.0261494j 2.10397e-17+0.00971757j -1.33494e-16-0.0297004j -4.90514e-17+0.0172659j -3.91825e-18-0.0120185j 5.48412e-17+0.038815j 1.07649e-16+0.00715481j -1.8332e-15+0.0186503j 2.54159e-14+0.0541601j 
6.16473e-15+0.0135555j 4.85995e-16-0.00581258j -1.82323e-17+0.00422728j -2.75396e-16-0.12298j -2.16778e-16-0.0182778j -6.95307e-17-0.0491074j 2.49203e-17+0.0338564j -4.05443e-17-0.0845458j 1.11386e-16+0.104641j -3.4802e-16-0.129273j -3.71901e-16-0.0443118j 3.12006e-17+0.0219564j -4.11409e-17-0.0349423j -1.13767e-16+0.0572894j -1.7539e-16+0.0845061j 6.27042e-16-0.0416248j 9.14541e-16-0.0928871j 4.61742e-16+0.00291569j -1.41745e-16-0.0247861j -3.8579e-16-0.139621j -7.81131e-16-0.0566924j 4.24443e-16-0.00190279j 3.89893e-17-0.0335096j 1.75645e-16+0.0466028j 1.01929e-16-0.0748911j 1.95405e-16-0.0563387j -7.96229e-16+0.0388215j 1.26332e-15-0.0196486j -2.80573e-16-0.0520933j 6.23429e-17+0.021509j 1.14889e-16-3.19036e-05j -1.44238e-16+0.00431754j 1.58351e-16-0.0250564j 4.20533e-16+0.00286888j 3.32524e-16-0.0411547j 1.38596e-15+0.0177315j -3.71125e-16-0.0069256j -2.71297e-15+0.0178988j -5.74707e-14-0.0312058j -4.85086e-14+0.0114355j 3.94897e-16-0.0284596j -1.99786e-15+0.0101882j -1.4508e-16-0.0056828j 9.0819e-17-0.0184637j 1.99643e-16-0.0323351j 1.98349e-16-0.00585936j 3.75314e-16+0.030748j -3.19664e-16-0.0297045j -9.66229e-17-0.0650728j -5.7667e-16-0.001754j -1.92187e-16+0.0289397j 2.09606e-16-0.0191338j 4.41011e-19+0.0113834j 5.17777e-17-0.0110672j -4.55018e-17+0.0337175j -1.34192e-16-0.0423888j 8.05981e-17+0.00203146j -1.31007e-16-0.0615688j -1.19703e-16-0.0215496j 1.30844e-16-0.00676957j -1.0048e-16+0.0249163j 3.30982e-16+0.040001j -9.53947e-17-0.0146705j 7.68721e-17+0.0221548j -6.20837e-17-0.0301534j -8.91787e-17+0.0057321j 6.1792e-17-0.0253139j 1.1813e-16+0.019125j -5.33964e-18-0.0100949j -6.68683e-17-0.0087867j -6.62622e-17-0.0134936j -5.72765e-17+0.0122491j 1.75401e-16+0.0618065j 1.80344e-16+0.0620191j 1.27753e-16+0.0175891j 1.55137e-15-0.0206211j -2.52353e-14-0.0539832j 
1.76305e-14+0.0359027j 1.32034e-15+0.0237043j 2.5894e-16+0.0290806j -2.78501e-16-0.0156758j -2.83959e-16-0.0378153j 1.12788e-16+0.0285134j -3.32346e-17-0.012245j 1.7408e-16+0.0454177j -9.80578e-16-0.142842j 8.90795e-16+0.0941639j -1.341e-15-0.0936824j -9.8377e-17-0.0129264j 1.49352e-16+0.0154888j -1.83558e-16-0.0310939j 1.43915e-16-0.0211872j -1.04167e-16+0.0259538j -3.18783e-16+0.016532j 3.6675e-17+0.0379264j 1.61544e-16+0.00842847j 5.00967e-16+0.0752302j 1.10782e-15+0.0599576j 1.29062e-19+0.0231623j 2.04902e-16+0.0336507j 1.73796e-16+0.00315987j 2.47216e-17+0.043033j -2.38105e-17+0.0357261j 9.6511e-17-0.00526565j 1.065e-15-0.0189146j 1.09818e-15+0.0801754j 1.17605e-15+0.0252939j 3.78697e-16+0.0021855j -4.55245e-16+0.00371983j 1.00186e-16+0.00934336j 5.38338e-16+0.0356079j -8.88533e-17+0.0937949j -4.27496e-16-0.000775664j -9.79116e-16-0.0754459j -4.45118e-14+0.0637454j -3.48718e-14-0.0138671j -7.75825e-15+0.0090451j 3.40523e-16-0.0559863j -4.45529e-15+0.025575j -3.13473e-17+0.0294441j 2.16899e-16+0.00861367j 5.13945e-16+0.00912816j -2.51695e-15+0.0450038j 5.17851e-16+0.00364429j -2.51761e-16-0.0144327j 2.84976e-16+0.0211577j -5.99056e-17-0.00130159j 4.47868e-16+0.0053251j 2.04538e-16+0.00164242j -4.8567e-16-0.0415528j -1.96787e-16+0.00680066j -1.38772e-16-0.0215014j 2.24127e-16+0.030563j -9.65565e-17+0.045914j -2.68883e-16-0.0335876j -3.1094e-16-0.0507017j -3.72444e-16-0.0211504j 2.39118e-16-0.00567287j -9.44627e-16-0.0614039j -4.98674e-16-0.0521208j 1.4009e-16+0.000544483j 3.9412e-16+0.0440664j -2.16957e-16-0.0513201j 2.18364e-17+0.00434405j -3.42877e-16-0.0236504j -9.07622e-17-0.0187683j -1.01393e-16-0.0184966j -2.06433e-16-0.0131421j -1.16616e-16-0.0199084j 3.09498e-16+0.0366763j 4.47466e-16+0.0539324j 5.19164e-16+0.0440746j 1.4141e-16-0.0299979j -5.76442e-15-0.0136826j 
-2.14654e-14-0.0511568j -1.52176e-15+0.0672574j 2.50354e-17-0.011513j -4.19116e-17-0.00995772j -1.49368e-16-0.0312965j 8.85969e-17-0.074952j -2.80528e-16+0.0778011j -9.8703e-17+0.0594298j -1.88824e-16+0.106264j 2.33594e-17+0.118518j 2.76258e-16+0.086481j 1.47637e-16-0.00553727j 7.74876e-17-0.0708149j 2.77558e-17-0.0274807j 1.04807e-16-0.0208377j -8.81628e-16+0.0488713j -1.50755e-15+0.121776j -4.54781e-16-0.0489029j -1.76784e-16-0.0292628j 1.51236e-16-0.028576j -4.48885e-16-0.0301946j 1.4674e-16-0.00136392j 1.28845e-16-0.0305655j 1.5024e-17+0.00360757j -3.17929e-16-0.0051887j -2.09709e-16+0.0328309j -9.89527e-16-0.00615183j 1.07912e-15-0.0289702j -4.13014e-16-0.0325421j 8.22898e-17-0.0208706j -6.15258e-17+0.0494195j 1.87321e-16-0.0436781j -1.64005e-16-0.0176933j 7.42256e-16+0.0325651j -6.69424e-16+0.0635896j 9.16172e-18-0.00791435j -2.29226e-16+0.0211197j 3.56059e-14-0.0710876j 1.75322e-13+0.060411j 1.38799e-13-0.000759235j 7.0919e-17-0.0138397j 4.81754e-15-0.0248833j -1.88636e-15+0.0876648j 1.36324e-15-0.0488931j -1.39564e-16-0.0249072j 6.11196e-16-0.0157654j -6.45775e-16+0.00953051j -1.32525e-16+0.0206942j 7.65853e-17-0.00568362j -4.71619e-16-0.00340037j -3.25273e-17+0.0322598j -1.2812e-15+0.05809j -3.75004e-16+0.0405339j 2.90192e-17-0.000500521j -1.62704e-16+0.0229293j -4.82895e-17+0.00329801j 5.67646e-16-0.0322667j 8.0255e-17+0.0304212j 1.9471e-17-0.0155321j -1.1191e-16-0.00164227j -8.41026e-17+0.0183288j -1.06927e-16-0.0224781j 3.14212e-17-0.0106835j 6.6531e-17+0.00923397j -7.59947e-17+0.00380303j -3.03204e-16+0.0458542j -2.03368e-16+0.0407464j 1.44407e-16+0.0152485j -6.87516e-17+0.0468414j -1.77977e-17+0.00284802j 2.15948e-17-0.0817755j -3.92818e-17-0.00320139j 2.68295e-16-0.0637331j -2.54717e-17+0.0350379j 6.29155e-17+0.0229738j -5.22567e-16-0.00388259j 7.78769e-15+0.0161639j 
2.21818e-14+0.0437541j 1.49742e-15+0.0606194j -5.47357e-17-0.00713477j 3.31041e-17+0.0210277j 2.86473e-17-0.103304j -1.55604e-16-0.00287035j 6.00056e-17-0.0910952j -6.19919e-17-0.0197885j 1.55164e-16+0.058129j 2.8708e-16+0.11931j -5.75259e-16-0.0698488j -5.79463e-17+0.103499j 1.01825e-16+0.0504126j 1.91416e-16+0.0504551j 1.22356e-16-0.0151249j -3.86701e-16+0.0641098j -1.07524e-16+0.0086568j 1.06174e-17-0.023056j -1.30357e-16+0.00461787j -1.07738e-16-0.0101336j -4.07505e-16-0.0202949j 3.66362e-16+0.0309702j -3.36227e-16-0.0835386j -7.54403e-17-0.00784275j 2.05857e-16-0.0721253j 5.09962e-17+0.0193029j -5.44023e-16+0.0227965j 9.97327e-16-0.0196796j -3.07221e-16-0.0237635j -4.30245e-16-0.00460824j 2.36462e-17-0.00124695j -5.346e-16+0.0157092j 3.45289e-17-0.0351584j -1.76545e-16+0.00170844j -3.83344e-16+0.0411398j -1.00261e-15-0.00949365j -7.39928e-17+0.0075693j 5.70721e-16-0.00363152j -1.36201e-13-0.00629158j -1.26708e-13-0.0501462j 1.00176e-15-0.06552j -4.2732e-15+0.0246243j -1.15666e-15+0.0408592j 1.35315e-15-0.0583114j -4.76994e-16+0.0120951j 3.41835e-15-0.0481099j -7.72272e-18+0.0443543j -6.14736e-16-0.00938882j 1.05054e-17-0.0136056j 1.00341e-15-0.0577762j 5.08569e-16+0.0505564j 1.15695e-15-0.0390546j 2.07055e-16-0.0254515j -1.99923e-16+0.00169873j 1.19911e-16+0.00739257j 2.09565e-16+0.0554179j 7.26058e-16-0.0450192j 5.73447e-17+0.00341137j 1.22969e-16-0.0339967j -1.77152e-16-0.0269078j 3.29628e-16-0.0283751j -1.75058e-16-0.0227813j 4.75049e-17-0.0117964j -2.05941e-16-0.0437043j -2.66667e-16-0.0987056j 1.7623e-16-0.0552626j -4.13626e-17+0.0736452j -4.57591e-17-0.00717874j -4.43471e-17+0.00594306j 2.70731e-17+0.0442817j 2.08338e-16+0.0718654j -2.30209e-17-0.0381598j -5.35768e-17+0.0511057j -9.5544e-17-0.00540457j 7.11211e-17+0.0140793j -1.10224e-15-0.0266889j 1.58463e-14+0.0313817j 
1.66142e-14+0.0359257j 1.20965e-15-0.00326918j 9.45481e-17-0.0103714j -9.72773e-18+0.0646834j -1.96196e-16+0.0943052j 4.94041e-17+0.0177706j -6.28273e-17-0.0273361j 9.99168e-17-0.0031262j 1.77354e-16-0.000748289j 8.39809e-17-0.0265729j -9.16667e-16-0.179098j 2.71339e-17-0.00657001j 1.29032e-16-0.04104j -1.22625e-16+0.10797j -1.27117e-16-0.0231536j -2.15962e-16+0.0301089j -6.82981e-16+0.00056068j -4.9667e-16+0.107157j 1.10027e-16+0.0159818j -4.50785e-17-0.0568388j 3.64103e-16+0.0434111j 2.01015e-16+0.00327955j -8.87267e-17-0.155124j 1.81929e-16+0.0450551j -1.36451e-16+0.111522j -1.9004e-16-0.00272661j 2.02541e-17+0.101476j 2.25725e-15+0.00123894j 3.98665e-17-0.103237j -1.0011e-15-0.0321703j -8.78656e-16+0.012992j -3.90364e-16+0.0235907j -1.60509e-16-0.0839337j -9.31067e-16-0.063301j -5.99244e-17-0.0146688j -5.91621e-15-0.0697791j 3.16343e-17+0.0207852j -1.59131e-14+0.0280465j -3.75801e-14-0.0151656j -2.47391e-14+0.00438421j -3.04006e-16+0.00504562j 1.29764e-15-0.00880296j 6.26381e-16-0.0373036j -4.90242e-16+0.0398098j 5.3362e-16+0.0470085j -2.15357e-15+0.0401412j 9.71293e-16+0.0580779j -7.23692e-16-0.0413842j 4.90048e-16+0.0346079j -6.03965e-16+0.00916889j 2.00492e-16+0.0400729j -9.27002e-16+0.0516639j -5.27337e-16-0.00286172j -8.61953e-17-0.00595293j -2.39357e-16-0.00192734j 2.68547e-17+0.0304602j -5.19264e-16+0.0343894j 1.77838e-16-0.0177995j -3.71143e-17-0.0158309j -2.47947e-16-0.0854915j 2.81919e-16+0.000852724j -4.07366e-16-0.0610539j -3.55674e-17+0.031202j -7.27866e-17-0.0337807j -2.14866e-17-0.0131674j 1.84155e-16-0.0271857j 1.77402e-16-0.0369615j -2.05629e-16-0.0526021j -2.74391e-17-0.0321974j 1.26514e-17-0.0318062j 8.68253e-17+0.0129545j -7.42384e-17-0.0198285j 1.0604e-16-0.0233535j 2.54306e-17-0.0675921j 2.02229e-16+0.00921021j -4.14632e-16-0.0144848j 5.10171e-15+0.00972659j 
-1.71304e-14-0.0350904j -1.38349e-15-0.0316699j 7.16708e-17-0.00639033j 2.28302e-16+0.0311494j 3.84274e-17+0.0936304j 9.89897e-16+0.126775j -1.98047e-16+0.016098j 6.98344e-17-0.0268485j -1.32329e-15-0.101354j 3.75778e-16-0.0401986j -5.75871e-16-0.0930912j 3.07483e-16+0.0586036j 2.57348e-17-0.142461j -2.95882e-16-0.0137597j 2.61527e-17+0.0213864j -4.20017e-16+0.00642024j -5.8817e-16-0.000485446j -1.64176e-16+0.114194j -2.78082e-16-0.0155366j 1.14851e-15+0.0262765j 1.05514e-15+0.0459468j -2.58564e-17-0.0400734j 2.17699e-16-0.142571j -1.63003e-16-0.00721754j 3.61271e-16+0.160092j 2.72491e-16-0.0514424j 1.54663e-15+0.000192131j -5.49733e-15+0.112262j 1.22855e-16-0.0887468j -6.25817e-16-0.0299832j -9.95157e-16+0.0453596j -7.78903e-16+0.0655631j 6.79873e-16+0.046653j -7.11172e-16-0.0612203j -4.49795e-16+0.119876j 3.68481e-15+0.0389365j 3.25589e-16-0.0239525j 2.07573e-15-0.019045j -1.67457e-13+0.0161863j -1.59641e-13-0.0884808j 4.09665e-16-0.0563711j 4.90297e-15-0.0358663j -1.22744e-15+0.0759383j 7.71846e-16-0.0347551j 5.77818e-16+0.0613534j -7.14255e-16+0.0265801j -1.03934e-15-0.0379228j 4.50903e-16+0.0312467j 1.02102e-16+0.0264232j -1.64026e-16+0.0141913j -2.55968e-16-0.026356j 4.58357e-16-0.0190431j -4.23321e-16-0.0422092j 2.00359e-16-0.0189053j -4.17544e-16-0.0374771j -5.03508e-16-0.0555872j -2.05829e-16+0.0463251j -2.27799e-16+0.0130504j 3.58457e-17+0.0122232j -1.04906e-16-0.00494986j 8.55062e-17-0.0324238j -9.38963e-16-0.100224j 1.11358e-16+0.0773716j 1.49564e-16+0.0564724j 2.653e-16+0.0599201j 1.43951e-17+0.0299323j 2.51961e-16+0.0359105j -8.38816e-16-0.0860053j 3.9235e-17+0.0243581j -1.60671e-16-0.0254375j 4.38874e-16+0.029889j 2.07131e-16+0.0508326j 1.20487e-17-0.0452125j 1.24163e-17-0.0164392j 3.22675e-16+0.0279282j -1.28551e-15+0.0249325j 2.21585e-14+0.0477995j 
-8.29914e-15-0.0177236j -3.15938e-16-0.000553286j -5.55747e-17-0.0021495j -5.4267e-16-0.0204175j 6.79999e-16+0.0891123j -1.55689e-15-0.055858j 7.61958e-16+0.0534463j -3.72108e-16-0.0372637j 2.42748e-15+0.115204j -1.51688e-15-0.101167j -6.67431e-16-0.0605447j -7.49151e-16-0.0310729j 1.9382e-16-0.0429812j 1.08657e-15+0.0692477j 4.52505e-16+0.0392089j 1.57299e-16+0.0629713j -2.22885e-16+0.00831062j -3.38786e-16+0.0379874j 3.86915e-16+0.0195591j -2.6651e-15-0.157906j -1.73266e-15-0.0449224j 3.73634e-16-0.0172262j -1.3744e-15-0.134243j 3.34098e-16+0.0175284j -5.28667e-16+0.00483163j -1.73164e-16-0.0358803j 1.27576e-15+0.0944569j 1.1777e-15+0.0021526j -8.86504e-16-0.0870835j -5.39498e-16-0.00988821j -7.2559e-16+0.00250979j 1.3382e-16-0.0047016j -4.27944e-16-0.003159j -1.74971e-15-0.0785175j -9.41091e-16-0.01684j -8.52645e-15-0.0868967j -1.96163e-16+0.0276558j 4.51751e-14-0.0366606j 2.46254e-14-0.037415j 5.52695e-15+0.044404j 2.26634e-16+0.00171995j -1.37049e-15+0.0129439j 2.8197e-17+0.0156094j 5.76143e-16+0.0461175j -6.35457e-16-0.0126255j 1.0419e-15-0.023595j 6.75445e-16+0.00499979j -4.85668e-16-0.0121526j 5.67573e-17-0.01322j -9.04913e-16+0.0178564j 7.13794e-16+0.0511812j -1.70005e-16+0.0171036j 8.50737e-16+0.0394318j 2.75154e-16+0.00987901j 8.86696e-16+0.0401209j 2.78352e-16+0.00517269j -1.83143e-16-0.0237769j 3.17739e-17+0.0026371j -7.4954e-17+0.000647242j -5.20757e-16-0.0333948j 4.50411e-16+0.0186667j 3.91494e-16-0.0129382j -2.44161e-16+0.0209941j -1.70247e-16+0.0101584j 3.45743e-17+0.0244146j -1.07046e-16+0.00507531j -4.93284e-16-0.0237461j -3.3014e-16-0.0400352j -3.31699e-16-0.00868706j 1.42339e-16-0.000279677j -8.78933e-16-0.0394125j -2.87952e-16-0.000665228j -8.63222e-17-0.0257914j -1.17783e-16-0.0220769j -3.46425e-16-0.0143333j -3.57195e-16-0.0157759j -9.47522e-16-0.00236366j 
8.3841e-15+0.0155159j 6.23731e-16+0.0417226j -8.8538e-18-0.0294849j -9.97466e-17+0.0507919j -3.16988e-16-0.104631j -3.407e-16-0.0468182j -1.46236e-16-0.115196j 2.07621e-16+0.0354317j 4.12241e-16+0.116681j 3.07387e-16+0.11222j 1.16693e-16+0.00958752j -4.04289e-17+0.0438966j -1.65174e-16-0.135976j 1.11457e-16-0.0595234j -1.62936e-16-0.202085j 8.85542e-18-0.00284784j 8.61281e-16-0.106023j 3.41261e-16-0.0272165j -6.42996e-16-0.0641987j -4.7427e-16-0.03824j 1.32398e-15+0.069879j -3.77806e-16-0.0154924j 4.79922e-16+0.0607474j 7.62697e-16+0.135732j 1.69201e-16+0.111261j 2.53515e-16-0.0941142j 1.40393e-15+0.0519481j -2.02301e-15+0.0576562j -1.48023e-16-0.0717673j -5.8588e-16+0.00755925j -6.90284e-16+0.0482942j -2.79688e-15+0.0503919j -1.41426e-16-0.201137j 1.25231e-15+0.0771405j -6.20507e-17+0.0210202j 4.60775e-15+0.0571751j -5.95947e-16-0.0895699j -7.99249e-14+0.0525554j 3.50858e-13+0.120353j 3.56099e-13+0.0264836j -1.14539e-15+0.0560727j 1.02625e-14-0.0624492j -1.32829e-16-0.0193531j -1.1636e-16-0.00960398j -1.98473e-17-0.0479095j -6.65078e-16+0.0011494j -2.00148e-17-0.00802317j 1.12698e-16-0.00598824j 3.89842e-16+0.0106301j -1.82677e-15+0.0405536j -2.47588e-17+0.0399592j 3.83361e-16-0.0305436j 1.3416e-16+0.0104512j 3.98254e-17-0.032618j 4.30177e-17+0.00856651j -1.38556e-16-0.0344845j 8.51516e-16-0.0772644j 2.85794e-16+0.0344534j -2.97371e-17-0.0165889j 2.10999e-16+0.0496119j 1.57555e-18-0.0199575j 4.18613e-17-0.0204306j 5.60503e-17-0.00848927j -1.40924e-16-0.0124513j -1.36712e-16-0.0609813j -1.04184e-16-0.00368947j 4.29358e-17-0.00193884j 1.06055e-15+0.113736j 2.06762e-16+0.058485j 8.77451e-17+0.0350565j 1.85083e-16+0.0327681j -1.56711e-16-0.0849338j 1.02062e-16-0.0415835j 1.05308e-16-0.0171674j 2.28432e-16+0.0275307j -1.70223e-16+0.0387885j 3.32752e-15+0.00947026j 
5.9187e-14+0.128961j 3.31252e-15-0.0509053j 3.50421e-16+0.0204561j 1.40215e-16+0.0311792j 8.38052e-16+0.0630881j 1.11971e-15+0.103095j -7.11883e-16-0.0923615j -1.22063e-15-0.0979169j -1.45643e-15-0.129516j 3.5493e-16+0.0425375j -2.62868e-15-0.158834j 6.17672e-16+0.086112j 8.33117e-17-0.0145191j -1.92619e-16+0.011536j 5.87125e-16+0.0183687j 4.11373e-16+0.0134317j -1.25043e-16-0.131621j 1.11074e-15+0.0396425j 1.15595e-16+0.00428322j 1.01325e-15+0.0996752j 1.12232e-16+0.00568434j -7.58845e-17+0.00234563j -2.86177e-16-0.0169616j -3.14277e-16-0.0105214j -3.89352e-16-0.0290526j -7.79268e-17-0.011501j -1.54443e-15-0.0785774j -1.98434e-15-0.0128577j -7.47734e-16-0.0335958j 9.22826e-16+0.0427069j 7.78224e-16+0.0202577j -1.14231e-16+0.0211684j 7.46983e-16-0.0157009j 5.80007e-16+0.0230846j 3.98455e-16-0.0238906j 5.35918e-15+0.0624514j 8.62309e-16+0.0193201j -5.51003e-14+0.0898469j -3.21424e-13-0.0585702j -2.65334e-13-0.0585382j 2.96283e-16+0.00843668j -1.88574e-15+0.00697465j -2.0342e-16+0.0320412j 6.41565e-16-0.0447278j -4.10483e-17-0.0322226j -2.64803e-15+0.0362644j -1.00694e-15-0.0322437j 7.55083e-16+0.0313139j -2.87275e-16+0.00521706j 1.10786e-15-0.0517633j 4.95276e-16-0.019924j 2.87229e-17-0.0367989j 1.51671e-16+0.00828988j -7.21452e-17-0.0131292j 1.56979e-16+0.0154705j 8.25878e-17-0.0135912j -1.04198e-16+0.0450509j -7.95655e-16-0.0611339j 3.6335e-16+0.0589443j -3.96856e-17+0.00295561j 1.09621e-16+0.0291862j -2.85759e-16+0.00337944j -6.10047e-18-0.0180224j 5.29279e-16+0.0433928j 2.84641e-16+0.000850023j -3.76563e-16-0.0399279j 4.57293e-16+0.0463964j -1.07537e-15-0.040509j -1.25658e-16-0.0159953j 3.64616e-16+0.0261613j 7.71008e-16+0.0677223j 4.6409e-17-0.00567589j 1.97251e-16+0.0139492j -4.19278e-16-0.0605728j -4.12253e-16-0.0295224j 1.47892e-15-0.0156332j -2.54397e-14-0.0535396j 
1.1684e-14+0.0319001j 2.08519e-15-0.0723331j -7.5565e-16+0.0488926j -1.14511e-15+0.0548766j -2.38422e-15+0.129311j 8.87086e-16-0.0435681j 5.48061e-16-0.0352225j -1.56697e-15+0.0700928j 1.49655e-15-0.0787348j -2.30504e-15+0.103989j 8.03569e-16-0.0839161j 1.8381e-15-0.100564j -5.75878e-17+0.00745161j 8.34296e-16-0.0510039j 2.28799e-15-0.0877826j -5.47403e-15+0.176673j -1.39045e-15+0.0144494j -8.42712e-16+0.0275956j 1.7338e-15-0.107509j -1.23897e-15+0.0665526j -3.13966e-16+0.0803578j 6.68338e-16-0.0605553j -1.02627e-15+0.0568283j 1.95318e-16+0.00168272j -9.49715e-16+0.0276393j -2.18204e-15+0.0800108j -2.05684e-15-0.0116487j 7.04598e-15-0.105363j -5.51993e-16+0.0139776j 9.61978e-16+0.0523633j -1.42644e-15+0.104955j -4.4421e-16-0.0197477j -4.04995e-16+0.0304905j -9.39738e-17+0.0758666j -2.32804e-15+0.0757912j -4.70188e-15-0.0857608j -4.47839e-16+0.0128765j -2.98717e-14+0.0383383j 2.6592e-13+0.0218804j 2.58624e-13+0.0922875j -2.31654e-15+0.0875494j 5.51827e-15-0.0253548j -3.34387e-15+0.109605j -4.28788e-16+0.0386444j 2.59611e-15-0.14995j 2.59943e-16-0.0235014j 1.04933e-15-0.0781081j 2.22197e-17+0.0459484j -4.55208e-16+0.043791j 1.07136e-15-0.0203535j 8.46097e-16-0.00159065j -4.23792e-15+0.0997259j -1.92515e-15+0.0698829j 5.84935e-17-0.003914j -4.6597e-16+0.0187818j -4.66546e-16+0.026749j 1.64442e-15-0.0431526j -3.79125e-16+0.0322882j 7.38779e-16-0.0388099j 4.12267e-18-0.0264274j -1.23928e-15+0.059954j 8.67208e-16-0.0950048j 1.69732e-16-0.00380616j 6.99608e-17-0.00382167j -1.34113e-15+0.0823059j 5.229e-16-0.0322635j -2.26167e-16+0.000567288j 2.26961e-16-0.0331676j -9.16803e-16+0.044197j 1.87545e-16-0.00410326j 1.07624e-15-0.0598933j 8.2859e-16-0.0367556j 1.68042e-15-0.0751409j 1.29156e-15-0.057425j 9.01627e-16-0.064309j 6.99661e-16+0.0400723j -1.99991e-14-0.0412301j 
-4.6082e-14-0.0901956j -3.9734e-15-0.138155j 9.15779e-18-0.0020301j -2.19851e-16-0.0778427j 4.31533e-16+0.0529853j -2.55751e-16-0.0383852j -4.93856e-16-0.0591011j -1.41852e-16-0.0831937j -2.27914e-16+0.00549508j -1.3377e-15-0.231851j -1.04504e-15-0.0790811j -3.55959e-16-0.0670324j 5.75628e-16+0.0999408j 2.34428e-16-0.0256905j -2.29763e-16+0.100609j 1.41455e-15-0.138821j 5.71454e-16-0.0687196j 2.54802e-16+0.0547936j -7.60052e-16-0.0973848j -1.30981e-16-0.0867433j 1.39873e-15+0.065561j -8.3563e-16-0.123912j 3.07054e-16+0.0372432j 4.29717e-17+0.03171j -5.32459e-16+0.00523757j -1.62187e-17+0.018393j -9.6377e-16+0.0178914j 2.79172e-15-0.0515536j -1.41055e-16+0.0250616j 7.03502e-16+0.0151721j -9.01918e-17+0.059601j -1.91032e-15+0.0730339j 4.28813e-16+0.0376685j 1.42071e-15+0.0915107j -5.743e-16+0.0410555j -2.20545e-15-0.0231876j -3.16378e-16-0.0793864j -5.27174e-14+0.0398167j 1.60534e-13+0.0637613j 1.70625e-13+0.00533359j 1.60741e-16-0.00363211j 3.00642e-16-0.000982712j 3.84985e-16+0.00182795j -8.77229e-17+0.00583636j -1.25192e-15-0.087439j 2.29644e-15-0.0464863j 3.43178e-16+0.0318136j -3.44429e-16-0.0265057j 7.59076e-16+0.0320626j 4.11947e-17+0.00267359j -2.30845e-16-0.00819336j 6.89491e-16-0.0275685j 6.00874e-17-0.0188985j -2.04511e-16-0.0339574j 2.09163e-16+0.00986645j -2.58575e-16-0.0267413j -5.18071e-17+0.00195746j -1.53209e-16-0.0483548j -3.78898e-16-0.0672906j 6.95384e-18-0.0385655j 1.38334e-16-0.0296009j -2.22108e-16-0.0110412j -1.51282e-16+0.024278j -5.28226e-16-0.0687026j -1.31856e-16-0.00852772j -5.87787e-17-0.0665431j 6.39265e-17-0.0770952j -3.04133e-16-0.0441062j 1.59386e-16+0.0250711j 7.49413e-17+0.0323036j 3.485e-16+0.0333247j -5.37642e-17+0.032208j 1.40822e-16+0.0715957j 4.48676e-17+0.0329003j -8.22755e-16-0.0654639j -3.61368e-17+0.0911324j 9.08349e-15+0.0254071j 
