-4.36062e-14-0.0948241j -2.58454e-15+0.0123531j -9.19571e-17-0.00854508j -4.9485e-19-0.0324012j -2.41094e-16-0.0149134j -1.36088e-16-0.0330858j 6.99864e-17+0.047434j 8.97013e-17+0.0143437j 3.61809e-16+0.0708476j 2.71007e-17-0.0681083j 5.28069e-16+0.0669692j 9.57725e-17-0.0266905j -1.79363e-16-0.00598666j -4.87027e-17-0.0322149j -2.01969e-16+0.0276286j 2.99476e-16-0.0491963j -4.97779e-17+0.0486995j -2.89464e-16-0.025646j 7.87408e-17-0.00601396j -1.71996e-16-0.0643685j -3.67929e-16-0.0258803j 1.14312e-16-0.0283665j 1.13282e-17+0.00046905j 1.38672e-16+0.00191526j 3.37763e-17+0.0132536j -1.6895e-19+0.00640521j 3.49375e-16+0.0126577j 8.22623e-17+0.00755977j 1.1425e-16+0.0164566j -8.86248e-17-0.0213058j -2.25601e-16-0.00493019j -1.08414e-17-0.000393021j -2.18341e-16+0.0166142j 3.38367e-17+0.00165174j 3.27426e-17+0.00470522j -9.29215e-17-0.00450664j -9.18741e-17-0.0165087j 2.15785e-14-0.0497371j 1.11427e-13+0.0482557j 8.7625e-14-0.0114504j -3.68282e-16+0.0148718j 5.87857e-16+0.000530097j 3.85825e-17-0.0115084j -2.76539e-16-0.00157123j -3.45255e-18-0.00537945j 1.75122e-16-0.00235108j -2.28847e-16-0.00141345j 6.54908e-17+0.0142397j 2.19899e-17+0.00462415j -4.52302e-18-0.00304306j 9.2223e-17+0.00521946j 1.68336e-16-0.00616929j 7.65536e-17-0.0175181j 2.45069e-17-0.000130397j 1.06973e-16+0.00150877j 1.49371e-17-0.000608614j 1.61318e-17-0.00539561j 9.34321e-17+0.019223j 9.46335e-17-0.0120508j 6.55084e-17+0.0167355j -4.59274e-18-0.0297226j -2.29781e-17-0.00464674j 1.24954e-19+0.0027209j -2.43102e-17-0.0220112j -3.3056e-17+0.00966055j -5.63637e-17+0.0183721j 4.30048e-17+7.23287e-05j -5.06432e-17-0.00493601j -6.70865e-17+0.0261494j 2.10397e-17+0.00971757j -1.33494e-16-0.0297004j -4.90514e-17+0.0172659j -3.91825e-18-0.0120185j 5.48412e-17+0.038815j 1.07649e-16+0.00715481j -1.8332e-15+0.0186503j 2.54159e-14+0.0541601j 
5.08113e-15+0.0127704j 2.19486e-16-0.0130105j -3.57751e-16-0.013527j 6.58388e-16+0.0369174j 5.61241e-16+0.0428545j 3.58674e-17-0.00269119j 5.96904e-17-0.00335866j -4.17548e-16-0.0610779j 2.6397e-16+0.0471856j 2.0658e-16+0.038066j 6.0782e-16+0.062239j -7.76933e-17+0.00854284j 7.96038e-16+0.0614914j 2.77563e-17-0.0125644j 3.01928e-17+0.00266151j -6.76963e-16-0.0359119j 4.9413e-16+0.0284339j -5.93873e-16-0.0339679j -1.2974e-16-0.00401275j 3.94343e-16+0.0379299j 1.21091e-16+0.00271061j -5.02471e-16-0.0584382j -1.12436e-15-0.0890736j -6.39552e-16-0.044031j 5.3908e-18-0.0273147j 6.44195e-16+0.0272938j -2.15408e-15-0.120721j -1.85337e-15-0.0196499j -3.9555e-16+0.00985661j -8.33047e-16-0.027147j -2.88043e-16+0.00753464j 6.53635e-16+0.0226671j 5.83582e-16+0.0299593j 3.592e-16-0.000988616j 9.20104e-16-0.0787911j 1.64088e-15+0.00894625j 2.68694e-15+0.0979845j -2.9214e-14+0.0221924j -2.10265e-13+0.0140167j -1.84111e-13-0.0985875j 1.23439e-15+0.0620081j 5.21362e-15-0.0387292j -6.79348e-16-0.0333501j 3.77087e-16-0.0221864j -6.75893e-16-0.0225199j 1.75646e-15-0.0265486j -1.00073e-15+0.00169995j -4.79479e-16+0.0531451j 1.12433e-15+0.0798342j 2.54009e-15-0.070743j -5.53696e-16-0.0754738j 8.66605e-16-0.0638448j -1.4013e-15-0.0187209j -9.62441e-16+0.0422954j 2.27688e-15+0.068467j 1.33888e-16+0.010275j 5.89214e-16+0.0595015j -2.29305e-15-0.199141j 6.8443e-16+0.0826858j 3.02952e-16-0.0470144j 5.31852e-16-0.0053842j 4.72955e-16+0.0801287j -1.04314e-15-0.0547658j -2.0424e-15-0.0498717j -3.62438e-16-0.00876448j -1.02759e-16+0.0281689j 2.89815e-16-0.0229458j 2.52608e-15+0.140898j -2.36456e-15-0.213565j 1.24556e-15+0.128038j -9.11794e-16-0.0575554j 1.35922e-15+0.122849j -1.07676e-15-0.0356654j 3.15382e-16+0.00692928j -1.44256e-15-0.102954j 1.72723e-15-0.00302906j -2.13447e-14-0.0451064j 
-3.76726e-15-0.0024629j -1.01153e-16-0.0648892j -1.60854e-17-0.0176576j -1.03232e-16+0.0057245j 9.27413e-17-0.0156376j -3.17103e-16+0.0145306j 2.44695e-16-0.0393539j 2.33562e-16+0.0311861j 1.16474e-16-0.0217931j 3.52778e-16-0.0672819j -1.98361e-16+0.0300805j -1.87834e-17+0.00603176j -2.53211e-16+0.0194313j -6.36154e-16+0.0729285j 1.04278e-16-0.0136282j 3.47436e-16-0.0322552j 3.55813e-16-0.0210238j -7.42103e-16+0.0504474j -2.38844e-16-0.0582687j -2.32319e-16+0.0409643j -1.44322e-16+0.0111759j -2.20165e-16-0.0301077j -1.41012e-16-0.00398433j -9.1927e-17-0.0268488j 1.40914e-16-0.0334238j 1.09279e-15-0.0157967j -3.73727e-16+0.0360347j 4.20045e-16+0.0058493j 8.35244e-18-0.0228031j -3.41136e-16-0.0273549j -6.35554e-16+0.0331767j -5.51233e-16+0.0327256j 1.93083e-16+0.0196748j 4.03297e-16-0.0437726j 2.18986e-15-0.0533664j 2.27337e-15+0.0207048j 4.39093e-16+0.0760236j 6.79547e-16-0.013925j 3.44746e-14+0.0285803j 2.82069e-14-0.0179946j 7.30387e-16-0.002216j 4.86738e-15-0.0342308j 1.74234e-15-0.0690769j -9.29363e-16+0.0406914j -1.38058e-15+0.0167633j 4.39504e-15-0.0565753j 5.88057e-16+0.065943j -1.12917e-15-0.0446368j 4.18053e-16+0.0211965j -1.20677e-15+0.0542652j -6.4584e-16-0.0796715j 4.91877e-16-0.00504333j -9.18068e-16-0.0136288j -8.05719e-16-0.0312072j 1.21403e-15+0.00585914j -2.57668e-16-0.0645582j -3.79924e-16+0.0351026j 4.42992e-16-0.0334101j 1.5235e-16-0.0583374j 7.59196e-16+0.0171714j 1.40577e-15-0.0774054j -6.71973e-16+0.0018673j -9.08006e-16+0.0437097j -1.15583e-15-0.0647923j -2.61625e-16-0.0461644j -3.26706e-16+0.0235293j 7.50147e-16+0.0118559j 6.08127e-16+0.166454j 9.96711e-16+0.00313745j 1.26908e-16-0.0313522j -4.58405e-16+0.0525765j -1.82756e-16-0.00692479j -7.86036e-16-0.0195799j 1.2832e-16+0.015643j 1.57702e-16+0.0234394j 1.24609e-15+0.0831384j -1.36822e-14-0.0242961j 
-1.44781e-14-0.0295848j -1.51894e-15-0.0392849j -4.05741e-16+0.00132994j 2.48998e-17+0.0134251j -3.75628e-16+0.049871j -2.45643e-16-0.00871487j -4.64296e-16+0.0180912j -2.07556e-16+0.0191453j 1.0242e-17+0.0367497j 1.26658e-16-0.0220483j 6.40195e-16+0.0513407j 4.71488e-16-0.0175379j -7.71387e-17-0.00580446j 3.17185e-16+0.0109517j -1.62902e-16+0.0180905j -1.28849e-15+0.0541122j -8.8383e-16+0.024174j -5.52709e-16-0.000346606j -6.89815e-18-0.0533103j 2.54259e-16-0.0138738j -2.56079e-16+0.0281364j -4.32642e-16-0.0038881j 3.9094e-16-0.00234357j -2.74101e-16+0.00566825j -1.27532e-15+0.00852163j 2.07398e-16+0.0427018j 7.5427e-16+0.0191348j -1.87145e-15+0.0500783j 2.02874e-16-0.0312354j -3.05097e-16-0.026584j -2.44756e-16+0.0124958j 3.9705e-16-0.0024852j -6.37191e-16+0.0339717j -1.46462e-16-0.043822j -1.30451e-15+0.023439j -1.90691e-15-0.0335537j 1.55718e-15+0.0177604j 1.36531e-14-0.0221729j -3.06848e-14+0.00717264j -3.68761e-14-0.0230867j 1.02584e-15+0.0148839j 7.40887e-15-0.0459277j -1.78194e-15+0.0582043j 2.64767e-16-0.0220722j -5.83649e-16-0.0656334j 1.46111e-16-0.0108112j -5.76851e-16-0.0209243j 4.28277e-16+0.0134965j -1.35745e-16-0.110485j 3.10483e-16-0.0262604j 5.1308e-16+0.0251685j -1.63468e-15+0.0752489j -6.42128e-16-0.00777532j -1.35297e-16-0.0263054j 1.17793e-16-0.11697j -6.24496e-16+0.0301826j 1.66677e-15-0.101941j -8.04132e-16+0.106305j -3.1068e-16+0.0315677j 2.40986e-16-0.0438796j -7.18216e-16+0.109456j 7.91598e-16-0.00153016j -9.78403e-16+0.0448911j -4.45974e-16+0.0298109j -6.23609e-16-0.0822502j 2.31185e-16+0.0830746j 5.2095e-16-0.0921244j 1.63253e-15-0.0795791j 7.23799e-17+0.0778032j 5.82275e-16-0.0553348j 4.62244e-17-0.0297905j -3.49962e-16+0.0501434j -8.0013e-16+0.00769811j 3.4654e-16-0.0528336j -1.63765e-16-0.053093j 1.09702e-15+0.0238385j -3.30492e-15-0.00394151j 
4.68341e-15+0.0103753j 6.25053e-16+0.0082968j 6.09579e-16-0.0077894j -1.04897e-15+0.0244401j -5.40995e-16+0.0146154j 8.84075e-16-0.0206166j -4.01226e-17-0.00166597j 1.29798e-16-0.0135161j -1.07106e-15+0.0242508j -1.13791e-15+0.0248678j -1.49195e-15+0.0172449j 7.58604e-16-0.0246442j -1.07324e-15+0.0295617j -2.53925e-16-0.00554227j 8.09577e-16-0.0205712j -1.66647e-15+0.0264243j -5.48285e-16+0.00473159j -5.70057e-17+0.00585979j 5.51632e-16+0.00325289j 1.82515e-16-0.015704j -6.93535e-16+0.0200378j -1.26929e-16+0.000660555j 6.70926e-16-0.0265721j -1.74931e-16+0.00593216j -1.28593e-15+0.0359718j 1.09114e-16-0.0325744j -1.38394e-15-0.0066357j 4.70681e-15-0.0595748j -1.93325e-16+0.00457363j -1.72385e-17+0.0218361j -4.64416e-16+0.009328j -5.5988e-16+0.00665053j -1.82845e-15+0.0411715j 1.78538e-15-0.0245683j 1.79549e-15-0.0348772j -9.28277e-16-0.0291828j -9.68848e-16+0.00940114j 1.11818e-14-0.0128613j 1.23564e-13+0.00885152j 1.08736e-13+0.0399909j 3.77639e-16-0.0141541j 5.2295e-15-0.0217778j 2.61364e-15-0.0503386j -2.90186e-15+0.0554231j 1.20762e-16+0.00506173j 4.82766e-15-0.0434077j -6.80562e-16+0.0135554j -1.54871e-15+0.0230671j -1.66308e-16+0.0396237j 2.4604e-15-0.0145391j 1.45128e-15-0.0386392j -4.11379e-16-0.00956495j -8.52406e-16+0.0211487j -1.49777e-15+0.0399756j 3.70364e-16+0.0363961j -1.91858e-16+0.00422837j -4.71316e-16+0.0325128j 2.35391e-15-0.0758136j -2.93436e-16+0.014829j 1.59568e-15-0.0316658j 1.2943e-15-0.0515727j -4.80137e-16+0.0137508j 1.26595e-16-0.00971098j 6.0615e-17-0.0072801j 9.83889e-16+0.018171j -1.13033e-15-0.0119227j 4.46864e-16+0.00867479j -2.83744e-15+0.0776621j 2.94933e-15-0.10213j -1.5802e-15+0.0615107j 6.52799e-16-0.0134612j -1.49051e-15+0.0235263j 1.0531e-15-0.020679j 1.21535e-16+0.00518795j 1.05362e-15-0.0263482j -3.73365e-17-0.00687453j -6.03038e-15-0.015411j 
1.52351e-14+0.0334149j 1.63889e-15-0.0193274j 1.94335e-16+0.00743297j 2.99653e-17+0.00473192j 8.8396e-17+0.06044j -1.15962e-16-0.0152712j 3.55311e-16+0.0188742j 4.14289e-17-0.0400513j -2.78842e-16+0.0253116j 3.07676e-16+0.0168568j -7.11304e-16+0.0339568j -1.79443e-16-0.0215089j -4.96308e-16+0.00102337j -3.12362e-16-0.0166705j -1.98035e-16+0.0337575j 1.25756e-15+0.0164642j -4.71636e-16-0.00135246j -5.25954e-16+0.0239556j 1.03614e-15+0.0174296j -7.52093e-16+0.0116378j 2.60698e-16+0.00598068j 1.13689e-15-0.00969158j 7.82262e-16-0.0265086j 6.09772e-16-0.00628695j 5.94095e-16-0.0235552j -9.83172e-17-0.00926484j 1.29389e-15-0.0265128j -1.53221e-15+0.0310321j 1.37337e-16-0.0162302j 6.34234e-16+0.00686224j -7.91154e-16+0.0176719j 5.30568e-16-0.0201474j -5.01974e-16+0.025128j -1.79386e-16-0.0193269j 1.86449e-15-0.0213078j -1.28483e-15-0.00785906j -1.49694e-15+0.042852j -8.58947e-15+0.0206556j -6.93866e-14-0.0218341j -5.59753e-14-0.00252093j -1.74954e-16+0.0174658j -1.91907e-16+0.00109856j 7.17468e-16+0.0263199j 1.63394e-15-0.0254277j 3.74471e-16-0.0752783j -2.71096e-16-0.00118042j -1.69293e-15-0.000971286j -5.11773e-16+0.0269911j -5.1051e-16-0.108881j 3.733e-16-0.0163185j 1.33305e-15+0.0480885j -1.59636e-16+0.0264519j 4.43122e-16-0.0257566j 9.93505e-17-0.0216981j 1.81027e-16-0.101803j 6.50744e-16+0.0375423j -9.92639e-16-0.0246821j 1.47628e-15+0.0348678j -4.91618e-16+0.114967j 3.69801e-16-0.0912475j 8.43202e-16+0.118808j -1.03255e-15+0.094815j 2.75913e-16-0.0203355j 8.41344e-16+0.0785278j 9.7131e-16-0.0563253j -5.95794e-16+0.0541943j 5.28963e-16-0.154236j -3.2175e-15-0.0253241j 1.12111e-15-0.0234284j -9.10216e-16+0.016115j -7.35621e-17-0.0718272j -9.88412e-16+0.0619949j 1.99396e-16+0.0324242j -6.18797e-16-0.0363126j 5.95823e-17-0.0884059j 1.02186e-15-0.025258j -2.93634e-14-0.0638333j 
-1.93043e-14-0.0445121j -1.4816e-15+0.0230992j 8.97332e-17-0.00274663j 1.87711e-16-0.014487j 5.38424e-16-0.0540033j -7.31596e-17+0.0027091j -2.29497e-16-0.0243489j -7.0891e-16+0.0211093j -1.73404e-16-0.0190945j 4.25223e-16-0.0176592j -4.35097e-16-0.0689266j -3.27295e-17+0.0073697j -6.46981e-16+0.0467485j -1.09878e-15+0.0156904j -7.55389e-17-0.00631995j 5.94216e-16-0.0340966j -1.61084e-15+0.0557885j -5.98066e-16+0.0181653j 9.4935e-16-0.0038607j 2.53067e-17-0.00808345j -3.06874e-16+0.0220317j 8.72647e-17-0.0306992j 7.37238e-16-0.0476884j 1.2717e-16-0.0134161j -2.24726e-16+0.0151703j -1.15542e-15+0.0337326j -5.73798e-16+0.0238477j 3.19051e-15-0.0319254j -3.95661e-17+0.0397356j 6.02333e-16-0.0263554j -4.26298e-16+0.00420297j -1.30397e-15+0.0373418j 7.99805e-17-0.0152735j 7.434e-17+0.0248558j 3.47663e-16+0.0371992j -2.40334e-15-0.031646j -1.1099e-15-0.0247911j 1.57705e-15-0.0114092j -8.98063e-14+0.0105649j -8.38898e-14-0.0496216j 6.4258e-16-0.0448192j -5.64181e-15+0.0381743j 5.2964e-16+0.000938864j 7.25141e-16-0.016407j -7.91084e-16+0.059315j 6.014e-16-0.000110335j -5.57413e-16+0.0322795j -6.68844e-16-0.010673j -2.48489e-16+0.103672j 1.00089e-15-0.00209226j 6.09139e-16-0.00992687j 6.38133e-16-0.052375j 7.75734e-16-0.0176879j -8.9978e-16+0.0363595j 6.7815e-16+0.0427119j -3.33437e-16+0.0141006j -9.21377e-16+0.0378738j 1.52156e-15-0.0775233j 1.82366e-15-0.110848j 1.01407e-15-0.00147273j 1.87222e-15-0.124246j 3.28797e-16-0.0748803j -4.78525e-16+0.00492482j 9.56052e-16-0.0749429j 5.49737e-16+0.041807j -9.57043e-17-0.0723838j -1.63359e-16+0.063221j -7.02326e-16+0.0051172j 1.21401e-15-0.0456759j 4.23292e-16+0.0189313j 3.65867e-17+0.0414835j -7.88676e-16-0.0172772j -3.85716e-16+0.0239343j -8.74267e-16+0.0585962j -3.10849e-16+0.0505927j -2.03722e-15+0.00383729j 2.87372e-14+0.0609168j 
-9.2575e-15-0.0177508j -5.96994e-16-0.0189829j 4.23475e-16-0.0113173j -2.18428e-16-0.00122632j 1.60678e-16+0.0183328j -6.16532e-17-0.0136826j 1.62187e-16+0.00969011j 5.93566e-16+0.0133813j 1.90753e-16-0.00177978j -2.7736e-16+0.0168628j 5.59823e-18-0.00584037j -1.61952e-16-0.0032863j -2.00472e-16-0.0280572j -1.2925e-16+0.00922882j -2.40477e-17+0.0430303j 5.43416e-16-0.0744442j -7.80907e-17+0.0325911j -4.03649e-16+0.029056j -3.38129e-16-0.0110289j -1.25433e-16+0.0154888j -1.21128e-15-0.0408923j -2.59656e-16-0.0113393j 2.59531e-16+0.00276399j -1.29415e-16+0.00107675j -1.95676e-16+0.0116281j 4.38394e-16+0.0280818j -1.08817e-15+0.0154459j 2.31487e-15-0.0479742j -8.98634e-16-0.042286j -7.08076e-16-0.0212554j -3.24877e-16+0.0270401j -2.93432e-16-0.0307973j -9.13748e-16-0.0358208j 1.24096e-15+0.0286978j 1.50022e-16-0.0341103j 2.60312e-15+0.030448j -4.52104e-16+0.00303459j 2.51861e-15-0.0274755j 1.36668e-13+0.0529026j 1.20005e-13-0.00292578j -1.46217e-17-0.00491464j -1.64277e-16+0.00548171j -1.15581e-16-0.00381656j 3.92825e-16-0.0441462j 4.22426e-16-0.0565233j -2.84238e-15+0.0325838j -2.11338e-16+0.0617658j -5.59509e-16+0.0105464j 2.30867e-16-0.0594846j -3.35761e-16-0.0240634j 4.05634e-16+0.0416844j -8.01722e-16+0.0956846j -3.62751e-19-0.0063102j 1.12096e-16-0.0609389j -5.38394e-16-0.0730891j 2.64723e-16+0.00601538j -8.53547e-16+0.0393899j 1.02457e-15+0.0832836j -4.03856e-16+0.0352465j 2.00117e-17-0.037292j -1.86485e-18+0.0232789j 5.60337e-16+0.0641513j 2.74473e-16-0.0351079j -1.60249e-16+0.0193007j 1.35111e-16-0.0751997j 1.50493e-17+0.0277881j 4.53774e-16-0.0310958j -1.03154e-15-0.0121808j 1.36393e-15+0.123679j -5.6241e-16-0.0158103j -2.02998e-16-0.0267244j -4.32777e-16-0.0253184j 4.6745e-17-0.0197958j -1.39219e-16-0.00564249j 1.38319e-17-0.000789011j -1.29939e-16+0.0380461j 2.69191e-15+0.00717121j 
-2.67386e-14-0.0574341j -1.3684e-15-0.0123324j 1.27213e-16-0.0186845j -5.87254e-16+0.0427757j -2.14115e-17-0.0180907j -3.1406e-16+0.00691046j 7.87444e-16-0.0680362j 2.09097e-16-0.00524487j -2.75292e-17+0.0260986j -1.25704e-16-0.00437441j -5.78741e-16-0.00410738j -4.6319e-16+0.0292143j 1.47128e-17+0.00804364j 6.83061e-16-0.0332866j 5.43447e-16+0.00299666j -1.15609e-16-0.00548599j 2.39525e-16+0.0155984j 1.80641e-16+0.00951895j 3.11987e-16+0.0181888j -6.01253e-16-0.0344706j 3.28797e-16-0.0135203j 4.03268e-16-0.03891j -2.70138e-16-0.0110234j 4.94201e-16-0.0104287j 1.38091e-16-0.000767226j 6.86147e-16-0.00530624j 7.65362e-16+0.0342599j -2.21026e-16+0.0227881j 5.69059e-16-0.00578725j 2.31962e-17-0.00210756j -4.2855e-16+0.031376j -7.45211e-16-0.00269455j -1.96101e-16+0.0133778j -7.91716e-17-0.00860479j -2.98401e-17+0.0268276j -1.3567e-15-0.0138446j 2.23036e-16-0.0018661j 3.03039e-14-0.0602608j 8.88175e-14+0.046563j 6.28152e-14-0.0203341j 2.55854e-16-0.0272079j -3.95516e-15+0.0280324j -6.20456e-16-0.00128937j 1.93579e-16-0.0084962j 3.61051e-17+0.0116802j 4.27405e-15-0.0475547j 1.75157e-16+0.00418844j -8.9993e-16+0.0136991j -1.91225e-16+0.0200434j -5.7578e-16+0.0118604j 1.75489e-16+0.0299728j 1.21136e-15-0.0553249j 8.16595e-18+0.0133759j 3.14648e-16+0.00290139j -1.96687e-16-0.0196938j 3.30291e-16+0.00958675j 7.85936e-16-0.0554505j -1.02571e-15+0.0654925j -1.09986e-16-0.0161839j -6.23985e-16+0.0384191j 1.06584e-15-0.100141j -4.62361e-18-0.0158425j -3.65952e-16+0.0315385j -4.43705e-16-0.0273871j 7.98668e-17-0.00076395j 2.52416e-16-0.0347418j -1.0339e-15+0.0798476j -6.76557e-17-0.00779085j -1.0634e-15+0.107521j -5.90255e-16+0.0490545j -5.62072e-16+0.075066j 5.08766e-16-0.0594661j 4.95491e-16-0.0321123j 5.57822e-16-0.027745j 3.20614e-16+0.000670568j -3.51058e-15+0.0609798j 4.19002e-14+0.09282j 
2.0724e-14+0.0366539j 2.80317e-15+0.0215013j -3.41345e-15-0.0465992j -1.37534e-15-0.00577066j -4.556e-15-0.0650611j -1.55583e-15-0.0155695j 1.44746e-16-0.0108158j -1.26442e-15-0.0110645j -2.1895e-15-0.0330629j 3.78552e-15+0.0530676j -4.21416e-15-0.0583077j 1.8465e-15+0.0341314j -1.19891e-15-0.0163576j 3.55684e-15+0.0479565j -1.14952e-15-0.0302902j -1.70382e-15-0.0138033j 9.56274e-16+0.0115689j 9.36389e-17-0.00913234j 1.90005e-15+0.0216372j -1.55799e-16+0.00450339j 4.62568e-15+0.0446965j 3.45176e-15+0.0469162j -2.72698e-16+0.00101179j 2.31801e-15+0.0235295j -5.31442e-17+0.00512233j -2.08269e-15-0.0309229j -1.60293e-16+0.0157674j 3.74096e-16-0.0302381j 1.63128e-15+0.0158141j -1.06024e-15-0.0105566j -1.01232e-16-0.0032461j 1.84651e-15+0.0550822j -2.64344e-15-0.0444739j -1.17533e-15-0.00577317j 1.39084e-15+0.0334733j 1.28223e-15+0.00971303j -3.59067e-15-0.0609742j -1.15042e-14+0.0201568j -3.89903e-14-0.00716904j -2.82961e-14-0.00531068j -3.38868e-15-0.0538304j 1.34323e-15-0.0228533j 1.49622e-15+0.037192j 1.89395e-15+0.031365j -2.6026e-16-0.00535954j 1.02998e-15+0.024252j 3.32266e-15+0.0267334j -2.55618e-15-0.0258085j 2.13574e-15+0.048839j 2.10213e-15+0.0463947j -1.22685e-15-0.0179067j -4.00062e-16-0.0042208j -8.72375e-16+0.00585746j 4.76983e-16+0.00377697j 4.45331e-15+0.0868336j -2.3651e-15-0.037661j 1.97815e-15+0.0282584j -8.92324e-15-0.0968227j -3.88918e-15-0.0710232j 1.2033e-15+0.0402944j -2.63906e-15-0.059381j -4.80182e-15-0.0806063j -4.7532e-15-0.0534329j -6.52013e-16-0.0175222j -1.75757e-15-0.013761j -1.23631e-15-0.0339954j 2.87794e-15+0.0817769j 5.10377e-15+0.048907j -3.48872e-15-0.0215905j 7.0871e-16+0.00921025j 1.86145e-15+0.0468744j -1.30855e-15-0.041435j -7.72176e-16-0.0243109j 3.61552e-15+0.0381477j 5.42059e-15+0.0784177j 6.48844e-16+0.0113209j -9.75427e-15-0.0143137j 
-1.53499e-14-0.0294583j -1.97841e-15-0.0183378j 8.20412e-16+0.01585j 3.46494e-16+0.0271745j 7.43178e-16-0.000927056j -4.94443e-17+0.0152452j -5.00573e-16-0.0384039j 8.67817e-16+0.0329228j 1.03238e-15+0.0146453j -3.50694e-16-0.00689562j 2.13353e-15+0.0304006j -1.89368e-16+0.0122329j -2.50506e-17+0.00855717j -8.6989e-16-0.0159652j -4.7165e-16-0.0419977j 9.02691e-16+0.0379036j -4.50254e-16-0.0263981j -1.16764e-15-0.0464522j -2.48867e-15-0.0632478j -4.16311e-16+0.0108201j -1.04961e-15-0.0180279j -1.00803e-15-0.0118876j 1.23191e-15+0.0440077j -4.98537e-16-0.00707137j -6.66331e-16+0.00698404j 4.2923e-16+0.0107481j -1.06555e-15-0.00751913j 4.11904e-16-0.00501121j -7.8127e-16-0.0167289j -5.24222e-16-0.0115532j -1.11145e-16-0.0163575j -1.02286e-15+0.0133069j 4.9451e-16-0.00830693j 9.43371e-16+0.0151798j -8.84904e-17+0.00625752j 1.93941e-15+0.0115408j 2.11519e-16-0.032439j 8.05403e-15-0.0274656j 1.66823e-13+0.0424967j 1.46126e-13+0.0199493j 1.9016e-15+0.0421522j 4.83538e-15-0.0323771j 1.49226e-16+0.0181207j -3.08746e-16+0.0198717j -1.94819e-15-0.0134677j 1.13585e-15-0.0358571j -1.79578e-15-0.0409431j 1.15725e-15+0.0146347j -4.66423e-16+0.0346641j 4.00265e-16-0.0173455j -6.28832e-16-0.0473747j 4.81683e-16+0.0150818j -3.16034e-16+0.0270647j -7.0915e-16-0.0139466j 9.03316e-16+0.0519004j -3.14765e-16-0.00963408j -7.94956e-16-0.0349585j 2.19707e-15+0.0665523j 1.02888e-15-0.0110268j 1.58725e-15+0.0708521j 1.26262e-15-0.00706589j 3.65393e-16-0.0382798j 2.32931e-16+0.0372286j -1.27915e-15-0.0471786j -4.54726e-16+0.000193527j 6.62188e-16-0.00934022j 1.17651e-15+0.08626j 3.21931e-16-0.0195057j 2.12107e-15+0.0715167j 2.73937e-16-0.00899716j -2.01029e-16+0.0397848j 1.02425e-16-0.0278455j -1.1228e-15-0.0290206j -7.18537e-16-0.0360355j -1.33987e-15-0.00830577j -1.85375e-16+0.0322481j 2.26619e-14+0.0481174j 
1.04248e-14+0.0201255j 9.58617e-16+0.028914j 2.76136e-16+0.023091j 1.63665e-16+0.0748035j 7.83252e-16+0.0801019j 3.77523e-16+0.0612731j 5.07115e-16-0.0147598j -1.41145e-16-0.0127398j -6.62534e-16-0.0529067j -1.58457e-16-0.0126644j -1.41073e-15-0.0939856j -4.0084e-16-0.0124528j 2.31105e-16+0.0267763j 1.25477e-16-0.0363724j 5.558e-16-0.0355646j -5.47426e-16+0.0754435j 3.00649e-16+0.0178064j 3.19955e-16+0.012802j 8.14729e-16+0.0487984j 9.3769e-16+0.10689j 4.5711e-16+0.0237272j 1.53903e-17+0.0163132j -3.99754e-16-0.00937942j -4.23306e-16-0.0273514j -2.22746e-16+0.0282494j 8.65927e-17+0.0214054j -9.35056e-16-0.00932497j 1.38509e-15-0.0393606j 2.58698e-16+0.00369513j 7.33646e-16+0.0412315j 3.77535e-16+0.0156683j -1.09088e-15+0.0367996j 3.95793e-16+0.00252309j -3.3476e-16+0.00743512j -5.06321e-16+0.0320096j -5.58236e-15-0.0584554j 1.46007e-16-0.00318557j 1.70811e-14+0.00597364j -2.03641e-13-0.0667619j -1.91424e-13-0.0130675j 3.82276e-16+0.0180492j -6.92959e-15+0.049709j -1.14346e-16+0.0742722j 3.49231e-16-0.00182987j 2.12154e-16+0.0279724j -1.55436e-16+0.0156922j -9.91367e-16-0.0624272j 8.22888e-16+0.0529284j 1.85668e-16+0.0672684j 3.84434e-16-0.0154827j 1.08188e-15+0.0186875j 1.8317e-16-0.0219899j 5.54304e-16+0.0631763j 5.0025e-16+0.0246807j -3.65563e-16+0.0127928j 6.84228e-16+0.0608882j 3.09405e-16-0.00135362j 4.05297e-16+0.10443j 5.40595e-18-0.00642054j -1.27576e-15-0.0249093j 4.83074e-16-0.00174389j -1.97233e-15-0.148904j 6.13013e-16+0.13584j 8.09385e-16+0.0593401j 1.12134e-15+0.103426j 3.2879e-17-0.0789805j -7.42241e-16-0.0133926j -3.94063e-15-0.26862j -5.93599e-16-0.0172076j -5.26978e-16-0.053621j -5.0096e-17+0.0553135j 7.22341e-17-0.033208j 4.73511e-16+0.038168j -4.42939e-16-0.11788j 2.65551e-16-0.00158581j -3.14532e-15-0.0893683j 3.44394e-14+0.0658783j 
