-9.85563e-16-0.125946j -5.34404e-16-0.0595019j 1.79026e-17-0.0103108j -8.5133e-18+0.0652539j 7.45743e-16-0.0525277j 4.33699e-17-0.0315145j -1.41551e-17-0.0499778j 2.91754e-17-0.06146j -3.14829e-17+0.0663494j 1.84029e-16-0.0315248j 3.66078e-16-0.0677157j 1.91036e-16+0.0132455j -5.92959e-16+0.0703632j 2.26058e-16-0.0855964j -8.25503e-17-0.0054185j 6.75382e-17+0.0150501j -8.77538e-17-0.0182872j 8.79736e-17-0.0260212j 1.0947e-16+0.0247615j 7.20921e-17-0.0126219j 3.16464e-17+0.0163388j -4.2292e-16+0.0259381j -1.55056e-15+0.0251649j 6.15171e-16-0.0566004j -2.38773e-16-0.031226j 4.13507e-16+0.0360126j 1.56974e-15+0.0426289j 1.04338e-15+0.00626518j -2.51144e-15-0.0171645j 1.13019e-15+0.042703j -1.18157e-14-0.0351092j -4.2697e-16-0.0137775j -2.65942e-17-0.00174643j -1.59098e-17-0.018644j 6.97225e-16+0.016923j -1.82875e-16-0.00525536j 2.15827e-16+0.0322435j 1.12147e-15-0.0567634j -8.73999e-16-0.0250454j 1.11182e-14+0.0650397j 8.65419e-15-0.0286933j -1.08439e-14+0.00701365j -8.80258e-17+0.00197689j -1.16522e-17-0.00704533j -1.23785e-16-0.0212658j 2.81319e-17+0.00521076j 1.32085e-16+0.0107454j -2.45156e-18+0.00516867j 1.3185e-16-0.0096071j 1.846e-16-0.0154941j 2.29464e-16+0.0710861j 1.87986e-16+0.0327258j 1.23969e-15+0.0134465j -5.52182e-17-0.0502709j 4.52027e-17+0.027027j -9.95042e-17-0.00139701j 2.65033e-16+0.0147852j 6.13333e-17+0.00140031j 1.04773e-16-0.0176065j 9.70244e-17+0.0327251j -2.59162e-16-0.025542j -4.2182e-17-0.0194237j -2.17964e-17+0.0331878j -3.72111e-17-0.0270706j -2.09489e-18-0.0187701j -1.46374e-17+0.0503453j -1.85955e-17-0.0103881j 7.76514e-18+0.00136502j 4.67134e-17-0.0494895j 1.27427e-16-0.069902j -8.62969e-17+0.0520947j 6.91671e-17+0.0766536j 
-1.42627e-16+0.0120843j 5.14068e-17-0.00405088j -5.95176e-18+0.0010175j 4.06103e-16-0.022232j -9.77455e-16+0.028405j -3.87229e-16+0.0220321j 3.50246e-16-0.0186259j 1.44222e-16-0.00323814j -2.0537e-17+0.00254116j -3.76674e-16+0.0143264j -4.06595e-16+0.0150574j 9.07122e-17-0.0123335j 2.9004e-16-0.0102069j -1.16413e-16+0.0139663j 4.85476e-17-0.0015373j 1.04468e-18+0.00553771j -1.8793e-16+0.00739603j 3.78009e-16-0.0219332j 9.5687e-17-0.00303666j 3.28925e-16-0.0207989j 1.43637e-16-0.0161433j 1.61474e-16+0.00772478j 6.02092e-16-0.0149685j -1.06607e-16+0.00376773j -7.16679e-16+0.0343621j 4.59694e-16-0.0253234j -4.77098e-16-0.000620767j 2.28223e-16-0.00590868j -1.01304e-16+0.0061271j -1.30098e-16+0.0167724j 3.36373e-15+0.00902114j 6.87907e-17+0.00247754j 4.62597e-16-0.0198866j -2.21645e-16+0.00912798j 5.8786e-17-0.00345743j 2.82622e-16-0.0130468j 4.51274e-16-0.0191708j -6.33084e-16+0.0172103j -7.96105e-18+0.0152932j 9.31859e-15+0.00251787j 7.4885e-15+0.0391822j 1.34426e-14-0.00864764j 2.83513e-16-0.0021023j 1.23543e-16-0.0184117j -1.13726e-16+0.00726557j -6.82454e-17+0.0075676j -2.21974e-16-0.00206941j 1.85252e-16-0.0172793j -1.57724e-16+0.00159663j -1.48032e-16+0.0177023j 5.4791e-17-0.00233322j 3.33501e-16-0.0163892j 1.6615e-15+0.0237318j 1.80082e-18+0.00416299j 3.90699e-16-0.0262848j -4.97754e-16+0.0259404j -4.53924e-17-0.0164724j 5.22489e-16-0.0322999j 5.67991e-16-0.0326452j 7.02125e-17-0.0230149j 1.17205e-16+0.00307714j 9.6305e-17-0.00228499j -6.20474e-16+0.0305768j -2.55945e-16+0.0252489j -4.69423e-16+0.018768j -4.10811e-16+0.0202532j 7.9937e-17-0.00953069j 6.75454e-17+0.00128888j -5.4033e-16+0.0279134j -2.24308e-16+0.0108289j -1.94466e-16+0.0143847j 2.38616e-17-0.00486975j 
1.39078e-16-0.00336078j 1.0025e-16+0.0150823j -3.98024e-17+0.0268299j 4.70824e-17-0.0336273j 1.70569e-16-0.0128288j -1.60912e-16-0.00779992j 1.8852e-17+0.0197942j 9.12255e-18-0.00911339j 9.67104e-19-0.016789j 1.12774e-16+0.00993693j 1.73417e-17-0.0127721j 9.06889e-17+0.0264978j 1.44052e-16-0.0320719j -2.53963e-16+0.00729614j 8.71221e-17+0.00614773j -7.90577e-17-0.0328928j -1.41031e-16-0.0188724j 7.86459e-17+0.0013903j 1.39909e-16+0.00468959j 1.99719e-16+0.0378685j 2.90585e-18+0.0137004j -2.26294e-16+0.0194413j -3.86645e-16+0.0103923j 2.18452e-16+0.0162001j -4.39058e-17+0.0290607j 5.83365e-16+0.00797955j 1.06144e-15+0.0272079j -8.71803e-16-0.0106275j 9.47208e-16+0.0125617j 4.26421e-17+0.00929977j 7.90585e-15+0.0222474j 3.61943e-16+0.00405044j -1.08175e-17+0.0077282j -6.19432e-17-0.00350175j 1.08709e-16+0.00339612j -1.27077e-16+0.0114406j -2.82885e-16+0.0180734j 6.56924e-16-0.0333188j 6.43588e-17+0.0127543j 6.63131e-15+0.0116333j 5.76142e-15+0.015771j 2.36519e-14-0.0155294j 2.44619e-16+0.0152379j -9.28641e-17+0.0107559j 4.37871e-17-0.00596564j -2.47345e-16-0.0184203j 1.35453e-16-0.00513179j 1.7472e-17+0.00571559j -4.33182e-18-0.0187982j -1.00194e-17-0.012122j -3.69724e-16-0.0236497j 4.285e-17+0.0295708j 1.65504e-15+0.015575j -1.05238e-16-0.0185891j -5.8017e-17+0.0414997j -2.67045e-16-0.0267473j 7.2919e-16+0.0387828j 3.32002e-16+0.0260274j 2.47967e-16-0.0368197j 4.19344e-16+0.0450239j 7.84806e-17+0.00825068j 6.09006e-17-0.0324788j -2.50665e-16+0.0176813j -2.51559e-16-0.0476836j -4.26678e-17-0.00938845j 7.88127e-17-0.035636j 1.25609e-16+0.0393542j -3.35661e-16-0.0358226j -1.3797e-16+0.02596j 5.46056e-17+0.00010536j -2.24559e-16-0.0282967j -6.59417e-17+0.0309892j 
-7.45123e-18-0.0233184j -1.37138e-16-0.0049702j -1.72138e-16+0.0262223j 2.65843e-16-0.0405371j -1.57656e-16+0.00814858j -1.25256e-16+0.0229896j -1.73989e-16+0.0196852j -4.63026e-17+0.00998949j 1.38554e-16+0.00411189j 4.20872e-16-0.0244054j 2.69125e-16-0.0116153j 5.10451e-17-0.0163677j -2.83923e-16+0.0318791j -4.32853e-16+0.0777022j -2.7432e-17-0.00976055j 1.82897e-16-0.0154183j -2.51601e-16+0.0193976j -1.9734e-20-0.0354552j 5.19503e-17+0.00413536j -5.08189e-17-0.00579715j -7.59547e-18-0.0149359j -1.81638e-16+0.0262321j -5.34377e-16+0.00174613j 6.28521e-17-0.0140523j 1.28995e-16-0.0128031j -5.16463e-17-0.00874133j 3.94191e-16+0.0128393j -6.18598e-16+0.014806j 1.69041e-15+0.0288345j -1.23039e-15-0.0129973j -3.15632e-15-0.00792205j 4.42207e-17-0.00514911j 1.97754e-16-0.0154388j 6.42633e-16-0.0393607j 1.39821e-15+0.0263694j -2.07283e-16-0.00092556j 1.23673e-17+0.0087676j -1.20825e-16+0.000946163j -3.11229e-16-0.0346195j -3.02422e-15+0.00885033j -2.79795e-15-0.0242484j 2.39411e-14-0.0157795j 8.20191e-16+0.0222249j -2.72858e-16-0.0224178j 6.22033e-17+0.00184421j 2.08857e-16+0.00106497j -4.04992e-16-0.0306911j -2.55754e-16-0.0215137j -5.84922e-17-0.0131321j 4.85378e-17+0.0305794j -4.61771e-17+0.0275512j -1.82036e-16+0.0222032j 9.13873e-16+0.00969772j -1.28745e-16+0.0219188j -6.3984e-17-0.0162951j -6.08858e-17-0.0303016j 1.93318e-16+0.0284306j 2.53403e-16-0.0530823j -7.6261e-17-0.0519772j -4.89079e-16-0.0422171j 2.33621e-17-0.0108835j 4.08621e-16-0.0578846j -4.02618e-16+0.0517173j -2.40162e-16+0.0532905j 1.16857e-16-0.0270507j 2.71645e-16-0.0233408j 5.01903e-18-0.0123013j -8.0961e-17+0.0388358j -3.73338e-16+0.0601652j -9.63546e-17+0.00685897j -9.14827e-17+0.0243525j -3.19144e-16+0.0528405j 
4.79465e-18+0.0206035j 4.1281e-18-0.00215174j -4.8707e-17-0.00143746j -2.06311e-17-0.00532186j 2.90459e-16-0.0112922j 1.27857e-16+0.00103711j -8.30348e-18+0.0108696j -1.6894e-16+0.00625632j 1.382e-17-0.0124125j -1.0817e-16+0.0220017j -2.32742e-17+0.0095473j -1.24764e-16-0.0112723j 3.01374e-16-0.0346333j 7.38085e-17-0.00595889j 1.05978e-16+0.029469j 1.17757e-17+0.00954796j 8.79577e-17-0.0140527j -8.8477e-17-0.012347j -7.89494e-17-0.0153953j -9.09897e-17-0.0175443j 1.97607e-16+0.023906j 9.87447e-17-0.0314566j 6.67171e-16-0.0181411j -3.15261e-17-0.0371685j 7.3706e-17+0.021752j -1.83318e-16-0.0311582j -2.53484e-16-0.000335141j -5.81688e-17+0.00655276j 1.4252e-15+0.0141672j -1.10029e-15-0.0287459j 5.29049e-15+0.0166335j 2.71631e-16-0.00572544j -1.0278e-16+0.0174995j 5.91456e-17+0.00426131j 1.53698e-15+0.0253212j 4.25953e-17-0.0175883j -1.29374e-16+0.00806781j -2.73991e-16+0.000703213j -3.18499e-16-0.0192674j 2.25272e-15-0.00998759j 2.29181e-15+0.0220274j -2.43334e-14+0.016195j 4.30994e-17-0.00357135j -3.08085e-16-0.0202235j -1.42404e-17-0.0295245j -4.73108e-16-0.0284602j -6.72167e-16-0.0430872j 9.63287e-17+0.0262783j 1.56426e-16-0.00237076j -1.55672e-16-0.0128679j -1.97509e-16-0.0405322j -1.58531e-16-0.0179199j -5.28447e-16-0.0053066j -4.63605e-17-0.0212712j 1.58176e-17+0.0121038j 3.65041e-17+0.00920639j -8.54238e-16-0.0438696j -2.93401e-16-0.00303327j -2.68775e-16-0.0235194j -1.96241e-16+0.0125137j 3.41393e-16+0.0360126j -2.63193e-17+0.00648299j 2.97483e-16+0.0161692j 4.64384e-17-0.043154j 9.43203e-17+0.0156538j 9.23064e-17-0.0209375j -8.3226e-17+0.0140526j 4.26545e-17-0.0256505j 1.24122e-16+0.00264072j -2.13902e-17-0.00807428j 1.72207e-16-0.00607713j 1.09805e-16-0.0151612j 
-4.52618e-16-0.0277439j -3.66552e-16-0.0364168j -2.03162e-16-0.0564341j 1.43697e-16+0.0485501j -3.79412e-16+0.0278248j 3.43843e-17+0.00972445j 1.12106e-16-0.0147637j -2.00315e-16-0.0458932j -1.92497e-17+0.0302747j -1.2042e-16+0.0226619j -7.37275e-17+0.00561299j 6.05515e-17+0.0138988j -5.35591e-17+0.029583j 1.12186e-16-0.00583385j 2.35949e-17+0.00658586j 1.04334e-16+0.0179983j -1.36842e-16-0.00530675j 1.63128e-16+0.0246732j 3.29305e-16+0.0423035j 9.45152e-17+0.00577088j 3.96523e-16+0.0199326j -4.22155e-16-0.0673319j 1.22075e-15-0.0162019j 1.16058e-16+0.0362048j -4.83124e-17+0.0199008j 2.70634e-16-0.0193183j 4.3866e-16+0.0153371j 3.43257e-16-0.0215166j -1.81895e-15-0.0275069j 1.08409e-15+0.0166876j 1.26128e-15+0.00286944j 1.40104e-17-0.00983715j 1.14125e-16+0.0335918j -2.20269e-16+0.00850239j 1.87221e-17-0.00105071j 2.70889e-16+0.0115001j -9.10227e-17-0.0287302j 4.69893e-16-0.0342093j -3.31767e-16+0.00304199j 1.18763e-14+0.0255578j 1.05371e-14+0.0222714j 4.02791e-15-0.0027625j -2.67742e-16-0.0208333j -3.65604e-16-0.040634j 1.51448e-16+0.0293421j -6.8831e-16-0.02545j 3.84172e-16+0.0238133j 3.02993e-16-0.0126762j 1.39317e-16+0.0150832j -1.07873e-16-0.0196233j -3.26574e-16-0.0243879j 4.55552e-16+0.00924173j 6.96534e-15+0.065512j -3.37045e-16-0.0478062j 3.17007e-16+0.000329304j -1.30151e-16+0.00383621j -1.12324e-15-0.0590337j 2.87165e-16+0.0122592j -6.51898e-16-0.0353063j -4.95092e-16-0.0356963j -2.59364e-16-0.016316j -2.60706e-16-0.0130398j 3.26802e-16+0.0392577j -1.83347e-16-0.00542816j 2.15452e-16+0.040617j -1.11762e-16+0.0515477j 1.30337e-17-0.027534j 3.34957e-16+0.0450811j -3.92094e-17-0.027757j -1.19436e-16-0.0155736j 2.58676e-16+0.0537361j 1.36784e-19-0.0079271j 
6.30245e-15-0.0384696j -5.1524e-15+0.030036j -3.95515e-15+0.0229062j 1.64175e-15-0.00882585j -1.39128e-15+0.00775288j -4.4389e-15+0.0262739j -6.06343e-15+0.035476j 8.42818e-16-0.00560377j 4.46801e-15-0.0251145j 7.02287e-15-0.0393179j 2.27863e-15-0.0129488j 4.23252e-15-0.0242009j -3.83726e-15+0.0218332j -2.71311e-15+0.0155528j 3.57871e-15-0.0211293j -1.96218e-15+0.0127573j -8.12366e-16+0.00535796j -2.58068e-15+0.0167798j 1.12311e-15-0.00565551j 2.91082e-15-0.0182064j 4.00677e-15-0.0226308j 1.52866e-15-0.00891098j 8.79921e-16-0.00455579j -2.91336e-15+0.0163849j 7.02242e-16-0.00302631j -2.78784e-15+0.0157197j 7.92581e-17+0.00193575j -1.88969e-15+0.0197051j 2.05941e-15-0.0298665j 7.25871e-16+0.00383541j 9.39849e-16+0.00536339j 8.25473e-16-0.00624728j -2.03065e-15+0.0121975j -1.49191e-15+0.00788446j -2.3602e-16+0.00405564j -1.04012e-16-0.000507552j -3.82941e-17-0.000211365j 1.84351e-17-0.00116611j 4.8315e-15-0.0318023j -7.4928e-16+0.0440764j 8.79694e-15-0.0230348j 7.26578e-15-0.00439051j -2.61816e-15+0.0187631j 7.14033e-16-0.00562521j 5.6236e-16-0.00246132j 2.35474e-16-0.00103635j 2.5793e-15-0.015328j -1.43034e-16-0.000447725j 3.78905e-15-0.022575j -1.62611e-15+0.0101658j -7.86728e-15+0.0473242j -4.58498e-15+0.0281448j -1.26155e-15+0.0153854j 5.50614e-15-0.0343548j -8.98284e-15+0.0520447j -3.17349e-15+0.0193151j -3.13858e-19-0.00048306j -8.16726e-15+0.0497235j 7.74115e-15-0.0472555j 1.16226e-15-0.00869065j 4.72089e-15-0.0280475j 1.77636e-15-0.0096089j -1.02833e-14+0.0602941j 4.23485e-15-0.026424j 2.27784e-15-0.0136674j 1.00702e-14-0.0582814j 5.52219e-16-0.00379842j 6.03752e-16-0.00385179j -3.46134e-15+0.0197155j 8.18587e-16-0.00482222j 4.19974e-15-0.0253596j -1.0078e-14+0.0601481j 
1.64831e-16-0.0152922j 7.30112e-17+0.0478106j 1.68586e-16+0.036909j -1.66621e-16-0.00253646j -2.42322e-16+0.00348436j -4.46258e-18-0.00693623j 9.80279e-18+0.00181712j 1.20172e-16+0.0153197j -8.46062e-17+0.028799j 7.1289e-17-0.0192336j 9.84371e-17-0.0148505j -1.09681e-16+0.0122069j -1.80303e-16-0.00490686j 1.44644e-17-0.0255313j -9.75374e-17-0.0151858j -5.02312e-17+0.0181646j 6.33985e-17+0.00737308j 7.18304e-17+0.0411022j -1.21334e-16+0.0159162j -1.02522e-16-0.0287542j -1.23627e-16-0.00176996j 3.80415e-16-0.00912028j 5.26401e-16-0.0143537j -8.32493e-17-0.00878891j 5.46684e-17-0.00167088j 1.85036e-16-0.00218958j -2.47278e-16-0.00169456j -8.31106e-16-0.028583j -6.15159e-16-0.00315012j 1.25238e-15+0.0436087j 2.4295e-15+0.00687936j 7.53322e-16-0.0348514j 1.31183e-16+0.0297127j 1.05638e-16-0.0173308j 1.79464e-15+0.0376363j 2.19562e-16-0.0282655j 2.19989e-16-0.0142323j 1.13835e-16-0.0157436j -7.02504e-16-0.0335411j 1.23606e-14+0.0551274j 1.02731e-14-0.0100341j -3.80932e-14+0.0249158j -9.83368e-16-0.0287504j 4.89037e-16+0.009874j -3.45313e-16-0.0114051j -1.305e-16-0.0258179j 1.75188e-16+0.00457373j -9.9577e-17-0.00605982j -2.56797e-16-0.0377786j 2.17575e-16+0.012379j 1.27416e-16-0.00976911j -2.51089e-16+0.0157605j -4.72436e-15-0.0467569j 8.60903e-18-0.0408162j 1.27718e-16-0.00733762j -6.64859e-18+0.00869649j -1.82953e-16-0.024401j -1.88026e-16+0.0741057j 1.53811e-16-0.00250187j 4.49504e-16+0.0416055j 7.0332e-16+0.0510133j 2.85927e-16+0.0430209j 9.09937e-18-0.00266367j 8.39027e-17-0.0512312j -7.29092e-17-0.0493365j -2.19501e-16+0.000446439j 5.20578e-17-0.00549101j -3.31722e-16-0.0506559j 7.03633e-17+0.000673772j -5.98547e-17+0.0210065j -1.54288e-16-0.0617363j 1.34406e-16+0.0266382j 
1.88788e-16-0.0110767j -2.67691e-16+0.0128611j 3.21478e-16-0.0215021j -5.89278e-16+0.0356591j -1.0679e-15+0.0369225j -2.13227e-16+0.0107949j -1.72468e-16+0.0109231j -2.23038e-17+0.00217073j 5.91642e-16-0.037594j 6.47745e-17+0.00103655j -3.02866e-16+0.0156901j 5.03676e-16-0.0207086j -1.0954e-15+0.0523634j -2.6487e-16+0.0249458j 1.97952e-16-0.0132128j -1.7617e-16+0.0103714j 2.67357e-16-0.0223464j 1.92833e-17-0.00831983j 1.86158e-16-0.00523868j -7.2573e-17+0.00569615j 7.58822e-16-0.0247344j 8.05238e-16-0.0461242j 1.86501e-16+0.0080804j -3.92719e-16+0.0240053j 1.19048e-16-0.0071402j 1.43433e-17+0.00959111j 6.04811e-16+0.0116489j -7.20678e-17+0.0128123j 8.73867e-16+0.00437786j -5.15037e-16-0.0279275j -8.48941e-16-0.0020203j -5.72867e-16+0.0138323j 4.11049e-17-0.0124073j -2.73634e-16+0.0100948j -1.1746e-15-0.0281035j -3.08425e-16+0.00975478j 1.58871e-16-0.00936927j 1.24981e-16-0.000987543j 1.31368e-16+0.00461381j 1.2979e-15+0.0129849j 1.30141e-15-0.00894244j 1.48688e-14-0.00982027j 2.74773e-16+0.00813357j 2.28996e-17-0.0106117j 8.83519e-17-0.00758273j -1.38292e-16+0.0154186j 3.61529e-17-0.0106105j -8.25016e-17+0.0133896j 7.90244e-18+0.0138554j -1.20992e-16+0.00242731j -7.77982e-17-0.0039843j 4.17644e-16-0.0208792j 4.11607e-15+0.0499677j -8.74527e-17+0.00670153j -6.13466e-16+0.0309479j -9.07622e-18-0.00408577j 4.96923e-17-0.00866558j -4.62768e-17-8.50849e-06j -2.19335e-16+0.0144905j 2.59789e-16-0.0207082j 2.96672e-16-0.0528375j 1.9514e-17-0.0180343j -3.9666e-16+0.0200039j -1.62167e-17+0.00486215j -2.11778e-16+0.0159803j 1.8016e-16-0.00943249j 1.67808e-16-0.00808661j -1.10171e-16+0.0110771j 4.55095e-16-0.0267545j 1.8225e-16-0.00941166j 5.51548e-17+9.94445e-05j 1.20912e-17-0.00507058j 
-6.38846e-17+0.00177315j -1.81106e-17-0.0228239j 1.73789e-16-0.0485401j -1.61444e-16+0.0411601j -4.61049e-17+0.00459888j 1.0996e-17+0.00146804j -1.77476e-16+0.0312895j 3.41997e-17-0.0148334j 3.0627e-17-0.0144487j 6.07571e-18-0.00703978j -1.80447e-16+0.0297583j -3.80153e-17+0.0173234j -1.92996e-16+0.0295815j 5.1462e-17+0.0304809j -9.99467e-17+0.0172747j -4.48793e-17+0.00721372j -9.79406e-17+0.0247734j -4.1689e-17-0.0032018j 6.16713e-17-0.0134425j -6.4341e-17+0.0189906j 2.99931e-16+0.0122907j 1.39864e-16-0.0582542j 8.22072e-16-0.004754j -1.61203e-16+0.0207269j -1.28057e-16-0.00190638j 1.51869e-16+0.000106366j 1.07289e-16-0.00737195j -3.87033e-16-0.00267602j 1.09526e-15+0.00120683j -7.59703e-16-0.0381882j 3.43278e-15+0.0118241j 2.26558e-16-0.00489051j 1.71088e-16-0.0113226j 9.81805e-17-0.0381251j -5.77025e-16-0.0113389j -2.80007e-16+0.0142922j -1.21138e-16+0.0268228j 7.87813e-16-0.0255743j -3.75068e-16-0.00797419j -1.31586e-14-0.0228089j -1.11714e-14-0.0325376j -1.61034e-14+0.0105413j 1.48047e-16-0.0108665j 2.0017e-16-0.0342032j 3.88979e-17+0.0260393j 3.50617e-17+0.0223937j -1.84021e-16-0.0106749j -8.76762e-17+0.011152j 7.66179e-17+0.0074835j 9.41336e-17-0.0187543j 4.022e-17+0.00140228j -4.29076e-17+0.0148922j -1.16182e-15-0.0120851j -4.46328e-17+0.0375035j -5.96429e-17+0.00330109j -1.395e-16-0.0302847j 8.82668e-18+0.00656876j -5.29449e-17-0.027857j -4.07161e-17+0.0159196j -1.51607e-16-0.032859j -3.37606e-16-0.0356728j 2.9692e-17-0.0335452j 5.93141e-17-0.0258603j 2.69743e-16-0.00274759j -3.93526e-17+0.015072j 8.72269e-17+0.00380665j -6.16524e-17-0.00372289j 1.18975e-16+0.0602144j 1.35166e-16-0.032027j 9.36166e-17-0.0162812j -9.75736e-18+0.037611j -3.86515e-17-0.0176966j 
-1.16154e-16-0.00209684j -2.92722e-17-0.0326237j 8.04162e-18-0.00148303j 2.11321e-18-0.0147577j 7.06321e-16-0.047438j -2.72249e-18-0.00904257j -8.09091e-17+0.0221787j 2.55839e-17-0.0156814j 4.88736e-17+0.0352247j -1.62616e-16+0.020874j -8.54953e-17-0.00162208j -1.54867e-16+0.00885692j 4.60506e-16-0.0554658j -2.54691e-16-0.0182458j 1.07818e-16+0.00541427j 1.07973e-16-0.011417j 7.27512e-17-0.0125464j 6.88487e-17+0.012817j -6.12596e-17+0.0244762j -6.33973e-17-0.0134201j -2.56707e-16+0.0398343j -6.17042e-17+0.0147375j 2.00429e-16-0.0145419j 1.03185e-16-0.0201185j -2.22508e-16+0.0182577j 1.47687e-16-0.0201136j 1.25866e-17+0.0136341j -7.61858e-16-0.0190174j 1.08242e-15+0.0138882j -4.50914e-16+0.0167501j -8.71603e-15-0.0251289j -2.19173e-16-0.0109461j -7.08101e-17+0.00765127j -6.60178e-17+0.0202152j -6.52613e-16-0.00997065j 8.54961e-18-0.00531921j -8.3211e-18+0.00219589j 4.32074e-16-0.0208027j 1.61993e-16+0.0202781j 8.07666e-15-0.0197728j 7.69819e-15+0.0597515j 3.4284e-14-0.0223428j -2.45092e-16-0.00690667j -2.1356e-16-0.0179335j 1.89304e-16+0.00558903j -4.38181e-16-0.0207893j 3.713e-16+0.019978j 3.3244e-16+0.0206063j 1.76992e-16+0.0027402j -1.23303e-17-0.0151737j -8.12425e-17+4.49456e-05j 4.50523e-17-0.000138588j 2.90198e-15+0.0294304j -7.86651e-17-0.0474901j -6.6208e-17+0.00498354j 1.81814e-16+0.0131255j 1.68944e-16+0.0114683j 1.7785e-16+0.0244972j -2.16119e-16-0.084468j -3.57167e-16+0.0299685j 3.76274e-16+0.0433741j 2.03161e-16-0.0179247j 2.08864e-17+0.0244771j -1.3597e-17-0.0526217j 2.54747e-17+0.00953124j 1.14746e-16-0.0371178j -5.43769e-17+0.0296558j -7.56894e-17-0.0105388j 2.57005e-17+0.0189012j 9.15217e-17-0.0239507j -4.21453e-17+0.0210818j -4.08322e-17+0.0184981j 
-3.4794e-17+0.00564415j -7.51606e-17-0.0229079j -1.82203e-17-0.0137876j 2.62937e-17-0.00948821j -3.22757e-16+0.0176292j -8.01031e-18+0.0089084j -3.73917e-17-0.0256633j -4.63954e-17-0.00817662j 6.10519e-17+0.0218144j -1.02555e-16+0.011605j 5.77276e-17-0.00207111j -8.63479e-17+0.0113774j -1.47959e-16+0.00768875j -1.85709e-16+0.0251843j 5.14922e-17+0.0209913j 5.44494e-17-0.020304j -4.60848e-18+0.0249629j 6.21999e-19-0.0030684j 2.18716e-17+0.013568j -7.55526e-17+0.017618j -3.31768e-17+0.0140562j 2.72801e-17+0.00935456j 2.67617e-16-0.0135065j -1.13623e-16-0.00935141j -5.12699e-17+0.0157414j 1.901e-16-0.0150955j 2.68786e-16+0.0184715j -3.33429e-16-0.00352883j 3.28556e-16+0.0134972j 2.886e-17+0.0156202j 4.86166e-15+0.0140176j 4.46537e-16-0.0061265j 1.35614e-17+0.0198665j 1.29107e-16-0.00149422j 1.61569e-15+0.0251839j 1.81046e-16+0.00404063j -8.42939e-17-0.016792j 2.44464e-16-0.0101025j -5.94051e-17+0.005793j 1.53225e-16-0.00935684j 5.29412e-16+0.0125178j -3.95071e-15+0.00268285j -3.00802e-16-0.0115042j -2.77949e-18-0.00394966j -1.72357e-17+0.00966936j -2.78588e-16-0.0247097j -1.02056e-16+0.00198754j -7.19573e-17-0.0440616j -1.48598e-16+0.0182852j -1.29442e-16+0.00665599j -4.41327e-17-0.0330001j -4.14568e-18+0.00462635j -6.89801e-16-0.00758273j 4.44471e-17+0.00159851j 2.25186e-17-0.0451962j -4.6854e-17-0.0335212j -4.49613e-16-0.0221143j 1.05067e-16-0.0569088j -2.94877e-16-0.0130763j -2.61038e-16-0.0446896j 2.62634e-16+0.0202383j 1.57002e-16-0.0098332j -4.94813e-17+0.00738401j -2.31705e-16+0.0555894j 3.18957e-17+0.00529461j -1.10734e-18+0.0556862j 8.46523e-17-0.0314439j 6.31785e-17+0.0479613j -4.37687e-17+0.0179291j -8.26533e-17+0.0172195j 2.86444e-17+0.0403235j -7.38172e-17-0.0123593j 
5.31842e-17+0.00805495j 4.72464e-17-0.0160841j 2.9107e-17-0.0072102j -6.34476e-17+0.00188964j -2.49494e-17+0.00326347j -6.58683e-17+0.0250899j -1.75278e-18-0.011463j -1.81886e-17+0.0163272j 7.95365e-17-0.0326317j 2.97077e-16-0.0183888j 4.72437e-18+0.00636945j 1.96194e-16-0.0452098j -1.9854e-16+0.0171199j -9.78238e-17+0.0527587j 1.69438e-17-0.0106085j -1.97127e-17-0.00366131j -3.82218e-17+0.00023097j -1.58867e-16+0.00155337j -4.85846e-18-0.00812825j 2.07831e-17+0.00169042j 7.69537e-17-0.0198992j 1.99517e-16-0.0119831j 7.73833e-16-0.0122125j -2.82518e-16+0.0250961j 4.17489e-16+0.00775941j -2.48988e-16+0.0136558j -2.10988e-17-0.0100115j 2.75191e-16+0.0283427j -6.21875e-17+0.0133259j 8.16092e-17+0.00126421j 7.95462e-15+0.0223475j 1.58002e-16+0.0158844j -2.60691e-16+0.0310225j -3.11348e-17+0.0272735j 9.27718e-16+0.0129556j 2.8541e-16+0.00423462j -5.53655e-17-0.0385929j -1.19031e-15+0.0480412j 3.95638e-16-0.0123888j 6.10781e-15-0.00174455j 5.36932e-15+0.0303096j 1.54616e-14-0.0101193j 1.23132e-16+0.00392565j -9.34299e-17+0.00482328j 9.02123e-19-0.0159528j 3.76154e-18-0.00453924j -2.82708e-16-0.0207447j 9.22405e-18-0.0132681j -5.25174e-17+0.00606812j -1.14765e-16+0.0603086j -4.09687e-17-0.0013708j 2.19774e-16-0.0150442j 3.75887e-15+0.0380371j 2.76515e-18-0.02348j -1.8673e-16+0.0466468j -1.39435e-16-0.0224269j -5.15252e-16-0.0438412j 1.40234e-16-0.0366453j -4.87973e-16-0.0333521j -5.33242e-16-0.0796402j -4.25704e-17-0.0236542j -4.87217e-17+0.0229965j -2.17576e-16+0.0549455j -2.94479e-16+0.10192j -4.21663e-17+0.0300817j 8.07112e-17-0.0260743j 1.80959e-16-0.0464783j -1.90993e-17+0.0520755j 2.891e-17+0.00212922j 7.51756e-17-0.0110563j -8.6018e-17+0.0363966j -8.77995e-17-0.0141957j 
