-9.85563e-16-0.125946j -5.34404e-16-0.0595019j 1.79026e-17-0.0103108j -8.5133e-18+0.0652539j 7.45743e-16-0.0525277j 4.33699e-17-0.0315145j -1.41551e-17-0.0499778j 2.91754e-17-0.06146j -3.14829e-17+0.0663494j 1.84029e-16-0.0315248j 3.66078e-16-0.0677157j 1.91036e-16+0.0132455j -5.92959e-16+0.0703632j 2.26058e-16-0.0855964j -8.25503e-17-0.0054185j 6.75382e-17+0.0150501j -8.77538e-17-0.0182872j 8.79736e-17-0.0260212j 1.0947e-16+0.0247615j 7.20921e-17-0.0126219j 3.16464e-17+0.0163388j -4.2292e-16+0.0259381j -1.55056e-15+0.0251649j 6.15171e-16-0.0566004j -2.38773e-16-0.031226j 4.13507e-16+0.0360126j 1.56974e-15+0.0426289j 1.04338e-15+0.00626518j -2.51144e-15-0.0171645j 1.13019e-15+0.042703j -1.18157e-14-0.0351092j -4.2697e-16-0.0137775j -2.65942e-17-0.00174643j -1.59098e-17-0.018644j 6.97225e-16+0.016923j -1.82875e-16-0.00525536j 2.15827e-16+0.0322435j 1.12147e-15-0.0567634j -8.73999e-16-0.0250454j 1.11182e-14+0.0650397j 8.65419e-15-0.0286933j -1.08439e-14+0.00701365j -8.80258e-17+0.00197689j -1.16522e-17-0.00704533j -1.23785e-16-0.0212658j 2.81319e-17+0.00521076j 1.32085e-16+0.0107454j -2.45156e-18+0.00516867j 1.3185e-16-0.0096071j 1.846e-16-0.0154941j 2.29464e-16+0.0710861j 1.87986e-16+0.0327258j 1.23969e-15+0.0134465j -5.52182e-17-0.0502709j 4.52027e-17+0.027027j -9.95042e-17-0.00139701j 2.65033e-16+0.0147852j 6.13333e-17+0.00140031j 1.04773e-16-0.0176065j 9.70244e-17+0.0327251j -2.59162e-16-0.025542j -4.2182e-17-0.0194237j -2.17964e-17+0.0331878j -3.72111e-17-0.0270706j -2.09489e-18-0.0187701j -1.46374e-17+0.0503453j -1.85955e-17-0.0103881j 7.76514e-18+0.00136502j 4.67134e-17-0.0494895j 1.27427e-16-0.069902j -8.62969e-17+0.0520947j 6.91671e-17+0.0766536j 
1.54203e-17+0.00917844j 1.37762e-16+0.00823884j 1.13364e-16-0.00284647j 4.05654e-17+2.11633e-05j 7.04412e-16-0.0240352j -3.85147e-16+0.0221934j -1.13001e-15+0.072479j -3.0856e-16+0.0326316j -5.88986e-17+0.018712j 7.22099e-16-0.0393529j -1.18975e-16+0.00478392j 7.7413e-16-0.0415871j -1.99905e-16+0.00207106j -3.70053e-16-0.00602434j 4.30514e-16-0.0346428j -4.37404e-16+0.0229612j -1.59901e-16+0.0265898j -5.17688e-16+0.0480969j -4.63583e-17-0.0220556j 4.20482e-16-0.0600877j 2.09367e-16-0.0109847j 7.40716e-16-0.0311856j 2.56746e-15-0.046452j -5.99197e-16+0.00574264j 3.0214e-16+0.0112387j -3.81159e-16-0.00212614j -6.07883e-16-0.0341058j 4.30458e-16+0.0128448j -1.08041e-15-0.0068797j 8.57772e-16+0.0102984j -1.63782e-15-0.0045535j 4.96336e-16-0.027328j 1.69755e-16-0.00203712j -3.80125e-16+0.0378591j -9.3887e-16-0.0250725j 4.99903e-17-0.0210577j 1.81572e-16-0.0167931j -1.52957e-15+0.0431181j 2.50487e-16-0.0215519j 3.65891e-15-0.000253701j 2.95708e-15+0.0159549j -2.1277e-14+0.0141697j -5.58996e-16-0.0213722j 4.4764e-16-0.0189759j -5.64816e-16+0.00707769j -2.73702e-16+0.0151921j -4.36122e-17+0.00405283j -1.56608e-16-0.0074411j 4.83648e-17+0.00974386j -3.88923e-16+0.0445397j -6.23114e-16+0.0673885j 9.51175e-17-0.0138234j -2.56316e-15-0.0239535j 1.04623e-16-0.0230841j -1.91395e-16-0.00641682j -2.45814e-16+0.0278537j -1.60889e-16-0.0390904j -5.67946e-16+0.0410543j 1.19632e-16-0.0176554j 2.95782e-16-0.0648069j 4.36874e-16+0.0175353j 1.42309e-16+0.038931j -4.19917e-16+0.0036681j -3.50445e-16+0.0384068j 1.83321e-17-0.0247979j 1.45354e-15-0.0717552j 3.1075e-16-0.0462708j -6.85964e-16+0.0634211j -2.81167e-16+0.00962091j 9.0445e-17+0.0113933j -2.87574e-16+0.00459037j -2.07643e-16+0.00472646j 
-3.55937e-16+0.00520984j 1.16057e-15-0.0317574j 4.77848e-16-0.0137743j 7.42477e-16-0.0329751j 4.80019e-16+0.010443j 3.57232e-16+0.00524923j -9.01723e-16+0.000124468j -3.6521e-17+0.00570966j -1.04827e-15+0.0266133j -5.15247e-16+0.00236651j 6.79781e-16-0.0298817j -1.33038e-15+0.0301284j 7.8422e-16-0.0146504j -7.69202e-16+0.0405181j -9.44552e-16+0.0392924j 8.16743e-16-0.0328219j 1.87057e-16+0.00794094j 7.48464e-16-0.0213621j -2.27863e-16+0.0332066j -4.73484e-16+0.00176099j -1.36585e-15+0.0317949j 7.55461e-16-0.0151576j 4.57523e-16-0.00182775j 4.10133e-16-0.00622223j -3.91168e-16-0.00788516j 8.51036e-16-0.0352398j -6.83149e-16+0.0081964j -7.04159e-17+0.020812j -4.19477e-16+0.0236158j -3.30424e-16+0.00394798j -2.36979e-15-0.00606142j -4.066e-16+0.0189948j -4.92728e-17+0.0165472j 6.10978e-16-0.0157643j 6.15795e-16+0.0144916j -4.42323e-18+0.00267955j -8.52683e-16-0.0124889j 1.63222e-15-0.0364417j -2.77597e-16-0.0213127j 5.65419e-16+0.00842529j -3.12191e-16-0.00971008j 1.3372e-15-0.0010434j 1.01641e-16-0.00738399j 7.32133e-16-0.00756534j 5.41234e-16-0.0179041j 6.13726e-16-0.0500447j 4.13274e-16-0.0136363j 1.75451e-16-0.0368275j -5.32915e-16+0.0280135j 1.81121e-16+0.00521899j 9.34082e-16-0.0420818j -4.86558e-16+0.0274512j 1.00038e-15+0.0112998j -2.78344e-16+0.0110108j 1.23126e-15-0.0598751j 1.14961e-15-0.0339647j -2.47769e-16-0.00565176j 1.38315e-15-0.0437351j 5.74892e-16-0.0424164j 1.7434e-16-0.0196503j -7.20534e-16+0.0161591j 1.56712e-15-0.042016j 9.82176e-17+0.0207989j -8.12266e-16+0.0478234j 3.84336e-16-0.010015j -2.72174e-16+0.0364527j 9.29704e-17-0.020249j -1.39375e-15+0.0566453j -9.62461e-16+0.0428565j -3.54866e-16+0.0272702j -1.3784e-15+0.0451966j -3.12386e-17+0.00676127j 
-4.57494e-16+0.0182072j 1.53819e-15-0.0248134j 1.10329e-15-0.0274779j -9.76902e-17-0.000239157j 1.25156e-15-0.0210359j 5.02338e-16+0.000255808j -1.32812e-15+0.0622006j -7.7234e-17-0.0017336j -1.37974e-15+0.00868377j -5.3462e-16-0.000149142j 4.90847e-17+0.0211337j -9.37963e-16+0.0147685j 1.58036e-16-0.00549596j -2.01786e-16+0.018615j -5.86358e-16-0.00163514j 1.75183e-16-0.00567345j 2.8996e-16+0.0038407j 4.44571e-16-0.0017059j 1.41368e-16-0.0213357j -6.71485e-16+0.0177777j -1.04589e-15+0.0286257j 1.75479e-15-0.0600304j 1.76312e-15-0.0127747j 8.13613e-17+0.0197325j -6.46327e-17+0.00388104j 9.32623e-16-0.010548j -2.16101e-16+0.00115119j -4.89165e-16+0.00336293j 2.55743e-16+0.00968814j -3.83512e-18-0.0236101j 6.82705e-15+0.022952j 8.24052e-16-0.0091981j 1.45609e-16-0.00205107j 2.44504e-16+0.00913737j -5.00198e-16-0.007534j -1.36233e-17+0.00370678j -1.0055e-15+0.0199316j -2.45255e-16+0.0172358j 4.3579e-16-0.00565062j -4.98042e-15-0.0366574j -4.98073e-15+0.0170647j -2.12204e-14+0.0136943j 4.43456e-16-0.0157543j 9.05362e-16-0.0333488j 4.34283e-16-0.00246347j 4.43043e-16-0.00946841j 2.8537e-16-0.00786386j 1.70791e-16+0.00758186j -6.16272e-16+0.0144079j 8.3944e-17-0.00231181j 6.18645e-16+0.00747019j 3.76382e-17+0.00705911j 1.27858e-15+0.0138533j -5.60598e-16+0.00797315j 1.01242e-15+0.00716572j 1.26624e-15-0.0259655j 5.77292e-16-0.00326529j 1.4037e-15-0.0179898j -8.9851e-16-0.00360851j 1.17582e-15-0.0626525j -6.94838e-16-0.00305367j 8.50715e-16-0.0189864j 1.0123e-15-0.0184578j -1.56058e-15+0.0322385j 2.30946e-16+0.00291802j -1.85037e-16-0.0310051j 6.81524e-16-0.013178j -2.26401e-15+0.0713154j -1.28935e-16+0.00721732j -1.02366e-16+0.000112121j -1.82423e-15+0.037762j 7.69224e-16-0.0149283j 
-4.05311e-17-0.00598643j 9.9291e-17-0.0128944j 1.38937e-16-0.007595j 4.74993e-16+0.0478863j 1.41942e-16-0.0110914j -1.39681e-16-0.0115904j -9.60483e-16-0.034767j -2.3179e-17+0.00556391j -3.96978e-16-0.0122387j 1.60086e-16+0.0198711j 2.72642e-16+0.0118874j -2.91627e-16-0.041107j -3.99557e-16+0.0391436j -2.48222e-16+0.00164901j -2.17605e-16-0.0204471j 3.46869e-16+0.0264789j -2.99427e-16-0.032973j -7.24513e-17-0.001364j 8.11044e-17-0.00402134j -1.66796e-16+0.00884752j -5.63979e-16-0.0255558j 8.76181e-16+0.00981575j 3.24472e-16-0.00686914j -1.52091e-16-0.000984251j 1.25266e-16+0.0181963j 6.41057e-16+0.0213294j 2.91129e-16+0.00561935j -1.70791e-15-0.0137613j 2.33347e-15+0.0215249j -9.84119e-16-0.0125569j 8.62798e-16+0.00402402j 4.10659e-16-0.0101611j 7.60361e-17-0.00807812j 1.44542e-16-0.0153347j -1.95034e-17+0.00238444j -2.92346e-17+0.000277823j -2.18704e-16+0.00153065j -1.44982e-16+0.0194115j 7.70371e-16+0.0134423j 5.01207e-15-0.0019474j 4.76191e-15+0.0251071j 1.98086e-14-0.0131605j 5.73162e-16+0.0113251j 1.66649e-16-0.00084697j 1.4449e-16+0.0105618j 1.05028e-15+0.0418719j -6.08225e-17-0.00733443j 4.0707e-16+0.0311689j -3.63695e-16-0.0156072j 1.38407e-16+0.0296834j 5.50916e-18-0.00759724j -6.8725e-16-0.0458592j 1.81257e-15+0.0226737j -1.45992e-16-0.00815352j 2.08397e-16+0.0471585j 2.69709e-16-0.0176257j -5.04253e-16-0.0300679j 3.6422e-17-0.0175906j 5.90594e-16+0.0317144j 1.21765e-15-0.00268556j -1.01723e-17-0.013654j 5.79213e-16+0.019069j -2.03698e-16+0.00837502j -5.13996e-16+0.0227045j 3.21153e-16+0.0262591j 2.45294e-16-0.00838575j 3.50655e-16-0.00331908j -1.33697e-15-0.0215679j -7.23554e-16-0.0513567j -4.00854e-16-0.0426156j -4.10076e-16+0.0100729j -4.29274e-16-0.0292003j 
-3.60192e-17+0.00835914j -1.10699e-16+0.00970426j -8.17159e-17+0.0112179j 4.58641e-16+0.000331404j -8.65762e-18-0.0175231j -1.63149e-16-0.0285808j -2.66198e-16-0.00923115j -1.25188e-16-0.0133999j -2.48338e-16-0.000444144j -1.45917e-16+0.0145219j 2.40751e-16+0.00766864j -1.98155e-16+0.0348906j 2.9556e-16-0.0217297j -1.52203e-16-0.0431447j -2.67803e-16-0.011678j 3.02553e-16-0.00789281j -1.50157e-16-0.0173687j -2.47238e-16-0.000301511j -2.4435e-16-0.0120923j 9.2991e-17+0.0373993j -2.85199e-16+0.00528545j -7.69293e-17+0.0142295j -5.30775e-16+0.0221414j 1.91691e-16+0.0223787j -1.65122e-16+0.00923791j 6.7076e-16+0.0203178j 1.5565e-16+0.00276367j -1.05355e-15-0.0273704j 2.85747e-16-0.00383983j 5.40116e-16+0.0141828j 6.21649e-15+0.0168138j 2.36353e-16+0.00514951j -2.59404e-16-0.0175352j -3.80756e-16+0.0034086j -1.13889e-15-0.0165476j -1.37084e-16+0.00885363j 1.5466e-16+0.0237308j 5.31652e-16-0.000535064j 7.21812e-16+0.0343013j 3.02287e-16-0.0122598j 8.52381e-16+0.0167553j -7.70571e-16+0.000533314j -2.81319e-16-0.00375035j 5.13995e-17+0.0180649j 7.89074e-17+0.00572415j 7.56638e-16+0.0128035j 5.06723e-16+0.0265605j 5.76543e-16+0.0241427j -3.05152e-16-0.0180099j 2.21373e-16-0.0260603j 3.79919e-16-0.00601562j -2.52683e-16+0.00799485j 5.12188e-16+0.00457226j 1.22036e-16+0.00802714j 4.7216e-16+0.0308903j 1.48829e-16+0.00277755j 9.34068e-16+0.0408045j -1.5292e-16+0.0265973j 6.59098e-16+0.0350876j 6.98215e-16+0.0409733j -4.54049e-16-0.00566381j 1.18367e-16+0.0102432j -1.57722e-16-0.0443953j -8.55096e-18-0.037858j 2.30087e-16+0.0045604j -1.19707e-16+0.0022502j 1.86721e-16+0.0377611j -5.08571e-16-0.047057j -5.66372e-16-0.0169013j -5.24299e-16-0.00664938j 5.03001e-17-0.0290089j -1.38558e-16-0.0113807j 
9.55038e-16+0.0157506j 5.74011e-16+0.0115391j -6.1725e-17-0.00230651j -5.86305e-16-0.00472795j 5.52218e-16+0.0119459j 3.98207e-16+0.0118509j 9.81216e-16+0.0245573j 3.05189e-16+0.0128497j 5.0193e-17-0.0152582j 3.245e-16-0.00510311j 8.85548e-16+0.0264957j 3.12001e-16+0.000637011j -1.10554e-16+0.00100458j 8.02246e-16+0.040722j 3.9221e-16+0.00850657j -8.0593e-16-0.0224678j 1.01366e-15+0.0275676j 3.3607e-17+0.00355822j -6.01586e-16-0.0135497j 1.0919e-17+0.00443714j 4.98295e-16+0.00589379j -4.3951e-16-0.011196j -1.36542e-16-0.0144873j -6.18337e-16-0.0133598j 8.67937e-16+0.0145462j -3.71348e-16-0.0049113j 1.22579e-15+0.0175876j -1.88915e-15-0.0064602j 3.94385e-15+0.0377104j -1.32416e-15-0.00267709j 4.86569e-15+0.0134898j 3.17635e-17-0.0128899j -4.76481e-17+0.00668374j 5.41751e-16+0.00241066j 5.61681e-16+0.00878158j -1.67905e-16-0.00628045j -2.09508e-16-0.00951065j -1.54975e-16-0.00718251j 4.76435e-16+0.00491299j -2.40867e-15-0.0179573j -2.41929e-16+0.0142387j -4.78922e-15+0.00341807j -1.30458e-15-0.0187753j -4.86658e-16-0.00798296j -1.43316e-16-0.00784523j -8.1461e-16-0.00844762j -5.73119e-16-0.0139105j -7.33207e-16-0.0171407j 4.9861e-16+0.00974814j -3.33079e-16+0.012834j -1.00778e-15-0.0199651j -4.29719e-16-0.00699325j -3.27302e-15-0.0272147j 3.01221e-16+0.00525426j -1.2435e-15-0.0137977j -8.28816e-16-0.0357415j 8.73687e-17+0.00582524j -9.30485e-16-0.0291762j -9.83967e-16-0.0230645j -1.37254e-15-0.0248781j 1.2167e-15+0.0205266j -4.15117e-16-0.00945713j -3.16925e-16-0.00281952j -1.3573e-16+0.00782859j -4.08273e-16-0.0137424j 2.13597e-16-0.00732147j -2.33353e-16-0.011278j 9.56168e-16+0.0278861j 8.76366e-16+0.0100064j 8.84276e-16+0.0120965j -3.75561e-17+0.00101684j -2.0567e-16-0.00174054j 
7.56801e-17+0.0160612j -2.73153e-16+0.0207885j -1.47098e-16+0.00360267j 6.11364e-16-0.0331776j -1.13146e-15+0.0292718j -1.65405e-16+0.0167259j 9.40564e-17+0.0193498j 2.68701e-16-0.00526291j -6.07521e-16+0.012354j -5.40536e-16+0.0166475j 3.0515e-17+0.00237557j -5.59945e-16+0.0125483j 1.70094e-16-0.0145853j 4.43361e-16-0.0170637j -1.02288e-16+0.0206173j 9.1803e-17-0.0191606j -4.25596e-16+0.029928j 1.05874e-16+0.0111523j -2.5732e-16-0.0112075j 6.15124e-17-0.00435771j -1.59019e-16+0.0152701j -2.43315e-17+0.00276304j 6.38376e-16-0.0244903j 3.73223e-16-0.0268665j -1.72645e-16+0.0375381j 8.50332e-16-0.0307751j -6.12462e-17+0.0183982j 9.13384e-16-0.00146372j -1.28542e-16-0.00427405j 1.57236e-16+0.00698802j 5.17498e-15+0.0144339j 4.35714e-16-0.0103936j 2.23066e-17-0.000408834j -5.18423e-16+0.0407747j -6.59287e-17-0.008001j -8.97415e-17-0.00250459j -1.1287e-16-0.0034573j 9.09909e-16-0.020103j -1.7058e-16+0.0198986j 9.37857e-16-0.0094672j 1.51141e-15+0.0157835j -1.66312e-14+0.0109643j -1.678e-16-0.0102266j 8.71079e-17-0.00834254j -4.77566e-16+0.00888941j 8.49822e-17-0.0342303j -4.50283e-16+0.00346108j 5.91299e-16-0.0327654j -2.38917e-16+0.025562j 8.90899e-16-0.0391376j 9.10965e-17-0.0248203j -3.00523e-16+0.00272492j -1.19282e-15-0.0140624j -1.251e-16-0.00565969j 1.51155e-15-0.0511288j -6.03224e-16+0.0197354j -2.46425e-16-0.0159135j -1.12043e-16-0.00153615j -2.86102e-16-0.0215008j -3.18768e-16-0.0192731j -1.26912e-16+0.0331727j 4.09461e-16-0.0127243j 2.85818e-16+0.00144257j 6.59828e-16-0.0301614j 1.77075e-16-0.00496276j -1.01519e-15+0.0211811j -1.14221e-16-0.00310572j 2.54053e-16+0.0102495j -7.94269e-16+0.0423075j -9.09087e-16+0.0412747j 2.95584e-16-0.0118101j -1.27517e-16+0.00408344j 
-1.3733e-16-0.00464697j -2.18471e-16+0.000958377j 5.78854e-17-0.0124273j 5.00681e-16+0.00265424j -1.22252e-15+0.0364709j -2.82485e-16+0.00838841j -7.14743e-17-0.00465593j 1.9503e-16-0.00566532j -5.71544e-16+0.0211394j -4.14704e-16+0.00788815j 2.33318e-17+0.0103154j -3.42502e-16+0.0120422j -1.42884e-16+0.0285191j 3.84088e-16+0.00666592j -2.86559e-16+0.00133657j 1.42841e-16-0.00424703j -5.65538e-16+0.019059j 6.28692e-17-0.0146964j 4.74178e-17+0.00278624j 2.13628e-16-0.00803592j -4.63061e-18-0.00258863j -5.17148e-18-0.0153725j 6.2574e-16-0.00568975j 4.45467e-16-0.00959709j -7.62947e-16+0.0103276j 8.87425e-16-0.021135j -1.59926e-16+0.0133756j -5.33307e-16-0.0131557j 1.36619e-15+0.0155243j -8.78919e-16+0.00709824j -9.4777e-16-0.00250572j 2.83604e-16-0.00634457j 5.18235e-16-0.0208673j -3.36599e-16-0.00168325j -1.78219e-16-0.0079002j 7.9115e-17-0.00540617j 1.52391e-16-0.00883061j 7.95396e-16-0.0161419j -4.13012e-16+0.00879665j 1.72722e-15+0.00438119j 1.48391e-15+0.00240203j -7.74368e-15+0.00497759j -9.94621e-17-0.0178503j 2.7964e-16-0.0226385j -4.25328e-16+0.00869458j 1.6287e-16-0.0035268j -2.92992e-16+0.00586362j 6.69368e-16-0.0228901j -4.36026e-16+0.0155149j 5.20443e-16-0.0101689j 1.42715e-16-0.0102747j -5.07116e-17-0.00453817j 7.94254e-16+0.00696628j -1.48753e-16+0.0183469j 1.43159e-15-0.0512712j -4.93125e-16+0.00202655j 1.06701e-16-0.00299906j 2.40952e-16-0.029553j 1.21077e-16-0.00232591j 1.29742e-16-0.0263947j -4.02765e-16-0.000357193j 3.53426e-16-0.0207945j 3.10179e-17-0.00190081j 2.53671e-16+0.0101029j 1.24984e-16-0.00571237j -8.95031e-16+0.0466674j 1.69262e-16-0.0156781j -1.95306e-16+0.0242264j -7.37256e-16+0.0117773j -7.97134e-16+0.0195366j -1.39559e-17+0.0148736j -1.12922e-16+0.000440996j 
-8.3429e-16+0.0258424j 3.49022e-16-0.0150065j 8.65808e-16-0.0249627j 4.64243e-16-0.0113987j -1.52317e-15+0.0230725j -5.16553e-16+0.00973499j 5.72204e-17+0.000464148j -1.64478e-16+0.00558877j -6.09961e-16+0.0186676j -5.15216e-16+0.0141312j -1.9939e-16+0.000173407j -6.73244e-16+0.0131255j -6.30645e-18-0.00520569j -7.56536e-16+0.0196018j -9.96876e-16+0.0302883j 4.96332e-16-0.0117484j -1.58046e-15+0.0305475j -2.81771e-16+0.00770816j -2.21835e-16+0.0139914j -1.04375e-17-0.000780598j -3.07651e-16+0.0110992j -3.32365e-16+0.00873166j 1.60805e-15-0.0225251j 9.7463e-17-0.00716872j -8.77324e-16+0.0100306j 7.91803e-16-0.0259266j -4.53296e-16+0.000985418j 3.0706e-16+0.00636572j -2.85792e-16+0.00260877j -5.63422e-16-0.00148783j -3.67644e-15-0.0105652j -1.48975e-16+0.00128537j 6.15661e-16-0.0101645j -8.73255e-17-0.00337031j -2.35931e-18-0.0178456j -3.01988e-16+0.0066089j 1.51281e-16-0.00452273j 1.80784e-15-0.0265068j -1.09684e-15+0.0207338j -6.76061e-15-0.0225036j -6.03711e-15-0.00676803j 6.10834e-15-0.00395148j 3.16617e-16-0.00608102j 2.67082e-17-0.000740322j -1.19465e-15+0.0297291j -1.28158e-16-0.00369501j -6.38729e-16+0.0149563j 1.57832e-15-0.0357735j -1.38536e-15+0.0362823j 2.75155e-16-0.0115404j 7.75731e-16-0.0243198j 1.22471e-17-0.00293152j -1.10112e-15-0.0229631j -1.26319e-15+0.0339233j 3.18324e-15-0.0794327j 2.88796e-16-0.00889581j -5.39711e-17-0.00653788j 1.5574e-15-0.0366656j -9.82598e-17+0.0026304j 9.78879e-16-0.0211561j -3.91233e-16+0.0151668j 7.65106e-16-0.0217998j 7.89471e-16-0.0199856j -1.06681e-15+0.0257541j -1.59761e-17+0.00180198j -1.81966e-15+0.0414884j 7.62816e-16-0.0157704j -1.75142e-15+0.0486959j -7.76685e-16+0.0182022j -1.37207e-15+0.0301473j -9.1782e-16+0.0291876j 7.48346e-16-0.0237564j 
5.06774e-16+0.046688j -9.87665e-18-0.00707457j -4.05678e-16-0.0386206j 4.09739e-16+0.0546136j 2.29371e-16-0.0185698j -5.60189e-17-0.023639j 1.33202e-16+0.0163727j 2.27568e-16+0.0478631j 2.60635e-17-0.0111858j 5.35028e-17+0.00590889j 3.94171e-17+0.0114086j -1.47411e-16-0.0162839j 1.90728e-17+0.0272137j 3.88735e-17+0.00388138j 1.78604e-16-0.00176602j -4.97495e-17+0.00218171j 2.27707e-16-0.00383908j 2.63447e-16+0.0452537j -8.22955e-17-0.00942293j -1.33205e-16+0.014435j 8.85451e-17-0.00489199j 1.11873e-16-0.0313758j 1.09729e-15-0.0217376j -6.92193e-16+0.0226915j 9.69653e-17+0.0130103j -5.9765e-17+0.0198723j -7.21471e-16-0.0345251j -1.7323e-15-0.00307295j 3.6617e-15+0.0371065j -2.16638e-15-0.0300295j 1.36972e-17+0.00242887j -2.21922e-17+0.00338962j 1.31019e-16-0.00586017j -1.99091e-17-0.00460957j -2.84023e-15-0.0443645j -7.30423e-17+0.0159957j -1.63404e-16-0.00258436j 6.88233e-17+0.000357655j 3.51849e-16+0.017707j -1.01355e-14-0.0326383j -8.08773e-15-0.0047465j -5.60262e-15+0.00371473j -7.31057e-16-0.0183818j 3.64346e-16+0.0166322j 1.84204e-16+0.0235867j 3.87748e-16+0.03454j 1.51097e-16+0.00891251j 1.18185e-16+0.0217066j 5.79867e-16+0.0246281j -2.84241e-16+0.0224029j -1.21175e-16-0.0347019j -5.67415e-16-0.0383243j -2.73808e-15-0.0235343j 2.40515e-16+0.0320528j -5.77831e-16+0.00588732j -3.5192e-16-0.0435293j -8.77508e-16-0.0314885j -3.49255e-16+0.00366557j 6.67726e-16+0.079384j 1.33524e-16-0.0252058j 9.2782e-17-0.00633539j -2.33282e-17+0.0313847j -4.55749e-16-0.0663634j 2.25649e-16+0.0490145j 4.21999e-17+0.00964693j 1.516e-16-0.0215708j -2.31856e-16-0.0216004j 6.5963e-16+0.0461087j -3.72537e-16-0.0649122j 5.48556e-17-0.00467841j 3.40319e-16+0.0097167j -6.17632e-16-0.0786699j 
-8.23277e-17-0.00787332j -4.11999e-16-0.0157177j -2.56059e-16-0.0254792j -6.36525e-18+0.0365726j -8.3555e-18-0.00315792j -3.91618e-18+0.0208961j 3.4036e-18+0.00519376j -2.65107e-16-0.00698445j 1.62537e-16-0.0562641j 2.37758e-17+0.00353568j 3.61074e-17+0.0202156j 3.18621e-16-0.0516821j -2.16009e-17+0.0166808j -1.5354e-16+0.0532035j 6.78746e-17+0.0245923j -1.30533e-16+0.00557193j 2.91354e-16-0.00235094j -1.77709e-16+0.00943083j -1.82541e-16+0.00123618j 9.5672e-17+0.00632657j -4.23395e-17+0.00225322j 3.49255e-16-0.00125159j 9.42798e-17-0.010894j 2.80158e-16-0.0274579j 6.01594e-16-0.0143034j 1.16774e-16+0.0123733j 9.52561e-16+0.022111j 6.92494e-16+0.0303512j 5.77159e-16-0.00244944j -1.21533e-15-0.0516652j -5.94288e-15-0.0147817j -1.25444e-16-0.00320278j -1.07688e-15+0.0395962j -2.64347e-18+0.00431873j 5.04048e-16+0.0184523j 3.05907e-16+0.013428j 1.49108e-16-0.00551723j -1.21369e-16-0.0045853j 4.85939e-16-0.00643788j -9.3616e-15-0.0265653j -7.47549e-15-0.008711j 3.02193e-14-0.0200366j 9.55241e-16+0.0289386j -3.67912e-16-0.0026442j 7.66123e-16-0.0020835j 7.17623e-16+0.002945j -1.819e-16-0.033113j 6.08779e-17+0.0132209j 2.25268e-16+0.0166506j -2.57651e-16+0.00191803j 3.67625e-16-0.00878169j 5.02023e-17-0.026675j 2.06201e-16+0.000736723j 5.24072e-16-0.0247387j -1.94214e-16+0.0453561j 4.61423e-18-0.0282151j 1.76479e-16-0.0242381j -3.12737e-16-0.0283219j -4.06844e-16-0.0320612j -4.66089e-16-0.0105189j -6.28052e-16-0.0116889j -4.39445e-16-0.0160401j -2.19116e-16+0.0447714j 8.61746e-17-0.0149453j 3.14484e-16+0.0325942j 1.22403e-16-0.0367178j 1.89153e-16-0.0018892j 4.78842e-16+0.015589j 9.22031e-17-0.0299812j -6.2613e-17-0.041369j 4.72783e-16+0.02463j -5.79848e-17-0.00275818j 
8.18754e-17+0.00139846j -6.03693e-16+0.0239277j -3.13552e-16+0.0185224j -5.57567e-16-1.61738e-05j -1.53171e-16+0.00202422j -1.6518e-16-0.0051499j -1.95015e-17-0.000802415j -7.38653e-16+0.0203922j 7.47112e-16+0.0046272j 5.33517e-17-0.00061696j -3.14885e-17-0.00925091j 1.03231e-15-0.00639943j -4.1706e-16-0.000558302j -1.19379e-15+0.00072064j 1.23839e-17-0.00837972j -1.7802e-16+0.00292806j 7.21344e-16-0.0181426j -8.21979e-16+0.0190325j -4.09249e-16+0.0123403j -3.3362e-17-0.00727192j -4.57553e-17+0.00450662j 1.16649e-15-0.0246906j 5.98112e-16-0.00170735j 3.70167e-16-0.00495331j 6.92456e-16-0.00987346j -7.919e-17-0.00368759j -3.43949e-16+0.00113552j -9.9872e-16-0.00638554j 2.80958e-16+0.0118343j 4.07029e-16+0.00635358j 2.11105e-15+0.0073624j 7.11651e-16-0.0100971j -2.17807e-15+0.0401708j -1.79236e-16+0.00474851j 1.56153e-16+0.0340833j 5.25524e-16-0.0122349j 1.03536e-15-0.0240642j -9.78214e-16+0.00964558j 9.23033e-16-0.0301714j 6.94878e-15+0.025376j 6.09054e-15+0.00319876j -2.17819e-14+0.0141346j -4.12771e-16-0.013412j -3.19392e-17+0.0071584j 9.81986e-16-0.0304579j 1.08711e-15-0.0375945j 1.04037e-15-0.0140553j -2.81899e-16+0.00294426j 3.01574e-16-0.0128064j -8.15487e-16+0.0165955j 1.40575e-15-0.0325478j 4.97547e-16-0.0051752j -2.97529e-16-0.000749314j 1.70608e-15-0.0369235j -1.41849e-15+0.0143177j 9.55463e-16-0.0110538j 1.31613e-15-0.0376593j -7.05944e-16+0.033248j 4.49834e-16+0.00264071j 5.1784e-16+0.00646127j -4.60224e-16+0.0307271j -8.26442e-16+0.0309994j -1.18256e-15+0.0107005j -1.55251e-16-0.00230336j 1.02984e-16-0.0185056j 9.00925e-16-0.00825635j 6.58787e-16-0.0126016j 3.08531e-16-0.0236596j 4.83105e-16-0.00228159j 1.83757e-16+0.0109055j 6.10151e-16-0.0297681j 1.97546e-16-0.000641101j 
