0.000626903-0.0120669j 0.0122013+0.000814812j 0.00127867+0.00224693j -0.00459191+0.00135354j -2.98902e-05-0.0034728j -0.000642677-0.00158847j 0.00217051+0.000712797j -0.00363682+0.00226425j 0.00157249+0.00094283j 0.00204516-0.000942854j -0.00028427+0.00143498j -0.0014256+0.000361427j -0.000550499+0.00101097j 0.00408132+0.0034697j -0.00177827+0.000507224j 0.0009291+0.0016811j -6.87657e-05-0.000373686j 0.000609065-0.000916174j 0.00215981+0.0010893j 0.00207343-0.000189442j -0.00148819-0.00064922j -0.00200174+0.00420513j 0.000202478-0.0018275j 0.000213392+0.00129455j 0.00101059+0.00125917j -0.00249374+0.00178945j -0.000401415-0.000519694j -0.000365186-0.00347651j -0.00021423+0.000931397j 0.000194539-0.000761477j 0.0028466+0.000550219j 0.00138246-0.00195645j -0.00123935+0.000565355j 0.000275557-0.000110034j -0.00278342-0.00438847j 0.00120718-0.00114276j -6.27842e-05-0.00263926j 0.00219055-0.00275513j -0.00236543+0.000440778j 0.00269366+0.000380644j -0.0024474+0.00113297j -0.00136123+0.00263592j 0.00377274-0.00449208j -0.00164968+9.86932e-05j 0.000665008-0.000768227j 0.002609+0.00328133j 0.00396525-0.000394737j -0.00115749-0.000257402j -0.00319209+0.000451251j -0.000103875-0.00291048j 0.00146846-0.0011836j -0.00292861-0.00283167j 0.00344534-0.00232557j -0.000340901-0.00585433j -0.0116792-0.00246693j -0.00233075+0.0122469j 
-0.00267782+0.0149384j -0.0153887-0.00291001j 0.00570655-0.0028299j 0.00541618+0.00653925j -0.00505025+0.00143717j -0.000981619+0.00437551j -0.00245866-0.00326079j 0.00196789-0.00275538j -0.00190171-0.00134743j -0.00446562+0.000700644j 0.00400385-0.00309937j 0.00309723-0.00224919j 0.0033612-0.00277881j -0.00365509-0.00679738j 0.00302126+0.00047702j 0.00107602-0.000574814j 0.00295559+0.00212236j -0.00258937+0.00142511j -0.00306132-0.005912j -0.00585205-0.00203419j 0.00517307-0.00241909j 0.00753086-0.00928976j -0.000907478+0.00057208j 0.000482729-0.00227813j -0.00455401-0.00165732j 0.00728211-0.00666707j 0.00241329+0.00228799j -0.000323797+0.00466718j 0.00215254+0.00174694j 0.00249518+0.000471297j -0.00566181-0.00590254j -0.000365474-0.00304596j -0.00166437-0.00335708j -0.00571964-0.00257522j 0.0100082+0.00612759j -0.000473568+0.000681957j 0.00565223-0.000198681j -0.00323965+0.00465936j -0.00132517+0.00285231j 0.00138574-0.00178723j -0.00306118-0.00608788j 0.00223835+0.00419967j -0.00514468+0.0058816j 0.00346937-0.00376938j -0.00125351+0.00241975j -0.00285574-0.000119875j -0.002677-4.68844e-05j 0.00273145-0.000219287j 0.00716546+0.00458709j -0.00491953+0.0118655j -0.000833006-0.00299852j -0.000715774+0.0105019j -0.000310275+0.00681783j 0.00425186-0.00516985j 0.014821-0.00305059j -0.00234939-0.014229j 
-0.00663797+0.0203853j -0.0203263-0.0062939j 0.00294668-0.00293634j 0.00261435+0.000808079j -0.000891797+0.00554447j 0.000481546+0.00538894j -0.00786907-0.00755538j 0.00903898-0.00745237j -0.00583355-0.00365179j -0.00650336-0.00378769j 0.00698461-0.000860651j 0.00298893-0.00085522j -0.000854983+2.47635e-06j -0.00502799-0.0108142j 0.00664191-0.00142537j 0.00238096-0.00658509j 0.00221484+0.000641811j -0.00212169+0.000824983j -0.00407685-0.00541881j -0.00774099+0.00417548j 0.0041307-0.00239188j 0.0115293-0.0133189j -0.00418897+0.00119175j -0.00311922-0.00405517j -0.00316048-0.0017271j 0.00916298-0.0102398j 0.000648895+0.00309932j 0.00383916+0.00903021j -2.12683e-05+0.00325119j -0.00214441-0.000640086j -0.00842627-0.00895273j -0.00270866-0.00531184j 0.001215-0.00156275j -0.00497321-0.00156061j 0.0125037+0.00880979j -0.000947331+0.000536698j 0.00795518-0.00207148j -0.00601047+0.00748451j 0.00186542+0.0039841j 0.00129456-0.00438379j -0.00730213-0.00433056j -0.000789654+0.000908959j -0.00734721+0.00771459j 0.00146287-0.00433203j 0.00326526+0.00157758j -0.00324989-0.00120313j -0.00356927-0.00388128j 0.000286758-0.000742531j 0.00603132+0.00534921j 0.0014408+0.00700994j 0.00398744+0.000503245j -0.00167228+0.0128713j -0.0075565+0.0162872j 0.0150456-0.00235028j 0.0233365-0.00299061j -0.00230162-0.0222601j 
0.00177586-0.0376886j 0.0391589+0.00220006j -0.0126876+0.00678311j -0.0147335-0.0125123j 0.0101515-0.0085637j 0.00328192-0.00465194j -0.00527076+0.0131921j -0.0135275-0.00301116j 0.00107589+0.00714262j 0.0112002-0.00704725j -0.00502227+0.00644521j -0.00170302+0.00210632j 0.000607135+0.00487166j 0.0159831+0.0135711j -0.00417331-0.000873866j 0.00121335+0.00105566j -0.000673889-0.00262338j 0.00332522-0.00472909j 0.0139781+0.0137574j 0.008264+0.000953339j -0.00941058+0.0005863j -0.0140934+0.0178158j -0.000178414-0.00525258j -0.00760401+0.0014319j 0.00589306+0.00359839j -0.0149788+0.012179j -0.0017333-0.00610847j 0.00625509-0.012067j 0.00111998+0.00380061j -0.000687818-0.00546857j 0.00999765+0.00693656j 0.00498091-0.00653217j 0.000753982-0.00052717j 0.00574249+0.00567602j -0.0157893-0.0175568j 0.00233772-0.000847112j -0.008919-0.00683069j 0.00887914-0.0101724j -0.00123253-0.00100747j 0.00306928-0.00083961j 0.00126877+0.011514j -0.0101142-0.00125794j 0.0103354-0.0166464j -0.00388897+0.00393593j -0.00552952-0.0074637j 0.0102733+0.00198294j 0.012181-0.00518837j -0.0110846+0.00739259j -0.0130495-0.0144612j 0.00981706-0.0102877j -0.0118952+0.00589685j -0.00102596-0.0136597j 0.000635242+0.00465136j 0.00355944-0.0065676j -0.0314861+0.00719095j 0.00713425+0.0320225j 
-0.00206881+0.0177101j -0.0170461-0.00251085j 0.00439863-0.00309349j 0.00384698+0.0079099j -0.00624114+0.00258923j -0.00269652+0.00139015j -0.00113082-0.00200339j 0.00813136+0.000277584j -0.00425127-0.000498073j -0.00435293-0.000482839j 0.00291913-0.00217189j 0.00234829-0.000968989j -0.000276788-0.00190843j -0.0095288-0.00947635j 0.00209762+0.00303028j -0.00157363-0.00296757j 0.00228252+0.00302788j -0.000630711-0.000792647j -0.00284843-0.00666868j -0.00356563-0.00076804j 0.00503374+0.000361872j 0.00460554-0.010202j -0.00320671+0.00053265j 0.000249769-0.00132284j -0.00154319-0.00093289j 0.0073332-0.0073707j 0.000188537+0.00214199j 0.00075084+0.00948776j 0.000909466+0.00212288j 0.000317016-0.00209979j -0.00603998-0.00030863j -0.000823145+0.00283655j 0.000998543+0.000578116j -0.00534522+0.000181307j 0.00754142+0.00956529j -0.00396418+0.00340984j 0.0048437+0.00252957j -0.00153108+0.00417766j 0.00441747-0.00215227j -0.00436887+0.00357743j 0.00397751-0.00642854j 0.00141823-0.00475926j -0.0075876+0.00825398j 0.000332741-0.0010577j -0.00235576+0.00410273j -0.00286196-0.00412197j -0.0068796+0.00304549j 0.00521198-0.000445039j 0.00824476+0.00259224j -0.0059961-0.00154852j 0.00549882+0.000549052j 0.00649873+0.00902631j -0.0051245+0.00063711j -0.00819372+0.00697923j 0.0188911-0.00522441j -0.00452885-0.0198094j 
0.00935364+0.00375869j -0.00326012+0.00917724j 0.0208669+0.00469662j -0.00644324+0.0253443j -0.0162813-0.00918192j -0.0125149-0.00312148j 0.0134979-0.00809354j 0.00283347+0.0206527j 0.0036951-0.000658124j 0.00246434+0.00648438j 0.000269639-0.00442413j -0.00291355-0.00311105j -0.00413758-0.00236834j -0.0134174+0.00182279j -0.00965065+0.00893467j 0.00301806+0.0052819j -0.000734342+0.00277073j 0.00303525+0.000694804j -0.00913487-0.00998139j -0.00100088-0.00323412j 0.00655106-0.000699215j -0.000262472-0.00534761j -0.00183198-0.00220067j 0.00980257+0.00536623j -0.0012326+0.00526763j 0.00236204-0.01329j -0.00126704+0.0011015j -0.0119892+0.00398131j -0.0011502+0.000188055j 0.00243745-0.00333367j -0.00336879+0.0086059j 0.000834254+0.00463704j -0.00763846+0.00863428j -0.00886967+0.00208162j 0.00359571+0.00338159j 0.00182999-0.000426044j 0.00521775+0.00668764j 0.00582998-0.00794768j 0.00336638-0.00386924j -0.00641673+0.000650655j 0.000393554-0.0111536j 0.0129448+0.00105896j 0.00659242+0.0072022j -0.00141871-0.0021386j -0.00466657+0.00162055j 0.000502807+0.00286501j -0.00708927+0.0107186j 0.00527538+0.00374097j -0.00172714+0.0194594j -0.0244643-0.00982788j 0.00681783-0.00861356j -0.00916826+0.00498199j -0.00174547-0.0209555j -0.0235016+0.00179317j 0.00653907-0.0119587j -0.0115335-0.00700369j 
0.00297277-0.00195794j 0.00145924+0.00294875j 0.00407457+0.00400652j -0.00322319+0.00391995j -0.00217971-0.00302748j -0.00384474-0.000321533j 0.00180587-0.00110395j 0.000928923+0.00290167j 0.00173443+0.000448408j -0.000159937-2.35501e-05j 0.00115826-0.00114563j -0.00486894-0.000392035j -0.0015233-0.000739328j -0.000440666+0.00017271j -0.00197116+0.00104187j -0.00156319-0.000725887j -0.00217476-0.000771187j -0.00153624+0.000338255j -0.00150864+7.95344e-05j -0.00235765-0.00153478j 0.00157047-0.00144646j 0.00267858-0.000128636j -0.00165483+0.000109425j 0.00192416+0.00185215j 0.00295775+0.00332888j 0.000537694-0.000843256j -0.000831228-0.00187561j -0.000606076+0.000459773j -0.00500878-0.00406877j -0.000993656+0.00343442j 0.00143885+0.00147194j -0.000437007+0.000300002j -0.00254838+0.00188441j -0.00174388-0.00109675j -0.000976306+0.00437419j 0.00295979-0.00274121j -0.000652026-0.0011754j 0.000341792-0.00107405j -0.000131025-0.00300483j -0.00229839+0.00193802j 0.00168548-0.00158522j 0.00238347-0.00561249j 0.000777633-0.00144916j -0.00121567-0.000392151j 0.000356536+0.00250411j -0.00199463-0.000812437j 0.00521751+0.00160344j 0.000421271+0.000370123j -0.00300724+0.00229826j -0.00860846-0.00186942j 0.00198567-0.00853455j 0.00552303+0.000421699j 0.00460582-0.00899386j -0.00714547-0.00408447j -0.00388063-0.00247168j -0.00287195+0.00419593j 
0.00457535+0.00637219j -0.00662802+0.00438026j 0.00690627-0.00356122j 0.00446066+0.00753671j -0.00317007-0.00116863j -0.00281104-0.0023413j 0.0094324-0.00362805j 2.97774e-05+0.00578399j 0.0017956-0.00113677j -1.06872e-05+0.00835886j 0.000763101-0.00203463j 0.000101081+0.00398262j -0.00140361+0.000432145j -0.0053636+0.0018903j -0.00135546+0.000215933j 0.000134005+0.00570728j -0.000483429+0.00209573j 0.00133673+0.000447326j -0.00219207-0.00452214j 0.00350566-0.000941545j 0.000933871-0.00183392j -0.00477086-0.000746987j 0.00184515+0.00181163j 0.00680837+0.00190147j -0.00187938-0.000428062j -0.000654627-0.00504445j 0.000984997+0.00318362j -0.0059569-0.000862271j -0.000499256-0.00199303j 0.000143425-0.000502325j -0.00045494+0.00314965j 0.00021963+0.00439241j -0.000841958+0.00240186j 0.000571713-0.00376736j 0.00223622-0.000322877j 0.000136928-0.000217977j 0.00152107+0.00226429j 0.000951255-0.00338067j 0.000536792-0.00128656j 5.7819e-05+0.0026262j 0.00326798-0.00146979j 0.00266429+0.00396482j -4.63169e-05+0.000301083j -0.00237942+0.00189607j 0.000390604+4.89942e-05j 0.000577241+0.000598469j -0.00118212-0.000994504j 0.00349426-0.00223721j -0.00165171+0.00793988j -0.00596357-0.00570929j 0.00955764-0.000253517j -0.00519628+0.00625872j -0.00712751-0.0123917j -0.0113257+0.0041549j 0.00650015-0.00368966j -0.00355308-0.0057521j 
0.00647046+0.0117968j -0.0120518+0.00623259j 0.0142608+0.00233339j -0.000257159+0.0164657j -0.0121537-0.00382562j -0.0105444-0.000501576j 0.00912702-0.00926986j 0.00416604+0.0118049j 0.00147036+8.3999e-05j -0.0029864+0.00623089j 0.00486113-0.00566906j 0.000553118+0.000166847j -0.00355593-0.00486613j -0.0115686-0.0065977j -0.00225015+0.00487436j 0.000860109+0.000425307j 0.000398543+0.00223991j 0.00242943+0.00166559j -0.00802493-0.0074251j -0.000662504-0.00230547j 0.00637046-0.000213337j 0.00262436-0.00527761j 0.00254642+0.00152092j 0.00789018+0.00293926j -0.0011238-0.00104778j 0.00354522-0.00801866j -0.000790449+0.00471387j -0.00915653+0.00464106j -0.000449392-0.00347609j 0.00352896-0.00167546j -0.00332502+0.00661917j -0.00189489+0.00497284j -0.00563238+0.00352081j -0.00806955+0.00047003j 0.00696823+0.00852624j -0.00113021+0.00148287j 0.000737696+0.00609514j -0.000310535-0.00210049j 0.00645547-0.000853679j -0.00502533+0.00129558j 0.00257923-0.0120583j 0.00687345-0.000237919j -0.00214874+0.00799904j 4.24343e-05+0.000847833j -0.00313631+0.00930291j -0.0024498+0.00239641j -0.00588462+0.0123897j 0.00497833-0.000945591j 0.00765473+0.00752692j -0.0164725-0.00209515j 0.00807992-0.00561442j -0.00352439+0.00893183j 0.000378827-0.018826j -0.0162509+0.00612408j 0.0114918-0.007431j -0.00821932-0.0126384j 
0.020246-0.0492613j 0.0495725+0.0199986j 0.00343563+0.00830045j -0.0135262+0.00769678j 0.00237138-0.0189262j -0.00965016-0.0145774j 0.0215029+0.00410648j -0.0202624+0.0229423j 0.0123388+0.00740604j 0.0157626+0.0104151j -0.0101796+0.0012106j -0.00692923+0.00956434j -0.00313197+0.00606839j 0.0100021+0.0289873j -0.0154417-0.00177021j 0.00260992+0.0167329j -0.00646274-0.00175894j 0.00998881-0.00232333j 0.00663687+0.0127972j 0.0191635-0.00504667j -0.0085449+0.00378701j -0.0270413+0.0269674j 0.0168477-0.005769j 0.0116108+0.00787371j 0.00514592+0.00665406j -0.0215404+0.0102754j -0.00325432-0.00791598j -0.013146-0.0252158j -0.00558679+0.000311359j 0.000221919-0.00341224j 0.0215349+0.0251925j 0.00877458+0.00138165j -0.00665177+0.000795964j 0.00795357+0.00482109j -0.018237-0.0251472j 0.00957831+3.57697e-05j -0.0126618+0.00521529j 0.0177468-0.0271554j -0.00747223-0.00517248j 0.00586667-5.64349e-05j -0.00142907-0.000156514j -0.00010548+0.0101163j 0.0233238-0.0176332j -0.00366848+0.00784261j -0.00179558-0.00759507j 0.00531985+0.00992088j 0.00886696+0.00785406j -0.00484518+0.00414304j -0.019235+0.00780318j -0.0091469-0.0136044j 0.00524532+0.00964107j -0.0188947-0.00568513j 0.00977848-0.0317794j -0.0315817-0.0162598j -0.0538406+0.00656448j 0.00698508+0.0556847j 
-0.00155312+0.0353383j -0.0357772-0.00241836j 0.0180383-0.00355348j 0.00916892+0.0218835j -0.0160232+0.00787993j -0.000536731+0.00224675j 0.0123472-0.0133745j 0.0153304+0.0123673j -0.00284141-0.0107307j -0.00908866+0.00854629j 0.00150675-0.00383878j 0.00514328-0.00455891j -0.000933063-0.00483316j -0.0229775-0.0123119j -0.00362475+0.00115158j 0.000324586-0.00145489j 0.00266741+0.00494855j -0.00101666+0.0030247j -0.0152865-0.0223183j -0.00613508-0.00199858j 0.0116417+0.00137744j 0.0132802-0.0216703j -0.00482387+0.00487537j 0.0105365+0.00410721j -0.00495156-0.000602485j 0.0164469-0.021529j 0.000773517+0.0089611j -0.00783985+0.0167953j 0.00322833+0.00129487j -0.00186646+0.00275995j -0.013551-0.00420323j -0.00755844+0.0117448j -0.00100202+0.00424873j -0.00881314-0.00419609j 0.0183493+0.0124274j -0.00666795+0.000914853j 0.0113785+0.00898789j -0.00212047+0.00438317j 0.00467269+0.000631153j -0.00534369-0.00143108j -0.00312084-0.0116122j 0.0133791+0.0055342j -0.00573956+0.0196474j 0.00256141-0.00257832j 0.0024854+0.00155152j -0.00660139+0.000713621j -0.0205929+0.00658355j 0.0102782-0.00912389j 0.0153668+0.0247992j -0.019613+0.00278049j 0.0142901-0.00403298j -0.0095531+0.0174294j -0.0134654-0.00580787j -0.0100278+0.0126565j 0.0394494-0.0164627j -0.0154766-0.0399515j 
0.00349242-0.0133035j 0.0137973+0.00494491j 0.00208444+0.00106455j -0.00556306-0.0019498j 0.00326148-0.00793407j -0.00822454+0.000119183j -0.00209839-0.00184227j -0.00838802+0.00522237j 0.00641244+0.00807283j 0.00778467-0.00162676j 1.32427e-05+0.00106545j -0.00420725+0.00459829j -0.00434271+0.00115923j 0.00873887+0.00698861j -0.00197395+0.00208647j 0.00281282+0.000468072j 0.00121072-0.00683038j 0.00205173+0.000413472j 0.00136594+0.0115049j 0.00733866+0.00343031j -0.00412338+0.00104088j -0.00689171+0.0101068j 0.00441844-0.00659218j -0.00149745-0.00125366j 0.00138158-0.000631728j -0.00740434+0.00929259j -0.00236397+0.000625179j -0.00470655-0.00638958j -0.00392697-0.00303739j 0.0019513-0.00215975j 0.00856428+0.00470057j 0.00457832-0.00576403j -0.0032178+0.000109498j -0.00227051+0.00248666j -0.00400244-0.00684975j 0.00407274-0.0011894j -0.00658152+0.00123955j -0.000529046-0.00699616j 0.0013273+0.00112014j 0.00261098-0.00676602j -0.00635039-0.00520635j -0.00332879-0.00362623j 0.00585312-0.0044075j 0.000346538+0.00103709j 0.00153456+0.00590506j 0.00235148+0.00662646j 0.00221345+0.00792893j -0.00444894-0.00259807j -0.00533021-0.00417356j 0.000435839-0.00703783j 0.000289768+0.00138348j -0.00621941-0.00526782j 0.0126287-0.0104955j 0.00133454-0.0118169j -0.0220827+0.00557019j 0.00399188+0.0221644j 
-0.014863+0.0159373j -0.0167245-0.0156711j -0.0222737-0.00311876j 0.00974551-0.0235741j 0.0100328+0.0199356j 0.0131545+0.0104762j -0.0253749-0.00138718j 0.013349-0.0305719j -0.0119408-0.00396266j -0.0133219-0.0156727j 0.00513343+0.00466492j 0.00611114-0.00564282j 0.00468636-0.00343073j 0.00549431-0.0183496j 0.0172657-0.0072549j -5.76671e-05-0.0168491j 0.00269231-0.00155348j -0.00237802-0.00175306j 0.00295089+0.0047887j -0.0151547+0.00571902j -0.000922319+0.0009129j 0.0174134-0.00956622j -0.00263709+0.00293488j -0.0165578-0.00995644j -0.00559113-0.00888516j 0.00762721+0.00638914j 0.0052631+0.00399181j 0.0177514+0.0107753j 0.00886839+0.00369997j -0.000234337+0.00556673j -0.00493243-0.0209973j -0.00519875-0.00637378j 0.0127926-0.011518j 0.000944046+0.00142403j 0.00824019+0.0132981j -0.00739806+0.00472363j 0.000871623+0.0015204j -0.0152582+0.0234203j -0.00391713+0.00413212j 0.00461368+0.00518435j -0.000930801+0.000200057j -0.00947131-0.00419269j -0.0208262+0.00840606j 0.00987182+0.000922047j -0.00127636+0.00038859j -0.010934-0.00756457j -0.0056012-0.00841817j 0.00543396-0.00246333j 0.0185145-0.0314591j 0.0268294+0.0220581j -0.0132849+0.00787456j 0.0172112+0.00173056j 0.0109719+0.0284658j 0.0299626-0.00200211j 0.0177413+0.0107507j 0.00946551-0.0191393j 
-0.00241681+0.01177j -0.0121686-0.00188004j -0.000324622-0.00386654j 0.00520427-0.00451039j 0.00370397+0.00535103j 0.00361848+0.00208066j -0.000154756+0.00076811j -0.000774311-0.00391356j 0.00058585-0.00135444j -0.00298411+0.00407777j 0.000542288-0.000289175j -0.00209353+0.000402481j -3.82017e-05-0.0020261j -0.000343324-0.00333513j 0.00257223+0.00133393j -0.00163437+0.00052772j 0.0025737-0.00193648j -0.00229032+0.0010753j -0.000184954-0.0010941j -0.000513738+0.00562583j 0.00124548-0.00176149j 0.00431396-0.00189288j -0.00445843-0.000465971j 0.00198179+0.000127192j -0.00367658-0.000602785j -0.000325309+0.000127843j 0.00236653+0.00642404j 0.000736694+0.00377056j -0.000964737-0.0052806j -0.00380975+0.00517973j -0.00151634-0.00438043j -0.000999495+0.00379235j 0.00193064+0.00115646j 0.00252918-0.0100784j 0.0020916+0.00733067j -0.000705488-0.00327142j 0.00380666-9.18021e-05j -0.00259654-0.00102875j -0.00477485-0.00233572j -0.000291452+0.000773655j 0.00742202+0.00284207j 0.00165868+0.00126229j -0.00323037-0.00097961j -0.00105536-0.0041794j -0.00618628-0.00217689j -0.00657443+0.00278883j 0.00269817-0.00478991j 0.00524915-0.00335873j -0.00359254-0.00312091j -0.00339626+0.00789993j -0.0100643-0.00692684j 0.0136718-0.00381637j -0.00455743-0.00272501j -0.000816405-0.00161451j 0.00917258+0.000842185j 0.000476306-0.00737109j 
-0.00586754+0.00208846j -0.0019059-0.00614834j -0.0078942-0.0039824j 0.0033616-0.00847338j 0.00506597+0.000810513j 0.00472181+0.00664262j -0.0125081+0.00301541j -0.00242714-0.0112992j -0.0010926+0.00503097j 0.00109902-0.00646859j 0.00178054+0.00319328j 0.00159718-0.00103531j 0.00232222-0.00325644j 0.00607826-0.00262194j 0.00821919-0.00140757j 0.00352217-0.00440045j 0.00447077-0.00291896j -0.00295698+0.00140266j 0.00337204+0.00572095j -0.00444042+0.00378661j 0.00101698+0.000782962j 0.00533401+0.00213802j 0.00156742+0.00295203j -0.00298336-0.00652337j -0.00424213-0.00532193j 0.00370249+0.00353273j 0.000524659-0.00486289j 0.00798504+0.00160861j -0.00124675-0.000404079j 0.000353831-0.00359595j -0.00486487-0.00868421j 0.00209456-0.00421315j 0.00485627-0.00763961j 0.00259265-0.001417j -0.00132435+0.00590475j 0.00250271+0.00301827j -6.4769e-05-0.00017079j -0.00498518+0.00354124j 0.00104572+0.000725417j -0.00359543-0.00422695j -0.00458433+8.77627e-05j -0.00326055-0.000519962j -0.0069749-0.000165706j 0.00535018-0.00318119j -0.000124244-0.00560986j -0.00145358+0.00492018j 0.00950382-0.00338327j -0.00580653+0.00547624j 0.00202636-0.00835184j 0.0133425+0.0154035j -0.00511565+0.00146347j 0.0118152-0.0107779j 0.00964667+0.0182975j 0.00786393-0.00426052j -0.000137631+0.00511221j 0.00662365-0.000274492j 
-0.0190504+0.0270231j -0.0284691-0.0199083j -0.0175177-0.00755134j 0.0172781-0.0203202j 0.0114258+0.0233437j 0.0142077+0.0115153j -0.0246701-0.0016053j 0.0198173-0.037444j -0.012367-0.00813081j -0.0191026-0.0133611j 0.00832434+0.00126775j 0.0061687-0.00370915j 0.00648194-0.00380111j 0.00726144-0.0263003j 0.0200556-0.00657942j -0.00263734-0.0166946j 0.0038171-0.00120892j -0.0107685-1.45936e-05j 0.00316692-0.00170133j -0.0217056+0.00369688j 0.00203601-0.00411391j 0.0255821-0.0149731j -0.0103506+0.00732006j -0.0152446-0.0117317j -0.00400175-0.00690244j 0.0105562+0.00113255j 0.00768+0.00575807j 0.0196623+0.0182973j 0.00437886+0.00198357j -0.00436848+0.00726076j -0.0126002-0.0279757j -0.00437651-0.00695482j 0.0111922-0.0119368j 0.00210855-0.00457095j 0.0104672+0.0209332j -0.00839598-0.000811576j 0.00475528-0.00938511j -0.0145971+0.0291583j -0.00353664+0.000851912j 0.00354606+0.00476241j 0.00261815+0.00821946j -0.0131603-0.00480867j -0.0269231+0.00356716j 0.00659352-0.000883669j 0.00697071+0.000462857j -0.0068782-0.0132706j -0.00506782-0.0200788j 0.00840155-0.0156715j 0.0140384-0.0227926j 0.0314089+0.0159567j -0.00625789+0.00559482j 0.0288045+0.00139032j 0.00136584+0.03574j 0.0305431+0.00281113j 0.0312684+0.00110007j 0.0012136-0.0317125j 
-0.0105878+0.00953889j -0.00996736-0.0102415j -0.0130755-0.00606357j 0.00729274-0.0150904j 0.00125768+0.00894375j 0.0104748+0.00742471j -0.00927994+0.00469471j -0.000795003-0.0067275j -0.000236682+6.44065e-05j 0.00385382-0.00181336j -0.00374962+0.0012747j -0.00180352-0.00244851j 0.00177588-0.000486568j -3.20429e-05+0.00241731j 0.00532179-0.00180823j -0.00444913-0.00562105j 0.000900488+0.00159457j -0.00346497+0.00122289j 0.000941758+0.0051429j 0.00263135-9.30705e-05j -0.00195881+0.00117622j 0.00210831-0.00340922j -0.00248199+0.000874723j -0.00169464-0.00412618j 0.0050516-0.00407697j 0.00283958+0.00966752j -0.00369926-0.000523375j 0.00730006+0.00517453j 0.000483847-0.00394414j -0.000508031+0.00480617j -0.00127732-0.00735546j -0.00173612+0.00573706j 0.00742175+0.00446747j 0.00523188-0.0065238j 0.00241614+0.0019328j -0.00377662-0.00189054j 0.000132114-0.00499805j -0.0105205+0.00829226j 0.0018246+0.00301605j -0.00225385+0.00315425j 0.000518456+0.00568475j 0.00123539-0.00979991j -0.00632781+0.00866473j 0.000429402-0.00229706j 0.00442663-0.00174831j -0.00821904-0.00648691j -0.00046435-0.00857164j -0.00300904+0.00190173j -0.00274016-0.0103687j 0.00911089-0.00274439j -0.00483245-0.00582355j 0.00824789-0.0102094j 0.00209249+0.00739064j 0.0185601+0.00287325j 0.00396177+0.00585776j 0.00418917-0.00424161j 
0.0350509-0.0715539j 0.0705245+0.0353376j 0.0104152+0.0196258j -0.024558+0.010578j 0.00533458-0.0331561j -0.0154024-0.0228157j 0.0317115+0.00936031j -0.0355572+0.0309669j 0.0221372+0.0125436j 0.0231338+0.015515j -0.0145968-0.00178269j -0.0108563+0.00687102j -0.00377896+0.00815295j 0.0144418+0.0444925j -0.0251147-0.00162088j 0.00178682+0.0256785j -0.0115432-0.00256739j 0.00926266-0.000840251j 0.00633175+0.0151932j 0.0254389-0.0113311j -0.0144964-0.000848485j -0.042497+0.0401926j 0.0201513-0.00866025j 0.0130595+0.0176646j 0.0094393+0.0163338j -0.0323703+0.0176556j -0.00391221-0.0175578j -0.0213756-0.0446804j -0.00389889-0.00791979j 0.00693971-0.00372596j 0.0312714+0.037331j 0.00679808+0.0029387j -0.020352+0.00747311j 0.0121313+0.00987851j -0.035251-0.0438487j 0.0165026-0.00815578j -0.0200635+0.00599285j 0.0239095-0.0367724j -0.00939252-0.00315284j 0.00688576-0.0028458j 0.00042914+0.0100034j 0.00999926+0.0110445j 0.0429249-0.0332717j -0.00168712+0.0102128j -0.00464177-0.0023694j 0.0216286+0.0103702j 0.023019+0.013344j -0.0101699+0.0140449j -0.0331385+0.0156104j -0.0221668-0.0148553j -0.00613744-0.00165355j -0.0372923-0.0156196j 0.00983624-0.045408j -0.0290295-0.009549j -0.0734426+0.0119218j 0.0102226+0.0745625j 
-0.0153436+0.0124855j -0.0121118-0.0149375j -0.00848138-0.00479467j 0.0054568-0.0116509j 0.00322672+0.0117285j 0.00763877+0.0134842j -0.022512-0.00136005j 0.00677747-0.020387j -0.00782657+0.00178705j -0.0076457-0.0134971j 0.00892485+0.00228862j 0.00619635-0.00516712j 0.00575948-0.00548995j 0.00764877-0.0220501j 0.0158287+2.44268e-05j 0.00237914-0.0125228j 0.00772282-0.000836594j -0.00505677+0.00252881j -0.000256482-0.00038483j -0.0128832+0.00216014j 0.00312319+0.000877201j 0.0220521-0.0100853j -0.00559752+0.00238909j -0.0127798-0.013211j -0.00418244-0.00919179j 0.0114592+0.00186919j 0.00163613+0.0047672j 0.0161367+0.0113856j 0.00337493+0.00786951j 0.00091693+0.00166318j -0.011104-0.0156475j 0.00317205-0.00786212j 0.0108778-0.00876695j -0.00646057-0.000509622j 0.00799191+0.0142414j -0.00815812+0.00430788j -0.00140812-0.0119223j -0.00899824+0.0162519j -0.00522257+0.00400239j 0.00286143+0.000678152j -0.00171875-0.000716371j -0.00926074-0.000759603j -0.0159772-0.00141248j 0.000632306-0.00690405j 0.00540769+0.00210858j -0.00130331+0.0013088j 0.00569479-0.0141844j 0.00543496-0.00338823j 0.00271094-0.019389j 0.0192405+0.00875065j -0.00135828-0.000892947j 0.024114+0.0047347j 0.000528572+0.0276586j 0.0188567-0.00845334j 0.0169507-0.00475467j -0.00353287-0.0163277j 
