0.000626903-0.0120669j 0.0122013+0.000814812j 0.00127867+0.00224693j -0.00459191+0.00135354j -2.98902e-05-0.0034728j -0.000642677-0.00158847j 0.00217051+0.000712797j -0.00363682+0.00226425j 0.00157249+0.00094283j 0.00204516-0.000942854j -0.00028427+0.00143498j -0.0014256+0.000361427j -0.000550499+0.00101097j 0.00408132+0.0034697j -0.00177827+0.000507224j 0.0009291+0.0016811j -6.87657e-05-0.000373686j 0.000609065-0.000916174j 0.00215981+0.0010893j 0.00207343-0.000189442j -0.00148819-0.00064922j -0.00200174+0.00420513j 0.000202478-0.0018275j 0.000213392+0.00129455j 0.00101059+0.00125917j -0.00249374+0.00178945j -0.000401415-0.000519694j -0.000365186-0.00347651j -0.00021423+0.000931397j 0.000194539-0.000761477j 0.0028466+0.000550219j 0.00138246-0.00195645j -0.00123935+0.000565355j 0.000275557-0.000110034j -0.00278342-0.00438847j 0.00120718-0.00114276j -6.27842e-05-0.00263926j 0.00219055-0.00275513j -0.00236543+0.000440778j 0.00269366+0.000380644j -0.0024474+0.00113297j -0.00136123+0.00263592j 0.00377274-0.00449208j -0.00164968+9.86932e-05j 0.000665008-0.000768227j 0.002609+0.00328133j 0.00396525-0.000394737j -0.00115749-0.000257402j -0.00319209+0.000451251j -0.000103875-0.00291048j 0.00146846-0.0011836j -0.00292861-0.00283167j 0.00344534-0.00232557j -0.000340901-0.00585433j -0.0116792-0.00246693j -0.00233075+0.0122469j 
-0.00162033+0.0039387j -0.00448021-0.0017658j -0.00343183+0.00265948j -0.00158925-0.00318667j 0.0024521+0.0029268j 0.00341281-0.000742839j -0.00320292+0.0019337j 0.00310004-0.00396439j 0.00339486-0.00590336j -0.0132095-0.00737753j -0.000565745-0.00382774j 0.000491835-0.00428827j 4.03394e-05-0.00212502j 0.0029067-0.00745031j 0.00486289+0.00323742j 0.00848955-0.00345779j 0.00174222+0.000407325j -0.00778248-0.00408612j -0.00143466+0.00411246j -0.0044457-0.00561415j -0.003096-0.00151597j 0.0025253-0.00146592j 0.00287052-0.00451133j 0.00637878-0.00617219j 0.002911+0.000202904j 0.000476943-0.0050681j -0.000689283-0.00215188j 0.00171622+0.00216086j -0.000262741-0.000785364j -0.000103403+0.00293284j 0.00195188-0.00184534j -4.40963e-05+0.0079864j -0.00247738+0.000955917j 0.0023069+0.000596749j 0.00792367+0.00201098j -0.00342331-0.00436705j 0.00387561+0.0021066j -0.00140842+0.000805379j -0.00211929-0.0016049j -0.00237719+0.00282841j -0.00484072+0.006684j 0.00367563+0.00126528j -0.00142962+0.00798326j 0.00327286-0.000109825j 0.00363948-0.000178919j -0.000681653-0.00175997j -0.00813754+0.00308906j -0.00211404-0.00459145j 0.0037183+0.00201315j 0.000835451+0.00313769j -0.00184008+0.000298741j 0.000991789-0.00459422j 0.00363459+0.0053161j 0.0061034-0.000685833j 0.00203849+0.00241002j 0.00241916-0.00210301j 
0.00501114-0.00298796j 0.0026608+0.00473522j 0.0108245+0.00425909j -0.00218325+0.0116106j -0.00498904+0.00135336j -0.00537283-0.00166988j 0.00737408-0.0081164j 0.00252956+0.010509j 0.00234884+0.00122766j 0.00635263+0.00394946j -0.00412464-0.00154949j -0.00289802-0.00733655j 0.00168769+0.0020463j -0.00539472+0.00446585j -0.00521162-0.00184739j -0.00212494+0.0064197j -0.00680874+0.000977253j -0.000501712+0.00675959j -0.00234685-0.00826254j 0.000981552+0.000367249j 0.00179178+0.00191667j 0.0050513+0.00241922j 0.00416077+0.00198142j -0.00182942+0.00272989j -0.00687485+0.00289213j -0.000152729-0.00041024j -0.00441012-0.000350643j -0.00458035-0.00209268j -0.00141622-0.000626356j -0.00222121+0.00104941j -0.0010964+0.0049432j -0.00322253-0.00144024j -0.00301701+8.4158e-06j 0.000661141+0.00328021j -3.3225e-05-1.08543e-06j 0.00420443+0.0018082j 0.000359853+0.000166465j 0.00346209-0.00248188j 0.00539511+0.00179477j -0.000881764-0.00261549j 0.000805025-0.00172696j 0.0055257+0.00280758j 0.00959658+0.00366345j -0.00604631-0.000655835j -0.00100702-0.000309646j -0.000837267+0.0023823j -0.000695272+0.00582438j -6.42264e-05+0.00307198j -0.00197962+0.00668745j -0.00453326+0.000286646j -0.000259499-0.000917217j -0.00523127+0.00275098j -0.00274948-0.00833958j -0.00726346+0.000963613j 0.00164547-0.00272127j -0.00290261-0.00124711j 
0.00111374-0.0175344j 0.0175734+0.00169871j -0.00886723+0.0035162j -0.0070846-0.0115527j 0.00115444-0.00568946j 0.000950033-0.00321286j -0.000690142+0.00362915j -0.00453278-0.00341066j -0.00471384-0.00661635j 0.000931252-0.00350946j -0.00142184+0.00358587j 0.00417537+0.00345398j -0.00620529-0.00259998j 0.00992161+0.00703667j -0.0035738-0.00295882j -0.0061124-0.000207992j 0.00220514-0.00463924j 0.0122462-0.0113264j 0.00111078+0.00567521j 0.00101747-0.000926684j -0.00625382+0.00449323j -0.00605357+0.00297311j 0.000518885-0.00190197j -0.007435+0.00126494j 0.00885614-0.000379008j -0.00453653+0.0086463j 0.00255902-0.00295761j 0.00181096-0.00697115j 0.0015112-0.000700326j -0.00106552-0.00422422j 0.00255235+0.00488157j 0.00395519-0.000996524j 0.004088-7.90872e-05j 0.00516419+0.00490207j -0.00884902-0.00780736j 0.00833709-0.00109347j 0.0002322-0.00472298j 0.00346895-0.00501687j -0.00427159-0.00416537j 0.00175101+0.00119496j -0.000276482+0.00233002j -0.00223859-0.00215985j 0.00452649-0.000827725j -0.000193058+0.000614559j -0.00278286-0.00282801j -0.000247824-9.29987e-05j 0.00380741-0.00307278j -0.00409756+0.00592379j -0.00340329-0.00603038j 0.0069928-0.00166354j -0.00160697+0.00296733j -0.00181437-0.00601935j 0.00360331+0.00213164j 0.00277933-8.06088e-05j -0.0152786+0.00602984j 0.00596017+0.0150105j 
0.00223227+0.00596041j -0.00624624+0.00201636j 0.0111758+0.00275109j 0.000971221+0.0135973j -0.0149286+0.00494642j -0.000441621+0.00251038j 0.0111541-0.0049559j 0.00238911+0.0168686j -0.00643689-0.00170232j -5.3857e-05+0.0135223j -0.00425566-0.00148357j 0.00389952-0.00482432j -0.00385928-0.00782632j -0.00716353+0.00141766j -0.00889728-0.00661683j -0.00508603+0.00389496j -0.000525869+0.00582632j 0.0149804-0.000432017j -0.00534237-0.0126416j 0.00200669-0.0039098j 0.00855328+0.00268361j 0.00163545-0.00369789j -0.00246031+0.00472175j 0.00399143+0.00454702j 0.00392005+0.00359064j 0.00189068-0.00454297j 0.000569842+0.00281537j -0.0114638+0.00270299j -0.00816281+0.00999387j 0.00660226-0.00868042j -0.013548+0.00232201j 0.00407574+0.00617366j -0.0175987+0.00851289j 0.00346023+0.00252108j 0.000320687+0.00747042j 0.000598421+0.00404831j 0.0101301-0.0028014j -0.00359729-0.00170557j 0.00569956+0.00353811j -0.00275817-0.00155624j -0.00671962-0.00682624j 0.0125353+0.00842658j 0.0033377+0.00179042j 0.00390687+0.00233583j 0.00146904+0.00177552j -0.00415569+0.00472681j -0.00345735+0.0131807j 0.00611702+0.00556125j -0.00118992+0.0171001j -0.0126135-0.000325814j 0.00116231-0.0031463j -0.00512027-8.70282e-05j 0.00067852-0.00422446j -0.00587199+0.00220367j 0.00290013-0.00692163j -0.00657549-0.00341949j 
-0.00098807-0.0161836j 0.0166125-0.000996972j -0.00766958-0.00165425j -0.00115067-0.0103083j 0.00316379-0.00689454j 0.000790276+0.00347026j -0.00342169+0.0068541j -0.0110995-0.00296708j 0.0028166+0.00552332j 0.0111612-0.00010276j 0.00237883+0.00173696j 0.000277634+0.00127553j 0.00597751+0.00149126j 0.00406243+0.00527716j 0.00512164+0.00649661j 0.000102393+0.00023859j -0.00123395+0.000589344j -0.000868005+0.00288368j 0.0077015+0.00965158j 0.00670413-0.00425506j -0.00254286-0.00726776j -0.00863516+0.00910293j 0.00384469+0.00123507j 0.00127763+0.00145199j -0.00747142-0.00420205j -0.00477346+0.00623456j -0.00181601+0.00184116j 0.00660363-0.00793095j 0.0093733-0.00230778j 0.000391863-0.000397915j 0.0137058+0.0046028j 0.00062257-0.00258233j 0.00712737-0.00995074j -0.00132011-0.0017792j -0.00326656-0.0124682j -0.00197567-0.00135078j -0.00944701+0.00456332j 0.0031962-2.8924e-05j 0.000998043+0.000111265j 0.000354995-0.00635737j 0.00429304+0.00351334j -0.00754196-0.00146602j 0.00437116-0.00842479j 0.006503-0.000553615j -0.00176721-0.00485603j 0.00720321+0.000451492j 0.00425795-0.0040658j -0.00331209-0.00552874j -0.00172249-0.00939628j 0.0100218+0.00020143j -0.00212543+0.0071j -0.0019812-0.00403031j 0.00326485-0.00135318j -0.000279952-0.00241385j -0.0123647+0.00469377j 0.00417297+0.0124949j 
-0.00423968-0.00227197j 0.00244174-0.00366383j -0.00595286+3.02405e-05j 0.000778108-0.00895669j 0.0044264+0.00186944j 0.00181489+0.00330849j -0.00731038+0.00329928j -0.00613009-0.0052068j -0.00384453+0.00827915j 0.00304637-0.00349245j 0.00668956+0.00858389j -0.00100914+0.000470508j 0.00113021-0.00188097j 0.00352096-0.00158914j 0.00417179-0.00159947j -0.0026513-0.00320179j 0.00104217-0.00704782j -0.00356731+0.00326812j 0.000158895-0.00104378j -0.000454-0.00433916j -0.0013271+0.00495264j -0.00255799-0.000487821j -0.00468205-0.00374943j -0.00165494-0.0073794j 0.00105329-0.00427327j -0.0035066+0.00283307j -0.00045242+0.000265916j -0.000516027-0.00251285j -0.00302659+0.00229326j -0.00184818+0.00251051j 0.00283351+0.00254643j 0.000222413-0.00403969j 0.00589423+0.00441155j -0.00330162-0.0007132j -0.00387735-0.00445991j 0.000478283-0.00309753j -0.0061322+0.00235017j -0.000205377+0.00185624j -0.00900139-0.000980552j 0.0076297+0.00673648j -0.00262579+0.00773318j -0.00441706-4.47225e-05j -0.00680345-0.00247028j -0.00329327+0.00200346j 0.0027405+0.00234431j 0.000714702-0.00109811j 0.000171367-0.00371577j -0.0009856-0.00416024j 0.00121464-0.00910462j 0.00664444-0.0017483j 0.00312862+0.00309622j 0.0031234+0.000405738j 0.00137866+0.00407815j 0.00512769-0.000312402j -0.00572669+0.00141358j 0.00121812+0.00534194j 
-0.00284878-0.000795239j 0.000643485-0.00325857j -0.00924977-0.000920275j -0.000132126-0.00919838j 0.00317571-0.00700575j -0.00185587+0.00414183j -0.000922668+0.00174555j -0.000218129+0.000622577j 0.000127672-0.000325782j 0.00249108+0.00336345j -0.00504329+0.00649186j -0.00687874+0.0071156j -0.00399753+0.0039328j 0.00131638+0.00830751j -0.00407635-0.0133878j -0.00720673-0.000943279j 0.000937779-0.0035727j -0.00262186-0.00262673j 0.00141126+0.00337843j -0.00165767+0.00118044j -0.000536833+0.00609969j -0.00474686-0.00517168j 0.00696935+0.00415538j -0.00443559+0.000929463j 0.00822026-0.00183833j 0.000628497+0.0017151j -0.00101153-0.00465731j 1.89236e-05+0.00853771j 0.0030029-0.00641255j -0.00816055-0.0012559j -0.000813913+0.00343006j 0.00143287-0.000185358j 0.00102553-0.00311659j -0.00020854-0.00522046j -0.00334899+0.000258236j -0.000494981-0.00171153j 0.000291557-0.00205253j 0.0022182-0.00306272j -0.000662342+0.0004593j -0.00162868-0.00211227j -0.00218185+0.000959051j -0.00271921+0.00519773j -0.00108853-0.00550803j 0.00226268+0.000571555j -0.00567533-0.00116979j -0.00623747+0.00639773j 0.00404983-0.00268543j 0.00109112+0.00132379j -0.00240578-0.00436592j 0.00116415+0.00178823j -0.00279708+0.000450382j 0.00440871-0.00439412j -0.000922578+0.00432735j 0.00396276+0.00295512j -0.0037644+0.00467397j 0.00461313+0.00366665j 
0.000432371+0.00527494j -0.00546384-0.000117271j 0.00119366+0.00028323j -0.000422906+0.00360513j 0.00139024-0.00157095j -0.000259132-0.00142118j 0.00122942-0.00319447j 0.00663659-0.00264711j 0.000172752-0.00369375j -0.00884284-0.0037182j -0.000972648+0.00275087j -0.000551903+0.00139344j -0.00412503-0.000487321j 0.00142766-0.00528549j -0.0013155-0.00659468j -0.000364114+0.00770377j 0.000391544-0.00181569j -0.00544575+0.00175621j 0.00202409-0.00845491j -0.00544771+0.00410692j 0.00773268-0.000835358j 0.00184695-0.00343426j 0.00178343+0.00118205j -0.00209473+0.00736212j 0.000647452-0.0069755j -0.00807915-0.00328247j 0.00136839-0.00284189j -0.0129721+0.00420974j -0.000382092+0.00311444j 0.00672074+0.00450077j -0.0121469-0.00459669j -0.00340984-0.00529422j 0.00154955+0.00328305j -0.00188024-0.000773701j 0.00265018-0.00442288j 0.00258411-0.00292913j 0.00141786-0.00468862j -0.00415981-0.00635997j -0.00424192-0.00228186j 0.00202358+0.00702166j -0.00343465-0.00737616j 0.002759-0.00820352j -0.00352075+0.00598826j -0.0031341+0.000565095j 0.00250228+0.00481681j -0.000703308-0.00780751j -0.00151102-0.00364501j 0.00149037-0.0026188j -5.7554e-05-0.000750323j -0.00226621-0.000329165j 0.00137866-0.00176037j 0.00163778+0.00697223j -0.00241957+7.88176e-05j 0.00161819-5.92647e-05j 0.0050482-0.00188631j -0.00215326-0.0049469j 
0.00422804-0.00304793j 0.00312777+0.00281552j -0.00251083-0.000552235j -0.0029203+0.00210082j -0.00413309-0.0120023j -0.000618999+0.00634001j -0.000647706+0.00447904j -0.00426703+0.000863609j 0.00163288+0.0039957j -0.00135667+0.00479106j 0.00203469-0.00160571j -0.00426853+0.0054625j -0.00432591-0.00347089j -0.00329953+0.00190554j 0.0020829+0.000336779j 0.00302162+0.00441352j 0.00132287+0.00738886j 0.00151548+0.00168143j -0.00156144-0.00407085j -0.00401159-0.000312579j 0.007089-0.000739132j -0.00345701-0.00011949j 0.00765637+0.00202855j 0.00251526-0.00657523j 0.00351594-0.00375065j -0.00199225-0.00289898j -0.00286713-0.000833206j -0.00380983-0.00119104j 0.00478395+0.00299376j -0.00193591-0.0017374j 0.00413683+0.00132253j 0.00568159-0.00297053j 0.000309314-0.000322398j 0.00110877-0.00299211j -0.00314503-0.00502587j 0.00395361+0.00299434j 3.73368e-05-0.00325255j 0.00229932-0.00699921j 0.00113746-0.00164813j 0.000260243+0.000520467j -0.00362022+0.00122088j 0.00333036+0.00503614j 0.000769567-0.00524401j -0.000915909-0.000566181j -0.00455812+0.00218421j 0.0013307+0.00202837j -0.00254295+0.00466486j 0.000649825-0.0028215j -0.00204009+0.00163068j -0.00527054-0.00142646j 0.000187629+0.000326295j -0.00258154+0.00198059j 0.00150736-0.00429859j -0.00438632-0.00031926j -0.000478524+0.000758918j 0.000490342+0.000318919j 
-0.000241251+0.00566926j -0.00589616+0.000259472j 0.00293657-0.00146877j 0.00362504+0.0022806j -0.00184854+0.00444504j -0.00312446-0.00130452j 0.00127956-0.00653025j 0.00481624+0.00180122j -0.002306-0.00131537j 0.00192232+0.000966251j 5.96404e-05+0.00245799j -0.0015194-0.00169712j -0.00287583+0.00112353j -0.000629313+0.00212634j -0.00845516-0.000419627j -0.00732842-0.0026652j -0.00161803-0.00595692j -0.00091035+0.00165337j -0.00339708-0.00973131j -2.44376e-05+0.00105795j -0.00133327+0.00280168j -0.000529736-0.00268931j -0.00599738-0.00134639j -0.0063156+0.00622556j -0.0010119+0.00353277j -0.000239892-0.000556678j 0.000296773+0.00134352j -0.00383203+0.00185767j -0.00317862+0.0038222j 0.00143305+0.00287235j -0.00332818+5.1869e-05j -0.00590135-0.0040374j -0.00403768-0.00138515j -0.00472764-0.00240559j 0.00105174+0.000182458j 0.000722431-0.00226754j 0.00213497+0.00129636j -0.000395725+0.00597853j -0.00420506+0.00242216j 0.00697298+0.00255007j 0.00377292-0.00126426j -0.0027924+0.00136924j -0.00685782-0.00101977j -0.00153934+0.00373661j 0.00019816+0.00478986j -0.00203871+0.000849992j 0.00217051-0.0016402j 0.00606787-0.00103933j 0.00333611+0.00246805j -0.00270979-0.000828791j 0.00202441-0.000622273j -0.00158036+0.00213251j -0.000543264-0.000165822j 0.00269053+0.00143906j 0.00172496-0.00219232j -0.00231798-0.0020867j 
-0.00462469+0.00164166j -0.00124285-0.00473677j -0.00906782-0.000614315j 2.15e-05-0.00761238j 0.00486275+0.00569286j 0.00673422+0.000678175j -0.00782474+0.00679234j -0.00271126-0.00624597j -0.000393296-0.000630583j -0.0102466-0.0080334j 0.00160685+0.000788318j -0.00262925-0.00430801j 0.00460544-0.00293617j 0.00675918-0.00302657j -0.00113583-0.000168961j 0.00146675-0.000242727j -0.000577968-0.00565069j -0.00489116-0.000661005j 0.000267474-0.00175374j 0.00121522+0.00631645j -0.00372143+0.00607636j 0.00564214-0.00176398j -0.0040657+0.000756529j 0.00173828-0.00835867j -0.0109389+0.00399515j -0.000527138+0.00421061j 0.000286855+0.00800744j 0.00475817-0.000262452j -0.00118844+0.000363354j -0.00247307+0.00331575j 0.00346305-0.00865619j 0.0035985+0.00255302j 0.00914281-0.00285438j -0.000581752+0.00343742j 0.00492539+0.00214846j -0.00654543-0.0053479j -0.00488076+0.0018633j -0.00506993+0.00194927j 0.00235643+0.00480743j -0.000224373-4.39516e-05j -0.00820794-0.00381292j 0.00433967-0.00836485j -0.00763818-0.00508307j 0.00272612+0.00333207j 0.00115519-0.00502273j -0.000158531+0.00103312j 0.00831093-0.00259601j -0.00256473+0.00138337j 0.00216627-0.00871792j 0.00433417+0.00428173j -0.00382983-0.00317462j 0.00579146-0.00463771j 0.00404595+0.0071781j 0.00513691-0.0045299j -0.000185327+0.000800908j 0.0013498+9.24255e-05j 
0.00341011+0.00947521j -0.010033+0.00407783j 0.00587956+0.00266215j -0.00044769+0.00615913j -0.00158875+0.00537112j -0.00673864-0.00436725j 0.00468359-0.00899907j 0.00412564+0.00624628j 0.00151434-0.000514705j -0.00702015+0.00376281j 0.0036886-0.00499261j -0.00386236+0.00309951j 0.00174469+0.00299119j -0.0016979-0.00874902j -0.00013444-0.00352271j 0.00607879-0.00192631j -0.00188583+0.00697188j 0.00644918-0.00277686j -0.00377782+0.00654927j -0.00212298-0.00047449j -0.0118389+0.00150674j -0.00188309+0.000456294j -0.00145112-0.00150288j 0.000242933+0.00175956j -0.000443142+0.0050058j 0.00696689-0.000634147j -0.00268616+0.00448397j 0.00585285+0.000688628j -0.00558479+0.00283494j -0.000763987-0.00576083j 0.00429313-0.00227759j 0.0058104+0.00812958j -0.00631015+0.00188231j 0.0086553-0.000445848j 0.0126295+0.00346707j -0.00593138+0.00225075j 0.00728963-0.00728342j -0.00517332+0.00406605j 0.00260518-0.000116611j -0.00324827+0.000400071j 0.00204696-0.00393687j 0.00376465+0.000291994j 0.00110262+0.00487072j 0.00245341-0.00425563j -8.699e-05+0.00565619j -0.0011425-0.0023369j -0.00765363+0.00382018j 0.00227157+0.0002125j 0.00280112+0.00693648j -0.00938564-0.0034645j 0.00514411-0.00767646j 0.000998025+0.00269797j 0.000685135-0.00375762j -0.00413156-0.0016617j 0.00321333+0.000581286j 0.00139099-0.00274731j 
7.80365e-05+0.008601j -0.00930194-0.000336685j -0.00449455-0.00360153j 0.00542183-0.00197882j -0.00321538+0.000473033j 0.00185177+0.00145139j -0.00309702+0.000451921j 0.000800378-0.00830529j -0.00361557-0.00885927j -0.00785964+0.00226025j -0.00253876-0.00366995j 0.00457786+0.00187789j -0.00411261-0.00296955j 0.00279781+0.00264731j -0.00172209-0.00165478j 0.00102775-0.000783406j 0.00418528+0.000489937j -0.000718298-0.00833138j -0.000469082+0.000232099j -0.00341601+0.00317257j 0.00114195+0.00508061j -0.00182145-0.00746992j 0.000734323+0.00472133j -0.00124919-0.00564718j 0.0030733-0.000893542j 0.00622937-0.000977384j 0.00411826+0.00123239j 0.000998954+0.0045196j -8.71513e-05-0.00399854j 0.000102794-0.00476303j -0.00687011-0.00796334j 0.00974979+0.00207736j 0.00258049-0.00149473j 0.00646613-0.00236177j 0.00520396+0.00733412j -0.00548788-0.00158749j 0.00182901-0.000791747j -0.00309298+0.000624896j 0.00106452+0.00346626j -0.00244312+0.00719168j -0.00376156-0.00362725j 0.00510976+0.00052586j -0.00875862+0.00148138j 0.00134846+0.00184532j 0.00172549-0.00147779j -0.00158102-0.00121294j 0.000946257-0.00266823j 0.00179769-0.000367109j -0.000368261+0.00108776j 7.41882e-05+0.00157401j 0.00137537-0.000393992j 0.00345678+0.00203742j -0.00147533+0.000263837j -0.000481433-0.0027841j 0.00875343+0.00169834j 0.00196386-0.00767289j 
0.00275631-0.000597139j 2.83724e-05+0.00246741j 0.000154523-0.000156402j 0.00156614+0.00244286j -0.00414938+0.00248797j -0.0034541-0.006463j 0.00358517-0.00449789j 0.00201416+0.00186806j 0.00175483-0.00350234j -0.00560482-0.00403567j 0.00302389-0.00396223j 0.00058323-0.00736095j 0.00706587+0.00683151j -0.0057392+0.000281636j -0.00113041-0.00658763j 0.000854326+0.0099792j -0.00919545+0.0070387j -0.00486931+0.00106586j 0.00560285-0.00094967j 0.00335195+0.00153781j 0.00191469-0.000314482j -0.000594028-0.00183271j 0.0107918+0.00498692j 0.000441937-0.00210208j -0.000239273+0.00189667j -0.00520352-0.00221801j 0.00469916+0.00167823j -0.00717394-0.00160831j 0.00567939-0.00490214j -0.00249386+0.00415125j -0.0014728+0.00188953j 0.00357957-0.00344837j -0.00125265+0.0074743j -0.00352134-5.31784e-05j 0.00325573+0.00431921j -0.00389558+0.00325338j -0.000603435+0.00466193j 0.00205813+0.000476013j 0.0055461+0.000151323j -0.00169404+0.00299686j 0.00154686-0.00418673j -0.00122921+0.0002933j 0.00105344+0.00239846j -0.00156007+0.00119253j 0.000292274-0.00385833j -0.00392815+0.00192325j -0.00104522+6.11384e-05j 0.00243256-0.000625181j 0.00318059+0.00505781j -0.000255606+0.000279282j 0.000970578+0.0016792j -0.000733044+0.000998696j -0.00322841-0.00619329j -0.00544535+0.000976261j 0.00268618+0.000180406j 0.000106327-0.00176774j 
-0.00292913-0.0183313j 0.018473-0.00314368j -0.0111565+0.00111991j -0.00130042-0.0129578j 0.00132107-0.0011285j 0.0060475+0.00389901j -0.00475116+0.0075391j -0.00561264-0.0067293j -0.00138543-0.00031076j 0.00518266-0.0023055j 0.000572196+0.0039538j 0.0077674+0.000970631j -0.00143143+0.000169919j 0.00979027+0.0067005j -0.00367398+0.00169498j -0.00321249+0.000308206j -0.000263839-0.00734579j 0.00363614-0.00560437j 0.0059349+0.00517477j 0.00501235-6.68754e-05j -0.000967276-0.00368334j -0.00588123+0.00206959j -0.00290507-0.000576681j -0.00563579-0.0034818j 0.0018658-0.00393004j -0.00838614+0.0109047j 0.00301336-0.000847394j 0.00281946-0.00660102j 0.00940972-0.00627444j -0.00158571-0.00151874j 0.00367231+0.00122364j 0.0075042-0.006493j 0.0113688-0.00588498j -0.00279282+0.00446391j -0.00877637-0.00707737j 0.00595804-0.00241815j -0.00626472-0.00271252j 0.00281115-0.00725745j -0.000137509-0.00507387j 0.000710826-0.00524837j -0.00128119-0.00135095j -0.00837074-0.00482347j 0.00287499-0.00334746j 0.00330496+0.00138414j -0.00276982-0.00741168j -0.00312026+0.000666241j 0.00330869-0.00297077j -0.0039508+0.000945309j -0.0023979-0.00840418j 0.0103328-0.00199904j -0.000758558+0.00935796j -0.00373395-0.00462027j 0.00639908+0.00188356j 0.00290624-0.00173333j -0.0129512+0.00411247j 0.00331077+0.0123133j 
0.00105597+0.00796527j -0.0074889+0.000850127j 0.00612764-0.0038855j 0.00385639+0.00838868j -0.000233141+0.00483034j 0.00262727-0.00526178j 0.000435374+0.00044245j 0.00148461-0.00328506j -0.00134303+0.00274427j -0.00186195-0.00376263j 0.0110309-0.00166048j 0.00418832-0.000126521j -0.00657753-0.00167768j -0.00535065-0.00287526j 0.00269939+0.00261105j 0.00366502-0.00319659j 0.00410307-0.00433526j -0.00724825+0.002072j 0.000422602-0.00541824j 0.000200538-0.00635381j 0.00838081-0.00369295j 0.00457538-0.00507393j -0.00424646-0.00369958j -0.000472203-0.00159027j 0.00266355-0.000586513j -0.000204173-0.00220997j 0.00221648+0.000319367j -0.00463392+0.00249821j 0.000474648-0.00229951j 0.000145849+0.00165868j -0.00118627-0.000532333j 0.00212201-0.0017407j -0.0022386+0.00383631j -0.00354058-0.00178414j -0.00233024+0.00749224j -0.0026836-0.00229252j -0.00215083-0.000906166j 0.00418354-0.00174682j -0.00226361-0.00231547j 0.00130601+0.00180681j 0.0025251+0.000821644j 0.000897422+0.00723676j -0.0028729+0.00530604j 0.000261708+0.00106581j 0.00540608-0.00596037j -0.00299644-0.00169028j -0.00422521-0.000702265j 0.00242498-0.0028466j 0.00648587+0.00272718j -0.000208541+0.00175775j 0.000254229-0.000396606j -0.00131983+0.0036806j -0.00503344-0.00249482j -0.00296271+0.00400167j 0.010832-0.00541675j -0.00527585-0.0111076j 
-0.00214043+0.00424847j -0.00501049-0.00221924j -0.00606492+0.000679169j 0.00547869-0.00421072j -0.0017352+0.00982547j 0.000705754-0.000960286j -0.0013132-0.000666164j -0.00203818-0.00555484j -0.00610749-0.004226j -0.0113661+0.00197241j 0.00629702-0.00726312j 0.00374267+0.0025423j 0.000332422-0.0112397j 0.00944489-0.0131238j 0.00489458+0.003836j -0.00383122-0.00728423j 0.00296346-0.00412887j 0.00653326-0.0040602j -0.000125755+0.00508079j -0.00245436-0.00369144j 0.00193783+0.000696812j 0.00894363+0.0013839j -0.00367092-0.00293596j 0.002424-0.0021348j 0.00201874+0.000136787j 0.000123568+0.00513131j 0.00227453+0.00540411j 0.00447622-0.00100494j -0.00321921-0.00357366j -0.00165977+0.00286137j 0.00138595-0.00103542j -0.000108523+0.000350253j 0.00243968-0.00586981j -0.00469027+0.00162149j 0.000257913+0.00458678j 0.00051813-0.00487653j -0.00282716-0.00685558j 0.000732939-0.000792772j -0.0032381-0.00212272j -0.000478634-0.000716653j -0.0004544+0.000244745j -0.000892372-0.00461372j -0.00312305+0.00279379j -0.00105886-0.00134313j 0.00201693-0.000629777j -0.00461945-0.000527167j 0.00212088-0.00288103j -0.000459939-0.00395412j 0.00240187-0.00589873j 0.00483211+0.00366791j -0.0019983+0.000653428j 0.00315987+0.00135632j 0.000777439+0.00275969j 0.00471386-0.000910235j 0.00343972-0.00121208j -0.00154322-0.00365985j 
0.00121973+0.00578431j -0.00656185+0.000273833j -0.00138655+0.00213086j 0.00185321+0.00495812j -0.0094755+0.00235334j -0.00255184+0.00337692j -0.00201304-0.00578994j -0.00155927+0.00060483j -0.00183072+0.0048983j 0.00850388-0.00177301j 0.000183323+0.00038169j -0.00266085-0.00387947j 0.0022003-0.00127781j -0.00352276+0.00876221j 0.00641787+0.00224223j 0.000209335-0.00968553j 0.00112539+0.00143146j -0.00322959+0.00951721j -0.00171153-0.00346647j -0.00151143-0.00149727j 0.00542983-0.000845424j 0.00396773-0.00780014j -0.000701998-0.00146859j 0.00299819+0.000306938j 0.00425855+0.00102413j 0.00302383-0.00494927j 0.00107525-0.00154588j -0.0048506+0.00173677j -0.00109686+0.000151227j 0.00340683+0.00204207j -0.00645287-0.000672596j -0.00660321-0.00353373j -0.00532791+0.00378046j -0.00233071-0.00505151j 0.00353633+0.00576656j -0.000915363+0.00509847j 0.00378205+0.0110463j -0.000868961+0.00495413j -0.00175384+0.00172068j 0.00346543+0.00214689j 0.00368746+0.0019027j -0.00473932+0.00622546j -0.000425012-0.000872056j -0.00405585+0.00216415j 0.00296646+0.00524795j 0.00391677-0.00413489j -0.00417218+0.00170166j 0.000730054-0.00334102j 0.00130222+0.00342764j -0.00225613+0.000595332j 0.00119595-0.000653788j 0.00202981+0.00406852j -0.000487691-0.000353933j -0.00149855-0.00273602j 0.00481071-0.000905893j -0.000714666-0.00418042j 
