0.0167222+0.00013949j -0.000190083-0.0164205j 0.00260927+0.00144163j -0.000610355-0.000363166j 0.0020608+0.00183794j 0.00144699+0.00298687j -0.00450732+0.00289487j 0.00199034-0.00630646j -0.00182401-0.00161448j 0.00157449+0.00275741j -0.00422055+0.00420797j -0.00247184-0.000366655j -2.34896e-05-0.00385197j -0.00100534+0.00091141j -0.00183254+0.00224423j -0.00186017-0.00151801j -0.0029103+0.00185011j 0.000167612+0.00211238j -0.00438509+0.000227285j -0.00065083-2.20549e-05j 0.00219465+0.000159615j -0.00156732-0.00405511j -2.69459e-05-0.00194732j -0.000310103-0.00350427j -5.11895e-05-0.000229211j -0.0025039-0.000113928j 0.003179+1.49189e-05j 0.000973734+0.00121573j 0.00124223+0.00100771j -0.00120997-0.000993488j -0.0015811-0.00185152j -0.000802011-0.00142846j 0.00122929-0.000608369j -0.00297259-0.00295564j -0.000938567-0.000583745j -0.000756641+9.23089e-05j -0.000796195-0.00176677j -0.00433391+0.000329033j -0.000518043-0.000282354j 0.000541013-0.00106853j -0.00167638-0.00077979j -0.00180974-0.00099876j -0.0012018-0.0039746j 0.0034131+0.00035547j -0.00164397-0.00101709j 0.000859979+0.00222233j -0.0011622+0.00158479j -0.00483224+0.00276275j 0.0060667-0.000281281j -0.00194011-0.000369153j -0.00398767+0.000533818j 0.00221475+0.00090684j 0.00348216+0.000927559j 0.00339369+0.000590868j -0.000205051+0.00356221j 0.0006809-0.00390481j 0.00297592-0.00229799j -0.003052-0.0028063j -0.000804528-0.00143647j 0.000586115-0.00405923j 0.00335608+0.00536017j 0.00358812-0.00135287j -0.00606363+0.00337452j -0.0036887-0.000598588j -0.00534318-0.00996896j 0.00757885-0.00242222j 0.00308876+0.0039948j 0.00207216-0.00488356j -0.00115572-0.000196251j 0.00456144+0.00355344j 0.00304048-0.0200491j -0.0201414-0.00231525j 
-0.00247072-0.00275197j -0.00283839+0.00169382j -0.000823447-0.00107411j -0.00587285-0.000393583j -0.00364201+0.00489714j 0.00339059-0.000211343j 0.00252099-0.000977785j -0.000544294+0.00217697j 0.00261849-0.00135125j 0.0032352-0.0039004j -0.000993947-0.0021588j 0.00089521+0.00119549j 0.00270241-0.00123624j 0.00218548+0.00234949j 0.000924126-0.000638666j -0.0021442-0.000604881j -0.00209693+0.00214371j 0.00179418+0.00169407j -0.00218208-0.00249314j -0.000304339-0.000407693j -0.00279905-0.000246418j 0.00318734-0.000841944j 0.000775077-0.00102377j 0.000684714+0.00310458j -0.000611413-0.0023699j 0.00164128-0.00141002j 0.00225079+0.00146732j 0.00136762+0.000790049j 0.00226388+0.00154274j 0.00132476+0.000762213j -0.000134184-0.000452215j -0.00231931-0.00122961j 0.00101039-0.000637394j -0.0028714-7.57254e-06j -0.00221037+0.000705288j -0.000314409-0.00278253j 0.00129596+0.00273899j -0.000284135+0.000711705j -0.000160472+0.00268068j -0.00313941-0.00173744j 0.00124657-0.000821342j -0.00191652-0.000466115j -0.00214407-0.0010233j -0.00170879+0.000313359j -0.000853454+0.00168749j 0.000620101-0.00071468j 0.000229739+0.00239004j 0.00286321+5.6123e-05j -0.000708552-0.00156413j -0.00122031+0.000134487j -0.000376322+0.000339387j -0.00209485-0.000182271j -0.00035394+0.00133527j -0.0030009-0.000606512j -0.00428779+0.00314978j -0.00173729-0.000870173j -6.85446e-05-0.00239712j -0.000258124+0.00183376j 0.000488758-0.00275703j -0.000576681-0.00359542j -0.00122999-0.00139416j 0.000130013-0.00272608j 0.00123369+0.00188419j 0.00386044+0.000850769j 0.00400266+0.00574387j 0.00458211+0.00665248j -0.00140784+0.00320908j 0.000748523+0.000838394j 0.00261672-0.00153715j -0.00379542+0.000593355j 0.00173618-0.00311321j -0.00377732-0.00149007j 
-0.00209475+0.00117139j 0.00123727+0.00311815j 0.00396716-0.0038878j -0.00191689-0.00356288j -8.90407e-05-0.00300771j -0.00110411-0.000254103j 0.000905754+0.00357514j -0.00251696-0.00169188j 0.000423787-0.00057863j -0.000708454+0.00209158j 0.00153866+0.000159281j -0.00204286+0.00193034j -0.00257657-0.00136117j 0.000855073-0.00144894j 0.000329364+0.00168644j -0.00107852-0.00169569j -0.00169717+0.000876423j 0.00081195-0.000141449j 0.00148687-0.00143842j 0.00300744+0.00034918j -0.00183078-0.00178863j -0.0021008+0.000638765j -0.000888922-0.00054412j -0.00475177-0.00103385j -0.00129137-0.000934571j -0.00115667+0.000392767j 0.000777644-0.000946423j 0.00589433+0.000695471j 0.0010366-0.00146325j 0.0020836+0.00138271j -0.0017172+3.0388e-06j 0.00206214+0.000728997j 0.00452058+0.0023006j 0.000937803+0.00198539j 0.0012022-0.00212877j 0.000645282-0.00222253j -0.00174268-0.00178347j 0.0011727+0.00165799j -0.00158072+0.00116879j 0.00168227-0.00313613j -0.00255036+0.000200031j 0.00152722-0.000665255j 0.00230318+0.000302784j 0.000148242-0.000477689j 0.0021724+0.00252999j 0.00255044-0.00256994j 0.000662057+0.00275541j 0.00214765+0.00223467j -0.00210939-0.00435926j 4.28086e-06+0.00412512j 0.00140967+0.00406157j 0.000750632-0.00318265j 0.000554884-0.00103257j -0.00182995-0.00200509j 0.0018115-0.00243676j 0.00151732+0.00625045j -0.00297093-0.00109247j -0.0029485-0.00111488j -0.000652485+0.000606056j 0.00137182+0.00153455j 0.00134376-0.00293643j 0.000108687+0.00591753j 0.00103512+0.00134737j -0.00387413+0.000122976j -0.00243137+0.00471669j -0.00833388-0.00613664j 0.000549705-0.00769229j 0.000862664+0.00519005j -0.00532429+0.00559389j 0.00296141-0.00263437j 0.00117333-0.00630738j -0.00486438-0.00184104j 
-0.00469769+0.0021476j 0.00225605+0.00672938j 0.00183542-0.00403649j -0.000570449-0.000188948j 0.00214608-0.000704155j -0.000498448+0.000723498j -0.00444809+0.00247019j -0.00150412+0.00129291j -0.000611316-0.00380859j -0.00161387+0.00439919j 0.00225362+0.00295792j -0.00179842+0.000452338j -0.00269376-0.00210929j -0.000492735-0.000936115j -0.000532772+0.00180505j -0.000582193+0.00130185j -0.00184707+0.000324514j -0.00130462+0.000894169j 0.00109133+0.00242982j -0.00329539+0.00494885j 0.00179952+0.000225212j -0.00378159-0.00203227j -0.00253337-0.000330603j -0.000853311+0.00016665j -0.00484662+0.00329812j -0.000906625+0.00144144j 0.000423969-0.000695337j 0.00369804-0.000704453j 0.00264815+0.000305182j 0.00131883+0.00111897j -4.2434e-05-0.000380275j 0.00274608+0.00342417j 0.00172176+0.000558867j -0.000822009+0.00412618j 0.00159499+0.00290313j 0.000207697-0.00141572j 0.00324263-0.0022252j -0.00183909-0.00114361j -0.0024147-0.0036176j -0.00222587+0.000398358j 4.87696e-05-0.00345203j 2.38878e-05-0.00351006j 0.000128384+0.00238374j 0.000899308+7.87164e-05j 0.00266509+0.00315103j 0.000846538-0.00155703j 0.00394362-0.00256874j 0.00193468+0.00247252j 0.00301062-0.000253796j 0.00190269+0.00218447j 0.000673736-0.000951599j -0.00270434-0.00263849j 0.00143931-0.00157698j -0.00347399+0.00030704j 0.0065789+0.00389535j 0.00190778+0.000284043j -0.00218863+0.000275146j 0.0010682+0.000821399j -0.00155664-3.68693e-05j 0.00128218+0.00400088j 0.00198674-0.000995364j -0.00510024+0.00346525j -0.0029578-0.000330767j -0.00146475+0.000176007j 0.00171927-0.00674306j 0.00393012-0.00250996j -0.00587636+0.00314108j 0.00566843-5.13674e-05j -0.00638756+0.00858367j 0.00248637+0.00557376j -0.00219437-0.00166584j 0.000259646-0.000382078j 
-0.00112617+0.006074j 0.00384472+0.000719487j -0.0034567+0.00425198j 0.00532527+0.00609685j 0.00341863+0.000122854j 0.00125805-0.00124111j -0.00574303+0.00356629j -0.00265811-0.00387685j -0.00180619-0.000725639j 0.00105917-0.00173258j 0.00119503+0.00164224j -0.00172343+0.00202749j 0.00126943+0.00182245j -0.00314637-0.00413753j 0.000816257+0.000234436j 0.000584188+0.00107728j 0.00269203+0.000221504j -0.00242993-0.00340857j -0.00111254+0.000552501j 0.000815283+0.00164145j -0.000800208+0.0007532j -0.00456311-0.00121402j 0.00110482+0.00109945j -0.00383636+9.63477e-05j -0.00257333-0.000987549j -0.00118266-0.00143493j -0.00402597+0.000215091j 0.000982465+0.00296457j 0.000576965-0.000183277j -0.000560277+0.000494155j -0.0023276+0.00407024j 0.000882928+0.00306982j -0.0024693+0.000525344j -0.00170484-0.00130214j 0.0027327+0.000452912j 0.00132538+0.00542844j -0.00361568-0.00130031j -0.00248574-0.000817473j -2.18317e-05+0.000709008j 0.00411483-0.00268083j -0.00205669-0.00074412j 0.00473471+0.00513299j 0.00102632+0.00609974j -0.000919435-0.0012411j 0.00624975+0.00317694j 0.00105487+0.00371252j 0.00389809-0.00207603j -0.00501067+0.00389918j 1.96838e-05-0.000211948j -0.00423174+0.00300087j 0.000772142+0.00588401j -0.000780744-0.00520423j 0.00385164+0.00140136j 0.00376105+2.64282e-05j 0.00169274-0.00264207j 0.000481885-0.00280209j -0.00542118-0.0017341j -0.00116606+0.00413801j -0.00671936-0.00370379j -0.00330206-0.000520213j 0.00397081+0.00168823j 0.00494998+0.00402899j -0.00139628+0.00644074j -0.0021986-0.000822034j -0.000173508-0.00582183j 0.010674+0.000878955j -0.00307204+0.001835j 0.00456271-0.00153227j -0.00148765+0.00871064j 0.00199027-0.00486676j -0.000859774+0.00357699j 0.00825196+0.00302744j 
-0.0273781-0.00850261j -0.00846915+0.0286322j -0.00276482+0.00206987j 0.00231624+0.000754336j 0.000934996-0.00468523j -0.00820555-0.00517749j 0.00746744-0.00218974j -0.00561093+0.00794326j 0.00415574+0.00419968j -0.00400975-0.0019513j 0.00595634-0.00909015j 0.00365723+0.00428949j 0.00351799+0.00352945j -0.000181145-0.00288539j 0.00152136-0.00122807j 0.00318541+0.00195921j 0.00319258-0.00254228j 0.00120857-0.000297629j 0.00879987-0.0053466j 0.00226207+0.00213652j -0.00350348-0.000103303j 0.00161541+0.00766524j 0.000624293+0.00203433j 0.00293258+0.00568056j -0.0026469+0.00441332j 0.00199281+0.0024711j -0.00894493-4.79286e-05j -0.00488098+0.000894223j 0.000500397-0.00230774j 0.000651707+0.000646016j 0.000544141+0.00822947j 0.00425613+0.00775907j -0.00696648+0.00653731j 0.00219236+0.00526684j 0.00603085-0.000255593j 0.00709505+0.006914j 0.000683544+0.00604014j 0.0048613-0.00226375j 0.0016791-0.006159j -0.00468072+0.00120233j 0.00336281+0.000793528j 0.00624782+0.00456338j 0.00110971+0.0111878j -0.00563514-0.000744176j 0.00122553+0.00223997j 0.000717219-0.00493727j 0.00188318+0.00462793j 0.00809211-0.007754j -0.00189233-0.000317059j 0.00192128-0.00181769j 0.00952865-0.00262262j 0.00157275-0.00167471j -0.012146-0.00407432j -0.00250761-0.00187367j 0.00437-0.00836014j -0.00166603-0.000612301j -0.00328796+0.00819519j -0.00297154-0.00189799j -0.00799321+0.00225828j -0.00367882+0.00885318j -0.00719743-0.00449985j 0.00136582-0.00911154j 0.00671746-0.00362114j 0.00653406+0.000167562j 0.00681905+0.0210307j -0.00865829+0.00292337j -0.00271674-0.00126373j -0.00230025-0.00326608j -0.0032623+0.00713144j -0.00271824+0.0056967j 0.00486432+0.0314792j 0.0349367-0.00765759j 
-0.00245212-0.000293297j -0.000407568+0.00116809j 0.00357401+0.00141329j 0.00106426-0.00240341j -0.00144417-0.00225389j 0.00210301+0.00116725j -0.00248129-0.00110703j -0.00413179+0.000789694j 0.00197694+0.000966893j -0.0005843-0.00199441j 0.00145531-0.00193084j 7.27337e-05+0.000791716j 0.000935901+0.00203744j 0.000752654+4.21422e-05j 0.000214056+0.000598616j -0.00273662+0.000355552j 0.000371225-0.00120158j 0.00126357+0.000116611j -0.00157442+0.00264883j -0.000934115-0.000719319j -0.00122241+0.0009463j -0.000867133-0.00259963j 0.000418176-0.00109655j -0.00194911+0.00014359j 0.000358508+0.00135264j 0.00236096-0.00153845j -0.000498937-0.000990992j -0.00255557-0.000893586j 0.00182713-0.000449403j -0.000926497-0.00060085j -0.00150186+0.00188537j -0.000451124+0.000140844j -0.00169277-0.000697454j -0.00163809-0.0030571j 0.00123027-0.000306159j -0.00239467+0.00168951j 0.00541465-0.000514108j 0.00230049+0.000739841j -0.00240151+0.000420825j 0.00071147+0.00136161j 0.00235725+0.00203423j 0.00182825-0.000890522j -0.000628203-0.000693036j -0.000593272-0.00134828j -0.000517339-0.00145769j -0.0021797+0.00174284j 0.00181713-0.0019663j -0.00503169-0.00361766j 0.00408472+0.000203192j 0.00212885+1.63606e-05j -0.00300895-0.00141258j 0.000751607+0.000393609j 0.00603623-0.000423155j 0.0033714+0.00196702j 0.000349237+0.00254385j 0.00443598+0.000233714j 0.00100224+0.00173821j 0.00976777+0.000468198j 0.000657772+0.000692236j -0.00734965-0.000564381j 0.000354208+0.000333488j 0.00280784+0.00257464j 0.0042389+0.00222447j 0.00371409+0.00157784j 0.0025357+0.00117393j -0.00305258+0.000527747j 0.000278631-0.00473837j 0.00235526-0.000157562j 0.000108706+0.005438j 0.00674245-0.004885j 0.00114008-0.00226653j -0.00280083+0.002428j 
-0.00539765-0.00445103j -0.00318659+0.00571443j -0.0112311-0.00283174j -0.00552907+0.0138526j 0.00951531-0.00380192j -0.00427613-0.00361987j 0.00251275-0.003394j -0.00670926-0.00337037j 0.0075796+0.0052986j -0.0019109+0.00508855j -0.00770282-0.00541943j 0.00515517+0.00438157j -0.00207983-0.00395065j -0.0109224+0.00296929j 0.00988915-0.0082973j -0.00555358-0.00749826j 0.00163231-0.00124779j 0.0030372+0.00878573j 0.00791027+0.000157966j -0.00113783+0.00113493j 0.000234838-0.00119325j -0.00386569+0.0183517j -0.00363817+0.00879462j 0.000757924+0.00767588j -0.00248479+0.00445716j 0.00119257-0.00636618j -0.00633629-0.00223537j -0.00372106-0.00148975j 0.00589184+0.00178166j 0.00377786-0.00220769j 0.00135821+0.00275436j 0.00202498+0.0027962j -0.00778652+0.000732152j 0.00733073+0.00430809j 0.00868926+0.00263162j 0.00625376+0.000588873j -0.00277098+0.00286425j -0.000104017+6.28174e-06j 0.00637392-0.00238654j -0.00379462+0.00258563j 0.00295607-0.000135563j -0.00945907+0.00283116j 0.00331254+0.00616365j -0.00490317-0.00452681j -0.00278517+0.00713265j -0.00169728-0.00161492j 0.00258214+0.00714063j 0.00835598-0.0132511j -0.000300265+0.00330702j -0.00531152-0.000142436j 0.00659036+0.00579376j 0.00624063+9.14828e-05j -0.0153712+0.00182789j -0.0117177-0.00361364j -0.00730824+0.00204675j -0.00176954-0.00349824j -0.00265551+0.00476331j -0.0100276-0.0126339j 0.000512239+0.00452054j 0.00253816-0.00558347j 0.00750805-0.0020322j 0.00314365-0.0128474j 0.00711395+0.000633571j 0.00362905-0.00556038j 0.0159428+0.00673492j -0.00330287+0.000645781j 0.0057256-0.00952886j 0.0031071+0.00198963j 0.00424488+0.0135827j 0.012275+0.010135j 0.000177349+0.00504984j 0.00410936-0.00540292j 
-0.0243826-0.0100923j -0.0107606+0.0246605j -0.0143571-0.00429204j -0.00496885+0.0118578j 0.00623256-0.00197507j -0.0068224-0.00431418j 0.0055069-0.00463409j -0.00542391+0.00646359j 0.0101193+0.00902733j -0.00471661+0.00318749j -0.00130695-0.00735561j 0.00762962+0.00532871j -0.00152415+0.0016778j -0.00325571+0.000194919j 0.00901858-0.0102284j -0.00405585-0.00481817j 0.00312276-0.00146447j 0.0048302+0.00608401j 0.0159157+0.00121017j 0.00144335+0.00223621j -0.00123408-0.00374375j 0.0019846+0.022642j -0.00414061+0.00901684j 0.000351471+0.00736782j -0.00115399+0.00118465j 0.00403031-0.00385782j -0.00845635-0.000552111j -0.00375195-0.000274132j 0.00648148+0.00160244j 0.00189029+0.00314788j 0.00202829+0.00394021j 0.003008+0.00326133j -0.0145649+0.00567239j 0.00566232+0.00691127j 0.0142661+0.0046157j 0.0148073+0.0002016j 0.000453926+0.00266733j 0.0057821+0.00450719j 0.0019185-0.00293596j -0.00126566+0.00389233j 0.00356703-0.00708236j -0.00585529+0.00905087j -0.000814696+0.0178209j -0.00510156+0.000793503j -0.00963694+0.0154708j 8.82803e-05-0.00138129j 0.00134019+0.00471114j 0.00529132-0.00895236j -0.00431612+0.00271462j -0.00230617-0.00297123j 0.00679767+0.00107074j 0.0102261-0.00232157j -0.0142777-0.000865417j -0.00967937-0.00393784j 0.00498561+0.00183631j -0.0134439+0.000470292j 0.00109026+0.00231979j -0.00402424-0.0110645j 0.00243407+0.00263908j -0.00847106-0.00200461j 0.00783639-0.00662641j -0.0069425-0.0220253j 0.00358865-0.00523635j 0.0118586-0.00174192j 0.0071497+0.00988484j -0.00967018+0.00317205j 0.0127301-0.0146613j 0.010867+0.0100579j -0.0144189+0.00710235j 0.00190949+0.016542j 0.0115707+0.0243222j 0.0254631-0.0119618j 
-0.00102891+0.0057108j 0.00620537+0.00108455j -0.000748537-0.0004567j 0.00219496+0.00553404j 0.00553731+0.00155959j 0.00231004+0.000210577j -0.00204585-0.000331566j -0.000337471+0.000140676j -0.00164042-0.00104472j -0.000704747-0.000446112j 0.000919145+0.0018621j 0.000549747-0.000809073j -0.00110176+0.000396904j -6.49386e-05+0.000985355j 0.00116319-0.00110388j 0.00164116+0.000614164j 0.0026657+0.000201522j -0.000983119-0.00116414j -0.00100054+0.00462723j -0.000858314-0.00071749j 0.00302492-0.000285202j -0.00413329-0.000435417j -0.0023885+0.00207933j 0.000257649-0.00326829j 0.00086167+0.00353936j -0.000942533+0.000914412j -0.00152694-0.00115869j -0.00210717+0.00191512j -0.00126882-0.000369085j -0.00268678+0.000592637j 0.00131111+0.000852316j 0.00305887+0.00374549j -0.00153219-0.000450268j 0.00200156+0.0023761j 0.00257006+0.00119714j 0.000950879+0.00147917j 0.000780592+0.000339722j 0.000362232-0.000532078j -0.000447998-0.00307601j 0.00145716+0.00335988j -0.000868754+0.00148065j -0.000227199+0.00170168j 0.000802601+0.00254325j 0.000805188-0.0011559j -0.00060374-0.000842751j -0.00386824-0.0011221j 0.00188152-0.000989324j -0.00408096+0.00151217j -0.00106395-0.000943271j 0.0023167+0.00203084j 0.000353862-0.000562158j -0.00244252-0.00278259j 0.00132402+0.000634763j 0.000844464-0.00145192j 0.00143493+0.000590434j -0.0050891+0.00131181j -0.0014215+0.000123646j 0.0014818+0.00722535j -0.00380024+0.00473311j -0.00110813+0.00345752j 0.00271378+0.00390448j -0.00453943+0.00240312j 0.000819645+0.00618262j -0.0004907+0.00180513j -0.00197592-0.00290307j 0.00547649-0.00246345j 0.000721627+0.00120474j -0.00261002+0.00145433j 0.000275732+0.00613114j 0.00693688-0.00747895j -0.00334784+0.00247395j 0.00284247+0.00358753j 
-0.0113839-0.0012746j -0.00203916+0.00995641j -0.00430672+0.0102245j 0.010494+0.00945364j 0.0104756-0.00557938j -0.000935579-0.0137156j 0.00983511+0.00113909j -0.00926525-0.00155067j 0.0137047+0.00442979j -0.00636741+0.00765757j -0.0102241-0.0102637j -0.00684694+0.00640018j -0.000332912-0.00667535j -0.00895244+0.00457556j 0.00569879-0.0107083j -0.00806029-0.012116j -0.00353603-0.00553656j 0.00454186+0.0127789j 0.0160224+0.0039955j -0.00093076-0.00141648j -0.000486219+0.00631317j -0.00699177+0.0129945j -0.00146+0.00621734j -0.00363764+0.0111011j -0.00450056-0.000201749j -0.000875998-0.00750158j -0.00366851+0.000185366j -0.00620897-0.000286928j 0.00572501+0.00703701j -0.00304963-0.000907851j 1.36496e-05+0.00452711j 0.00810875-0.00231111j -0.00612579-0.00339688j -0.00222664+0.00113399j 0.0101406+0.00412767j 0.0132356+0.00682119j 0.000910112+0.00692787j 0.000436638+0.000492778j 0.00572533+0.00224386j -0.00435007+0.00377058j 0.00625856+0.00748878j -0.00374174+0.00838664j 0.0022543+0.0111068j -0.00369083-0.00600238j -0.00617982+0.00711073j 0.00387134+0.00417596j -0.00441115+0.00971725j 0.0150153-0.010525j -0.00363665+0.00208995j 0.00130116+0.00240236j 0.00374317-0.00411503j 0.00697419-0.00164206j -0.0136653+0.00055881j -0.00599057-0.0113322j -0.00794268+0.0061974j 0.00340198-0.00362198j 0.00537284-0.00141304j -0.00618995-0.0100737j 0.00599457+0.00198406j -0.000393645-1.20879e-05j -0.000533851+0.00252877j 0.00578345-0.00904913j 0.00756338+0.00320537j -0.00264232-0.00219368j -0.000800235-0.00572339j 0.00999751-0.00825744j 0.00507162-0.00374769j 0.0123022-0.00216331j 0.00563295+0.00841945j 0.0109323-0.00182728j 0.00595851+0.00830987j 0.00649276-0.00617208j 
-0.0210997-0.0109011j -0.0076782+0.0207172j -0.00884446-0.00344446j -0.00968985+0.00741228j -0.000710519-0.00260534j -0.0102238+0.0011894j 0.00280694-0.00652673j -0.00263914+0.00648369j 0.00317708+0.00635068j -0.000745763-0.00217978j 0.00529431-0.00893293j 0.00730013+0.0010933j 0.000620756+0.00227881j 0.00107511-0.00178096j 0.0032108-0.00306604j 0.00292582+0.00124365j 0.000202698+0.000915054j 0.00657572+0.00103041j 0.0118924-0.00413103j 0.00341475+0.00320112j -0.00398787-0.00266497j 0.00198528+0.013922j -4.07023e-05+0.00509241j 0.0010425+0.00477715j -0.00312294+0.00945425j 0.00629472+8.30318e-05j -0.00713548-0.00372746j -0.0048765-0.00206321j 0.000888397-0.0037067j 0.00383019+0.000115476j 0.00124364+0.00632277j 0.00255101+0.00637773j -0.00764616+0.00200352j 0.00573596+0.00452388j 0.00585457+0.00200924j 0.00592812+9.10161e-05j -0.00223558+0.00329439j 0.00336959+0.000262368j -5.34381e-05-0.00187551j -0.0085919+0.00796835j -0.00380685-0.00616566j -0.00429631+0.00728793j 0.00460661+0.0120991j -0.00239093+0.00258249j -0.00277327+0.0063616j -0.00218728-0.00574719j 0.000388538+0.000680151j 0.0096469-0.00784001j -0.00683415+0.000671218j -0.00224363-0.00761364j 0.00514344+0.00251952j -0.00224549+0.00222054j -0.0140495+0.00055233j -0.00782385+0.000230286j 0.00716925-0.00773917j -0.00132099+0.00306462j -0.00540606-0.00320199j -0.00952137-0.00336342j 0.000390578+0.00592621j -0.00118083+0.00122114j 0.0025684-0.00557116j -0.00659235-0.00689984j -0.00579304+0.000798587j 0.00903485+0.000857326j 0.00735574+0.00866707j -0.0153276+0.00529323j 0.00438369-0.0120962j 0.000921126+0.0112804j -0.00294313-0.00448759j -0.000685973+0.00486274j 0.00511886+0.0299006j 0.0274584-0.00801167j 
0.0192403+0.00574107j 0.00538668-0.0163862j 0.00932105+0.00137646j 0.00107847-0.0121259j -0.00903425+0.00870461j 0.00531569+0.0113046j -0.00619455+0.00689687j 0.0113148-6.48716e-05j -0.0139595-0.00837692j 0.0050896-0.00780198j 0.00516437+0.0139857j 0.00452687-0.00814863j 0.00299009+0.00148425j 0.0116211-0.000571745j -0.00978446+0.0091644j 0.0103316+0.00869136j 0.00118179+0.00450674j -0.00808649-0.0112005j -0.0143768-0.000229058j -0.000278996-0.00120599j 0.00644838-0.00420684j 0.00363629-0.0165854j 0.00446582-0.0116803j 0.00448628-0.012414j 0.000910488-0.00609948j -0.00362008+0.00980475j 0.0068681+0.00161417j 0.00821786+0.00601665j -0.0066661+0.000137664j -0.00104111+0.00401429j 0.00364651-0.00801166j -0.00519999-0.00269125j 0.0110555+0.00101375j -0.00495459-0.00389456j -0.0153429-0.0025209j -0.00942128-0.0063304j -0.00421844-0.0045432j -0.00532592+0.000136396j -0.00456376-0.00238602j 0.00379823-0.00742017j -0.00454975-0.00599487j 0.00599079-0.00582945j -0.00166672-0.013601j 0.00662299+0.00754407j 0.00231967-0.00930983j 0.00400735-0.00126613j -0.002594-0.0101401j -0.0124835+0.0193911j 0.000199743-0.00313953j -0.00207595+0.0045704j -0.00303529+0.000507996j -0.0108029+0.00258038j 0.0153745-0.000263626j 0.00940716+0.00290331j 0.00190564-0.00276919j -0.00750317-0.00193095j -0.00445485-0.00329758j 0.00261473+0.0129849j -0.00752841-0.00326375j 0.00414251+0.00429677j -0.00512431+0.00320709j -0.0066065+0.0163193j -0.0151143-0.00300929j -0.0129829+0.0058318j -0.0174939-0.00709676j 0.00254921-0.000615947j -0.00704556+0.00280547j -0.00692238-0.00656798j -0.00659566-0.0128086j -0.0116221+0.00562209j -0.00565711-0.0166699j -0.0139003+0.00394738j 
0.00137618+0.0030726j 0.00299952-0.00125535j -0.00265591+0.00191916j -0.000331528+0.000840048j -0.00244499+0.000968601j 0.00472243-0.00614174j 0.00650399+0.0036054j -0.00438885+0.00112278j -0.00236906+0.000512344j 0.00296236-0.00627584j 0.00113125+0.00351751j -0.00048043+0.000615857j -0.00153692-0.00252187j -0.000328695+0.00337096j 0.00178834-0.00457212j -0.00386056-0.00176037j 0.000834083+0.00104176j 0.0027334+0.00289911j 0.00242627+0.00071816j 5.60648e-05-0.000698543j -0.00172911+0.00205281j -0.00109371+0.00348209j -0.00439271-0.00445368j -0.0015219-0.000739741j 0.00354536-0.00120496j 0.000597328+0.00232988j 0.00364158-0.000704176j -0.00106448-4.43135e-05j 0.00265975+0.000177017j 0.00198153-0.00278135j 0.00150426-0.000714858j 0.00186378+0.000161114j -0.00547884-0.00217462j -0.00282282+0.00355845j -0.00322786-0.00537699j -0.00164591-0.00227368j 0.00252163-0.00271494j -0.00226678+0.00127308j 0.00240203+0.000408691j -0.00263484-0.00248488j -0.00320389+0.00138954j 0.00171684+0.00196228j 0.00173756-0.000490852j 0.00505597-0.00555281j 0.000655903+0.00162709j 0.00068102+0.00451956j -0.00171913-0.000245878j -0.00248764+0.00119038j 0.00474798+0.00223684j -0.00203558-0.000114198j -0.0037278+0.00246646j 0.00276258+0.00039748j 0.00993611-0.00140516j -0.000695359-0.00226987j -0.00132498-0.00545003j 0.00236872+0.000240452j -0.000168243-0.00334497j -0.00494952-0.00189068j -0.000783009-0.00107592j 0.000865185-8.50585e-05j -0.0043224-0.00280519j 0.00495716+0.00230711j 0.00376884+0.00516032j 0.00977151-0.00182894j -0.00554301-0.00165531j 0.00510436-0.00862284j 0.00304414+0.00386309j -0.00709089-0.00123225j 0.00254704-0.00430268j 0.00161202-0.00399443j 0.00607844+0.000850371j 0.00122952-0.00451583j 
